econ_tradebal_reference_month,econ_tradebal_reporting_country_iso2,econ_tradebal_partner_area_code,econ_tradebal_flow_direction,econ_tradebal_hs2_code,econ_tradebal_product_group,econ_tradebal_trade_value_eur,econ_tradebal_trade_quantity_kg,econ_tradebal_trade_value_index,econ_tradebal_unit_value_index,econ_tradebal_intra_eu_flag,econ_tradebal_extra_eu_flag,econ_tradebal_mode_of_transport_code,econ_tradebal_incoterms_code,econ_tradebal_customs_procedure_code,econ_tradebal_sanctions_regime_flag,econ_tradebal_current_account_balance_eur,econ_tradebal_financial_account_balance_eur,econ_tradebal_eurostat_table_code,econ_tradebal_data_extract_date
2025-03,CY,EFTA,IMPORT,03,CHEMICALS,54230062.29,39845.19,167.93,99.531,1,0,ROAD,CPT,7100,0,7334210644.22,-1923373204.51,ext_lt_extratrd,2024-01-31
2026-08,GR,EA20,EXPORT,20,ENERGY,54326072.57,39921.97,168.189,100.271,1,0,AIR,FCA,A123,0,-912132515.18,3048793288.34,bop_q_f,2025-06-19
2018-01,MT,EU27_2020,IMPORT,37,AGRI_FOOD,54355799.67,40069.97,168.633,100.694,1,0,SEA,EXW,4000,0,7967507292.95,2958360914.99,ext_lt_intratrd,2025-10-16
2019-06,ES,APAC,EXPORT,54,SERVICES_EST,54461444.87,40216.73,169.002,100.64,0,1,POST,CIF,4200,0,-3040079136.33,-2295654406.41,bop_q_c,2025-09-14
2020-11,CZ,LATAM,IMPORT,71,ELECTRONICS,54614447.22,40382.5,170.551,100.86,0,1,PIPE,CFR,5100,0,-3426896331.13,-2076539734.72,bop_q_g,2025-10-12
2021-04,HU,AFR,EXPORT,88,METALS,54648969.13,40508.35,170.576,102.234,0,1,RAIL,FOB,6100,0,1748260995.1,2044497897.37,ext_lt_extratrd,2024-12-10
2022-09,NL,MEA,IMPORT,06,TEXTILES,54771412.64,40612.72,170.161,101.793,0,1,ROAD,DDP,7100,0,2615549500.53,4958248398.85,bop_q_f,2026-02-17
2023-02,SE,TUR,EXPORT,23,PHARMA,54900940.89,40743.17,171.414,102.361,0,1,AIR,DPU,A123,0,6531954803.69,-2451595763.72,ext_lt_intratrd,2025-02-03
2024-07,DK,RUS,IMPORT,40,VEHICLES,54929666.97,40947.92,171.699,103.029,0,1,SEA,DAP,4000,1,-4106962546.15,5630445908.04,bop_q_c,2024-10-18
2025-12,IE,CHN,EXPORT,57,MACHINERY,55019251.41,40997.06,172.931,102.981,0,1,POST,CIP,4200,0,7425674509.7,-5295671362.63,bop_q_g,2024-02-16
2026-05,PL,USA,IMPORT,74,CHEMICALS,55171194.11,41210.22,172.778,103.81,0,1,PIPE,CPT,5100,0,5497089501.64,6627902697.89,ext_lt_extratrd,2024-11-27
2018-10,AT,UK,EXPORT,91,ENERGY,55235385.42,41286.61,172.392,104.592,0,1,RAIL,FCA,6100,0,6513620541.94,2868098418.29,bop_q_f,2025-06-15
2019-03,EE,EFTA,IMPORT,09,AGRI_FOOD,55366970.69,41493.92,173.706,104.432,0,1,ROAD,EXW,7100,0,5522687547.55,-817376047.39,ext_lt_intratrd,2024-10-11
2020-08,IT,EA20,EXPORT,26,SERVICES_EST,55453773.45,41597.17,173.604,104.375,1,0,AIR,CIF,A123,0,-2560870958.1,-5087163225.96,bop_q_c,2024-07-03
2021-01,PT,EU27_2020,IMPORT,43,ELECTRONICS,55525471.23,41748.45,173.669,104.547,0,1,SEA,CFR,4000,0,1433283465.38,-1352360911.54,bop_q_g,2025-02-19
2022-06,BE,APAC,EXPORT,60,METALS,55659758.49,41900.38,175.479,105.653,0,1,POST,FOB,4200,0,4218095428.76,3175532754.72,ext_lt_extratrd,2025-11-22
2023-11,FI,LATAM,IMPORT,77,TEXTILES,55754933.51,41983.88,175.763,106.116,0,1,PIPE,DDP,5100,0,6829276458.46,2446390972.0,bop_q_f,2025-09-12
2024-04,LV,AFR,EXPORT,94,PHARMA,55810358.27,42126.99,176.076,106.723,0,1,RAIL,DPU,6100,0,1439961068.82,5610787332.0,ext_lt_intratrd,2025-12-04
2025-09,RO,MEA,IMPORT,12,VEHICLES,55879224.48,42230.72,175.746,107.56,0,1,ROAD,DAP,7100,0,-285350311.32,-205484252.54,bop_q_c,2024-01-31
2026-02,BG,TUR,EXPORT,29,MACHINERY,56037248.22,42435.22,176.204,107.318,0,1,AIR,CIP,A123,0,-3048079056.41,1770471976.88,bop_q_g,2024-03-28
2018-07,FR,RUS,IMPORT,46,CHEMICALS,56091956.78,42568.79,176.725,107.396,0,1,SEA,CPT,4000,0,-2475527554.58,-4183605651.43,ext_lt_extratrd,2025-04-11
2019-12,LT,CHN,EXPORT,63,ENERGY,56180624.3,42634.4,178.218,108.447,0,1,POST,FCA,4200,0,6532854216.38,-583843689.13,bop_q_f,2025-05-18
2020-05,SK,USA,IMPORT,80,AGRI_FOOD,56264581.64,42756.47,178.21,108.897,0,1,PIPE,EXW,5100,0,692913029.47,6162572257.06,ext_lt_intratrd,2024-07-16
2021-10,HR,UK,EXPORT,97,SERVICES_EST,56400146.48,42977.26,178.541,108.926,0,1,RAIL,CIF,6100,0,6630709790.51,5850641572.28,bop_q_c,2025-03-31
2022-03,DE,EFTA,IMPORT,15,ELECTRONICS,56449906.65,43031.22,178.453,109.497,1,1,ROAD,CFR,7100,0,8452280853.98,-891563104.07,bop_q_g,2024-05-20
2023-08,LU,EA20,EXPORT,32,METALS,56565106.16,43155.4,179.053,110.26,1,0,AIR,FOB,A123,0,8604146325.78,287821579.85,ext_lt_extratrd,2024-09-14
2024-01,SI,EU27_2020,IMPORT,49,TEXTILES,56634342.76,43370.82,180.028,109.879,1,0,SEA,DDP,4000,0,7226962555.63,-6550281611.25,bop_q_f,2025-02-16
2025-06,CY,APAC,EXPORT,66,PHARMA,56800554.69,43496.12,179.911,110.934,0,1,POST,DPU,4200,0,7670142790.9,-2068258124.99,ext_lt_intratrd,2024-03-09
2026-11,GR,LATAM,IMPORT,83,VEHICLES,56896417.53,43577.36,179.929,111.678,0,1,PIPE,DAP,5100,0,8735531923.46,-5355011653.18,bop_q_c,2025-08-25
2018-04,MT,AFR,EXPORT,01,MACHINERY,56917310.57,43724.83,180.616,111.692,0,1,RAIL,CIP,6100,0,3522097946.67,-5096340233.62,bop_q_g,2025-04-26
2019-09,ES,MEA,IMPORT,18,CHEMICALS,57023828.62,43890.51,182.352,111.913,0,1,ROAD,CPT,7100,0,4130697850.78,-4359040118.36,ext_lt_extratrd,2024-09-25
2020-02,CZ,TUR,EXPORT,35,ENERGY,57172490.66,43972.0,181.354,112.647,0,1,AIR,FCA,A123,0,7763421670.27,-5674974765.41,bop_q_f,2026-01-26
2021-07,HU,RUS,IMPORT,52,AGRI_FOOD,57239631.51,44127.94,182.808,112.014,0,1,SEA,EXW,4000,0,-1577067480.26,-78914811.01,ext_lt_intratrd,2025-01-26
2022-12,NL,CHN,EXPORT,69,SERVICES_EST,57313141.66,44286.11,183.368,112.761,0,1,POST,CIF,4200,0,2130419692.6,-3546957919.08,bop_q_c,2025-05-18
2023-05,SE,USA,IMPORT,86,ELECTRONICS,57489807.23,44409.05,183.659,113.855,0,1,PIPE,CFR,5100,0,-3581307934.51,-4388911321.84,bop_q_g,2024-12-18
2024-10,DK,UK,EXPORT,04,METALS,57558785.44,44538.92,183.265,114.81,0,1,RAIL,FOB,6100,0,1176625817.89,-5138655327.07,ext_lt_extratrd,2025-08-18
2025-03,IE,EFTA,IMPORT,21,TEXTILES,57645739.75,44703.96,184.166,113.779,1,0,ROAD,DDP,7100,0,5816484172.94,717171298.55,bop_q_f,2025-10-07
2026-08,PL,EA20,EXPORT,38,PHARMA,57706771.0,44788.32,185.226,115.038,1,0,AIR,DPU,A123,0,343549152.8,5179111194.01,ext_lt_intratrd,2025-09-25
2018-01,AT,EU27_2020,IMPORT,55,VEHICLES,57806850.26,44953.97,185.682,115.451,1,0,SEA,DAP,4000,0,6199287718.59,1665593115.91,bop_q_c,2025-04-17
2019-06,EE,APAC,EXPORT,72,MACHINERY,57935948.11,45080.32,186.011,115.792,0,1,POST,CIP,4200,0,4731158494.68,3532284197.09,bop_q_g,2025-05-28
2020-11,IT,LATAM,IMPORT,89,CHEMICALS,57988326.51,45201.3,186.009,116.132,0,1,PIPE,CPT,5100,0,-3184097613.85,-6599026900.48,ext_lt_extratrd,2026-01-20
2021-04,PT,AFR,EXPORT,07,ENERGY,58071897.92,45391.95,186.522,117.158,0,1,RAIL,FCA,6100,0,3450615324.6,-70321313.41,bop_q_f,2025-01-03
2022-09,BE,MEA,IMPORT,24,AGRI_FOOD,58199228.41,45502.55,69.586,116.847,0,1,ROAD,EXW,7100,0,7408583481.45,-2298565925.73,ext_lt_intratrd,2024-02-05
2023-02,FI,TUR,EXPORT,41,SERVICES_EST,58334226.27,45645.0,69.694,116.774,0,1,AIR,CIF,A123,0,1969869866.05,2909488618.7,bop_q_c,2025-07-02
2024-07,LV,RUS,IMPORT,58,ELECTRONICS,58355912.27,45749.23,71.524,118.042,0,1,SEA,CFR,4000,1,1771956015.81,344014670.9,bop_q_g,2024-12-27
2025-12,RO,CHN,EXPORT,75,METALS,58467823.0,45870.16,71.328,117.678,0,1,POST,FOB,4200,0,8252372713.32,-5235605674.18,ext_lt_extratrd,2024-11-15
2026-05,BG,USA,IMPORT,92,TEXTILES,58595080.78,46006.74,71.455,118.942,0,1,PIPE,DDP,5100,0,-1771848384.7,2046000914.51,bop_q_f,2026-01-08
2018-10,FR,UK,EXPORT,10,PHARMA,58642387.64,46136.6,71.839,119.497,0,1,RAIL,DPU,6100,0,2540050745.58,1103663104.08,ext_lt_intratrd,2024-09-11
2019-03,LT,EFTA,IMPORT,27,VEHICLES,58721458.14,46296.97,73.126,118.948,1,1,ROAD,DAP,7100,0,1253114566.41,6979962705.11,bop_q_c,2025-06-19
2020-08,SK,EA20,EXPORT,44,MACHINERY,58842138.02,46430.97,73.121,119.396,0,1,AIR,CIP,A123,0,3337495246.14,115853723.69,bop_q_g,2026-02-11
2021-01,HR,EU27_2020,IMPORT,61,CHEMICALS,58990437.07,46590.33,74.164,119.752,1,0,SEA,CPT,4000,0,4780941652.71,6201537544.87,ext_lt_extratrd,2024-11-01
2022-06,DE,APAC,EXPORT,78,ENERGY,59038374.82,46679.78,74.667,120.553,0,1,POST,FCA,4200,0,8462919826.69,-6173647902.68,bop_q_f,2025-10-03
2023-11,LU,LATAM,IMPORT,95,AGRI_FOOD,59137407.5,46877.3,73.829,120.597,0,1,PIPE,EXW,5100,0,516644678.53,-4813368930.11,ext_lt_intratrd,2026-02-24
2024-04,SI,AFR,EXPORT,13,SERVICES_EST,59246450.96,46985.55,74.323,121.706,0,1,RAIL,CIF,6100,0,4669752343.08,-3015083332.45,bop_q_c,2024-07-08
2025-09,CY,MEA,IMPORT,30,ELECTRONICS,59381962.16,47155.82,75.238,122.647,0,1,ROAD,CFR,7100,0,2772937643.82,-4165583148.94,bop_q_g,2025-02-25
2026-02,GR,TUR,EXPORT,47,METALS,59469490.64,47214.87,75.766,123.005,0,1,AIR,FOB,A123,0,2707061939.35,2954818065.26,ext_lt_extratrd,2025-04-25
2018-07,MT,RUS,IMPORT,64,TEXTILES,59541797.67,47388.1,75.917,122.11,0,1,SEA,DDP,4000,1,6465046917.74,624762103.69,bop_q_f,2024-09-18
2019-12,ES,CHN,EXPORT,81,PHARMA,59612023.31,47570.23,76.258,122.685,0,1,POST,DPU,4200,0,1470884531.14,1065555536.35,ext_lt_intratrd,2024-09-28
2020-05,CZ,USA,IMPORT,98,VEHICLES,59733791.54,47680.49,77.286,123.36,0,1,PIPE,DAP,5100,0,-1228550008.65,-3282727642.66,bop_q_c,2025-03-04
2021-10,HU,UK,EXPORT,16,MACHINERY,59834358.07,47811.76,77.541,123.801,0,1,RAIL,CIP,6100,0,6255593452.75,5683700299.67,bop_q_g,2024-05-21
2022-03,NL,EFTA,IMPORT,33,CHEMICALS,59931673.82,47930.04,78.196,123.9,1,0,ROAD,CPT,7100,0,8512868447.07,-190515504.6,ext_lt_extratrd,2024-06-11
2023-08,SE,EA20,EXPORT,50,ENERGY,59967397.69,48089.03,78.472,125.728,0,1,AIR,FCA,A123,0,9219505543.0,-4347311222.84,bop_q_f,2024-09-03
2024-01,DK,EU27_2020,IMPORT,67,AGRI_FOOD,60148793.63,48153.54,79.014,125.777,1,0,SEA,EXW,4000,0,3970844162.53,2740105907.99,ext_lt_intratrd,2025-11-25
2025-06,IE,APAC,EXPORT,84,SERVICES_EST,60237328.19,48365.25,79.585,126.102,0,1,POST,CIF,4200,0,7830471579.8,1798725929.4,bop_q_c,2025-12-08
2026-11,PL,LATAM,IMPORT,02,ELECTRONICS,60327761.34,48448.48,80.335,126.807,0,1,PIPE,CFR,5100,0,5422977411.37,-1298942386.94,bop_q_g,2025-02-07
2018-04,AT,AFR,EXPORT,19,METALS,60341214.49,48587.53,80.621,126.759,0,1,RAIL,FOB,6100,0,-2300224544.63,-4181721716.5,ext_lt_extratrd,2024-09-13
2019-09,EE,MEA,IMPORT,36,TEXTILES,60478403.24,48761.96,81.07,126.809,0,1,ROAD,DDP,7100,0,-2588310612.85,-1965033606.04,bop_q_f,2025-07-06
2020-02,IT,TUR,EXPORT,53,PHARMA,60556962.57,48880.93,81.909,127.619,0,1,AIR,DPU,A123,0,3721915441.14,5965849727.34,ext_lt_intratrd,2024-06-02
2021-07,PT,RUS,IMPORT,70,VEHICLES,60688026.61,49016.55,82.255,128.254,0,1,SEA,DAP,4000,1,-494543878.97,2861660717.45,bop_q_c,2025-07-25
2022-12,BE,CHN,EXPORT,87,MACHINERY,60738922.58,49132.09,82.327,127.878,0,1,POST,CIP,4200,0,-709379877.67,-4003978127.04,bop_q_g,2025-04-09
2023-05,FI,USA,IMPORT,05,CHEMICALS,60884859.14,49233.63,82.937,128.405,0,1,PIPE,CPT,5100,0,2626620973.98,6673437082.23,ext_lt_extratrd,2025-04-27
2024-10,LV,UK,EXPORT,22,ENERGY,60938959.57,49377.04,82.398,129.074,0,1,RAIL,FCA,6100,0,-386141508.11,-6012804946.19,bop_q_f,2026-01-28
2025-03,RO,EFTA,IMPORT,39,AGRI_FOOD,61075490.74,49535.68,83.018,128.913,0,1,ROAD,EXW,7100,0,5272585444.02,1876349975.47,ext_lt_intratrd,2025-07-17
2026-08,BG,EA20,EXPORT,56,SERVICES_EST,61187959.12,49718.11,83.921,130.247,1,0,AIR,CIF,A123,0,-2115618725.1,2795520751.81,bop_q_c,2026-01-28
2018-01,FR,EU27_2020,IMPORT,73,ELECTRONICS,61227254.42,49832.48,84.229,130.357,1,0,SEA,CFR,4000,0,5528296217.63,-1040742071.33,bop_q_g,2025-05-05
2019-06,LT,APAC,EXPORT,90,METALS,61302933.44,49916.13,85.419,130.99,0,1,POST,FOB,4200,0,1265605033.93,5251288779.7,ext_lt_extratrd,2025-01-27
2020-11,SK,LATAM,IMPORT,08,TEXTILES,61470829.99,50096.68,85.235,130.501,0,1,PIPE,DDP,5100,0,-4406026840.84,6900484155.14,bop_q_f,2024-12-08
2021-04,HR,AFR,EXPORT,25,PHARMA,61507113.72,50235.97,86.334,132.388,0,1,RAIL,DPU,6100,0,3816249962.31,-1351464512.61,ext_lt_intratrd,2024-09-01
2022-09,DE,MEA,IMPORT,42,VEHICLES,61595407.4,50358.94,86.348,131.477,0,1,ROAD,DAP,7100,0,-4229661607.11,2886332281.96,bop_q_c,2024-09-02
2023-02,LU,TUR,EXPORT,59,MACHINERY,61686849.76,50482.32,86.142,132.791,0,1,AIR,CIP,A123,0,-3853893115.15,-11175877.57,bop_q_g,2024-08-24
2024-07,SI,RUS,IMPORT,76,CHEMICALS,61833159.85,50637.91,86.637,132.724,0,1,SEA,CPT,4000,1,1308190429.51,-4251830115.72,ext_lt_extratrd,2024-06-03
2025-12,CY,CHN,EXPORT,93,ENERGY,61953213.07,50807.24,87.5,132.975,0,1,POST,FCA,4200,0,4423151565.44,2750180074.2,bop_q_f,2024-06-25
2026-05,GR,USA,IMPORT,11,AGRI_FOOD,61997184.06,50889.97,87.272,134.162,0,1,PIPE,EXW,5100,0,-972242096.96,4543414917.85,ext_lt_intratrd,2025-12-25
2018-10,MT,UK,EXPORT,28,SERVICES_EST,62077047.54,51029.95,87.711,134.171,0,1,RAIL,CIF,6100,0,4518319159.27,968723611.98,bop_q_c,2026-02-13
2019-03,ES,EFTA,IMPORT,45,ELECTRONICS,62158050.65,51124.03,89.425,135.009,1,0,ROAD,CFR,7100,0,56236694.75,5418136199.39,bop_q_g,2025-05-02
2020-08,CZ,EA20,EXPORT,62,METALS,62283620.89,51312.04,89.822,135.534,1,0,AIR,FOB,A123,0,7768772801.74,-1951947656.95,ext_lt_extratrd,2025-09-05
2021-01,HU,EU27_2020,IMPORT,79,TEXTILES,62402913.61,51421.09,90.408,135.263,0,1,SEA,DDP,4000,0,418187229.55,5667789193.54,bop_q_f,2024-04-30
2022-06,NL,APAC,EXPORT,96,PHARMA,62446003.96,51542.72,90.663,136.341,0,1,POST,DPU,4200,0,-2967384667.12,-81795563.37,ext_lt_intratrd,2024-09-04
2023-11,SE,LATAM,IMPORT,14,VEHICLES,62599272.69,51663.01,90.951,135.672,0,1,PIPE,DAP,5100,0,-633758669.44,-5853862282.42,bop_q_c,2024-06-21
2024-04,DK,AFR,EXPORT,31,MACHINERY,62686427.4,51823.89,91.108,136.539,0,1,RAIL,CIP,6100,0,7090290181.1,7713381402.23,bop_q_g,2024-05-29
2025-09,IE,MEA,IMPORT,48,CHEMICALS,62797245.23,52020.34,92.295,137.352,0,1,ROAD,CPT,7100,0,-884851258.3,2042439704.31,ext_lt_extratrd,2024-07-04
2026-02,PL,TUR,EXPORT,65,ENERGY,62903699.68,52135.37,92.439,137.04,0,1,AIR,FCA,A123,0,-3224184523.56,-4962538605.42,bop_q_f,2024-07-19
2018-07,AT,RUS,IMPORT,82,AGRI_FOOD,62972150.54,52274.46,93.156,137.81,0,1,SEA,EXW,4000,1,5087334375.68,-2602219286.22,ext_lt_intratrd,2024-12-13
2019-12,EE,CHN,EXPORT,99,SERVICES_EST,63048684.59,52419.96,92.37,138.386,0,1,POST,CIF,4200,0,3315577430.19,-2631877619.6,bop_q_c,2024-02-06
2020-05,IT,USA,IMPORT,17,ELECTRONICS,63188684.28,52564.06,93.187,139.266,0,1,PIPE,CFR,5100,0,7854034349.87,3686936552.25,bop_q_g,2025-05-15
2021-10,PT,UK,EXPORT,34,METALS,63262542.98,52622.79,94.166,139.401,0,1,RAIL,FOB,6100,0,1832521656.57,-2749839366.01,ext_lt_extratrd,2025-07-23
2022-03,BE,EFTA,IMPORT,51,TEXTILES,63315117.39,52804.0,94.016,138.904,0,1,ROAD,DDP,7100,0,1225518948.07,-1022619697.93,bop_q_f,2026-02-13
2023-08,FI,EA20,EXPORT,68,PHARMA,63439342.76,52893.95,94.629,140.5,1,0,AIR,DPU,A123,0,2355367325.6,6132174450.4,ext_lt_intratrd,2024-01-01
2024-01,LV,EU27_2020,IMPORT,85,VEHICLES,63569243.27,53066.88,94.876,140.667,1,1,SEA,DAP,4000,0,-3214471699.6,167262322.85,bop_q_c,2024-01-03
2025-06,RO,APAC,EXPORT,03,MACHINERY,63662173.25,53158.67,94.897,141.731,0,1,POST,CIP,4200,0,2340336006.69,3754705875.29,bop_q_g,2025-10-02
2026-11,BG,LATAM,IMPORT,20,CHEMICALS,63748719.74,53363.67,95.803,141.675,0,1,PIPE,CPT,5100,0,6024741242.77,164786150.84,ext_lt_extratrd,2025-06-08
2018-04,FR,AFR,EXPORT,37,ENERGY,63849733.71,53473.52,96.278,141.301,0,1,RAIL,FCA,6100,0,2835852617.9,5668729681.97,bop_q_f,2025-06-25
2019-09,LT,MEA,IMPORT,54,AGRI_FOOD,63878485.53,53623.77,97.378,142.084,0,1,ROAD,EXW,7100,0,3725538498.37,6306323029.59,ext_lt_intratrd,2025-04-29
2020-02,SK,TUR,EXPORT,71,SERVICES_EST,64042173.82,53778.6,97.793,142.301,0,1,AIR,CIF,A123,0,8365179925.7,4845865799.07,bop_q_c,2025-12-09
2021-07,HR,RUS,IMPORT,88,ELECTRONICS,64104126.78,53852.14,97.571,143.056,0,1,SEA,CFR,4000,0,-440318212.92,594427955.8,bop_q_g,2024-02-16
2022-12,DE,CHN,EXPORT,06,METALS,64229237.54,54014.97,98.335,143.336,0,1,POST,FOB,4200,0,5856055274.91,-1097164613.97,ext_lt_extratrd,2024-12-31
2023-05,LU,USA,IMPORT,23,TEXTILES,64305155.31,54152.7,98.61,143.099,0,1,PIPE,DDP,5100,0,6751847416.97,2123836815.67,bop_q_f,2025-10-30
2024-10,SI,UK,EXPORT,40,PHARMA,64371775.91,54247.48,99.399,143.891,0,1,RAIL,DPU,6100,0,4156134271.44,-1089354201.21,ext_lt_intratrd,2025-01-20
2025-03,CY,EFTA,IMPORT,57,VEHICLES,64498616.94,54434.56,99.261,144.165,1,0,ROAD,DAP,7100,0,-309721134.91,-3737317369.87,bop_q_c,2024-01-21
2026-08,GR,EA20,EXPORT,74,MACHINERY,64598967.48,54566.76,100.613,144.943,1,0,AIR,CIP,A123,0,-2882363784.02,6153266504.75,bop_q_g,2024-01-21
2018-01,MT,EU27_2020,IMPORT,91,CHEMICALS,64623905.22,54723.1,100.185,144.802,1,0,SEA,CPT,4000,0,-2683922927.37,337917915.17,ext_lt_extratrd,2025-12-04
2019-06,ES,APAC,EXPORT,09,ENERGY,64792094.08,54826.69,101.263,146.31,0,1,POST,FCA,4200,0,3502342108.93,5601665044.07,bop_q_f,2024-09-30
2020-11,CZ,LATAM,IMPORT,26,AGRI_FOOD,64865347.14,54938.68,100.992,146.468,0,1,PIPE,EXW,5100,0,8491273379.36,3272553671.11,ext_lt_intratrd,2025-12-04
2021-04,HU,AFR,EXPORT,43,SERVICES_EST,64912388.38,55041.52,101.888,146.113,0,1,RAIL,CIF,6100,0,6314825533.36,3434122775.86,bop_q_c,2025-08-10
2022-09,NL,MEA,IMPORT,60,ELECTRONICS,65023488.59,55173.7,102.043,146.484,0,1,ROAD,CFR,7100,0,-610377550.98,-3224559010.33,bop_q_g,2024-11-27
2023-02,SE,TUR,EXPORT,77,METALS,65131429.28,55386.52,103.404,147.936,0,1,AIR,FOB,A123,0,-4014667636.61,1274232775.82,ext_lt_extratrd,2024-04-04
2024-07,DK,RUS,IMPORT,94,TEXTILES,65229446.0,55515.03,102.959,148.262,0,1,SEA,DDP,4000,1,-3273776644.59,-4393914412.0,bop_q_f,2024-01-16
2025-12,IE,CHN,EXPORT,12,PHARMA,65356803.24,55644.15,103.577,148.474,0,1,POST,DPU,4200,0,5233665282.15,399198758.98,ext_lt_intratrd,2024-07-07
2026-05,PL,USA,IMPORT,29,VEHICLES,65370118.0,55763.42,104.254,149.182,0,1,PIPE,DAP,5100,0,-3737511827.35,5982259782.66,bop_q_c,2025-07-30
2018-10,AT,UK,EXPORT,46,MACHINERY,65531772.93,55903.32,105.4,149.692,0,1,RAIL,CIP,6100,0,489395809.36,1464087584.59,bop_q_g,2026-02-04
2019-03,EE,EFTA,IMPORT,63,CHEMICALS,65643012.6,56048.67,105.524,149.564,1,0,ROAD,CPT,7100,0,2863519450.21,-3877148003.14,ext_lt_extratrd,2024-08-19
2020-08,IT,EA20,EXPORT,80,ENERGY,65717849.07,56180.14,105.976,150.027,0,1,AIR,FCA,A123,0,-887787814.33,-2275943550.64,bop_q_f,2025-05-06
2021-01,PT,EU27_2020,IMPORT,97,AGRI_FOOD,65789470.63,56259.65,106.222,150.697,1,0,SEA,EXW,4000,0,-2216380727.6,-2252162355.3,ext_lt_intratrd,2024-05-12
2022-06,BE,APAC,EXPORT,15,SERVICES_EST,65905553.83,56405.14,105.715,150.995,0,1,POST,CIF,4200,0,1965692121.19,368051533.72,bop_q_c,2025-05-02
2023-11,FI,LATAM,IMPORT,32,ELECTRONICS,65966686.49,56537.02,106.741,151.424,0,1,PIPE,CFR,5100,0,6563249689.42,6737343446.74,bop_q_g,2024-06-16
2024-04,LV,AFR,EXPORT,49,METALS,66128204.07,56669.73,106.847,152.584,0,1,RAIL,FOB,6100,0,8723677448.78,7804398159.38,ext_lt_extratrd,2025-11-01
2025-09,RO,MEA,IMPORT,66,TEXTILES,66200077.59,56880.0,107.457,152.164,0,1,ROAD,DDP,7100,0,4872273076.04,-5719025469.97,bop_q_f,2025-02-12
2026-02,BG,TUR,EXPORT,83,PHARMA,66311649.38,56952.92,107.821,152.873,0,1,AIR,DPU,A123,0,-1762282199.42,4621463625.98,ext_lt_intratrd,2024-07-13
2018-07,FR,RUS,IMPORT,01,VEHICLES,66349195.27,57063.11,108.86,153.865,0,1,SEA,DAP,4000,1,8734758757.53,-5328959267.8,bop_q_c,2025-11-25
2019-12,LT,CHN,EXPORT,18,MACHINERY,66479853.86,57230.65,109.64,153.727,0,1,POST,CIP,4200,0,4360975000.95,-4593833019.34,bop_q_g,2024-03-22
2020-05,SK,USA,IMPORT,35,CHEMICALS,66551666.98,57389.76,110.213,153.341,0,1,PIPE,CPT,5100,0,6942345711.08,-3721120648.03,ext_lt_extratrd,2026-01-24
2021-10,HR,UK,EXPORT,52,ENERGY,66660694.07,57523.14,109.769,153.824,0,1,RAIL,FCA,6100,0,812441297.69,-5544309250.76,bop_q_f,2024-11-13
2022-03,DE,EFTA,IMPORT,69,AGRI_FOOD,66742274.79,57684.6,110.82,154.902,1,0,ROAD,EXW,7100,0,7160523875.42,5842102074.23,ext_lt_intratrd,2024-02-29
2023-08,LU,EA20,EXPORT,86,SERVICES_EST,66889812.03,57789.68,111.282,155.334,0,1,AIR,CIF,A123,0,2181289500.03,-540798451.6,bop_q_c,2025-02-10
2024-01,SI,EU27_2020,IMPORT,04,ELECTRONICS,66964376.3,57951.93,111.678,155.395,1,0,SEA,CFR,4000,0,-3269209342.56,3588182577.7,bop_q_g,2025-04-22
2025-06,CY,APAC,EXPORT,21,METALS,67022586.83,58037.76,111.515,155.398,0,1,POST,FOB,4200,0,-296423193.52,7207442576.92,ext_lt_extratrd,2025-09-04
2026-11,GR,LATAM,IMPORT,38,TEXTILES,67105944.56,58185.94,113.07,156.79,0,1,PIPE,DDP,5100,0,2302907925.76,-3188022915.61,bop_q_f,2024-09-27
2018-04,MT,AFR,EXPORT,55,PHARMA,67204920.07,58304.44,113.363,157.107,0,1,RAIL,DPU,6100,0,5988163505.33,7521281796.44,ext_lt_intratrd,2025-09-12
2019-09,ES,MEA,IMPORT,72,VEHICLES,67357519.94,58479.66,113.906,157.856,0,1,ROAD,DAP,7100,0,-2821444132.48,4296585944.77,bop_q_c,2025-12-19
2020-02,CZ,TUR,EXPORT,89,MACHINERY,67408199.66,58605.05,114.431,158.37,0,1,AIR,CIP,A123,0,-81109128.65,4574806738.37,bop_q_g,2026-02-24
2021-07,HU,RUS,IMPORT,07,CHEMICALS,67540161.74,58705.66,113.624,158.655,0,1,SEA,CPT,4000,1,6526611935.58,-4685199002.58,ext_lt_extratrd,2025-03-03
2022-12,NL,CHN,EXPORT,24,ENERGY,67587679.78,58839.83,114.885,158.559,0,1,POST,FCA,4200,0,5148852846.34,-1758293369.99,bop_q_f,2025-12-21
2023-05,SE,USA,IMPORT,41,AGRI_FOOD,1150024.44,58982.1,114.443,159.086,0,1,PIPE,EXW,5100,0,8898866691.39,-4620522046.95,ext_lt_intratrd,2025-06-15
2024-10,DK,UK,EXPORT,58,SERVICES_EST,1326216.64,59099.97,114.963,160.123,0,1,RAIL,CIF,6100,0,7013219801.38,5566060965.73,bop_q_c,2024-04-24
2025-03,IE,EFTA,IMPORT,75,ELECTRONICS,1411305.0,59276.67,115.606,159.585,1,0,ROAD,CFR,7100,0,1921836142.83,-1279435422.74,bop_q_g,2024-11-15
