tech_infra_project_start_date,tech_infra_project_id,tech_infra_project_type_code,tech_infra_funding_source_code,tech_infra_total_budget_inr,tech_infra_matching_funds_inr,tech_infra_km_fiber_planned,tech_infra_km_fiber_completed,tech_infra_locations_planned,tech_infra_locations_connected,tech_infra_construction_status_code,tech_infra_permits_issued_count,tech_infra_right_of_way_delay_days,tech_infra_contractor_id,tech_infra_workforce_local_hire_pct,tech_infra_equipment_supply_risk_score,tech_infra_open_access_policy_flag,tech_infra_community_anchor_sites_connected,tech_infra_performance_milestone_met_flag,tech_infra_project_closeout_date
2021-03-30,INF5T6N945K05,FIBER_BACKBONE,MDB_LOAN,13064200,559268,1089.8,264.6,116408,56618,CANCELLED,1425,123,CON7044159,89.3,0.616,0,822,0,2024-08-06
2021-02-21,INF6886U40WO1,SAT_GATEWAY,STATE_GRANT,62319998,5743399,1420.2,737.9,135577,63703,PLANNED,1056,285,CON0137921,57.9,0.636,0,2444,0,
2019-08-13,INF64T8ZYN4XS,FIBER_BACKBONE,PRIVATE_CAPEX,138474469,25317609,282.9,237.4,35674,16707,ON_HOLD,167,271,CON3600001,44.6,0.076,1,1621,1,
2020-02-26,INFR8MAWY3L75,LAST_MILE,PPP,91982783,2687557,749.9,274.9,245842,169303,COMPLETED,1228,281,CON7832010,61.4,0.846,1,1267,1,2022-12-30
2025-04-24,INF5IF738JSQL,COMMUNITY_WIFI,MDB_LOAN,11951043,6332761,426.7,142.1,180891,129043,IN_PROGRESS,744,96,CON0110519,26.3,0.458,1,2368,1,
2025-06-09,INFF45UBAXNW7,FIBER_BACKBONE,MDB_LOAN,220583106,77747072,826.1,265.2,225487,155765,IN_PROGRESS,699,32,CON4678416,39.1,0.631,0,1712,0,
2022-01-27,INFG8QDSTIJ6D,FIBER_BACKBONE,STATE_GRANT,70560025,33863408,487.7,191.6,13216,7765,IN_PROGRESS,292,270,CON0194534,84.4,0.802,1,2304,1,
2025-04-16,INFI7DEQD7REV,SAT_GATEWAY,STATE_GRANT,234648496,117533193,679.2,20.2,176719,65244,PLANNED,76,191,CON4715856,7.2,0.396,0,1702,0,
2024-08-31,INFE86W2QXCMO,LAST_MILE,PRIVATE_CAPEX,202276118,77822697,464.2,112.9,97360,67348,CANCELLED,84,249,CON6460473,38.3,0.555,0,2520,0,2020-04-02
2021-05-19,INF98JTN6UWXW,COMMUNITY_WIFI,PRIVATE_CAPEX,13484312,5494025,1366.5,155.5,235706,119116,PLANNED,1192,307,CON5532687,74.0,0.559,0,2350,0,
2025-11-07,INFMAD0QP0RVY,TOWER_UPGRADE,USOF,53652802,26890808,648.2,414.3,213280,135796,PLANNED,512,216,CON3046131,3.8,0.054,1,833,0,
2019-09-22,INFYF6EA3RW72,TOWER_UPGRADE,USOF,187943502,118506290,299.2,2.6,158630,75553,COMPLETED,1099,94,CON5508705,96.5,0.523,0,436,0,2025-03-25
2021-01-08,INFV8BLDL4PKV,TOWER_UPGRADE,PPP,237139046,162063111,263.1,207.6,119086,36141,PLANNED,836,333,CON2362142,87.8,0.985,1,2489,0,
2023-08-08,INF489WKPS7D0,LAST_MILE,STATE_GRANT,167818102,107825823,422.4,61.2,217043,160653,PLANNED,1321,197,CON9428645,16.1,0.849,0,1710,1,
2023-08-21,INFPZWZW0K30I,FIBER_BACKBONE,USOF,89236359,38257129,241.4,13.4,125349,47399,ON_HOLD,396,350,CON8006083,52.3,0.016,1,1480,1,
2022-08-08,INFZ47RRWIZLR,LAST_MILE,MDB_LOAN,24338050,8549642,1322.1,1179.9,201340,67486,COMPLETED,751,38,CON5938900,15.1,0.47,1,2750,0,2023-11-18
2020-12-18,INFU5EJALFUFN,TOWER_UPGRADE,PRIVATE_CAPEX,3974604,2409698,1477.4,565.9,110773,66980,PLANNED,1079,48,CON1601090,21.8,0.399,0,2205,1,
2025-07-24,INFDSJPCGTN5Y,LAST_MILE,STATE_GRANT,34244654,21177934,125.8,30.0,13627,1712,IN_PROGRESS,738,312,CON5380117,72.8,0.631,1,1885,1,
2019-07-16,INF3LWUI55A1Z,COMMUNITY_WIFI,MDB_LOAN,205307680,95208607,148.3,98.9,103779,48019,IN_PROGRESS,1268,52,CON8616908,73.3,0.854,0,1625,1,
2025-08-15,INFAWXT8MGVTG,FIBER_BACKBONE,USOF,160942558,28760393,1322.2,1079.5,131718,1969,ON_HOLD,827,324,CON9100765,49.4,0.51,1,1889,0,
2022-05-17,INFH2UCBG97EU,SAT_GATEWAY,STATE_GRANT,138668833,9663028,1011.1,582.9,85724,18751,CANCELLED,1290,70,CON3385280,52.0,0.539,0,1389,0,2022-10-15
2022-04-09,INF0HSBPGY1XA,LAST_MILE,USOF,39609019,21662039,1382.8,1176.7,234010,125724,PLANNED,719,80,CON5760104,94.8,0.197,0,1713,0,
2022-06-02,INF44YZVBHM6U,FIBER_BACKBONE,PPP,24907011,11700594,28.8,15.7,136659,67430,CANCELLED,37,86,CON5878388,23.7,0.467,1,406,0,2024-01-12
2021-03-10,INFPM7PLGL4OM,COMMUNITY_WIFI,MDB_LOAN,108011780,41498270,1259.0,503.1,121008,39463,PLANNED,607,142,CON7781202,99.1,0.913,1,1167,0,
2019-08-29,INFACYY4B8S08,TOWER_UPGRADE,PRIVATE_CAPEX,169017068,14930399,558.3,52.1,178474,48836,IN_PROGRESS,447,160,CON6542351,5.2,0.048,0,1484,0,
2026-02-04,INFLYTU7TJ5DS,SAT_GATEWAY,MDB_LOAN,49870406,4347548,789.3,668.3,839,711,PLANNED,1422,265,CON5309836,64.4,0.669,0,941,0,
2026-02-02,INF3LIBEAW92B,COMMUNITY_WIFI,PPP,153613585,9939831,231.3,9.1,120499,28182,CANCELLED,173,24,CON0786688,78.3,0.403,0,1443,0,2020-05-01
2019-02-23,INFT3I82I0P2U,TOWER_UPGRADE,MDB_LOAN,24071455,8778898,997.4,412.1,216785,111592,COMPLETED,1234,311,CON3498155,95.9,0.256,0,230,1,2025-09-26
2019-08-23,INFL2QPDTSETV,TOWER_UPGRADE,PPP,101099873,19316066,509.9,104.7,139535,55675,PLANNED,1407,19,CON1141654,39.0,0.278,1,1931,0,
2020-05-23,INF95TL0WBATZ,SAT_GATEWAY,PPP,121546322,16877089,1146.9,810.2,110967,21277,CANCELLED,262,99,CON9054603,52.0,0.471,0,255,0,2023-05-21
2021-11-04,INFP8LNHIJX1J,FIBER_BACKBONE,USOF,182381584,12076844,447.0,257.6,114277,28594,PLANNED,461,362,CON9717584,6.4,0.858,0,1073,0,
2022-06-26,INFXYCJEVQR1W,COMMUNITY_WIFI,STATE_GRANT,221902360,29013143,1384.1,1148.8,166922,151035,CANCELLED,664,35,CON9325994,20.2,0.758,1,1351,0,2021-11-22
2019-10-27,INFHJQ0468X74,COMMUNITY_WIFI,MDB_LOAN,244464279,67605663,1398.9,1247.2,161273,144487,PLANNED,1083,356,CON2789861,41.4,0.336,1,731,0,
2024-02-09,INFM3FT00NT0O,LAST_MILE,PRIVATE_CAPEX,180408109,88026554,219.0,63.4,179916,36621,ON_HOLD,705,350,CON9160058,34.3,0.326,0,2212,1,
2020-02-07,INFHZGXJS4TO5,SAT_GATEWAY,PPP,90737832,52195721,69.7,17.8,36383,33178,ON_HOLD,1449,208,CON6967087,27.2,0.803,1,2252,1,
2022-03-14,INFKVCRNIEK2O,LAST_MILE,PPP,106535400,7055059,390.0,359.6,26978,8409,CANCELLED,459,39,CON7273505,10.9,0.576,1,2447,1,2025-01-09
2023-06-15,INF1EIHUBJUXQ,TOWER_UPGRADE,PRIVATE_CAPEX,124670803,7616538,691.9,389.3,58545,35882,ON_HOLD,283,103,CON5011814,8.6,0.24,0,2587,0,
2021-08-19,INFX49SNOE03E,SAT_GATEWAY,PRIVATE_CAPEX,44180486,18684799,924.4,501.5,72029,2361,CANCELLED,907,316,CON3839254,10.9,0.621,0,603,0,2025-11-12
2020-04-20,INFZBM58P12V2,TOWER_UPGRADE,USOF,237972165,116854851,1179.2,1163.0,155513,70954,CANCELLED,347,195,CON6221421,76.8,0.786,1,11,0,2020-05-18
2020-08-13,INF0BNCLA7SLV,FIBER_BACKBONE,STATE_GRANT,236958298,129838333,715.4,678.1,151116,35308,CANCELLED,380,94,CON3836574,54.1,0.798,0,1431,0,2020-03-03
2021-07-29,INFXXS4AQU1VI,COMMUNITY_WIFI,USOF,42913596,27416840,271.9,8.5,227949,147559,ON_HOLD,1272,157,CON6921922,18.8,0.694,0,2046,0,
2021-08-05,INFXN2PA20FII,LAST_MILE,USOF,15832594,10525564,200.1,161.2,156676,40716,CANCELLED,1396,289,CON4504856,67.9,0.499,0,1107,0,2025-10-19
2020-08-19,INFMGNURH7WVN,COMMUNITY_WIFI,MDB_LOAN,14785996,4764650,939.3,215.0,148611,28125,CANCELLED,1290,178,CON3005870,90.0,0.879,1,1340,0,2020-02-04
2021-09-08,INF7K103JZX47,SAT_GATEWAY,PRIVATE_CAPEX,77739422,30462635,106.1,26.5,137446,115814,COMPLETED,838,18,CON8685191,33.0,0.489,1,857,1,2023-07-14
2026-02-19,INFT71JZJWVKI,FIBER_BACKBONE,USOF,111630097,74117650,341.9,176.2,88274,3847,PLANNED,578,226,CON6432966,98.2,0.518,0,2091,0,
2022-02-27,INFISXHFBXZ6M,LAST_MILE,PPP,193572549,95000527,32.3,30.3,40321,33259,PLANNED,527,152,CON5361762,62.8,0.306,1,1800,0,
2024-10-15,INFII3BTLT9EI,LAST_MILE,PPP,78509314,11407500,1110.0,35.5,151683,126645,PLANNED,1268,336,CON3228243,64.8,0.896,1,495,0,
2025-07-03,INFDBHD613SGG,LAST_MILE,MDB_LOAN,205633402,126868552,1277.2,737.6,52986,25869,CANCELLED,1469,211,CON2010519,20.4,0.731,0,2157,1,2022-01-15
2019-01-31,INF25V3ROPRQV,LAST_MILE,MDB_LOAN,81802553,3703608,585.3,209.3,152591,88030,IN_PROGRESS,802,69,CON3894323,22.7,0.735,0,1300,0,
2024-01-07,INFM2YQ1SYLK1,TOWER_UPGRADE,USOF,212838269,87029554,888.8,681.5,130555,120649,COMPLETED,689,363,CON1580618,58.1,0.765,1,404,0,2021-03-16
2024-12-03,INFN72UT13QVD,TOWER_UPGRADE,STATE_GRANT,207459201,88039573,1015.7,826.3,245666,22032,COMPLETED,1097,57,CON9165789,69.1,0.42,1,1983,0,2022-09-13
2020-04-27,INFCY7V52ONSW,TOWER_UPGRADE,PRIVATE_CAPEX,175500777,59105657,693.9,644.7,170691,89912,CANCELLED,665,213,CON6767334,43.9,0.277,0,1085,0,2020-06-22
2021-08-07,INFZ4NAK1U9O4,LAST_MILE,STATE_GRANT,193707839,92317059,730.0,424.4,162360,83751,IN_PROGRESS,1449,7,CON6849556,19.2,0.503,0,2638,1,
2024-11-15,INFESXK6ZTHSK,FIBER_BACKBONE,STATE_GRANT,149968616,96242234,1403.8,953.0,242910,231928,PLANNED,1424,338,CON0606106,30.5,0.111,0,267,0,
2024-09-14,INFFTUNTSXFWY,TOWER_UPGRADE,PPP,59370541,4825470,1174.4,722.5,194625,66214,ON_HOLD,154,111,CON2618627,64.5,0.964,1,2919,0,
2020-11-12,INF74R9I8UISP,TOWER_UPGRADE,USOF,116557272,23507108,1353.1,376.5,147534,90294,PLANNED,24,2,CON5809307,99.2,0.33,1,2036,0,
2019-12-23,INFUMXL3ITUSQ,LAST_MILE,STATE_GRANT,219683768,66952253,921.4,783.8,118759,25941,IN_PROGRESS,494,11,CON1364135,89.2,0.583,0,1034,0,
2023-01-22,INFYIVOWLH43G,COMMUNITY_WIFI,PPP,203681792,42517781,1207.5,1130.8,242503,212350,PLANNED,578,163,CON8173403,2.3,0.34,1,1933,0,
2023-07-29,INFQXYHGQC49H,COMMUNITY_WIFI,STATE_GRANT,96198116,24884061,1281.7,337.9,116581,75282,COMPLETED,1460,12,CON0743590,77.8,0.298,0,2120,0,2021-10-12
2025-07-15,INFEW1WO12XY8,COMMUNITY_WIFI,MDB_LOAN,243830769,40040298,473.3,72.0,72631,26000,CANCELLED,1358,351,CON5631907,4.0,0.887,0,1436,0,2021-10-11
2020-10-19,INFYZVG94S7EZ,SAT_GATEWAY,MDB_LOAN,235555324,84886376,761.2,673.7,161412,112344,COMPLETED,131,252,CON3720521,36.1,0.598,1,2059,1,2023-04-19
2024-12-13,INFQYOR93W0SD,LAST_MILE,USOF,118359845,33409154,225.6,27.9,151920,28317,ON_HOLD,1339,173,CON3271390,95.7,0.732,0,1933,0,
2023-07-08,INFLLW6SLRPRE,TOWER_UPGRADE,USOF,68090293,11682985,447.1,110.0,237358,162341,ON_HOLD,806,339,CON7006016,17.3,0.878,0,839,0,
2025-10-05,INFQBF8G4WCHL,COMMUNITY_WIFI,MDB_LOAN,138590350,30216131,1044.1,227.4,204537,133191,COMPLETED,1167,8,CON4253383,40.2,0.528,0,867,1,2022-09-24
2020-01-23,INFNH7ZX0AAV3,COMMUNITY_WIFI,STATE_GRANT,223323497,135227664,687.1,204.9,182780,79297,CANCELLED,1444,232,CON0313219,73.1,0.099,1,1435,0,2022-05-14
2022-01-03,INF88HJLDQR9B,TOWER_UPGRADE,PPP,42125602,5367209,1354.4,686.4,248808,206357,ON_HOLD,409,104,CON9618160,85.9,0.329,0,2609,1,
2022-01-26,INFZNFJF6PGEF,COMMUNITY_WIFI,STATE_GRANT,127811899,43439346,272.2,149.4,86043,44523,ON_HOLD,766,191,CON0762621,90.2,0.741,1,1898,0,
2025-08-11,INFNFFLG0102C,SAT_GATEWAY,USOF,171455558,99062883,1081.6,992.1,111395,31005,CANCELLED,855,196,CON7176488,17.7,0.192,1,1482,0,2020-06-27
2020-01-30,INFS860QQRYU5,TOWER_UPGRADE,STATE_GRANT,22089430,817201,1408.5,871.4,165672,104319,ON_HOLD,684,221,CON4360015,63.5,0.385,0,688,0,
2023-02-10,INFGFG4IX1Z9Z,FIBER_BACKBONE,MDB_LOAN,239619086,64858994,348.7,27.4,146199,116474,ON_HOLD,1217,77,CON9250668,85.1,0.783,1,1304,0,
2025-12-13,INFSXRDV62FMQ,TOWER_UPGRADE,USOF,188444826,102629568,716.9,492.8,95223,15926,ON_HOLD,126,143,CON4412841,10.5,0.832,1,2746,0,
2025-08-25,INFDFFO0OUYC8,LAST_MILE,PRIVATE_CAPEX,151365391,85592941,1482.7,394.0,115702,4956,ON_HOLD,1039,159,CON4140625,20.7,0.559,0,2139,0,
2023-01-05,INFPCTPQPJM1W,COMMUNITY_WIFI,MDB_LOAN,20065925,4236268,344.9,151.6,107674,26503,IN_PROGRESS,559,189,CON5692177,10.1,0.558,1,1853,1,
2019-02-01,INFAROVDFD48C,TOWER_UPGRADE,MDB_LOAN,148315445,916714,359.8,149.4,238533,200547,COMPLETED,91,70,CON7452111,71.2,0.488,1,295,0,2021-02-28
2023-05-12,INF5H0EL4FJVE,LAST_MILE,USOF,34640858,13778976,348.6,113.1,203398,112740,COMPLETED,1044,206,CON0002979,88.9,0.014,0,529,1,2020-04-10
2022-07-03,INFOFZ5Y6F4XF,LAST_MILE,USOF,174696430,32726361,187.2,57.0,16900,8561,COMPLETED,607,130,CON7011800,59.3,0.651,1,830,1,2020-03-15
2021-02-20,INFKYTH2N7GLZ,COMMUNITY_WIFI,USOF,159609665,24032785,29.8,20.0,125363,60376,PLANNED,635,150,CON7117696,60.0,0.238,0,1027,0,
2023-01-12,INF7J02O7YYQB,FIBER_BACKBONE,PRIVATE_CAPEX,19264003,1331407,455.7,338.1,118623,68542,COMPLETED,1041,50,CON2070656,85.4,0.373,1,1234,1,2024-01-05
2023-05-07,INF0E3A5E56G3,COMMUNITY_WIFI,USOF,176500672,117797232,1036.6,336.7,95396,89070,COMPLETED,1302,238,CON2653526,37.8,0.314,0,785,0,2022-10-06
2020-04-18,INFSYMH52U6X1,LAST_MILE,STATE_GRANT,184745716,1727821,1165.6,11.9,18557,15826,ON_HOLD,89,127,CON0705748,8.3,0.037,0,289,0,
2019-12-03,INFNSIFN5FHO4,SAT_GATEWAY,PPP,11786776,5348377,1456.3,626.8,157036,132554,ON_HOLD,42,218,CON9112019,66.4,0.724,1,2994,0,
2024-10-01,INFO558QJV39L,COMMUNITY_WIFI,USOF,49270462,31179572,399.3,74.4,173398,151236,PLANNED,630,252,CON3732920,30.1,0.427,0,2633,0,
2023-07-05,INFU7P43SH969,COMMUNITY_WIFI,MDB_LOAN,113371097,43173240,212.6,98.3,29814,9962,IN_PROGRESS,838,35,CON8842439,8.6,0.498,0,402,1,
2024-12-11,INFB2A1JAQAVF,LAST_MILE,USOF,154250553,52283556,1203.5,284.6,115414,111696,CANCELLED,573,352,CON2964570,40.9,0.302,0,2399,1,2024-09-07
2020-12-29,INFL7O45LZXQT,LAST_MILE,USOF,236996043,131094452,931.7,930.4,173478,95517,ON_HOLD,353,184,CON0600901,1.0,0.101,1,1943,0,
2024-11-03,INFZBW0JG9R9V,SAT_GATEWAY,MDB_LOAN,89465531,39837681,325.3,96.1,171205,117032,PLANNED,411,242,CON4359280,20.5,0.783,0,685,0,
2019-12-11,INF8H0PT9CIMX,TOWER_UPGRADE,USOF,141247099,67500109,29.7,14.4,28424,15779,IN_PROGRESS,1025,222,CON4000831,48.2,0.085,1,2968,1,
2022-05-22,INFC2IRQUCQQ3,LAST_MILE,STATE_GRANT,245134708,80118955,45.3,32.9,61182,40006,CANCELLED,311,24,CON5955381,66.7,0.488,1,2984,0,2025-08-29
2022-03-30,INFDPN0KAOK91,TOWER_UPGRADE,STATE_GRANT,8145242,805750,1203.5,379.1,181656,17330,ON_HOLD,945,143,CON6179729,98.0,0.862,1,5,1,
2020-01-02,INFXEK045OPIC,COMMUNITY_WIFI,STATE_GRANT,184239272,63308158,1108.8,692.5,195690,122726,IN_PROGRESS,771,71,CON4446955,88.6,0.677,1,805,0,
2019-04-10,INFYXSSTR7XW0,SAT_GATEWAY,PRIVATE_CAPEX,22735128,9073679,797.4,551.9,129209,14885,IN_PROGRESS,1050,104,CON3297203,41.8,0.461,1,1962,1,
2022-06-30,INFM98C45QUSH,SAT_GATEWAY,PRIVATE_CAPEX,220923729,138059168,443.7,272.7,174807,138323,PLANNED,422,284,CON8140182,12.0,0.429,0,6,0,
2020-11-26,INF8MGHV2VS7Z,SAT_GATEWAY,PRIVATE_CAPEX,15147739,1484413,1056.6,258.4,199287,46177,COMPLETED,731,5,CON5912313,72.5,0.303,0,747,1,2020-12-30
2023-09-03,INFPMC0FML107,COMMUNITY_WIFI,MDB_LOAN,110330814,37403413,673.9,179.8,66255,59187,ON_HOLD,768,60,CON0552845,20.4,0.134,0,1245,0,
2019-03-20,INFV910JJW0NM,SAT_GATEWAY,PRIVATE_CAPEX,106525514,18389509,1124.4,894.2,108917,97182,IN_PROGRESS,150,241,CON5456286,62.7,0.913,0,594,0,
2019-01-19,INFH3DYEIETKO,LAST_MILE,STATE_GRANT,193117503,58847074,533.5,210.9,240194,228245,COMPLETED,1281,145,CON8169991,61.5,0.736,0,2999,1,2021-02-17
2023-01-13,INFR5GJTNOR0B,LAST_MILE,USOF,114781294,72736313,871.0,188.7,141324,72235,COMPLETED,981,325,CON7146062,3.6,0.222,1,101,0,2025-03-17
2020-02-01,INF0OAAUIWGQ2,SAT_GATEWAY,PRIVATE_CAPEX,84065693,21255138,106.0,100.1,117333,9391,ON_HOLD,419,224,CON3747909,61.5,0.35,0,1230,1,
2019-11-29,INFENATFTNGUK,LAST_MILE,STATE_GRANT,223493407,9421748,1500.0,555.6,193026,29184,ON_HOLD,675,333,CON9492919,44.6,0.868,0,1628,0,
2022-03-16,INFO7CF3MU2R8,TOWER_UPGRADE,PRIVATE_CAPEX,207885681,44759144,1081.4,364.4,233617,222803,ON_HOLD,606,85,CON3706268,38.9,0.745,0,2445,0,
2025-06-06,INFA5VOPYH7AJ,FIBER_BACKBONE,STATE_GRANT,134078346,59211517,71.9,70.0,36985,28949,COMPLETED,786,83,CON9191917,90.0,0.437,0,2882,1,2024-06-26
2023-12-12,INF0RP7FN727O,SAT_GATEWAY,PPP,150269826,29891019,1405.7,818.9,17645,8319,IN_PROGRESS,920,236,CON4786113,16.4,0.831,1,2756,1,
2025-09-28,INF5LZJBNV9T0,FIBER_BACKBONE,USOF,212610656,121505956,681.3,370.1,244050,83352,ON_HOLD,1055,27,CON7218949,52.1,0.649,1,1152,0,
2022-06-20,INF92ELCII4J9,SAT_GATEWAY,MDB_LOAN,125281578,85508,954.6,451.3,201227,180926,PLANNED,1177,14,CON5758138,98.4,0.458,0,2490,0,
2025-10-17,INF89FTD4PU11,COMMUNITY_WIFI,USOF,68684763,2509063,305.7,104.0,52358,31904,IN_PROGRESS,470,132,CON4584759,2.7,0.184,1,934,1,
2024-03-09,INFYS5QXQ3MXC,FIBER_BACKBONE,PRIVATE_CAPEX,219012673,64080757,648.0,580.6,52555,52405,PLANNED,269,210,CON6253761,56.7,0.838,0,1864,0,
2021-12-07,INF80DW8HB1IW,LAST_MILE,USOF,238544521,19452401,356.9,150.9,201080,400,PLANNED,306,300,CON7148084,9.5,0.141,1,1770,1,
2021-11-28,INF4DDTSETZ8G,FIBER_BACKBONE,PRIVATE_CAPEX,96671661,58451609,859.0,319.3,222707,186804,IN_PROGRESS,1118,197,CON1457163,36.7,0.362,0,2707,1,
2022-06-22,INFAYB0EHO1RW,COMMUNITY_WIFI,PRIVATE_CAPEX,71949490,4459807,1044.5,659.1,182692,102822,ON_HOLD,1227,288,CON2288330,22.5,0.913,0,1971,0,
2020-10-31,INFYLNRV1N36D,LAST_MILE,PPP,171351860,62591877,622.9,362.8,181381,95260,IN_PROGRESS,1253,105,CON3899453,51.3,0.07,0,1848,1,
2023-02-25,INF461XUW79RU,SAT_GATEWAY,STATE_GRANT,51647103,27290913,417.6,149.2,230890,229022,COMPLETED,972,256,CON3832567,87.7,0.847,1,2755,1,2025-03-23
2024-05-28,INF6MRQME9FTH,TOWER_UPGRADE,MDB_LOAN,239671338,122632607,826.2,301.1,82577,11264,COMPLETED,690,144,CON1921309,56.4,0.886,1,2376,0,2020-11-02
2019-07-18,INF44SGUW90UU,LAST_MILE,PRIVATE_CAPEX,93620727,58778077,165.9,45.5,23913,23237,COMPLETED,213,17,CON9380510,82.7,0.831,0,1937,0,2025-11-30
2025-07-26,INF94WLFZUVYD,COMMUNITY_WIFI,USOF,182274498,107081949,665.3,605.9,174694,48701,IN_PROGRESS,273,266,CON4775966,46.7,0.502,1,899,1,
2019-08-14,INF7EVURLHOXJ,COMMUNITY_WIFI,MDB_LOAN,104594395,12015564,878.2,610.3,114981,31927,ON_HOLD,173,124,CON2996325,9.4,0.26,1,2461,0,
2021-04-24,INFEIN38RGKIX,SAT_GATEWAY,MDB_LOAN,18104931,6257952,976.3,22.3,204409,63551,IN_PROGRESS,1170,149,CON3627639,81.6,0.018,1,1429,0,
2021-04-14,INFFKR2YEKZMN,COMMUNITY_WIFI,PRIVATE_CAPEX,211156649,108613643,210.8,13.3,70930,44250,ON_HOLD,939,136,CON6668129,62.4,0.322,0,1486,0,
2022-05-17,INFKZZPV8J6GU,FIBER_BACKBONE,USOF,58384483,6414362,980.2,700.5,110003,2298,CANCELLED,560,163,CON2169464,95.5,0.519,0,2866,0,2024-08-30
2021-01-03,INFD8O9TQ9GYA,SAT_GATEWAY,STATE_GRANT,61974580,39050719,1496.7,77.9,241882,241142,COMPLETED,659,266,CON7585269,75.2,0.37,0,2392,1,2020-07-11
2022-11-11,INFYO27K6KTEX,FIBER_BACKBONE,PPP,66146855,39442039,953.4,835.4,179519,32846,PLANNED,1155,315,CON3479369,90.9,0.018,0,1936,0,
2020-05-08,INFWGW0VM20YH,TOWER_UPGRADE,USOF,142702757,61249917,1073.4,534.2,244211,162392,PLANNED,1083,301,CON3672049,56.8,0.402,1,784,0,
2023-08-02,INFEVS01CIOW9,TOWER_UPGRADE,MDB_LOAN,162671611,85259527,1013.2,102.2,148091,147552,IN_PROGRESS,1296,33,CON7114444,11.7,0.854,0,649,1,
2020-12-18,INFSIA8QZE3DL,SAT_GATEWAY,USOF,210115330,102782561,625.6,344.9,115150,40487,COMPLETED,186,143,CON0955691,77.8,0.215,1,1163,1,2025-05-15
2019-05-09,INFBJ1SBNM7Y6,LAST_MILE,STATE_GRANT,110700012,1518943,379.5,340.1,121884,117513,ON_HOLD,670,258,CON8905850,27.2,0.792,1,1195,0,
2024-04-06,INFY01YTV4V00,FIBER_BACKBONE,USOF,73530051,11496312,134.3,58.8,155642,86967,PLANNED,1181,170,CON2727733,32.9,0.044,0,769,0,
2021-09-23,INF9LTLH4MD41,SAT_GATEWAY,STATE_GRANT,118429451,19871042,455.9,261.1,232230,73573,PLANNED,1421,161,CON6116380,12.4,0.815,0,1702,1,
2024-01-16,INFIFNUG4XXPS,COMMUNITY_WIFI,STATE_GRANT,121008161,76216846,1220.8,210.6,218330,192072,CANCELLED,49,134,CON5188787,29.5,0.653,0,79,0,2025-07-14
2020-06-03,INF8MW5OHDIJ9,COMMUNITY_WIFI,MDB_LOAN,112828008,76920687,1176.4,107.9,44425,42539,COMPLETED,372,241,CON9452318,22.6,0.476,0,343,0,2023-04-20
2022-08-13,INFJL4WHFIF42,COMMUNITY_WIFI,USOF,72105891,24280010,159.5,55.7,179693,59031,CANCELLED,685,185,CON8325185,99.5,0.897,1,2043,0,2022-03-15
2020-11-11,INFEUFDQZTR5C,TOWER_UPGRADE,USOF,29162731,20396392,583.5,233.1,54026,8563,IN_PROGRESS,960,254,CON9085668,7.0,0.804,0,2173,0,
2025-07-01,INFFD210CHE0V,SAT_GATEWAY,PRIVATE_CAPEX,211698886,63247248,589.2,236.0,161416,74419,COMPLETED,1371,64,CON8706438,89.7,0.705,1,1901,0,2024-10-25
2020-09-20,INFXW72MNSLE7,LAST_MILE,PPP,190131839,120578327,700.0,254.2,78503,6923,ON_HOLD,907,120,CON8927899,15.8,0.782,0,703,0,
2024-03-14,INFBJ8F6D8MYS,SAT_GATEWAY,PPP,87242537,51748234,328.0,190.9,35600,22758,ON_HOLD,967,349,CON1909811,53.2,0.307,1,988,1,
2020-03-27,INFQLCJ1BM0PP,TOWER_UPGRADE,MDB_LOAN,143151423,36610412,1143.0,1012.8,28390,2806,ON_HOLD,31,41,CON2511165,35.6,0.775,1,1267,0,
2021-09-15,INFIAU0KZCGM2,TOWER_UPGRADE,STATE_GRANT,181458849,101938997,1226.9,1189.2,192026,46202,CANCELLED,1437,242,CON3463936,5.8,0.883,1,2752,0,2023-06-15
2020-01-12,INFD3TAIHM6Q0,COMMUNITY_WIFI,STATE_GRANT,198728990,7014831,694.9,653.8,59470,54549,PLANNED,658,118,CON2996649,7.2,0.562,0,360,0,
2020-07-26,INFSD9YU790XW,TOWER_UPGRADE,STATE_GRANT,66260522,15371216,684.4,346.1,196929,86416,ON_HOLD,753,94,CON0545025,29.6,0.737,1,941,0,
2025-12-03,INFY9L9PWUL3V,SAT_GATEWAY,PRIVATE_CAPEX,189148950,123800045,791.9,612.1,49243,47474,PLANNED,104,145,CON3387376,64.9,0.29,1,903,0,
2020-12-23,INFE7VMT2WDNO,SAT_GATEWAY,USOF,31977837,14017948,264.4,70.7,99229,16844,ON_HOLD,178,238,CON2802415,82.2,0.399,0,715,1,
2020-04-19,INFYATCBYAX62,LAST_MILE,STATE_GRANT,83469207,18985307,250.6,114.9,97526,85204,PLANNED,1047,168,CON5086990,85.3,0.46,0,2734,0,
2025-08-31,INF7FYCN10K6H,SAT_GATEWAY,STATE_GRANT,61391515,4977210,490.2,102.6,243548,200076,PLANNED,1184,342,CON5989549,32.3,0.654,1,2907,0,
2025-11-07,INFRJEB7G4L1W,TOWER_UPGRADE,MDB_LOAN,102871327,62313490,469.8,251.3,17693,6259,ON_HOLD,8,62,CON7364053,49.6,0.334,1,2066,1,
