civic_district_plan_id,civic_district_plan_effective_year,civic_district_district_number,civic_district_district_type_code,civic_district_population_total_ideal,civic_district_population_deviation_pct,civic_district_voting_age_population,civic_district_citizen_vap,civic_district_minority_vap_share_pct,civic_district_compactness_polsby_popper,civic_district_compactness_reock,civic_district_contiguity_flag,civic_district_split_count_county,civic_district_split_count_tract,civic_district_incumbent_residence_flag,civic_district_communities_of_interest_index,civic_district_partisan_lean_metric,civic_district_election_competitiveness_score,civic_district_public_comment_count,civic_district_litigation_risk_flag
PLAN2025-P9K1UO,2025,96,LOKSABHA,933691,3.57,702043,675579,9.19,0.599,0.199,1,1,2,1,48.4,9.33,29.6,23,0
PLAN2008-UTVLYJ,2008,384,MUNICIPAL_WARD,270777,-1.76,185541,171183,38.8,0.354,0.483,1,0,2,1,30.0,11.51,29.4,17,0
PLAN2019-Y4KJ8G,2019,81,MUNICIPAL_WARD,2172841,-2.21,1594419,1500658,38.22,0.627,0.11,1,2,6,1,46.6,-10.5,77.0,17,0
PLAN2010-EQKQ7M,2010,541,PANCHAYAT_WARD,1136127,-0.57,791886,741534,36.57,0.368,0.501,1,0,3,1,57.2,1.73,16.9,19,0
PLAN2023-0TT9KV,2023,340,LOKSABHA,2253710,1.69,1689029,1628190,38.37,0.611,0.627,1,2,0,0,23.6,9.73,40.1,14,0
PLAN2024-JL2FX3,2024,167,LOKSABHA,416297,-3.74,315142,295498,13.89,0.109,0.198,1,0,1,1,62.4,-9.83,86.2,15,0
PLAN2023-LG49FF,2023,162,PANCHAYAT_WARD,389094,-0.99,258372,254835,6.44,0.259,0.224,1,2,2,1,89.2,12.91,35.5,18,1
PLAN2011-BOT6AT,2011,200,MUNICIPAL_WARD,2328577,-2.48,1659029,1532824,12.85,0.133,0.551,1,3,3,1,39.9,-7.53,56.3,19,0
PLAN2015-TJS1A5,2015,49,VIDHANSABHA,2205445,3.98,1525648,1452656,18.86,0.465,0.513,1,0,0,0,19.2,2.08,75.9,17,0
PLAN2024-52LK3T,2024,230,PANCHAYAT_WARD,2091363,-1.08,1329108,1301497,10.12,0.454,0.338,1,1,0,0,41.1,6.25,21.6,15,0
PLAN2017-J49TO5,2017,50,LOKSABHA,1759892,-3.07,1219573,1167350,21.77,0.628,0.303,1,0,3,1,46.6,-2.78,76.3,15,0
PLAN2017-F826BH,2017,235,MUNICIPAL_WARD,1945539,2.95,1463623,1363997,10.02,0.497,0.219,0,0,0,1,83.5,1.66,51.2,14,1
PLAN2025-Z1OV5V,2025,138,VIDHANSABHA,908657,0.05,635060,623820,6.91,0.257,0.3,1,1,2,1,38.0,-11.6,51.9,18,0
PLAN2017-A8MKU1,2017,126,VIDHANSABHA,1393731,5.08,868713,849247,34.67,0.147,0.361,1,0,2,0,24.6,6.67,44.0,19,0
PLAN2011-39X6KQ,2011,523,LOKSABHA,1939356,6.36,1310923,1254211,44.98,0.212,0.424,1,1,2,0,38.4,-6.04,42.7,22,0
PLAN2011-SRZAEQ,2011,32,PANCHAYAT_WARD,301358,-5.6,196962,187488,41.42,0.259,0.542,1,0,2,0,28.4,-3.84,62.5,12,0
PLAN2008-52BWHN,2008,416,LOKSABHA,1197011,0.34,809777,757131,35.87,0.592,0.694,1,4,1,0,24.7,-7.48,87.0,22,0
PLAN2013-BJK8JV,2013,539,LOKSABHA,2037325,1.75,1330149,1245494,23.94,0.343,0.552,1,0,1,1,25.2,-1.85,10.9,20,0
PLAN2019-OJMP6O,2019,20,MUNICIPAL_WARD,967993,-4.1,683563,653477,29.53,0.63,0.184,1,2,1,1,57.4,5.29,31.7,15,0
PLAN2023-F7N2EL,2023,322,MUNICIPAL_WARD,496895,-1.21,382329,354671,9.83,0.413,0.268,1,2,3,0,67.9,-1.72,63.1,14,0
PLAN2008-WPRLPG,2008,380,VIDHANSABHA,1605631,-3.23,1053012,1031941,33.0,0.09,0.63,1,2,2,0,44.5,-12.26,66.1,25,0
PLAN2025-EAI7XK,2025,444,LOKSABHA,2330596,5.65,1550916,1473955,35.88,0.385,0.618,1,3,2,0,23.3,-11.78,28.9,20,1
PLAN2019-JL6KK2,2019,422,MUNICIPAL_WARD,413064,0.76,274228,263721,26.57,0.463,0.711,1,1,1,1,64.6,0.53,78.0,21,0
PLAN2008-VVLD3I,2008,386,VIDHANSABHA,1108270,5.92,760364,736714,26.65,0.159,0.314,1,2,4,0,90.1,-8.8,33.7,14,0
PLAN2020-LRCELM,2020,169,LOKSABHA,130439,-4.78,86288,83261,11.69,0.446,0.78,1,4,3,0,74.7,4.7,21.9,21,0
PLAN2023-F36C0O,2023,330,VIDHANSABHA,1817977,1.11,1193170,1171273,39.54,0.269,0.345,0,1,0,0,72.1,4.44,98.7,17,0
PLAN2018-87CZR7,2018,51,VIDHANSABHA,1380544,-2.05,1036590,1014572,31.87,0.46,0.276,1,2,4,0,41.3,8.22,29.6,17,0
PLAN2011-WQF1TT,2011,154,VIDHANSABHA,1956652,1.43,1241520,1183406,42.35,0.504,0.279,1,2,3,1,60.4,-3.58,79.0,16,0
PLAN2010-WUZLLG,2010,504,MUNICIPAL_WARD,749526,-6.17,540573,510001,24.98,0.173,0.497,1,2,5,1,53.6,-3.74,91.9,17,0
PLAN2012-G4F4DE,2012,157,MUNICIPAL_WARD,2068979,5.96,1429092,1408276,37.02,0.492,0.331,1,0,4,0,66.4,4.54,19.5,21,0
PLAN2018-RWQB6T,2018,112,LOKSABHA,1071184,4.68,737123,690574,14.95,0.281,0.131,1,3,1,1,73.2,-9.12,38.9,22,0
PLAN2020-NVJQJI,2020,50,MUNICIPAL_WARD,1869008,-0.93,1173529,1112767,23.85,0.075,0.572,1,2,1,0,81.0,12.88,84.0,20,0
PLAN2022-WMFPT0,2022,491,MUNICIPAL_WARD,829733,-5.85,623514,584792,5.2,0.094,0.779,1,3,4,0,30.6,-7.31,0.7,14,0
PLAN2024-E2QMK3,2024,175,PANCHAYAT_WARD,291910,0.16,206644,202394,11.67,0.315,0.292,1,2,3,1,24.2,5.56,4.5,19,0
PLAN2024-HK6HMR,2024,96,LOKSABHA,920517,1.49,578358,571383,35.68,0.406,0.422,1,0,4,0,93.0,-11.0,69.5,17,0
PLAN2021-IEHC2Y,2021,412,VIDHANSABHA,1563128,-0.51,1193891,1107914,43.97,0.055,0.536,1,0,2,1,72.1,8.79,82.3,11,0
PLAN2024-3SVG7S,2024,18,VIDHANSABHA,1993278,5.42,1457189,1353881,13.88,0.304,0.4,1,1,4,1,44.5,-1.58,59.7,6,0
PLAN2019-3UMGTH,2019,492,MUNICIPAL_WARD,1871792,4.99,1196432,1162425,29.74,0.487,0.161,1,1,2,1,76.3,11.07,42.6,17,0
PLAN2025-3PLCGQ,2025,46,MUNICIPAL_WARD,1555442,2.94,1186465,1173321,17.32,0.352,0.383,1,1,2,1,16.5,-14.1,99.5,12,0
PLAN2014-O3HLI3,2014,509,LOKSABHA,2273373,-3.06,1515491,1437625,41.57,0.334,0.167,1,0,0,1,62.4,-11.96,58.4,31,0
PLAN2010-DUDPRK,2010,171,PANCHAYAT_WARD,1520192,-6.22,957806,892102,43.87,0.152,0.429,0,4,2,1,32.5,-9.89,58.2,21,0
PLAN2020-R0PNF3,2020,90,LOKSABHA,2165016,-3.59,1539559,1449680,25.15,0.241,0.447,1,0,0,0,81.6,-2.55,74.0,19,0
PLAN2019-9I3EVJ,2019,388,PANCHAYAT_WARD,1817186,-4.35,1318019,1251816,41.42,0.419,0.479,1,1,1,1,52.7,-3.89,12.9,12,0
PLAN2012-WP8MVU,2012,51,LOKSABHA,397223,-5.2,290848,281141,31.64,0.575,0.632,1,1,5,0,87.7,-0.54,51.9,16,0
PLAN2015-YETTRU,2015,150,VIDHANSABHA,1303594,6.1,849988,819772,26.43,0.207,0.389,1,0,2,1,89.4,-3.31,1.0,24,0
PLAN2017-3YMDDV,2017,293,MUNICIPAL_WARD,204385,-4.54,135711,126174,41.3,0.605,0.142,1,0,3,1,68.4,13.24,35.3,17,0
PLAN2009-6GKJ71,2009,488,MUNICIPAL_WARD,1204690,-2.8,840802,831156,3.74,0.361,0.463,1,1,1,0,28.0,-12.3,52.7,14,1
PLAN2013-W74WQN,2013,143,VIDHANSABHA,1570037,3.72,1047990,980597,31.23,0.583,0.114,1,0,1,0,33.2,1.95,90.1,10,0
PLAN2010-U536LZ,2010,69,MUNICIPAL_WARD,1206680,1.59,840984,830923,19.61,0.131,0.295,1,0,3,1,52.7,-4.54,4.5,25,0
PLAN2023-1ESEVG,2023,97,LOKSABHA,893958,2.47,651352,610143,9.2,0.267,0.379,1,2,1,1,54.1,6.06,77.9,18,0
PLAN2023-PV0V64,2023,307,LOKSABHA,602891,3.4,466834,445750,33.17,0.364,0.351,1,3,3,0,47.1,-8.02,86.2,9,0
PLAN2017-3KTX6Q,2017,178,LOKSABHA,484578,-5.36,321403,297970,33.56,0.43,0.232,1,1,2,1,61.5,1.4,83.6,15,1
PLAN2019-Q71T6J,2019,255,MUNICIPAL_WARD,2127563,4.69,1612058,1580221,10.83,0.562,0.188,1,3,3,0,29.4,0.16,96.5,15,0
PLAN2009-322HR5,2009,470,PANCHAYAT_WARD,2108167,-2.01,1382118,1365702,16.95,0.573,0.336,1,1,4,1,81.0,5.43,50.9,14,0
PLAN2017-9DGHBT,2017,315,MUNICIPAL_WARD,1184302,0.51,798381,783590,10.13,0.084,0.34,1,1,1,1,33.5,5.14,29.1,16,0
PLAN2020-14ECI9,2020,254,PANCHAYAT_WARD,634311,2.37,491937,486063,23.18,0.445,0.209,1,1,1,0,70.5,-14.57,89.6,11,0
PLAN2017-4C8MA3,2017,111,VIDHANSABHA,2344581,-0.58,1643543,1573118,18.06,0.548,0.796,1,3,1,1,79.6,7.0,99.0,11,0
PLAN2020-4QUNF5,2020,299,PANCHAYAT_WARD,955755,5.6,711778,681333,36.64,0.068,0.728,1,2,4,1,39.9,7.81,61.1,17,0
PLAN2017-VH2D3L,2017,298,LOKSABHA,2054237,-2.18,1596568,1478669,6.59,0.076,0.268,1,0,2,0,79.0,-5.17,50.0,22,0
PLAN2013-1Q01YH,2013,399,PANCHAYAT_WARD,986948,-4.91,718688,686209,25.34,0.548,0.65,1,0,4,0,41.2,-6.59,51.1,13,1
PLAN2021-A0EIVA,2021,71,VIDHANSABHA,116818,3.14,82368,81245,18.1,0.508,0.101,1,0,1,1,34.3,7.62,42.6,19,1
PLAN2013-49LXLE,2013,290,PANCHAYAT_WARD,2143579,0.17,1597239,1481028,39.73,0.164,0.498,1,0,4,1,35.9,-7.53,5.9,15,0
PLAN2018-BCT324,2018,195,LOKSABHA,2131153,-3.96,1451960,1392115,39.6,0.379,0.444,1,1,7,0,85.2,-13.43,11.6,20,0
PLAN2013-BL5KZH,2013,62,LOKSABHA,2025250,-6.13,1483285,1450877,12.43,0.241,0.586,1,2,3,1,31.6,-5.5,50.2,15,0
PLAN2025-672TH1,2025,376,VIDHANSABHA,1361484,6.24,923155,910789,32.47,0.569,0.76,1,1,2,1,73.4,-7.44,72.6,23,0
PLAN2013-6CYSVU,2013,72,VIDHANSABHA,1564252,-1.42,1015179,936325,9.5,0.058,0.403,1,0,2,0,62.5,-11.47,55.3,14,0
PLAN2020-M2CAML,2020,194,PANCHAYAT_WARD,667420,2.91,498853,480772,16.93,0.207,0.378,1,2,1,0,15.1,-8.84,41.5,19,0
PLAN2011-DWKXDM,2011,120,PANCHAYAT_WARD,2171081,0.53,1428861,1397781,41.38,0.328,0.406,1,0,2,1,69.0,-8.23,70.2,23,0
PLAN2012-3IRGM5,2012,506,LOKSABHA,723712,-0.4,486122,459338,7.28,0.468,0.542,1,1,1,1,11.1,-7.18,26.7,21,0
PLAN2023-NI8WX4,2023,394,VIDHANSABHA,218330,-4.56,170031,162582,39.93,0.113,0.513,1,2,2,0,10.1,0.59,73.7,14,0
PLAN2016-QGBFV9,2016,464,PANCHAYAT_WARD,1267418,-2.42,861890,828481,18.2,0.351,0.621,1,3,8,1,24.1,0.38,50.2,18,0
PLAN2013-OMIGC3,2013,435,MUNICIPAL_WARD,2224381,-0.81,1397674,1311208,42.65,0.606,0.555,1,0,5,1,88.2,10.1,28.7,28,0
PLAN2012-CZOBD9,2012,21,PANCHAYAT_WARD,1956225,-2.91,1484894,1455244,7.89,0.369,0.618,1,0,4,1,82.2,14.81,12.8,20,0
PLAN2024-8L6M5W,2024,454,MUNICIPAL_WARD,341525,6.48,235131,226791,29.01,0.15,0.379,1,1,2,1,43.7,-1.18,0.7,18,0
PLAN2023-OJ98BY,2023,489,LOKSABHA,1004961,-5.77,643222,635474,19.51,0.513,0.254,1,0,3,1,52.7,-2.63,33.7,20,0
PLAN2024-E9AFPP,2024,423,LOKSABHA,518314,-5.14,361994,345827,42.1,0.516,0.271,1,1,1,1,17.4,-12.5,12.0,15,0
PLAN2009-JJJE1I,2009,11,MUNICIPAL_WARD,301214,-3.13,206829,194227,35.33,0.421,0.206,1,4,2,1,27.6,12.51,83.5,22,0
PLAN2023-27UUBR,2023,46,MUNICIPAL_WARD,124033,-5.39,83803,82259,4.09,0.252,0.782,1,1,1,1,70.7,-12.62,62.2,16,0
PLAN2013-Z4XV87,2013,389,VIDHANSABHA,1197562,-1.28,861423,851330,17.2,0.417,0.182,1,2,2,0,26.3,-9.36,5.7,18,0
PLAN2013-GT47S1,2013,66,MUNICIPAL_WARD,247516,5.2,182829,176783,7.94,0.444,0.21,1,0,1,0,41.8,-5.59,31.1,18,0
PLAN2018-1M4I3L,2018,11,PANCHAYAT_WARD,199728,2.39,136692,130319,35.95,0.435,0.511,1,0,1,1,82.5,8.92,15.8,25,0
PLAN2021-ERQ5A8,2021,425,LOKSABHA,1929912,-4.43,1331727,1300764,3.51,0.395,0.221,1,0,1,1,65.0,-6.34,4.1,17,0
PLAN2019-214311,2019,397,LOKSABHA,2049038,6.27,1547372,1522624,8.71,0.217,0.768,1,3,1,0,69.9,-5.37,94.9,18,0
PLAN2025-H8V16S,2025,356,VIDHANSABHA,2296562,-4.42,1575623,1494054,8.36,0.115,0.737,1,1,2,1,50.5,-11.71,0.3,14,0
PLAN2020-TP08II,2020,250,PANCHAYAT_WARD,242379,-1.07,158853,153161,19.32,0.2,0.757,1,3,5,1,19.3,-10.12,54.0,19,0
PLAN2008-KRAJIA,2008,108,LOKSABHA,555180,0.86,345958,332148,42.11,0.175,0.297,1,3,0,1,94.6,10.99,39.8,18,0
PLAN2013-WE8G35,2013,134,LOKSABHA,1919690,-3.77,1397277,1370519,30.97,0.335,0.587,1,2,3,1,54.8,10.11,37.9,20,0
PLAN2019-GEEJGB,2019,340,MUNICIPAL_WARD,1931664,2.64,1492098,1383889,10.72,0.461,0.692,1,0,5,0,62.1,-12.62,71.0,21,0
PLAN2023-C45IDB,2023,529,MUNICIPAL_WARD,2097481,1.37,1455942,1427739,26.38,0.522,0.511,1,0,4,1,67.3,11.95,21.8,16,0
PLAN2017-QEJKAZ,2017,511,PANCHAYAT_WARD,611545,-6.01,412862,394695,24.74,0.542,0.661,1,0,2,1,30.7,3.1,82.1,13,0
PLAN2021-Y4JUFN,2021,19,VIDHANSABHA,224302,-3.53,144711,133288,16.27,0.245,0.264,1,0,3,1,27.0,-11.49,23.2,21,0
PLAN2024-4XCRWD,2024,220,VIDHANSABHA,1543512,-4.28,1011451,985630,35.91,0.489,0.582,1,1,4,0,65.1,2.16,85.1,18,0
PLAN2008-FJ8B0U,2008,12,VIDHANSABHA,862973,-3.84,617326,602095,26.84,0.099,0.593,1,1,1,1,18.6,-11.82,27.4,18,0
PLAN2020-095UHG,2020,397,LOKSABHA,1695466,-2.15,1255833,1233299,18.1,0.549,0.412,1,0,6,0,67.0,8.31,7.9,20,1
PLAN2008-942GA3,2008,155,VIDHANSABHA,1288998,-0.39,847557,809674,9.47,0.086,0.264,1,2,7,1,47.0,-4.4,46.0,19,0
PLAN2023-GDTWBK,2023,65,PANCHAYAT_WARD,1401153,2.04,947197,913250,33.62,0.461,0.695,1,1,3,1,88.7,11.62,92.3,21,0
PLAN2008-DNBATQ,2008,460,VIDHANSABHA,869560,-2.92,603616,586626,14.78,0.554,0.545,1,0,2,1,37.0,9.39,86.7,14,0
PLAN2025-C72BM2,2025,485,PANCHAYAT_WARD,464059,-3.49,299630,276407,21.1,0.231,0.484,1,0,3,0,37.0,-7.36,42.5,18,0
PLAN2008-6OEUH8,2008,331,LOKSABHA,2182801,3.66,1381471,1276022,19.64,0.383,0.361,1,1,1,0,42.8,-14.57,52.1,21,0
PLAN2011-AQVBDI,2011,360,MUNICIPAL_WARD,1725096,-0.63,1236568,1137978,19.67,0.371,0.359,1,2,3,1,71.5,-12.16,95.9,10,0
PLAN2022-8UA2HQ,2022,63,VIDHANSABHA,192160,1.3,125576,122060,27.28,0.054,0.485,1,2,2,1,83.3,0.04,13.8,15,0
PLAN2008-1BQFDT,2008,150,PANCHAYAT_WARD,708964,-2.65,440990,407995,16.0,0.161,0.445,1,3,2,1,76.2,13.32,71.2,25,0
PLAN2010-U0RCOF,2010,22,LOKSABHA,1243726,-5.63,842995,830252,12.65,0.367,0.347,1,1,5,0,20.3,-10.36,73.5,16,0
PLAN2024-A3L710,2024,322,LOKSABHA,1021160,-0.41,733053,690311,19.06,0.088,0.554,1,0,2,0,93.4,13.44,82.5,24,0
PLAN2020-9DG38R,2020,309,LOKSABHA,2031072,3.3,1561045,1539516,21.03,0.092,0.109,1,0,3,0,13.5,-8.3,99.3,13,0
PLAN2025-QLO9FI,2025,351,MUNICIPAL_WARD,1352223,0.05,887764,857407,6.85,0.401,0.408,1,1,1,0,12.0,-12.55,18.9,18,0
PLAN2011-K26GFX,2011,46,LOKSABHA,381080,-0.5,268344,263340,5.7,0.536,0.54,1,2,3,1,61.1,-2.21,60.0,20,0
PLAN2008-FG6JC8,2008,15,LOKSABHA,266546,0.99,206983,191425,15.54,0.11,0.701,1,2,4,1,40.1,12.65,44.2,15,0
PLAN2008-VK32RG,2008,214,LOKSABHA,1253998,-4.75,884061,822690,30.9,0.528,0.262,1,1,2,0,37.0,12.14,58.6,21,0
PLAN2010-HGXMD7,2010,240,PANCHAYAT_WARD,1086365,-4.32,751493,733873,13.33,0.535,0.265,1,3,2,0,62.5,1.97,43.1,22,0
PLAN2021-OXVKU8,2021,443,VIDHANSABHA,2131983,4.96,1464415,1424725,19.92,0.561,0.799,1,0,3,0,92.0,6.26,77.0,12,0
PLAN2015-JMYVMN,2015,538,VIDHANSABHA,613048,-0.98,465717,458901,10.09,0.218,0.65,1,0,3,1,67.2,-0.77,12.8,12,0
PLAN2019-DUD8T7,2019,376,LOKSABHA,1429905,-3.05,979256,926129,7.08,0.532,0.62,1,0,2,0,90.4,13.19,40.8,23,0
PLAN2023-GP59Z0,2023,88,PANCHAYAT_WARD,1251702,-4.37,851966,829104,35.8,0.253,0.478,1,0,2,1,56.3,4.56,26.7,14,0
PLAN2011-JU26SP,2011,333,VIDHANSABHA,1418076,-3.27,1068260,1021680,5.52,0.264,0.587,1,1,4,0,68.3,-11.01,90.2,19,0
PLAN2016-Q96SJQ,2016,198,LOKSABHA,2082741,4.77,1332084,1284141,16.16,0.388,0.159,1,1,2,0,67.0,-4.61,45.8,16,0
PLAN2015-SI3UDU,2015,112,LOKSABHA,1392422,-1.0,933878,881553,11.23,0.147,0.426,1,0,4,1,24.8,1.16,47.9,17,0
PLAN2025-RWUDKB,2025,341,VIDHANSABHA,393569,5.69,254563,250044,10.07,0.079,0.441,1,4,1,0,33.8,12.34,36.5,12,0
PLAN2016-O8W429,2016,543,MUNICIPAL_WARD,2045734,-4.13,1574585,1460259,12.41,0.065,0.358,1,3,4,0,12.8,8.94,1.0,25,0
PLAN2009-TSJ8BF,2009,491,VIDHANSABHA,595635,-2.32,389165,363873,39.7,0.059,0.618,1,1,6,1,36.8,13.29,48.9,23,0
PLAN2017-UTLPF4,2017,502,VIDHANSABHA,741850,-5.76,494315,471971,24.6,0.618,0.776,1,0,5,0,12.9,-1.22,64.4,12,1
PLAN2023-CF0R7F,2023,391,LOKSABHA,2100143,-0.1,1564626,1527359,21.57,0.441,0.738,1,0,2,0,31.9,-12.02,31.9,12,0
PLAN2025-ML51AA,2025,179,PANCHAYAT_WARD,832199,1.91,611077,603216,23.07,0.441,0.579,1,0,2,0,81.3,-6.95,29.7,21,0
PLAN2020-IKZOIE,2020,187,LOKSABHA,1850991,-0.38,1213396,1199687,20.33,0.156,0.617,1,1,3,1,10.3,9.24,11.4,24,0
PLAN2018-AS1UDJ,2018,42,PANCHAYAT_WARD,2290522,2.09,1742882,1655061,26.78,0.632,0.361,1,1,1,1,48.0,-6.62,64.6,12,0
PLAN2008-2A84N1,2008,76,VIDHANSABHA,804147,1.23,527214,515795,15.9,0.488,0.54,1,0,2,0,14.3,-10.97,58.8,14,0
PLAN2017-3ER70U,2017,196,PANCHAYAT_WARD,668554,-4.78,455614,427418,13.88,0.204,0.393,1,0,2,0,82.7,-8.56,31.2,16,0
PLAN2008-0WNT0K,2008,448,LOKSABHA,342705,3.02,218720,205950,12.54,0.126,0.547,1,0,4,0,32.8,12.95,12.0,19,1
PLAN2019-75TRJI,2019,207,LOKSABHA,269943,6.49,184348,172477,32.59,0.52,0.265,1,0,2,0,53.0,11.12,59.5,16,0
PLAN2013-AV4VJH,2013,257,PANCHAYAT_WARD,1916461,5.82,1202516,1178442,16.38,0.439,0.741,1,1,3,0,44.0,5.9,9.4,22,0
PLAN2025-ED48CD,2025,285,LOKSABHA,2111610,3.77,1609896,1509019,15.79,0.152,0.58,0,1,3,0,60.1,-14.96,60.6,19,0
PLAN2021-LXTNJS,2021,145,MUNICIPAL_WARD,1756197,-0.75,1325443,1263105,40.83,0.598,0.105,1,1,1,1,88.8,2.55,25.3,20,0
PLAN2009-FAW2XC,2009,356,VIDHANSABHA,1130612,1.82,865530,804069,8.44,0.621,0.615,1,2,3,1,10.6,0.22,36.5,14,0
PLAN2025-LIOBL7,2025,211,MUNICIPAL_WARD,711046,6.28,514390,499839,39.98,0.544,0.675,1,1,1,0,47.6,6.45,16.2,18,0
PLAN2022-K6JOPZ,2022,392,LOKSABHA,1665918,-2.85,1136603,1089282,16.49,0.162,0.247,1,1,5,1,71.7,-2.6,99.1,19,0
PLAN2025-CE5Z3Z,2025,101,LOKSABHA,2067353,0.47,1590262,1530486,39.07,0.547,0.571,1,0,2,0,92.2,10.76,43.0,24,0
PLAN2023-YFEIQ7,2023,412,MUNICIPAL_WARD,2212222,-4.59,1432852,1398738,39.23,0.054,0.597,1,1,2,0,42.9,-12.65,3.6,15,0
PLAN2019-8F6FTS,2019,209,LOKSABHA,556376,-1.8,388544,361381,33.26,0.595,0.613,1,1,5,0,29.7,-13.37,40.8,27,0
PLAN2015-RY6Q2M,2015,128,VIDHANSABHA,715040,-0.3,515727,492958,23.15,0.542,0.226,1,3,1,1,91.9,6.68,32.0,20,0
PLAN2023-OF7MQA,2023,13,LOKSABHA,2319843,-1.0,1464198,1394491,21.98,0.576,0.302,1,0,7,0,35.8,11.08,27.5,26,0
PLAN2014-FD18TL,2014,535,LOKSABHA,2113745,0.91,1481406,1408411,33.07,0.629,0.32,1,0,2,1,62.9,6.94,44.2,11,0
PLAN2012-Y7W29M,2012,228,LOKSABHA,1022413,-1.41,701268,672341,5.43,0.595,0.361,1,1,4,1,74.1,-13.96,96.1,20,0
PLAN2023-K5O5CV,2023,393,VIDHANSABHA,168987,1.63,109097,105944,3.23,0.435,0.134,1,3,3,0,91.6,-11.11,33.4,20,0
PLAN2023-BPADUS,2023,276,PANCHAYAT_WARD,215517,-3.44,142795,136241,42.62,0.572,0.329,1,0,4,0,38.6,10.13,41.6,21,0
PLAN2017-DD56H6,2017,339,PANCHAYAT_WARD,2000847,1.9,1264074,1219437,20.45,0.448,0.116,1,3,1,1,80.3,-2.66,12.4,24,1
PLAN2013-CDB68Z,2013,412,LOKSABHA,808937,6.27,547233,520623,6.66,0.406,0.282,1,1,4,1,93.6,-6.84,88.5,27,0
PLAN2019-RP1I36,2019,125,MUNICIPAL_WARD,1272002,-4.14,857166,835003,19.31,0.268,0.691,1,1,4,0,78.1,-11.38,97.0,15,0
PLAN2018-L08KGF,2018,441,PANCHAYAT_WARD,246969,-0.03,184794,179877,18.24,0.24,0.565,1,1,5,0,24.7,10.34,54.1,16,0
PLAN2011-PHWN8D,2011,378,LOKSABHA,2019684,-4.88,1291159,1190883,42.56,0.465,0.15,1,1,6,1,16.0,-0.68,85.5,19,0
PLAN2020-LAR0WH,2020,240,MUNICIPAL_WARD,2261520,0.01,1684762,1606243,29.5,0.073,0.515,1,1,2,1,63.4,-6.58,77.2,17,0
PLAN2017-RFIUPR,2017,379,PANCHAYAT_WARD,436888,-5.57,313793,307132,26.92,0.408,0.571,1,0,5,1,46.0,-13.28,81.7,19,0
PLAN2017-TFLDY3,2017,376,VIDHANSABHA,1754748,3.7,1262488,1238372,16.16,0.387,0.13,1,0,1,1,27.8,-8.0,31.6,22,0
PLAN2017-O9S4ZN,2017,355,MUNICIPAL_WARD,1708901,4.31,1330970,1297429,11.26,0.065,0.128,1,1,3,0,27.5,-6.7,71.0,19,0
PLAN2008-7284JC,2008,32,PANCHAYAT_WARD,603527,-6.07,467490,446005,36.09,0.431,0.534,1,1,1,0,71.8,3.26,71.7,20,0
PLAN2015-5OTS42,2015,66,MUNICIPAL_WARD,1750809,2.32,1299849,1199835,13.85,0.395,0.253,1,2,2,0,71.7,10.38,41.7,17,0
PLAN2015-R3XUXN,2015,333,LOKSABHA,1674521,2.93,1176519,1107823,30.87,0.357,0.383,1,1,2,1,78.9,-4.45,40.5,15,0
PLAN2016-O73KU9,2016,258,VIDHANSABHA,1829819,1.17,1314888,1253480,29.63,0.561,0.278,1,0,2,0,69.2,-12.19,68.0,23,0
PLAN2011-ELJHB0,2011,227,PANCHAYAT_WARD,2061419,-2.67,1606410,1579225,25.1,0.304,0.799,1,1,4,1,29.8,11.13,63.9,16,1
PLAN2008-T8FMW4,2008,125,MUNICIPAL_WARD,901221,3.31,608801,572959,31.75,0.128,0.162,1,1,2,0,53.1,13.24,94.8,19,0
PLAN2020-FJ2AOY,2020,87,MUNICIPAL_WARD,854955,3.19,617241,583725,9.17,0.644,0.672,1,0,4,1,21.9,-7.36,69.0,16,0
PLAN2021-XDEYW1,2021,5,LOKSABHA,2053331,-2.35,1306506,1278291,44.31,0.22,0.438,1,0,3,0,92.0,13.19,1.8,18,0
PLAN2010-TQAYII,2010,81,MUNICIPAL_WARD,2193011,-1.32,1623138,1495586,3.73,0.132,0.23,1,0,1,1,14.0,12.07,20.0,25,0
PLAN2010-S530TJ,2010,232,PANCHAYAT_WARD,1252717,-6.06,780584,735714,24.49,0.574,0.227,1,1,3,1,60.9,10.46,89.0,10,1
PLAN2017-T9O5A4,2017,211,LOKSABHA,960301,0.43,662358,610243,14.03,0.452,0.415,1,0,0,1,84.6,-4.03,70.1,25,0
PLAN2009-9GF5LX,2009,209,MUNICIPAL_WARD,1639371,2.33,1185157,1129016,6.48,0.318,0.354,1,1,1,0,72.6,13.93,24.5,23,0
PLAN2013-C0IBZB,2013,128,PANCHAYAT_WARD,1127561,0.58,817390,770338,8.18,0.086,0.304,1,0,3,1,92.5,-2.97,11.6,17,0
PLAN2021-A8RD05,2021,361,PANCHAYAT_WARD,1230145,2.98,887418,841675,14.98,0.266,0.318,1,0,3,1,25.7,2.34,37.1,20,0
PLAN2011-BCF9HV,2011,120,LOKSABHA,741057,-2.23,498006,478650,11.26,0.427,0.661,1,2,1,1,50.7,-8.87,25.8,20,0
PLAN2015-C3BAK7,2015,129,LOKSABHA,538056,-6.04,386374,371223,12.9,0.545,0.105,1,1,4,0,84.2,10.54,42.0,18,0
