safe_emergency_reference_month,safe_emergency_country_iso2,safe_emergency_region_nuts_code,safe_emergency_call_type_code,safe_emergency_calls_received_count,safe_emergency_calls_answered_within_10s_pct,safe_emergency_dispatch_time_seconds_median,safe_emergency_response_time_minutes_median,safe_emergency_incident_location_type_code,safe_emergency_ambulance_dispatch_count,safe_emergency_fire_dispatch_count,safe_emergency_police_dispatch_count,safe_emergency_cross_border_assistance_flag,safe_emergency_major_incident_flag,safe_emergency_critical_care_transfers_count,safe_emergency_air_ambulance_missions_count,safe_emergency_emergency_alert_system_used_flag,safe_emergency_data_source,safe_emergency_data_quality_flag,safe_emergency_data_extract_date
2020-08,BE,AT236,OTHER,829053,90.0,265.8,20.89,RURAL,178350,57506,79560,0,0,1686,311,0,POLICE_DISPATCH_SYSTEM,0,2024-04-19
2020-09,FI,CY16,TRAFFIC_ACCIDENT,754797,81.8,44.99,42.48,SUBURBAN,193964,222322,357434,0,0,1088,208,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-05-16
2020-10,LV,LU4,MEDICAL,1086010,69.39,163.19,19.82,URBAN,486404,58223,50250,0,0,502,77,0,NATIONAL_EMS_ADMIN,1,2024-02-13
2020-11,RO,EE91,RESCUE,751007,67.72,457.11,22.33,INDUSTRIAL_ZONE,301330,181574,54089,0,1,2423,4,1,FIRE_SERVICE_REPORT,1,2025-06-03
2020-12,BG,DK1,FIRE,191564,83.26,282.08,22.14,MOUNTAIN,20469,48774,24273,0,1,3040,443,1,POLICE_DISPATCH_SYSTEM,1,2026-01-25
2021-01,FR,SI45,PUBLIC_ORDER,506002,86.62,170.03,27.79,COASTAL,64919,47752,234469,0,1,873,422,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-07-07
2021-02,LT,AT239,POLICE,75727,96.95,242.77,25.0,MOTORWAY,12941,5442,18269,0,0,2147,111,0,NATIONAL_EMS_ADMIN,1,2025-05-01
2021-03,SK,DK28,OTHER,742964,97.17,71.97,18.77,RURAL,116897,51601,95041,0,0,1065,322,0,FIRE_SERVICE_REPORT,1,2025-04-04
2021-04,HR,BE857,TRAFFIC_ACCIDENT,505794,87.15,218.52,33.26,SUBURBAN,214023,112184,185940,0,0,655,202,0,POLICE_DISPATCH_SYSTEM,1,2024-09-28
2021-05,DE,EE45,MEDICAL,476384,83.72,90.49,30.79,URBAN,133085,21099,49585,0,0,644,144,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-03-07
2021-06,LU,FR854,RESCUE,97024,92.67,157.71,33.52,INDUSTRIAL_ZONE,26544,30179,15572,0,0,1308,8,0,NATIONAL_EMS_ADMIN,1,2025-12-26
2021-07,SI,BG530,FIRE,346707,71.5,137.84,14.13,MOUNTAIN,60067,83469,51018,0,0,3247,414,0,FIRE_SERVICE_REPORT,1,2024-12-17
2021-08,CY,LV7,PUBLIC_ORDER,140233,78.78,284.11,5.72,COASTAL,21755,7677,31162,0,0,329,88,0,POLICE_DISPATCH_SYSTEM,1,2024-03-02
2021-09,GR,PT213,POLICE,659216,87.15,260.84,15.14,MOTORWAY,126402,38377,330897,0,0,2381,19,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-04-06
2021-10,MT,NL50,OTHER,770146,95.1,62.73,12.17,RURAL,103886,90267,45262,0,0,804,265,0,NATIONAL_EMS_ADMIN,1,2025-02-19
2021-11,ES,LV333,TRAFFIC_ACCIDENT,11008,56.3,148.89,37.58,SUBURBAN,4650,4311,4724,1,1,1786,227,1,FIRE_SERVICE_REPORT,1,2025-12-14
2021-12,CZ,IT599,MEDICAL,492134,62.67,308.86,17.96,URBAN,265854,50164,51403,0,0,2601,11,0,POLICE_DISPATCH_SYSTEM,1,2025-06-16
2022-01,HU,LU31,RESCUE,487962,97.42,40.61,24.03,INDUSTRIAL_ZONE,112401,131841,38813,0,0,2660,116,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-03-22
2022-02,NL,GR27,FIRE,258257,69.28,219.15,14.36,MOUNTAIN,17661,42748,26210,0,0,487,276,0,NATIONAL_EMS_ADMIN,1,2024-01-23
2022-03,SE,NL59,PUBLIC_ORDER,445065,92.66,334.19,18.79,COASTAL,41463,15568,55218,0,0,2701,258,0,FIRE_SERVICE_REPORT,1,2024-11-13
2022-04,DK,BG3,POLICE,305031,92.19,47.82,14.48,MOTORWAY,36941,26441,78586,1,0,3285,138,0,POLICE_DISPATCH_SYSTEM,1,2024-11-25
2022-05,IE,ES18,OTHER,861430,72.69,344.88,25.1,RURAL,116297,62472,142316,0,0,2613,84,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-08-21
2022-06,PL,BG28,TRAFFIC_ACCIDENT,304619,80.39,43.34,21.37,SUBURBAN,102562,117811,38080,0,0,2553,235,0,NATIONAL_EMS_ADMIN,1,2026-01-19
2022-07,AT,SE4,MEDICAL,1112106,64.69,361.59,20.4,URBAN,392499,98583,169100,0,1,4764,146,0,FIRE_SERVICE_REPORT,1,2024-05-09
2022-08,EE,IE56,RESCUE,972859,77.17,148.7,22.36,INDUSTRIAL_ZONE,281763,253423,147234,0,0,2734,165,0,POLICE_DISPATCH_SYSTEM,1,2025-05-10
2022-09,IT,LU484,FIRE,549705,59.99,75.41,8.42,MOUNTAIN,116610,197092,48204,0,0,589,161,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-04-23
2022-10,PT,BE41,PUBLIC_ORDER,448397,88.06,279.66,32.85,COASTAL,22878,50964,111803,0,0,2159,283,0,NATIONAL_EMS_ADMIN,1,2024-09-30
2022-11,BE,CY91,POLICE,1048498,87.68,152.41,13.71,MOTORWAY,170893,115820,320503,0,0,2720,52,0,FIRE_SERVICE_REPORT,1,2025-05-04
2022-12,FI,PL969,OTHER,347146,66.77,506.45,14.87,RURAL,59061,36007,53061,1,0,2025,36,0,POLICE_DISPATCH_SYSTEM,1,2025-01-24
2023-01,LV,LT58,TRAFFIC_ACCIDENT,469318,75.96,329.89,44.03,SUBURBAN,172176,154436,123070,0,1,2017,154,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-11-03
2023-02,RO,ES7,MEDICAL,598119,97.95,316.0,30.88,URBAN,247097,70074,73636,0,0,6931,46,0,NATIONAL_EMS_ADMIN,1,2024-04-06
2023-03,BG,SI985,RESCUE,520878,62.35,462.49,34.25,INDUSTRIAL_ZONE,131001,172485,79320,1,0,2788,192,0,FIRE_SERVICE_REPORT,1,2025-01-12
2023-04,FR,FR7,FIRE,79386,79.17,181.98,24.83,MOUNTAIN,11117,17298,9928,0,0,1923,344,0,POLICE_DISPATCH_SYSTEM,1,2024-12-27
2023-05,LT,HR780,PUBLIC_ORDER,760473,95.27,126.71,24.06,COASTAL,84632,36237,271761,0,0,2210,467,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-06-04
2023-06,SK,PL8,POLICE,580983,57.1,353.42,5.79,MOTORWAY,75967,23712,99251,1,0,1914,32,0,NATIONAL_EMS_ADMIN,1,2025-05-09
2023-07,HR,LU5,OTHER,482908,64.05,137.93,33.47,RURAL,94424,27189,68885,0,0,439,117,0,FIRE_SERVICE_REPORT,1,2025-11-20
2023-08,DE,AT625,TRAFFIC_ACCIDENT,86226,88.6,147.27,27.23,SUBURBAN,18090,7574,19017,0,0,3200,188,0,POLICE_DISPATCH_SYSTEM,1,2024-10-14
2023-09,LU,DK472,MEDICAL,120848,65.69,291.72,6.41,URBAN,41935,11256,10644,1,0,4552,27,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-11-03
2023-10,SI,PT7,RESCUE,40741,71.17,289.25,38.45,INDUSTRIAL_ZONE,19701,3402,2955,1,0,1114,245,0,NATIONAL_EMS_ADMIN,1,2024-05-26
2023-11,CY,LT8,FIRE,128963,92.05,76.12,26.35,MOUNTAIN,15976,34087,16675,0,0,63,428,0,FIRE_SERVICE_REPORT,1,2025-09-25
2023-12,GR,RO8,PUBLIC_ORDER,51386,60.66,295.23,33.45,COASTAL,10228,4325,19317,0,0,611,350,0,POLICE_DISPATCH_SYSTEM,1,2025-09-28
2024-01,MT,CY8,POLICE,344499,57.84,197.08,15.47,MOTORWAY,74658,26163,37168,1,0,2714,41,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2026-02-18
2024-02,ES,FI6,OTHER,391707,55.38,196.97,31.74,RURAL,50283,30854,65126,0,0,2912,415,0,NATIONAL_EMS_ADMIN,1,2025-01-27
2024-03,CZ,FI8,TRAFFIC_ACCIDENT,164019,59.79,238.48,18.22,SUBURBAN,50819,14774,34063,0,0,2793,138,0,FIRE_SERVICE_REPORT,1,2025-03-26
2024-04,HU,EE277,MEDICAL,253218,83.29,234.57,22.31,URBAN,78844,24126,12057,0,0,3747,117,0,POLICE_DISPATCH_SYSTEM,1,2025-01-18
2024-05,NL,SK58,RESCUE,671673,80.31,64.89,46.93,INDUSTRIAL_ZONE,306024,132507,120311,0,0,1489,1,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-04-24
2024-06,SE,DE8,FIRE,669032,88.4,257.27,31.21,MOUNTAIN,42553,130599,78160,0,0,235,81,0,NATIONAL_EMS_ADMIN,1,2024-09-29
2024-07,DK,NL72,PUBLIC_ORDER,707451,93.95,254.79,33.8,COASTAL,126447,37899,80604,0,1,174,418,0,FIRE_SERVICE_REPORT,1,2025-07-28
2024-08,IE,LV518,POLICE,318874,75.15,247.01,24.57,MOTORWAY,32546,31139,51937,0,0,543,176,0,POLICE_DISPATCH_SYSTEM,1,2025-02-13
2024-09,PL,GR92,OTHER,1158187,55.16,234.02,11.68,RURAL,62075,36004,63851,0,1,2887,422,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-06-20
2024-10,AT,FI93,TRAFFIC_ACCIDENT,672668,95.7,196.67,28.34,SUBURBAN,271464,202153,259284,0,0,1137,2,0,NATIONAL_EMS_ADMIN,1,2025-09-24
2024-11,EE,HU1,MEDICAL,1075973,55.06,52.85,12.01,URBAN,441732,116441,92866,0,0,1709,57,0,FIRE_SERVICE_REPORT,1,2024-08-20
2024-12,IT,MT10,RESCUE,903210,96.84,263.07,42.23,INDUSTRIAL_ZONE,183357,213855,70606,0,0,2994,161,0,POLICE_DISPATCH_SYSTEM,1,2025-06-22
2025-01,PT,SI388,FIRE,694284,60.17,392.0,43.2,MOUNTAIN,138435,235973,62597,0,0,1540,230,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-05-25
2025-02,BE,FI1,PUBLIC_ORDER,455061,81.43,141.3,19.14,COASTAL,57069,46165,128307,0,0,3015,478,0,NATIONAL_EMS_ADMIN,1,2025-09-28
2025-03,FI,HR7,POLICE,229757,83.34,349.75,35.65,MOTORWAY,38189,15570,98470,1,0,1197,151,1,FIRE_SERVICE_REPORT,1,2025-03-01
2025-04,LV,GR82,OTHER,843146,96.32,166.69,28.8,RURAL,82292,70158,120525,0,0,43,88,1,POLICE_DISPATCH_SYSTEM,1,2024-09-04
2025-05,RO,LT193,TRAFFIC_ACCIDENT,262909,63.65,405.61,20.61,SUBURBAN,131844,85321,81046,0,0,3210,13,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2026-01-12
2025-06,BG,LT48,MEDICAL,650371,87.6,163.02,13.45,URBAN,162023,36891,94993,0,0,3308,198,0,NATIONAL_EMS_ADMIN,1,2024-09-24
2025-07,FR,DE2,RESCUE,84852,88.56,221.38,16.39,INDUSTRIAL_ZONE,27418,22892,10572,0,0,2505,229,0,FIRE_SERVICE_REPORT,1,2024-01-16
2025-08,LT,DE919,FIRE,601048,93.6,227.07,40.17,MOUNTAIN,99798,197735,41863,0,0,569,414,1,POLICE_DISPATCH_SYSTEM,1,2024-01-03
2025-09,SK,SK56,PUBLIC_ORDER,646226,79.55,307.47,14.26,COASTAL,88614,54144,75478,0,0,2430,111,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2026-02-18
2025-10,HR,LU81,POLICE,471523,80.31,312.82,15.11,MOTORWAY,100669,34870,108250,0,0,733,235,0,NATIONAL_EMS_ADMIN,1,2025-03-29
2025-11,DE,NL6,OTHER,515922,69.05,353.17,20.52,RURAL,61627,17368,79198,0,0,1341,69,0,FIRE_SERVICE_REPORT,1,2024-01-06
2025-12,LU,AT339,TRAFFIC_ACCIDENT,320591,95.37,195.98,13.14,SUBURBAN,84562,71860,131964,0,0,1885,124,0,POLICE_DISPATCH_SYSTEM,1,2024-01-10
2026-01,SI,IT17,MEDICAL,743786,68.05,439.87,26.52,URBAN,143228,71744,56512,0,0,5502,66,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-03-07
2026-02,CY,DK34,RESCUE,163965,86.71,60.9,43.34,INDUSTRIAL_ZONE,73594,52498,7388,1,0,415,248,0,NATIONAL_EMS_ADMIN,1,2024-06-08
2026-03,GR,PL2,FIRE,256120,73.69,313.16,35.99,MOUNTAIN,31960,52521,27222,0,0,261,476,0,FIRE_SERVICE_REPORT,1,2026-01-02
2026-04,MT,DE786,PUBLIC_ORDER,206559,91.5,356.51,24.24,COASTAL,30563,21943,101926,0,0,2464,484,0,POLICE_DISPATCH_SYSTEM,1,2025-12-24
2026-05,ES,CZ3,POLICE,123945,71.4,129.75,35.52,MOTORWAY,24601,8500,59853,0,0,1452,14,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-07-19
2026-06,CZ,SI7,OTHER,311202,76.69,71.15,24.31,RURAL,42435,17915,16403,0,0,1737,47,0,NATIONAL_EMS_ADMIN,1,2025-09-01
2026-07,HU,PL7,TRAFFIC_ACCIDENT,238166,93.57,107.58,42.19,SUBURBAN,88798,63928,82419,0,0,2743,54,0,FIRE_SERVICE_REPORT,1,2025-04-09
2026-08,NL,RO466,MEDICAL,616526,58.96,429.58,32.12,URBAN,218923,41969,104189,0,0,6484,18,0,POLICE_DISPATCH_SYSTEM,1,2024-01-19
2026-09,SE,LU61,RESCUE,1003583,85.52,41.36,18.46,INDUSTRIAL_ZONE,248179,90057,52384,0,0,3181,126,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-09-02
2026-10,DK,MT59,FIRE,331473,70.44,277.13,34.34,MOUNTAIN,17118,42329,14092,1,0,1409,318,0,NATIONAL_EMS_ADMIN,0,2025-03-25
2026-11,IE,PL4,PUBLIC_ORDER,723159,92.67,229.6,26.94,COASTAL,124927,75387,299262,1,0,3059,52,0,FIRE_SERVICE_REPORT,1,2024-11-25
2026-12,PL,LT5,POLICE,141886,91.03,168.66,13.48,MOTORWAY,27395,14100,45162,1,0,1503,25,0,POLICE_DISPATCH_SYSTEM,1,2025-03-25
2016-01,AT,HR5,OTHER,754072,58.52,231.03,27.66,RURAL,69005,53108,89887,0,0,2117,109,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-07-16
2016-02,EE,SI371,TRAFFIC_ACCIDENT,755014,61.15,359.87,30.14,SUBURBAN,277291,301300,82045,0,0,3013,103,0,NATIONAL_EMS_ADMIN,1,2024-04-23
2016-03,IT,GR864,MEDICAL,1229082,70.34,93.78,23.92,URBAN,557954,87152,49653,0,0,1304,222,0,FIRE_SERVICE_REPORT,1,2025-07-27
2016-04,PT,HU863,RESCUE,368360,57.17,191.19,27.87,INDUSTRIAL_ZONE,78646,47952,42050,0,0,61,121,0,POLICE_DISPATCH_SYSTEM,1,2025-06-23
2016-05,BE,SI700,FIRE,929851,59.09,518.67,44.45,MOUNTAIN,183164,367490,90687,0,0,435,188,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-06-17
2016-06,FI,ES82,PUBLIC_ORDER,34197,68.7,502.95,8.94,COASTAL,6514,1254,6418,0,0,484,114,0,NATIONAL_EMS_ADMIN,1,2025-07-08
2016-07,LV,SE964,POLICE,857201,82.91,202.83,7.52,MOTORWAY,167393,101722,238983,1,0,1860,118,0,FIRE_SERVICE_REPORT,1,2025-11-19
2016-08,RO,SE18,OTHER,662830,65.28,436.43,8.94,RURAL,82788,61538,67457,0,0,3028,476,0,POLICE_DISPATCH_SYSTEM,1,2025-08-08
2016-09,BG,AT6,TRAFFIC_ACCIDENT,790133,69.11,490.56,17.09,SUBURBAN,394452,315236,416892,0,0,2478,152,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-04-20
2016-10,FR,ES385,MEDICAL,426666,82.15,74.55,10.08,URBAN,87715,44276,32887,0,0,3675,159,0,NATIONAL_EMS_ADMIN,1,2025-03-03
2016-11,LT,PT809,RESCUE,311904,79.12,173.16,25.86,INDUSTRIAL_ZONE,131185,43457,24954,0,0,2806,195,0,FIRE_SERVICE_REPORT,1,2024-11-08
2016-12,SK,AT719,FIRE,324552,74.11,247.94,13.64,MOUNTAIN,50738,79062,25818,0,0,669,240,0,POLICE_DISPATCH_SYSTEM,1,2025-05-25
2017-01,HR,IT81,PUBLIC_ORDER,435061,55.36,452.81,20.96,COASTAL,39007,24370,58531,0,0,879,378,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-11-15
2017-02,DE,MT588,POLICE,657529,72.41,140.02,35.36,MOTORWAY,128621,77051,136385,0,0,717,113,0,NATIONAL_EMS_ADMIN,1,2024-06-11
2017-03,LU,ES88,OTHER,498516,63.22,120.28,34.91,RURAL,94643,29683,27791,0,0,1832,263,0,FIRE_SERVICE_REPORT,1,2026-01-22
2017-04,SI,IT11,TRAFFIC_ACCIDENT,202822,74.69,219.85,18.42,SUBURBAN,74121,52771,61312,0,0,1056,103,0,POLICE_DISPATCH_SYSTEM,1,2024-11-29
2017-05,CY,IT74,MEDICAL,980243,64.24,179.84,22.81,URBAN,398779,36136,151221,0,0,1589,39,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-01-19
2017-06,GR,PT734,RESCUE,230022,70.9,114.84,36.46,INDUSTRIAL_ZONE,51802,45304,25210,0,0,1625,96,0,NATIONAL_EMS_ADMIN,1,2024-09-16
2017-07,MT,DE42,FIRE,16134,65.65,108.89,39.41,MOUNTAIN,2767,6245,1334,0,0,489,234,1,FIRE_SERVICE_REPORT,1,2024-12-15
2017-08,ES,EE7,PUBLIC_ORDER,774806,81.39,322.87,17.48,COASTAL,95581,30302,337243,0,0,1902,160,0,POLICE_DISPATCH_SYSTEM,1,2024-02-20
2017-09,CZ,DE24,POLICE,208624,64.94,88.84,26.83,MOTORWAY,18164,9479,110836,0,0,2032,113,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-10-01
2017-10,HU,IE428,OTHER,475664,95.02,226.55,25.36,RURAL,71758,44508,41920,0,1,579,377,1,NATIONAL_EMS_ADMIN,1,2024-04-28
2017-11,NL,IT4,TRAFFIC_ACCIDENT,640312,96.94,310.98,17.61,SUBURBAN,281184,143754,334723,0,0,877,13,0,FIRE_SERVICE_REPORT,1,2026-02-14
2017-12,SE,CY225,MEDICAL,1102911,96.84,173.2,17.91,URBAN,601897,96109,179502,0,0,5043,32,0,POLICE_DISPATCH_SYSTEM,1,2024-09-11
2018-01,DK,LT329,RESCUE,1137817,56.89,308.79,22.3,INDUSTRIAL_ZONE,542846,272489,194591,0,0,2741,11,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-07-07
2018-02,IE,DK712,FIRE,676621,90.42,43.43,43.71,MOUNTAIN,69897,128731,54242,0,0,479,362,0,NATIONAL_EMS_ADMIN,1,2025-06-25
2018-03,PL,PL442,PUBLIC_ORDER,179352,74.44,91.28,33.65,COASTAL,28161,6447,18637,0,0,1297,473,0,FIRE_SERVICE_REPORT,1,2024-06-19
2018-04,AT,CZ38,POLICE,663925,57.56,222.34,33.69,MOTORWAY,97439,31848,348269,0,0,930,25,0,POLICE_DISPATCH_SYSTEM,1,2024-03-15
2018-05,EE,GR9,OTHER,359735,81.73,212.23,9.81,RURAL,33489,39626,25547,0,0,372,314,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-06-18
2018-06,IT,PL87,TRAFFIC_ACCIDENT,254261,87.29,146.89,17.78,SUBURBAN,91645,23402,45150,0,0,753,61,0,NATIONAL_EMS_ADMIN,1,2024-03-04
2018-07,PT,ES901,MEDICAL,307638,83.41,47.91,7.6,URBAN,145242,18961,20764,0,0,5619,127,0,FIRE_SERVICE_REPORT,1,2024-08-26
2018-08,BE,SE8,RESCUE,102755,97.05,100.63,45.85,INDUSTRIAL_ZONE,41737,34397,9603,0,0,738,145,1,POLICE_DISPATCH_SYSTEM,1,2025-09-17
2018-09,FI,LV782,FIRE,285443,75.84,306.8,44.6,MOUNTAIN,20394,53173,48711,0,0,1328,262,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-10-15
2018-10,LV,LV95,PUBLIC_ORDER,299203,70.98,43.63,13.84,COASTAL,37798,27695,58875,0,0,321,400,0,NATIONAL_EMS_ADMIN,1,2024-11-12
2018-11,RO,AT35,POLICE,828475,65.95,117.01,13.16,MOTORWAY,55561,68882,188470,0,0,2963,31,1,FIRE_SERVICE_REPORT,0,2024-07-27
2018-12,BG,IE537,OTHER,706380,79.51,110.1,32.31,RURAL,119613,37285,124885,0,0,2477,322,0,POLICE_DISPATCH_SYSTEM,1,2024-09-05
2019-01,FR,CZ5,TRAFFIC_ACCIDENT,503845,95.29,324.26,13.58,SUBURBAN,263357,111928,59700,0,0,2611,71,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-11-27
2019-02,LT,FR24,MEDICAL,840109,64.69,443.94,27.16,URBAN,183141,27340,92008,1,0,6514,176,0,NATIONAL_EMS_ADMIN,1,2025-04-21
2019-03,SK,LU10,RESCUE,649730,75.88,38.18,7.74,INDUSTRIAL_ZONE,307771,168178,109547,0,0,2834,179,0,FIRE_SERVICE_REPORT,1,2024-09-20
2019-04,HR,LT9,FIRE,815795,67.57,210.9,41.8,MOUNTAIN,54526,118336,107898,0,0,706,86,0,POLICE_DISPATCH_SYSTEM,1,2025-11-10
2019-05,DE,BE93,PUBLIC_ORDER,485170,82.55,329.74,29.5,COASTAL,86174,49180,143803,0,0,1704,272,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-08-27
2019-06,LU,BE8,POLICE,1106157,97.24,55.18,25.34,MOTORWAY,158619,82520,318213,0,0,2990,70,0,NATIONAL_EMS_ADMIN,1,2025-06-20
2019-07,SI,PL71,OTHER,6313,56.8,150.28,20.36,RURAL,1297,719,1036,0,0,360,306,0,FIRE_SERVICE_REPORT,1,2024-01-29
2019-08,CY,CZ1,TRAFFIC_ACCIDENT,858129,62.0,174.8,11.22,SUBURBAN,385411,314373,348345,0,0,1773,184,0,POLICE_DISPATCH_SYSTEM,1,2025-06-25
2019-09,GR,ES946,MEDICAL,796235,77.16,82.21,34.19,URBAN,151980,46820,96567,0,0,2497,238,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-09-11
2019-10,MT,PT16,RESCUE,133614,92.5,353.88,32.34,INDUSTRIAL_ZONE,62913,29152,6033,0,0,2525,40,0,NATIONAL_EMS_ADMIN,1,2024-03-14
2019-11,ES,MT993,FIRE,835067,79.45,63.54,42.22,MOUNTAIN,93461,119309,125278,0,0,2078,63,0,FIRE_SERVICE_REPORT,1,2025-09-08
2019-12,CZ,IE749,PUBLIC_ORDER,565916,64.18,370.24,17.25,COASTAL,101116,31615,141120,0,0,2623,345,0,POLICE_DISPATCH_SYSTEM,1,2025-02-05
2020-01,HU,HU719,POLICE,432000,68.9,201.07,16.51,MOTORWAY,58279,39252,219705,0,0,2085,176,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-04-30
2020-02,NL,EE69,OTHER,336857,63.13,444.6,20.77,RURAL,61277,20871,59855,0,0,762,425,0,NATIONAL_EMS_ADMIN,1,2024-08-18
2020-03,SE,LV4,TRAFFIC_ACCIDENT,941836,81.47,83.56,41.33,SUBURBAN,208415,95271,342604,0,0,1598,40,0,FIRE_SERVICE_REPORT,1,2025-03-30
2020-04,DK,PL704,MEDICAL,331949,60.98,176.22,29.59,URBAN,88964,19334,22620,0,0,2981,87,0,POLICE_DISPATCH_SYSTEM,1,2024-04-19
2020-05,IE,ES28,RESCUE,343377,74.52,127.23,31.12,INDUSTRIAL_ZONE,97398,83696,30553,0,0,1760,40,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-12-10
2020-06,PL,EE236,FIRE,757395,81.69,57.59,45.3,MOUNTAIN,40247,284905,34820,0,0,515,314,0,NATIONAL_EMS_ADMIN,1,2024-06-15
2020-07,AT,HR323,PUBLIC_ORDER,583569,63.12,193.98,22.41,COASTAL,87408,54731,62504,0,0,190,318,0,FIRE_SERVICE_REPORT,1,2024-05-19
2020-08,EE,DK732,POLICE,375327,56.55,479.79,27.22,MOTORWAY,76335,32004,48203,0,0,634,226,0,POLICE_DISPATCH_SYSTEM,1,2026-02-20
2020-09,IT,FR939,OTHER,325117,84.45,218.67,5.95,RURAL,52901,11170,24464,0,0,534,248,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-12-17
2020-10,PT,SK61,TRAFFIC_ACCIDENT,681932,87.56,134.92,39.74,SUBURBAN,265016,107424,344501,0,0,2460,37,0,NATIONAL_EMS_ADMIN,1,2025-02-17
2020-11,BE,DK3,MEDICAL,342619,75.76,32.32,8.13,URBAN,129565,29426,20080,0,0,99,248,0,FIRE_SERVICE_REPORT,1,2025-03-22
2020-12,FI,IT2,RESCUE,186266,78.99,232.84,34.65,INDUSTRIAL_ZONE,64532,51513,20144,0,0,2459,19,0,POLICE_DISPATCH_SYSTEM,1,2025-09-21
2021-01,LV,LV3,FIRE,149755,61.84,422.28,17.47,MOUNTAIN,17914,39693,17484,0,0,752,230,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-09-08
2021-02,RO,CY58,PUBLIC_ORDER,351473,86.59,98.0,13.73,COASTAL,57483,11239,90721,0,0,1551,285,0,NATIONAL_EMS_ADMIN,1,2025-05-13
2021-03,BG,SE27,POLICE,854050,98.3,337.2,21.08,MOTORWAY,163748,101373,460603,0,0,2631,51,0,FIRE_SERVICE_REPORT,1,2024-06-24
2021-04,FR,MT528,OTHER,262256,81.23,262.84,8.39,RURAL,44665,17614,35470,0,0,1283,331,0,POLICE_DISPATCH_SYSTEM,1,2024-06-10
2021-05,LT,BG873,TRAFFIC_ACCIDENT,25450,62.24,252.9,41.04,SUBURBAN,8586,4323,3497,1,0,2517,34,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-06-25
2021-06,SK,CY63,MEDICAL,298661,91.8,289.49,11.57,URBAN,154038,11398,28470,0,0,4569,192,0,NATIONAL_EMS_ADMIN,1,2025-11-05
2021-07,HR,MT3,RESCUE,500830,62.69,141.28,35.36,INDUSTRIAL_ZONE,194097,137254,84108,0,0,1953,16,0,FIRE_SERVICE_REPORT,1,2025-03-22
2021-08,DE,SI467,FIRE,531049,76.47,75.07,11.27,MOUNTAIN,75510,78009,62573,0,0,2868,194,0,POLICE_DISPATCH_SYSTEM,1,2026-02-21
2021-09,LU,EE78,PUBLIC_ORDER,120298,90.43,54.69,33.47,COASTAL,6585,3800,55203,1,0,2588,37,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-08-03
2021-10,SI,HR6,POLICE,712070,67.89,112.49,21.79,MOTORWAY,120030,79240,149741,0,0,341,132,1,NATIONAL_EMS_ADMIN,1,2025-05-29
2021-11,CY,SI490,OTHER,1128164,64.17,372.69,20.52,RURAL,79718,33933,181082,0,0,2266,493,0,FIRE_SERVICE_REPORT,1,2026-01-20
2021-12,GR,GR908,TRAFFIC_ACCIDENT,607234,79.59,132.23,16.26,SUBURBAN,184740,217149,232528,0,0,1182,31,0,POLICE_DISPATCH_SYSTEM,0,2024-01-10
