travel_intl_arrival_year,travel_intl_arrival_month,travel_intl_port_of_entry_air_sea,travel_intl_visitor_country_code,travel_intl_visitor_region_code,travel_intl_purpose_of_trip_code,travel_intl_length_of_stay_days_median,travel_intl_visitor_spend_inr_total,travel_intl_visitor_spend_retail_inr,travel_intl_visitor_spend_lodging_inr,travel_intl_visitor_spend_food_inr,travel_intl_visitor_spend_entertainment_inr,travel_intl_payment_method_share_cash,travel_intl_payment_method_share_card,travel_intl_group_tour_flag,travel_intl_business_travel_flag,travel_intl_visa_waiver_eligible_flag,travel_intl_repeat_visitor_flag,travel_intl_satisfaction_score,travel_intl_exchange_rate_index
2023,9,CCU_AIR,KEN,AFRICA,LEISURE,6,145500,88858,56026,44680,85920,0.54,0.12,0,1,0,1,2.8,74.45
2015,9,HYD_AIR,ITA,ASIA,LEISURE,25,780750,152095,440790,76473,35594,0.73,0.23,0,1,0,0,8.0,65.92
2015,3,BOM_SEA,KEN,MIDDLE_EAST,VFR,12,280481,16794,248105,60945,172423,0.28,0.46,1,1,1,1,5.1,84.85
2015,8,BLR_AIR,VNM,OCEANIA,EDUCATION,33,663209,57101,185619,188066,164578,0.19,0.08,0,1,0,1,1.2,66.67
2018,4,KOCHI_SEA,SGP,OCEANIA,PILGRIMAGE,18,912362,360109,224482,141514,24889,0.42,0.05,0,0,1,1,5.5,129.0
2015,5,MAA_AIR,GBR,MIDDLE_EAST,CONFERENCE,38,400925,311216,346713,221091,69179,0.58,0.26,0,0,1,1,2.9,81.13
2023,3,BOM_SEA,CAN,EUROPE,LEISURE,7,104638,148861,575090,30606,124979,0.13,0.7,1,1,1,1,9.9,97.14
2025,9,HYD_AIR,MMR,MIDDLE_EAST,LEISURE,41,135868,239521,96495,153782,170791,0.27,0.54,1,1,0,0,6.8,79.12
2017,5,AMD_AIR,ITA,N_AMERICA,EDUCATION,19,635806,346586,47821,103784,87803,0.19,0.27,1,1,0,0,1.9,76.1
2020,7,MUM_SEA,AFG,EUROPE,VFR,24,569711,353368,439771,13377,165762,0.7,0.23,1,0,0,0,5.5,110.3
2025,1,AMD_AIR,USA,OCEANIA,BUSINESS,30,606073,197917,592827,91656,55710,0.65,0.13,0,1,0,0,4.6,85.35
2023,3,CCU_AIR,KOR,N_AMERICA,MEDICAL,15,630886,27775,582428,26384,136255,0.58,0.23,0,0,1,0,6.3,71.57
2022,2,MUM_SEA,AFG,S_AMERICA,CONFERENCE,22,627007,204458,419066,73068,46696,0.44,0.16,0,0,0,0,6.9,74.03
2020,10,CCU_AIR,CHN,EUROPE,EDUCATION,1,1071748,137209,470710,144576,4069,0.43,0.11,1,0,1,0,5.1,121.41
2024,10,AMD_AIR,ARE,N_AMERICA,EDUCATION,32,52726,254343,508394,216127,125251,0.49,0.49,1,0,0,1,6.8,99.57
2018,10,MUM_SEA,ARE,AFRICA,BUSINESS,30,428130,387396,499872,243399,25927,0.75,0.18,1,0,1,0,3.6,106.27
2024,8,GOI_AIR,SAU,S_AMERICA,LEISURE,31,283482,339981,129098,221232,90113,0.56,0.14,1,1,0,1,1.3,66.11
2019,8,COK_AIR,ITA,EUROPE,BUSINESS,10,983169,78048,157935,4898,23170,0.68,0.08,0,0,1,1,1.5,100.49
2017,2,CCU_AIR,JPN,N_AMERICA,CONFERENCE,17,624048,280380,346841,44608,17838,0.27,0.23,1,1,0,0,8.7,73.03
2021,8,BOM_AIR,BGD,MIDDLE_EAST,PILGRIMAGE,20,632349,370032,551794,65932,155007,0.46,0.23,0,1,1,1,4.1,68.51
2024,6,GOI_AIR,VNM,AFRICA,LEISURE,22,393802,361492,221510,15425,4282,0.59,0.36,1,0,1,0,9.5,93.97
2019,10,BOM_SEA,MMR,N_AMERICA,LEISURE,20,1009712,178716,127019,12112,21513,0.32,0.48,0,1,1,0,5.3,101.65
2020,5,BOM_SEA,NPL,MIDDLE_EAST,LEISURE,1,28462,96840,498125,22179,3055,0.49,0.22,0,0,0,0,8.6,85.4
2016,3,HYD_AIR,USA,EUROPE,PILGRIMAGE,4,384958,323945,466505,43411,166809,0.76,0.11,0,1,0,1,2.2,108.26
2024,4,CCU_AIR,NPL,ASIA,VFR,29,236434,13277,222634,138536,39286,0.12,0.25,1,1,0,1,8.7,117.94
2025,3,BLR_AIR,KOR,MIDDLE_EAST,PILGRIMAGE,44,945093,330888,74486,21593,134913,0.74,0.07,1,0,1,1,9.4,103.22
2021,5,DEL_AIR,CAN,ASIA,PILGRIMAGE,28,16808,394825,584645,138165,66829,0.56,0.39,1,0,1,1,9.6,114.8
2018,11,CCU_AIR,NGA,EUROPE,BUSINESS,1,543644,221211,130484,156507,171009,0.4,0.31,0,1,0,0,3.7,119.38
2021,10,MUM_SEA,CAN,AFRICA,VFR,11,1023422,237802,533750,188165,52029,0.53,0.45,0,1,0,0,7.5,129.29
2015,10,MAA_AIR,MYS,S_AMERICA,VFR,42,628456,116441,449308,15747,64570,0.57,0.35,0,0,0,1,1.6,100.77
2015,5,HYD_AIR,AUS,N_AMERICA,BUSINESS,27,121286,65140,346789,193486,192017,0.71,0.22,0,0,1,0,3.6,67.79
2016,12,MAA_AIR,ARE,MIDDLE_EAST,BUSINESS,40,173532,80058,175210,203586,5512,0.73,0.13,0,1,1,0,4.0,88.92
2017,10,HYD_AIR,CHN,AFRICA,LEISURE,26,184167,326496,175320,163291,117307,0.68,0.18,1,0,1,1,7.4,112.16
2018,4,DEL_AIR,SGP,N_AMERICA,EDUCATION,18,774375,345896,274858,27998,54623,0.06,0.26,1,1,0,1,3.9,120.99
2016,2,MAA_AIR,AFG,ASIA,EDUCATION,17,520757,194066,161538,199523,149130,0.52,0.39,0,1,1,1,1.6,74.68
2017,5,MAA_AIR,ARE,S_AMERICA,CONFERENCE,42,1188468,118494,327584,155728,166845,0.42,0.3,1,1,1,1,5.2,102.16
2019,9,KOCHI_SEA,FRA,EUROPE,MEDICAL,33,112393,230939,284379,141680,48020,0.54,0.37,0,1,0,1,3.7,111.11
2018,1,BOM_SEA,CAN,EUROPE,LEISURE,39,189699,841,284210,114823,65120,0.56,0.08,1,1,1,1,7.9,129.17
2022,4,CCU_AIR,ARE,ASIA,BUSINESS,42,36138,21110,51783,66193,28256,0.57,0.17,0,1,0,0,5.6,86.78
2021,5,BLR_AIR,IND,EUROPE,CONFERENCE,29,645075,77639,391405,181385,155025,0.35,0.1,1,0,1,0,3.8,63.05
2019,9,BLR_AIR,KEN,S_AMERICA,CONFERENCE,37,561899,300577,405242,200619,170391,0.43,0.36,0,0,0,1,1.5,127.29
2024,12,HYD_AIR,DEU,MIDDLE_EAST,CONFERENCE,41,979545,304017,242991,5369,184203,0.06,0.69,0,1,1,1,3.0,63.23
2025,2,BLR_AIR,BTN,S_AMERICA,EDUCATION,16,309037,354848,290057,173071,9678,0.85,0.13,0,1,1,1,2.5,76.55
2023,10,COK_AIR,MDV,MIDDLE_EAST,MEDICAL,42,274486,365878,301525,33057,101309,0.89,0.07,0,0,1,1,4.1,98.61
2016,11,KOCHI_SEA,SGP,EUROPE,EDUCATION,24,965859,202065,223482,126743,60543,0.39,0.13,1,1,1,1,1.3,66.15
2015,7,BLR_AIR,PAK,AFRICA,VFR,5,1096677,381213,587748,132727,30420,0.41,0.57,0,1,0,1,1.4,126.01
2019,1,MAA_AIR,AFG,EUROPE,PILGRIMAGE,31,976505,78850,352583,32045,57583,0.44,0.15,1,1,0,0,9.2,99.9
2016,8,BOM_AIR,SGP,S_AMERICA,PILGRIMAGE,35,1056221,79345,471165,170140,124421,0.3,0.26,1,0,1,1,9.0,85.32
2018,2,DEL_AIR,CAN,ASIA,LEISURE,11,832828,77050,2178,37829,118501,0.42,0.21,0,1,1,0,7.4,85.1
2017,1,BLR_AIR,ARE,OCEANIA,CONFERENCE,2,94047,291727,439071,154674,16134,0.35,0.51,0,1,0,1,7.5,60.82
2016,4,MAA_AIR,BTN,EUROPE,LEISURE,21,165879,195208,321947,235598,198417,0.07,0.79,0,0,1,1,1.7,116.72
2020,9,AMD_AIR,SAU,AFRICA,CONFERENCE,7,527010,288224,224124,203114,6229,0.16,0.28,1,1,1,1,2.3,88.61
2020,4,AMD_AIR,SGP,EUROPE,CONFERENCE,14,678185,30543,315601,95527,28383,0.12,0.29,1,1,0,0,3.5,60.69
2019,5,HYD_AIR,MDV,N_AMERICA,CONFERENCE,17,654598,17446,506354,159892,67014,0.25,0.53,1,0,1,0,5.5,115.88
2019,11,GOI_AIR,RUS,MIDDLE_EAST,VFR,34,569827,115837,55188,238950,76082,0.13,0.75,1,1,0,1,8.6,124.11
2023,2,BOM_SEA,AUS,MIDDLE_EAST,MEDICAL,35,894211,2514,110164,187742,75452,0.25,0.16,0,0,1,1,9.9,104.97
2021,10,HYD_AIR,VNM,OCEANIA,BUSINESS,5,126700,370750,548353,116255,75171,0.05,0.94,0,1,1,1,8.0,128.73
2020,10,BOM_AIR,USA,EUROPE,CONFERENCE,16,1170993,181092,60678,247337,30876,0.89,0.09,0,0,0,0,2.4,97.5
2018,12,DEL_AIR,MMR,S_AMERICA,BUSINESS,17,415418,92284,583075,101870,169258,0.14,0.29,1,0,0,1,9.1,65.91
2019,2,AMD_AIR,CAN,OCEANIA,VFR,9,248048,120954,157104,162899,119403,0.76,0.2,0,1,1,1,7.2,127.67
2015,9,COK_AIR,CAN,EUROPE,CONFERENCE,14,227893,207520,376571,205333,48916,0.14,0.09,0,1,0,1,1.8,80.83
2025,12,MUM_SEA,CAN,EUROPE,VFR,31,696851,394728,466829,202276,87617,0.31,0.63,1,1,1,0,4.1,110.09
2016,6,COK_AIR,GBR,ASIA,CONFERENCE,41,549978,128634,42912,212335,145515,0.85,0.1,1,1,1,1,8.2,95.2
2017,6,AMD_AIR,ETH,N_AMERICA,LEISURE,34,1132411,77198,89718,90054,33180,0.31,0.19,0,1,1,1,8.9,72.31
2015,8,COK_AIR,CAN,ASIA,EDUCATION,20,197342,332056,465240,216289,118034,0.61,0.28,1,1,1,1,7.7,87.28
2016,3,CCU_AIR,VNM,S_AMERICA,MEDICAL,1,223211,328734,479491,40744,127482,0.32,0.11,0,1,1,1,5.3,88.25
2022,11,HYD_AIR,PAK,MIDDLE_EAST,MEDICAL,38,702802,276283,587167,249522,107999,0.85,0.1,0,1,0,1,10.0,112.85
2025,6,DEL_AIR,KEN,AFRICA,PILGRIMAGE,17,745754,95403,176702,149351,196812,0.06,0.89,0,1,0,0,1.0,79.53
2019,11,AMD_AIR,IND,ASIA,CONFERENCE,16,688438,319537,90547,224845,161937,0.26,0.49,1,0,1,0,2.0,129.49
2019,7,BOM_AIR,NGA,MIDDLE_EAST,EDUCATION,34,101773,214270,554898,54886,93443,0.4,0.1,1,1,1,0,5.1,117.84
2024,1,AMD_AIR,KOR,OCEANIA,CONFERENCE,7,688547,395151,416474,129246,45934,0.75,0.23,1,1,1,1,7.4,103.46
2024,1,AMD_AIR,NPL,MIDDLE_EAST,BUSINESS,41,1069271,232776,344698,167972,91341,0.54,0.39,1,0,0,1,1.2,96.54
2023,6,GOI_AIR,CAN,S_AMERICA,MEDICAL,44,414199,275653,479735,42476,69870,0.81,0.15,1,1,1,0,4.9,111.97
2018,6,HYD_AIR,JPN,N_AMERICA,LEISURE,27,779382,367901,331450,126214,152061,0.8,0.07,0,0,1,0,3.3,126.75
2019,8,COK_AIR,BGD,EUROPE,VFR,15,744070,293927,17734,131002,29231,0.86,0.11,0,0,1,1,6.0,129.85
2021,2,CCU_AIR,VNM,ASIA,EDUCATION,40,242986,301562,592858,183511,88839,0.21,0.63,1,0,0,0,3.8,120.78
2024,9,GOI_AIR,CHN,EUROPE,BUSINESS,22,219362,214400,49883,23703,130677,0.41,0.44,0,0,0,1,6.9,62.16
2020,10,COK_AIR,MDV,N_AMERICA,CONFERENCE,30,693761,378479,286073,128969,103063,0.41,0.23,1,0,1,0,2.3,127.62
2024,7,GOI_AIR,DEU,AFRICA,CONFERENCE,36,1026782,202431,525610,116466,138110,0.15,0.81,1,0,1,0,7.8,111.32
2018,1,HYD_AIR,CAN,EUROPE,EDUCATION,33,600504,384297,495572,198898,71984,0.85,0.07,1,0,0,1,5.9,102.93
2024,3,COK_AIR,FRA,OCEANIA,EDUCATION,45,358392,125644,171236,60627,146148,0.36,0.31,1,0,1,1,7.8,72.47
2021,5,MUM_SEA,NPL,AFRICA,EDUCATION,9,30013,301602,236912,107084,9781,0.59,0.2,1,1,0,1,5.4,68.82
2016,8,BOM_SEA,IND,N_AMERICA,LEISURE,2,368101,30708,430617,134593,119852,0.56,0.4,1,0,1,1,4.4,92.07
2017,11,GOI_AIR,IND,N_AMERICA,PILGRIMAGE,1,154265,338528,114156,222957,118030,0.25,0.2,0,1,0,0,3.1,110.49
2016,7,BOM_SEA,USA,AFRICA,BUSINESS,6,453428,110558,222486,207111,84488,0.54,0.37,1,1,1,1,9.0,112.24
2023,2,AMD_AIR,SAU,ASIA,VFR,22,417572,312593,487938,70044,33449,0.27,0.41,1,0,1,0,4.9,98.38
2022,7,DEL_AIR,ETH,N_AMERICA,LEISURE,18,254823,367694,460944,144081,117841,0.29,0.45,0,1,1,1,5.3,116.4
2018,7,KOCHI_SEA,BTN,N_AMERICA,MEDICAL,44,1174017,153785,347822,146976,117507,0.52,0.06,0,0,0,1,5.7,100.49
2023,12,BOM_SEA,USA,AFRICA,EDUCATION,34,64071,34917,280274,108036,93097,0.44,0.39,0,0,1,0,5.7,90.15
2017,8,KOCHI_SEA,SGP,EUROPE,MEDICAL,35,1064055,281038,123054,114874,84661,0.41,0.17,1,1,1,0,6.3,85.63
2021,5,BLR_AIR,FRA,AFRICA,EDUCATION,36,884671,53439,483985,164255,111289,0.38,0.31,0,1,1,1,2.2,80.22
2020,6,BLR_AIR,IND,S_AMERICA,EDUCATION,26,192252,25965,240353,90551,96501,0.69,0.17,1,1,1,0,8.5,117.48
2025,4,COK_AIR,THA,EUROPE,BUSINESS,45,1099865,383466,59626,202579,102527,0.29,0.68,1,0,1,1,4.1,75.33
2019,12,COK_AIR,ETH,EUROPE,CONFERENCE,5,113298,47390,364982,202431,137412,0.32,0.34,0,1,1,0,2.4,122.97
2016,2,GOI_AIR,ESP,N_AMERICA,VFR,30,255515,59917,295700,213828,149382,0.54,0.22,1,1,1,0,2.5,81.58
2015,3,HYD_AIR,PAK,MIDDLE_EAST,LEISURE,13,927299,350100,242379,117671,142897,0.87,0.11,0,1,1,1,4.3,89.85
2017,9,COK_AIR,IND,EUROPE,LEISURE,33,425482,358726,359171,24911,131265,0.3,0.32,1,1,0,0,3.3,70.41
2023,2,BOM_SEA,GBR,ASIA,VFR,23,483338,299683,29084,147239,18370,0.4,0.53,0,1,0,1,8.5,67.82
2019,8,KOCHI_SEA,KOR,ASIA,PILGRIMAGE,21,977200,23150,303013,80378,111488,0.16,0.47,1,1,0,1,8.9,69.85
2019,8,AMD_AIR,BGD,ASIA,EDUCATION,18,11035,258982,82545,233554,33937,0.59,0.36,0,1,0,0,7.4,111.22
2016,6,HYD_AIR,LKA,S_AMERICA,MEDICAL,6,1041093,55449,393540,19371,192646,0.26,0.51,0,1,1,0,8.3,108.11
2017,12,HYD_AIR,AUS,N_AMERICA,PILGRIMAGE,4,987300,63651,70105,152774,31213,0.5,0.34,1,0,1,0,1.1,109.15
2016,9,DEL_AIR,MDV,OCEANIA,CONFERENCE,36,199867,262350,3171,166440,151541,0.41,0.36,1,0,0,1,1.8,119.49
2021,9,CCU_AIR,ETH,OCEANIA,BUSINESS,37,1171700,71587,481224,186138,68023,0.71,0.17,0,0,1,0,8.3,74.29
2017,7,KOCHI_SEA,SGP,AFRICA,LEISURE,1,21343,112873,73632,207928,132229,0.76,0.12,0,0,0,0,5.2,78.1
2019,3,AMD_AIR,VNM,S_AMERICA,LEISURE,26,1181794,9531,369978,124828,160417,0.68,0.27,0,0,0,1,9.5,127.31
2015,4,CCU_AIR,MDV,S_AMERICA,EDUCATION,42,726551,151036,536863,156201,4067,0.43,0.38,1,0,1,0,8.6,67.46
2018,7,MUM_SEA,SAU,ASIA,MEDICAL,40,339312,20761,422910,156103,140330,0.4,0.1,1,1,1,0,4.0,79.57
2020,2,BLR_AIR,SAU,EUROPE,LEISURE,40,280342,370283,307380,169038,113092,0.4,0.42,0,1,1,0,3.9,127.32
2025,3,HYD_AIR,NPL,AFRICA,PILGRIMAGE,14,518521,100640,559921,155823,23272,0.48,0.07,1,1,1,1,8.9,98.32
2024,2,DEL_AIR,BGD,N_AMERICA,VFR,21,974885,46847,180794,86240,19860,0.58,0.41,1,1,1,0,4.9,124.95
2018,12,CCU_AIR,DEU,EUROPE,BUSINESS,44,635654,68447,379742,229918,135025,0.33,0.25,0,1,0,0,5.0,116.42
2025,7,MAA_AIR,USA,MIDDLE_EAST,MEDICAL,9,521980,294784,567292,169369,26619,0.67,0.08,1,1,1,1,5.8,126.47
2021,4,BOM_SEA,KOR,MIDDLE_EAST,CONFERENCE,36,656893,398272,599289,230807,125410,0.82,0.08,1,0,0,0,7.9,111.71
2020,8,CCU_AIR,AFG,MIDDLE_EAST,BUSINESS,4,797777,275308,553195,201553,142464,0.11,0.85,1,0,1,0,4.3,78.32
2019,3,MAA_AIR,BTN,EUROPE,BUSINESS,21,339684,264575,435318,125242,169146,0.07,0.48,0,0,1,0,4.8,113.16
2020,10,DEL_AIR,BTN,S_AMERICA,CONFERENCE,17,790824,109780,145859,160032,31138,0.62,0.37,1,0,1,0,5.0,87.42
2017,9,DEL_AIR,ESP,S_AMERICA,CONFERENCE,16,69093,349454,423171,137302,71477,0.6,0.16,0,0,0,0,8.5,71.2
2016,11,KOCHI_SEA,SAU,ASIA,BUSINESS,41,926578,106011,253084,156577,109630,0.44,0.07,0,1,1,0,4.8,77.33
2023,12,DEL_AIR,RUS,MIDDLE_EAST,VFR,28,1087039,4742,87004,199312,127197,0.75,0.23,1,1,1,0,8.5,80.51
2024,12,HYD_AIR,NGA,N_AMERICA,CONFERENCE,2,761420,87707,123496,245386,84485,0.69,0.29,0,1,0,1,6.0,67.2
2015,7,HYD_AIR,MYS,N_AMERICA,VFR,38,987718,98039,275000,176132,162171,0.87,0.08,1,0,1,0,6.4,88.16
2017,1,MUM_SEA,ARE,S_AMERICA,VFR,18,244603,139748,535430,176298,5035,0.76,0.18,1,1,0,0,6.7,125.97
2021,7,COK_AIR,PAK,MIDDLE_EAST,BUSINESS,37,341745,47396,526564,212777,145935,0.12,0.26,0,1,1,1,4.4,73.62
2024,2,GOI_AIR,DEU,S_AMERICA,VFR,37,647435,90118,100123,115162,199288,0.4,0.39,1,1,1,1,6.5,128.46
2019,4,GOI_AIR,BGD,ASIA,EDUCATION,27,135868,378676,336151,176455,179771,0.35,0.09,0,1,0,0,2.6,94.05
2016,8,DEL_AIR,KEN,EUROPE,BUSINESS,1,758887,156581,475956,58998,89500,0.76,0.12,1,1,1,0,3.8,113.09
2023,3,COK_AIR,ITA,AFRICA,EDUCATION,1,178733,61672,387518,153552,94054,0.25,0.32,0,0,0,0,8.7,67.84
2021,2,DEL_AIR,ESP,MIDDLE_EAST,LEISURE,1,46288,259240,401806,82428,64105,0.14,0.3,1,1,1,1,4.3,120.35
2017,10,BOM_SEA,MYS,ASIA,PILGRIMAGE,44,192684,364782,147107,23140,38631,0.12,0.46,1,1,0,1,4.5,100.46
2019,4,BOM_SEA,DEU,N_AMERICA,CONFERENCE,12,1003583,56667,172120,168604,109906,0.53,0.33,1,1,1,1,9.1,69.08
2015,11,BOM_SEA,CAN,N_AMERICA,MEDICAL,37,231697,105512,281894,28468,53308,0.31,0.37,1,0,1,0,4.1,94.92
2023,4,BOM_SEA,KEN,EUROPE,LEISURE,12,771551,252261,326223,23549,123092,0.21,0.38,1,1,0,1,6.8,107.53
2015,3,MUM_SEA,KEN,EUROPE,BUSINESS,13,313206,57786,41944,244381,167773,0.82,0.14,0,1,1,0,9.5,88.89
2019,12,CCU_AIR,USA,MIDDLE_EAST,CONFERENCE,42,1197986,369817,438327,246559,525,0.06,0.8,1,1,1,1,10.0,82.72
2024,6,BLR_AIR,NGA,OCEANIA,EDUCATION,17,1057843,171982,594307,16646,39838,0.43,0.28,0,0,0,1,5.8,81.24
2023,10,KOCHI_SEA,SAU,MIDDLE_EAST,EDUCATION,42,467574,69842,428908,52020,73689,0.46,0.28,0,0,1,0,6.5,97.4
2021,5,MUM_SEA,SAU,AFRICA,MEDICAL,16,115683,387253,367853,84605,159414,0.51,0.43,1,1,1,1,4.9,90.74
2023,3,GOI_AIR,ESP,N_AMERICA,CONFERENCE,40,173661,21226,543712,175907,28163,0.7,0.05,0,1,0,1,7.7,111.9
2020,10,MUM_SEA,VNM,S_AMERICA,BUSINESS,44,626352,189687,597331,62342,197539,0.06,0.42,1,0,1,1,7.5,126.42
2020,6,BLR_AIR,AUS,S_AMERICA,BUSINESS,45,685894,373165,433482,121922,12364,0.25,0.07,0,1,1,0,4.4,72.58
2023,8,BOM_SEA,ARE,ASIA,PILGRIMAGE,6,1199114,2209,172285,104716,40756,0.71,0.14,1,0,1,1,1.5,95.61
2015,4,BOM_SEA,CAN,MIDDLE_EAST,VFR,16,413961,147934,390075,90617,71652,0.34,0.21,1,1,1,0,6.6,94.28
2017,7,COK_AIR,SAU,S_AMERICA,CONFERENCE,18,731666,366193,165346,141319,108041,0.54,0.28,0,0,0,0,1.3,88.05
2023,7,BOM_SEA,DEU,OCEANIA,BUSINESS,22,300356,144492,413392,37843,33406,0.29,0.36,0,0,0,0,6.7,112.32
2017,5,BOM_SEA,MYS,AFRICA,LEISURE,24,414963,349623,99351,140172,65721,0.12,0.14,0,0,1,1,8.3,92.01
2018,4,GOI_AIR,JPN,AFRICA,EDUCATION,21,327900,250192,117777,190330,92731,0.26,0.42,0,0,0,1,6.2,66.58
2018,12,DEL_AIR,MMR,OCEANIA,PILGRIMAGE,35,366212,357560,376007,197217,31491,0.75,0.19,0,1,0,1,4.0,95.15
2016,7,MAA_AIR,ARE,N_AMERICA,PILGRIMAGE,41,1122155,332304,572082,79213,194025,0.34,0.08,0,1,1,0,5.5,112.81
2015,6,BOM_AIR,NGA,S_AMERICA,EDUCATION,9,814832,396704,127136,98540,62827,0.52,0.06,1,1,1,1,4.2,127.1
2018,7,MAA_AIR,CHN,EUROPE,VFR,7,715628,299745,278734,53377,112039,0.06,0.84,1,1,0,0,2.0,67.98
2022,5,BLR_AIR,KOR,N_AMERICA,BUSINESS,12,913316,11921,320379,96762,176359,0.49,0.31,1,1,0,0,3.9,104.38
2017,11,COK_AIR,USA,ASIA,MEDICAL,31,174454,250869,203983,216547,55067,0.67,0.08,1,1,1,0,5.4,84.72
2019,8,KOCHI_SEA,KOR,EUROPE,VFR,1,1117670,74217,163865,219630,144065,0.54,0.34,1,1,1,0,4.1,75.93
2023,5,COK_AIR,USA,S_AMERICA,PILGRIMAGE,25,756605,315331,202785,126532,46682,0.07,0.8,1,0,1,1,1.2,101.86
2022,7,COK_AIR,SGP,MIDDLE_EAST,CONFERENCE,39,505725,50685,156805,102381,123643,0.07,0.9,1,1,1,1,1.8,87.61
2022,5,CCU_AIR,MMR,AFRICA,CONFERENCE,37,1124461,235964,69174,246572,35804,0.8,0.17,0,1,0,0,2.1,65.08
2021,11,BLR_AIR,NGA,S_AMERICA,CONFERENCE,20,268952,71285,345475,234582,189974,0.23,0.59,0,0,1,0,4.7,122.7
2023,12,COK_AIR,AFG,AFRICA,LEISURE,33,466346,345534,26889,47832,19915,0.63,0.33,0,1,0,0,1.3,90.31
2024,11,BOM_SEA,IND,OCEANIA,CONFERENCE,21,728648,166805,239765,63211,137159,0.08,0.47,1,1,1,1,5.3,127.46
2025,6,MUM_SEA,MDV,ASIA,LEISURE,24,246061,2963,324745,178022,147913,0.31,0.36,0,1,0,0,1.6,75.59
2019,8,COK_AIR,ETH,MIDDLE_EAST,VFR,9,17400,241206,217203,203813,184656,0.33,0.47,1,0,1,1,9.2,63.9
2025,3,BOM_SEA,THA,N_AMERICA,PILGRIMAGE,8,541426,90576,316637,92360,34880,0.77,0.21,0,0,0,0,9.9,62.09
2025,10,BOM_AIR,CAN,OCEANIA,VFR,34,83583,225207,294576,103296,154178,0.73,0.1,0,1,1,1,4.4,103.09
2022,11,COK_AIR,PAK,S_AMERICA,CONFERENCE,38,936522,396514,425644,182596,16027,0.76,0.13,0,0,0,0,8.0,118.62
2020,7,MAA_AIR,FRA,EUROPE,PILGRIMAGE,16,584524,350272,599928,213201,75241,0.85,0.13,0,0,0,0,9.1,104.78
2025,1,BOM_AIR,ITA,S_AMERICA,EDUCATION,26,1053622,231763,462935,248758,82403,0.37,0.21,1,1,0,0,8.6,117.66
2015,5,BOM_SEA,CAN,S_AMERICA,VFR,1,1194253,338780,569511,12968,124730,0.24,0.09,0,1,1,1,6.0,96.24
2018,8,BOM_AIR,JPN,ASIA,PILGRIMAGE,21,384315,360206,501556,82940,188156,0.68,0.16,0,1,1,1,5.1,67.94
2018,9,COK_AIR,JPN,AFRICA,EDUCATION,37,186707,201169,521258,164854,48175,0.12,0.86,0,1,1,0,3.9,116.39
2015,1,KOCHI_SEA,PAK,N_AMERICA,LEISURE,13,850216,55695,536431,9841,197305,0.88,0.1,0,1,0,0,1.8,85.42
2022,3,AMD_AIR,NGA,N_AMERICA,LEISURE,28,622517,16824,332397,171733,72024,0.68,0.26,0,0,0,1,9.7,108.49
2022,1,BOM_AIR,THA,AFRICA,LEISURE,35,398811,189514,26825,87544,147809,0.29,0.12,1,1,1,0,1.5,67.99
2021,12,AMD_AIR,ESP,EUROPE,EDUCATION,8,509398,229902,509266,69952,102712,0.72,0.17,1,0,0,0,2.7,79.73
2016,9,BLR_AIR,BTN,S_AMERICA,VFR,21,1076203,182065,219041,224232,57846,0.82,0.16,0,1,1,0,5.6,89.02
2021,11,CCU_AIR,MMR,ASIA,BUSINESS,29,619162,55444,556384,7685,199964,0.18,0.73,1,0,0,0,1.8,127.78
2017,10,BLR_AIR,SAU,EUROPE,BUSINESS,19,615959,67631,339748,200890,115468,0.61,0.38,1,1,1,1,7.3,104.63
2024,8,BOM_SEA,ITA,ASIA,MEDICAL,14,460175,215277,257179,67816,110463,0.17,0.69,1,0,1,1,1.1,108.52
2025,11,MAA_AIR,ETH,MIDDLE_EAST,MEDICAL,9,1074691,129438,512217,165336,188262,0.53,0.42,1,1,1,1,8.7,114.44
2020,4,BLR_AIR,CHN,MIDDLE_EAST,CONFERENCE,39,1093170,130404,518880,170655,73652,0.21,0.2,0,1,1,1,9.3,94.5
2019,2,AMD_AIR,BGD,ASIA,EDUCATION,27,1166998,138175,157528,147053,187027,0.48,0.06,0,0,0,1,7.1,70.88
2023,4,MUM_SEA,SAU,S_AMERICA,VFR,1,507438,390330,333455,247826,100245,0.47,0.36,1,0,0,1,6.7,81.47
2024,10,COK_AIR,IND,OCEANIA,LEISURE,44,322387,27871,227453,90790,91660,0.3,0.5,1,0,0,1,6.3,77.28
2015,2,BOM_SEA,BTN,OCEANIA,BUSINESS,4,1192192,193061,400010,37662,64583,0.1,0.83,1,0,0,1,1.7,122.78
2019,10,DEL_AIR,CHN,S_AMERICA,MEDICAL,31,1070102,251375,372551,69575,103378,0.72,0.18,1,1,0,0,4.0,110.99
2025,1,CCU_AIR,ITA,N_AMERICA,VFR,15,569915,215204,94542,42906,78660,0.45,0.26,1,1,1,0,6.7,98.68
2023,8,MAA_AIR,CAN,N_AMERICA,BUSINESS,1,563784,362893,156799,166987,133700,0.63,0.35,0,1,1,1,2.9,77.05
2015,12,GOI_AIR,SAU,S_AMERICA,VFR,8,731979,61,284577,241876,10849,0.79,0.08,0,1,1,0,1.0,70.91
2025,10,CCU_AIR,JPN,MIDDLE_EAST,PILGRIMAGE,6,449090,166597,212528,131937,115325,0.27,0.37,0,1,1,0,5.8,101.39
