health_chronic_surveillance_year,health_chronic_small_area_id,health_chronic_condition_code,health_chronic_prevalence_rate_pct,health_chronic_incidence_rate_per_100k,health_chronic_hospitalization_rate_per_100k,health_chronic_mortality_rate_per_100k,health_chronic_comorbidity_index,health_chronic_risk_factor_smoking_rate,health_chronic_risk_factor_obesity_rate,health_chronic_risk_factor_diabetes_rate,health_chronic_physical_activity_rate,health_chronic_diet_quality_score,health_chronic_medication_adherence_rate,health_chronic_preventive_screening_rate,health_chronic_avoidable_ed_visit_rate,health_chronic_healthcare_access_barrier_index,health_chronic_ncoioeconomic_deprivation_index,health_chronic_age_adjustment_standard,health_chronic_confidence_interval_width
2022,LGD-SA-5449780,CANC,17.49,203.73,1233.13,491.15,5.99,23.24,37.19,25.45,84.22,60.79,61.04,86.5,97.81,27.9,97.49,Census2011,1.584
2016,LGD-SA-5031501,CVD,12.15,1793.51,1573.5,1375.17,11.63,21.64,41.02,2.65,72.69,73.12,68.76,53.86,156.63,31.1,40.58,Census2011,9.364
2020,LGD-SA-7947537,CKD,16.08,3372.46,885.3,1655.81,13.48,24.39,8.42,12.43,71.6,51.4,59.3,72.21,42.63,66.81,12.75,Census2011,3.52
2025,LGD-SA-7398617,TB_SEQ,23.62,2518.5,1882.59,692.51,8.94,20.43,31.4,16.29,29.38,93.27,71.45,11.97,82.96,30.92,75.91,GBDStd,3.912
2025,LGD-SA-5379203,TB_SEQ,16.07,1003.79,90.02,1358.58,2.77,39.99,47.79,30.53,45.11,54.55,44.82,32.09,105.38,61.87,80.98,GBDStd,10.591
2015,LGD-SA-9030020,STROKE,7.17,488.98,164.68,18.27,2.37,21.22,16.23,2.44,67.45,40.53,73.45,73.01,83.03,53.48,63.16,WHO2000,4.697
2022,LGD-SA-5055703,ASTH,6.69,2943.71,298.66,513.6,0.44,41.02,46.02,21.85,87.18,36.66,84.35,7.63,95.66,61.83,6.75,WHO2000,5.95
2017,LGD-SA-8587935,CVD,2.83,123.93,2127.25,562.6,8.07,30.71,16.44,14.88,78.91,83.02,97.61,39.08,67.59,2.81,26.28,GBDStd,10.954
2023,LGD-SA-1568748,TB_SEQ,42.71,2326.77,2041.62,273.74,0.41,15.46,28.93,9.9,48.3,84.64,63.06,37.49,44.45,64.23,36.69,Census2011,4.398
2015,LGD-SA-4699636,OBES,17.72,923.86,1436.54,1352.27,11.58,18.94,50.84,17.57,72.09,20.46,66.85,41.87,91.8,54.68,82.15,GBDStd,6.654
2016,LGD-SA-8088341,ASTH,13.48,2588.31,689.68,897.05,14.56,4.16,15.88,11.47,36.95,51.59,25.34,78.86,165.26,28.44,80.95,India2011,3.966
2025,LGD-SA-3080659,CANC,7.1,2263.39,1435.03,1550.96,12.66,41.62,27.32,2.41,18.16,68.65,68.54,64.05,148.24,27.45,59.88,GBDStd,7.506
2022,LGD-SA-3336056,TB_SEQ,15.58,3247.97,2063.21,116.01,6.73,1.82,11.04,7.98,70.48,7.08,70.24,29.16,38.49,37.0,35.54,WHO2000,10.243
2022,LGD-SA-8009328,STROKE,41.91,3409.23,1615.97,1284.45,3.63,19.91,51.05,3.35,88.82,46.2,21.99,59.28,179.96,46.0,35.35,India2011,2.462
2015,LGD-SA-9099033,CANC,37.37,2671.48,2129.35,1555.81,13.18,24.66,28.33,5.75,85.9,77.04,72.89,48.54,90.45,93.72,56.25,India2011,11.949
2025,LGD-SA-3979062,TB_SEQ,30.68,1662.61,1661.99,665.76,13.03,6.13,25.98,15.41,43.81,46.86,48.41,49.6,34.03,78.06,1.07,Census2011,12.961
2019,LGD-SA-1935597,DM2,30.76,607.9,2001.82,1353.06,12.83,17.34,15.63,14.74,40.42,71.67,45.89,37.92,121.25,71.03,16.49,WHO2000,1.15
2020,LGD-SA-9516068,COPD,16.49,738.79,471.45,1716.11,1.3,31.91,23.96,11.62,89.48,51.93,30.98,50.69,129.36,1.18,33.08,Census2011,11.861
2023,LGD-SA-6573890,CKD,16.59,29.05,177.1,661.68,6.88,29.85,9.51,31.64,70.87,57.11,62.7,70.76,30.39,77.73,38.43,WHO2000,10.421
2015,LGD-SA-5539595,CKD,5.76,3122.48,784.41,1472.46,5.17,5.9,45.09,27.29,19.21,66.37,40.79,63.77,31.34,78.82,29.82,Census2011,2.021
2025,LGD-SA-6914312,OBES,16.36,2189.73,78.88,408.54,3.17,8.06,12.51,9.05,74.92,39.49,28.75,30.01,1.11,75.76,7.62,India2011,1.103
2017,LGD-SA-7764051,HTN,24.26,428.27,1876.48,928.41,4.37,40.35,17.23,33.38,17.65,4.35,82.78,56.12,106.22,19.76,67.09,WHO2000,0.383
2015,LGD-SA-4574515,OBES,30.9,1164.18,103.15,1290.49,0.7,11.87,32.64,34.39,57.88,85.63,63.88,63.92,136.92,38.31,3.96,India2011,2.882
2015,LGD-SA-2653644,ASTH,23.57,2044.04,687.03,1789.45,10.0,25.8,11.49,15.95,37.08,93.15,27.61,79.13,120.82,95.34,58.14,GBDStd,13.042
2015,LGD-SA-5594595,COPD,37.45,394.38,450.93,1403.36,6.68,21.41,53.61,28.55,60.81,41.01,90.38,31.48,151.94,34.53,60.52,GBDStd,7.016
2017,LGD-SA-5444198,HTN,14.91,3493.09,970.87,1665.14,1.49,36.47,14.78,15.12,88.95,88.54,40.88,71.43,128.41,5.48,15.42,GBDStd,5.87
2018,LGD-SA-3914575,TB_SEQ,25.74,60.32,1298.64,787.08,8.75,7.1,16.83,31.74,34.59,95.17,31.41,79.86,127.59,58.01,12.51,GBDStd,1.522
2020,LGD-SA-3410677,HTN,41.04,1364.58,458.58,1338.65,3.59,43.02,13.24,6.14,24.04,44.15,29.32,15.4,146.73,49.01,6.84,India2011,6.265
2024,LGD-SA-8324015,TB_SEQ,3.2,3430.79,701.27,1258.22,4.4,44.36,42.6,30.35,65.85,99.23,84.47,58.03,126.37,7.82,6.07,Census2011,6.022
2023,LGD-SA-4331154,STROKE,5.14,3434.75,1209.38,642.17,2.79,13.14,13.71,22.99,17.2,23.08,46.09,50.42,167.26,51.35,92.72,GBDStd,14.984
2015,LGD-SA-8607027,TB_SEQ,26.17,2839.66,1390.51,1765.97,1.16,17.0,12.67,26.83,45.04,81.61,88.75,74.3,171.23,16.82,11.03,Census2011,1.338
2024,LGD-SA-1691635,ASTH,12.91,254.76,1372.16,1166.99,2.37,6.42,21.09,30.81,83.73,6.19,27.51,7.25,117.07,99.84,26.91,GBDStd,3.242
2021,LGD-SA-4877018,CANC,17.85,343.91,596.88,1319.23,1.61,1.16,25.03,2.02,36.14,21.27,36.27,53.07,143.3,23.91,13.81,Census2011,1.47
2019,LGD-SA-7026261,CVD,32.91,2168.3,1316.75,963.37,3.53,10.21,19.45,21.01,52.78,68.84,65.73,50.65,82.98,72.73,82.06,Census2011,6.61
2017,LGD-SA-7028015,NCD_MULTI,20.42,2516.84,727.84,1741.59,12.41,24.81,17.52,22.73,27.14,76.65,29.43,39.95,37.1,33.69,53.13,GBDStd,11.37
2015,LGD-SA-4686842,HTN,28.68,955.51,1997.02,926.13,3.15,19.61,41.41,21.89,21.69,80.24,89.06,41.4,42.84,86.62,85.81,India2011,1.499
2015,LGD-SA-9064431,OBES,24.99,3180.68,875.44,740.86,9.39,30.82,25.91,20.65,19.79,7.73,62.82,36.01,24.99,99.94,28.81,GBDStd,11.232
2015,LGD-SA-7011267,ASTH,5.74,1723.44,1079.36,242.53,14.33,22.98,26.86,29.62,24.6,9.6,66.34,67.64,36.51,88.71,67.62,GBDStd,6.279
2018,LGD-SA-9458642,DM2,15.24,1912.66,2107.86,326.97,13.08,33.05,32.21,27.74,51.09,49.07,56.9,83.72,76.99,27.35,25.74,India2011,6.553
2019,LGD-SA-2900486,CANC,5.51,2911.32,80.66,1286.23,11.0,31.46,38.13,31.42,12.54,58.59,36.93,5.8,129.56,21.18,78.72,WHO2000,3.92
2015,LGD-SA-6087190,CANC,2.02,1980.66,2129.65,1050.7,4.42,19.96,38.27,29.69,32.05,57.69,85.38,60.69,131.88,58.98,31.71,WHO2000,10.892
2017,LGD-SA-7026011,ASTH,23.88,1189.89,161.45,1330.29,11.94,3.39,27.62,13.74,81.91,12.7,40.08,62.16,131.53,50.03,87.65,Census2011,14.475
2019,LGD-SA-9899434,STROKE,21.77,2929.37,2018.72,1242.68,6.67,43.26,11.66,4.33,58.07,98.14,44.99,52.88,37.45,41.34,55.04,GBDStd,4.383
2020,LGD-SA-8589823,OBES,20.96,1412.8,595.49,1073.81,8.03,20.84,18.48,31.55,71.94,96.47,40.79,47.91,32.54,98.14,15.76,WHO2000,9.308
2019,LGD-SA-5928760,ASTH,23.93,2786.26,1730.33,665.08,7.84,10.16,12.75,4.86,11.73,52.04,95.18,7.47,153.99,6.87,68.07,GBDStd,6.921
2019,LGD-SA-3939861,ASTH,21.95,512.72,2121.24,1093.1,14.97,18.49,53.43,1.16,27.19,63.35,64.69,44.83,113.64,2.74,63.24,GBDStd,13.569
2021,LGD-SA-7569085,ASTH,20.81,1200.88,2014.26,317.19,5.72,16.35,53.84,22.73,40.02,18.91,80.8,68.85,82.72,79.69,16.56,GBDStd,5.534
2019,LGD-SA-2124691,COPD,15.25,245.85,2175.67,1626.16,0.72,26.51,24.98,15.63,26.47,30.24,57.57,52.56,145.47,62.13,29.69,Census2011,1.131
2018,LGD-SA-7892840,DM2,18.76,430.19,1669.7,370.99,9.65,24.39,9.26,13.01,10.46,32.06,96.64,55.78,80.25,90.75,56.77,India2011,7.658
2024,LGD-SA-9644332,COPD,19.81,1252.8,182.42,1045.81,6.65,27.7,19.85,17.1,79.73,44.43,56.12,24.46,175.5,9.63,80.87,India2011,13.652
2019,LGD-SA-9733478,OBES,13.93,978.54,1542.67,1135.64,7.92,37.6,16.56,16.74,48.83,86.22,51.96,15.62,177.12,21.26,47.98,WHO2000,11.985
2021,LGD-SA-4685270,OBES,1.34,2120.89,2044.46,511.83,7.67,2.22,45.77,18.56,81.04,61.19,54.83,1.44,1.75,97.94,87.24,WHO2000,8.781
2015,LGD-SA-4302219,OBES,23.6,1152.73,979.16,267.3,9.27,39.12,44.5,17.47,53.36,80.71,34.3,58.11,140.56,68.95,92.33,WHO2000,4.947
2024,LGD-SA-3628877,CKD,42.37,714.33,2062.66,892.26,7.62,18.62,13.38,5.99,80.43,44.0,97.82,23.49,38.17,91.13,82.95,WHO2000,0.704
2021,LGD-SA-5341229,STROKE,44.81,2497.07,54.46,483.87,4.74,20.79,29.16,20.91,36.48,9.07,57.77,51.88,134.6,9.3,81.77,GBDStd,9.892
2021,LGD-SA-5407392,DM2,37.86,36.22,1119.28,582.81,12.07,22.47,41.01,5.39,35.91,91.79,45.72,86.98,94.34,83.35,43.23,GBDStd,8.487
2018,LGD-SA-6110392,ASTH,23.08,581.84,96.35,782.76,7.3,1.55,6.41,27.66,24.44,72.88,72.12,50.27,132.01,20.7,86.27,India2011,5.816
2020,LGD-SA-3557400,DM2,25.32,374.23,1404.11,534.53,2.88,33.38,51.75,16.36,81.68,71.9,62.26,59.7,9.04,4.76,93.24,India2011,3.3
2015,LGD-SA-7948169,STROKE,24.41,502.23,379.51,260.6,12.72,7.37,9.99,4.67,71.61,76.06,78.76,49.66,69.06,34.9,13.02,GBDStd,0.528
2020,LGD-SA-4698125,NCD_MULTI,44.36,203.39,1121.36,292.31,11.97,29.54,45.68,14.1,67.9,86.86,89.87,49.12,36.75,61.38,82.48,WHO2000,11.743
2015,LGD-SA-2209246,NCD_MULTI,24.86,2633.54,27.4,850.72,5.32,33.33,45.46,34.0,59.39,84.11,34.86,81.61,122.76,10.57,54.07,WHO2000,14.838
2020,LGD-SA-2832115,ASTH,37.78,3142.98,1619.3,959.2,11.11,26.0,52.37,29.08,36.39,18.83,27.59,55.8,140.77,42.53,21.82,India2011,1.014
2019,LGD-SA-3745577,CKD,16.11,1954.32,610.5,1464.25,12.23,32.85,14.86,10.78,37.34,37.65,22.5,74.41,57.41,98.88,85.63,Census2011,4.971
2023,LGD-SA-7607410,CANC,43.44,459.8,432.87,1346.46,7.36,29.84,27.66,32.8,68.03,72.19,31.18,43.83,32.97,25.93,25.94,India2011,1.804
2022,LGD-SA-8540277,OBES,42.56,3092.91,1556.99,1021.67,13.37,34.42,31.99,1.59,50.12,50.25,85.67,18.55,85.38,47.68,56.23,India2011,12.036
2020,LGD-SA-9149650,CANC,32.99,713.21,226.15,861.28,1.73,25.64,50.81,18.2,37.91,42.43,59.21,14.36,4.28,17.93,28.63,GBDStd,7.632
2021,LGD-SA-3246898,DM2,16.01,908.16,438.6,563.68,13.49,21.22,2.03,15.44,35.94,53.25,86.72,69.13,48.18,77.62,0.56,GBDStd,11.198
2017,LGD-SA-5604528,HTN,40.28,3094.46,2138.89,1131.66,11.11,42.13,48.46,9.41,70.21,87.5,58.93,62.23,172.97,91.2,76.97,GBDStd,10.592
2025,LGD-SA-8798166,DM2,28.96,2395.81,2173.8,1604.53,1.48,6.26,40.27,29.64,28.45,73.33,71.17,16.32,10.14,80.4,99.02,Census2011,8.064
2024,LGD-SA-7972755,CKD,20.78,1987.85,1504.92,1121.26,0.86,38.76,13.08,14.13,20.86,56.17,29.39,5.78,68.78,41.5,61.72,WHO2000,11.074
2021,LGD-SA-4374581,NCD_MULTI,18.62,2531.6,2187.32,1199.06,6.09,39.78,6.37,1.54,60.58,10.94,47.28,30.1,123.33,13.27,88.34,Census2011,5.3
2021,LGD-SA-9291308,CANC,12.12,1371.29,327.4,1508.29,5.87,32.01,11.02,33.16,15.52,20.18,89.19,42.29,88.33,20.12,34.55,Census2011,13.758
2018,LGD-SA-8895903,CVD,8.49,1011.87,140.06,1372.87,0.56,42.54,35.76,5.9,33.97,55.01,40.84,88.96,2.48,11.01,94.96,GBDStd,3.225
2021,LGD-SA-7083841,DM2,27.64,2762.94,1801.57,259.71,4.66,7.53,3.99,5.74,59.63,99.39,68.58,51.73,164.39,60.79,23.5,India2011,7.161
2016,LGD-SA-7152905,HTN,18.79,1663.07,581.7,797.79,2.55,9.92,50.08,4.84,11.73,17.16,96.53,84.93,117.64,10.95,71.65,India2011,14.868
2023,LGD-SA-2003247,TB_SEQ,10.74,2112.68,2093.47,226.15,5.62,31.0,30.17,34.66,57.69,37.2,84.8,12.36,89.62,77.98,87.55,Census2011,9.674
2018,LGD-SA-4668682,OBES,24.27,1901.8,905.1,699.91,14.37,8.46,31.34,10.31,50.06,29.38,35.5,94.86,38.33,68.15,28.39,Census2011,7.517
2015,LGD-SA-1996465,CANC,1.49,2451.11,446.99,996.49,3.92,10.7,49.91,11.38,19.3,93.9,96.53,89.82,139.58,21.5,86.5,Census2011,7.497
2017,LGD-SA-1544290,NCD_MULTI,13.7,2562.53,1981.96,1456.32,13.28,6.05,14.21,8.42,39.8,37.99,97.64,10.9,98.73,46.66,96.57,WHO2000,8.816
2024,LGD-SA-5143205,CVD,39.36,913.89,346.61,1456.7,1.49,3.83,19.06,13.34,15.38,30.48,24.93,27.98,101.64,16.87,26.87,GBDStd,13.279
2017,LGD-SA-1007880,STROKE,20.66,2172.6,677.29,840.1,9.06,40.64,17.09,30.51,26.41,11.28,49.82,29.08,52.54,31.08,32.59,GBDStd,9.55
2025,LGD-SA-1474131,OBES,42.26,889.36,724.66,1505.38,12.14,6.87,16.92,19.3,48.38,66.0,78.99,7.57,37.98,61.47,1.22,India2011,7.519
2021,LGD-SA-1822684,DM2,29.5,1004.85,1666.76,1534.09,13.23,11.62,28.93,18.02,65.59,50.66,26.33,67.79,5.08,68.23,0.69,Census2011,10.25
2015,LGD-SA-8421670,ASTH,39.4,377.27,1612.11,1389.48,0.62,26.61,8.24,15.08,71.67,6.53,82.98,44.17,44.34,11.36,80.08,Census2011,8.614
2016,LGD-SA-7822787,COPD,15.09,2553.33,767.83,1052.03,9.69,37.55,37.73,14.43,75.99,38.76,69.76,52.9,81.06,97.53,85.54,Census2011,10.422
2018,LGD-SA-8596562,TB_SEQ,33.38,650.14,1600.26,731.81,13.52,5.13,22.42,34.42,75.02,34.24,59.37,89.05,51.5,70.59,4.34,GBDStd,13.252
2016,LGD-SA-3313259,CKD,9.96,562.52,559.24,1739.84,2.68,34.52,17.63,26.36,56.55,78.97,65.6,14.6,91.17,43.91,68.09,India2011,14.437
2024,LGD-SA-4226723,TB_SEQ,8.41,2711.87,1943.26,146.43,9.52,43.73,3.56,10.62,79.66,1.45,38.31,43.78,116.92,3.59,70.04,Census2011,13.188
2020,LGD-SA-4848564,HTN,43.44,1355.01,1159.25,980.97,1.31,27.06,24.95,5.09,87.23,70.63,35.74,20.6,4.44,45.16,75.03,WHO2000,6.313
2025,LGD-SA-9756999,DM2,41.49,1422.14,617.64,56.36,12.51,27.0,20.77,6.93,52.98,34.07,24.81,29.02,149.86,2.18,47.92,India2011,4.967
2017,LGD-SA-6520422,COPD,4.7,2837.49,1835.86,644.43,5.44,1.69,35.21,17.04,54.44,77.6,60.62,91.31,2.63,78.06,5.37,India2011,14.455
2017,LGD-SA-6504115,CANC,24.7,3245.11,710.51,289.51,9.19,31.21,27.08,32.92,50.53,0.36,31.89,3.68,124.24,61.43,67.34,WHO2000,13.206
2022,LGD-SA-2553441,OBES,42.81,2495.62,1651.33,821.44,0.48,22.46,51.83,4.06,44.82,26.9,96.02,42.47,3.91,96.68,67.2,Census2011,3.608
2018,LGD-SA-1776949,COPD,4.2,2300.06,1128.76,1536.49,0.88,32.67,13.33,29.85,15.61,75.62,28.57,90.95,19.62,45.53,81.74,WHO2000,1.23
2021,LGD-SA-4330642,OBES,26.98,226.59,26.51,409.79,5.9,44.58,1.88,24.71,32.28,57.55,59.98,6.7,117.96,89.6,87.75,GBDStd,3.233
2015,LGD-SA-4592549,TB_SEQ,28.07,2528.95,1553.94,38.25,13.94,36.31,35.07,29.37,36.25,83.92,54.92,89.08,149.61,18.69,88.51,WHO2000,7.331
2018,LGD-SA-5382419,COPD,20.82,1507.41,1569.25,1767.03,3.03,11.05,30.06,5.55,73.64,54.16,67.96,4.35,109.93,65.04,88.79,WHO2000,7.061
2017,LGD-SA-9962171,ASTH,36.19,1860.34,1636.36,1631.3,6.09,21.95,19.62,5.3,46.8,43.98,82.24,19.7,37.86,39.33,88.04,WHO2000,5.347
2015,LGD-SA-6126801,OBES,22.21,3150.63,2125.04,133.35,7.49,12.6,54.3,30.38,53.42,89.8,32.57,73.23,78.55,26.59,5.09,GBDStd,11.623
2024,LGD-SA-4812131,OBES,39.85,2738.26,1474.24,729.89,3.77,33.69,33.13,6.58,33.72,96.73,23.79,46.36,92.93,48.89,55.8,WHO2000,1.372
2018,LGD-SA-1690388,CVD,38.78,3091.08,1305.46,1759.63,11.97,18.91,8.13,24.04,59.88,15.66,36.02,58.17,48.99,68.15,85.23,India2011,12.744
2018,LGD-SA-2273385,TB_SEQ,43.72,1845.43,397.06,1168.32,13.09,29.2,3.64,9.39,34.71,45.87,55.32,41.78,123.13,8.28,96.77,WHO2000,0.519
2023,LGD-SA-2271667,CANC,10.58,252.73,300.88,897.88,0.77,12.61,8.55,31.86,13.67,74.85,29.1,35.15,89.02,77.61,59.18,WHO2000,5.569
2022,LGD-SA-5007979,OBES,11.93,1014.49,2046.29,40.87,9.42,28.79,41.01,8.9,21.41,36.71,46.18,55.77,164.91,96.43,43.03,GBDStd,8.479
2020,LGD-SA-3013120,STROKE,26.7,448.31,1318.17,86.09,12.21,42.87,22.82,34.71,71.93,94.06,86.67,41.18,160.16,9.11,73.27,Census2011,4.592
2017,LGD-SA-5550718,DM2,16.24,2093.36,1174.07,831.94,4.63,8.67,30.37,4.71,23.95,7.74,37.28,54.86,98.69,15.37,54.83,GBDStd,7.567
2022,LGD-SA-5788580,COPD,41.54,3433.25,833.61,804.03,0.52,11.17,19.64,27.0,82.3,24.99,75.41,16.06,95.01,73.45,0.07,Census2011,8.943
2019,LGD-SA-8058808,CVD,20.32,1755.52,1276.68,1030.41,8.8,33.16,50.99,5.29,89.25,21.88,57.92,94.0,74.32,2.73,78.17,GBDStd,4.726
2018,LGD-SA-1867440,HTN,41.86,2805.86,1618.93,183.33,2.45,40.23,22.08,4.64,54.53,73.64,47.44,28.44,12.4,24.67,15.37,WHO2000,4.336
2017,LGD-SA-4997683,TB_SEQ,36.22,1379.27,197.96,624.33,9.44,2.75,29.57,2.07,72.49,63.29,22.13,61.29,65.88,92.69,14.27,Census2011,10.193
2016,LGD-SA-7155510,CVD,20.52,780.52,152.26,1389.27,7.53,32.04,46.57,12.88,38.45,23.73,63.48,91.33,125.44,95.13,40.07,WHO2000,4.482
2025,LGD-SA-8774657,COPD,16.5,2626.37,431.3,1637.92,5.04,12.46,19.2,18.4,70.28,96.56,92.1,9.14,134.05,39.27,11.99,India2011,6.06
2015,LGD-SA-6037829,CVD,42.06,2414.08,1571.89,1458.88,6.61,13.88,37.05,12.46,34.68,72.35,22.97,29.56,91.17,97.57,85.61,WHO2000,10.525
2022,LGD-SA-6526084,CVD,21.47,3109.53,1265.76,1462.58,2.27,7.49,44.31,20.08,66.39,9.48,85.72,37.56,160.7,7.42,16.97,Census2011,7.733
2019,LGD-SA-7715582,TB_SEQ,30.07,1654.8,431.93,2.81,11.27,13.07,25.18,31.83,35.18,77.29,91.72,12.16,44.44,13.6,62.48,WHO2000,4.579
2022,LGD-SA-7360547,HTN,25.81,368.62,54.36,1188.6,2.15,1.48,53.27,19.18,87.42,83.02,65.38,0.59,132.95,89.93,58.59,GBDStd,5.333
2017,LGD-SA-7719537,ASTH,0.26,2432.22,2186.38,1398.63,1.45,25.27,24.35,32.33,16.16,19.04,88.81,31.56,65.5,60.24,34.92,Census2011,2.432
2020,LGD-SA-4209842,OBES,20.26,2177.98,964.57,309.35,0.17,28.05,16.78,30.21,31.31,74.05,28.05,47.63,157.66,6.76,11.11,GBDStd,7.394
2023,LGD-SA-4315860,CKD,37.49,247.78,1190.82,541.35,1.21,13.49,36.72,15.47,87.97,36.81,70.36,49.32,37.83,24.54,2.52,WHO2000,14.575
2020,LGD-SA-8713799,DM2,42.92,329.6,1790.42,1157.99,7.94,24.32,5.56,16.5,30.53,2.14,35.13,46.12,97.37,84.4,96.52,India2011,12.566
2022,LGD-SA-4585125,NCD_MULTI,18.43,2024.09,970.84,37.22,6.51,41.72,53.85,4.3,32.77,36.74,79.95,23.29,26.05,2.93,85.29,GBDStd,8.279
2023,LGD-SA-1025681,COPD,15.97,116.34,1707.7,19.84,1.49,5.48,49.77,20.83,41.99,2.94,28.58,83.74,147.73,87.41,70.8,WHO2000,14.571
2015,LGD-SA-8931986,NCD_MULTI,24.19,433.34,238.02,301.22,7.32,33.1,1.18,2.78,41.72,73.29,30.67,92.97,121.13,18.07,14.53,India2011,10.273
2019,LGD-SA-4036358,COPD,24.7,1546.74,705.59,877.26,7.2,35.64,47.39,2.87,57.29,50.09,72.59,93.98,122.37,89.06,62.71,Census2011,14.672
2020,LGD-SA-1232088,TB_SEQ,15.96,1310.95,2116.36,825.02,2.62,18.05,6.64,24.11,14.86,92.46,88.93,87.2,48.18,9.69,58.34,GBDStd,2.456
2018,LGD-SA-4957773,CVD,36.49,167.34,1113.82,848.99,12.54,23.7,2.44,8.96,43.46,9.54,41.85,60.35,77.87,64.08,43.69,Census2011,4.352
2015,LGD-SA-8405266,NCD_MULTI,14.61,2919.52,1655.68,3.0,8.45,25.98,34.42,32.3,23.37,15.98,91.1,28.37,29.25,18.62,8.72,Census2011,0.964
2020,LGD-SA-5288018,CANC,16.31,1797.32,1242.64,401.76,13.85,5.96,40.93,19.28,27.27,37.46,45.32,63.07,16.29,76.37,21.42,India2011,1.408
2024,LGD-SA-7093053,ASTH,44.57,2173.65,1885.57,1730.51,7.28,27.33,13.43,34.27,16.22,8.26,47.75,55.88,166.74,1.59,42.87,India2011,10.961
2023,LGD-SA-4528236,CKD,35.49,45.28,1110.43,1124.65,0.82,25.67,6.06,33.87,33.07,58.94,38.41,10.12,179.63,33.65,14.05,India2011,3.426
2018,LGD-SA-8352921,COPD,31.34,276.06,645.5,820.17,11.78,32.7,52.05,4.5,72.2,68.84,81.75,72.06,135.95,33.45,71.2,GBDStd,5.666
2025,LGD-SA-8232382,CKD,12.55,3002.69,712.58,257.49,4.64,37.89,31.61,20.2,39.06,51.17,91.43,40.22,171.94,13.03,72.36,Census2011,12.798
2019,LGD-SA-8432163,DM2,38.39,399.2,439.58,1674.3,9.07,16.84,10.53,14.86,22.88,30.89,68.95,36.05,99.15,99.35,98.48,GBDStd,9.636
2018,LGD-SA-5251537,OBES,6.54,1927.31,211.07,149.71,6.81,43.74,24.66,10.93,62.9,20.3,73.72,12.26,154.61,48.61,48.94,GBDStd,8.056
2019,LGD-SA-2069375,HTN,4.43,1800.02,193.4,723.21,9.15,5.81,27.42,13.14,83.37,68.87,46.86,47.22,52.93,88.64,68.61,WHO2000,8.539
2019,LGD-SA-8813661,DM2,41.0,190.17,631.98,1661.54,1.14,11.12,38.5,3.26,49.89,75.46,51.09,46.24,43.94,49.76,92.83,WHO2000,6.725
2025,LGD-SA-3869454,HTN,42.93,2442.91,734.31,1092.5,14.55,32.68,49.53,24.56,43.62,90.4,77.73,48.07,86.91,17.11,83.98,WHO2000,9.232
2025,LGD-SA-9388197,CVD,30.69,768.75,2106.17,217.52,8.44,2.88,19.93,7.03,80.21,1.49,88.89,38.8,178.86,30.6,25.93,India2011,12.914
2015,LGD-SA-2700080,CVD,25.96,2894.07,1530.25,819.28,4.94,25.24,48.17,23.28,85.61,39.26,59.02,36.47,148.23,89.87,17.01,Census2011,11.471
2019,LGD-SA-1041322,HTN,39.27,515.63,272.21,1013.6,2.47,13.69,43.23,30.3,30.66,89.43,76.01,68.25,97.76,24.53,65.43,India2011,8.201
2018,LGD-SA-7243684,STROKE,35.92,2345.42,2052.29,1028.38,8.21,22.3,20.97,20.45,15.45,52.49,56.48,0.17,79.21,86.36,53.86,WHO2000,0.167
2016,LGD-SA-9489895,NCD_MULTI,28.34,3179.67,1692.21,422.4,13.77,20.65,9.96,31.06,75.38,3.0,26.08,85.43,89.3,51.95,15.78,WHO2000,10.453
2022,LGD-SA-8467477,HTN,27.65,2665.92,1130.97,628.32,6.81,22.39,9.08,32.27,73.76,50.8,75.64,49.19,86.66,93.47,29.57,Census2011,0.352
2017,LGD-SA-5900924,OBES,44.17,2162.95,1460.67,161.99,10.13,37.23,6.3,28.55,67.08,7.83,41.07,67.22,153.47,91.81,25.46,GBDStd,5.493
2017,LGD-SA-5349614,NCD_MULTI,41.36,510.69,1434.45,703.83,13.89,43.09,19.52,21.91,49.75,81.68,42.88,62.74,13.49,72.96,51.51,Census2011,1.663
2023,LGD-SA-4960972,OBES,36.67,748.33,1274.72,1558.67,0.36,16.15,24.22,1.79,14.3,13.39,47.81,18.7,84.68,97.36,26.38,WHO2000,9.249
2023,LGD-SA-9631587,CKD,13.56,549.62,1113.11,630.29,4.32,1.69,30.97,19.25,73.07,67.47,64.59,3.57,70.11,56.76,62.23,GBDStd,1.565
2021,LGD-SA-7114264,NCD_MULTI,8.93,1470.52,600.52,193.82,2.75,24.62,24.2,10.48,77.73,47.86,54.95,53.55,32.73,67.18,98.58,India2011,3.403
2022,LGD-SA-1589403,CANC,10.43,2739.65,120.94,1657.99,12.17,2.47,40.75,33.28,52.74,86.17,39.01,79.79,0.34,50.81,37.66,Census2011,12.397
2024,LGD-SA-8716305,HTN,2.2,2387.07,1080.87,250.88,12.23,18.83,5.52,24.1,72.28,90.43,92.76,19.14,67.41,65.99,45.47,GBDStd,11.867
2023,LGD-SA-2542254,NCD_MULTI,29.56,106.43,576.5,1102.75,8.24,8.52,9.59,11.42,83.1,94.65,94.99,11.06,121.86,66.37,21.87,WHO2000,7.131
