env_ghg_reference_year,env_ghg_country_iso2,env_ghg_sector_ipcc_code,env_ghg_subsector_code,env_ghg_emissions_co2e_tonnes,env_ghg_emissions_ch4_tonnes,env_ghg_emissions_n2o_tonnes,env_ghg_lulucf_net_sink_co2e_tonnes,env_ghg_per_capita_co2e_tonnes,env_ghg_emissions_intensity_per_gdp,env_ghg_national_target_2030_pct,env_ghg_fit55_alignment_flag,env_ghg_policy_measure_count,env_ghg_energy_efficiency_contribution_pct,env_ghg_renewables_contribution_pct,env_ghg_transport_contribution_pct,env_ghg_agriculture_contribution_pct,env_ghg_data_source_eea_inventory,env_ghg_methodology_version,env_ghg_data_extract_date
2018,DE,1_ENERGY,1A2_MANUFACTURING,329782238.69,53039.5741,833.6817,-854218.35,5.943,0.534,-40.25,1,37,6.56,23.19,34.79,19.07,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-09-14
2019,LU,1_ENERGY,1A3_TRANSPORT,252430363.76,13847.424,9019.58354,-683178.4,16.879,0.1726,-39.03,1,51,14.96,6.71,35.76,19.19,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-01-25
2020,SI,1_ENERGY,1A4_BUILDINGS,385860719.94,107534.3613,7581.80528,-609962.73,8.913,0.2904,-61.21,1,32,12.55,49.89,22.93,14.16,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-10-31
2021,CY,1_ENERGY,1B_FUGITIVE,31170032.18,2642.0188,1968.15177,-205731.13,11.878,0.5651,-47.4,1,42,29.89,31.24,20.48,5.23,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-05-05
2022,GR,1_ENERGY,1A1_ENERGY_INDUSTRIES,242093718.23,25126.3913,1570.42878,-966572.5,5.02,0.095,-63.97,0,17,6.72,25.52,24.47,15.41,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2026-01-23
2023,MT,1_ENERGY,1A2_MANUFACTURING,439448546.67,219263.3522,26513.6583,-413440.01,15.211,0.4294,-60.58,1,24,31.82,12.6,20.88,17.48,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-12-05
2024,ES,1_ENERGY,1A3_TRANSPORT,477900454.25,110040.939,23619.29665,-358101.1,12.249,0.3785,-51.55,1,19,28.34,52.21,36.72,2.25,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-03-24
2025,CZ,1_ENERGY,1A4_BUILDINGS,285877231.99,97275.8989,16565.86786,-795444.06,9.24,0.1108,-64.31,1,15,34.33,18.91,26.17,19.48,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-10-25
1995,HU,1_ENERGY,1B_FUGITIVE,278053034.2,93073.819,12033.63942,-735648.28,16.378,0.1775,-41.1,1,28,7.65,51.83,26.83,14.67,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-12-06
1996,NL,1_ENERGY,1A1_ENERGY_INDUSTRIES,110230040.99,46419.7433,8168.51269,-513842.99,8.187,0.084,-56.07,1,61,12.82,33.62,19.22,24.33,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-03-26
1997,SE,1_ENERGY,1A2_MANUFACTURING,37559489.33,23455.383,399.83395,-113969.13,14.08,0.6211,-63.71,1,36,24.89,45.91,11.13,5.13,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-10-28
1998,DK,1_ENERGY,1A3_TRANSPORT,382798056.23,113577.9975,7121.0086,-445828.56,2.825,0.4396,-46.1,1,18,39.15,33.03,39.29,18.24,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-03-16
1999,IE,1_ENERGY,1A4_BUILDINGS,413683030.23,127673.2504,8623.50719,-706725.94,16.947,0.5125,-57.19,1,51,44.7,44.91,15.58,2.37,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-12-23
2000,PL,1_ENERGY,1B_FUGITIVE,100715032.84,10496.1713,5846.24356,-788739.32,4.618,0.1938,-38.95,1,53,21.41,26.62,35.79,22.35,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-10-01
2001,AT,1_ENERGY,1A1_ENERGY_INDUSTRIES,343247339.53,77172.5732,18860.67482,-517820.3,13.358,0.2158,-37.92,1,36,14.51,35.66,35.8,15.75,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-09-27
2002,EE,1_ENERGY,1A2_MANUFACTURING,87635358.66,1865.2248,972.36153,-277117.55,2.319,0.5131,-48.33,1,30,43.12,10.59,27.28,14.95,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-12-13
2003,IT,1_ENERGY,1A3_TRANSPORT,242199640.51,121017.2857,3981.48484,-48302.76,4.978,0.6494,-60.27,1,69,7.45,52.47,20.71,3.34,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-12-25
2004,PT,1_ENERGY,1A4_BUILDINGS,30909862.34,6841.6172,1858.54419,-643446.53,3.983,0.1461,-57.58,0,38,22.35,15.72,29.08,4.56,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-12-04
2005,BE,1_ENERGY,1B_FUGITIVE,124440383.79,28823.6428,1976.08293,-439756.18,7.598,0.2764,-32.98,0,26,35.68,24.03,6.82,3.47,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-10-01
2006,FI,1_ENERGY,1A1_ENERGY_INDUSTRIES,233597856.23,85711.0318,12488.17983,-353097.08,6.049,0.453,-48.71,1,67,21.18,12.55,35.35,13.21,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-06-22
2007,LV,1_ENERGY,1A2_MANUFACTURING,179286503.97,118273.2935,13392.48681,-104481.91,14.068,0.545,-35.04,1,76,25.38,9.36,25.81,4.85,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-12-16
2008,RO,1_ENERGY,1A3_TRANSPORT,388627247.53,192129.204,18151.25049,-849227.3,4.263,0.0889,-30.35,1,42,25.71,19.0,15.04,14.17,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-11-02
2009,BG,1_ENERGY,1A4_BUILDINGS,576179402.59,21451.8033,21943.85468,-435829.18,7.425,0.1572,-51.83,1,29,41.8,42.26,24.43,2.3,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-11-27
2010,FR,1_ENERGY,1B_FUGITIVE,361792576.89,178965.3107,15304.95637,-812538.27,4.624,0.2625,-50.26,0,37,39.56,47.55,18.26,14.97,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-03-01
2011,LT,1_ENERGY,1A1_ENERGY_INDUSTRIES,423264393.09,92558.8063,22692.14103,-184634.17,3.244,0.6073,-35.11,0,40,42.76,37.69,28.8,6.99,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-02-10
2012,SK,1_ENERGY,1A2_MANUFACTURING,42340827.45,11330.3958,3040.03145,-473030.08,12.364,0.2041,-45.83,0,70,23.78,46.57,13.34,13.53,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-05-22
2013,HR,1_ENERGY,1A3_TRANSPORT,310447291.55,216367.1073,12010.82705,-860816.92,2.59,0.5089,-63.34,1,52,34.83,17.07,29.85,19.07,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-05-01
2014,DE,1_ENERGY,1A4_BUILDINGS,405911840.19,170164.1524,27961.43529,-83683.12,3.171,0.0904,-44.75,1,57,22.62,41.62,35.84,11.83,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-02-25
2015,LU,1_ENERGY,1B_FUGITIVE,248957137.11,74054.8338,6134.20651,-727521.38,13.159,0.2542,-45.15,1,77,5.95,28.29,28.0,13.19,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-05-25
2016,SI,1_ENERGY,1A1_ENERGY_INDUSTRIES,232835086.62,87680.328,569.44145,-938067.96,12.906,0.4213,-63.43,0,48,37.63,25.24,26.08,10.54,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-05-29
2017,CY,1_ENERGY,1A2_MANUFACTURING,168752089.23,117689.1949,545.62461,-279942.55,16.382,0.3866,-30.65,1,86,34.36,20.64,35.59,23.24,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-11-14
2018,GR,1_ENERGY,1A3_TRANSPORT,211869847.07,29607.6502,9300.12451,-638964.52,6.365,0.5185,-34.76,1,78,27.25,38.22,10.6,11.8,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-07-30
2019,MT,1_ENERGY,1A4_BUILDINGS,412961473.1,160574.1013,22816.71792,-168711.09,6.22,0.3337,-64.26,0,63,31.3,45.11,34.54,17.27,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-12-09
2020,ES,1_ENERGY,1B_FUGITIVE,239848565.6,94449.2476,18594.3533,-874458.51,11.086,0.5777,-60.62,1,84,21.75,24.89,9.0,24.87,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-09-05
2021,CZ,1_ENERGY,1A1_ENERGY_INDUSTRIES,391853233.84,35126.1413,17991.96693,-574940.01,13.115,0.5148,-47.8,0,77,35.3,27.56,24.53,17.69,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-07-12
2022,HU,1_ENERGY,1A2_MANUFACTURING,266035520.69,179963.5869,10994.16591,-184040.33,5.701,0.2866,-59.43,1,70,33.23,47.05,31.51,8.56,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-05-15
2023,NL,1_ENERGY,1A3_TRANSPORT,90549743.13,42082.6341,5690.80979,-349054.17,9.215,0.2187,-55.37,1,58,23.5,24.51,11.08,5.13,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-06-15
2024,SE,1_ENERGY,1A4_BUILDINGS,260811456.82,43173.6078,7590.58825,-27617.28,11.381,0.3838,-64.69,1,83,13.95,53.98,31.31,20.33,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-05-05
2025,DK,1_ENERGY,1B_FUGITIVE,19784756.84,13443.8293,363.84628,-900427.46,4.594,0.4266,-63.8,1,59,16.37,35.23,21.69,16.06,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-11-25
1995,IE,1_ENERGY,1A1_ENERGY_INDUSTRIES,451308841.25,175573.602,33395.30471,-492906.42,6.338,0.2071,-55.55,1,78,15.51,45.61,18.72,2.37,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-11-16
1996,PL,1_ENERGY,1A2_MANUFACTURING,411492594.09,270370.8222,18524.8079,-329396.18,12.42,0.4307,-53.61,1,51,27.26,28.5,8.72,19.91,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-05-31
1997,AT,1_ENERGY,1A3_TRANSPORT,485682867.05,307451.5403,22809.31624,-275309.08,13.028,0.4727,-64.75,1,57,31.85,52.09,32.33,19.34,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-05-19
1998,EE,1_ENERGY,1A4_BUILDINGS,398687232.83,207248.1666,23452.35307,-816682.16,11.564,0.2455,-64.88,1,76,26.16,21.11,21.13,20.46,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-08-24
1999,IT,1_ENERGY,1B_FUGITIVE,11837176.16,1461.4845,53.09353,-199316.14,14.865,0.5737,-63.74,0,79,26.0,17.98,7.41,24.8,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-02-20
2000,PT,1_ENERGY,1A1_ENERGY_INDUSTRIES,144306098.79,25844.455,11210.12215,-711367.67,16.841,0.3266,-42.2,1,74,18.77,25.6,37.93,21.81,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-05-03
2001,BE,1_ENERGY,1A2_MANUFACTURING,60369190.61,23693.299,1187.0888,-193812.28,8.731,0.5391,-51.61,1,73,38.19,52.43,32.3,3.3,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-09-26
2002,FI,1_ENERGY,1A3_TRANSPORT,231924628.04,91823.7181,8728.87174,-56161.2,6.548,0.6483,-36.33,1,68,40.78,37.08,39.31,22.66,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-09-05
2003,LV,1_ENERGY,1A4_BUILDINGS,268476569.28,77359.5342,13483.80124,-666689.88,5.199,0.5264,-43.77,1,71,30.51,47.11,9.42,23.33,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-12-17
2004,RO,1_ENERGY,1B_FUGITIVE,185657417.45,112465.7392,383.67956,-222411.32,8.75,0.3618,-37.84,0,68,37.56,20.46,17.04,8.48,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-02-15
2005,BG,1_ENERGY,1A1_ENERGY_INDUSTRIES,131419798.49,16019.5942,9901.02399,-709535.89,8.126,0.3854,-34.43,1,85,44.73,32.39,22.04,12.7,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-12-21
2006,FR,1_ENERGY,1A2_MANUFACTURING,349196833.66,25353.6737,15109.15922,-362694.24,8.76,0.3414,-56.69,1,71,33.62,21.44,35.2,12.7,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-02-13
2007,LT,1_ENERGY,1A3_TRANSPORT,315464192.68,188155.2117,11730.92144,-587087.73,7.787,0.5613,-57.13,1,83,28.4,35.71,5.66,17.79,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-12-08
2008,SK,1_ENERGY,1A4_BUILDINGS,82591424.16,12737.2145,2738.61981,-196159.82,4.782,0.0826,-44.64,0,65,37.26,7.31,20.64,2.25,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-10-15
2009,HR,1_ENERGY,1B_FUGITIVE,65831314.5,21479.9896,3306.6209,-917514.86,4.066,0.4393,-41.01,0,85,38.89,12.95,24.55,2.74,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-03-04
2010,DE,1_ENERGY,1A1_ENERGY_INDUSTRIES,211225458.01,124104.4078,15780.12165,-188927.93,8.898,0.5259,-60.88,1,77,18.96,5.58,30.53,5.96,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-12-12
2011,LU,1_ENERGY,1A2_MANUFACTURING,111230556.79,53717.5,281.22837,-74120.78,12.011,0.4243,-39.51,1,88,20.1,53.95,30.31,14.24,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2026-02-23
2012,SI,1_ENERGY,1A3_TRANSPORT,111774756.88,33120.6041,3698.33186,-952936.97,14.124,0.6029,-50.07,1,85,39.42,38.68,27.94,20.89,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-05-16
2013,CY,1_ENERGY,1A4_BUILDINGS,293100623.8,64340.5197,15362.73987,-762712.37,12.41,0.4718,-60.14,1,99,25.58,37.47,20.25,14.64,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-12-30
2014,GR,1_ENERGY,1B_FUGITIVE,126173656.4,50344.1311,4475.95881,-589389.22,11.435,0.1163,-50.78,0,69,23.53,41.57,24.8,23.54,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-12-15
2015,MT,1_ENERGY,1A1_ENERGY_INDUSTRIES,216313652.75,145471.7066,13200.86265,-758445.85,15.361,0.2682,-60.04,1,81,15.19,50.1,38.6,5.85,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-02-25
2016,ES,1_ENERGY,1A2_MANUFACTURING,441772269.13,24484.2617,27016.05741,-227961.87,3.43,0.5313,-62.14,1,96,43.42,54.92,34.23,7.93,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-01-03
2017,CZ,1_ENERGY,1A3_TRANSPORT,118302822.71,19049.385,6181.57368,-828789.13,15.576,0.2246,-58.19,1,78,23.17,38.7,24.88,15.54,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-10-28
2018,HU,1_ENERGY,1A4_BUILDINGS,199702297.26,27220.8784,11459.11142,-478726.04,5.475,0.1871,-41.42,0,80,34.68,27.57,27.14,10.46,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-08-19
2019,NL,1_ENERGY,1B_FUGITIVE,217037014.2,53617.367,5532.04606,-293671.83,10.595,0.5062,-52.94,0,104,39.37,49.57,28.33,23.55,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-12-04
2020,SE,1_ENERGY,1A1_ENERGY_INDUSTRIES,496604587.44,134483.8323,6837.40556,-366619.59,7.649,0.1335,-52.42,1,79,5.32,16.77,37.05,24.03,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-01-12
2021,DK,1_ENERGY,1A2_MANUFACTURING,135092360.81,74996.8515,7255.54327,-574229.65,4.64,0.4223,-30.97,1,85,44.05,14.54,13.55,15.16,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-01-06
2022,IE,1_ENERGY,1A3_TRANSPORT,455982856.16,113034.0723,11730.85166,-837834.14,11.289,0.1215,-33.68,1,86,33.39,46.27,15.33,14.48,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-03-14
2023,PL,1_ENERGY,1A4_BUILDINGS,390908740.34,115869.6206,7677.24621,-55662.95,12.242,0.2217,-30.17,0,81,14.05,36.48,22.75,7.65,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-06-16
2024,AT,1_ENERGY,1B_FUGITIVE,497380965.3,176982.8389,3625.04727,-886466.98,9.93,0.4593,-44.06,1,77,33.25,11.79,21.13,5.65,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-12-14
2025,EE,1_ENERGY,1A1_ENERGY_INDUSTRIES,364928908.4,181854.7169,15994.47735,-957179.1,9.92,0.0813,-53.56,0,81,41.02,12.32,27.73,10.24,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-01-02
1995,IT,1_ENERGY,1A2_MANUFACTURING,41670596.28,4500.4376,3193.33069,-817573.83,13.594,0.2137,-38.97,0,80,29.67,24.43,27.08,10.43,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-09-27
1996,PT,1_ENERGY,1A3_TRANSPORT,66230994.65,24404.5321,490.64388,-826052.32,17.397,0.125,-36.7,0,99,38.54,29.45,23.18,5.63,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-11-24
1997,BE,1_ENERGY,1A4_BUILDINGS,290926935.99,178362.0193,11874.07701,-107044.07,5.353,0.2994,-63.8,1,84,9.0,37.57,9.87,8.89,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-09-25
1998,FI,1_ENERGY,1B_FUGITIVE,230344995.25,115964.1721,9283.58429,-740131.96,10.707,0.3765,-36.04,1,92,24.25,42.52,10.6,3.31,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-10-20
1999,LV,1_ENERGY,1A1_ENERGY_INDUSTRIES,420688866.02,217857.4293,12886.15642,-933345.94,14.114,0.5123,-46.89,1,122,42.25,22.63,20.88,8.44,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-27
2000,RO,1_ENERGY,1A2_MANUFACTURING,97004752.38,20941.3204,1351.12577,-955142.59,6.056,0.3836,-63.34,0,120,15.29,52.36,20.4,14.67,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-02-07
2001,BG,1_ENERGY,1A3_TRANSPORT,149995474.82,85356.3103,3732.66261,-876039.72,14.917,0.4174,-39.59,1,88,7.13,38.55,39.8,5.52,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-10-17
2002,FR,1_ENERGY,1A4_BUILDINGS,37491383.19,3483.1067,1299.34786,-483325.86,4.83,0.285,-42.05,1,107,32.39,54.35,31.64,6.03,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-04-01
2003,LT,1_ENERGY,1B_FUGITIVE,501783231.13,49244.4965,26281.50343,-61884.17,17.774,0.0639,-41.52,1,127,9.57,43.73,9.35,10.85,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-08-13
2004,SK,1_ENERGY,1A1_ENERGY_INDUSTRIES,184824655.2,81336.8839,7982.52927,-549316.0,17.704,0.4436,-47.97,0,103,7.28,54.96,37.64,18.52,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-12-02
2005,HR,1_ENERGY,1A2_MANUFACTURING,277485692.67,165965.1628,15296.45887,-651853.48,14.482,0.6155,-39.22,1,111,17.85,31.5,36.76,6.29,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-06-11
2006,DE,1_ENERGY,1A3_TRANSPORT,290934276.33,141900.5445,17171.89146,-693277.27,3.913,0.0792,-42.68,1,127,24.38,18.58,24.63,5.57,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-01-05
2007,LU,1_ENERGY,1A4_BUILDINGS,193616898.35,43287.6809,14107.41376,-747609.0,6.293,0.188,-62.28,1,92,25.52,15.93,14.24,7.5,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-10-13
2008,SI,1_ENERGY,1B_FUGITIVE,224437164.78,110902.66,17811.64704,-334361.74,7.443,0.4372,-31.82,1,89,39.2,16.53,36.78,3.84,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-07-30
2009,CY,1_ENERGY,1A1_ENERGY_INDUSTRIES,158332684.96,21816.1751,6037.9805,-703355.03,6.253,0.0693,-43.92,0,108,24.31,50.8,11.84,7.58,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-11-07
2010,GR,1_ENERGY,1A2_MANUFACTURING,301463774.5,122857.9538,4291.47917,-407280.8,10.282,0.2064,-31.4,1,121,28.57,21.09,21.73,13.73,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-08-11
2011,MT,1_ENERGY,1A3_TRANSPORT,279048414.29,139052.5201,7754.46935,-371206.25,4.465,0.3211,-46.37,1,122,37.41,50.24,29.92,4.25,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-10-13
2012,ES,1_ENERGY,1A4_BUILDINGS,184776510.13,42777.7415,13062.13761,-889077.74,4.409,0.0544,-54.66,1,111,29.64,47.9,30.15,23.41,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-01-19
2013,CZ,1_ENERGY,1B_FUGITIVE,384023382.5,87879.878,26655.23749,-396132.08,15.501,0.508,-57.79,1,113,15.95,50.77,34.92,19.78,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-10-05
2014,HU,1_ENERGY,1A1_ENERGY_INDUSTRIES,216622767.21,14809.4443,6200.32557,-150800.23,13.102,0.6244,-36.99,1,117,17.79,32.15,36.96,16.88,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-11-08
2015,NL,1_ENERGY,1A2_MANUFACTURING,217915284.9,135861.4903,14108.19389,-584539.82,8.695,0.2932,-41.17,0,127,19.31,40.52,13.12,19.39,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-05-26
2016,SE,1_ENERGY,1A3_TRANSPORT,202139386.28,61715.3839,7334.6453,-759175.0,17.683,0.3108,-40.7,0,126,5.4,42.87,33.26,18.18,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-06-03
2017,DK,1_ENERGY,1A4_BUILDINGS,390145122.52,145988.0822,6803.66618,-39427.54,9.757,0.1343,-44.59,1,130,42.73,50.87,31.49,4.19,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-01-21
2018,IE,1_ENERGY,1B_FUGITIVE,252983484.55,136721.5595,6267.82932,-995914.47,6.489,0.0839,-57.86,0,128,35.76,43.2,38.14,18.06,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-11-17
2019,PL,1_ENERGY,1A1_ENERGY_INDUSTRIES,364774913.04,30065.5459,7342.987,-580909.17,2.997,0.1709,-52.31,1,115,17.65,45.65,6.7,4.89,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2026-02-10
2020,AT,1_ENERGY,1A2_MANUFACTURING,82802107.2,12008.0558,4257.20673,-710063.96,9.124,0.1983,-39.82,1,124,11.18,12.68,24.58,17.87,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-11-27
2021,EE,1_ENERGY,1A3_TRANSPORT,49309605.14,5525.1406,88.90438,-184450.28,16.239,0.5717,-57.1,0,137,21.47,15.53,5.56,15.8,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-02-15
2022,IT,1_ENERGY,1A4_BUILDINGS,29720967.77,3566.6608,193.78044,-465463.0,2.901,0.3915,-30.58,0,148,30.39,10.21,35.08,5.39,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-06-30
2023,PT,1_ENERGY,1B_FUGITIVE,324508524.91,18817.2869,876.02335,-921347.65,9.242,0.4761,-38.06,0,110,30.89,50.85,26.92,6.67,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-02
2024,BE,1_ENERGY,1A1_ENERGY_INDUSTRIES,225773099.03,117374.9757,1210.9658,-14717.73,14.443,0.2454,-43.15,1,123,8.75,52.27,20.96,6.45,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-01-03
2025,FI,1_ENERGY,1A2_MANUFACTURING,63068071.06,37166.5182,2788.10967,-714310.84,9.492,0.5636,-64.54,0,126,31.65,25.19,34.03,21.2,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2026-01-18
1995,LV,1_ENERGY,1A3_TRANSPORT,462342705.47,284088.2838,33590.96263,-561758.32,15.218,0.2744,-44.0,0,142,22.18,39.79,33.33,2.15,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-07-03
1996,RO,1_ENERGY,1A4_BUILDINGS,368937563.28,191251.2327,12349.67765,-666004.36,8.903,0.0784,-49.06,1,141,8.17,28.52,5.42,11.04,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-01-18
1997,BG,1_ENERGY,1B_FUGITIVE,298944039.36,121905.5776,10793.3006,-262047.21,6.47,0.3356,-36.99,1,159,27.71,43.06,17.87,23.34,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-12-30
1998,FR,1_ENERGY,1A1_ENERGY_INDUSTRIES,384902353.07,268394.4448,1592.92211,-43178.79,2.781,0.461,-52.07,0,128,44.74,39.32,18.32,20.32,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-08-12
1999,LT,1_ENERGY,1A2_MANUFACTURING,295494672.36,135645.793,19499.81992,-502142.87,17.535,0.6127,-62.06,1,113,20.71,20.81,22.58,5.14,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-11-14
2000,SK,1_ENERGY,1A3_TRANSPORT,334351046.02,111328.9401,13884.46638,-101964.8,4.38,0.3176,-44.02,1,136,14.49,11.39,13.7,20.66,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-08-31
2001,HR,1_ENERGY,1A4_BUILDINGS,383245474.44,19743.1615,7641.01267,-217245.26,7.338,0.3717,-48.44,1,138,21.17,48.52,24.16,15.23,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-08-21
2002,DE,1_ENERGY,1B_FUGITIVE,88653140.31,38095.8056,5898.51151,-993208.32,2.232,0.311,-60.28,1,161,35.99,42.81,18.83,19.25,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-07-06
2003,LU,1_ENERGY,1A1_ENERGY_INDUSTRIES,213552185.48,55918.0009,9427.40015,-669282.27,2.997,0.4538,-60.51,1,155,23.19,53.65,37.98,11.81,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2026-02-23
