demo_popproj_projection_year,demo_popproj_geography_geoid,demo_popproj_age_cohort_5yr,demo_popproj_sex_at_birth,demo_popproj_race_ethnicity_group,demo_popproj_population_base_estimate,demo_popproj_population_projected_mid,demo_popproj_population_projected_low,demo_popproj_population_projected_high,demo_popproj_net_births_assumption,demo_popproj_net_deaths_assumption,demo_popproj_domestic_migration_assumption,demo_popproj_international_migration_assumption,demo_popproj_housing_units_baseline,demo_popproj_group_quarters_population,demo_popproj_cohort_survival_rate,demo_popproj_fertility_rate_assumption,demo_popproj_migration_rate_assumption,demo_popproj_release_vintage,demo_popproj_methodology_code
2045,07011,75-79,M,Hispanic,1606741,1856884,1751588,1889634,2.51,15.12,9.71,-7.33,1090765,29421,0.8517,1.321,0.0104,2019,COHORT_COMP
2033,07012,0-4,F,NH_White,1596746,1755525,1664857,1841494,17.85,21.67,20.87,0.52,71837,36264,0.8502,1.865,-0.0293,2020,COHORT_COMP
2046,07013,75-79,F,NH_Multiracial,1819739,1997483,1976792,2026213,5.79,13.41,11.28,17.34,1107951,11780,0.9732,1.593,-0.0265,2019,MICROSIM
2043,07014,40-44,F,NH_White,711923,751499,727564,776066,11.61,10.85,-21.27,6.7,758818,39871,0.9985,1.465,0.0088,2023,MICROSIM
2038,07015,80-84,F,NH_AI_AN,2251118,2547776,2440339,2681793,10.67,13.03,-4.86,-2.04,256172,12221,0.9583,1.76,-0.007,2025,COHORT_COMP
2026,07016,25-29,M,NH_NHPI,234818,236174,225406,238819,14.24,4.31,-24.87,18.71,1183323,21116,0.8523,2.0,-0.0212,2021,TREND_EXTRAP
2022,07017,65-69,M,Hispanic,2470430,2778816,2647793,2901636,5.64,10.03,0.56,-2.67,594747,39790,0.8838,1.662,-0.0273,2025,COHORT_COMP
2034,07018,85+,F,NH_Asian,132436,139421,135685,143613,13.73,11.17,-15.34,17.15,1142165,40263,0.9948,2.163,-0.0204,2024,TREND_EXTRAP
2042,07019,65-69,M,Hispanic,958226,1111021,1067657,1122719,7.19,18.97,18.41,11.77,467553,14422,0.9705,2.086,0.0275,2022,TREND_EXTRAP
2033,07020,30-34,F,NH_AI_AN,1980246,2188750,2163077,2235639,7.7,17.17,-19.78,12.22,327661,41474,0.9345,2.082,0.0137,2019,HYBRID_SCEN
2030,07021,45-49,F,NH_White,648452,691203,673364,737138,12.27,14.03,-24.93,12.95,345323,21483,0.8853,2.382,0.0017,2024,HYBRID_SCEN
2034,07022,75-79,F,NH_AI_AN,2470470,2608348,2555143,2715991,14.23,8.95,-2.44,5.2,253354,40100,0.8521,1.554,0.0265,2022,MICROSIM
2047,07023,30-34,F,NH_Black,868777,956989,913577,1023819,12.17,5.74,-17.23,14.44,917374,52446,0.8531,1.974,0.0071,2022,TREND_EXTRAP
2032,07024,25-29,F,NH_Black,1297073,1425000,1345142,1484121,16.25,8.96,11.9,15.09,1034701,52060,0.9412,2.227,0.0135,2021,COHORT_COMP
2037,07025,25-29,M,NH_Asian,1118666,1170235,1128564,1220129,5.49,15.6,21.0,0.81,739080,5416,0.8533,1.895,-0.013,2025,TREND_EXTRAP
2045,07026,30-34,F,NH_AI_AN,2426267,2609474,2493950,2696918,16.26,7.26,-22.9,2.01,783427,15251,0.9981,2.147,0.0053,2023,MICROSIM
2025,07027,80-84,M,NH_Multiracial,1564871,1758576,1670830,1808875,2.79,10.54,-5.22,16.66,1009468,27074,0.8773,1.697,-0.0214,2023,TREND_EXTRAP
2022,07028,35-39,M,NH_Asian,1354518,1338532,1321977,1372119,12.04,9.74,24.84,5.74,712065,58710,0.9559,1.909,-0.0057,2025,TREND_EXTRAP
2038,07029,5-9,F,NH_Multiracial,1505400,1676342,1612975,1727646,10.08,17.31,11.63,16.01,210782,57684,0.8731,1.267,-0.028,2020,MICROSIM
2034,07030,30-34,F,NH_Asian,1622288,1786581,1694992,1853740,9.16,19.68,22.66,8.8,639527,46540,0.9305,2.383,-0.017,2024,TREND_EXTRAP
2044,07031,55-59,F,NH_Black,410425,468376,444925,478455,5.94,15.99,-16.8,7.81,634206,12164,0.862,2.16,-0.0255,2023,HYBRID_SCEN
2042,07032,10-14,F,NH_Asian,192396,197602,188519,202244,9.32,8.83,-13.93,-9.07,993863,58904,0.9642,2.243,-0.0067,2021,MICROSIM
2024,07033,15-19,F,NH_Black,1089618,1166264,1154561,1196928,3.33,10.66,-17.26,-1.66,1120781,54822,0.9372,2.033,0.0206,2024,HYBRID_SCEN
2047,07034,50-54,M,NH_White,413961,448031,427153,464588,6.96,4.87,-9.88,5.06,1073816,2468,0.8628,1.423,-0.0073,2022,MICROSIM
2029,07035,55-59,F,NH_Multiracial,1083829,1207740,1155130,1267123,2.23,5.36,11.22,7.62,109209,51580,0.9764,1.237,0.0199,2019,TREND_EXTRAP
2026,07036,50-54,F,NH_AI_AN,2381112,2609096,2538562,2769213,10.51,5.29,-16.75,8.91,1070413,52840,0.9315,2.238,0.0094,2019,HYBRID_SCEN
2044,07037,60-64,M,NH_Asian,234479,233453,222877,239809,2.18,4.61,1.21,11.49,67945,55300,0.9873,1.676,0.0006,2023,HYBRID_SCEN
2036,07038,0-4,M,NH_Black,609486,662793,630177,676727,3.31,5.59,-11.54,9.69,926451,43655,0.9866,1.517,-0.0158,2020,COHORT_COMP
2026,07039,25-29,F,Hispanic,278604,331609,314342,342462,2.0,6.05,16.46,15.46,1016307,2027,0.9872,1.874,0.0253,2019,HYBRID_SCEN
2041,07040,75-79,M,NH_Multiracial,1079867,1195094,1142072,1271177,7.17,4.24,-24.67,-1.14,151522,23555,0.8616,1.705,-0.0267,2020,HYBRID_SCEN
2045,07041,5-9,F,NH_Asian,1025770,1198389,1132832,1211081,15.23,14.81,-13.84,9.25,877099,11944,0.868,1.982,0.0113,2019,TREND_EXTRAP
2049,07042,65-69,M,NH_NHPI,2385012,2701225,2541669,2838101,16.37,21.81,5.26,-8.47,112055,315,0.9972,1.781,0.0073,2020,HYBRID_SCEN
2031,07043,85+,M,NH_White,1999047,2302390,2256876,2391330,1.76,19.58,-20.16,4.41,578528,14133,0.9227,2.037,-0.0035,2025,HYBRID_SCEN
2044,07044,80-84,F,NH_White,1375647,1497526,1417999,1526971,11.6,2.91,-1.68,-1.96,1156294,36757,0.8855,2.224,-0.0156,2020,HYBRID_SCEN
2036,07045,85+,M,Hispanic,598078,658669,644704,677942,12.48,10.46,-3.19,1.43,720878,58445,0.9647,1.435,-0.0042,2022,TREND_EXTRAP
2032,07046,70-74,M,NH_Black,135650,147225,144262,150684,9.84,19.19,17.63,0.64,883027,33298,0.8894,1.595,0.0224,2021,MICROSIM
2039,07047,5-9,M,NH_Asian,996393,1066400,1031097,1133231,12.17,4.69,6.27,-8.19,403512,24268,0.9584,1.724,0.0202,2019,TREND_EXTRAP
2044,07048,15-19,M,NH_Multiracial,1839550,2050236,1958967,2130015,4.59,18.95,6.99,4.0,252338,43362,0.9748,2.354,0.0265,2024,HYBRID_SCEN
2023,07049,0-4,M,NH_Black,2455757,2550892,2416336,2662584,9.07,13.85,22.59,19.84,75964,51011,0.9669,1.638,-0.0115,2023,MICROSIM
2029,07050,35-39,M,NH_White,1641475,1942066,1897088,2030665,7.34,20.63,24.12,-1.03,664778,4757,0.8908,1.657,-0.0068,2021,TREND_EXTRAP
2022,07051,65-69,F,NH_Black,1940566,1968353,1909438,2063576,2.07,19.52,7.67,12.08,215755,40640,0.9098,1.984,-0.0289,2022,TREND_EXTRAP
2028,07052,50-54,F,NH_White,343650,384435,373967,399709,11.45,15.54,1.1,6.43,1199183,48266,0.9116,1.703,0.0266,2022,MICROSIM
2032,07053,65-69,M,NH_Black,1546564,1782755,1676562,1802494,9.17,15.16,5.4,-0.24,816539,29967,0.9232,2.341,-0.0102,2022,COHORT_COMP
2037,07054,75-79,F,Hispanic,779591,825900,814647,850745,5.32,6.26,-5.88,-7.31,777631,25795,0.8749,2.273,-0.0058,2023,HYBRID_SCEN
2034,07055,45-49,F,NH_AI_AN,2367289,2374914,2240290,2424864,8.79,4.34,24.37,-3.52,1088163,28798,0.9174,1.816,0.0245,2019,COHORT_COMP
2023,07056,30-34,F,Hispanic,2167291,2469263,2366394,2594722,14.07,10.31,10.25,13.46,480983,42726,0.9261,1.974,0.0016,2019,HYBRID_SCEN
2034,07057,75-79,M,Hispanic,1365603,1477860,1418945,1497666,14.53,5.73,-10.45,-1.63,1123431,33835,0.9292,1.27,0.004,2025,HYBRID_SCEN
2041,07058,15-19,F,NH_AI_AN,1707430,1910270,1795783,1993993,11.87,4.05,-22.11,-5.67,458678,31461,0.9722,2.035,-0.0194,2025,COHORT_COMP
2021,07059,55-59,M,NH_AI_AN,1773716,1886227,1819934,1928927,8.69,8.05,-22.76,-0.06,525530,33495,0.9271,2.049,-0.0001,2020,COHORT_COMP
2034,07060,55-59,F,NH_Asian,2407030,2825649,2762468,3014771,10.58,19.21,-14.75,7.52,103948,16627,0.8844,1.631,0.0251,2020,HYBRID_SCEN
2027,07061,5-9,M,NH_Multiracial,965295,910253,893106,937681,7.24,2.34,-13.35,11.1,250963,26361,0.9488,1.464,0.0035,2024,MICROSIM
2027,07062,25-29,M,NH_Multiracial,1702038,1859596,1829786,1914478,2.71,7.85,-4.25,1.62,865228,711,0.9688,2.298,-0.0147,2020,MICROSIM
2036,07063,70-74,F,NH_Asian,1578958,1816599,1751902,1935410,7.25,10.48,-14.26,4.94,665793,11085,0.8976,1.712,-0.0281,2023,COHORT_COMP
2031,07064,70-74,F,Hispanic,1810271,1948431,1892962,2016705,9.78,12.21,6.55,3.65,265432,27726,0.9462,1.984,-0.0098,2021,COHORT_COMP
2038,07065,75-79,M,Hispanic,270015,293814,277353,313726,10.98,5.63,-14.44,-9.73,263990,7924,0.8719,1.24,0.0044,2025,TREND_EXTRAP
2029,07066,10-14,F,NH_White,1620679,1691922,1631692,1711294,16.88,21.28,-15.61,1.87,1192975,15549,0.9009,1.697,-0.0274,2019,MICROSIM
2028,07067,0-4,F,NH_White,1788000,1915379,1815282,1969738,14.1,13.58,-1.44,7.62,802085,58852,0.9855,2.181,0.0066,2020,MICROSIM
2024,07068,55-59,F,NH_Multiracial,2330172,2259541,2165729,2372453,3.16,12.44,19.43,7.1,838865,8462,0.9858,1.665,0.0014,2025,HYBRID_SCEN
2025,07069,70-74,M,NH_Asian,1652890,1697343,1623449,1805041,3.55,2.18,-1.58,12.49,975796,42757,0.9357,1.924,0.017,2023,TREND_EXTRAP
2039,07070,25-29,M,NH_NHPI,672486,687815,661111,705274,2.26,11.71,-4.31,10.11,1000151,2560,0.9547,1.452,-0.0283,2023,HYBRID_SCEN
2045,07071,80-84,F,NH_NHPI,2334982,2592174,2510732,2762813,13.42,18.75,3.9,-1.7,458416,21523,0.9772,1.7,0.0169,2024,TREND_EXTRAP
2021,07072,40-44,F,NH_Asian,138400,143343,141213,149886,12.86,6.39,-12.14,-2.33,185034,19944,0.9928,2.313,0.0013,2020,MICROSIM
2046,07073,60-64,F,NH_White,320158,332148,318770,351432,17.76,9.02,-7.33,3.92,213086,53155,0.923,1.88,-0.0078,2025,HYBRID_SCEN
2043,07074,70-74,M,NH_Multiracial,500864,524567,518826,542314,9.64,2.41,-14.31,11.99,257693,2177,0.9337,2.282,0.0279,2025,TREND_EXTRAP
2046,07075,75-79,M,NH_Multiracial,1284783,1317007,1287968,1346943,14.96,21.54,3.59,-7.19,86592,49989,0.9119,2.282,-0.0204,2024,HYBRID_SCEN
2032,07076,60-64,F,NH_White,1553993,1687856,1629749,1797016,10.59,3.33,9.87,18.45,646837,20098,0.8607,2.333,0.0025,2025,TREND_EXTRAP
2025,07077,5-9,F,NH_NHPI,1503561,1642877,1597207,1751287,15.8,19.96,8.68,6.29,66219,35846,0.913,2.274,-0.0107,2022,COHORT_COMP
2024,07078,5-9,F,NH_Black,513566,574937,543379,597850,13.12,8.26,-12.26,-0.81,921773,27475,0.9678,1.204,0.0016,2022,HYBRID_SCEN
2044,07079,50-54,F,NH_Black,1921467,2131223,2093342,2153365,11.75,13.75,13.98,10.8,1193234,42736,0.9699,2.321,0.0031,2022,COHORT_COMP
2020,07080,75-79,F,NH_White,2361831,2605490,2525026,2648707,10.39,15.59,-12.2,-8.66,693999,32447,0.983,1.365,-0.0246,2020,TREND_EXTRAP
2040,07081,80-84,F,NH_Black,1158843,1217088,1204069,1271104,13.15,4.82,-17.48,4.53,280501,21416,0.8577,1.248,0.0097,2023,HYBRID_SCEN
2041,07082,10-14,M,NH_AI_AN,542029,567186,551203,573667,7.84,10.88,-7.51,4.58,74926,14120,0.9285,1.266,0.0081,2023,TREND_EXTRAP
2040,07083,0-4,F,NH_Asian,154726,157468,154587,162792,2.19,8.51,4.89,-5.14,630204,50802,0.866,1.619,0.0162,2019,TREND_EXTRAP
2025,07084,85+,M,NH_Asian,962954,978982,959390,1006591,1.2,3.13,-17.9,15.12,1048403,2948,0.8799,1.945,-0.0246,2025,COHORT_COMP
2025,07085,65-69,F,NH_White,2154048,2329938,2230386,2453100,8.88,18.66,7.4,13.9,146201,2520,0.9841,1.683,-0.0122,2022,HYBRID_SCEN
2042,07086,40-44,F,Hispanic,1541519,1582885,1508458,1603992,10.99,2.9,18.15,-5.42,270257,7269,0.924,1.231,0.009,2020,MICROSIM
2035,07087,40-44,M,NH_NHPI,119420,138300,132978,143738,1.88,15.07,-10.34,0.91,468947,26961,0.963,1.772,-0.0218,2019,TREND_EXTRAP
2023,07088,55-59,M,NH_White,407047,434624,418700,454072,5.52,8.28,-2.49,-6.99,133218,13336,0.8596,1.731,0.0107,2023,COHORT_COMP
2049,07089,10-14,M,NH_Black,2292651,2659666,2532013,2784769,6.14,5.84,-13.58,15.46,232991,56749,0.9121,2.108,-0.0265,2025,MICROSIM
2030,07090,5-9,M,NH_NHPI,1659590,1832695,1804709,1895573,10.35,15.34,-6.94,-0.3,979176,45198,0.9505,1.536,-0.0099,2025,COHORT_COMP
2049,07091,0-4,F,Hispanic,1658083,1696825,1641045,1744780,5.37,13.49,-23.9,3.18,113588,14020,0.8699,1.461,0.0208,2019,COHORT_COMP
2049,07092,40-44,M,NH_Black,63514,67723,66972,71173,2.17,8.31,22.69,-0.28,68157,27280,0.8985,1.507,0.0165,2022,COHORT_COMP
2049,07093,60-64,F,NH_Multiracial,2283202,2213776,2170609,2348493,3.38,12.26,-4.21,-0.7,348183,58516,0.8596,1.564,0.0087,2025,TREND_EXTRAP
2050,07094,75-79,M,NH_AI_AN,1716690,1856472,1796666,1952297,3.54,6.92,14.44,12.42,412883,43478,0.947,1.919,0.0222,2025,MICROSIM
2043,07095,45-49,F,NH_Black,1235882,1271542,1255459,1355369,15.25,19.27,-17.87,12.43,237606,16746,0.9947,1.766,0.0126,2025,TREND_EXTRAP
2042,07096,20-24,F,NH_AI_AN,1470913,1475608,1424321,1553868,5.48,8.28,15.62,5.53,680064,57993,0.9732,1.604,0.0012,2021,TREND_EXTRAP
2028,07097,65-69,F,NH_NHPI,1034494,1201387,1182591,1268517,13.01,6.9,18.01,9.73,207788,2256,0.9952,1.649,0.0288,2022,HYBRID_SCEN
2042,07098,70-74,F,NH_AI_AN,339085,383788,367633,391492,10.44,17.04,10.77,5.35,788476,40120,0.976,1.645,0.0117,2022,MICROSIM
2022,07099,10-14,F,NH_NHPI,2419993,2735033,2622710,2831230,17.6,2.35,20.16,-9.14,1083348,27712,0.9774,2.367,0.0061,2020,HYBRID_SCEN
2038,07100,40-44,F,NH_NHPI,357278,399053,383452,414657,5.27,7.36,-16.64,-8.02,739983,12836,0.936,1.48,-0.0055,2021,COHORT_COMP
2050,07101,0-4,M,NH_NHPI,1298182,1292868,1250631,1325677,3.27,9.51,-1.18,1.51,739373,25711,0.9272,2.182,0.0241,2025,MICROSIM
2027,07102,0-4,F,NH_NHPI,1541537,1612403,1560281,1679660,1.41,19.64,6.01,12.49,940679,4358,0.9105,2.05,-0.0123,2024,MICROSIM
2024,07103,25-29,M,NH_NHPI,660697,693487,669090,712521,4.72,21.01,4.81,17.4,543937,11339,0.9719,1.207,-0.0294,2021,TREND_EXTRAP
2023,07104,50-54,M,NH_Black,1532317,1482387,1416124,1558359,12.47,16.33,18.05,-9.11,634625,32039,0.8771,2.392,-0.0182,2021,COHORT_COMP
2043,07105,85+,F,NH_NHPI,2037812,2112355,2083543,2193083,1.99,11.85,-14.22,1.04,936308,54449,0.8584,2.108,-0.0234,2023,TREND_EXTRAP
2050,07106,65-69,M,NH_Black,2015574,2090622,2026710,2169079,4.78,14.81,-16.22,-3.29,649786,21245,0.9912,2.019,-0.0109,2019,HYBRID_SCEN
2025,07107,75-79,F,NH_NHPI,1521371,1639368,1574427,1752514,15.47,10.28,-12.33,14.46,895966,47251,0.8506,1.686,0.0196,2023,COHORT_COMP
2021,07108,0-4,M,NH_AI_AN,526254,643052,625405,664624,10.7,7.98,19.58,15.38,846772,17259,0.9955,1.866,0.0091,2024,TREND_EXTRAP
2039,07109,45-49,F,NH_Multiracial,346530,370352,362351,382106,1.72,21.01,22.05,-3.81,287706,55107,0.9586,1.504,-0.0199,2021,TREND_EXTRAP
2047,07110,45-49,M,NH_NHPI,2425707,2613919,2582647,2690026,1.33,4.31,3.48,11.32,683503,7129,0.8989,1.243,0.0173,2020,TREND_EXTRAP
2030,07111,60-64,F,Hispanic,1803002,1902144,1835526,2023281,1.57,8.93,0.07,11.95,363095,53003,0.954,2.203,0.0003,2024,COHORT_COMP
2023,07112,0-4,F,NH_NHPI,1463038,1630208,1541532,1695095,16.98,19.98,5.27,-4.69,232705,48789,0.9719,2.276,0.0008,2025,HYBRID_SCEN
2034,07113,10-14,F,NH_NHPI,2186074,2198239,2114790,2299359,15.37,16.46,5.82,3.01,444466,42112,0.8866,1.395,-0.0083,2022,MICROSIM
2025,07114,65-69,F,NH_AI_AN,1552176,1837407,1771165,1875715,15.29,2.58,-16.48,8.61,219883,40573,0.9649,2.144,0.0219,2025,TREND_EXTRAP
2041,07115,75-79,M,NH_Asian,2027319,2154128,2121492,2245584,16.67,2.46,9.32,-9.22,987189,55808,0.9699,2.089,-0.0109,2022,COHORT_COMP
2036,07116,25-29,F,NH_AI_AN,2075020,2171069,2083661,2228556,9.34,12.33,-2.38,2.14,139282,51074,0.8872,1.414,-0.0244,2023,MICROSIM
2049,07117,0-4,M,Hispanic,1016191,1146468,1132327,1208191,4.83,11.69,0.87,-5.35,878937,41588,0.8562,1.706,-0.0118,2025,TREND_EXTRAP
2043,07118,20-24,M,NH_Asian,2433165,2473420,2385011,2621705,7.52,10.86,-23.48,6.26,89559,11211,0.8804,1.707,0.0129,2024,COHORT_COMP
2025,07119,35-39,M,NH_White,1670271,1859270,1838239,1957604,13.08,8.05,13.23,15.29,827359,30197,0.8799,2.112,0.0095,2023,HYBRID_SCEN
2038,07120,55-59,F,NH_White,958878,1106842,1040885,1166406,15.83,21.73,16.77,5.74,629033,15628,0.8597,2.205,-0.0187,2020,TREND_EXTRAP
2049,07121,0-4,M,Hispanic,733222,773930,762275,805466,8.11,7.44,5.97,-8.92,14987,26300,0.9582,1.314,-0.0233,2022,COHORT_COMP
2044,07122,60-64,M,NH_AI_AN,886888,1058208,1043981,1114004,9.87,11.8,12.44,-9.11,991146,45708,0.9066,1.876,0.0097,2025,TREND_EXTRAP
2021,07123,40-44,M,NH_Black,1791896,1986598,1962860,2056846,16.81,10.1,1.14,8.17,380054,47092,0.9818,2.114,0.0106,2023,COHORT_COMP
2034,07124,35-39,F,Hispanic,1831457,2031821,1911240,2131561,2.38,5.4,5.92,-0.16,1160265,17512,0.8876,2.143,-0.008,2025,HYBRID_SCEN
2030,07125,60-64,F,NH_Multiracial,1475659,1699888,1612488,1743307,15.59,6.05,-5.27,7.18,144575,20945,0.9175,1.378,0.0206,2019,HYBRID_SCEN
2027,07126,5-9,M,NH_Asian,1201347,1402986,1364667,1422887,3.29,20.37,14.59,-5.09,198074,41723,0.9452,1.831,0.0287,2023,COHORT_COMP
2045,07127,70-74,F,NH_Asian,1034604,1123280,1057313,1162379,8.97,19.17,-1.59,13.31,98982,33787,0.9807,2.229,-0.0177,2023,MICROSIM
2038,07128,65-69,F,NH_NHPI,2451200,2739986,2584301,2843301,4.32,5.98,9.01,15.82,315792,21408,0.9282,1.582,0.0046,2021,HYBRID_SCEN
2032,07129,40-44,M,NH_White,844656,974547,926846,999285,11.05,19.51,6.07,16.68,1118289,48408,0.9057,1.71,-0.0297,2019,TREND_EXTRAP
2031,07130,65-69,M,NH_Asian,1216553,1216907,1175072,1282209,10.28,6.18,10.12,-0.88,792700,56726,0.9792,2.165,0.0128,2019,HYBRID_SCEN
2024,07131,35-39,F,Hispanic,1278380,1235208,1194810,1253011,7.15,14.53,14.26,9.82,634528,20311,0.8962,1.307,-0.0051,2025,TREND_EXTRAP
2025,07132,20-24,M,NH_Asian,815863,870156,819437,890487,15.61,3.63,0.64,-1.63,119162,35609,0.8618,2.231,-0.0184,2020,HYBRID_SCEN
2045,07133,30-34,F,Hispanic,1844798,1779843,1688213,1877581,12.05,19.61,15.65,12.88,537228,11139,0.9163,1.573,0.0151,2025,HYBRID_SCEN
2041,07134,15-19,F,NH_Black,1694500,1781191,1718823,1845719,13.12,3.03,-0.14,-6.38,851377,38245,0.967,1.202,0.0186,2021,TREND_EXTRAP
2023,07135,35-39,F,NH_NHPI,1391098,1514714,1468813,1593959,3.14,13.1,22.83,12.88,663351,41634,0.8546,1.481,-0.0233,2019,HYBRID_SCEN
2038,07136,15-19,F,NH_White,353121,371999,352439,388385,15.96,17.59,12.63,3.19,700608,50160,0.9373,1.307,-0.0275,2021,TREND_EXTRAP
2039,07137,0-4,F,NH_Asian,732158,777188,746055,829292,3.42,4.34,-16.44,15.67,424111,17610,0.9386,1.311,-0.01,2021,TREND_EXTRAP
2020,07138,35-39,F,Hispanic,685993,692784,682544,724560,4.4,10.09,16.48,12.17,484388,50787,0.9884,2.031,0.0076,2022,HYBRID_SCEN
2039,07139,30-34,M,NH_AI_AN,1418506,1584880,1568943,1602142,2.74,2.84,2.58,1.3,655484,28952,0.8927,1.457,0.0176,2025,HYBRID_SCEN
2036,07140,50-54,M,NH_White,2400271,2415133,2389437,2490419,8.21,15.66,24.22,17.11,580540,13568,0.8915,2.322,0.0028,2019,TREND_EXTRAP
2031,07141,75-79,F,NH_Black,2456418,2318430,2281529,2361514,16.03,8.15,10.94,-1.5,755867,56413,0.9156,1.82,0.0048,2022,COHORT_COMP
2034,07142,80-84,F,Hispanic,1459596,1543609,1481452,1644681,4.92,13.19,-20.78,19.01,525959,24899,0.9032,1.752,0.018,2025,HYBRID_SCEN
2020,07143,20-24,F,NH_Multiracial,2205225,2480660,2416978,2520947,7.04,20.65,-5.25,13.02,575682,43798,0.9597,1.721,0.0017,2023,MICROSIM
2045,07144,30-34,M,NH_Multiracial,1882054,2022812,1943577,2090095,15.31,8.12,0.86,19.72,962092,12002,0.9456,2.031,0.0067,2025,HYBRID_SCEN
2033,07145,45-49,F,NH_NHPI,2366804,2367069,2301800,2422851,11.31,2.97,16.95,-8.38,1010936,7529,0.9631,1.743,0.001,2023,COHORT_COMP
2025,07146,60-64,M,NH_NHPI,310935,334602,319702,354946,13.65,15.51,11.47,-1.78,771767,18069,0.9722,1.354,0.0228,2022,COHORT_COMP
2024,07147,70-74,F,NH_Black,158977,174286,169111,179255,4.25,17.74,-6.53,12.24,465441,48478,0.9875,2.256,-0.0159,2023,HYBRID_SCEN
2049,07148,25-29,F,NH_Black,2396182,2576899,2489768,2756028,13.04,21.16,7.67,17.67,119276,3712,0.9142,1.714,-0.0142,2022,HYBRID_SCEN
2030,07149,5-9,M,NH_NHPI,1200975,1265977,1191567,1281570,4.48,5.16,3.85,-9.14,468317,39826,0.9967,1.289,-0.0223,2025,MICROSIM
2050,07150,15-19,M,NH_Asian,2438339,2680130,2625281,2727559,17.78,9.84,-18.7,-10.0,624397,57885,0.8821,1.835,0.0192,2020,HYBRID_SCEN
2023,07151,65-69,F,NH_Asian,1015697,980852,922584,1003880,10.3,18.88,-13.26,-2.31,268008,19328,0.9564,1.977,-0.0053,2021,COHORT_COMP
2032,07152,70-74,F,Hispanic,1347152,1369195,1307112,1449520,12.67,18.14,-7.94,15.58,89059,17711,0.9296,1.531,-0.0091,2020,MICROSIM
2030,07153,65-69,F,NH_AI_AN,1980907,1964440,1847155,2087632,2.57,14.5,-15.23,13.01,616479,5906,0.9717,2.16,0.0289,2019,HYBRID_SCEN
2022,07154,15-19,M,Hispanic,1949388,2243556,2151144,2275609,4.89,7.39,-17.49,0.21,1168581,57982,0.921,2.004,0.0256,2020,MICROSIM
2020,07155,25-29,M,NH_AI_AN,801625,891985,841282,902642,2.95,7.68,-22.09,-9.94,398795,29107,0.9668,1.98,0.0283,2020,MICROSIM
2025,07156,30-34,M,NH_Black,2387037,2580643,2543676,2721735,7.33,4.48,18.66,6.64,1027593,51412,0.9886,1.705,-0.0215,2023,COHORT_COMP
2037,07157,60-64,M,NH_White,2193442,2156071,2071518,2194882,5.47,20.44,-10.55,-2.86,556024,17813,0.9591,2.354,0.0235,2024,COHORT_COMP
2043,07158,80-84,M,Hispanic,933544,1040573,1002045,1059282,13.33,5.46,-10.48,12.37,136263,9153,0.9656,1.529,-0.0103,2025,TREND_EXTRAP
2029,07159,80-84,M,Hispanic,1769193,2040219,1953494,2063359,2.4,13.46,-14.69,3.39,618001,46213,0.86,1.893,-0.0292,2024,COHORT_COMP
2024,07160,15-19,F,NH_AI_AN,1991661,2199370,2136413,2227936,13.66,13.69,-1.23,10.36,290703,31679,0.8805,1.571,-0.0065,2022,TREND_EXTRAP
2042,07161,60-64,F,NH_Black,1310515,1399485,1370404,1435620,1.3,9.39,0.71,15.57,117260,29588,0.9952,2.094,0.0006,2019,COHORT_COMP
2029,07162,40-44,M,NH_Black,1060426,1174849,1142431,1191179,4.04,9.05,-14.59,6.07,88259,48096,0.9533,1.257,-0.0235,2024,COHORT_COMP
2031,07163,5-9,F,NH_Multiracial,319453,347045,339205,358196,14.36,15.37,5.43,0.08,1057846,52114,0.9337,1.255,0.0023,2023,TREND_EXTRAP
2021,07164,85+,F,NH_AI_AN,102394,115251,113556,122162,13.5,9.77,11.15,13.09,739799,23770,0.9047,2.173,0.0192,2019,TREND_EXTRAP
2032,07165,80-84,M,NH_Black,1408777,1583776,1557132,1630622,8.84,7.1,-6.31,-2.04,1002507,18852,0.8566,1.721,-0.0073,2021,TREND_EXTRAP
2027,07166,30-34,F,NH_NHPI,1994949,2108134,2052696,2221277,1.37,9.98,4.27,16.75,407549,47422,0.905,1.609,-0.0088,2022,MICROSIM
2021,07167,80-84,M,NH_Asian,1605092,1653825,1572344,1679681,11.17,18.15,0.12,-7.86,581443,19612,0.9243,1.929,-0.0097,2023,TREND_EXTRAP
2039,07168,45-49,M,NH_Multiracial,280220,293113,284872,307640,7.62,21.33,-15.22,15.06,601603,30907,0.8815,2.042,0.0254,2020,MICROSIM
2020,07169,65-69,F,NH_NHPI,1049466,1156670,1116538,1190219,6.04,14.72,11.5,-7.25,215811,30171,0.8758,1.441,-0.0271,2025,MICROSIM
2050,07170,55-59,M,NH_White,406745,426933,416627,450407,11.71,17.64,15.07,-8.32,655132,57472,0.9258,1.423,-0.0033,2021,TREND_EXTRAP
2024,07171,55-59,M,Hispanic,22990,23564,23131,23992,8.14,12.66,7.44,0.9,923927,53551,0.9373,2.35,-0.0141,2020,TREND_EXTRAP
2028,07172,80-84,M,NH_Multiracial,832807,891055,870681,947969,2.12,14.5,-8.81,18.7,75123,15448,0.8857,1.908,0.0236,2024,TREND_EXTRAP
2036,07173,65-69,M,NH_White,2090132,2375325,2333348,2433650,16.53,21.76,21.34,19.5,627145,3966,0.9375,1.668,-0.0242,2025,COHORT_COMP
