health_mch_birth_cohort_year,health_mch_prenatal_visit_adequacy_index,health_mch_maternal_mortality_ratio,health_mch_severe_maternal_morbidity_rate,health_mch_preterm_birth_rate,health_mch_low_birthweight_rate,health_mch_breastfeeding_initiation_rate,health_mch_breastfeeding_6mo_rate,health_mch_postpartum_care_rate,health_mch_infant_sleep_safe_rate,health_mch_immunization_series_completion,health_mch_well_child_visit_rate,health_mch_teen_birth_rate,health_mch_fertility_rate_age_specific,health_mch_nicu_admission_rate,health_mch_postnatal_depression_screen_rate,health_mch_substance_exposure_flag_rate,health_mch_doula_support_rate,health_mch_pmjay_eligibility_category,health_mch_home_visiting_program_uptake
2021,3.33,266.13,0.226,11.86,7.02,81.72,33.54,73.53,94.66,24.65,54.8,10.47,36.08,21.07,81.1,0.78,8.5,PMJAY_OtherEligible,16.65
2023,5.54,134.39,5.019,3.09,26.44,21.03,47.13,41.13,36.89,60.68,58.22,10.28,171.06,15.24,53.99,10.48,18.51,PMJAY_OtherEligible,43.53
2019,7.94,250.55,3.667,4.54,20.37,58.99,57.85,22.82,47.84,75.27,17.29,9.02,215.83,21.04,15.64,7.52,13.28,NotEligible,31.93
2023,2.92,265.5,2.118,12.52,14.16,50.35,10.19,68.11,52.66,48.37,90.0,0.55,40.59,20.33,49.17,5.86,28.88,PMJAY_OtherEligible,8.29
2020,6.13,42.68,2.818,11.8,14.01,78.91,6.27,27.7,11.59,31.4,57.8,33.94,119.57,21.6,9.56,8.14,20.72,NotEligible,61.35
2024,3.84,346.87,0.378,5.84,11.07,40.28,11.52,42.47,89.15,65.29,17.24,34.57,185.46,1.9,39.21,8.44,9.33,PMJAY_OtherEligible,3.31
2017,7.36,284.32,5.99,4.58,6.36,58.85,64.13,51.33,26.74,35.38,56.76,10.6,63.21,7.6,86.18,0.88,17.61,NotEligible,62.67
2024,2.34,213.25,0.392,3.48,10.94,32.24,25.02,46.59,19.09,52.65,46.07,3.66,184.24,24.68,67.92,4.85,0.85,NotEligible,72.04
2020,1.8,183.17,5.804,11.77,11.77,70.06,44.62,69.74,53.2,21.64,10.63,4.67,6.67,8.79,53.61,6.61,29.07,SECC_Eligible,27.2
2024,0.78,344.56,1.554,13.56,23.39,37.12,15.65,22.66,83.84,43.15,84.25,27.69,122.3,2.7,56.59,0.79,20.24,PMJAY_OtherEligible,78.13
2016,0.99,39.54,3.17,4.78,16.36,95.52,45.62,10.8,43.3,87.25,86.13,21.95,142.33,0.88,74.2,3.87,15.26,NotEligible,4.52
2021,3.67,165.61,5.18,16.78,26.58,54.78,51.86,87.79,93.37,25.93,32.69,4.98,95.14,11.63,7.11,11.06,17.92,PMJAY_OtherEligible,20.92
2016,8.52,108.33,0.98,8.68,25.07,94.22,50.14,88.88,69.66,43.32,17.82,12.15,46.0,20.11,88.22,1.66,4.29,PMJAY_OtherEligible,42.26
2016,7.09,245.04,1.324,3.36,17.5,42.49,21.53,31.04,49.53,83.05,66.92,15.25,5.3,1.94,55.88,10.21,8.83,PMJAY_OtherEligible,23.54
2017,4.42,311.22,4.634,6.97,26.26,91.08,7.85,68.21,26.22,30.01,69.58,27.74,11.93,13.47,75.77,0.64,2.77,Unknown,28.23
2014,4.79,285.6,0.462,4.53,12.32,85.87,83.6,57.47,82.09,29.77,78.17,33.44,37.81,3.06,52.36,4.89,29.14,SECC_Eligible,50.34
2018,6.76,272.73,5.119,6.69,10.97,30.14,9.36,39.51,14.54,20.64,9.55,9.17,31.65,14.27,59.77,6.7,21.21,SECC_Eligible,10.54
2014,0.93,211.37,4.435,4.62,21.71,88.51,81.95,21.59,96.86,51.28,86.52,23.41,192.75,10.27,84.34,6.0,2.68,Unknown,10.97
2020,1.11,272.41,4.778,4.62,12.74,37.74,62.12,39.18,74.37,38.38,23.48,32.57,246.05,6.13,67.49,2.97,14.55,NotEligible,44.65
2021,4.17,218.72,1.635,3.68,4.68,93.26,12.16,34.96,66.9,19.94,79.65,32.87,247.59,14.16,36.43,0.12,23.54,NotEligible,51.37
2014,6.96,260.3,0.146,5.28,26.58,45.62,35.89,53.07,77.86,18.46,71.84,5.72,144.33,0.86,33.59,11.43,26.86,Unknown,51.59
2020,1.21,59.24,2.346,10.25,5.08,97.04,76.9,24.42,72.81,98.74,56.46,25.85,30.19,15.94,64.69,2.09,7.98,Unknown,49.8
2015,2.45,103.82,1.003,7.33,18.75,69.52,19.99,25.01,36.45,33.37,31.15,1.45,66.15,13.47,27.37,10.38,5.41,SECC_Eligible,60.09
2024,1.42,317.11,1.022,2.13,27.5,60.74,34.78,70.62,13.01,38.62,90.57,31.2,102.67,18.22,17.02,8.8,1.79,NotEligible,38.04
2017,3.05,47.83,4.155,12.61,12.7,60.74,19.69,11.79,87.72,30.13,84.75,13.69,103.22,22.82,62.08,0.33,2.79,SECC_Eligible,52.42
2015,8.05,195.75,4.857,17.94,28.73,22.09,77.61,72.85,26.07,13.14,75.41,24.13,237.8,3.62,42.41,11.44,6.95,Unknown,25.46
2016,5.4,91.34,5.819,10.89,29.09,96.55,32.79,25.75,18.61,20.24,70.64,1.1,138.22,7.29,73.86,9.17,8.76,PMJAY_OtherEligible,53.97
2019,4.57,223.87,5.51,11.75,14.49,43.3,18.4,89.58,79.11,96.56,12.56,6.3,175.86,2.49,41.49,5.47,2.67,SECC_Eligible,46.4
2020,1.04,91.49,2.002,9.54,22.46,25.01,29.04,20.78,20.83,51.19,21.78,29.62,109.89,3.82,76.02,7.62,21.26,NotEligible,48.03
2024,2.32,158.59,0.176,17.24,13.8,69.15,21.98,55.43,25.38,38.32,84.05,11.87,23.75,21.49,25.08,6.75,4.71,NotEligible,54.04
2017,2.64,124.79,2.739,17.35,22.44,42.3,42.73,37.71,36.58,67.99,60.48,17.19,118.81,7.14,6.7,6.77,18.23,Unknown,60.45
2023,9.0,297.96,1.989,14.39,15.0,95.89,51.37,63.69,22.78,20.7,67.01,32.2,69.82,19.61,83.51,7.32,21.94,SECC_Eligible,30.5
2023,9.53,26.6,4.263,8.18,13.21,62.08,79.23,18.89,43.78,14.25,70.17,16.04,140.76,15.55,82.7,3.08,6.53,PMJAY_OtherEligible,49.28
2019,1.54,342.17,0.517,11.07,13.66,94.05,35.65,30.34,16.08,60.95,85.95,19.23,22.64,18.81,51.26,10.85,21.89,NotEligible,51.63
2023,6.51,225.39,5.153,11.61,7.78,53.3,55.56,66.8,40.78,70.56,17.9,22.27,58.79,20.87,78.27,5.37,13.78,Unknown,7.08
2021,8.55,86.3,0.124,4.96,6.65,37.22,44.8,81.97,28.94,81.18,46.29,17.54,193.98,6.35,47.32,7.23,13.57,PMJAY_OtherEligible,52.61
2024,2.02,340.07,3.7,9.61,23.84,49.73,51.9,71.1,96.6,29.87,6.37,17.17,75.37,14.6,59.07,0.04,23.56,NotEligible,59.28
2019,0.22,25.23,3.608,4.48,17.71,40.09,68.58,39.45,13.81,67.05,31.65,10.73,108.01,9.08,65.77,7.85,21.23,Unknown,9.2
2018,8.64,322.1,3.245,8.86,23.18,33.63,31.19,64.11,65.04,78.25,77.22,8.59,103.77,11.55,51.94,9.3,9.73,NotEligible,34.2
2015,1.87,327.37,0.28,8.39,24.64,21.68,79.05,12.9,56.32,51.86,89.07,3.09,57.12,21.0,59.25,5.41,19.91,SECC_Eligible,71.08
2019,0.57,182.64,0.31,9.91,18.52,94.1,48.57,92.88,18.45,11.06,48.79,19.21,157.92,3.13,34.44,0.48,26.98,Unknown,13.03
2014,9.96,61.59,2.969,4.97,5.39,65.6,65.23,13.52,90.62,20.12,66.88,24.54,204.36,15.09,9.46,9.0,21.63,PMJAY_OtherEligible,39.96
2018,7.79,326.11,4.0,11.84,17.74,69.25,34.53,24.76,49.96,19.71,30.42,14.53,241.58,11.45,43.47,8.13,5.19,NotEligible,41.02
2025,1.82,77.79,5.01,16.0,17.27,80.96,46.73,75.58,78.36,91.6,50.3,27.2,157.37,19.41,30.58,1.23,0.65,SECC_Eligible,17.98
2016,4.38,72.83,4.348,17.25,7.73,51.01,79.66,86.04,20.89,65.5,92.85,2.11,188.47,16.73,66.38,10.52,18.14,PMJAY_OtherEligible,3.79
2016,9.48,298.52,5.737,13.51,17.42,54.0,46.23,66.0,46.18,78.25,69.66,11.26,186.86,3.07,4.03,11.54,2.7,SECC_Eligible,53.57
2014,8.27,279.13,2.798,14.85,10.96,87.11,30.27,62.99,97.64,94.46,14.29,8.33,58.62,0.22,87.0,0.9,25.76,SECC_Eligible,22.17
2015,0.36,64.61,5.578,7.27,21.75,23.37,28.37,75.34,40.75,46.41,83.62,26.6,219.04,9.8,20.63,2.59,23.99,PMJAY_OtherEligible,63.39
2015,1.1,169.81,5.036,16.2,19.55,73.57,7.64,86.08,65.65,47.69,91.44,5.78,178.88,18.79,21.66,0.88,9.18,PMJAY_OtherEligible,54.01
2025,7.81,225.65,3.738,11.26,17.64,42.4,51.51,87.01,68.35,91.0,94.27,7.74,9.92,20.16,71.99,11.72,5.0,Unknown,54.16
2025,3.35,92.4,3.828,4.51,29.55,63.95,9.67,32.28,46.77,43.44,44.11,2.64,138.51,13.25,6.92,11.93,19.32,PMJAY_OtherEligible,14.46
2019,7.14,82.72,4.088,6.39,6.21,30.76,33.5,70.31,52.83,79.4,62.33,10.7,97.52,1.64,56.31,7.33,17.98,Unknown,78.59
2015,8.97,307.33,5.477,3.89,19.4,95.17,69.15,47.98,65.93,97.51,22.29,14.95,75.14,24.03,37.46,1.04,20.98,SECC_Eligible,25.64
2016,2.01,201.8,3.062,13.93,23.09,40.01,5.59,11.85,47.63,47.67,41.13,2.75,163.1,16.05,32.79,10.74,4.19,PMJAY_OtherEligible,28.18
2025,4.39,156.65,1.473,6.18,12.13,30.07,22.46,66.61,61.13,62.12,85.84,15.93,241.1,10.64,54.37,10.05,27.2,SECC_Eligible,38.67
2024,0.9,278.53,3.13,14.77,18.05,57.55,39.25,61.84,34.23,29.25,68.28,11.68,232.65,13.26,42.53,7.91,13.67,Unknown,28.94
2024,4.22,94.02,0.785,6.45,18.39,58.15,38.35,92.74,57.08,89.02,30.69,27.05,47.91,20.63,61.19,9.47,11.27,Unknown,20.9
2018,6.96,150.9,0.391,4.59,19.56,71.35,51.6,59.9,48.14,79.04,6.31,18.95,22.34,6.4,46.58,11.99,7.17,Unknown,61.33
2023,5.26,297.2,0.439,4.83,20.9,44.24,54.4,34.21,23.85,76.89,24.19,9.69,18.18,7.9,11.05,7.21,10.04,NotEligible,56.09
2021,8.52,189.97,2.281,17.97,15.02,72.91,6.32,50.7,89.27,87.75,50.8,22.13,216.66,21.25,47.39,6.02,17.82,NotEligible,53.61
2020,1.51,220.88,4.525,12.13,28.64,48.01,49.7,93.39,90.91,66.06,53.86,16.81,124.89,7.29,19.4,11.49,19.76,PMJAY_OtherEligible,58.33
2014,4.86,227.27,4.428,8.0,27.3,97.88,8.54,74.51,89.48,41.16,41.38,14.29,10.59,14.03,42.81,3.38,20.39,SECC_Eligible,68.08
2025,8.17,260.2,3.916,15.94,8.51,42.28,75.68,93.31,73.35,73.97,90.14,21.1,204.07,23.87,75.57,4.56,19.9,Unknown,4.37
2014,3.56,56.73,5.731,9.24,28.22,66.44,28.02,73.2,26.24,33.23,26.49,25.43,205.2,12.54,73.49,7.84,8.49,NotEligible,14.47
2017,9.16,191.54,1.501,13.47,24.62,78.4,73.79,57.18,34.05,43.51,40.68,32.61,141.14,15.89,61.32,8.11,3.48,PMJAY_OtherEligible,65.61
2023,5.69,217.66,4.127,6.1,25.01,24.41,31.02,36.86,29.13,27.67,84.71,9.31,48.76,2.51,81.74,5.13,25.68,Unknown,11.21
2020,5.08,327.95,2.659,15.5,9.98,26.96,35.53,11.34,14.55,91.87,78.05,29.42,169.78,12.92,69.26,2.99,25.56,PMJAY_OtherEligible,44.95
2020,6.11,269.76,3.341,11.21,5.27,42.33,79.74,60.34,38.79,25.96,36.12,9.21,5.54,13.66,76.26,9.69,23.69,NotEligible,12.5
2014,4.95,346.8,1.476,9.17,29.71,86.12,49.73,58.21,44.77,78.67,54.21,22.52,245.6,6.6,37.6,7.61,3.06,NotEligible,34.71
2018,7.98,99.78,4.016,2.53,10.58,87.87,19.34,45.9,91.09,55.44,8.29,21.19,185.77,9.81,40.0,9.94,12.55,PMJAY_OtherEligible,37.12
2025,3.11,23.03,4.213,17.1,16.87,23.34,59.69,35.67,19.11,68.25,69.66,25.5,69.17,15.52,75.57,5.09,1.54,Unknown,41.37
2021,7.42,311.32,3.464,9.36,14.06,47.59,53.72,73.07,12.54,26.85,86.53,9.23,27.31,21.89,39.99,1.96,14.25,NotEligible,55.35
2020,8.0,89.85,3.063,3.68,22.31,53.16,43.36,69.6,27.75,30.88,42.38,34.2,126.15,17.04,25.5,3.55,19.62,PMJAY_OtherEligible,47.84
2014,1.62,118.08,4.871,13.43,28.66,60.03,79.24,35.29,51.42,22.48,79.41,5.03,246.56,1.76,31.06,7.96,25.06,PMJAY_OtherEligible,54.05
2014,1.95,142.26,3.11,9.7,9.57,20.66,44.92,21.06,31.94,64.21,66.94,17.88,247.05,12.04,45.95,0.71,15.31,SECC_Eligible,9.65
2015,7.06,105.24,3.951,6.08,11.34,41.64,80.52,47.05,11.31,62.18,91.03,6.3,171.04,13.91,4.19,7.75,1.52,NotEligible,0.7
2015,1.05,328.31,3.147,4.02,6.71,30.79,50.09,76.33,41.7,37.87,89.43,33.64,112.72,13.66,41.84,7.79,18.2,NotEligible,43.29
2015,9.0,150.97,3.744,16.14,16.09,45.39,18.79,81.95,96.86,60.49,91.79,34.77,90.66,5.12,28.28,9.21,6.93,PMJAY_OtherEligible,44.19
2023,2.79,174.3,1.548,3.56,8.42,78.09,59.54,63.24,24.52,40.32,51.83,24.28,114.57,1.98,76.16,5.22,17.84,SECC_Eligible,8.02
2023,9.35,187.47,4.864,12.68,9.21,73.11,19.09,70.44,62.32,59.31,87.1,4.54,75.82,15.42,69.4,11.81,9.83,SECC_Eligible,67.64
2021,0.12,321.99,0.907,12.4,13.67,42.93,73.52,80.15,79.4,40.72,61.56,34.07,186.06,20.25,71.42,6.99,4.85,PMJAY_OtherEligible,8.74
2025,8.96,115.58,2.608,17.45,6.79,61.93,5.4,28.94,63.2,55.54,91.08,14.34,231.06,18.02,82.41,11.51,8.44,SECC_Eligible,72.21
2021,4.61,100.43,4.975,15.28,28.57,21.85,45.74,57.04,59.5,57.25,79.38,29.87,135.23,15.73,12.82,2.03,14.07,PMJAY_OtherEligible,65.26
2018,4.66,233.61,0.971,14.36,18.5,55.59,9.68,23.68,68.83,55.59,40.78,27.31,249.12,10.69,64.67,0.34,25.8,Unknown,51.98
2025,0.52,95.64,1.12,6.12,25.94,69.31,75.6,71.65,13.9,79.22,21.02,6.88,129.32,22.33,50.54,8.92,24.92,PMJAY_OtherEligible,24.52
2025,0.69,167.24,4.773,12.41,25.21,31.58,84.0,72.43,36.96,56.94,61.25,9.87,38.51,4.01,58.73,5.19,19.51,SECC_Eligible,41.94
2020,2.71,234.47,2.587,11.12,19.76,79.71,32.66,35.73,40.3,38.74,49.23,4.87,13.02,7.99,60.33,10.92,27.07,NotEligible,66.79
2018,6.16,55.95,3.307,16.9,6.0,53.86,84.02,61.0,17.37,97.8,90.7,22.02,235.44,9.35,64.3,3.73,1.11,NotEligible,34.25
2016,7.84,242.86,0.74,3.84,13.38,88.18,69.26,78.38,28.63,52.16,73.64,22.01,22.79,2.92,36.46,3.96,16.26,SECC_Eligible,24.69
2014,7.11,183.3,1.437,8.72,17.74,26.46,52.29,37.54,22.04,44.17,18.87,26.82,243.93,5.49,53.2,6.84,4.45,PMJAY_OtherEligible,2.49
2014,2.56,280.56,5.579,3.18,17.57,33.54,39.82,86.9,16.12,86.87,77.54,7.46,182.94,2.34,63.79,5.0,7.92,SECC_Eligible,50.35
2014,8.51,349.31,4.179,17.36,23.0,88.04,83.27,14.99,17.64,82.05,83.75,8.24,147.82,11.41,1.79,1.77,21.45,Unknown,37.08
2015,6.22,74.56,0.7,14.67,19.65,86.75,10.79,91.55,40.79,17.14,66.36,18.01,100.47,14.58,22.53,9.35,6.02,PMJAY_OtherEligible,50.01
2014,1.59,229.31,3.902,6.48,23.48,32.07,64.63,24.01,89.49,40.94,27.96,12.68,135.65,11.42,80.26,2.62,16.1,SECC_Eligible,17.37
2021,4.37,159.15,1.792,2.93,19.52,40.38,84.75,51.47,13.7,85.33,65.79,10.31,84.08,8.86,81.4,1.39,29.51,PMJAY_OtherEligible,20.96
2019,1.87,273.65,2.558,13.52,12.6,75.66,76.48,68.06,81.28,94.86,14.33,19.35,204.75,22.0,68.14,10.77,22.23,PMJAY_OtherEligible,28.21
2025,3.15,192.03,4.193,6.51,21.67,36.15,23.29,86.26,93.77,83.03,7.32,30.93,149.47,15.09,11.46,5.38,27.3,NotEligible,32.33
2018,7.14,255.35,0.569,9.7,8.83,93.71,49.85,72.81,87.53,31.56,12.92,29.05,63.49,14.6,29.12,5.1,28.52,NotEligible,51.14
2019,6.96,128.55,4.769,6.68,17.51,90.35,8.79,41.48,13.82,36.66,93.36,8.28,38.1,10.26,49.24,11.24,9.16,Unknown,70.34
2015,5.73,328.33,3.451,4.86,27.68,54.32,36.02,50.39,84.42,23.05,6.36,30.87,20.97,4.56,3.7,4.54,7.91,NotEligible,0.19
2020,3.28,272.12,1.27,5.33,24.64,68.72,29.04,57.57,42.46,16.93,83.86,11.81,97.66,9.79,19.13,8.83,20.21,SECC_Eligible,39.82
2019,0.67,214.63,4.869,7.65,11.62,78.27,69.17,39.69,81.8,10.12,27.73,28.74,168.21,16.63,9.7,2.91,3.09,NotEligible,71.93
2024,4.8,47.31,2.372,9.95,20.2,72.82,57.7,38.55,73.76,38.55,5.83,4.72,238.45,2.27,64.84,2.81,26.85,PMJAY_OtherEligible,26.52
2022,9.51,32.82,3.866,7.1,29.95,39.26,78.62,92.43,30.47,87.67,9.05,13.62,8.7,18.7,71.14,2.76,7.13,PMJAY_OtherEligible,65.33
2014,8.67,104.44,0.797,12.81,21.3,28.45,73.73,83.47,64.43,97.05,6.99,11.46,17.25,21.96,7.67,9.6,6.53,Unknown,24.22
2016,1.49,182.54,2.302,10.1,23.46,95.83,32.37,42.22,34.9,20.38,30.85,33.01,84.23,15.33,44.03,0.0,0.5,SECC_Eligible,30.11
2014,0.83,65.89,5.066,14.4,14.01,74.98,76.03,24.45,60.86,85.4,60.54,16.99,189.96,2.62,81.87,6.25,6.63,Unknown,18.74
2022,5.9,158.87,4.551,14.38,18.11,36.07,20.16,58.16,11.65,91.25,29.11,12.01,26.25,22.18,56.68,8.62,16.65,Unknown,42.75
2014,6.34,45.81,1.395,2.31,14.79,95.78,44.09,30.26,87.48,70.99,41.81,13.73,78.18,19.41,58.05,2.88,18.61,PMJAY_OtherEligible,27.37
2017,0.61,46.84,2.269,17.97,21.39,22.55,34.2,74.71,50.48,13.56,20.11,34.68,51.9,20.48,3.58,6.33,18.54,PMJAY_OtherEligible,42.34
2025,3.07,56.01,3.835,17.0,19.97,55.86,33.89,76.21,25.63,34.07,5.81,27.81,182.72,22.89,37.03,5.17,0.24,Unknown,61.92
2014,0.43,212.31,2.83,6.91,6.94,36.69,51.53,94.77,93.74,43.32,82.33,7.11,13.56,20.67,50.07,9.94,22.7,SECC_Eligible,34.6
2025,8.2,244.35,4.256,13.97,19.3,63.82,80.63,75.29,71.47,96.96,93.85,3.48,134.21,15.32,0.49,4.75,8.28,NotEligible,24.72
2023,7.96,291.28,4.845,15.51,26.74,78.19,20.26,29.79,90.5,63.57,67.33,0.71,30.0,20.61,77.56,10.7,6.98,NotEligible,27.36
2023,8.29,75.24,4.597,9.05,18.14,68.34,79.52,19.87,74.61,54.26,17.08,27.86,75.27,1.03,8.61,6.52,19.37,SECC_Eligible,22.84
2016,1.5,278.24,5.294,13.89,19.88,86.06,20.42,35.6,33.69,77.39,66.49,11.88,170.4,10.62,87.84,8.31,15.11,PMJAY_OtherEligible,31.69
2020,7.18,55.26,2.184,11.24,7.7,84.43,7.42,43.03,32.34,34.64,48.21,4.95,95.84,2.14,9.17,4.87,29.72,PMJAY_OtherEligible,4.74
2017,2.12,313.76,0.949,10.08,13.53,42.39,79.49,86.89,58.61,60.76,21.84,22.27,210.68,22.81,75.22,1.31,3.67,NotEligible,73.99
2017,8.57,249.69,2.534,6.65,25.99,55.3,20.26,81.08,90.82,25.45,83.53,20.32,157.42,14.01,38.22,8.43,29.23,NotEligible,23.75
2014,9.69,32.51,3.117,9.08,25.02,47.12,36.83,51.73,44.82,98.1,11.12,9.62,166.72,11.04,49.0,3.82,8.69,SECC_Eligible,27.25
2019,8.45,44.8,4.537,8.74,25.27,61.75,28.59,80.98,56.0,94.04,57.12,18.33,80.04,3.8,33.9,7.04,8.91,Unknown,29.62
2018,9.66,267.62,0.297,15.18,28.89,72.24,82.97,89.04,23.19,57.13,41.06,2.86,11.97,12.69,49.39,9.87,26.55,Unknown,25.41
2025,2.14,39.9,2.897,14.01,11.71,40.15,74.25,48.23,46.07,53.45,31.76,22.92,146.12,24.53,31.45,0.34,21.43,PMJAY_OtherEligible,32.2
2021,4.8,183.17,3.3,16.81,19.77,40.89,36.96,31.5,38.83,85.03,48.03,15.84,140.24,22.59,5.83,7.19,18.91,NotEligible,11.82
2022,3.36,246.95,0.51,9.04,20.72,60.69,54.59,35.79,61.46,23.44,26.86,32.38,199.94,20.82,39.85,4.34,24.56,PMJAY_OtherEligible,9.33
2014,3.67,29.62,1.81,8.65,18.9,57.73,18.77,71.96,75.64,57.24,33.92,33.11,188.49,9.67,83.96,4.05,6.1,PMJAY_OtherEligible,65.37
2022,5.82,340.56,4.73,2.96,6.01,80.03,33.19,82.01,82.19,49.35,16.16,34.49,188.03,18.97,50.86,11.53,15.99,NotEligible,53.12
2018,4.29,76.8,0.282,7.53,27.48,47.38,50.84,15.36,57.63,74.48,71.74,19.55,192.71,1.56,39.76,4.23,11.56,SECC_Eligible,4.25
2017,9.67,29.02,4.433,11.65,4.38,64.22,65.75,38.69,55.1,79.5,58.17,34.85,92.0,21.07,64.6,10.69,18.83,NotEligible,30.6
2020,2.9,270.53,4.788,14.19,26.65,34.31,48.68,89.83,70.95,15.78,31.78,17.49,75.55,23.04,46.76,9.56,4.05,NotEligible,40.37
2020,5.83,220.04,4.937,2.99,22.66,87.44,33.93,72.44,69.41,43.44,62.23,10.38,68.83,3.41,49.21,10.19,23.61,Unknown,46.21
2016,7.09,346.07,4.351,7.13,25.04,71.45,83.25,72.2,46.37,11.53,33.37,0.29,193.64,8.83,47.22,10.98,28.45,NotEligible,57.95
2016,9.43,157.27,4.494,3.53,9.48,66.03,52.62,29.06,97.77,21.74,54.63,29.82,114.49,1.51,51.97,3.16,15.2,SECC_Eligible,24.8
2021,6.88,284.54,2.077,16.65,22.54,25.04,40.73,44.32,62.27,40.14,22.84,17.83,189.54,7.49,69.89,7.77,1.12,SECC_Eligible,39.27
2022,7.72,342.9,0.73,16.97,13.58,30.89,76.78,50.24,53.82,77.02,79.08,17.84,213.29,5.26,64.84,11.04,25.58,PMJAY_OtherEligible,52.94
2016,8.54,29.9,4.395,14.3,23.85,84.12,70.68,63.11,24.1,43.8,70.69,4.27,243.45,3.41,46.45,5.01,18.02,Unknown,41.72
2020,9.57,345.17,5.795,6.41,15.65,77.1,73.06,79.09,63.91,11.5,8.71,3.67,164.34,10.06,37.64,9.98,6.99,NotEligible,45.27
2020,0.63,311.98,4.019,5.35,5.66,46.19,67.1,68.42,47.3,47.19,8.82,27.52,36.32,23.85,8.76,11.2,18.47,SECC_Eligible,48.0
2021,1.56,71.5,2.162,4.33,12.52,65.82,11.62,84.19,24.1,61.7,91.97,34.66,157.66,15.55,85.52,10.44,18.17,SECC_Eligible,24.41
2018,1.29,176.74,1.197,6.4,24.85,41.15,75.25,53.11,60.06,12.46,50.54,12.12,225.11,21.84,85.95,0.89,25.18,PMJAY_OtherEligible,44.4
2015,3.23,255.04,2.264,15.47,28.12,26.46,51.92,36.03,27.19,73.63,67.08,31.21,97.33,17.72,73.52,1.82,13.93,Unknown,74.15
2025,6.24,146.7,0.416,17.79,7.89,41.31,6.25,41.28,12.25,52.44,45.76,22.93,138.6,24.7,14.34,11.47,17.53,NotEligible,43.52
2017,4.28,40.38,2.112,13.65,23.39,57.72,63.45,93.25,43.19,23.84,32.01,21.51,48.51,19.11,58.37,11.05,13.82,NotEligible,69.48
2020,6.01,308.44,0.506,10.52,12.3,78.85,41.76,22.76,12.24,14.43,35.03,30.54,16.19,5.63,34.17,0.94,16.34,Unknown,66.44
2017,3.7,27.56,3.507,14.98,18.54,47.07,81.31,13.37,37.98,27.41,44.89,27.59,30.26,21.7,1.42,0.35,27.67,NotEligible,61.73
2018,5.24,279.44,0.28,17.12,28.12,55.51,35.89,20.55,13.87,91.08,26.95,32.11,170.67,24.1,31.53,3.53,1.74,PMJAY_OtherEligible,70.44
2022,1.81,236.22,3.381,12.61,5.26,34.28,36.19,74.08,96.66,72.09,65.68,18.94,243.39,21.99,86.72,9.21,29.64,PMJAY_OtherEligible,75.12
2022,6.9,137.85,1.778,16.79,20.84,57.28,9.3,90.18,11.63,97.67,7.41,24.88,36.67,23.79,56.2,6.08,14.29,NotEligible,25.31
2025,4.93,270.33,4.119,4.43,29.59,33.77,67.34,51.72,84.35,85.31,11.73,7.9,221.64,18.71,34.34,7.81,16.78,PMJAY_OtherEligible,41.0
2025,6.87,56.87,2.414,14.32,13.03,77.36,16.22,92.88,43.97,59.52,70.21,26.33,223.51,3.57,17.5,0.1,18.24,NotEligible,39.11
2024,4.63,100.93,2.499,6.34,25.93,47.49,46.84,47.99,87.91,23.91,70.2,22.88,10.42,24.11,46.06,8.36,16.75,SECC_Eligible,41.41
2018,0.13,56.99,0.315,8.3,12.77,83.12,76.35,65.52,96.5,70.15,83.96,23.43,26.18,22.64,54.67,11.6,20.47,SECC_Eligible,64.17
2019,9.22,242.68,3.477,12.25,8.55,38.32,43.29,83.41,86.43,76.47,11.13,14.84,205.32,5.38,8.43,0.18,17.71,PMJAY_OtherEligible,19.55
2024,8.89,159.82,1.662,7.17,21.46,51.9,14.2,82.91,14.32,43.42,57.5,3.98,186.94,21.69,51.47,1.77,0.84,SECC_Eligible,11.85
2025,3.42,46.36,2.7,11.01,17.14,33.75,57.67,77.41,71.61,91.2,41.48,33.65,4.96,4.46,54.14,3.27,0.76,PMJAY_OtherEligible,72.02
2022,5.71,280.78,1.186,14.49,18.7,57.58,73.49,34.83,46.29,48.73,54.2,10.92,236.04,20.84,35.29,3.29,8.16,PMJAY_OtherEligible,54.2
2014,1.77,156.17,0.968,14.97,23.77,34.32,70.05,40.2,91.07,90.45,33.92,22.32,109.12,20.8,73.45,1.73,11.33,PMJAY_OtherEligible,5.95
2025,5.64,129.28,2.393,10.58,9.34,54.42,26.42,85.83,52.76,51.54,14.17,25.38,86.95,19.86,15.36,7.02,6.18,Unknown,38.35
2025,1.05,335.6,4.137,11.57,5.18,48.25,34.77,53.89,64.76,22.08,51.89,25.56,118.3,1.41,32.27,7.38,14.87,PMJAY_OtherEligible,74.66
2015,0.97,48.59,4.86,16.58,7.9,55.72,72.09,60.2,39.86,16.33,74.99,32.2,236.61,10.22,42.22,11.01,21.22,SECC_Eligible,61.86
2017,1.7,198.12,0.456,10.8,10.07,82.66,17.91,53.88,63.43,59.71,80.96,12.8,205.89,21.12,79.42,11.62,25.06,SECC_Eligible,52.52
2022,5.57,325.99,1.381,13.94,20.08,67.14,71.05,44.39,13.85,69.51,8.98,25.65,110.58,0.15,88.7,6.85,8.92,NotEligible,8.49
2020,6.0,108.91,2.175,7.3,5.96,21.92,57.55,46.5,22.96,31.63,17.54,18.13,210.59,8.75,70.73,11.26,27.21,Unknown,78.69
