soc_policy_policy_effective_date,soc_policy_policy_change_id,soc_policy_eligibility_rule_area,soc_policy_income_threshold_pct_fpl,soc_policy_asset_limit_inr,soc_policy_work_requirement_flag,soc_policy_time_limit_months,soc_policy_sanction_rate_pct,soc_policy_exemption_category_code,soc_policy_expected_caseload_change_pct,soc_policy_observed_caseload_change_pct,soc_policy_expected_spending_change_inr,soc_policy_observed_spending_change_inr,soc_policy_application_volume_change_pct,soc_policy_approval_rate_change_pct,soc_policy_benefit_level_change_inr,soc_policy_disparity_impact_score,soc_policy_administrative_cost_change_inr,soc_policy_stakeholder_comment_count,soc_policy_implementation_status_code
2021-05-06,POL408032,Residence,40.3,239,1,38,4.88,ST,7.47,1.0,2002273369,2489652201,-16.7,18.31,4344,0.745,-11074534,109,Notified
2019-02-02,POL367013,Occupation,43.3,66486,0,21,9.78,OBC,18.38,29.04,2158869411,700122133,35.07,9.2,1399,-0.233,15546703,144,Retired
2022-07-30,POL988566,Assets,60.4,29697,0,23,6.92,Migrant,-6.48,-28.83,1093695447,857078182,50.79,-10.78,1541,0.037,-10400096,159,RolledOut
2020-10-13,POL594167,Residence,223.6,125152,1,11,0.66,Migrant,27.35,27.74,470124414,1663138153,36.88,-16.82,-621,0.894,26148359,1042,Revised
2020-10-16,POL996237,Residence,174.7,81442,1,19,7.77,None,-21.58,11.2,1078699902,1316197656,0.36,5.25,1311,0.913,6522763,822,Retired
2023-10-12,POL745042,HouseholdSize,228.6,74431,0,9,12.12,ST,-7.14,1.74,2266227905,2954567565,34.6,5.6,4282,-0.669,630995,565,RolledOut
2024-05-23,POL517932,HouseholdSize,215.3,167829,1,10,17.02,SC,30.66,-19.3,1078504155,2841422497,-4.69,-10.34,3689,0.354,1179128,653,Retired
2024-10-20,POL125901,Residence,200.7,249451,0,23,2.02,OBC,-8.95,36.5,-77547376,1101702817,11.32,15.59,1390,-0.152,7376547,359,Draft
2024-02-14,POL928606,Income,114.3,217367,1,49,7.69,ST,-20.45,-26.02,804910198,2541698804,-25.27,-9.37,3784,-0.7,39405202,522,Retired
2018-08-14,POL304952,HouseholdSize,68.1,334765,0,10,16.94,PwD,-22.3,-21.47,1783378202,2872778167,-7.88,23.74,1030,-0.948,-19812224,394,Retired
2023-07-17,POL804055,Age,61.7,157521,1,49,8.45,None,20.22,33.45,2420897302,2150504281,13.28,12.02,2175,0.016,47873495,910,Paused
2023-06-09,POL215137,CasteCategory,45.3,163101,1,49,16.09,None,-4.83,21.65,767574034,2052097992,-28.02,7.26,794,-0.813,57437111,932,RolledOut
2017-03-07,POL851036,Income,77.3,4285,1,2,12.28,PwD,20.88,33.3,1891400021,1543966612,34.72,9.48,2584,0.877,58632060,697,Paused
2018-10-05,POL124403,Assets,44.0,304084,1,16,15.59,EWS,14.09,42.89,318438320,2030589166,4.22,-19.71,2712,-0.5,35851844,277,Revised
2021-09-10,POL210256,Income,184.4,240899,0,34,13.65,PwD,20.04,-4.49,591053208,-36624058,15.36,-3.76,-877,-0.12,31065203,315,Notified
2019-10-09,POL367390,CasteCategory,121.7,50321,1,9,1.3,None,30.04,30.68,393841226,183127025,8.66,19.01,3891,0.453,46197848,465,RolledOut
2024-02-19,POL802287,Income,150.9,76660,1,24,13.73,OBC,23.87,-27.12,1534547656,797339787,32.53,21.47,4,0.015,12886613,795,Revised
2023-12-23,POL997328,Residence,140.6,68461,1,42,2.3,SC,-15.92,38.38,2251995816,2984922731,25.43,-11.39,3072,-0.245,-7403567,1063,Revised
2019-03-24,POL312885,Age,99.5,163012,0,0,13.47,None,29.42,17.77,1956496235,535031126,31.98,20.43,4153,0.259,35908283,344,Revised
2017-03-02,POL618648,CasteCategory,64.1,15202,0,38,7.54,SingleParent,-4.86,37.75,1280041633,-110992048,-12.93,-3.21,259,-0.605,75386180,952,Piloting
2019-05-11,POL772731,Assets,153.9,311466,1,18,12.33,ST,23.27,12.3,1104627686,1159070853,24.64,11.32,4351,-0.018,33476557,133,RolledOut
2025-03-16,POL901483,Assets,221.4,127259,1,47,1.09,SingleParent,6.28,17.33,2051249497,689276049,14.49,19.39,3146,0.926,10754023,165,Paused
2025-03-20,POL312308,Occupation,197.4,367478,0,11,2.05,EWS,-14.48,39.75,2313535336,3163857982,-27.94,-10.0,2901,0.57,3243806,1146,Revised
2021-08-02,POL200319,Age,235.6,108647,0,42,1.92,Tribal,16.39,-7.33,1837687178,871021898,-29.72,-13.88,-864,-0.331,-12723777,391,Paused
2024-08-24,POL805529,Disability,114.8,146541,1,45,6.76,None,15.14,-4.17,1468986476,1539834788,20.19,1.27,1280,0.825,81720405,1000,Notified
2022-02-22,POL130214,Assets,217.6,368391,1,26,3.05,PwD,29.47,33.88,1890945224,3068862930,20.48,8.03,1341,0.75,16049035,432,Draft
2025-12-23,POL904382,Disability,191.7,67385,0,26,0.14,Tribal,-0.38,42.38,961506744,2785950492,38.41,5.55,3870,-0.457,78797854,656,Revised
2018-05-25,POL461904,HouseholdSize,238.0,338268,0,24,15.82,None,19.05,20.08,773221141,2830199324,37.67,10.59,1442,0.868,83954414,23,Draft
2021-07-09,POL551566,CasteCategory,100.4,60581,1,47,13.53,OBC,6.08,2.26,2390358688,2410248149,8.29,21.34,814,-0.029,28903925,114,Paused
2018-08-24,POL546537,HouseholdSize,208.8,198179,1,24,10.23,SingleParent,8.02,-21.67,1155632930,776920775,5.74,-14.84,1046,0.866,26425469,1148,Paused
2018-02-17,POL489907,Residence,146.7,349596,1,58,13.04,SingleParent,-4.42,15.55,1226216673,2340831920,1.91,23.36,4282,0.099,14737908,510,Draft
2018-05-29,POL111194,Income,131.7,63902,0,9,5.44,Migrant,-3.32,31.82,-148428924,1674475884,54.55,-12.76,2183,-0.807,50184035,917,Piloting
2017-01-28,POL231123,Residence,137.8,14978,1,24,12.7,SC,23.16,-21.76,1044546086,779340920,30.49,21.97,1488,-0.722,3526086,690,Piloting
2025-07-30,POL417789,Income,130.8,95751,1,32,9.36,Tribal,13.07,-8.21,636143011,1418169444,-1.85,14.14,3083,-0.004,17172076,810,Draft
2023-06-01,POL312385,Assets,224.2,104851,0,33,1.6,OBC,16.18,-22.37,338029051,2685259316,31.81,16.51,185,-0.95,12391128,398,Paused
2021-07-13,POL834555,Landholding,238.3,162837,0,27,11.96,Senior,30.86,-4.58,2394747074,-350703303,16.31,19.35,3633,0.537,21184311,1140,Piloting
2024-06-02,POL992992,Residence,179.2,297515,1,58,17.88,SC,16.38,13.29,2288002562,2815085163,19.7,-14.93,2239,-0.385,-11809949,231,Revised
2022-02-25,POL285361,Landholding,80.5,19174,0,29,4.61,ST,19.07,-20.25,2432952756,2098436677,51.91,9.87,86,-0.937,38188119,872,Paused
2020-11-22,POL757724,CasteCategory,128.3,228751,1,9,0.08,Migrant,21.37,5.51,549634679,642166337,22.61,-4.43,-915,0.297,-9926845,608,Piloting
2021-05-27,POL555433,Assets,114.7,290106,1,22,13.51,None,0.74,-28.98,1450611214,929331252,51.09,-2.89,1515,0.211,66197388,642,RolledOut
2020-11-13,POL792182,Landholding,180.9,322874,0,3,5.02,PwD,2.61,31.81,423922361,1041974629,15.36,3.68,3075,-0.747,26227789,1064,Notified
2020-09-06,POL786820,Residence,54.8,386630,1,17,7.29,SC,33.74,20.68,833675184,1045770251,37.79,6.95,464,-0.637,60966471,19,Draft
2024-08-20,POL832606,CasteCategory,177.4,330145,1,28,0.14,Migrant,8.58,18.68,299116446,-521687787,15.16,11.62,4278,0.487,-5663467,381,Notified
2025-10-27,POL965808,Residence,138.0,41279,0,4,1.16,ST,-2.45,33.58,1253317577,87810761,18.72,7.48,1714,-0.698,43658176,939,Draft
2018-09-10,POL625276,HouseholdSize,94.8,70310,1,29,12.76,SC,-21.5,-19.59,366262642,1056104444,5.87,-9.79,3604,-0.987,1039684,1046,Retired
2023-09-10,POL931614,Occupation,53.3,288229,1,13,17.35,OBC,-12.08,42.58,379492639,-255037325,27.46,-3.7,-757,0.999,43764919,1117,Notified
2017-07-30,POL497002,Residence,51.1,84696,0,55,10.63,SingleParent,21.68,-26.48,763844902,-66538127,-28.57,18.76,1772,-0.42,26488495,455,Piloting
2024-03-24,POL143551,Assets,227.4,98804,1,8,15.16,OBC,30.6,3.42,-431336250,2928578750,29.91,12.13,4368,0.782,51117961,486,RolledOut
2025-10-10,POL413278,Income,161.1,339669,0,27,3.7,Senior,22.07,-29.86,2195034981,1551045314,14.59,0.7,1107,-0.172,-10019707,337,Piloting
2023-07-29,POL723438,Occupation,155.8,184643,0,10,1.22,ST,22.75,39.06,166303171,2835964933,33.86,-9.3,3169,0.926,79197699,457,Retired
2021-12-05,POL124538,Residence,43.7,158742,1,26,6.25,SingleParent,27.57,5.8,1392443621,1868645572,-34.0,17.45,2731,-0.14,33055261,1037,Notified
2025-08-17,POL844495,HouseholdSize,201.9,187729,1,28,3.75,Tribal,1.69,-9.49,-295478170,752837302,-7.32,-8.77,545,0.499,54025169,428,Revised
2024-01-07,POL828747,CasteCategory,84.2,102673,0,29,11.1,Tribal,-16.64,3.3,644995205,2482999332,18.87,20.69,3481,0.931,8233991,112,Piloting
2024-02-23,POL309051,Income,120.5,35012,1,28,17.21,Tribal,12.17,41.34,-368097944,1596347061,9.08,-0.21,1156,-0.435,59547961,1196,Paused
2025-09-03,POL878393,Assets,175.8,390879,1,26,4.16,Tribal,29.55,-12.73,2493426039,1400031772,-24.62,9.81,808,-0.941,83397991,917,Retired
2021-12-05,POL798051,Income,68.3,116778,0,17,16.23,Migrant,1.71,-4.11,2106731635,-250886571,-29.89,-9.99,2480,-0.103,85228776,164,Draft
2024-05-12,POL408650,Income,207.3,204821,1,53,9.67,Migrant,24.0,-29.22,2056113282,180548709,3.35,-13.1,-217,0.523,67707097,570,RolledOut
2025-03-04,POL932365,Assets,215.4,23463,1,38,1.84,None,27.54,-13.54,118806833,-445950204,4.55,-9.33,3945,0.128,24021519,921,RolledOut
2021-04-01,POL563518,Income,149.1,59680,0,37,9.65,OBC,-20.2,36.32,1206203272,-275241363,1.09,5.08,-1099,0.671,189993,95,Paused
2023-08-15,POL501883,Landholding,116.7,40859,1,24,8.41,ST,0.63,5.95,2103872275,2786066455,54.22,10.95,3884,-0.467,9249376,275,Paused
2022-11-21,POL620219,Income,92.9,20453,1,47,13.48,None,2.23,-22.59,636680389,2406475427,-15.46,1.67,1748,-0.864,62757303,808,Retired
2025-12-29,POL987055,Assets,192.0,260392,1,40,13.48,OBC,0.97,32.36,-394970783,242598599,32.98,15.43,2514,-0.558,11141540,902,RolledOut
2022-09-29,POL691717,CasteCategory,111.5,6768,0,9,11.54,Tribal,-9.18,33.49,760855629,319968323,-17.74,-13.18,4243,-0.543,10912069,444,Retired
2023-07-30,POL562196,Age,210.0,182748,1,26,12.02,SingleParent,4.34,43.36,2176007163,1262854324,-30.75,22.17,4266,-0.329,10127687,47,Retired
2025-05-29,POL684897,Residence,193.8,265992,0,52,10.93,EWS,18.39,-25.41,-166635983,655382609,24.03,7.0,3616,-0.376,15304584,908,Retired
2017-02-05,POL762796,Income,114.1,145241,0,52,4.26,Senior,15.78,3.0,-237642362,1508297042,45.11,-5.05,3083,-0.532,39936207,868,Piloting
2018-04-14,POL277049,Assets,88.1,60075,0,58,16.66,EWS,30.8,36.39,1294973422,223942476,-3.63,4.63,1915,-0.756,56555336,617,Retired
2019-12-26,POL577602,Income,115.1,89354,1,45,3.81,OBC,19.12,-21.08,180454036,948113165,16.59,-0.11,-146,0.044,22824415,310,Draft
2023-04-28,POL718000,Assets,111.9,61447,1,57,10.71,PwD,20.27,-2.81,666309967,2881027670,24.88,16.37,1141,0.423,22472241,965,Paused
2020-12-26,POL272976,Assets,240.9,118156,0,15,13.93,Senior,-7.63,37.91,697978243,1145530749,28.53,-7.11,1972,0.817,71386318,836,Draft
2024-11-02,POL777281,Occupation,171.7,142503,0,58,1.51,SingleParent,-23.12,-23.09,1599966292,2726157747,22.34,8.08,-39,-0.448,1816305,28,Retired
2017-09-16,POL109519,Age,178.1,158660,1,56,8.1,EWS,5.79,24.42,-415449161,1419540612,50.2,12.86,2116,0.321,47182409,995,Piloting
2020-04-06,POL115540,HouseholdSize,99.5,89234,0,41,0.54,OBC,21.73,41.22,1477330932,1022078124,-17.62,23.75,1877,0.055,41109012,582,Revised
2018-05-03,POL452424,Assets,116.5,93681,1,40,4.07,ST,-1.1,15.15,971627495,1339688188,35.44,-15.92,2808,0.768,30584461,829,Paused
2023-06-09,POL656094,Occupation,137.9,255756,0,40,11.45,ST,23.86,35.94,1038372939,2215939042,54.96,7.97,2285,0.39,79235854,600,Retired
2019-06-16,POL206745,Residence,245.1,9221,0,6,16.44,Senior,12.22,29.96,1621334311,3194225175,-1.79,-3.67,3689,-0.634,-18716779,106,Notified
2019-04-09,POL475045,Income,180.2,176580,1,4,5.48,OBC,-5.08,30.48,1423908464,-487653589,38.94,-2.32,1018,-0.467,68289783,1026,Retired
2022-07-14,POL267133,Age,72.4,371674,0,14,15.03,SingleParent,-4.46,17.22,1530005897,1364393259,23.33,-0.85,1960,0.249,24859964,1051,Notified
2017-10-20,POL896615,Occupation,248.1,304574,0,16,9.45,SingleParent,15.96,-24.74,397115833,1953792853,-8.77,-4.86,2131,0.502,70670373,1029,RolledOut
2025-06-08,POL760133,HouseholdSize,96.6,133162,1,3,13.7,Migrant,9.57,-0.03,2057780009,937794651,3.45,3.81,587,-0.843,29741240,644,Draft
2017-03-26,POL949358,Residence,170.6,219402,0,47,14.58,SC,-20.98,32.51,1346896682,1572116763,48.27,-9.02,2471,0.293,-11264,575,Draft
2020-02-14,POL434493,Disability,223.8,392774,1,2,11.45,Migrant,8.14,-14.74,880930492,-396479194,10.68,18.24,482,-0.659,42137608,272,RolledOut
2021-10-25,POL625372,Assets,169.3,286530,1,21,7.61,Tribal,-22.39,-7.46,1005196748,465534164,-7.15,17.6,3168,0.886,87061962,330,Retired
2017-01-31,POL422801,HouseholdSize,234.4,235853,0,6,10.51,PwD,7.82,8.47,235295232,833361638,59.67,-15.8,3947,0.928,-8126060,194,Piloting
2017-06-21,POL459648,Disability,218.1,223700,1,37,12.44,Senior,30.66,1.69,1865499346,943767207,-6.33,-16.61,15,0.718,77327595,528,RolledOut
2025-11-28,POL592740,Income,47.4,357701,1,57,15.5,Tribal,-19.49,31.31,334411567,1990047793,-31.0,-1.21,2011,0.721,48522409,780,Piloting
2022-05-20,POL944261,HouseholdSize,184.2,77915,1,35,9.87,ST,4.03,43.01,1238319736,2829004939,-16.07,10.09,3666,0.922,70426965,870,Retired
2017-04-13,POL884257,Landholding,191.4,231473,1,33,15.73,Tribal,21.48,-22.0,2301321237,-367929974,56.81,7.07,2005,-0.428,70726644,466,Notified
2020-05-30,POL342819,Assets,118.1,140067,1,34,7.0,None,0.73,-28.64,1154757449,1107149275,-5.46,-10.67,1024,0.045,-6495038,92,Piloting
2020-01-10,POL377556,Income,231.0,187273,1,16,13.67,None,-3.41,28.08,-385500845,911625305,46.79,4.79,2663,-0.732,23717918,1089,Piloting
2017-01-23,POL543295,Disability,208.2,15966,1,22,10.97,OBC,9.65,-24.41,2404493964,3066167335,47.84,-19.08,914,-0.088,43015979,1172,Paused
2022-03-10,POL783806,Landholding,117.1,317286,0,18,1.4,Tribal,26.26,-12.01,1193280714,2082732653,-32.95,-12.56,1370,-0.791,69950053,833,RolledOut
2019-01-22,POL417810,Residence,86.8,73716,1,53,9.04,None,27.0,-3.8,46642909,3028561081,34.76,-7.42,4456,0.383,13012604,765,Retired
2022-11-18,POL159892,CasteCategory,84.6,225082,1,21,13.75,Tribal,-8.76,-7.61,990833233,1312389240,16.62,12.89,777,-0.849,86025485,1074,Draft
2023-09-17,POL238267,Residence,86.3,369329,1,14,12.1,Migrant,33.03,18.65,607110445,1785364425,24.35,13.86,3945,0.719,-15306008,511,Notified
2020-10-16,POL459352,Income,163.7,102984,0,30,10.14,SingleParent,-15.24,-9.23,758492017,2646784762,6.52,-14.47,2952,0.703,42905137,602,Piloting
2020-06-10,POL904866,Assets,175.0,131093,1,46,14.27,Senior,-12.28,15.55,951961285,-460758503,-23.08,-12.42,1022,0.931,51392964,712,Piloting
2022-10-13,POL724638,Occupation,71.3,162446,0,22,16.26,EWS,17.01,22.19,1982283849,2916142308,-21.84,-11.18,3913,-0.946,43321838,624,RolledOut
2023-08-05,POL325437,Residence,155.2,217592,0,1,2.58,ST,27.02,-28.37,222167251,1209541854,-32.53,5.68,-596,0.637,-13429285,1072,Retired
2020-08-05,POL633391,CasteCategory,92.6,92045,1,24,4.6,SC,-13.87,-2.45,1481542599,3053260003,-10.16,-16.16,4221,-0.414,29941096,290,Retired
2024-05-28,POL815806,HouseholdSize,231.2,295374,1,50,17.8,PwD,-5.49,-26.15,1657250582,-564454229,27.26,15.44,2739,-0.608,1173366,482,RolledOut
2019-08-10,POL351798,HouseholdSize,219.8,251882,0,51,4.35,Senior,-20.36,27.42,2440571209,-242891329,-8.27,10.46,1779,0.501,39845029,1151,Paused
2024-03-29,POL777870,Income,64.3,37292,1,45,14.89,Senior,2.6,-25.61,442007852,-315569315,1.06,12.01,1186,-0.76,20247888,271,Paused
2020-05-14,POL679793,Occupation,93.0,203848,1,31,9.58,PwD,6.01,34.61,101296425,-387203770,20.92,-6.74,4080,0.752,70870318,733,Paused
2023-02-04,POL700153,Assets,238.3,143921,1,58,6.93,EWS,10.43,33.57,2304656018,-91891856,25.33,4.79,3359,0.751,-12971617,801,RolledOut
2026-01-23,POL219756,Occupation,102.8,140250,1,6,13.09,PwD,-13.76,8.76,2353215362,666107950,46.78,-6.26,1797,0.112,26956860,1029,Retired
2023-10-14,POL198088,Disability,211.3,393235,0,7,13.56,None,-8.4,40.71,1834418132,-90397300,-0.76,-0.59,3392,-0.155,74462549,65,RolledOut
2019-11-25,POL510028,Landholding,50.6,162191,0,42,4.9,Tribal,20.31,-2.51,661555451,-48502337,34.25,-15.99,1852,0.779,52098782,608,Paused
2022-03-06,POL460577,Income,121.4,9593,0,48,0.2,OBC,-18.41,-7.31,2414854101,1109992848,-2.21,-11.18,2866,0.425,-630026,450,Piloting
2018-10-28,POL376894,CasteCategory,169.1,141972,0,12,14.01,SingleParent,-24.75,-21.44,1250432594,1781258180,32.5,-16.29,2322,-0.936,68880715,546,Piloting
2021-03-23,POL934176,Income,123.9,239830,1,18,12.41,Migrant,-1.63,24.57,155358944,-429178112,53.5,7.87,-331,-0.176,16911136,250,Retired
2022-08-15,POL321955,Income,206.0,211112,0,13,2.17,PwD,9.76,1.9,1976773209,1583029658,-3.08,16.18,-195,-0.14,37417073,386,Notified
2017-07-24,POL429325,Disability,245.8,30834,0,14,0.66,PwD,28.49,43.4,945153202,1611281099,12.05,24.07,2832,0.712,44522488,902,Revised
2020-08-18,POL143594,Age,147.8,67274,0,1,11.89,Senior,-22.64,35.27,-327073569,619432199,-11.39,10.85,182,0.766,-7017200,1132,Draft
2025-11-10,POL118287,Landholding,137.4,307746,1,12,10.82,Senior,-4.95,8.45,1834278505,116336823,14.65,18.65,3860,0.087,52760772,1030,Retired
2026-01-16,POL393900,Assets,187.9,2896,0,41,13.74,Tribal,26.39,3.87,1949610215,1803626760,14.17,-4.46,1694,-0.775,55241032,886,Draft
2024-08-19,POL753007,Age,198.3,92213,0,43,15.72,SC,17.78,-12.34,2067244621,2368957916,42.15,16.1,-668,0.218,49780647,966,Retired
2023-07-02,POL636602,Occupation,52.6,392287,1,52,11.95,Migrant,12.98,-18.56,-12128512,479461154,39.24,-9.82,3097,-0.079,54442014,883,Retired
2023-02-08,POL718834,Landholding,131.9,262256,0,56,11.44,OBC,-24.41,-11.86,508914556,1337409913,4.36,4.94,2995,-0.154,6436216,122,Draft
2021-10-30,POL776088,HouseholdSize,144.9,98211,0,12,9.37,EWS,2.89,11.3,1874788055,-224199629,-18.68,-3.02,2405,0.969,5334447,765,Retired
2022-11-08,POL622133,Income,104.6,77605,0,39,10.19,PwD,33.69,-19.36,1784869742,2371090622,-10.94,10.94,3954,0.992,7360158,170,Retired
2019-03-06,POL502850,Landholding,199.4,166608,1,23,17.53,Senior,15.22,36.31,2157496615,1918294626,12.69,6.38,2977,-0.181,9009414,436,Notified
2022-03-29,POL426578,Occupation,226.3,258227,1,15,0.84,None,23.92,42.58,1143282553,1027801545,57.14,15.0,3133,0.869,19865425,1116,Draft
2022-01-21,POL135611,HouseholdSize,217.5,68417,1,41,9.79,ST,5.81,-10.02,432132566,1699950552,29.5,-9.6,1526,-0.511,7510930,1080,Draft
2017-11-10,POL390527,Assets,173.1,299178,0,23,4.46,Tribal,-3.31,18.33,731664746,3029274802,-9.58,20.2,3086,-0.613,86388779,744,Retired
2019-07-26,POL548870,CasteCategory,206.8,16773,0,36,13.06,Migrant,-5.75,0.77,381803571,1535282192,59.28,-5.86,1063,0.313,-10802504,852,Retired
2019-11-26,POL306585,HouseholdSize,88.9,77598,0,14,13.48,SC,22.8,9.25,1427141616,1023252929,44.38,-16.93,1195,0.001,73339944,328,RolledOut
2023-03-25,POL228426,Age,45.4,236110,0,25,4.78,Senior,2.68,27.78,984257457,1120319425,7.07,-2.22,2104,0.492,19245525,902,Revised
2020-02-01,POL632572,Income,147.8,282475,1,4,13.65,Tribal,-5.66,15.69,1201646116,91263227,29.99,-18.51,3042,-0.78,46829717,718,Piloting
2018-12-09,POL534247,Landholding,126.1,268886,1,2,11.59,SC,14.34,19.9,1517267519,2857927394,-24.06,9.55,-952,-0.035,14853948,621,Draft
2024-03-18,POL996528,Disability,225.2,104725,1,46,17.04,EWS,34.91,-19.11,217508075,1493523693,58.38,-11.52,1406,0.364,79224692,875,Paused
2021-08-07,POL837745,Assets,205.7,154199,0,53,14.68,PwD,0.82,-12.05,2183910535,900953796,-19.69,13.29,-1420,0.002,-12713735,1111,Notified
2022-07-01,POL805082,Assets,120.2,15052,1,6,13.89,Tribal,-15.16,34.85,-359551546,2957875231,46.0,20.9,1511,-0.427,9072802,807,Retired
2020-02-02,POL548517,Age,43.7,188,0,40,2.53,Senior,13.52,42.71,234210606,1493746688,10.28,6.54,1098,0.002,85710022,506,Revised
2020-08-14,POL689355,Residence,97.7,166593,1,38,17.76,SC,-0.96,11.63,-126499670,-44408057,36.1,9.9,-1129,0.17,19364367,440,Retired
2022-04-04,POL896146,Income,115.7,217342,0,16,14.33,SingleParent,10.38,-14.44,733771536,2034863974,-3.73,-0.76,627,0.101,7664978,318,Paused
2019-12-25,POL612551,Residence,181.9,328450,0,25,15.17,Senior,34.82,8.35,2334158438,3074704797,13.34,-16.02,192,0.132,12646137,742,Notified
2025-09-01,POL328480,Landholding,229.7,385066,0,17,13.53,Senior,2.48,5.62,1980746697,2541942582,21.62,-0.63,3858,-0.114,-7357669,437,Piloting
2024-10-04,POL734795,HouseholdSize,86.4,239658,1,4,15.38,None,-6.83,19.74,980142654,845536437,4.22,-1.54,1128,-0.338,17362543,105,Revised
2025-10-11,POL207704,Age,205.0,326621,1,49,10.96,SC,33.84,-5.42,706537724,2472938636,9.25,-2.63,-975,-0.859,15024786,679,Revised
2024-02-20,POL551723,Occupation,193.0,52191,0,18,0.24,EWS,15.04,36.04,-382095055,1228807204,57.7,8.11,901,-0.907,10685666,1097,Notified
2017-10-12,POL869414,Landholding,114.2,326666,0,31,8.34,ST,-6.67,43.37,971474449,937745839,8.08,3.06,2353,0.068,-11045672,22,Draft
2024-05-21,POL862684,Assets,43.4,101357,0,4,4.47,Tribal,-5.97,38.33,263894078,1511097879,-19.75,20.92,3998,0.718,45394337,960,Draft
2019-03-28,POL796838,Occupation,46.9,163902,0,2,5.6,Tribal,11.29,44.15,-497127925,-308192198,11.22,14.07,3736,0.571,55536503,1032,RolledOut
2020-08-04,POL623685,Income,170.0,8530,1,37,4.96,Tribal,-3.21,-19.67,2035038525,404139660,50.99,12.08,1136,0.073,57284968,1057,Notified
2020-10-20,POL412990,CasteCategory,217.9,187217,1,24,11.36,OBC,21.38,-11.12,1667193745,1601133416,-11.0,20.72,2298,0.279,-2240498,117,Retired
2021-05-10,POL322707,Assets,172.7,260518,0,40,14.18,EWS,-13.42,27.38,2318901445,-154345955,-5.99,1.58,4305,0.953,51194992,312,Revised
2024-04-12,POL549350,Assets,202.5,100823,0,52,15.65,PwD,-13.56,4.98,904489522,958942147,-9.41,21.36,-606,0.934,77811802,957,Revised
2022-03-18,POL606970,HouseholdSize,145.6,323469,1,53,15.73,SC,-11.04,42.06,990251464,2544528737,0.33,-1.35,3799,0.99,87583133,284,Draft
2021-11-06,POL387747,Assets,95.2,370478,0,4,0.36,Migrant,27.43,-18.83,1182531789,2796597436,9.88,-7.03,3579,-0.967,78347076,1167,Notified
2018-09-29,POL320866,Income,48.3,228272,0,17,13.58,ST,-19.52,-6.94,2146835639,93874304,-3.21,15.6,3988,0.272,-4921678,673,Revised
2024-04-06,POL791952,HouseholdSize,211.6,97623,0,12,16.74,SingleParent,11.07,18.45,117690298,2989574113,-17.29,16.04,4301,0.49,84917321,412,Revised
2020-04-17,POL582101,Income,139.6,282109,0,10,13.93,SC,26.82,0.73,-294329213,1174732550,-2.73,-1.51,-512,-0.794,15646480,450,Retired
2023-01-22,POL535796,Disability,224.1,117842,1,27,2.1,ST,-14.38,-2.85,1492373821,-22155711,4.44,8.53,1864,-0.274,-16725020,521,RolledOut
2021-06-18,POL824140,HouseholdSize,117.7,65117,1,28,17.23,SingleParent,30.14,11.37,1028040520,2252131005,11.5,19.0,-507,-0.67,20067962,237,Revised
2022-12-04,POL972785,CasteCategory,98.0,114076,0,58,9.04,SC,17.67,30.36,1277795637,-275903107,27.26,-18.71,123,-0.231,13800002,433,Notified
2023-02-03,POL754802,Occupation,180.1,175604,1,48,10.34,ST,-11.2,2.47,2161937402,2180191332,35.2,14.39,3266,-0.118,54364865,956,Notified
2022-01-16,POL802312,Assets,166.9,90275,1,3,5.09,OBC,33.83,-27.42,2219321012,2053941996,43.46,-4.31,3775,-0.643,88225783,83,Revised
2021-01-31,POL343319,Occupation,187.9,134906,1,33,15.24,PwD,24.94,28.65,635659030,1822451382,-11.16,21.87,1243,-0.008,59969023,102,Retired
2023-06-26,POL874021,CasteCategory,59.1,158249,1,13,15.79,OBC,-21.59,24.13,1565660663,2545759555,23.45,-13.75,2986,-0.625,54563513,470,Draft
2018-05-28,POL756363,Landholding,57.5,301543,0,56,14.69,ST,24.52,7.92,976415340,2527352176,-17.53,8.97,-273,0.845,-1363870,31,Revised
