trans_mar_reference_month,trans_mar_port_code,trans_mar_country_iso2,trans_mar_ship_type_code,trans_mar_gross_tonnage_total,trans_mar_cargo_tonnes_total,trans_mar_container_teu_total,trans_mar_passengers_count,trans_mar_vessel_calls_count,trans_mar_port_dwell_time_hours_median,trans_mar_congestion_index,trans_mar_fuel_type_code,trans_mar_sulphur_cap_compliance_flag,trans_mar_ghg_intensity_index,trans_mar_shore_power_available_flag,trans_mar_eu_mrv_reporting_flag,trans_mar_accident_incidents_count,trans_mar_customs_clearance_time_hours_median,trans_mar_data_source,trans_mar_data_extract_date
2022-03,EEPORT081,EE,FERRY,51519461.97,39678449.67,2313957,5538896,4805,4.12,0.2446,AMMONIA_PILOT,1,1.4037,0,1,6,61.18,EU_MRV_DATABASE,2025-01-29
2022-04,HUPORT082,HU,GENERAL_CARGO,86783376.09,113031473.65,2098033,2051073,4971,40.29,1.2128,METHANOL,1,0.7032,0,1,42,60.58,CUSTOMS_ADMIN_DATA,2024-12-23
2022-05,LUPORT083,LU,CRUISE,56289380.87,253784282.48,579794,9561537,21655,46.72,0.9439,LNG,1,0.5784,1,1,38,5.67,EMSA_PORT_STAT,2025-03-18
2022-06,ROPORT084,RO,RORO,27303759.28,237582583.34,2439541,12832553,6404,24.51,0.7741,MGO,1,2.0861,0,1,17,34.22,PORT_AUTHORITY_REPORT,2026-01-03
2022-07,ATPORT085,AT,TANKER,13562199.68,153094706.52,179505,885406,24686,81.23,0.1222,VLSFO,1,0.5597,0,0,62,8.38,EU_MRV_DATABASE,2026-01-09
2022-08,CZPORT086,CZ,BULK_CARRIER,31595331.6,79478158.68,2496944,75941,8754,32.8,0.6705,HFO_SCRUBBER,1,1.1671,0,0,1,58.97,CUSTOMS_ADMIN_DATA,2024-06-16
2022-09,DEPORT087,DE,CONTAINER,3769626.98,136522061.38,10944423,2247463,13557,30.97,0.5607,AMMONIA_PILOT,1,0.7447,1,1,36,58.5,EMSA_PORT_STAT,2025-01-28
2022-10,LVPORT088,LV,OFFSHORE_SUPPORT,45853278.73,255981291.13,1504624,953149,21535,56.66,0.8164,METHANOL,1,1.165,1,1,0,47.5,PORT_AUTHORITY_REPORT,2024-05-02
2022-11,PLPORT089,PL,FERRY,48849947.76,157586758.58,1373111,1724318,10587,47.66,0.5172,LNG,1,1.8624,1,1,0,37.9,EU_MRV_DATABASE,2024-01-03
2022-12,ESPORT090,ES,GENERAL_CARGO,89559064.81,97943677.34,3768956,622364,15937,49.05,2.0875,MGO,1,1.0001,1,1,17,6.78,CUSTOMS_ADMIN_DATA,2024-04-23
2023-01,HRPORT091,HR,CRUISE,20282658.25,11238661.55,3334332,9915732,22312,40.22,2.5426,VLSFO,1,1.5418,1,1,19,53.51,EMSA_PORT_STAT,2026-01-12
2023-02,FIPORT092,FI,RORO,106266931.44,231733958.2,3680801,5410449,31799,59.06,0.8545,HFO_SCRUBBER,1,2.5001,0,1,35,27.18,PORT_AUTHORITY_REPORT,2024-06-21
2023-03,IEPORT093,IE,TANKER,2787924.96,126456940.89,1580874,2012251,14955,70.88,0.6679,AMMONIA_PILOT,1,0.2995,0,1,24,9.71,EU_MRV_DATABASE,2024-06-19
2023-04,MTPORT094,MT,BULK_CARRIER,87758865.6,173615170.13,2223527,1697082,3585,56.89,0.726,METHANOL,1,1.2802,1,1,40,1.96,CUSTOMS_ADMIN_DATA,2025-06-04
2023-05,SKPORT095,SK,CONTAINER,56771011.67,215626818.6,1306754,378798,18219,80.79,2.5555,LNG,0,0.3221,0,0,43,23.0,EMSA_PORT_STAT,2025-01-29
2023-06,BEPORT096,BE,OFFSHORE_SUPPORT,81321032.24,181079695.38,2821043,1123706,27843,18.42,2.3042,MGO,1,1.6109,0,0,32,4.95,PORT_AUTHORITY_REPORT,2025-01-17
2023-07,DKPORT097,DK,FERRY,106351018.9,60648876.03,500450,5629423,25254,6.39,2.3665,VLSFO,1,1.6271,1,0,10,57.49,EU_MRV_DATABASE,2025-02-24
2023-08,GRPORT098,GR,GENERAL_CARGO,56376485.07,175979439.54,1410179,820934,1045,42.44,0.7968,HFO_SCRUBBER,1,1.9939,0,1,3,58.53,CUSTOMS_ADMIN_DATA,2024-02-21
2023-09,LTPORT099,LT,CRUISE,2419903.16,63448876.63,2895529,6196609,376,28.11,0.5241,AMMONIA_PILOT,1,0.4584,0,1,34,20.02,EMSA_PORT_STAT,2025-12-08
2023-10,PTPORT100,PT,RORO,27509850.35,56713174.58,3576580,2010389,11463,33.76,1.5817,METHANOL,1,1.5445,0,0,24,16.56,PORT_AUTHORITY_REPORT,2025-04-07
2023-11,SEPORT101,SE,TANKER,47191188.03,2167916.92,3646737,1134112,9370,75.57,1.6959,LNG,1,1.9171,0,1,6,66.59,EU_MRV_DATABASE,2024-03-20
2023-12,CYPORT102,CY,BULK_CARRIER,1275041.59,347482988.91,2537806,2369421,13591,26.11,2.0982,MGO,1,1.512,1,1,15,17.93,CUSTOMS_ADMIN_DATA,2024-02-20
2024-01,FRPORT103,FR,CONTAINER,1254809.99,56727797.0,13635624,298470,7372,60.14,1.5119,VLSFO,1,2.0367,1,1,39,47.7,EMSA_PORT_STAT,2024-06-04
2024-02,ITPORT104,IT,OFFSHORE_SUPPORT,11227879.3,128021947.42,946927,2362136,523,62.67,1.1116,HFO_SCRUBBER,1,1.7025,0,1,38,9.27,PORT_AUTHORITY_REPORT,2024-03-13
2024-03,NLPORT105,NL,FERRY,35987550.25,114973422.19,2039458,5232287,21490,91.06,0.7969,AMMONIA_PILOT,1,0.5216,0,1,29,5.23,EU_MRV_DATABASE,2024-01-01
2024-04,SIPORT106,SI,GENERAL_CARGO,26471491.96,228414041.93,537205,995753,13459,82.82,1.1575,METHANOL,1,1.6565,0,1,21,54.36,CUSTOMS_ADMIN_DATA,2024-09-07
2024-05,BGPORT107,BG,CRUISE,49613466.21,166472588.54,2917869,1749791,17370,12.03,2.5174,LNG,1,1.7808,0,1,19,50.59,EMSA_PORT_STAT,2024-03-06
2024-06,EEPORT108,EE,RORO,96371857.6,295785822.82,78987,13886242,17000,81.61,1.3357,MGO,1,1.5811,0,1,16,6.14,PORT_AUTHORITY_REPORT,2024-04-24
2024-07,HUPORT109,HU,TANKER,76118783.49,49772061.14,593411,1352025,437,14.25,2.1412,VLSFO,1,0.4442,0,1,35,60.77,EU_MRV_DATABASE,2026-01-12
2024-08,LUPORT110,LU,BULK_CARRIER,15207400.53,121948895.46,2266198,1114169,11809,35.41,0.8337,HFO_SCRUBBER,1,1.6885,1,1,5,9.53,CUSTOMS_ADMIN_DATA,2024-12-03
2024-09,ROPORT111,RO,CONTAINER,13384227.61,303543479.68,8796804,2340600,21015,88.1,0.6489,AMMONIA_PILOT,0,0.4659,1,1,11,56.19,EMSA_PORT_STAT,2024-12-27
2024-10,ATPORT112,AT,OFFSHORE_SUPPORT,88477347.67,159921323.57,2089554,1807965,4487,42.01,0.7114,METHANOL,1,0.3808,1,1,62,32.05,PORT_AUTHORITY_REPORT,2024-08-16
2024-11,CZPORT113,CZ,FERRY,11581157.56,110413178.33,2509951,5284608,10728,64.91,1.7243,LNG,1,0.9382,1,1,19,43.61,EU_MRV_DATABASE,2024-01-09
2024-12,DEPORT114,DE,GENERAL_CARGO,48197336.92,139096781.43,1816244,1914325,6038,32.22,0.72,MGO,0,1.1057,0,0,28,49.43,CUSTOMS_ADMIN_DATA,2024-08-03
2025-01,LVPORT115,LV,CRUISE,25547960.1,178000663.31,141396,3058373,6839,9.77,2.5398,VLSFO,1,1.6109,1,1,17,34.49,EMSA_PORT_STAT,2024-12-29
2025-02,PLPORT116,PL,RORO,35362630.57,81754438.26,2458849,7352918,6501,39.26,2.3787,HFO_SCRUBBER,1,0.8478,0,1,43,19.21,PORT_AUTHORITY_REPORT,2024-06-04
2025-03,ESPORT117,ES,TANKER,34409113.59,71690908.28,2150821,228538,19419,21.54,1.2458,AMMONIA_PILOT,1,2.0313,0,1,4,4.75,EU_MRV_DATABASE,2025-04-24
2025-04,HRPORT118,HR,BULK_CARRIER,50096193.43,282763686.46,3619949,1526355,12309,55.48,0.506,METHANOL,0,1.3737,1,1,28,48.54,CUSTOMS_ADMIN_DATA,2025-03-15
2025-05,FIPORT119,FI,CONTAINER,69924763.51,233127491.31,11170424,848694,10886,75.51,2.5546,LNG,1,1.5124,0,1,25,1.73,EMSA_PORT_STAT,2025-08-26
2025-06,IEPORT120,IE,OFFSHORE_SUPPORT,12643462.03,121101996.43,1149916,803590,12377,85.08,1.7864,MGO,1,1.231,1,1,33,28.86,PORT_AUTHORITY_REPORT,2025-04-21
2025-07,MTPORT121,MT,FERRY,21973734.13,125833924.83,593044,8058237,1443,53.53,0.6479,VLSFO,1,0.9291,0,0,39,37.95,EU_MRV_DATABASE,2025-11-27
2025-08,SKPORT122,SK,GENERAL_CARGO,88365746.0,23321504.55,1136624,302828,13073,38.9,1.6612,HFO_SCRUBBER,1,0.881,1,0,10,76.21,CUSTOMS_ADMIN_DATA,2024-10-29
2025-09,BEPORT123,BE,CRUISE,114496314.8,100549114.72,1341657,4888327,30118,89.41,2.2894,AMMONIA_PILOT,1,0.6585,1,1,37,59.34,EMSA_PORT_STAT,2025-04-14
2025-10,DKPORT124,DK,RORO,57199120.51,264424506.23,384806,12665955,9242,51.8,2.4724,METHANOL,1,0.6448,1,1,8,83.97,PORT_AUTHORITY_REPORT,2024-04-28
2025-11,GRPORT125,GR,TANKER,4683764.7,93952374.51,3299870,1898585,7208,59.52,1.0852,LNG,0,1.9556,1,0,46,53.33,EU_MRV_DATABASE,2024-09-03
2025-12,LTPORT126,LT,BULK_CARRIER,88620702.53,91944677.0,1625733,811442,11042,84.51,0.5037,MGO,1,2.1107,0,0,15,33.78,CUSTOMS_ADMIN_DATA,2024-03-30
2026-01,PTPORT127,PT,CONTAINER,7206583.05,47367566.29,7211429,1437040,2560,50.03,2.7083,VLSFO,1,0.8655,0,0,4,70.87,EMSA_PORT_STAT,2025-03-21
2026-02,SEPORT128,SE,OFFSHORE_SUPPORT,43153080.45,171898955.38,3653568,2259052,17687,23.78,0.5399,HFO_SCRUBBER,0,1.6789,1,1,63,4.33,PORT_AUTHORITY_REPORT,2024-05-22
2026-03,CYPORT129,CY,FERRY,48664367.39,161978949.2,1375341,1935442,11592,86.16,1.6118,AMMONIA_PILOT,1,0.6091,0,1,21,68.34,EU_MRV_DATABASE,2024-06-15
2026-04,FRPORT130,FR,GENERAL_CARGO,57778874.87,4086671.96,1173977,150765,8379,64.14,0.1727,METHANOL,1,1.1107,0,1,43,50.45,CUSTOMS_ADMIN_DATA,2026-02-05
2026-05,ITPORT131,IT,CRUISE,4212501.6,117671954.65,2415593,5318199,13653,11.4,0.391,LNG,1,1.4055,0,0,25,11.47,EMSA_PORT_STAT,2025-04-25
2026-06,NLPORT132,NL,RORO,25358105.25,75961054.09,1105297,13515245,2171,3.75,0.2663,MGO,1,0.9345,1,1,13,29.97,PORT_AUTHORITY_REPORT,2025-03-12
2026-07,SIPORT133,SI,TANKER,25730956.46,249753753.19,203819,721970,1843,12.16,0.6609,VLSFO,0,0.6124,0,1,22,34.75,EU_MRV_DATABASE,2024-08-26
2026-08,BGPORT134,BG,BULK_CARRIER,8922772.07,200508156.4,978071,1058356,13014,35.64,2.3165,HFO_SCRUBBER,1,2.4519,0,1,26,24.14,CUSTOMS_ADMIN_DATA,2026-02-07
2026-09,EEPORT135,EE,CONTAINER,49771332.2,96497811.83,1771216,680496,8884,83.7,0.8809,AMMONIA_PILOT,1,0.9687,0,1,41,41.07,EMSA_PORT_STAT,2024-12-19
2026-10,HUPORT136,HU,OFFSHORE_SUPPORT,50901625.54,130360348.21,2347776,2023984,29333,54.27,2.7297,METHANOL,1,0.7361,0,1,12,71.0,PORT_AUTHORITY_REPORT,2025-08-15
2026-11,LUPORT137,LU,FERRY,66003524.81,151596482.32,923381,4960089,4382,44.81,0.9925,LNG,1,0.4644,0,1,39,29.4,EU_MRV_DATABASE,2024-01-26
2026-12,ROPORT138,RO,GENERAL_CARGO,49659543.54,95655747.39,3763715,1641253,25906,73.75,1.4854,MGO,1,0.6099,0,0,32,29.55,CUSTOMS_ADMIN_DATA,2024-12-26
2016-01,ATPORT139,AT,CRUISE,35574810.21,199335391.38,1334653,2548350,23241,41.94,0.1402,VLSFO,1,0.7037,1,1,1,15.18,EMSA_PORT_STAT,2024-12-06
2016-02,CZPORT140,CZ,RORO,89322979.08,244187389.01,1944238,7678393,20455,10.63,0.7208,HFO_SCRUBBER,1,1.5739,0,1,25,42.75,PORT_AUTHORITY_REPORT,2024-02-03
2016-03,DEPORT141,DE,TANKER,1409575.39,97661407.23,888008,769645,15502,46.54,1.0914,AMMONIA_PILOT,1,0.3981,1,0,42,4.05,EU_MRV_DATABASE,2024-12-27
2016-04,LVPORT142,LV,BULK_CARRIER,1406362.2,170375019.35,1113578,1190250,24900,15.45,1.9812,METHANOL,1,0.9898,1,1,5,12.19,CUSTOMS_ADMIN_DATA,2024-09-16
2016-05,PLPORT143,PL,CONTAINER,82601224.83,193739260.65,9208570,1212988,18119,67.75,1.3886,LNG,1,0.5942,1,1,13,54.48,EMSA_PORT_STAT,2025-10-07
2016-06,ESPORT144,ES,OFFSHORE_SUPPORT,33582005.93,258900250.11,3290281,1914862,11449,5.07,1.9982,MGO,1,2.3424,1,0,6,6.36,PORT_AUTHORITY_REPORT,2024-09-06
2016-07,HRPORT145,HR,FERRY,44713624.87,41720875.69,1515436,14475248,4886,39.3,2.6855,VLSFO,0,1.1034,0,1,31,85.12,EU_MRV_DATABASE,2024-11-13
2016-08,FIPORT146,FI,GENERAL_CARGO,82184405.62,54414510.76,270796,2056996,8122,35.01,1.4542,HFO_SCRUBBER,1,1.6962,0,1,28,60.54,CUSTOMS_ADMIN_DATA,2024-05-01
2016-09,IEPORT147,IE,CRUISE,51168328.49,275018664.52,1590958,1627447,17480,38.64,1.1814,AMMONIA_PILOT,0,0.5899,1,1,28,60.44,EMSA_PORT_STAT,2024-08-09
2016-10,MTPORT148,MT,RORO,25014701.23,263728361.26,1506517,2851432,9089,25.57,2.2677,METHANOL,1,0.8019,0,1,23,57.09,PORT_AUTHORITY_REPORT,2025-12-02
2016-11,SKPORT149,SK,TANKER,13841481.34,315532595.64,177066,356360,15902,43.28,0.3435,LNG,0,1.1135,1,0,62,45.11,EU_MRV_DATABASE,2025-05-18
2016-12,BEPORT150,BE,BULK_CARRIER,34833672.9,7418153.68,1324635,1711276,27476,81.83,2.3371,MGO,1,1.7012,1,1,4,81.25,CUSTOMS_ADMIN_DATA,2025-04-15
2017-01,DKPORT151,DK,CONTAINER,57587710.7,284750476.18,4609940,1645380,26750,89.97,1.1049,VLSFO,1,1.2469,0,0,3,1.14,EMSA_PORT_STAT,2024-10-12
2017-02,GRPORT152,GR,OFFSHORE_SUPPORT,64825904.27,262233595.09,1541037,2068519,18289,26.06,0.669,HFO_SCRUBBER,1,0.4907,0,1,58,17.67,PORT_AUTHORITY_REPORT,2025-07-13
2017-03,LTPORT153,LT,FERRY,68200638.06,62280527.69,398779,14576876,21849,90.35,1.3783,AMMONIA_PILOT,1,1.3835,0,1,23,10.87,EU_MRV_DATABASE,2026-01-16
2017-04,PTPORT154,PT,GENERAL_CARGO,24170204.06,189635646.0,129541,1407793,937,44.8,2.6405,METHANOL,1,1.3809,1,1,14,14.76,CUSTOMS_ADMIN_DATA,2024-10-18
2017-05,SEPORT155,SE,CRUISE,33813926.29,84973652.91,753535,4664865,6418,60.31,1.507,LNG,1,0.6904,1,1,9,53.26,EMSA_PORT_STAT,2025-09-07
2017-06,CYPORT156,CY,RORO,25957118.7,14898908.46,1886188,4834006,3862,35.33,1.4228,MGO,1,1.0974,1,1,14,29.2,PORT_AUTHORITY_REPORT,2024-11-18
2017-07,FRPORT157,FR,TANKER,43842325.58,108922728.85,3268098,1556384,27306,11.3,2.5322,VLSFO,1,1.8118,1,0,6,43.93,EU_MRV_DATABASE,2025-08-04
2017-08,ITPORT158,IT,BULK_CARRIER,97378571.22,177964142.87,2263655,1258609,14530,85.33,2.7659,HFO_SCRUBBER,1,2.1049,1,1,28,39.04,CUSTOMS_ADMIN_DATA,2025-04-15
2017-09,NLPORT159,NL,CONTAINER,9331163.82,151146415.29,6199058,1866017,15798,36.03,0.5736,AMMONIA_PILOT,1,1.12,0,0,29,31.12,EMSA_PORT_STAT,2025-12-16
2017-10,SIPORT160,SI,OFFSHORE_SUPPORT,28198182.06,88192298.34,3758091,911320,23260,82.69,0.9104,METHANOL,1,0.551,1,0,46,8.11,PORT_AUTHORITY_REPORT,2025-07-09
2017-11,BGPORT161,BG,FERRY,61999509.17,38017570.38,3662783,460712,19015,9.91,1.6866,LNG,1,0.9258,0,0,31,49.11,EU_MRV_DATABASE,2025-04-11
2017-12,EEPORT162,EE,GENERAL_CARGO,31332604.88,18046529.46,3343355,1987252,14178,72.56,2.1381,MGO,1,0.5272,0,1,3,18.94,CUSTOMS_ADMIN_DATA,2024-01-11
2018-01,HUPORT163,HU,CRUISE,16229663.0,173874487.97,2276148,11052942,9897,33.17,1.8593,VLSFO,1,1.0744,1,1,38,36.57,EMSA_PORT_STAT,2025-05-31
2018-02,LUPORT164,LU,RORO,66399060.97,97049534.5,562618,8606032,11590,42.94,0.6962,HFO_SCRUBBER,1,0.8434,1,1,35,38.71,PORT_AUTHORITY_REPORT,2025-11-25
2018-03,ROPORT165,RO,TANKER,100926611.75,139164796.09,2653429,1905023,13322,62.76,0.8046,AMMONIA_PILOT,1,1.7162,1,0,43,13.25,EU_MRV_DATABASE,2024-03-09
2018-04,ATPORT166,AT,BULK_CARRIER,56482856.08,155383921.01,2908987,1855462,6124,22.85,2.3827,METHANOL,1,1.8778,1,1,31,57.66,CUSTOMS_ADMIN_DATA,2026-02-25
2018-05,CZPORT167,CZ,CONTAINER,65348121.93,198699424.43,9186025,2077842,3024,62.16,0.4679,LNG,1,1.0385,1,0,21,44.08,EMSA_PORT_STAT,2025-04-02
2018-06,DEPORT168,DE,OFFSHORE_SUPPORT,13060002.28,46489388.96,1734049,421135,4968,36.22,0.2893,MGO,1,2.4459,0,1,31,8.5,PORT_AUTHORITY_REPORT,2025-04-30
2018-07,LVPORT169,LV,FERRY,59460165.37,213455952.94,2719652,8519816,23605,7.11,2.3236,VLSFO,1,0.392,1,0,3,58.9,EU_MRV_DATABASE,2024-04-06
2018-08,PLPORT170,PL,GENERAL_CARGO,91921401.84,128378936.94,457474,1235611,16415,28.93,0.4435,HFO_SCRUBBER,1,0.6334,1,1,5,53.81,CUSTOMS_ADMIN_DATA,2024-02-23
2018-09,ESPORT171,ES,CRUISE,18086007.83,69298989.52,3388367,3725096,17824,29.66,2.6598,AMMONIA_PILOT,1,0.3967,1,1,32,59.28,EMSA_PORT_STAT,2025-05-13
2018-10,HRPORT172,HR,RORO,2551708.63,237690106.5,483869,5695384,7497,38.03,0.2399,METHANOL,1,1.864,1,1,41,26.49,PORT_AUTHORITY_REPORT,2024-09-03
2018-11,FIPORT173,FI,TANKER,77707745.19,327303373.57,2934804,2109727,22014,17.22,2.2776,LNG,1,0.4027,0,0,3,57.96,EU_MRV_DATABASE,2024-09-19
2018-12,IEPORT174,IE,BULK_CARRIER,86018280.87,259425064.19,1850282,1127470,8097,61.08,1.0395,MGO,1,0.9166,1,1,6,43.54,CUSTOMS_ADMIN_DATA,2024-09-04
2019-01,MTPORT175,MT,CONTAINER,23399918.07,52282964.29,12359121,1521239,24292,55.79,2.4105,VLSFO,1,1.8414,1,1,13,22.59,EMSA_PORT_STAT,2025-06-13
2019-02,SKPORT176,SK,OFFSHORE_SUPPORT,18422658.19,83909715.42,2248312,2262741,4541,37.88,2.3656,HFO_SCRUBBER,1,2.4688,0,0,46,65.55,PORT_AUTHORITY_REPORT,2024-03-13
2019-03,BEPORT177,BE,FERRY,756397.42,211628820.51,2353779,14950374,28743,83.69,2.7059,AMMONIA_PILOT,1,0.9282,1,1,29,11.51,EU_MRV_DATABASE,2026-01-13
2019-04,DKPORT178,DK,GENERAL_CARGO,54958284.63,72068797.89,590632,687424,2377,7.37,1.0484,METHANOL,1,1.9228,0,1,43,47.7,CUSTOMS_ADMIN_DATA,2025-01-08
2019-05,GRPORT179,GR,CRUISE,56764284.23,22739875.3,2495556,6935032,392,59.41,2.5002,LNG,1,1.4035,0,1,12,29.0,EMSA_PORT_STAT,2025-02-11
2019-06,LTPORT180,LT,RORO,85424126.43,147940150.67,1463116,6507474,14156,14.21,0.9804,MGO,1,1.4701,0,1,9,25.64,PORT_AUTHORITY_REPORT,2024-03-05
2019-07,PTPORT181,PT,TANKER,63914483.69,162711600.25,3650574,641417,5943,21.5,0.4781,VLSFO,1,1.2492,1,0,64,52.68,EU_MRV_DATABASE,2025-12-01
2019-08,SEPORT182,SE,BULK_CARRIER,37799646.32,211945760.58,67112,53432,18821,28.16,2.2536,HFO_SCRUBBER,1,0.8202,0,1,26,53.81,CUSTOMS_ADMIN_DATA,2024-10-17
2019-09,CYPORT183,CY,CONTAINER,90092777.43,136922024.53,11083047,1112522,15805,18.76,1.1511,AMMONIA_PILOT,1,0.4911,0,1,10,13.36,EMSA_PORT_STAT,2024-02-01
2019-10,FRPORT184,FR,OFFSHORE_SUPPORT,30013926.88,257452373.23,44564,1389526,23843,92.31,0.3266,METHANOL,1,0.7399,1,1,49,36.54,PORT_AUTHORITY_REPORT,2024-08-13
2019-11,ITPORT185,IT,FERRY,58265822.01,165541927.0,2762034,2933843,4939,54.05,0.8394,LNG,1,0.4413,1,1,43,51.85,EU_MRV_DATABASE,2024-11-01
2019-12,NLPORT186,NL,GENERAL_CARGO,59624932.27,302782730.09,1266663,1375488,20962,81.82,0.1164,MGO,1,1.5803,0,1,6,17.09,CUSTOMS_ADMIN_DATA,2025-03-18
2020-01,SIPORT187,SI,CRUISE,38330976.6,16549875.65,3362984,6213316,24650,82.89,0.3251,VLSFO,1,1.9531,1,1,12,60.59,EMSA_PORT_STAT,2025-08-11
2020-02,BGPORT188,BG,RORO,123910878.96,196556270.59,1018643,11759693,11019,13.41,0.6925,HFO_SCRUBBER,1,1.5111,1,0,19,6.35,PORT_AUTHORITY_REPORT,2025-05-25
2020-03,EEPORT189,EE,TANKER,16081466.64,181118726.84,1945401,2038504,10357,21.22,2.7343,AMMONIA_PILOT,1,1.0305,1,1,34,75.09,EU_MRV_DATABASE,2024-05-06
2020-04,HUPORT190,HU,BULK_CARRIER,3161220.52,224023255.42,44506,1986162,24854,52.73,1.0668,METHANOL,1,0.6006,1,0,38,15.93,CUSTOMS_ADMIN_DATA,2025-07-08
2020-05,LUPORT191,LU,CONTAINER,112483715.72,95645488.75,9191476,1553975,21673,69.33,1.3283,LNG,1,0.3999,0,1,19,45.36,EMSA_PORT_STAT,2024-04-23
2020-06,ROPORT192,RO,OFFSHORE_SUPPORT,58644443.76,296864671.07,1707440,1808589,22620,62.48,0.9134,MGO,0,2.4893,0,1,53,8.07,PORT_AUTHORITY_REPORT,2024-11-25
2020-07,ATPORT193,AT,FERRY,54232873.79,255029775.7,1317357,14492913,2550,64.18,1.5053,VLSFO,1,0.9985,1,1,38,64.58,EU_MRV_DATABASE,2025-05-16
2020-08,CZPORT194,CZ,GENERAL_CARGO,61866362.47,12132818.02,3316635,1117742,19183,52.39,0.9653,HFO_SCRUBBER,1,1.6629,0,1,37,22.5,CUSTOMS_ADMIN_DATA,2024-09-27
2020-09,DEPORT195,DE,CRUISE,79633915.96,121115545.86,3214984,8258639,30173,25.68,0.4079,AMMONIA_PILOT,0,0.3816,1,1,35,5.61,EMSA_PORT_STAT,2024-03-04
2020-10,LVPORT196,LV,RORO,69273919.86,24080646.41,1329207,11833809,18573,32.44,2.2438,METHANOL,1,1.0747,0,1,14,70.37,PORT_AUTHORITY_REPORT,2024-02-07
2020-11,PLPORT197,PL,TANKER,81733188.73,213670163.97,2209039,1692831,23427,65.57,2.5708,LNG,1,1.8443,1,1,60,81.04,EU_MRV_DATABASE,2024-04-05
2020-12,ESPORT198,ES,BULK_CARRIER,31020624.25,102099033.76,1376406,1709999,9376,68.49,1.8036,MGO,1,1.788,0,1,1,40.89,CUSTOMS_ADMIN_DATA,2025-11-05
2021-01,HRPORT199,HR,CONTAINER,93282091.24,243088386.24,8271312,2270227,5425,52.05,2.062,VLSFO,0,1.3653,1,1,7,73.96,EMSA_PORT_STAT,2024-12-16
2021-02,FIPORT200,FI,OFFSHORE_SUPPORT,15143307.76,65247147.2,3347035,1862935,11624,51.66,0.3952,HFO_SCRUBBER,1,1.131,0,1,2,22.24,PORT_AUTHORITY_REPORT,2024-11-03
2021-03,IEPORT201,IE,FERRY,71833832.96,146415969.7,3727090,6556483,1401,20.51,0.5656,AMMONIA_PILOT,1,0.9357,1,1,17,38.07,EU_MRV_DATABASE,2024-09-11
2021-04,MTPORT202,MT,GENERAL_CARGO,27954301.35,106885263.53,2649629,1403347,19361,5.09,2.0002,METHANOL,1,1.1815,0,1,36,68.08,CUSTOMS_ADMIN_DATA,2024-09-29
2021-05,SKPORT203,SK,CRUISE,47805411.38,318590068.21,2760910,6188659,2252,14.29,2.5811,LNG,1,0.5711,0,0,10,43.75,EMSA_PORT_STAT,2025-12-01
2021-06,BEPORT204,BE,RORO,81522119.5,54347631.44,3423593,2951754,16710,19.99,0.3731,MGO,1,0.5832,0,0,17,44.92,PORT_AUTHORITY_REPORT,2025-07-24
2021-07,DKPORT205,DK,TANKER,51196476.76,262518385.41,1872492,727015,2373,46.83,0.8646,VLSFO,1,2.4068,1,1,36,46.87,EU_MRV_DATABASE,2025-08-22
2021-08,GRPORT206,GR,BULK_CARRIER,63827350.73,131392698.48,1408420,974767,7919,25.02,1.2048,HFO_SCRUBBER,1,0.9665,1,0,30,32.15,CUSTOMS_ADMIN_DATA,2025-06-28
2021-09,LTPORT207,LT,CONTAINER,56057920.15,71270164.29,10129310,1405908,10702,6.49,0.8052,AMMONIA_PILOT,1,1.3115,0,1,7,54.78,EMSA_PORT_STAT,2025-04-28
2021-10,PTPORT208,PT,OFFSHORE_SUPPORT,36358689.15,81132334.13,3008229,1257924,17684,51.62,1.7541,METHANOL,1,1.8975,1,0,21,36.1,PORT_AUTHORITY_REPORT,2025-12-10
2021-11,SEPORT209,SE,FERRY,84284316.14,25287229.29,1343960,10510519,2544,27.18,2.3593,LNG,1,0.5906,0,1,9,19.43,EU_MRV_DATABASE,2025-02-04
2021-12,CYPORT210,CY,GENERAL_CARGO,27512475.33,178567011.74,3130132,474724,4184,49.26,2.2325,MGO,1,0.9065,0,1,26,32.36,CUSTOMS_ADMIN_DATA,2025-05-04
2022-01,FRPORT211,FR,CRUISE,23182403.99,156679685.4,2705393,3640904,28382,27.59,1.0573,VLSFO,1,1.8757,0,1,35,2.12,EMSA_PORT_STAT,2024-04-11
2022-02,ITPORT212,IT,RORO,27399740.21,79882426.03,955488,3655369,7634,30.72,0.9984,HFO_SCRUBBER,1,0.5946,0,0,9,55.3,PORT_AUTHORITY_REPORT,2024-06-20
2022-03,NLPORT213,NL,TANKER,61744232.79,93609283.68,174959,778848,13557,32.81,1.2052,AMMONIA_PILOT,1,1.8124,0,1,39,43.31,EU_MRV_DATABASE,2025-07-31
2022-04,SIPORT214,SI,BULK_CARRIER,9169123.84,205012014.12,1727601,1363668,4947,27.76,1.7903,METHANOL,1,0.5314,1,0,23,41.55,CUSTOMS_ADMIN_DATA,2025-08-02
2022-05,BGPORT215,BG,CONTAINER,21383525.49,44036473.56,4018434,1721826,30862,90.48,2.5331,LNG,1,1.2087,0,1,14,10.65,EMSA_PORT_STAT,2025-04-08
