tech_broadband_reference_year,tech_broadband_country_iso2,tech_broadband_region_nuts_code,tech_broadband_technology_type_code,tech_broadband_households_covered_pct,tech_broadband_households_subscribed_pct,tech_broadband_download_speed_mbps_median,tech_broadband_upload_speed_mbps_median,tech_broadband_latency_ms_median,tech_broadband_5g_coverage_pct,tech_broadband_fiber_coverage_pct,tech_broadband_rural_coverage_gap_pp,tech_broadband_affordability_index,tech_broadband_price_eur_per_month_median,tech_broadband_outage_minutes_avg,tech_broadband_net_neutrality_complaints_count,tech_broadband_public_subsidy_program_code,tech_broadband_infrastructure_investment_eur,tech_broadband_desi_component_score,tech_broadband_data_extract_date
2014,NL,SE761,DSL,76.32,61.91,54.4,2.3,29.52,23.58,50.27,47.57,91.78,34.72,325.44,39,RRF_BROADBAND,204778922.85,34.27,2025-11-05
2015,SI,BG4,DSL,64.79,41.07,36.56,9.22,36.97,57.75,18.57,46.82,48.19,61.01,43.56,37,CEF2_DIGITAL,56040110.09,46.06,2024-04-26
2016,BG,LU93,DSL,39.7,33.07,41.18,14.02,52.24,80.96,6.51,18.16,80.97,73.27,86.22,42,NONE,91639031.41,75.89,2024-03-24
2017,EE,DK3,DSL,64.43,35.99,22.78,5.21,22.72,64.78,68.76,26.09,73.7,68.88,194.04,48,STATE_AID_GBER,74312435.01,65.6,2025-01-24
2018,HU,DE54,DSL,79.74,40.92,50.43,1.95,50.9,87.5,72.55,52.9,88.87,76.3,251.28,45,NATIONAL_RURAL_FIBER,155948115.17,66.86,2026-02-07
2019,LU,SK6,DSL,59.03,23.91,43.26,13.23,27.55,63.96,11.98,49.82,80.79,27.14,131.4,48,ERDF_CONNECT,68154747.15,44.55,2025-01-22
2020,RO,IT70,DSL,60.22,21.66,20.44,9.8,24.61,94.6,16.54,51.31,85.47,72.03,152.41,10,RRF_BROADBAND,127582974.05,43.18,2025-08-06
2021,AT,LT87,DSL,79.99,59.21,48.05,13.93,27.72,33.34,41.59,34.53,71.83,78.21,330.89,14,CEF2_DIGITAL,380217217.52,75.39,2025-02-22
2022,CZ,FR6,DSL,62.9,25.79,21.85,2.51,54.65,25.34,12.93,9.82,45.9,47.47,137.11,8,NONE,7166789.89,33.71,2025-09-07
2023,DE,DE28,DSL,63.05,32.56,19.89,11.06,50.4,92.61,6.96,19.06,65.58,49.61,145.14,10,STATE_AID_GBER,110342680.82,21.13,2025-04-02
2024,LV,RO39,DSL,65.37,47.63,40.66,3.76,28.21,14.6,41.58,27.56,71.03,55.95,12.27,10,NATIONAL_RURAL_FIBER,84546418.9,37.08,2025-09-06
2025,PL,DE52,DSL,36.43,27.2,13.63,1.88,36.86,26.43,48.49,45.87,97.31,25.19,145.3,15,ERDF_CONNECT,331747270.59,48.07,2024-09-28
2026,ES,MT23,DSL,64.5,48.21,20.26,2.48,49.25,86.85,63.8,30.27,85.5,73.29,411.35,13,RRF_BROADBAND,86665078.33,75.05,2025-12-28
2014,HR,SE548,DSL,49.05,38.48,11.82,12.36,53.17,31.51,5.58,29.56,61.08,68.21,271.54,46,CEF2_DIGITAL,1528980.09,80.23,2025-05-17
2015,FI,CZ7,DSL,56.29,21.45,46.31,10.36,33.41,92.64,19.94,38.12,87.67,67.68,328.16,14,NONE,200309393.19,77.86,2025-04-21
2016,IE,ES50,DSL,70.44,58.6,45.48,5.34,27.47,73.8,39.3,10.43,83.93,23.16,345.47,13,STATE_AID_GBER,83962970.68,38.81,2024-07-02
2017,MT,CZ504,DSL,52.69,28.34,10.78,2.44,45.89,60.16,21.28,20.89,86.58,56.95,292.63,14,NATIONAL_RURAL_FIBER,197874050.81,77.36,2025-09-23
2018,SK,FI79,DSL,51.04,26.47,52.39,1.62,53.28,19.09,40.38,41.04,76.8,52.34,319.88,19,ERDF_CONNECT,17741213.5,40.39,2024-08-02
2019,BE,FR77,DSL,51.58,33.71,26.98,11.75,48.18,85.37,38.33,48.56,95.48,37.32,102.72,19,RRF_BROADBAND,103563199.44,78.87,2025-10-09
2020,DK,EE407,DSL,38.4,25.13,13.54,14.21,18.82,42.9,24.78,42.04,55.43,72.9,413.43,18,CEF2_DIGITAL,325994929.67,27.49,2025-02-18
2021,GR,LT608,DSL,83.48,50.73,24.08,7.1,20.76,91.7,37.65,41.87,65.79,23.37,141.28,20,NONE,136753460.23,21.4,2024-04-27
2022,LT,LU39,DSL,42.72,34.36,41.36,9.36,42.13,80.74,5.75,36.0,84.94,35.18,251.66,69,STATE_AID_GBER,369717552.34,53.15,2026-02-03
2023,PT,SK67,DSL,65.22,43.06,45.6,2.39,19.48,22.74,14.88,22.09,43.71,20.58,163.83,18,NATIONAL_RURAL_FIBER,307656438.37,65.69,2024-05-11
2024,SE,LV41,DSL,63.38,28.87,40.74,12.97,42.55,78.52,30.32,30.76,73.16,22.84,249.76,25,ERDF_CONNECT,8546236.6,41.54,2024-11-06
2025,CY,HR21,DSL,73.83,26.74,26.44,4.64,54.64,50.15,35.89,43.64,47.3,60.2,329.1,50,RRF_BROADBAND,265298646.82,63.02,2024-04-22
2026,FR,ES408,DSL,75.35,35.33,14.0,9.68,47.55,75.91,45.59,12.23,89.45,67.59,96.9,20,CEF2_DIGITAL,26387034.06,56.64,2025-04-05
2014,IT,HR66,DSL,60.59,28.48,14.77,11.45,34.28,24.05,31.0,46.8,88.23,46.46,256.33,57,NONE,7304628.27,77.6,2024-01-08
2015,NL,FR62,DSL,65.75,49.54,34.62,14.77,33.3,81.83,36.29,45.76,88.9,18.07,151.36,34,STATE_AID_GBER,51970285.8,80.47,2025-03-20
2016,SI,LT974,DSL,46.87,34.72,47.85,10.8,37.05,20.34,65.38,7.48,55.36,52.38,314.85,34,NATIONAL_RURAL_FIBER,356496020.51,59.42,2026-01-09
2017,BG,PL96,DSL,44.59,16.0,24.02,10.73,44.76,40.36,55.12,40.69,62.76,57.37,337.61,28,ERDF_CONNECT,73460933.81,80.94,2024-02-20
2018,EE,DK84,DSL,48.71,27.46,29.54,11.45,49.18,33.6,30.07,30.92,75.86,47.83,179.39,27,RRF_BROADBAND,127252879.97,62.74,2025-07-16
2019,HU,LU885,DSL,43.31,26.37,52.21,8.57,19.01,30.43,23.67,9.64,71.57,81.91,76.35,35,CEF2_DIGITAL,352083095.95,44.71,2024-10-08
2020,LU,RO66,DSL,66.26,27.52,35.03,11.85,53.82,30.75,23.63,18.13,66.36,68.57,378.26,35,NONE,242364403.1,32.51,2025-12-13
2021,RO,EE61,DSL,36.19,13.56,21.99,12.33,53.22,44.11,62.04,27.78,80.86,42.33,131.88,34,STATE_AID_GBER,130691071.29,37.06,2025-11-28
2022,AT,GR8,DSL,82.92,58.88,35.68,8.04,24.25,28.1,19.82,24.41,68.15,34.93,101.0,32,NATIONAL_RURAL_FIBER,294249838.11,71.55,2025-05-14
2023,CZ,DK987,DSL,72.27,42.12,11.23,14.46,20.92,79.79,42.16,50.32,73.87,77.88,77.66,77,ERDF_CONNECT,7691158.24,58.92,2024-06-26
2024,DE,LV192,DSL,48.48,35.66,51.8,14.31,33.18,90.83,36.8,50.73,48.28,51.92,391.78,37,RRF_BROADBAND,216249828.16,45.58,2025-04-03
2025,LV,NL65,DSL,40.4,24.52,50.51,10.66,20.08,91.87,35.78,23.67,47.32,38.01,140.54,44,CEF2_DIGITAL,32888174.38,49.45,2024-11-24
2026,PL,RO5,DSL,50.79,37.58,25.79,11.9,28.27,42.44,32.97,43.58,89.14,83.88,17.47,53,NONE,93935708.98,72.23,2025-08-22
2014,ES,GR9,DSL,59.47,42.44,23.43,9.89,18.16,55.16,39.01,48.2,54.72,61.59,121.88,45,STATE_AID_GBER,247789703.69,58.71,2024-02-04
2015,HR,DE7,DSL,49.67,31.01,53.48,9.15,25.33,53.98,38.42,40.63,83.47,29.49,284.33,42,NATIONAL_RURAL_FIBER,269567872.57,84.94,2024-11-10
2016,FI,PT9,DSL,59.62,22.06,15.93,12.13,46.44,29.79,63.51,34.78,69.97,33.53,30.91,43,ERDF_CONNECT,123163261.56,48.94,2024-04-17
2017,IE,AT15,DSL,52.68,37.39,28.47,13.14,18.66,10.15,52.66,19.76,49.63,44.24,19.3,48,RRF_BROADBAND,131784322.44,60.57,2025-10-07
2018,MT,PL743,DSL,80.82,69.88,17.27,2.86,38.34,34.69,20.09,30.1,52.87,68.44,239.17,87,CEF2_DIGITAL,4815580.57,44.19,2024-12-04
2019,SK,BE125,DSL,60.22,30.33,52.79,14.22,44.73,21.34,19.02,26.94,51.1,39.11,306.56,58,NONE,58440412.24,47.09,2024-01-10
2020,BE,IT2,DSL,61.58,35.89,37.57,14.64,53.9,83.57,73.51,28.63,74.85,18.44,172.29,10,STATE_AID_GBER,84546175.63,61.31,2024-06-27
2021,DK,RO7,DSL,49.51,20.56,42.72,11.87,46.01,22.07,42.58,50.65,52.75,26.75,312.05,22,NATIONAL_RURAL_FIBER,58978827.04,58.47,2024-11-17
2022,GR,ES824,DSL,47.92,17.44,22.38,2.63,42.12,40.6,36.47,6.33,58.85,36.79,84.57,3,ERDF_CONNECT,152501111.42,32.93,2024-04-08
2023,LT,MT22,DSL,39.13,29.96,34.47,10.74,24.56,26.31,27.33,19.72,67.04,49.85,120.18,49,RRF_BROADBAND,190776215.63,67.11,2025-10-25
2024,PT,HR30,DSL,40.91,25.4,10.61,11.91,26.21,57.61,7.03,52.17,40.86,58.13,12.49,7,CEF2_DIGITAL,117817872.82,41.44,2024-09-11
2025,SE,ES75,DSL,69.48,50.6,52.76,9.49,28.05,73.25,9.07,52.42,84.24,70.84,409.37,6,NONE,95542489.25,30.58,2025-08-15
2026,CY,LV58,DSL,81.65,44.99,46.52,2.45,38.65,37.08,40.32,28.81,50.02,62.72,284.73,18,STATE_AID_GBER,115173223.42,53.9,2024-07-03
2014,FR,ES3,DSL,48.84,43.92,21.49,13.91,51.7,60.49,53.71,40.52,91.47,65.34,215.02,18,NATIONAL_RURAL_FIBER,164454948.36,40.81,2024-10-11
2015,IT,FI504,DSL,76.26,62.66,34.42,3.58,38.89,71.94,53.3,27.41,67.19,71.29,243.17,17,ERDF_CONNECT,180148144.45,27.54,2025-05-02
2016,NL,CY7,DSL,80.22,70.78,10.91,11.63,30.6,82.19,30.13,52.41,97.35,39.35,89.23,16,RRF_BROADBAND,96679191.32,82.8,2026-01-22
2017,SI,HR41,DSL,51.12,41.18,34.98,10.4,46.04,96.07,15.38,28.45,53.87,77.27,96.82,19,CEF2_DIGITAL,169994953.57,46.99,2024-09-14
2018,BG,RO194,DSL,54.22,46.68,49.84,2.87,40.74,23.35,61.15,14.41,67.58,22.54,146.54,34,NONE,4936607.2,32.96,2025-03-12
2019,EE,HU65,DSL,83.47,58.01,10.09,9.15,24.1,73.77,73.77,13.59,59.63,49.46,148.9,13,STATE_AID_GBER,165065331.29,39.76,2024-02-28
2020,HU,IT29,DSL,78.16,46.89,20.29,14.91,38.2,74.9,42.32,53.63,74.14,32.85,286.39,19,NATIONAL_RURAL_FIBER,143053255.82,32.61,2025-07-11
2021,LU,LV334,DSL,40.6,27.84,23.4,9.31,51.66,84.85,34.58,51.61,96.64,25.93,279.26,18,ERDF_CONNECT,268152541.2,23.97,2024-11-16
2022,RO,DK340,DSL,53.86,47.8,50.57,3.88,24.76,67.26,44.26,49.89,70.87,56.99,329.58,16,RRF_BROADBAND,249957313.18,45.35,2025-04-18
2023,AT,RO999,DSL,40.96,24.97,54.0,13.44,27.09,31.44,41.45,48.77,82.95,60.03,75.29,24,CEF2_DIGITAL,148522093.07,84.84,2025-06-23
2024,CZ,BE490,DSL,56.85,32.27,45.74,8.41,27.48,19.27,34.63,21.54,62.43,64.89,230.25,72,NONE,88999565.87,30.81,2024-10-02
2025,DE,HU93,DSL,80.63,68.38,34.7,8.04,21.17,76.69,41.78,7.69,77.54,73.19,250.47,18,STATE_AID_GBER,79389892.48,83.95,2024-09-24
2026,LV,PT6,DSL,67.15,59.86,37.91,4.96,52.2,28.62,61.14,21.71,91.73,18.3,149.61,70,NATIONAL_RURAL_FIBER,253857684.45,74.48,2025-05-17
2014,PL,PL14,DSL,77.72,31.86,34.42,14.67,49.03,30.56,23.2,21.32,44.09,76.82,291.26,28,ERDF_CONNECT,305858988.5,68.58,2026-02-05
2015,ES,IE52,DSL,75.35,43.17,30.89,14.09,51.36,93.6,34.0,40.21,79.22,55.36,352.39,21,RRF_BROADBAND,34066627.59,71.94,2024-10-30
2016,HR,ES69,DSL,69.86,60.31,26.64,7.98,52.92,70.76,55.03,8.37,70.35,69.16,127.33,30,CEF2_DIGITAL,179594612.62,55.4,2025-01-28
2017,FI,EE1,DSL,62.53,35.31,53.58,10.56,21.42,44.53,62.55,54.28,93.17,23.39,61.36,62,NONE,84593892.43,78.14,2025-08-21
2018,IE,LV97,DSL,40.79,25.6,16.07,7.73,40.72,56.53,49.68,21.66,68.4,69.75,391.56,30,STATE_AID_GBER,17867517.32,46.93,2024-12-19
2019,MT,PL88,DSL,39.44,23.57,39.43,6.46,37.49,61.06,58.76,49.49,83.79,48.8,135.21,29,NATIONAL_RURAL_FIBER,14003600.89,68.36,2025-12-04
2020,SK,GR565,DSL,36.69,22.15,27.96,12.28,46.82,53.95,20.76,47.13,58.53,79.24,185.68,29,ERDF_CONNECT,268107863.05,42.93,2024-02-10
2021,BE,SI956,DSL,54.57,31.65,16.48,8.72,23.37,68.39,73.65,28.7,72.29,43.44,150.46,77,RRF_BROADBAND,110063684.19,36.53,2024-12-25
2022,DK,FI25,DSL,50.17,26.97,43.65,9.65,54.47,44.43,37.18,45.07,92.43,47.8,252.03,87,CEF2_DIGITAL,186862683.6,52.16,2024-11-04
2023,GR,ES67,DSL,44.14,20.69,45.05,13.9,19.91,89.57,70.57,21.86,65.59,81.46,401.56,34,NONE,341337389.61,46.62,2024-09-20
2024,LT,IE8,DSL,63.66,35.07,54.06,7.93,35.78,66.61,37.97,21.92,68.23,73.56,100.17,32,STATE_AID_GBER,11080864.01,54.76,2026-02-16
2025,PT,LT4,DSL,53.33,34.66,41.13,12.88,28.22,34.38,56.63,52.31,89.42,43.27,309.03,43,NATIONAL_RURAL_FIBER,74899062.74,22.83,2024-06-20
2026,SE,RO95,DSL,57.08,44.08,18.65,13.42,36.48,89.4,10.35,31.99,61.27,50.83,303.4,85,ERDF_CONNECT,171827640.25,40.23,2024-12-12
2014,CY,LT7,DSL,45.65,16.79,25.13,11.23,25.52,27.48,37.88,14.39,56.89,46.43,100.26,45,RRF_BROADBAND,247870800.4,36.9,2024-06-23
2015,FR,HR8,DSL,57.24,38.53,53.27,10.08,52.16,28.54,66.68,29.8,78.81,46.87,416.37,37,CEF2_DIGITAL,249631526.73,60.01,2024-06-01
2016,IT,CZ54,DSL,72.43,57.93,26.18,2.49,53.23,90.63,30.46,10.52,58.77,33.28,219.59,45,NONE,106387938.65,54.18,2026-01-10
2017,NL,LU291,DSL,53.51,42.5,52.65,4.96,46.67,94.69,38.93,29.7,64.45,80.52,315.36,55,STATE_AID_GBER,94457456.34,40.82,2025-10-30
2018,SI,LU8,DSL,80.21,44.26,45.75,3.73,33.47,53.43,33.93,9.61,82.97,33.54,305.39,48,NATIONAL_RURAL_FIBER,205460875.53,23.56,2025-03-08
2019,BG,DK576,DSL,60.52,53.95,45.09,2.18,46.07,23.5,33.39,16.43,87.14,81.32,371.04,47,ERDF_CONNECT,202491863.98,58.03,2024-11-12
2020,EE,ES614,DSL,64.17,46.88,16.11,8.02,44.96,55.24,70.65,21.41,58.52,68.64,289.22,65,RRF_BROADBAND,163581298.06,61.89,2025-08-17
2021,HU,BE4,DSL,77.33,51.63,28.9,8.05,50.58,44.4,45.08,29.73,42.64,53.36,238.36,4,CEF2_DIGITAL,360416550.35,59.39,2024-08-12
2022,LU,AT6,DSL,61.23,55.96,20.16,10.11,22.94,76.73,59.02,54.17,42.8,77.76,214.36,57,NONE,22864149.5,22.75,2024-04-07
2023,RO,AT78,DSL,64.49,24.71,16.23,3.45,46.57,84.18,19.3,51.42,94.16,45.79,194.98,4,STATE_AID_GBER,208065082.98,69.08,2024-06-10
2024,AT,IT4,DSL,48.81,25.77,24.64,8.89,50.8,70.74,46.82,25.18,51.79,72.9,217.93,6,NATIONAL_RURAL_FIBER,199336438.82,34.63,2024-03-22
2025,CZ,FR38,DSL,66.17,23.57,23.92,4.17,41.4,85.37,36.53,7.15,44.36,40.43,203.13,16,ERDF_CONNECT,323393922.92,66.75,2025-09-18
2026,DE,SK228,DSL,66.13,32.62,27.34,8.94,42.78,85.48,44.67,30.38,90.53,26.77,385.99,10,RRF_BROADBAND,192396819.96,63.42,2024-12-21
2014,LV,HU1,DSL,35.53,31.56,49.15,11.9,48.26,93.48,56.45,43.27,83.61,69.98,123.89,13,CEF2_DIGITAL,109731386.56,47.36,2024-08-24
2015,PL,LT57,DSL,53.51,42.97,29.78,14.96,39.57,80.06,16.41,38.58,78.14,43.69,208.6,13,NONE,7149073.8,84.97,2025-01-20
2016,ES,FR95,DSL,36.72,27.86,11.11,10.64,33.77,13.95,46.76,37.11,65.07,53.77,173.88,15,STATE_AID_GBER,108896252.74,30.36,2025-08-03
2017,HR,ES667,DSL,57.42,25.14,19.01,4.57,45.03,93.5,28.82,48.98,76.83,45.35,212.89,62,NATIONAL_RURAL_FIBER,40547893.11,41.63,2024-03-22
2018,FI,DK16,DSL,46.49,19.55,19.48,7.91,20.51,69.43,44.39,49.67,95.23,84.68,92.8,14,ERDF_CONNECT,8063133.46,46.9,2024-12-23
2019,IE,GR131,DSL,42.28,36.56,22.4,7.4,47.74,42.95,37.51,46.02,84.09,55.11,204.78,71,RRF_BROADBAND,220129708.37,28.05,2024-12-21
2020,MT,IE429,DSL,62.35,50.82,21.15,3.45,29.71,34.33,22.01,10.41,52.71,37.05,236.92,61,CEF2_DIGITAL,71488263.29,44.69,2025-12-22
2021,SK,BG446,DSL,71.19,56.78,44.2,6.42,20.44,66.09,72.86,23.31,47.08,66.61,212.7,31,NONE,392442522.28,38.14,2025-11-28
2022,BE,LT69,DSL,54.52,26.76,33.01,10.9,54.0,90.04,42.8,31.63,56.58,44.98,380.61,26,STATE_AID_GBER,219085792.03,68.8,2025-03-13
2023,DK,HR48,DSL,54.02,45.43,17.35,6.08,47.46,68.43,5.06,20.49,67.37,70.43,123.69,18,NATIONAL_RURAL_FIBER,183123058.95,36.99,2024-09-06
2024,GR,DE620,DSL,35.6,18.14,40.34,12.07,24.77,92.07,16.37,8.37,81.93,77.93,199.25,25,ERDF_CONNECT,177277047.9,76.76,2025-01-19
2025,LT,GR23,DSL,56.59,47.95,18.03,7.05,25.52,66.45,19.01,33.14,62.09,32.41,152.21,22,RRF_BROADBAND,74056452.53,23.55,2025-04-29
2026,PT,HU20,DSL,64.76,31.71,43.69,4.1,28.64,95.31,10.11,40.81,51.92,31.94,244.71,36,CEF2_DIGITAL,303236003.51,47.57,2025-07-30
2014,SE,RO750,DSL,59.22,49.6,44.72,1.51,54.34,68.81,14.44,9.62,84.89,63.41,155.29,24,NONE,198724312.94,42.9,2024-11-07
2015,CY,SI7,DSL,59.63,41.21,43.97,3.87,18.78,39.19,27.92,34.98,45.27,45.12,189.6,27,STATE_AID_GBER,352610752.19,69.69,2025-10-14
2016,FR,DE823,DSL,58.51,53.32,11.09,8.66,18.47,53.55,72.3,36.87,45.5,20.69,407.95,70,NATIONAL_RURAL_FIBER,1034306.06,64.46,2026-02-24
2017,IT,LT1,DSL,62.61,46.88,32.63,9.16,23.06,64.41,44.05,6.21,95.54,43.48,354.27,28,ERDF_CONNECT,160352469.44,43.5,2024-01-13
2018,NL,SK79,DSL,61.02,54.83,21.37,10.59,47.13,86.88,30.83,53.33,53.2,65.7,323.43,32,RRF_BROADBAND,237883496.02,53.47,2025-09-21
2019,SI,LV589,DSL,47.16,35.7,45.75,5.92,21.97,74.18,10.57,51.67,52.65,82.93,166.53,27,CEF2_DIGITAL,61767377.17,50.66,2024-11-24
2020,BG,LV216,DSL,53.06,27.14,51.23,4.59,20.54,51.32,8.51,34.3,50.98,34.46,362.73,54,NONE,269947513.93,25.05,2024-01-29
2021,EE,IE28,DSL,48.16,34.43,23.42,9.56,49.59,85.23,37.07,31.43,93.07,77.84,405.61,42,STATE_AID_GBER,22382253.78,49.1,2024-04-12
2022,HU,EE11,DSL,50.64,27.57,33.78,7.45,20.11,74.71,70.67,8.92,51.31,77.93,143.14,30,NATIONAL_RURAL_FIBER,115368563.58,58.21,2025-02-24
2023,LU,FR86,DSL,40.38,36.29,45.32,3.11,45.4,15.63,40.09,13.95,41.1,41.81,357.25,36,ERDF_CONNECT,3541751.48,42.36,2026-02-15
2024,RO,HU462,DSL,54.56,21.48,51.73,5.57,32.63,70.34,35.44,10.98,94.51,77.36,183.75,29,RRF_BROADBAND,12995790.04,27.83,2024-07-07
2025,AT,SI46,DSL,47.23,36.5,21.21,9.94,41.32,79.18,65.22,51.46,77.44,78.57,350.94,32,CEF2_DIGITAL,202822049.54,50.88,2024-10-05
2026,CZ,DK810,DSL,73.17,29.42,23.2,4.71,52.64,14.41,65.3,20.51,42.34,33.15,242.06,71,NONE,160238001.9,53.65,2024-03-02
2014,DE,PL871,DSL,59.09,39.93,41.75,11.73,54.96,64.27,30.32,14.59,69.47,80.75,280.37,41,STATE_AID_GBER,87074597.06,20.59,2024-08-13
2015,LV,SK487,DSL,67.19,29.67,40.7,2.98,23.1,35.49,70.78,44.52,60.93,32.78,238.3,93,NATIONAL_RURAL_FIBER,226269373.9,31.41,2024-10-04
2016,PL,LV51,DSL,58.58,30.9,39.26,11.16,36.73,78.05,14.66,31.17,67.42,48.3,398.58,34,ERDF_CONNECT,94482386.57,55.98,2025-08-20
2017,ES,LT923,DSL,47.08,29.52,47.89,14.02,27.67,41.29,67.51,49.37,66.07,38.95,202.65,48,RRF_BROADBAND,59568456.73,56.28,2025-07-01
2018,HR,RO1,DSL,69.92,42.03,22.4,7.99,52.42,25.43,23.86,49.94,51.61,50.28,300.19,43,CEF2_DIGITAL,180087853.62,32.95,2025-03-07
2019,FI,SK221,DSL,52.01,34.33,14.08,8.53,20.5,32.95,50.38,48.27,43.06,82.7,258.81,47,NONE,74905772.77,62.02,2024-11-22
2020,IE,ES47,DSL,72.02,53.99,14.33,12.41,22.41,35.27,53.55,17.57,67.8,60.58,174.82,40,STATE_AID_GBER,272200871.07,81.9,2024-11-24
2021,MT,HR72,DSL,37.74,20.66,12.59,14.64,25.56,62.49,69.4,46.67,79.87,56.49,69.46,40,NATIONAL_RURAL_FIBER,188327728.27,40.66,2024-02-07
2022,SK,LU485,DSL,39.48,20.09,19.49,9.6,51.17,77.68,54.23,30.96,88.1,49.55,232.65,7,ERDF_CONNECT,194363545.68,67.83,2024-01-23
2023,BE,BE9,DSL,60.23,39.22,41.58,11.69,42.65,63.24,28.76,34.81,79.21,31.36,413.25,1,RRF_BROADBAND,143500790.16,58.08,2025-08-29
2024,DK,FI208,DSL,67.57,27.63,25.02,4.36,32.08,63.08,37.94,52.7,48.42,68.18,99.29,10,CEF2_DIGITAL,156632523.84,30.37,2024-01-30
2025,GR,HR45,DSL,78.34,48.31,24.66,2.94,39.46,46.33,33.66,24.7,44.49,46.25,394.21,14,NONE,126948889.71,65.9,2025-03-01
2026,LT,ES400,DSL,80.11,62.67,45.08,11.52,22.62,18.33,34.63,54.33,47.86,43.32,135.11,10,STATE_AID_GBER,136829310.16,63.15,2026-02-11
2014,PT,ES650,DSL,44.86,24.67,35.25,8.81,29.51,85.52,20.52,18.05,85.47,24.76,182.9,13,NATIONAL_RURAL_FIBER,377264970.58,20.15,2025-09-23
2015,SE,HU8,DSL,42.65,35.69,40.08,12.32,40.19,53.91,39.36,47.3,56.93,20.56,72.65,24,ERDF_CONNECT,307050837.73,73.8,2024-07-19
2016,CY,PT55,DSL,51.6,22.17,17.62,7.14,51.67,39.48,55.35,41.55,81.04,56.93,291.99,7,RRF_BROADBAND,184843620.5,30.44,2024-07-22
2017,FR,PT7,DSL,58.58,38.99,32.73,5.42,34.44,77.33,17.45,36.45,92.91,56.62,325.38,16,CEF2_DIGITAL,234180064.37,57.12,2024-11-18
2018,IT,ES10,DSL,45.35,30.8,17.45,5.17,46.84,97.73,26.96,21.59,42.41,80.16,382.08,16,NONE,269638225.91,82.98,2025-05-15
2019,NL,HR215,DSL,55.48,34.63,32.14,11.21,48.98,31.76,67.32,49.15,92.59,54.2,367.76,21,STATE_AID_GBER,347971841.44,21.74,2024-07-30
2020,SI,EE327,DSL,55.95,41.17,17.6,4.4,38.53,46.98,39.03,50.86,60.2,76.49,117.85,18,NATIONAL_RURAL_FIBER,97020448.62,30.92,2025-07-23
2021,BG,HR62,DSL,80.47,40.84,39.12,1.95,34.35,72.82,66.66,42.19,67.78,49.07,361.35,30,ERDF_CONNECT,119516372.3,70.37,2025-05-21
2022,EE,IT961,DSL,70.86,34.78,27.58,9.97,31.93,70.02,22.58,24.08,86.03,51.53,211.12,20,RRF_BROADBAND,227110673.58,68.87,2025-02-23
2023,HU,SE22,DSL,58.32,20.73,42.22,12.01,31.5,27.78,62.87,53.94,90.76,73.16,335.65,30,CEF2_DIGITAL,144431310.53,67.31,2026-01-30
2024,LU,LV17,DSL,61.66,39.7,14.7,8.36,50.26,25.89,31.3,20.62,77.94,44.42,366.25,27,NONE,181575763.25,63.01,2025-05-14
2025,RO,PT32,DSL,81.9,39.57,53.24,5.47,32.81,65.42,61.14,45.18,58.41,45.74,248.03,28,STATE_AID_GBER,56063615.19,47.9,2026-02-06
2026,AT,BE62,DSL,36.1,14.9,23.59,10.39,41.99,21.3,47.36,18.97,80.61,68.6,250.15,19,NATIONAL_RURAL_FIBER,61992411.34,79.68,2024-02-19
2014,CZ,DK584,DSL,40.65,26.91,23.0,14.67,40.05,56.69,31.79,53.48,56.27,39.63,173.82,20,ERDF_CONNECT,342507487.34,69.59,2025-12-08
2015,DE,IE96,DSL,64.53,50.77,11.08,12.08,35.03,36.16,9.94,20.37,64.19,48.79,32.27,70,RRF_BROADBAND,244783850.76,40.45,2026-01-30
2016,LV,LT9,DSL,78.02,46.62,35.45,5.36,22.33,40.72,52.77,24.32,56.87,30.24,73.2,31,CEF2_DIGITAL,291599773.27,83.39,2025-05-20
2017,PL,RO51,DSL,57.48,32.63,14.68,6.08,25.57,39.79,36.57,24.29,59.96,34.11,273.81,25,NONE,62704901.58,47.5,2025-08-30
2018,ES,EE333,DSL,35.18,28.64,27.26,13.57,43.76,17.79,40.85,18.41,94.15,63.61,82.85,32,STATE_AID_GBER,137558130.79,39.33,2025-10-17
2019,HR,IE905,DSL,67.47,43.84,37.69,1.66,25.52,49.38,71.55,6.46,92.33,72.74,326.42,62,NATIONAL_RURAL_FIBER,71305610.1,64.48,2024-05-02
2020,FI,EE42,DSL,54.64,20.1,37.88,4.21,35.98,37.6,48.73,20.0,95.01,21.76,191.59,84,ERDF_CONNECT,161992805.36,70.96,2024-12-06
2021,IE,SI182,DSL,72.86,40.8,30.07,8.5,19.89,34.48,58.23,41.08,96.78,70.57,153.75,59,RRF_BROADBAND,44302543.78,66.52,2025-08-02
2022,MT,IT31,DSL,47.22,19.26,15.62,8.76,33.98,39.81,26.43,20.49,54.73,52.79,156.99,30,CEF2_DIGITAL,290004758.91,71.91,2024-12-21
2023,SK,HR83,DSL,74.34,67.92,18.95,3.99,19.08,85.28,20.9,15.41,59.91,64.15,359.16,27,NONE,135471279.6,59.9,2024-11-10
2024,BE,EE89,DSL,41.72,37.92,25.95,8.89,36.9,95.02,35.33,18.34,49.51,82.19,130.25,87,STATE_AID_GBER,19328059.79,65.63,2024-10-01
2025,DK,LT91,DSL,78.82,72.24,36.09,13.01,45.06,22.42,35.78,9.59,64.23,23.93,406.63,41,NATIONAL_RURAL_FIBER,130756077.67,44.13,2024-11-13
