tax_vat_reference_year,tax_vat_country_iso2,tax_vat_region_nuts_code,tax_vat_vat_rate_standard_pct,tax_vat_vat_rate_reduced_pct,tax_vat_tax_base_eur,tax_vat_net_vat_revenue_eur,tax_vat_gross_vat_revenue_eur,tax_vat_refunds_eur,tax_vat_vies_transactions_count,tax_vat_one_stop_shop_oss_flag,tax_vat_e_invoicing_mandate_flag,tax_vat_vat_gap_eur,tax_vat_vat_gap_pct,tax_vat_compliance_rate_pct,tax_vat_audit_yield_eur,tax_vat_late_payment_interest_eur,tax_vat_carousel_fraud_cases_count,tax_vat_data_source,tax_vat_data_extract_date
2019,EE,SE753,27.11,18.91,76076866522.9,17364667657.11,21763876801.36,4399209144.25,289124,0,0,1518181034.83,8.04,91.96,88571668.92,23982824.55,156,NATIONAL_TAX_AUTHORITY,2025-12-27
2020,HU,RO958,21.22,12.2,76235540782.65,12235418504.43,13851996515.26,1616578010.83,295279,1,0,3049301675.99,19.95,80.05,146936954.02,30336886.33,159,EUROFISC,2024-11-17
2021,LU,LV346,22.24,12.41,76499320257.4,12455304016.06,15968801386.41,3513497370.35,299815,1,1,3024815317.84,19.54,80.46,22750230.12,3827762.71,134,VIES_AGGREGATE,2025-10-03
2022,RO,FR38,27.23,21.19,76699785571.84,14530718392.59,17787488093.49,3256769700.9,311198,0,1,2971953725.68,16.98,83.02,306447417.96,25725275.05,54,EU_COMMISSION_VAT_GAP_STUDY,2024-07-13
2023,AT,SI82,24.23,17.54,76779735003.92,13210911574.62,14269120698.8,1058209124.18,304936,1,0,2204387812.34,14.3,85.7,197616507.17,35124025.89,84,NATIONAL_TAX_AUTHORITY,2025-07-23
2024,CZ,SK267,19.06,12.04,76973785067.95,11105121155.59,12696384048.59,1591262893.0,301729,1,1,2535858030.74,18.59,81.41,140089628.26,25990218.23,70,EUROFISC,2024-12-09
2025,DE,LV421,23.07,14.76,77181449218.93,14065450682.81,16947640266.34,2882189583.53,316183,0,0,2733128897.76,16.27,83.73,207474934.84,41419221.05,51,VIES_AGGREGATE,2025-06-10
2026,LV,MT23,25.99,16.56,77402913231.0,14836430926.68,19437903501.6,4601472574.92,312956,0,0,3329885868.57,18.33,81.67,132848195.84,36778640.43,89,EU_COMMISSION_VAT_GAP_STUDY,2024-05-06
2010,PL,DE41,17.97,6.02,77577896009.49,12211790536.33,14338924452.4,2127133916.07,321776,1,0,244136163.31,1.96,98.04,127013691.65,966311.74,88,NATIONAL_TAX_AUTHORITY,2025-12-13
2011,ES,IE63,18.11,8.72,77713612490.12,10313123871.24,13392527455.23,3079403583.99,329709,1,0,2268459477.84,18.03,81.97,287030396.93,29419638.22,87,EUROFISC,2025-06-05
2012,HR,FR752,22.21,13.8,77928303323.76,13811478287.24,17086683125.56,3275204838.32,315148,0,0,2255853363.81,14.04,85.96,205659914.52,14929548.9,128,VIES_AGGREGATE,2024-12-01
2013,FI,IE51,24.86,15.18,78030683217.48,15222550607.26,18404802479.86,3182251872.6,327636,1,1,1053030069.8,6.47,93.53,93569694.7,19387839.01,127,EU_COMMISSION_VAT_GAP_STUDY,2026-01-22
2014,IE,LT165,23.85,15.39,78218430149.19,14039721724.19,17863929369.46,3824207645.27,318240,0,1,3102795643.56,18.1,81.9,27906675.67,3444601.32,133,NATIONAL_TAX_AUTHORITY,2026-01-09
2015,MT,HU700,22.09,13.78,78434496290.84,12512772902.35,16013347369.85,3500574467.5,326310,1,0,3044572494.08,19.57,80.43,189589693.43,33729921.68,84,EUROFISC,2024-08-29
2016,SK,IT715,26.22,13.42,78630513861.29,14754943226.15,19248262576.36,4493319350.21,340720,1,0,3278475529.84,18.18,81.82,119597969.4,36325586.95,151,VIES_AGGREGATE,2024-05-21
2017,BE,SE671,24.05,15.03,78781615375.21,14148704609.07,16922651306.71,2773946697.64,332785,0,1,3774660743.18,21.06,78.94,155055062.3,15241085.42,153,EU_COMMISSION_VAT_GAP_STUDY,2025-10-26
2018,DK,MT7,26.79,15.51,78979797756.57,13999191730.42,17569305789.9,3570114059.48,334249,1,1,3585523418.96,20.39,79.61,254043878.04,12807831.45,12,NATIONAL_TAX_AUTHORITY,2025-12-15
2019,GR,LT46,19.21,9.23,79156662142.73,12155935061.35,13361656466.46,1205721405.11,346225,0,0,1742915912.07,12.54,87.46,141080719.19,1591110.25,1,EUROFISC,2024-07-09
2020,LT,MT780,19.95,7.03,79360610495.64,11895047260.68,13415274819.29,1520227558.61,342486,1,1,2940382099.11,19.82,80.18,238360835.95,23398476.98,147,VIES_AGGREGATE,2025-10-25
2021,PT,HR88,22.84,16.63,79460655834.19,14116485755.36,16532171887.75,2415686132.39,353023,0,1,3221374420.71,18.58,81.42,176863329.11,28998930.05,27,EU_COMMISSION_VAT_GAP_STUDY,2025-10-10
2022,SE,SK23,27.1,14.66,79739915393.44,16844457613.34,19615087773.73,2770630160.39,342310,1,0,1629393684.46,8.82,91.18,58722313.83,26578299.55,75,NATIONAL_TAX_AUTHORITY,2026-02-17
2023,CY,NL697,21.94,11.84,79877531526.51,13410968408.37,17304115158.93,3893146750.56,352716,1,0,1513323165.6,10.14,89.86,42923409.83,24246828.24,49,EUROFISC,2024-08-03
2024,FR,IE76,20.15,7.71,80064111249.43,12147959874.89,15698301479.54,3550341604.65,356537,0,0,1244124652.61,9.29,90.71,114232572.47,20999773.44,81,VIES_AGGREGATE,2024-10-13
2025,IT,BE82,22.18,14.54,80280617691.16,15969223809.55,20832393044.53,4863169234.98,363384,0,0,421234785.9,2.57,97.43,32526374.25,9655546.94,29,EU_COMMISSION_VAT_GAP_STUDY,2025-03-22
2026,NL,CZ2,17.94,5.16,80366353393.07,11527107842.42,12952014331.45,1424906489.03,351841,1,1,370000055.63,3.11,96.89,93832516.78,21333853.49,40,NATIONAL_TAX_AUTHORITY,2024-07-26
2010,SI,SK12,21.23,9.74,80553457135.56,14040251474.21,17028180426.86,2987928952.65,353348,1,1,1833407626.08,11.55,88.45,237363.53,24341969.39,16,EUROFISC,2024-05-03
2011,BG,FR77,21.89,12.33,80832837456.39,15546039336.43,17143661510.03,1597622173.6,355284,1,1,1251409973.6,7.45,92.55,18484911.43,24223923.13,92,VIES_AGGREGATE,2026-01-19
2012,EE,FR67,18.96,11.6,80980249078.38,10775719341.65,12124682833.46,1348963491.81,372557,0,0,2434675830.16,18.43,81.57,142343133.88,23791274.83,32,EU_COMMISSION_VAT_GAP_STUDY,2025-07-15
2013,HU,ES19,26.09,12.68,81087150622.16,16208555361.55,17711714595.5,1503159233.95,367021,1,1,3352819682.56,17.14,82.86,39759613.23,21143601.45,109,NATIONAL_TAX_AUTHORITY,2025-06-20
2014,LU,BG4,16.83,6.68,81268678639.34,11051437259.86,14471147639.39,3419710379.53,378962,1,0,970141397.66,8.07,91.93,43675859.79,18409987.55,74,EUROFISC,2025-08-08
2015,RO,EE569,19.82,11.66,81554396306.14,13358789268.92,16881697584.62,3522908315.7,373377,1,1,1666280204.62,11.09,88.91,113951918.67,17504370.55,139,VIES_AGGREGATE,2024-10-26
2016,AT,DE671,16.85,9.61,81719171695.15,9894223147.73,12344750797.79,2450527650.06,365796,0,1,2714701470.25,21.53,78.47,69553594.77,35036961.23,23,EU_COMMISSION_VAT_GAP_STUDY,2024-04-26
2017,CZ,PT2,25.0,13.85,81889210509.02,17283701632.33,22545483737.99,5261782105.66,369529,1,1,505204946.85,2.84,97.16,22431326.92,23026776.05,122,NATIONAL_TAX_AUTHORITY,2025-07-30
2018,DE,SK507,23.15,11.48,82090697754.87,14684166572.26,19215405318.11,4531238745.85,385051,0,0,1977772123.15,11.87,88.13,8489872.09,18705355.43,12,EUROFISC,2024-01-24
2019,LV,BG22,17.89,8.49,82278422477.54,11490246882.76,14554828138.96,3064581256.2,382160,0,1,2328450510.82,16.85,83.15,32564788.01,2230527.96,160,VIES_AGGREGATE,2024-09-09
2020,PL,SE565,24.85,18.23,82446979934.44,16625967880.64,20298129351.42,3672161470.78,383843,1,0,558495045.09,3.25,96.75,22849902.81,25488873.05,159,EU_COMMISSION_VAT_GAP_STUDY,2024-02-03
2021,ES,BE7,25.92,17.05,82578696681.63,18399150301.88,21792711295.36,3393560993.48,378195,0,0,2078479416.41,10.15,89.85,97939667.54,21461240.75,22,NATIONAL_TAX_AUTHORITY,2024-02-26
2022,HR,LU55,22.23,10.92,82732563340.4,14787276437.73,16416496593.6,1629220155.87,387703,1,1,1482144222.11,9.11,90.89,59325119.23,11463760.56,54,EUROFISC,2025-09-17
2023,FI,SK670,20.1,13.61,82969371194.92,13779214974.18,17338866027.22,3559651053.04,383254,0,0,490891668.51,3.44,96.56,121316198.28,17283466.32,58,VIES_AGGREGATE,2024-10-03
2024,IE,CY113,26.19,15.13,83165094370.99,17043884505.86,19225834584.06,2181950078.2,393807,0,0,2132403192.0,11.12,88.88,52043810.85,13307029.69,27,EU_COMMISSION_VAT_GAP_STUDY,2024-04-27
2025,MT,LV31,18.17,7.08,83312176588.96,12675067596.82,13891993339.04,1216925742.22,407134,0,1,1733330262.47,12.03,87.97,163072332.89,1354720.92,13,NATIONAL_TAX_AUTHORITY,2024-02-25
2026,SK,HR351,21.14,15.06,83420740070.68,13866028776.8,17673095808.34,3807067031.54,397182,1,1,2842043011.12,17.01,82.99,217443634.36,28326987.57,49,EUROFISC,2026-02-23
2010,BE,FR27,21.06,11.02,83686261035.26,15968435192.7,17612433553.54,1643998360.84,410085,0,1,766458113.42,4.58,95.42,4578850.31,13652469.32,111,VIES_AGGREGATE,2024-01-16
2011,DK,NL652,25.14,18.43,83897461186.49,14430755514.08,16240693644.46,1809938130.38,403534,0,1,3301802256.96,18.62,81.38,140700784.67,23247005.86,70,EU_COMMISSION_VAT_GAP_STUDY,2025-04-21
2012,GR,EE52,19.77,13.48,84065507904.37,11173062760.39,12768164998.29,1595102237.9,409979,0,1,2687578302.0,19.39,80.61,307029732.49,34030287.85,153,NATIONAL_TAX_AUTHORITY,2024-09-28
2013,LT,RO125,21.01,9.6,84226712964.61,13444325271.26,14986563705.69,1542238434.43,410887,1,0,2326144255.14,14.75,85.25,173502406.58,5169857.14,120,EUROFISC,2024-06-20
2014,PT,BG773,17.9,9.81,84364694513.23,11551982709.49,15114027559.45,3562044849.96,414369,1,0,1738379358.49,13.08,86.92,6240733.33,11597914.49,121,VIES_AGGREGATE,2025-03-21
2015,SE,FR26,16.96,7.61,84565116725.42,10011486836.72,11276988252.55,1265501415.83,420647,0,0,2322487336.89,18.83,81.17,257113799.68,5483006.09,37,EU_COMMISSION_VAT_GAP_STUDY,2025-05-30
2016,CY,CY511,26.24,17.55,84765250313.59,16777947632.75,21887072634.05,5109125001.3,416587,0,1,2977083137.0,15.07,84.93,189824677.19,7531152.21,86,NATIONAL_TAX_AUTHORITY,2024-12-30
2017,FR,BG187,20.0,9.14,84876347614.26,12785677798.73,14059728526.98,1274050728.25,417532,0,0,2633615253.28,17.08,82.92,146242259.37,13299694.3,120,EUROFISC,2024-03-09
2018,IT,PL673,22.08,10.75,85077347871.07,15388853230.81,18016605835.05,2627752604.24,426595,0,1,1253142260.5,7.53,92.47,15372445.57,16867427.05,9,VIES_AGGREGATE,2024-08-07
2019,NL,SI17,16.9,3.92,85323074033.32,10422364520.95,13386720512.59,2964355991.64,430822,0,1,1968985521.79,15.89,84.11,283071859.35,8701475.97,69,EU_COMMISSION_VAT_GAP_STUDY,2024-11-19
2020,SI,EE12,19.77,7.29,85401432724.29,12180017622.46,13691354543.34,1511336920.88,430551,0,1,2706339774.82,18.18,81.82,213511052.3,35614114.64,60,NATIONAL_TAX_AUTHORITY,2025-11-13
2021,BG,LT661,21.02,8.16,85619392594.06,13710216852.86,16620556037.61,2910339184.75,432034,0,0,3474813045.43,20.22,79.78,928573.52,2513812.34,44,EUROFISC,2024-02-04
2022,EE,BG486,16.79,3.35,85841333536.75,10545651088.4,13419850339.96,2874199251.56,436101,1,1,2152303262.47,16.95,83.05,297260140.23,20560173.43,118,VIES_AGGREGATE,2025-01-26
2023,HU,LT97,21.04,13.57,86034839997.7,16502891914.82,21122559398.36,4619667483.54,435310,0,0,872231179.33,5.02,94.98,91535781.35,15354973.2,88,EU_COMMISSION_VAT_GAP_STUDY,2026-02-20
2024,LU,NL69,19.91,7.5,86153761048.78,12767368372.43,14288258454.59,1520890082.16,434145,0,1,2973438399.15,18.89,81.11,11878455.24,23922260.02,20,NATIONAL_TAX_AUTHORITY,2025-12-07
2025,RO,NL901,25.06,13.84,86403924008.66,19281168199.89,21872284241.29,2591116041.4,441438,1,0,906422837.58,4.49,95.51,43772462.87,8380422.42,43,EUROFISC,2025-06-29
2026,AT,HR139,16.86,10.12,86586220925.78,10412433674.69,13162270160.62,2749836485.93,434481,1,0,1846141407.36,15.06,84.94,143969683.48,37670027.46,109,VIES_AGGREGATE,2026-01-11
2010,CZ,SE89,26.02,13.0,86698581357.05,19180157287.42,24653857699.93,5473700412.51,437779,0,1,1009481962.5,5.0,95.0,45187853.14,14704649.03,151,EU_COMMISSION_VAT_GAP_STUDY,2024-05-12
2011,DE,LT538,21.99,8.68,86849484879.82,14974121043.3,17544443757.11,2570322713.81,452561,1,1,2063222275.97,12.11,87.89,111302769.67,20010068.22,81,NATIONAL_TAX_AUTHORITY,2024-05-20
2012,LV,EE62,21.86,14.11,87107915775.34,13784847862.44,17759753716.59,3974905854.15,459012,0,0,3420404087.68,19.88,80.12,199999312.84,43977256.86,18,EUROFISC,2025-09-28
2013,PL,LT6,20.84,10.94,87289688375.93,16206775767.37,18026950248.66,1820174481.29,461312,1,0,504686149.91,3.02,96.98,80181258.44,14556446.73,147,VIES_AGGREGATE,2024-07-22
2014,ES,EE4,24.91,16.86,87422294192.0,16918826491.07,20802616252.7,3883789761.63,461030,0,1,1342184292.6,7.35,92.65,37120278.23,27040263.19,97,EU_COMMISSION_VAT_GAP_STUDY,2025-06-20
2015,HR,CY9,25.94,19.71,87624705588.84,17087559666.89,19021853523.98,1934293857.09,453392,1,0,4253216737.37,19.93,80.07,183333540.65,523203.57,132,NATIONAL_TAX_AUTHORITY,2025-02-11
2016,FI,FR5,23.01,12.14,87752217530.75,14420916992.05,19007182229.38,4586265237.33,450834,1,0,4024870923.09,21.82,78.18,267978957.55,1240956.66,18,EUROFISC,2025-03-31
2017,IE,CY278,25.95,19.51,88035529765.22,17296501681.78,21354275004.18,4057773322.4,463764,0,0,4015107093.21,18.84,81.16,48101474.77,10928177.38,142,VIES_AGGREGATE,2024-06-19
2018,MT,IT143,21.98,10.1,88219960864.76,14678669439.22,19014204027.17,4335534587.95,461919,1,0,3283481122.72,18.28,81.72,7936307.21,499400.02,101,EU_COMMISSION_VAT_GAP_STUDY,2024-07-18
2019,SK,GR847,17.14,6.89,88298051758.5,13396009383.12,15800133262.54,2404123879.42,463849,1,1,937405321.69,6.54,93.46,84929764.95,15742665.18,68,NATIONAL_TAX_AUTHORITY,2024-04-22
2020,BE,FR661,25.18,15.63,88514173370.67,17331660792.88,19330794167.6,1999133374.72,479449,1,0,3507176279.24,16.83,83.17,79116755.7,27919961.44,158,EUROFISC,2025-12-25
2021,DK,ES24,16.87,6.84,88672753380.93,12205987288.68,14817442768.75,2611455480.07,477151,0,1,2061677572.43,14.45,85.55,218726973.23,13399381.38,41,VIES_AGGREGATE,2024-09-16
2022,GR,SK85,18.05,8.39,88910544784.74,11348015333.7,13484279828.77,2136264495.07,482002,0,1,2253824932.04,16.57,83.43,14791812.39,22370138.0,126,EU_COMMISSION_VAT_GAP_STUDY,2025-11-07
2023,LT,BE6,20.19,9.01,89107155747.95,12356805058.69,14790394998.13,2433589939.44,474756,0,0,3320440638.71,21.18,78.82,84631207.53,15934914.57,31,NATIONAL_TAX_AUTHORITY,2025-11-02
2024,PT,NL985,24.98,11.25,89290380821.58,17461574873.61,20426540572.19,2964965698.58,473583,1,0,3321066013.81,15.98,84.02,58057955.0,14863961.39,38,EUROFISC,2025-04-27
2025,SE,RO400,18.95,7.8,89418541190.2,12584621495.52,16577739313.17,3993117817.65,491932,0,1,3541238954.91,21.96,78.04,168598220.89,13356630.45,149,VIES_AGGREGATE,2025-08-14
2026,CY,AT53,17.95,4.18,89643029241.03,13191033637.71,15520721409.15,2329687771.44,485920,1,1,1683835146.35,11.32,88.68,15706601.54,22039541.26,41,EU_COMMISSION_VAT_GAP_STUDY,2025-02-21
2010,FR,AT3,26.15,14.52,89762542234.65,19052511072.9,21007697684.2,1955186611.3,493483,1,0,1553708992.96,7.54,92.46,99646489.24,6420818.35,140,NATIONAL_TAX_AUTHORITY,2025-06-25
2011,IT,SI98,23.2,12.75,89992859981.83,16378887682.83,19038604126.98,2659716444.15,488832,0,0,2275881887.59,12.2,87.8,6273659.65,32425526.12,94,EUROFISC,2025-10-05
2012,NL,PT490,17.05,5.54,90132109856.68,10533661931.27,11948906761.85,1415244830.58,500459,1,1,2722897257.34,20.54,79.46,30176143.84,26249365.28,18,VIES_AGGREGATE,2025-01-22
2013,SI,FR221,26.78,13.26,90376617957.42,17814389874.01,19625381851.55,1810991977.54,502350,0,1,2659566997.62,12.99,87.01,51625357.38,32092604.7,165,EU_COMMISSION_VAT_GAP_STUDY,2025-05-13
2014,BG,BG1,23.21,14.11,90551560701.52,15415476569.66,17085501353.12,1670024783.46,497669,1,1,2658713334.98,14.71,85.29,552719.22,1083406.96,57,NATIONAL_TAX_AUTHORITY,2025-07-13
2015,EE,RO30,19.84,12.47,90699984121.45,14820672399.74,19457013988.23,4636341588.49,490398,1,1,993105235.49,6.28,93.72,148656077.68,14052482.07,23,EUROFISC,2025-09-08
2016,HU,IE60,24.11,13.7,90838913009.15,18479567287.29,23400194189.1,4920626901.81,507838,0,0,935821751.67,4.82,95.18,117603611.65,4770234.95,47,VIES_AGGREGATE,2025-07-24
2017,LU,BG794,21.98,8.79,91058129043.58,16041387677.93,19451577884.64,3410190206.71,503998,1,0,828301750.96,4.91,95.09,37622352.28,27823797.71,36,EU_COMMISSION_VAT_GAP_STUDY,2024-07-07
2018,RO,SK71,17.14,8.37,91241305849.61,11302848443.97,12666745254.77,1363896810.8,501069,0,0,2207608696.8,16.34,83.66,33456810.33,3097460.56,41,NATIONAL_TAX_AUTHORITY,2025-08-10
2019,AT,BE727,21.09,11.45,91440352873.94,14790292740.75,17633553617.36,2843260876.61,510656,0,0,2715083920.1,15.51,84.49,125868925.5,3141691.42,128,EUROFISC,2026-01-26
2020,CZ,ES624,25.13,17.67,91611410911.6,21410050898.67,25528044953.1,4117994054.43,521106,1,0,648522044.53,2.94,97.06,61764433.44,2358120.33,1,VIES_AGGREGATE,2024-09-12
2021,DE,CY29,25.88,14.41,91755465924.78,16283776710.06,19870003633.51,3586226923.45,515858,0,0,4494297438.28,21.63,78.37,202106197.97,14365561.07,120,EU_COMMISSION_VAT_GAP_STUDY,2025-11-11
2022,LV,LV99,25.06,13.3,91934360773.25,17447307568.66,19942547960.11,2495240391.45,521451,0,0,4529399281.9,20.61,79.39,308070262.31,15090433.47,96,NATIONAL_TAX_AUTHORITY,2025-05-07
2023,PL,PT102,21.99,10.16,92148329991.88,15291665199.78,18091607742.06,2799942542.28,525209,0,1,2921371007.68,16.04,83.96,206713457.04,36349107.75,108,EUROFISC,2025-07-10
2024,ES,CZ507,20.82,10.61,92259991751.83,15974561805.18,18015914010.37,2041352205.19,521210,0,0,2024944454.18,11.25,88.75,213490314.8,16012084.09,19,VIES_AGGREGATE,2025-07-16
2025,HR,SI70,24.1,17.01,92459585899.37,18248566399.54,20687408472.95,2438842073.41,531894,1,0,2059208360.69,10.14,89.86,277720771.98,14953589.89,33,EU_COMMISSION_VAT_GAP_STUDY,2025-04-20
2026,FI,HU72,21.24,7.34,92676821418.39,14255753536.64,17196684016.88,2940930480.24,519956,1,1,2677081166.58,15.81,84.19,144188683.85,39037055.04,109,NATIONAL_TAX_AUTHORITY,2025-10-12
2010,IE,LU88,27.09,18.89,92866950494.73,17222870257.95,18658026974.61,1435156716.66,527541,1,0,4717091854.08,21.5,78.5,31166319.85,43630413.16,128,EUROFISC,2026-02-08
2011,MT,DE4,23.24,14.27,92986188457.78,17332271419.13,19351053368.35,2018781949.22,525980,1,1,1008756537.63,5.5,94.5,112215861.54,9953114.06,147,VIES_AGGREGATE,2026-02-17
2012,SK,CZ62,24.89,15.89,93200037224.1,20052807299.85,24209635737.94,4156828438.09,539138,1,1,707941535.28,3.41,96.59,60425604.91,9456687.56,12,EU_COMMISSION_VAT_GAP_STUDY,2025-05-13
2013,BE,SE9,19.86,11.26,93433636335.36,15929435358.4,19138512395.59,3209077037.19,544993,0,0,648184954.22,3.91,96.09,96348289.28,6812256.28,124,NATIONAL_TAX_AUTHORITY,2024-08-03
2014,DK,NL878,26.02,17.24,93593670012.22,17125203013.8,19569586180.4,2444383166.6,547241,1,0,3440670666.76,16.73,83.27,91214333.59,28862609.28,113,EUROFISC,2024-04-12
2015,GR,DE15,16.81,3.41,93714816833.61,10205051355.33,11523698943.17,1318647587.84,535033,0,0,2725829733.54,21.08,78.92,213207716.58,38403215.71,72,VIES_AGGREGATE,2025-07-17
2016,LT,MT76,25.14,18.69,93904791060.09,19406976536.96,23510556764.24,4103580227.28,554443,0,0,2371697615.17,10.89,89.11,180375416.8,3896762.77,135,EU_COMMISSION_VAT_GAP_STUDY,2025-09-19
2017,PT,AT203,17.79,8.03,94106971598.83,12945635979.55,14187769589.34,1242133609.79,552569,1,0,2776535479.71,17.66,82.34,103607914.05,34789102.97,23,NATIONAL_TAX_AUTHORITY,2025-10-19
2018,SE,NL807,23.14,11.9,94317436366.12,15030398663.84,18505713031.37,3475314367.53,555399,1,1,3778759969.43,20.09,79.91,91897483.91,26611317.86,148,EUROFISC,2026-02-23
2019,CY,ES532,20.15,7.46,94513564741.26,15031647681.04,17500032938.53,2468385257.49,560705,1,0,2955246756.01,16.43,83.57,24639649.24,25429522.28,133,VIES_AGGREGATE,2025-07-30
2020,FR,LU6,17.9,9.55,94698318918.91,13079696969.57,16527329702.84,3447632733.27,560991,0,1,2426760611.43,15.65,84.35,842000.21,5831621.47,138,EU_COMMISSION_VAT_GAP_STUDY,2025-09-13
2021,IT,CY816,25.1,17.0,94836150381.74,17980644530.62,20662688955.0,2682044424.38,555811,1,1,3353769957.54,15.72,84.28,132914959.51,32430821.89,67,NATIONAL_TAX_AUTHORITY,2025-12-17
2022,NL,LU535,17.85,11.66,95003035020.38,12669840684.66,13691156941.88,1021316257.22,563457,0,1,3035924388.68,19.33,80.67,301027209.7,43338550.6,51,EUROFISC,2025-06-09
2023,SI,BE676,18.01,5.47,95176848989.07,15320325329.07,16559724342.3,1239399013.23,558002,0,0,550725462.47,3.47,96.53,108836579.89,2687225.3,40,VIES_AGGREGATE,2025-11-01
2024,BG,BE5,22.87,15.91,95309476704.0,16984909983.66,21342172646.46,4357262662.8,556926,0,0,3751153969.05,18.09,81.91,179687257.6,15004340.43,155,EU_COMMISSION_VAT_GAP_STUDY,2025-02-06
2025,EE,EE3,17.89,5.69,95593938808.64,14142206314.2,16363479382.45,2221273068.25,575746,0,0,791485675.45,5.3,94.7,74878052.0,12305034.85,71,NATIONAL_TAX_AUTHORITY,2024-08-02
2026,HU,FR560,22.08,10.85,95661987979.86,16918675637.12,20110584309.15,3191908672.03,570755,1,1,1244153817.65,6.85,93.15,52363903.62,17176745.07,56,EUROFISC,2025-06-20
2010,LU,HU539,18.13,9.41,95926168543.84,12075077372.0,13632235307.66,1557157935.66,573570,1,0,3340571002.83,21.67,78.33,81771276.83,4247136.91,38,VIES_AGGREGATE,2025-01-15
2011,RO,PT9,19.04,11.96,96106508481.51,14494924109.57,18832735789.58,4337811680.01,583796,0,0,1178652998.52,7.52,92.48,70960881.42,4116777.5,66,EU_COMMISSION_VAT_GAP_STUDY,2025-11-13
2012,AT,MT40,19.95,7.69,96208023607.74,17562026472.48,21682010484.79,4119984012.31,570780,1,1,573069017.49,3.16,96.84,132972672.91,16038383.04,110,NATIONAL_TAX_AUTHORITY,2024-06-19
2013,CZ,AT7,23.13,12.74,96499101003.42,16894363920.03,20438280910.4,3543916990.37,589883,1,1,2738830641.3,13.95,86.05,38049579.84,4932897.52,99,EUROFISC,2024-03-05
2014,DE,EE459,19.22,6.09,96625888731.68,13550054810.46,16100110514.31,2550055703.85,574805,1,0,2111127356.05,13.48,86.52,136051765.56,15707843.52,107,VIES_AGGREGATE,2024-05-07
2015,LV,IE82,24.23,12.43,96805059439.55,20184600342.81,26400290142.65,6215689799.84,589069,1,1,2099127127.72,9.42,90.58,81001145.77,21381227.3,22,EU_COMMISSION_VAT_GAP_STUDY,2024-09-25
2016,PL,LV77,19.07,8.98,96993104865.39,14481089067.04,17986913012.71,3505823945.67,585251,0,0,2579571945.03,15.12,84.88,95995783.15,43275901.66,70,NATIONAL_TAX_AUTHORITY,2025-08-06
2017,ES,DK802,19.89,10.48,97114007103.54,14149432297.17,15695176744.04,1545744446.87,597766,1,1,3173574922.68,18.32,81.68,104055377.54,2382340.17,22,EUROFISC,2025-03-19
2018,HR,LV815,24.16,12.43,97297066628.29,19463834170.86,25296690579.94,5832856409.08,588815,0,1,1516907632.37,7.23,92.77,80351981.85,26064288.19,131,VIES_AGGREGATE,2025-07-07
2019,FI,BG447,21.05,11.14,97523023511.92,16900978153.38,20815455788.27,3914477634.89,603992,0,1,565927751.32,3.24,96.76,138351900.34,14720944.21,69,EU_COMMISSION_VAT_GAP_STUDY,2025-08-21
2020,IE,DE8,23.0,11.79,97715155746.72,15467690422.22,17154347975.89,1686657553.67,588047,1,0,3775517368.54,19.62,80.38,175928834.2,6324598.44,89,NATIONAL_TAX_AUTHORITY,2024-06-09
2021,MT,FI58,18.09,10.05,97918431290.83,14258592691.18,18082561742.5,3823969051.32,605010,1,0,1030483752.29,6.74,93.26,141348035.09,18403123.47,74,EUROFISC,2024-07-29
2022,SK,PT67,27.18,14.63,98007253094.68,20800378789.14,24717879799.46,3917501010.32,595713,0,1,1120138429.89,5.11,94.89,131585000.69,8920392.02,129,VIES_AGGREGATE,2025-09-08
2023,BE,DE88,17.02,5.15,98283338005.06,13778102524.32,16677678416.42,2899575892.1,612489,1,0,2165084844.72,13.58,86.42,201133614.63,31452816.16,59,EU_COMMISSION_VAT_GAP_STUDY,2025-01-12
2024,DK,LU2,20.23,9.34,98479802837.51,17584427290.71,21153889365.72,3569462075.01,602511,1,0,571925100.32,3.15,96.85,42211111.79,19701043.37,155,NATIONAL_TAX_AUTHORITY,2024-10-25
