biz_innov_reference_year,biz_innov_country_iso2,biz_innov_region_nuts_code,biz_innov_patent_office_code,biz_innov_patent_family_id_hash,biz_innov_technology_field_code,biz_innov_patent_applications_count,biz_innov_patent_grants_count,biz_innov_r_and_d_expenditure_eur,biz_innov_r_and_d_expenditure_pct_gdp,biz_innov_researchers_fte_count,biz_innov_horizon_programme_code,biz_innov_horizon_grants_awarded_eur,biz_innov_horizon_participants_count,biz_innov_startup_creation_rate_per_1k,biz_innov_spinout_count,biz_innov_tech_transfer_office_count,biz_innov_trl_level,biz_innov_open_science_policy_flag,biz_innov_data_extract_date
2018,LT,DK908,BOIP,af917df19c4a29657bd2,AGRI_TECH,70,39,18261798337.77,2.307,4118,HORIZON_SPACE,73057547.25,76,5.896,33,29,6,0,2026-02-05
2019,PT,HR70,PRV,e8f82561843c51f0a634,SECURITY,71,55,10146615502.65,0.926,4433,HORIZON_DIGITAL,229526072.35,90,2.331,43,30,7,0,2025-03-07
2020,SE,DK423,UKIPO,c745b92ca9fdb57e9016,ICT,87,84,27610379150.24,2.718,4563,EIC_ACCELERATOR,253294031.54,75,3.737,57,31,8,0,2025-12-21
2021,CY,DK32,DPMA,f6086a3a740f1ad0be51,BIOTECH,77,72,44121806301.31,4.174,4193,HORIZON_INDUSTRY,101013154.67,91,6.205,24,32,9,0,2024-08-15
2022,FR,FI919,EPO,4efd059b8fcfdf8e872d,MEDTECH,81,53,33016971179.43,3.09,4546,HORIZON_HEALTH,37008896.01,78,4.963,38,33,1,1,2026-01-12
2023,IT,CY6,UPV,3e9fd52972601176bbe9,CLEAN_ENERGY,99,65,23242610494.22,2.59,3957,HORIZON_WIDENING,122860904.5,91,6.302,41,34,2,1,2024-04-22
2024,NL,LT969,OEPM,6fc985a6ca995c4f0c11,ADV_MATERIALS,83,41,10219323808.08,1.055,4286,HORIZON_CLIMATE,149459556.71,83,5.612,36,35,3,1,2025-12-09
2025,SI,BG90,INPI,da5095483dcebbed7458,AEROSPACE,99,95,16493381903.77,1.837,4152,EIC_PATHFINDER,102923189.92,92,0.433,24,1,4,0,2026-02-22
2026,BG,BG10,EUIPO,a245c09c4f64b4e02a47,MOBILITY,97,88,28661976369.44,3.389,4062,HORIZON_SPACE,143529452.66,80,2.748,32,2,5,1,2024-09-06
2014,EE,NL3,BOIP,041ceeb7b65adf8afdea,FINTECH,94,46,5307187892.8,0.517,4261,HORIZON_DIGITAL,30660163.21,101,6.272,13,3,6,0,2025-04-14
2015,HU,BE193,PRV,4bc0097d65665ca81838,AGRI_TECH,93,54,16605464361.23,1.579,4060,EIC_ACCELERATOR,26513559.37,95,4.901,9,4,7,0,2025-04-11
2016,LU,ES280,UKIPO,c270c999b2c633be2932,SECURITY,83,71,35586478587.78,3.822,4575,HORIZON_INDUSTRY,231145025.14,92,2.372,55,5,8,1,2025-05-27
2017,RO,BG459,DPMA,69400757d81db4f39f2e,ICT,106,49,23858071416.98,2.626,4237,HORIZON_HEALTH,220867263.04,97,0.941,34,6,9,1,2025-11-08
2018,AT,PL700,EPO,45a6e21d866592df283e,BIOTECH,84,37,19466060957.04,1.847,3842,HORIZON_WIDENING,88523084.71,103,2.101,58,7,1,0,2024-07-07
2019,CZ,RO41,UPV,950a2b69e414308068b0,MEDTECH,88,79,33964898415.19,2.956,3876,HORIZON_CLIMATE,186665954.12,105,1.363,29,8,2,0,2025-08-22
2020,DE,AT54,OEPM,a80408aa3f33be5eb0e5,CLEAN_ENERGY,104,63,19573354017.48,1.834,4145,EIC_PATHFINDER,147553069.19,91,5.356,31,9,3,1,2026-02-04
2021,LV,CY27,INPI,b835102fa19fa8140b0f,ADV_MATERIALS,108,80,20772994982.27,1.982,4379,HORIZON_SPACE,99324670.93,101,0.655,24,10,4,0,2025-12-27
2022,PL,MT54,EUIPO,e275007c96cd8fa7002a,AEROSPACE,88,61,35204995311.75,3.8,4462,HORIZON_DIGITAL,170228976.44,89,0.415,31,11,5,1,2025-02-21
2023,ES,AT9,BOIP,17b4b3f4ff9b35c516e8,MOBILITY,100,65,15368123154.73,1.648,3871,EIC_ACCELERATOR,25250346.73,88,0.64,27,12,6,1,2025-11-25
2024,HR,SK551,PRV,d89ccdb82d81e5acc19a,FINTECH,113,68,29998577553.37,2.654,4313,HORIZON_INDUSTRY,278874868.93,95,0.989,54,13,7,0,2024-04-14
2025,FI,MT25,UKIPO,3118a7bf7373151d20c8,AGRI_TECH,95,52,18252671709.75,1.687,4178,HORIZON_HEALTH,205670234.57,94,3.814,14,14,8,1,2025-09-04
2026,IE,PL5,DPMA,97a6eaa2cea3bbaecf24,SECURITY,99,73,5190483858.88,0.455,4169,HORIZON_WIDENING,49284914.85,103,2.102,45,15,9,0,2025-10-18
2014,MT,FR3,EPO,048d8c57bcb29416c858,ICT,113,94,29576715859.01,3.528,4543,HORIZON_CLIMATE,189800042.64,20,5.987,23,16,1,1,2025-07-29
2015,SK,FI49,UPV,c93e44e6e202f61cff7b,BIOTECH,115,96,35220345163.01,3.235,4404,EIC_PATHFINDER,31413457.56,13,1.672,19,17,2,0,2025-11-23
2016,BE,HU83,OEPM,ec9bf4d3f6c65d8f0a97,MEDTECH,95,88,14360903703.12,1.635,4543,HORIZON_SPACE,24526384.47,16,1.008,44,18,3,0,2025-10-04
2017,DK,NL2,INPI,22dd1312525e0d62208f,CLEAN_ENERGY,109,76,17177498000.24,1.829,4284,HORIZON_DIGITAL,59971364.58,17,1.295,62,19,4,1,2024-06-08
2018,GR,EE11,EUIPO,f1af3a38b43f8b2b97a9,ADV_MATERIALS,113,74,5886272860.81,0.575,4397,EIC_ACCELERATOR,116465933.69,14,0.46,64,20,5,1,2025-06-06
2019,LT,CZ86,BOIP,2e3abf2988921b03a1d1,AEROSPACE,119,62,25662939880.41,2.821,4415,HORIZON_INDUSTRY,335589336.13,23,4.883,15,21,6,1,2024-08-06
2020,PT,EE29,PRV,3961dcfeaa6ab7b5ada7,MOBILITY,103,77,9098371006.99,0.914,4081,HORIZON_HEALTH,44084920.32,26,5.736,30,22,7,0,2024-04-06
2021,SE,LV75,UKIPO,2ce4729f6b8bb7090045,FINTECH,122,50,44849776099.43,3.899,4417,HORIZON_WIDENING,64448790.6,30,3.252,40,23,8,1,2024-01-16
2022,CY,BE8,DPMA,456e779aedfff1ab0db0,AGRI_TECH,101,79,24073558402.91,2.726,3860,HORIZON_CLIMATE,1889449.03,34,5.144,23,24,9,0,2024-12-08
2023,FR,SK91,EPO,ac6de86f08f517320bc8,SECURITY,124,86,46140835964.8,4.129,4175,EIC_PATHFINDER,44810239.34,20,2.786,45,25,1,1,2024-03-03
2024,IT,FI78,UPV,fc59de5201f034a74f03,ICT,121,111,37562912938.67,3.806,3889,HORIZON_SPACE,108220956.13,25,4.503,25,26,2,0,2025-01-16
2025,NL,FR74,OEPM,82394b8e8a0c6aea75b0,BIOTECH,123,94,46041872205.08,3.848,4226,HORIZON_DIGITAL,15828216.32,21,6.131,31,27,3,1,2024-05-31
2026,SI,FI737,INPI,d90cfe426f884998737b,MEDTECH,108,71,37513920235.03,3.565,4302,EIC_ACCELERATOR,162173559.05,18,5.176,44,28,4,0,2025-03-03
2014,BG,CY68,EUIPO,214136681de7569002a6,CLEAN_ENERGY,123,72,24692407652.49,2.472,4451,HORIZON_INDUSTRY,99158810.11,27,2.908,53,29,5,1,2024-12-05
2015,EE,DE9,BOIP,3ef1a8863d88c8331818,ADV_MATERIALS,105,65,30668216858.25,3.132,4582,HORIZON_HEALTH,138748763.27,24,4.352,18,30,6,1,2025-01-31
2016,HU,EE19,PRV,b0a2c38df31622d003fb,AEROSPACE,114,66,13211414942.29,1.163,4635,HORIZON_WIDENING,139197291.23,30,5.784,53,31,7,1,2024-02-24
2017,LU,IE341,UKIPO,5ee25ae9fd17beac0670,MOBILITY,114,110,8174222680.93,0.829,3899,HORIZON_CLIMATE,112958921.31,30,0.521,24,32,8,1,2024-10-06
2018,RO,LV27,DPMA,a2ebbaa4795a70393a2c,FINTECH,127,121,10299535670.03,0.888,4481,EIC_PATHFINDER,227459142.01,18,5.9,31,33,9,1,2024-06-27
2019,AT,IE6,EPO,5acf3c581de7a7baa61d,AGRI_TECH,114,65,12416471457.58,1.289,3918,HORIZON_SPACE,178769546.92,24,2.63,40,34,1,1,2026-01-08
2020,CZ,DK36,UPV,5146746a13499d770037,SECURITY,132,66,15775126517.14,1.379,4314,HORIZON_DIGITAL,81861479.92,33,0.702,22,35,2,1,2024-01-23
2021,DE,NL81,OEPM,0bf4242f82b2b34426b7,ICT,117,87,14479339538.57,1.224,4474,EIC_ACCELERATOR,151422388.06,32,4.244,22,1,3,1,2025-11-17
2022,LV,BG12,INPI,bbd349ef5edd80f22f08,BIOTECH,120,112,9409526866.64,0.97,4338,HORIZON_INDUSTRY,242900590.83,23,5.671,34,2,4,0,2024-05-06
2023,PL,GR481,EUIPO,bb5c2ccb01b44b645ac7,MEDTECH,137,64,19338437998.59,1.832,4197,HORIZON_HEALTH,159406925.39,27,4.658,46,3,5,0,2025-07-08
2024,ES,DK29,BOIP,338d340e17953fa25ea0,CLEAN_ENERGY,131,67,26050360993.26,2.256,4025,HORIZON_WIDENING,5072716.84,49,3.735,53,4,6,0,2025-07-18
2025,HR,PL474,PRV,543392924e8b3dc5e7ff,ADV_MATERIALS,129,71,14852629513.3,1.521,4248,HORIZON_CLIMATE,79239719.48,36,4.487,30,5,7,0,2025-01-18
2026,FI,LU97,UKIPO,7bd030cfff7ab65785f8,AEROSPACE,134,87,45760295738.24,3.644,4054,EIC_PATHFINDER,109955878.54,51,4.327,55,6,8,1,2024-12-23
2014,IE,RO8,DPMA,25f0961ccd9f1c69ff09,MOBILITY,117,110,7782774385.69,0.783,4365,HORIZON_SPACE,11604761.12,37,2.823,34,7,9,0,2024-09-24
2015,MT,NL868,EPO,97c6da9e63ac1a4053b5,FINTECH,120,50,30082584064.22,2.685,4184,HORIZON_DIGITAL,208869295.54,34,4.366,51,8,1,1,2025-09-21
2016,SK,HU30,UPV,28ccb6d4e0a0e8b7100b,AGRI_TECH,144,66,14467710869.24,1.353,4451,EIC_ACCELERATOR,19166297.04,45,5.205,17,9,2,1,2025-09-24
2017,BE,IT3,OEPM,e2e5dc9333d4f68fea17,SECURITY,130,115,11447708263.89,1.046,4204,HORIZON_INDUSTRY,147296715.64,50,1.835,53,10,3,1,2024-09-09
2018,DK,RO214,INPI,b54db3706aaa56513d78,ICT,140,136,31024604841.63,2.431,4090,HORIZON_HEALTH,28352629.13,45,3.905,66,11,4,1,2025-10-16
2019,GR,IE807,EUIPO,744363fc1c1dfda34c45,BIOTECH,137,70,45572623056.87,3.666,3915,HORIZON_WIDENING,166536802.39,42,4.955,20,12,5,1,2024-07-04
2020,LT,SK31,BOIP,fe489e574d4d104d7d5e,MEDTECH,132,106,39994382835.99,4.044,4440,HORIZON_CLIMATE,242704030.45,40,2.926,58,13,6,1,2025-12-30
2021,PT,IT747,PRV,2a87db893d27d7aef327,CLEAN_ENERGY,145,97,6276736856.51,0.529,4459,EIC_PATHFINDER,160706129.41,45,6.165,63,14,7,1,2024-03-18
2022,SE,CY85,UKIPO,b5733ffc3029972a964e,ADV_MATERIALS,139,132,20286189129.79,2.125,4614,HORIZON_SPACE,2851272.23,52,4.335,25,15,8,1,2024-11-07
2023,CY,RO86,DPMA,40828b11e0719e425964,AEROSPACE,148,104,13702214859.3,1.22,4413,HORIZON_DIGITAL,25493224.27,49,4.254,65,16,9,1,2025-03-14
2024,FR,CZ512,EPO,3b28f78e6f8d58f706a3,MOBILITY,140,77,14161238596.62,1.468,4360,EIC_ACCELERATOR,48646208.69,43,5.305,46,17,1,1,2025-06-23
2025,IT,DK752,UPV,19805a2aad5fb8bc1bcd,FINTECH,148,142,15232507431.29,1.184,4518,HORIZON_INDUSTRY,327364503.11,55,4.142,62,18,2,1,2025-03-20
2026,NL,CY15,OEPM,7941c6a04be7731d466c,AGRI_TECH,145,143,16087484232.04,1.731,4656,HORIZON_HEALTH,14356970.87,41,1.418,40,19,3,1,2024-08-20
2014,SI,IT108,INPI,e261b0ab4a5790b581f4,SECURITY,141,91,37016568942.34,3.731,4489,HORIZON_WIDENING,202299969.5,56,2.105,38,20,4,0,2024-02-14
2015,BG,DE1,EUIPO,f5f6a9df681c25adc0e2,ICT,148,98,6038902539.89,0.472,4192,HORIZON_CLIMATE,90541854.7,48,0.746,14,21,5,1,2024-09-01
2016,EE,LT4,BOIP,2ed505b6bf315dbd0881,BIOTECH,142,91,15695920471.05,1.462,4716,EIC_PATHFINDER,239018527.76,57,5.035,42,22,6,1,2025-10-22
2017,HU,BE4,PRV,97d3480095dbf203ab1b,MEDTECH,149,113,14157018101.18,1.325,3997,HORIZON_SPACE,14404611.27,54,3.563,18,23,7,0,2024-11-05
2018,LU,CY4,UKIPO,6f7551ae5ead1500b4e8,CLEAN_ENERGY,147,61,10853764409.97,1.016,4723,HORIZON_DIGITAL,39821184.64,46,2.381,31,24,8,1,2025-12-07
2019,RO,SE584,DPMA,90df0b442778e4952a45,ADV_MATERIALS,140,94,16171478536.62,1.499,4368,EIC_ACCELERATOR,181853817.22,50,6.477,67,25,9,1,2026-02-09
2020,AT,SI3,EPO,42cea3f3d654f1f9634a,AEROSPACE,149,103,14073458583.93,1.204,4573,HORIZON_INDUSTRY,68940749.8,61,4.054,26,26,1,1,2024-07-07
2021,CZ,LV274,UPV,6d17300de56ca3bbee70,MOBILITY,158,100,27484715229.42,2.623,4036,HORIZON_HEALTH,19852479.15,56,4.759,58,27,2,1,2024-01-02
2022,DE,EE74,OEPM,dec73edd6e1370a18b06,FINTECH,146,111,28173671817.07,2.614,4599,HORIZON_WIDENING,269834419.7,54,4.725,60,28,3,1,2025-12-25
2023,LV,EE874,INPI,37555a85e78cc9f404d9,AGRI_TECH,157,99,44533346096.08,3.676,4066,HORIZON_CLIMATE,20452960.31,72,3.421,33,29,4,0,2026-01-23
2024,PL,FI159,EUIPO,80f6f2a9432a9c225b81,SECURITY,156,95,37287951474.66,3.259,4415,EIC_PATHFINDER,210453671.64,68,5.663,19,30,5,1,2025-07-06
2025,ES,LV39,BOIP,1451b5b498cb2e19d15e,ICT,153,149,8008484701.45,0.719,4718,HORIZON_SPACE,192897012.78,63,5.232,44,31,6,0,2024-11-28
2026,HR,HU7,PRV,b9d1a20759f3c13ef9f3,BIOTECH,143,123,50802187247.05,4.178,4546,HORIZON_DIGITAL,262853750.37,59,2.753,58,32,7,0,2024-03-10
2014,FI,HR54,UKIPO,8e3405ce7866fb787d76,MEDTECH,166,137,13808869389.67,1.388,4305,EIC_ACCELERATOR,122965338.72,69,5.744,16,33,8,0,2024-09-16
2015,IE,DE27,DPMA,7b5f1386e2368db26f6c,CLEAN_ENERGY,162,127,28572157871.12,2.483,4130,HORIZON_INDUSTRY,192132776.7,70,1.903,38,34,9,1,2025-07-26
2016,MT,HR870,EPO,0de2492376ffd325781c,ADV_MATERIALS,155,100,44027241484.03,3.757,4159,HORIZON_HEALTH,71199775.49,55,2.166,44,35,1,0,2026-01-16
2017,SK,IE11,UPV,5d8bad35d0b6d1401453,AEROSPACE,153,128,33624924139.14,2.764,4604,HORIZON_WIDENING,190695251.46,77,6.094,48,1,2,1,2025-08-28
2018,BE,RO84,OEPM,9c3ff2285c72fd063e99,MOBILITY,167,166,40635182448.94,4.074,4476,HORIZON_CLIMATE,28228338.07,72,6.309,27,2,3,1,2025-12-24
2019,DK,MT74,INPI,72c6048ac5e184952038,FINTECH,173,133,36922591778.96,3.002,4541,EIC_PATHFINDER,92659906.96,66,5.452,62,3,4,0,2024-11-11
2020,GR,FI35,EUIPO,efad53142697b9dda0a1,AGRI_TECH,159,82,49120182062.73,3.995,3985,HORIZON_SPACE,6137505.3,82,3.044,56,4,5,1,2025-11-27
2021,LT,FR66,BOIP,aa810f67f94487912f4a,SECURITY,171,99,27783118842.31,2.512,4657,HORIZON_DIGITAL,86139395.63,78,5.653,28,5,6,1,2025-02-11
2022,PT,SI833,PRV,6775606d9cf7b10a66cf,ICT,167,121,40232845903.18,3.558,4218,EIC_ACCELERATOR,17600898.11,68,6.257,25,6,7,0,2025-01-03
2023,SE,DE6,UKIPO,eb2a12cc106e733b98df,BIOTECH,175,79,31277900774.5,2.346,4297,HORIZON_INDUSTRY,226356577.31,75,3.837,27,7,8,0,2025-06-30
2024,CY,PL89,DPMA,cf8ddc67de3c685c737c,MEDTECH,162,73,49600491662.76,3.601,4294,HORIZON_HEALTH,69181425.01,77,3.023,46,8,9,1,2025-02-14
2025,FR,BG455,EPO,faa1c40d7cfe26751311,CLEAN_ENERGY,166,84,32247010552.91,2.739,4074,HORIZON_WIDENING,169824869.16,69,4.71,70,9,1,1,2025-07-17
2026,IT,CZ29,UPV,eddab35af057ce76709d,ADV_MATERIALS,174,122,52626591209.01,3.868,4244,HORIZON_CLIMATE,17501186.03,70,5.776,24,10,2,0,2024-09-23
2014,NL,HR361,OEPM,e3f91837173e62ddd212,AEROSPACE,177,118,26532518037.32,2.676,4687,EIC_PATHFINDER,146800180.1,70,1.386,41,11,3,0,2024-10-04
2015,SI,DE419,INPI,fe87ef89f5f024a9da3d,MOBILITY,182,171,52818820600.55,4.1,4623,HORIZON_SPACE,73934242.95,92,0.454,33,12,4,1,2025-03-17
2016,BG,IE881,EUIPO,547910748d456ea94b11,FINTECH,174,112,44450140279.21,4.165,4019,HORIZON_DIGITAL,196444573.22,78,6.19,57,13,5,1,2025-07-16
2017,EE,AT996,BOIP,22f01f285485a813abdd,AGRI_TECH,181,144,17839587204.12,1.573,4493,EIC_ACCELERATOR,248787667.81,93,2.346,56,14,6,1,2024-04-01
2018,HU,BE21,PRV,53de247e9cf09fb0c97e,SECURITY,167,69,32046774720.81,2.921,4592,HORIZON_INDUSTRY,42488672.68,91,3.629,39,15,7,1,2025-04-16
2019,LU,PT463,UKIPO,1891b933a428cbcb7109,ICT,185,161,29810638976.66,2.389,4180,HORIZON_HEALTH,134573111.78,73,3.296,50,16,8,1,2024-09-14
2020,RO,SK89,DPMA,577f71c073e755fedd37,BIOTECH,174,142,9458158256.36,0.918,4562,HORIZON_WIDENING,32945641.71,76,2.277,25,17,9,1,2026-01-29
2021,AT,PL431,EPO,15143df18e7dcca3cb9d,MEDTECH,180,129,11139228426.0,0.833,4378,HORIZON_CLIMATE,175360840.01,97,1.627,18,18,1,0,2025-12-21
2022,CZ,BE13,UPV,40d0a75fa777f965d9d9,CLEAN_ENERGY,170,127,37351409392.32,3.252,4478,EIC_PATHFINDER,13610938.95,92,2.476,44,19,2,0,2024-08-06
2023,DE,PL50,OEPM,268a78dfa6020ae75354,ADV_MATERIALS,188,143,21950375993.7,1.749,4076,HORIZON_SPACE,279327681.9,78,2.864,42,20,3,1,2024-03-05
2024,LV,PT31,INPI,c2c8a1563485da856134,AEROSPACE,170,154,8005614878.44,0.64,4097,HORIZON_DIGITAL,32375825.11,101,5.059,20,21,4,1,2024-07-14
2025,PL,IT971,EUIPO,70f5679a60fc8eb35415,MOBILITY,181,135,28527658140.63,2.79,4284,EIC_ACCELERATOR,99607565.81,102,2.512,71,22,5,0,2025-03-21
2026,ES,PT858,BOIP,43fcb76ef7a2ece315e0,FINTECH,181,151,14492034627.17,1.251,4182,HORIZON_INDUSTRY,291241702.8,95,2.821,46,23,6,1,2024-11-23
2014,HR,LT158,PRV,a141f0d5c177b700e9fe,AGRI_TECH,194,108,36462479292.27,2.832,4259,HORIZON_HEALTH,207185889.63,91,2.836,43,24,7,1,2024-05-26
2015,FI,ES209,UKIPO,35b43cf204b600a4b7af,SECURITY,189,110,15923545279.33,1.192,4175,HORIZON_WIDENING,207123263.23,82,5.514,72,25,8,1,2024-11-22
2016,IE,BG29,DPMA,a34a50796ca847f12cbd,ICT,187,99,52218579048.88,4.182,4355,HORIZON_CLIMATE,100651263.42,82,2.47,57,26,9,1,2024-02-10
2017,MT,BG21,EPO,d549278a727292325ab1,BIOTECH,174,140,48916984260.55,3.892,4699,EIC_PATHFINDER,156382650.25,104,6.452,62,27,1,1,2024-09-19
2018,SK,BG36,UPV,e780cca58298b4560c4e,MEDTECH,174,109,41482287416.07,3.146,4471,HORIZON_SPACE,142139613.01,104,2.776,41,28,2,0,2024-10-28
2019,BE,SK64,OEPM,eec4fe4508841e702d66,CLEAN_ENERGY,184,104,40784838350.9,3.071,4145,HORIZON_DIGITAL,98915089.41,93,6.369,70,29,3,1,2024-10-11
2020,DK,SK236,INPI,91c23ce1540319304b3c,ADV_MATERIALS,186,168,13959912258.82,1.12,4400,EIC_ACCELERATOR,178641338.53,108,2.729,55,30,4,1,2025-01-19
2021,GR,SK27,EUIPO,0e969f0971e0a267feb0,AEROSPACE,190,179,52033960655.48,4.011,4220,HORIZON_INDUSTRY,64322487.78,100,5.479,70,31,5,0,2024-09-07
2022,LT,CZ77,BOIP,6e110a94a43b0c1cf229,MOBILITY,183,151,35048249285.54,2.418,4687,HORIZON_HEALTH,257255544.53,100,2.087,32,32,6,0,2025-05-20
2023,PT,SK73,PRV,771d8e040ef02f3cd3ce,FINTECH,198,136,26047135814.13,2.077,4053,HORIZON_WIDENING,211079966.85,94,1.881,31,33,7,0,2024-03-13
2024,SE,GR45,UKIPO,fae32c7cc11eabeba7ee,AGRI_TECH,200,150,41915776480.96,3.516,4406,HORIZON_CLIMATE,155093323.76,108,1.27,22,34,8,0,2025-11-28
2025,CY,EE72,DPMA,c8bab0cc24e5825e16f8,SECURITY,187,127,33674270694.73,2.292,4275,EIC_PATHFINDER,178985165.6,91,5.955,58,35,9,1,2025-05-28
2026,FR,LT128,EPO,095e6295f98ce8583231,ICT,6,3,2187647327.05,3.365,4696,HORIZON_SPACE,20744544.67,1,4.515,43,1,1,1,2024-07-11
2014,IT,FR957,UPV,9847f2a5f88aef93635d,BIOTECH,25,18,1347195416.03,2.163,4262,HORIZON_DIGITAL,31518945.09,10,5.327,48,2,2,1,2024-06-06
2015,NL,ES632,OEPM,0dd97ba81308428b023d,MEDTECH,23,14,2292394794.71,3.393,4647,EIC_ACCELERATOR,90510003.08,28,5.45,56,3,3,1,2024-08-14
2016,SI,FI3,INPI,903d91dd267c3ca3c90c,CLEAN_ENERGY,28,20,1314235937.88,2.22,4154,HORIZON_INDUSTRY,78681801.58,12,4.25,25,4,4,1,2026-01-21
2017,BG,DE233,EUIPO,d45e631f41625b578b56,ADV_MATERIALS,29,29,1243393658.77,1.977,4605,HORIZON_HEALTH,4832050.67,22,0.331,33,5,5,0,2024-01-17
2018,EE,PL55,BOIP,660d1cd489f6d25b05e1,AEROSPACE,14,6,896530577.03,1.029,4260,HORIZON_WIDENING,210942301.39,18,3.137,1,6,6,0,2024-05-08
2019,HU,BG950,PRV,3fecfc8e67c589b09a70,MOBILITY,31,17,1273179043.34,1.936,4254,HORIZON_CLIMATE,78668476.63,13,6.059,6,7,7,0,2024-08-14
2020,LU,NL91,UKIPO,ae6cddcb44e23a7b7dee,FINTECH,27,16,329053866.82,0.481,4466,EIC_PATHFINDER,207427587.51,24,6.352,10,8,8,1,2024-03-28
2021,RO,LT429,DPMA,84aaed643522e9281a39,AGRI_TECH,9,4,3798665290.11,4.122,4649,HORIZON_SPACE,138762711.63,32,6.262,45,9,9,0,2024-05-12
2022,AT,SE910,EPO,cd1678613e01600b1f0a,SECURITY,13,6,1396784034.46,1.452,4594,HORIZON_DIGITAL,360294974.2,10,3.322,40,10,1,1,2025-08-26
2023,CZ,MT1,UPV,0355a1da41e4b6b85c43,ICT,15,7,3552959341.3,4.059,4773,EIC_ACCELERATOR,323824897.87,25,3.923,23,11,2,1,2025-07-31
2024,DE,ES23,OEPM,48f6aa7558491da68221,BIOTECH,36,32,922431777.45,1.17,4134,HORIZON_INDUSTRY,1069393.25,35,3.281,22,12,3,0,2025-04-07
2025,LV,LU19,INPI,5878540953785095c5f6,MEDTECH,19,15,1215974736.84,1.218,4532,HORIZON_HEALTH,126795932.12,23,3.968,32,13,4,0,2025-04-12
2026,PL,MT48,EUIPO,7807901f3c3fd0bb63ed,CLEAN_ENERGY,25,11,2882666235.09,2.921,4729,HORIZON_WIDENING,122006944.04,28,5.602,7,14,5,1,2024-03-16
2014,ES,CY288,BOIP,e49554c599f1cda27bfd,ADV_MATERIALS,34,18,4116648184.84,4.125,4557,HORIZON_CLIMATE,172159898.6,28,5.61,55,15,6,0,2025-01-15
2015,HR,LU9,PRV,e39bc1d6da13ab66d59b,AEROSPACE,21,15,1562316377.33,1.446,4556,EIC_PATHFINDER,47494042.74,28,1.401,2,16,7,1,2025-12-29
2016,FI,HR839,UKIPO,5c34eea5c017658c7537,MOBILITY,42,27,3116628865.54,2.564,4656,HORIZON_SPACE,118952671.03,35,2.725,28,17,8,1,2024-12-03
2017,IE,ES7,DPMA,573c777e366c8e17c482,FINTECH,38,17,531210036.97,0.437,4450,HORIZON_DIGITAL,70320761.97,28,3.926,58,18,9,0,2025-08-05
2018,MT,LU272,EPO,57f48cacbe9810f10be4,AGRI_TECH,39,26,2071842531.04,1.72,4728,EIC_ACCELERATOR,55853568.71,32,0.779,5,19,1,1,2024-10-31
2019,SK,IE80,UPV,50775f4df716ad50e832,SECURITY,36,23,2734214854.05,2.308,4084,HORIZON_INDUSTRY,161620575.07,21,0.564,39,20,2,0,2024-10-03
2020,BE,LV510,OEPM,d50a7684ebde6b7c2e78,ICT,39,30,765350963.05,0.709,4381,HORIZON_HEALTH,115727501.22,44,2.087,5,21,3,1,2024-03-19
2021,DK,CY40,INPI,2db398c7296d7f5e8c62,BIOTECH,40,36,1159254577.99,0.911,4629,HORIZON_WIDENING,145292641.03,27,6.238,46,22,4,1,2025-12-06
2022,GR,SI7,EUIPO,587af190e4337861e3c1,MEDTECH,39,28,2401304763.75,2.022,4335,HORIZON_CLIMATE,225039125.57,30,4.32,51,23,5,1,2025-11-09
2023,LT,LV72,BOIP,5941152bbfa2154b29da,CLEAN_ENERGY,32,21,5452072522.77,3.695,4626,EIC_PATHFINDER,181106518.3,47,2.254,22,24,6,1,2024-12-21
2024,PT,PL1,PRV,ad3e36267fbd6c55724d,ADV_MATERIALS,49,29,4700095886.8,3.853,4384,HORIZON_SPACE,203313169.75,35,4.856,59,25,7,1,2024-08-30
2025,SE,EE91,UKIPO,e3ba63f12d25a0b99a09,AEROSPACE,49,37,5219004708.7,3.728,4236,HORIZON_DIGITAL,31913723.45,38,2.954,38,26,8,1,2025-09-14
2026,CY,RO71,DPMA,ad3793cfa20f81f7e931,MOBILITY,50,32,3769596883.18,2.696,4474,EIC_ACCELERATOR,76397099.04,46,4.5,55,27,9,1,2024-03-27
2014,FR,PL40,EPO,48bc88e56c7ed0fba6db,FINTECH,43,27,1360342350.42,1.126,4395,HORIZON_INDUSTRY,28397371.38,44,6.495,48,28,1,1,2025-04-20
2015,IT,MT87,UPV,3795f937e619b9533de4,AGRI_TECH,45,25,2388022882.56,1.541,4364,HORIZON_HEALTH,232258200.08,48,1.158,28,29,2,0,2026-01-05
2016,NL,DE86,OEPM,da902afd346ddb4da5da,SECURITY,42,27,4159307064.79,2.484,4876,HORIZON_WIDENING,164975770.13,45,4.87,16,30,3,0,2024-06-21
2017,SI,SI31,INPI,4796c88af292d4a3f42c,ICT,31,26,4270569475.13,2.589,4313,HORIZON_CLIMATE,183665244.29,42,4.878,38,31,4,1,2025-02-10
2018,BG,LV126,EUIPO,75edf7e0a7c2990f38e2,BIOTECH,47,46,5353935145.53,3.14,4743,EIC_PATHFINDER,190139245.06,44,3.174,38,32,5,0,2025-12-07
2019,EE,LT235,BOIP,d8367a103cc62cb3de39,MEDTECH,55,22,3455317909.29,2.293,4509,HORIZON_SPACE,118415892.21,55,0.701,52,33,6,1,2024-04-09
