econ_leading_indicator_date,econ_leading_indicator_name_code,econ_leading_composite_index_value,econ_leading_diffusion_index_value,econ_leading_yield_curve_spread_bps,econ_leading_initial_claims_level,econ_leading_new_orders_index,econ_leading_consumer_expectations_index,econ_leading_building_permits_level,econ_leading_stock_market_index_level,econ_leading_credit_spread_bps,econ_leading_money_supply_growth_pct,econ_leading_manufacturing_hours_index,econ_leading_vendor_delivery_times_index,econ_leading_inventory_to_sales_ratio,econ_leading_recession_signal_flag,econ_leading_signal_threshold_used,econ_leading_lag_months_assumed,econ_leading_nowcast_gdp_growth_pct,econ_leading_model_version_tag
2022-01-14,ECI,125.404,51.733,-161,501157,50.07,60.27,1624262,3476.04,201,3.65,94.86,39.41,1.55,0,98.18,9,1.26,v2_0
2022-01-15,YIELD_CURVE,103.622,40.717,174,396132,39.97,66.72,1531455,4687.87,149,-0.63,102.98,43.36,1.155,0,96.77,10,1.22,v1_0
2022-01-16,PERMITS,129.536,39.508,-248,383984,56.74,73.89,1835910,2886.35,169,3.67,107.36,62.31,1.472,0,97.53,10,5.39,v1_0
2022-01-17,LEI,117.102,42.97,40,156635,42.17,55.79,717653,3020.81,88,-8.7,81.08,37.3,1.64,0,95.97,5,-1.25,v1_0
2022-01-18,CREDIT,127.251,54.335,81,305652,47.04,74.94,1824261,4240.34,305,9.24,104.67,41.98,1.418,0,98.92,1,0.79,v1_2
2022-01-19,ECI,125.865,58.908,46,337441,52.17,59.81,1701396,1999.68,218,-3.81,80.97,40.7,1.301,0,93.95,5,4.5,v1_1
2022-01-20,LEI,97.975,59.448,263,283869,45.91,86.28,772494,4852.75,364,-4.21,86.11,42.74,1.277,0,97.91,7,1.66,v2_1
2022-01-21,LEI,87.8,48.733,92,509359,41.44,85.96,1807087,4049.57,389,9.68,80.9,55.24,1.416,1,95.03,12,1.02,v1_0
2022-01-22,M2,109.033,48.351,-104,233497,37.79,103.66,884135,5223.6,415,-5.82,105.97,46.44,1.256,0,92.47,6,3.86,v2_1
2022-01-23,LEI,118.365,37.291,-183,244488,63.13,83.3,1659581,5500.63,362,7.74,82.16,42.24,1.56,0,96.96,3,-0.02,v2_0
2022-01-24,PERMITS,110.326,50.047,0,493639,61.68,75.14,1338966,1882.74,332,9.24,80.32,52.19,1.681,0,97.78,10,1.44,v2_1
2022-01-25,CLAIMS,129.031,49.479,322,415045,59.65,88.31,866539,2590.76,152,4.6,78.15,54.85,1.394,0,98.94,4,-1.93,v1_0
2022-01-26,PMI_NEW_ORDERS,92.616,48.464,271,160404,58.78,94.42,1577173,5972.8,55,3.34,110.78,38.94,1.661,1,98.24,8,2.99,v2_0
2022-01-27,PERMITS,111.122,64.576,-127,280641,42.62,83.77,1855677,5935.86,148,4.97,105.72,56.56,1.292,0,93.47,1,3.52,v1_0
2022-01-28,LEI,118.97,59.932,-11,509541,36.39,107.59,1507038,2531.87,125,2.23,88.45,37.06,1.473,0,93.77,12,0.05,v1_2
2022-01-29,EQUITIES,117.813,46.904,129,394877,49.62,75.92,1453332,4799.82,68,3.53,84.63,58.75,1.448,0,93.81,5,1.46,v1_0
2022-01-30,CREDIT,86.443,54.811,-179,228457,41.74,83.89,1703842,3036.67,381,2.97,77.64,39.29,1.254,1,98.87,11,-1.87,v1_0
2022-01-31,PMI_NEW_ORDERS,116.529,61.96,348,168373,41.37,76.39,1070761,3017.26,412,4.67,112.69,54.53,1.238,0,94.72,3,2.58,v2_1
2022-02-01,YIELD_CURVE,108.324,56.305,75,417848,60.25,102.98,1207929,4422.33,295,5.02,78.73,55.44,1.319,0,93.8,9,2.86,v1_2
2022-02-02,ECI,118.166,42.468,219,382477,50.39,70.5,1116051,2238.35,62,5.31,76.78,55.17,1.372,0,93.18,2,0.89,v2_0
2022-02-03,CREDIT,85.924,50.465,-85,516326,61.35,77.64,1121626,2113.38,328,-3.49,99.46,55.69,1.689,1,96.95,1,-0.56,v1_2
2022-02-04,LEI,85.022,40.81,-246,238025,47.89,87.18,1507857,5116.97,161,2.99,87.93,49.12,1.644,1,97.69,10,0.89,v1_2
2022-02-05,ECI,93.46,42.309,-235,530478,37.84,108.53,1308459,5296.07,109,7.08,86.19,60.86,1.639,1,97.44,8,3.6,v1_2
2022-02-06,CREDIT,129.562,58.775,27,358665,64.73,71.01,1806453,3085.47,370,-1.84,112.59,39.02,1.68,0,98.23,4,-0.12,v1_0
2022-02-07,PERMITS,102.274,53.404,-28,517624,49.51,90.82,1270172,5793.25,390,3.94,90.23,42.08,1.276,0,97.79,1,1.8,v2_1
2022-02-08,PMI_NEW_ORDERS,125.927,52.959,-211,400797,50.29,56.65,1703329,4244.69,84,-2.46,106.5,40.07,1.133,0,92.67,9,-0.21,v1_0
2022-02-09,YIELD_CURVE,122.119,49.749,246,545124,40.2,62.32,1029231,2887.75,256,3.26,86.83,49.8,1.25,0,95.51,7,3.11,v1_2
2022-02-10,EQUITIES,90.269,51.451,77,491075,44.76,99.09,806620,4961.82,322,-5.26,104.8,37.56,1.126,1,98.0,10,1.65,v2_0
2022-02-11,YIELD_CURVE,113.131,43.464,17,167704,47.68,56.02,1081881,1809.32,92,-1.24,90.27,40.44,1.611,0,92.75,6,2.32,v1_1
2022-02-12,CREDIT,114.773,36.072,343,460484,52.95,77.01,1592457,3255.22,230,-4.67,114.79,52.86,1.113,0,98.46,10,3.18,v1_0
2022-02-13,EQUITIES,103.626,64.388,134,396599,46.84,87.29,857653,2301.8,208,1.66,85.88,49.21,1.688,0,93.27,8,3.05,v2_0
2022-02-14,CLAIMS,103.564,62.983,-69,468206,44.86,90.52,1401614,2455.21,151,5.22,96.15,51.22,1.685,0,95.95,12,5.98,v1_0
2022-02-15,CREDIT,118.886,63.377,-87,301586,35.72,95.84,1255668,3417.9,189,7.51,85.16,40.79,1.6,0,92.22,12,1.2,v1_2
2022-02-16,CLAIMS,106.207,55.839,-128,383664,53.24,55.81,1095630,4676.49,114,-8.71,109.18,56.41,1.497,0,93.25,12,1.32,v2_0
2022-02-17,PMI_NEW_ORDERS,127.787,42.751,200,323134,44.51,96.93,1656771,2912.09,352,2.33,114.86,57.34,1.401,0,94.7,10,3.89,v1_2
2022-02-18,PMI_NEW_ORDERS,85.684,52.91,92,233067,48.5,92.27,1028803,2952.91,334,3.17,103.88,44.73,1.281,1,93.91,9,4.22,v1_2
2022-02-19,CLAIMS,102.198,63.767,-71,387388,49.75,72.53,1008319,5212.92,276,5.56,76.07,55.9,1.478,0,98.61,6,1.62,v2_1
2022-02-20,LEI,92.27,63.005,109,376297,36.98,105.96,1029553,3149.97,185,8.15,101.72,54.88,1.463,1,92.87,2,1.22,v1_2
2022-02-21,CLAIMS,85.047,45.411,331,162297,64.65,86.75,1104619,5085.61,417,2.91,102.52,63.02,1.547,1,97.23,3,5.66,v1_0
2022-02-22,PERMITS,109.13,47.289,-101,318381,51.82,100.84,1884021,5804.8,384,1.59,107.01,59.53,1.175,0,96.56,10,1.74,v2_1
2022-02-23,PMI_NEW_ORDERS,129.43,64.431,189,277786,64.23,55.65,1660684,3709.67,329,7.06,83.83,49.05,1.573,0,97.68,6,1.59,v1_2
2022-02-24,EQUITIES,92.08,56.576,147,207881,52.66,75.15,1281478,2187.79,110,2.4,83.34,38.81,1.598,1,98.34,2,1.45,v1_2
2022-02-25,PMI_NEW_ORDERS,85.655,39.566,-3,362342,42.09,69.2,802927,4054.35,353,3.17,105.32,39.43,1.198,1,93.79,8,-1.13,v1_2
2022-02-26,EQUITIES,112.663,39.925,-193,189442,62.54,97.34,1195630,4891.41,186,2.47,108.5,39.37,1.133,0,93.75,5,4.98,v2_0
2022-02-27,PERMITS,123.818,38.864,-3,251615,38.86,78.11,1359056,2004.61,221,3.5,108.0,46.03,1.341,0,97.17,6,3.23,v1_1
2022-02-28,CLAIMS,127.841,37.327,86,439097,54.18,66.44,866986,2035.0,223,3.48,101.0,41.32,1.215,0,96.21,7,1.07,v1_0
2022-03-01,EQUITIES,95.151,45.299,-96,302895,53.13,85.45,1787081,2259.11,100,0.33,82.87,50.12,1.138,0,93.04,1,5.18,v1_1
2022-03-02,EQUITIES,87.421,36.967,-120,520668,54.32,87.45,1222725,2429.52,190,-1.96,110.3,37.14,1.1,1,98.85,12,3.0,v1_2
2022-03-03,YIELD_CURVE,92.472,58.763,-10,521002,58.2,94.76,1760275,5112.02,298,2.52,103.9,58.09,1.567,1,92.44,10,1.89,v1_0
2022-03-04,M2,116.863,53.849,25,209447,38.65,68.75,1630791,5694.68,234,7.23,83.47,37.33,1.631,0,98.57,5,-0.18,v1_1
2022-03-05,EQUITIES,117.507,39.489,241,257483,40.11,87.29,1705147,5297.36,378,10.93,96.15,61.13,1.502,0,93.7,2,5.34,v1_1
2022-03-06,LEI,111.986,45.402,131,531533,49.56,68.08,1296759,4937.93,358,2.81,78.46,57.02,1.615,0,98.4,8,2.28,v1_0
2022-03-07,ECI,113.961,55.65,-193,440767,41.98,67.73,1719429,5966.01,97,8.63,91.65,43.92,1.127,0,96.05,3,-0.2,v1_1
2022-03-08,EQUITIES,106.179,63.727,-176,206869,44.48,77.25,1611960,4225.06,353,12.54,95.28,63.14,1.4,0,95.23,3,2.07,v2_0
2022-03-09,YIELD_CURVE,116.68,59.052,189,508275,38.41,103.22,1580418,4097.76,184,3.12,96.7,36.02,1.292,0,95.87,2,0.39,v1_2
2022-03-10,ECI,89.99,39.442,330,479141,44.87,73.17,1608068,5778.71,151,2.28,94.26,45.09,1.582,1,94.46,12,1.93,v2_0
2022-03-11,LEI,123.364,50.994,85,286887,61.98,58.73,766319,3694.28,272,-2.17,104.71,64.24,1.105,0,94.03,5,3.61,v1_2
2022-03-12,ECI,107.958,39.574,-50,241419,52.86,72.89,1875195,5902.92,410,7.33,86.45,51.17,1.565,0,95.39,5,-0.33,v1_1
2022-03-13,YIELD_CURVE,88.602,39.145,-64,531829,46.13,55.44,1768182,5748.52,97,1.93,101.8,47.56,1.669,1,95.53,9,1.65,v1_1
2022-03-14,EQUITIES,122.05,63.348,-226,364925,60.09,75.59,1284070,2239.23,217,2.87,112.36,62.29,1.254,0,95.99,4,0.36,v2_0
2022-03-15,EQUITIES,95.104,57.152,-116,285665,62.5,96.23,1553586,3748.28,259,4.72,102.65,64.45,1.491,0,97.77,1,3.38,v1_2
2022-03-16,PERMITS,96.751,59.499,-162,434768,55.32,74.54,1214057,1948.19,334,5.75,105.93,36.47,1.526,0,96.74,1,4.63,v1_2
2022-03-17,LEI,124.973,57.817,-81,375632,52.67,84.77,1462399,4778.33,160,-1.6,95.12,45.04,1.281,0,95.22,11,4.76,v1_1
2022-03-18,PMI_NEW_ORDERS,86.308,57.265,306,305499,44.04,76.1,704379,3313.25,340,3.67,91.72,51.84,1.374,1,98.55,1,4.42,v1_0
2022-03-19,M2,102.799,52.766,-198,262550,42.83,63.67,1719110,3767.95,338,1.96,80.72,36.2,1.606,0,92.97,2,0.04,v1_2
2022-03-20,M2,93.463,58.303,-122,378215,58.77,58.74,1405697,2787.71,393,3.59,85.16,53.81,1.616,1,92.48,10,4.16,v2_0
2022-03-21,PMI_NEW_ORDERS,85.354,37.365,21,252716,42.98,70.98,1842259,5951.28,220,-2.37,114.49,36.45,1.548,1,97.99,5,-1.43,v2_0
2022-03-22,CLAIMS,86.449,46.135,64,516848,60.24,92.43,850075,4203.83,394,-1.41,111.82,46.87,1.41,1,95.76,12,2.33,v2_0
2022-03-23,CREDIT,97.334,41.574,169,246444,36.2,99.55,1896409,4495.96,322,1.03,111.48,42.85,1.153,0,96.59,4,3.39,v1_0
2022-03-24,CREDIT,86.29,64.434,60,406184,37.22,81.68,923885,4453.59,348,0.55,97.73,44.97,1.122,1,93.07,7,0.44,v1_0
2022-03-25,M2,104.038,62.861,-62,474086,35.48,106.45,790717,4327.02,86,4.06,76.07,56.24,1.526,0,96.32,7,-4.44,v1_2
2022-03-26,EQUITIES,124.67,41.264,-131,293965,59.85,105.68,1425443,4349.47,205,-0.97,78.61,37.46,1.467,0,92.04,4,2.35,v1_2
2022-03-27,PERMITS,102.993,38.807,194,514041,56.69,104.62,920824,5899.46,208,-1.15,102.39,51.8,1.587,0,98.96,7,2.08,v1_1
2022-03-28,PMI_NEW_ORDERS,125.365,58.492,-16,543461,39.49,87.12,1344148,4937.96,292,-3.09,108.84,48.1,1.668,0,92.65,11,0.74,v1_2
2022-03-29,PERMITS,128.124,59.949,57,510553,51.08,96.1,841752,2265.61,350,-1.38,88.82,43.68,1.631,0,92.04,2,6.57,v1_2
2022-03-30,ECI,124.521,45.445,153,282164,64.53,107.84,1551278,2115.84,195,0.48,88.89,51.71,1.189,0,94.92,6,1.02,v1_2
2022-03-31,EQUITIES,106.15,40.339,93,400758,54.4,70.39,786665,4883.28,288,-2.22,102.64,49.55,1.564,0,95.56,12,0.05,v2_1
2022-04-01,CREDIT,110.691,57.58,-167,281183,51.94,68.04,1648994,4660.68,368,-2.23,81.37,38.6,1.295,0,96.35,10,-0.21,v2_0
2022-04-02,EQUITIES,90.483,49.1,59,200257,62.05,59.5,1395847,5226.47,329,-1.41,98.33,44.28,1.23,1,96.06,2,0.18,v2_1
2022-04-03,ECI,101.075,58.768,154,278254,38.32,76.43,1252900,5770.98,281,7.58,98.68,64.14,1.682,0,95.39,10,0.32,v2_1
2022-04-04,PERMITS,101.881,53.99,-144,548995,53.54,80.47,901727,2680.96,51,9.84,92.97,38.52,1.509,0,94.85,5,2.69,v2_1
2022-04-05,PERMITS,99.945,36.751,30,218728,41.33,74.9,1118093,5835.24,103,-1.37,95.18,47.06,1.665,0,92.4,3,-0.01,v1_0
2022-04-06,PERMITS,102.215,61.132,342,546621,40.93,90.71,878305,5684.95,395,3.19,106.16,51.95,1.647,0,96.5,3,2.95,v2_1
2022-04-07,CREDIT,90.236,57.502,-193,447015,38.03,85.01,1091419,2901.58,358,-2.17,108.68,64.25,1.639,1,93.06,7,-0.23,v2_1
2022-04-08,LEI,97.179,61.2,58,365254,61.51,55.19,1608870,3674.61,398,3.29,97.22,56.64,1.118,0,95.7,3,3.94,v1_1
2022-04-09,EQUITIES,102.005,60.6,145,546545,53.97,63.71,1885540,5238.19,155,4.85,96.08,52.93,1.153,0,95.12,4,0.71,v1_0
2022-04-10,ECI,108.655,62.863,131,384995,53.61,72.93,1678148,4122.88,399,3.12,87.69,35.06,1.669,0,98.06,10,4.23,v1_2
2022-04-11,CLAIMS,104.165,61.846,-12,493885,47.26,64.58,1576390,3178.3,125,2.85,106.14,42.82,1.211,0,93.22,11,3.04,v1_0
2022-04-12,CLAIMS,99.963,49.084,341,366510,55.09,74.84,808041,3972.98,164,0.03,93.01,39.74,1.599,0,93.14,12,1.34,v1_2
2022-04-13,CLAIMS,99.424,62.871,287,507400,55.53,106.67,1188373,2236.22,388,1.87,78.19,54.73,1.596,0,97.07,8,1.26,v1_2
2022-04-14,CLAIMS,104.464,43.377,19,516086,58.39,87.04,1642599,2946.63,201,0.51,86.58,40.07,1.264,0,92.31,8,4.66,v2_0
2022-04-15,ECI,113.467,58.906,219,408734,35.19,89.64,1044802,4112.51,213,0.94,75.11,58.79,1.364,0,96.87,7,2.9,v1_2
2022-04-16,CREDIT,118.618,52.112,-19,456883,38.89,108.21,841114,3094.74,64,5.63,78.0,35.77,1.151,0,97.55,11,3.68,v1_0
2022-04-17,ECI,115.807,61.753,-133,237978,59.09,90.95,1305968,2473.02,224,12.28,75.36,43.65,1.267,0,92.16,4,3.14,v2_0
2022-04-18,PMI_NEW_ORDERS,106.976,46.106,-11,468195,60.78,62.68,929158,5080.97,367,2.03,112.15,52.35,1.113,0,95.9,3,4.28,v1_2
2022-04-19,M2,126.951,36.928,-196,460399,47.23,87.61,934131,5926.76,195,4.31,84.66,45.74,1.426,0,98.71,8,1.53,v1_0
2022-04-20,YIELD_CURVE,90.674,63.83,-153,150501,40.72,102.48,1323898,2944.74,288,-0.51,85.72,35.68,1.663,1,96.37,11,0.39,v1_2
2022-04-21,PERMITS,94.911,55.193,-219,323622,48.6,99.35,1240421,2015.14,207,-1.05,94.07,42.36,1.696,1,95.99,1,2.68,v2_1
2022-04-22,LEI,92.355,61.868,203,247887,56.58,59.46,1308783,3425.79,214,5.44,88.2,39.66,1.45,1,94.85,6,4.22,v1_0
2022-04-23,ECI,85.184,62.555,67,264451,36.46,59.93,1742149,3580.44,278,0.75,100.57,42.58,1.641,1,98.53,6,2.11,v2_0
2022-04-24,LEI,102.093,57.964,153,521148,55.8,55.19,1406511,2083.98,289,1.21,91.31,38.54,1.651,0,96.73,9,5.37,v2_1
2022-04-25,CLAIMS,129.526,38.517,211,264927,39.33,76.19,1879902,3762.17,98,8.96,100.66,41.22,1.266,0,95.34,12,3.25,v2_1
2022-04-26,CLAIMS,95.035,56.82,133,549192,46.82,77.83,1081247,3208.02,197,13.03,101.53,60.9,1.172,0,95.47,10,3.95,v1_2
2022-04-27,CREDIT,103.572,51.561,267,242564,47.47,104.54,705677,4252.26,367,0.46,97.55,37.86,1.63,0,97.03,9,3.02,v2_1
2022-04-28,CLAIMS,125.171,45.859,237,245868,36.97,71.86,1545339,2654.18,406,10.31,102.13,61.11,1.481,0,94.99,8,2.45,v1_2
2022-04-29,CREDIT,110.909,52.119,58,241539,58.3,95.82,1248238,5196.41,228,4.23,105.02,47.19,1.625,0,98.96,1,1.82,v2_0
2022-04-30,PERMITS,100.821,36.397,284,179008,49.26,101.87,1046336,3607.33,241,6.3,107.37,45.38,1.187,0,93.16,12,1.79,v2_0
2022-05-01,M2,113.237,63.775,-4,311611,51.0,107.81,1117734,4972.54,414,9.44,107.47,63.89,1.672,0,97.49,3,1.06,v2_1
2022-05-02,EQUITIES,105.728,53.421,46,364060,41.27,99.77,1262073,3445.85,381,8.81,88.04,53.45,1.287,0,96.52,11,0.71,v2_1
2022-05-03,YIELD_CURVE,112.014,57.474,226,510415,61.76,55.88,747729,4167.06,144,9.34,86.17,55.18,1.511,0,98.71,4,1.71,v1_1
2022-05-04,PERMITS,127.139,55.419,186,204578,38.91,60.22,822424,5703.55,267,4.87,93.38,61.25,1.143,0,95.01,4,2.05,v2_0
2022-05-05,ECI,125.632,60.713,82,261732,37.35,67.37,1130210,3554.81,248,5.71,96.47,45.23,1.572,0,98.39,3,5.03,v2_0
2022-05-06,PMI_NEW_ORDERS,100.884,37.579,-33,481155,46.02,90.24,1689759,5578.33,100,2.3,95.49,49.72,1.15,0,96.89,3,-1.08,v1_0
2022-05-07,CLAIMS,124.285,57.913,-17,269218,47.42,68.35,1611155,2646.51,72,4.67,113.67,36.6,1.534,0,94.88,11,-0.23,v2_0
2022-05-08,CREDIT,106.217,60.493,292,309351,43.1,71.2,889593,4957.07,164,6.37,78.92,63.96,1.535,0,93.98,5,-0.85,v2_0
2022-05-09,CLAIMS,89.092,40.056,-233,419840,49.96,64.3,1743657,2409.28,365,8.1,99.1,42.75,1.681,1,94.73,10,4.93,v1_2
2022-05-10,CLAIMS,121.231,41.568,325,412755,37.74,101.06,1672850,3004.73,150,2.34,94.69,63.78,1.303,0,96.89,5,0.87,v1_1
2022-05-11,YIELD_CURVE,119.867,61.306,-13,525689,54.84,70.04,1535600,2839.12,122,7.0,88.54,47.04,1.527,0,94.07,10,-2.82,v2_1
2022-05-12,CREDIT,99.61,35.862,71,467181,46.35,69.92,1411108,2143.93,405,4.35,102.29,49.63,1.111,0,98.72,8,-1.91,v2_0
2022-05-13,LEI,93.532,44.87,323,460089,38.84,90.51,1186392,3113.46,169,3.55,96.83,39.23,1.46,1,98.66,7,2.41,v1_0
2022-05-14,M2,111.6,48.415,264,443627,43.07,99.81,1117426,4158.84,342,7.5,90.39,45.37,1.264,0,96.45,4,-0.04,v1_0
2022-05-15,ECI,107.181,54.11,207,245092,38.43,103.73,1679826,2236.58,288,5.52,107.46,56.36,1.109,0,93.96,8,-1.24,v1_2
2022-05-16,ECI,122.637,62.535,242,398683,37.97,86.37,1199973,5256.88,148,5.26,100.49,48.03,1.297,0,96.78,8,4.45,v1_2
2022-05-17,M2,126.269,52.343,314,207428,47.66,103.77,717587,3327.92,302,-5.12,88.0,36.98,1.452,0,93.57,10,1.21,v1_1
2022-05-18,PERMITS,89.0,38.892,-80,190384,46.9,59.45,1766770,2452.43,278,-1.12,77.26,45.69,1.576,1,92.49,10,1.03,v2_1
2022-05-19,PERMITS,125.894,55.049,16,547861,45.73,107.06,1560347,3114.9,341,-0.23,85.52,45.37,1.622,0,96.67,5,3.38,v1_2
2022-05-20,LEI,93.556,47.418,-63,371257,36.26,103.3,1245570,2019.23,332,2.37,95.22,49.53,1.171,1,98.45,8,2.13,v2_1
2022-05-21,CLAIMS,129.145,55.057,306,247158,60.35,106.29,1345518,2595.19,329,2.64,97.95,60.79,1.579,0,98.55,4,2.82,v1_0
2022-05-22,PERMITS,122.688,42.572,271,324706,43.82,56.76,1392153,2042.84,362,-1.84,81.28,53.47,1.563,0,94.89,11,2.26,v1_1
2022-05-23,ECI,85.874,59.927,-125,161523,36.6,88.68,1252053,1839.59,110,1.76,111.47,37.5,1.617,1,93.03,12,0.89,v1_2
2022-05-24,CREDIT,127.095,42.232,-118,181903,37.92,102.83,1297980,5491.91,414,-0.19,106.04,37.93,1.596,0,93.2,12,0.78,v1_2
2022-05-25,LEI,87.488,36.099,334,333503,35.7,69.69,1804188,4376.92,58,4.78,88.66,63.93,1.255,1,92.39,3,3.77,v1_2
2022-05-26,CLAIMS,112.766,37.002,87,228607,47.68,62.5,1320728,2827.74,178,0.84,77.28,38.98,1.358,0,94.53,9,7.75,v2_1
2022-05-27,LEI,93.979,46.618,185,257906,55.34,57.88,1210786,5551.31,299,-0.04,87.71,59.86,1.458,1,93.01,11,4.06,v1_1
2022-05-28,PERMITS,120.929,57.941,294,454549,49.47,75.96,904631,3091.9,203,6.57,95.26,46.84,1.21,0,98.82,4,2.24,v1_1
2022-05-29,CLAIMS,129.093,55.458,256,350578,47.93,97.03,1559713,2399.83,371,-1.99,101.95,52.55,1.667,0,98.53,5,2.72,v2_1
2022-05-30,PMI_NEW_ORDERS,113.919,41.844,-61,196026,62.29,78.31,1244029,2206.81,143,-0.17,76.55,56.94,1.515,0,98.05,11,2.17,v2_1
2022-05-31,CREDIT,97.112,55.533,-190,346968,45.22,87.85,740245,3319.86,83,-7.05,109.32,61.56,1.464,0,92.64,10,1.88,v1_0
2022-06-01,CLAIMS,114.574,64.76,134,391589,61.74,83.92,787823,3039.35,172,-0.65,99.33,53.37,1.692,0,98.81,1,0.3,v1_2
2022-06-02,M2,102.583,46.774,172,362295,47.01,75.09,838279,4425.12,242,5.76,78.22,46.25,1.395,0,95.21,2,3.3,v2_0
2022-06-03,LEI,128.606,36.135,314,536484,62.94,61.75,1793871,4382.5,254,6.35,100.05,35.76,1.48,0,96.57,9,3.33,v2_0
2022-06-04,YIELD_CURVE,109.879,58.208,-238,386234,53.18,109.55,1664577,4562.3,401,-0.45,114.55,61.63,1.17,0,95.11,11,3.92,v1_1
2022-06-05,CLAIMS,128.681,56.211,-154,469658,47.57,60.17,1745280,5630.4,160,2.98,100.21,54.29,1.462,0,94.29,1,-1.36,v1_1
2022-06-06,CREDIT,99.825,48.391,190,243535,45.82,102.37,792513,4748.86,156,2.28,98.78,38.92,1.231,0,96.48,6,0.37,v2_0
2022-06-07,PERMITS,119.784,48.136,-112,295148,36.14,64.42,1599414,1845.77,239,3.81,77.23,46.97,1.122,0,92.57,2,1.67,v1_2
2022-06-08,YIELD_CURVE,119.54,53.076,-106,218920,57.6,107.45,1413339,2413.23,381,-0.98,105.82,56.62,1.242,0,95.17,3,1.76,v1_1
2022-06-09,LEI,121.594,41.199,-75,512213,59.15,79.15,1887358,5347.97,206,0.64,103.68,60.74,1.641,0,92.14,9,1.72,v1_1
2022-06-10,ECI,93.667,38.47,108,455853,44.85,102.57,751715,2870.62,209,4.69,85.87,35.27,1.177,1,92.83,2,8.77,v1_1
2022-06-11,EQUITIES,123.732,50.689,81,226363,48.61,80.26,1463055,5795.99,189,-4.17,91.18,49.2,1.328,0,95.57,7,5.86,v2_1
2022-06-12,YIELD_CURVE,120.139,44.147,19,316998,53.34,104.04,732640,4114.94,82,-1.84,109.53,60.08,1.279,0,97.47,5,0.8,v1_2
2022-06-13,LEI,101.86,64.297,-98,393794,64.85,74.55,1798261,3519.03,288,4.69,99.17,49.29,1.158,0,97.54,3,0.54,v1_1
2022-06-14,YIELD_CURVE,129.229,45.349,-66,445350,63.04,100.16,1495693,5082.93,392,3.28,110.23,48.28,1.28,0,97.26,1,2.26,v2_1
2022-06-15,M2,89.099,55.465,237,461638,43.91,97.23,1173870,2324.39,194,-1.98,105.37,43.21,1.173,1,92.11,10,0.42,v2_1
2022-06-16,ECI,99.839,61.21,163,415231,36.51,59.3,1828279,3408.12,293,-2.61,89.8,56.85,1.268,0,97.33,9,0.54,v1_2
2022-06-17,LEI,110.095,40.59,-96,176726,49.03,60.14,1696141,1892.68,371,-0.85,108.26,49.87,1.267,0,96.9,9,0.88,v1_1
2022-06-18,ECI,117.702,60.676,109,293399,43.93,105.81,1237251,2553.44,342,-2.89,94.84,50.76,1.282,0,96.84,12,2.13,v2_1
2022-06-19,PMI_NEW_ORDERS,111.128,40.606,175,487662,61.64,101.2,1489776,2641.31,63,-0.27,75.31,58.87,1.517,0,95.23,7,5.54,v1_2
2022-06-20,LEI,121.63,64.714,-198,181792,62.57,101.99,1513173,5140.63,84,5.76,103.15,39.41,1.408,0,93.46,5,6.06,v2_0
2022-06-21,CLAIMS,111.1,39.115,-103,160360,45.89,73.61,855570,4072.66,261,6.73,80.35,63.02,1.179,0,97.82,7,3.79,v2_1
2022-06-22,M2,120.436,62.349,256,509063,46.62,61.73,1191333,3761.99,175,10.88,81.41,44.56,1.269,0,96.45,4,0.26,v1_2
2022-06-23,M2,124.44,38.381,87,534281,39.72,87.29,1404145,5924.2,106,-1.49,90.54,46.59,1.12,0,98.49,11,-0.24,v1_0
2022-06-24,YIELD_CURVE,91.709,55.375,177,417242,62.38,92.18,966569,4972.09,229,1.44,113.62,43.11,1.347,1,93.2,7,4.46,v1_0
2022-06-25,EQUITIES,98.229,52.758,101,452343,56.17,104.05,1341372,4171.93,383,4.3,84.48,36.63,1.617,0,97.72,11,2.49,v2_0
2022-06-26,ECI,85.663,51.335,207,384844,41.65,92.55,1479610,4935.98,116,-0.16,97.32,48.81,1.47,1,93.64,8,1.71,v2_1
2022-06-27,CREDIT,102.167,40.504,-53,323604,39.33,64.15,863592,3862.71,255,2.32,86.43,35.64,1.516,0,97.79,4,5.25,v1_2
2022-06-28,ECI,99.291,57.512,222,319255,35.15,71.32,1428470,2978.01,396,0.41,106.14,51.56,1.195,0,92.63,1,2.41,v1_0
2022-06-29,EQUITIES,128.662,61.866,113,544751,52.34,55.78,1364779,3311.68,267,7.17,101.58,44.8,1.464,0,93.49,12,-0.44,v2_1
2022-06-30,PERMITS,121.515,35.523,-227,418117,52.66,82.54,1710172,3321.3,404,1.81,114.17,62.24,1.568,0,98.8,1,2.78,v1_2
2022-07-01,ECI,128.774,51.625,281,509113,61.29,59.93,1584031,2510.45,133,5.26,88.59,60.81,1.253,0,92.03,12,-2.95,v1_2
2022-07-02,PERMITS,88.439,48.823,100,238735,60.34,65.46,1622981,2156.33,184,0.98,88.28,56.26,1.476,1,98.28,5,2.26,v1_0
2022-07-03,EQUITIES,110.725,60.238,309,248840,35.36,85.75,1402232,4940.17,76,5.75,110.47,35.2,1.369,0,92.03,10,-0.83,v1_2
2022-07-04,EQUITIES,104.15,43.441,256,444304,64.6,63.27,1390172,1885.6,135,9.11,77.37,54.15,1.635,0,96.45,12,2.2,v1_2
2022-07-05,EQUITIES,123.813,46.705,-182,497889,35.29,70.83,903770,3956.76,195,-3.79,90.73,62.85,1.626,0,93.17,10,3.14,v1_2
