ph_vax_reference_year,ph_vax_country_iso2,ph_vax_region_nuts_code,ph_vax_vaccine_code,ph_vax_dose_number,ph_vax_target_age_group,ph_vax_coverage_pct,ph_vax_uptake_rate_pct,ph_vax_mandatory_policy_flag,ph_vax_certificate_policy_flag,ph_vax_supply_deliveries_doses,ph_vax_wastage_rate_pct,ph_vax_adverse_events_reports_count,ph_vax_seroprevalence_estimate_pct,ph_vax_misinformation_incident_index,ph_vax_campaign_spend_eur,ph_vax_joint_procurement_flag,ph_vax_data_source,ph_vax_methodology_version,ph_vax_data_extract_date
2019,AT,HR253,HPV,2,16_24,39.19,43.21,1,0,19749476,6.11,2675,15.77,59.97,59142736.44,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-06-01
2020,CZ,BG381,FLU_SEASONAL,3,12_15,30.08,28.53,0,0,2544027,5.32,4545,4.46,37.39,136743473.41,1,HOUSEHOLD_SURVEY,VAX_V2,2026-02-23
2021,DE,EE27,COVID_19,4,6_11,57.48,50.91,1,0,3647392,0.65,66195,69.68,36.76,265088936.31,1,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-08-24
2022,LV,MT1,PNEUMOCOCCAL,1,2_5,60.79,57.36,0,0,3634544,4.17,18772,70.71,23.77,83382035.89,1,ECDC_VACCINE_TRACKER,VAX_V1,2024-06-09
2023,PL,GR27,MENINGO,2,0_1,29.2,31.11,0,0,12344285,9.8,179,41.4,34.93,86853602.45,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-05-27
2024,ES,MT367,HEP_B,3,65_PLUS,60.74,56.91,0,0,17286708,2.74,10576,33.34,18.42,80391141.13,0,HOUSEHOLD_SURVEY,VAX_V3,2025-10-03
2025,HR,HR733,VARICELLA,4,25_64,53.63,53.91,0,0,2585856,8.09,1480,10.26,48.62,31749150.39,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-01-07
2006,FI,FI133,MMR,1,16_24,72.38,69.81,1,0,11740818,10.51,4316,11.38,34.68,59185472.95,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-02-14
2007,IE,BE4,DTP,2,12_15,75.01,70.66,0,1,6127459,3.33,13770,73.69,36.44,63733344.07,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-05-31
2008,MT,BE8,POLIO,3,6_11,66.23,68.24,1,0,12993050,3.55,3228,28.95,44.21,20750828.44,0,HOUSEHOLD_SURVEY,VAX_V1,2025-07-29
2009,SK,IE98,HPV,4,2_5,62.33,61.34,1,0,10516772,4.62,7896,47.03,56.27,73556307.11,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-10-20
2010,BE,MT46,FLU_SEASONAL,1,0_1,31.79,35.04,0,0,8833450,8.72,14535,56.97,43.28,230290325.96,1,ECDC_VACCINE_TRACKER,VAX_V3,2025-10-19
2011,DK,RO78,COVID_19,2,65_PLUS,53.74,53.13,0,0,21042957,6.23,52459,99.9,63.93,31725456.78,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-02-23
2012,GR,AT7,PNEUMOCOCCAL,3,25_64,28.16,34.3,0,0,9943035,8.0,6913,35.21,58.81,16909972.82,0,HOUSEHOLD_SURVEY,VAX_V2,2025-03-04
2013,LT,RO692,MENINGO,4,16_24,41.07,45.87,0,0,12900094,7.23,6792,13.11,62.44,107191773.2,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-11-21
2014,PT,PL46,HEP_B,1,12_15,85.99,93.52,1,0,7976416,7.49,442,16.55,50.03,88519391.53,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-03-02
2015,SE,PT15,VARICELLA,2,6_11,55.45,56.22,0,0,18848033,5.19,2072,14.68,5.76,91965238.16,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-06-23
2016,CY,FI75,MMR,3,2_5,68.85,63.93,0,0,5727490,4.56,11433,70.71,53.54,35799212.55,0,HOUSEHOLD_SURVEY,VAX_V3,2025-06-08
2017,FR,PL533,DTP,4,0_1,76.9,76.51,1,0,13900341,0.84,13852,69.57,18.48,76795120.9,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-06-12
2018,IT,IT812,POLIO,1,65_PLUS,79.58,82.32,0,0,21183469,4.74,12614,44.9,41.67,13744239.27,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-01-03
2019,NL,HU3,HPV,2,25_64,35.14,39.08,0,0,10370401,2.36,7355,64.3,23.7,100746906.2,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-07-11
2020,SI,NL36,FLU_SEASONAL,3,16_24,32.97,25.72,0,0,8944057,9.73,3668,35.21,12.52,185835946.44,0,HOUSEHOLD_SURVEY,VAX_V1,2025-08-12
2021,BG,ES88,COVID_19,4,12_15,18.38,25.73,0,0,1761177,0.61,67650,15.7,96.03,95050751.63,1,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-11-10
2022,EE,SK1,PNEUMOCOCCAL,1,6_11,65.41,67.56,0,0,4558551,8.51,20504,8.72,63.31,92606269.98,1,ECDC_VACCINE_TRACKER,VAX_V3,2024-10-31
2023,HU,RO62,MENINGO,2,2_5,59.15,59.67,0,0,18146749,9.29,3202,22.79,9.13,17551296.86,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-02-07
2024,LU,EE963,HEP_B,3,0_1,43.92,42.83,0,0,17740377,2.88,4127,83.23,71.15,98345857.49,0,HOUSEHOLD_SURVEY,VAX_V2,2024-09-23
2025,RO,BG931,VARICELLA,4,65_PLUS,61.9,52.58,0,0,1756863,3.11,5005,64.15,30.05,33841883.97,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-05-24
2006,AT,BG205,MMR,1,25_64,55.18,60.66,1,0,11762718,2.12,1820,66.78,45.82,19361124.45,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-05-24
2007,CZ,BG3,DTP,2,16_24,65.36,65.8,1,0,2693122,6.96,11623,22.48,49.86,61316825.66,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-07-25
2008,DE,MT23,POLIO,3,12_15,79.83,70.32,1,0,3865322,5.5,5350,21.34,66.29,15500709.43,0,HOUSEHOLD_SURVEY,VAX_V3,2026-02-11
2009,LV,IE69,HPV,4,6_11,43.17,37.62,0,0,19468511,1.72,11945,49.15,32.26,6843698.64,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-02-22
2010,PL,HR8,FLU_SEASONAL,1,2_5,49.94,48.99,0,0,20306508,9.22,13188,21.36,66.63,269763.58,1,ECDC_VACCINE_TRACKER,VAX_V2,2025-06-08
2011,ES,ES966,COVID_19,2,0_1,57.56,63.69,0,0,16100279,9.39,35355,42.01,8.36,190747559.56,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-06-19
2012,HR,DE8,PNEUMOCOCCAL,3,65_PLUS,32.95,36.76,0,0,18287498,4.63,2162,37.51,76.46,46516449.21,0,HOUSEHOLD_SURVEY,VAX_V1,2025-10-20
2013,FI,FR29,MENINGO,4,25_64,48.23,48.82,0,0,19051799,4.1,4690,71.05,69.75,1010664.37,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-11-12
2014,IE,AT569,HEP_B,1,16_24,82.54,88.89,1,0,13180833,9.34,3490,38.46,61.52,71821637.74,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-02-22
2015,MT,SE650,VARICELLA,2,12_15,74.64,70.98,0,0,17145613,3.19,5804,56.6,24.88,14454576.53,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-12-18
2016,SK,LT83,MMR,3,6_11,73.58,68.4,0,0,2702436,1.56,6090,19.63,22.39,14525576.22,0,HOUSEHOLD_SURVEY,VAX_V2,2026-01-14
2017,BE,EE969,DTP,4,2_5,75.97,75.67,1,0,11403038,9.79,11874,20.93,33.06,27024633.89,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-07-05
2018,DK,MT825,POLIO,1,0_1,97.67,88.56,1,0,20686936,10.08,7700,47.81,67.24,58658063.05,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-01-22
2019,GR,DK4,HPV,2,65_PLUS,66.49,65.01,0,0,21098460,7.87,13361,22.34,45.3,63470569.15,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-12-09
2020,LT,HR18,FLU_SEASONAL,3,25_64,17.29,24.03,0,0,17428562,6.14,22,37.84,10.12,71219214.85,0,HOUSEHOLD_SURVEY,VAX_V3,2024-08-03
2021,PT,CZ64,COVID_19,4,16_24,49.27,45.95,0,0,25708544,3.89,17783,99.9,64.66,190632012.8,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-05-31
2022,SE,MT163,PNEUMOCOCCAL,1,12_15,54.61,59.83,0,0,19012212,7.92,3878,35.15,59.24,51886372.15,1,ECDC_VACCINE_TRACKER,VAX_V2,2025-12-04
2023,CY,LU752,MENINGO,2,6_11,78.92,86.46,0,0,13813389,4.95,1782,37.04,32.25,101510038.98,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-09-19
2024,FR,DK170,HEP_B,3,2_5,78.52,85.63,0,0,7526859,5.51,3845,6.24,54.02,28520328.93,0,HOUSEHOLD_SURVEY,VAX_V1,2025-12-20
2025,IT,PL311,VARICELLA,4,0_1,59.6,58.97,0,0,10290279,9.3,5199,53.74,7.54,75464880.33,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2026-01-10
2006,NL,IE107,MMR,1,65_PLUS,67.78,75.36,1,1,21064666,2.63,12522,70.64,52.03,107396722.81,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-06-17
2007,SI,AT2,DTP,2,25_64,72.29,71.25,1,0,15797194,4.12,10555,13.04,5.87,86504464.71,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-11-22
2008,BG,LT243,POLIO,3,16_24,71.99,66.26,1,0,7702631,3.03,12387,49.38,37.47,21073015.19,0,HOUSEHOLD_SURVEY,VAX_V2,2024-06-18
2009,EE,BE2,HPV,4,12_15,29.6,24.65,0,1,3598088,6.08,5940,34.71,90.11,32530800.03,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-10-22
2010,HU,BG153,FLU_SEASONAL,1,6_11,36.91,33.92,0,0,4161448,3.68,3432,20.59,21.46,201751051.29,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-09-30
2011,LU,PT9,COVID_19,2,2_5,59.42,58.94,0,0,11064888,1.46,37029,20.77,16.07,2770807.68,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2026-01-19
2012,RO,IE617,PNEUMOCOCCAL,3,0_1,38.68,45.38,0,0,19226568,9.85,11186,25.83,33.13,27166309.42,0,HOUSEHOLD_SURVEY,VAX_V3,2025-04-01
2013,AT,IE56,MENINGO,4,65_PLUS,74.43,67.51,0,0,11015488,2.41,8926,73.05,20.38,74510616.29,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-03-23
2014,CZ,EE6,HEP_B,1,25_64,67.36,68.34,0,0,6530294,4.82,14802,52.3,13.93,8568267.08,0,ECDC_VACCINE_TRACKER,VAX_V2,2026-02-04
2015,DE,SK118,VARICELLA,2,16_24,59.05,51.21,0,1,595268,4.64,3184,15.16,31.61,35737361.33,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-07-25
2016,LV,FI91,MMR,3,12_15,71.54,72.84,1,0,17009503,2.87,13904,43.09,46.66,59324374.51,1,HOUSEHOLD_SURVEY,VAX_V1,2026-01-29
2017,PL,DK6,DTP,4,6_11,69.06,76.6,1,0,5469428,1.02,9705,62.47,24.79,34114549.59,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-11-11
2018,ES,IE21,POLIO,1,2_5,92.68,96.37,1,0,14596984,3.72,14662,52.46,73.15,102021350.64,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-03-14
2019,HR,FI41,HPV,2,0_1,74.64,73.09,0,0,14760149,4.6,13580,59.44,51.42,371723.73,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-01-04
2020,FI,BE92,FLU_SEASONAL,3,65_PLUS,20.94,21.18,1,0,28218559,1.5,7605,11.92,43.74,265188878.33,1,HOUSEHOLD_SURVEY,VAX_V2,2024-08-10
2021,IE,RO701,COVID_19,4,25_64,21.84,12.6,0,0,23177006,7.94,22476,99.9,42.08,42339313.4,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-06-11
2022,MT,SI402,PNEUMOCOCCAL,1,16_24,36.44,41.11,0,1,1898877,7.28,11413,40.21,19.18,63313249.1,1,ECDC_VACCINE_TRACKER,VAX_V1,2024-09-15
2023,SK,LV12,MENINGO,2,12_15,48.42,44.52,0,0,21006772,1.8,1029,48.59,26.92,14759733.15,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2026-02-11
2024,BE,DK14,HEP_B,3,6_11,69.38,74.36,1,0,6185415,8.21,10872,19.19,57.69,20159973.32,0,HOUSEHOLD_SURVEY,VAX_V3,2025-10-27
2025,DK,NL69,VARICELLA,4,2_5,50.32,40.72,0,0,7015944,7.84,12545,4.66,55.74,6288122.72,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-10-17
2006,GR,IE9,MMR,1,0_1,73.57,76.26,0,0,11427488,4.52,3496,27.34,31.23,108484663.21,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-02-16
2007,LT,ES1,DTP,2,65_PLUS,68.61,69.69,1,0,224502,1.95,10375,21.0,15.01,66662870.91,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-04-24
2008,PT,CY8,POLIO,3,25_64,65.73,72.4,0,1,14790680,1.05,9996,32.63,21.23,101964048.08,0,HOUSEHOLD_SURVEY,VAX_V1,2024-05-25
2009,SE,SI34,HPV,4,16_24,39.47,32.41,0,0,4416472,1.89,4726,73.26,30.6,44535169.9,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-06-14
2010,CY,HR33,FLU_SEASONAL,1,12_15,18.83,14.25,0,0,3973335,8.0,13430,22.83,10.7,162142658.93,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-05-03
2011,FR,HU580,COVID_19,2,6_11,45.89,38.76,0,0,28662481,6.68,39246,33.01,81.57,26869860.35,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-06-19
2012,IT,RO357,PNEUMOCOCCAL,3,2_5,64.5,68.14,0,0,28164,4.42,3510,12.86,73.83,44410398.94,0,HOUSEHOLD_SURVEY,VAX_V2,2024-11-07
2013,NL,GR25,MENINGO,4,0_1,60.02,55.17,0,0,1261094,2.24,10984,52.2,6.27,5765064.23,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-09-28
2014,SI,HU84,HEP_B,1,65_PLUS,67.75,72.09,0,0,9600999,1.09,2438,40.72,52.04,20968476.54,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-05-28
2015,BG,BE32,VARICELLA,2,25_64,57.9,56.73,1,0,12679735,0.83,13147,41.02,56.08,14647673.14,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-05-15
2016,EE,ES27,MMR,3,16_24,55.63,53.06,1,0,7127355,0.6,5734,49.58,22.48,65536151.39,0,HOUSEHOLD_SURVEY,VAX_V3,2025-04-01
2017,HU,ES764,DTP,4,12_15,57.52,55.33,1,0,4771104,3.69,4798,12.35,54.1,29225312.56,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-06-10
2018,LU,DE17,POLIO,1,6_11,87.75,90.32,0,0,15041008,3.53,10,14.7,50.53,44727073.14,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-01-29
2019,RO,LT99,HPV,2,2_5,70.49,73.64,0,0,10114903,10.44,6615,54.73,37.45,1451349.35,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-03-21
2020,AT,CY10,FLU_SEASONAL,3,0_1,57.7,50.57,0,0,13484345,10.77,8589,21.09,40.28,132795030.9,1,HOUSEHOLD_SURVEY,VAX_V1,2025-02-11
2021,CZ,ES39,COVID_19,4,65_PLUS,47.32,51.15,1,1,1462191,3.42,4602,99.9,45.2,132234232.64,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-01-15
2022,DE,LU16,PNEUMOCOCCAL,1,25_64,38.15,43.62,0,0,20693128,1.15,19854,55.66,48.89,58493847.91,1,ECDC_VACCINE_TRACKER,VAX_V3,2025-08-23
2023,LV,IE3,MENINGO,2,16_24,59.91,61.36,0,0,13618264,7.17,13363,21.21,75.24,52891078.45,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-04-07
2024,PL,ES3,HEP_B,3,12_15,66.83,63.45,0,0,18597013,2.2,11614,33.67,27.07,104434206.02,0,HOUSEHOLD_SURVEY,VAX_V2,2024-04-20
2025,ES,LT751,VARICELLA,4,6_11,59.14,49.52,0,0,15776198,6.42,9855,4.38,38.15,80217758.28,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-01-27
2006,HR,HU34,MMR,1,2_5,91.29,85.84,0,0,17663087,1.74,15108,72.14,57.21,89845432.77,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-02-20
2007,FI,MT830,DTP,2,0_1,84.74,79.9,0,0,8698834,9.85,8240,70.66,9.03,46752910.61,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-10-26
2008,IE,ES99,POLIO,3,65_PLUS,70.12,71.89,1,0,19000924,9.44,8955,70.13,29.7,100819257.98,0,HOUSEHOLD_SURVEY,VAX_V3,2026-02-19
2009,MT,PT32,HPV,4,25_64,45.98,42.68,0,0,18255601,2.39,3043,28.72,54.12,83750918.96,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2026-01-04
2010,SK,CZ62,FLU_SEASONAL,1,16_24,58.29,59.52,0,0,7415040,4.39,3615,11.25,10.22,146928624.81,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-07-06
2011,BE,FI92,COVID_19,2,12_15,30.83,21.15,0,0,23331597,10.82,38395,66.15,27.8,62331124.25,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-05-20
2012,DK,IE787,PNEUMOCOCCAL,3,6_11,39.36,30.04,0,0,7020005,6.87,2246,4.35,50.43,41215184.73,1,HOUSEHOLD_SURVEY,VAX_V1,2026-01-26
2013,GR,PL81,MENINGO,4,2_5,47.75,54.33,0,0,7508651,8.04,14838,66.81,15.03,13452772.36,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-06-26
2014,LT,BE207,HEP_B,1,0_1,82.46,77.18,1,0,524739,2.18,8786,44.82,13.09,26860365.71,1,ECDC_VACCINE_TRACKER,VAX_V3,2026-01-30
2015,PT,LV536,VARICELLA,2,65_PLUS,60.17,55.92,0,0,6753237,3.76,12611,64.06,68.93,96196723.62,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-12-13
2016,SE,PL15,MMR,3,25_64,46.31,37.3,1,0,758432,8.23,5541,99.51,55.02,40762134.94,0,HOUSEHOLD_SURVEY,VAX_V2,2024-04-29
2017,CY,SK42,DTP,4,16_24,68.71,69.83,0,0,13351373,2.87,1847,38.26,72.81,14566302.44,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-07-06
2018,FR,ES2,POLIO,1,12_15,76.99,71.67,1,0,3008759,2.7,14646,17.49,11.08,47202870.4,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-08-06
2019,IT,AT5,HPV,2,6_11,55.62,53.15,0,0,4669798,2.46,12249,51.38,39.18,82884807.39,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-03-07
2020,NL,NL85,FLU_SEASONAL,3,2_5,30.1,23.88,0,0,21929135,6.74,1516,58.33,65.24,91517007.36,1,HOUSEHOLD_SURVEY,VAX_V3,2025-10-07
2021,SI,HU677,COVID_19,4,0_1,47.18,45.05,0,0,10386847,5.21,13838,25.93,14.43,49408737.8,1,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-04-29
2022,BG,DK191,PNEUMOCOCCAL,1,65_PLUS,58.27,48.55,0,0,9781145,2.1,4102,59.37,7.63,88382789.29,1,ECDC_VACCINE_TRACKER,VAX_V2,2025-02-21
2023,EE,FR997,MENINGO,2,25_64,23.98,14.48,0,0,15574668,1.44,14918,14.39,7.4,28865767.55,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-09-29
2024,HU,SK56,HEP_B,3,16_24,50.66,45.33,1,1,15540128,1.45,957,55.84,58.46,101584921.23,0,HOUSEHOLD_SURVEY,VAX_V1,2024-01-06
2025,LU,SI606,VARICELLA,4,12_15,34.32,37.79,0,0,1298215,6.44,4773,6.38,57.26,62486367.72,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-02-03
2006,RO,CZ46,MMR,1,6_11,70.45,66.12,1,0,5798672,4.14,9949,59.78,63.19,45654737.91,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-06-20
2007,AT,BE625,DTP,2,2_5,78.0,77.0,1,0,8074267,2.76,6693,39.09,32.03,88273036.75,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-02-06
2008,CZ,CY17,POLIO,3,0_1,80.89,71.07,1,0,16651444,5.53,5165,51.34,8.47,98006574.37,1,HOUSEHOLD_SURVEY,VAX_V2,2025-03-09
2009,DE,SE995,HPV,4,65_PLUS,49.31,55.15,0,0,875875,5.9,14305,10.6,12.55,64590336.76,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-08-27
2010,LV,PL406,FLU_SEASONAL,1,25_64,46.19,37.97,0,0,4715000,4.06,8009,68.99,26.13,2480019.36,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-11-08
2011,PL,BE28,COVID_19,2,16_24,67.71,65.27,0,1,13914097,3.5,46101,55.44,78.45,112038047.33,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-03-09
2012,ES,HR694,PNEUMOCOCCAL,3,12_15,24.56,22.8,0,0,356243,6.65,8651,57.9,19.53,94364035.96,0,HOUSEHOLD_SURVEY,VAX_V3,2024-01-06
2013,HR,AT6,MENINGO,4,6_11,50.44,42.02,0,0,3622058,7.7,8033,27.01,74.02,90153037.13,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-07-31
2014,FI,GR564,HEP_B,1,2_5,71.83,66.43,0,0,15098213,5.52,3739,27.08,41.55,82350831.3,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-07-07
2015,IE,LU4,VARICELLA,2,0_1,37.27,40.76,0,0,19011809,1.45,9479,44.56,39.7,53658295.64,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-09-07
2016,MT,DK413,MMR,3,65_PLUS,73.54,68.91,0,0,18500901,9.52,3082,39.21,37.15,52663600.46,0,HOUSEHOLD_SURVEY,VAX_V1,2024-02-23
2017,SK,RO97,DTP,4,25_64,56.18,63.21,1,0,15146169,8.07,5223,30.03,19.38,81452068.08,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-12-19
2018,BE,SI1,POLIO,1,16_24,68.53,72.77,0,0,8119867,1.18,7059,75.38,8.01,47844520.24,0,ECDC_VACCINE_TRACKER,VAX_V3,2026-01-29
2019,DK,FR865,HPV,2,12_15,41.97,44.39,0,0,14180014,10.49,14625,52.8,19.24,94440220.06,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-12-10
2020,GR,BG10,FLU_SEASONAL,3,6_11,37.38,33.67,0,1,14206173,7.71,2513,14.92,40.48,248735495.81,1,HOUSEHOLD_SURVEY,VAX_V2,2025-05-20
2021,LT,LT85,COVID_19,4,2_5,88.95,88.61,0,1,4842806,2.86,24321,99.9,31.02,1820363.48,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-09-01
2022,PT,NL669,PNEUMOCOCCAL,1,0_1,69.02,67.67,0,0,14750460,2.85,9987,55.08,38.23,86662626.83,1,ECDC_VACCINE_TRACKER,VAX_V1,2024-11-24
2023,SE,PL38,MENINGO,2,65_PLUS,44.3,41.56,0,0,10720326,2.63,8257,24.4,30.45,72706100.35,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-06-26
2024,CY,ES8,HEP_B,3,25_64,38.91,29.16,1,0,12208766,1.36,1,9.9,22.98,106553969.5,0,HOUSEHOLD_SURVEY,VAX_V3,2025-05-18
2025,FR,SE6,VARICELLA,4,16_24,47.6,37.65,0,0,15356543,0.38,6060,63.13,33.51,26451859.14,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-01-12
2006,IT,ES674,MMR,1,12_15,70.41,74.56,1,0,4660918,3.43,439,66.27,30.59,97224602.18,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-10-21
2007,NL,GR777,DTP,2,6_11,83.75,79.26,1,0,14291265,0.37,9267,22.9,43.91,96731217.03,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-10-20
2008,SI,HU574,POLIO,3,2_5,73.71,76.02,1,0,524885,0.87,15072,5.99,34.09,76235325.67,0,HOUSEHOLD_SURVEY,VAX_V1,2026-01-04
2009,BG,PL60,HPV,4,0_1,34.4,35.45,0,0,28022,6.24,4635,62.45,85.39,24288416.95,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-01-02
2010,EE,RO647,FLU_SEASONAL,1,65_PLUS,48.39,48.58,1,0,2442429,6.18,13507,57.0,68.58,169229119.21,0,ECDC_VACCINE_TRACKER,VAX_V3,2026-01-07
2011,HU,BE659,COVID_19,2,25_64,17.46,8.38,1,0,26764279,6.1,15835,29.26,10.14,82657701.74,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-01-05
2012,LU,BE157,PNEUMOCOCCAL,3,16_24,49.86,48.07,1,0,19072216,7.64,2882,41.26,27.29,97674261.18,0,HOUSEHOLD_SURVEY,VAX_V2,2025-05-04
2013,RO,FR256,MENINGO,4,12_15,36.97,28.82,0,0,4963166,1.2,3263,13.48,11.39,10110830.65,1,HEALTH_INSURANCE_ADMIN,VAX_V3,2026-01-12
2014,AT,IT254,HEP_B,1,6_11,68.52,61.67,1,0,9899253,4.46,2984,89.01,24.48,91826140.22,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-08-01
2015,CZ,CY944,VARICELLA,2,2_5,78.12,75.06,0,0,9341093,6.13,1233,36.88,42.83,13323610.32,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-09-29
2016,DE,BE1,MMR,3,0_1,81.77,72.37,1,0,7411323,1.81,11704,16.05,19.84,58694973.8,0,HOUSEHOLD_SURVEY,VAX_V3,2024-12-01
2017,LV,GR3,DTP,4,65_PLUS,69.82,70.68,1,0,709770,3.24,656,54.23,15.83,83418096.29,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-02-11
2018,PL,DK1,POLIO,1,25_64,68.4,64.21,1,1,7112450,0.32,2010,45.95,57.83,16112326.85,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-01-23
2019,ES,FR3,HPV,2,16_24,36.2,41.51,0,0,3324861,5.26,690,36.26,92.76,55759595.22,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-01-14
2020,HR,LV8,FLU_SEASONAL,3,12_15,34.52,40.15,0,0,19395244,5.94,13642,33.49,16.75,207843255.44,1,HOUSEHOLD_SURVEY,VAX_V1,2025-08-20
2021,FI,NL438,COVID_19,4,6_11,39.38,45.98,0,1,12682260,2.66,38915,18.55,85.28,126041214.32,1,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-01-09
2022,IE,LV4,PNEUMOCOCCAL,1,2_5,44.4,38.45,0,0,16478625,1.12,3266,48.8,38.41,68159958.36,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-11-15
