care_coverage_coverage_year,care_coverage_marketplace_rating_area,care_coverage_plan_metal_level,care_coverage_premium_second_lowest_silver,care_coverage_premium_benchmark_adjusted,care_coverage_deductible_individual,care_coverage_oop_max_individual,care_coverage_network_tier_type,care_coverage_covered_lives_count,care_coverage_uninsured_rate_estimate,care_coverage_medicaid_enrollment,care_coverage_chip_enrollment,care_coverage_medicare_enrollment,care_coverage_employer_covered_share_pct,care_coverage_self_insured_share_pct,care_coverage_subsidy_eligible_share_pct,care_coverage_csr_variant_code,care_coverage_plan_switch_rate_pct,care_coverage_special_enrollment_count,care_coverage_rate_review_status
2018,RA001252,GOLD,400.92,365.19,5216,1993,TIERED,232010,3.96,983988,122521,15735,44.48,46.67,13.84,CSR87,41.14,57477,APPROVED
2025,RA001253,BRONZE,975.42,1051.1,1410,4002,EPO,195191,5.59,548176,174675,568066,63.58,21.49,51.46,NONE,19.38,17207,APPROVED
2024,RA001254,BRONZE,808.13,754.34,5281,2869,PPO,173958,23.38,1016019,87596,1043633,43.36,44.25,71.75,NONE,34.02,40694,MODIFIED
2024,RA001255,SILVER,846.93,795.01,6967,2280,HMO,117385,21.79,777209,25981,1360276,56.93,40.9,1.23,CSR73,39.47,84098,APPROVED
2015,RA001256,SILVER,322.59,339.94,6442,8479,HMO,198113,1.78,576371,48438,1127383,59.03,50.76,38.42,NONE,27.82,5821,MODIFIED
2025,RA001257,GOLD,857.36,859.05,365,3626,NARROW,105127,3.56,728395,26283,1642010,66.72,61.01,36.63,NONE,29.48,47247,MODIFIED
2021,RA001258,SILVER,790.97,692.18,1668,3351,EPO,162264,7.9,95336,92536,272631,59.86,22.29,19.68,NONE,36.94,7751,PENDING
2021,RA001259,GOLD,628.38,656.24,2601,6766,TIERED,142812,11.01,500828,28201,1300581,48.11,49.08,25.81,NONE,18.94,69616,NOT_REQUIRED
2023,RA001260,GOLD,477.93,480.89,4438,8234,TIERED,20784,12.68,864586,107605,874868,50.56,33.78,43.64,NONE,7.06,42420,PENDING
2017,RA001261,SILVER,283.32,246.06,4741,6201,NARROW,176765,22.71,719314,5503,565220,44.02,33.52,2.38,CSR73,36.71,59108,NOT_REQUIRED
2020,RA001262,BRONZE,483.96,481.85,3046,4044,HMO,214308,19.3,154431,106841,1219548,31.7,58.59,34.84,NONE,32.78,24239,APPROVED
2020,RA001263,GOLD,721.99,736.05,7489,9084,HMO,11749,2.39,244717,158594,520815,35.44,19.24,36.42,NONE,13.53,14291,APPROVED
2016,RA001264,BRONZE,458.29,484.32,1298,4098,EPO,161479,23.72,1078447,122845,36404,60.52,7.43,49.83,NONE,6.13,24071,NOT_REQUIRED
2016,RA001265,SILVER,567.57,548.4,8783,6718,BROAD,190259,4.81,495494,93278,376833,53.66,7.67,45.4,NONE,19.7,29650,MODIFIED
2025,RA001266,BRONZE,974.43,1003.67,8570,5303,HMO,43948,16.96,371150,131916,1063397,60.96,50.55,39.09,CSR73,24.52,72448,NOT_REQUIRED
2022,RA001267,BRONZE,926.2,825.28,435,5084,HMO,71296,10.02,468503,52788,681438,39.48,17.56,50.7,NONE,27.53,51934,PENDING
2018,RA001268,BRONZE,381.36,333.56,4110,4388,BROAD,208899,12.1,786747,148667,713455,40.87,53.84,9.63,NONE,37.14,72952,DENIED
2024,RA001269,SILVER,510.3,506.89,3962,6261,HMO,169189,18.8,492447,129227,706944,38.45,45.22,25.97,NONE,39.43,57586,APPROVED
2023,RA001270,BRONZE,533.11,467.33,3542,4163,PPO,2782,12.09,646689,27056,1086557,32.59,44.12,7.32,NONE,27.52,20348,APPROVED
2020,RA001271,BRONZE,586.53,615.12,2113,5749,NARROW,260891,21.62,913609,138837,556065,50.03,51.5,58.28,NONE,7.94,33725,APPROVED
2017,RA001272,SILVER,514.94,541.13,5060,1868,HMO,22007,19.33,1022593,67379,1584408,22.96,52.28,82.16,NONE,35.46,55121,PENDING
2015,RA001273,SILVER,441.96,383.29,1869,4483,EPO,276088,9.55,32203,96650,94773,20.4,21.54,47.7,NONE,10.88,46590,NOT_REQUIRED
2025,RA001274,BRONZE,801.66,798.36,5281,3726,EPO,164205,22.25,869113,132178,245004,42.27,31.59,16.59,NONE,1.31,49735,NOT_REQUIRED
2016,RA001275,GOLD,953.38,876.77,8628,4301,PPO,156105,19.11,362014,199207,1057746,33.7,64.77,6.21,NONE,40.28,20660,APPROVED
2017,RA001276,GOLD,343.31,368.1,4810,2830,NARROW,129209,19.81,1127394,182918,1388001,51.6,40.74,43.77,CSR94,35.69,44124,MODIFIED
2023,RA001277,SILVER,969.67,927.84,2182,6501,BROAD,54933,11.8,800234,154647,54222,46.56,23.9,50.35,NONE,0.74,51286,APPROVED
2019,RA001278,GOLD,706.8,675.66,7314,7202,HMO,42278,19.72,816905,73106,256335,39.74,57.57,25.72,CSR87,36.91,75764,APPROVED
2020,RA001279,SILVER,834.04,818.85,5218,8599,PPO,93648,15.47,668816,141332,1181786,72.6,10.89,8.62,CSR87,17.73,74504,NOT_REQUIRED
2016,RA001280,SILVER,694.48,711.97,7349,3078,EPO,68899,11.21,1008192,25970,469341,41.06,5.0,18.97,NONE,26.97,68923,MODIFIED
2024,RA001281,BRONZE,579.43,564.47,1130,5120,PPO,146605,2.27,245741,85670,1131778,37.96,43.51,51.36,NONE,26.4,53928,PENDING
2021,RA001282,CATASTROPHIC,834.06,739.95,7763,4581,PPO,57657,15.95,750499,146979,757073,65.22,60.58,39.2,CSR87,41.34,28176,PENDING
2018,RA001283,BRONZE,832.52,820.41,2204,6885,TIERED,224411,17.63,1198675,114011,96471,49.8,29.63,16.6,CSR87,18.85,65844,APPROVED
2021,RA001284,SILVER,710.48,698.29,3643,6173,BROAD,45294,9.53,907674,58213,1203827,27.75,46.88,73.37,NONE,15.74,45950,APPROVED
2019,RA001285,BRONZE,297.28,277.71,3886,5081,EPO,140247,5.25,828761,82881,975428,45.54,52.46,40.73,CSR73,22.8,68729,MODIFIED
2016,RA001286,GOLD,480.74,449.36,2493,8328,TIERED,56287,16.65,1051306,34155,377091,71.76,35.63,49.77,NONE,8.41,36987,NOT_REQUIRED
2017,RA001287,GOLD,538.68,501.64,5427,3802,TIERED,235311,2.56,285465,109862,232321,42.94,5.33,83.44,NONE,15.48,2366,APPROVED
2016,RA001288,BRONZE,365.39,331.33,7375,5748,TIERED,181021,2.75,170842,232211,1368738,43.83,60.6,41.17,NONE,13.78,66723,APPROVED
2020,RA001289,SILVER,327.58,323.62,3652,4711,TIERED,10015,4.56,1148124,90298,440396,43.35,56.99,76.07,CSR87,16.02,10879,PENDING
2017,RA001290,BRONZE,886.02,889.31,6997,4708,HMO,53431,15.71,1041160,81349,1381064,51.09,14.99,1.24,NONE,28.61,67900,MODIFIED
2015,RA001291,SILVER,703.92,631.68,4309,4736,TIERED,22456,20.2,751585,150356,1343019,74.5,14.63,40.05,NONE,9.87,42470,NOT_REQUIRED
2016,RA001292,PLATINUM,433.23,458.28,7368,7323,TIERED,181607,21.18,893179,138506,886295,56.75,34.5,21.12,NONE,2.21,48466,NOT_REQUIRED
2017,RA001293,PLATINUM,965.54,1040.33,6101,7144,EPO,244474,18.56,1068846,190542,566116,67.91,17.92,13.02,CSR87,16.89,74284,APPROVED
2023,RA001294,GOLD,611.38,553.22,5026,7159,NARROW,211284,12.64,1124545,229164,1038872,60.74,43.08,33.79,CSR94,2.37,34818,NOT_REQUIRED
2023,RA001295,GOLD,972.46,969.02,7185,8120,BROAD,34968,4.46,1033545,55788,1488691,40.37,22.95,34.17,CSR73,32.15,18299,MODIFIED
2016,RA001296,SILVER,392.39,336.56,1306,7894,EPO,248740,12.47,1171180,178705,1556882,74.71,24.35,77.89,NONE,2.94,57327,PENDING
2022,RA001297,BRONZE,820.49,776.07,595,5292,EPO,145397,17.7,864059,85348,544879,36.57,6.87,83.03,NONE,3.92,29370,PENDING
2023,RA001298,BRONZE,260.19,230.31,4429,3918,PPO,173285,20.69,755688,130738,238157,62.1,56.84,68.66,CSR73,15.17,53124,NOT_REQUIRED
2014,RA001299,SILVER,372.86,341.45,1493,4137,PPO,9574,17.74,521395,72775,61654,35.11,5.51,7.15,NONE,29.7,72444,APPROVED
2022,RA001300,PLATINUM,423.73,452.05,5638,1605,EPO,231126,8.68,328492,3480,225394,20.41,23.53,77.16,NONE,31.83,74443,APPROVED
2015,RA001301,GOLD,695.8,688.35,3541,1685,NARROW,60423,14.37,157716,151521,1209192,47.38,15.97,54.88,NONE,21.52,83491,APPROVED
2022,RA001302,BRONZE,540.95,492.9,583,7145,BROAD,26309,14.35,451874,86899,1420583,49.43,22.19,67.36,NONE,16.0,54533,APPROVED
2017,RA001303,BRONZE,581.49,586.41,457,1754,PPO,144988,8.48,639151,110148,667149,38.9,51.27,73.34,NONE,4.73,17795,APPROVED
2016,RA001304,SILVER,309.8,281.57,4738,8060,EPO,246911,23.44,49435,239400,736102,55.05,24.16,57.53,NONE,32.98,60572,APPROVED
2021,RA001305,SILVER,239.29,236.57,5143,2422,TIERED,46141,15.7,204627,7253,916641,57.28,29.87,11.73,CSR87,33.79,52993,MODIFIED
2014,RA001306,GOLD,693.75,617.9,1462,2762,EPO,123070,19.34,1196708,225331,136315,33.71,48.28,80.14,NONE,25.26,62049,APPROVED
2014,RA001307,SILVER,768.16,799.3,9192,4572,EPO,42730,3.8,1117482,211315,45630,62.08,24.51,18.9,CSR87,6.0,54862,APPROVED
2021,RA001308,SILVER,738.53,678.14,5468,8604,PPO,103423,16.84,8853,12562,603295,61.56,12.16,84.21,CSR73,16.22,21815,APPROVED
2019,RA001309,BRONZE,373.75,329.52,6504,3510,NARROW,131414,18.32,668023,54838,1423262,48.98,58.99,68.65,NONE,22.58,30984,APPROVED
2025,RA001310,SILVER,330.04,296.17,273,5737,BROAD,255995,6.69,127542,90891,343907,71.25,62.41,83.56,NONE,33.77,2107,NOT_REQUIRED
2019,RA001311,PLATINUM,591.84,635.77,245,3408,EPO,111476,9.88,254811,181321,1409073,54.92,50.55,33.91,CSR87,0.33,73274,APPROVED
2021,RA001312,SILVER,580.33,594.55,2291,5624,TIERED,192432,12.58,492547,199990,238332,64.57,15.66,81.71,NONE,24.66,30452,MODIFIED
2018,RA001313,SILVER,454.08,432.25,5218,8437,HMO,38188,20.23,744768,189075,491557,55.36,22.55,78.76,NONE,39.11,21310,NOT_REQUIRED
2024,RA001314,SILVER,227.36,206.73,2483,2025,EPO,68160,23.58,267433,222039,418550,66.87,7.84,19.82,NONE,29.72,82691,DENIED
2021,RA001315,BRONZE,724.06,640.12,4645,7820,NARROW,219726,19.73,321929,161129,1095476,41.56,8.66,4.66,NONE,29.62,74329,APPROVED
2024,RA001316,BRONZE,828.28,707.24,4018,1686,EPO,212309,22.5,302792,5344,168241,68.6,34.71,77.55,NONE,1.01,23682,MODIFIED
2016,RA001317,BRONZE,371.51,358.09,1423,6562,PPO,170175,5.92,772250,104801,1567002,21.08,36.06,30.18,CSR94,17.32,32068,NOT_REQUIRED
2017,RA001318,SILVER,510.04,533.28,8290,6114,BROAD,135616,17.33,902244,22027,1140879,46.34,28.23,11.34,NONE,24.14,65277,PENDING
2021,RA001319,PLATINUM,456.48,436.29,4402,3454,BROAD,203544,9.67,809209,153446,165189,33.27,18.32,70.34,NONE,23.94,59580,PENDING
2017,RA001320,GOLD,281.25,276.74,808,8130,PPO,57662,16.99,590116,205925,837253,34.09,54.78,18.81,CSR73,27.03,79945,APPROVED
2018,RA001321,GOLD,271.87,270.55,4100,7444,HMO,118897,1.6,544007,156997,1559492,69.84,32.28,81.9,CSR73,13.15,66339,MODIFIED
2022,RA001322,BRONZE,690.64,656.35,1403,7146,NARROW,111999,11.01,638928,182992,1107251,59.16,39.93,58.18,NONE,12.9,15779,APPROVED
2019,RA001323,SILVER,247.79,250.0,5482,5577,NARROW,102870,17.31,970387,110439,410830,69.02,60.58,65.83,NONE,23.64,2517,APPROVED
2022,RA001324,PLATINUM,267.96,254.16,1101,5118,BROAD,59381,3.09,544974,141051,1314381,54.66,27.23,50.74,CSR73,24.57,13814,MODIFIED
2024,RA001325,SILVER,362.97,311.02,2249,3904,EPO,115638,5.91,489928,178858,1402837,37.1,6.46,24.41,NONE,1.25,11227,DENIED
2020,RA001326,SILVER,634.17,627.19,5659,7835,EPO,231104,8.21,536066,94591,1083726,51.52,12.6,33.79,NONE,3.01,2652,NOT_REQUIRED
2018,RA001327,CATASTROPHIC,358.4,374.51,2859,2523,EPO,49673,17.95,763449,56298,183520,74.2,27.39,79.32,NONE,15.92,9808,NOT_REQUIRED
2014,RA001328,GOLD,543.43,557.33,6616,8162,NARROW,30442,17.45,760297,81213,1036398,42.18,31.05,65.68,CSR73,11.94,56378,APPROVED
2023,RA001329,SILVER,365.99,360.49,4289,4899,PPO,266537,20.73,870664,75376,357492,61.86,45.72,61.62,NONE,23.21,29398,MODIFIED
2014,RA001330,SILVER,377.75,399.84,4119,2860,PPO,257900,18.7,103888,227532,48585,47.63,55.29,72.87,CSR87,28.97,32068,APPROVED
2015,RA001331,PLATINUM,424.37,422.15,1734,4872,NARROW,181261,21.19,472770,218890,234475,49.57,50.45,19.33,NONE,24.64,51715,APPROVED
2021,RA001332,BRONZE,322.26,333.04,5923,4418,EPO,247150,5.63,808989,121554,483021,53.24,35.01,76.43,NONE,20.15,49956,PENDING
2018,RA001333,SILVER,893.41,938.39,5786,9132,TIERED,141127,6.85,928316,132379,170496,39.87,6.7,4.44,NONE,39.86,32102,APPROVED
2025,RA001334,PLATINUM,275.31,256.97,3277,7488,NARROW,271090,9.66,1196410,43619,1468120,27.85,26.24,50.14,CSR94,40.13,45234,APPROVED
2020,RA001335,GOLD,485.76,453.24,8576,8352,EPO,40983,6.04,724262,2128,114275,50.2,5.31,23.52,NONE,31.14,68212,APPROVED
2025,RA001336,BRONZE,442.92,466.18,3433,2608,EPO,203216,3.58,1063509,163568,718513,48.06,21.65,13.54,NONE,20.42,33981,APPROVED
2022,RA001337,GOLD,622.89,633.37,6119,5467,BROAD,240729,2.68,1017193,45698,628816,66.87,8.84,10.65,NONE,9.7,25248,APPROVED
2014,RA001338,SILVER,378.16,332.16,3852,2043,NARROW,213095,10.78,15519,155517,473970,63.94,20.21,67.87,NONE,28.01,75365,MODIFIED
2019,RA001339,SILVER,771.75,797.39,1394,8786,BROAD,117549,2.35,46208,234814,1282806,51.47,49.75,15.78,NONE,2.37,23220,APPROVED
2025,RA001340,SILVER,826.4,749.97,4905,3605,HMO,270013,14.14,828478,115805,28851,35.94,43.99,5.89,CSR94,12.29,20761,PENDING
2021,RA001341,BRONZE,388.35,391.92,6210,3690,EPO,185153,22.56,534208,161282,1623239,40.33,17.57,12.65,CSR87,10.81,66152,PENDING
2018,RA001342,GOLD,783.98,718.31,3743,4766,TIERED,247060,18.53,261693,114670,433282,46.17,7.53,30.54,CSR87,12.72,1664,APPROVED
2015,RA001343,SILVER,883.42,888.19,6076,6534,EPO,72361,14.11,245279,236333,728473,63.66,42.72,40.4,CSR73,26.16,14750,MODIFIED
2018,RA001344,SILVER,821.42,755.9,451,3485,NARROW,102285,10.4,1046510,225267,553675,50.65,15.26,19.18,NONE,8.65,73184,PENDING
2022,RA001345,SILVER,278.41,275.68,8776,1902,TIERED,263459,8.19,1017872,194711,806768,40.02,13.36,42.16,NONE,18.23,44785,DENIED
2016,RA001346,BRONZE,470.91,445.7,8863,2502,HMO,194590,8.06,709510,99421,1222903,22.3,5.59,9.92,NONE,11.07,65735,PENDING
2018,RA001347,SILVER,444.52,389.67,3592,8673,HMO,22879,14.32,1163114,89352,1048986,27.68,41.39,36.33,CSR87,39.39,16733,APPROVED
2024,RA001348,GOLD,447.93,430.82,1340,5126,BROAD,29339,17.4,418403,195848,333024,20.67,7.61,75.48,NONE,7.92,52636,NOT_REQUIRED
2022,RA001349,SILVER,430.53,397.16,5395,4027,EPO,231820,5.94,778099,204752,431154,45.97,62.74,47.33,NONE,28.39,84338,NOT_REQUIRED
2022,RA001350,SILVER,476.82,443.5,8459,7589,PPO,236159,22.73,703360,230992,704714,69.96,10.59,20.36,NONE,23.97,56860,APPROVED
2015,RA001351,BRONZE,929.75,838.11,8606,8800,NARROW,62414,14.15,537986,72349,1488762,73.4,53.11,71.01,NONE,6.83,50777,APPROVED
2023,RA001352,SILVER,456.81,474.37,4677,2785,NARROW,138452,1.94,426538,46018,210858,39.67,59.53,2.78,NONE,38.58,70258,MODIFIED
2020,RA001353,GOLD,589.96,559.53,4470,4293,BROAD,70988,8.9,581170,124311,255783,30.34,60.92,33.67,NONE,27.91,21059,MODIFIED
2019,RA001354,SILVER,265.72,264.71,2024,7937,HMO,21915,16.61,155918,89177,1528367,62.54,14.95,42.64,NONE,34.27,46873,PENDING
2017,RA001355,SILVER,737.2,693.49,3695,3416,HMO,180739,19.0,370305,100786,768018,33.3,23.99,18.99,NONE,39.95,35981,APPROVED
2017,RA001356,GOLD,824.36,799.84,610,6908,NARROW,5103,6.97,1177462,41074,1209856,42.53,14.49,37.16,NONE,19.31,10670,PENDING
2022,RA001357,SILVER,449.49,471.14,1090,5643,HMO,11448,2.21,910705,14461,839601,53.38,31.25,23.53,CSR94,36.81,71105,DENIED
2021,RA001358,SILVER,714.07,694.18,3281,8123,BROAD,259013,10.78,947415,117059,357278,39.21,34.31,55.09,CSR94,20.6,37416,APPROVED
2016,RA001359,GOLD,339.73,325.1,3277,7786,HMO,193253,20.8,208413,125780,139562,25.88,49.53,6.26,CSR87,34.38,59456,MODIFIED
2021,RA001360,SILVER,326.51,282.67,1201,1543,NARROW,63295,10.69,995392,8962,1287139,66.08,37.71,64.81,CSR94,20.76,83429,APPROVED
2023,RA001361,BRONZE,801.57,721.82,7580,9067,NARROW,223023,15.69,681068,142129,644930,67.12,6.64,61.73,CSR87,4.53,22668,PENDING
2023,RA001362,BRONZE,238.47,218.0,4993,6381,TIERED,135567,17.18,461058,102205,72881,58.62,6.37,25.37,NONE,17.97,33802,APPROVED
2015,RA001363,SILVER,529.47,463.29,1622,8566,TIERED,198095,2.45,610151,110258,40563,20.07,36.4,39.25,NONE,38.27,25998,DENIED
2021,RA001364,GOLD,631.41,597.19,7395,5124,TIERED,163275,3.66,764083,39037,1155353,50.31,9.33,30.95,NONE,36.12,49946,APPROVED
2016,RA001365,GOLD,929.28,893.61,9181,2441,TIERED,32785,22.55,628440,52716,86143,45.76,42.76,47.13,NONE,9.92,50593,PENDING
2017,RA001366,GOLD,546.13,553.71,6808,4070,HMO,221028,11.7,1095281,30929,30894,57.04,13.88,4.94,NONE,26.85,57989,MODIFIED
2018,RA001367,BRONZE,428.8,365.62,8711,3857,PPO,74193,2.8,780360,36491,149165,55.17,61.0,77.17,CSR73,26.18,52521,MODIFIED
2019,RA001368,GOLD,294.27,276.44,2215,8372,HMO,57215,10.43,980967,84320,141752,59.6,5.89,10.49,NONE,12.9,67914,APPROVED
2016,RA001369,PLATINUM,353.63,334.27,2628,4902,BROAD,179120,8.2,840151,84891,1100449,29.68,24.23,17.65,NONE,26.69,18658,MODIFIED
2023,RA001370,GOLD,477.02,499.08,6637,3335,EPO,278726,20.15,1175013,81122,49826,37.79,55.05,56.42,NONE,25.87,81426,APPROVED
2014,RA001371,BRONZE,901.58,899.06,868,1507,NARROW,32805,10.18,79094,82384,1303214,47.89,60.98,13.21,NONE,36.21,24001,NOT_REQUIRED
2018,RA001372,GOLD,300.09,319.34,7221,6927,PPO,176100,6.55,1143028,98185,1340863,73.34,57.44,81.53,CSR73,2.58,45138,PENDING
2021,RA001373,PLATINUM,919.92,913.35,2443,2929,TIERED,213776,22.71,128890,89046,417984,35.79,18.95,39.85,NONE,6.76,75172,APPROVED
2024,RA001374,SILVER,870.1,762.69,5800,3564,HMO,30079,12.78,420713,50383,1041440,52.93,50.59,32.44,NONE,1.71,35250,APPROVED
2023,RA001375,SILVER,584.44,595.39,1551,9064,BROAD,247749,5.61,1076773,188252,247477,40.32,36.74,46.88,NONE,25.64,73846,NOT_REQUIRED
2016,RA001376,BRONZE,326.06,351.31,6542,7623,EPO,93590,23.77,902537,172413,319693,45.07,52.62,0.73,CSR94,41.24,22965,NOT_REQUIRED
2016,RA001377,SILVER,820.03,837.49,359,4701,TIERED,44245,23.04,777744,169498,1050618,73.75,19.45,66.75,NONE,5.61,17527,APPROVED
2025,RA001378,GOLD,763.76,657.02,7151,4656,BROAD,253295,13.95,762090,109936,373398,74.06,52.49,79.96,NONE,1.33,11747,PENDING
2022,RA001379,BRONZE,789.46,711.46,918,7817,NARROW,194526,4.04,104026,207233,1360719,25.12,13.19,46.49,CSR87,30.38,8832,NOT_REQUIRED
2024,RA001380,BRONZE,930.84,930.8,1546,1748,EPO,14998,17.66,273510,57172,263996,71.77,49.12,36.57,NONE,17.35,44417,PENDING
2014,RA001381,GOLD,946.33,818.87,3459,8148,HMO,128524,21.22,436776,3877,309222,48.35,24.63,40.47,CSR73,13.68,59576,MODIFIED
2019,RA001382,BRONZE,586.19,568.37,5038,2194,HMO,78279,6.83,1084536,82253,1499964,61.48,45.48,33.28,NONE,25.3,21113,PENDING
2025,RA001383,BRONZE,255.11,242.54,9002,8766,PPO,135411,14.57,388790,177476,994546,33.71,28.9,14.65,CSR87,15.72,64749,PENDING
2025,RA001384,SILVER,419.92,388.27,4046,7103,PPO,116738,5.75,93149,192619,274719,54.54,56.81,22.83,NONE,31.66,21684,APPROVED
2020,RA001385,SILVER,439.37,376.85,8278,4307,PPO,48920,8.23,203996,81589,113596,32.73,11.47,30.43,CSR73,29.89,82387,APPROVED
2019,RA001386,SILVER,928.64,908.44,7937,8154,TIERED,59178,5.97,396117,209724,481687,58.52,15.88,69.26,CSR73,36.73,16893,APPROVED
2019,RA001387,BRONZE,873.66,891.86,5371,8800,EPO,278183,7.5,221824,239940,239566,40.53,49.72,31.85,CSR73,28.08,40001,MODIFIED
2016,RA001388,BRONZE,905.2,782.71,750,4588,PPO,36079,14.24,333610,152582,670554,74.34,29.78,84.44,CSR94,22.04,22162,MODIFIED
2020,RA001389,GOLD,286.81,308.42,4976,4719,HMO,142437,22.78,448324,80718,62865,50.73,62.28,83.66,NONE,5.93,82603,MODIFIED
2018,RA001390,BRONZE,601.69,646.26,4108,3735,EPO,25142,18.36,24506,68557,961191,36.41,59.89,78.88,NONE,1.73,29978,MODIFIED
2024,RA001391,SILVER,374.08,327.23,9034,6030,TIERED,251515,19.71,66173,231984,785328,34.1,12.11,31.98,NONE,14.38,24032,APPROVED
2016,RA001392,SILVER,480.64,472.13,5016,7181,BROAD,252926,7.98,425948,45221,37209,42.98,48.1,55.21,NONE,16.79,9027,PENDING
2022,RA001393,BRONZE,558.04,560.97,4484,5362,TIERED,80031,4.44,864561,164976,102705,23.47,16.86,55.31,NONE,7.54,1965,NOT_REQUIRED
2023,RA001394,PLATINUM,229.45,208.65,7205,8144,NARROW,19524,22.46,46516,210561,50008,69.59,47.29,29.22,NONE,16.91,79546,APPROVED
2016,RA001395,GOLD,954.82,976.48,5735,7235,NARROW,5447,7.78,617323,230506,130975,31.59,8.65,79.02,NONE,23.33,31844,NOT_REQUIRED
2021,RA001396,BRONZE,677.92,626.13,5384,5676,BROAD,207144,18.32,917445,24099,731324,40.21,25.18,11.85,CSR94,23.59,68582,DENIED
2021,RA001397,SILVER,792.99,705.61,8755,1586,TIERED,205619,18.86,586402,102246,1612864,54.55,40.21,29.85,NONE,20.33,81540,NOT_REQUIRED
2016,RA001398,SILVER,594.65,507.03,2210,8656,PPO,108928,9.8,119566,129455,792592,63.71,33.78,37.6,NONE,18.01,15334,MODIFIED
2014,RA001399,SILVER,652.48,557.23,2479,3667,PPO,210009,21.07,1033671,25109,1593542,56.0,50.17,49.86,CSR73,12.65,27727,APPROVED
2014,RA001400,SILVER,899.89,923.65,6992,3575,HMO,99736,6.38,887200,33345,338162,71.8,35.57,17.16,NONE,19.38,1631,APPROVED
2020,RA001401,BRONZE,566.2,573.75,6742,1545,NARROW,267451,17.08,905002,89790,1276501,67.63,25.06,23.07,NONE,11.58,71310,APPROVED
2025,RA001402,PLATINUM,575.32,527.73,5148,7457,TIERED,181247,7.45,1131949,13902,410711,61.29,16.96,68.62,CSR73,19.69,37199,APPROVED
2015,RA001403,SILVER,761.99,760.0,933,4037,PPO,86861,23.91,956204,194466,1457831,58.98,59.85,37.69,NONE,27.26,60151,NOT_REQUIRED
2014,RA001404,GOLD,636.76,601.53,2650,3124,TIERED,264095,8.85,247977,164431,1103682,72.32,34.61,19.26,NONE,14.82,77214,NOT_REQUIRED
2025,RA001405,BRONZE,303.51,318.56,5808,8813,HMO,40476,16.43,813161,130581,750316,59.43,60.6,20.42,NONE,26.09,8597,NOT_REQUIRED
2018,RA001406,SILVER,681.54,584.75,1440,5650,NARROW,36793,4.66,289261,159405,756198,26.6,49.02,59.2,NONE,41.48,11422,MODIFIED
2018,RA001407,CATASTROPHIC,311.28,314.67,6198,5019,BROAD,73511,18.35,463762,39916,789167,28.73,53.26,14.91,CSR94,35.64,77969,APPROVED
2019,RA001408,BRONZE,779.26,752.09,2162,2408,PPO,244755,18.54,134321,222181,110333,56.75,12.4,5.7,NONE,21.05,59834,APPROVED
2023,RA001409,GOLD,903.5,974.77,5107,7956,HMO,34820,18.38,1097476,176165,655990,51.3,63.74,63.78,NONE,6.83,70284,APPROVED
2021,RA001410,SILVER,745.63,653.11,1165,8123,BROAD,124727,11.67,331325,61029,156595,49.71,21.87,30.69,NONE,18.78,65575,PENDING
2025,RA001411,GOLD,801.54,726.58,4580,8401,HMO,215705,11.23,53598,561,805516,57.99,39.3,54.74,NONE,7.31,65636,APPROVED
2025,RA001412,GOLD,697.88,668.51,8251,8508,PPO,214812,12.64,287389,226518,1644753,65.12,53.36,6.48,NONE,37.81,55819,DENIED
2017,RA001413,GOLD,613.67,604.32,6019,7427,TIERED,241612,22.1,1157159,20168,39308,24.4,10.55,79.7,CSR87,14.34,26349,NOT_REQUIRED
2021,RA001414,CATASTROPHIC,955.03,896.44,2881,4753,TIERED,6361,1.79,1062939,51927,448744,53.16,9.04,29.88,NONE,23.35,16516,APPROVED
2018,RA001415,SILVER,583.51,603.12,912,8375,BROAD,267841,6.11,32208,196404,673266,62.68,22.07,78.28,NONE,16.94,68248,APPROVED
2024,RA001416,GOLD,858.89,775.82,4762,5931,BROAD,63505,6.27,150555,230546,270790,31.12,55.3,73.13,NONE,7.74,3320,APPROVED
2024,RA001417,SILVER,448.54,397.92,8962,4344,NARROW,186976,19.95,995603,17940,1369061,63.4,33.53,75.66,NONE,12.96,68672,PENDING
2018,RA001418,GOLD,826.03,837.72,2847,7077,TIERED,121678,9.92,1037370,6004,1288690,21.78,53.85,28.71,NONE,38.47,24591,APPROVED
2015,RA001419,BRONZE,563.44,590.37,3138,2211,NARROW,117658,8.88,578397,126409,400965,66.68,64.99,65.64,CSR94,4.6,70203,PENDING
2018,RA001420,SILVER,417.8,376.81,5068,3186,BROAD,37321,3.81,526447,175245,775598,25.43,36.54,81.15,NONE,27.83,41903,PENDING
2025,RA001421,SILVER,239.03,253.8,7966,4675,TIERED,184427,11.07,1094641,67616,1510701,38.13,17.66,42.33,CSR94,7.41,44229,MODIFIED
2023,RA001422,BRONZE,566.85,506.11,445,2348,NARROW,181522,4.05,969916,103701,1571151,59.18,57.68,2.69,NONE,37.94,55682,NOT_REQUIRED
2020,RA001423,BRONZE,431.74,391.06,2717,2236,PPO,160203,2.78,594550,234624,436518,33.71,28.66,10.29,CSR94,11.25,72646,PENDING
2021,RA001424,GOLD,654.64,700.78,5584,7616,TIERED,136364,3.59,875453,211363,958197,59.89,63.3,1.18,NONE,29.95,6881,APPROVED
2017,RA001425,SILVER,545.37,466.93,8432,4022,PPO,196686,2.11,593754,198216,1258481,45.02,27.95,58.37,NONE,18.28,66541,APPROVED
