qol_social_survey_cycle_id,qol_social_neighborhood_cluster_id,qol_social_neighborliness_score,qol_social_belonging_score,qol_social_participation_local_events_rate,qol_social_mutual_aid_participation_rate,qol_social_intergroup_contact_score,qol_social_civic_pride_score,qol_social_shared_norms_score,qol_social_conflict_resolution_score,qol_social_online_community_engagement_rate,qol_social_hate_incident_awareness_score,qol_social_trust_local_institutions_score,qol_social_youth_engagement_score,qol_social_senior_engagement_score,qol_social_newcomer_integration_score,qol_social_language_inclusion_score,qol_social_public_space_comfort_score,qol_social_community_problem_solving_score,qol_social_survey_sampling_weight
CYC000001204,NBH000163,0.6163,5.437,0.2969,0.7144,4.973,6.824,9.711,0.507,0.7719,2.177,1.891,0.283,2.221,3.018,7.558,8.947,2.828,0.5365
CYC000001205,NBH000245,5.8574,7.714,0.1374,0.8701,1.463,8.981,6.609,9.932,0.3608,4.54,0.8,4.225,4.92,1.482,3.6,8.857,9.26,0.5878
CYC000001206,NBH000175,8.4065,3.029,0.9172,0.5465,1.245,0.217,6.508,1.34,0.9473,7.416,8.165,3.745,1.228,7.923,5.884,6.091,7.056,1.302
CYC000001207,NBH000128,4.7066,2.226,0.4489,0.2802,8.911,3.209,4.329,8.893,0.061,8.927,7.519,3.037,8.914,1.17,7.418,3.998,0.01,4.3743
CYC000001208,NBH000010,9.2107,4.582,0.2172,0.5166,8.334,7.312,3.864,6.967,0.8372,6.604,6.479,3.991,1.155,7.092,4.887,5.67,9.266,0.8319
CYC000001209,NBH000030,2.5908,9.08,0.1689,0.46,8.631,7.682,6.921,8.984,0.1325,1.278,3.105,7.512,5.868,9.643,4.574,6.642,7.058,0.32
CYC000001210,NBH000116,7.8939,0.27,0.5414,0.1801,6.536,3.388,9.761,2.408,0.2404,9.778,1.804,7.62,2.425,8.929,8.934,0.941,3.736,2.381
CYC000001211,NBH000081,6.542,7.705,0.2891,0.2556,8.144,8.614,0.105,0.461,0.4036,5.558,8.826,2.552,7.383,0.128,2.395,5.249,4.956,4.1708
CYC000001212,NBH000229,6.1201,5.456,0.1357,0.7251,0.049,1.739,3.594,2.018,0.0471,1.399,0.401,8.94,0.349,6.67,0.687,3.262,4.7,2.6609
CYC000001213,NBH000119,6.0692,7.452,0.4065,0.4346,2.535,8.545,1.134,5.284,0.5707,5.836,7.438,4.586,6.304,7.258,9.912,2.5,2.354,4.1938
CYC000001214,NBH000213,7.7103,0.624,0.4501,0.7283,7.944,9.624,3.701,1.103,0.5432,8.611,9.476,2.403,5.501,7.81,2.964,9.912,1.378,1.0508
CYC000001215,NBH000244,1.3764,7.175,0.4515,0.8092,6.914,2.009,5.889,6.646,0.286,9.059,7.065,4.364,1.596,9.052,0.631,7.41,8.442,3.9254
CYC000001216,NBH000147,2.6635,4.753,0.7095,0.9409,8.572,8.752,7.083,1.082,0.3688,8.237,0.961,0.848,4.184,0.656,6.288,4.627,7.384,1.8734
CYC000001217,NBH000083,9.5486,7.336,0.8168,0.8835,3.71,2.11,9.432,0.041,0.4117,6.999,6.886,1.418,7.337,0.635,1.624,9.339,7.11,3.9963
CYC000001218,NBH000122,2.3527,7.975,0.914,0.4375,9.885,1.423,5.822,8.744,0.343,9.32,4.876,8.527,2.835,6.424,1.936,3.144,3.765,1.6059
CYC000001219,NBH000111,8.2478,8.92,0.6538,0.1597,7.057,8.338,7.651,9.724,0.4786,4.561,4.909,7.186,9.068,2.754,6.651,3.326,2.492,2.8101
CYC000001220,NBH000247,9.8159,5.257,0.6071,0.0024,8.971,9.007,6.433,1.71,0.5094,4.479,5.086,0.528,4.782,6.735,7.783,3.62,7.964,3.629
CYC000001221,NBH000031,2.836,7.463,0.4452,0.8767,6.566,9.356,5.281,8.668,0.7364,6.321,8.272,4.014,7.149,0.159,4.567,9.654,0.004,1.2333
CYC000001222,NBH000219,1.4891,7.392,0.4164,0.0668,8.072,8.485,5.418,2.993,0.1542,3.224,3.507,0.736,9.692,7.168,8.433,9.775,4.046,1.797
CYC000001223,NBH000226,2.1422,7.922,0.5568,0.3778,1.957,9.807,4.023,1.069,0.137,8.775,2.915,0.715,2.82,5.08,7.914,2.212,0.193,1.2134
CYC000001224,NBH000049,1.1533,3.933,0.4821,0.5789,1.993,8.953,0.985,0.789,0.5158,5.046,1.01,0.981,9.797,6.045,6.642,0.637,3.386,2.5026
CYC000001225,NBH000042,6.6264,3.811,0.1329,0.8805,5.381,3.614,7.96,1.034,0.9602,6.988,3.003,9.455,6.44,8.611,9.502,8.264,8.101,2.8882
CYC000001226,NBH000107,9.2075,9.141,0.8078,0.2974,5.399,0.12,6.379,1.503,0.7401,6.845,4.417,2.268,5.419,0.4,4.328,2.643,5.145,1.2492
CYC000001227,NBH000114,5.3326,0.393,0.8065,0.0856,3.993,4.769,4.326,5.475,0.4784,8.92,0.343,2.399,3.461,5.98,2.976,8.636,9.489,3.242
CYC000001228,NBH000240,4.5257,7.164,0.5551,0.4974,3.614,6.937,2.096,9.102,0.0044,3.536,8.06,6.641,5.4,9.253,7.512,8.641,6.806,4.7009
CYC000001229,NBH000228,8.6498,5.4,0.8853,0.4664,7.803,9.004,6.371,5.652,0.0632,6.473,9.798,1.013,2.992,7.152,5.259,2.511,8.74,4.9399
CYC000001230,NBH000244,1.8089,6.798,0.911,0.7733,0.52,2.006,7.527,9.635,0.7012,0.671,7.733,8.484,7.292,3.63,9.242,8.539,0.593,4.2951
CYC000001231,NBH000059,2.449,3.348,0.6868,0.2973,4.17,9.814,6.097,3.674,0.3196,4.971,9.63,7.384,0.595,5.871,8.47,1.511,0.436,0.3222
CYC000001232,NBH000207,10.1081,6.827,0.9375,0.9724,3.193,1.535,6.354,1.999,0.331,9.619,2.017,3.38,5.936,2.611,8.939,9.658,8.395,4.6722
CYC000001233,NBH000154,8.7542,9.633,0.0284,0.7997,5.399,3.141,8.329,7.334,0.1053,9.655,9.046,3.877,6.422,0.915,4.9,0.586,2.046,3.879
CYC000001234,NBH000213,4.8463,9.771,0.6417,0.001,2.718,3.926,9.962,6.857,0.386,2.837,4.219,5.351,7.503,6.909,2.644,5.552,5.747,2.6962
CYC000001235,NBH000156,6.8334,0.987,0.4438,0.2065,4.995,3.874,7.315,8.571,0.7307,0.649,3.217,2.441,3.834,1.579,5.101,1.087,1.935,1.7792
CYC000001236,NBH000109,7.5685,3.343,0.1159,0.9829,2.764,1.087,1.495,5.35,0.9341,3.515,3.503,6.33,7.612,2.772,5.719,5.658,6.459,2.8675
CYC000001237,NBH000151,8.4306,3.807,0.8951,0.2799,2.259,3.797,5.37,6.6,0.9195,7.111,7.164,6.119,8.317,7.871,9.391,0.159,3.752,0.8353
CYC000001238,NBH000130,2.3687,3.531,0.2838,0.3995,7.764,2.477,4.656,6.692,0.5529,4.823,5.539,3.587,3.96,2.849,5.78,9.179,2.215,4.1445
CYC000001239,NBH000190,7.8058,6.796,0.3853,0.4104,6.327,1.702,8.932,7.588,0.7025,8.639,3.268,6.074,2.645,3.933,1.438,8.013,4.53,1.0179
CYC000001240,NBH000161,1.2239,1.862,0.2448,0.5308,3.886,5.035,0.885,4.12,0.5065,6.276,0.307,3.124,2.016,7.37,8.932,8.891,2.758,2.3127
CYC000001241,NBH000077,6.854,6.792,0.3818,0.3333,9.602,4.228,3.273,8.04,0.8538,9.562,6.293,3.826,4.253,7.606,1.121,9.971,8.734,1.5959
CYC000001242,NBH000050,1.4571,8.548,0.7151,0.2815,1.132,6.456,4.652,9.517,0.2543,4.571,4.454,5.301,5.543,0.383,5.337,3.244,4.706,0.8854
CYC000001243,NBH000249,3.2362,5.952,0.2285,0.5081,1.327,8.39,3.923,1.006,0.0672,4.518,5.289,0.624,3.993,8.225,9.686,9.037,8.672,1.2866
CYC000001244,NBH000085,8.1493,1.044,0.0956,0.1879,3.257,6.551,3.21,0.469,0.5358,5.922,9.545,2.353,6.062,7.311,7.153,0.786,6.314,0.7077
CYC000001245,NBH000118,9.2934,6.564,0.1708,0.2242,0.079,2.343,6.724,6.502,0.139,9.165,3.097,4.659,9.964,1.577,6.04,0.932,3.328,1.1649
CYC000001246,NBH000069,1.1025,5.573,0.112,0.4495,8.133,6.521,7.433,8.61,0.5959,1.966,2.632,5.817,2.482,4.763,0.829,9.036,4.608,2.1256
CYC000001247,NBH000238,2.7986,5.517,0.2507,0.3714,7.64,3.269,3.07,4.176,0.1012,0.08,6.301,8.282,8.903,6.41,4.686,2.311,5.971,1.7474
CYC000001248,NBH000094,8.8057,5.998,0.4254,0.7017,4.641,8.468,5.612,5.194,0.9124,6.147,9.512,8.936,1.164,0.825,3.288,9.367,9.134,1.7095
CYC000001249,NBH000065,8.4848,1.904,0.0519,0.9321,0.508,4.253,5.879,8.246,0.3859,5.128,7.177,8.076,6.409,2.212,5.639,0.754,9.594,1.8538
CYC000001250,NBH000101,0.5709,9.075,0.134,0.7231,7.578,3.137,1.562,1.922,0.3888,6.559,8.078,3.099,1.448,7.197,4.875,4.845,0.833,1.8715
CYC000001251,NBH000073,4.771,4.501,0.2037,0.9962,9.648,6.558,4.673,0.648,0.8103,3.796,0.185,5.678,8.914,1.496,9.188,1.932,1.586,1.4514
CYC000001252,NBH000214,5.7121,8.774,0.9204,0.1956,9.438,9.149,2.279,9.914,0.284,0.241,7.746,3.104,5.819,1.142,0.553,2.946,3.092,4.4383
CYC000001253,NBH000217,4.3932,0.364,0.288,0.7759,6.195,4.086,0.456,5.552,0.5281,7.809,2.831,0.635,1.552,9.39,4.781,2.423,6.618,4.7667
CYC000001254,NBH000240,6.3853,9.045,0.5334,0.3912,1.354,2.238,2.716,9.401,0.9958,5.947,5.39,6.144,8.47,9.341,8.414,3.512,5.724,3.2416
CYC000001255,NBH000036,1.6404,3.61,0.6936,0.0565,3.625,7.915,7.148,7.746,0.2151,3.988,8.492,2.82,3.594,8.401,3.479,0.795,2.832,4.9108
CYC000001256,NBH000018,9.1025,6.798,0.0796,0.426,7.534,4.276,5.628,2.493,0.5145,1.223,6.263,5.84,3.584,4.816,3.349,2.001,3.68,3.2767
CYC000001257,NBH000135,0.5846,2.306,0.6003,0.7357,2.525,7.468,4.684,0.146,0.8705,9.208,3.366,9.66,9.772,8.112,3.392,8.644,9.345,0.2596
CYC000001258,NBH000071,3.9777,2.739,0.9389,0.8865,2.43,9.482,6.246,6.951,0.38,5.67,2.523,7.305,1.818,1.55,2.01,3.342,4.985,1.9364
CYC000001259,NBH000088,9.9628,2.956,0.4009,0.2068,6.959,3.506,1.008,1.082,0.4907,4.424,3.495,7.356,1.968,2.039,9.163,7.285,1.529,0.5543
CYC000001260,NBH000184,6.9309,0.226,0.9704,0.7629,0.515,6.089,1.832,1.862,0.7445,8.5,3.723,6.335,5.227,5.775,9.863,2.49,4.63,3.7995
CYC000001261,NBH000241,2.765,2.096,0.3276,0.7208,7.052,2.025,5.931,5.623,0.8266,6.494,3.369,5.961,9.38,6.068,8.72,9.331,4.247,1.4115
CYC000001262,NBH000249,6.3261,6.041,0.0126,0.4501,1.98,2.672,4.934,5.082,0.3003,4.24,4.128,4.185,8.043,1.148,0.1,6.527,5.468,2.9134
CYC000001263,NBH000102,7.3952,0.109,0.7747,0.5676,0.276,9.697,5.523,7.022,0.4631,7.921,7.217,0.957,4.008,9.147,6.309,6.561,9.29,0.2823
CYC000001264,NBH000181,6.3093,2.769,0.6177,0.64,7.959,0.969,1.865,7.062,0.5578,7.807,5.188,1.325,2.266,9.118,7.717,4.544,1.981,0.3489
CYC000001265,NBH000192,8.0144,3.646,0.7559,0.3271,8.457,6.514,9.801,3.071,0.6582,1.849,4.36,0.514,4.832,4.847,9.35,4.694,1.928,1.7638
CYC000001266,NBH000047,1.5675,6.255,0.6938,0.258,2.952,5.357,6.393,7.474,0.5166,6.061,0.318,9.513,5.977,9.304,6.348,5.72,1.638,3.0727
CYC000001267,NBH000084,2.1006,3.549,0.3706,0.9508,8.314,4.543,8.513,8.772,0.6145,5.518,8.063,1.561,0.923,2.932,4.922,3.54,1.676,2.1817
CYC000001268,NBH000058,4.4577,0.164,0.8244,0.4988,8.356,3.328,7.436,8.851,0.2243,2.148,6.505,9.967,5.964,7.166,2.688,2.837,7.592,4.8354
CYC000001269,NBH000182,1.6978,7.725,0.178,0.2982,3.818,3.431,7.913,1.378,0.7145,1.385,8.254,0.526,6.994,6.659,4.858,2.266,6.181,2.4028
CYC000001270,NBH000238,8.2989,8.882,0.3956,0.3173,1.931,8.174,9.278,7.01,0.0353,1.16,2.877,0.647,4.663,2.497,4.637,0.552,0.72,4.9461
CYC000001271,NBH000122,7.011,2.175,0.5377,0.7509,6.894,1.025,2.159,2.379,0.9589,2.729,8.407,5.014,1.67,6.242,4.801,8.594,1.103,0.7391
CYC000001272,NBH000192,0.8731,1.475,0.645,0.2382,1.492,4.76,3.011,5.254,0.8164,1.048,6.26,0.174,3.808,9.926,3.641,9.907,8.889,3.8555
CYC000001273,NBH000243,0.9742,4.02,0.4674,0.5006,8.525,8.107,9.503,1.088,0.7292,9.378,5.14,3.898,7.984,0.248,3.469,3.687,4.922,1.5606
CYC000001274,NBH000101,5.3103,3.834,0.7395,0.8261,9.29,3.538,7.094,0.234,0.8224,5.599,2.905,0.736,5.93,1.115,6.92,8.991,7.606,1.2409
CYC000001275,NBH000127,2.4484,2.419,0.5708,0.2767,8.183,1.45,9.953,7.408,0.4194,9.534,0.533,3.125,6.395,1.957,0.617,5.084,4.955,1.2858
CYC000001276,NBH000141,9.7325,3.427,0.3714,0.2271,2.573,6.443,9.889,1.794,0.2007,5.64,6.755,7.77,9.861,3.821,2.847,9.965,9.986,1.7264
CYC000001277,NBH000223,1.1396,1.581,0.6685,0.0082,7.185,6.107,2.458,2.541,0.9061,3.103,0.436,0.269,8.682,1.437,6.383,2.894,2.515,0.8211
CYC000001278,NBH000232,10.1197,5.423,0.7842,0.2854,2.736,6.316,9.436,3.732,0.4647,5.031,1.811,6.632,9.777,1.211,7.609,8.66,4.713,3.8688
CYC000001279,NBH000031,6.6748,1.279,0.5614,0.7132,7.989,1.766,7.056,3.718,0.8004,4.203,4.409,9.574,7.302,3.864,9.158,0.441,0.689,4.916
CYC000001280,NBH000043,1.5859,6.308,0.5901,0.1834,6.522,2.042,1.625,5.4,0.2985,2.028,7.984,5.027,6.218,6.31,5.605,6.22,5.764,2.7468
CYC000001281,NBH000102,4.469,5.396,0.5468,0.2258,5.28,3.801,5.326,0.91,0.3211,5.636,8.352,2.912,0.983,8.891,4.359,7.511,9.361,3.2378
CYC000001282,NBH000063,9.0001,7.578,0.103,0.6512,2.59,6.145,2.818,6.745,0.1112,6.869,0.984,1.189,4.222,5.882,5.945,0.417,3.918,2.0045
CYC000001283,NBH000236,0.1372,9.061,0.0975,0.2901,7.2,0.776,3.326,9.788,0.7322,9.821,1.914,9.531,0.81,9.91,7.412,9.25,7.674,3.5422
CYC000001284,NBH000040,8.0693,1.263,0.4432,0.5549,1.778,6.48,5.624,7.308,0.4533,3.904,5.175,3.82,0.465,7.25,1.89,2.551,4.197,0.5686
CYC000001285,NBH000153,7.6604,3.7,0.533,0.517,6.279,0.77,8.33,6.955,0.9123,8.977,8.857,5.345,4.977,3.119,1.442,0.739,4.943,3.1793
CYC000001286,NBH000134,6.6415,4.559,0.9338,0.562,2.738,3.73,3.341,9.383,0.9777,6.418,0.784,3.973,5.387,9.14,1.574,3.033,1.55,0.4458
CYC000001287,NBH000171,8.4196,0.388,0.2337,0.4017,5.218,9.427,8.238,7.414,0.5453,7.23,1.228,4.176,1.495,6.35,3.295,6.139,4.147,3.1477
CYC000001288,NBH000018,3.9017,2.685,0.7692,0.5092,0.716,9.506,3.071,7.415,0.9268,6.207,2.625,1.801,3.005,2.711,9.955,0.455,2.724,3.895
CYC000001289,NBH000193,3.7528,8.756,0.0486,0.1567,1.055,9.288,9.073,8.407,0.2668,4.427,8.39,6.113,9.725,9.506,1.29,3.962,6.243,2.8317
CYC000001290,NBH000016,9.6089,8.614,0.1731,0.4686,4.275,4.956,1.248,0.682,0.175,0.672,9.548,3.328,1.031,3.728,4.823,8.503,7.456,2.3141
CYC000001291,NBH000071,5.081,3.984,0.3378,0.3396,6.805,5.682,8.118,0.878,0.1935,8.624,1.977,9.657,8.04,3.972,5.867,3.287,2.564,3.235
CYC000001292,NBH000202,4.8921,0.936,0.9528,0.4125,8.17,0.815,3.33,9.924,0.6791,4.353,7.033,3.132,5.855,7.861,7.878,3.597,7.325,4.6158
CYC000001293,NBH000098,5.9632,5.384,0.2404,0.7705,3.434,0.263,6.319,4.265,0.5845,5.862,6.017,8.028,9.118,2.428,1.15,8.065,6.87,2.6986
CYC000001294,NBH000220,4.5573,9.461,0.3858,0.1713,0.739,8.888,8.451,8.874,0.5917,7.307,3.705,9.737,8.115,9.17,6.152,6.817,2.151,4.7527
CYC000001295,NBH000142,8.1684,4.313,0.8916,0.8966,8.41,2.737,8.269,1.636,0.1689,4.755,2.741,8.157,2.092,2.617,1.742,3.279,7.769,1.0111
CYC000001296,NBH000120,3.9965,2.438,0.7654,0.5805,3.54,7.908,4.688,8.581,0.8786,7.815,5.381,7.01,9.156,1.657,2.424,5.325,1.871,3.7644
CYC000001297,NBH000026,1.7756,8.419,0.0495,0.306,9.667,8.989,8.172,8.177,0.1956,4.073,6.12,9.176,1.262,8.83,4.643,9.881,2.05,4.873
CYC000001298,NBH000131,6.9207,8.393,0.843,0.5606,5.329,3.175,1.598,4.937,0.7015,5.367,7.227,6.108,0.851,5.839,9.719,2.065,8.225,3.2107
CYC000001299,NBH000060,4.3088,9.055,0.708,0.8271,0.355,0.785,8.316,5.536,0.0286,5.166,5.896,3.385,5.473,1.664,8.426,3.871,9.151,4.9017
CYC000001300,NBH000152,9.5399,3.592,0.8787,0.1769,7.612,1.011,9.279,1.945,0.3297,1.156,3.363,4.608,0.621,9.441,5.321,7.536,3.197,0.8681
CYC000001301,NBH000066,5.827,9.125,0.3309,0.8985,7.754,6.094,6.31,8.405,0.4528,7.793,0.695,3.678,6.868,2.472,3.721,9.619,8.219,0.5708
CYC000001302,NBH000150,3.1631,7.711,0.4993,0.0638,8.872,1.615,5.476,4.0,0.5437,0.431,9.221,7.963,1.501,2.029,8.483,9.249,1.737,1.771
CYC000001303,NBH000155,6.3732,0.778,0.4789,0.1219,5.208,5.951,8.418,4.958,0.0991,2.997,3.805,1.313,5.401,1.072,0.91,6.939,4.774,2.6594
CYC000001304,NBH000147,6.1963,6.716,0.7293,0.5841,0.15,1.201,9.625,8.437,0.5651,7.205,6.237,4.504,7.877,6.009,1.12,1.439,6.438,4.9509
CYC000001305,NBH000082,1.4314,6.886,0.0485,0.4718,9.552,4.733,2.339,9.679,0.6616,2.634,4.451,3.084,4.538,8.171,0.102,9.859,2.457,3.4573
CYC000001306,NBH000227,4.3275,1.414,0.5695,0.6637,2.362,3.056,3.613,9.101,0.1696,5.09,8.287,1.124,6.364,5.891,8.277,4.194,7.94,2.4388
CYC000001307,NBH000210,3.1636,5.652,0.0181,0.3011,3.031,5.298,1.207,5.675,0.4739,3.246,3.081,8.714,5.108,5.305,2.642,3.182,5.858,2.6535
CYC000001308,NBH000089,4.9297,3.85,0.0963,0.9424,5.733,1.436,4.555,0.285,0.8652,0.552,0.553,2.156,4.039,1.624,6.731,1.642,8.338,0.9775
CYC000001309,NBH000069,7.5878,4.553,0.8878,0.7458,0.745,6.35,3.048,3.628,0.7425,7.382,8.262,5.599,7.452,6.226,7.842,9.398,4.639,4.4446
CYC000001310,NBH000117,6.4339,5.23,0.9328,0.7259,5.61,8.073,2.469,5.038,0.5225,7.496,2.502,6.307,1.713,4.822,7.559,5.905,9.767,4.0214
CYC000001311,NBH000169,8.343,0.915,0.1314,0.7003,6.382,7.456,9.19,7.225,0.8435,1.475,1.723,9.937,2.705,1.293,4.72,4.511,1.068,1.4116
CYC000001312,NBH000072,9.7631,3.905,0.4137,0.9625,4.6,1.22,4.563,6.935,0.4765,7.1,1.316,4.242,9.99,6.903,0.613,5.321,0.784,1.8377
CYC000001313,NBH000077,6.0862,5.426,0.948,0.4825,9.388,2.35,6.198,6.415,0.9201,8.784,5.227,9.121,3.645,2.605,1.933,2.751,2.056,0.3555
CYC000001314,NBH000134,9.9053,8.783,0.4134,0.5592,2.108,7.959,0.126,0.55,0.2143,8.608,6.635,5.831,3.855,9.398,8.68,6.61,9.512,3.6357
CYC000001315,NBH000040,4.5994,3.144,0.9284,0.6257,5.503,4.452,0.801,6.609,0.0635,1.465,5.254,3.313,1.982,2.016,2.478,1.972,4.989,3.9517
CYC000001316,NBH000063,1.0205,8.364,0.9271,0.7816,3.335,2.429,6.348,0.989,0.267,1.788,1.026,2.083,2.806,3.733,0.951,5.023,1.795,1.663
CYC000001317,NBH000144,8.7196,6.18,0.5566,0.1267,1.509,6.024,9.092,4.873,0.8093,4.748,9.237,5.16,4.62,2.218,9.747,0.101,5.735,2.5515
CYC000001318,NBH000050,9.7767,2.693,0.0619,0.2257,3.796,1.264,8.671,0.265,0.7792,7.17,1.346,6.32,7.339,8.219,4.554,5.814,6.207,4.2866
CYC000001319,NBH000108,5.0738,1.776,0.7045,0.898,4.415,1.237,5.044,0.925,0.106,6.881,0.964,4.894,7.418,9.429,0.31,5.845,5.718,1.8648
CYC000001320,NBH000029,2.1389,0.18,0.0423,0.538,0.4,7.155,2.443,6.526,0.9575,3.418,2.745,5.465,0.979,1.12,5.579,8.922,3.302,3.6131
CYC000001321,NBH000010,5.058,1.481,0.2099,0.9835,7.63,6.478,7.88,3.172,0.3037,9.937,0.563,5.956,9.61,3.823,3.701,9.746,1.74,2.4544
CYC000001322,NBH000038,5.3511,2.395,0.1351,0.2628,9.484,5.974,7.106,3.747,0.8389,9.76,5.35,3.015,8.355,1.489,1.709,8.795,4.841,1.5612
CYC000001323,NBH000003,5.2812,5.615,0.3284,0.8005,1.027,2.259,4.463,6.968,0.4837,0.177,9.065,2.663,1.68,2.048,4.596,8.998,2.379,0.5896
CYC000001324,NBH000109,3.9383,2.302,0.1067,0.0615,3.506,3.156,9.43,5.1,0.5179,6.029,3.499,2.028,6.949,2.514,5.603,1.707,6.426,4.5145
CYC000001325,NBH000054,8.5404,2.387,0.1275,0.3246,8.072,8.432,5.569,4.351,0.799,7.19,0.851,5.399,7.636,1.47,5.922,4.264,7.852,3.7029
CYC000001326,NBH000183,8.1885,4.681,0.2561,0.6317,9.387,0.371,9.965,0.731,0.6358,9.02,3.388,2.91,1.189,9.285,7.827,8.177,0.961,3.6165
CYC000001327,NBH000104,7.4736,0.756,0.71,0.1249,1.283,8.413,5.965,9.753,0.9557,4.598,5.075,0.576,2.878,6.914,9.162,6.832,4.063,4.4377
CYC000001328,NBH000066,0.6997,7.494,0.5494,0.9512,9.057,8.216,1.663,8.436,0.3098,2.465,6.219,6.21,7.853,1.319,3.693,4.437,2.624,4.7649
CYC000001329,NBH000017,6.5768,5.992,0.3247,0.8402,0.332,8.849,2.414,4.569,0.0267,4.412,9.304,6.805,2.337,3.992,6.067,9.008,2.147,2.9605
CYC000001330,NBH000129,4.8419,8.009,0.0583,0.662,0.385,5.47,7.066,2.434,0.6435,3.23,5.074,1.87,8.667,7.804,6.719,5.846,8.382,0.8495
CYC000001331,NBH000238,9.63,1.156,0.0908,0.8682,6.578,5.413,3.653,9.997,0.1173,8.551,0.945,2.462,0.157,0.668,2.386,0.549,0.856,0.2417
CYC000001332,NBH000020,5.7921,8.75,0.3399,0.728,7.19,9.736,9.33,0.55,0.1681,5.361,2.305,6.102,4.367,5.253,7.267,6.668,8.121,0.4313
CYC000001333,NBH000187,2.3572,6.422,0.1748,0.1635,2.682,2.274,7.139,0.528,0.8342,3.294,3.485,3.352,3.827,6.653,2.57,5.59,7.723,4.3506
CYC000001334,NBH000064,4.2863,0.283,0.8091,0.9339,5.126,4.141,9.549,2.718,0.7063,3.683,5.893,4.204,6.86,1.297,2.737,7.391,8.902,3.3159
CYC000001335,NBH000179,8.8564,3.924,0.2251,0.6547,8.372,4.946,6.963,2.278,0.744,8.226,6.196,8.48,3.791,0.663,1.499,8.061,7.772,4.0574
CYC000001336,NBH000041,2.3475,7.899,0.2587,0.2815,3.125,5.425,8.721,6.778,0.6049,0.962,2.231,9.623,6.079,1.967,1.29,6.833,9.899,2.1332
CYC000001337,NBH000169,0.6566,4.091,0.7208,0.5842,4.17,8.315,7.745,2.094,0.328,3.855,8.698,2.019,3.002,8.217,0.873,9.097,7.268,3.7725
CYC000001338,NBH000133,8.1517,4.943,0.0606,0.6055,3.144,4.616,5.559,9.61,0.8685,3.25,7.458,3.107,9.126,7.736,7.223,0.522,3.363,2.7692
CYC000001339,NBH000249,1.5318,0.821,0.9321,0.0354,9.165,6.201,1.744,1.066,0.3885,8.148,7.263,1.332,4.633,9.86,3.472,0.719,5.449,1.0942
CYC000001340,NBH000115,5.4529,3.129,0.8657,0.781,7.31,0.529,6.989,1.606,0.0967,2.015,7.322,9.069,3.656,1.58,4.485,0.647,9.587,0.7021
CYC000001341,NBH000008,9.434,3.925,0.0845,0.1482,4.88,0.386,8.479,2.419,0.5596,5.467,4.11,0.992,5.473,7.552,3.998,8.001,3.042,2.3827
CYC000001342,NBH000214,8.5371,8.628,0.3425,0.2121,9.421,7.466,0.022,2.891,0.3114,7.948,2.627,6.222,4.023,5.682,4.581,8.947,2.884,4.4687
CYC000001343,NBH000151,4.8112,9.233,0.4362,0.3473,1.017,4.903,9.404,8.536,0.0979,8.701,8.096,5.404,6.829,6.111,0.34,1.609,5.719,3.691
CYC000001344,NBH000235,4.7213,8.198,0.8892,0.0248,0.12,1.173,4.888,3.444,0.9981,4.014,9.364,3.487,7.147,5.699,8.067,4.656,4.781,3.2361
CYC000001345,NBH000041,6.1744,7.546,0.3734,0.0863,6.678,9.078,3.522,5.072,0.9666,7.936,7.39,4.8,2.262,3.196,1.798,4.15,1.394,4.7433
CYC000001346,NBH000106,5.2165,4.903,0.9833,0.5909,3.539,3.978,3.703,6.162,0.7417,6.519,6.095,0.77,9.456,1.944,4.917,6.25,6.094,4.2031
CYC000001347,NBH000227,7.2756,6.236,0.4397,0.2135,8.002,7.919,4.004,7.754,0.0691,3.478,8.687,4.362,0.264,8.788,6.075,9.643,5.593,1.3937
CYC000001348,NBH000169,9.5497,5.878,0.0541,0.7207,9.763,1.38,4.648,7.914,0.5975,5.653,1.396,2.434,9.827,5.016,1.277,8.85,1.079,0.8188
CYC000001349,NBH000036,7.7338,0.601,0.3229,0.0331,1.977,8.383,0.282,0.382,0.0206,0.808,2.451,8.152,9.213,0.823,6.851,9.438,9.909,3.789
CYC000001350,NBH000131,9.4779,9.479,0.3409,0.9098,2.33,4.524,6.902,4.959,0.4203,6.95,1.805,2.868,2.397,3.049,2.117,4.894,3.793,2.0989
CYC000001351,NBH000044,2.155,5.525,0.3509,0.016,9.208,3.554,4.981,3.759,0.2235,6.026,1.288,9.734,7.726,4.457,4.345,5.068,4.251,1.919
CYC000001352,NBH000196,1.2441,6.286,0.4923,0.0027,3.704,9.645,4.406,1.138,0.2105,6.264,3.961,1.303,7.632,0.947,8.293,0.17,0.017,4.1593
CYC000001353,NBH000131,1.6702,1.354,0.0151,0.0682,5.059,0.966,5.946,9.94,0.2683,9.637,3.403,0.346,7.197,6.414,1.192,3.282,8.199,0.9233
CYC000001354,NBH000048,4.9693,7.224,0.3519,0.539,5.007,5.217,0.07,9.395,0.6297,5.07,3.007,9.31,8.985,2.985,1.698,2.483,9.296,0.9158
CYC000001355,NBH000218,6.3754,9.575,0.491,0.2805,7.586,1.075,6.282,7.037,0.1598,6.48,7.309,4.791,9.994,4.105,1.684,4.535,8.63,0.2365
CYC000001356,NBH000009,0.7455,3.166,0.4402,0.6071,1.086,0.624,4.442,2.689,0.7256,6.821,7.121,8.759,1.724,0.559,0.82,1.458,1.796,1.5647
