demo_household_survey_year,demo_household_household_id_sample,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_cohabiting_partner_flag,demo_household_household_income_ratio_poverty,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly,demo_household_eldercare_responsibility_flag,demo_household_sampling_stratum
2022,c0a1ccfe07cd,Spouse,Joint,Married,1,N,N,Y,0.38,69.7,0.95,0,Fixed_broadband,Urdu,Any,40,10349,Y,Rural
2020,6e1fb89e9dda,Child,Single_person,Married,2,N,N,Y,1.82,46.3,3.66,1,None,Marathi,Any,36,8491,Y,Rural
2021,2270e35acaca,Spouse,Extended,Divorced,0,Y,N,N,1.3,41.8,3.73,1,Fixed_broadband,Hindi,Any,55,19891,Y,Metro
2019,24d8cc53bfb9,Sibling,Single_person,Married,3,N,Y,N,4.97,43.5,0.43,0,Both,Odia,Any,10,29146,N,Metro
2024,b5cd4aa93e16,Head,Nuclear,Married,4,Y,Y,N,1.01,49.8,2.19,0,Fixed_broadband,Kannada,Any,80,24842,Y,Urban
2024,9b9d246be0da,Other,Extended,Widowed,0,Y,Y,Y,1.02,74.7,0.4,2,None,Other,None,29,15710,Y,Urban
2025,574d90e8ed65,Parent,Single_person,Separated,2,N,Y,N,2.23,51.6,2.54,4,Mobile_broadband,Punjabi,Any,50,13089,N,Metro
2018,107abb3f050a,Child,Single_person,Widowed,2,N,Y,N,4.95,13.0,2.9,2,Mobile_broadband,Hindi,Any,71,12034,Y,Metro
2019,86be41bc9776,Head,Joint,Never_married,3,Y,Y,Y,1.56,5.1,1.79,2,Both,Urdu,Any,35,3108,Y,Urban
2023,095c071808b3,Other,Nuclear,Separated,0,Y,Y,Y,1.12,6.9,2.87,0,Fixed_broadband,Tamil,Any,0,28605,Y,Urban
2023,40cf0ca8a3cc,Child,Nuclear,Widowed,2,N,Y,N,1.42,41.1,0.93,3,Fixed_broadband,Gujarati,Any,43,5067,N,Metro
2020,c0e790bad02e,Other,Extended,Separated,5,N,N,Y,1.4,16.2,0.89,3,Both,Odia,None,10,8481,Y,Urban
2022,a3c6ca0015e7,Head,Nuclear,Widowed,4,N,Y,N,0.25,4.3,3.04,3,Mobile_broadband,Other,None,74,6642,N,Metro
2024,aee8f5d4efb7,Sibling,Nuclear,Separated,4,Y,N,N,4.96,18.5,2.16,0,None,Other,Any,0,11415,Y,Town
2020,2127f538b2ef,Sibling,Nuclear,Widowed,3,N,Y,Y,1.99,41.4,3.78,0,Both,Kannada,Any,17,24140,N,Metro
2025,ddc02bf82ccc,Spouse,Single_person,Divorced,3,N,N,Y,3.32,71.9,4.16,4,Mobile_broadband,Marathi,Any,76,198,N,Metro
2022,ba26facb7d86,Head,Joint,Widowed,0,N,N,Y,0.87,47.4,3.48,0,None,Bengali,Any,14,16223,Y,Rural
2024,09135b6e1ba8,Spouse,Extended,Divorced,2,Y,N,N,3.93,34.3,3.16,0,Fixed_broadband,Punjabi,Any,51,12224,Y,Urban
2018,a067fe5c5db3,Other,Joint,Never_married,2,Y,N,Y,3.01,78.1,3.18,1,Mobile_broadband,Kannada,Any,62,6110,Y,Town
2018,3692447f8020,Parent,Single_person,Widowed,5,N,Y,Y,3.98,9.4,3.36,1,None,Other,Any,25,19222,N,Rural
2019,274c5bad7015,Head,Joint,Separated,1,N,N,N,2.4,51.6,2.86,0,Mobile_broadband,Hindi,Any,33,12015,Y,Town
2023,d9e97aad88f9,Parent,Single_person,Divorced,4,N,N,N,3.4,77.8,2.56,0,None,Punjabi,Any,52,7085,Y,Metro
2021,5c4e4b584505,Child,Nuclear,Divorced,3,Y,N,N,1.95,65.7,1.62,2,Fixed_broadband,Urdu,Any,34,27857,Y,Urban
2024,09bd94daeef2,Child,Nuclear,Separated,6,Y,N,N,1.05,68.4,1.17,3,None,Odia,Any,39,26259,Y,Town
2022,96010da91768,Parent,Single_person,Never_married,5,Y,N,Y,2.14,0.6,2.49,0,Mobile_broadband,Marathi,None,47,6041,N,Metro
2024,1145d02ab3d0,Spouse,Extended,Divorced,2,N,N,N,2.52,38.1,3.63,3,Fixed_broadband,Assamese,Any,46,2386,N,Town
2023,c6908fe91321,Child,Extended,Divorced,0,Y,Y,N,1.02,14.5,3.86,2,Both,Telugu,None,38,18325,Y,Urban
2021,592d54511d3c,Parent,Single_person,Married,6,N,N,N,2.42,67.4,3.55,0,None,Bengali,None,72,27811,N,Urban
2024,482cb9c303fe,Other,Joint,Married,1,Y,N,N,3.78,35.1,4.29,1,Mobile_broadband,Bengali,Any,26,28742,N,Rural
2024,ecded4a0c5fb,Spouse,Joint,Divorced,0,N,Y,N,0.92,77.2,3.07,0,Mobile_broadband,Urdu,None,27,12718,Y,Rural
2020,09d5001ab70a,Spouse,Nuclear,Never_married,3,Y,Y,N,4.22,30.7,2.87,0,Both,Marathi,Any,11,4872,N,Town
2025,d067c41f8812,Parent,Joint,Divorced,2,N,Y,Y,0.74,76.7,3.24,4,Fixed_broadband,Tamil,Any,68,9302,N,Metro
2021,7266dfcbff48,Other,Extended,Separated,1,N,N,N,3.16,65.9,4.97,3,Both,Urdu,Any,40,4244,Y,Metro
2021,e2f6d911c768,Parent,Nuclear,Never_married,3,Y,Y,Y,3.51,45.2,2.55,3,Fixed_broadband,Gujarati,None,16,15676,Y,Urban
2024,e2a5d82c99a3,Spouse,Joint,Married,3,N,Y,N,0.62,8.5,2.3,2,Both,Kannada,None,31,23542,N,Urban
2024,b9a24a0cff46,Spouse,Single_person,Separated,3,N,N,N,0.25,71.5,3.8,1,Fixed_broadband,Assamese,Any,40,18836,N,Rural
2023,2e30696f83cf,Head,Extended,Separated,2,N,N,N,3.32,0.6,1.49,3,Mobile_broadband,Urdu,Any,8,2225,Y,Metro
2024,802fe5383ad9,Parent,Nuclear,Widowed,4,N,N,N,1.29,53.3,3.35,4,None,Hindi,Any,55,19362,Y,Urban
2024,c7d1eb5b61b8,Other,Nuclear,Divorced,1,Y,N,Y,4.3,64.3,1.77,3,None,Kannada,Any,59,9471,N,Metro
2021,e69b19fca761,Other,Extended,Divorced,3,N,N,N,2.77,58.8,4.05,1,Both,Malayalam,None,66,16617,Y,Urban
2024,3c813cb36d4c,Other,Nuclear,Never_married,1,N,Y,N,4.82,49.3,3.9,0,Fixed_broadband,Marathi,None,62,11788,Y,Town
2022,a9645a5ee97f,Spouse,Joint,Widowed,0,N,N,N,2.98,39.0,2.88,3,Both,Gujarati,None,53,5982,Y,Urban
2021,63d24d4a5361,Head,Single_person,Widowed,3,Y,N,N,3.91,26.2,1.17,0,Fixed_broadband,Other,None,73,22121,N,Metro
2020,f8e0a0fb38c2,Sibling,Joint,Divorced,5,N,N,N,1.55,40.6,0.38,2,None,Urdu,Any,76,7783,N,Town
2020,4118791b6fb2,Sibling,Single_person,Never_married,1,N,Y,N,3.45,5.0,0.89,1,None,Assamese,None,61,10118,N,Metro
2020,314b21665d5f,Parent,Extended,Separated,0,N,N,N,1.8,53.8,4.43,0,None,Gujarati,None,56,1492,N,Urban
2025,30eb1c2d1a25,Sibling,Joint,Separated,5,Y,N,Y,3.87,56.5,1.82,1,Fixed_broadband,Bengali,None,35,4837,Y,Metro
2019,c62ae906bf43,Head,Joint,Separated,0,Y,Y,N,1.75,28.3,4.62,2,Both,Assamese,None,23,29125,N,Urban
2020,1e3be68c42fc,Other,Single_person,Widowed,5,Y,Y,Y,3.02,44.3,3.58,0,Both,Bengali,Any,35,20826,Y,Town
2018,6fefd064ab23,Spouse,Joint,Divorced,4,Y,Y,N,0.61,52.0,4.45,0,Fixed_broadband,Telugu,None,24,2115,N,Urban
2018,d520d8f405be,Sibling,Joint,Married,2,Y,Y,N,1.25,9.1,0.36,2,Fixed_broadband,Kannada,None,71,24363,N,Metro
2024,c0774d9a6b08,Other,Single_person,Separated,2,Y,N,N,4.52,27.7,0.86,0,Fixed_broadband,Gujarati,None,67,24590,Y,Urban
2019,f26dd48e2f6c,Child,Joint,Married,0,Y,N,N,2.86,65.1,2.74,2,None,Hindi,None,43,27880,N,Town
2024,3ce251f78085,Head,Nuclear,Never_married,1,Y,Y,N,3.07,64.3,3.99,1,Mobile_broadband,Odia,None,49,27796,Y,Urban
2018,e1d0fd19f135,Child,Joint,Married,5,Y,Y,Y,0.48,54.6,1.48,0,Mobile_broadband,Hindi,Any,76,14904,Y,Urban
2023,747e516e2388,Child,Joint,Divorced,6,N,N,Y,4.4,59.2,2.55,1,Both,Assamese,Any,78,1155,Y,Urban
2020,024954c97bde,Parent,Extended,Married,5,Y,N,Y,4.9,45.2,4.29,4,Both,Urdu,None,74,23422,Y,Metro
2025,35f4bd7ae28d,Sibling,Single_person,Divorced,5,Y,N,N,4.56,18.9,4.83,3,Mobile_broadband,Kannada,None,18,16229,Y,Town
2020,aedd224b5c25,Sibling,Nuclear,Widowed,3,N,Y,Y,1.58,46.8,2.46,3,None,Urdu,Any,4,7923,Y,Metro
2019,26b77cd4817b,Child,Extended,Never_married,1,N,N,N,2.47,68.5,2.58,2,None,Odia,None,38,10102,Y,Town
2023,72375a629f8a,Other,Nuclear,Divorced,0,N,N,Y,3.32,73.6,4.45,0,None,Assamese,Any,44,26641,Y,Rural
2019,f31f7933027a,Parent,Nuclear,Married,4,Y,N,N,4.8,60.6,0.33,3,None,Hindi,Any,47,8269,Y,Town
2018,dae90c69790e,Other,Joint,Divorced,0,Y,Y,Y,3.97,20.5,1.66,4,Mobile_broadband,Other,Any,38,24446,N,Metro
2022,9dc9321a2044,Parent,Single_person,Never_married,2,Y,N,N,4.63,36.6,2.87,2,None,Kannada,None,47,26629,N,Town
2025,9d20a8c9136b,Sibling,Nuclear,Never_married,1,Y,N,Y,1.18,13.1,4.93,2,None,Malayalam,Any,11,18179,N,Urban
2022,1e35d3fa61e2,Other,Single_person,Married,5,N,N,Y,3.37,36.9,4.49,2,Both,Kannada,Any,51,14341,Y,Town
2023,cfd5fefd3813,Spouse,Single_person,Married,6,N,Y,Y,3.7,28.9,4.87,2,Both,Telugu,Any,17,4426,N,Town
2024,8a625e1577af,Parent,Nuclear,Widowed,5,N,N,N,2.39,43.9,1.99,0,None,Kannada,Any,35,29816,N,Metro
2023,68ea3dedb066,Sibling,Single_person,Divorced,4,Y,N,N,1.35,73.6,1.35,3,Mobile_broadband,Marathi,None,8,10396,N,Rural
2022,3b1f4617f155,Spouse,Single_person,Married,5,Y,Y,Y,1.7,56.1,0.99,2,None,Hindi,Any,43,17717,N,Town
2023,d9dc98a860db,Other,Single_person,Never_married,4,N,Y,Y,0.83,37.5,1.79,2,Mobile_broadband,Bengali,None,25,27728,N,Town
2018,0c544cf51f05,Head,Nuclear,Married,3,Y,N,N,3.48,39.1,1.51,3,Both,Bengali,Any,61,2463,Y,Urban
2022,42fbc343aa63,Sibling,Extended,Married,4,N,Y,N,0.67,69.8,2.25,3,Both,Bengali,None,54,12810,N,Metro
2023,de3ee3f99287,Child,Single_person,Married,4,N,N,Y,3.59,36.6,3.49,2,None,Urdu,Any,48,23002,Y,Metro
2025,3e26d6c40163,Head,Single_person,Widowed,2,Y,N,N,4.21,78.4,3.86,2,Fixed_broadband,Telugu,None,44,7635,N,Town
2022,6fb9b7b58ccc,Parent,Extended,Never_married,0,Y,Y,N,1.8,29.1,2.96,2,Both,Assamese,None,15,5080,Y,Urban
2019,e10096b84787,Spouse,Extended,Widowed,1,N,Y,N,0.68,29.5,2.13,0,None,Malayalam,Any,4,3621,N,Rural
2023,d57501433927,Spouse,Nuclear,Separated,2,Y,Y,Y,2.28,35.8,0.29,2,Mobile_broadband,Other,None,17,8830,Y,Metro
2023,a5ec52945445,Head,Nuclear,Married,0,Y,N,Y,3.05,22.0,2.07,4,Fixed_broadband,Tamil,None,56,12859,Y,Rural
2022,a773cd28e126,Spouse,Single_person,Married,0,N,N,N,1.54,68.3,0.41,4,Fixed_broadband,Telugu,None,53,681,N,Town
2019,e08aad570c7e,Child,Joint,Married,1,Y,Y,Y,0.83,18.8,0.41,4,Fixed_broadband,Kannada,None,37,19357,N,Urban
2022,a75f718d75a2,Parent,Single_person,Separated,1,N,N,N,3.78,53.8,3.45,4,None,Telugu,None,63,15474,Y,Urban
2024,4f6edeeba2b9,Parent,Extended,Married,3,Y,N,N,2.82,10.2,4.6,0,None,Punjabi,None,21,5503,Y,Urban
2018,654057de95e2,Other,Joint,Married,1,Y,N,Y,2.16,73.3,0.34,4,Both,Marathi,None,40,4548,N,Rural
2020,5d93996cefdf,Head,Single_person,Widowed,4,N,Y,Y,4.07,45.1,2.33,4,Mobile_broadband,Odia,None,37,5572,N,Town
2023,0ddb3c440a19,Child,Single_person,Never_married,5,N,Y,N,3.76,57.9,4.85,3,None,Telugu,Any,29,1656,N,Urban
2023,51feefb0dbea,Other,Extended,Separated,4,N,Y,Y,0.4,71.3,0.74,1,Mobile_broadband,Bengali,None,26,10635,N,Metro
2022,23d3e87613b5,Parent,Single_person,Separated,5,N,Y,N,4.22,71.7,0.39,0,Mobile_broadband,Kannada,Any,57,15508,N,Metro
2021,de0b2ab5d040,Head,Single_person,Separated,2,Y,Y,N,4.9,25.4,4.46,3,Both,Kannada,None,4,23086,N,Town
2020,164db354c723,Head,Extended,Widowed,1,Y,N,N,1.63,5.7,2.61,1,None,Marathi,Any,27,23021,N,Metro
2025,8fbe9536e6b6,Parent,Single_person,Divorced,3,Y,N,Y,2.9,58.0,3.52,4,Mobile_broadband,Urdu,None,38,20061,Y,Urban
2024,79b63f269af7,Spouse,Nuclear,Never_married,2,Y,N,Y,0.8,63.5,1.86,2,Mobile_broadband,Punjabi,Any,26,22387,N,Rural
2024,a2f3c0cc9df5,Other,Extended,Separated,3,Y,N,Y,2.34,59.4,1.41,2,Both,Hindi,Any,22,23264,Y,Rural
2021,fe6573105892,Other,Single_person,Divorced,3,Y,Y,N,1.57,64.4,4.78,1,Mobile_broadband,Tamil,Any,68,3267,Y,Urban
2020,36b072a8aa3d,Spouse,Single_person,Married,4,Y,N,N,0.87,32.3,2.4,4,Both,Malayalam,Any,30,109,N,Rural
2020,1ff1135deb30,Sibling,Single_person,Separated,1,Y,Y,N,3.75,20.8,4.92,0,None,Hindi,Any,1,9756,Y,Urban
2023,6f4c6c4b9b2b,Parent,Joint,Married,3,Y,N,N,3.56,23.7,3.17,3,Fixed_broadband,Odia,None,5,23293,N,Urban
2025,5c7dc4d49b3e,Other,Single_person,Married,0,Y,Y,N,1.66,0.7,1.48,2,Fixed_broadband,Tamil,None,47,20560,N,Rural
2023,a49fda0dd02f,Child,Joint,Divorced,5,Y,N,Y,2.11,68.1,4.44,2,None,Kannada,Any,43,1867,Y,Town
2018,86683a9bc856,Child,Extended,Separated,5,Y,N,Y,2.09,57.8,4.43,1,Fixed_broadband,Other,None,68,5993,N,Town
2023,a32c719c2d68,Other,Single_person,Separated,0,N,Y,Y,0.76,16.0,1.69,0,Fixed_broadband,Punjabi,None,14,6040,N,Town
2023,d864e52723e9,Sibling,Single_person,Widowed,0,N,N,N,2.71,14.1,4.56,4,Both,Malayalam,None,44,17527,N,Metro
2021,e2b6dfd3ead6,Sibling,Joint,Never_married,4,Y,N,Y,1.2,31.1,0.91,3,Mobile_broadband,Gujarati,Any,55,1441,Y,Rural
2019,fd47f9b6c5cf,Head,Single_person,Separated,1,N,Y,N,0.48,10.0,1.99,2,Mobile_broadband,Hindi,Any,40,21556,N,Town
2020,a4dc3f10fd01,Spouse,Single_person,Married,6,N,N,N,0.96,9.4,1.16,3,Mobile_broadband,Gujarati,Any,55,26767,Y,Town
2025,396c7f5ab5a3,Sibling,Single_person,Married,3,N,Y,Y,4.94,24.7,0.41,2,None,Bengali,None,28,15161,N,Urban
2025,c886c10eca27,Head,Single_person,Never_married,2,N,N,Y,5.0,72.3,1.77,4,None,Bengali,None,54,28657,Y,Rural
2023,e637aa63e318,Parent,Nuclear,Never_married,3,N,Y,Y,3.02,73.0,0.9,2,None,Punjabi,Any,8,17513,Y,Rural
2019,d3b67b6a3bbe,Head,Single_person,Never_married,3,N,N,N,3.03,54.0,3.18,4,Both,Telugu,Any,56,29410,Y,Rural
2023,4d3ad447a034,Child,Nuclear,Divorced,0,N,Y,Y,3.59,66.6,1.75,0,Fixed_broadband,Urdu,Any,35,13861,N,Town
2023,d4d03af94d35,Spouse,Single_person,Never_married,0,N,N,Y,4.78,33.1,2.1,4,Fixed_broadband,Gujarati,Any,68,21074,N,Urban
2025,dd1189d570e2,Other,Joint,Never_married,2,Y,Y,N,2.76,73.8,2.7,1,Both,Urdu,None,71,28929,Y,Metro
2025,47ce510e5bbe,Other,Joint,Married,1,Y,Y,Y,1.83,30.8,3.25,1,Fixed_broadband,Punjabi,None,23,9780,Y,Rural
2022,87d9137770eb,Other,Nuclear,Never_married,0,Y,Y,Y,2.34,43.9,0.54,3,Both,Gujarati,None,27,13198,N,Rural
2023,a8c1a70b85c5,Other,Joint,Never_married,6,Y,Y,N,1.88,43.4,0.39,0,Fixed_broadband,Punjabi,Any,16,27018,Y,Metro
2024,54fef08dd383,Child,Extended,Never_married,6,Y,N,Y,1.5,2.1,2.08,1,Both,Punjabi,Any,23,1331,N,Town
2019,378140d4ee76,Sibling,Extended,Never_married,4,N,Y,Y,2.82,9.9,0.33,3,None,Kannada,None,50,17867,Y,Metro
2022,d93ce69c5d94,Head,Single_person,Divorced,0,Y,N,N,1.97,72.2,2.08,2,Mobile_broadband,Hindi,None,19,15379,Y,Urban
2023,af2301f6ff8e,Spouse,Single_person,Never_married,3,N,Y,N,3.76,69.8,3.37,4,Both,Malayalam,Any,10,23542,N,Metro
2022,3c739cc7d257,Sibling,Single_person,Divorced,1,Y,Y,Y,4.32,13.4,1.72,1,None,Tamil,Any,16,6954,Y,Urban
2024,36fd96a7c1fc,Sibling,Extended,Divorced,5,N,N,N,2.43,76.0,0.27,1,Both,Tamil,Any,73,16840,Y,Town
2018,cf7e1abcfd32,Sibling,Single_person,Divorced,4,N,Y,N,3.57,65.7,3.83,1,Mobile_broadband,Kannada,None,38,5005,Y,Metro
2021,2934fed8db4e,Other,Extended,Never_married,3,Y,Y,N,3.46,24.6,1.52,2,None,Other,Any,30,6894,Y,Metro
2019,153175912928,Other,Joint,Widowed,0,N,Y,Y,2.04,50.3,4.32,2,Both,Hindi,None,40,2128,Y,Urban
2022,2ebae38ef5f0,Child,Nuclear,Separated,2,N,Y,N,4.51,27.9,3.25,2,Fixed_broadband,Kannada,Any,42,20304,Y,Rural
2024,73b2f9408ee9,Child,Extended,Widowed,0,Y,N,N,0.84,65.3,4.93,4,Both,Bengali,None,25,3324,N,Urban
2024,23281811b499,Sibling,Single_person,Separated,6,N,N,Y,1.25,41.0,1.97,1,Mobile_broadband,Urdu,None,46,1519,N,Rural
2018,2f845b894507,Head,Extended,Never_married,2,Y,N,N,1.28,45.9,4.65,1,Fixed_broadband,Odia,None,78,4188,Y,Urban
2019,2c5d493987a0,Spouse,Nuclear,Widowed,3,Y,Y,Y,4.29,49.3,0.31,2,None,Gujarati,None,20,6362,N,Metro
2018,c3e1e5a00c22,Sibling,Single_person,Divorced,6,N,N,Y,0.58,17.1,2.55,3,Both,Other,None,50,14150,Y,Rural
2022,14ac5d9809c6,Spouse,Single_person,Divorced,1,Y,N,Y,2.01,31.5,4.92,0,Mobile_broadband,Punjabi,Any,10,22081,Y,Rural
2022,699376f8615f,Other,Nuclear,Never_married,0,Y,Y,Y,0.79,22.3,4.84,2,Fixed_broadband,Bengali,None,19,8137,N,Urban
2024,450183f0e77c,Spouse,Nuclear,Never_married,4,Y,Y,Y,1.31,23.0,4.78,3,Both,Other,None,59,15755,Y,Rural
2019,f45b3edec0b5,Spouse,Joint,Widowed,5,N,Y,Y,4.31,45.4,0.33,2,None,Assamese,None,7,6486,Y,Metro
2020,e533d2a62062,Sibling,Nuclear,Widowed,6,Y,Y,Y,0.65,14.3,2.43,2,None,Bengali,Any,0,14751,N,Metro
2024,2a379535a537,Spouse,Nuclear,Never_married,1,Y,Y,N,0.77,17.7,3.54,0,Both,Bengali,None,77,10749,N,Metro
2018,8d37ffcc69f3,Head,Single_person,Widowed,0,Y,Y,Y,3.94,11.5,0.43,1,Mobile_broadband,Kannada,None,0,23671,N,Urban
2020,565c0fb03584,Child,Joint,Married,6,N,Y,Y,1.8,41.4,2.11,4,Fixed_broadband,Tamil,None,32,8270,Y,Town
2018,91f0b1a81442,Sibling,Joint,Separated,1,N,N,N,1.36,20.7,3.64,3,Both,Assamese,None,2,25406,N,Rural
2020,a43811e7e2ef,Child,Nuclear,Divorced,5,N,Y,N,3.42,41.9,1.02,4,Mobile_broadband,Telugu,Any,12,29039,Y,Urban
2025,0974a792e4d3,Other,Single_person,Married,4,Y,N,N,1.37,43.3,4.22,0,Both,Other,Any,28,21066,Y,Urban
2020,ad43a7d103f3,Other,Joint,Married,6,N,N,Y,3.9,4.6,0.37,4,Both,Kannada,None,46,1607,N,Rural
2019,615cdf165a8f,Parent,Joint,Separated,0,N,Y,Y,3.49,13.6,0.88,4,None,Urdu,Any,61,4365,N,Metro
2023,46feb4604656,Head,Extended,Married,3,N,N,Y,3.59,13.6,0.59,2,None,Tamil,Any,51,1777,N,Urban
2021,a32859f6e4b3,Other,Nuclear,Separated,6,Y,Y,Y,2.58,38.2,2.51,1,Fixed_broadband,Marathi,Any,80,29914,N,Town
2023,a4ad9454f215,Head,Single_person,Divorced,1,Y,Y,Y,3.17,36.4,0.86,4,Fixed_broadband,Telugu,None,17,8907,N,Urban
2025,6df734438460,Parent,Single_person,Never_married,4,Y,Y,Y,4.74,15.2,5.0,3,Both,Telugu,Any,60,25443,Y,Town
2025,70ad7b77b802,Head,Nuclear,Widowed,4,Y,N,N,1.35,37.9,1.89,3,Fixed_broadband,Punjabi,None,45,15380,N,Metro
2024,0c620312e1a0,Spouse,Single_person,Divorced,0,Y,N,N,3.41,55.0,1.0,4,Fixed_broadband,Kannada,None,47,15165,N,Metro
2020,178eba7dbf6a,Spouse,Extended,Married,5,Y,Y,N,1.72,52.6,3.21,4,None,Hindi,None,56,16630,Y,Rural
2024,6a8ff3d58ae9,Spouse,Joint,Divorced,3,N,N,Y,2.79,73.6,0.61,2,Fixed_broadband,Bengali,Any,50,19612,N,Town
2025,206cb3d5239f,Head,Joint,Never_married,1,Y,Y,N,1.79,77.7,0.31,3,Fixed_broadband,Bengali,None,67,17275,N,Metro
2025,e1a2e2dab782,Sibling,Single_person,Separated,4,Y,Y,N,0.46,27.2,4.73,1,None,Marathi,Any,21,16821,N,Rural
2019,2abcdc95a40f,Head,Nuclear,Divorced,5,Y,Y,N,3.23,22.6,1.32,1,Both,Gujarati,None,18,16774,Y,Rural
2018,277f2188cb40,Head,Joint,Separated,2,Y,N,Y,1.24,23.3,2.2,3,Fixed_broadband,Assamese,None,22,4824,Y,Town
2022,6e40e345b0ad,Head,Joint,Divorced,0,Y,Y,Y,0.58,10.6,4.0,0,Mobile_broadband,Odia,Any,44,12171,N,Town
2021,2ac9258b2985,Spouse,Single_person,Never_married,3,Y,Y,N,0.59,68.2,4.35,0,None,Kannada,None,38,13495,N,Town
2025,e5b0e8f85173,Sibling,Nuclear,Divorced,3,Y,N,N,3.53,79.2,3.81,2,Mobile_broadband,Urdu,None,59,19490,N,Metro
2018,7701484f31c6,Other,Extended,Divorced,6,Y,N,N,2.39,67.8,0.53,3,Fixed_broadband,Bengali,None,71,15298,N,Urban
2018,18ae58d0779f,Other,Extended,Married,2,N,N,N,1.79,12.1,4.18,4,None,Odia,Any,65,15757,N,Metro
2018,2b2986e649af,Head,Single_person,Widowed,3,N,Y,N,2.22,64.2,1.64,0,Both,Malayalam,None,70,23063,N,Urban
2023,f9b4322d9715,Spouse,Joint,Divorced,0,N,Y,N,2.32,79.7,4.7,4,Fixed_broadband,Other,None,35,13870,Y,Urban
2023,858014229b10,Child,Extended,Married,4,Y,N,Y,3.01,52.2,4.03,4,Fixed_broadband,Punjabi,Any,17,5396,Y,Rural
2020,f0020ec9470b,Child,Extended,Married,1,N,Y,Y,3.38,72.8,2.6,3,Mobile_broadband,Tamil,Any,55,18412,Y,Urban
2018,c14ee31dec58,Spouse,Extended,Divorced,3,Y,Y,N,4.86,34.9,1.99,3,Both,Bengali,Any,12,28427,Y,Metro
2019,63fac75287d4,Sibling,Extended,Never_married,1,N,N,Y,0.85,60.6,2.31,4,Fixed_broadband,Malayalam,None,34,9376,N,Urban
2020,22f701e359d4,Child,Joint,Divorced,5,N,N,Y,2.03,57.7,4.32,1,Both,Assamese,Any,68,9237,N,Rural
2021,1821597c3122,Spouse,Joint,Separated,1,Y,Y,Y,3.36,38.4,1.01,2,Mobile_broadband,Telugu,Any,3,10945,N,Town
2020,9a9be3f676a5,Spouse,Nuclear,Separated,0,Y,N,Y,1.84,66.5,2.77,0,Both,Kannada,Any,54,22265,Y,Urban
2024,cf43c25d4a8f,Sibling,Joint,Widowed,3,N,N,Y,2.67,77.4,2.44,3,Both,Kannada,None,66,16385,N,Metro
2022,496b091bfc44,Head,Extended,Divorced,1,N,N,N,2.09,71.4,0.84,3,Both,Assamese,Any,30,13653,Y,Metro
2024,337d7a3727ee,Spouse,Joint,Widowed,0,Y,N,Y,1.84,15.0,3.26,1,Mobile_broadband,Tamil,Any,43,5387,Y,Town
2025,e7ab5ec29d17,Head,Nuclear,Separated,4,Y,N,Y,3.7,67.0,4.97,2,Fixed_broadband,Other,Any,65,19302,Y,Rural
2022,985fb07f3d81,Child,Extended,Divorced,3,N,Y,N,2.6,3.8,2.62,3,Both,Punjabi,Any,65,22193,Y,Urban
2025,12b06f88e326,Spouse,Extended,Widowed,1,N,Y,Y,3.78,22.0,3.82,4,None,Urdu,Any,1,7228,Y,Urban
2018,5d269d4659e3,Sibling,Joint,Separated,5,Y,Y,N,1.2,68.2,2.22,3,Fixed_broadband,Odia,None,79,14,N,Rural
2021,ea0faf0e97ee,Head,Single_person,Divorced,5,Y,N,Y,4.44,3.4,3.97,2,Mobile_broadband,Marathi,None,33,25358,N,Metro
2021,6dda472641a6,Head,Nuclear,Never_married,1,Y,Y,N,4.33,2.2,3.23,4,Fixed_broadband,Malayalam,None,38,6555,N,Town
2022,9e93a7b3452a,Spouse,Nuclear,Never_married,3,Y,N,Y,2.1,29.1,0.22,0,None,Tamil,Any,36,15645,N,Rural
2018,d1400e289b97,Head,Single_person,Never_married,5,Y,N,Y,0.69,61.1,2.05,1,Fixed_broadband,Other,None,34,26970,N,Rural
2020,bc1bfce26306,Other,Joint,Married,6,N,Y,N,1.31,70.4,2.03,4,Both,Odia,None,61,6181,Y,Town
2018,ddf5cc6d15bc,Other,Joint,Married,4,N,N,Y,4.22,1.8,4.72,0,Mobile_broadband,Bengali,Any,15,13144,Y,Rural
2025,e77e4bad0257,Parent,Joint,Married,2,N,N,Y,0.67,16.3,2.67,4,None,Punjabi,None,59,7848,Y,Urban
2023,6f4c036d80af,Spouse,Extended,Widowed,1,N,N,Y,1.6,73.8,4.82,2,Both,Urdu,None,61,10383,N,Town
2018,b9d467797ec4,Parent,Single_person,Separated,5,N,N,N,3.92,45.1,2.85,0,Both,Telugu,Any,12,28077,N,Urban
2018,71317400056b,Parent,Extended,Divorced,4,N,N,Y,0.74,24.4,4.38,0,Fixed_broadband,Marathi,Any,67,28897,Y,Metro
2024,d2050a944b00,Parent,Nuclear,Never_married,3,N,N,N,3.31,6.1,0.72,3,Mobile_broadband,Hindi,Any,56,15709,N,Town
