tech_opendata_reference_year,tech_opendata_country_iso2,tech_opendata_open_data_maturity_score,tech_opendata_open_by_default_policy_flag,tech_opendata_public_sector_info_directive_compliance_flag,tech_opendata_high_value_datasets_published_count,tech_opendata_api_endpoints_count,tech_opendata_machine_readable_share_pct,tech_opendata_metadata_dc_at_ap_compliance_pct,tech_opendata_licensing_standard_code,tech_opendata_reuse_cases_count,tech_opendata_digital_identity_eidas_level,tech_opendata_eudi_wallet_ready_flag,tech_opendata_cross_border_service_usage_count,tech_opendata_interoperability_framework_adoption_pct,tech_opendata_data_spaces_participation_flag,tech_opendata_gaia_x_alignment_flag,tech_opendata_data_governance_act_compliance_flag,tech_opendata_data_act_compliance_flag,tech_opendata_data_extract_date
2016,SK,77.99,0,1,264,444,87.97,58.25,CC0_1_0,1688,HIGH,1,3623,33.95,1,1,0,1,2024-07-20
2017,BE,23.76,0,1,308,348,77.3,82.48,EU_PSI_STANDARD,1289,SUBSTANTIAL,0,5140,71.07,1,0,0,0,2024-10-19
2018,DK,82.11,1,1,27,338,70.96,72.37,CC_BY_4_0,1695,LOW,1,1637,50.08,1,0,1,1,2025-03-18
2019,GR,93.38,1,0,13,406,61.04,97.25,ODC_BY,1690,HIGH,1,1905,58.72,1,1,1,1,2026-01-30
2020,LT,67.41,1,0,86,441,44.32,94.36,OTHER,1362,SUBSTANTIAL,0,3033,93.7,0,1,0,1,2025-08-10
2021,PT,52.51,0,0,74,550,61.64,84.92,CC0_1_0,1568,LOW,0,3380,58.88,0,0,0,0,2024-04-14
2022,SE,53.47,1,0,75,335,35.59,42.87,EU_PSI_STANDARD,1308,HIGH,1,4500,45.3,1,0,0,0,2024-10-20
2023,CY,53.2,1,1,42,455,87.65,76.49,CC_BY_4_0,1256,SUBSTANTIAL,1,2716,23.12,0,1,0,1,2024-11-12
2024,FR,79.03,1,0,67,466,90.68,91.43,ODC_BY,1424,LOW,0,1330,28.79,0,1,0,1,2024-01-01
2025,IT,36.37,1,0,79,536,66.51,40.1,OTHER,1568,HIGH,1,2851,95.29,0,0,1,1,2024-04-22
2026,NL,73.94,1,1,88,573,43.86,72.97,CC0_1_0,1257,SUBSTANTIAL,0,4148,75.87,1,0,1,1,2025-05-11
2014,SI,38.18,0,0,67,443,79.52,48.89,EU_PSI_STANDARD,1485,LOW,0,1249,31.94,1,0,1,0,2025-08-14
2015,BG,31.39,1,1,89,569,65.56,44.82,CC_BY_4_0,1435,HIGH,1,2555,24.75,1,0,1,0,2024-11-08
2016,EE,84.24,1,1,52,365,74.36,49.26,ODC_BY,1380,SUBSTANTIAL,1,2067,94.92,0,1,0,0,2026-01-31
2017,HU,52.54,1,0,88,551,93.79,63.33,OTHER,1707,LOW,0,1480,24.16,1,1,0,0,2024-07-30
2018,LU,71.27,1,1,36,453,45.09,42.4,CC0_1_0,1366,HIGH,0,1827,68.37,1,1,1,0,2025-08-20
2019,RO,74.14,1,0,49,380,65.53,67.53,EU_PSI_STANDARD,1719,SUBSTANTIAL,0,4000,95.87,1,0,1,1,2024-09-08
2020,AT,86.36,1,1,61,412,73.55,46.45,CC_BY_4_0,1300,LOW,0,3077,19.44,1,0,0,1,2025-10-06
2021,CZ,46.4,1,1,51,373,66.4,93.77,ODC_BY,1618,HIGH,1,2508,63.56,0,1,1,0,2024-11-10
2022,DE,70.07,1,1,103,476,47.09,60.02,OTHER,1696,SUBSTANTIAL,1,2561,42.27,1,0,0,0,2024-04-05
2023,LV,49.99,0,1,57,471,88.07,44.64,CC0_1_0,1707,LOW,0,4318,93.48,1,0,1,1,2024-12-17
2024,PL,46.83,1,1,62,354,96.45,86.66,EU_PSI_STANDARD,1532,HIGH,1,4009,62.04,0,0,0,0,2025-03-13
2025,ES,25.29,0,0,91,544,46.75,82.27,CC_BY_4_0,1450,SUBSTANTIAL,1,2309,77.08,0,1,0,0,2024-08-28
2026,HR,80.07,1,1,35,382,45.7,57.41,ODC_BY,1276,LOW,0,2864,69.67,0,0,0,1,2025-12-19
2014,FI,82.17,0,0,67,411,96.12,76.44,OTHER,1525,HIGH,1,4659,70.2,1,0,1,0,2024-05-10
2015,IE,46.66,1,1,59,371,61.2,75.37,CC0_1_0,1582,SUBSTANTIAL,1,3399,27.45,1,1,1,1,2024-08-01
2016,MT,83.36,1,0,61,542,85.9,83.81,EU_PSI_STANDARD,1640,LOW,0,3581,71.24,0,0,0,1,2025-10-23
2017,SK,75.57,1,1,64,478,42.75,52.07,CC_BY_4_0,1392,HIGH,1,1591,32.75,0,0,1,0,2025-04-11
2018,BE,25.33,1,1,63,553,64.85,45.14,ODC_BY,1573,SUBSTANTIAL,1,1978,71.39,0,1,0,1,2025-08-25
2019,DK,77.38,1,1,82,454,49.69,43.71,OTHER,1468,LOW,0,2805,38.85,1,1,1,1,2024-02-20
2020,GR,53.62,1,1,116,484,87.31,49.57,CC0_1_0,1552,HIGH,1,1365,86.33,0,0,0,0,2025-11-11
2021,LT,67.44,1,1,72,592,67.72,44.52,EU_PSI_STANDARD,1593,SUBSTANTIAL,1,3511,61.74,0,0,0,1,2025-02-26
2022,PT,70.59,1,1,75,508,85.52,61.84,CC_BY_4_0,1578,LOW,0,3669,20.83,1,1,0,1,2025-12-11
2023,SE,88.28,1,1,78,431,76.29,48.49,ODC_BY,1413,HIGH,1,4378,63.77,0,1,1,0,2024-04-10
2024,CY,90.26,1,1,48,485,86.5,41.97,OTHER,1607,SUBSTANTIAL,1,2157,78.16,0,0,0,0,2024-08-31
2025,FR,41.79,1,1,117,391,90.2,51.17,CC0_1_0,1343,LOW,0,2536,23.83,1,0,0,0,2025-12-15
2026,IT,55.67,0,0,108,457,60.92,93.46,EU_PSI_STANDARD,1414,HIGH,1,4389,91.84,1,0,0,0,2025-09-12
2014,NL,45.65,1,1,79,377,35.65,51.81,CC_BY_4_0,1681,SUBSTANTIAL,0,4748,62.26,1,0,1,1,2024-11-28
2015,SI,53.11,1,1,58,530,46.11,78.09,ODC_BY,1424,LOW,0,2402,44.57,0,1,1,0,2025-03-14
2016,BG,91.29,1,0,75,400,71.47,80.88,OTHER,1593,HIGH,1,5101,56.19,0,0,1,0,2025-08-25
2017,EE,31.46,1,1,99,374,44.74,79.52,CC0_1_0,1571,SUBSTANTIAL,1,2055,30.53,1,1,0,1,2025-12-01
2018,HU,37.3,1,1,49,380,53.86,91.97,EU_PSI_STANDARD,1388,LOW,0,1402,92.63,0,1,1,1,2026-02-14
2019,LU,28.08,0,1,122,437,92.46,54.68,CC_BY_4_0,1400,HIGH,1,1820,83.41,1,0,1,1,2024-01-26
2020,RO,81.79,0,1,85,501,49.76,61.51,ODC_BY,1360,SUBSTANTIAL,0,4584,19.2,0,0,0,0,2025-08-16
2021,AT,41.73,0,1,81,457,88.77,87.65,OTHER,1497,LOW,0,2918,44.05,0,0,1,1,2025-11-27
2022,CZ,78.07,1,0,121,368,60.17,40.71,CC0_1_0,1553,HIGH,1,3378,50.32,0,0,1,1,2024-06-24
2023,DE,23.77,0,1,118,372,47.48,98.77,EU_PSI_STANDARD,1426,SUBSTANTIAL,1,3636,60.09,1,0,1,0,2025-03-24
2024,LV,58.2,1,1,66,371,56.15,75.62,CC_BY_4_0,1617,LOW,1,3281,69.43,0,1,1,1,2025-03-02
2025,PL,49.08,0,1,83,499,69.46,70.27,ODC_BY,1553,HIGH,1,4756,55.74,0,0,1,0,2024-09-07
2026,ES,71.76,0,1,91,502,62.09,89.69,OTHER,1725,SUBSTANTIAL,1,5052,45.79,0,1,1,0,2024-03-27
2014,HR,59.97,0,1,70,392,66.57,41.22,CC0_1_0,1574,LOW,0,4754,54.12,0,0,0,0,2024-03-25
2015,FI,80.53,0,1,93,427,45.48,92.97,EU_PSI_STANDARD,1447,HIGH,1,2751,83.0,0,1,1,0,2025-03-21
2016,IE,72.03,1,1,132,489,51.44,74.47,CC_BY_4_0,1337,SUBSTANTIAL,0,4687,52.28,0,1,0,0,2024-11-05
2017,MT,72.6,1,1,134,432,68.0,78.36,ODC_BY,1565,LOW,0,2039,52.38,0,0,0,1,2024-05-14
2018,SK,71.5,1,1,83,525,82.18,57.94,OTHER,1503,HIGH,0,3339,63.49,1,0,1,0,2025-05-31
2019,BE,84.69,1,0,130,586,42.56,47.91,CC0_1_0,1266,SUBSTANTIAL,1,4599,93.36,1,1,0,1,2025-03-18
2020,DK,27.41,0,1,123,555,37.81,78.06,EU_PSI_STANDARD,1602,LOW,0,1293,87.8,0,0,0,1,2025-07-21
2021,GR,36.52,0,0,75,449,78.31,68.28,CC_BY_4_0,1393,HIGH,0,4281,39.36,1,0,1,0,2026-02-21
2022,LT,61.96,0,1,77,483,89.13,64.27,ODC_BY,1757,SUBSTANTIAL,1,1518,29.21,1,1,1,0,2025-06-21
2023,PT,84.6,0,1,123,491,53.26,70.18,OTHER,1760,LOW,0,3638,27.06,0,0,0,1,2025-12-10
2024,SE,25.24,0,1,148,429,55.27,80.59,CC0_1_0,1326,HIGH,0,5056,54.45,1,1,1,1,2025-07-06
2025,CY,90.94,1,0,145,586,92.1,41.84,EU_PSI_STANDARD,1364,SUBSTANTIAL,0,1691,39.27,1,1,0,0,2026-01-06
2026,FR,70.68,0,1,121,610,93.57,77.54,CC_BY_4_0,1706,LOW,0,4704,28.09,1,0,1,1,2026-01-26
2014,IT,88.07,1,0,89,464,68.45,46.61,ODC_BY,1717,HIGH,0,3398,50.26,1,1,0,1,2026-01-18
2015,NL,41.24,1,0,112,425,65.04,67.33,OTHER,1613,SUBSTANTIAL,1,3067,24.82,1,0,1,0,2025-12-02
2016,SI,63.63,0,0,116,442,93.61,44.24,CC0_1_0,1702,LOW,0,4205,79.63,0,1,0,0,2025-03-18
2017,BG,65.52,0,0,154,518,47.01,53.08,EU_PSI_STANDARD,1745,HIGH,1,2560,88.49,1,1,0,0,2026-01-27
2018,EE,46.88,1,1,152,630,97.54,58.07,CC_BY_4_0,1332,SUBSTANTIAL,0,3428,51.49,0,0,0,1,2025-11-26
2019,HU,80.08,1,1,125,543,87.77,43.24,ODC_BY,1466,LOW,1,2697,23.6,0,0,0,0,2024-08-11
2020,LU,46.21,1,1,90,437,60.74,48.12,OTHER,1471,HIGH,0,3836,73.88,0,1,0,1,2025-05-30
2021,RO,86.99,1,0,101,461,35.45,92.39,CC0_1_0,1590,SUBSTANTIAL,1,1626,77.68,1,0,0,0,2025-03-02
2022,AT,54.13,0,0,123,415,78.65,48.5,EU_PSI_STANDARD,1515,LOW,0,4204,77.53,0,0,1,0,2024-08-27
2023,CZ,55.56,1,1,145,622,82.09,87.51,CC_BY_4_0,1306,HIGH,0,2140,86.86,1,1,1,0,2026-01-14
2024,DE,62.29,0,1,138,501,42.64,44.78,ODC_BY,1490,SUBSTANTIAL,1,2805,24.98,1,0,1,1,2024-10-20
2025,LV,35.39,0,0,108,463,69.97,72.48,OTHER,1635,LOW,0,3575,56.22,1,1,0,0,2024-10-24
2026,PL,61.87,1,1,114,446,93.12,53.12,CC0_1_0,1485,HIGH,1,4791,42.59,1,1,1,0,2024-08-11
2014,ES,93.72,0,1,93,548,74.06,79.85,EU_PSI_STANDARD,1725,SUBSTANTIAL,1,1407,42.63,0,1,0,1,2025-09-07
2015,HR,64.01,1,0,103,589,49.23,53.81,CC_BY_4_0,1334,LOW,0,3543,24.18,0,0,1,1,2024-06-19
2016,FI,53.52,1,1,161,477,52.91,85.93,ODC_BY,1523,HIGH,1,2036,63.79,0,1,0,0,2024-10-06
2017,IE,65.65,1,0,148,488,50.76,66.35,OTHER,1476,SUBSTANTIAL,1,1379,73.83,0,0,0,1,2025-05-11
2018,MT,30.41,1,1,102,418,83.98,52.94,CC0_1_0,1686,LOW,1,1888,43.18,1,1,1,1,2024-04-30
2019,SK,83.81,0,1,152,583,57.85,43.7,EU_PSI_STANDARD,1326,HIGH,1,4656,68.17,1,0,1,0,2024-08-30
2020,BE,75.07,1,0,132,537,68.07,68.2,CC_BY_4_0,1652,SUBSTANTIAL,1,2074,23.85,0,0,0,1,2024-06-28
2021,DK,64.3,1,1,111,419,87.59,53.06,ODC_BY,1460,LOW,0,2254,54.58,1,1,0,0,2026-01-31
2022,GR,83.29,0,1,128,549,87.38,73.47,OTHER,1488,HIGH,1,1644,40.12,0,0,1,0,2026-02-22
2023,LT,88.97,1,1,132,425,39.33,62.38,CC0_1_0,1683,SUBSTANTIAL,0,4839,37.46,0,1,1,0,2024-02-08
2024,PT,45.82,1,0,171,544,69.74,60.8,EU_PSI_STANDARD,1532,LOW,0,3695,90.03,1,0,1,0,2024-09-19
2025,SE,40.85,0,1,171,501,37.5,79.27,CC_BY_4_0,1574,HIGH,1,1326,70.67,1,1,1,1,2025-04-08
2026,CY,22.64,1,0,97,625,48.57,95.95,ODC_BY,1597,SUBSTANTIAL,0,2009,29.94,0,0,1,0,2025-10-18
2014,FR,84.78,1,1,134,632,64.9,48.47,OTHER,1770,LOW,0,4285,64.33,0,1,1,0,2025-07-30
2015,IT,79.01,1,0,119,470,59.49,81.74,CC0_1_0,1544,HIGH,0,2912,84.56,0,0,0,0,2025-03-26
2016,NL,21.84,0,0,171,607,97.94,92.86,EU_PSI_STANDARD,1718,SUBSTANTIAL,0,2490,44.67,0,0,0,1,2025-02-17
2017,SI,53.26,1,1,108,504,81.42,44.89,CC_BY_4_0,1306,LOW,0,2421,43.41,0,1,1,0,2024-04-27
2018,BG,40.52,1,0,127,527,49.81,67.39,ODC_BY,1304,HIGH,1,4521,88.22,0,1,0,0,2025-03-11
2019,EE,68.12,1,1,137,559,85.39,46.59,OTHER,1484,SUBSTANTIAL,1,2263,78.3,0,1,1,1,2025-03-09
2020,HU,92.06,0,1,122,627,73.83,46.78,CC0_1_0,1580,LOW,0,3767,73.97,0,0,0,0,2025-12-27
2021,LU,91.16,1,1,141,585,76.45,48.44,EU_PSI_STANDARD,1553,HIGH,0,3256,33.48,1,1,1,1,2024-11-12
2022,RO,55.89,1,1,129,508,70.33,67.83,CC_BY_4_0,1436,SUBSTANTIAL,1,2285,85.87,0,1,0,1,2025-11-19
2023,AT,87.75,1,1,109,486,84.21,49.86,ODC_BY,1651,LOW,0,2531,18.29,1,0,1,0,2025-10-02
2024,CZ,41.41,1,0,111,458,44.66,86.62,OTHER,1788,HIGH,1,3309,64.84,1,0,0,1,2024-04-30
2025,DE,24.64,0,0,148,530,92.52,76.46,CC0_1_0,1577,SUBSTANTIAL,1,2662,90.76,0,0,1,0,2024-08-16
2026,LV,68.78,1,1,168,564,38.94,41.92,EU_PSI_STANDARD,1411,LOW,0,4555,23.69,0,0,0,1,2025-10-09
2014,PL,65.87,0,0,131,467,63.62,83.78,CC_BY_4_0,1654,HIGH,1,1631,55.28,0,0,1,1,2025-09-26
2015,ES,78.96,1,1,134,615,58.17,56.7,ODC_BY,1683,SUBSTANTIAL,1,3280,18.17,0,0,0,1,2025-12-04
2016,HR,22.88,1,0,136,597,40.17,42.12,OTHER,1692,LOW,0,3413,28.78,0,0,1,0,2024-10-17
2017,FI,45.57,1,1,177,563,67.43,89.07,CC0_1_0,1463,HIGH,1,3893,82.91,0,0,0,1,2024-09-10
2018,IE,53.87,1,1,153,639,60.95,71.57,EU_PSI_STANDARD,1716,SUBSTANTIAL,1,5001,25.09,0,1,1,1,2025-07-25
2019,MT,92.88,0,1,157,620,81.66,77.1,CC_BY_4_0,1496,LOW,1,2649,34.87,0,0,1,0,2024-01-05
2020,SK,64.67,1,1,118,546,76.91,59.96,ODC_BY,1655,HIGH,0,4582,69.83,1,1,1,1,2025-12-16
2021,BE,71.26,1,0,127,586,85.41,54.12,OTHER,1433,SUBSTANTIAL,1,4701,39.0,0,0,1,0,2025-08-20
2022,DK,74.74,1,1,152,580,86.12,87.32,CC0_1_0,1320,LOW,0,4022,56.28,0,1,1,0,2025-02-22
2023,GR,25.64,0,1,174,557,91.03,89.32,EU_PSI_STANDARD,1402,HIGH,1,2815,44.84,0,0,1,0,2024-05-28
2024,LT,83.5,1,0,160,486,60.96,84.82,CC_BY_4_0,1794,SUBSTANTIAL,1,1759,18.57,1,0,0,1,2025-02-04
2025,PT,49.56,1,0,133,638,61.15,73.85,ODC_BY,1543,LOW,0,1413,60.19,0,1,1,0,2025-07-08
2026,SE,62.36,0,1,124,479,52.41,94.0,OTHER,1691,HIGH,1,4827,72.4,0,0,0,1,2024-03-18
2014,CY,93.36,1,1,166,513,87.11,57.38,CC0_1_0,1560,SUBSTANTIAL,1,5276,51.31,0,1,1,1,2024-01-04
2015,FR,32.36,1,1,202,433,70.71,73.46,EU_PSI_STANDARD,1502,LOW,0,3695,50.44,0,0,0,1,2025-09-12
2016,IT,34.67,1,1,160,460,67.02,74.58,CC_BY_4_0,1558,HIGH,1,2773,52.79,1,1,0,0,2024-03-27
2017,NL,60.2,0,1,203,528,49.38,62.61,ODC_BY,1594,SUBSTANTIAL,1,4176,47.09,1,0,0,0,2024-11-17
2018,SI,78.28,1,1,137,672,74.56,77.0,OTHER,1512,LOW,0,3110,80.44,0,0,0,0,2025-10-18
2019,BG,85.18,0,1,130,666,90.43,81.54,CC0_1_0,1514,HIGH,1,3822,73.65,0,1,1,1,2025-02-27
2020,EE,62.2,1,0,147,674,62.37,61.86,EU_PSI_STANDARD,1623,SUBSTANTIAL,1,2310,22.99,1,0,1,0,2024-09-15
2021,HU,56.71,1,0,178,668,97.9,79.11,CC_BY_4_0,1452,LOW,0,1593,18.25,1,0,1,0,2024-11-11
2022,LU,78.93,1,0,134,595,78.29,96.71,ODC_BY,1614,HIGH,1,1402,61.04,0,0,1,1,2026-01-19
2023,RO,53.49,1,0,177,640,78.13,67.47,OTHER,1492,SUBSTANTIAL,1,2737,63.13,0,0,0,0,2024-03-22
2024,AT,90.42,0,1,133,537,44.88,98.84,CC0_1_0,1688,LOW,0,3430,64.98,0,0,1,0,2024-06-22
2025,CZ,77.44,1,1,180,519,80.34,46.46,EU_PSI_STANDARD,1354,HIGH,1,1942,73.48,1,0,0,0,2025-01-07
2026,DE,81.44,1,1,175,588,87.33,81.79,CC_BY_4_0,1451,SUBSTANTIAL,1,2529,62.28,1,0,1,0,2024-02-24
2014,LV,84.58,1,1,206,466,96.0,95.7,ODC_BY,1607,LOW,0,2061,66.91,0,0,1,0,2025-03-24
2015,PL,62.41,1,0,171,541,46.32,70.68,OTHER,1619,HIGH,1,4014,30.11,1,0,1,1,2024-11-21
2016,ES,50.06,1,1,184,693,51.98,62.05,CC0_1_0,1493,SUBSTANTIAL,1,2859,43.81,1,0,0,1,2024-07-22
2017,HR,86.17,1,1,173,607,65.38,66.5,EU_PSI_STANDARD,1768,LOW,0,2310,94.8,1,0,0,0,2024-08-01
2018,FI,56.35,0,1,169,632,55.97,68.48,CC_BY_4_0,1567,HIGH,0,1599,71.23,0,0,1,0,2025-02-03
2019,IE,34.23,0,1,216,481,48.72,55.43,ODC_BY,1831,SUBSTANTIAL,0,4275,49.94,0,0,1,1,2025-02-22
2020,MT,84.26,1,1,192,585,56.08,60.89,OTHER,1663,LOW,0,3765,28.85,1,0,0,0,2024-03-14
2021,SK,50.56,0,1,159,589,90.53,61.94,CC0_1_0,1413,HIGH,0,1565,33.33,1,1,1,0,2025-03-26
2022,BE,47.54,1,1,185,630,53.39,47.89,EU_PSI_STANDARD,1570,SUBSTANTIAL,1,3403,55.96,0,0,0,1,2025-09-09
2023,DK,47.73,1,1,145,682,69.7,55.14,CC_BY_4_0,1542,LOW,0,2959,40.87,0,1,1,0,2024-09-17
2024,GR,30.95,1,1,185,521,46.89,64.14,ODC_BY,1361,HIGH,1,4433,33.47,0,0,0,0,2024-12-04
2025,LT,78.44,1,1,189,617,90.58,62.13,OTHER,1366,SUBSTANTIAL,1,4921,50.94,0,0,0,1,2024-03-07
2026,PT,70.26,1,0,208,605,54.57,64.05,CC0_1_0,1817,LOW,0,3373,85.87,0,0,1,0,2024-02-09
2014,SE,85.38,0,1,168,671,66.57,90.07,EU_PSI_STANDARD,1382,HIGH,1,4940,42.2,0,1,0,0,2025-01-09
2015,CY,60.61,1,1,173,493,77.52,63.5,CC_BY_4_0,1378,SUBSTANTIAL,1,2861,27.2,1,0,1,1,2026-02-18
2016,FR,51.62,1,1,151,699,70.74,82.44,ODC_BY,1480,LOW,0,3296,81.17,0,0,0,1,2026-01-13
2017,IT,54.61,0,0,152,670,78.68,97.63,OTHER,1558,HIGH,1,2427,71.48,0,1,0,0,2025-06-01
2018,NL,52.56,1,1,178,502,81.63,44.25,CC0_1_0,1432,SUBSTANTIAL,1,1508,38.39,0,0,1,1,2024-08-24
2019,SI,67.54,1,1,181,622,51.36,97.4,EU_PSI_STANDARD,1400,LOW,0,2952,53.5,0,1,0,1,2024-09-01
2020,BG,46.18,1,1,187,623,68.38,76.39,CC_BY_4_0,1482,HIGH,1,4954,43.98,1,1,1,1,2025-09-30
2021,EE,79.37,0,1,183,501,67.25,89.88,ODC_BY,1390,SUBSTANTIAL,1,4311,69.68,0,1,1,0,2025-08-07
2022,HU,35.32,0,0,166,653,55.3,72.46,OTHER,1754,LOW,0,3869,51.24,1,1,0,0,2025-07-04
2023,LU,44.76,1,0,207,482,43.11,52.12,CC0_1_0,1566,HIGH,0,5110,26.73,0,0,1,1,2026-01-09
2024,RO,52.02,0,1,221,605,88.94,41.85,EU_PSI_STANDARD,1505,SUBSTANTIAL,0,5102,26.56,0,0,1,1,2025-02-05
2025,AT,74.61,1,1,226,674,44.59,69.11,CC_BY_4_0,1420,LOW,0,2714,63.21,1,1,1,0,2025-01-28
2026,CZ,79.65,1,0,241,597,40.13,89.75,ODC_BY,1399,HIGH,1,1823,69.93,0,0,0,0,2024-08-24
2014,DE,25.72,0,0,168,490,57.45,58.22,OTHER,1841,SUBSTANTIAL,1,3044,44.68,1,1,1,1,2025-12-06
2015,LV,85.05,1,1,172,663,37.01,50.94,CC0_1_0,1400,LOW,0,3827,81.62,0,0,0,1,2025-01-21
2016,PL,91.55,1,0,232,499,96.95,42.64,EU_PSI_STANDARD,1488,HIGH,0,5256,50.66,1,0,1,1,2025-01-14
2017,ES,94.03,1,1,217,509,80.7,41.3,CC_BY_4_0,1695,SUBSTANTIAL,1,2558,43.92,0,0,1,1,2024-01-27
2018,HR,58.58,0,0,218,683,86.29,77.45,ODC_BY,1711,LOW,0,4620,41.36,0,0,0,0,2025-08-22
2019,FI,40.79,1,1,180,494,65.1,59.69,OTHER,1746,HIGH,0,3849,18.15,1,1,1,1,2024-08-02
2020,IE,84.42,0,1,220,598,81.42,81.84,CC0_1_0,1833,SUBSTANTIAL,0,2171,38.39,0,0,1,1,2024-06-05
2021,MT,22.81,0,1,190,665,48.99,54.32,EU_PSI_STANDARD,1724,LOW,0,5183,39.27,0,0,1,1,2024-03-25
2022,SK,67.86,0,1,233,503,71.67,43.3,CC_BY_4_0,1739,HIGH,1,2925,82.58,0,0,1,0,2025-10-07
2023,BE,34.02,0,0,205,519,83.96,74.72,ODC_BY,1394,SUBSTANTIAL,1,5305,22.75,0,0,1,1,2024-08-03
2024,DK,64.71,1,1,173,676,64.03,43.77,OTHER,1438,LOW,0,5076,81.42,0,1,0,1,2025-08-09
2025,GR,82.15,1,1,209,699,75.09,81.41,CC0_1_0,1456,HIGH,1,3367,44.75,1,1,0,0,2025-04-08
2026,LT,31.32,1,1,178,531,61.83,52.71,EU_PSI_STANDARD,1557,SUBSTANTIAL,0,2914,48.99,0,1,1,1,2026-02-16
2014,PT,34.82,0,1,195,502,52.19,59.87,CC_BY_4_0,1397,LOW,0,3145,37.92,0,1,0,1,2025-01-09
2015,SE,30.12,1,1,240,727,82.5,77.67,ODC_BY,1660,HIGH,1,2669,27.44,0,1,1,1,2025-05-21
2016,CY,82.44,0,1,209,588,48.36,56.83,OTHER,1872,SUBSTANTIAL,1,2667,77.53,1,1,0,0,2024-08-14
2017,FR,24.81,1,1,210,630,92.81,84.43,CC0_1_0,1632,LOW,0,2550,60.22,1,0,1,0,2024-09-10
2018,IT,69.34,1,0,189,514,50.05,40.58,EU_PSI_STANDARD,1820,HIGH,0,2406,67.8,0,0,1,1,2025-02-15
2019,NL,90.33,1,1,215,488,81.54,95.27,CC_BY_4_0,1432,SUBSTANTIAL,0,3765,66.91,0,0,1,1,2026-01-23
2020,SI,77.97,1,1,241,506,56.65,46.2,ODC_BY,1725,LOW,0,3713,70.85,1,0,1,1,2025-07-31
2021,BG,30.6,0,1,198,725,44.85,57.09,OTHER,1614,HIGH,0,3694,65.85,0,0,1,0,2025-06-11
2022,EE,94.42,0,1,220,597,66.94,56.64,CC0_1_0,1835,SUBSTANTIAL,1,3265,32.41,0,0,1,1,2026-01-05
2023,HU,86.39,1,1,254,631,39.04,48.06,EU_PSI_STANDARD,1405,LOW,1,3993,71.56,0,0,0,1,2025-05-10
2024,LU,49.52,0,1,237,737,97.43,77.35,CC_BY_4_0,1793,HIGH,1,4938,89.88,0,0,1,1,2025-09-20
2025,RO,39.07,1,1,187,608,67.22,66.48,ODC_BY,1745,SUBSTANTIAL,1,5372,54.64,0,0,1,0,2025-04-15
2026,AT,92.34,1,1,218,666,46.26,55.09,OTHER,1493,LOW,1,4713,58.5,1,0,1,1,2025-12-24
2014,CZ,55.41,0,1,247,626,61.1,65.96,CC0_1_0,1389,HIGH,0,3696,43.06,0,1,1,0,2025-03-08
2015,DE,75.19,1,1,212,734,60.67,55.35,EU_PSI_STANDARD,1405,SUBSTANTIAL,0,2256,44.09,1,0,1,0,2024-09-30
2016,LV,88.04,1,0,215,653,48.25,76.64,CC_BY_4_0,1774,LOW,0,2603,37.99,1,0,1,0,2024-09-24
2017,PL,26.93,1,1,193,602,94.83,45.8,ODC_BY,1472,HIGH,0,2447,68.48,0,0,0,1,2025-03-21
2018,ES,22.34,1,1,269,656,42.24,45.69,OTHER,1725,SUBSTANTIAL,1,1599,24.84,1,0,0,1,2024-11-09
2019,HR,53.86,1,1,239,714,55.32,76.26,CC0_1_0,1817,LOW,0,4059,68.95,0,0,1,1,2025-08-29
2020,FI,81.42,1,1,214,630,64.7,44.35,EU_PSI_STANDARD,1412,HIGH,1,3189,78.95,0,1,1,0,2025-11-05
2021,IE,80.1,1,1,210,607,91.59,74.17,CC_BY_4_0,1405,SUBSTANTIAL,1,4735,87.17,1,0,0,0,2025-08-02
2022,MT,78.37,1,0,209,550,37.6,55.01,ODC_BY,1498,LOW,0,4718,87.31,1,0,0,0,2024-08-02
2023,SK,62.65,0,1,233,702,60.76,77.61,OTHER,1891,HIGH,0,3377,94.54,1,1,0,0,2024-05-14
2024,BE,58.04,1,1,200,578,57.89,95.68,CC0_1_0,1799,SUBSTANTIAL,1,3437,64.94,0,0,0,1,2024-11-30
2025,DK,34.51,0,1,268,676,48.76,68.34,EU_PSI_STANDARD,1797,LOW,0,3680,27.56,0,0,0,1,2024-01-04
2026,GR,48.93,0,0,208,679,97.86,46.27,CC_BY_4_0,1447,HIGH,0,3920,77.53,0,0,1,0,2024-09-22
2014,LT,48.4,0,0,214,587,89.66,80.63,ODC_BY,1842,SUBSTANTIAL,1,3887,70.85,0,0,0,1,2024-10-06
2015,PT,22.21,1,1,276,715,91.74,86.25,OTHER,1538,LOW,0,4548,60.02,0,0,1,0,2025-12-13
2016,SE,79.93,0,1,205,714,75.72,66.22,CC0_1_0,1464,HIGH,1,1776,43.06,1,0,1,1,2025-03-11
2017,CY,70.63,1,1,221,621,76.18,66.61,EU_PSI_STANDARD,1612,SUBSTANTIAL,1,4998,65.12,1,1,1,0,2026-01-16
2018,FR,56.66,0,0,229,522,84.49,65.21,CC_BY_4_0,1431,LOW,0,2949,51.69,0,0,1,0,2025-11-28
2019,IT,84.47,1,1,246,524,48.24,50.77,ODC_BY,1666,HIGH,1,3643,45.92,0,0,1,1,2025-12-14
