civ_trans_reference_year,civ_trans_register_entity_id,civ_trans_entity_type_code,civ_trans_headquarters_country_iso2,civ_trans_policy_area_code,civ_trans_declared_spend_eur,civ_trans_spend_bracket_code,civ_trans_number_of_persons_involved,civ_trans_meetings_commissioners_count,civ_trans_meetings_cabinet_count,civ_trans_meetings_meps_count,civ_trans_legislative_files_targeted_count,civ_trans_clients_count,civ_trans_consultation_participations_count,civ_trans_code_of_conduct_breach_flag,civ_trans_sanction_type_code,civ_trans_sanction_date,civ_trans_data_source,civ_trans_last_update_date,civ_trans_data_extract_date
2016,REG_2016_001225,COMPANY,PT,CONSUMER,2697676.27,1M_4_9M,1233,7,32,39,23,5,43,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-05-06,2025-01-02
2017,REG_2017_001226,THINK_TANK,GB,MIGRATION,8765651.72,5M_PLUS,1254,18,5,39,70,40,53,0,NONE,,PUBLIC_DISCLOSURE_API,2018-08-11,2025-10-07
2018,REG_2018_001227,CONSULTANCY,JP,FINANCE,939698.49,500000_999999,1290,13,27,39,72,245,40,0,NONE,,JOINT_SECRETARIAT,2018-06-14,2024-12-29
2019,REG_2019_001228,UNIVERSITY,CZ,HEALTH,272001.43,100000_499999,1307,6,30,26,1,14,60,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-03-15,2024-11-05
2020,REG_2020_001229,LAW_FIRM,HU,CLIMATE,9079634.45,5M_PLUS,1306,15,22,35,47,102,51,0,NONE,,PUBLIC_DISCLOSURE_API,2021-09-16,2024-11-01
2021,REG_2021_001230,NGO,NL,SPACE,8391896.55,5M_PLUS,1283,18,15,15,39,2,50,0,NONE,,JOINT_SECRETARIAT,2022-03-09,2025-12-21
2022,REG_2022_001231,PUBLIC_BODY,SE,COMPETITION,3980154.69,1M_4_9M,1248,7,40,40,27,10,27,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-06-12,2025-07-22
2023,REG_2023_001232,TRADE_ASSOCIATION,TR,SECURITY,1394416.35,1M_4_9M,1235,14,33,13,91,34,44,0,NONE,,PUBLIC_DISCLOSURE_API,2024-04-27,2024-03-19
2024,REG_2024_001233,COMPANY,HR,AGRICULTURE,3859166.87,1M_4_9M,1236,8,12,47,38,9,9,0,NONE,,JOINT_SECRETARIAT,2024-10-26,2024-02-14
2025,REG_2025_001234,THINK_TANK,DE,TRANSPORT,3325820.54,1M_4_9M,1235,13,20,13,84,7,29,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-01-22,2025-11-06
2026,REG_2026_001235,CONSULTANCY,LU,ENERGY,4910776.08,1M_4_9M,1259,10,30,27,66,156,23,0,NONE,,PUBLIC_DISCLOSURE_API,2026-04-01,2025-07-30
2014,REG_2014_001236,UNIVERSITY,SI,DIGITAL,5178972.73,5M_PLUS,1315,3,7,12,4,15,32,0,NONE,,JOINT_SECRETARIAT,2014-02-12,2024-12-17
2015,REG_2015_001237,LAW_FIRM,IS,DATA_GOV,7832996.09,5M_PLUS,1255,11,26,3,55,134,0,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-05-28,2025-10-29
2016,REG_2016_001238,NGO,BE,CONSUMER,2706457.92,1M_4_9M,1241,10,16,53,44,9,46,0,NONE,,PUBLIC_DISCLOSURE_API,2016-05-02,2024-03-01
2017,REG_2017_001239,PUBLIC_BODY,FI,MIGRATION,4925212.3,1M_4_9M,1240,9,15,33,64,3,37,0,NONE,,JOINT_SECRETARIAT,2017-03-06,2025-01-26
2018,REG_2018_001240,TRADE_ASSOCIATION,LV,FINANCE,5953222.11,5M_PLUS,1261,7,6,50,33,34,53,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-04-17,2024-05-14
2019,REG_2019_001241,COMPANY,RO,HEALTH,3447010.83,1M_4_9M,1318,1,34,51,3,26,37,0,NONE,,PUBLIC_DISCLOSURE_API,2020-05-01,2025-12-09
2020,REG_2020_001242,THINK_TANK,CH,CLIMATE,4111334.99,1M_4_9M,1319,18,2,35,84,38,21,0,NONE,,JOINT_SECRETARIAT,2020-07-21,2025-08-02
2021,REG_2021_001243,CONSULTANCY,KR,SPACE,7089291.58,5M_PLUS,1277,7,32,37,73,229,25,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-02-03,2024-02-12
2022,REG_2022_001244,UNIVERSITY,DK,COMPETITION,1733451.36,1M_4_9M,1249,7,20,27,50,23,7,0,NONE,,PUBLIC_DISCLOSURE_API,2023-09-19,2024-11-30
2023,REG_2023_001245,LAW_FIRM,IE,SECURITY,2414267.96,1M_4_9M,1290,13,21,10,16,109,50,0,NONE,,JOINT_SECRETARIAT,2024-02-29,2025-02-10
2024,REG_2024_001246,NGO,PL,AGRICULTURE,8452047.7,5M_PLUS,1263,24,28,57,17,25,3,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-01-16,2025-01-12
2025,REG_2025_001247,PUBLIC_BODY,US,TRANSPORT,3532062.79,1M_4_9M,1292,17,32,12,42,1,22,0,NONE,,PUBLIC_DISCLOSURE_API,2026-03-26,2025-09-23
2026,REG_2026_001248,TRADE_ASSOCIATION,CA,ENERGY,7871736.81,5M_PLUS,1319,5,9,37,22,25,22,0,NONE,,JOINT_SECRETARIAT,2026-03-26,2024-10-14
2014,REG_2014_001249,COMPANY,CY,DIGITAL,8043363.61,5M_PLUS,1289,6,5,46,83,25,26,0,NONE,,EU_TRANSPARENCY_REGISTER,2014-10-18,2024-08-15
2015,REG_2015_001250,THINK_TANK,GR,DATA_GOV,1455064.79,1M_4_9M,1287,25,27,37,40,7,23,0,NONE,,PUBLIC_DISCLOSURE_API,2016-11-04,2024-09-15
2016,REG_2016_001251,CONSULTANCY,MT,CONSUMER,5113398.28,5M_PLUS,1276,4,4,17,55,24,30,0,NONE,,JOINT_SECRETARIAT,2017-09-19,2025-02-12
2017,REG_2017_001252,UNIVERSITY,ES,MIGRATION,5915784.57,5M_PLUS,1303,14,30,48,16,22,54,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-02-15,2024-05-27
2018,REG_2018_001253,LAW_FIRM,UA,FINANCE,2661179.89,1M_4_9M,1308,9,32,29,62,30,10,0,NONE,,PUBLIC_DISCLOSURE_API,2018-11-02,2026-02-02
2019,REG_2019_001254,NGO,BG,HEALTH,5109348.4,5M_PLUS,1286,10,26,29,65,23,43,0,NONE,,JOINT_SECRETARIAT,2019-05-21,2024-04-13
2020,REG_2020_001255,PUBLIC_BODY,FR,CLIMATE,9013356.96,5M_PLUS,1329,19,8,5,17,23,48,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-09-17,2024-09-10
2021,REG_2021_001256,TRADE_ASSOCIATION,LT,SPACE,5995226.27,5M_PLUS,1278,11,18,42,74,0,41,0,NONE,,PUBLIC_DISCLOSURE_API,2022-11-09,2024-03-23
2022,REG_2022_001257,COMPANY,SK,COMPETITION,4552636.61,1M_4_9M,1331,7,8,60,77,9,48,0,NONE,,JOINT_SECRETARIAT,2023-08-31,2025-09-07
2023,REG_2023_001258,THINK_TANK,NO,SECURITY,1076589.02,1M_4_9M,1261,5,15,18,78,0,9,1,NONE,,EU_TRANSPARENCY_REGISTER,2024-10-09,2025-12-05
2024,REG_2024_001259,CONSULTANCY,AT,AGRICULTURE,3457197.27,1M_4_9M,1267,5,26,15,75,144,2,1,FINE,2024-03-23,PUBLIC_DISCLOSURE_API,2024-10-05,2024-06-26
2025,REG_2025_001260,UNIVERSITY,EE,TRANSPORT,5096485.42,5M_PLUS,1314,15,17,6,14,38,26,0,NONE,,JOINT_SECRETARIAT,2025-01-10,2026-02-13
2026,REG_2026_001261,LAW_FIRM,IT,ENERGY,7263230.11,5M_PLUS,1318,14,15,34,56,39,41,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-12-05,2024-08-01
2014,REG_2014_001262,NGO,PT,DIGITAL,4116847.51,1M_4_9M,1305,12,18,13,38,20,15,0,NONE,,PUBLIC_DISCLOSURE_API,2015-05-18,2025-09-29
2015,REG_2015_001263,PUBLIC_BODY,GB,DATA_GOV,1706883.04,1M_4_9M,1336,10,4,3,30,40,15,0,NONE,,JOINT_SECRETARIAT,2015-12-27,2025-09-22
2016,REG_2016_001264,TRADE_ASSOCIATION,JP,CONSUMER,9565038.61,5M_PLUS,1270,22,16,48,34,26,43,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-09-24,2024-09-01
2017,REG_2017_001265,COMPANY,CZ,MIGRATION,4929528.87,1M_4_9M,1267,2,8,56,44,26,14,0,NONE,,PUBLIC_DISCLOSURE_API,2018-05-01,2025-12-12
2018,REG_2018_001266,THINK_TANK,HU,FINANCE,3227536.45,1M_4_9M,1331,10,5,3,35,6,32,0,NONE,,JOINT_SECRETARIAT,2019-08-24,2025-04-26
2019,REG_2019_001267,CONSULTANCY,NL,HEALTH,5632033.86,5M_PLUS,1299,20,4,1,18,119,12,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-05-30,2025-01-10
2020,REG_2020_001268,UNIVERSITY,SE,CLIMATE,1109685.89,1M_4_9M,1274,16,18,29,54,30,25,0,NONE,,PUBLIC_DISCLOSURE_API,2021-12-08,2024-06-01
2021,REG_2021_001269,LAW_FIRM,TR,SPACE,699847.2,500000_999999,1346,8,27,6,84,128,23,0,NONE,,JOINT_SECRETARIAT,2021-12-05,2024-07-30
2022,REG_2022_001270,NGO,HR,COMPETITION,2509921.27,1M_4_9M,1322,13,5,41,44,13,15,0,NONE,,EU_TRANSPARENCY_REGISTER,2022-02-14,2024-03-03
2023,REG_2023_001271,PUBLIC_BODY,DE,SECURITY,8631851.21,5M_PLUS,1350,14,18,40,20,3,42,1,NONE,,PUBLIC_DISCLOSURE_API,2023-05-06,2024-05-04
2024,REG_2024_001272,TRADE_ASSOCIATION,LU,AGRICULTURE,266430.03,100000_499999,1333,17,15,15,71,31,6,0,NONE,,JOINT_SECRETARIAT,2025-11-12,2024-07-02
2025,REG_2025_001273,COMPANY,SI,TRANSPORT,7465933.07,5M_PLUS,1330,10,30,24,12,18,52,1,WARNING,2025-08-12,EU_TRANSPARENCY_REGISTER,2025-08-20,2025-08-09
2026,REG_2026_001274,THINK_TANK,IS,ENERGY,5187001.69,5M_PLUS,1294,10,18,26,21,15,11,0,NONE,,PUBLIC_DISCLOSURE_API,2026-02-11,2026-02-24
2014,REG_2014_001275,CONSULTANCY,BE,DIGITAL,1662460.45,1M_4_9M,1309,17,13,34,80,69,27,0,NONE,,JOINT_SECRETARIAT,2015-08-27,2024-08-03
2015,REG_2015_001276,UNIVERSITY,FI,DATA_GOV,2178495.87,1M_4_9M,1341,11,35,26,84,11,41,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-12-14,2024-08-25
2016,REG_2016_001277,LAW_FIRM,LV,CONSUMER,6239441.81,5M_PLUS,1335,9,31,48,79,95,22,0,NONE,,PUBLIC_DISCLOSURE_API,2017-11-07,2025-02-03
2017,REG_2017_001278,NGO,RO,MIGRATION,3138462.29,1M_4_9M,1278,11,4,14,48,3,51,0,NONE,,JOINT_SECRETARIAT,2018-04-20,2025-07-22
2018,REG_2018_001279,PUBLIC_BODY,CH,FINANCE,7873044.72,5M_PLUS,1349,17,14,18,27,7,9,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-11-09,2025-05-22
2019,REG_2019_001280,TRADE_ASSOCIATION,KR,HEALTH,2517272.1,1M_4_9M,1352,2,16,5,62,16,36,0,NONE,,PUBLIC_DISCLOSURE_API,2019-08-04,2024-06-24
2020,REG_2020_001281,COMPANY,DK,CLIMATE,2422743.73,1M_4_9M,1292,10,12,12,73,30,42,0,NONE,,JOINT_SECRETARIAT,2020-09-06,2024-11-06
2021,REG_2021_001282,THINK_TANK,IE,SPACE,7907736.05,5M_PLUS,1310,13,0,12,63,18,26,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-02-16,2024-08-11
2022,REG_2022_001283,CONSULTANCY,PL,COMPETITION,943437.76,500000_999999,1341,14,35,53,78,36,55,0,NONE,,PUBLIC_DISCLOSURE_API,2022-07-04,2024-06-27
2023,REG_2023_001284,UNIVERSITY,US,SECURITY,8713790.26,5M_PLUS,1327,7,20,18,60,39,22,1,NONE,,JOINT_SECRETARIAT,2024-07-09,2024-01-12
2024,REG_2024_001285,LAW_FIRM,CA,AGRICULTURE,1175805.35,1M_4_9M,1303,19,24,38,72,96,45,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-02-16,2025-01-11
2025,REG_2025_001286,NGO,CY,TRANSPORT,5863886.54,5M_PLUS,1302,11,10,36,53,1,24,0,NONE,,PUBLIC_DISCLOSURE_API,2025-11-18,2025-11-17
2026,REG_2026_001287,PUBLIC_BODY,GR,ENERGY,1784188.93,1M_4_9M,1303,12,11,53,55,14,2,0,NONE,,JOINT_SECRETARIAT,2026-09-22,2024-12-29
2014,REG_2014_001288,TRADE_ASSOCIATION,MT,DIGITAL,3323779.76,1M_4_9M,1301,20,12,38,50,33,12,0,NONE,,EU_TRANSPARENCY_REGISTER,2014-04-28,2025-01-22
2015,REG_2015_001289,COMPANY,ES,DATA_GOV,5495103.27,5M_PLUS,1310,16,18,54,83,23,47,0,NONE,,PUBLIC_DISCLOSURE_API,2015-10-19,2024-05-08
2016,REG_2016_001290,THINK_TANK,UA,CONSUMER,2304643.56,1M_4_9M,1355,22,24,8,97,4,30,0,NONE,,JOINT_SECRETARIAT,2016-12-05,2024-09-12
2017,REG_2017_001291,CONSULTANCY,BG,MIGRATION,1449767.15,1M_4_9M,1353,7,3,45,60,115,30,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-12-13,2024-11-02
2018,REG_2018_001292,UNIVERSITY,FR,FINANCE,1335829.92,1M_4_9M,1356,6,20,47,63,26,20,0,NONE,,PUBLIC_DISCLOSURE_API,2018-10-30,2025-11-17
2019,REG_2019_001293,LAW_FIRM,LT,HEALTH,2238591.96,1M_4_9M,1332,19,6,14,81,110,52,0,NONE,,JOINT_SECRETARIAT,2020-09-08,2024-01-14
2020,REG_2020_001294,NGO,SK,CLIMATE,9315101.0,5M_PLUS,1294,8,31,53,69,9,38,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-04-26,2025-10-23
2021,REG_2021_001295,PUBLIC_BODY,NO,SPACE,7728399.61,5M_PLUS,1338,12,24,26,28,35,49,0,NONE,,PUBLIC_DISCLOSURE_API,2022-07-18,2024-11-25
2022,REG_2022_001296,TRADE_ASSOCIATION,AT,COMPETITION,8579660.91,5M_PLUS,1352,6,15,0,43,36,44,0,NONE,,JOINT_SECRETARIAT,2023-01-20,2025-03-14
2023,REG_2023_001297,COMPANY,EE,SECURITY,1469086.73,1M_4_9M,1298,1,7,0,13,31,30,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-09-16,2024-07-12
2024,REG_2024_001298,THINK_TANK,IT,AGRICULTURE,430854.03,100000_499999,1372,7,21,56,47,36,55,0,NONE,,PUBLIC_DISCLOSURE_API,2024-08-25,2024-09-20
2025,REG_2025_001299,CONSULTANCY,PT,TRANSPORT,4110542.64,1M_4_9M,1336,19,6,5,67,214,39,0,NONE,,JOINT_SECRETARIAT,2026-06-17,2024-08-20
2026,REG_2026_001300,UNIVERSITY,GB,ENERGY,5697397.17,5M_PLUS,1320,14,34,26,85,40,16,1,SUSPENSION,2026-04-01,EU_TRANSPARENCY_REGISTER,2026-08-11,2024-05-11
2014,REG_2014_001301,LAW_FIRM,JP,DIGITAL,2071135.54,1M_4_9M,1324,4,30,25,42,47,29,0,NONE,,PUBLIC_DISCLOSURE_API,2014-12-28,2024-01-12
2015,REG_2015_001302,NGO,CZ,DATA_GOV,6228688.31,5M_PLUS,1382,4,24,60,39,13,39,0,NONE,,JOINT_SECRETARIAT,2015-03-22,2025-12-05
2016,REG_2016_001303,PUBLIC_BODY,HU,CONSUMER,3094297.39,1M_4_9M,1363,6,13,21,33,2,48,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-02-12,2025-04-05
2017,REG_2017_001304,TRADE_ASSOCIATION,NL,MIGRATION,7241050.78,5M_PLUS,1331,20,31,19,42,19,27,0,NONE,,PUBLIC_DISCLOSURE_API,2017-01-16,2025-05-01
2018,REG_2018_001305,COMPANY,SE,FINANCE,3343206.37,1M_4_9M,1363,10,22,21,73,18,61,0,NONE,,JOINT_SECRETARIAT,2019-03-24,2024-09-16
2019,REG_2019_001306,THINK_TANK,TR,HEALTH,5590245.11,5M_PLUS,1330,6,20,30,62,29,43,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-10-18,2024-07-02
2020,REG_2020_001307,CONSULTANCY,HR,CLIMATE,1042319.25,1M_4_9M,1384,20,35,59,53,10,0,0,NONE,,PUBLIC_DISCLOSURE_API,2020-01-01,2025-08-17
2021,REG_2021_001308,UNIVERSITY,DE,SPACE,4806324.03,1M_4_9M,1384,2,38,10,9,8,27,0,NONE,,JOINT_SECRETARIAT,2021-03-15,2024-10-12
2022,REG_2022_001309,LAW_FIRM,LU,COMPETITION,621142.71,500000_999999,1337,2,15,35,40,178,19,0,NONE,,EU_TRANSPARENCY_REGISTER,2022-11-11,2024-01-14
2023,REG_2023_001310,NGO,SI,SECURITY,8304315.23,5M_PLUS,1334,18,31,9,1,26,34,0,NONE,,PUBLIC_DISCLOSURE_API,2023-03-12,2024-11-20
2024,REG_2024_001311,PUBLIC_BODY,IS,AGRICULTURE,1787648.0,1M_4_9M,1343,12,22,22,48,6,52,1,NONE,,JOINT_SECRETARIAT,2025-08-07,2025-02-18
2025,REG_2025_001312,TRADE_ASSOCIATION,BE,TRANSPORT,2052995.83,1M_4_9M,1360,16,33,24,97,16,31,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-11-22,2024-09-13
2026,REG_2026_001313,COMPANY,FI,ENERGY,5345008.14,5M_PLUS,1384,19,24,51,36,30,35,0,NONE,,PUBLIC_DISCLOSURE_API,2026-12-25,2025-03-27
2014,REG_2014_001314,THINK_TANK,LV,DIGITAL,3079400.23,1M_4_9M,1326,6,0,18,68,15,37,0,NONE,,JOINT_SECRETARIAT,2014-12-20,2025-10-16
2015,REG_2015_001315,CONSULTANCY,RO,DATA_GOV,7351995.69,5M_PLUS,1350,22,15,32,1,133,25,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-10-14,2025-01-04
2016,REG_2016_001316,UNIVERSITY,CH,CONSUMER,5659522.68,5M_PLUS,1327,6,24,12,5,27,21,0,NONE,,PUBLIC_DISCLOSURE_API,2016-01-25,2025-06-11
2017,REG_2017_001317,LAW_FIRM,KR,MIGRATION,1872207.07,1M_4_9M,1331,11,2,11,59,26,34,0,NONE,,JOINT_SECRETARIAT,2018-11-10,2024-05-08
2018,REG_2018_001318,NGO,DK,FINANCE,10192430.38,5M_PLUS,1359,6,32,56,1,30,21,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-07-02,2024-03-17
2019,REG_2019_001319,PUBLIC_BODY,IE,HEALTH,4740087.44,1M_4_9M,1343,7,6,39,78,21,54,0,NONE,,PUBLIC_DISCLOSURE_API,2019-05-15,2024-05-05
2020,REG_2020_001320,TRADE_ASSOCIATION,PL,CLIMATE,8758100.22,5M_PLUS,1375,14,35,24,55,10,4,0,NONE,,JOINT_SECRETARIAT,2020-11-24,2024-10-06
2021,REG_2021_001321,COMPANY,US,SPACE,3825608.93,1M_4_9M,1391,19,4,38,46,23,55,0,NONE,,EU_TRANSPARENCY_REGISTER,2022-05-22,2024-06-12
2022,REG_2022_001322,THINK_TANK,CA,COMPETITION,1869650.57,1M_4_9M,1334,5,19,32,75,15,37,0,NONE,,PUBLIC_DISCLOSURE_API,2022-10-06,2025-05-18
2023,REG_2023_001323,CONSULTANCY,CY,SECURITY,1793945.72,1M_4_9M,1388,14,26,57,34,179,47,0,NONE,,JOINT_SECRETARIAT,2023-10-03,2025-01-27
2024,REG_2024_001324,UNIVERSITY,GR,AGRICULTURE,989414.27,500000_999999,1358,14,34,28,1,23,0,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-10-07,2025-04-24
2025,REG_2025_001325,LAW_FIRM,MT,TRANSPORT,1950301.71,1M_4_9M,1346,10,8,3,54,71,4,0,NONE,,PUBLIC_DISCLOSURE_API,2026-06-02,2026-02-06
2026,REG_2026_001326,NGO,ES,ENERGY,5112895.39,5M_PLUS,1354,2,14,15,4,30,16,0,NONE,,JOINT_SECRETARIAT,2026-03-03,2025-08-04
2014,REG_2014_001327,PUBLIC_BODY,UA,DIGITAL,1229274.43,1M_4_9M,1361,17,11,5,28,6,39,0,NONE,,EU_TRANSPARENCY_REGISTER,2014-10-18,2024-02-27
2015,REG_2015_001328,TRADE_ASSOCIATION,BG,DATA_GOV,2483013.7,1M_4_9M,1395,6,19,26,80,6,29,0,NONE,,PUBLIC_DISCLOSURE_API,2016-08-31,2025-06-13
2016,REG_2016_001329,COMPANY,FR,CONSUMER,8350992.24,5M_PLUS,1390,12,8,62,57,2,0,0,NONE,,JOINT_SECRETARIAT,2017-09-21,2024-09-07
2017,REG_2017_001330,THINK_TANK,LT,MIGRATION,4683068.01,1M_4_9M,1405,19,23,52,65,13,13,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-09-28,2026-01-06
2018,REG_2018_001331,CONSULTANCY,SK,FINANCE,1642902.34,1M_4_9M,1355,13,16,25,83,74,8,0,NONE,,PUBLIC_DISCLOSURE_API,2019-06-20,2025-03-30
2019,REG_2019_001332,UNIVERSITY,NO,HEALTH,6280989.32,5M_PLUS,1342,7,23,26,7,10,13,0,NONE,,JOINT_SECRETARIAT,2019-02-27,2024-09-20
2020,REG_2020_001333,LAW_FIRM,AT,CLIMATE,5112060.33,5M_PLUS,1356,3,36,26,33,161,61,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-02-21,2024-03-01
2021,REG_2021_001334,NGO,EE,SPACE,4598481.58,1M_4_9M,1338,9,20,60,72,35,32,0,NONE,,PUBLIC_DISCLOSURE_API,2022-12-17,2025-06-06
2022,REG_2022_001335,PUBLIC_BODY,IT,COMPETITION,6897149.18,5M_PLUS,1404,8,34,34,67,2,27,0,NONE,,JOINT_SECRETARIAT,2023-09-13,2025-03-20
2023,REG_2023_001336,TRADE_ASSOCIATION,PT,SECURITY,338431.81,100000_499999,1415,13,35,29,56,28,45,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-06-02,2024-07-02
2024,REG_2024_001337,COMPANY,GB,AGRICULTURE,2016055.0,1M_4_9M,1393,11,19,30,47,4,54,1,REMOVAL,2025-08-29,PUBLIC_DISCLOSURE_API,2025-05-14,2025-07-25
2025,REG_2025_001338,THINK_TANK,JP,TRANSPORT,6668448.99,5M_PLUS,1343,24,32,4,64,21,45,1,WARNING,2025-04-28,JOINT_SECRETARIAT,2026-08-03,2024-07-05
2026,REG_2026_001339,CONSULTANCY,CZ,ENERGY,1432696.22,1M_4_9M,1400,9,17,50,44,226,18,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-08-30,2025-12-31
2014,REG_2014_001340,UNIVERSITY,HU,DIGITAL,168583.66,100000_499999,1398,5,2,45,46,22,36,1,SUSPENSION,2015-10-18,PUBLIC_DISCLOSURE_API,2014-08-04,2025-12-08
2015,REG_2015_001341,LAW_FIRM,NL,DATA_GOV,5462510.66,5M_PLUS,1420,14,11,22,49,118,31,1,NONE,,JOINT_SECRETARIAT,2015-04-12,2025-05-20
2016,REG_2016_001342,NGO,SE,CONSUMER,5545389.34,5M_PLUS,1346,18,8,41,39,31,45,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-06-30,2024-08-23
2017,REG_2017_001343,PUBLIC_BODY,TR,MIGRATION,9463034.96,5M_PLUS,1392,2,34,56,35,27,30,0,NONE,,PUBLIC_DISCLOSURE_API,2017-02-13,2025-03-04
2018,REG_2018_001344,TRADE_ASSOCIATION,HR,FINANCE,2953262.99,1M_4_9M,1366,3,5,43,67,20,28,0,NONE,,JOINT_SECRETARIAT,2018-05-08,2024-03-24
2019,REG_2019_001345,COMPANY,DE,HEALTH,1935805.2,1M_4_9M,1388,5,5,58,49,18,3,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-09-30,2025-09-04
2020,REG_2020_001346,THINK_TANK,LU,CLIMATE,3494723.45,1M_4_9M,1383,3,15,21,19,35,48,0,NONE,,PUBLIC_DISCLOSURE_API,2021-02-02,2024-11-18
2021,REG_2021_001347,CONSULTANCY,SI,SPACE,3982913.1,1M_4_9M,1381,14,31,49,80,122,43,0,NONE,,JOINT_SECRETARIAT,2021-06-02,2025-02-18
2022,REG_2022_001348,UNIVERSITY,IS,COMPETITION,6498806.57,5M_PLUS,1366,10,35,51,84,5,36,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-05-16,2024-04-26
2023,REG_2023_001349,LAW_FIRM,BE,SECURITY,4489879.93,1M_4_9M,1399,6,27,40,23,173,41,0,NONE,,PUBLIC_DISCLOSURE_API,2024-10-03,2024-03-19
2024,REG_2024_001350,NGO,FI,AGRICULTURE,4781547.19,1M_4_9M,1359,1,12,14,75,20,23,0,NONE,,JOINT_SECRETARIAT,2025-05-11,2026-01-06
2025,REG_2025_001351,PUBLIC_BODY,LV,TRANSPORT,1429019.71,1M_4_9M,1391,15,19,17,71,31,26,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-11-21,2024-07-20
2026,REG_2026_001352,TRADE_ASSOCIATION,RO,ENERGY,9013634.43,5M_PLUS,1430,20,14,32,61,22,43,0,NONE,,PUBLIC_DISCLOSURE_API,2026-11-15,2025-06-30
2014,REG_2014_001353,COMPANY,CH,DIGITAL,1310427.49,1M_4_9M,1424,13,9,30,69,35,47,0,NONE,,JOINT_SECRETARIAT,2014-10-02,2024-06-27
2015,REG_2015_001354,THINK_TANK,KR,DATA_GOV,5208018.57,5M_PLUS,1407,0,17,31,84,26,35,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-05-29,2024-03-01
2016,REG_2016_001355,CONSULTANCY,DK,CONSUMER,5704903.39,5M_PLUS,1394,12,17,24,32,166,11,0,NONE,,PUBLIC_DISCLOSURE_API,2016-01-05,2024-06-22
2017,REG_2017_001356,UNIVERSITY,IE,MIGRATION,1986840.86,1M_4_9M,1359,4,1,57,83,23,17,0,NONE,,JOINT_SECRETARIAT,2018-01-17,2025-08-31
2018,REG_2018_001357,LAW_FIRM,PL,FINANCE,3422017.35,1M_4_9M,1392,12,16,42,51,197,26,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-11-28,2025-05-15
2019,REG_2019_001358,NGO,US,HEALTH,948515.61,500000_999999,1414,15,28,57,20,25,8,0,NONE,,PUBLIC_DISCLOSURE_API,2019-04-24,2024-04-05
2020,REG_2020_001359,PUBLIC_BODY,CA,CLIMATE,4223752.27,1M_4_9M,1405,9,33,33,1,32,5,0,NONE,,JOINT_SECRETARIAT,2021-01-27,2025-12-19
2021,REG_2021_001360,TRADE_ASSOCIATION,CY,SPACE,2960939.43,1M_4_9M,1365,12,8,15,60,31,37,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-01-09,2026-01-12
2022,REG_2022_001361,COMPANY,GR,COMPETITION,2728335.27,1M_4_9M,1375,16,20,49,78,2,20,0,NONE,,PUBLIC_DISCLOSURE_API,2022-01-23,2024-04-24
2023,REG_2023_001362,THINK_TANK,MT,SECURITY,4807681.09,1M_4_9M,1368,3,5,44,60,30,3,0,NONE,,JOINT_SECRETARIAT,2024-08-30,2026-02-14
2024,REG_2024_001363,CONSULTANCY,ES,AGRICULTURE,5140205.29,5M_PLUS,1425,19,33,18,84,140,55,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-01-25,2026-01-31
2025,REG_2025_001364,UNIVERSITY,UA,TRANSPORT,807515.71,500000_999999,1425,7,30,48,44,19,36,0,NONE,,PUBLIC_DISCLOSURE_API,2026-04-06,2024-02-15
