env_adapt_reference_year,env_adapt_country_iso2,env_adapt_region_nuts_code,env_adapt_hazard_type_code,env_adapt_hazard_frequency_index,env_adapt_hazard_severity_index,env_adapt_population_exposed_count,env_adapt_assets_exposed_eur,env_adapt_vulnerability_index,env_adapt_adaptive_capacity_index,env_adapt_expected_annual_loss_eur,env_adapt_insurance_penetration_pct,env_adapt_national_adaptation_plan_flag,env_adapt_local_adaptation_plan_count,env_adapt_nature_based_solutions_area_ha,env_adapt_climate_services_usage_flag,env_adapt_disaster_risk_reduction_investment_eur,env_adapt_solidarity_fund_activation_flag,env_adapt_data_source,env_adapt_data_extract_date
2012,BG,PT375,LANDSLIDE,0.515,0.3813,470544,62646470462.58,0.4889,0.2306,223540736.4,34.11,0,190,75309.21,1,2994083986.67,0,NATIONAL_RISK_ASSESSMENT,2025-12-16
2013,EE,AT6,STORM_WIND,0.3437,0.4158,460211,7722465761.24,0.1995,0.1206,14432056.44,49.98,0,27,50163.57,0,1780942245.64,0,REGIONAL_RESILIENCE_REPORT,2026-02-24
2014,HU,HU581,WILDFIRE,0.6066,0.2823,479713,34184582301.08,0.1721,0.5242,48981829.69,32.42,0,164,14287.26,1,2359655741.19,0,EEA_CLIMATE_ADAPTATION_DB,2024-12-20
2015,LU,HR1,DROUGHT,0.5702,0.7854,484623,24002616291.31,0.4646,0.7976,378363281.7,69.06,1,35,23800.82,1,3321720049.82,0,COPERNICUS_C3S_INDICATORS,2025-11-04
2016,RO,BE9,FLOOD_COASTAL,0.0682,0.4375,521014,20773075909.19,0.7932,0.5313,38657382.77,58.11,0,191,27553.43,1,1136166869.31,0,NATIONAL_RISK_ASSESSMENT,2024-10-29
2017,AT,HU2,FLOOD_RIVER,0.8133,0.7994,490656,20374987033.96,0.7778,0.3753,246410960.05,14.71,1,93,83823.96,1,1271052994.11,0,REGIONAL_RESILIENCE_REPORT,2026-01-19
2018,CZ,LT22,HEATWAVE,0.188,0.8247,527222,47881244570.71,0.7084,0.4128,310226483.62,26.56,1,87,36696.75,0,175057425.61,1,EEA_CLIMATE_ADAPTATION_DB,2026-02-03
2019,DE,LU9,COLD_SPELL,0.7536,0.5424,521843,22119736118.74,0.4008,0.6354,235145709.22,40.66,1,12,54279.43,1,428724070.59,0,COPERNICUS_C3S_INDICATORS,2024-01-07
2020,LV,GR25,LANDSLIDE,0.8502,0.1326,525506,30476678566.46,0.9089,0.9797,133957823.67,64.57,0,106,42907.38,0,1238179365.68,0,NATIONAL_RISK_ASSESSMENT,2025-05-18
2021,PL,LT464,STORM_WIND,0.6821,0.6949,497779,28144176432.08,0.4756,0.338,120269765.84,23.17,1,157,63712.81,0,498748580.66,0,REGIONAL_RESILIENCE_REPORT,2024-09-14
2022,ES,IE58,WILDFIRE,0.5109,0.2626,498329,9078705017.5,0.3156,0.4341,21307214.44,29.38,0,177,14093.01,0,3156055582.93,0,EEA_CLIMATE_ADAPTATION_DB,2025-10-04
2023,HR,FI825,DROUGHT,0.1826,0.578,481584,49752537529.7,0.7443,0.7768,177698653.0,73.28,1,37,69048.98,1,660883034.48,0,COPERNICUS_C3S_INDICATORS,2024-02-19
2024,FI,IT74,FLOOD_COASTAL,0.943,0.4781,530566,1978988900.16,0.7588,0.97,38109709.11,13.85,0,61,82217.82,1,2534007401.53,0,NATIONAL_RISK_ASSESSMENT,2025-04-22
2025,IE,HU28,FLOOD_RIVER,0.7718,0.2243,497556,33500540846.73,0.5948,0.3969,181501632.26,75.17,1,135,65096.67,1,3642497866.3,0,REGIONAL_RESILIENCE_REPORT,2025-07-01
2005,MT,DK829,HEATWAVE,0.6624,0.3695,513682,52113417932.12,0.2863,0.5209,201221418.43,50.42,0,150,93659.94,0,1382242059.61,1,EEA_CLIMATE_ADAPTATION_DB,2025-12-26
2006,SK,PT158,COLD_SPELL,0.1737,0.4572,505671,38951765811.42,0.236,0.6105,54845738.51,47.86,0,175,71801.08,1,1205376689.08,0,COPERNICUS_C3S_INDICATORS,2025-05-16
2007,BE,MT6,LANDSLIDE,0.7883,0.8926,533997,6785288753.92,0.4161,0.3121,118425826.74,45.51,1,258,24969.25,1,2425214576.44,0,NATIONAL_RISK_ASSESSMENT,2025-12-21
2008,DK,RO538,STORM_WIND,0.8162,0.3142,498079,20528984236.27,0.3586,0.9124,85278656.97,50.02,1,99,50383.98,0,2676939392.76,0,REGIONAL_RESILIENCE_REPORT,2025-09-04
2009,GR,RO209,WILDFIRE,0.878,0.5049,498055,14736899103.26,0.2585,0.602,56437051.38,50.1,1,31,10793.04,1,85826491.9,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-30
2010,LT,PL314,DROUGHT,0.8904,0.1811,468843,44214878389.73,0.4366,0.1828,106823673.34,19.84,1,126,22622.58,0,4311648353.25,0,COPERNICUS_C3S_INDICATORS,2025-05-21
2011,PT,NL74,FLOOD_COASTAL,0.9056,0.4213,458499,35432493061.86,0.2854,0.2079,196096528.6,56.57,0,60,53891.6,0,4337882748.31,0,NATIONAL_RISK_ASSESSMENT,2025-05-17
2012,SE,ES96,FLOOD_RIVER,0.1159,0.3273,498251,53591402070.6,0.2411,0.1592,30369127.03,14.53,1,90,31432.11,0,1925263324.87,0,REGIONAL_RESILIENCE_REPORT,2025-11-14
2013,CY,HR173,HEATWAVE,0.3405,0.5596,461700,25888450338.38,0.7303,0.1249,82237080.52,11.67,1,148,42217.05,1,850044494.78,0,EEA_CLIMATE_ADAPTATION_DB,2024-08-30
2014,FR,ES849,COLD_SPELL,0.5906,0.1029,518411,50921351976.98,0.3826,0.6599,91275191.7,41.8,1,104,63959.78,0,2466353851.26,0,COPERNICUS_C3S_INDICATORS,2025-05-07
2015,IT,LV517,LANDSLIDE,0.1118,0.6137,499794,34025818462.49,0.413,0.4495,25655784.52,9.07,0,12,43530.86,0,1312714658.77,0,NATIONAL_RISK_ASSESSMENT,2025-07-23
2016,NL,PT904,STORM_WIND,0.596,0.8351,515242,5757839569.21,0.5395,0.3223,101173599.76,82.93,1,31,3399.38,1,3813333743.79,0,REGIONAL_RESILIENCE_REPORT,2025-06-10
2017,SI,DE31,WILDFIRE,0.3495,0.9474,506945,30999068537.91,0.3847,0.4381,244827591.3,59.7,1,142,10854.65,1,79195474.72,0,EEA_CLIMATE_ADAPTATION_DB,2024-01-22
2018,BG,SK27,DROUGHT,0.4537,0.5477,535900,6339767021.5,0.6759,0.4358,39752021.36,27.74,0,29,13138.2,0,1062845180.29,0,COPERNICUS_C3S_INDICATORS,2025-08-07
2019,EE,RO127,FLOOD_COASTAL,0.2605,0.2293,463541,37961475411.65,0.5348,0.8345,77058864.05,72.1,1,53,74580.55,1,136546330.54,0,NATIONAL_RISK_ASSESSMENT,2024-05-21
2020,HU,LT284,FLOOD_RIVER,0.0773,0.202,471898,8242455494.32,0.1344,0.7606,1254617.84,24.5,1,53,982.62,1,549311368.98,0,REGIONAL_RESILIENCE_REPORT,2026-02-03
2021,LU,AT466,HEATWAVE,0.2121,0.4829,462224,12249969344.23,0.5706,0.973,14647442.3,56.57,1,250,87383.82,1,2331642724.31,0,EEA_CLIMATE_ADAPTATION_DB,2024-03-04
2022,RO,CY972,COLD_SPELL,0.209,0.4003,507608,58829592307.92,0.3054,0.1871,105967133.56,12.21,1,248,59852.87,1,891498794.09,0,COPERNICUS_C3S_INDICATORS,2025-05-31
2023,AT,FI239,LANDSLIDE,0.6947,0.4828,540608,17043769782.06,0.3905,0.2261,48513819.54,79.5,1,109,50743.0,1,285852858.03,0,NATIONAL_RISK_ASSESSMENT,2024-05-20
2024,CZ,DK83,STORM_WIND,0.295,0.549,496586,37372789467.59,0.2574,0.5097,123299057.91,54.06,1,135,29444.55,0,873510105.09,0,REGIONAL_RESILIENCE_REPORT,2024-09-19
2025,DE,LV30,WILDFIRE,0.7086,0.9644,476267,12228715151.71,0.4142,0.6695,162058732.53,12.39,0,100,6081.73,0,2010992436.51,0,EEA_CLIMATE_ADAPTATION_DB,2026-01-20
2005,LV,EE52,DROUGHT,0.1519,0.1584,499799,4907671872.89,0.5904,0.5988,3816900.42,59.85,1,19,33753.42,0,3012550868.22,0,COPERNICUS_C3S_INDICATORS,2024-05-09
2006,PL,HU21,FLOOD_COASTAL,0.2441,0.8256,542262,48956775914.23,0.621,0.3497,162862496.22,11.64,1,120,97496.98,1,1326599289.79,0,NATIONAL_RISK_ASSESSMENT,2024-01-09
2007,ES,DK208,FLOOD_RIVER,0.3772,0.5864,533379,29584973433.66,0.8367,0.1678,205908748.63,42.41,1,258,96285.54,1,631246440.41,0,REGIONAL_RESILIENCE_REPORT,2024-07-17
2008,HR,FI280,HEATWAVE,0.9225,0.4554,495188,67470761897.29,0.2907,0.1974,239364993.16,10.73,1,20,54527.79,1,1967281609.92,0,EEA_CLIMATE_ADAPTATION_DB,2024-09-05
2009,FI,MT96,COLD_SPELL,0.3425,0.1513,499779,29481382057.89,0.1442,0.3783,7414507.81,84.47,1,188,75553.67,0,3236174662.28,0,COPERNICUS_C3S_INDICATORS,2025-11-09
2010,IE,BG122,LANDSLIDE,0.105,0.1071,504585,33530274838.38,0.6319,0.7712,10791676.66,20.92,1,193,54951.02,1,2208486637.66,0,NATIONAL_RISK_ASSESSMENT,2024-01-04
2011,MT,GR349,STORM_WIND,0.7555,0.2765,495161,43784390166.32,0.8041,0.6037,111278647.26,63.73,1,108,72083.89,0,3405657570.99,0,REGIONAL_RESILIENCE_REPORT,2024-07-18
2012,SK,DE122,WILDFIRE,0.698,0.1866,508861,35155755389.5,0.8447,0.8098,258223178.45,38.92,0,101,25497.92,1,82772468.01,0,EEA_CLIMATE_ADAPTATION_DB,2025-02-09
2013,BE,FI6,DROUGHT,0.6467,0.2404,541482,29391220489.37,0.4609,0.7256,135129078.79,52.72,1,64,37426.52,0,1414847498.93,0,COPERNICUS_C3S_INDICATORS,2024-09-10
2014,DK,SE1,FLOOD_COASTAL,0.7411,0.8594,530856,21762446030.29,0.6796,0.1759,468861215.85,11.84,1,132,39714.48,1,1616988311.11,0,NATIONAL_RISK_ASSESSMENT,2025-08-08
2015,GR,RO413,FLOOD_RIVER,0.8379,0.3958,526008,38788368345.91,0.8829,0.4785,558798340.28,5.32,1,53,36527.69,1,2771378355.58,0,REGIONAL_RESILIENCE_REPORT,2024-04-29
2016,LT,MT22,HEATWAVE,0.4607,0.3576,523350,38526619252.63,0.3824,0.2264,191350841.43,80.59,1,19,21661.13,0,1428652655.04,0,EEA_CLIMATE_ADAPTATION_DB,2024-10-21
2017,PT,CZ1,COLD_SPELL,0.1795,0.1232,501363,33769302248.5,0.6163,0.9491,30458950.23,50.14,0,208,3862.11,0,1280884951.36,0,COPERNICUS_C3S_INDICATORS,2024-07-10
2018,SE,DK854,LANDSLIDE,0.1354,0.4925,534777,13690042171.06,0.3463,0.1862,19084772.78,41.37,1,202,40500.7,0,2371868884.06,0,NATIONAL_RISK_ASSESSMENT,2025-09-28
2019,CY,LT86,STORM_WIND,0.2928,0.2353,515798,35357432768.41,0.2947,0.4697,48142382.47,60.95,1,96,49341.43,1,1141674255.06,0,REGIONAL_RESILIENCE_REPORT,2024-09-10
2020,FR,HR691,WILDFIRE,0.2561,0.3681,545391,66821747545.17,0.1679,0.1221,47800199.34,67.64,1,149,25461.64,0,2785592899.27,0,EEA_CLIMATE_ADAPTATION_DB,2026-02-06
2021,IT,LV27,DROUGHT,0.6376,0.3541,546356,37545522383.95,0.2886,0.3853,134153449.33,81.69,1,0,52450.27,1,1138124152.45,0,COPERNICUS_C3S_INDICATORS,2025-07-19
2022,NL,SE227,FLOOD_COASTAL,0.9078,0.6316,491877,6943010018.68,0.9423,0.9761,200951143.26,73.03,0,46,18528.94,1,3056649865.19,0,NATIONAL_RISK_ASSESSMENT,2025-02-22
2023,SI,HU6,FLOOD_RIVER,0.2488,0.2941,550946,36861073556.95,0.5897,0.8964,60009215.69,17.94,1,110,37430.21,1,1036847773.41,0,REGIONAL_RESILIENCE_REPORT,2025-07-28
2024,BG,FR6,HEATWAVE,0.8487,0.3747,509601,23368088860.6,0.131,0.482,12300839.71,41.77,1,177,64172.97,1,1884898855.09,0,EEA_CLIMATE_ADAPTATION_DB,2024-09-27
2025,EE,LT2,COLD_SPELL,0.315,0.7533,489550,10804884751.56,0.4875,0.2686,25912032.63,55.91,0,63,53610.58,0,2052185551.01,0,COPERNICUS_C3S_INDICATORS,2025-04-30
2005,HU,PL64,LANDSLIDE,0.6952,0.2394,497728,53573977424.75,0.7685,0.735,389745617.42,15.91,0,154,17370.08,0,248639241.25,0,NATIONAL_RISK_ASSESSMENT,2024-11-11
2006,LU,NL87,STORM_WIND,0.4918,0.1202,540460,72152533065.63,0.2532,0.5657,46607429.43,25.72,1,129,19313.35,1,1908285958.96,0,REGIONAL_RESILIENCE_REPORT,2024-04-25
2007,RO,LV20,WILDFIRE,0.7234,0.6647,532091,16021515482.62,0.389,0.1761,234503563.07,7.93,1,115,18863.39,1,1338257711.86,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-26
2008,AT,SI4,DROUGHT,0.8032,0.2999,531892,27304344375.17,0.4946,0.3189,227813007.33,71.59,1,95,66407.39,0,622640374.58,0,COPERNICUS_C3S_INDICATORS,2026-01-29
2009,CZ,LT74,FLOOD_COASTAL,0.2526,0.8442,517952,46250787980.18,0.5203,0.1223,304940997.53,69.95,0,130,20657.45,0,357076630.22,0,NATIONAL_RISK_ASSESSMENT,2024-09-16
2010,DE,FI115,FLOOD_RIVER,0.6178,0.5967,478027,32226591835.32,0.8306,0.6791,242256761.86,48.61,1,99,71384.26,0,366160705.94,0,REGIONAL_RESILIENCE_REPORT,2025-03-01
2011,LV,LT989,HEATWAVE,0.4083,0.8807,493758,54233820804.54,0.469,0.8632,392756080.19,8.69,1,77,97288.52,0,3113910829.29,0,EEA_CLIMATE_ADAPTATION_DB,2025-04-19
2012,PL,EE18,COLD_SPELL,0.3671,0.5886,478438,39010342322.65,0.8174,0.9172,187194962.74,29.2,1,66,19559.8,1,1053722183.34,0,COPERNICUS_C3S_INDICATORS,2026-02-12
2013,ES,HU577,LANDSLIDE,0.4874,0.6573,543807,51963882245.65,0.9164,0.9556,522794564.92,11.87,0,80,28314.77,0,1446094657.78,0,NATIONAL_RISK_ASSESSMENT,2024-12-06
2014,HR,ES55,STORM_WIND,0.4961,0.3485,522501,48709362645.33,0.1411,0.595,65797578.98,8.91,1,227,29297.24,1,559491736.28,0,REGIONAL_RESILIENCE_REPORT,2024-10-30
2015,FI,AT379,WILDFIRE,0.3359,0.439,493972,53353462991.44,0.8826,0.7972,418551030.01,27.0,1,60,23616.07,0,2026593417.02,0,EEA_CLIMATE_ADAPTATION_DB,2025-08-19
2016,IE,LV660,DROUGHT,0.765,0.7511,547798,6560278714.77,0.2423,0.4027,69460404.4,67.68,1,80,34743.1,1,1421613999.91,0,COPERNICUS_C3S_INDICATORS,2025-08-23
2017,MT,GR912,FLOOD_COASTAL,0.4109,0.9174,511762,10475039767.56,0.4899,0.3893,143936064.65,53.84,1,67,9973.85,0,1623124134.99,0,NATIONAL_RISK_ASSESSMENT,2026-02-06
2018,SK,PT510,FLOOD_RIVER,0.8802,0.2845,540438,16967382749.81,0.8666,0.8188,267775029.24,29.3,0,98,47833.75,0,1251753110.91,0,REGIONAL_RESILIENCE_REPORT,2025-02-07
2019,BE,ES2,HEATWAVE,0.3376,0.2232,531089,42166826122.0,0.2484,0.8326,45480594.17,16.92,1,96,90736.54,1,1770082623.72,0,EEA_CLIMATE_ADAPTATION_DB,2026-01-11
2020,DK,DE166,COLD_SPELL,0.3679,0.6313,548087,2364615298.68,0.4484,0.3415,18470169.7,39.71,1,12,38844.95,0,201992992.05,0,COPERNICUS_C3S_INDICATORS,2024-11-30
2021,GR,ES275,LANDSLIDE,0.463,0.7336,487443,40142902843.24,0.5193,0.6513,296980253.51,45.5,1,64,31484.12,1,3236080050.85,1,NATIONAL_RISK_ASSESSMENT,2024-08-07
2022,LT,IT723,STORM_WIND,0.5244,0.63,532773,33569589275.47,0.5013,0.7984,350791271.85,13.18,1,107,45432.41,0,37570700.39,0,REGIONAL_RESILIENCE_REPORT,2024-03-15
2023,PT,BE40,WILDFIRE,0.6104,0.721,504225,66393271705.7,0.3821,0.2689,458121790.98,58.56,0,64,43656.76,1,1209811754.77,0,EEA_CLIMATE_ADAPTATION_DB,2024-03-20
2024,SE,AT492,DROUGHT,0.6763,0.7468,538548,20573771592.81,0.7066,0.9022,522796637.43,11.65,1,205,30741.35,1,4055822932.37,0,COPERNICUS_C3S_INDICATORS,2024-03-25
2025,CY,IT895,FLOOD_COASTAL,0.2721,0.4767,546861,8883026185.93,0.9407,0.5041,74411500.14,39.34,1,36,93645.15,0,2878333308.82,1,NATIONAL_RISK_ASSESSMENT,2024-10-09
2005,FR,SE22,FLOOD_RIVER,0.4841,0.5304,541406,59224216054.81,0.767,0.8097,672672667.51,16.08,0,7,73971.87,1,2389206864.54,0,REGIONAL_RESILIENCE_REPORT,2024-07-26
2006,IT,ES589,HEATWAVE,0.1689,0.1759,555020,45520991630.75,0.2317,0.1623,24448206.03,12.75,1,62,61486.23,0,249488488.89,0,EEA_CLIMATE_ADAPTATION_DB,2025-11-29
2007,NL,CY91,COLD_SPELL,0.0816,0.7604,522900,24374435919.81,0.2602,0.8935,17758008.31,44.92,1,152,4368.75,1,43607052.4,0,COPERNICUS_C3S_INDICATORS,2025-08-12
2008,SI,LV88,LANDSLIDE,0.1655,0.7842,546051,7047903663.25,0.1973,0.3137,12940104.91,9.86,1,96,3726.94,0,2828122392.55,0,NATIONAL_RISK_ASSESSMENT,2024-04-28
2009,BG,SI869,STORM_WIND,0.141,0.2104,517085,46351111709.86,0.1522,0.175,7190087.86,34.43,1,139,32843.51,1,1508368031.97,0,REGIONAL_RESILIENCE_REPORT,2025-02-07
2010,EE,SI63,WILDFIRE,0.7539,0.8509,523307,21994743748.84,0.5026,0.1587,232438091.28,17.82,1,49,61427.19,0,2143360271.47,0,EEA_CLIMATE_ADAPTATION_DB,2024-02-02
2011,HU,LV77,DROUGHT,0.7567,0.2991,534524,37192514864.98,0.5902,0.4719,280830107.96,41.56,0,29,13077.32,1,1575673790.94,1,COPERNICUS_C3S_INDICATORS,2024-01-25
2012,LU,AT90,FLOOD_COASTAL,0.1288,0.5538,563933,28876501760.79,0.2431,0.3455,39801676.03,49.56,1,118,11837.22,1,2059438565.18,0,NATIONAL_RISK_ASSESSMENT,2024-05-04
2013,RO,HR98,FLOOD_RIVER,0.8604,0.7683,512121,14525702944.61,0.7186,0.8131,370478378.98,44.86,1,182,34046.8,0,3251990384.86,0,REGIONAL_RESILIENCE_REPORT,2025-12-05
2014,AT,SK367,HEATWAVE,0.4518,0.9112,556849,20175715892.72,0.5045,0.1706,47677264.78,82.77,0,23,52356.25,1,2351276900.27,0,EEA_CLIMATE_ADAPTATION_DB,2025-04-07
2015,CZ,LV6,COLD_SPELL,0.852,0.4162,505167,70530527729.52,0.89,0.387,1284927677.81,45.6,1,88,73723.37,0,1260662465.98,0,COPERNICUS_C3S_INDICATORS,2026-01-23
2016,DE,GR30,LANDSLIDE,0.2539,0.644,501820,27455644134.73,0.5686,0.8212,150335382.97,63.56,1,4,66808.83,0,2323242856.04,0,NATIONAL_RISK_ASSESSMENT,2024-03-27
2017,LV,IE385,STORM_WIND,0.9132,0.1127,558007,23259486519.6,0.8003,0.3301,61238602.23,31.63,0,41,60644.05,1,1934448667.7,0,REGIONAL_RESILIENCE_REPORT,2025-10-28
2018,PL,DE33,WILDFIRE,0.7559,0.4569,533679,37502428225.57,0.5469,0.937,408654544.59,55.64,1,247,18005.19,1,1074211007.58,0,EEA_CLIMATE_ADAPTATION_DB,2026-01-07
2019,ES,HU460,DROUGHT,0.468,0.7762,548795,16711616486.72,0.7305,0.4199,192469166.95,15.28,0,74,5600.77,0,2478080935.29,1,COPERNICUS_C3S_INDICATORS,2024-05-13
2020,HR,IT659,FLOOD_COASTAL,0.3167,0.4956,562485,28386084997.24,0.7774,0.2852,164032060.21,69.38,0,59,10072.85,0,802886055.57,0,NATIONAL_RISK_ASSESSMENT,2024-07-23
2021,FI,IE476,FLOOD_RIVER,0.3055,0.4979,496520,33297396959.7,0.5094,0.2127,160725979.3,64.66,1,63,83015.29,1,327650541.65,0,REGIONAL_RESILIENCE_REPORT,2024-01-20
2022,IE,FR78,HEATWAVE,0.8591,0.3471,494637,22988528855.13,0.6115,0.6482,248740638.52,50.87,0,140,93348.38,1,2617849048.95,0,EEA_CLIMATE_ADAPTATION_DB,2025-03-12
2023,MT,PT14,COLD_SPELL,0.8991,0.4722,565827,832869436.56,0.3569,0.3415,1860055.21,13.73,0,60,340.14,1,2496918002.1,0,COPERNICUS_C3S_INDICATORS,2024-01-07
2024,SK,LV5,LANDSLIDE,0.7275,0.1686,523302,6920098938.13,0.6197,0.2311,26481320.2,37.51,1,181,10546.32,1,2287872523.62,0,NATIONAL_RISK_ASSESSMENT,2024-12-04
2025,BE,SK8,STORM_WIND,0.2884,0.5604,492330,43795071844.11,0.7575,0.6762,356435443.69,52.4,1,18,39331.65,0,1835922013.56,0,REGIONAL_RESILIENCE_REPORT,2024-01-23
2005,DK,ES63,WILDFIRE,0.6784,0.2408,519055,2313260197.98,0.7032,0.3301,10013746.34,76.67,1,132,49170.67,1,281977038.96,0,EEA_CLIMATE_ADAPTATION_DB,2024-10-26
2006,GR,BE385,DROUGHT,0.0988,0.6612,513380,35034478981.89,0.7784,0.9641,33121105.89,19.66,0,213,61718.93,0,1981035095.47,0,COPERNICUS_C3S_INDICATORS,2025-03-07
2007,LT,HU4,FLOOD_COASTAL,0.4212,0.7402,552180,38501559386.46,0.6812,0.2089,302521341.7,48.88,0,9,92366.37,0,1900101884.59,0,NATIONAL_RISK_ASSESSMENT,2025-01-21
2008,PT,RO131,FLOOD_RIVER,0.3679,0.2854,520852,115588120.03,0.2005,0.1411,181462.99,63.3,1,58,92875.87,0,1330253579.87,0,REGIONAL_RESILIENCE_REPORT,2024-03-05
2009,SE,MT362,HEATWAVE,0.3469,0.6414,552961,14236263240.09,0.1311,0.2168,21834700.82,54.33,1,82,96005.05,0,1527096459.33,0,EEA_CLIMATE_ADAPTATION_DB,2025-07-23
2010,CY,CZ6,COLD_SPELL,0.6509,0.748,550313,23655024280.04,0.1208,0.2012,63842324.61,74.96,1,159,55552.58,1,283029977.08,0,COPERNICUS_C3S_INDICATORS,2025-05-22
2011,FR,HR75,LANDSLIDE,0.3955,0.5939,574861,40710501770.2,0.9322,0.1686,317203296.99,40.08,1,98,4731.56,1,3014788.22,0,NATIONAL_RISK_ASSESSMENT,2025-07-08
2012,IT,PT841,STORM_WIND,0.2128,0.1285,574357,2934236848.5,0.773,0.9003,2079550.89,77.72,0,68,52377.3,0,2046910997.97,0,REGIONAL_RESILIENCE_REPORT,2024-01-20
2013,NL,AT32,WILDFIRE,0.7946,0.8377,563632,17164208603.58,0.1713,0.3852,102252571.23,46.6,1,87,20405.31,1,2035295638.93,0,EEA_CLIMATE_ADAPTATION_DB,2024-09-27
2014,SI,LT3,DROUGHT,0.1581,0.5043,519742,28038803607.98,0.5559,0.8584,42575074.81,7.94,1,58,24414.23,0,3498152401.86,0,COPERNICUS_C3S_INDICATORS,2024-09-15
2015,BG,LU989,FLOOD_COASTAL,0.3141,0.3379,574066,6800263085.97,0.3026,0.7869,15661691.44,49.62,0,38,18713.65,1,446395594.83,0,NATIONAL_RISK_ASSESSMENT,2026-01-08
2016,EE,BE629,FLOOD_RIVER,0.8595,0.1997,534427,40860634567.37,0.3037,0.2901,109652772.99,78.87,1,174,92444.93,0,1253451072.16,0,REGIONAL_RESILIENCE_REPORT,2025-10-18
2017,HU,LU14,HEATWAVE,0.7456,0.2934,572138,5104198274.24,0.3153,0.7759,14983444.44,47.36,1,215,60735.64,0,1695924588.57,0,EEA_CLIMATE_ADAPTATION_DB,2025-08-20
2018,LU,CZ9,COLD_SPELL,0.3084,0.4206,556439,23581021949.42,0.4909,0.9136,58784734.06,58.72,1,118,56029.9,0,376549571.06,0,COPERNICUS_C3S_INDICATORS,2025-11-05
2019,RO,GR6,LANDSLIDE,0.3604,0.2714,512001,46618510645.74,0.4091,0.6053,43140221.81,60.76,1,2,25497.08,0,1239985507.33,0,NATIONAL_RISK_ASSESSMENT,2024-03-19
2020,AT,BE29,STORM_WIND,0.9441,0.9222,561525,53829841176.65,0.5988,0.4081,625162493.52,39.34,1,63,24056.69,1,1667207997.43,0,REGIONAL_RESILIENCE_REPORT,2024-02-12
2021,CZ,DE846,WILDFIRE,0.4195,0.2502,523827,53530782765.65,0.782,0.5245,297174778.21,66.13,1,93,65042.22,1,2280889228.11,0,EEA_CLIMATE_ADAPTATION_DB,2025-07-17
2022,DE,AT5,DROUGHT,0.6717,0.831,500168,18465227312.28,0.3877,0.6729,146866034.56,29.9,1,184,32744.51,1,1972003782.31,0,COPERNICUS_C3S_INDICATORS,2025-01-17
2023,LV,BE60,FLOOD_COASTAL,0.9125,0.7828,504207,32957313204.42,0.7137,0.1924,525265323.62,16.23,0,23,26800.49,1,2174163050.29,1,NATIONAL_RISK_ASSESSMENT,2024-07-29
2024,PL,PT719,FLOOD_RIVER,0.6973,0.658,522356,39452822896.64,0.2909,0.2872,400634365.69,60.25,1,93,69421.18,0,732140054.14,0,REGIONAL_RESILIENCE_REPORT,2024-02-25
2025,ES,HR963,HEATWAVE,0.3082,0.9771,562485,55433386690.97,0.5368,0.8347,611052715.69,83.1,1,119,69980.36,1,1920329953.84,0,EEA_CLIMATE_ADAPTATION_DB,2026-02-13
2005,HR,LV747,COLD_SPELL,0.8592,0.3331,578572,32133433439.05,0.591,0.7291,179772693.51,68.54,0,118,27884.16,0,2293371838.04,0,COPERNICUS_C3S_INDICATORS,2024-06-27
2006,FI,NL386,LANDSLIDE,0.1235,0.3618,527990,55127135221.52,0.307,0.1405,18280459.38,65.97,0,53,2594.07,0,1550232936.0,0,NATIONAL_RISK_ASSESSMENT,2024-09-21
2007,IE,SE311,STORM_WIND,0.6124,0.8764,565615,78224557960.88,0.2726,0.4058,554117552.44,9.14,1,156,33783.52,0,1192001182.42,0,REGIONAL_RESILIENCE_REPORT,2025-05-08
2008,MT,SE75,WILDFIRE,0.8324,0.5856,559924,16729525210.03,0.5487,0.363,281754425.69,14.55,1,130,51050.67,1,382059245.9,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-30
2009,SK,SK605,DROUGHT,0.31,0.5972,569870,41039208369.38,0.299,0.3868,54734987.44,10.48,1,118,31960.06,1,2507874517.58,0,COPERNICUS_C3S_INDICATORS,2024-08-23
2010,BE,PL52,FLOOD_COASTAL,0.6297,0.7845,561115,23714616351.18,0.4392,0.771,167106148.02,60.22,1,208,7951.86,1,1932934670.2,0,NATIONAL_RISK_ASSESSMENT,2024-09-27
2011,DK,LV96,FLOOD_RIVER,0.4977,0.5205,548418,32466183390.66,0.1917,0.2214,83813124.42,6.33,1,58,50890.54,1,1417050418.95,0,REGIONAL_RESILIENCE_REPORT,2025-07-05
2012,GR,CY953,HEATWAVE,0.2141,0.2173,538924,68566117347.59,0.6117,0.6342,100182658.07,27.66,1,164,17068.29,1,2145673446.3,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-24
2013,LT,LU5,COLD_SPELL,0.4143,0.648,521459,59374575626.49,0.2146,0.2052,240121337.83,77.21,1,156,39865.96,1,1899154543.55,1,COPERNICUS_C3S_INDICATORS,2025-08-08
2014,PT,IT18,LANDSLIDE,0.1841,0.4684,564554,14739528581.57,0.6433,0.3412,26827415.88,67.26,1,95,75433.54,1,578178361.43,0,NATIONAL_RISK_ASSESSMENT,2024-04-24
