house_rent_rent_month,house_rent_building_id_hash,house_rent_unit_bedroom_count,house_rent_asking_rent_inr,house_rent_effective_rent_inr,house_rent_rent_concession_weeks,house_rent_vacancy_rate_building,house_rent_lease_term_months,house_rent_tenant_income_requirement,house_rent_rent_to_income_ratio,house_rent_utility_included_flag,house_rent_pet_fee_inr,house_rent_application_fee_inr,house_rent_security_deposit_inr,house_rent_eviction_filing_rate,house_rent_rent_control_coverage_flag,house_rent_affordability_target_ami,house_rent_subsidy_waitlist_length,house_rent_move_in_incentive_flag,house_rent_renter_turnover_rate
2019-01,BLDG-5b6922921a0a,2,44712,39174,0,17.48,11,3.45,52.7,Y,22297,4233,356977,2.423,N,197.0,25706,N,19.97
2024-06,BLDG-30624b1f9f1f,3,29551,28709,0,28.0,11,2.82,52.81,N,10797,5184,240445,3.392,Y,64.3,11921,N,56.64
2025-03,BLDG-0a84da1b7a22,2,75255,68947,6,1.61,24,4.72,8.46,Y,9419,133,75322,7.974,Y,171.6,33729,Y,33.54
2020-01,BLDG-0fa9553f22f3,5,63367,60808,0,5.0,3,4.56,20.02,Y,8493,4535,282995,6.237,Y,150.8,30029,Y,25.65
2019-11,BLDG-96bae0e25a63,0,105852,93349,0,6.11,12,3.27,47.83,Y,6285,1282,192019,6.055,Y,185.7,31633,N,57.4
2023-09,BLDG-96d47ce517f6,4,92314,86119,2,9.54,24,3.8,44.88,N,23505,1578,53836,3.05,Y,154.4,26626,N,25.83
2022-02,BLDG-360367e4a4d6,4,158731,143238,2,25.17,6,1.92,31.84,N,14338,3290,73803,7.933,N,132.3,12136,N,35.56
2021-08,BLDG-cf318c702307,0,149977,144578,6,17.06,12,4.72,25.28,N,21918,379,187373,6.922,Y,131.6,33374,Y,30.73
2019-05,BLDG-3fff3d4a2e6f,0,156488,153425,6,15.5,24,3.25,31.45,Y,24992,648,356848,7.446,Y,150.7,31144,N,23.93
2022-11,BLDG-07ee766ef656,0,135157,121900,6,23.18,9,3.54,11.55,N,9668,150,273706,3.81,Y,86.8,32377,Y,18.75
2025-01,BLDG-d09b4a426b63,3,36097,35908,6,27.81,9,3.11,51.55,Y,14497,4944,94438,2.122,Y,168.8,18759,Y,9.87
2020-11,BLDG-fc53882f4780,1,67491,66948,4,11.5,11,4.64,43.89,N,14703,3167,332822,7.526,Y,69.8,43795,Y,14.09
2019-07,BLDG-a6a91be59ca8,5,62964,60297,0,18.06,12,4.44,29.83,N,18846,2392,88126,7.424,N,122.1,11278,N,53.76
2023-05,BLDG-6a58018092c9,3,141354,129411,8,17.14,11,4.1,18.85,Y,19554,1571,1429,1.895,N,124.0,9497,N,3.21
2022-09,BLDG-e8d7ea05402b,4,50078,49759,8,15.47,12,2.64,28.83,Y,8273,4989,261898,7.362,Y,36.3,14111,N,35.47
2020-10,BLDG-9f177b95bd1e,2,7465,6354,2,14.48,12,3.76,22.8,N,6539,4136,210219,4.086,N,150.3,6373,Y,46.33
2024-07,BLDG-b661d13bee0c,0,140433,139146,6,8.45,3,4.82,41.73,N,1623,1769,318992,6.62,N,141.6,44408,N,24.54
2022-09,BLDG-b80d2e86f201,2,147421,128900,4,3.08,9,2.53,18.35,Y,5836,1400,141814,4.135,Y,96.9,35638,N,18.45
2024-07,BLDG-1f5ececf1018,5,19800,18207,6,27.11,3,3.64,22.77,N,1708,5240,199654,5.661,Y,40.7,37721,Y,40.56
2024-07,BLDG-dc571e5048b6,1,67473,62228,7,19.8,24,3.3,33.64,N,2159,70,74371,7.819,Y,113.4,13397,Y,16.16
2021-06,BLDG-74735290aa63,5,58761,53202,0,7.9,12,4.65,45.69,Y,3234,925,149090,7.909,N,145.4,21919,Y,39.26
2024-09,BLDG-6abc688bff27,2,109806,99315,7,21.13,3,1.99,8.1,Y,6402,1354,79455,3.826,N,64.8,39049,N,0.1
2022-09,BLDG-bc4f42f01876,2,157861,157812,7,7.97,6,3.41,22.95,N,4297,4698,168529,4.261,Y,85.7,33274,Y,35.94
2020-07,BLDG-a3059823d33a,2,89192,77272,3,4.74,6,1.88,53.89,Y,486,1460,281738,3.539,Y,31.8,9950,Y,15.16
2023-03,BLDG-4096635c5d69,4,130612,113958,4,10.97,12,4.4,47.32,N,11647,5786,303868,0.06,Y,144.4,5799,N,54.21
2019-01,BLDG-8f2bbf18a57a,2,143490,142483,5,25.57,9,2.64,17.0,N,12850,5799,124602,6.775,N,66.6,34824,N,3.51
2025-10,BLDG-551aa831c870,3,121522,122798,0,27.69,36,3.93,16.08,N,19200,1152,199471,3.738,Y,141.8,30994,Y,0.97
2020-03,BLDG-0c731f354c8c,0,60884,60942,4,2.65,9,2.92,23.52,N,11768,779,19223,1.851,Y,193.1,21326,Y,21.36
2025-10,BLDG-737b94f68fe3,1,68435,63336,2,14.67,3,4.94,48.31,N,4816,1272,57584,5.285,N,60.6,34237,Y,31.25
2025-07,BLDG-8be1eaf7c6f9,1,43603,41231,6,12.98,11,1.8,20.73,N,20236,2449,307037,4.686,Y,44.3,23378,N,32.14
2023-02,BLDG-54f770504198,0,8170,8043,2,22.51,12,4.61,28.67,Y,18785,2009,348800,1.837,Y,40.9,22383,Y,44.2
2024-11,BLDG-a9dda9a03759,4,167588,162166,8,16.18,11,3.4,44.18,N,3205,1945,302139,1.464,Y,160.6,6094,Y,19.01
2022-02,BLDG-016014d1d6a1,1,64606,59165,5,22.62,6,2.5,13.25,N,24540,2279,42429,3.702,Y,174.0,12428,N,18.03
2023-01,BLDG-745af1aec1c5,4,114502,111453,8,7.97,36,4.46,29.53,Y,20287,5173,78226,4.882,N,148.6,17741,N,18.27
2023-08,BLDG-b1ffc1646d5b,1,39179,38154,5,19.24,6,4.93,16.76,N,10552,2297,194835,5.75,Y,139.7,2956,Y,53.01
2020-02,BLDG-445049f31381,2,176298,153287,6,10.46,6,3.23,46.48,Y,7969,2448,83770,6.246,Y,197.2,11904,N,1.37
2025-07,BLDG-863d33093de8,5,7151,6594,3,1.7,9,3.06,19.87,N,3639,4202,277039,1.562,N,69.7,25700,Y,27.32
2024-09,BLDG-009cb1b602c8,0,122630,114101,2,21.3,3,3.94,46.96,N,22512,433,8448,5.221,N,127.9,3380,Y,3.86
2025-03,BLDG-6180f40eb377,2,25045,25206,8,18.11,24,3.83,47.5,N,4407,4987,177795,2.711,Y,62.8,42267,Y,18.89
2019-04,BLDG-5d72d37fce71,0,40426,38463,5,13.77,3,3.76,13.24,N,8467,2657,119496,7.666,Y,126.3,1439,Y,52.49
2019-05,BLDG-d2c87defcaa7,0,4244,4098,5,19.88,3,3.28,29.94,Y,3663,3011,334603,2.393,Y,74.0,18946,Y,17.55
2019-01,BLDG-d88f43b1237d,3,67402,65322,4,16.56,9,4.19,37.31,Y,23409,465,126840,0.634,Y,37.8,41949,Y,25.02
2023-11,BLDG-4c22590d4df1,1,64320,65266,3,15.5,24,3.97,21.41,Y,23277,4470,228270,4.557,N,122.0,38666,Y,50.21
2021-02,BLDG-04b7e675b1e1,0,20655,20710,6,12.63,24,4.3,52.41,Y,9494,5313,296831,3.331,Y,110.7,42077,Y,59.61
2024-08,BLDG-b49d5f355038,5,127878,119228,5,11.95,24,2.42,12.49,Y,10443,4788,30580,1.476,Y,52.7,18939,N,35.2
2024-04,BLDG-bb66056479f4,0,129298,121966,2,8.55,24,2.56,35.36,Y,14609,1598,355676,3.097,N,196.0,39619,N,5.35
2020-10,BLDG-04aaf367d5ed,4,42012,40769,6,6.74,6,2.18,11.33,Y,13723,435,13897,5.79,Y,115.6,27604,Y,41.45
2025-05,BLDG-2d5202ddd9b0,1,55036,51138,8,21.93,11,1.88,15.16,N,15461,1926,275968,0.436,Y,131.3,32185,N,25.04
2023-06,BLDG-247ae0c89f6f,4,16677,16539,8,24.33,12,3.16,8.62,Y,5464,1710,86816,3.476,Y,56.0,24782,Y,57.85
2024-08,BLDG-f870e9714b18,5,49751,42437,0,14.19,36,4.49,38.26,Y,4889,4543,218955,7.829,Y,146.6,31820,Y,23.57
2020-03,BLDG-f0ef1de54946,3,162151,143912,4,22.96,12,4.73,54.06,Y,8980,720,93164,6.165,N,53.6,16693,Y,49.08
2023-03,BLDG-20de0d16cfcd,0,108130,96165,4,18.13,24,3.0,44.93,Y,10935,173,299134,3.044,N,167.8,14084,N,7.99
2025-10,BLDG-71eec91eeb72,1,111904,113281,1,12.09,3,2.1,27.48,N,11417,5945,342017,7.781,Y,158.8,26530,N,37.54
2023-07,BLDG-cd8dbe672ade,0,96824,97505,3,8.52,12,3.81,47.96,Y,12506,525,67001,3.927,N,57.7,12651,Y,14.35
2023-07,BLDG-9a54904081d2,0,146179,125341,5,4.94,24,4.61,54.71,Y,6141,2832,230434,1.041,Y,94.0,44761,Y,15.66
2025-09,BLDG-ed2a43810df9,5,142877,135295,6,16.69,11,3.25,12.23,Y,24320,4707,233407,4.879,N,31.5,24646,Y,50.55
2021-07,BLDG-d08822da55a9,3,171767,171897,3,12.2,6,2.7,47.69,N,10769,586,163899,0.29,Y,97.3,15235,Y,55.44
2019-01,BLDG-3364f1407947,4,61102,56220,8,24.37,11,2.25,44.37,Y,16299,1909,324505,6.879,Y,77.9,26340,Y,28.2
2023-07,BLDG-a21c5a8be8bc,2,45481,44620,4,21.96,11,2.97,33.9,N,14233,3952,271022,6.858,N,137.0,43731,Y,51.3
2020-05,BLDG-b90f262e2e04,4,106230,107684,5,9.95,6,2.22,38.91,Y,19837,1028,97253,1.715,Y,180.9,14371,N,38.46
2023-11,BLDG-b9ed9a0077c7,3,42881,41302,2,5.02,36,2.47,13.94,N,17457,4993,298844,6.012,Y,30.5,32038,Y,63.07
2021-10,BLDG-d787e1b2c00f,0,160172,155089,4,20.0,9,2.02,29.25,N,2188,743,252264,0.923,N,153.4,13205,N,16.75
2022-06,BLDG-6ec780eeebd9,2,92158,85474,8,3.35,36,2.02,9.17,Y,14726,2106,123639,1.673,Y,108.1,35882,N,39.08
2024-10,BLDG-23bf0d3b2d3c,4,107717,101081,6,22.53,3,3.48,25.37,N,22351,1241,172050,1.107,N,114.2,39445,N,2.63
2021-11,BLDG-fc68e55ca57d,5,151774,136885,3,16.3,6,2.68,44.72,Y,19996,2795,174864,5.76,N,69.1,44712,N,31.35
2025-03,BLDG-03ea850f3570,2,134695,120498,1,0.79,12,4.66,18.48,N,24748,3940,221021,1.257,N,67.6,42248,Y,1.64
2022-11,BLDG-6632713109db,1,84597,80587,3,27.4,9,3.99,35.31,N,22467,4266,207784,6.556,Y,88.5,41082,Y,64.45
2023-07,BLDG-5c83e630e28c,3,175049,169950,4,6.12,3,4.35,39.07,N,17245,5941,20305,4.849,Y,181.3,18814,N,62.34
2019-10,BLDG-56bcb9d45b59,1,80971,81718,0,19.02,6,4.14,40.4,Y,23076,1858,137942,7.801,Y,134.9,17365,Y,43.59
2021-10,BLDG-873b7fbddb44,0,165754,147624,1,26.26,3,4.17,39.47,N,21959,2090,272915,3.358,N,71.6,13109,N,49.64
2024-11,BLDG-54ac7f94dd81,3,34537,34027,0,18.13,36,3.54,28.4,Y,16372,1150,322681,5.299,Y,126.4,3598,Y,15.26
2019-01,BLDG-5674110200b1,4,54512,53695,2,4.86,9,2.33,8.79,N,19229,105,264193,0.52,N,175.7,16499,N,1.35
2021-07,BLDG-873915ae62c5,1,55619,47677,2,22.22,11,4.67,33.97,N,9639,5716,21729,3.399,Y,95.1,111,N,30.26
2019-08,BLDG-4d251f33cf09,5,52937,52424,6,3.3,6,2.76,23.72,N,23521,806,129496,7.889,N,95.7,33061,N,16.45
2023-09,BLDG-250369c4be59,5,15098,13508,6,4.97,24,1.86,42.68,N,6802,3266,232126,2.48,N,190.4,31247,Y,13.49
2022-09,BLDG-2bf6ddb1011a,3,14097,14151,1,19.49,9,4.24,44.16,Y,2516,2618,96020,1.352,N,82.4,32238,Y,32.68
2020-03,BLDG-2c5c56261818,4,125842,118917,4,27.06,12,4.14,47.51,N,63,1801,329928,1.238,Y,91.1,38247,N,57.11
2020-08,BLDG-57e2edcddd4e,2,143444,128991,1,14.9,36,3.34,41.89,N,7963,2798,121534,6.716,N,30.6,41778,Y,62.64
2023-02,BLDG-a781f1db81c5,2,82479,81299,6,0.32,9,2.52,50.62,N,15633,1719,36719,2.246,Y,113.6,43410,N,34.47
2020-02,BLDG-e78f487d7392,5,5089,4541,3,13.51,11,4.43,39.19,N,19125,3604,34832,2.794,Y,30.4,19049,Y,44.77
2020-10,BLDG-3ffb0ac44c0c,5,111583,98984,7,16.33,11,3.65,36.01,Y,11760,5712,81362,1.025,Y,110.5,38841,Y,31.24
2020-11,BLDG-83a6c8864aad,3,129293,115501,2,19.96,3,3.92,52.77,Y,8004,3920,54643,7.674,N,46.6,39915,Y,11.97
2024-06,BLDG-452069b9188a,2,19341,17795,8,9.35,12,4.74,35.04,Y,15959,245,102956,1.692,N,128.2,14051,N,53.18
2021-08,BLDG-8564c255da82,0,157684,154529,3,12.99,12,2.48,8.01,Y,8236,545,252791,4.797,Y,188.9,32359,Y,19.99
2021-01,BLDG-8f8d010c3171,1,119583,109354,4,15.18,6,3.65,18.54,N,10458,1178,21475,0.558,Y,196.0,41212,N,54.25
2019-07,BLDG-4b3659324754,1,10123,8997,5,17.04,3,2.3,46.09,N,4041,3691,338816,2.599,Y,169.6,34366,N,58.17
2022-11,BLDG-9b90c2c5a54a,5,33039,30193,6,16.68,3,1.85,35.37,N,740,143,221068,2.589,Y,80.5,39426,N,31.06
2019-09,BLDG-042058d5351f,5,94805,92266,3,21.63,9,4.31,43.97,Y,6065,5096,225038,2.252,Y,73.9,8925,N,16.9
2019-05,BLDG-c07c0eb1d7f2,1,7841,7047,1,15.18,11,4.88,15.5,Y,2256,1603,266340,2.564,Y,181.6,37324,N,9.46
2023-09,BLDG-5319fa91e530,2,132308,115970,5,21.69,24,4.83,41.47,Y,15622,2789,240306,3.925,Y,165.3,19891,N,27.52
2025-08,BLDG-fe5b525a5b9b,5,4692,4002,5,13.74,6,2.68,39.16,Y,17557,4479,106756,4.817,N,136.8,19170,Y,12.23
2024-05,BLDG-09b2456b8b99,5,133950,118061,0,16.54,24,3.81,16.45,N,23395,5193,14675,5.251,Y,138.7,18581,Y,11.21
2019-03,BLDG-eacdaa1e9d70,0,78413,70520,3,27.44,11,3.41,54.21,N,15304,5167,289995,6.643,Y,77.4,7783,Y,59.8
2025-10,BLDG-c26cbfa998ae,2,158790,160780,3,26.97,11,4.76,50.42,Y,12967,1573,295847,4.919,Y,192.6,40687,N,63.23
2021-09,BLDG-49c6f73f3631,1,30334,25832,0,4.55,11,1.97,27.71,N,14683,3729,168256,1.198,N,52.4,25083,N,59.16
2024-10,BLDG-ee3102defb4f,5,152349,144469,8,22.93,9,3.13,15.69,N,4402,2029,333941,4.29,Y,112.1,16400,Y,5.79
2019-05,BLDG-e72f9bb84098,1,153343,154445,7,5.1,6,4.38,26.17,N,16877,3131,346547,6.312,N,59.1,9949,N,36.67
2025-03,BLDG-12a48eed768f,0,177040,171932,3,8.21,11,2.07,12.55,N,19165,2230,119188,5.225,N,94.2,40453,N,27.25
2025-09,BLDG-230c4bc9b86f,5,11191,10027,2,2.76,6,2.43,37.65,N,1590,4724,62847,3.031,N,137.9,19002,N,20.67
2025-06,BLDG-9ec3b939aa3c,3,160960,149038,1,4.83,12,1.84,14.92,Y,23934,5824,353126,1.122,N,177.9,16138,N,41.33
2022-04,BLDG-1816934066e9,0,87658,79952,3,24.95,24,3.66,29.37,N,19502,4495,131823,4.687,N,59.9,41075,N,51.69
2025-02,BLDG-2674c8e48f4d,0,139069,126171,4,21.31,24,3.17,41.07,N,21920,3227,279182,3.37,N,192.3,30258,N,27.48
2022-09,BLDG-cd5e33ff24ca,2,21033,18385,3,16.5,3,4.27,53.62,Y,24634,5340,338176,4.581,N,154.2,3968,N,15.04
2020-04,BLDG-9ec304000609,5,123344,121060,3,0.4,3,3.1,19.31,Y,20595,470,58564,3.66,N,96.4,41029,Y,1.57
2025-06,BLDG-0065970bff54,1,129309,116672,8,24.26,12,2.69,31.17,N,11277,1621,204906,5.492,Y,43.4,38776,N,30.47
2023-07,BLDG-05aff51f6a5f,1,40072,39090,5,0.62,6,3.26,20.07,Y,16701,1436,240695,1.269,Y,121.8,42246,N,44.3
2023-05,BLDG-b731de9b0776,1,47741,45189,0,23.59,9,3.39,22.73,N,5534,752,213992,4.994,N,85.2,28455,N,56.63
2025-07,BLDG-af1ccbd0fe2f,0,32311,31780,6,24.59,6,4.95,47.66,Y,23718,3449,227001,5.924,N,36.1,31798,N,32.01
2023-10,BLDG-93810d300a60,4,175945,169842,8,23.11,3,2.13,31.42,N,21449,584,337897,2.046,Y,138.2,20293,N,19.35
2023-03,BLDG-f7aeb9adca79,5,177808,161135,2,3.83,3,2.67,33.17,Y,2353,2327,170609,7.256,Y,59.5,3909,N,60.79
2020-06,BLDG-fdc1ae05f5dd,4,95784,82011,8,0.55,24,2.47,30.38,N,2258,2784,95562,0.613,Y,123.7,4390,N,18.33
2022-07,BLDG-6be022378a24,2,60400,58529,8,12.82,24,3.01,16.55,N,10868,5509,296140,0.804,Y,54.3,29551,Y,38.62
2020-10,BLDG-737d0a9352ee,2,117601,105872,6,22.68,3,3.31,47.37,N,12103,3100,65764,0.244,Y,199.8,27654,N,36.25
2021-04,BLDG-56ae1a02bd52,3,68968,60511,6,1.07,12,4.2,14.45,Y,2894,2026,26982,6.784,N,71.1,14631,Y,30.79
2021-10,BLDG-770a21adc281,0,150500,133590,7,7.97,9,4.32,12.63,Y,19248,710,94563,2.591,N,61.1,26873,Y,20.72
2020-01,BLDG-d0011b2f4c19,1,179369,178472,4,3.67,3,3.23,24.79,N,14820,1828,19930,1.963,Y,45.2,17756,N,25.61
2023-05,BLDG-73ee01e69c76,2,77541,67627,6,0.56,36,3.4,13.32,N,11099,5784,10293,4.353,Y,159.5,31140,N,54.17
2023-12,BLDG-01658f63da0f,4,121587,120530,0,3.95,36,4.46,31.53,Y,5710,2131,80172,1.051,N,91.0,37520,Y,31.08
2021-04,BLDG-92ca9c7c89a0,5,78445,69518,5,15.21,24,3.89,46.07,Y,3943,4074,106433,3.053,Y,58.9,30112,N,7.49
2020-07,BLDG-1141fee9fbf6,1,140687,121146,0,20.88,36,2.62,18.18,N,6377,1758,14543,2.096,N,60.6,14611,Y,22.16
2019-01,BLDG-08f0533a3e68,3,94038,84255,1,8.43,24,4.41,9.4,N,532,5962,150227,4.748,N,61.6,14118,Y,60.7
2025-08,BLDG-c30bb81a5cad,4,137740,121042,4,4.61,6,3.94,32.71,N,9783,2473,130433,6.003,N,194.5,21868,Y,32.71
2019-03,BLDG-694cf97c6ee9,0,145645,141497,0,2.96,11,1.95,23.18,N,9354,3626,103719,0.22,N,97.4,17943,N,16.08
2020-02,BLDG-e18618e7fbd0,2,89874,84707,6,1.59,24,3.66,16.46,N,90,3649,219397,1.773,Y,85.3,27906,N,25.61
2024-02,BLDG-c0b707a0e925,2,41745,40522,2,11.16,3,3.2,34.24,N,15872,3579,171123,3.671,N,130.9,18786,N,27.99
2019-06,BLDG-514958b11130,1,91869,81544,0,13.33,9,3.97,13.81,Y,24390,875,90685,4.634,N,105.3,17706,Y,1.87
2021-11,BLDG-c4933e99a676,5,48870,42697,0,20.14,36,3.28,37.57,N,22882,41,126834,6.39,Y,151.1,31789,Y,32.56
2019-03,BLDG-14855336adb5,0,7085,6434,0,0.8,6,3.42,26.97,Y,8011,5218,330127,3.092,Y,177.2,350,Y,33.37
2020-07,BLDG-5450833bea48,5,87732,87061,6,15.95,12,2.73,53.22,Y,18094,680,34713,6.67,Y,139.0,1085,N,33.66
2021-03,BLDG-e40b7d2a17dd,3,90978,80986,3,16.08,9,2.35,34.63,Y,2054,609,267794,2.379,Y,56.2,10120,N,1.06
2020-02,BLDG-eef90c54b04c,0,11751,10950,6,12.87,24,3.32,47.39,N,23809,3052,264190,4.92,Y,123.4,25005,N,46.26
2020-12,BLDG-a787cd39db45,0,60556,59864,5,12.3,11,4.58,8.79,Y,21307,3971,182918,0.453,Y,38.3,2919,N,1.57
2024-02,BLDG-eafaf015d790,5,168830,166620,4,7.66,3,3.27,18.18,Y,2461,753,200287,5.081,Y,178.3,44680,N,64.99
2019-12,BLDG-b3adeffd66ed,2,137972,121106,6,2.59,12,3.62,9.43,N,11506,5872,4085,5.552,N,75.4,29745,Y,57.52
2022-05,BLDG-91e8ed7f1061,0,179116,156646,2,21.25,3,2.35,22.29,Y,20388,5438,43521,6.801,Y,33.6,22570,N,15.42
2024-10,BLDG-f804ca5d170b,2,76930,77206,3,14.08,12,4.35,14.86,N,2533,2383,187256,4.295,Y,55.7,18599,N,33.13
2020-10,BLDG-fa1f84e72d9c,1,89033,84364,2,20.69,9,4.67,29.12,N,2751,2238,194292,1.096,Y,195.9,23209,N,20.38
2024-05,BLDG-b5e4b88b2e7c,1,96452,88714,7,10.56,3,3.51,34.18,N,9283,3662,87399,5.604,Y,78.8,35542,Y,60.96
2024-10,BLDG-506dd376de31,2,88135,82873,4,19.96,9,3.14,47.35,N,7085,2441,97116,1.976,N,72.5,92,Y,43.7
2019-04,BLDG-d96dbc017c0d,3,173423,163666,7,24.38,12,4.62,20.19,N,2560,303,104591,3.59,N,185.5,44537,N,35.49
2024-05,BLDG-4ca5530a1b07,4,66720,66643,4,0.77,36,4.63,20.38,N,22775,3792,170741,3.322,N,118.2,34963,Y,23.64
2021-02,BLDG-4e8461fca5b3,2,6088,6098,5,12.28,36,4.9,14.55,Y,19950,52,286393,0.109,Y,198.5,25530,N,24.8
2023-01,BLDG-6f1b3cfb749e,5,133617,119280,4,9.38,11,3.41,53.87,N,8730,2794,15253,5.804,Y,183.0,42506,N,57.03
2019-10,BLDG-521027263d10,2,26264,26553,2,0.85,6,3.82,38.51,Y,21927,3282,237442,5.247,N,175.6,41904,Y,39.63
2022-05,BLDG-acd35ca99ed7,1,11292,11409,3,25.05,36,3.03,28.42,Y,14326,1180,76529,7.271,N,157.5,15773,Y,29.84
2022-05,BLDG-5fbfe9aabce1,3,34276,33978,2,13.55,6,3.02,23.95,Y,7405,4864,13073,5.336,Y,85.6,36053,Y,40.5
2019-07,BLDG-db7a0b493175,1,118287,110077,4,14.44,12,4.95,40.11,N,24774,5905,82404,3.889,Y,125.2,9280,N,23.15
2025-08,BLDG-fd9ca1f1bfad,5,150606,145154,4,0.93,9,4.87,49.76,Y,18434,5041,53666,7.445,Y,111.7,19181,N,57.42
2025-08,BLDG-fb5b25353e9f,1,70236,63134,5,17.51,3,3.17,8.88,Y,6834,338,256696,5.441,Y,32.1,11273,N,15.72
2024-03,BLDG-ccbe83698ab1,3,47894,43353,1,9.51,3,2.69,13.69,Y,4589,3008,318011,5.682,Y,110.3,41951,N,37.14
2025-06,BLDG-95094cffacf3,0,41018,40734,0,10.36,12,2.85,37.63,Y,784,3209,1853,7.568,N,66.0,18648,N,4.36
2019-05,BLDG-359df7961bbe,5,59194,57016,0,21.12,36,3.61,43.18,Y,3947,493,263614,1.433,Y,69.0,44156,N,16.36
2019-07,BLDG-71883293a0d8,1,64258,54821,7,17.29,9,3.51,11.44,N,12896,3186,170364,2.134,N,83.6,2707,Y,29.72
2023-01,BLDG-09e06c7448a3,0,126865,113068,4,10.04,3,3.01,28.76,Y,4907,817,11952,5.026,N,33.8,41621,N,12.86
2025-09,BLDG-82b2c018b5bd,2,102203,90082,8,22.15,24,2.23,8.39,N,12711,4461,162630,1.046,N,166.5,23175,N,46.84
2021-08,BLDG-bf72144ba3aa,2,81606,70734,8,20.86,6,3.49,29.74,N,13011,4078,52055,4.001,Y,194.9,22309,N,8.85
2024-07,BLDG-000f585c9767,2,10761,10615,6,23.59,3,3.56,21.22,N,13926,4838,105611,4.784,N,178.1,23044,N,45.36
2023-03,BLDG-b1a67ba692b8,0,134746,118865,4,2.29,11,4.17,9.15,Y,6766,2122,204698,0.718,Y,38.1,6129,Y,59.91
2023-02,BLDG-637e13e6fdbf,1,15321,15024,5,19.02,24,4.41,46.95,N,14607,2065,281862,5.904,Y,190.3,26205,Y,59.21
2019-05,BLDG-d5b2aab61cf1,2,174001,177419,4,7.84,12,4.01,46.76,N,21818,2711,308196,3.522,N,90.4,39635,Y,31.16
2020-03,BLDG-a68d25f53250,4,7342,6291,1,19.87,36,4.62,23.64,N,2866,4895,258539,1.001,Y,39.9,39660,Y,28.67
2023-09,BLDG-a9d72f52c356,4,146741,129228,5,17.61,36,4.88,43.51,Y,13161,4968,352674,4.152,N,174.3,25480,N,52.74
2025-06,BLDG-49146eb160ef,0,105144,91388,6,23.26,24,3.5,19.54,N,21090,4443,267540,3.908,Y,101.0,41591,N,45.09
2019-12,BLDG-fde554c5baba,0,148871,149575,1,16.01,11,2.33,30.94,Y,3679,5263,277656,3.872,N,38.5,12780,N,3.77
2019-08,BLDG-a4b7617c69a7,1,102275,98685,1,18.39,11,3.26,25.76,Y,11504,3137,283014,2.86,Y,159.6,19849,N,53.9
2024-09,BLDG-2fdb2b1c49a7,4,130903,126660,4,14.03,11,4.9,18.44,N,4454,313,199082,4.288,N,165.6,34547,N,46.45
2019-12,BLDG-c431269cf154,5,122726,115061,8,18.42,36,4.71,50.71,Y,482,813,115031,1.078,N,177.1,37236,Y,60.48
2020-01,BLDG-d705e90d8a86,0,108442,110293,8,23.36,12,4.0,38.98,N,12361,23,292090,6.822,N,188.7,31461,N,55.47
2021-03,BLDG-3391e4a567e9,5,153685,155154,4,0.1,3,4.94,24.47,Y,12438,5618,297897,7.555,N,146.4,11203,N,17.18
2023-10,BLDG-3175d7035285,3,159915,159336,4,17.66,9,4.62,31.15,Y,23905,5269,240290,4.473,Y,149.4,22132,N,11.99
2020-12,BLDG-13a480d398aa,1,122916,111674,3,6.26,36,4.13,30.57,N,15268,5329,349313,6.662,Y,74.4,32908,Y,48.25
2020-03,BLDG-11b7e265a6dc,0,145165,139616,2,9.28,11,3.19,8.63,N,9482,1632,72116,1.55,N,170.9,10067,Y,39.2
2023-05,BLDG-28b0a0e05db7,3,169716,157152,5,17.06,24,2.04,39.9,N,16918,47,147901,4.868,N,41.1,10394,Y,12.01
2025-02,BLDG-4aea6ad1b03f,2,100540,98838,4,6.55,9,2.84,11.51,N,19082,5606,184158,6.944,Y,126.2,23573,N,63.49
2022-02,BLDG-f126ce819f66,4,98034,89637,0,16.43,11,2.94,50.55,Y,1922,5457,71990,2.168,N,45.5,9623,Y,48.33
2019-06,BLDG-a5fcb189057f,5,142590,126226,3,22.12,11,2.85,9.71,N,18502,4888,347448,5.678,Y,125.1,15520,N,40.49
2022-04,BLDG-6b23b0cfeed9,4,43349,38854,4,23.52,24,3.87,37.81,N,11813,2773,225404,0.662,N,173.3,26263,Y,35.35
2022-07,BLDG-919f7a9590b0,5,16313,14124,0,18.15,3,4.98,37.73,Y,21874,104,147550,3.241,Y,198.7,28763,N,24.77
2021-04,BLDG-8678ba751b45,0,99916,101767,1,12.95,36,4.6,29.36,N,7008,2337,107124,4.075,N,91.2,23801,N,8.35
2021-08,BLDG-653aedff73fc,1,101368,93885,5,3.88,3,4.96,39.68,Y,10318,2959,279611,5.392,Y,138.9,16941,Y,26.94
2025-08,BLDG-d8db32519140,4,14398,14362,7,18.07,12,4.94,45.64,N,10116,4537,315966,2.516,N,112.5,6603,N,41.42
2020-10,BLDG-1af92de6d726,2,105674,94502,7,13.16,24,1.99,27.49,Y,832,1784,205641,0.047,N,51.7,12608,Y,64.18
2023-01,BLDG-f6cbbe61a897,1,90547,83244,8,27.77,9,2.48,8.1,Y,16718,5983,342400,3.436,N,173.1,18966,Y,26.98
2021-01,BLDG-9e09e6162b64,0,86626,76416,4,4.01,9,2.63,17.3,N,6479,4855,79774,1.181,Y,174.9,735,N,6.03
