lab_wages_reference_year,lab_wages_country_iso2,lab_wages_region_nuts_code,lab_wages_nace_section,lab_wages_occupation_isco_code,lab_wages_mean_hourly_earnings_eur,lab_wages_median_hourly_earnings_eur,lab_wages_wage_growth_pct,lab_wages_gender_pay_gap_unadjusted_pct,lab_wages_gender_pay_gap_adjusted_pct,lab_wages_collective_bargaining_coverage_pct,lab_wages_minimum_wage_level_eur_month,lab_wages_low_pay_share_pct,lab_wages_bonus_share_pct,lab_wages_inwork_poverty_rate_pct,lab_wages_labor_share_gdp_pct,lab_wages_unit_labor_cost_index,lab_wages_eurostat_table_code,lab_wages_revision_round,lab_wages_data_extract_date
2009,MT,MT659,P,1_MANAGERS,27.66,21.9,0.09,2.05,0.96,55.76,252.53,25.13,10.43,7.53,53.5,90.04,nama_10_lp_ulc,FIRST,2025-06-08
2010,SK,BG7,F,5_SERVICE_SALES,17.59,15.08,3.99,14.8,7.26,65.87,1628.69,16.8,5.96,7.23,53.83,112.09,earn_ses_hourly,FLASH,2025-08-08
2011,BE,AT662,Q,9_ELEMENTARY,19.28,16.6,1.46,10.11,5.49,62.39,778.98,27.15,3.29,2.4,58.95,109.75,earn_ses_annual,BENCHMARK,2024-01-06
2012,DK,RO69,G,4_CLERICAL,48.62,41.44,0.79,2.39,1.56,28.57,1767.62,8.74,9.74,5.67,52.72,92.99,lfs_gpg,SECOND,2025-10-12
2013,GR,HR23,R,8_PLANT_MACHINE,18.16,14.99,4.26,5.0,2.25,77.08,383.63,9.62,7.2,8.96,60.86,116.28,nama_10_lp_ulc,FIRST,2025-01-07
2014,LT,DK31,H,3_TECHNICIANS,37.04,32.99,6.79,5.29,3.31,43.28,117.05,16.53,3.9,4.81,59.3,90.45,earn_ses_hourly,FLASH,2024-10-31
2015,PT,PT438,S,7_CRAFT,10.59,9.18,4.36,19.22,9.5,69.04,1179.37,7.32,8.77,11.74,62.45,102.4,earn_ses_annual,BENCHMARK,2026-01-04
2016,SE,ES67,I,2_PROFESSIONALS,58.11,53.04,-0.58,20.64,7.68,55.02,1868.74,8.83,7.26,7.15,58.79,113.35,lfs_gpg,SECOND,2025-09-16
2017,CY,ES9,T,6_AGRI,8.66,7.81,2.51,2.33,1.73,65.41,1809.23,21.71,7.83,14.61,53.18,113.76,nama_10_lp_ulc,FIRST,2024-04-26
2018,FR,PL9,J,1_MANAGERS,26.06,23.18,0.71,7.98,4.89,87.55,2549.37,14.17,11.8,7.28,63.75,112.97,earn_ses_hourly,FLASH,2024-01-02
2019,IT,RO24,U,5_SERVICE_SALES,12.75,11.16,1.68,8.0,5.57,45.61,1222.15,28.09,11.06,10.97,59.44,104.98,earn_ses_annual,BENCHMARK,2024-08-19
2020,NL,IE31,K,9_ELEMENTARY,10.82,9.47,2.28,18.25,11.56,33.83,944.12,27.83,3.83,13.06,55.61,97.24,lfs_gpg,SECOND,2024-02-09
2021,SI,HR51,A,4_CLERICAL,26.31,20.8,2.31,7.36,5.17,45.81,757.37,17.44,6.54,8.69,58.71,100.1,nama_10_lp_ulc,FIRST,2025-12-23
2022,BG,BE41,L,8_PLANT_MACHINE,38.31,31.05,2.05,3.65,1.99,58.03,1104.44,6.59,6.96,5.93,54.86,131.98,earn_ses_hourly,FLASH,2025-09-22
2023,EE,BE173,B,3_TECHNICIANS,27.39,25.33,0.88,2.21,1.5,69.51,485.84,10.41,3.37,11.36,57.52,126.93,earn_ses_annual,BENCHMARK,2025-12-12
2024,HU,CZ45,M,7_CRAFT,29.85,27.57,5.7,6.22,2.35,19.21,20.13,7.02,11.72,11.65,53.77,117.8,lfs_gpg,SECOND,2025-12-04
2025,LU,SE5,C,2_PROFESSIONALS,63.68,53.04,4.77,16.15,7.67,61.3,1040.28,18.09,6.86,7.72,58.23,139.0,nama_10_lp_ulc,FIRST,2025-10-31
2006,RO,EE6,N,6_AGRI,20.51,17.81,6.12,15.17,6.7,17.98,769.47,13.22,4.59,2.69,45.23,89.07,earn_ses_hourly,FLASH,2024-07-21
2007,AT,DE56,D,1_MANAGERS,28.15,22.45,0.42,13.81,5.22,19.84,886.18,20.91,1.69,14.45,58.41,82.07,earn_ses_annual,BENCHMARK,2024-02-24
2008,CZ,SI205,O,5_SERVICE_SALES,11.16,8.85,3.41,15.52,6.27,39.72,1111.81,18.7,4.51,15.44,48.78,106.79,lfs_gpg,SECOND,2024-12-26
2009,DE,RO92,E,9_ELEMENTARY,17.88,16.4,1.86,13.59,6.29,61.5,2482.69,12.11,4.24,1.95,54.74,88.78,nama_10_lp_ulc,FIRST,2024-11-25
2010,LV,HU74,P,4_CLERICAL,13.35,12.22,4.72,2.18,1.43,78.92,797.61,11.75,2.2,3.67,52.35,118.75,earn_ses_hourly,FLASH,2024-08-05
2011,PL,BE423,F,8_PLANT_MACHINE,14.67,13.52,2.32,9.49,6.97,23.09,875.04,19.05,6.75,7.63,52.05,80.91,earn_ses_annual,BENCHMARK,2024-11-24
2012,ES,DK578,Q,3_TECHNICIANS,15.67,13.63,3.95,7.49,3.86,33.81,1755.23,26.34,7.63,5.79,44.08,111.28,lfs_gpg,SECOND,2024-09-28
2013,HR,AT707,G,7_CRAFT,22.53,19.17,5.01,13.17,8.39,42.04,574.52,27.98,8.87,8.77,59.66,109.52,nama_10_lp_ulc,FIRST,2025-05-12
2014,FI,FR9,R,2_PROFESSIONALS,77.15,61.71,7.21,9.93,4.05,97.84,86.21,19.0,16.38,13.42,64.86,120.48,earn_ses_hourly,FLASH,2025-07-12
2015,IE,PL1,H,6_AGRI,23.2,19.73,1.16,4.17,1.83,43.51,1569.0,15.51,1.3,11.25,59.68,88.17,earn_ses_annual,BENCHMARK,2024-12-16
2016,MT,AT677,S,1_MANAGERS,25.13,22.26,3.89,18.21,7.02,56.96,68.04,9.17,9.98,10.43,48.47,105.61,lfs_gpg,SECOND,2024-07-05
2017,SK,PL622,I,5_SERVICE_SALES,15.25,12.79,6.65,11.28,7.23,27.94,288.48,18.57,3.54,2.62,49.85,103.55,nama_10_lp_ulc,FIRST,2026-02-05
2018,BE,PT37,T,9_ELEMENTARY,39.08,31.87,2.54,19.57,11.45,26.7,1620.27,19.46,11.78,14.01,43.9,99.06,earn_ses_hourly,FLASH,2025-10-13
2019,DK,LT62,J,4_CLERICAL,23.77,20.59,4.51,13.83,7.24,56.89,1712.84,18.36,3.67,13.33,58.77,118.37,earn_ses_annual,BENCHMARK,2025-09-18
2020,GR,SE669,U,8_PLANT_MACHINE,25.0,22.03,2.37,5.69,3.03,47.89,1092.99,13.13,5.45,7.65,58.54,110.38,lfs_gpg,SECOND,2025-02-13
2021,LT,FI71,K,3_TECHNICIANS,43.11,38.99,-0.85,14.3,9.95,49.82,754.13,16.49,0.84,8.27,48.88,125.44,nama_10_lp_ulc,FIRST,2024-05-31
2022,PT,DE4,A,7_CRAFT,44.59,35.25,-1.56,9.32,6.3,34.02,38.15,5.63,8.28,7.28,49.87,128.92,earn_ses_hourly,FLASH,2025-08-06
2023,SE,LV2,L,2_PROFESSIONALS,62.14,54.11,3.42,10.88,3.86,33.72,1223.07,7.3,12.25,10.01,45.49,96.64,earn_ses_annual,BENCHMARK,2025-08-05
2024,CY,CY6,B,6_AGRI,12.65,10.95,7.84,12.72,6.75,59.99,1516.28,11.73,9.78,8.13,52.15,124.71,lfs_gpg,SECOND,2025-09-20
2025,FR,CZ776,M,1_MANAGERS,36.59,31.78,0.61,7.6,2.82,88.61,2481.99,8.49,4.13,10.65,64.02,110.7,nama_10_lp_ulc,FIRST,2024-03-01
2006,IT,BG950,C,5_SERVICE_SALES,10.29,9.41,1.77,14.24,5.98,80.69,460.26,14.14,11.2,8.59,51.56,89.08,earn_ses_hourly,FLASH,2025-02-03
2007,NL,IE35,N,9_ELEMENTARY,25.95,23.58,-0.79,17.7,11.46,51.99,1573.8,21.06,7.8,10.41,48.32,99.25,earn_ses_annual,BENCHMARK,2025-06-18
2008,SI,SK6,D,4_CLERICAL,19.61,16.92,-0.79,11.36,6.55,28.98,1171.4,26.22,7.76,13.54,51.37,96.1,lfs_gpg,SECOND,2024-07-11
2009,BG,DK550,O,8_PLANT_MACHINE,26.82,23.77,6.89,11.71,5.64,47.03,1368.72,27.84,5.12,3.14,49.36,94.5,nama_10_lp_ulc,FIRST,2025-10-24
2010,EE,HR63,E,3_TECHNICIANS,39.87,33.27,-0.05,19.8,13.92,44.46,1845.18,18.95,0.52,7.25,47.09,104.75,earn_ses_hourly,FLASH,2025-06-21
2011,HU,CZ23,P,7_CRAFT,32.33,27.08,5.66,13.06,5.99,44.29,197.69,21.21,3.11,4.81,55.85,111.97,earn_ses_annual,BENCHMARK,2026-01-30
2012,LU,NL57,F,2_PROFESSIONALS,28.76,25.91,-1.18,13.27,5.14,74.13,438.77,18.15,9.82,5.68,51.37,98.52,lfs_gpg,SECOND,2025-11-10
2013,RO,HU90,Q,6_AGRI,20.65,17.91,8.03,12.4,6.35,55.16,1053.51,23.77,11.92,4.5,56.28,86.43,nama_10_lp_ulc,FIRST,2024-06-22
2014,AT,FI2,G,1_MANAGERS,54.58,48.91,5.44,17.67,11.18,29.13,229.22,9.98,14.65,2.27,47.5,86.27,earn_ses_hourly,FLASH,2024-07-20
2015,CZ,PL66,R,5_SERVICE_SALES,30.61,24.24,0.91,16.83,10.24,42.57,1316.8,16.79,5.76,6.32,46.97,92.11,earn_ses_annual,BENCHMARK,2025-09-28
2016,DE,FI837,H,9_ELEMENTARY,18.49,15.9,1.39,17.48,12.47,18.79,1876.1,15.58,9.12,6.7,44.22,89.33,lfs_gpg,SECOND,2025-10-05
2017,LV,LT7,S,4_CLERICAL,37.91,32.5,1.27,13.43,6.15,31.42,348.05,8.06,0.78,8.32,52.15,108.18,nama_10_lp_ulc,FIRST,2025-12-04
2018,PL,BG19,I,8_PLANT_MACHINE,11.94,10.09,3.88,8.79,4.96,34.6,732.9,11.09,8.91,9.27,52.28,99.58,earn_ses_hourly,FLASH,2025-09-02
2019,ES,MT814,T,3_TECHNICIANS,22.82,19.35,0.84,12.2,9.12,44.15,2363.96,21.5,11.15,15.74,53.59,89.17,earn_ses_annual,BENCHMARK,2024-12-07
2020,HR,EE30,J,7_CRAFT,43.65,40.3,7.12,9.44,4.06,35.93,436.19,7.88,7.2,11.92,53.9,100.63,lfs_gpg,SECOND,2025-08-07
2021,FI,CZ3,U,2_PROFESSIONALS,76.82,65.8,4.42,9.83,5.25,49.0,439.99,7.43,18.75,3.68,51.2,122.67,nama_10_lp_ulc,FIRST,2024-01-06
2022,IE,IE1,K,6_AGRI,15.15,14.08,0.72,3.79,2.67,31.48,946.8,20.85,7.88,3.57,48.37,118.33,earn_ses_hourly,FLASH,2026-01-12
2023,MT,EE139,A,1_MANAGERS,77.45,63.62,4.94,14.99,5.37,75.53,630.23,16.19,12.38,9.39,48.64,129.22,earn_ses_annual,BENCHMARK,2026-02-06
2024,SK,FI309,L,5_SERVICE_SALES,20.55,18.1,1.81,19.16,7.37,23.82,656.16,15.06,7.69,9.94,47.58,103.75,lfs_gpg,SECOND,2025-03-11
2025,BE,DE128,B,9_ELEMENTARY,11.15,10.34,2.1,9.33,3.99,98.64,1789.37,23.53,4.68,14.59,65.5,119.89,nama_10_lp_ulc,FIRST,2024-06-01
2006,DK,RO77,M,4_CLERICAL,23.05,20.72,6.89,6.32,2.57,89.92,1747.63,17.64,11.33,9.31,56.48,106.47,earn_ses_hourly,FLASH,2025-04-24
2007,GR,CY9,C,8_PLANT_MACHINE,9.21,8.06,7.82,9.95,6.63,58.09,1131.49,21.42,4.82,12.91,46.19,117.55,earn_ses_annual,BENCHMARK,2025-05-28
2008,LT,PT62,N,3_TECHNICIANS,35.45,30.81,0.62,13.74,9.71,77.72,1023.79,16.04,7.83,5.55,57.67,107.9,lfs_gpg,SECOND,2024-09-09
2009,PT,IE937,D,7_CRAFT,13.45,12.25,7.14,17.28,6.65,64.59,1634.01,7.3,1.29,7.91,56.37,115.94,nama_10_lp_ulc,FIRST,2024-01-08
2010,SE,GR40,O,2_PROFESSIONALS,51.01,44.82,4.72,17.26,7.87,30.33,1652.71,14.74,17.92,8.42,52.09,98.16,earn_ses_hourly,FLASH,2024-10-12
2011,CY,RO9,E,6_AGRI,8.94,7.65,-0.62,15.65,6.29,27.97,1171.37,10.01,11.57,5.66,55.16,84.67,earn_ses_annual,BENCHMARK,2025-08-09
2012,FR,PT616,P,1_MANAGERS,77.66,65.36,5.19,9.35,3.99,69.48,2629.76,8.5,11.05,6.66,60.5,118.53,lfs_gpg,SECOND,2025-12-15
2013,IT,LV988,F,5_SERVICE_SALES,29.65,26.7,0.33,6.81,3.33,25.95,1905.85,9.07,5.53,5.74,45.1,85.91,nama_10_lp_ulc,FIRST,2024-08-04
2014,NL,AT18,Q,9_ELEMENTARY,33.19,27.64,1.57,14.1,9.59,37.48,1217.8,9.69,6.48,1.95,58.75,93.91,earn_ses_hourly,FLASH,2025-05-19
2015,SI,CZ978,G,4_CLERICAL,28.55,26.27,2.62,4.29,2.7,26.69,76.69,8.01,7.39,11.36,57.87,98.38,earn_ses_annual,BENCHMARK,2024-11-11
2016,BG,RO534,R,8_PLANT_MACHINE,26.04,24.05,2.54,9.83,6.63,25.45,1368.59,20.97,11.73,9.77,44.34,113.9,lfs_gpg,SECOND,2024-05-11
2017,EE,GR27,H,3_TECHNICIANS,16.95,15.68,1.0,14.51,5.65,28.46,1720.63,15.98,2.52,11.73,57.06,86.88,nama_10_lp_ulc,FIRST,2025-08-11
2018,HU,HU71,S,7_CRAFT,21.28,18.4,-0.95,8.46,4.03,18.59,272.27,18.19,1.8,8.5,57.61,113.91,earn_ses_hourly,FLASH,2024-10-13
2019,LU,LU74,I,2_PROFESSIONALS,64.47,55.56,1.86,4.14,1.55,78.09,1792.8,18.94,8.11,9.92,59.17,98.5,earn_ses_annual,BENCHMARK,2026-01-18
2020,RO,IE69,T,6_AGRI,11.1,9.63,2.13,10.29,7.02,33.53,272.1,9.51,6.03,11.66,56.67,102.61,lfs_gpg,SECOND,2024-06-22
2021,AT,PT76,J,1_MANAGERS,36.03,30.98,3.33,16.43,7.43,43.14,541.63,20.95,15.32,11.99,59.01,95.92,nama_10_lp_ulc,FIRST,2025-08-03
2022,CZ,LV301,U,5_SERVICE_SALES,26.45,21.34,5.93,6.04,2.7,47.86,1669.89,10.77,1.21,8.33,57.59,139.54,earn_ses_hourly,FLASH,2024-06-30
2023,DE,PT6,K,9_ELEMENTARY,21.04,17.62,6.15,8.93,5.12,33.04,896.29,27.08,11.49,5.07,55.15,131.35,earn_ses_annual,BENCHMARK,2025-01-31
2024,LV,LV86,A,4_CLERICAL,11.12,10.25,5.31,1.86,1.17,40.03,1849.08,17.68,6.71,7.17,54.18,131.62,lfs_gpg,SECOND,2024-03-29
2025,PL,IE668,L,8_PLANT_MACHINE,39.04,35.02,4.14,13.39,8.44,60.1,1290.33,10.27,8.96,8.05,58.16,115.2,nama_10_lp_ulc,FIRST,2025-08-17
2006,ES,LU762,B,3_TECHNICIANS,37.56,29.75,0.24,1.89,1.32,59.71,2332.82,19.13,11.56,16.13,51.79,112.05,earn_ses_hourly,FLASH,2024-10-09
2007,HR,DK322,M,7_CRAFT,24.78,22.49,5.71,13.09,7.17,62.25,370.41,15.71,3.39,9.64,49.37,107.9,earn_ses_annual,BENCHMARK,2025-01-12
2008,FI,NL38,C,2_PROFESSIONALS,67.44,55.1,7.28,10.05,6.64,25.61,826.87,22.62,9.3,6.39,50.53,113.73,lfs_gpg,SECOND,2024-06-25
2009,IE,SK44,N,6_AGRI,26.23,23.2,3.14,15.52,8.29,33.53,729.62,13.96,6.77,11.31,50.5,95.04,nama_10_lp_ulc,FIRST,2024-10-02
2010,MT,BG43,D,1_MANAGERS,59.68,51.04,4.19,12.58,4.73,60.26,1284.28,20.92,11.97,11.47,65.08,120.52,earn_ses_hourly,FLASH,2025-11-18
2011,SK,AT3,O,5_SERVICE_SALES,13.92,12.44,0.68,3.72,2.08,19.78,1456.41,10.27,7.68,3.76,49.51,105.39,earn_ses_annual,BENCHMARK,2025-04-17
2012,BE,CZ105,E,9_ELEMENTARY,30.48,24.43,3.82,3.41,2.25,72.26,1567.11,9.4,4.89,4.62,62.51,102.81,lfs_gpg,SECOND,2024-03-02
2013,DK,MT2,P,4_CLERICAL,29.19,25.21,4.15,10.17,5.61,78.46,567.61,17.99,3.79,10.34,57.19,114.16,nama_10_lp_ulc,FIRST,2025-12-02
2014,GR,BE226,F,8_PLANT_MACHINE,15.35,12.04,5.5,15.66,7.51,69.42,1556.11,7.2,1.48,11.35,63.09,111.38,earn_ses_hourly,FLASH,2025-08-13
2015,LT,AT7,Q,3_TECHNICIANS,21.69,17.01,4.81,15.43,11.17,77.66,63.14,24.88,1.77,8.76,56.69,95.83,earn_ses_annual,BENCHMARK,2025-02-09
2016,PT,FR8,G,7_CRAFT,38.63,32.42,7.02,12.99,5.2,52.77,1429.92,11.85,6.81,3.26,52.19,115.03,lfs_gpg,SECOND,2024-10-05
2017,SE,PT7,R,2_PROFESSIONALS,37.94,30.97,2.49,18.61,12.47,67.63,336.5,11.47,15.12,5.63,63.95,82.26,nama_10_lp_ulc,FIRST,2024-05-10
2018,CY,IT2,H,6_AGRI,29.12,25.62,1.1,4.43,2.47,77.47,1458.22,7.03,11.99,7.68,55.87,82.81,earn_ses_hourly,FLASH,2024-11-04
2019,FR,AT44,S,1_MANAGERS,47.92,41.2,2.26,17.58,11.58,47.45,881.46,13.29,11.55,6.25,47.2,87.3,earn_ses_annual,BENCHMARK,2024-08-05
2020,IT,HU8,I,5_SERVICE_SALES,21.7,18.11,1.71,15.92,11.75,37.82,1329.97,10.86,8.6,4.07,45.59,86.39,lfs_gpg,SECOND,2025-07-12
2021,NL,AT463,T,9_ELEMENTARY,13.41,10.72,1.21,8.87,3.78,56.31,472.14,11.41,1.58,5.79,55.94,101.05,nama_10_lp_ulc,FIRST,2024-06-15
2022,SI,GR46,J,4_CLERICAL,34.75,29.08,6.1,9.96,3.86,74.61,742.07,20.59,9.87,9.58,56.71,98.61,earn_ses_hourly,FLASH,2025-05-16
2023,BG,RO4,U,8_PLANT_MACHINE,29.47,23.95,8.24,2.78,1.01,27.91,240.22,11.07,10.99,5.1,56.07,99.04,earn_ses_annual,BENCHMARK,2024-04-12
2024,EE,HU44,K,3_TECHNICIANS,45.87,35.94,5.0,3.15,2.36,62.49,39.95,5.81,0.97,6.52,55.61,101.54,lfs_gpg,SECOND,2025-06-04
2025,HU,PL78,A,7_CRAFT,43.99,39.17,-0.31,17.78,11.97,55.5,1809.99,22.82,2.97,12.53,58.63,110.26,nama_10_lp_ulc,FIRST,2024-06-13
2006,LU,LU1,L,2_PROFESSIONALS,48.84,38.28,5.63,9.02,6.43,50.27,1515.96,18.7,19.02,3.29,51.56,94.4,earn_ses_hourly,FLASH,2026-02-20
2007,RO,DK6,B,6_AGRI,22.0,17.9,7.2,2.58,1.75,16.96,0.32,11.23,5.64,6.73,54.26,91.4,earn_ses_annual,BENCHMARK,2025-07-15
2008,AT,SE56,M,1_MANAGERS,41.39,34.32,3.51,22.72,11.83,17.22,1795.62,17.03,17.45,2.5,49.49,113.45,lfs_gpg,SECOND,2024-04-04
2009,CZ,ES25,C,5_SERVICE_SALES,23.68,19.87,0.74,8.93,4.47,79.6,1791.11,21.31,5.79,3.82,61.6,98.13,nama_10_lp_ulc,FIRST,2025-04-07
2010,DE,GR602,N,9_ELEMENTARY,23.38,20.87,1.78,20.22,14.1,47.61,1130.24,9.54,10.14,2.97,54.04,100.36,earn_ses_hourly,FLASH,2024-09-13
2011,LV,DK51,D,4_CLERICAL,16.91,14.35,7.72,17.16,10.25,44.98,1700.94,23.82,3.81,8.38,50.46,91.2,earn_ses_annual,BENCHMARK,2024-12-30
2012,PL,BG51,O,8_PLANT_MACHINE,28.0,23.98,7.93,11.91,6.73,63.28,391.26,9.13,8.96,10.12,51.59,120.67,lfs_gpg,SECOND,2025-07-14
2013,ES,NL3,E,3_TECHNICIANS,38.05,30.87,5.94,12.33,5.49,77.86,583.85,7.18,6.87,5.82,61.42,87.66,nama_10_lp_ulc,FIRST,2025-11-18
2014,HR,PL77,P,7_CRAFT,37.26,34.43,0.18,17.19,7.52,43.59,1557.24,14.69,8.66,2.54,59.18,106.1,earn_ses_hourly,FLASH,2024-06-09
2015,FI,IE18,F,2_PROFESSIONALS,34.09,31.48,6.73,2.05,0.81,76.78,75.9,22.65,6.76,4.1,65.63,104.38,earn_ses_annual,BENCHMARK,2024-02-25
2016,IE,AT83,Q,6_AGRI,13.92,10.92,5.66,9.69,6.53,32.89,2568.39,27.12,1.25,2.45,44.18,85.32,lfs_gpg,SECOND,2024-06-05
2017,MT,HR1,G,1_MANAGERS,23.18,20.31,3.41,15.46,8.31,31.0,1274.61,8.43,9.07,9.23,52.93,112.07,nama_10_lp_ulc,FIRST,2024-11-20
2018,SK,BG2,R,5_SERVICE_SALES,12.8,11.21,5.72,12.33,9.04,54.42,1405.25,15.97,5.08,4.11,51.55,98.05,earn_ses_hourly,FLASH,2024-07-12
2019,BE,DE730,H,9_ELEMENTARY,22.5,17.81,4.3,11.66,8.55,61.61,2278.12,18.82,5.53,3.99,53.19,122.7,earn_ses_annual,BENCHMARK,2024-05-10
2020,DK,NL5,S,4_CLERICAL,48.21,39.59,1.43,11.36,8.48,76.57,1255.63,21.86,0.76,10.35,54.57,86.5,lfs_gpg,SECOND,2024-07-02
2021,GR,SE90,I,8_PLANT_MACHINE,42.41,35.28,3.97,12.44,4.8,62.92,277.03,10.01,6.47,6.27,57.07,109.66,nama_10_lp_ulc,FIRST,2024-11-04
2022,LT,DE1,T,3_TECHNICIANS,27.02,25.02,3.03,11.78,5.97,29.3,458.2,10.82,7.03,9.44,48.16,130.38,earn_ses_hourly,FLASH,2024-04-21
2023,PT,CY447,J,7_CRAFT,43.56,34.63,7.59,16.79,5.96,43.42,1157.9,18.75,5.94,9.68,44.56,140.38,earn_ses_annual,BENCHMARK,2025-01-20
2024,SE,GR59,U,2_PROFESSIONALS,101.39,89.16,-0.58,6.37,4.65,58.21,607.93,10.88,5.54,4.81,55.43,98.36,lfs_gpg,SECOND,2025-11-06
2025,CY,AT122,K,6_AGRI,28.98,23.67,3.93,3.74,1.59,63.08,749.96,26.93,0.93,14.13,54.97,111.94,nama_10_lp_ulc,FIRST,2024-09-08
2006,FR,SK45,A,1_MANAGERS,44.58,40.94,6.6,11.01,7.93,61.71,2514.72,18.65,0.89,9.78,58.68,118.04,earn_ses_hourly,FLASH,2025-04-18
2007,IT,LT65,L,5_SERVICE_SALES,11.2,9.28,5.0,17.02,9.55,66.89,1782.5,7.06,10.49,10.97,64.51,98.16,earn_ses_annual,BENCHMARK,2025-03-13
2008,NL,RO3,B,9_ELEMENTARY,16.08,13.25,2.37,17.65,10.93,55.33,258.48,16.01,1.95,11.28,55.55,102.17,lfs_gpg,SECOND,2025-11-07
2009,SI,LV7,M,4_CLERICAL,31.92,28.98,5.26,8.6,3.63,34.62,838.74,22.14,5.33,5.89,53.87,104.08,nama_10_lp_ulc,FIRST,2024-06-03
2010,BG,DK8,C,8_PLANT_MACHINE,31.32,28.06,2.5,6.24,4.43,43.01,822.48,9.36,7.97,7.1,50.27,95.16,earn_ses_hourly,FLASH,2025-10-31
2011,EE,BE7,N,3_TECHNICIANS,22.71,18.82,3.09,13.86,8.0,16.29,290.33,6.78,2.5,10.57,53.0,115.42,earn_ses_annual,BENCHMARK,2024-02-29
2012,HU,SK5,D,7_CRAFT,28.18,25.62,1.89,5.16,2.53,74.52,210.96,25.36,1.51,9.47,49.0,114.66,lfs_gpg,SECOND,2025-08-29
2013,LU,DK7,O,2_PROFESSIONALS,66.69,52.13,1.63,9.44,4.95,80.95,64.4,12.14,17.38,4.82,56.57,80.59,nama_10_lp_ulc,FIRST,2024-01-20
2014,RO,HU379,E,6_AGRI,16.25,12.84,4.38,2.57,1.16,68.6,443.75,26.51,5.34,8.02,52.28,107.3,earn_ses_hourly,FLASH,2024-02-27
2015,AT,SI25,P,1_MANAGERS,62.94,52.09,7.26,2.54,1.59,34.97,1336.85,10.61,4.67,9.21,48.5,124.5,earn_ses_annual,BENCHMARK,2025-03-25
2016,CZ,SK69,F,5_SERVICE_SALES,14.89,13.06,4.45,8.77,4.94,68.78,1340.31,14.22,7.49,11.3,56.29,120.83,lfs_gpg,SECOND,2024-04-21
2017,DE,EE8,Q,9_ELEMENTARY,13.2,11.05,2.47,13.5,9.72,59.35,1803.58,11.91,7.73,7.09,58.82,80.75,nama_10_lp_ulc,FIRST,2024-09-18
2018,LV,PL342,G,4_CLERICAL,29.81,23.78,6.26,18.41,9.01,27.06,180.99,17.03,10.58,7.52,54.64,89.87,earn_ses_hourly,FLASH,2025-06-11
2019,PL,RO73,R,8_PLANT_MACHINE,14.02,12.15,7.26,17.64,8.47,47.41,977.89,9.47,8.39,10.74,51.01,114.45,earn_ses_annual,BENCHMARK,2025-04-23
2020,ES,HU17,H,3_TECHNICIANS,52.81,44.21,5.71,11.8,4.26,73.35,1468.34,6.85,3.79,4.85,56.82,109.17,lfs_gpg,SECOND,2024-10-06
2021,HR,LV533,S,7_CRAFT,28.93,23.54,6.64,10.72,6.84,47.35,869.27,23.29,8.62,11.41,58.6,102.78,nama_10_lp_ulc,FIRST,2024-01-01
2022,FI,FI139,I,2_PROFESSIONALS,40.43,32.86,6.44,12.54,8.83,25.08,779.02,15.99,17.61,9.67,54.15,130.22,earn_ses_hourly,FLASH,2024-08-11
2023,IE,EE567,T,6_AGRI,19.62,16.74,9.47,15.6,9.94,71.89,815.11,23.96,10.23,14.41,59.61,100.56,earn_ses_annual,BENCHMARK,2024-03-28
2024,MT,ES97,J,1_MANAGERS,57.98,49.3,3.94,16.44,7.78,41.02,847.06,22.77,11.33,14.86,50.69,121.93,lfs_gpg,SECOND,2025-10-03
2025,SK,LT6,U,5_SERVICE_SALES,14.38,11.53,2.01,14.12,5.34,41.63,1111.67,26.49,9.29,7.81,56.13,116.6,nama_10_lp_ulc,FIRST,2025-03-29
2006,BE,CY864,K,9_ELEMENTARY,20.95,17.51,4.77,11.02,7.19,22.42,1778.47,15.45,11.95,7.52,55.5,95.01,earn_ses_hourly,FLASH,2025-01-11
2007,DK,AT144,A,4_CLERICAL,34.8,28.42,0.51,4.2,3.07,66.31,281.56,7.45,9.64,7.96,59.2,87.97,earn_ses_annual,BENCHMARK,2024-07-23
2008,GR,ES82,L,8_PLANT_MACHINE,24.92,20.92,-1.31,8.21,5.24,20.06,1075.43,18.46,6.77,15.06,55.92,100.34,lfs_gpg,SECOND,2024-04-30
2009,LT,BG5,B,3_TECHNICIANS,35.31,32.28,1.33,18.73,8.85,29.02,994.83,9.23,7.75,8.63,58.76,100.62,nama_10_lp_ulc,FIRST,2024-05-24
2010,PT,HU20,M,7_CRAFT,11.09,9.13,7.95,12.22,6.62,78.83,1690.41,22.13,4.73,7.58,63.13,85.84,earn_ses_hourly,FLASH,2025-06-15
2011,SE,MT37,C,2_PROFESSIONALS,30.26,25.11,5.94,17.99,13.45,73.63,441.41,16.49,17.41,4.15,59.87,123.06,earn_ses_annual,BENCHMARK,2025-10-31
2012,CY,LV4,N,6_AGRI,7.48,6.26,0.65,10.82,7.95,30.25,1024.78,25.98,2.52,11.07,48.16,85.64,lfs_gpg,SECOND,2025-12-24
2013,FR,ES464,D,1_MANAGERS,46.03,41.95,0.98,17.28,7.81,34.42,2613.55,7.87,15.97,5.57,46.96,82.95,nama_10_lp_ulc,FIRST,2025-08-19
2014,IT,CY28,O,5_SERVICE_SALES,22.63,19.53,-0.97,13.02,6.24,33.79,1842.53,24.62,8.45,15.07,47.02,98.36,earn_ses_hourly,FLASH,2025-04-18
