labor_wage_wage_survey_year,labor_wage_occupation_nco_6,labor_wage_industry_nic_3,labor_wage_pay_period_type,labor_wage_wage_p10,labor_wage_wage_p25,labor_wage_wage_median,labor_wage_wage_p75,labor_wage_wage_p90,labor_wage_annualized_wage_mean,labor_wage_overtime_share_pct,labor_wage_bonus_share_pct,labor_wage_benefits_cost_share_pct,labor_wage_union_coverage_rate_pct,labor_wage_gender_pay_gap_pct,labor_wage_race_pay_gap_pct,labor_wage_education_premium_pct,labor_wage_experience_premium_pct,labor_wage_cost_adjusted_wage_index,labor_wage_sampling_error_margin
2018,346386,080,Daily,8854.18,12655.62,14223.74,20787.89,22312.72,167007.53,4.45,5.52,26.94,16.92,24.24,-0.04,42.93,20.86,90.066,1.354
2018,649417,862,Monthly,81851.02,107643.62,145749.69,194530.52,213131.07,1708157.36,3.3,14.26,8.0,21.98,18.24,4.84,19.08,30.1,120.17,2.074
2018,809532,459,Monthly,17696.18,21602.34,24196.58,29548.35,37583.73,323775.67,0.36,11.63,0.34,0.3,34.18,3.91,47.29,46.64,142.193,5.463
2024,832145,140,Annual,67667.48,84793.0,116975.22,153002.37,162755.83,1601303.59,3.01,9.3,26.9,24.73,6.93,8.21,32.8,22.28,94.037,2.974
2022,898502,834,Monthly,71009.32,99936.39,125792.66,187267.52,197315.42,1508051.53,2.41,10.65,23.32,34.36,26.32,14.08,17.56,27.98,89.454,5.648
2025,907358,556,Annual,31164.19,40286.27,46647.16,51642.91,62150.89,606005.33,12.22,1.32,16.44,33.02,-7.94,10.37,12.45,54.9,136.565,5.765
2020,671030,018,Daily,98532.5,133729.65,154666.58,182059.07,221470.21,1938680.27,12.68,0.82,4.96,29.76,-6.66,21.02,33.04,47.63,151.279,3.118
2016,794208,059,Daily,73757.57,111347.38,132779.23,186098.59,213471.0,1653795.04,23.29,22.26,31.8,12.64,27.81,10.43,25.72,13.43,125.131,2.461
2018,893881,865,Hourly,27629.28,41748.21,58344.49,87342.07,106133.75,759652.42,9.53,8.5,13.46,29.11,21.14,11.47,45.84,4.54,92.273,5.878
2024,078933,799,Annual,69026.17,102913.43,117194.74,151077.41,179998.92,1304655.16,8.7,7.28,4.11,32.47,9.15,14.58,32.12,34.99,127.617,1.423
2021,042450,575,Hourly,51748.99,83672.41,105673.58,123086.7,146924.89,1141658.18,7.54,0.17,21.08,19.43,28.21,9.59,14.15,37.76,151.709,6.293
2018,462716,656,Annual,64401.09,90407.29,110230.48,138929.46,165876.3,1421062.38,23.57,2.94,13.71,34.95,16.99,14.4,0.08,32.19,118.065,7.23
2020,696896,842,Daily,30210.28,38658.33,51388.32,62187.19,68955.53,639354.58,2.26,13.14,20.97,14.23,18.25,20.4,20.19,12.17,98.593,4.729
2024,139728,592,Hourly,82462.59,129877.03,166693.25,216623.55,285145.6,1818738.0,7.0,12.26,10.82,3.27,33.1,8.41,20.6,31.83,142.154,6.818
2018,880724,831,Hourly,24303.87,36243.67,43444.82,59793.59,78039.95,480266.5,24.9,0.32,0.27,8.34,19.73,11.24,29.87,10.7,109.827,6.819
2017,001761,039,Daily,70714.27,97829.22,123989.66,136961.4,166233.63,1445960.51,7.42,10.59,20.33,14.08,8.63,16.72,31.74,28.15,145.878,7.778
2018,949227,977,Annual,37671.66,53620.11,60760.16,90714.76,117766.46,719794.05,13.07,18.59,26.46,26.3,-0.84,22.77,58.76,15.29,118.975,5.646
2019,781153,548,Daily,14237.34,22202.94,31262.9,44371.32,51717.53,347504.85,17.92,24.92,27.82,38.6,3.44,25.5,36.39,43.46,95.965,7.231
2016,255731,912,Hourly,33187.88,52914.83,72807.85,94644.26,127500.85,985863.0,15.95,9.15,29.33,37.07,-8.87,-7.79,42.4,4.98,145.41,7.541
2021,695486,855,Annual,42903.67,69141.14,79409.69,111753.07,121730.57,1006928.57,9.23,14.99,30.25,2.43,-5.66,2.41,37.2,23.18,103.232,1.253
2025,026003,091,Monthly,80143.83,117510.8,166245.82,190683.26,221741.58,2295834.49,12.08,17.65,4.22,29.31,-2.45,29.46,53.34,12.77,92.763,5.4
2018,078415,236,Hourly,40408.82,55052.85,71852.46,93115.39,113934.77,894201.6,13.28,12.4,22.46,23.93,32.41,15.89,41.82,32.09,149.29,6.585
2017,825093,323,Annual,55074.66,84162.64,110127.8,150516.4,195053.42,1218352.61,0.89,19.67,17.45,9.39,1.93,-3.57,12.13,1.54,159.544,4.453
2024,377684,530,Daily,42374.92,65673.76,90841.82,113306.26,141675.49,1137852.93,8.78,29.22,13.55,23.2,16.78,0.55,32.96,49.19,99.356,4.062
2019,366490,509,Daily,16019.16,21668.21,26178.03,34732.64,46034.88,296766.85,23.95,29.16,15.71,39.83,14.19,4.22,25.72,31.35,79.377,6.801
2022,083177,981,Annual,87802.89,107687.73,146364.78,180730.06,218529.52,1567710.56,9.12,3.6,0.07,17.95,29.25,-5.66,29.08,41.11,158.337,7.839
2017,845811,944,Annual,10213.62,16164.77,20676.33,28972.54,35802.29,239745.54,10.27,22.59,23.25,24.36,11.58,27.69,32.81,50.49,72.322,2.535
2020,062084,086,Daily,81563.47,99855.65,122234.29,178777.3,235598.83,1308158.43,20.01,23.32,18.81,37.48,19.02,-8.1,12.2,42.78,114.78,4.387
2020,640315,398,Monthly,27604.17,44823.27,63236.44,77133.43,97730.69,801592.53,9.99,0.72,27.18,9.93,25.12,21.62,2.2,13.52,81.386,5.639
2018,909043,928,Daily,40209.22,63467.41,80538.19,90343.13,94944.04,929782.63,19.38,27.18,24.92,9.57,16.52,-3.57,27.25,10.98,86.554,7.622
2018,187145,886,Hourly,94484.29,121199.26,172232.37,252913.72,288664.04,2080101.97,6.3,13.48,2.56,5.47,-9.16,6.68,8.68,41.1,142.993,2.897
2023,410190,617,Hourly,37345.31,58322.09,78449.0,102804.56,133667.67,945583.12,12.99,2.97,11.05,32.62,17.59,29.35,44.16,36.65,70.841,7.918
2023,591687,100,Daily,59498.91,73345.49,90646.26,108432.04,135648.35,1102160.8,13.39,24.03,2.03,33.66,8.75,24.85,19.79,10.4,143.763,1.297
2021,868555,486,Hourly,95572.11,113039.26,153977.02,206480.31,229790.19,1847408.28,22.97,6.73,14.78,11.94,-8.45,19.45,16.53,51.06,77.498,7.353
2017,612651,209,Monthly,56188.77,77702.87,103863.29,144176.37,162740.36,1325285.25,8.1,12.82,4.36,2.47,15.17,-4.91,48.27,12.77,105.234,6.991
2025,542911,429,Annual,57301.73,94831.58,121963.97,179094.16,222650.15,1392446.79,10.74,6.6,4.98,20.13,13.83,21.75,8.45,31.48,152.133,2.553
2021,021375,924,Annual,12906.17,19977.38,27256.65,39748.75,44003.59,358150.02,17.41,28.05,18.38,14.07,20.63,-5.36,42.26,46.37,72.821,1.986
2020,303312,853,Hourly,71653.82,98509.41,131223.94,149780.61,196634.01,1561495.03,6.49,0.33,7.17,5.1,13.78,-3.5,57.93,32.55,152.07,5.193
2019,382404,367,Daily,24990.64,35271.73,40149.38,59856.98,70906.99,527146.67,22.31,16.5,14.82,35.9,-0.06,5.92,32.41,36.95,127.942,2.752
2023,172464,873,Annual,119398.69,147408.02,164389.82,224931.88,249354.2,1990594.48,14.62,17.42,7.07,16.0,-1.29,-5.33,24.79,18.2,156.523,4.957
2025,515588,886,Monthly,33753.5,54128.03,65019.56,96572.26,108790.49,887328.62,24.94,11.83,0.33,5.8,24.21,0.49,8.99,15.67,98.528,4.243
2023,267291,433,Monthly,75148.4,116900.6,133517.99,166403.31,220243.54,1556433.28,0.49,14.35,22.6,5.73,19.88,0.33,52.94,9.57,150.9,3.839
2022,605090,821,Annual,34224.21,48617.24,57310.2,78255.18,92555.59,763093.15,3.79,0.47,1.94,24.62,2.13,6.25,20.74,52.56,156.855,3.586
2024,763605,216,Monthly,85197.12,139183.97,173118.84,256180.35,318331.75,1844092.61,11.39,3.42,31.87,38.52,-2.14,2.26,16.62,41.75,157.974,4.111
2019,451515,649,Monthly,62168.85,97568.7,136736.79,193566.8,224683.69,1511702.65,11.47,3.14,31.14,26.1,-2.35,6.1,30.22,2.1,78.923,3.107
2016,337564,654,Daily,79498.21,98951.35,118170.74,148522.49,165913.8,1486100.86,22.63,25.5,10.32,39.62,1.5,24.37,51.51,43.56,118.089,3.104
2025,583307,644,Hourly,71155.02,114141.85,151185.92,178552.49,239129.57,2080859.29,5.0,25.71,24.75,32.43,4.31,0.9,12.41,54.64,99.131,4.094
2017,093407,555,Hourly,12079.0,19481.51,21743.4,31100.76,35288.09,256675.46,5.21,10.92,9.29,39.19,-4.27,9.66,40.94,19.53,151.176,7.429
2018,586578,531,Monthly,22400.69,27150.32,33053.23,38101.34,49463.82,454247.27,10.15,12.28,30.15,12.26,33.3,1.9,45.06,12.18,71.105,6.877
2018,938869,874,Hourly,20008.45,28915.28,37878.57,44066.34,51409.31,399110.99,13.62,27.06,6.61,12.85,19.35,23.23,23.93,47.85,99.598,7.875
2022,218323,660,Annual,72999.99,118425.05,133134.92,178563.77,234830.81,1688897.31,9.47,8.92,34.94,36.88,7.63,11.55,5.04,31.21,91.704,4.752
2021,268627,227,Annual,67002.06,110498.75,154317.58,170423.85,211133.41,2081090.9,4.98,0.26,13.16,14.71,15.15,-5.55,45.19,13.21,94.545,0.909
2021,375033,850,Daily,17169.14,25517.1,35140.82,50456.7,60883.85,475394.3,3.9,24.08,9.04,20.96,27.68,-6.91,50.55,10.62,122.272,5.661
2018,120352,342,Annual,61174.96,85477.71,105661.24,153200.34,171366.51,1258990.85,21.5,12.14,18.34,17.04,16.35,14.77,38.85,12.71,94.202,3.993
2018,187885,992,Daily,46710.48,67685.34,93652.89,136267.12,180429.57,1093954.47,17.32,17.54,23.05,37.53,4.95,17.81,39.44,24.13,72.171,7.67
2018,819786,893,Hourly,9607.46,15528.17,19020.78,25980.11,32604.84,230024.13,20.32,1.04,15.66,23.5,26.01,1.23,36.12,23.42,122.302,2.345
2016,760745,793,Monthly,104374.86,129229.54,165935.0,224454.79,285752.21,1992232.1,24.3,16.78,25.29,33.49,11.59,2.42,47.77,51.95,156.922,0.701
2024,674546,901,Annual,77090.75,121725.96,161248.96,196469.94,241940.82,2082753.01,23.98,28.06,23.68,38.33,23.49,27.13,13.8,12.47,157.94,3.141
2016,525617,391,Annual,31868.24,50438.46,63009.43,90157.93,114804.25,721339.75,20.93,21.46,19.72,33.82,5.96,-5.98,1.46,44.53,125.79,4.987
2024,948499,051,Daily,14736.0,18446.4,24867.93,34164.17,42854.84,309391.05,19.27,19.1,29.92,26.96,33.0,-2.34,23.18,14.62,90.802,6.321
2018,661436,331,Daily,110580.55,148513.23,172541.31,227178.77,289070.71,1858016.64,1.88,10.49,29.78,25.46,27.23,-3.8,47.73,1.18,159.005,1.125
2016,731919,080,Daily,81284.42,117221.44,165673.57,182654.24,221999.92,2247810.92,10.75,5.66,25.69,34.83,21.93,1.2,36.42,8.3,142.803,2.206
2023,600665,541,Monthly,8302.24,10583.54,15050.63,19433.18,20793.62,177967.64,20.22,16.06,12.34,4.86,24.92,-3.19,46.63,14.91,74.325,5.862
2019,959627,192,Annual,39253.69,61307.91,83980.94,113742.89,124767.51,982172.17,2.72,18.41,20.75,26.01,-4.85,0.64,43.49,48.36,151.965,5.407
2025,515423,441,Annual,40096.07,66477.38,94819.82,113609.37,152451.22,1294850.77,5.48,19.25,20.37,5.87,0.45,5.88,11.38,23.85,129.883,3.715
2019,357824,333,Annual,38283.57,55132.06,77200.27,100349.21,135460.1,833014.66,20.33,19.8,30.61,35.46,7.67,16.6,9.28,23.72,137.865,6.001
2021,095012,701,Monthly,43615.36,52213.35,73733.08,85005.72,91119.82,801543.46,16.89,28.72,4.67,7.67,-6.32,13.14,41.2,30.58,115.709,6.645
2018,324384,610,Annual,69916.39,94328.63,107879.5,129033.27,139178.38,1308463.87,7.54,20.98,31.19,5.42,7.3,-5.91,46.06,27.79,122.645,6.305
2020,030326,492,Hourly,15708.83,22306.68,27156.24,40216.6,51963.1,356784.02,8.69,3.17,33.16,36.5,19.37,10.75,0.98,44.39,115.848,3.403
2022,880957,916,Daily,47859.57,73936.26,96851.84,121312.06,143172.9,1292365.44,10.26,26.55,4.89,21.87,0.82,-1.54,35.6,17.76,102.564,7.632
2025,047424,435,Monthly,33002.17,51871.28,67538.91,83310.08,100414.7,718955.52,14.64,3.44,6.04,23.7,33.06,18.71,55.93,35.13,80.358,2.758
2019,244556,470,Monthly,45263.21,60337.78,70102.72,79102.58,105641.85,896181.3,2.06,0.72,20.96,2.68,-0.45,15.64,40.08,1.18,153.97,1.455
2019,925031,466,Hourly,8102.08,11041.34,13088.9,17995.9,20175.7,163142.18,10.39,26.83,10.0,25.48,-6.4,2.97,3.49,19.33,88.049,1.129
2022,028647,765,Annual,96420.24,134364.94,165228.65,188458.86,243194.72,2045415.91,21.36,1.94,28.36,8.05,19.46,-7.1,49.81,11.73,142.665,6.178
2018,868386,786,Daily,132172.61,156866.12,178534.11,216849.21,283021.64,2186849.86,8.0,15.08,12.15,26.5,-1.36,15.56,30.76,37.73,153.497,6.629
2021,334835,531,Daily,88580.99,105523.61,134143.17,174171.0,224086.6,1660702.74,12.39,27.24,6.69,38.94,30.42,10.54,59.71,19.25,159.638,3.552
2022,603592,792,Daily,72232.03,118307.0,154806.95,218689.08,231867.53,2038635.15,22.41,2.37,15.25,1.79,7.79,4.55,30.62,32.01,136.797,3.723
2017,619057,800,Annual,21854.68,34114.45,46779.55,65680.15,85503.78,534524.73,15.86,14.12,10.1,13.28,22.45,19.08,59.05,22.92,121.384,3.63
2024,831730,909,Monthly,18664.21,23714.73,26805.1,31351.81,34080.42,346974.27,2.51,6.93,24.58,3.54,-8.24,16.39,27.62,48.58,145.092,3.034
2018,694531,373,Daily,17921.33,21140.1,25352.23,37351.01,49199.04,320753.61,17.09,24.38,12.76,12.02,-3.12,19.08,6.87,12.22,111.527,3.868
2017,115540,587,Annual,35860.7,55566.59,71134.67,87011.51,113462.56,916676.9,16.09,10.23,24.82,16.16,-9.82,24.54,11.89,14.63,158.003,4.541
2022,235150,598,Daily,94692.19,125298.2,168995.68,212458.66,226881.5,1961113.89,3.78,8.62,21.89,35.78,26.91,4.81,45.55,36.68,131.696,3.754
2016,814325,172,Daily,90815.22,141619.76,163404.94,195796.47,255590.96,2266185.75,15.47,0.77,34.22,18.97,3.93,1.79,13.93,41.5,112.113,1.31
2023,494889,868,Daily,76722.06,100306.27,113674.96,166251.02,184032.93,1501952.15,24.98,8.77,15.81,4.84,17.62,15.63,58.41,45.37,130.403,3.12
2021,141019,815,Hourly,14736.4,21099.53,26246.24,31876.21,37199.8,319334.97,9.3,16.19,32.33,25.94,12.93,14.24,21.17,30.01,146.414,1.336
2017,503163,765,Hourly,29759.17,44977.17,61423.21,76123.89,102274.13,832455.17,19.27,5.08,28.2,32.73,8.32,26.25,2.26,33.86,91.049,5.763
2020,253249,542,Annual,21940.11,36376.23,48541.85,65959.76,79397.4,644187.44,3.55,14.23,21.33,17.84,-9.0,24.59,20.6,54.02,108.938,3.549
2019,645340,932,Hourly,56661.43,84217.56,108382.56,155144.2,169792.85,1260118.91,13.7,1.58,10.84,20.74,-9.52,26.9,59.87,19.14,144.067,1.825
2022,091083,006,Daily,46902.53,76356.17,93736.69,122598.69,137699.03,1117016.01,24.69,8.7,27.34,15.95,15.94,7.12,49.79,40.5,152.846,1.205
2018,847876,797,Monthly,81354.75,106268.58,136665.92,184774.11,195909.65,1739584.79,14.78,10.76,17.61,13.1,5.26,14.22,57.38,39.97,75.257,5.905
2022,349020,794,Daily,35630.39,49618.82,63968.72,80984.07,101547.04,770711.37,7.81,11.99,2.34,24.61,17.66,-2.24,0.51,31.23,149.802,1.935
2024,318734,268,Daily,101316.99,147944.43,169352.62,225268.63,283292.83,1897425.01,3.78,21.99,4.19,19.49,-4.44,8.71,7.36,10.21,103.307,5.625
2018,817175,550,Monthly,125559.69,155252.03,179440.62,202976.22,271194.07,2455721.02,1.08,19.58,16.36,23.5,16.15,-4.22,11.34,0.68,133.674,2.404
2019,786399,945,Monthly,34716.2,42405.85,50826.17,65456.38,79164.34,672286.22,24.21,23.31,5.76,9.87,21.17,8.89,46.65,33.11,82.465,4.579
2016,878893,197,Daily,24705.35,30187.02,40663.23,47673.87,51692.79,490638.95,22.38,4.04,0.95,8.53,5.01,-8.98,55.28,3.34,130.928,5.887
2025,986155,584,Annual,90365.29,111071.84,154290.44,199818.29,210909.38,2119418.06,9.65,22.76,21.04,32.18,-5.94,2.57,53.8,10.11,85.347,7.079
2025,246178,043,Daily,22514.22,31408.32,42802.39,61825.07,69613.78,544533.02,18.99,17.66,17.91,39.31,10.3,5.18,27.76,33.47,147.866,2.061
2024,650107,208,Hourly,35097.15,49702.91,70851.25,81787.39,90578.62,756780.94,10.54,11.51,14.58,8.47,-7.57,-3.14,35.67,44.48,125.153,4.0
2025,207405,951,Hourly,73900.84,115493.44,162589.03,239709.54,309123.51,2263167.7,1.63,17.75,27.97,12.94,20.48,-7.06,46.04,52.21,125.141,2.025
2020,776089,732,Annual,54474.43,70831.66,93494.91,112354.09,150430.98,1123387.72,11.24,22.99,27.75,7.07,18.82,1.45,44.26,15.18,98.17,4.971
2024,066704,961,Hourly,10262.55,12282.91,15202.91,17879.8,21428.63,182892.71,16.2,6.98,20.67,26.62,9.23,17.69,25.72,14.25,111.216,1.464
2020,299209,625,Monthly,60393.85,77175.72,98726.68,109813.27,129418.17,1314001.87,22.68,8.95,34.89,22.19,-6.44,28.67,41.31,19.0,84.68,3.777
2017,493793,863,Daily,39519.15,56077.88,75999.66,106921.29,129558.26,845110.76,9.88,27.68,23.14,16.75,-9.25,23.33,21.07,24.34,101.096,5.074
2025,125979,638,Hourly,26415.6,31691.53,42344.53,49952.82,57022.39,554088.58,20.54,3.1,17.06,21.28,-9.54,-0.35,22.67,33.67,143.108,0.517
2022,873808,599,Annual,9901.57,12624.23,14972.51,17408.45,22344.67,172593.59,5.38,20.92,32.29,28.97,7.62,14.67,29.08,43.07,79.641,5.815
2023,118252,997,Hourly,73988.44,89941.98,128305.02,178816.88,213456.09,1444706.81,2.31,19.38,4.66,11.16,6.1,24.18,16.03,10.28,127.319,5.479
2019,279059,405,Hourly,74053.5,88226.74,116609.75,135825.49,155151.95,1315872.94,7.35,23.66,12.73,26.19,-9.63,0.13,50.07,33.39,143.164,7.797
2018,464125,732,Daily,91573.52,142880.53,172808.34,251540.08,285231.08,2106744.48,11.6,1.25,15.46,24.71,0.91,28.85,24.5,53.79,97.713,4.261
2018,865783,450,Monthly,60501.99,100001.52,112692.78,136603.36,177635.35,1260892.61,10.17,14.57,32.08,8.97,26.31,17.78,6.01,0.13,85.253,1.733
2020,052232,004,Annual,71576.49,86072.03,101522.99,147794.62,185045.47,1098069.53,23.1,3.04,29.24,24.5,13.66,13.37,50.22,49.77,105.356,3.984
2019,760492,829,Hourly,51409.64,64437.33,80153.66,95269.38,123614.19,864570.16,13.8,22.17,9.13,14.88,-4.2,-9.26,57.99,21.21,72.575,4.604
2025,552095,323,Monthly,20441.24,26237.79,33302.61,40063.13,49088.88,415140.26,15.77,4.04,26.85,8.66,-8.82,-8.05,40.42,25.79,95.439,2.756
2019,909448,908,Hourly,31955.58,44253.53,51652.08,56930.86,64796.77,604346.88,6.9,23.39,3.79,27.19,23.62,26.58,38.27,40.24,96.27,3.602
2021,037555,030,Hourly,78220.93,129157.89,147716.83,186628.12,250208.02,1977902.45,17.97,23.6,30.05,26.71,0.16,-0.83,28.43,4.15,121.649,4.765
2020,248069,105,Monthly,74369.21,118310.32,133659.13,149795.63,171039.74,1418402.28,18.93,26.74,15.9,6.54,-7.71,11.03,26.15,44.83,150.531,5.114
2016,229461,834,Monthly,97695.69,116679.79,148500.52,167041.7,182027.33,1572900.62,0.81,5.19,13.42,24.1,3.16,13.75,16.26,24.25,95.553,3.671
2024,291583,073,Daily,7900.68,11192.71,15442.21,20378.23,21462.42,209109.11,2.43,20.85,20.12,29.15,26.54,28.95,22.15,14.84,80.718,5.45
2016,297264,321,Annual,30452.14,45870.39,52882.36,64038.37,68154.94,563301.31,12.51,15.73,23.37,11.24,-3.98,25.3,22.1,32.55,157.659,6.055
2018,456453,992,Monthly,68310.04,95923.98,135496.05,187786.76,242703.38,1522646.31,1.43,1.8,4.91,31.93,8.58,9.56,0.12,30.47,92.378,5.455
2025,546365,332,Daily,15274.75,19970.99,22269.03,27115.44,29045.53,248644.9,20.21,21.92,10.11,23.97,-0.21,9.29,42.61,12.73,76.91,0.665
2023,204837,689,Monthly,93978.2,123470.22,140029.41,199999.43,241513.22,1827417.36,0.9,29.36,23.16,4.56,24.35,18.47,7.4,21.11,86.088,5.649
2022,257172,134,Annual,70446.23,117226.07,141936.28,179625.61,199127.3,1772249.95,22.77,3.6,24.12,29.15,8.42,24.56,45.12,47.14,75.538,2.616
2024,781570,935,Annual,28300.76,35743.28,45876.73,57824.61,67418.34,577711.02,19.38,9.29,22.17,15.75,33.13,-3.75,2.57,7.02,155.012,7.642
2017,605098,982,Annual,24277.94,35266.51,44709.42,65563.32,71983.02,524425.18,16.05,4.11,1.53,25.89,-9.66,5.48,57.13,30.68,113.242,7.771
2020,658083,393,Annual,40975.92,54458.89,66249.5,86509.42,99537.57,727105.73,13.16,16.56,10.09,22.15,11.37,22.29,47.8,10.42,128.216,6.069
2024,083811,781,Daily,93546.02,150335.73,174438.55,198252.19,234525.75,2005010.58,8.54,22.69,23.88,34.83,6.83,-1.83,25.24,15.68,138.987,4.919
2023,856502,718,Hourly,82041.88,113278.42,127512.37,149689.91,168467.11,1700779.83,11.74,1.9,25.34,3.53,33.77,6.36,37.39,33.09,90.746,1.982
2022,815663,589,Monthly,25964.68,41420.89,53988.58,59489.9,64264.15,669431.98,5.09,27.14,4.52,19.99,-2.59,-5.4,52.68,6.49,79.402,4.44
2022,152664,583,Daily,35548.66,54561.72,64494.5,93111.52,117736.2,803528.2,5.77,17.24,33.24,32.41,6.43,27.78,6.73,14.93,109.571,2.37
2018,723531,569,Monthly,77920.98,92902.41,108166.54,145451.35,185044.52,1214303.08,22.77,20.81,33.2,37.08,-7.74,3.03,8.92,38.72,128.474,1.422
2016,856237,713,Annual,29093.98,35582.19,46797.85,55234.45,63673.27,493478.42,9.17,0.96,19.9,19.28,23.87,-4.84,1.02,12.24,127.371,7.368
2019,535906,897,Daily,81584.88,120513.94,149253.14,171904.96,207504.29,1804068.77,2.6,17.34,25.77,24.63,-8.32,-5.63,52.2,38.09,121.802,6.077
2023,594745,345,Hourly,102923.88,126560.82,143377.08,201875.49,260904.43,1644455.77,17.42,22.65,11.92,35.34,18.43,14.34,22.28,54.92,118.173,7.089
2016,167118,511,Daily,61001.06,78021.93,91459.12,127772.79,160488.61,1171773.75,1.74,1.23,25.95,23.88,-6.19,14.48,4.55,27.54,140.434,6.639
2018,454322,918,Hourly,55840.77,80172.69,91472.09,119766.83,129719.81,1033874.13,0.25,27.98,8.2,6.95,30.15,19.24,29.18,26.83,126.843,1.526
2019,229270,389,Daily,51173.25,71398.77,90617.78,131740.06,168814.47,1048281.03,1.47,7.64,13.93,10.82,0.58,-4.36,14.68,5.64,142.157,4.821
2025,094778,053,Daily,89942.31,130738.08,179912.95,256349.44,317745.65,1998723.05,3.56,24.76,30.18,18.62,10.76,0.42,4.53,30.39,78.334,6.86
2018,622997,647,Annual,108977.05,155590.26,177052.83,224543.47,248712.64,2175203.03,6.66,11.24,32.03,3.81,-5.99,10.03,29.83,24.55,133.424,3.172
2018,818807,627,Hourly,14666.82,23779.99,33926.47,45695.0,52549.04,376338.85,9.38,25.56,28.07,27.77,31.08,-3.08,30.73,28.8,128.824,5.812
2018,855852,692,Annual,53384.78,76613.11,101509.16,144375.9,153318.17,1123078.62,0.19,24.04,9.69,31.97,25.09,16.22,30.13,36.73,139.346,7.18
2024,047582,737,Monthly,91895.58,118423.65,146682.79,169981.35,197148.0,1629495.88,17.42,1.86,28.27,28.95,23.6,9.31,37.36,5.41,147.844,5.553
2021,219839,489,Annual,53169.89,67866.6,80699.59,90234.1,108234.44,972564.97,24.23,26.75,33.22,34.66,7.53,6.4,58.42,22.75,126.914,2.713
2020,424338,798,Daily,99345.92,127689.47,148965.57,172202.37,201732.82,1711544.7,14.07,3.64,6.64,5.92,28.04,23.13,49.88,50.4,151.437,2.889
2017,611812,112,Annual,34061.01,42081.44,50485.15,68874.15,88659.33,662081.29,22.4,11.98,2.28,18.75,22.96,15.35,0.47,25.67,122.461,1.881
2018,133730,782,Daily,73821.78,104015.88,134461.17,170609.28,179375.9,1692075.72,18.51,21.46,30.27,30.41,23.3,14.25,30.77,6.6,140.009,7.613
2018,725063,962,Daily,25782.17,38290.23,53009.74,68501.39,72019.71,562022.47,20.08,28.57,30.09,17.23,5.31,21.56,0.83,39.29,131.392,4.409
2023,927495,035,Annual,21506.27,25522.49,29681.16,35601.24,39199.77,409432.64,7.24,19.3,16.62,11.69,4.36,7.22,56.02,36.04,114.438,5.294
2022,220355,250,Hourly,91221.56,115722.55,129108.65,156837.43,167883.33,1461649.91,22.29,17.62,3.94,33.45,-2.64,19.75,21.59,39.8,130.148,4.395
2017,812330,736,Hourly,22904.01,32161.32,38743.72,45341.09,51020.98,510503.16,24.01,1.47,20.64,29.08,31.68,11.58,25.4,46.53,83.312,4.368
2017,987391,131,Daily,106359.47,141814.69,160631.63,192662.55,219666.19,1847642.44,7.1,12.64,32.38,3.23,14.23,10.51,44.93,46.27,100.97,5.262
2019,881058,185,Daily,67603.82,106406.72,121162.67,144034.85,164649.76,1274063.37,19.46,10.38,9.81,9.3,-5.13,-0.52,11.04,38.2,76.586,0.907
2021,450835,117,Daily,56486.52,89242.88,99657.33,131499.41,166757.61,1063097.84,24.42,27.97,3.55,26.16,-5.97,-3.62,41.3,41.01,105.901,2.639
2022,738432,616,Annual,85236.37,127706.32,172268.75,231183.27,306070.05,2015734.18,6.44,1.75,15.61,18.74,1.66,0.64,31.92,47.19,117.373,1.662
2016,757050,239,Daily,12973.64,15281.24,20972.57,30775.94,41300.81,235597.29,9.22,6.4,30.76,1.17,4.39,-9.54,11.79,28.71,156.919,7.217
2022,436125,388,Hourly,42277.74,60818.17,78503.87,114317.06,144501.09,1003839.87,16.88,18.7,7.54,2.34,0.92,-2.86,40.97,46.36,107.461,5.638
2018,579267,461,Annual,8839.44,10437.38,12766.86,14475.46,18838.79,172919.15,22.31,20.24,8.87,0.86,17.58,6.55,58.82,45.98,139.098,1.74
2021,743419,261,Hourly,54328.72,68954.32,78313.12,106542.55,116743.43,910377.47,21.88,7.68,23.56,20.27,19.27,23.44,31.71,21.96,101.652,4.665
2018,583349,120,Daily,15336.35,25353.61,35550.25,44629.58,47706.5,495736.47,6.93,28.56,33.84,37.52,13.53,-3.6,4.71,38.68,142.826,7.485
2020,051551,175,Annual,9449.0,15369.51,18906.85,26874.56,32641.01,208582.82,10.3,13.53,2.99,28.98,16.01,7.27,37.59,14.31,129.424,0.81
2024,455387,941,Monthly,106891.96,143579.82,178087.44,246523.29,318555.15,2049396.15,22.41,16.97,17.88,38.77,13.3,19.7,45.62,21.17,113.278,4.28
2024,819425,120,Daily,45193.01,67575.07,75364.12,91457.82,122318.69,973168.47,5.35,17.55,7.59,9.55,21.34,23.12,28.26,53.14,149.398,7.922
2025,386819,217,Annual,78283.8,125647.34,149380.92,179865.79,211473.31,2016420.07,22.42,3.16,19.89,23.66,26.4,2.79,4.17,45.87,121.894,6.961
2024,100424,877,Daily,92978.03,137331.79,169272.36,209004.07,227636.04,1803627.03,23.03,7.15,4.33,14.61,16.67,14.33,53.22,20.62,105.06,1.006
