gov_debt_reporting_year,gov_debt_issuer_id,gov_debt_debt_type_code,gov_debt_principal_outstanding_inr,gov_debt_principal_issued_inr,gov_debt_principal_retired_inr,gov_debt_interest_cost_inr,gov_debt_average_coupon_rate,gov_debt_maturity_years_weighted,gov_debt_debt_service_coverage_ratio,gov_debt_days_cash_on_hand,gov_debt_liquidity_ratio,gov_debt_net_position_change_inr,gov_debt_unfunded_pension_liability,gov_debt_opeb_liability,gov_debt_bond_rating_agency,gov_debt_bond_rating_value,gov_debt_default_event_flag,gov_debt_refinancing_savings_inr,gov_debt_fiscal_distress_flag
2013,GOV16901281,GOV4PSID,7836777,49514396,693306,368852,16.84,val_1699_01281,4.91,2273,4.148,val_1699_01281,val_1699_01281,val_1699_01281,MeitY,349654410,0,370692221,0
2015,GOV16901282,GOVFZ0BO,668296187,325703,57929,1383772,24.03,val_1699_01282,0.922,1111,1.456,val_1699_01282,val_1699_01282,val_1699_01282,MoHFW,493727624,1,345127910,0
2016,GOV16901283,GOVIY9AQ,610248,750185943,71860652,5763915,99.55,val_1699_01283,1.4,2088,0.418,val_1699_01283,val_1699_01283,val_1699_01283,MoE,736897179,1,55836031,1
2024,GOV16901284,GOV2KH4U,37217312,442799140,501784051,262929,61.14,val_1699_01284,4.26,3378,3.833,val_1699_01284,val_1699_01284,val_1699_01284,MeitY,54681,0,7267864,1
2025,GOV16901285,GOVZ130H,6184539,331361898,237841,465020219,10.6,val_1699_01285,2.576,3479,3.449,val_1699_01285,val_1699_01285,val_1699_01285,MoE,59028520,1,452657716,0
2012,GOV16901286,GOV2663R,97378112,6952045,80271,757090345,21.79,val_1699_01286,2.595,2909,3.033,val_1699_01286,val_1699_01286,val_1699_01286,MOF,29930553,0,204094,0
2018,GOV16901287,GOV0OOK4,302635772,38948584,72511579,4306803,38.15,val_1699_01287,1.674,1882,4.343,val_1699_01287,val_1699_01287,val_1699_01287,MeitY,55520813,1,6828498,0
2015,GOV16901288,GOVVND5H,775756,453128778,525198,57927,2.23,val_1699_01288,3.972,2457,3.914,val_1699_01288,val_1699_01288,val_1699_01288,DoPT,476389969,0,6880430,1
2019,GOV16901289,GOVPZODJ,51386387,36299,10172,580702045,17.51,val_1699_01289,1.168,980,3.644,val_1699_01289,val_1699_01289,val_1699_01289,MoRD,404402,0,4754387,1
2024,GOV16901290,GOVCWAE8,129193767,24759,9935,365906,64.35,val_1699_01290,2.188,2298,1.254,val_1699_01290,val_1699_01290,val_1699_01290,MoE,3963641,1,657335342,0
2010,GOV16901291,GOV8RL4C,33148,749810156,47564,57070,28.85,val_1699_01291,2.239,3064,3.478,val_1699_01291,val_1699_01291,val_1699_01291,MNRE,44612911,0,51303693,0
2010,GOV16901292,GOVECBGT,905714,1397404,16739,605302,2.39,val_1699_01292,0.28,2328,0.268,val_1699_01292,val_1699_01292,val_1699_01292,DoPT,50081,1,577863,0
2024,GOV16901293,GOV17ID5,44025,6857345,60165230,38942,32.15,val_1699_01293,0.812,1344,4.855,val_1699_01293,val_1699_01293,val_1699_01293,MoE,631365671,0,68505,1
2015,GOV16901294,GOVYZCYB,471343,52286460,27468563,4032318,22.39,val_1699_01294,0.411,761,1.332,val_1699_01294,val_1699_01294,val_1699_01294,MOF,36191,1,283123908,1
2026,GOV16901295,GOV9PSXK,660353184,259260,6641928,65497428,61.91,val_1699_01295,1.007,2544,0.534,val_1699_01295,val_1699_01295,val_1699_01295,MoE,607322162,1,46344,0
2022,GOV16901296,GOV7LSLG,776980019,81438,558178143,420142,14.4,val_1699_01296,4.27,698,4.686,val_1699_01296,val_1699_01296,val_1699_01296,MoHFW,5293742,0,547073253,1
2020,GOV16901297,GOVNWNWN,590900965,975129,72429000,29101,78.63,val_1699_01297,1.622,2739,2.78,val_1699_01297,val_1699_01297,val_1699_01297,MoE,36806178,0,46015800,1
2011,GOV16901298,GOVKS9BE,38920,465045274,528363698,514727314,77.84,val_1699_01298,3.421,2348,4.141,val_1699_01298,val_1699_01298,val_1699_01298,MOF,497847,0,365098118,0
2012,GOV16901299,GOVRUSZX,22650952,39377271,46916070,7666659,47.1,val_1699_01299,1.314,115,4.067,val_1699_01299,val_1699_01299,val_1699_01299,MoRD,6877338,1,31624992,0
2018,GOV16901300,GOV5TMA2,627614,566095,37503,70867373,69.0,val_1699_01300,4.657,3045,0.83,val_1699_01300,val_1699_01300,val_1699_01300,MoHFW,750027,1,415742578,0
2011,GOV16901301,GOVHODLT,559497846,737476095,525682,60372,77.73,val_1699_01301,2.454,620,0.052,val_1699_01301,val_1699_01301,val_1699_01301,MNRE,73916,0,52202642,1
2023,GOV16901302,GOVT02G4,32933805,57571203,613870,58360608,31.31,val_1699_01302,3.24,1846,1.313,val_1699_01302,val_1699_01302,val_1699_01302,DoPT,361774,1,8140093,0
2016,GOV16901303,GOVL29XL,569089,6501623,448687,6999028,43.93,val_1699_01303,1.519,2018,1.329,val_1699_01303,val_1699_01303,val_1699_01303,MoRTH,649215446,0,3133820,0
2010,GOV16901304,GOVPO9Y7,34834,612375332,47796,577881,8.01,val_1699_01304,0.047,3015,1.77,val_1699_01304,val_1699_01304,val_1699_01304,MOF,65321767,1,588452,1
2017,GOV16901305,GOVZXOHY,2673665,253051,17240052,3861791,50.48,val_1699_01305,1.803,2426,4.251,val_1699_01305,val_1699_01305,val_1699_01305,MNRE,59691,1,7262350,1
2012,GOV16901306,GOVU8DCP,5052420,412681,96204,1221500796,39.5,val_1699_01306,4.444,1793,1.318,val_1699_01306,val_1699_01306,val_1699_01306,MeitY,56670,0,518696,0
2020,GOV16901307,GOVFIAC7,267903351,59727,823031,17772,93.53,val_1699_01307,0.552,178,0.037,val_1699_01307,val_1699_01307,val_1699_01307,DoPT,93552,1,39297,0
2010,GOV16901308,GOVJ6WGU,28712349,6362855,48029862,40428512,63.59,val_1699_01308,4.77,2528,3.744,val_1699_01308,val_1699_01308,val_1699_01308,MHA,44415203,1,619786,0
2024,GOV16901309,GOV0LAWS,4014427,7320788,3472708,99818,60.14,val_1699_01309,4.783,3569,2.946,val_1699_01309,val_1699_01309,val_1699_01309,MoHUA,533419,0,4130895,0
2011,GOV16901310,GOVTA8RH,297584,349840512,366822,1103531,8.96,val_1699_01310,2.531,2059,0.664,val_1699_01310,val_1699_01310,val_1699_01310,MoHFW,463345,1,33320,0
2019,GOV16901311,GOVF9LBO,1013944,23801,731935393,517172,45.31,val_1699_01311,2.834,1122,0.752,val_1699_01311,val_1699_01311,val_1699_01311,MoE,565332,0,800680176,1
2020,GOV16901312,GOVZWFHS,65448601,25248,24588,37730562,36.49,val_1699_01312,3.693,237,3.754,val_1699_01312,val_1699_01312,val_1699_01312,DoPT,10897,0,738213260,1
2026,GOV16901313,GOV99IRQ,66539,624991,682105423,418841,59.69,val_1699_01313,3.531,3193,0.338,val_1699_01313,val_1699_01313,val_1699_01313,MoHFW,2562610,0,62057631,1
2017,GOV16901314,GOV7NCQG,692846171,342509,67373,85457318,77.43,val_1699_01314,2.995,39,1.862,val_1699_01314,val_1699_01314,val_1699_01314,MoHUA,33389654,1,372006,0
2021,GOV16901315,GOVZNUGZ,372756485,53385928,298300,356255835,86.27,val_1699_01315,3.378,1947,2.005,val_1699_01315,val_1699_01315,val_1699_01315,MoHFW,28760,1,5142274,0
2012,GOV16901316,GOVTJ1SY,572323881,62814384,324669858,706178945,74.21,val_1699_01316,1.631,1121,2.233,val_1699_01316,val_1699_01316,val_1699_01316,MeitY,4397822,1,7451259,0
2010,GOV16901317,GOVPN1T7,14746,56117,38071,751874,48.05,val_1699_01317,2.905,1191,3.033,val_1699_01317,val_1699_01317,val_1699_01317,MoE,333014646,0,23161727,0
2025,GOV16901318,GOV1NY2K,502764,5554301,5403209,36853,52.07,val_1699_01318,4.243,2291,2.021,val_1699_01318,val_1699_01318,val_1699_01318,MoE,554403,1,45133,1
2015,GOV16901319,GOVSVKZ9,6034741,449999231,4442508,2786897,98.06,val_1699_01319,3.01,3333,1.818,val_1699_01319,val_1699_01319,val_1699_01319,MHA,275947,1,540947,1
2016,GOV16901320,GOVX038B,525972264,703055,66962652,77575075,59.27,val_1699_01320,3.27,49,2.741,val_1699_01320,val_1699_01320,val_1699_01320,MoE,748692,0,416265156,1
2026,GOV16901321,GOVJ45MH,37108,5714011,608068,577850749,36.47,val_1699_01321,4.248,905,1.544,val_1699_01321,val_1699_01321,val_1699_01321,MoHFW,34301,0,576519945,1
2025,GOV16901322,GOVKJZR6,31255,449219,7452782,76153,30.99,val_1699_01322,4.224,3328,2.099,val_1699_01322,val_1699_01322,val_1699_01322,MoE,61676178,1,442578,0
2010,GOV16901323,GOVHVS9R,2648036,553145,50208,4406975,13.16,val_1699_01323,2.399,718,3.058,val_1699_01323,val_1699_01323,val_1699_01323,MeitY,65664,0,53787026,1
2022,GOV16901324,GOV7U1T0,3129863,56196877,57561244,2563256,50.44,val_1699_01324,0.163,2857,3.525,val_1699_01324,val_1699_01324,val_1699_01324,MoE,41257,0,10063,0
2016,GOV16901325,GOVFWYI5,41455,3271983,6212165,8294038,46.84,val_1699_01325,4.298,258,4.959,val_1699_01325,val_1699_01325,val_1699_01325,MoRTH,1396054,1,451233878,1
2020,GOV16901326,GOV0T2K1,94036,74820613,4583131,57709551,51.71,val_1699_01326,2.743,583,3.53,val_1699_01326,val_1699_01326,val_1699_01326,MOF,72747,1,598280,0
2023,GOV16901327,GOV6LUI6,36822,488709886,17641435,73546809,34.05,val_1699_01327,4.172,1840,3.396,val_1699_01327,val_1699_01327,val_1699_01327,MNRE,231585777,1,45137580,1
2026,GOV16901328,GOVUOPVF,49522,63799139,32761483,62653930,16.67,val_1699_01328,1.111,19,1.602,val_1699_01328,val_1699_01328,val_1699_01328,MOF,344930834,1,7185550,0
2019,GOV16901329,GOVCX4Z2,40687,385681,76834286,495207,19.14,val_1699_01329,3.274,1836,1.611,val_1699_01329,val_1699_01329,val_1699_01329,MeitY,201771114,1,66297357,0
2022,GOV16901330,GOVCK0TR,66565143,175982025,41900,426754,3.19,val_1699_01330,1.838,1150,2.619,val_1699_01330,val_1699_01330,val_1699_01330,MOF,441214777,1,745637,1
2026,GOV16901331,GOV9LBDF,57947314,62391829,62206633,5088897,77.34,val_1699_01331,4.591,331,0.748,val_1699_01331,val_1699_01331,val_1699_01331,MoE,4879232,0,6307512,1
2014,GOV16901332,GOVK7HJ5,450483466,442824,5784036,843289,99.55,val_1699_01332,2.46,1875,1.976,val_1699_01332,val_1699_01332,val_1699_01332,MNRE,514817141,1,6337938,0
2013,GOV16901333,GOVBN4GU,30934909,424681,756824774,41236165,35.89,val_1699_01333,4.782,2980,3.609,val_1699_01333,val_1699_01333,val_1699_01333,MoHUA,65267579,0,46739181,1
2012,GOV16901334,GOVP2BA0,50715,3891429,4608328,35819079,23.53,val_1699_01334,4.575,1834,3.472,val_1699_01334,val_1699_01334,val_1699_01334,DoPT,6682172,0,515425386,0
2025,GOV16901335,GOVFTPQS,412676,42634,645814684,2646324,69.38,val_1699_01335,1.095,2350,2.569,val_1699_01335,val_1699_01335,val_1699_01335,MoRTH,334365121,1,791413,1
2017,GOV16901336,GOV7OW58,53619,665286,6560626,345424,69.99,val_1699_01336,2.389,2152,4.43,val_1699_01336,val_1699_01336,val_1699_01336,MoHUA,599518046,1,48026807,1
2018,GOV16901337,GOVLS4F5,521709458,382807119,52162,4901299,61.98,val_1699_01337,0.489,649,1.405,val_1699_01337,val_1699_01337,val_1699_01337,DoPT,878803741,1,65810659,1
2012,GOV16901338,GOV295H4,5413959,55702142,38056765,573110582,2.93,val_1699_01338,3.172,50,0.774,val_1699_01338,val_1699_01338,val_1699_01338,MOF,400236924,1,37144113,0
2020,GOV16901339,GOVU723F,69115945,4800017,51718,191967111,42.5,val_1699_01339,2.754,2520,1.769,val_1699_01339,val_1699_01339,val_1699_01339,MOF,7314436,1,454075,0
2011,GOV16901340,GOVKYCT3,48764683,56827,434584,208709,81.51,val_1699_01340,4.426,1639,3.086,val_1699_01340,val_1699_01340,val_1699_01340,MoRTH,54099052,1,302197221,1
2025,GOV16901341,GOVIJ5Z9,3235573,411646156,277779,6157031,52.4,val_1699_01341,2.189,242,1.731,val_1699_01341,val_1699_01341,val_1699_01341,MOF,490131,1,57700099,1
2023,GOV16901342,GOV1BA9E,57543938,718565,5912065,20504319,56.75,val_1699_01342,2.823,2250,3.299,val_1699_01342,val_1699_01342,val_1699_01342,DoPT,61782,0,46877241,0
2024,GOV16901343,GOVWO7VH,724604,13146567,50131101,28829566,25.55,val_1699_01343,3.257,3176,1.808,val_1699_01343,val_1699_01343,val_1699_01343,MHA,415688882,1,4605249,0
2019,GOV16901344,GOV8FXCF,30819,51217,677749,3795112,4.24,val_1699_01344,4.675,855,4.044,val_1699_01344,val_1699_01344,val_1699_01344,MoHUA,6637130,1,172380,0
2020,GOV16901345,GOVUDTWL,69232,20659812,34725108,680223303,72.57,val_1699_01345,4.872,3413,1.758,val_1699_01345,val_1699_01345,val_1699_01345,MHA,62991,0,2887734,1
2021,GOV16901346,GOVETC3A,26450,4201594,274491881,5598719,74.93,val_1699_01346,3.292,1530,2.601,val_1699_01346,val_1699_01346,val_1699_01346,MoHFW,76235034,1,123974317,0
2019,GOV16901347,GOVJJU7T,33919092,425831893,5701880,295678112,69.26,val_1699_01347,2.431,133,2.451,val_1699_01347,val_1699_01347,val_1699_01347,MoHUA,3586815,0,5222304,0
2022,GOV16901348,GOVNB4YX,55398,330940,557684,65090646,39.16,val_1699_01348,4.455,3503,0.209,val_1699_01348,val_1699_01348,val_1699_01348,MoE,82449205,1,3419164,1
2016,GOV16901349,GOVP76JE,3000371,46716489,6038325,882033353,26.29,val_1699_01349,4.495,3363,3.161,val_1699_01349,val_1699_01349,val_1699_01349,MNRE,45803328,0,507836,0
2018,GOV16901350,GOVP76CP,597423,592230,359829498,4368090,86.15,val_1699_01350,0.137,1837,1.051,val_1699_01350,val_1699_01350,val_1699_01350,MoE,5382395,0,4434822,1
2019,GOV16901351,GOVMBWXQ,67901797,64135747,4960365,649285641,1.41,val_1699_01351,1.288,2746,4.43,val_1699_01351,val_1699_01351,val_1699_01351,MeitY,821524435,1,275039024,0
2015,GOV16901352,GOV9FKUI,42177211,692047,360251,4902530,91.33,val_1699_01352,3.66,209,2.131,val_1699_01352,val_1699_01352,val_1699_01352,MeitY,68034277,0,745475,1
2013,GOV16901353,GOVCO9D7,60403163,621801582,3339160,881159,6.32,val_1699_01353,4.186,3388,2.438,val_1699_01353,val_1699_01353,val_1699_01353,DoPT,72288952,0,6149957,1
2019,GOV16901354,GOVAE6O7,2027222,293466282,5542508,24647697,53.54,val_1699_01354,4.762,1441,4.791,val_1699_01354,val_1699_01354,val_1699_01354,MOF,5604459,0,20972,1
2018,GOV16901355,GOVZPTB9,420013508,2539848,497935,47667,5.81,val_1699_01355,1.996,608,2.917,val_1699_01355,val_1699_01355,val_1699_01355,MoRTH,6078430,1,56739485,0
2023,GOV16901356,GOV7TCPD,303877,239507932,44123235,5632143,46.47,val_1699_01356,4.248,1695,1.791,val_1699_01356,val_1699_01356,val_1699_01356,MOF,39131,1,83465,0
2016,GOV16901357,GOV6SGV9,514854731,4279545,60994,99728,40.06,val_1699_01357,4.289,3134,1.656,val_1699_01357,val_1699_01357,val_1699_01357,MoRTH,41954,1,3778750,0
2024,GOV16901358,GOVXURQN,4819718,58617,795813562,6446577,84.07,val_1699_01358,4.731,2169,0.854,val_1699_01358,val_1699_01358,val_1699_01358,MoRD,534133,1,2976978,1
2017,GOV16901359,GOV4YP55,548763,392519445,86440,477745817,95.16,val_1699_01359,4.174,718,0.552,val_1699_01359,val_1699_01359,val_1699_01359,MeitY,43209920,1,365388,0
2025,GOV16901360,GOVAIFQ9,930503,5758813,35066,55353,92.68,val_1699_01360,3.846,3193,3.084,val_1699_01360,val_1699_01360,val_1699_01360,MOF,40088,1,622101,1
2020,GOV16901361,GOVLW2ZT,301258,54565,56747529,2404962,41.36,val_1699_01361,0.254,115,0.973,val_1699_01361,val_1699_01361,val_1699_01361,MOF,75355003,0,51522930,1
2021,GOV16901362,GOV7C3R7,411858032,46389318,685090572,550409,66.05,val_1699_01362,2.742,3208,2.458,val_1699_01362,val_1699_01362,val_1699_01362,DoPT,374705714,1,63514,1
2012,GOV16901363,GOVXFN5P,326886,32906107,2455306,6878,76.72,val_1699_01363,3.287,2429,1.896,val_1699_01363,val_1699_01363,val_1699_01363,MOF,51872002,0,34436,0
2015,GOV16901364,GOVX2S79,50900790,76755,443242174,41478,55.31,val_1699_01364,1.468,1997,3.655,val_1699_01364,val_1699_01364,val_1699_01364,MoRTH,66894410,0,55809,1
2013,GOV16901365,GOVCHPVX,68288485,3123564,714654807,54812,95.7,val_1699_01365,4.777,709,4.477,val_1699_01365,val_1699_01365,val_1699_01365,MoRTH,43006716,1,10194826,0
2016,GOV16901366,GOVSU9C5,543506517,824838,97332,76025372,80.76,val_1699_01366,3.847,227,3.882,val_1699_01366,val_1699_01366,val_1699_01366,MoE,246315185,0,77641529,0
2020,GOV16901367,GOVAULBQ,4671654,38943174,472712,5235552,54.47,val_1699_01367,1.981,2014,0.409,val_1699_01367,val_1699_01367,val_1699_01367,DoPT,485828,1,303069,0
2014,GOV16901368,GOVU8DHY,381197,32667,621398591,35856072,82.91,val_1699_01368,1.151,345,0.07,val_1699_01368,val_1699_01368,val_1699_01368,DoPT,62634665,1,33345822,0
2016,GOV16901369,GOVJG7Q2,62596107,270231,1331510,4012548,50.17,val_1699_01369,4.045,657,4.728,val_1699_01369,val_1699_01369,val_1699_01369,MNRE,789669767,0,518235,1
2021,GOV16901370,GOV6B1O0,5022029,99706,684594,2698865,50.92,val_1699_01370,3.62,2954,4.645,val_1699_01370,val_1699_01370,val_1699_01370,MoE,48476249,1,740951511,1
2026,GOV16901371,GOVQO35X,98466065,313622648,661036590,102045,76.1,val_1699_01371,1.229,2186,0.671,val_1699_01371,val_1699_01371,val_1699_01371,MeitY,38867,1,451263343,1
2017,GOV16901372,GOVO9X64,934470077,2098,356558555,67924,63.69,val_1699_01372,4.594,268,1.452,val_1699_01372,val_1699_01372,val_1699_01372,MNRE,954551,1,74542,1
2020,GOV16901373,GOVQR8UQ,10806590,47466,600741823,72325,38.27,val_1699_01373,4.929,1192,4.143,val_1699_01373,val_1699_01373,val_1699_01373,MoRD,335082,1,7082953,1
2022,GOV16901374,GOVLYVQV,902864,6219512,31929572,46929,30.39,val_1699_01374,4.201,2189,3.494,val_1699_01374,val_1699_01374,val_1699_01374,MNRE,490669137,0,122237377,1
2016,GOV16901375,GOV0TASK,6505099,31483,50304,35112,39.3,val_1699_01375,4.027,1355,1.818,val_1699_01375,val_1699_01375,val_1699_01375,MoE,621813163,0,43207,0
2026,GOV16901376,GOVB9U90,325671,229955787,6328117,45552092,22.72,val_1699_01376,3.223,286,4.446,val_1699_01376,val_1699_01376,val_1699_01376,MoE,492193852,0,149279431,1
2017,GOV16901377,GOV0FBYT,644240938,34048969,57884,802030,95.28,val_1699_01377,1.871,2899,3.705,val_1699_01377,val_1699_01377,val_1699_01377,MoRD,6172700,0,567928118,0
2011,GOV16901378,GOVSUNZ7,523937390,3726981,284907,7391668,79.5,val_1699_01378,0.991,1084,2.667,val_1699_01378,val_1699_01378,val_1699_01378,MNRE,76537,1,456903,0
2015,GOV16901379,GOVG9OTF,804845,6956596,37045,61639,85.3,val_1699_01379,1.604,1385,3.148,val_1699_01379,val_1699_01379,val_1699_01379,MoRTH,582080296,0,55482988,1
2014,GOV16901380,GOVLE2GY,63575120,6073943,6971186,57223204,83.73,val_1699_01380,1.43,206,2.185,val_1699_01380,val_1699_01380,val_1699_01380,MNRE,470986,0,508764,1
2010,GOV16901381,GOVMHY3B,39577,57401,637926,288596789,56.28,val_1699_01381,4.517,2507,0.243,val_1699_01381,val_1699_01381,val_1699_01381,MNRE,302835800,1,3547760,0
2015,GOV16901382,GOVKP2JR,74656499,5567339,625220086,411023,97.22,val_1699_01382,0.418,2258,4.588,val_1699_01382,val_1699_01382,val_1699_01382,MoHUA,23498363,1,498242,1
2015,GOV16901383,GOVZPVEL,16190,377587256,43004,2502141,44.49,val_1699_01383,1.538,294,3.363,val_1699_01383,val_1699_01383,val_1699_01383,MNRE,4789335,1,19063,0
2019,GOV16901384,GOV9DTH4,75151,210475958,437967830,5048118,32.71,val_1699_01384,3.661,495,1.12,val_1699_01384,val_1699_01384,val_1699_01384,MoRTH,5069578,0,5119774,0
2012,GOV16901385,GOVPFDJ7,49942,637084291,798080477,4844367,82.0,val_1699_01385,4.515,684,3.368,val_1699_01385,val_1699_01385,val_1699_01385,MoRTH,473628,0,647169,0
2024,GOV16901386,GOVITB8S,451949,565796231,746922,6527507,20.19,val_1699_01386,3.452,1512,4.4,val_1699_01386,val_1699_01386,val_1699_01386,MoE,47128326,0,46160796,0
2018,GOV16901387,GOVUPHZ8,397540416,459024746,2821054,67102244,9.98,val_1699_01387,4.823,2305,4.842,val_1699_01387,val_1699_01387,val_1699_01387,MOF,677056,1,6085460,1
2021,GOV16901388,GOVMKTF9,83912977,44719,6653295,658385684,79.16,val_1699_01388,0.928,3288,2.098,val_1699_01388,val_1699_01388,val_1699_01388,MoE,51217259,0,6017289,1
2011,GOV16901389,GOV46UP3,7574128,39719,62486,101609124,6.98,val_1699_01389,3.037,2534,2.305,val_1699_01389,val_1699_01389,val_1699_01389,MoHFW,2543997,1,25133,0
2021,GOV16901390,GOVTB0C8,533979054,18363509,444479438,705745,22.27,val_1699_01390,2.48,3244,4.442,val_1699_01390,val_1699_01390,val_1699_01390,MoHFW,687791431,1,15043,1
2012,GOV16901391,GOV7H9P6,67742,6197119,472091631,3971298,1.71,val_1699_01391,4.496,2822,1.253,val_1699_01391,val_1699_01391,val_1699_01391,MoRTH,68213388,1,51585229,1
2020,GOV16901392,GOVY81KS,7279861,4565,2575800,7042898,99.81,val_1699_01392,1.636,2544,3.571,val_1699_01392,val_1699_01392,val_1699_01392,MoRD,373351375,0,163990168,1
2012,GOV16901393,GOVSE7IA,28600,45064,43894368,4991644,94.43,val_1699_01393,0.217,121,2.451,val_1699_01393,val_1699_01393,val_1699_01393,MoRTH,38667033,0,383376,0
2026,GOV16901394,GOV3KXIZ,4049569,58426,53343011,1284227,48.2,val_1699_01394,1.418,508,2.942,val_1699_01394,val_1699_01394,val_1699_01394,MoRD,6075857,0,16944914,1
2022,GOV16901395,GOVCO98R,30265,25607,10361180,5109785,59.53,val_1699_01395,4.278,3140,1.179,val_1699_01395,val_1699_01395,val_1699_01395,MNRE,728275393,0,66781,1
2020,GOV16901396,GOV9NSWX,110848039,77506,559983063,28772493,29.19,val_1699_01396,2.543,363,0.355,val_1699_01396,val_1699_01396,val_1699_01396,MNRE,30696251,0,5943168,0
2021,GOV16901397,GOV89ZNW,535813560,66593,52266096,6858759,8.85,val_1699_01397,4.237,2810,4.972,val_1699_01397,val_1699_01397,val_1699_01397,MoRD,324527710,1,42491780,0
2025,GOV16901398,GOV09OTJ,328054,5936943,662389509,413447,8.42,val_1699_01398,3.152,138,0.24,val_1699_01398,val_1699_01398,val_1699_01398,MoHUA,771511639,1,5842568,0
2025,GOV16901399,GOVLHCKI,38525505,470176,505304,38855039,23.73,val_1699_01399,3.079,503,2.616,val_1699_01399,val_1699_01399,val_1699_01399,MNRE,465940,1,39544242,1
2020,GOV16901400,GOVA04YX,608728466,635410,75462495,642362,50.47,val_1699_01400,3.918,1296,0.13,val_1699_01400,val_1699_01400,val_1699_01400,MoRD,4067297,0,929994075,1
2020,GOV16901401,GOVOC7NF,5039079,39624586,5721203,739291,19.41,val_1699_01401,3.43,505,0.482,val_1699_01401,val_1699_01401,val_1699_01401,DoPT,525043,1,574132,1
2014,GOV16901402,GOVA8A4J,693646189,30708,75214071,335156,10.31,val_1699_01402,0.875,3446,3.616,val_1699_01402,val_1699_01402,val_1699_01402,MoHUA,51272595,0,109042234,1
2026,GOV16901403,GOV3XO45,79678,781733,43430,5662617,77.26,val_1699_01403,3.013,412,1.148,val_1699_01403,val_1699_01403,val_1699_01403,MeitY,70998835,0,25595,0
2016,GOV16901404,GOVFD6MZ,774801,177825,2997008,680588089,30.39,val_1699_01404,2.511,3316,0.964,val_1699_01404,val_1699_01404,val_1699_01404,MoHFW,6480962,1,8003240,1
2019,GOV16901405,GOVCPZ4G,34078,53162937,57155,89318,87.27,val_1699_01405,0.107,1410,2.16,val_1699_01405,val_1699_01405,val_1699_01405,MoRD,537942,1,6571027,1
2022,GOV16901406,GOV2SP4L,205688,616363444,40019,529260964,26.38,val_1699_01406,4.318,179,1.638,val_1699_01406,val_1699_01406,val_1699_01406,MoE,35507,0,463374222,1
2018,GOV16901407,GOVD0AVB,187712078,6032760,281965,2568233,77.2,val_1699_01407,3.295,2374,2.974,val_1699_01407,val_1699_01407,val_1699_01407,MOF,42514193,0,675780,0
2016,GOV16901408,GOVV0NQP,22358782,511849875,83148,6163519,58.56,val_1699_01408,2.233,1333,1.379,val_1699_01408,val_1699_01408,val_1699_01408,MOF,50319,1,883518173,0
2018,GOV16901409,GOV4KJDA,7999354,69110,27298562,4170023,51.3,val_1699_01409,4.212,270,3.464,val_1699_01409,val_1699_01409,val_1699_01409,MoHFW,380795,0,82490,0
2014,GOV16901410,GOVNAYCH,43531,4229299,4969418,72605,9.13,val_1699_01410,0.557,99,2.136,val_1699_01410,val_1699_01410,val_1699_01410,MoHUA,6498033,0,424758,1
