house_social_reference_year,house_social_country_iso2,house_social_region_nuts_code,house_social_social_housing_stock_count,house_social_social_housing_share_pct,house_social_new_units_completed_count,house_social_renovated_units_count,house_social_waitlist_households_count,house_social_average_wait_time_months,house_social_allocation_rule_code,house_social_income_threshold_eur,house_social_rent_setting_rule_code,house_social_rent_level_eur_median,house_social_energy_efficiency_upgrade_flag,house_social_state_aid_compliance_flag,house_social_public_investment_eur,house_social_eu_funding_support_eur,house_social_data_source,house_social_last_update_date,house_social_data_extract_date
2021,BG,BG32,592945,5.44,16553,35943,115508,18.02,POINTS_BASED,20070.98,COST_BASED,986.38,1,1,3058091424.38,1711994182.59,AUDIT_REPORT,2018-11-10,2025-02-19
2022,EE,PL931,1194787,10.5,27909,101991,21614,68.95,NEEDS_BASED,69451.62,FIXED_GRID,1461.67,0,0,4969932583.28,541548094.99,HOUSING_AUTHORITY_ADMIN,2018-12-03,2024-10-28
2023,HU,DK4,1732079,8.12,70578,75158,142712,23.43,LOTTERY,92795.92,INCOME_RELATED,341.23,0,1,2661959583.58,892460600.86,MINISTRY_HOUSING_REPORT,2018-12-26,2025-02-24
2024,LU,SE988,254859,14.26,14062,2299,341378,82.02,LOCAL_PRIORITY,66941.38,CAPPED_RENT,1493.93,0,0,3496873505.75,223208267.03,SOCIAL_HOUSING_REGISTER,2019-01-18,2024-10-30
2025,RO,LT416,2462185,3.23,49972,80192,273812,21.83,MIXED_MODEL,77608.27,MARKET_DISCOUNTED,1052.3,0,1,7357247265.96,896010797.14,AUDIT_REPORT,2019-02-10,2025-01-31
2006,AT,DK936,2106964,20.03,12407,163610,487183,46.27,POINTS_BASED,89495.41,COST_BASED,311.91,1,1,2533429837.3,70530387.43,HOUSING_AUTHORITY_ADMIN,2019-03-05,2025-08-26
2007,CZ,FR78,1261169,11.13,10455,12312,99254,58.68,NEEDS_BASED,70078.76,FIXED_GRID,551.13,0,1,1988296659.4,597849691.64,MINISTRY_HOUSING_REPORT,2019-03-28,2024-04-12
2008,DE,LT476,889019,21.97,9223,14602,77142,59.22,LOTTERY,23761.27,INCOME_RELATED,611.5,0,1,8604243204.97,390055980.25,SOCIAL_HOUSING_REGISTER,2019-04-20,2024-06-29
2009,LV,PL806,350360,17.68,20922,3978,242470,82.29,LOCAL_PRIORITY,40098.36,CAPPED_RENT,868.31,0,1,9461441270.03,263886707.88,AUDIT_REPORT,2019-05-13,2025-07-21
2010,PL,EE87,1666783,26.58,67494,43362,290084,60.84,MIXED_MODEL,74034.41,MARKET_DISCOUNTED,634.29,1,1,4588012515.32,124219503.06,HOUSING_AUTHORITY_ADMIN,2019-06-05,2024-12-02
2011,ES,BE281,1782665,22.18,89034,103400,282030,52.44,POINTS_BASED,18995.53,COST_BASED,1065.51,0,1,10425127425.46,53463042.51,MINISTRY_HOUSING_REPORT,2019-06-28,2024-01-29
2012,HR,FR955,1161181,22.56,59103,44653,261233,38.94,NEEDS_BASED,77330.73,FIXED_GRID,1411.51,0,1,6682817449.73,78755410.09,SOCIAL_HOUSING_REGISTER,2019-07-21,2026-02-10
2013,FI,DK97,1053614,27.61,54286,59105,199046,46.62,LOTTERY,21763.73,INCOME_RELATED,626.79,1,1,2668932846.15,995424178.67,AUDIT_REPORT,2019-08-13,2024-01-19
2014,IE,DK20,2526284,26.18,83947,165635,94974,75.1,LOCAL_PRIORITY,64908.27,CAPPED_RENT,499.24,0,1,3036851970.09,1409513938.3,HOUSING_AUTHORITY_ADMIN,2019-09-05,2025-03-31
2015,MT,BG919,1754352,6.9,7795,49253,8327,71.57,MIXED_MODEL,43513.89,MARKET_DISCOUNTED,1359.13,1,1,1595692769.8,1621368076.62,MINISTRY_HOUSING_REPORT,2019-09-28,2025-12-01
2016,SK,AT5,578015,5.86,13574,19757,322911,37.24,POINTS_BASED,77897.26,COST_BASED,1480.81,0,1,340324174.23,2207357506.02,SOCIAL_HOUSING_REGISTER,2019-10-21,2026-02-24
2017,BE,SK88,2000072,18.68,94137,12951,93723,48.22,NEEDS_BASED,55893.5,FIXED_GRID,1245.11,1,0,685236545.67,2584830270.99,AUDIT_REPORT,2019-11-13,2025-11-02
2018,DK,PT719,350176,15.11,7093,3072,57570,2.58,LOTTERY,61078.86,INCOME_RELATED,397.63,1,0,1634186225.79,247289562.24,HOUSING_AUTHORITY_ADMIN,2019-12-06,2025-05-08
2019,GR,CZ7,593945,23.45,22479,5205,354342,76.3,LOCAL_PRIORITY,35509.97,CAPPED_RENT,1546.63,1,1,9765087505.47,668885739.18,MINISTRY_HOUSING_REPORT,2019-12-29,2024-04-16
2020,LT,PL2,540266,4.23,10655,32089,15004,64.77,MIXED_MODEL,70608.02,MARKET_DISCOUNTED,1601.72,0,1,4874020403.08,1231097902.38,SOCIAL_HOUSING_REGISTER,2020-01-21,2025-04-20
2021,PT,NL6,2197596,13.18,32618,145019,517389,70.97,POINTS_BASED,33686.07,COST_BASED,1493.69,1,1,4074927004.54,364790379.49,AUDIT_REPORT,2020-02-13,2024-04-01
2022,SE,SE928,2320223,22.39,59193,66602,291024,48.1,NEEDS_BASED,93885.63,FIXED_GRID,236.82,0,1,2949151410.51,167856079.56,HOUSING_AUTHORITY_ADMIN,2020-03-07,2024-11-14
2023,CY,FR68,2575824,16.48,138946,81042,363547,74.45,LOTTERY,93616.13,INCOME_RELATED,539.43,0,0,6495837080.63,2552287683.14,MINISTRY_HOUSING_REPORT,2020-03-30,2024-08-08
2024,FR,FR93,164744,20.84,4264,11901,389491,34.85,LOCAL_PRIORITY,25163.57,CAPPED_RENT,1459.63,1,1,7616536253.22,352481155.0,SOCIAL_HOUSING_REGISTER,2020-04-22,2025-06-02
2025,IT,LU811,121920,17.93,1267,4795,87742,45.99,MIXED_MODEL,64261.48,MARKET_DISCOUNTED,1029.99,0,1,5501277143.51,1187137698.2,AUDIT_REPORT,2020-05-15,2024-08-02
2006,NL,DK531,976561,12.98,41019,45504,47609,43.63,POINTS_BASED,15401.78,COST_BASED,540.86,0,0,6616289285.5,207300391.54,HOUSING_AUTHORITY_ADMIN,2020-06-07,2024-03-21
2007,SI,EE16,1293926,15.39,31695,8237,40282,48.12,NEEDS_BASED,81784.86,FIXED_GRID,558.77,0,1,5973117755.07,298396237.03,MINISTRY_HOUSING_REPORT,2020-06-30,2025-12-14
2008,BG,LU67,1993281,16.08,118455,179361,54306,11.84,LOTTERY,73383.75,INCOME_RELATED,643.08,0,0,4306331561.85,409070769.49,SOCIAL_HOUSING_REGISTER,2020-07-23,2026-01-15
2009,EE,RO8,1861238,9.02,35227,30955,454538,18.64,LOCAL_PRIORITY,45095.57,CAPPED_RENT,1241.66,1,0,8996666377.41,256702668.81,AUDIT_REPORT,2020-08-15,2024-11-18
2010,HU,AT722,1985425,12.23,73692,41645,98810,42.67,MIXED_MODEL,36544.76,MARKET_DISCOUNTED,1389.58,1,0,5774047506.03,530236202.49,HOUSING_AUTHORITY_ADMIN,2020-09-07,2024-07-15
2011,LU,HR32,1695189,11.91,3826,134413,311810,45.96,POINTS_BASED,44235.32,COST_BASED,427.59,0,1,5248802297.04,670656131.96,MINISTRY_HOUSING_REPORT,2020-09-30,2024-10-16
2012,RO,DK249,3586294,11.42,69375,37511,253133,96.13,NEEDS_BASED,53018.7,FIXED_GRID,497.86,0,1,4831915668.85,225485355.97,SOCIAL_HOUSING_REGISTER,2020-10-23,2024-03-22
2013,AT,MT34,300935,22.58,12279,11264,243400,32.26,LOTTERY,19324.99,INCOME_RELATED,617.56,0,1,1656729901.26,1150720788.48,AUDIT_REPORT,2020-11-15,2025-07-30
2014,CZ,NL919,1915611,16.77,104755,65560,309707,44.48,LOCAL_PRIORITY,86752.46,CAPPED_RENT,1025.09,0,0,2199189586.72,1468383876.83,HOUSING_AUTHORITY_ADMIN,2020-12-08,2025-06-22
2015,DE,SE476,639842,1.0,13691,30680,206082,16.68,MIXED_MODEL,24930.97,MARKET_DISCOUNTED,612.06,0,1,8137630004.03,3166577782.53,MINISTRY_HOUSING_REPORT,2020-12-31,2025-04-25
2016,LV,LU59,2701833,2.02,134604,86741,591170,90.04,POINTS_BASED,13690.61,COST_BASED,449.61,1,0,8736654913.84,513617012.91,SOCIAL_HOUSING_REGISTER,2021-01-23,2026-01-27
2017,PL,BE169,2265595,3.42,39534,143505,189917,48.09,NEEDS_BASED,87884.01,FIXED_GRID,802.98,1,1,4652999456.75,2185599417.79,AUDIT_REPORT,2021-02-15,2025-06-11
2018,ES,EE9,1632810,20.73,26981,124680,313494,30.41,LOTTERY,45938.95,INCOME_RELATED,1168.36,1,0,2399632449.72,1195952943.57,HOUSING_AUTHORITY_ADMIN,2021-03-10,2025-06-08
2019,HR,FR729,105442,16.48,4461,2362,111899,71.57,LOCAL_PRIORITY,39973.0,CAPPED_RENT,1193.31,1,1,8237875075.5,2320702809.0,MINISTRY_HOUSING_REPORT,2021-04-02,2025-07-19
2020,FI,SI9,1438652,3.77,79273,51358,262341,31.0,MIXED_MODEL,50368.53,MARKET_DISCOUNTED,1526.86,1,0,9511738122.82,506245435.79,SOCIAL_HOUSING_REGISTER,2021-04-25,2025-02-04
2021,IE,SE3,1261959,11.43,14208,67575,419932,48.74,POINTS_BASED,40713.16,COST_BASED,1057.71,0,0,3371162162.35,2368926016.58,AUDIT_REPORT,2021-05-18,2024-11-05
2022,MT,LU78,1250391,4.26,28221,92729,307248,101.03,NEEDS_BASED,41342.59,FIXED_GRID,944.87,0,1,4507028242.34,282853613.81,HOUSING_AUTHORITY_ADMIN,2021-06-10,2024-04-16
2023,SK,BE2,2958819,1.13,70890,153984,281393,99.49,LOTTERY,49103.52,INCOME_RELATED,1376.09,0,1,1219781042.3,979456434.69,MINISTRY_HOUSING_REPORT,2021-07-03,2025-11-21
2024,BE,SE4,2475958,1.49,94255,23324,99966,43.27,LOCAL_PRIORITY,62251.96,CAPPED_RENT,304.01,1,1,7643132190.4,1955299372.96,SOCIAL_HOUSING_REGISTER,2021-07-26,2025-07-13
2025,DK,SE9,523249,13.3,10991,46482,268531,72.75,MIXED_MODEL,53691.87,MARKET_DISCOUNTED,326.63,1,1,9025667119.06,1386360915.92,AUDIT_REPORT,2021-08-18,2024-03-17
2006,GR,SI88,1177355,22.27,57658,99116,425938,90.47,POINTS_BASED,24669.17,COST_BASED,929.82,1,1,3652085195.54,684972888.89,HOUSING_AUTHORITY_ADMIN,2021-09-10,2025-12-23
2007,LT,DE541,435907,14.95,24039,28671,368205,63.17,NEEDS_BASED,89403.5,FIXED_GRID,229.18,1,1,5474312892.53,453375858.77,MINISTRY_HOUSING_REPORT,2021-10-03,2026-01-08
2008,PT,DK204,106526,19.38,5646,7132,65865,13.71,LOTTERY,55278.06,INCOME_RELATED,568.57,1,0,5825464877.5,27268894.24,SOCIAL_HOUSING_REGISTER,2021-10-26,2025-01-29
2009,SE,CZ6,1357609,5.52,47497,76532,244962,57.42,LOCAL_PRIORITY,69632.9,CAPPED_RENT,322.68,1,1,5133291232.14,651398714.28,AUDIT_REPORT,2021-11-18,2024-03-08
2010,CY,SK426,1280680,10.15,60936,74434,397679,68.04,MIXED_MODEL,67321.65,MARKET_DISCOUNTED,1138.12,1,0,693414837.35,220500476.55,HOUSING_AUTHORITY_ADMIN,2021-12-11,2024-03-07
2011,FR,NL8,796776,23.14,28679,43035,428147,39.36,POINTS_BASED,24026.48,COST_BASED,1356.5,1,1,9129909515.14,123382003.88,MINISTRY_HOUSING_REPORT,2022-01-03,2024-06-27
2012,IT,CZ172,948438,25.9,39948,16873,466436,95.42,NEEDS_BASED,62419.38,FIXED_GRID,508.04,0,1,5811481990.79,469076781.52,SOCIAL_HOUSING_REGISTER,2022-01-26,2024-09-15
2013,NL,NL276,1735273,15.23,59884,41935,344882,60.56,LOTTERY,35258.3,INCOME_RELATED,645.15,0,1,957468208.98,284482138.93,AUDIT_REPORT,2022-02-18,2025-04-08
2014,SI,MT5,1720394,18.06,44645,98934,112482,33.14,LOCAL_PRIORITY,32388.76,CAPPED_RENT,1028.81,1,1,7577825634.57,1425480108.84,HOUSING_AUTHORITY_ADMIN,2022-03-13,2024-11-03
2015,BG,IT774,155387,9.46,5945,9033,8617,61.66,MIXED_MODEL,68329.09,MARKET_DISCOUNTED,568.13,1,1,8627135236.42,130832852.5,MINISTRY_HOUSING_REPORT,2022-04-05,2024-02-28
2016,EE,BE87,704120,20.94,31706,53433,33965,76.73,POINTS_BASED,72893.17,COST_BASED,822.32,1,1,3844755840.56,919996545.62,SOCIAL_HOUSING_REGISTER,2022-04-28,2025-12-31
2017,HU,NL20,708561,9.11,5637,11936,343607,9.06,NEEDS_BASED,54725.77,FIXED_GRID,1106.34,1,1,9377414544.56,379812355.42,AUDIT_REPORT,2022-05-21,2024-10-22
2018,LU,RO857,432074,9.77,9376,10014,361495,70.75,LOTTERY,30207.03,INCOME_RELATED,1229.31,0,1,8757583808.36,2706116696.13,HOUSING_AUTHORITY_ADMIN,2022-06-13,2025-10-23
2019,RO,FI4,900158,3.59,34942,75043,436985,71.29,LOCAL_PRIORITY,22314.05,CAPPED_RENT,1134.62,0,1,8639192146.52,1061842137.31,MINISTRY_HOUSING_REPORT,2022-07-06,2024-07-18
2020,AT,PT2,2458344,16.67,93899,194895,115914,28.28,MIXED_MODEL,82787.46,MARKET_DISCOUNTED,414.23,1,0,3801199168.92,815817302.12,SOCIAL_HOUSING_REGISTER,2022-07-29,2025-09-14
2021,CZ,HU326,2610779,16.07,52508,97437,833,78.26,POINTS_BASED,42252.79,COST_BASED,1456.74,0,1,704386916.61,595664989.69,AUDIT_REPORT,2022-08-21,2024-01-26
2022,DE,SK1,494276,24.65,1099,25198,219081,24.95,NEEDS_BASED,12405.0,FIXED_GRID,449.82,1,0,238819172.73,1524418096.32,HOUSING_AUTHORITY_ADMIN,2022-09-13,2025-01-24
2023,LV,FI49,688597,5.24,33060,53558,38942,21.82,LOTTERY,63173.76,INCOME_RELATED,1541.55,0,1,1641883854.14,1161957821.94,MINISTRY_HOUSING_REPORT,2022-10-06,2024-02-10
2024,PL,DK834,178578,3.74,1097,2088,1635,71.1,LOCAL_PRIORITY,56506.08,CAPPED_RENT,840.39,1,1,4629442385.82,81627422.51,SOCIAL_HOUSING_REGISTER,2022-10-29,2024-08-11
2025,ES,BE892,2443901,11.64,17974,24031,87861,64.13,MIXED_MODEL,23361.49,MARKET_DISCOUNTED,594.81,0,1,1674587895.61,1857131885.03,AUDIT_REPORT,2022-11-21,2026-01-19
2006,HR,IT885,3579229,10.46,69317,34209,461457,30.06,POINTS_BASED,86988.26,COST_BASED,1208.18,1,1,7673758176.11,507152848.51,HOUSING_AUTHORITY_ADMIN,2022-12-14,2025-03-09
2007,FI,CY84,1802585,22.23,15373,107451,446260,64.33,NEEDS_BASED,71470.53,FIXED_GRID,454.11,0,1,7700519635.01,547336394.88,MINISTRY_HOUSING_REPORT,2023-01-06,2025-04-18
2008,IE,HU7,1639630,27.72,38607,89835,348592,73.3,LOTTERY,50636.21,INCOME_RELATED,706.34,0,1,2127378810.35,357963485.2,SOCIAL_HOUSING_REGISTER,2023-01-29,2025-01-10
2009,MT,MT659,1427700,27.27,74612,91602,388374,95.74,LOCAL_PRIORITY,57750.94,CAPPED_RENT,1842.81,1,0,878103546.55,822338801.3,AUDIT_REPORT,2023-02-21,2024-08-25
2010,SK,BG7,1464945,24.78,56272,36907,302245,49.43,MIXED_MODEL,15255.71,MARKET_DISCOUNTED,369.93,1,0,8714990712.28,628846121.17,HOUSING_AUTHORITY_ADMIN,2023-03-16,2024-12-16
2011,BE,AT662,2438518,26.34,108729,99614,171115,46.56,POINTS_BASED,26153.82,COST_BASED,1391.55,0,1,1055430977.59,413885057.55,MINISTRY_HOUSING_REPORT,2023-04-08,2024-11-06
2012,DK,RO69,643100,4.72,2241,27422,283440,36.72,NEEDS_BASED,95105.07,FIXED_GRID,1294.59,1,0,5204093222.01,1011426122.26,SOCIAL_HOUSING_REGISTER,2023-05-01,2025-02-10
2013,GR,HR23,772209,4.4,26315,41448,469210,49.6,LOTTERY,28515.75,INCOME_RELATED,883.08,0,1,5588738334.95,504465627.84,AUDIT_REPORT,2023-05-24,2025-02-22
2014,LT,DK31,2441943,20.26,124245,108628,59779,23.64,LOCAL_PRIORITY,25718.6,CAPPED_RENT,1835.52,0,0,7094243763.8,618614896.02,HOUSING_AUTHORITY_ADMIN,2023-06-16,2025-09-23
2015,PT,PT438,124029,9.58,5226,4957,376148,91.12,MIXED_MODEL,66163.26,MARKET_DISCOUNTED,1355.23,0,0,4055554059.66,1469954389.33,MINISTRY_HOUSING_REPORT,2023-07-09,2024-10-19
2016,SE,ES67,1162797,17.36,6571,98287,330187,66.88,POINTS_BASED,93885.13,COST_BASED,679.31,0,1,5784660347.89,729116482.34,SOCIAL_HOUSING_REGISTER,2023-08-01,2024-09-23
2017,CY,ES9,1211064,17.78,24973,39988,134421,7.03,NEEDS_BASED,22760.15,FIXED_GRID,1086.35,0,1,5329811426.0,3065217280.52,AUDIT_REPORT,2023-08-24,2024-03-10
2018,FR,PL9,1922636,1.81,12573,61460,365895,50.27,LOTTERY,62848.06,INCOME_RELATED,697.96,0,1,9873639206.77,2135893287.11,HOUSING_AUTHORITY_ADMIN,2023-09-16,2024-12-21
2019,IT,RO24,1000791,16.37,38722,16237,100573,48.16,LOCAL_PRIORITY,46312.92,CAPPED_RENT,1716.53,0,1,5533062728.97,2352571563.53,MINISTRY_HOUSING_REPORT,2023-10-09,2025-10-04
2020,NL,IE31,379094,19.88,19865,4136,39220,20.43,MIXED_MODEL,40322.92,MARKET_DISCOUNTED,942.12,0,0,2161762802.58,1035037795.37,SOCIAL_HOUSING_REGISTER,2023-11-01,2025-04-23
2021,SI,HR51,318937,23.94,14161,12437,174770,20.03,POINTS_BASED,74555.28,COST_BASED,379.74,0,1,11242054540.58,551457782.48,AUDIT_REPORT,2023-11-24,2025-09-18
2022,BG,BE41,2794032,19.76,145538,240316,367949,79.41,NEEDS_BASED,90659.88,FIXED_GRID,380.19,0,1,1136728908.45,2290155712.64,HOUSING_AUTHORITY_ADMIN,2023-12-17,2024-08-22
2023,EE,BE173,303281,20.93,12581,18633,228027,72.6,LOTTERY,89679.53,INCOME_RELATED,651.02,1,0,12031899013.35,578632809.06,MINISTRY_HOUSING_REPORT,2024-01-09,2024-06-20
2024,HU,CZ45,998170,9.78,17442,56653,173667,62.33,LOCAL_PRIORITY,47836.29,CAPPED_RENT,938.12,0,0,6973481941.66,1575669605.54,SOCIAL_HOUSING_REGISTER,2024-02-01,2024-12-08
2025,LU,SE5,2509686,21.53,62404,85731,126514,13.6,MIXED_MODEL,26273.24,MARKET_DISCOUNTED,1432.59,0,1,5368050302.08,2251935995.9,AUDIT_REPORT,2024-02-24,2026-01-06
2006,RO,EE6,1859283,17.23,20684,38624,407059,94.44,POINTS_BASED,51064.91,COST_BASED,1461.93,1,0,2485160397.4,747582784.38,HOUSING_AUTHORITY_ADMIN,2024-03-18,2024-12-12
2007,AT,DE56,631390,17.9,12946,2964,299800,26.48,NEEDS_BASED,40575.33,FIXED_GRID,782.29,1,1,644257564.86,949596086.32,MINISTRY_HOUSING_REPORT,2024-04-10,2026-02-20
2008,CZ,SI205,1436219,20.3,54387,76690,424230,57.64,LOTTERY,74296.03,INCOME_RELATED,571.14,1,1,3716080081.86,596391528.35,SOCIAL_HOUSING_REGISTER,2024-05-03,2024-03-05
2009,DE,RO92,2100536,9.08,33669,150550,193557,65.3,LOCAL_PRIORITY,29656.46,CAPPED_RENT,954.17,0,1,4520938885.18,412308007.67,AUDIT_REPORT,2024-05-26,2026-01-12
2010,LV,HU74,1619213,24.96,45148,42128,285955,17.92,MIXED_MODEL,64097.78,MARKET_DISCOUNTED,653.87,0,1,4051647431.39,501853642.95,HOUSING_AUTHORITY_ADMIN,2024-06-18,2024-11-13
2011,PL,BE423,2203030,6.32,121780,60659,266035,45.87,POINTS_BASED,22256.15,COST_BASED,276.79,0,1,730186600.64,388701696.21,MINISTRY_HOUSING_REPORT,2024-07-11,2025-01-04
2012,ES,DK578,14579,7.63,93,891,371335,28.85,NEEDS_BASED,63315.43,FIXED_GRID,482.78,1,1,2270873311.97,185013082.47,SOCIAL_HOUSING_REGISTER,2024-08-03,2024-08-07
2013,HR,AT707,2044930,1.64,9301,30443,285134,87.97,LOTTERY,46443.75,INCOME_RELATED,430.1,1,1,7491621332.21,783741633.22,AUDIT_REPORT,2024-08-26,2025-03-09
2014,FI,FR9,825747,13.36,28751,38664,346039,91.56,LOCAL_PRIORITY,29460.76,CAPPED_RENT,1090.41,0,1,4334004799.56,449405681.85,HOUSING_AUTHORITY_ADMIN,2024-09-18,2025-02-01
2015,IE,PL1,838409,9.32,26150,58746,209053,15.19,MIXED_MODEL,24324.57,MARKET_DISCOUNTED,602.1,1,1,237111780.02,735038328.75,MINISTRY_HOUSING_REPORT,2024-10-11,2024-12-05
2016,MT,AT677,2676642,1.26,115755,164544,292930,67.25,POINTS_BASED,70985.11,COST_BASED,953.18,0,1,6743900912.67,271234358.99,SOCIAL_HOUSING_REGISTER,2024-11-03,2025-02-06
2017,SK,PL622,1362471,4.41,46763,109247,133007,53.53,NEEDS_BASED,46600.47,FIXED_GRID,580.75,1,1,8163694171.06,2783712536.01,AUDIT_REPORT,2024-11-26,2024-02-27
2018,BE,PT37,950603,9.19,51871,41217,436553,66.04,LOTTERY,61009.25,INCOME_RELATED,1179.23,1,1,6969011234.89,2724365900.97,HOUSING_AUTHORITY_ADMIN,2024-12-19,2026-01-18
2019,DK,LT62,999520,13.19,19145,22199,319048,11.17,LOCAL_PRIORITY,29457.38,CAPPED_RENT,423.69,1,1,5492239007.06,1376444597.1,MINISTRY_HOUSING_REPORT,2025-01-11,2025-11-18
2020,GR,SE669,1378908,15.23,58005,92585,139722,59.59,MIXED_MODEL,55729.35,MARKET_DISCOUNTED,421.49,0,0,6694869979.82,1792350026.46,SOCIAL_HOUSING_REGISTER,2025-02-03,2024-01-10
2021,LT,FI71,959066,18.37,36851,40479,523183,53.95,POINTS_BASED,11502.09,COST_BASED,643.95,1,1,6915701714.29,3260574959.63,AUDIT_REPORT,2025-02-26,2024-07-06
2022,PT,DE4,518007,23.32,7381,28299,294528,61.13,NEEDS_BASED,34977.19,FIXED_GRID,835.85,1,1,1516036363.02,1740635709.88,HOUSING_AUTHORITY_ADMIN,2025-03-21,2024-07-18
2023,SE,LV2,2694346,18.3,7382,103245,345477,99.38,LOTTERY,50581.22,INCOME_RELATED,1005.83,1,1,3850744099.95,150522641.04,MINISTRY_HOUSING_REPORT,2025-04-13,2025-03-20
2024,CY,CY6,18583,24.07,812,980,19014,7.12,LOCAL_PRIORITY,40906.87,CAPPED_RENT,953.61,0,1,5668052635.82,470234153.61,SOCIAL_HOUSING_REGISTER,2025-05-06,2025-01-14
2025,FR,CZ776,271183,24.61,3699,6815,228275,49.26,MIXED_MODEL,49984.72,MARKET_DISCOUNTED,288.74,0,0,3076448544.2,2276983207.7,AUDIT_REPORT,2025-05-29,2025-09-01
2006,IT,BG950,396763,8.99,15835,28231,64574,4.57,POINTS_BASED,76809.31,COST_BASED,824.02,1,1,2153864776.43,17798674.14,HOUSING_AUTHORITY_ADMIN,2025-06-21,2025-05-27
2007,NL,IE35,2948414,23.77,152679,93468,149751,19.63,NEEDS_BASED,80897.85,FIXED_GRID,300.35,0,1,10483883904.77,153888491.91,MINISTRY_HOUSING_REPORT,2025-07-14,2024-10-28
2008,SI,SK6,2093172,13.39,96104,184012,162614,49.29,LOTTERY,82519.54,INCOME_RELATED,616.79,0,0,2730840013.43,858832626.47,SOCIAL_HOUSING_REGISTER,2025-08-06,2025-07-31
2009,BG,DK550,513418,14.66,24862,6585,158,70.07,LOCAL_PRIORITY,43858.72,CAPPED_RENT,879.14,0,1,11363418722.9,593251687.18,AUDIT_REPORT,2025-08-29,2026-01-10
2010,EE,HR63,2767867,20.49,27021,142612,175577,29.14,MIXED_MODEL,87614.88,MARKET_DISCOUNTED,1211.99,1,0,3488742776.54,700939741.95,HOUSING_AUTHORITY_ADMIN,2025-09-21,2025-03-22
2011,HU,CZ23,2171570,12.41,29064,143434,18815,71.36,POINTS_BASED,68674.15,COST_BASED,1335.34,1,1,6225424010.72,486556742.0,MINISTRY_HOUSING_REPORT,2025-10-14,2026-02-02
2012,LU,NL57,2748329,1.33,119476,19629,258066,32.39,NEEDS_BASED,50386.98,FIXED_GRID,537.16,1,1,1915878841.14,536903344.89,SOCIAL_HOUSING_REGISTER,2025-11-06,2025-03-24
2013,RO,HU90,880041,27.67,34979,5903,56278,34.09,LOTTERY,50750.2,INCOME_RELATED,379.33,1,1,601702991.94,880878728.93,AUDIT_REPORT,2025-11-29,2025-08-22
2014,AT,FI2,545625,27.31,31928,42808,149818,72.69,LOCAL_PRIORITY,82623.4,CAPPED_RENT,1193.38,0,1,4646405933.46,864958331.04,HOUSING_AUTHORITY_ADMIN,2025-12-22,2024-05-26
2015,CZ,PL66,2266119,11.04,54423,43098,307724,6.56,MIXED_MODEL,13355.63,MARKET_DISCOUNTED,1519.0,0,1,2148065152.63,609230735.39,MINISTRY_HOUSING_REPORT,2026-01-14,2025-09-17
2016,DE,FI837,590727,10.19,5717,30347,156799,58.07,POINTS_BASED,36901.63,COST_BASED,1116.23,1,1,8326683673.07,24958785.29,SOCIAL_HOUSING_REGISTER,2026-02-06,2024-06-15
2017,LV,LT7,1078305,13.11,17422,93687,502746,100.28,NEEDS_BASED,35567.74,FIXED_GRID,357.93,0,0,6573017041.56,1161579837.1,AUDIT_REPORT,2010-01-04,2025-03-14
2018,PL,BG19,2964154,9.2,155376,264732,1710,18.14,LOTTERY,72076.66,INCOME_RELATED,388.22,0,1,6098699168.77,356758193.69,HOUSING_AUTHORITY_ADMIN,2010-01-27,2024-09-08
2019,ES,MT814,1353165,1.45,71982,54696,208198,40.88,LOCAL_PRIORITY,38251.38,CAPPED_RENT,1711.73,0,1,3352661698.75,1227793404.77,MINISTRY_HOUSING_REPORT,2010-02-19,2024-01-07
2020,HR,EE30,94315,4.77,5489,4466,118688,30.4,MIXED_MODEL,71408.51,MARKET_DISCOUNTED,1232.98,1,1,8045514326.98,959679183.53,SOCIAL_HOUSING_REGISTER,2010-03-14,2024-01-15
2021,FI,CZ3,1738723,8.56,21245,77496,358951,31.04,POINTS_BASED,62272.25,COST_BASED,1192.25,0,0,2576037696.18,899788412.28,AUDIT_REPORT,2010-04-06,2024-01-06
2022,IE,IE1,2311139,17.81,94100,24150,268388,68.56,NEEDS_BASED,22255.67,FIXED_GRID,535.75,1,0,9894888579.53,2690872055.28,HOUSING_AUTHORITY_ADMIN,2010-04-29,2025-05-24
2023,MT,EE139,2204665,9.32,71266,88873,339593,65.88,LOTTERY,57763.94,INCOME_RELATED,996.64,0,1,8067579877.53,386548023.18,MINISTRY_HOUSING_REPORT,2010-05-22,2025-05-16
2024,SK,FI309,424298,10.23,15253,19713,541902,12.74,LOCAL_PRIORITY,61034.7,CAPPED_RENT,1082.77,1,1,8629681069.07,1223817927.93,SOCIAL_HOUSING_REGISTER,2010-06-14,2025-06-20
2025,BE,DE128,1576116,16.98,25360,32334,63286,44.64,MIXED_MODEL,24681.76,MARKET_DISCOUNTED,1565.1,0,0,1013284212.29,626024068.02,AUDIT_REPORT,2010-07-07,2026-01-03
2006,DK,RO77,2260088,12.61,118070,92817,12970,22.83,POINTS_BASED,44620.89,COST_BASED,1175.44,1,1,5855851482.14,824852921.09,HOUSING_AUTHORITY_ADMIN,2010-07-30,2025-02-23
2007,GR,CY9,1864384,27.63,22737,30618,83148,74.91,NEEDS_BASED,78217.41,FIXED_GRID,1134.95,1,1,6572114296.59,1160430959.2,MINISTRY_HOUSING_REPORT,2010-08-22,2026-02-11
