env_hazard_event_start_date,env_hazard_event_end_date,env_hazard_hazard_type_code,env_hazard_ndma_disaster_number,env_hazard_impact_area_polygon_id,env_hazard_fatalities_direct,env_hazard_fatalities_indirect,env_hazard_injuries_reported,env_hazard_property_damage_inr,env_hazard_crop_damage_inr,env_hazard_insured_loss_inr,env_hazard_evacuation_order_flag,env_hazard_power_outage_customers_peak,env_hazard_shelter_population_peak,env_hazard_flood_depth_max_ft,env_hazard_wind_gust_max_kmph,env_hazard_drought_severity_index,env_hazard_heat_index_max_f,env_hazard_snowfall_total_in,env_hazard_event_narrative_code
2018-10-30,2018-11-09,landslide,NDMA-7722-46,IN-POLY-00001198,1,1,10,863116,956619,161741,0,21635,21190,5.5,129,1.68,91,0.5,impact_brief_b
2012-01-15,2012-01-17,flood,NDMA-7090-62,IN-POLY-00001199,0,1,11,1311100,4358268,373474,0,15424,2039,3.6,36,1.47,104,5.3,media_digest
2018-11-16,2018-11-22,storm_surge,NDMA-6249-96,IN-POLY-00001200,0,1,12,1901752,1008586,277341,0,96196,32735,3.0,99,3.7,89,1.1,impact_brief_b
2013-02-13,2013-02-21,drought,NDMA-7180-82,IN-POLY-00001201,4,1,13,5610943,500029,1535141,0,91614,19055,6.3,74,3.87,108,0.1,impact_brief_a
2016-06-30,2016-07-13,wildfire,NDMA-9695-85,IN-POLY-00001202,1,0,11,30593994,2970563,12274785,0,67112,3692,7.2,63,1.34,117,1.1,ndma_sitrep
2023-06-28,2023-07-05,heatwave,NDMA-5807-85,IN-POLY-00001203,5,0,15,3900875,149587,1609560,0,65110,10831,5.1,122,4.31,111,1.3,ndma_sitrep
2016-08-30,2016-09-10,cyclone,NDMA-8343-58,IN-POLY-00001204,3,0,15,343684,3115622,87771,0,57157,9995,2.3,153,4.1,106,0.2,media_digest
2011-01-09,2011-01-25,earthquake,NDMA-8854-84,IN-POLY-00001205,3,0,14,4425707,8844552,1151938,1,43503,8210,3.1,29,3.28,116,1.1,ndma_sitrep
2022-01-21,2022-01-29,heatwave,NDMA-8043-87,IN-POLY-00001206,2,0,6,743768,1953668,61192,0,159224,15078,0.0,135,1.09,98,1.8,state_relief_note
2022-07-10,2022-07-21,drought,NDMA-4586-45,IN-POLY-00001207,0,0,15,2342424,2057134,386635,0,71121,1562,2.7,92,0.78,123,7.5,impact_brief_b
2014-04-17,2014-05-05,heatwave,NDMA-8585-61,IN-POLY-00001208,2,0,8,28954261,4244927,9262341,0,222378,32925,4.5,122,2.58,86,0.7,rapid_assessment
2016-10-15,2016-10-20,flood,NDMA-3131-40,IN-POLY-00001209,1,0,8,5601433,874862,2382056,1,194957,17853,4.3,44,0.0,97,0.9,ndma_sitrep
2015-04-11,2015-04-19,cyclone,NDMA-6206-51,IN-POLY-00001210,1,1,7,1524585,1440902,318800,0,1193315,77584,6.2,57,0.71,104,0.1,state_relief_note
2016-12-04,2016-12-12,cyclone,NDMA-4503-65,IN-POLY-00001211,0,0,12,3102881,6028474,809808,0,59580,11863,2.8,102,2.05,107,0.3,media_digest
2021-08-14,2021-09-01,flood,NDMA-5369-23,IN-POLY-00001212,3,0,8,6904650,77713,2742599,0,56379,18973,6.9,85,3.01,109,2.0,ndma_sitrep
2022-12-22,2022-12-31,flood,NDMA-4292-78,IN-POLY-00001213,1,0,14,5218826,1072855,623004,0,62237,53589,2.5,93,2.55,99,8.1,impact_brief_a
2025-04-10,2025-04-15,heatwave,NDMA-7841-91,IN-POLY-00001214,0,0,12,3197238,18808704,1325471,0,100436,3728,3.0,96,0.38,112,8.2,ndma_sitrep
2010-09-06,2010-09-23,cyclone,NDMA-6701-94,IN-POLY-00001215,1,0,7,18658993,313119,4686539,0,32930,26111,4.3,45,0.52,94,1.1,state_relief_note
2020-01-17,2020-01-24,heatwave,NDMA-1484-65,IN-POLY-00001216,0,1,13,1147367,421214,163617,1,223817,19098,1.3,109,1.61,108,0.1,rapid_assessment
2015-12-27,2015-12-30,heatwave,NDMA-2716-78,IN-POLY-00001217,2,1,6,4863981,2084902,1720373,1,24550,3742,6.7,34,0.9,98,0.8,impact_brief_b
2015-08-31,2015-09-10,drought,NDMA-7006-69,IN-POLY-00001218,0,0,11,2313961,1339449,149072,0,110547,1558,2.0,131,1.63,112,2.3,impact_brief_a
2013-04-09,2013-04-26,earthquake,NDMA-6151-56,IN-POLY-00001219,2,1,13,1520462,1355443,76788,0,76812,3650,1.5,117,3.99,83,3.6,impact_brief_a
2024-03-30,2024-04-09,flood,NDMA-6848-31,IN-POLY-00001220,1,0,17,1936642,3280967,395547,0,9983,3310,4.3,150,2.23,113,3.8,impact_brief_a
2021-03-09,2021-03-24,cyclone,NDMA-4686-34,IN-POLY-00001221,1,2,8,565383,360880,223205,0,252829,2489,0.0,108,4.3,104,7.5,rapid_assessment
2016-05-31,2016-06-06,heatwave,NDMA-3108-21,IN-POLY-00001222,4,1,7,4647608,827086,643173,0,105566,5852,0.5,75,3.88,114,1.6,impact_brief_a
2023-01-13,2023-01-23,landslide,NDMA-5510-10,IN-POLY-00001223,0,0,13,6392899,1923159,951602,1,53877,29731,6.1,50,0.36,106,0.6,impact_brief_b
2013-02-10,2013-03-02,cyclone,NDMA-4541-96,IN-POLY-00001224,2,1,14,5529665,1289698,1829429,0,57073,4082,3.7,63,1.96,128,3.9,media_digest
2022-11-14,2022-11-20,flood,NDMA-6857-93,IN-POLY-00001225,2,0,9,2077895,1250076,369047,0,234566,7943,4.1,113,2.38,113,0.0,impact_brief_b
2024-03-11,2024-03-19,drought,NDMA-3783-15,IN-POLY-00001226,1,0,12,3328785,231848,1107229,0,24514,3106,0.0,151,1.77,123,1.8,media_digest
2013-03-04,2013-03-10,drought,NDMA-5629-21,IN-POLY-00001227,1,1,12,2207917,416677,485097,1,49304,4421,5.4,129,1.7,101,0.1,ndma_sitrep
2010-06-11,2010-06-28,landslide,NDMA-8830-44,IN-POLY-00001228,1,1,12,2981982,1532120,757714,0,23886,892,2.9,106,1.19,108,0.7,media_digest
2010-11-08,2010-11-27,heatwave,NDMA-7285-85,IN-POLY-00001229,1,1,9,2379716,6075839,539215,0,95326,3839,1.7,73,3.27,98,13.0,impact_brief_b
2025-08-09,2025-08-28,flood,NDMA-1271-95,IN-POLY-00001230,1,0,10,5722948,213931,1857378,0,749154,3471,1.1,74,3.09,93,4.5,rapid_assessment
2012-08-06,2012-08-08,drought,NDMA-8789-80,IN-POLY-00001231,1,0,20,2639266,805640,659379,0,33437,8238,0.0,70,2.47,92,10.9,impact_brief_a
2016-12-12,2016-12-24,cyclone,NDMA-8935-24,IN-POLY-00001232,3,2,10,3179541,1447632,1175307,1,168068,7663,2.9,84,2.63,111,1.1,rapid_assessment
2016-01-05,2016-01-16,storm_surge,NDMA-6013-72,IN-POLY-00001233,1,0,12,3258390,1117965,921405,0,102603,9124,4.7,50,0.0,109,0.3,ndma_sitrep
2015-03-27,2015-04-08,drought,NDMA-6883-96,IN-POLY-00001234,2,2,10,6186582,723659,2346838,0,202020,10225,4.4,120,0.0,112,6.9,state_relief_note
2015-12-05,2015-12-18,heatwave,NDMA-6725-98,IN-POLY-00001235,0,0,11,3773973,2547839,1079023,0,41882,33693,0.0,79,4.38,107,1.0,impact_brief_a
2019-10-19,2019-10-20,landslide,NDMA-4687-30,IN-POLY-00001236,1,0,12,2771739,803006,715532,0,422174,7778,4.1,62,2.52,93,0.6,state_relief_note
2018-01-17,2018-01-20,cloudburst,NDMA-7426-28,IN-POLY-00001237,1,0,15,905599,1532961,171615,0,24079,11324,1.5,123,2.73,120,1.5,rapid_assessment
2022-04-22,2022-05-11,heatwave,NDMA-4248-67,IN-POLY-00001238,1,1,8,8234638,1184896,2395705,0,84593,5745,7.6,17,0.16,102,0.6,media_digest
2013-05-28,2013-06-17,cyclone,NDMA-4555-76,IN-POLY-00001239,0,1,18,5846390,214465,1712011,0,1427325,14122,7.0,111,0.0,114,4.5,impact_brief_a
2017-02-18,2017-02-24,heatwave,NDMA-3200-86,IN-POLY-00001240,0,0,13,514251,20760099,50588,0,297797,15906,5.6,67,2.78,116,1.0,state_relief_note
2024-12-16,2024-12-21,drought,NDMA-4943-83,IN-POLY-00001241,2,0,12,2667723,639403,262724,0,66075,12923,4.8,88,0.0,111,1.3,rapid_assessment
2011-10-12,2011-10-14,drought,NDMA-1599-31,IN-POLY-00001242,2,0,11,5721974,740638,597115,0,38704,26897,6.4,35,3.56,108,1.2,state_relief_note
2019-03-23,2019-03-29,landslide,NDMA-5193-23,IN-POLY-00001243,2,1,9,1199551,554468,249596,0,143005,40592,3.1,95,2.64,108,2.8,impact_brief_b
2015-12-21,2016-01-06,drought,NDMA-1633-85,IN-POLY-00001244,2,0,14,3041515,3033269,1232199,0,96067,3498,0.0,36,3.19,120,0.9,impact_brief_a
2023-02-11,2023-02-27,cloudburst,NDMA-7933-91,IN-POLY-00001245,0,1,13,8363321,720904,3439063,0,15958,7917,4.9,108,1.79,102,8.0,impact_brief_a
2013-04-16,2013-04-23,cyclone,NDMA-7263-85,IN-POLY-00001246,0,1,9,997934,291161,190964,0,44644,8409,2.7,132,1.87,113,4.5,rapid_assessment
2020-04-11,2020-04-14,flood,NDMA-7117-24,IN-POLY-00001247,0,0,14,1967581,777736,319263,0,1018760,20207,4.5,19,3.77,108,8.2,impact_brief_b
2021-12-10,2021-12-29,flood,NDMA-3599-74,IN-POLY-00001248,3,0,10,1309196,5734027,86425,0,171971,11748,3.9,85,1.59,115,1.6,impact_brief_b
2011-09-20,2011-09-28,flood,NDMA-9884-40,IN-POLY-00001249,1,1,8,1711088,208456,248857,0,4583,6830,4.6,94,4.9,111,0.9,rapid_assessment
2022-04-09,2022-04-12,flood,NDMA-9457-43,IN-POLY-00001250,0,0,10,3925129,348360,752314,1,78587,24370,5.7,105,0.27,114,0.4,media_digest
2019-08-10,2019-08-24,flood,NDMA-9484-22,IN-POLY-00001251,0,1,14,843542,23258731,356856,0,370593,70657,2.9,64,2.12,109,0.2,media_digest
2016-08-27,2016-08-31,flood,NDMA-7281-31,IN-POLY-00001252,1,1,15,962651,678608,90138,0,1280108,4942,0.0,90,0.0,87,0.6,impact_brief_b
2016-10-18,2016-10-24,flood,NDMA-8993-35,IN-POLY-00001253,1,0,7,2388514,999878,185473,0,45643,13675,3.5,107,2.03,102,2.8,state_relief_note
2014-07-26,2014-07-31,flood,NDMA-4146-58,IN-POLY-00001254,0,1,15,1328047,363850,184630,0,13699,10101,5.1,98,3.41,87,0.2,rapid_assessment
2023-04-09,2023-04-11,flood,NDMA-2632-83,IN-POLY-00001255,3,0,11,10711722,724117,3979625,1,54381,16333,4.5,71,2.39,92,2.5,ndma_sitrep
2011-08-19,2011-09-01,flood,NDMA-5717-98,IN-POLY-00001256,3,0,12,6283109,436207,1666658,0,10617,38919,1.3,66,2.72,110,6.3,state_relief_note
2024-04-18,2024-04-21,drought,NDMA-7717-18,IN-POLY-00001257,2,1,14,9679195,23503,2785053,0,103274,12809,3.4,93,3.03,118,0.5,rapid_assessment
2022-03-01,2022-03-20,flood,NDMA-5817-39,IN-POLY-00001258,1,1,10,588175,692245,132885,1,373940,6143,1.0,57,2.46,106,3.3,rapid_assessment
2012-06-15,2012-06-20,flood,NDMA-9980-59,IN-POLY-00001259,0,1,11,4178679,802446,1433891,0,236581,2874,4.5,92,2.65,101,2.4,state_relief_note
2023-10-07,2023-10-08,flood,NDMA-5636-49,IN-POLY-00001260,2,1,12,1638526,621864,486536,1,73894,7914,5.6,80,1.46,111,2.5,impact_brief_b
2018-02-26,2018-03-16,wildfire,NDMA-3556-26,IN-POLY-00001261,1,1,14,63218782,584347,10862717,0,185913,2019,6.5,89,2.87,100,3.2,state_relief_note
2013-06-18,2013-06-23,heatwave,NDMA-9800-73,IN-POLY-00001262,1,1,5,3829954,68070,1414081,0,12282,6082,4.8,106,1.21,96,2.8,media_digest
2021-05-29,2021-06-06,heatwave,NDMA-4350-16,IN-POLY-00001263,2,0,12,9820568,7474651,1564233,0,224291,20700,4.5,64,2.93,112,0.0,impact_brief_a
2025-03-21,2025-03-30,flood,NDMA-5967-13,IN-POLY-00001264,0,0,13,6566880,1354612,2864991,0,97336,9388,6.2,118,1.5,96,0.8,ndma_sitrep
2021-10-29,2021-11-10,heatwave,NDMA-9385-78,IN-POLY-00001265,1,1,10,6790363,243929,2703342,0,432012,12175,1.4,57,2.81,104,6.4,media_digest
2024-10-29,2024-11-17,landslide,NDMA-4902-46,IN-POLY-00001266,0,0,15,16520067,177464,4320134,0,33791,34947,5.5,46,2.0,107,0.1,state_relief_note
2021-11-25,2021-12-06,drought,NDMA-1456-81,IN-POLY-00001267,2,1,11,12442218,1518696,5313531,0,231546,9054,2.0,72,1.69,116,1.5,ndma_sitrep
2021-09-24,2021-09-26,heatwave,NDMA-8298-38,IN-POLY-00001268,1,0,15,1331134,1023496,113984,0,521319,11572,4.3,101,4.56,95,0.1,state_relief_note
2012-09-18,2012-10-04,cyclone,NDMA-9142-71,IN-POLY-00001269,2,0,4,30382506,985361,3650743,0,308083,3309,6.1,89,1.24,99,6.0,media_digest
2021-07-13,2021-07-31,drought,NDMA-9480-69,IN-POLY-00001270,1,0,14,32868353,427370,12123236,0,68433,5734,3.5,46,2.6,123,6.1,impact_brief_a
2020-07-25,2020-07-27,earthquake,NDMA-5047-71,IN-POLY-00001271,2,1,18,9538604,5589333,2460461,0,161230,13002,0.0,66,1.51,103,5.0,impact_brief_b
2019-04-19,2019-05-01,flood,NDMA-5607-84,IN-POLY-00001272,0,0,10,5370718,333229,1769381,0,62309,7607,2.5,60,2.21,85,7.1,rapid_assessment
2015-01-27,2015-02-08,earthquake,NDMA-3181-58,IN-POLY-00001273,0,0,15,9559899,812165,2122807,0,97531,99201,1.1,114,2.48,98,5.9,state_relief_note
2019-04-21,2019-04-30,heatwave,NDMA-7727-52,IN-POLY-00001274,0,1,13,370588,546565,78424,0,110232,4324,4.3,127,2.88,122,0.1,rapid_assessment
2019-08-14,2019-08-28,cloudburst,NDMA-5986-60,IN-POLY-00001275,1,0,6,2920065,987547,1115459,0,398619,4185,1.8,110,0.76,109,1.9,impact_brief_b
2016-05-06,2016-05-11,flood,NDMA-3300-23,IN-POLY-00001276,1,0,10,12561871,888580,4537974,0,80578,5435,1.7,89,1.57,113,2.4,ndma_sitrep
2023-12-04,2023-12-15,flood,NDMA-5167-42,IN-POLY-00001277,2,0,7,2586618,1584076,395680,0,10311,7194,1.2,83,4.7,118,3.2,rapid_assessment
2022-03-19,2022-03-30,flood,NDMA-2785-38,IN-POLY-00001278,1,1,11,4028431,1966539,829756,0,359489,6252,0.0,136,0.57,115,2.7,impact_brief_b
2019-04-03,2019-04-15,flood,NDMA-6585-96,IN-POLY-00001279,2,0,19,696875,749621,227381,0,40219,16159,2.2,107,2.33,103,2.9,state_relief_note
2021-12-18,2022-01-07,cyclone,NDMA-4821-95,IN-POLY-00001280,2,1,12,9266980,607407,2212966,0,81691,2949,5.3,82,4.7,112,2.6,media_digest
2011-06-18,2011-07-07,cyclone,NDMA-6483-54,IN-POLY-00001281,2,1,10,1028878,1209196,147492,0,20466,82343,0.0,45,0.52,97,0.4,media_digest
2020-10-31,2020-11-16,drought,NDMA-8212-25,IN-POLY-00001282,1,1,14,4195164,3754749,1021939,0,105766,3111,4.2,113,1.23,104,2.0,state_relief_note
2010-11-20,2010-11-30,flood,NDMA-2010-96,IN-POLY-00001283,0,0,11,8041896,6150133,1499348,0,285454,11092,2.0,106,2.93,95,1.5,media_digest
2014-12-18,2014-12-22,landslide,NDMA-8414-56,IN-POLY-00001284,1,0,14,8176887,1351141,1404640,1,203481,3979,0.4,79,1.24,94,12.4,impact_brief_b
2011-09-25,2011-10-02,cyclone,NDMA-7552-66,IN-POLY-00001285,2,1,18,1838253,473830,115856,1,10624,23547,1.7,78,2.05,105,2.6,state_relief_note
2021-02-08,2021-02-19,wildfire,NDMA-3213-75,IN-POLY-00001286,1,1,7,775234,803097,246583,0,67982,4201,4.0,26,4.02,106,5.4,impact_brief_a
2018-06-10,2018-06-24,flood,NDMA-3040-13,IN-POLY-00001287,1,0,10,30055135,142177,10317118,0,684664,13293,4.8,53,1.37,88,0.3,state_relief_note
2013-04-23,2013-05-08,landslide,NDMA-9665-84,IN-POLY-00001288,1,0,10,3876065,3316208,594476,1,220594,6166,6.5,135,0.92,101,0.9,state_relief_note
2012-02-07,2012-02-21,flood,NDMA-7387-90,IN-POLY-00001289,0,0,12,2098963,794100,925379,0,226433,3202,1.6,44,3.15,107,3.6,impact_brief_a
2022-08-10,2022-08-12,flood,NDMA-3559-24,IN-POLY-00001290,2,1,11,2833003,1569009,1256250,1,46180,4758,5.2,26,3.14,115,3.6,media_digest
2014-03-28,2014-04-14,flood,NDMA-9907-73,IN-POLY-00001291,2,1,11,4419803,228614,1881301,0,48465,4075,4.9,85,0.11,91,0.4,state_relief_note
2013-01-11,2013-01-16,landslide,NDMA-9208-25,IN-POLY-00001292,3,1,12,478814,1066260,48809,0,1047122,30386,6.8,35,0.85,114,2.2,media_digest
2015-04-16,2015-05-03,heatwave,NDMA-8119-12,IN-POLY-00001293,1,1,14,4162813,1874896,1682767,0,118123,16767,2.4,38,2.46,114,0.7,impact_brief_a
2024-09-27,2024-09-30,cyclone,NDMA-5599-54,IN-POLY-00001294,2,0,13,3114161,805236,566776,0,44835,59337,3.5,102,3.2,110,2.4,impact_brief_b
2020-10-11,2020-10-27,drought,NDMA-3395-18,IN-POLY-00001295,1,1,9,11035120,695413,1231318,0,523071,5407,1.7,105,1.21,119,0.4,ndma_sitrep
2019-06-18,2019-06-26,cyclone,NDMA-3430-69,IN-POLY-00001296,3,0,17,2053120,1308180,580644,0,455882,13117,5.5,115,2.43,112,1.3,ndma_sitrep
2013-07-31,2013-08-11,landslide,NDMA-2779-83,IN-POLY-00001297,1,0,15,3134207,423351,294488,0,105447,31515,4.2,45,3.47,106,0.7,impact_brief_a
2014-10-05,2014-10-22,landslide,NDMA-1971-66,IN-POLY-00001298,0,2,11,2192355,4478496,442530,0,79818,13759,3.4,74,2.46,105,1.6,rapid_assessment
2022-03-06,2022-03-07,heatwave,NDMA-6868-70,IN-POLY-00001299,0,0,15,8170709,2280387,1188120,0,466035,726,2.5,81,1.69,96,1.1,impact_brief_b
2025-06-01,2025-06-07,flood,NDMA-6392-67,IN-POLY-00001300,0,0,10,2811749,613574,740302,0,17021,5220,4.2,72,0.5,112,4.6,media_digest
2015-04-17,2015-05-06,heatwave,NDMA-5805-26,IN-POLY-00001301,1,0,21,2237416,1993773,630050,0,65558,13905,3.4,95,1.69,86,4.2,rapid_assessment
2020-06-09,2020-06-27,cyclone,NDMA-6613-93,IN-POLY-00001302,2,2,13,487461,815157,150159,0,294591,4025,4.9,61,2.45,99,4.2,media_digest
2024-07-21,2024-08-09,drought,NDMA-7007-89,IN-POLY-00001303,1,0,13,13308884,833103,3055010,0,492117,15236,2.8,123,0.24,82,0.5,impact_brief_a
2010-09-21,2010-09-24,flood,NDMA-2763-16,IN-POLY-00001304,1,0,11,8241354,595746,1653435,0,152463,1386,2.3,76,1.06,98,1.1,rapid_assessment
2014-04-25,2014-04-29,drought,NDMA-4841-43,IN-POLY-00001305,2,0,16,25811387,470825,6495951,0,444034,2357,3.7,95,5.0,96,1.1,ndma_sitrep
2024-02-03,2024-02-13,flood,NDMA-6680-26,IN-POLY-00001306,0,0,13,6251430,1599034,1309011,0,78382,16295,2.7,84,0.0,119,6.2,rapid_assessment
2024-08-27,2024-08-31,cloudburst,NDMA-7347-83,IN-POLY-00001307,3,1,11,7190931,1061307,3123396,0,422218,6106,2.5,132,1.83,112,1.6,media_digest
2021-01-27,2021-02-11,landslide,NDMA-8339-98,IN-POLY-00001308,0,0,12,376742,377164,159920,0,84850,86684,0.0,118,2.66,93,1.2,ndma_sitrep
2022-02-22,2022-03-14,flood,NDMA-3480-78,IN-POLY-00001309,1,2,6,2810932,732845,764293,0,65795,4319,1.0,126,3.24,108,1.5,impact_brief_a
2022-06-30,2022-07-01,heatwave,NDMA-5261-65,IN-POLY-00001310,1,3,12,3828290,1065970,838026,0,161267,10127,0.0,92,3.0,111,3.3,ndma_sitrep
2016-04-05,2016-04-06,heatwave,NDMA-4274-95,IN-POLY-00001311,0,0,12,10863681,10243104,2528045,1,362025,8672,2.6,89,1.51,115,0.5,ndma_sitrep
2025-09-06,2025-09-14,landslide,NDMA-3131-41,IN-POLY-00001312,0,0,14,825890,1065216,367996,1,71408,6807,6.0,97,3.22,117,4.4,rapid_assessment
2022-08-01,2022-08-06,landslide,NDMA-7806-75,IN-POLY-00001313,3,0,6,8725928,335941,1508987,0,47561,2427,0.4,127,1.96,104,10.7,state_relief_note
2022-08-13,2022-08-30,flood,NDMA-4692-76,IN-POLY-00001314,0,0,9,8263722,1376221,1924564,1,262113,4793,1.1,112,2.12,120,5.1,state_relief_note
2021-05-22,2021-05-31,cyclone,NDMA-1480-14,IN-POLY-00001315,3,1,12,2488017,160264,695151,0,173251,6247,3.2,97,0.72,100,5.0,state_relief_note
2012-01-11,2012-01-30,flood,NDMA-9086-60,IN-POLY-00001316,1,1,9,5608579,533086,469718,1,46801,45168,7.3,24,3.4,97,0.4,media_digest
2024-12-21,2025-01-03,heatwave,NDMA-7808-33,IN-POLY-00001317,2,2,14,2605947,165128,544334,0,135836,8560,6.2,82,2.89,95,2.5,impact_brief_a
2015-07-23,2015-07-31,landslide,NDMA-2330-39,IN-POLY-00001318,3,1,10,4826089,4914511,732201,0,229652,4215,0.0,80,2.02,110,2.5,impact_brief_a
2018-09-09,2018-09-23,heatwave,NDMA-5835-66,IN-POLY-00001319,5,1,8,3401797,8104393,939114,1,89873,9115,3.6,117,3.42,112,2.9,rapid_assessment
2015-12-20,2016-01-04,cloudburst,NDMA-8580-94,IN-POLY-00001320,2,1,8,6827895,1170609,1100068,0,214416,4948,0.0,28,1.36,99,4.6,ndma_sitrep
2025-01-19,2025-02-03,flood,NDMA-3805-71,IN-POLY-00001321,4,1,11,1143501,9334210,269546,0,52212,20447,3.4,75,1.13,99,0.9,rapid_assessment
2017-10-06,2017-10-22,wildfire,NDMA-2622-38,IN-POLY-00001322,0,0,9,3638830,560879,931476,0,224060,18973,7.1,89,0.0,105,1.4,state_relief_note
2014-08-15,2014-08-17,flood,NDMA-9868-97,IN-POLY-00001323,0,0,14,4254277,682617,723079,1,75320,23788,1.1,62,0.71,88,4.6,media_digest
2021-08-28,2021-09-09,cold_wave,NDMA-7695-64,IN-POLY-00001324,1,0,15,2621154,1525008,918717,0,43956,8667,4.0,73,1.02,110,5.0,impact_brief_a
2024-05-25,2024-06-04,cyclone,NDMA-1505-36,IN-POLY-00001325,1,0,14,1599515,13052945,144862,0,28097,4319,4.3,18,0.24,96,1.9,media_digest
2011-07-20,2011-07-21,flood,NDMA-3506-60,IN-POLY-00001326,0,1,16,5009774,483829,576746,0,88282,9440,4.0,49,1.27,100,1.0,impact_brief_a
2015-09-20,2015-10-02,storm_surge,NDMA-2754-31,IN-POLY-00001327,1,0,8,2189563,171839,134049,1,228399,6752,8.2,74,1.73,106,2.5,impact_brief_a
2017-11-21,2017-11-28,landslide,NDMA-2856-47,IN-POLY-00001328,1,2,10,4407843,7869012,400519,0,121633,247107,5.4,26,3.21,92,0.3,rapid_assessment
2013-05-29,2013-06-12,heatwave,NDMA-1730-10,IN-POLY-00001329,3,0,6,4585964,70158,757576,0,136268,20259,7.1,109,4.46,94,2.6,ndma_sitrep
2011-09-14,2011-09-28,cyclone,NDMA-8694-20,IN-POLY-00001330,0,1,8,3429811,180823,327205,1,190298,4756,4.1,75,1.92,70,3.5,rapid_assessment
2025-04-11,2025-04-26,flood,NDMA-8516-63,IN-POLY-00001331,2,1,12,1207330,634898,271648,0,92636,22371,2.4,9,2.61,110,0.5,impact_brief_a
2011-04-07,2011-04-11,drought,NDMA-8389-32,IN-POLY-00001332,3,0,9,3503000,1347698,536103,0,1122639,13101,3.4,92,2.77,91,0.2,rapid_assessment
2025-06-15,2025-06-20,heatwave,NDMA-6721-46,IN-POLY-00001333,1,0,23,418870,2457613,109131,0,175445,3299,5.0,81,1.67,108,0.9,impact_brief_b
2020-12-06,2020-12-11,heatwave,NDMA-1946-70,IN-POLY-00001334,1,1,12,2635730,2183246,818433,0,85997,6636,2.5,121,2.08,106,4.3,impact_brief_b
2012-01-05,2012-01-06,heatwave,NDMA-4665-88,IN-POLY-00001335,2,2,14,21004587,1826188,9088860,0,179760,14445,3.1,41,1.83,107,1.6,ndma_sitrep
2016-05-21,2016-05-29,drought,NDMA-6479-31,IN-POLY-00001336,1,1,19,3718945,350847,1606306,0,146005,8438,1.2,126,2.87,103,4.9,media_digest
2023-02-27,2023-03-08,cold_wave,NDMA-2857-64,IN-POLY-00001337,0,0,6,960399,553629,323024,0,110507,26901,5.5,87,3.57,95,0.5,state_relief_note
2023-02-28,2023-03-16,cloudburst,NDMA-5930-35,IN-POLY-00001338,1,1,5,3239415,1992700,1019633,0,632669,19575,1.9,70,0.0,95,0.7,rapid_assessment
2023-11-05,2023-11-17,earthquake,NDMA-6212-47,IN-POLY-00001339,4,1,13,1386371,780308,335262,0,306115,39541,3.6,91,5.0,105,0.2,rapid_assessment
2024-11-13,2024-11-14,flood,NDMA-2574-32,IN-POLY-00001340,0,2,10,7915889,1123438,2547849,1,50074,18960,1.0,19,2.51,125,0.8,impact_brief_b
2019-04-11,2019-04-21,flood,NDMA-3907-75,IN-POLY-00001341,1,0,17,5599417,805098,2203248,1,178398,1425,4.2,111,0.0,120,0.2,ndma_sitrep
2013-05-17,2013-05-30,heatwave,NDMA-7299-69,IN-POLY-00001342,2,0,12,3922926,404231,1673533,0,299714,20415,8.9,113,1.98,110,1.3,impact_brief_a
2020-06-02,2020-06-07,cloudburst,NDMA-5546-19,IN-POLY-00001343,4,0,10,1407200,1831517,510878,0,169019,48513,8.3,83,2.28,109,0.2,state_relief_note
2022-01-31,2022-02-12,heatwave,NDMA-1509-43,IN-POLY-00001344,1,0,8,11272134,19568,4179976,0,149456,20340,2.3,77,1.09,111,2.8,impact_brief_b
2020-06-02,2020-06-13,flood,NDMA-1512-46,IN-POLY-00001345,0,2,11,19401216,659464,2720562,0,44486,27740,5.2,83,2.62,106,2.7,impact_brief_a
2024-05-31,2024-06-06,wildfire,NDMA-5857-77,IN-POLY-00001346,0,1,8,440176,627543,176212,1,54181,21075,1.7,79,0.2,112,0.4,impact_brief_a
2018-09-03,2018-09-21,landslide,NDMA-7214-76,IN-POLY-00001347,0,0,11,1113070,767955,392437,0,1003095,23344,3.6,121,0.5,108,0.0,impact_brief_a
2013-04-28,2013-05-01,flood,NDMA-7349-67,IN-POLY-00001348,2,0,11,409364,5392382,75654,0,102551,31572,0.3,44,4.02,103,3.8,state_relief_note
2019-10-05,2019-10-15,drought,NDMA-1527-73,IN-POLY-00001349,0,1,14,1115906,1059132,120940,0,70319,1211,3.3,102,0.26,103,2.9,media_digest
2018-06-22,2018-06-27,flood,NDMA-1411-79,IN-POLY-00001350,2,0,11,1305459,6812724,184098,0,117268,26807,1.5,0,2.49,120,1.4,media_digest
2018-05-12,2018-05-24,heatwave,NDMA-7033-91,IN-POLY-00001351,1,0,10,989895,783800,96937,0,3843,20779,1.1,126,2.15,125,6.9,state_relief_note
2015-09-17,2015-09-20,flood,NDMA-6326-23,IN-POLY-00001352,2,2,10,927380,458786,197837,1,30568,1871,5.9,144,1.32,110,2.3,impact_brief_b
2015-02-22,2015-03-11,drought,NDMA-5749-28,IN-POLY-00001353,1,2,12,2644316,658596,1181535,1,86582,42906,3.7,48,0.89,90,4.8,impact_brief_a
