gov_contract_contract_award_date,gov_contract_contracting_office_code,gov_contract_naics_code_contract,gov_contract_psc_code,gov_contract_vendor_duns_hash,gov_contract_contract_vehicle_type,gov_contract_competition_type,gov_contract_contract_value_usd,gov_contract_ceiling_value_usd,gov_contract_obligated_amount_usd,gov_contract_period_of_performance_start,gov_contract_period_of_performance_end,gov_contract_small_business_set_aside,gov_contract_socioeconomic_category,gov_contract_subcontracting_plan_flag,gov_contract_labor_standards_clause_flag,gov_contract_buy_american_clause_flag,gov_contract_performance_based_flag,gov_contract_termination_for_default_flag,gov_contract_past_performance_score
2014-12-13,OFF003,541511,B510,DUNS000001078,IDIQ,FULL_OPEN,2803551328.3,9784312604.2,618382426.78,2015-01-13,2022-03-19,SDVOSB,DBE,0,1,0,0,0,50.87
2014-12-14,OFF006,561210,A301,DUNS000001079,GSA_SCHEDULE,FULL_OPEN,169006323.48,681096527.16,167571167.67,2015-01-14,2024-01-08,WOSB,SDB,0,0,1,1,0,62.34
2014-12-15,OFF002,237310,K016,DUNS000001080,GWAC,SMALL_BUSINESS,1571190525.81,7631930063.29,1341275376.04,2015-01-15,2018-04-27,NONE,WOSB,0,0,0,0,0,59.05
2014-12-16,OFF003,541512,S206,DUNS000001081,GWAC,OTHER,67881267.43,291201957.93,28684383.32,2015-01-16,2024-02-03,WOSB,SDB,1,1,1,1,0,51.24
2014-12-17,OFF003,541330,K016,DUNS000001082,IDIQ,SDVOSB,1007577048.34,1725982812.9,100691710.19,2015-01-17,2021-02-03,SDVOSB,NONE,1,0,0,1,0,92.88
2014-12-18,OFF002,541519,C211,DUNS000001083,GSA_SCHEDULE,OTHER,4434164643.3,10654400238.26,3953316122.2,2015-01-18,2019-06-16,SB,8A,0,1,1,0,0,48.91
2014-12-19,OFF005,541512,J015,DUNS000001084,GWAC,SMALL_BUSINESS,4674077519.71,11974282799.58,1432293868.24,2015-01-19,2016-10-06,NONE,NONE,1,1,1,0,0,46.89
2014-12-20,OFF006,611430,J015,DUNS000001085,OTHER,SMALL_BUSINESS,3140769940.57,11222200388.32,1425135325.15,2015-01-20,2022-01-28,HUBZONE,HUBZONE,1,1,1,0,0,33.85
2014-12-21,OFF001,541330,K016,DUNS000001086,GWAC,SOLE_SOURCE,3239266600.13,6511661892.27,1877652020.99,2015-01-21,2025-01-14,SB,NONE,1,0,1,0,0,77.62
2014-12-22,OFF003,561210,R408,DUNS000001087,IDIQ,WOSB,3263382439.92,11389304179.87,1297565492.74,2015-01-22,2017-06-07,NONE,NONE,1,0,1,0,0,42.91
2014-12-23,OFF003,541330,K016,DUNS000001088,BPA,SMALL_BUSINESS,5270735727.41,11270045108.99,4901662905.58,2015-01-23,2019-07-11,NONE,SDVOSB,0,1,1,0,0,39.07
2014-12-24,OFF001,611430,K016,DUNS000001089,GWAC,SMALL_BUSINESS,3114936732.47,17955006937.83,1938985428.25,2015-01-24,2024-12-25,SDVOSB,SDB,0,1,0,0,0,20.6
2014-12-25,OFF002,541512,C211,DUNS000001090,IDIQ,FULL_OPEN,1617754410.69,1635047198.3,427843330.8,2015-01-25,2025-01-12,NONE,SDVOSB,0,1,0,0,0,73.01
2014-12-26,OFF005,325412,A301,DUNS000001091,OTHER,SDVOSB,419666104.17,734828518.02,291227030.64,2015-01-26,2020-08-01,SB,NONE,1,1,0,1,0,35.88
2014-12-27,OFF006,236220,J015,DUNS000001092,GSA_SCHEDULE,HUBZONE,5119617338.24,22876753634.22,2040001918.05,2015-01-27,2015-12-21,HUBZONE,DBE,0,1,1,0,0,75.13
2014-12-28,OFF004,325412,D399,DUNS000001093,SEALED_BID,8A,5164861848.21,14892090591.2,4387423708.36,2015-01-28,2023-12-07,NONE,8A,1,0,1,0,0,74.69
2014-12-29,OFF004,325412,A301,DUNS000001094,GWAC,FULL_OPEN,1784892110.51,10017007273.24,846731978.04,2015-01-29,2024-12-16,SB,NONE,1,0,1,0,0,18.14
2014-12-30,OFF003,611430,D302,DUNS000001095,GWAC,HUBZONE,5647861341.13,15657201994.89,2061340956.37,2015-01-30,2018-12-27,SB,NONE,1,1,0,0,0,12.16
2014-12-31,OFF004,541519,J015,DUNS000001096,SEALED_BID,SOLE_SOURCE,5076418984.73,25549934299.18,1041631515.12,2015-01-31,2021-07-06,NONE,WOSB,0,1,1,0,0,94.79
2015-01-01,OFF004,541330,R408,DUNS000001097,BPA,SMALL_BUSINESS,3942079491.76,4790020563.25,3263932704.68,2015-02-01,2022-08-19,NONE,SDVOSB,0,1,1,0,0,42.21
2015-01-02,OFF004,541511,S206,DUNS000001098,GWAC,HUBZONE,4210309265.94,10072538657.03,2377977169.55,2015-02-02,2015-06-29,SB,NONE,0,1,1,1,1,58.6
2015-01-03,OFF004,541512,F999,DUNS000001099,OT,FULL_OPEN,4323044158.51,6947603193.69,4068564505.62,2015-02-03,2015-07-05,NONE,SDB,0,0,1,1,0,48.9
2015-01-04,OFF002,236220,B510,DUNS000001100,GWAC,FULL_OPEN,2845604745.04,9400710804.16,188917465.4,2015-02-04,2017-09-19,NONE,SDB,1,1,1,0,0,17.92
2015-01-05,OFF001,541330,B510,DUNS000001101,GSA_SCHEDULE,SOLE_SOURCE,3431452314.53,5541800663.47,618332810.0,2015-02-05,2022-11-01,NONE,HUBZONE,1,1,1,0,0,53.78
2015-01-06,OFF003,561210,K016,DUNS000001102,OTHER,SDVOSB,3184599342.01,14804313301.94,1157901394.14,2015-02-06,2024-08-02,SB,8A,1,0,1,0,0,61.25
2015-01-07,OFF006,325412,C211,DUNS000001103,IDIQ,OTHER,3145563343.35,12488245631.52,1541037828.98,2015-02-07,2015-05-11,WOSB,8A,1,1,1,0,0,55.32
2015-01-08,OFF003,541519,F999,DUNS000001104,OT,OTHER,4160624428.85,6346869694.1,3168304887.69,2015-02-08,2023-05-30,SB,NONE,0,1,1,0,0,14.63
2015-01-09,OFF004,334111,J015,DUNS000001105,GSA_SCHEDULE,OTHER,1423195980.63,3322560191.15,256559954.91,2015-02-09,2021-09-13,WOSB,HUBZONE,0,1,1,1,0,55.41
2015-01-10,OFF006,541512,D399,DUNS000001106,IDIQ,FULL_OPEN,1349574073.24,5902786997.88,1076798873.73,2015-02-10,2022-09-07,NONE,SDB,1,1,0,0,0,54.49
2015-01-11,OFF002,236220,K016,DUNS000001107,SEALED_BID,WOSB,2917318041.68,15963774972.95,1734991409.48,2015-02-11,2019-02-21,NONE,NONE,0,1,0,1,0,6.79
2015-01-12,OFF005,561210,D399,DUNS000001108,OT,SMALL_BUSINESS,435591881.88,690611052.61,36035256.02,2015-02-12,2022-01-22,NONE,8A,1,1,1,0,0,80.03
2015-01-13,OFF002,611430,R408,DUNS000001109,IDIQ,SOLE_SOURCE,1551225261.32,5665941899.85,1100169702.32,2015-02-13,2024-08-12,NONE,WOSB,1,0,1,0,0,24.39
2015-01-14,OFF002,541512,D302,DUNS000001110,GWAC,FULL_OPEN,1887936503.97,2657161348.75,768423226.4,2015-02-14,2015-12-05,NONE,NONE,0,0,1,1,0,22.17
2015-01-15,OFF002,325412,S206,DUNS000001111,BPA,WOSB,4788060131.26,18387999308.06,2838787442.6,2015-02-15,2016-03-15,NONE,8A,0,0,1,1,0,75.44
2015-01-16,OFF002,611430,K016,DUNS000001112,OT,8A,2872960822.23,15389263407.88,1751112972.33,2015-02-16,2022-06-12,WOSB,HUBZONE,0,0,1,0,0,40.15
2015-01-17,OFF001,541330,A301,DUNS000001113,IDIQ,FULL_OPEN,4520277281.44,25820875485.13,2603124683.11,2015-02-17,2016-07-21,NONE,NONE,1,1,1,1,0,14.19
2015-01-18,OFF001,561210,A301,DUNS000001114,GSA_SCHEDULE,FULL_OPEN,1056417628.01,2661388389.47,145984526.04,2015-02-18,2021-03-23,NONE,NONE,1,1,0,0,0,25.66
2015-01-19,OFF004,611430,D302,DUNS000001115,GSA_SCHEDULE,OTHER,2561452253.43,13056661743.73,1348635647.53,2015-02-19,2018-05-24,NONE,SDB,1,1,1,0,0,49.95
2015-01-20,OFF003,237310,S206,DUNS000001116,IDIQ,HUBZONE,3646751112.48,13358940548.89,1125209609.75,2015-02-20,2017-03-10,NONE,NONE,0,1,1,0,0,65.15
2015-01-21,OFF006,237310,F999,DUNS000001117,OTHER,OTHER,3092529108.85,8354688502.73,2939944086.27,2015-02-21,2019-11-01,NONE,8A,1,1,0,0,0,17.08
2015-01-22,OFF001,325412,S206,DUNS000001118,GWAC,8A,1221063501.82,3162819798.44,508976469.01,2015-02-22,2020-06-26,HUBZONE,SDVOSB,0,1,0,1,0,46.96
2015-01-23,OFF002,541512,S206,DUNS000001119,BPA,SOLE_SOURCE,2792753376.95,8051289852.06,1073025655.89,2015-02-23,2018-09-29,NONE,DBE,1,1,0,0,0,54.27
2015-01-24,OFF005,541512,D302,DUNS000001120,OTHER,OTHER,4239980628.6,21482240111.9,1388618984.0,2015-02-24,2025-01-01,SB,SDVOSB,1,0,1,1,0,32.41
2015-01-25,OFF003,236220,C211,DUNS000001121,OTHER,SMALL_BUSINESS,2505156003.86,13457424364.98,1045504695.31,2015-02-25,2024-05-17,SB,SDB,1,1,0,0,0,79.47
2015-01-26,OFF002,236220,J015,DUNS000001122,OT,8A,1521737279.77,2316642979.28,884032832.36,2015-02-26,2018-02-16,NONE,SDB,0,1,0,0,0,57.48
2015-01-27,OFF005,236220,F999,DUNS000001123,IDIQ,FULL_OPEN,4437446603.26,11522745855.53,1321755518.87,2015-02-27,2022-08-28,SB,SDB,0,1,1,0,0,77.2
2015-01-28,OFF001,541512,D399,DUNS000001124,OT,FULL_OPEN,5337935208.2,15810674084.63,3380346024.25,2015-02-28,2017-01-19,SB,SDB,1,0,1,0,0,88.79
2015-01-29,OFF006,325412,D399,DUNS000001125,BPA,HUBZONE,3185354610.06,10221466485.59,2941777008.94,2015-03-01,2017-01-25,SB,SDB,0,1,1,1,0,66.07
2015-01-30,OFF005,561210,A301,DUNS000001126,IDIQ,SOLE_SOURCE,5426978280.86,27330728008.17,2167803737.33,2015-03-02,2020-09-29,NONE,DBE,0,0,1,1,0,76.18
2015-01-31,OFF001,541519,J015,DUNS000001127,IDIQ,FULL_OPEN,2155597342.47,8259987150.9,1723086745.79,2015-03-03,2016-10-13,SB,NONE,1,1,1,1,0,50.45
2015-02-01,OFF004,236220,J015,DUNS000001128,IDIQ,SMALL_BUSINESS,2800130583.07,6909511826.22,156407363.64,2015-03-04,2024-11-04,NONE,NONE,0,1,0,0,0,78.27
2015-02-02,OFF005,541519,J015,DUNS000001129,GSA_SCHEDULE,FULL_OPEN,5345383517.09,9967761958.54,3664956915.53,2015-03-05,2016-12-14,NONE,NONE,1,1,1,1,0,35.67
2015-02-03,OFF004,541511,F999,DUNS000001130,IDIQ,FULL_OPEN,3533763455.55,6422973116.79,2597405995.25,2015-03-06,2015-11-14,HUBZONE,8A,0,0,0,0,0,50.88
2015-02-04,OFF005,541511,D399,DUNS000001131,IDIQ,HUBZONE,671422290.05,2136716239.43,496197501.8,2015-03-07,2023-05-10,SDVOSB,SDB,0,0,1,1,0,16.28
2015-02-05,OFF006,236220,F999,DUNS000001132,IDIQ,SDVOSB,5625518581.59,28230404111.88,4607641430.57,2015-03-08,2024-10-06,WOSB,NONE,0,1,1,0,0,95.15
2015-02-06,OFF004,541519,A301,DUNS000001133,IDIQ,WOSB,5967059637.91,25978903521.55,1714224415.83,2015-03-09,2021-12-13,NONE,NONE,0,0,1,0,0,82.53
2015-02-07,OFF005,334111,J015,DUNS000001134,GWAC,WOSB,2299746972.12,10387974377.78,247171761.95,2015-03-10,2017-08-02,SB,WOSB,1,0,1,0,1,61.89
2015-02-08,OFF001,236220,A301,DUNS000001135,OTHER,SMALL_BUSINESS,3848011963.53,22472684739.29,895545513.1,2015-03-11,2016-09-23,HUBZONE,HUBZONE,0,1,1,0,0,44.37
2015-02-09,OFF003,611430,D399,DUNS000001136,GWAC,SOLE_SOURCE,1046926012.55,3501076893.27,962925142.88,2015-03-12,2023-06-28,SB,8A,1,1,1,0,0,0.57
2015-02-10,OFF004,541330,J015,DUNS000001137,BPA,SMALL_BUSINESS,2063278559.18,6634738843.24,236764576.65,2015-03-13,2016-04-13,SB,SDB,0,1,1,0,0,6.74
2015-02-11,OFF004,541519,J015,DUNS000001138,IDIQ,SOLE_SOURCE,1340700244.08,5114176721.01,251762405.59,2015-03-14,2023-04-03,NONE,NONE,1,1,1,0,0,3.25
2015-02-12,OFF002,541519,S206,DUNS000001139,GSA_SCHEDULE,WOSB,2111041850.75,12421413286.87,1976925688.37,2015-03-15,2025-02-25,NONE,8A,0,1,1,0,0,15.86
2015-02-13,OFF002,561210,R408,DUNS000001140,IDIQ,WOSB,4360603922.14,11006007857.27,929826467.27,2015-03-16,2023-08-09,SDVOSB,8A,1,0,0,0,0,36.35
2015-02-14,OFF004,541330,D399,DUNS000001141,GWAC,FULL_OPEN,4357028748.36,24560167421.46,3181124646.7,2015-03-17,2018-06-14,NONE,SDVOSB,0,1,1,0,0,38.11
2015-02-15,OFF005,325412,D399,DUNS000001142,IDIQ,8A,1703309054.56,6582926658.83,1648985045.61,2015-03-18,2023-08-24,NONE,HUBZONE,0,1,0,0,0,45.9
2015-02-16,OFF005,561210,C211,DUNS000001143,GWAC,FULL_OPEN,4416632944.99,23954871517.74,1688593670.22,2015-03-19,2024-08-13,NONE,NONE,0,1,1,0,0,29.46
2015-02-17,OFF004,541330,B510,DUNS000001144,GWAC,SMALL_BUSINESS,2081222146.69,7436616695.15,665519928.38,2015-03-20,2019-07-23,NONE,SDB,1,1,0,0,0,10.37
2015-02-18,OFF006,541512,J015,DUNS000001145,SEALED_BID,SOLE_SOURCE,3296868563.72,8530423483.3,1651686402.04,2015-03-21,2020-06-21,SDVOSB,NONE,0,1,1,1,0,73.08
2015-02-19,OFF006,541330,S206,DUNS000001146,GSA_SCHEDULE,SDVOSB,1932543319.72,11540066796.87,497204862.71,2015-03-22,2023-10-17,WOSB,SDB,0,0,0,0,0,41.55
2015-02-20,OFF004,541330,A301,DUNS000001147,GSA_SCHEDULE,8A,1946774554.49,5190384836.19,360996047.39,2015-03-23,2018-01-11,SDVOSB,NONE,0,0,1,1,0,8.72
2015-02-21,OFF002,541511,A301,DUNS000001148,IDIQ,SMALL_BUSINESS,2840549707.02,4642723213.19,996255720.97,2015-03-24,2019-03-10,SB,HUBZONE,0,0,1,1,0,88.14
2015-02-22,OFF003,541330,D302,DUNS000001149,OT,FULL_OPEN,4866111569.01,15561994118.43,2336321383.14,2015-03-25,2017-10-12,NONE,HUBZONE,0,0,1,1,0,59.43
2015-02-23,OFF004,561210,F999,DUNS000001150,IDIQ,HUBZONE,4814693008.86,20717305421.88,2791976466.03,2015-03-26,2019-09-01,NONE,NONE,0,1,0,0,0,13.34
2015-02-24,OFF005,561210,F999,DUNS000001151,BPA,FULL_OPEN,5693862862.93,33645100884.57,3094239597.5,2015-03-27,2015-09-30,SB,NONE,0,0,1,0,0,91.08
2015-02-25,OFF003,541511,R408,DUNS000001152,BPA,SMALL_BUSINESS,2656209106.74,6559092997.34,2420071379.92,2015-03-28,2021-05-07,SB,HUBZONE,0,0,1,1,0,93.91
2015-02-26,OFF004,325412,B510,DUNS000001153,GSA_SCHEDULE,FULL_OPEN,198643700.46,285080619.66,66933899.88,2015-03-29,2024-05-22,SDVOSB,NONE,0,1,1,0,0,66.83
2015-02-27,OFF001,611430,K016,DUNS000001154,IDIQ,SMALL_BUSINESS,4552388433.39,19389538303.72,3581996081.14,2015-03-30,2022-09-19,SDVOSB,HUBZONE,0,1,1,0,0,10.97
2015-02-28,OFF003,325412,A301,DUNS000001155,GWAC,FULL_OPEN,4204022123.82,12009352571.2,3026017087.84,2015-03-31,2024-06-21,NONE,SDVOSB,1,0,1,1,0,25.17
2015-03-01,OFF003,541512,B510,DUNS000001156,GSA_SCHEDULE,OTHER,1485087429.18,3093388790.32,706384898.92,2015-04-01,2019-03-09,NONE,NONE,1,1,1,1,0,55.69
2015-03-02,OFF005,541511,K016,DUNS000001157,IDIQ,FULL_OPEN,591955969.25,1999786442.93,527038914.04,2015-04-02,2025-02-16,NONE,DBE,0,0,0,0,0,90.1
2015-03-03,OFF006,334111,R408,DUNS000001158,GSA_SCHEDULE,FULL_OPEN,2989907005.95,15576234651.71,2224483767.54,2015-04-03,2023-10-25,NONE,NONE,1,1,1,0,0,19.38
2015-03-04,OFF002,334111,R408,DUNS000001159,GWAC,FULL_OPEN,5772882881.5,12503173774.75,2891044662.28,2015-04-04,2020-05-04,WOSB,NONE,1,0,0,0,0,87.47
2015-03-05,OFF002,325412,J015,DUNS000001160,GSA_SCHEDULE,SDVOSB,3614579044.72,20372971171.07,1148736369.17,2015-04-05,2018-07-02,8A,NONE,1,0,1,1,0,95.26
2015-03-06,OFF002,561210,A301,DUNS000001161,IDIQ,SMALL_BUSINESS,55563824.65,302948343.45,8888811.39,2015-04-06,2019-03-25,HUBZONE,8A,0,0,1,0,0,91.45
2015-03-07,OFF001,334111,S206,DUNS000001162,OT,FULL_OPEN,5311446829.76,7033236612.47,1559374229.15,2015-04-07,2025-03-01,NONE,HUBZONE,0,1,1,0,0,84.65
2015-03-08,OFF002,541330,D302,DUNS000001163,OT,SMALL_BUSINESS,4113529239.93,15856354040.46,4031160882.17,2015-04-08,2019-09-11,SDVOSB,SDB,0,0,1,1,0,88.45
2015-03-09,OFF005,541511,R408,DUNS000001164,SEALED_BID,FULL_OPEN,655645145.81,1765411422.59,606320236.58,2015-04-09,2023-04-22,NONE,HUBZONE,1,1,0,1,0,27.38
2015-03-10,OFF006,541519,R408,DUNS000001165,IDIQ,SOLE_SOURCE,3175308097.8,10478099385.48,2821199331.35,2015-04-10,2024-12-17,NONE,WOSB,1,0,1,0,0,83.13
2015-03-11,OFF001,541512,J015,DUNS000001166,OTHER,HUBZONE,185498093.7,271024197.46,35375198.79,2015-04-11,2017-07-14,HUBZONE,HUBZONE,0,1,0,0,0,86.08
2015-03-12,OFF004,334111,B510,DUNS000001167,GSA_SCHEDULE,FULL_OPEN,2055153253.96,4035502413.18,299380684.68,2015-04-12,2021-06-08,NONE,WOSB,0,0,1,0,0,12.45
2015-03-13,OFF003,541519,J015,DUNS000001168,IDIQ,SOLE_SOURCE,2780679454.98,13869854906.24,1967419151.76,2015-04-13,2016-07-04,SDVOSB,SDVOSB,1,1,1,1,0,90.96
2015-03-14,OFF001,236220,B510,DUNS000001169,SEALED_BID,FULL_OPEN,4754814434.57,15632334109.32,3125389013.34,2015-04-14,2024-09-01,SB,NONE,1,1,1,1,0,0.94
2015-03-15,OFF003,541511,C211,DUNS000001170,IDIQ,WOSB,4470673002.2,20899670000.23,2355419491.39,2015-04-15,2023-06-13,WOSB,NONE,1,1,1,0,0,90.43
2015-03-16,OFF002,334111,S206,DUNS000001171,BPA,FULL_OPEN,2330417975.48,3737883837.21,663516069.12,2015-04-16,2019-07-11,NONE,SDB,0,0,1,0,0,86.29
2015-03-17,OFF002,325412,J015,DUNS000001172,SEALED_BID,FULL_OPEN,1891524635.58,8411591273.71,458971801.59,2015-04-17,2023-10-22,WOSB,NONE,0,1,1,0,0,78.85
2015-03-18,OFF003,334111,F999,DUNS000001173,IDIQ,8A,4429360422.25,14955275535.65,1907498798.45,2015-04-18,2016-02-19,HUBZONE,NONE,1,1,1,0,0,59.41
2015-03-19,OFF006,541511,J015,DUNS000001174,BPA,OTHER,5808522433.19,9263559583.21,3485558449.99,2015-04-19,2020-12-22,NONE,HUBZONE,1,1,1,1,0,78.38
2015-03-20,OFF002,541511,K016,DUNS000001175,BPA,8A,4029449605.61,5809353409.94,2814286645.61,2015-04-20,2025-01-21,NONE,SDB,0,0,0,0,0,47.02
2015-03-21,OFF005,541511,D399,DUNS000001176,BPA,SDVOSB,4363532694.44,17793647816.62,3310915386.01,2015-04-21,2022-11-13,SDVOSB,DBE,0,0,1,0,0,12.13
2015-03-22,OFF006,334111,F999,DUNS000001177,BPA,FULL_OPEN,1139657453.88,4381598718.31,875323865.23,2015-04-22,2023-09-20,NONE,SDB,0,1,0,1,0,47.66
2015-03-23,OFF003,334111,J015,DUNS000001178,SEALED_BID,SOLE_SOURCE,170693208.69,786839854.99,27145863.09,2015-04-23,2017-09-12,SB,SDB,0,0,1,0,0,63.26
2015-03-24,OFF001,541519,F999,DUNS000001179,GWAC,FULL_OPEN,2133947486.97,7696893298.05,431025879.95,2015-04-24,2024-08-10,NONE,NONE,0,0,0,0,0,44.7
2015-03-25,OFF006,237310,B510,DUNS000001180,OT,OTHER,225328232.72,810400390.51,187066712.76,2015-04-25,2021-01-06,NONE,HUBZONE,0,1,1,1,0,66.51
2015-03-26,OFF001,541512,S206,DUNS000001181,OTHER,SOLE_SOURCE,3258936100.56,13528998170.01,2338608701.63,2015-04-26,2020-09-29,NONE,NONE,0,1,1,0,0,38.1
2015-03-27,OFF006,541330,F999,DUNS000001182,SEALED_BID,8A,5542732522.65,21691759055.56,2422937333.42,2015-04-27,2020-07-16,SB,NONE,1,1,0,0,0,75.92
2015-03-28,OFF003,541330,D302,DUNS000001183,GSA_SCHEDULE,WOSB,4197536422.26,12370780314.18,4101473307.94,2015-04-28,2017-07-24,NONE,NONE,0,0,0,0,0,70.45
2015-03-29,OFF006,541512,J015,DUNS000001184,BPA,FULL_OPEN,2230966393.32,6854166716.1,1901842743.25,2015-04-29,2020-08-25,NONE,WOSB,1,0,0,0,0,99.0
2015-03-30,OFF004,611430,B510,DUNS000001185,IDIQ,SMALL_BUSINESS,3762830591.8,12042835066.76,2782006777.27,2015-04-30,2024-06-03,SB,NONE,0,0,1,1,0,51.05
2015-03-31,OFF002,541512,A301,DUNS000001186,SEALED_BID,SOLE_SOURCE,4499298038.15,4681812851.02,3867149780.94,2015-05-01,2020-11-08,NONE,8A,0,1,0,1,0,31.78
2015-04-01,OFF003,611430,D302,DUNS000001187,OTHER,SMALL_BUSINESS,1489458601.36,4066591501.03,913242574.78,2015-05-02,2020-05-12,HUBZONE,SDVOSB,0,1,0,0,0,53.42
2015-04-02,OFF002,237310,C211,DUNS000001188,IDIQ,FULL_OPEN,1377842104.25,2890086129.84,313536225.69,2015-05-03,2022-11-08,SB,WOSB,1,0,1,0,0,77.24
2015-04-03,OFF001,334111,K016,DUNS000001189,SEALED_BID,SMALL_BUSINESS,5170138116.04,13972873709.22,2947082196.67,2015-05-04,2015-12-12,WOSB,NONE,0,1,1,1,0,21.62
2015-04-04,OFF001,541519,D302,DUNS000001190,IDIQ,FULL_OPEN,606362441.87,2280531069.95,296199035.38,2015-05-05,2019-01-16,SB,SDVOSB,0,1,1,1,0,36.38
2015-04-05,OFF004,541519,C211,DUNS000001191,IDIQ,FULL_OPEN,2025716923.95,11641462738.94,1618636807.34,2015-05-06,2021-01-17,NONE,DBE,1,0,0,0,0,21.26
2015-04-06,OFF006,561210,A301,DUNS000001192,IDIQ,SMALL_BUSINESS,4975970661.11,20961608822.63,3285276428.63,2015-05-07,2021-01-31,SB,8A,0,1,1,0,0,56.91
2015-04-07,OFF005,561210,B510,DUNS000001193,GSA_SCHEDULE,8A,3575238530.88,10973947958.58,1807642686.51,2015-05-08,2024-07-23,NONE,SDB,0,1,1,0,0,59.15
2015-04-08,OFF001,334111,D302,DUNS000001194,BPA,8A,4521893320.61,13834860232.51,2177068244.56,2015-05-09,2018-04-16,HUBZONE,WOSB,0,0,1,1,0,54.85
2015-04-09,OFF002,541330,D399,DUNS000001195,GSA_SCHEDULE,8A,4119167858.31,15168145037.13,1411916274.16,2015-05-10,2016-07-19,SDVOSB,NONE,1,1,0,0,0,33.75
2015-04-10,OFF004,611430,J015,DUNS000001196,IDIQ,SMALL_BUSINESS,753465158.73,4409993596.17,318965158.69,2015-05-11,2019-04-18,WOSB,NONE,1,0,0,0,1,58.95
2015-04-11,OFF004,334111,K016,DUNS000001197,IDIQ,FULL_OPEN,3853117855.26,6198589002.37,3184605230.69,2015-05-12,2021-06-17,8A,SDB,1,1,1,1,0,19.93
2015-04-12,OFF006,541330,K016,DUNS000001198,IDIQ,8A,5573234004.62,30587824145.16,610812653.88,2015-05-13,2016-02-06,NONE,NONE,0,0,1,0,0,83.96
2015-04-13,OFF001,334111,C211,DUNS000001199,SEALED_BID,FULL_OPEN,217808489.76,827787122.49,207141649.84,2015-05-14,2019-01-28,NONE,NONE,1,1,1,0,0,20.39
2015-04-14,OFF005,325412,D302,DUNS000001200,SEALED_BID,FULL_OPEN,2782944658.38,3390008819.29,1093582881.29,2015-05-15,2024-09-28,NONE,HUBZONE,0,0,1,0,0,70.14
2015-04-15,OFF002,325412,F999,DUNS000001201,OTHER,FULL_OPEN,1091723249.65,4734304261.21,188422366.88,2015-05-16,2021-05-05,SDVOSB,8A,1,1,0,0,0,95.23
2015-04-16,OFF006,334111,D302,DUNS000001202,SEALED_BID,FULL_OPEN,5601484211.53,29718265135.8,5518033189.47,2015-05-17,2024-09-03,SB,NONE,1,1,0,1,0,60.06
2015-04-17,OFF002,561210,A301,DUNS000001203,GSA_SCHEDULE,SMALL_BUSINESS,2317160471.76,8676726019.01,1598954827.06,2015-05-18,2020-04-02,NONE,NONE,0,1,1,0,0,29.52
2015-04-18,OFF006,541519,J015,DUNS000001204,OT,SMALL_BUSINESS,1398571513.62,2253590540.99,434270266.55,2015-05-19,2021-08-31,8A,NONE,1,1,1,1,0,7.96
2015-04-19,OFF002,237310,R408,DUNS000001205,IDIQ,SDVOSB,5670360519.05,24636932356.71,3058522930.55,2015-05-20,2015-09-09,NONE,NONE,1,1,1,0,0,15.25
2015-04-20,OFF005,611430,D399,DUNS000001206,OT,FULL_OPEN,2911838981.91,15591180736.07,848216675.68,2015-05-21,2021-12-09,HUBZONE,8A,0,0,1,0,0,99.95
2015-04-21,OFF003,236220,S206,DUNS000001207,GSA_SCHEDULE,OTHER,5939773910.66,13782221264.65,499779451.09,2015-05-22,2020-09-23,SB,WOSB,0,1,0,1,0,90.74
2015-04-22,OFF006,334111,D302,DUNS000001208,OT,FULL_OPEN,820078476.31,4406159387.29,266940586.15,2015-05-23,2021-07-08,HUBZONE,WOSB,1,0,0,0,0,27.16
2015-04-23,OFF002,541519,K016,DUNS000001209,GSA_SCHEDULE,FULL_OPEN,790937158.32,3788703783.38,291686996.88,2015-05-24,2017-03-10,HUBZONE,SDB,1,1,1,1,0,7.03
2015-04-24,OFF004,325412,D302,DUNS000001210,GWAC,HUBZONE,571312058.97,2498590038.02,349839541.73,2015-05-25,2023-01-13,SDVOSB,DBE,1,0,1,0,0,94.05
2015-04-25,OFF005,236220,D399,DUNS000001211,IDIQ,SMALL_BUSINESS,1439955598.85,6612316208.97,201780498.27,2015-05-26,2022-12-06,HUBZONE,WOSB,1,0,1,1,0,27.09
2015-04-26,OFF001,611430,S206,DUNS000001212,IDIQ,8A,3523249844.44,12664939044.32,2682958953.56,2015-05-27,2024-05-09,SB,SDVOSB,0,1,1,0,0,60.93
2015-04-27,OFF003,541519,C211,DUNS000001213,IDIQ,FULL_OPEN,3575057576.7,11214890958.02,2000824398.66,2015-05-28,2017-06-16,8A,SDB,1,0,1,1,0,42.01
2015-04-28,OFF002,334111,R408,DUNS000001214,GSA_SCHEDULE,HUBZONE,4601627173.63,8109565522.6,743000016.48,2015-05-29,2022-01-31,WOSB,NONE,1,1,1,0,1,98.41
2015-04-29,OFF006,237310,D399,DUNS000001215,BPA,FULL_OPEN,1545012367.54,2006291769.55,81108089.78,2015-05-30,2017-12-08,SB,SDB,0,1,1,1,0,12.82
2015-04-30,OFF001,325412,A301,DUNS000001216,GWAC,8A,3028232031.15,15882260643.38,2478380579.22,2015-05-31,2025-03-13,NONE,SDB,0,1,0,0,0,16.37
