tax_incent_incentive_fiscal_year,tax_incent_incentive_program_id,tax_incent_incentive_type_code,tax_incent_eligible_industry_nic,tax_incent_eligible_activity_code,tax_incent_applications_received,tax_incent_applications_approved,tax_incent_credits_authorized_inr,tax_incent_credits_claimed_inr,tax_incent_beneficiaries_count,tax_incent_jobs_promised_count,tax_incent_jobs_created_verified,tax_incent_capital_investment_promised,tax_incent_capital_investment_verified,tax_incent_clawback_trigger_flag,tax_incent_recapture_amount_inr,tax_incent_performance_reporting_compliance,tax_incent_cost_per_job_estimate,tax_incent_equity_targeting_flag,tax_incent_sunset_date_program
2021,INC-0096,GST_REFUND,74,MANUF_UPGRADE,432,403,255130214,165376198,604,1484,1083,11397597213,9921273295,0,0,95.09,235577.3,0,2029-12-09
2019,INC-6934,GST_REFUND,93,GREEN_TECH,2740,2602,112947168,96127423,4550,5501,1730,15922129659,4584328134,1,12596037,88.96,65287.38,0,2029-10-03
2022,INC-4652,TAX_HOLIDAY,74,MSME_FORMALIZE,1299,907,362279690,142952126,736,4078,3813,9315938317,8392224825,0,0,79.36,95011.72,1,2027-03-16
2021,INC-7451,TAX_HOLIDAY,57,SKILL_DEV,1338,939,369757433,280260229,2674,2484,1498,16427844411,9494143693,0,0,76.82,246834.07,0,2032-09-21
2024,INC-0783,EXPORT_REBATE,59,MANUF_UPGRADE,3678,3107,79825302,60031576,338,5663,2504,10246488124,3109335043,0,0,76.58,31879.11,0,2026-03-08
2022,INC-4840,EXPORT_REBATE,92,MANUF_UPGRADE,2023,557,467613216,300447496,3465,4587,704,8335937630,3282384542,0,0,94.9,664223.32,0,2026-09-26
2022,INC-5938,GST_REFUND,30,MSME_FORMALIZE,1628,1522,346215437,239159370,2292,2219,2206,3033419720,1345628568,0,0,64.61,156942.63,1,2027-12-10
2020,INC-5058,INTEREST_SUBVENTION,17,SKILL_DEV,4600,3212,71838278,69001051,4570,672,538,14185389011,6303213812,0,0,74.85,133528.4,0,2032-05-13
2022,INC-3986,CAPEX_SUBSIDY,69,MANUF_UPGRADE,3205,2152,284081334,262622008,1669,6920,4700,13485987872,12375544473,0,0,86.49,60442.84,0,2030-06-13
2025,INC-7928,GST_REFUND,47,MANUF_UPGRADE,2312,1787,359175170,205390073,402,7240,2024,17217375854,16451335516,0,0,84.99,177458.09,0,2033-10-04
2025,INC-8240,EXPORT_REBATE,22,MSME_FORMALIZE,788,243,87861311,53424982,919,3875,2557,1175649067,936991577,0,0,61.31,34361.09,0,2033-02-23
2020,INC-5280,TAX_HOLIDAY,54,SKILL_DEV,3846,1103,30405655,11379707,4692,5290,695,4279068108,3709501224,0,0,88.55,43749.14,0,2031-11-11
2018,INC-0049,INTEREST_SUBVENTION,60,R_AND_D,3616,2806,419220649,230522298,4774,1664,603,905251624,393266424,0,0,68.64,695224.96,0,2030-01-05
2021,INC-4854,GST_REFUND,20,GREEN_TECH,3184,947,148361689,75187325,4126,2645,2549,8492616465,3546694691,0,0,86.89,58203.88,0,2033-04-16
2025,INC-7380,EXPORT_REBATE,92,EXPORT_PROMOTE,4461,3298,124567394,120882718,430,2190,2071,9781133305,3415565208,0,0,83.19,60148.43,1,2031-11-11
2022,INC-7917,CAPEX_SUBSIDY,32,MSME_FORMALIZE,2733,2295,241251373,211174525,1756,3097,1518,6025820164,3562455243,0,0,90.67,158927.12,1,2031-05-26
2018,INC-1510,EXPORT_REBATE,37,EXPORT_PROMOTE,2475,983,232233591,127288030,715,1294,1094,3509444241,2451938091,0,0,66.54,212279.33,0,2028-07-21
2021,INC-2997,EXPORT_REBATE,38,R_AND_D,2699,1747,266693696,147478242,4981,1819,551,2967897436,1466991135,0,0,88.69,484017.6,1,2032-01-12
2021,INC-5535,INTEREST_SUBVENTION,23,R_AND_D,3255,1812,90923112,69806196,465,5229,3524,16662233389,8134777167,0,0,61.38,25801.11,1,2032-03-31
2021,INC-7841,INTEREST_SUBVENTION,64,GREEN_TECH,3302,2596,153874265,101119499,4567,1702,420,12518294727,8108136074,0,0,75.14,366367.3,0,2030-07-05
2024,INC-2817,INTEREST_SUBVENTION,71,MSME_FORMALIZE,1608,1080,442545069,423960125,2119,7700,1813,3325480547,2859336714,0,0,76.71,244095.46,0,2032-10-12
2019,INC-8723,TAX_HOLIDAY,37,R_AND_D,4571,3572,327815620,118083756,3921,4965,4336,12055354667,3209284533,0,0,73.38,75603.23,1,2033-06-23
2025,INC-1495,INTEREST_SUBVENTION,96,MSME_FORMALIZE,2771,2097,19524357,15842842,4635,7669,5492,2081399487,1358892543,0,0,98.41,3555.05,0,2028-04-05
2023,INC-4132,CAPEX_SUBSIDY,74,EXPORT_PROMOTE,900,608,324834494,238181137,4822,7566,4893,8075384875,5828466678,0,0,94.16,66387.59,0,2028-09-06
2022,INC-6371,TAX_HOLIDAY,49,EXPORT_PROMOTE,1741,815,86849936,62856345,1384,2751,2631,4460077983,3320108356,0,0,64.08,33010.24,0,2028-07-03
2023,INC-1647,EXPORT_REBATE,13,MSME_FORMALIZE,1076,659,51687001,45606916,156,7404,3611,19065043780,8877245609,0,0,73.38,14313.76,0,2032-06-25
2020,INC-9514,GST_REFUND,97,GREEN_TECH,2596,2193,468200216,406198267,3379,5335,920,10559287429,6956949573,0,0,81.74,508913.28,0,2028-04-16
2022,INC-5333,INTEREST_SUBVENTION,12,EXPORT_PROMOTE,1165,970,54646319,26379901,4282,4899,607,4153868066,3055900657,0,0,99.2,90026.88,0,2031-10-14
2020,INC-5077,EXPORT_REBATE,78,GREEN_TECH,2602,1591,383449235,332218849,3604,7128,2304,3766329046,1109222344,0,0,78.77,166427.62,0,2026-02-11
2018,INC-1914,INTEREST_SUBVENTION,92,GREEN_TECH,2872,796,22835792,14491478,757,5374,1638,11612733869,3753283512,0,0,92.76,13941.26,0,2029-05-23
2021,INC-0041,INTEREST_SUBVENTION,30,EXPORT_PROMOTE,3116,785,237744701,117065720,4763,3933,1174,8890446133,2409000213,0,0,81.69,202508.26,0,2032-10-13
2025,INC-4234,INTEREST_SUBVENTION,32,MSME_FORMALIZE,4297,1704,13286676,12803364,604,2676,1714,12003810145,4796168922,0,0,87.6,7751.85,0,2031-11-18
2025,INC-2432,INTEREST_SUBVENTION,77,GREEN_TECH,2419,2254,339863485,231068146,849,1227,881,88702962,27047960,0,0,88.11,385770.13,0,2032-11-22
2025,INC-5890,TAX_HOLIDAY,59,MSME_FORMALIZE,3300,698,125798930,91005119,341,5832,4790,1502774639,827071388,0,0,67.54,26262.82,1,2030-04-03
2024,INC-1639,INTEREST_SUBVENTION,54,EXPORT_PROMOTE,393,335,297781306,282085759,2085,7514,1400,2573629588,1502179094,0,0,84.08,212700.93,0,2027-04-05
2018,INC-8957,TAX_HOLIDAY,36,MANUF_UPGRADE,1998,1856,330925338,261101766,2427,3407,3042,18211245963,14366862585,0,0,92.25,108785.45,0,2026-06-27
2020,INC-6787,CAPEX_SUBSIDY,13,MSME_FORMALIZE,4178,1396,18054811,9743742,4274,2996,1774,18456004321,16303900664,0,0,76.97,10177.46,1,2030-01-11
2019,INC-3145,GST_REFUND,42,R_AND_D,169,77,223182999,106097559,4279,1273,949,15228642019,9119763425,0,0,94.93,235177.03,0,2029-04-16
2020,INC-1206,INTEREST_SUBVENTION,40,R_AND_D,2564,2305,248052513,229435043,757,2162,1499,2765583182,1287924340,0,0,70.45,165478.66,0,2031-01-12
2022,INC-8156,GST_REFUND,97,SKILL_DEV,2656,814,160437005,94291754,3914,6903,3981,1255655406,1138072053,0,0,70.87,40300.68,0,2032-07-06
2023,INC-3251,EXPORT_REBATE,87,EXPORT_PROMOTE,4834,3895,176099994,120913425,4051,1258,324,14351271659,13777061174,0,0,83.0,543518.5,1,2032-05-12
2022,INC-9181,EXPORT_REBATE,15,GREEN_TECH,2576,1737,290716145,196358247,4022,3617,3377,14419989135,9472842228,0,0,93.49,86087.1,0,2029-02-14
2024,INC-3958,CAPEX_SUBSIDY,22,MANUF_UPGRADE,1858,1572,191201815,123306214,1920,7545,2521,5019820323,2788654736,0,0,87.3,75843.64,0,2029-10-28
2018,INC-8202,TAX_HOLIDAY,52,SKILL_DEV,2161,1013,31810443,24499341,722,4028,3087,6323219566,5298570123,0,0,97.28,10304.65,0,2030-09-02
2020,INC-7234,TAX_HOLIDAY,75,EXPORT_PROMOTE,962,273,299416316,165942326,1865,5708,3029,18800072647,12687181828,0,0,66.98,98849.89,1,2033-03-07
2021,INC-1155,EXPORT_REBATE,88,R_AND_D,3269,2151,390455671,168938923,1218,7723,4505,503797562,239365130,0,0,98.94,86671.63,0,2026-10-01
2019,INC-1647,INTEREST_SUBVENTION,84,MSME_FORMALIZE,2984,2226,94704504,39645081,1987,2006,275,9676113906,4314703510,0,0,85.52,344380.01,0,2029-08-19
2020,INC-5607,TAX_HOLIDAY,39,EXPORT_PROMOTE,575,175,197592350,155638873,4034,2181,1437,16184490305,12806778282,0,0,82.23,137503.38,0,2032-05-28
2024,INC-6857,CAPEX_SUBSIDY,46,R_AND_D,3289,1245,202837953,190616063,2163,6071,755,410078911,280793051,0,0,70.2,268659.54,0,2027-01-14
2024,INC-2532,EXPORT_REBATE,98,MSME_FORMALIZE,3550,1889,69097237,30434227,1283,7418,5714,7250704801,7116501799,0,0,75.58,12092.62,1,2028-11-20
2020,INC-9500,INTEREST_SUBVENTION,34,EXPORT_PROMOTE,4456,2770,427436219,181851041,192,6363,4365,12628136838,11058344035,0,0,69.97,97923.53,0,2033-10-24
2020,INC-1540,EXPORT_REBATE,68,GREEN_TECH,1417,702,51417582,26816434,1752,3483,1370,19775689669,7180107893,0,0,94.52,37531.08,0,2030-08-30
2019,INC-4677,EXPORT_REBATE,97,MSME_FORMALIZE,435,280,174534460,102630345,147,7870,6152,5666878297,5545748068,0,0,97.67,28370.36,0,2028-12-25
2020,INC-9679,CAPEX_SUBSIDY,35,MSME_FORMALIZE,3032,1893,326861517,283151466,401,6527,5705,6778206212,6516562762,0,0,93.07,57293.87,0,2027-06-12
2018,INC-4553,GST_REFUND,18,EXPORT_PROMOTE,81,20,167701690,135305778,4055,1787,303,8516522901,7287541143,1,46644432,83.05,553470.92,1,2026-04-02
2024,INC-4580,GST_REFUND,87,R_AND_D,4120,1765,30485830,18723660,355,2889,2390,12521845131,5954902522,0,0,70.58,12755.58,0,2028-09-06
2025,INC-4043,TAX_HOLIDAY,48,GREEN_TECH,3470,1704,85603553,57624439,2428,3148,2912,19737542952,9868020757,0,0,68.25,29396.82,0,2033-11-25
2020,INC-2234,GST_REFUND,45,GREEN_TECH,929,567,126264684,120170953,2853,1399,1047,16478911281,4627520357,0,0,63.27,120596.64,1,2026-04-13
2024,INC-7667,CAPEX_SUBSIDY,34,EXPORT_PROMOTE,2438,2014,187181718,136663683,4276,352,162,14408666943,5227717703,0,0,74.78,1155442.7,0,2031-05-27
2019,INC-2348,TAX_HOLIDAY,28,GREEN_TECH,2047,1623,130306513,75729888,1062,4752,1341,13303110418,7903234265,1,8845536,91.66,97171.15,0,2026-11-10
2024,INC-2166,TAX_HOLIDAY,12,SKILL_DEV,1049,843,297880154,201186596,1770,2459,1556,4952271479,1805230072,0,0,94.33,191439.69,0,2032-07-22
2021,INC-7413,TAX_HOLIDAY,57,GREEN_TECH,3198,2043,153857696,138429823,4044,5569,1136,10572161405,4284626007,0,0,96.12,135438.11,0,2033-06-27
2021,INC-2013,EXPORT_REBATE,46,MANUF_UPGRADE,4539,2871,160660804,75411128,1989,1927,1768,3551687007,2007448671,1,20624045,83.77,90871.5,0,2029-05-11
2021,INC-8466,EXPORT_REBATE,32,EXPORT_PROMOTE,3200,2597,207455453,130054362,1700,3454,1187,18111377884,12876145041,0,0,73.05,174772.92,0,2026-07-05
2019,INC-9866,TAX_HOLIDAY,78,GREEN_TECH,2286,795,35749927,22722225,4894,2314,773,3351898772,2965339119,0,0,93.62,46248.29,0,2029-09-26
2019,INC-2608,INTEREST_SUBVENTION,33,MSME_FORMALIZE,4208,1317,422176121,176222329,1157,7291,2470,6506134050,2100525118,0,0,86.34,170921.51,1,2028-11-02
2023,INC-6941,INTEREST_SUBVENTION,38,EXPORT_PROMOTE,4050,1095,28920236,25854788,1150,3157,1181,19015358543,6201603999,0,0,75.95,24487.92,0,2026-12-05
2024,INC-0298,GST_REFUND,58,MANUF_UPGRADE,2627,2420,460433927,305779815,2995,6317,5143,14632458255,6129316391,0,0,93.37,89526.33,0,2029-09-10
2023,INC-0243,CAPEX_SUBSIDY,22,SKILL_DEV,892,757,325294461,157967257,4966,5392,1925,12036657966,8331958510,0,0,86.52,168984.14,0,2028-01-30
2021,INC-7453,GST_REFUND,13,MANUF_UPGRADE,3509,2408,390482571,259596871,2390,990,957,7331185754,5725512189,0,0,75.92,408027.76,1,2031-08-02
2019,INC-2493,TAX_HOLIDAY,83,SKILL_DEV,3000,979,127503340,50594934,14,4913,4037,16482519810,14997396992,0,0,86.94,31583.69,0,2028-02-12
2018,INC-1248,TAX_HOLIDAY,75,MANUF_UPGRADE,164,33,292654530,143415241,3085,1935,613,576380531,425943294,0,0,65.12,477413.59,0,2031-03-02
2018,INC-6389,EXPORT_REBATE,17,EXPORT_PROMOTE,3182,2162,174079657,64777420,2970,3501,2525,17812394758,13438382871,1,21623953,93.0,68942.44,1,2027-05-17
2024,INC-5477,EXPORT_REBATE,53,MANUF_UPGRADE,840,615,491602348,191027774,1475,418,415,16480142177,15381801273,0,0,99.43,1184583.97,0,2026-03-23
2019,INC-2642,GST_REFUND,12,GREEN_TECH,2478,1815,469037189,306105926,1220,3116,1844,18604274274,14840232043,0,0,91.06,254358.56,0,2027-05-01
2022,INC-6350,CAPEX_SUBSIDY,88,EXPORT_PROMOTE,4939,3047,335787453,285196393,3080,2564,2137,1298465605,459526184,0,0,90.15,157130.3,0,2033-03-23
2019,INC-4375,INTEREST_SUBVENTION,58,GREEN_TECH,2772,624,443536709,231471218,2054,1993,639,15779205936,15188696664,0,0,74.93,694110.66,0,2032-03-02
2018,INC-1846,CAPEX_SUBSIDY,45,MANUF_UPGRADE,2446,1320,277094328,224819998,2578,5723,4796,284263224,236287754,0,0,71.6,57776.13,0,2030-01-23
2022,INC-0040,INTEREST_SUBVENTION,46,GREEN_TECH,4065,1336,342402654,181001225,3352,890,741,15446587340,5985443701,0,0,97.64,462081.85,1,2029-08-11
2024,INC-5076,TAX_HOLIDAY,16,MSME_FORMALIZE,162,71,351150760,286326547,1386,7248,4369,5617055835,4198864602,0,0,98.43,80373.26,0,2029-11-29
2019,INC-4649,GST_REFUND,82,R_AND_D,903,806,237432552,205943429,4360,4988,1356,128146564,61404699,0,0,81.46,175097.75,0,2026-11-14
2018,INC-1805,TAX_HOLIDAY,94,GREEN_TECH,207,100,210869260,80475212,2432,1178,476,1188943428,920921853,0,0,65.62,443002.65,0,2033-01-14
2020,INC-7709,INTEREST_SUBVENTION,44,R_AND_D,4974,4405,441609331,369102191,936,6857,6547,18324493153,16765735200,0,0,66.55,67452.17,0,2031-07-31
2024,INC-9430,TAX_HOLIDAY,33,MANUF_UPGRADE,3799,1559,138614560,118889181,872,1983,1172,2560050292,982389992,0,0,61.49,118271.81,0,2029-06-30
2024,INC-3208,TAX_HOLIDAY,17,GREEN_TECH,4731,1887,196532280,179291812,3899,5020,3792,6931572508,3801143841,0,0,68.9,51828.13,0,2031-12-29
2024,INC-8118,TAX_HOLIDAY,57,SKILL_DEV,1570,1246,63078431,29806002,2182,6689,820,13864586512,8069975050,0,0,63.12,76924.92,0,2030-08-16
2019,INC-5783,TAX_HOLIDAY,24,R_AND_D,654,275,305695711,269810422,1711,7278,5389,1762133744,831122546,0,0,82.63,56725.87,1,2026-08-26
2024,INC-7398,GST_REFUND,93,EXPORT_PROMOTE,1365,525,6108067,3052709,2477,3636,1982,11567288178,9167865274,0,0,67.89,3081.77,0,2028-03-16
2018,INC-1460,EXPORT_REBATE,57,R_AND_D,2222,1558,149610585,107866186,1548,4953,909,12032156960,3108565276,0,0,79.99,164588.1,1,2030-05-03
2023,INC-8764,CAPEX_SUBSIDY,60,MANUF_UPGRADE,4264,1535,89839724,40596560,2100,2085,502,7395007999,1976357360,0,0,82.26,178963.59,0,2033-03-24
2021,INC-4828,TAX_HOLIDAY,32,SKILL_DEV,3818,3141,44099646,35777989,4499,2611,1471,3339445671,3304252635,0,0,94.67,29979.37,1,2032-06-19
2022,INC-6183,INTEREST_SUBVENTION,12,SKILL_DEV,3795,2736,133129762,68392055,3930,4532,1354,18535725720,12878341391,0,0,64.13,98323.31,1,2031-09-24
2019,INC-2874,INTEREST_SUBVENTION,42,SKILL_DEV,3030,1355,391599657,176507875,1728,7600,4004,8113337308,2704007264,0,0,97.86,97802.11,0,2029-08-20
2021,INC-7332,CAPEX_SUBSIDY,93,R_AND_D,2022,1115,43221979,27981415,1197,5269,4256,14332451659,7361513963,0,0,68.25,10155.54,0,2032-04-23
2019,INC-6705,TAX_HOLIDAY,26,SKILL_DEV,3921,2673,64772640,29995355,1210,651,223,301995239,164781740,0,0,88.42,290460.27,1,2030-08-08
2024,INC-4981,GST_REFUND,50,R_AND_D,103,75,78967527,28635361,2508,4834,3795,9775651831,9493141869,0,0,65.19,20808.31,0,2026-09-13
2023,INC-9393,GST_REFUND,74,MANUF_UPGRADE,295,86,234635791,157883115,2567,6648,1006,18627183496,5930388400,0,0,89.78,233236.37,1,2032-01-12
2018,INC-1703,EXPORT_REBATE,75,MANUF_UPGRADE,4787,1781,352618851,293971760,838,130,96,8666352935,2351988211,1,131431154,82.1,3673113.03,0,2026-05-13
2021,INC-3833,INTEREST_SUBVENTION,80,GREEN_TECH,1558,1457,65029805,50930106,1664,5025,979,19490985543,17110784085,0,0,85.37,66424.72,0,2031-05-29
2022,INC-9800,EXPORT_REBATE,45,R_AND_D,4533,1691,325229701,170073728,3252,568,479,8212821216,4907963651,0,0,96.29,678976.41,0,2026-05-09
2020,INC-9005,EXPORT_REBATE,28,MANUF_UPGRADE,3561,1152,58172102,30163134,2972,5870,4189,4012722023,1480983596,0,0,98.26,13886.87,0,2027-10-10
2020,INC-8962,CAPEX_SUBSIDY,55,GREEN_TECH,4287,2108,304734980,227731938,747,4856,4751,19104038915,8513430011,0,0,93.59,64141.23,0,2028-05-15
2018,INC-9028,EXPORT_REBATE,65,EXPORT_PROMOTE,1232,942,426095093,356622300,1088,1757,1583,9979189501,2787268707,0,0,84.4,269169.36,0,2033-09-23
2018,INC-3595,INTEREST_SUBVENTION,90,SKILL_DEV,3553,980,276182920,249036646,340,1136,935,2489561161,1382704705,0,0,78.62,295382.8,1,2031-10-17
2020,INC-7892,EXPORT_REBATE,22,MANUF_UPGRADE,1116,510,95779306,53878058,1117,6648,6310,6122209426,4427332938,0,0,96.87,15178.97,1,2027-07-03
2023,INC-2777,GST_REFUND,27,SKILL_DEV,2875,720,121244014,70795984,434,7850,2821,14398662437,12194877163,0,0,77.32,42979.09,1,2032-01-11
2020,INC-4425,CAPEX_SUBSIDY,43,EXPORT_PROMOTE,1712,577,91017227,42342013,4892,1274,738,15205206234,3845122082,0,0,69.31,123329.58,0,2028-01-13
2025,INC-9755,TAX_HOLIDAY,64,MSME_FORMALIZE,4160,3847,36691170,33603422,1025,5047,1793,15547651243,7501048823,0,0,75.37,20463.56,1,2028-03-25
2022,INC-1478,EXPORT_REBATE,55,MANUF_UPGRADE,4999,2949,72242777,48989179,3829,7256,2302,17915187548,11599007780,0,0,86.56,31382.61,0,2030-02-13
2018,INC-3847,INTEREST_SUBVENTION,26,R_AND_D,2071,1899,237438439,158747256,1429,1559,1362,3715082973,3397115552,0,0,69.73,174330.72,0,2029-09-12
2022,INC-8086,GST_REFUND,13,GREEN_TECH,3306,2735,295557133,215289970,2873,5360,3020,10316073128,2617139873,0,0,63.68,97866.6,1,2030-05-23
2023,INC-6196,EXPORT_REBATE,57,MSME_FORMALIZE,3292,3091,387650266,312488305,3307,3084,2896,19807854940,5960616924,0,0,80.88,133857.14,0,2033-10-12
2021,INC-1671,GST_REFUND,31,R_AND_D,28,11,62037709,51694396,4021,7540,4254,5886072704,1684806454,0,0,81.58,14583.38,0,2026-01-24
2025,INC-4244,EXPORT_REBATE,55,MSME_FORMALIZE,1371,811,435985553,389273290,3913,5653,3490,19458609657,15716466204,0,0,90.41,124924.23,0,2027-11-25
2022,INC-2183,TAX_HOLIDAY,11,MSME_FORMALIZE,420,247,285147382,116785276,863,4568,3848,1176615558,836652890,0,0,91.5,74102.75,0,2031-03-06
2019,INC-3105,TAX_HOLIDAY,55,MANUF_UPGRADE,4905,2896,14473347,13752417,905,5479,1528,8195312242,2599838129,0,0,69.75,9472.09,0,2031-08-07
2022,INC-2418,CAPEX_SUBSIDY,29,MANUF_UPGRADE,3178,729,329961242,140898146,3546,1308,779,18310466583,10724846142,0,0,74.22,423570.27,1,2031-05-08
2023,INC-3769,CAPEX_SUBSIDY,34,GREEN_TECH,415,272,216210345,122259204,2988,4890,3134,101547907,56886422,0,0,83.95,68988.62,1,2028-05-19
2025,INC-4908,INTEREST_SUBVENTION,58,R_AND_D,881,641,245299604,121998622,2766,1874,299,8805280736,5289277212,0,0,71.51,820400.01,0,2027-08-24
2023,INC-6119,TAX_HOLIDAY,45,R_AND_D,3882,3374,210557297,114263560,295,3725,3139,17735043853,8946921709,0,0,92.5,67077.83,0,2030-03-19
2019,INC-0152,CAPEX_SUBSIDY,73,GREEN_TECH,685,546,59370489,25609382,4702,4063,701,12240043881,5685439465,1,10164012,81.87,84693.99,1,2029-07-29
2025,INC-4050,INTEREST_SUBVENTION,65,EXPORT_PROMOTE,1348,644,268084793,97209525,3114,4661,4088,12179500276,4641249837,0,0,98.9,65578.47,1,2027-01-30
2019,INC-5328,EXPORT_REBATE,95,MANUF_UPGRADE,4042,1639,8484925,6149545,2165,4550,1572,4514836076,2967787872,0,0,74.55,5397.53,0,2032-02-29
2020,INC-7695,TAX_HOLIDAY,95,SKILL_DEV,3768,2392,420919588,210006718,679,3438,1144,12808112922,9209383057,0,0,63.44,367936.7,0,2027-11-23
2023,INC-6201,EXPORT_REBATE,84,EXPORT_PROMOTE,583,527,422806231,164240196,2903,6502,2981,9211442162,7326060332,0,0,87.16,141833.69,0,2032-07-03
2024,INC-8302,TAX_HOLIDAY,60,EXPORT_PROMOTE,1627,426,33964509,26286721,293,7386,4801,1538688816,757169271,0,0,78.72,7074.47,0,2032-11-03
2025,INC-8735,GST_REFUND,14,R_AND_D,3125,1495,313484768,131059667,2150,7059,1297,2734382376,1691025614,0,0,78.82,241699.9,1,2029-04-10
2019,INC-5414,EXPORT_REBATE,11,EXPORT_PROMOTE,1399,909,396538754,355667358,2628,2349,1353,18749937143,11829630160,0,0,65.07,293081.12,0,2026-03-17
2024,INC-6279,TAX_HOLIDAY,24,SKILL_DEV,4708,1393,89191237,83431598,1501,5788,3287,18632564008,9031177797,0,0,96.66,27134.54,0,2032-11-05
2021,INC-0162,EXPORT_REBATE,15,R_AND_D,4210,3162,128722798,85953530,4626,5512,4130,1060906220,1019937278,0,0,64.44,31167.75,0,2032-02-14
2020,INC-7087,GST_REFUND,71,R_AND_D,2027,1549,300006410,115096901,3954,1770,1448,3856797359,3037642348,0,0,84.31,207186.75,1,2026-07-04
2021,INC-8955,GST_REFUND,79,MANUF_UPGRADE,1734,1086,313505894,242318318,4172,5200,2990,812680307,627941683,0,0,63.18,104851.47,0,2029-06-14
2020,INC-0318,GST_REFUND,96,R_AND_D,4918,1447,26303812,24585483,3648,147,90,4033173654,1787086703,0,0,68.82,292264.58,0,2032-06-19
2024,INC-3503,INTEREST_SUBVENTION,20,MSME_FORMALIZE,1729,1432,188709897,67600277,2657,6498,3426,10721339091,7877912379,0,0,68.41,55081.7,1,2029-05-24
2023,INC-7569,CAPEX_SUBSIDY,68,R_AND_D,1977,494,26258242,16277343,4212,3541,1614,2064475759,1765984334,0,0,89.65,16269.05,0,2032-06-02
2020,INC-6185,TAX_HOLIDAY,26,R_AND_D,1003,944,240573502,98081624,1442,2111,1365,19391227790,17503820504,0,0,66.02,176244.32,0,2032-12-11
2018,INC-3293,TAX_HOLIDAY,47,SKILL_DEV,2034,1221,161133771,60173257,3472,541,164,5336500665,1517290094,0,0,80.6,982522.99,0,2032-05-14
2018,INC-6994,CAPEX_SUBSIDY,57,GREEN_TECH,1428,824,250051589,239887937,292,1889,1429,17843306070,12777272861,0,0,95.89,174983.62,0,2032-04-18
2022,INC-3237,GST_REFUND,77,MANUF_UPGRADE,4620,2106,425192487,330854920,1657,4920,3013,13171024494,10393917909,0,0,72.72,141119.31,0,2032-12-18
2019,INC-9976,CAPEX_SUBSIDY,89,R_AND_D,2635,1608,213933715,78212329,4833,7725,3876,5639004229,2201161362,0,0,71.13,55194.46,0,2032-10-22
2020,INC-2902,GST_REFUND,43,R_AND_D,2781,2385,387335601,165742851,3893,7049,1712,11717507420,8816611481,0,0,91.58,226247.43,0,2028-12-29
2023,INC-5085,TAX_HOLIDAY,60,MSME_FORMALIZE,3194,1574,120862574,58583182,3793,5054,4621,2061076578,1276151289,0,0,70.92,26155.07,0,2028-09-13
2021,INC-0077,GST_REFUND,94,EXPORT_PROMOTE,162,77,301529350,188444254,4968,4247,3205,15880328169,13968548731,0,0,81.45,94080.92,0,2026-05-26
2022,INC-2148,CAPEX_SUBSIDY,39,SKILL_DEV,4019,3483,142443979,71430842,435,5876,4522,11213180146,3151718604,0,0,61.42,31500.22,1,2028-11-29
2020,INC-1909,EXPORT_REBATE,58,MSME_FORMALIZE,2405,978,90639411,51134554,3460,3095,2171,15190105792,9641268543,0,0,82.9,41750.07,1,2033-07-04
2022,INC-9053,TAX_HOLIDAY,65,SKILL_DEV,1163,551,64873715,36602823,4916,5511,4971,12521635265,5462147897,0,0,68.2,13050.44,1,2028-08-20
2019,INC-7206,TAX_HOLIDAY,41,MANUF_UPGRADE,4536,1134,64047293,57716388,1079,5262,3825,6794429615,6499696951,0,0,62.79,16744.39,0,2032-01-27
2024,INC-1315,CAPEX_SUBSIDY,92,EXPORT_PROMOTE,1531,541,273765906,189820442,1318,7858,5852,16809793320,15905176974,0,0,87.02,46781.6,0,2027-12-05
2025,INC-6242,EXPORT_REBATE,23,MANUF_UPGRADE,1856,652,401092449,213301767,2821,5786,4007,11889498820,6588176139,0,0,70.85,100097.94,1,2032-12-23
2022,INC-9100,INTEREST_SUBVENTION,91,MANUF_UPGRADE,3006,2451,490024603,303328009,2381,1115,1044,7045857427,6203330607,0,0,66.14,469372.23,0,2032-12-24
2025,INC-4801,TAX_HOLIDAY,28,R_AND_D,2185,2037,163291927,119988732,3085,6835,5054,9717440919,5155454780,0,0,83.92,32309.44,0,2027-01-16
2024,INC-3340,CAPEX_SUBSIDY,85,MSME_FORMALIZE,3650,990,207920397,73804700,3415,2825,2002,17406524503,14331729761,0,0,77.56,103856.34,0,2030-02-14
2025,INC-4476,INTEREST_SUBVENTION,59,MSME_FORMALIZE,3063,1315,329875015,205629726,1435,1893,853,9892259474,4002863844,0,0,79.36,386723.35,1,2033-03-07
2018,INC-6746,EXPORT_REBATE,90,MANUF_UPGRADE,3696,1130,367511012,146426125,4125,6710,2026,10541854120,7236911729,0,0,80.4,181397.34,1,2026-12-26
2018,INC-8953,GST_REFUND,87,MSME_FORMALIZE,4203,3119,37678672,23731155,1370,3545,1658,1837354839,1650351308,0,0,94.16,22725.38,0,2029-03-08
2023,INC-4790,GST_REFUND,74,R_AND_D,1632,875,127194273,100716913,1979,5767,1252,6468660870,3671471003,0,0,79.35,101592.87,1,2033-12-13
2021,INC-0517,TAX_HOLIDAY,95,MSME_FORMALIZE,107,52,324378842,317244299,4026,3095,996,17179511792,14852502165,0,0,78.22,325681.57,1,2029-04-04
