gov_unionspend_obligation_date,gov_unionspend_program_cfda_number,gov_unionspend_awarding_agency_code,gov_unionspend_funding_subagency_code,gov_unionspend_recipient_uei_hash,gov_unionspend_recipient_type_code,gov_unionspend_award_amount_inr,gov_unionspend_award_type_code,gov_unionspend_assistance_listing_title,gov_unionspend_place_of_performance_lgd_code,gov_unionspend_primary_purpose_code,gov_unionspend_covid_relief_flag,gov_unionspend_infrastructure_act_flag,gov_unionspend_competition_indicator,gov_unionspend_matching_requirement_flag,gov_unionspend_period_of_performance_days,gov_unionspend_outlay_estimate_inr,gov_unionspend_deobligation_amount_inr,gov_unionspend_reporting_period_quarter,gov_unionspend_data_source_system
2021-04-17,282348,398623,MOF,GOV5d49ae9c6c4d,GOV1GHD7,41472540,397888,Disaster Relief 18,GOVYKA8H,GOVSP57J,1,0,GOV8LTFL,1,2579,5262084,11854565,2022Q1,CPGRAMS
2024-04-05,354693,347637,MoE,GOV9ae98a6aaeed,GOVX0VBX,405098,211192,Farm Support 50,GOV9W61M,GOV8MIEE,1,0,GOVGXJR7,1,2756,425663667,549372560,2024Q2,CAG
2024-10-09,312742,324802,MoRTH,GOV2a047fbc93bd,GOV6J27O,3260410,247823,Housing Upgrade 36,GOV05GDX,GOV4P9ZG,0,1,GOVFZVTR,0,3556,718719942,707845040,2019Q4,eProcure
2024-07-28,229666,295391,MHA,GOV684c2cd95333,GOV9S2PE,5309186,488770,Urban Transit 36,GOV4ZEA2,GOV6CM2E,1,1,GOVG7HHT,1,46,1407460,43927,2018Q1,eProcure
2022-05-01,310296,41246,MHA,GOV6690f997a2f7,GOV7WNGB,51375,234584,Farm Support 38,GOV97CE2,GOVV4W2A,1,1,GOVP5CQX,0,2014,293167,482396,2019Q4,IFMIS
2023-02-02,73419,238286,DoPT,GOVe015f37d1641,GOVGV1DZ,5001469,258642,Clean Water 69,GOVRSPI9,GOV09MIU,1,1,GOVUJX7J,0,2487,317752,7210889,2025Q3,DBT
2019-11-25,238110,61881,MNRE,GOV4c83473385db,GOVNSO4N,44046,278413,Housing Upgrade 11,GOVIY99I,GOVC79XT,1,0,GOV8T69C,1,445,34468,515302636,2025Q4,IFMIS
2021-12-14,109607,400374,MoRTH,GOVa93a755029f5,GOVQQWXV,59844,408500,Urban Transit 91,GOVZAA9Q,GOVM67KW,0,0,GOVLV6WD,0,789,621963,359104,2021Q3,IFMIS
2022-12-04,320172,163568,MeitY,GOV9b400faca80f,GOVY0L1X,18731885,453250,Skill Training 78,GOVJVNMV,GOVCSJ16,0,0,GOV0ZHHZ,1,3290,221202294,572451128,2021Q4,GeM
2022-01-25,240913,32439,MoHUA,GOV7e5e45eb96a8,GOVQDF7O,584815,118731,Clean Water 93,GOVZEMVP,GOV916J2,0,1,GOVJND7O,1,794,68730,69291946,2025Q3,CPGRAMS
2024-04-04,381532,117738,MoRD,GOVc80941ddbce8,GOVF7EDG,53887,244354,Farm Support 4,GOVBJHIN,GOVSYPB7,1,0,GOVMA5KW,0,3450,485857,514052,2023Q3,DBT
2018-09-15,291337,423990,MOF,GOVfe07acff739f,GOVI6MMA,528127480,456597,Women Empowerment 23,GOVQUR23,GOVW0N3K,0,1,GOVAS2BI,0,2771,363662342,540890,2020Q3,PFMS
2018-08-18,308116,367025,MoRTH,GOV139ec877951e,GOVJX85J,69359,264862,Digital Health 11,GOVJVIJ8,GOV1VA5H,0,1,GOVD7FME,0,2497,36995,984059796,2020Q4,IFMIS
2024-11-17,388629,372067,MoRTH,GOV42473c4891fe,GOV1VYMF,3001502,261939,Digital Health 51,GOVD9UP6,GOVLFHFY,0,1,GOVNXUV6,0,1688,64504,969970363,2026Q3,DBT
2021-02-03,158164,145336,MoHFW,GOV5920d365b175,GOV4MVXK,5120247,311729,Renewable Energy 1,GOVQ0SNT,GOV7OH3J,0,1,GOVQP50F,1,584,5027837,3011464,2024Q3,DBT
2021-04-01,495383,466310,MoHFW,GOV1fceda42dec3,GOVF0QXQ,33930,44026,Clean Water 95,GOVMYDUB,GOVB2HNW,0,1,GOV4DZZF,0,208,59828,35500804,2024Q3,DBT
2024-06-05,480833,258961,MoRTH,GOV1565b98d1c0b,GOVAVMLD,53697444,466873,Housing Upgrade 38,GOVY0UBI,GOVMTV6N,0,0,GOV8VWY2,0,2255,18918667,1143915,2026Q2,eProcure
2024-05-03,490405,217382,MoE,GOV951778b2b803,GOVK9E4O,54633448,396353,Rural Roads 38,GOVL0PHC,GOV7UP8B,1,0,GOVION1U,1,363,4326746,507786,2020Q1,PFMS
2024-04-24,262120,8253,MeitY,GOV49d0b79be961,GOVYBJFV,1477339,478315,Digital Health 60,GOVSEPIT,GOVTS7J2,1,0,GOV8CULA,0,2858,4733563,44072794,2021Q3,DBT
2021-02-21,61846,241061,MoHFW,GOVa26d83e75e32,GOV7ZOOQ,11848275,188182,Disaster Relief 82,GOVY71UZ,GOV3EQ2Q,0,1,GOVNYPXX,0,947,47291990,602477,2018Q4,PFMS
2023-12-14,323083,47609,MoRTH,GOV7cda83d4a4f9,GOVFVY8P,6123256,36993,Farm Support 20,GOV7YFAH,GOVVTI07,1,1,GOVIBGTP,0,1873,438944,18579,2023Q3,PFMS
2021-04-06,274594,233090,MoHFW,GOVdcd8668e6d95,GOVSEPDE,41518,412689,Farm Support 72,GOV5GTUU,GOV7QNG0,0,1,GOVKQG1S,0,3437,5907354,185815,2022Q1,CPGRAMS
2025-01-19,354093,133422,DoPT,GOV832b8855ad44,GOVD8RX6,355180715,78338,Women Empowerment 26,GOVECGQP,GOVQGHSU,0,1,GOV5FRBX,0,2590,44814985,46316282,2023Q1,CPGRAMS
2019-05-23,24146,322184,MoRTH,GOV18ab0ef3e653,GOVSXGAC,1742443,162567,Women Empowerment 55,GOVG2LHN,GOVHT2MZ,1,0,GOVHTNWM,1,2115,350560,13952,2019Q3,IFMIS
2019-04-26,441379,30506,MoRD,GOV64e37527b8d2,GOVEKJV1,509634210,426883,Urban Transit 96,GOV1WVY3,GOVQBSDL,1,1,GOV3IRIL,0,1598,290279434,52233,2020Q3,DBT
2019-03-14,283779,470223,MHA,GOVa9d56cfc8b6c,GOV0AZ9M,5823512,106007,Renewable Energy 51,GOVBTIG4,GOVJUZQH,1,1,GOVYS56M,1,3352,674316,42931893,2020Q3,DBT
2019-01-30,359626,199977,MoHFW,GOV64183e20b491,GOVD56OW,525059,381446,Rural Roads 89,GOVOD7OR,GOVR4485,0,0,GOVAFNVX,0,676,532888837,65358573,2018Q4,PFMS
2020-06-03,260350,391431,MoHUA,GOV82107fd6cf16,GOV0T2CF,718747123,351295,Skill Training 6,GOVLO3JT,GOV3W7NF,1,0,GOVED4U9,1,1593,291213,718349,2023Q1,CPGRAMS
2020-09-01,368701,452413,MeitY,GOV7101e0c261a7,GOV2HO3H,32624,271828,Rural Roads 15,GOVB4MLN,GOVD3D6X,0,1,GOVG8KN8,0,3046,218517590,4599852,2024Q2,CAG
2023-08-08,150210,137847,MOF,GOV76050775eff6,GOVALBWI,57821,469673,Clean Water 80,GOVY5J44,GOVT61PS,1,0,GOVV0ACQ,1,459,56466964,67126,2020Q2,DBT
2022-09-07,436414,58713,MNRE,GOV77b6c1e69a12,GOVLLBLJ,2612903,225793,Urban Transit 63,GOVAOEOG,GOVVKABA,1,0,GOVPVOZE,1,2303,651370,435097,2024Q4,CPGRAMS
2026-02-20,189212,146322,MNRE,GOVbafcf6259d2c,GOV53XHY,877414221,415781,Women Empowerment 88,GOVS5594,GOVIZY0I,1,0,GOV80H72,0,2857,33342,48179506,2018Q2,PFMS
2020-01-13,157252,434666,MoRD,GOV8e8049d878c5,GOV5NAEV,565086,18393,Farm Support 91,GOV9BUXK,GOVG1KEQ,1,1,GOVDMW70,1,283,7217611,5408987,2020Q4,CAG
2022-08-27,25483,251072,MoRD,GOVcd80098ed12c,GOVX4UPP,38532487,271070,Clean Water 82,GOVBEG9U,GOVB4S63,0,0,GOVR9P4Q,0,1615,5064307,94139,2019Q4,CPGRAMS
2023-10-26,337208,142100,MNRE,GOVc8899783d04d,GOV2PZ7G,535995130,400226,Rural Roads 26,GOVZ5EVW,GOV0GZ1B,0,0,GOVB2M9U,0,2898,37079,56636690,2024Q4,IFMIS
2025-02-15,200825,164714,MoRD,GOV8f6b329181c0,GOVIK1C2,572475442,16117,Women Empowerment 79,GOV5S4DL,GOV0HYR6,1,0,GOVBDX4U,1,847,506042,75438,2024Q3,PFMS
2019-03-10,368600,201259,MOF,GOV501e339cf7f2,GOVXI1FD,6656564,15186,Urban Transit 97,GOVO5CAI,GOV9A3FI,0,0,GOVMZNGK,0,398,526185985,877293823,2022Q2,CPGRAMS
2022-05-08,424906,265447,MOF,GOV75ba614217d1,GOVSPFE1,939873,331935,Clean Water 8,GOVOCWE8,GOVKB3CO,0,0,GOVGIGHI,0,2017,449694,503564566,2021Q3,CPGRAMS
2021-01-24,304709,491245,MoHUA,GOV29aea222b75a,GOV9L90J,317873678,307584,Disaster Relief 76,GOVQL6DH,GOVCGMZC,1,0,GOV1SBI9,0,1533,586625831,77067599,2021Q1,GeM
2020-10-01,148740,469332,MoHFW,GOV211f9e0bf5cd,GOVM8ZED,262772749,191224,Disaster Relief 70,GOVAGKIB,GOVS7GY7,1,0,GOVVCJ4H,1,1045,6408418,574666000,2018Q1,GeM
2024-05-28,419195,18996,MNRE,GOV777f74de053d,GOVVG1VQ,8714,244153,Farm Support 37,GOVIJ7S8,GOVO48B3,0,1,GOVC5GST,0,3364,4857946,1522667,2025Q4,DBT
2019-04-01,182430,4034,MHA,GOV312dd0daf0a8,GOV1KDOP,578694659,386768,Rural Roads 12,GOVEEOZ0,GOVKJW65,0,1,GOVB1508,1,2877,4127265,571271,2018Q2,GeM
2020-01-16,335015,234555,MoHUA,GOV913886686711,GOV2EMIA,54332,231296,Skill Training 26,GOVLVE42,GOVZPLCU,1,0,GOVVQWWG,1,605,102399353,53554,2019Q2,PFMS
2022-05-03,153770,324038,MHA,GOV04f8623e7be8,GOVU94B0,47474,282828,Renewable Energy 28,GOVG06TR,GOV0Y7CW,0,1,GOVRG9UP,0,785,2423172,566921774,2019Q3,GeM
2024-08-04,53238,303606,MoE,GOVdba03ce24bcd,GOVNCJA6,5384492,205799,Renewable Energy 32,GOVJDWGZ,GOVBNRN7,1,1,GOVQN19J,0,3014,556299,30529,2023Q1,CAG
2018-11-08,28391,445047,MOF,GOVb45aedef4c45,GOV9AVUO,742279711,227281,Skill Training 36,GOVXA9R7,GOVRDU1J,0,0,GOVE3H1O,0,2172,352656660,6765241,2019Q1,GeM
2023-12-10,335233,145751,MNRE,GOV642cf38b598c,GOVH23PC,285424,412534,Housing Upgrade 47,GOVGGB39,GOVLFWJD,0,1,GOVKCQ31,1,632,474771,614576,2024Q4,eProcure
2022-04-28,171533,440219,MHA,GOV8bee8f0db6db,GOV6XKJL,111290,346719,Farm Support 84,GOV5CUZD,GOV9QHMS,1,0,GOVOIATW,0,986,74407,5170872,2018Q1,CPGRAMS
2020-07-04,282036,252773,MoHFW,GOV743d60a09b29,GOVT593T,682786,288560,Housing Upgrade 65,GOVYW5BP,GOVBUDLS,0,1,GOV9OV9H,0,375,25066234,2219217,2018Q1,PFMS
2019-01-16,305323,493895,DoPT,GOV44a6fbdab38c,GOV1COKU,5711595,195523,Renewable Energy 76,GOVO3H1N,GOVKQAUY,0,0,GOVJGHH3,1,1250,431632534,234916815,2026Q3,IFMIS
2021-03-07,80006,197837,MoRD,GOV7fe1c511975d,GOVDHWJL,4798791,208917,Women Empowerment 99,GOVNYWL0,GOVOZWMT,0,1,GOVH1POE,1,1305,24043878,56663,2019Q2,PFMS
2018-10-16,401926,341213,MHA,GOV28499df0ca6a,GOVWPDMT,738819,175069,Farm Support 58,GOVLDYWH,GOVKMBO8,0,0,GOV6ANX2,0,1730,68577,79722742,2024Q3,eProcure
2020-04-06,236596,453036,MOF,GOVf7ea41f487ba,GOV85X3X,4564932,1136,Housing Upgrade 79,GOVERDPY,GOVUZRJX,1,0,GOVVF2WT,1,139,39854,386358511,2020Q4,CPGRAMS
2018-06-14,392077,248534,MNRE,GOVb74dd6f4b382,GOVUPPXQ,68629647,423895,Rural Roads 12,GOVOCITS,GOVV8I6Z,1,1,GOVVYKZQ,0,2815,254424,630975451,2019Q2,CAG
2024-07-18,309051,143482,MeitY,GOV28b3b2425514,GOVDPQ49,602570,126844,Digital Health 72,GOVWT6CF,GOVF1DRD,0,0,GOVAY32L,1,2828,41349241,614633234,2019Q3,eProcure
2018-11-13,191187,165858,MoRD,GOV0a299b248c33,GOV98R41,32476029,430340,Rural Roads 13,GOV6SL75,GOVSQVFH,1,0,GOVQAWJL,0,2698,337275350,39820811,2023Q3,CPGRAMS
2025-09-06,135340,415682,MoHUA,GOV6e3442323372,GOVTY974,649704592,340411,Skill Training 10,GOVYKJS0,GOVHW5Y8,1,1,GOVXA52N,0,2436,38699804,4903874,2018Q1,CAG
2026-01-14,296885,207966,MoRTH,GOV027d29e0404e,GOV1T2MK,6103624,41823,Digital Health 58,GOV6UA2K,GOVC7Q96,1,0,GOVYWP8A,1,2545,2080833,3394754,2021Q4,GeM
2022-12-17,368110,43101,DoPT,GOV937b07e3845b,GOV8EHGX,611077,400102,Clean Water 97,GOV1FGEW,GOVQCIWE,1,0,GOVO813E,0,1599,56245732,19122915,2021Q1,DBT
2022-04-22,411949,237728,MOF,GOV2f26cf76f161,GOVYKCV1,404727182,370551,Clean Water 46,GOVJQDPO,GOVPYIB9,1,0,GOVK6AYY,0,2621,647219,519689704,2019Q2,CAG
2018-04-13,176160,211982,MNRE,GOV282c754598bd,GOVHB3P0,4376376,453564,Skill Training 48,GOVAFMUS,GOVUYFWB,0,1,GOVB7NXZ,1,2310,570513,238261,2018Q1,GeM
2023-04-30,56073,255484,MNRE,GOV42e1e3b411ff,GOVWF2EC,39961,436927,Housing Upgrade 37,GOVHXJEA,GOVNWUSH,1,1,GOVXTC1T,1,2237,266055732,35378552,2020Q4,eProcure
2022-07-29,270933,274161,MOF,GOV9a3a791ac96a,GOVN2ZJ3,5750375,6913,Urban Transit 82,GOVQ9F78,GOVWU2DD,0,0,GOV4KEQ0,0,168,8143774,195263,2025Q3,PFMS
2022-11-30,230970,100383,MoHUA,GOV5aba1d738f2e,GOVMY11B,5844734,234479,Women Empowerment 42,GOVKLPKL,GOVDEQI1,1,0,GOVFUVGT,0,331,66879526,26514520,2026Q1,GeM
2024-01-15,88872,392375,DoPT,GOV25f2faf2740c,GOVU43QK,565818,325474,Disaster Relief 53,GOV4IUKH,GOVE08VC,0,0,GOVE9RPX,1,1331,4397256,615310237,2021Q1,IFMIS
2023-04-29,254819,14768,MoRD,GOVa34b642fb4bd,GOVS0M9X,79543,27257,Digital Health 33,GOVCZEL5,GOVR0DLI,1,0,GOVSGNS7,0,3539,85009,201898651,2026Q4,CPGRAMS
2022-01-19,349013,411465,MoRTH,GOV281727556666,GOVR9QAJ,431712,493677,Clean Water 7,GOV6LQ2M,GOVLAOZ3,1,0,GOVCEVPO,1,435,7752529,71526,2022Q3,CPGRAMS
2026-01-22,484469,304035,MeitY,GOV79fa113e4d8d,GOVBQ3YF,4769454,267282,Digital Health 48,GOVRCTW3,GOVQ8EWP,1,1,GOVVEIHY,1,726,32433,48911530,2022Q3,eProcure
2024-12-29,294941,115605,MHA,GOV7911ddc9858c,GOVWB9VF,333387,363491,Women Empowerment 8,GOVJLNFP,GOVZDGFZ,0,0,GOVYHDGI,1,334,450554,55774606,2018Q1,CAG
2019-02-18,217297,30884,MoRD,GOV60a2b34e0323,GOV6VWZ2,52629,157461,Disaster Relief 3,GOV9NFHK,GOVSQXME,1,1,GOVGPBNT,1,1084,5559607,683334,2020Q4,CPGRAMS
2025-11-21,403269,421759,MoRD,GOV85956b44be68,GOVGDYOQ,867422504,11748,Renewable Energy 45,GOVTQKXK,GOVYIA2G,0,0,GOVEYY8P,1,458,602589,69305,2023Q3,CAG
2021-11-16,115080,5493,MoHFW,GOVe7f77867de21,GOVZCQAM,590420,410248,Skill Training 86,GOVE2VMI,GOV9DM75,1,0,GOVDSKSQ,0,1211,663700648,292792872,2022Q4,CPGRAMS
2018-04-20,421058,366859,DoPT,GOVf3d08bff8ec3,GOV96QKY,603695,200435,Rural Roads 88,GOVYGXAT,GOVU4MWB,1,1,GOVXA9LB,0,178,6108399,56779,2026Q4,DBT
2019-01-05,211065,482652,MoHUA,GOVb5014651a0a3,GOV4GRUN,41876594,258817,Rural Roads 22,GOVGKH7V,GOVQVXR9,0,1,GOVKOZMB,0,1908,40554945,603001,2018Q1,IFMIS
2020-06-05,66538,477463,MHA,GOV504cdf081a46,GOV96LWH,58536,57300,Skill Training 91,GOVVYRWN,GOV76MW5,0,0,GOVFDQXT,1,1793,6190283,370070,2025Q3,IFMIS
2021-01-02,392673,358169,MeitY,GOV89de1cdea9e9,GOVESUQQ,218454624,439925,Women Empowerment 72,GOVT6Z3O,GOVY3K6E,0,1,GOVAP3LQ,0,3095,5812522,62597,2022Q3,PFMS
2021-11-16,360625,473554,MHA,GOVf63e8956454f,GOV1LWXL,390894,129045,Housing Upgrade 37,GOVZ8NIJ,GOVRLILX,1,0,GOVZGQFK,1,3129,48381,3640648,2023Q3,DBT
2026-02-16,41953,156286,MeitY,GOV4f90813a1a47,GOVBPNID,488301,40646,Farm Support 42,GOV792G1,GOVYOYVT,1,1,GOVJJ0CK,1,1238,367499677,392906317,2022Q4,GeM
2020-08-16,293884,377606,MoRTH,GOVb1daeb365d4b,GOVX40KC,54041,218848,Urban Transit 13,GOVGV6R9,GOVV6UUE,1,1,GOV1986T,0,1124,571522,8058233,2026Q4,DBT
2019-03-26,144104,67540,MoHUA,GOVf18359da9836,GOVJQQNV,304660,183910,Renewable Energy 91,GOVBYVI2,GOVI6ZLQ,0,0,GOVOMDM1,1,1792,46599837,647576718,2022Q3,IFMIS
2023-03-30,493345,192630,MoRTH,GOV3a974a8bb20d,GOVY6DD1,512306,319812,Rural Roads 92,GOV493QM,GOVV2GSR,0,0,GOVLBL8Y,1,1968,314070371,50029965,2020Q2,CPGRAMS
2020-02-07,221306,337773,DoPT,GOV1876c620ff7b,GOV1UWBD,7186,184260,Urban Transit 41,GOVDRTIZ,GOV00FAW,0,0,GOVKSX7M,1,1330,773900,955209331,2023Q1,GeM
2019-12-21,371187,289333,MoHUA,GOV57fb7b6156e0,GOVO1EA8,66577,44313,Farm Support 42,GOVC746E,GOVOXBXL,0,1,GOVVOGW1,1,2484,44468,659443696,2024Q1,IFMIS
2024-04-08,461470,4103,MoHUA,GOV361e3cca658e,GOV9P6V7,69908,419377,Rural Roads 29,GOV4MZFW,GOVNCCQB,1,1,GOVMD0OW,0,1047,312460805,17534,2022Q3,GeM
2020-05-27,459248,43075,MoE,GOV1c234cdd37f3,GOVF05KR,4752396,375414,Housing Upgrade 6,GOV51F20,GOVH75E1,0,1,GOVQHHUG,1,2944,50553,831313,2022Q1,CAG
2025-10-20,202071,154395,MoRD,GOVc87a017010b3,GOVOPY1F,5429228,466998,Skill Training 38,GOVZXAMR,GOVEUYXQ,0,0,GOVCCS5H,1,2831,74005,1876252,2026Q1,eProcure
2023-03-11,222817,423527,MeitY,GOVd2c33872c7c3,GOVKS8WE,13657720,291195,Skill Training 44,GOVYQIRA,GOV9KXR8,0,0,GOVHYSHA,1,544,35612,843772183,2021Q1,CPGRAMS
2024-11-13,429429,197319,MOF,GOVdabde40797df,GOVC2MAC,721816,226997,Clean Water 17,GOVBABED,GOVBOB77,0,0,GOVD1C7X,0,2644,73715,437052794,2018Q1,CPGRAMS
2021-07-27,92963,416795,MOF,GOV4fd42f9a34a4,GOVSE0NZ,7344776,34061,Digital Health 89,GOVC0OKK,GOVL2I95,0,0,GOV0DVE6,1,1204,2474199,5479903,2021Q4,CPGRAMS
2025-02-15,2809,140325,MoHFW,GOV2f4b264429ab,GOVD7G51,9724183,73549,Renewable Energy 87,GOV8NDGE,GOVG00EZ,1,1,GOVYF2CW,1,1214,46456468,444772,2019Q1,IFMIS
2020-09-25,361722,221956,MoRD,GOV76a928aad412,GOV5YSG3,40628379,200568,Urban Transit 25,GOV89SDN,GOVLTZMK,1,0,GOVFUU6K,1,695,63846610,56360596,2020Q3,CAG
2025-06-06,286247,386724,DoPT,GOVf71669748793,GOV9CHA7,68152440,445235,Renewable Energy 80,GOV7FLBN,GOV1HB6O,1,0,GOV2PFH5,1,2383,4060740,284127350,2021Q1,GeM
2025-08-26,60319,388311,MoRD,GOVf5ecfce3f324,GOVON3CJ,8465989,396864,Skill Training 43,GOV55U74,GOV0R82W,0,1,GOVE0FOK,0,561,459163386,679972,2018Q2,CAG
2023-12-24,468630,463141,MoRTH,GOV2b8118525163,GOV4A1AX,666979474,262243,Farm Support 16,GOV9HA0F,GOV7KCWY,0,0,GOVPM5CW,1,1395,6565487,3857797,2022Q1,GeM
2022-11-26,473253,474537,MOF,GOVe6b3239de82c,GOVN9GYE,45119054,68526,Urban Transit 67,GOV4SGZT,GOVN26KA,1,1,GOVDIYPO,1,3486,880416499,438924415,2021Q3,CAG
2022-12-25,384020,78313,MOF,GOV0ee6a87d83dc,GOVVZXYG,881066,244112,Clean Water 54,GOVJPH8T,GOV64W7O,0,1,GOV3VTIH,1,928,558039,744904911,2023Q3,CPGRAMS
2025-03-06,331016,314147,MeitY,GOV9cba36efaf81,GOV2ZJ3O,37781,478821,Housing Upgrade 36,GOV4RR00,GOVOVPOC,1,1,GOV0DPIA,0,2851,3562659,73980,2025Q4,IFMIS
2025-11-11,139208,53970,MoE,GOV9057edec5600,GOVYMJGO,55064,69819,Women Empowerment 69,GOVTQE91,GOVPRZ59,0,0,GOVGF0CG,0,3229,45247686,54116555,2021Q4,DBT
2018-03-21,373854,179697,MOF,GOV2e284a92bcbd,GOV3HBAH,429008442,318163,Renewable Energy 63,GOVD8IXO,GOVLG5EM,0,1,GOVL351E,1,525,1571649,311146,2026Q3,CAG
2024-11-08,385791,115301,MoRD,GOVa63b2a36c08f,GOVQ6Z0E,80870,375967,Urban Transit 66,GOVXDM7X,GOV6A6U2,0,0,GOV1HNAN,1,1588,234756,46406,2025Q2,DBT
2024-05-12,105125,917,DoPT,GOVf64f85edf804,GOV96SYW,7302788,245938,Clean Water 88,GOVZI4GE,GOVBE887,0,0,GOV8HMGE,0,1502,243036674,55500,2025Q2,DBT
2019-06-02,442311,293047,DoPT,GOVaf0871413302,GOVCXFWB,26728,63,Renewable Energy 69,GOVKWF1N,GOVI84E9,0,1,GOVYU9J4,0,2619,93607040,454441,2021Q3,eProcure
2019-02-01,360618,147172,MoHFW,GOV3673dc8c0c53,GOV2S8G1,25782,363082,Skill Training 98,GOVXEUNI,GOVEGZFL,0,0,GOV29RZS,0,962,2569439,55891994,2022Q3,eProcure
2021-08-25,457615,307234,MoRTH,GOV6d10f5bd7e81,GOVGSGOW,401786,334261,Women Empowerment 94,GOVFONKB,GOVSVHZH,0,1,GOVNWJB4,1,2915,897941,27723,2023Q2,PFMS
2022-12-03,196520,2385,MHA,GOV21e3cd3afddb,GOV4GSMQ,342276,377622,Housing Upgrade 26,GOVK4DCR,GOVOVC01,0,1,GOVRSIHE,1,879,11084079,745572,2022Q2,CPGRAMS
2025-07-29,454847,252292,MOF,GOV6de67a6cd946,GOVEKRCS,74151948,334884,Disaster Relief 69,GOV14312,GOV8NHOB,0,0,GOVHU2Y2,1,1295,982475,730465,2020Q2,GeM
2025-11-27,263609,475882,DoPT,GOVc25adb0a4ebd,GOVRDM7H,7812200,102050,Renewable Energy 12,GOVOK9AG,GOVZVVW2,1,0,GOVE6LD9,1,1153,623576827,61040,2019Q4,eProcure
2018-12-31,387454,488353,MoRD,GOV6fb12d655c77,GOVL36G8,36852,51106,Rural Roads 50,GOVU3D73,GOVGNKL2,0,1,GOV3RCZ7,1,2371,392901040,467645,2022Q4,PFMS
2022-12-25,201161,156430,MeitY,GOV7304e473b3ca,GOVUUWKG,90753,94920,Housing Upgrade 84,GOVOZM4T,GOVVVIVG,0,0,GOVK8IER,0,193,584819,640379,2024Q1,DBT
2023-05-31,361473,174866,MHA,GOV2e3df9d357b2,GOV096PU,6644,294793,Urban Transit 89,GOV32AO7,GOV6EMBO,0,0,GOV3C1UX,0,3413,306281042,852511,2021Q3,PFMS
2022-10-25,380603,174283,MeitY,GOV8a84dfb19aa4,GOVC5B73,484514,462463,Disaster Relief 61,GOVCYF2R,GOVVXB89,1,1,GOV87WMW,1,3595,506210,368004,2022Q1,eProcure
2024-02-18,480897,212054,MoHFW,GOVd177cee8b19c,GOVR0PT7,65999,348562,Digital Health 22,GOVVRMHZ,GOVZOX4Q,0,0,GOVTET5M,0,2908,51644,5791399,2021Q1,CAG
2024-06-24,316822,131351,MeitY,GOVc7cfae3219cc,GOVSFYKA,271477,28382,Skill Training 52,GOVPMYA7,GOVI76GX,1,0,GOV4BMS3,0,1312,42317,52166734,2019Q4,GeM
2023-08-12,394134,89188,MoRD,GOVe285bd6f83dc,GOVPOZJ6,412364454,94533,Disaster Relief 40,GOVJRCMM,GOV850WO,1,0,GOVTJXN8,1,2863,4761902,57586933,2018Q3,GeM
2025-01-28,170604,322145,DoPT,GOV7402145d8302,GOVZOFGS,69773698,374890,Rural Roads 70,GOV48FHV,GOV93FBR,0,1,GOV7K3QR,0,1501,307699010,500911274,2024Q4,GeM
2021-12-30,472897,314333,MeitY,GOV0c1c09a12ea9,GOV7O0PE,95570772,144710,Digital Health 32,GOVQ5ROW,GOVJP3CZ,0,0,GOVTO3J1,1,208,44946136,8811836,2024Q1,eProcure
2018-10-28,459227,412912,MoHUA,GOVe39abb2d4484,GOVWTTQW,45216891,493787,Clean Water 50,GOVURLSM,GOVB3ZVR,0,0,GOVG3OPA,1,1068,4909832,521856,2024Q3,eProcure
2020-11-29,141368,92803,MoRD,GOV13d03392ac4f,GOV9P6D4,660935042,160270,Clean Water 1,GOVGE4T8,GOVE9VCK,0,0,GOV9RD5Q,0,1216,169132,4868236,2025Q1,CAG
2025-12-03,323266,393517,MeitY,GOV92dde842fcd0,GOVTII9D,29418,6947,Digital Health 38,GOVZJ85M,GOVP3MFY,1,1,GOV31610,0,3268,3767392,4739706,2023Q4,PFMS
2025-06-09,115380,133089,MeitY,GOV066fdaf111a9,GOV1Y0T4,537361765,252852,Women Empowerment 89,GOV7WS4I,GOVL1I6B,0,0,GOVOA8PC,0,69,478812,459515558,2020Q1,eProcure
2025-05-22,64673,45946,MeitY,GOVc31118b5b4ec,GOVVZRXD,554095,59381,Farm Support 33,GOV6RVYY,GOVTBRAW,0,1,GOVSY4N4,1,2312,175342046,64591,2024Q3,CPGRAMS
2018-04-24,326659,479898,MOF,GOV919b77280a47,GOVMQZKV,68315119,364691,Skill Training 56,GOV1F7EE,GOVE3BMR,1,0,GOV0UMV8,1,453,19291,456362,2020Q2,CAG
2024-07-24,454643,330531,MoE,GOV560b94661287,GOVSI76U,4104181,24000,Clean Water 6,GOVJ47K8,GOVOS3BU,0,0,GOVQVNHX,0,3200,6377556,74787392,2022Q4,PFMS
2021-05-08,46436,232403,MoRD,GOV4fd5f4576750,GOVSB57Z,168390529,213521,Skill Training 84,GOVZK2QO,GOVZUP49,0,1,GOVIG5BP,0,1217,539397,4782724,2025Q4,CPGRAMS
2019-08-04,74998,98019,MNRE,GOV029b8e1e7876,GOVPUEWD,565476,210628,Disaster Relief 54,GOV0ITPD,GOVM5LNN,0,1,GOVL2K4R,0,3242,843787,6407415,2021Q4,IFMIS
2018-03-06,195866,98993,MoHUA,GOVb2284ae00f58,GOVFQ1J6,527245,250670,Urban Transit 87,GOVYL8RK,GOVELSV9,1,0,GOVV2UIX,0,594,33497,79289420,2026Q2,PFMS
