energy_eff_program_year,energy_eff_program_id,energy_eff_measure_type_code,energy_eff_rebate_amount_inr,energy_eff_participant_count,energy_eff_kwh_savings_first_year,energy_eff_kw_savings_peak,energy_eff_therm_savings_first_year,energy_eff_lifetime_savings_mwh,energy_eff_cost_effectiveness_trc,energy_eff_cost_effectiveness_pac,energy_eff_net_to_gross_ratio,energy_eff_free_ridership_rate,energy_eff_spillover_rate,energy_eff_verification_method_code,energy_eff_evaluation_report_link_id,energy_eff_income_qualification_flag,energy_eff_contractor_network_size,energy_eff_market_transformation_score,energy_eff_measure_installation_time_days
2018,EFF2018-01185,motor,150579.24,46842,22567.94,912.91,110969.82,101.695,1.196,0.743,0.664,0.276,0.228,metered_savings,RPT2018-001185,0,619,34.41,69
2018,EFF2018-01186,ag_pump,80161.82,25058,788614.99,3060.337,86003.79,6942.386,1.026,0.526,0.725,0.014,0.062,engineering,RPT2018-001186,1,34,46.53,173
2019,EFF2019-01187,solar_rooftop,154816.19,22451,584443.53,456.125,316584.36,5343.977,1.179,1.493,0.736,0.104,0.029,onsite,RPT2019-001187,0,219,79.43,68
2023,EFF2023-01188,led,104276.27,21989,52857.65,2450.821,560160.28,541.276,1.239,1.43,0.762,0.0,0.023,onsite,RPT2023-001188,1,469,18.75,155
2023,EFF2023-01189,building_retrofit,120427.93,5099,493269.45,2775.422,447983.01,4535.389,1.811,0.761,0.656,0.093,0.033,onsite,RPT2023-001189,0,608,32.92,93
2019,EFF2019-01190,ag_pump,156852.8,32266,692503.55,3856.509,316540.0,3904.544,1.134,0.651,0.805,0.25,0.061,engineering,RPT2019-001190,0,495,50.06,2
2020,EFF2020-01191,motor,86704.09,20347,742775.65,1659.534,122754.54,8112.685,0.777,1.365,0.863,0.25,0.111,billing_analysis,RPT2020-001191,0,53,49.14,205
2020,EFF2020-01192,led,59337.42,14322,55165.61,3092.806,359227.03,175.799,1.464,0.768,0.842,0.167,0.189,engineering,RPT2020-001192,1,345,12.62,37
2021,EFF2021-01193,motor,190539.66,26557,583808.88,2082.196,310031.23,6239.713,2.33,1.05,0.658,0.038,0.0,engineering,RPT2021-001193,0,410,82.53,179
2018,EFF2018-01194,led,96932.69,8192,464700.38,4441.119,332105.28,959.995,1.666,1.311,0.815,0.182,0.084,billing_analysis,RPT2018-001194,0,269,48.47,5
2019,EFF2019-01195,motor,212560.59,8836,686563.25,3525.879,447904.37,6171.199,0.222,1.246,0.803,0.144,0.039,metered_savings,RPT2019-001195,0,352,57.42,4
2019,EFF2019-01196,insulation,219034.43,30926,769976.41,4052.243,488857.36,2140.829,2.328,1.601,0.743,0.116,0.069,metered_savings,RPT2019-001196,0,494,45.38,208
2021,EFF2021-01197,led,111007.52,43166,16220.09,532.771,548735.94,86.297,0.765,2.088,0.888,0.196,0.14,randomized,RPT2021-001197,0,77,38.35,120
2024,EFF2024-01198,solar_rooftop,224112.02,46612,527218.7,1551.148,306543.64,1683.741,1.178,0.153,0.888,0.02,0.013,metered_savings,RPT2024-001198,1,176,61.83,211
2021,EFF2021-01199,smart_meter,64964.41,40077,612860.23,3909.893,316390.43,1606.092,1.606,1.602,0.738,0.206,0.076,billing_analysis,RPT2021-001199,1,180,44.12,48
2021,EFF2021-01200,insulation,27452.51,6144,75263.19,2003.584,318798.45,852.051,1.857,0.811,0.752,0.242,0.0,randomized,RPT2021-001200,0,263,66.8,3
2025,EFF2025-01201,ag_pump,202283.97,22296,240264.31,1856.263,252418.62,2614.801,1.543,0.05,0.682,0.128,0.166,onsite,RPT2025-001201,1,403,54.88,36
2020,EFF2020-01202,building_retrofit,155081.26,16135,665700.25,3278.844,476824.91,4455.453,1.25,1.076,0.632,0.099,0.061,billing_analysis,RPT2020-001202,0,235,20.49,227
2025,EFF2025-01203,smart_meter,226072.2,42633,77452.67,2672.141,573737.35,756.252,0.5,1.275,0.761,0.109,0.097,onsite,RPT2025-001203,1,540,60.91,10
2023,EFF2023-01204,building_retrofit,103475.52,39312,273745.26,4200.716,484007.44,2155.959,1.845,1.368,0.98,0.282,0.088,randomized,RPT2023-001204,1,365,36.12,147
2024,EFF2024-01205,motor,104262.88,31093,772086.33,2753.568,50216.79,4525.444,1.314,1.697,0.797,0.193,0.092,randomized,RPT2024-001205,1,98,27.74,26
2021,EFF2021-01206,insulation,123147.75,34292,480177.76,3656.123,22338.57,3850.612,0.821,1.035,0.934,0.168,0.032,billing_analysis,RPT2021-001206,0,491,71.48,109
2018,EFF2018-01207,motor,208812.6,2838,328725.82,4377.589,27382.88,3704.483,0.493,0.706,0.98,0.144,0.064,randomized,RPT2018-001207,0,376,53.07,2
2021,EFF2021-01208,motor,234954.4,25553,213412.31,2305.685,538757.85,2190.162,1.576,1.445,0.617,0.141,0.027,randomized,RPT2021-001208,1,528,57.91,94
2025,EFF2025-01209,led,138003.25,9484,709144.15,2483.224,590759.72,7015.569,1.449,0.05,0.779,0.033,0.0,engineering,RPT2025-001209,1,7,85.57,58
2020,EFF2020-01210,motor,171975.84,37299,224808.72,2915.749,480554.57,1860.938,1.805,3.022,0.719,0.0,0.146,billing_analysis,RPT2020-001210,0,518,70.79,206
2025,EFF2025-01211,smart_meter,152031.95,28552,403072.76,2556.235,547381.18,4251.998,1.74,0.418,0.612,0.248,0.074,billing_analysis,RPT2025-001211,0,597,69.85,84
2023,EFF2023-01212,ag_pump,127658.84,18897,615592.03,715.321,156424.78,3209.438,0.935,2.405,0.632,0.14,0.064,billing_analysis,RPT2023-001212,0,107,78.52,13
2020,EFF2020-01213,insulation,23170.5,12544,627667.17,3949.949,520282.7,5675.029,0.918,0.974,0.671,0.063,0.059,randomized,RPT2020-001213,0,102,29.8,157
2020,EFF2020-01214,ag_pump,57557.59,12957,83806.94,1340.66,486457.48,212.851,2.102,1.702,0.715,0.194,0.084,onsite,RPT2020-001214,1,578,59.37,147
2018,EFF2018-01215,ag_pump,88937.7,12975,173864.41,2465.401,480992.21,1502.407,1.249,1.322,0.624,0.239,0.112,metered_savings,RPT2018-001215,0,405,77.13,143
2020,EFF2020-01216,building_retrofit,39997.61,11706,254347.87,1023.453,71058.0,2243.06,0.9,1.003,0.647,0.195,0.243,onsite,RPT2020-001216,0,393,77.65,129
2022,EFF2022-01217,solar_rooftop,173990.56,28035,504882.52,3592.768,398641.67,3624.462,1.57,0.496,0.744,0.382,0.035,randomized,RPT2022-001217,0,533,55.89,188
2022,EFF2022-01218,led,206117.23,39784,766210.29,1135.155,11057.27,5595.402,1.917,1.167,0.777,0.154,0.023,billing_analysis,RPT2022-001218,0,469,56.24,221
2021,EFF2021-01219,building_retrofit,208450.9,40767,579107.66,366.057,513170.06,1402.734,1.725,0.349,0.952,0.086,0.116,onsite,RPT2021-001219,1,401,55.98,148
2021,EFF2021-01220,ag_pump,242780.59,41951,24383.35,4251.899,466695.33,163.639,1.492,1.274,0.836,0.106,0.205,onsite,RPT2021-001220,0,587,46.87,108
2021,EFF2021-01221,led,77972.85,36331,798833.45,3935.164,329595.77,5649.56,0.727,1.326,0.641,0.164,0.168,billing_analysis,RPT2021-001221,1,591,35.61,112
2022,EFF2022-01222,hvac,89652.38,8452,488198.76,77.028,442440.8,4574.63,1.926,0.529,0.655,0.028,0.004,engineering,RPT2022-001222,0,243,55.91,203
2024,EFF2024-01223,ag_pump,70820.62,48666,219777.78,1915.899,27582.84,1745.458,0.93,0.891,0.77,0.141,0.008,billing_analysis,RPT2024-001223,1,111,71.24,21
2018,EFF2018-01224,motor,218066.59,24130,230032.14,90.13,253300.81,602.525,1.563,1.916,0.815,0.157,0.123,onsite,RPT2018-001224,1,597,33.03,36
2020,EFF2020-01225,motor,123571.8,46841,363895.23,515.287,419563.98,1521.954,1.187,1.58,0.835,0.116,0.219,onsite,RPT2020-001225,0,537,57.19,187
2020,EFF2020-01226,led,223171.19,2006,262626.17,3656.724,133099.32,1274.784,1.916,0.993,0.809,0.148,0.206,billing_analysis,RPT2020-001226,1,73,69.64,99
2020,EFF2020-01227,insulation,104699.09,9825,350357.43,2404.061,279354.98,2456.723,1.206,1.96,0.74,0.168,0.097,billing_analysis,RPT2020-001227,0,416,53.15,200
2019,EFF2019-01228,insulation,225189.56,2348,295431.67,3871.702,384173.94,808.738,1.633,2.115,0.76,0.133,0.147,engineering,RPT2019-001228,0,578,57.26,182
2021,EFF2021-01229,smart_meter,127977.33,43678,770060.39,848.764,218882.72,6992.88,1.133,2.792,0.595,0.264,0.051,onsite,RPT2021-001229,1,64,76.44,56
2021,EFF2021-01230,solar_rooftop,204323.3,21934,602791.22,3677.353,131213.69,5376.871,1.049,1.806,0.945,0.096,0.271,metered_savings,RPT2021-001230,1,78,77.31,27
2023,EFF2023-01231,ag_pump,94319.21,18379,498939.16,436.575,578772.93,4849.292,1.693,2.364,0.673,0.21,0.009,onsite,RPT2023-001231,0,329,58.99,91
2020,EFF2020-01232,led,44744.89,1768,280035.12,900.725,558247.35,981.092,0.897,1.523,0.883,0.332,0.063,onsite,RPT2020-001232,0,31,43.67,165
2023,EFF2023-01233,hvac,242321.79,5886,752953.47,2950.17,560778.42,2775.525,1.741,0.572,0.799,0.073,0.064,billing_analysis,RPT2023-001233,1,235,61.23,138
2019,EFF2019-01234,led,102168.73,7870,542554.52,2166.637,217657.5,5820.977,1.669,0.497,0.666,0.215,0.061,billing_analysis,RPT2019-001234,1,12,58.14,101
2019,EFF2019-01235,motor,154429.93,39025,517298.47,1963.138,553182.21,6028.724,1.109,0.81,0.868,0.028,0.086,billing_analysis,RPT2019-001235,0,304,70.12,70
2025,EFF2025-01236,ag_pump,190944.21,41970,646869.36,1857.809,116126.61,1371.615,1.301,0.558,0.779,0.058,0.0,billing_analysis,RPT2025-001236,0,600,52.55,158
2025,EFF2025-01237,insulation,66785.14,41953,683730.16,177.003,178851.39,2807.944,0.542,1.646,0.957,0.16,0.212,engineering,RPT2025-001237,1,170,44.17,112
2018,EFF2018-01238,ag_pump,190103.98,17979,448331.34,3329.224,294694.4,1507.087,1.943,1.96,0.618,0.39,0.103,engineering,RPT2018-001238,1,453,76.18,76
2020,EFF2020-01239,smart_meter,233253.82,19289,16407.24,4290.059,509654.96,73.681,1.562,1.588,0.934,0.143,0.206,billing_analysis,RPT2020-001239,1,479,53.99,178
2024,EFF2024-01240,smart_meter,99120.09,35366,536680.18,889.484,519714.05,1411.504,1.307,1.153,0.864,0.095,0.061,billing_analysis,RPT2024-001240,0,83,40.0,69
2025,EFF2025-01241,building_retrofit,15396.02,38535,795488.95,297.379,164887.66,7919.814,1.118,0.732,0.672,0.236,0.069,billing_analysis,RPT2025-001241,0,555,47.89,73
2023,EFF2023-01242,smart_meter,27981.17,22134,666937.94,1456.961,335638.66,7003.865,0.881,1.326,0.675,0.157,0.093,engineering,RPT2023-001242,1,387,50.44,160
2023,EFF2023-01243,hvac,207381.99,46445,316000.1,1120.987,138575.69,679.165,1.573,0.103,0.69,0.092,0.003,engineering,RPT2023-001243,0,221,76.25,79
2022,EFF2022-01244,hvac,166616.84,40065,361045.03,1072.247,265749.55,4050.048,1.19,1.605,0.4,0.154,0.162,randomized,RPT2022-001244,1,377,79.45,38
2018,EFF2018-01245,building_retrofit,85359.41,29017,665652.12,3512.401,291985.36,2666.804,2.33,1.278,0.893,0.158,0.211,randomized,RPT2018-001245,1,451,54.34,88
2020,EFF2020-01246,building_retrofit,21718.7,33440,399779.24,4212.034,20930.62,3404.022,1.319,0.677,0.57,0.125,0.0,metered_savings,RPT2020-001246,0,338,40.48,177
2023,EFF2023-01247,smart_meter,246151.38,12901,104331.38,3084.712,486523.6,375.322,1.563,0.513,0.698,0.233,0.073,randomized,RPT2023-001247,0,524,43.16,17
2019,EFF2019-01248,hvac,182765.26,28550,111591.16,4116.244,137145.23,1095.014,0.404,1.192,0.98,0.186,0.045,onsite,RPT2019-001248,1,579,74.9,126
2021,EFF2021-01249,ag_pump,177044.55,11503,604073.72,995.416,277704.45,2797.832,0.539,0.971,0.867,0.099,0.186,metered_savings,RPT2021-001249,0,336,62.09,207
2019,EFF2019-01250,motor,131308.96,6981,686249.85,668.112,179104.85,7385.562,1.56,0.685,0.65,0.105,0.09,randomized,RPT2019-001250,0,167,53.69,140
2020,EFF2020-01251,smart_meter,133800.66,316,454309.32,3313.047,24225.1,1415.169,1.519,0.05,0.686,0.218,0.164,randomized,RPT2020-001251,0,435,77.74,132
2023,EFF2023-01252,motor,40737.58,36452,84121.03,2091.425,129296.79,658.699,1.404,1.842,0.799,0.031,0.064,randomized,RPT2023-001252,0,525,82.83,215
2020,EFF2020-01253,smart_meter,194305.09,27448,760142.85,2446.967,211835.67,8462.247,0.271,0.515,0.946,0.08,0.0,onsite,RPT2020-001253,0,219,65.24,226
2024,EFF2024-01254,hvac,154491.28,9066,782326.33,1466.747,459442.81,6839.315,1.177,1.249,0.658,0.19,0.194,engineering,RPT2024-001254,1,520,36.8,73
2018,EFF2018-01255,building_retrofit,222484.93,41465,565388.63,662.299,585099.38,3706.458,0.796,1.195,0.843,0.04,0.018,onsite,RPT2018-001255,0,94,45.98,39
2024,EFF2024-01256,hvac,193920.37,26567,302340.38,610.185,490136.65,2302.339,2.132,0.627,0.632,0.09,0.032,metered_savings,RPT2024-001256,0,45,48.01,75
2022,EFF2022-01257,insulation,94407.42,21180,772445.12,1840.931,443291.04,8991.723,1.912,0.583,0.544,0.353,0.185,metered_savings,RPT2022-001257,0,617,76.32,236
2020,EFF2020-01258,solar_rooftop,180840.63,42864,262265.05,2260.798,83839.71,2428.829,0.495,0.954,0.823,0.086,0.088,onsite,RPT2020-001258,1,499,24.62,73
2025,EFF2025-01259,solar_rooftop,29838.29,37395,18672.86,2759.158,43524.94,141.436,1.389,1.093,0.662,0.0,0.098,randomized,RPT2025-001259,1,175,70.78,12
2021,EFF2021-01260,hvac,115638.82,44814,398222.57,2711.387,52455.99,2487.415,2.118,1.841,0.769,0.122,0.119,onsite,RPT2021-001260,0,41,77.28,103
2019,EFF2019-01261,motor,81216.16,44484,597867.58,2948.668,341667.55,4440.586,2.112,1.793,0.853,0.0,0.093,onsite,RPT2019-001261,1,579,55.21,27
2018,EFF2018-01262,motor,71067.82,12402,216689.11,464.547,444865.45,1847.392,1.073,1.615,0.739,0.138,0.224,billing_analysis,RPT2018-001262,0,606,76.88,147
2025,EFF2025-01263,smart_meter,135271.22,37312,514057.71,653.034,273975.54,3125.913,1.003,1.781,0.76,0.229,0.192,engineering,RPT2025-001263,1,460,31.91,45
2019,EFF2019-01264,hvac,50802.8,48001,202727.19,2580.859,117359.39,1493.911,1.244,1.662,0.784,0.041,0.065,metered_savings,RPT2019-001264,1,23,49.28,180
2024,EFF2024-01265,ag_pump,127488.16,18123,389312.99,3052.423,79760.79,2904.36,1.087,0.924,0.845,0.209,0.127,billing_analysis,RPT2024-001265,1,421,29.22,114
2024,EFF2024-01266,hvac,173388.49,42068,55801.2,1210.035,13437.74,620.993,1.356,2.226,0.843,0.144,0.09,randomized,RPT2024-001266,0,522,57.79,230
2025,EFF2025-01267,solar_rooftop,115222.29,28283,238094.34,2678.735,84441.78,1738.522,1.474,0.526,0.937,0.138,0.238,randomized,RPT2025-001267,1,475,36.19,116
2018,EFF2018-01268,building_retrofit,120100.88,7368,568928.93,3113.972,13060.99,1875.661,1.168,2.075,0.751,0.291,0.057,billing_analysis,RPT2018-001268,0,288,100.0,120
2018,EFF2018-01269,hvac,18634.95,33863,520617.48,2686.651,201873.6,5962.808,1.122,1.341,0.6,0.114,0.0,metered_savings,RPT2018-001269,0,635,40.01,140
2020,EFF2020-01270,insulation,20442.77,17149,411040.9,4408.744,441416.56,1294.966,1.163,1.204,0.973,0.252,0.227,onsite,RPT2020-001270,1,350,55.44,221
2024,EFF2024-01271,solar_rooftop,65662.39,13610,315787.4,40.768,342007.48,3122.869,1.248,2.221,0.636,0.161,0.076,engineering,RPT2024-001271,1,178,61.29,221
2022,EFF2022-01272,led,207839.4,11095,415078.05,2421.099,121521.45,4542.687,0.328,0.569,0.576,0.154,0.018,billing_analysis,RPT2022-001272,0,265,58.93,73
2022,EFF2022-01273,solar_rooftop,214379.48,16153,210127.34,2971.548,206366.84,1866.206,2.017,0.306,0.751,0.074,0.192,onsite,RPT2022-001273,0,27,29.26,148
2025,EFF2025-01274,smart_meter,123786.1,8300,621973.24,2543.907,270622.0,5441.384,1.976,1.51,0.715,0.185,0.0,onsite,RPT2025-001274,0,457,24.96,7
2018,EFF2018-01275,led,177256.89,33246,766065.78,2868.464,5888.92,3154.82,1.165,1.099,0.692,0.231,0.101,randomized,RPT2018-001275,0,150,51.51,21
2022,EFF2022-01276,building_retrofit,97526.43,31655,67921.39,2558.365,466334.91,164.295,1.278,1.765,0.904,0.0,0.0,billing_analysis,RPT2022-001276,1,249,51.85,89
2019,EFF2019-01277,solar_rooftop,170402.02,48008,113660.6,1536.107,491680.89,1340.794,1.429,1.769,0.714,0.132,0.079,randomized,RPT2019-001277,0,377,79.3,233
2021,EFF2021-01278,building_retrofit,130889.0,14370,427660.35,839.035,555867.17,4039.781,1.433,1.673,0.828,0.089,0.088,onsite,RPT2021-001278,1,641,60.81,209
2019,EFF2019-01279,motor,59048.37,46495,295719.29,1222.854,226759.5,2307.002,0.597,1.398,0.815,0.051,0.166,engineering,RPT2019-001279,0,279,43.09,57
2019,EFF2019-01280,solar_rooftop,116078.12,29903,429068.3,42.604,568018.99,4809.681,0.406,0.365,0.802,0.06,0.159,metered_savings,RPT2019-001280,0,255,43.61,184
2019,EFF2019-01281,ag_pump,55140.02,547,286546.58,2438.491,350939.76,2904.639,1.215,0.383,0.762,0.247,0.0,billing_analysis,RPT2019-001281,1,170,33.48,106
2022,EFF2022-01282,smart_meter,165487.81,20981,319651.43,3118.885,473971.15,1058.897,1.271,1.635,0.819,0.0,0.019,metered_savings,RPT2022-001282,0,640,49.41,109
2022,EFF2022-01283,solar_rooftop,100269.47,19253,352282.37,2735.968,69394.59,2934.561,1.852,0.333,0.98,0.095,0.149,randomized,RPT2022-001283,0,464,63.13,233
2023,EFF2023-01284,motor,232307.28,41295,674786.79,4402.93,167786.12,1784.309,1.182,0.49,0.856,0.185,0.0,onsite,RPT2023-001284,0,416,48.77,127
2022,EFF2022-01285,hvac,215809.26,1784,202676.41,2042.411,165514.96,579.666,0.939,0.879,0.716,0.049,0.112,billing_analysis,RPT2022-001285,1,269,35.34,218
2023,EFF2023-01286,motor,239145.44,6846,541374.66,740.279,183202.9,3585.083,0.706,1.007,0.697,0.119,0.035,metered_savings,RPT2023-001286,1,238,70.4,13
2025,EFF2025-01287,building_retrofit,137953.08,45446,217747.01,1399.288,160359.75,1334.557,1.221,0.955,0.641,0.072,0.144,randomized,RPT2025-001287,1,281,100.0,103
2019,EFF2019-01288,smart_meter,178870.27,20725,339355.43,895.364,73145.83,4034.615,1.462,0.339,0.647,0.0,0.052,randomized,RPT2019-001288,0,545,41.25,183
2021,EFF2021-01289,hvac,230882.07,14180,654409.0,1277.082,481231.84,3003.873,1.472,1.369,0.581,0.0,0.009,billing_analysis,RPT2021-001289,0,483,41.6,20
2020,EFF2020-01290,solar_rooftop,151182.74,29711,601843.32,681.508,572134.08,3376.421,0.785,0.674,0.658,0.23,0.049,randomized,RPT2020-001290,1,87,16.17,140
2020,EFF2020-01291,smart_meter,134120.89,47935,751374.18,748.931,91227.42,2323.646,1.922,0.985,0.98,0.143,0.117,engineering,RPT2020-001291,0,602,67.06,106
2025,EFF2025-01292,smart_meter,141858.19,33380,469468.58,2020.541,104941.08,2396.785,0.654,1.042,0.91,0.111,0.123,billing_analysis,RPT2025-001292,1,18,46.35,14
2018,EFF2018-01293,building_retrofit,101927.3,31624,130008.05,805.185,588737.53,1458.416,1.093,0.455,0.781,0.15,0.042,randomized,RPT2018-001293,1,380,52.04,170
2025,EFF2025-01294,ag_pump,29524.7,37937,781756.34,1764.895,419889.8,9355.585,1.645,1.694,0.832,0.151,0.058,engineering,RPT2025-001294,0,559,79.58,1
2019,EFF2019-01295,motor,86792.57,14531,776218.66,428.593,365629.02,4673.917,1.169,1.57,0.757,0.147,0.089,metered_savings,RPT2019-001295,0,108,58.29,238
2018,EFF2018-01296,hvac,206684.76,13242,433547.41,3494.507,30779.75,3603.445,1.314,0.973,0.831,0.104,0.046,randomized,RPT2018-001296,1,257,45.31,41
2023,EFF2023-01297,smart_meter,202686.61,987,435906.55,156.291,444811.71,2818.916,0.724,1.081,0.757,0.104,0.117,billing_analysis,RPT2023-001297,0,255,48.92,41
2022,EFF2022-01298,smart_meter,11495.42,17334,710836.17,1262.536,468867.18,8207.003,1.325,1.507,0.81,0.268,0.0,engineering,RPT2022-001298,0,317,63.89,230
2020,EFF2020-01299,motor,140304.59,9,60376.57,4201.144,587649.89,395.343,2.736,1.22,0.816,0.129,0.155,billing_analysis,RPT2020-001299,1,577,74.4,123
2022,EFF2022-01300,smart_meter,165558.52,14545,509044.06,3842.834,346242.73,3367.374,1.028,0.636,0.81,0.0,0.027,onsite,RPT2022-001300,0,486,48.87,36
2025,EFF2025-01301,led,249456.53,41276,426588.14,2730.42,3608.57,2481.132,1.811,1.768,0.873,0.207,0.085,metered_savings,RPT2025-001301,0,389,47.79,44
2019,EFF2019-01302,led,76756.1,30071,198454.24,2440.842,569081.51,1354.37,1.501,0.482,0.685,0.102,0.143,metered_savings,RPT2019-001302,1,168,45.14,79
2023,EFF2023-01303,hvac,239570.86,48130,277697.4,324.792,590665.22,667.639,0.433,0.865,0.855,0.149,0.068,engineering,RPT2023-001303,1,542,31.01,13
2022,EFF2022-01304,smart_meter,42911.2,528,294623.06,1159.73,570973.46,1687.47,2.118,0.702,0.826,0.085,0.114,randomized,RPT2022-001304,1,75,51.98,39
2023,EFF2023-01305,smart_meter,63872.46,9643,502691.91,2097.349,560274.5,4559.954,1.496,1.759,0.767,0.15,0.154,metered_savings,RPT2023-001305,1,396,75.2,141
2020,EFF2020-01306,motor,2065.58,42876,257945.18,45.502,13014.39,584.574,1.289,1.214,0.749,0.17,0.14,randomized,RPT2020-001306,1,242,17.55,225
2025,EFF2025-01307,motor,149227.45,19739,441187.25,4466.873,531643.37,2501.384,1.772,0.052,0.778,0.16,0.084,billing_analysis,RPT2025-001307,1,501,81.05,223
2024,EFF2024-01308,building_retrofit,208361.32,14943,639871.46,4073.187,590658.5,5554.771,1.812,0.968,0.796,0.162,0.013,metered_savings,RPT2024-001308,1,116,52.93,61
2025,EFF2025-01309,led,93604.25,11448,760653.63,1958.627,563857.11,8639.414,0.984,0.929,0.672,0.112,0.224,onsite,RPT2025-001309,1,595,54.35,110
2025,EFF2025-01310,motor,54127.04,25592,235522.99,4481.342,421042.21,2779.419,1.571,1.997,0.771,0.11,0.145,billing_analysis,RPT2025-001310,0,445,24.22,182
2024,EFF2024-01311,ag_pump,209405.4,37423,425665.64,774.804,460442.81,3637.208,1.176,0.502,0.671,0.048,0.206,billing_analysis,RPT2024-001311,1,538,82.59,151
2025,EFF2025-01312,led,184994.34,12449,796287.75,1030.723,407426.77,7248.971,1.465,1.114,0.899,0.164,0.194,engineering,RPT2025-001312,0,648,32.09,186
2018,EFF2018-01313,motor,246602.5,28116,329961.9,1296.409,135788.4,3230.0,1.277,0.231,0.665,0.179,0.177,onsite,RPT2018-001313,1,542,77.27,58
2019,EFF2019-01314,solar_rooftop,122860.96,31407,524224.12,289.519,544455.02,5568.16,0.848,2.413,0.522,0.161,0.123,billing_analysis,RPT2019-001314,1,47,71.2,102
2024,EFF2024-01315,solar_rooftop,4530.22,21140,735532.15,2186.075,33052.86,5964.503,0.881,0.113,0.797,0.114,0.077,metered_savings,RPT2024-001315,1,491,56.37,66
2023,EFF2023-01316,insulation,50655.68,49641,795914.71,3737.439,435996.46,2701.611,1.639,1.262,0.635,0.0,0.119,billing_analysis,RPT2023-001316,1,38,60.17,40
2019,EFF2019-01317,building_retrofit,188612.73,34246,606864.99,1171.43,81133.39,6814.626,1.186,0.534,0.723,0.178,0.014,onsite,RPT2019-001317,0,336,71.79,122
2025,EFF2025-01318,hvac,71533.78,38173,768795.42,1148.909,237662.66,2645.223,0.1,1.489,0.603,0.191,0.06,billing_analysis,RPT2025-001318,1,347,20.9,166
2021,EFF2021-01319,ag_pump,131020.86,45171,164320.1,2999.863,124607.01,872.163,0.1,0.875,0.602,0.045,0.001,billing_analysis,RPT2021-001319,0,221,43.69,210
2025,EFF2025-01320,insulation,81956.8,17321,276161.19,2696.495,456008.12,1283.298,1.791,1.027,0.696,0.047,0.16,billing_analysis,RPT2025-001320,0,523,66.4,29
2019,EFF2019-01321,solar_rooftop,231115.84,16718,107269.17,835.952,239334.01,260.26,2.29,1.686,0.753,0.088,0.0,engineering,RPT2019-001321,1,163,28.2,192
2023,EFF2023-01322,smart_meter,161919.55,38919,316216.79,1220.542,136640.97,2090.178,1.769,0.999,0.799,0.141,0.168,metered_savings,RPT2023-001322,1,274,55.23,160
2022,EFF2022-01323,solar_rooftop,79616.35,47287,302574.43,4296.13,391034.55,3103.243,1.989,1.959,0.855,0.263,0.12,onsite,RPT2022-001323,1,167,37.57,37
2024,EFF2024-01324,motor,48937.05,3649,134235.65,2012.613,286842.81,590.951,1.625,0.05,0.918,0.243,0.103,onsite,RPT2024-001324,0,436,80.98,204
2023,EFF2023-01325,motor,140289.5,41209,730849.55,3278.667,286157.1,4204.714,0.808,0.05,0.645,0.077,0.061,engineering,RPT2023-001325,0,588,47.84,77
