safe_survey_survey_wave_id,safe_survey_respondent_household_id,safe_survey_perceived_safety_night_score,safe_survey_perceived_safety_day_score,safe_survey_victimization_any_flag,safe_survey_victimization_property_flag,safe_survey_victimization_violent_flag,safe_survey_reporting_to_police_flag,safe_survey_reason_not_reported_code,safe_survey_trust_in_police_score,safe_survey_fear_of_crime_index,safe_survey_neighborhood_disorder_index,safe_survey_social_cohesion_score,safe_survey_collective_efficacy_score,safe_survey_gun_heard_frequency,safe_survey_drug_activity_observed_frequency,safe_survey_lighting_adequacy_score,safe_survey_public_space_usage_score,safe_survey_survey_mode_type,safe_survey_weight_calibration_factor
WAVE026,HH000001225,8,6,0,0,0,0,TOO_MINOR,7,0.8308,0.8917,0.5702,0.3132,NEVER,NEVER,3,0.0499,WEB,1.332358
WAVE027,HH000001226,10,6,0,0,0,1,NOT_APPLICABLE,4,0.5662,0.9761,0.7926,0.6667,SOMETIMES,RARELY,1,0.3371,WEB,0.87464
WAVE028,HH000001227,8,2,0,0,0,0,NOT_APPLICABLE,4,0.9643,0.3134,0.2596,0.511,RARELY,RARELY,8,0.7352,WEB,0.799368
WAVE029,HH000001228,2,3,0,0,0,1,NO_TIME,0,0.8671,0.3255,0.5226,0.3348,RARELY,NEVER,9,0.4619,PHONE,0.944125
WAVE030,HH000001229,8,9,0,0,0,0,NOT_APPLICABLE,1,0.2253,0.5775,0.1103,0.1235,NEVER,RARELY,0,0.6642,PHONE,1.993298
WAVE031,HH000001230,4,8,0,0,0,1,NO_TIME,10,0.7614,0.9812,0.9894,0.2646,OFTEN,SOMETIMES,7,0.431,MAIL,0.515144
WAVE032,HH000001231,0,0,0,1,0,0,NO_TRUST,2,0.1245,0.8163,0.4951,0.9503,NEVER,NEVER,0,0.7498,MAIL,1.408373
WAVE033,HH000001232,6,6,1,0,0,1,NOT_APPLICABLE,2,0.6975,0.4204,0.9734,0.6298,NEVER,SOMETIMES,4,0.0061,WEB,0.810219
WAVE034,HH000001233,6,3,0,0,0,0,NO_TRUST,9,0.7156,0.9551,0.3761,0.2909,RARELY,RARELY,4,0.9167,WEB,1.864056
WAVE035,HH000001234,1,4,0,0,0,1,NO_TRUST,4,0.0862,0.9408,0.3148,0.0573,NEVER,NEVER,8,0.1581,PHONE,1.56639
WAVE036,HH000001235,4,1,0,1,0,1,FEAR_RETALIATION,9,0.5251,0.3545,0.7824,0.1451,NEVER,NEVER,3,0.2308,PHONE,1.713886
WAVE037,HH000001236,1,1,1,0,0,0,NOT_APPLICABLE,10,0.3953,0.2397,0.7615,0.6027,RARELY,NEVER,5,0.2501,PHONE,0.373349
WAVE038,HH000001237,6,5,1,0,0,0,NOT_APPLICABLE,4,0.9951,0.8623,0.6819,0.0383,NEVER,RARELY,0,0.9564,PHONE,0.744405
WAVE039,HH000001238,0,0,1,0,0,0,NOT_APPLICABLE,0,0.5087,0.8804,0.6367,0.7112,SOMETIMES,SOMETIMES,8,0.495,MAIL,1.195025
WAVE040,HH000001239,1,2,0,0,1,1,OTHER,5,0.2638,0.8984,0.9788,0.3104,RARELY,NEVER,5,0.2505,PHONE,1.5309
WAVE001,HH000001240,9,4,0,0,0,1,OTHER,3,0.1207,0.653,0.1409,0.2133,SOMETIMES,NEVER,8,0.9641,PHONE,1.700681
WAVE002,HH000001241,2,4,0,0,0,0,NO_TIME,6,0.0274,0.4787,0.5301,0.1281,RARELY,RARELY,9,0.661,WEB,2.496018
WAVE003,HH000001242,2,0,0,0,1,1,NOT_APPLICABLE,1,0.7587,0.4804,0.8192,0.3101,RARELY,SOMETIMES,2,0.7429,IN_PERSON,1.884818
WAVE004,HH000001243,7,6,0,0,0,0,NOT_APPLICABLE,0,0.7466,0.6186,0.2279,0.2769,NEVER,RARELY,4,0.5393,WEB,0.826644
WAVE005,HH000001244,3,1,1,0,0,1,NOT_APPLICABLE,0,0.31,0.9656,0.9273,0.3967,RARELY,SOMETIMES,10,0.9397,WEB,1.491508
WAVE006,HH000001245,2,10,0,0,1,0,NO_TRUST,9,0.7061,0.0779,0.9853,0.2557,NEVER,SOMETIMES,1,0.3735,WEB,2.956914
WAVE007,HH000001246,3,1,0,0,0,1,NOT_APPLICABLE,5,0.8246,0.5607,0.1337,0.1088,NEVER,RARELY,6,0.8117,WEB,1.868812
WAVE008,HH000001247,10,6,0,0,0,0,NOT_APPLICABLE,6,0.9307,0.8024,0.3247,0.9104,NEVER,NEVER,8,0.339,WEB,2.364935
WAVE009,HH000001248,6,4,0,0,0,1,NOT_APPLICABLE,0,0.0418,0.6658,0.2443,0.4302,NEVER,SOMETIMES,3,0.2379,WEB,2.576993
WAVE010,HH000001249,5,10,0,1,0,0,NO_TRUST,10,0.8937,0.0885,0.4047,0.6147,NEVER,NEVER,8,0.6027,WEB,2.173698
WAVE011,HH000001250,1,8,0,1,0,1,NO_TRUST,4,0.2457,0.1723,0.3281,0.3903,NEVER,NEVER,3,0.8251,PHONE,1.20812
WAVE012,HH000001251,4,3,1,1,0,1,TOO_MINOR,5,0.9932,0.6399,0.9315,0.2158,NEVER,RARELY,0,0.7167,MAIL,1.322944
WAVE013,HH000001252,3,0,1,0,0,0,NOT_APPLICABLE,1,0.0149,0.7478,0.0274,0.9245,SOMETIMES,NEVER,5,0.7577,PHONE,2.21909
WAVE014,HH000001253,4,1,0,1,0,0,NOT_APPLICABLE,8,0.7596,0.1976,0.5684,0.4716,RARELY,NEVER,9,0.4205,WEB,2.380242
WAVE015,HH000001254,4,5,0,1,1,0,NOT_APPLICABLE,4,0.924,0.3903,0.1034,0.8224,NEVER,RARELY,8,0.861,WEB,2.413515
WAVE016,HH000001255,2,3,0,0,1,1,NOT_APPLICABLE,10,0.7793,0.9313,0.0184,0.4837,RARELY,NEVER,9,0.3782,PHONE,1.378857
WAVE017,HH000001256,7,7,0,0,0,1,NO_TIME,10,0.3425,0.0307,0.8159,0.3083,RARELY,NEVER,2,0.9969,WEB,0.940638
WAVE018,HH000001257,10,7,0,1,0,1,NOT_APPLICABLE,8,0.84,0.7814,0.3189,0.4169,SOMETIMES,RARELY,2,0.8113,MAIL,0.936266
WAVE019,HH000001258,1,1,0,0,1,1,NOT_APPLICABLE,2,0.4551,0.6847,0.9351,0.5055,NEVER,NEVER,7,0.5662,PHONE,0.566715
WAVE020,HH000001259,8,9,0,0,0,1,NOT_APPLICABLE,4,0.0152,0.6737,0.2129,0.1831,RARELY,NEVER,3,0.9895,WEB,1.762442
WAVE021,HH000001260,0,3,0,0,0,0,NOT_APPLICABLE,2,0.8135,0.4046,0.1745,0.9027,RARELY,NEVER,10,0.0272,PHONE,1.393203
WAVE022,HH000001261,8,6,0,0,0,1,TOO_MINOR,5,0.3176,0.6083,0.149,0.3312,NEVER,NEVER,7,0.3087,MAIL,2.519183
WAVE023,HH000001262,5,3,1,0,0,1,NOT_APPLICABLE,1,0.1397,0.1205,0.1766,0.9075,OFTEN,RARELY,8,0.1405,MAIL,1.875452
WAVE024,HH000001263,3,1,0,1,0,1,TOO_MINOR,8,0.1199,0.9577,0.2282,0.8067,NEVER,RARELY,10,0.3014,MAIL,2.182329
WAVE025,HH000001264,2,9,0,0,0,1,NOT_APPLICABLE,6,0.2201,0.0896,0.5308,0.7051,OFTEN,NEVER,0,0.8314,PHONE,0.7025
WAVE026,HH000001265,0,5,0,1,0,0,NOT_APPLICABLE,3,0.8403,0.2312,0.1432,0.7638,NEVER,RARELY,10,0.0878,WEB,0.410049
WAVE027,HH000001266,3,3,0,0,0,1,TOO_MINOR,6,0.295,0.9702,0.8861,0.5333,NEVER,NEVER,5,0.2328,WEB,0.71404
WAVE028,HH000001267,1,4,1,0,0,1,NO_TRUST,6,0.0807,0.3948,0.0652,0.4968,NEVER,NEVER,5,0.4248,MAIL,1.545235
WAVE029,HH000001268,1,4,0,0,0,0,TOO_MINOR,3,0.6131,0.9368,0.4378,0.3398,NEVER,SOMETIMES,2,0.4671,MAIL,2.235794
WAVE030,HH000001269,0,10,0,0,0,0,NO_TIME,4,0.7752,0.9873,0.1928,0.0664,OFTEN,NEVER,6,0.8099,PHONE,2.008866
WAVE031,HH000001270,1,10,1,1,0,0,FEAR_RETALIATION,7,0.7343,0.6868,0.8015,0.9771,OFTEN,NEVER,9,0.513,MAIL,1.043231
WAVE032,HH000001271,6,6,0,0,1,0,NOT_APPLICABLE,9,0.4017,0.9473,0.0059,0.3248,SOMETIMES,RARELY,6,0.3139,WEB,2.225885
WAVE033,HH000001272,9,10,0,0,0,0,NO_TIME,6,0.9692,0.475,0.512,0.5433,RARELY,RARELY,4,0.9533,WEB,1.435237
WAVE034,HH000001273,9,7,0,0,0,1,FEAR_RETALIATION,5,0.7944,0.1551,0.7665,0.003,RARELY,OFTEN,1,0.2806,IN_PERSON,2.307089
WAVE035,HH000001274,5,10,0,0,0,1,NOT_APPLICABLE,0,0.1831,0.2759,0.1436,0.2182,RARELY,NEVER,9,0.6357,IN_PERSON,2.456783
WAVE036,HH000001275,1,2,0,0,0,0,FEAR_RETALIATION,0,0.3042,0.2491,0.5796,0.6874,NEVER,SOMETIMES,9,0.2988,MAIL,2.37286
WAVE037,HH000001276,9,9,0,0,0,1,TOO_MINOR,3,0.2241,0.2165,0.3269,0.5457,SOMETIMES,OFTEN,3,0.6146,MAIL,0.624114
WAVE038,HH000001277,3,1,0,0,0,0,NO_TRUST,6,0.9189,0.8664,0.9728,0.2555,OFTEN,SOMETIMES,8,0.1229,WEB,2.032701
WAVE039,HH000001278,5,10,0,0,0,0,NOT_APPLICABLE,3,0.7713,0.9263,0.4265,0.6001,RARELY,NEVER,2,0.1833,IN_PERSON,2.648355
WAVE040,HH000001279,2,3,1,0,0,0,NO_TRUST,2,0.6148,0.7285,0.3778,0.6847,NEVER,NEVER,2,0.9573,PHONE,1.946941
WAVE001,HH000001280,2,8,1,0,0,1,TOO_MINOR,2,0.4685,0.7062,0.8345,0.1697,NEVER,NEVER,4,0.0222,WEB,2.533887
WAVE002,HH000001281,8,8,0,0,0,1,NOT_APPLICABLE,5,0.7926,0.0337,0.9557,0.997,NEVER,SOMETIMES,1,0.4849,WEB,1.546904
WAVE003,HH000001282,0,10,1,1,0,1,NOT_APPLICABLE,7,0.4303,0.0683,0.9875,0.0201,NEVER,NEVER,2,0.8436,MAIL,2.512117
WAVE004,HH000001283,9,3,1,0,0,1,NOT_APPLICABLE,2,0.0949,0.41,0.1367,0.7668,RARELY,NEVER,6,0.5321,MAIL,0.443249
WAVE005,HH000001284,2,2,0,0,0,1,OTHER,7,0.1681,0.0829,0.2956,0.8459,NEVER,RARELY,9,0.8315,MAIL,0.372512
WAVE006,HH000001285,1,2,0,1,0,0,FEAR_RETALIATION,1,0.9085,0.682,0.6937,0.6983,OFTEN,SOMETIMES,10,0.5457,IN_PERSON,0.574901
WAVE007,HH000001286,0,3,0,1,0,1,FEAR_RETALIATION,0,0.944,0.8933,0.4718,0.4278,OFTEN,RARELY,10,0.0579,WEB,1.812117
WAVE008,HH000001287,5,0,0,0,1,1,FEAR_RETALIATION,0,0.2072,0.4555,0.8337,0.5588,NEVER,NEVER,3,0.9649,WEB,0.461641
WAVE009,HH000001288,9,8,0,0,0,0,NOT_APPLICABLE,0,0.2338,0.4016,0.9777,0.8953,RARELY,RARELY,0,0.0209,MAIL,2.425556
WAVE010,HH000001289,1,10,1,0,1,1,FEAR_RETALIATION,7,0.2117,0.8426,0.1455,0.4681,NEVER,RARELY,0,0.7771,WEB,0.665242
WAVE011,HH000001290,0,2,0,0,0,1,FEAR_RETALIATION,7,0.768,0.9928,0.4046,0.8763,NEVER,NEVER,1,0.2614,WEB,0.653342
WAVE012,HH000001291,6,3,0,0,1,0,NOT_APPLICABLE,10,0.2072,0.9769,0.6127,0.0683,SOMETIMES,SOMETIMES,7,0.9966,WEB,0.985102
WAVE013,HH000001292,8,10,0,1,0,0,OTHER,2,0.0336,0.3864,0.1248,0.7069,NEVER,NEVER,9,0.8968,PHONE,1.71827
WAVE014,HH000001293,4,8,1,1,0,1,NO_TRUST,8,0.2406,0.7051,0.5567,0.7326,NEVER,NEVER,0,0.9056,WEB,1.788485
WAVE015,HH000001294,1,10,0,1,0,1,NOT_APPLICABLE,1,0.0543,0.245,0.1466,0.1938,NEVER,OFTEN,6,0.7374,IN_PERSON,1.725804
WAVE016,HH000001295,4,4,0,1,0,0,NOT_APPLICABLE,8,0.6473,0.4035,0.898,0.0553,RARELY,SOMETIMES,10,0.0238,MAIL,0.524042
WAVE017,HH000001296,1,0,0,0,0,0,TOO_MINOR,8,0.0393,0.7588,0.5907,0.378,RARELY,RARELY,9,0.5525,PHONE,0.748763
WAVE018,HH000001297,5,5,1,0,0,0,NOT_APPLICABLE,3,0.0062,0.3282,0.1253,0.6927,NEVER,SOMETIMES,0,0.5246,WEB,1.690084
WAVE019,HH000001298,2,5,0,0,0,1,TOO_MINOR,5,0.9598,0.5993,0.143,0.3114,NEVER,NEVER,9,0.2702,PHONE,1.615703
WAVE020,HH000001299,5,2,0,0,0,0,TOO_MINOR,10,0.5686,0.5918,0.1114,0.2588,SOMETIMES,NEVER,1,0.1175,IN_PERSON,2.775635
WAVE021,HH000001300,6,3,0,1,0,1,TOO_MINOR,7,0.6017,0.492,0.0478,0.6882,RARELY,RARELY,7,0.8325,PHONE,0.606845
WAVE022,HH000001301,2,4,1,1,0,0,NO_TRUST,0,0.1569,0.4356,0.7787,0.7961,NEVER,NEVER,8,0.7249,PHONE,2.2831
WAVE023,HH000001302,3,2,0,0,0,0,NOT_APPLICABLE,10,0.0208,0.9198,0.1247,0.9446,RARELY,RARELY,9,0.6792,MAIL,1.204032
WAVE024,HH000001303,7,4,1,1,0,1,NOT_APPLICABLE,9,0.7067,0.7279,0.4803,0.204,RARELY,RARELY,4,0.8731,PHONE,2.359187
WAVE025,HH000001304,8,3,1,0,0,1,FEAR_RETALIATION,9,0.8269,0.2988,0.9166,0.4014,OFTEN,SOMETIMES,5,0.5871,WEB,2.901955
WAVE026,HH000001305,7,8,1,0,0,1,FEAR_RETALIATION,3,0.3625,0.9839,0.6553,0.5337,SOMETIMES,NEVER,2,0.2889,IN_PERSON,0.489918
WAVE027,HH000001306,1,7,0,0,0,0,TOO_MINOR,1,0.492,0.9772,0.1739,0.6785,NEVER,RARELY,10,0.0827,WEB,0.970311
WAVE028,HH000001307,5,10,1,0,1,0,NO_TRUST,4,0.1917,0.7367,0.8458,0.1708,NEVER,SOMETIMES,7,0.9099,WEB,0.725407
WAVE029,HH000001308,8,4,0,0,0,0,NOT_APPLICABLE,8,0.3286,0.3484,0.2371,0.1935,NEVER,RARELY,3,0.7552,MAIL,2.378115
WAVE030,HH000001309,5,7,0,0,0,1,NOT_APPLICABLE,2,0.1003,0.3424,0.4508,0.0227,NEVER,NEVER,9,0.827,WEB,0.896642
WAVE031,HH000001310,9,4,1,1,1,0,NO_TIME,5,0.3853,0.5083,0.4614,0.5232,RARELY,RARELY,8,0.8533,WEB,0.708882
WAVE032,HH000001311,8,1,0,1,0,1,NOT_APPLICABLE,5,0.0391,0.6903,0.3873,0.8874,RARELY,NEVER,3,0.8917,IN_PERSON,2.666392
WAVE033,HH000001312,6,7,0,0,0,0,NO_TRUST,0,0.5794,0.649,0.9538,0.4743,NEVER,RARELY,9,0.2305,WEB,2.769559
WAVE034,HH000001313,5,1,0,0,0,0,OTHER,10,0.235,0.7198,0.6933,0.3143,SOMETIMES,NEVER,5,0.3738,PHONE,1.480975
WAVE035,HH000001314,7,2,0,0,0,0,NOT_APPLICABLE,8,0.0129,0.172,0.6729,0.2934,OFTEN,RARELY,1,0.8481,PHONE,1.763157
WAVE036,HH000001315,3,0,0,0,1,0,NOT_APPLICABLE,0,0.8648,0.8584,0.1725,0.6336,NEVER,NEVER,8,0.1146,WEB,1.165147
WAVE037,HH000001316,8,2,1,0,0,1,NOT_APPLICABLE,2,0.883,0.0343,0.3369,0.5113,RARELY,OFTEN,9,0.6981,WEB,2.090855
WAVE038,HH000001317,6,9,0,0,0,0,NOT_APPLICABLE,10,0.3841,0.6789,0.3014,0.4146,NEVER,NEVER,9,0.5801,WEB,1.706733
WAVE039,HH000001318,3,9,1,0,0,0,NOT_APPLICABLE,1,0.2274,0.8043,0.1145,0.1163,RARELY,NEVER,8,0.5979,WEB,1.776008
WAVE040,HH000001319,7,6,0,0,1,1,NOT_APPLICABLE,6,0.4003,0.3811,0.9581,0.8855,NEVER,NEVER,1,0.124,PHONE,1.900183
WAVE001,HH000001320,5,10,0,0,0,1,NO_TRUST,2,0.3368,0.7301,0.9708,0.6186,NEVER,NEVER,10,0.0369,PHONE,2.398529
WAVE002,HH000001321,2,0,0,0,0,1,FEAR_RETALIATION,4,0.0927,0.3588,0.5489,0.5993,NEVER,RARELY,8,0.088,PHONE,1.60326
WAVE003,HH000001322,9,3,0,0,0,0,NOT_APPLICABLE,6,0.9103,0.2972,0.291,0.2553,NEVER,NEVER,1,0.6631,IN_PERSON,2.929989
WAVE004,HH000001323,9,2,0,0,0,1,FEAR_RETALIATION,5,0.3994,0.4042,0.3136,0.9787,NEVER,OFTEN,4,0.8569,PHONE,2.018591
WAVE005,HH000001324,6,10,0,0,1,0,TOO_MINOR,9,0.4166,0.2297,0.2342,0.2309,RARELY,NEVER,4,0.0656,WEB,1.123627
WAVE006,HH000001325,5,9,1,0,0,0,TOO_MINOR,10,0.523,0.4307,0.3245,0.0402,RARELY,SOMETIMES,1,0.5066,WEB,1.774703
WAVE007,HH000001326,9,9,0,0,0,0,NOT_APPLICABLE,6,0.7958,0.0321,0.0079,0.4451,SOMETIMES,NEVER,10,0.6015,PHONE,0.690503
WAVE008,HH000001327,10,2,0,0,0,1,NOT_APPLICABLE,5,0.7151,0.4563,0.43,0.5655,NEVER,RARELY,5,0.445,IN_PERSON,1.82263
WAVE009,HH000001328,7,8,1,0,0,1,OTHER,3,0.103,0.0114,0.0685,0.919,RARELY,NEVER,6,0.4292,MAIL,0.516432
WAVE010,HH000001329,7,5,0,1,0,0,NOT_APPLICABLE,9,0.7855,0.2317,0.4809,0.9443,RARELY,NEVER,8,0.1008,MAIL,0.216377
WAVE011,HH000001330,2,9,0,0,0,0,TOO_MINOR,1,0.3748,0.9612,0.6567,0.0129,RARELY,SOMETIMES,3,0.2227,IN_PERSON,0.88421
WAVE012,HH000001331,8,10,0,0,0,0,FEAR_RETALIATION,1,0.7058,0.3224,0.9565,0.6457,OFTEN,NEVER,8,0.4074,PHONE,2.130273
WAVE013,HH000001332,10,2,0,1,0,1,NO_TRUST,1,0.6641,0.9383,0.9698,0.4263,SOMETIMES,NEVER,5,0.7826,WEB,0.765423
WAVE014,HH000001333,1,2,0,0,0,0,NOT_APPLICABLE,2,0.0184,0.9748,0.9628,0.7071,RARELY,SOMETIMES,2,0.9483,WEB,0.9144
WAVE015,HH000001334,1,9,0,0,0,1,NO_TRUST,3,0.5799,0.6926,0.6153,0.5806,RARELY,NEVER,3,0.5704,MAIL,0.337043
WAVE016,HH000001335,0,2,0,0,0,0,TOO_MINOR,10,0.6706,0.8219,0.1866,0.7406,SOMETIMES,RARELY,7,0.2109,WEB,1.431497
WAVE017,HH000001336,7,7,0,0,0,1,NOT_APPLICABLE,5,0.4098,0.2951,0.5872,0.4177,NEVER,RARELY,8,0.115,IN_PERSON,2.43838
WAVE018,HH000001337,1,1,0,0,0,1,TOO_MINOR,5,0.9155,0.1586,0.9906,0.2234,RARELY,RARELY,5,0.5002,PHONE,1.074543
WAVE019,HH000001338,7,6,1,0,0,0,NOT_APPLICABLE,3,0.7856,0.291,0.5493,0.0837,NEVER,RARELY,0,0.8277,WEB,1.993037
WAVE020,HH000001339,1,2,0,0,0,0,FEAR_RETALIATION,5,0.532,0.3388,0.2268,0.4803,NEVER,NEVER,2,0.3899,PHONE,0.511145
WAVE021,HH000001340,6,10,0,0,1,1,NO_TRUST,8,0.721,0.2423,0.4481,0.8579,RARELY,RARELY,9,0.3442,PHONE,0.506565
WAVE022,HH000001341,9,5,0,0,0,0,TOO_MINOR,6,0.4617,0.3141,0.5728,0.463,RARELY,NEVER,4,0.1867,WEB,2.919188
WAVE023,HH000001342,9,8,1,0,0,1,NOT_APPLICABLE,0,0.4579,0.7015,0.8855,0.7852,NEVER,SOMETIMES,1,0.6197,WEB,0.437284
WAVE024,HH000001343,2,6,1,0,0,1,TOO_MINOR,1,0.3187,0.1178,0.2505,0.0669,NEVER,NEVER,7,0.0724,MAIL,0.456158
WAVE025,HH000001344,6,2,0,0,0,1,NOT_APPLICABLE,5,0.6531,0.5128,0.5497,0.596,RARELY,RARELY,7,0.7795,IN_PERSON,1.000433
WAVE026,HH000001345,4,5,0,0,0,0,NOT_APPLICABLE,9,0.9244,0.9795,0.7623,0.5223,NEVER,SOMETIMES,9,0.0508,WEB,0.585714
WAVE027,HH000001346,2,10,1,1,0,0,FEAR_RETALIATION,6,0.4968,0.5539,0.8626,0.5223,RARELY,NEVER,3,0.2891,WEB,1.24445
WAVE028,HH000001347,7,5,0,0,0,0,NOT_APPLICABLE,1,0.7571,0.9801,0.4257,0.1225,SOMETIMES,RARELY,8,0.3168,IN_PERSON,0.9179
WAVE029,HH000001348,2,4,0,0,0,0,NOT_APPLICABLE,5,0.484,0.9073,0.2989,0.599,RARELY,NEVER,7,0.0236,WEB,1.648624
WAVE030,HH000001349,10,7,0,0,1,1,NOT_APPLICABLE,5,0.0839,0.0737,0.953,0.7979,RARELY,NEVER,4,0.8459,WEB,0.724837
WAVE031,HH000001350,3,8,0,0,0,1,TOO_MINOR,7,0.6768,0.276,0.7381,0.0984,NEVER,NEVER,2,0.3963,MAIL,0.927984
WAVE032,HH000001351,4,5,0,0,1,0,TOO_MINOR,2,0.5791,0.3498,0.5005,0.8771,RARELY,SOMETIMES,2,0.2992,WEB,1.345142
WAVE033,HH000001352,1,0,1,0,0,0,NO_TRUST,7,0.0933,0.9037,0.5415,0.8774,NEVER,NEVER,8,0.117,WEB,0.44133
WAVE034,HH000001353,6,6,1,0,0,1,NO_TRUST,9,0.9091,0.5066,0.0047,0.0278,NEVER,NEVER,3,0.6219,PHONE,0.245836
WAVE035,HH000001354,10,0,0,0,0,1,TOO_MINOR,7,0.1925,0.7496,0.8785,0.3431,NEVER,RARELY,10,0.047,WEB,1.80196
WAVE036,HH000001355,6,6,0,1,0,0,NO_TRUST,8,0.2128,0.3361,0.9439,0.2339,NEVER,NEVER,9,0.1224,WEB,0.918629
WAVE037,HH000001356,6,6,0,1,0,1,NOT_APPLICABLE,0,0.1001,0.8839,0.506,0.7186,NEVER,SOMETIMES,3,0.9165,WEB,1.303459
WAVE038,HH000001357,1,0,0,0,0,1,NOT_APPLICABLE,5,0.9288,0.5572,0.173,0.3237,SOMETIMES,RARELY,8,0.9465,PHONE,0.319105
WAVE039,HH000001358,10,5,0,1,0,0,NOT_APPLICABLE,10,0.1688,0.2135,0.75,0.425,RARELY,RARELY,4,0.5988,PHONE,2.185596
WAVE040,HH000001359,9,6,0,0,1,0,NOT_APPLICABLE,2,0.9178,0.26,0.2459,0.5057,NEVER,RARELY,9,0.9428,WEB,2.277957
WAVE001,HH000001360,8,5,1,0,0,0,FEAR_RETALIATION,0,0.151,0.5033,0.2966,0.1279,RARELY,SOMETIMES,2,0.8662,PHONE,2.056702
WAVE002,HH000001361,4,4,0,0,0,0,NO_TRUST,3,0.4944,0.6191,0.8316,0.2958,SOMETIMES,NEVER,3,0.3283,MAIL,1.703956
WAVE003,HH000001362,4,3,0,0,0,0,NOT_APPLICABLE,8,0.6664,0.1891,0.7443,0.6435,SOMETIMES,OFTEN,9,0.582,PHONE,0.246418
WAVE004,HH000001363,9,1,0,0,0,1,NOT_APPLICABLE,7,0.3339,0.5695,0.5819,0.9309,NEVER,SOMETIMES,10,0.1792,IN_PERSON,1.032495
WAVE005,HH000001364,9,5,0,0,0,1,NOT_APPLICABLE,10,0.8401,0.6189,0.9904,0.8186,NEVER,RARELY,8,0.0245,MAIL,2.21272
WAVE006,HH000001365,2,5,1,0,0,1,NO_TIME,4,0.8518,0.9778,0.9519,0.1979,RARELY,RARELY,0,0.4096,PHONE,0.43773
WAVE007,HH000001366,8,0,0,0,0,0,NOT_APPLICABLE,3,0.2328,0.6272,0.7057,0.9241,RARELY,NEVER,3,0.2024,PHONE,1.656801
WAVE008,HH000001367,1,6,0,0,0,1,NOT_APPLICABLE,6,0.3734,0.1399,0.9768,0.397,SOMETIMES,RARELY,3,0.997,PHONE,2.932026
WAVE009,HH000001368,10,4,0,1,1,1,NOT_APPLICABLE,6,0.4191,0.8688,0.5863,0.2142,SOMETIMES,NEVER,0,0.8528,PHONE,1.426531
WAVE010,HH000001369,4,4,0,1,0,1,NOT_APPLICABLE,3,0.337,0.1462,0.458,0.4083,RARELY,NEVER,5,0.8687,WEB,2.540881
WAVE011,HH000001370,5,6,0,0,0,0,NOT_APPLICABLE,3,0.427,0.1234,0.8112,0.5325,NEVER,SOMETIMES,4,0.7848,PHONE,1.114098
WAVE012,HH000001371,4,2,0,1,0,0,NOT_APPLICABLE,6,0.5333,0.4796,0.9448,0.7492,RARELY,NEVER,7,0.0268,WEB,0.713734
WAVE013,HH000001372,4,4,0,0,0,0,NOT_APPLICABLE,8,0.3592,0.0339,0.7463,0.8177,NEVER,NEVER,0,0.9278,PHONE,1.91233
WAVE014,HH000001373,2,6,0,0,0,1,TOO_MINOR,0,0.5052,0.8929,0.1764,0.5836,RARELY,NEVER,4,0.98,PHONE,2.512491
WAVE015,HH000001374,0,4,1,0,1,1,TOO_MINOR,3,0.1778,0.2007,0.7108,0.7384,RARELY,SOMETIMES,0,0.2446,WEB,0.477139
WAVE016,HH000001375,1,0,1,1,1,1,NO_TIME,10,0.6214,0.429,0.9987,0.7342,RARELY,RARELY,1,0.6588,WEB,1.108858
WAVE017,HH000001376,9,0,0,1,1,1,OTHER,9,0.0806,0.9125,0.9456,0.3736,NEVER,NEVER,4,0.0747,PHONE,1.474091
WAVE018,HH000001377,1,5,0,0,0,0,NOT_APPLICABLE,8,0.9648,0.4084,0.7065,0.7381,RARELY,RARELY,10,0.0795,PHONE,0.649369
WAVE019,HH000001378,7,7,0,1,0,0,TOO_MINOR,8,0.2649,0.2013,0.4427,0.6964,SOMETIMES,SOMETIMES,10,0.2439,WEB,2.881445
WAVE020,HH000001379,7,0,0,0,1,0,NO_TIME,0,0.3959,0.36,0.8346,0.9132,NEVER,NEVER,5,0.1474,WEB,0.815486
WAVE021,HH000001380,4,4,0,1,0,1,TOO_MINOR,1,0.1527,0.4121,0.7003,0.7695,RARELY,NEVER,1,0.8321,PHONE,2.063568
WAVE022,HH000001381,8,7,0,0,0,0,NO_TRUST,9,0.1959,0.1669,0.491,0.0577,SOMETIMES,SOMETIMES,7,0.5362,IN_PERSON,1.427224
WAVE023,HH000001382,7,6,0,0,1,1,NOT_APPLICABLE,10,0.5303,0.8904,0.165,0.6361,NEVER,NEVER,4,0.8278,PHONE,0.930475
WAVE024,HH000001383,8,2,0,0,1,0,NOT_APPLICABLE,6,0.4906,0.5312,0.3174,0.7934,NEVER,NEVER,5,0.5196,IN_PERSON,2.818782
WAVE025,HH000001384,5,5,0,0,1,0,NOT_APPLICABLE,6,0.1784,0.691,0.9409,0.7294,RARELY,NEVER,5,0.073,MAIL,1.550239
WAVE026,HH000001385,10,8,0,0,0,0,NOT_APPLICABLE,5,0.4744,0.0206,0.4278,0.318,NEVER,NEVER,10,0.245,IN_PERSON,2.431527
WAVE027,HH000001386,5,8,0,1,0,1,NOT_APPLICABLE,5,0.8055,0.7879,0.6617,0.635,SOMETIMES,RARELY,10,0.3608,WEB,2.232047
WAVE028,HH000001387,5,0,0,1,0,1,OTHER,2,0.4204,0.5562,0.8428,0.046,RARELY,SOMETIMES,6,0.5191,MAIL,2.052335
