ph_env_reference_year,ph_env_country_iso2,ph_env_region_nuts_code,ph_env_heatwave_days_count,ph_env_heat_related_mortality_count,ph_env_cold_spell_days_count,ph_env_air_pollution_attributable_deaths_count,ph_env_noise_exposure_l_den_share_pct,ph_env_urban_heat_island_index,ph_env_green_space_access_pct,ph_env_water_quality_compliance_pct,ph_env_bathing_water_quality_code,ph_env_chemical_exposure_indicator,ph_env_endocrine_disruptor_risk_index,ph_env_climate_adaptation_measures_count,ph_env_health_alert_system_flag,ph_env_data_source,ph_env_methodology_version,ph_env_revision_round,ph_env_data_extract_date
2020,FI,BE92,11,1443,20,25322,28.74,3.87,29.17,72.23,UNKNOWN,54.65,22.85,39,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-04-16
2021,IE,RO701,26,1623,5,15988,16.53,5.52,26.75,93.29,EXCELLENT,25.45,58.56,24,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-04-24
2022,MT,SI402,14,1040,6,2809,34.22,6.95,31.43,86.27,GOOD,53.89,45.82,66,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-11-14
2023,SK,LV12,27,4598,13,22858,24.68,2.79,21.34,81.4,SUFFICIENT,42.42,55.97,36,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-03-27
2024,BE,DK14,16,180,2,11366,9.44,1.32,38.73,92.45,POOR,29.34,24.09,101,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-03-16
2025,DK,NL69,24,1717,0,43826,10.22,3.32,28.89,83.7,UNKNOWN,56.51,85.91,83,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-08-02
2006,GR,IE9,17,606,11,30358,31.23,1.43,47.03,100.0,EXCELLENT,60.72,14.77,52,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-06-01
2007,LT,ES1,1,114,1,10753,22.18,1.17,55.59,83.27,GOOD,17.12,60.95,42,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-07-19
2008,PT,CY8,6,729,8,1338,15.02,5.98,48.21,76.53,SUFFICIENT,14.57,45.41,51,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-10-23
2009,SE,SI34,8,464,4,10204,26.94,2.75,60.77,81.08,POOR,23.22,12.02,53,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-06-06
2010,CY,HR33,17,40,20,13021,27.32,7.25,19.59,91.17,UNKNOWN,26.89,24.72,20,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-11-03
2011,FR,HU580,4,152,11,16408,33.49,6.99,50.81,79.12,EXCELLENT,10.12,49.07,48,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-08-17
2012,IT,RO357,16,2487,12,5672,26.08,7.52,67.95,78.73,GOOD,17.81,68.62,30,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-06-12
2013,NL,GR25,4,132,20,22232,40.67,2.33,71.29,86.15,SUFFICIENT,19.81,53.78,41,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-12-30
2014,SI,HU84,11,327,20,50851,7.96,2.06,32.98,91.91,POOR,51.16,16.82,53,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-08-26
2015,BG,BE32,2,150,9,28944,9.0,3.28,76.13,77.02,UNKNOWN,9.02,58.39,27,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-08-17
2016,EE,ES27,11,797,21,14522,22.32,4.48,28.69,98.47,EXCELLENT,16.34,61.8,52,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-05-30
2017,HU,ES764,1,59,0,21174,12.8,2.88,38.8,92.53,GOOD,67.98,28.15,64,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-09-21
2018,LU,DE17,19,2510,21,31243,34.32,7.48,26.53,88.79,SUFFICIENT,25.06,32.41,38,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-10-16
2019,RO,LT99,12,1148,20,1817,24.79,0.97,78.19,92.03,POOR,64.15,48.13,94,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-06-26
2020,AT,CY10,10,278,15,38290,26.47,2.21,38.0,84.75,UNKNOWN,55.24,50.28,80,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-01-02
2021,CZ,ES39,18,965,5,42338,25.52,3.21,23.97,97.44,EXCELLENT,29.94,58.73,54,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-10-15
2022,DE,LU16,28,651,12,19583,19.35,2.58,36.13,75.99,GOOD,46.84,79.0,86,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-10-17
2023,LV,IE3,13,892,1,42523,21.16,1.28,25.45,100.0,SUFFICIENT,72.71,28.48,90,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-01-18
2024,PL,ES3,28,2252,11,10192,23.27,6.13,62.64,99.41,POOR,48.51,58.74,47,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-09-12
2025,ES,LT751,6,109,1,36163,12.82,5.04,77.89,75.08,UNKNOWN,63.84,76.63,83,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-03-31
2006,HR,HU34,16,1675,17,26668,27.85,4.13,22.22,72.89,EXCELLENT,52.08,89.27,35,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-01-15
2007,FI,MT830,14,901,18,17567,17.41,0.98,71.92,98.14,GOOD,9.53,60.84,42,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-08-12
2008,IE,ES99,3,459,18,28282,18.97,4.21,59.74,73.15,SUFFICIENT,34.41,7.55,6,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-10-02
2009,MT,PT32,8,279,1,14364,12.5,4.27,39.69,78.6,POOR,65.25,62.98,13,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-12-30
2010,SK,CZ62,6,271,4,19080,10.17,5.77,54.49,88.44,UNKNOWN,15.8,9.03,45,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-08-24
2011,BE,FI92,11,1306,24,30896,28.45,3.32,27.95,79.8,EXCELLENT,48.17,43.27,25,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-11-06
2012,DK,IE787,13,729,8,21917,35.97,1.17,54.68,86.05,GOOD,14.43,22.86,67,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-04-23
2013,GR,PL81,4,216,16,34529,5.45,1.79,64.9,99.63,SUFFICIENT,21.4,52.39,44,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-06-23
2014,LT,BE207,10,1068,13,4630,12.81,1.21,23.65,72.58,POOR,18.62,43.21,39,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-01-18
2015,PT,LV536,8,967,7,7063,20.13,4.52,52.95,84.46,UNKNOWN,35.96,20.65,69,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-08-31
2016,SE,PL15,13,1522,1,26885,28.31,3.37,81.68,94.45,EXCELLENT,23.5,11.05,67,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-02-04
2017,CY,SK42,20,1516,4,7015,13.28,4.8,40.17,93.38,GOOD,60.92,34.81,40,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-04-16
2018,FR,ES2,14,1677,11,24842,8.02,4.52,24.13,82.88,SUFFICIENT,60.78,56.06,73,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-08-29
2019,IT,AT5,5,11,20,23529,21.72,0.59,27.13,83.32,POOR,58.44,87.5,39,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-09-04
2020,NL,NL85,9,626,19,45839,43.78,0.64,69.64,78.06,UNKNOWN,37.27,17.56,28,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-12-30
2021,SI,HU677,14,553,11,18595,10.25,1.74,24.59,94.54,EXCELLENT,19.96,69.45,57,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-03-11
2022,BG,DK191,6,1168,16,14446,28.51,3.66,20.29,92.88,GOOD,71.05,9.09,30,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-02-25
2023,EE,FR997,20,2361,8,14539,5.88,6.0,55.04,79.95,SUFFICIENT,21.35,53.68,87,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-11-18
2024,HU,SK56,26,1635,8,28697,33.78,0.68,28.07,97.08,POOR,56.22,27.87,41,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2026-01-09
2025,LU,SI606,26,1554,9,8104,15.17,5.49,31.45,87.12,UNKNOWN,45.3,63.38,80,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2026-01-17
2006,RO,CZ46,4,391,7,24789,36.58,3.16,61.71,76.53,EXCELLENT,61.56,77.25,49,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-08-16
2007,AT,BE625,1,54,4,25590,15.1,3.86,65.84,83.76,GOOD,47.14,52.69,23,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-06-04
2008,CZ,CY17,13,1272,6,4210,15.0,3.74,28.52,93.34,SUFFICIENT,55.92,75.04,26,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2026-02-02
2009,DE,SE995,7,459,5,30321,23.29,1.73,41.23,92.82,POOR,83.16,58.75,55,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-10-26
2010,LV,PL406,5,364,16,16804,35.83,2.59,59.08,95.96,UNKNOWN,37.47,22.34,22,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-03-26
2011,PL,BE28,20,1549,13,27537,15.21,1.08,54.83,82.92,EXCELLENT,66.51,44.33,57,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-05-08
2012,ES,HR694,8,32,24,21550,16.91,1.12,57.9,77.57,GOOD,62.69,27.01,29,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-10-26
2013,HR,AT6,18,1566,24,24702,23.51,5.87,60.89,96.18,SUFFICIENT,14.86,69.19,54,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-12-25
2014,FI,GR564,16,819,7,22568,19.29,5.94,80.26,86.2,POOR,9.73,9.87,45,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-08-16
2015,IE,LU4,7,286,13,28596,10.92,5.08,38.3,86.43,UNKNOWN,65.2,69.49,26,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-02-01
2016,MT,DK413,17,68,22,2237,30.67,5.66,55.75,77.52,EXCELLENT,69.18,41.96,56,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-07-14
2017,SK,RO97,14,3271,19,33498,25.37,5.34,53.66,79.51,GOOD,46.69,27.17,67,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-10-17
2018,BE,SI1,25,3065,17,26748,23.58,4.43,53.32,100.0,SUFFICIENT,49.17,70.81,19,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-12-22
2019,DK,FR865,18,890,0,1687,7.61,1.81,44.42,94.62,POOR,60.23,41.08,53,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-01-01
2020,GR,BG10,22,695,11,4506,21.09,4.21,51.74,87.99,UNKNOWN,49.08,25.34,80,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-08-23
2021,LT,LT85,10,821,20,5548,5.72,6.23,58.65,78.57,EXCELLENT,55.69,23.21,49,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2026-02-10
2022,PT,NL669,8,566,8,17704,22.73,6.82,82.55,93.23,GOOD,60.66,87.27,53,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-09-19
2023,SE,PL38,15,360,14,13791,12.17,2.15,50.02,79.04,SUFFICIENT,45.61,74.94,46,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-07-24
2024,CY,ES8,12,1978,4,26493,30.38,2.54,28.24,84.35,POOR,13.5,53.98,49,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-01-03
2025,FR,SE6,2,3,5,9357,15.77,1.74,71.44,99.07,UNKNOWN,10.55,29.27,59,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-06-16
2006,IT,ES674,8,1148,5,34944,17.22,5.51,56.79,95.14,EXCELLENT,55.72,62.16,31,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-06-13
2007,NL,GR777,12,1184,16,10395,26.83,6.56,69.68,94.47,GOOD,11.95,33.93,22,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-05-16
2008,SI,HU574,17,1552,7,42940,20.48,2.89,56.69,96.55,SUFFICIENT,49.35,29.22,4,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-07-01
2009,BG,PL60,3,95,23,12414,32.96,2.02,50.15,88.25,POOR,58.98,88.35,50,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-06-15
2010,EE,RO647,20,1900,3,15375,6.61,2.9,63.82,72.13,UNKNOWN,45.28,52.34,39,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-01-14
2011,HU,BE659,13,327,10,27600,24.46,1.21,38.42,81.73,EXCELLENT,58.46,15.68,52,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-02-07
2012,LU,BE157,7,654,16,26318,28.71,0.64,76.12,75.18,GOOD,68.72,56.73,20,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-12-12
2013,RO,FR256,19,178,15,29798,28.65,6.18,80.72,93.02,SUFFICIENT,49.87,13.22,55,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-11-01
2014,AT,IT254,10,1226,21,1682,19.09,5.61,67.81,96.13,POOR,28.42,43.63,53,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-04-08
2015,CZ,CY944,10,45,0,12266,6.69,4.98,51.28,76.66,UNKNOWN,60.4,70.65,21,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-02-03
2016,DE,BE1,7,635,0,23658,7.1,1.03,63.65,82.7,EXCELLENT,76.48,12.34,74,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-08-21
2017,LV,GR3,11,1633,8,12517,13.6,0.77,74.49,91.36,GOOD,62.2,84.51,24,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-12-06
2018,PL,DK1,14,1169,5,19643,18.78,1.47,64.83,92.92,SUFFICIENT,65.42,32.51,64,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-05-22
2019,ES,FR3,11,1509,10,39918,19.24,5.11,58.0,75.02,POOR,49.52,56.66,59,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-02-04
2020,HR,LV8,15,3110,13,31175,12.5,4.25,22.47,81.55,UNKNOWN,26.1,41.08,73,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-06-20
2021,FI,NL438,21,1368,16,7119,24.54,2.84,87.34,90.19,EXCELLENT,11.83,38.22,62,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-04-21
2022,IE,LV4,16,400,17,14349,7.07,1.29,24.9,97.56,GOOD,16.19,11.52,13,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-04-21
2023,MT,IT67,30,1830,3,43657,7.66,0.48,61.44,91.13,SUFFICIENT,18.32,40.48,46,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-05-20
2024,SK,IE93,26,3338,9,35641,9.9,6.45,38.01,81.87,POOR,35.26,53.92,105,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-08-22
2025,BE,EE28,21,2594,3,14329,15.09,1.78,70.19,91.15,UNKNOWN,31.74,29.23,24,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-11-22
2006,DK,PL9,17,1384,24,6465,5.59,1.38,51.45,78.35,EXCELLENT,46.01,69.53,22,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-06-26
2007,GR,AT89,0,0,25,24955,37.17,7.59,83.15,98.85,GOOD,35.34,33.81,8,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-03-14
2008,LT,PT78,15,1528,5,41867,32.01,6.01,19.31,85.78,SUFFICIENT,27.89,40.63,28,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-10-15
2009,PT,LV1,14,705,10,27480,17.26,2.63,31.47,79.37,POOR,18.12,13.82,33,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-07-07
2010,SE,PT690,12,767,18,8720,16.86,1.44,76.03,83.73,UNKNOWN,8.87,5.4,23,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-12-06
2011,CY,ES713,6,631,2,30597,33.43,3.97,31.35,81.53,EXCELLENT,52.95,74.26,54,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-10-31
2012,FR,HR36,6,385,1,25542,42.8,2.21,39.52,79.24,GOOD,17.78,42.96,35,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2026-01-13
2013,IT,BG12,6,243,22,42629,17.14,1.32,36.65,73.03,SUFFICIENT,22.27,44.72,43,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-04-14
2014,NL,NL57,12,1650,18,24763,45.32,3.0,31.89,91.92,POOR,24.21,73.61,70,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-09-08
2015,SI,AT446,11,597,14,29620,31.95,4.77,35.77,90.02,UNKNOWN,70.69,79.09,58,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-08-16
2016,BG,LV298,10,1488,13,45076,30.05,1.88,81.53,88.39,EXCELLENT,45.23,88.01,33,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2026-01-04
2017,EE,PL915,14,868,10,24384,32.86,4.69,60.0,76.29,GOOD,39.5,21.98,33,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-05-13
2018,HU,CZ49,16,483,16,7940,25.45,6.89,67.99,87.22,SUFFICIENT,49.81,59.02,9,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-08-04
2019,LU,HR853,28,2017,8,17706,32.28,1.09,23.04,92.21,POOR,48.39,10.92,91,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-08-02
2020,RO,DK54,18,434,16,2747,32.23,3.01,54.06,79.61,UNKNOWN,63.62,86.51,48,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-04-12
2021,AT,FR998,14,3414,7,5350,10.83,4.55,58.51,86.14,EXCELLENT,10.15,18.55,49,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-02-19
2022,CZ,FI27,3,38,2,12370,23.31,5.81,30.07,88.11,GOOD,34.01,43.03,80,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-05-06
2023,DE,CZ871,23,908,7,37669,33.55,3.69,31.17,83.4,SUFFICIENT,27.33,43.29,86,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-07-06
2024,LV,BE250,18,486,0,10967,18.78,1.53,52.29,96.17,POOR,32.76,30.45,57,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-02-23
2025,PL,SE27,20,3131,3,40365,29.79,1.74,73.49,75.08,UNKNOWN,12.76,61.29,90,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-10-06
2006,ES,GR36,9,1797,24,25482,25.57,6.01,62.83,75.29,EXCELLENT,7.98,22.17,54,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-12-03
2007,HR,FI98,3,361,22,10682,16.28,5.04,36.33,78.9,GOOD,34.94,51.76,13,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-09-11
2008,FI,RO212,10,542,10,12953,27.76,6.34,64.79,87.6,SUFFICIENT,33.42,57.73,56,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-11-26
2009,IE,EE392,8,788,22,43567,34.08,6.63,26.88,88.55,POOR,47.15,59.87,13,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-10-24
2010,MT,PL42,14,2166,14,43156,23.94,3.06,23.39,91.99,UNKNOWN,36.54,11.42,21,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-05-16
2011,SK,CZ1,6,1108,7,28210,15.92,4.25,71.74,80.66,EXCELLENT,58.8,88.88,29,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-01-24
2012,BE,CZ3,23,1892,11,35372,26.68,4.24,49.47,92.77,GOOD,82.22,86.0,32,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-02-23
2013,DK,IT649,19,2611,22,16969,19.62,3.76,46.48,77.33,SUFFICIENT,53.63,46.41,44,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-12-18
2014,GR,PL617,19,245,22,28580,6.53,0.68,48.06,84.28,POOR,36.65,27.28,10,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-07-02
2015,LT,MT745,25,2492,6,19850,36.01,7.69,38.59,91.39,UNKNOWN,70.56,77.81,11,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-05-02
2016,PT,RO77,20,4969,16,35845,20.36,1.66,27.51,80.21,EXCELLENT,20.69,68.55,28,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-05-26
2017,SE,CZ17,16,1720,8,31780,18.64,1.02,70.04,90.54,GOOD,64.6,15.85,86,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-11-06
2018,CY,GR201,10,118,19,8452,24.31,3.94,73.14,91.84,SUFFICIENT,49.76,75.91,36,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-05-08
2019,FR,PL7,23,1508,4,15469,39.07,4.76,54.73,94.46,POOR,46.94,31.26,35,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-12-21
2020,IT,AT92,22,1937,14,16098,43.56,2.15,29.71,88.02,UNKNOWN,48.25,88.84,43,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-05-19
2021,NL,IT808,27,1291,13,22827,6.67,4.39,75.71,78.18,EXCELLENT,38.43,10.97,52,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-03-17
2022,SI,IE210,29,5497,15,12901,18.12,0.65,73.14,89.1,GOOD,52.8,50.45,80,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-03-19
2023,BG,PL984,11,764,15,12521,19.41,3.0,68.42,79.94,SUFFICIENT,35.77,18.38,49,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-09-08
2024,EE,DK48,19,257,4,7116,14.17,6.45,28.66,71.36,POOR,42.62,8.15,15,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-11-18
2025,HU,SE64,5,438,15,18031,5.43,2.05,76.92,70.8,UNKNOWN,43.31,19.85,60,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-06-09
2006,LU,CY31,14,2672,5,9930,30.59,6.09,31.52,95.22,EXCELLENT,40.94,55.65,6,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2026-02-18
2007,RO,CY5,2,105,17,18510,10.84,1.79,38.7,91.27,GOOD,31.91,8.33,30,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-12-19
2008,AT,PT4,17,1836,5,6369,6.15,2.26,72.26,81.04,SUFFICIENT,69.39,57.02,19,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-08-20
2009,CZ,MT349,13,1058,23,2441,27.42,4.82,29.78,93.41,POOR,13.21,36.16,12,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-11-12
2010,DE,DE2,9,1185,15,3956,26.43,0.93,23.76,75.78,UNKNOWN,10.96,51.57,43,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-06-09
2011,LV,AT653,11,153,10,16865,18.1,4.13,61.2,78.59,EXCELLENT,69.52,87.12,37,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-06-29
2012,PL,SK63,16,341,8,5562,32.8,7.81,81.18,78.27,GOOD,58.01,32.27,49,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-12-02
2013,ES,MT67,17,2215,11,29414,20.25,5.41,75.53,93.21,SUFFICIENT,17.08,71.0,37,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-06-11
2014,HR,SK2,6,3,1,3500,23.08,6.54,34.59,76.96,POOR,58.59,56.7,33,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2026-01-20
2015,FI,RO6,17,2,9,38716,15.29,1.85,72.72,79.06,UNKNOWN,58.46,10.64,40,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-04-15
2016,IE,HR9,12,810,22,46662,36.66,5.47,70.11,86.93,EXCELLENT,30.5,11.49,65,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-01-02
2017,MT,PL4,19,737,3,1200,8.08,2.8,57.94,72.44,GOOD,34.99,61.69,62,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-02-05
2018,SK,FI99,10,1255,2,10551,36.88,4.02,19.24,81.39,SUFFICIENT,40.07,46.78,70,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-08-15
2019,BE,DK920,24,2895,7,23363,33.53,2.93,81.92,80.97,POOR,68.71,41.3,52,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2026-02-25
2020,DK,DE76,16,1463,15,18697,19.35,6.37,21.76,88.68,UNKNOWN,65.42,24.33,71,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-03-21
2021,GR,NL72,13,1827,8,16366,8.01,5.79,67.16,77.3,EXCELLENT,68.01,85.22,69,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-05-02
2022,LT,PL528,21,748,8,2743,20.31,4.88,53.75,89.37,GOOD,51.24,73.49,43,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-05-29
2023,PT,DK178,10,252,17,38882,18.44,5.86,65.61,92.66,SUFFICIENT,31.72,43.89,84,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-01-22
2024,SE,IE31,16,2870,12,35008,12.05,4.45,87.64,90.86,POOR,27.65,19.53,56,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-07-18
2025,CY,CY129,5,771,14,33003,28.81,0.77,35.13,96.18,UNKNOWN,13.5,8.75,66,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-11-29
2006,FR,LU83,1,96,15,4363,15.5,5.58,51.8,87.45,EXCELLENT,73.8,73.31,6,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-08-03
2007,IT,PT257,17,3170,11,35228,20.02,1.18,63.19,71.41,GOOD,49.34,18.75,10,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-09-19
2008,NL,FI6,13,1046,20,1440,41.53,1.7,56.25,93.24,SUFFICIENT,56.35,23.49,23,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2026-02-18
2009,SI,MT309,12,518,19,26538,21.57,5.76,39.56,99.28,POOR,38.77,51.59,16,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-12-28
2010,BG,CY74,11,1177,5,43841,23.89,1.68,57.37,93.4,UNKNOWN,50.15,17.64,56,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-04-09
