demo_migflow_move_year,demo_migflow_origin_nuts_code,demo_migflow_destination_nuts_code,demo_migflow_movement_scope_code,demo_migflow_schengen_flag,demo_migflow_residence_permit_type,demo_migflow_citizenship_iso2,demo_migflow_age_at_move,demo_migflow_sex,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_employment_status_before_move,demo_migflow_employment_status_after_move,demo_migflow_commute_change_minutes,demo_migflow_distance_km_estimate,demo_migflow_cross_border_worker_flag,demo_migflow_inflow_count,demo_migflow_outflow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2021,FI8,FI738,INTERNAL,1,WORK,FR,18,M,1,WORK,STUDENT,STUDENT,-117,179,0,252,152,0.7819,2025Q3
2022,BG595,PT678,CROSS_BORDER,1,WORK,PL,21,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-16,1413,0,256,158,2.8945,2022Q4
2023,BE441,EE6,INTRA_EU,1,WORK,CY,24,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-28,2069,0,236,156,3.0739,2025Q1
2024,FI62,EE2,EXTRA_EU,1,WORK,LV,27,M,4,PROTECTION,INACTIVE,INACTIVE,76,1235,0,253,146,0.9253,2022Q2
2025,RO292,BE28,INTERNAL,1,WORK,SE,30,F,5,FAMILY,STUDENT,STUDENT,6,2571,0,239,158,2.6931,2024Q3
2026,HU93,LU8,CROSS_BORDER,1,WORK,DE,33,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-38,834,1,225,172,3.404,2026Q4
2015,SE6,GR77,INTRA_EU,1,WORK,PT,36,M,1,WORK,EMPLOYED,EMPLOYED,73,769,0,243,148,3.4517,2024Q1
2016,MT637,BE61,EXTRA_EU,1,WORK,CZ,39,F,2,OTHER,INACTIVE,INACTIVE,-27,948,0,256,160,1.9345,2026Q2
2017,CY9,LU36,INTERNAL,1,WORK,LT,42,T,3,RETIREMENT,STUDENT,STUDENT,-119,1078,0,254,179,1.515,2023Q3
2018,HU42,BG91,CROSS_BORDER,1,WORK,AT,45,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-109,2185,1,259,186,1.2575,2025Q4
2019,HR3,IE83,INTRA_EU,1,WORK,GR,48,F,5,FAMILY,EMPLOYED,EMPLOYED,91,2055,0,234,161,2.3025,2023Q1
2020,HU88,HU7,EXTRA_EU,1,WORK,RO,51,T,6,STUDY,INACTIVE,INACTIVE,-102,886,0,251,196,1.4517,2025Q2
2021,SI61,RO972,INTERNAL,1,WORK,DK,54,M,1,WORK,STUDENT,STUDENT,-25,563,0,234,166,1.8384,2022Q3
2022,AT582,MT905,CROSS_BORDER,1,WORK,LU,57,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,110,341,1,245,181,0.3121,2024Q4
2023,SE993,LT308,INTRA_EU,0,WORK,BE,60,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-117,1592,0,248,192,0.7555,2022Q1
2024,SI195,NL4,EXTRA_EU,0,WORK,HU,63,M,4,PROTECTION,INACTIVE,INACTIVE,32,1569,0,253,202,1.298,2024Q2
2025,GR40,MT191,INTERNAL,0,WORK,SK,66,F,5,FAMILY,STUDENT,STUDENT,-66,288,0,271,206,0.6094,2026Q3
2026,SE9,DK634,CROSS_BORDER,1,WORK,EE,69,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,97,1489,1,248,196,2.8136,2023Q4
2015,PT92,IT20,INTRA_EU,0,WORK,MT,72,M,1,WORK,EMPLOYED,EMPLOYED,-78,2553,0,273,211,0.3912,2026Q1
2016,SI446,DK525,EXTRA_EU,1,WORK,BG,75,F,2,OTHER,INACTIVE,INACTIVE,-109,848,0,254,199,1.2424,2023Q2
2017,IT4,FR8,INTERNAL,1,WORK,IE,78,T,3,RETIREMENT,STUDENT,STUDENT,7,1497,0,270,210,2.9039,2025Q3
2018,AT939,AT941,CROSS_BORDER,1,WORK,SI,81,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,40,286,0,242,221,1.9376,2022Q4
2019,RO131,SK344,INTRA_EU,1,WORK,FI,84,F,5,FAMILY,EMPLOYED,EMPLOYED,61,540,0,274,231,0.791,2025Q1
2020,EE83,DK587,EXTRA_EU,1,WORK,NL,87,T,6,STUDY,INACTIVE,INACTIVE,-65,1874,0,253,229,0.7082,2022Q2
2021,EE73,PL50,INTERNAL,0,WORK,HR,0,M,1,WORK,STUDENT,STUDENT,29,189,0,253,213,0.6761,2024Q3
2022,SK2,CZ886,CROSS_BORDER,1,WORK,IT,3,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-62,2471,1,276,205,3.274,2026Q4
2023,EE4,BG380,INTRA_EU,1,WORK,ES,6,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-46,1850,0,249,225,2.6419,2024Q1
2024,CZ83,IE1,EXTRA_EU,0,WORK,FR,9,M,4,PROTECTION,INACTIVE,INACTIVE,104,2156,0,268,244,1.7826,2026Q2
2025,BE901,DK415,INTERNAL,1,WORK,PL,12,F,5,FAMILY,STUDENT,STUDENT,65,2038,0,273,213,1.0078,2023Q3
2026,HU3,EE3,CROSS_BORDER,1,WORK,CY,15,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,100,1451,1,245,243,1.5084,2025Q4
2015,FI56,SK73,INTRA_EU,1,WORK,LV,18,M,1,WORK,EMPLOYED,EMPLOYED,-79,2256,0,253,229,2.8198,2023Q1
2016,DK40,EE8,EXTRA_EU,1,WORK,SE,21,F,2,OTHER,INACTIVE,INACTIVE,-88,500,0,260,253,1.6291,2025Q2
2017,BE8,AT465,INTERNAL,0,WORK,DE,24,T,3,RETIREMENT,STUDENT,STUDENT,-78,1974,0,264,252,0.7277,2022Q3
2018,BG2,GR968,CROSS_BORDER,1,WORK,PT,27,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,82,887,1,261,227,3.2002,2024Q4
2019,HU4,BE7,INTRA_EU,1,WORK,CZ,30,F,5,FAMILY,EMPLOYED,EMPLOYED,-28,2642,0,277,266,0.8315,2022Q1
2020,IE954,LT7,EXTRA_EU,1,WORK,LT,33,T,6,STUDY,INACTIVE,INACTIVE,110,1652,0,276,235,3.1398,2024Q2
2021,HU5,BE708,INTERNAL,1,WORK,AT,36,M,1,WORK,STUDENT,STUDENT,-61,392,0,268,252,0.9579,2026Q3
2022,IT218,BG695,CROSS_BORDER,1,WORK,GR,39,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,87,1140,1,288,244,0.6599,2023Q4
2023,BG6,LT75,INTRA_EU,1,WORK,RO,42,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-41,1778,0,263,258,0.8802,2026Q1
2024,SE598,DK72,EXTRA_EU,1,WORK,DK,45,M,4,PROTECTION,INACTIVE,INACTIVE,-21,967,0,260,275,2.7229,2023Q2
2025,CY21,SE5,INTERNAL,1,WORK,LU,48,F,5,FAMILY,STUDENT,STUDENT,23,928,0,272,288,3.339,2025Q3
2026,NL6,ES677,CROSS_BORDER,1,WORK,BE,51,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,56,1687,0,280,286,2.8808,2022Q4
2015,FI2,ES314,INTRA_EU,1,WORK,HU,54,M,1,WORK,EMPLOYED,EMPLOYED,26,1061,0,297,269,1.8989,2025Q1
2016,AT34,PT43,EXTRA_EU,1,WORK,SK,57,F,2,OTHER,INACTIVE,INACTIVE,115,432,0,285,269,3.2107,2022Q2
2017,LU2,EE27,INTERNAL,1,WORK,EE,60,T,3,RETIREMENT,STUDENT,STUDENT,27,2038,0,35,39,1.6685,2024Q3
2018,SE92,PL116,CROSS_BORDER,1,WORK,MT,63,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,4,1504,1,34,48,1.6605,2026Q4
2019,FR15,IT9,INTRA_EU,1,WORK,BG,66,F,5,FAMILY,EMPLOYED,EMPLOYED,78,1269,0,28,54,0.5335,2024Q1
2020,SI792,NL89,EXTRA_EU,1,WORK,IE,69,T,6,STUDY,INACTIVE,INACTIVE,78,2279,1,48,53,2.8582,2026Q2
2021,IE3,IT8,INTERNAL,1,WORK,SI,72,M,1,WORK,STUDENT,STUDENT,81,2017,0,26,34,2.245,2023Q3
2022,HU8,SI834,CROSS_BORDER,1,WORK,FI,75,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,87,2012,0,16,27,0.6007,2025Q4
2023,GR43,EE65,INTRA_EU,1,WORK,NL,78,T,3,RETIREMENT,EMPLOYED,EMPLOYED,36,440,0,49,28,1.285,2023Q1
2024,FI5,CY7,EXTRA_EU,1,WORK,HR,81,M,4,PROTECTION,INACTIVE,INACTIVE,-70,1695,0,48,70,0.8001,2025Q2
2025,DE2,BG75,INTERNAL,1,WORK,IT,84,F,5,FAMILY,STUDENT,STUDENT,29,2477,1,18,67,3.3424,2022Q3
2026,GR669,DK79,CROSS_BORDER,1,WORK,ES,87,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,119,1579,0,35,66,2.5529,2024Q4
2015,MT5,LV6,INTRA_EU,1,WORK,FR,0,M,1,WORK,EMPLOYED,EMPLOYED,94,2580,0,58,76,3.3583,2022Q1
2016,ES456,SK993,EXTRA_EU,1,WORK,PL,3,F,2,OTHER,INACTIVE,INACTIVE,111,1976,0,22,67,1.7534,2024Q2
2017,PT5,IE16,INTERNAL,0,WORK,CY,6,T,3,RETIREMENT,STUDENT,STUDENT,-23,1896,0,46,74,0.8808,2026Q3
2018,HU582,CY906,CROSS_BORDER,1,WORK,LV,9,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,52,1620,1,34,61,1.7658,2023Q4
2019,NL568,CY30,INTRA_EU,1,WORK,SE,12,F,5,FAMILY,EMPLOYED,EMPLOYED,-63,2768,0,47,84,2.855,2026Q1
2020,FR7,IT66,EXTRA_EU,1,WORK,DE,15,T,6,STUDY,INACTIVE,INACTIVE,-8,653,0,48,94,3.4494,2023Q2
2021,IT487,LV9,INTERNAL,1,WORK,PT,18,M,1,WORK,STUDENT,STUDENT,96,2649,0,54,97,0.9255,2025Q3
2022,LT613,SI103,CROSS_BORDER,1,WORK,CZ,21,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,5,1917,1,34,82,1.2864,2022Q4
2023,CY1,PT4,INTRA_EU,1,WORK,LT,24,T,3,RETIREMENT,EMPLOYED,EMPLOYED,93,1915,0,41,104,2.8868,2025Q1
2024,IE467,NL224,EXTRA_EU,1,WORK,AT,27,M,4,PROTECTION,INACTIVE,INACTIVE,97,1699,1,66,94,1.9255,2022Q2
2025,EE9,PT73,INTERNAL,1,WORK,GR,30,F,5,FAMILY,STUDENT,STUDENT,21,2200,0,65,96,2.7138,2024Q3
2026,CY98,PT290,CROSS_BORDER,1,WORK,RO,33,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,73,2150,1,69,103,0.9415,2026Q4
2015,SE968,LT606,INTRA_EU,1,WORK,DK,36,M,1,WORK,EMPLOYED,EMPLOYED,-24,1966,0,69,94,2.9537,2024Q1
2016,IT44,GR826,EXTRA_EU,0,WORK,LU,39,F,2,OTHER,INACTIVE,INACTIVE,114,801,0,59,96,1.1689,2026Q2
2017,IT5,ES876,INTERNAL,1,WORK,BE,42,T,3,RETIREMENT,STUDENT,STUDENT,-77,1572,0,65,107,2.9869,2023Q3
2018,LU3,MT750,CROSS_BORDER,1,WORK,HU,45,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,106,1441,1,51,106,1.9584,2025Q4
2019,RO4,DK55,INTRA_EU,1,WORK,SK,48,F,5,FAMILY,EMPLOYED,EMPLOYED,-21,1582,0,73,128,1.1482,2023Q1
2020,LU70,LT2,EXTRA_EU,1,WORK,EE,51,T,6,STUDY,INACTIVE,INACTIVE,-100,1433,0,77,106,1.1802,2025Q2
2021,RO7,SI8,INTERNAL,1,WORK,MT,54,M,1,WORK,STUDENT,STUDENT,-56,1314,0,78,102,1.1102,2022Q3
2022,FR78,BG46,CROSS_BORDER,1,WORK,BG,57,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-59,1818,1,77,97,2.0893,2024Q4
2023,LV5,LT78,INTRA_EU,1,WORK,IE,60,T,3,RETIREMENT,EMPLOYED,EMPLOYED,92,2152,0,60,114,2.3534,2022Q1
2024,DE727,FR41,EXTRA_EU,1,WORK,SI,63,M,4,PROTECTION,INACTIVE,INACTIVE,104,115,0,63,120,2.0727,2024Q2
2025,MT116,HR923,INTERNAL,0,WORK,FI,66,F,5,FAMILY,STUDENT,STUDENT,77,1979,0,65,120,2.0027,2026Q3
2026,FI63,SI513,CROSS_BORDER,1,WORK,NL,69,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,16,1528,0,54,147,0.6868,2023Q4
2015,FI51,CZ18,INTRA_EU,1,WORK,HR,72,M,1,WORK,EMPLOYED,EMPLOYED,-23,1245,0,77,114,2.5292,2026Q1
2016,BE41,LU37,EXTRA_EU,1,WORK,IT,75,F,2,OTHER,INACTIVE,INACTIVE,79,124,0,74,128,0.4772,2023Q2
2017,DK3,LV85,INTERNAL,0,WORK,ES,78,T,3,RETIREMENT,STUDENT,STUDENT,-50,362,0,70,131,0.8654,2025Q3
2018,IT552,HU29,CROSS_BORDER,0,WORK,FR,81,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-55,125,1,49,130,1.6044,2022Q4
2019,HR149,ES513,INTRA_EU,1,WORK,PL,84,F,5,FAMILY,EMPLOYED,EMPLOYED,102,2188,0,85,151,0.9591,2025Q1
2020,BG414,ES486,EXTRA_EU,0,WORK,CY,87,T,6,STUDY,INACTIVE,INACTIVE,116,1621,0,76,144,2.5133,2022Q2
2021,GR751,IE19,INTERNAL,0,WORK,LV,0,M,1,WORK,STUDENT,STUDENT,110,1619,0,52,145,0.9989,2024Q3
2022,SE26,PL5,CROSS_BORDER,0,WORK,SE,3,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-86,1994,1,87,172,1.8185,2026Q4
2023,CZ949,BG1,INTRA_EU,1,WORK,DE,6,T,3,RETIREMENT,EMPLOYED,EMPLOYED,32,605,0,88,154,2.9181,2024Q1
2024,SE553,BE5,EXTRA_EU,1,WORK,PT,9,M,4,PROTECTION,INACTIVE,INACTIVE,104,368,1,93,170,1.6959,2026Q2
2025,LV37,ES461,INTERNAL,1,WORK,CZ,12,F,5,FAMILY,STUDENT,STUDENT,16,456,0,92,162,0.668,2023Q3
2026,FI580,IT564,CROSS_BORDER,1,WORK,LT,15,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,12,1079,1,84,175,2.1105,2025Q4
2015,EE778,NL7,INTRA_EU,1,WORK,AT,18,M,1,WORK,EMPLOYED,EMPLOYED,12,809,0,57,175,0.579,2023Q1
2016,PL870,SI590,EXTRA_EU,1,WORK,GR,21,F,2,OTHER,INACTIVE,INACTIVE,107,1321,0,80,168,2.5586,2025Q2
2017,RO5,MT81,INTERNAL,1,WORK,RO,24,T,3,RETIREMENT,STUDENT,STUDENT,31,866,0,59,176,2.4398,2022Q3
2018,DE84,DE225,CROSS_BORDER,1,WORK,DK,27,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,55,756,1,70,186,0.3928,2024Q4
2019,SK6,SE171,INTRA_EU,1,WORK,LU,30,F,5,FAMILY,EMPLOYED,EMPLOYED,15,1931,0,90,163,1.8388,2022Q1
2020,DK849,SI90,EXTRA_EU,1,WORK,BE,33,T,6,STUDY,INACTIVE,INACTIVE,114,2224,0,68,173,2.2191,2024Q2
2021,FR6,DK697,INTERNAL,1,WORK,HU,36,M,1,WORK,STUDENT,STUDENT,64,1639,0,75,202,0.6513,2026Q3
2022,CY10,FI347,CROSS_BORDER,1,WORK,SK,39,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-2,1043,1,100,202,3.3893,2023Q4
2023,HR5,PL424,INTRA_EU,0,WORK,EE,42,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-94,853,0,79,203,1.6159,2026Q1
2024,CZ5,IE4,EXTRA_EU,1,WORK,MT,45,M,4,PROTECTION,INACTIVE,INACTIVE,-118,1374,0,97,175,1.8657,2023Q2
2025,PL122,HR374,INTERNAL,1,WORK,BG,48,F,5,FAMILY,STUDENT,STUDENT,-109,2577,0,91,201,0.6811,2025Q3
2026,HR799,LV8,CROSS_BORDER,1,WORK,IE,51,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-11,1099,1,69,210,1.9887,2022Q4
2015,IT59,FI68,INTRA_EU,1,WORK,SI,54,M,1,WORK,EMPLOYED,EMPLOYED,54,2648,0,101,201,1.9393,2025Q1
2016,SK4,IT855,EXTRA_EU,1,WORK,FI,57,F,2,OTHER,INACTIVE,INACTIVE,-118,938,0,91,216,0.9818,2022Q2
2017,PT3,DK496,INTERNAL,0,WORK,NL,60,T,3,RETIREMENT,STUDENT,STUDENT,-36,2708,0,70,208,3.1085,2024Q3
2018,IE84,SK76,CROSS_BORDER,1,WORK,HR,63,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,2,761,1,110,193,0.9053,2026Q4
2019,RO81,CY617,INTRA_EU,0,WORK,IT,66,F,5,FAMILY,EMPLOYED,EMPLOYED,21,2077,0,96,212,1.0863,2024Q1
2020,NL571,IE317,EXTRA_EU,0,WORK,ES,69,T,6,STUDY,INACTIVE,INACTIVE,-11,2022,0,93,238,1.9082,2026Q2
2021,LT871,RO25,INTERNAL,1,WORK,FR,72,M,1,WORK,STUDENT,STUDENT,-54,1099,0,109,237,2.4088,2023Q3
2022,SK50,EE531,CROSS_BORDER,0,WORK,PL,75,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,70,2411,1,87,216,3.4095,2025Q4
2023,LT842,AT6,INTRA_EU,1,WORK,CY,78,T,3,RETIREMENT,EMPLOYED,EMPLOYED,40,1527,0,97,217,1.6546,2023Q1
2024,LV75,GR72,EXTRA_EU,1,WORK,LV,81,M,4,PROTECTION,INACTIVE,INACTIVE,-107,513,0,87,224,2.9669,2025Q2
2025,IE846,CZ2,INTERNAL,1,WORK,SE,84,F,5,FAMILY,STUDENT,STUDENT,110,538,0,116,253,1.5871,2022Q3
2026,DE61,MT4,CROSS_BORDER,1,WORK,DE,87,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-115,2464,0,94,239,3.019,2024Q4
2015,PT860,PT8,INTRA_EU,1,WORK,PT,0,M,1,WORK,EMPLOYED,EMPLOYED,-53,18,0,81,248,2.2112,2022Q1
2016,PL13,IT56,EXTRA_EU,1,WORK,CZ,3,F,2,OTHER,INACTIVE,INACTIVE,85,1451,0,84,234,2.4844,2024Q2
2017,RO20,DK81,INTERNAL,1,WORK,LT,6,T,3,RETIREMENT,STUDENT,STUDENT,-79,110,0,122,264,1.4433,2026Q3
2018,LU9,FR506,CROSS_BORDER,1,WORK,AT,9,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,115,1341,1,101,237,0.9415,2023Q4
2019,SE8,NL843,INTRA_EU,1,WORK,GR,12,F,5,FAMILY,EMPLOYED,EMPLOYED,16,578,0,108,265,0.7042,2026Q1
2020,LT567,NL31,EXTRA_EU,0,WORK,RO,15,T,6,STUDY,INACTIVE,INACTIVE,-43,2169,0,87,271,1.06,2023Q2
2021,DK921,BE621,INTERNAL,0,WORK,DK,18,M,1,WORK,STUDENT,STUDENT,112,1424,0,104,266,0.996,2025Q3
2022,SK82,DK9,CROSS_BORDER,1,WORK,LU,21,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-7,1993,0,124,274,3.3118,2022Q4
2023,LU775,FI55,INTRA_EU,1,WORK,BE,24,T,3,RETIREMENT,EMPLOYED,EMPLOYED,92,1354,0,108,259,1.9841,2025Q1
2024,EE15,PT785,EXTRA_EU,1,WORK,HU,27,M,4,PROTECTION,INACTIVE,INACTIVE,99,351,0,120,256,3.0506,2022Q2
2025,PT370,GR596,INTERNAL,1,WORK,SK,30,F,5,FAMILY,STUDENT,STUDENT,11,570,0,107,258,2.178,2024Q3
2026,HR802,DE417,CROSS_BORDER,0,WORK,EE,33,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-95,2071,1,114,276,2.3689,2026Q4
2015,ES69,FR21,INTRA_EU,1,WORK,MT,36,M,1,WORK,EMPLOYED,EMPLOYED,78,2167,0,97,277,3.1968,2024Q1
2016,PT757,GR969,EXTRA_EU,1,WORK,BG,39,F,2,OTHER,INACTIVE,INACTIVE,-58,224,0,100,295,1.6543,2026Q2
2017,IE2,SE74,INTERNAL,1,WORK,IE,42,T,3,RETIREMENT,STUDENT,STUDENT,92,2546,0,113,28,2.6736,2023Q3
2018,ES5,IT6,CROSS_BORDER,1,WORK,SI,45,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-94,2770,1,113,47,2.0741,2025Q4
2019,EE792,BE53,INTRA_EU,1,WORK,FI,48,F,5,FAMILY,EMPLOYED,EMPLOYED,-91,1337,0,128,54,0.7359,2023Q1
2020,NL47,PL105,EXTRA_EU,1,WORK,NL,51,T,6,STUDY,INACTIVE,INACTIVE,-16,1194,1,118,22,1.7196,2025Q2
2021,IT574,SI1,INTERNAL,0,WORK,HR,54,M,1,WORK,STUDENT,STUDENT,32,1484,0,120,62,2.5329,2022Q3
2022,FR921,LU31,CROSS_BORDER,1,WORK,IT,57,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-67,1513,0,103,30,1.9249,2024Q4
2023,RO84,DE3,INTRA_EU,1,WORK,ES,60,T,3,RETIREMENT,EMPLOYED,EMPLOYED,49,629,0,121,49,1.7305,2022Q1
2024,EE69,SK8,EXTRA_EU,0,WORK,FR,63,M,4,PROTECTION,INACTIVE,INACTIVE,40,2039,0,118,56,2.1382,2024Q2
2025,FI1,HR93,INTERNAL,1,WORK,PL,66,F,5,FAMILY,STUDENT,STUDENT,-48,486,0,134,64,0.7748,2026Q3
2026,NL43,FR10,CROSS_BORDER,1,WORK,CY,69,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,30,1022,1,133,78,0.4233,2023Q4
2015,PL147,LV811,INTRA_EU,1,WORK,LV,72,M,1,WORK,EMPLOYED,EMPLOYED,61,1172,0,127,80,3.4465,2026Q1
2016,FR72,FI956,EXTRA_EU,1,WORK,SE,75,F,2,OTHER,INACTIVE,INACTIVE,-41,2336,0,131,74,3.1684,2023Q2
2017,GR942,NL21,INTERNAL,0,WORK,DE,78,T,3,RETIREMENT,STUDENT,STUDENT,96,437,0,114,60,2.4688,2025Q3
2018,ES8,IT7,CROSS_BORDER,1,WORK,PT,81,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-13,2704,0,128,74,2.1756,2022Q4
2019,BG14,IE55,INTRA_EU,1,WORK,CZ,84,F,5,FAMILY,EMPLOYED,EMPLOYED,-113,696,0,135,82,1.1432,2025Q1
2020,SE613,SE2,EXTRA_EU,1,WORK,LT,87,T,6,STUDY,INACTIVE,INACTIVE,-115,1543,0,118,66,1.8706,2022Q2
2021,RO71,ES9,INTERNAL,1,WORK,AT,0,M,1,WORK,STUDENT,STUDENT,-19,1481,0,114,78,2.9145,2024Q3
2022,EE367,PT7,CROSS_BORDER,0,WORK,GR,3,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,57,2575,1,117,94,3.2005,2026Q4
2023,SK361,NL61,INTRA_EU,1,WORK,RO,6,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-108,233,0,135,87,2.0782,2024Q1
2024,BE637,LU24,EXTRA_EU,0,WORK,DK,9,M,4,PROTECTION,INACTIVE,INACTIVE,-30,1461,0,134,92,3.2556,2026Q2
2025,HR685,LU909,INTERNAL,0,WORK,LU,12,F,5,FAMILY,STUDENT,STUDENT,-89,1741,0,127,85,1.4936,2023Q3
2026,HR23,FI555,CROSS_BORDER,0,WORK,BE,15,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,48,1986,0,141,101,1.9287,2025Q4
2015,BG493,MT712,INTRA_EU,1,WORK,HU,18,M,1,WORK,EMPLOYED,EMPLOYED,80,2514,0,116,97,3.4632,2023Q1
2016,FI3,DK77,EXTRA_EU,1,WORK,SK,21,F,2,OTHER,INACTIVE,INACTIVE,-97,127,0,120,99,0.943,2025Q2
2017,AT49,FR699,INTERNAL,1,WORK,EE,24,T,3,RETIREMENT,STUDENT,STUDENT,-26,1355,0,153,104,2.7511,2022Q3
2018,SK91,CZ114,CROSS_BORDER,1,WORK,MT,27,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,63,2376,1,133,101,1.5511,2024Q4
2019,IT99,IT53,INTRA_EU,1,WORK,BG,30,F,5,FAMILY,EMPLOYED,EMPLOYED,-109,2528,0,135,94,2.4383,2022Q1
2020,NL9,HR88,EXTRA_EU,1,WORK,IE,33,T,6,STUDY,INACTIVE,INACTIVE,14,2363,0,154,125,2.0482,2024Q2
2021,LV71,FR3,INTERNAL,1,WORK,SI,36,M,1,WORK,STUDENT,STUDENT,-114,365,1,145,131,0.9301,2026Q3
2022,DE312,HR8,CROSS_BORDER,1,WORK,FI,39,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-93,1518,0,133,124,1.2121,2023Q4
2023,NL578,HU488,INTRA_EU,1,WORK,NL,42,T,3,RETIREMENT,EMPLOYED,EMPLOYED,61,782,0,139,115,3.3094,2026Q1
2024,PL936,SK7,EXTRA_EU,1,WORK,HR,45,M,4,PROTECTION,INACTIVE,INACTIVE,7,2411,1,125,120,2.0387,2023Q2
2025,DE76,MT76,INTERNAL,1,WORK,IT,48,F,5,FAMILY,STUDENT,STUDENT,12,699,0,130,143,2.0033,2025Q3
2026,CY811,IT616,CROSS_BORDER,1,WORK,ES,51,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-44,1165,0,133,137,2.7734,2022Q4
2015,IE6,HU63,INTRA_EU,1,WORK,FR,54,M,1,WORK,EMPLOYED,EMPLOYED,-57,1123,0,136,114,2.0398,2025Q1
2016,BE985,DK62,EXTRA_EU,1,WORK,PL,57,F,2,OTHER,INACTIVE,INACTIVE,59,384,0,140,142,1.6919,2022Q2
2017,GR704,CZ879,INTERNAL,1,WORK,CY,60,T,3,RETIREMENT,STUDENT,STUDENT,-82,1696,0,131,136,1.7819,2024Q3
2018,MT427,DE627,CROSS_BORDER,1,WORK,LV,63,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,76,686,0,158,149,1.0668,2026Q4
2019,MT7,ES15,INTRA_EU,1,WORK,SE,66,F,5,FAMILY,EMPLOYED,EMPLOYED,46,1345,0,167,156,1.7196,2024Q1
2020,PT502,GR21,EXTRA_EU,0,WORK,DE,69,T,6,STUDY,INACTIVE,INACTIVE,-51,2501,0,152,153,1.9847,2026Q2
2021,AT3,MT179,INTERNAL,1,WORK,PT,72,M,1,WORK,STUDENT,STUDENT,-42,1058,0,173,145,3.4448,2023Q3
2022,SK118,NL92,CROSS_BORDER,1,WORK,CZ,75,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,60,1376,1,155,156,2.8859,2025Q4
2023,DE6,RO9,INTRA_EU,1,WORK,LT,78,T,3,RETIREMENT,EMPLOYED,EMPLOYED,47,595,0,153,138,3.313,2023Q1
2024,BG3,LT355,EXTRA_EU,1,WORK,AT,81,M,4,PROTECTION,INACTIVE,INACTIVE,82,2394,0,172,177,2.8767,2025Q2
2025,IT779,PT151,INTERNAL,1,WORK,GR,84,F,5,FAMILY,STUDENT,STUDENT,30,1596,0,171,148,3.368,2022Q3
2026,SI256,PT54,CROSS_BORDER,1,WORK,RO,87,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,17,750,0,148,162,2.428,2024Q4
2015,HU103,MT354,INTRA_EU,1,WORK,DK,0,M,1,WORK,EMPLOYED,EMPLOYED,105,2649,0,164,185,1.8701,2022Q1
