demo_household_survey_year,demo_household_household_id_sample,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_cohabiting_partner_flag,demo_household_household_income_ratio_poverty,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly,demo_household_eldercare_responsibility_flag,demo_household_sampling_stratum
2025,HH00001129,CHILD,NONFAMILY,SEPARATED,3,1,0,0,3.38,19.2,2.39,4,MOBILE_ONLY,OTHER,MULTIPLE_MEMBERS,22,2359,1,SMALL_TOWN
2020,HH00001130,NONREL,MARRIED_COUPLE,MARRIED,3,1,0,1,1.07,24.9,1.33,3,NONE,TAGALOG,ONE_MEMBER,26,1103,1,SUBURBAN
2024,HH00001131,OTHER_REL,FEMALE_HH_NO_SPOUSE,MARRIED,4,1,1,1,0.58,30.9,2.28,3,CABLE,TAGALOG,NONE,2,173,0,RURAL
2022,HH00001132,PARENT,MARRIED_COUPLE,SEPARATED,4,0,1,0,3.85,28.4,1.61,3,CABLE,CHINESE,NONE,8,284,0,SMALL_TOWN
2020,HH00001133,CHILD,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,3,1,0,0,3.94,41.9,1.67,0,CABLE,SPANISH,ONE_MEMBER,50,90,1,SMALL_TOWN
2023,HH00001134,SPOUSE,MALE_HH_NO_SPOUSE,DIVORCED,4,1,1,0,5.88,48.4,2.06,3,NONE,KOREAN,ONE_MEMBER,35,1484,0,RURAL
2022,HH00001135,CHILD,MALE_HH_NO_SPOUSE,DIVORCED,2,0,1,0,3.08,59.0,0.93,3,SATELLITE,CHINESE,ONE_MEMBER,33,319,1,RURAL
2022,HH00001136,HOUSEHOLDER,NONFAMILY,DIVORCED,4,1,1,1,2.17,15.6,1.47,4,CABLE,ARABIC,NONE,25,769,0,SMALL_TOWN
2020,HH00001137,PARENT,FEMALE_HH_NO_SPOUSE,WIDOWED,2,1,0,0,4.32,26.9,0.5,5,FIXED_WIRELESS,SPANISH,MULTIPLE_MEMBERS,43,96,0,URBAN_CORE
2020,HH00001138,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,WIDOWED,4,1,1,1,4.85,50.0,2.4,5,NONE,KOREAN,ONE_MEMBER,33,2468,1,SMALL_TOWN
2019,HH00001139,OTHER_REL,MARRIED_COUPLE,SEPARATED,2,1,1,0,4.18,46.8,2.49,3,SATELLITE,OTHER,ONE_MEMBER,39,1587,0,SUBURBAN
2019,HH00001140,HOUSEHOLDER,NONFAMILY,DIVORCED,1,0,1,1,4.51,58.9,1.55,2,MOBILE_ONLY,VIETNAMESE,ONE_MEMBER,14,2186,1,SMALL_TOWN
2018,HH00001141,HOUSEHOLDER,MALE_HH_NO_SPOUSE,MARRIED,0,1,1,1,4.22,47.6,2.33,2,FIXED_WIRELESS,OTHER,MULTIPLE_MEMBERS,32,3138,1,URBAN_CORE
2022,HH00001142,HOUSEHOLDER,NONFAMILY,WIDOWED,4,1,1,1,1.21,11.9,2.14,1,DSL,ENGLISH,ONE_MEMBER,3,2808,0,SMALL_TOWN
2020,HH00001143,OTHER_REL,MALE_HH_NO_SPOUSE,WIDOWED,5,0,0,1,4.9,48.2,1.46,0,FIXED_WIRELESS,KOREAN,NONE,29,837,1,SUBURBAN
2024,HH00001144,CHILD,NONFAMILY,SEPARATED,4,1,0,1,3.83,6.8,1.67,4,SATELLITE,SPANISH,NONE,15,2211,1,SUBURBAN
2023,HH00001145,CHILD,FEMALE_HH_NO_SPOUSE,WIDOWED,1,1,1,0,2.47,38.7,1.9,1,DSL,KOREAN,MULTIPLE_MEMBERS,54,1176,0,SMALL_TOWN
2023,HH00001146,PARENT,FEMALE_HH_NO_SPOUSE,SEPARATED,3,1,1,0,4.05,45.2,1.03,1,MOBILE_ONLY,ENGLISH,MULTIPLE_MEMBERS,5,2285,0,SUBURBAN
2025,HH00001147,OTHER_REL,MARRIED_COUPLE,MARRIED,3,1,0,1,5.11,54.5,0.98,0,DSL,ENGLISH,ONE_MEMBER,60,3027,1,URBAN_CORE
2021,HH00001148,NONREL,MARRIED_COUPLE,SEPARATED,3,0,0,0,5.2,41.0,2.12,5,CABLE,OTHER,ONE_MEMBER,26,1236,1,RURAL
2023,HH00001149,SIBLING,MARRIED_COUPLE,DIVORCED,1,1,1,1,2.14,43.1,0.72,0,NONE,CHINESE,ONE_MEMBER,11,2915,1,SUBURBAN
2024,HH00001150,SIBLING,FEMALE_HH_NO_SPOUSE,WIDOWED,5,1,1,1,0.88,14.1,0.82,1,FIXED_WIRELESS,ENGLISH,NONE,29,376,0,RURAL
2023,HH00001151,HOUSEHOLDER,NONFAMILY,NEVER_MARRIED,0,1,0,1,1.49,8.7,1.6,3,CABLE,KOREAN,NONE,31,1416,1,SUBURBAN
2020,HH00001152,OTHER_REL,FEMALE_HH_NO_SPOUSE,SEPARATED,3,0,0,0,3.72,11.1,1.17,2,CABLE,TAGALOG,MULTIPLE_MEMBERS,40,603,0,RURAL
2024,HH00001153,SPOUSE,MARRIED_COUPLE,MARRIED,3,0,0,1,3.2,18.8,0.59,1,CABLE,ENGLISH,NONE,46,1873,0,SMALL_TOWN
2019,HH00001154,HOUSEHOLDER,MALE_HH_NO_SPOUSE,DIVORCED,4,0,0,1,3.07,31.8,2.46,5,CABLE,OTHER,ONE_MEMBER,23,1289,0,SUBURBAN
2024,HH00001155,SPOUSE,FEMALE_HH_NO_SPOUSE,SEPARATED,1,0,1,0,1.96,28.6,1.34,0,SATELLITE,SPANISH,MULTIPLE_MEMBERS,27,2691,1,SUBURBAN
2024,HH00001156,SPOUSE,FEMALE_HH_NO_SPOUSE,DIVORCED,1,0,1,0,0.64,23.1,2.5,1,MOBILE_ONLY,ENGLISH,MULTIPLE_MEMBERS,33,281,0,URBAN_CORE
2020,HH00001157,OTHER_REL,NONFAMILY,MARRIED,2,1,1,1,1.95,58.3,1.29,2,FIXED_WIRELESS,ENGLISH,ONE_MEMBER,41,1994,0,URBAN_CORE
2023,HH00001158,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,DIVORCED,4,0,1,0,4.21,10.3,2.03,5,SATELLITE,SPANISH,ONE_MEMBER,41,1046,1,SMALL_TOWN
2021,HH00001159,OTHER_REL,MARRIED_COUPLE,MARRIED,2,1,0,1,3.81,13.6,1.85,4,MOBILE_ONLY,OTHER,ONE_MEMBER,57,195,0,SMALL_TOWN
2020,HH00001160,PARENT,FEMALE_HH_NO_SPOUSE,WIDOWED,2,0,0,0,1.8,31.1,1.02,2,SATELLITE,KOREAN,ONE_MEMBER,21,769,0,RURAL
2020,HH00001161,SPOUSE,NONFAMILY,DIVORCED,0,1,0,1,4.68,12.8,0.48,4,NONE,TAGALOG,NONE,16,2291,1,SMALL_TOWN
2025,HH00001162,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,3,1,1,1,5.76,14.3,0.63,0,DSL,SPANISH,NONE,13,1978,1,RURAL
2021,HH00001163,NONREL,MALE_HH_NO_SPOUSE,NEVER_MARRIED,1,0,0,0,1.66,63.0,0.38,4,CABLE,OTHER,NONE,50,339,0,URBAN_CORE
2019,HH00001164,HOUSEHOLDER,MARRIED_COUPLE,NEVER_MARRIED,2,1,1,0,4.76,34.7,1.75,3,FIXED_WIRELESS,KOREAN,NONE,46,1972,1,URBAN_CORE
2025,HH00001165,HOUSEHOLDER,NONFAMILY,SEPARATED,5,1,0,0,4.76,11.3,0.44,1,FIXED_WIRELESS,VIETNAMESE,NONE,14,76,1,URBAN_CORE
2020,HH00001166,SPOUSE,MARRIED_COUPLE,WIDOWED,4,1,0,0,3.3,8.1,0.95,1,FIXED_WIRELESS,SPANISH,ONE_MEMBER,14,1065,1,SUBURBAN
2023,HH00001167,CHILD,MARRIED_COUPLE,WIDOWED,1,1,0,0,0.26,49.1,0.55,3,NONE,CHINESE,MULTIPLE_MEMBERS,7,2712,1,SUBURBAN
2019,HH00001168,OTHER_REL,MARRIED_COUPLE,MARRIED,3,1,0,1,1.91,28.1,1.58,5,FIXED_WIRELESS,KOREAN,ONE_MEMBER,57,2185,1,RURAL
2021,HH00001169,SPOUSE,FEMALE_HH_NO_SPOUSE,MARRIED,1,1,0,1,0.43,22.1,1.84,2,NONE,KOREAN,NONE,13,400,0,RURAL
2020,HH00001170,CHILD,MARRIED_COUPLE,SEPARATED,0,0,0,1,2.57,46.3,1.28,0,CABLE,FRENCH,NONE,0,132,1,SUBURBAN
2020,HH00001171,CHILD,NONFAMILY,DIVORCED,3,1,0,1,3.5,46.9,2.41,3,NONE,OTHER,MULTIPLE_MEMBERS,0,3148,1,RURAL
2022,HH00001172,PARENT,FEMALE_HH_NO_SPOUSE,SEPARATED,3,0,1,0,2.74,26.6,0.89,1,DSL,FRENCH,MULTIPLE_MEMBERS,16,1013,0,RURAL
2018,HH00001173,SIBLING,NONFAMILY,NEVER_MARRIED,1,0,0,0,4.23,62.0,2.48,4,MOBILE_ONLY,CHINESE,ONE_MEMBER,36,90,0,URBAN_CORE
2024,HH00001174,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,WIDOWED,5,1,0,0,1.56,29.0,1.59,2,SATELLITE,ENGLISH,ONE_MEMBER,12,1676,1,SUBURBAN
2021,HH00001175,HOUSEHOLDER,MARRIED_COUPLE,MARRIED,4,0,1,0,0.65,27.8,2.19,2,DSL,CHINESE,MULTIPLE_MEMBERS,54,1056,1,SMALL_TOWN
2023,HH00001176,OTHER_REL,MARRIED_COUPLE,MARRIED,2,0,1,1,1.18,51.7,0.56,3,DSL,SPANISH,NONE,13,3180,1,URBAN_CORE
2019,HH00001177,SPOUSE,FEMALE_HH_NO_SPOUSE,WIDOWED,5,0,0,0,1.75,54.0,2.46,1,MOBILE_ONLY,ARABIC,ONE_MEMBER,51,2108,0,SUBURBAN
2021,HH00001178,NONREL,MALE_HH_NO_SPOUSE,NEVER_MARRIED,2,1,0,1,1.61,22.2,1.96,1,CABLE,VIETNAMESE,ONE_MEMBER,15,483,0,RURAL
2025,HH00001179,NONREL,MALE_HH_NO_SPOUSE,NEVER_MARRIED,5,1,1,0,3.18,46.3,1.61,0,DSL,OTHER,ONE_MEMBER,46,1941,1,SMALL_TOWN
2022,HH00001180,SIBLING,MARRIED_COUPLE,NEVER_MARRIED,2,0,1,1,5.41,43.4,0.31,0,NONE,KOREAN,ONE_MEMBER,40,2097,1,SMALL_TOWN
2023,HH00001181,OTHER_REL,NONFAMILY,WIDOWED,1,0,1,1,2.27,7.0,0.31,3,MOBILE_ONLY,VIETNAMESE,ONE_MEMBER,21,907,1,URBAN_CORE
2021,HH00001182,NONREL,FEMALE_HH_NO_SPOUSE,SEPARATED,4,0,1,1,0.69,16.7,0.67,5,FIBER,SPANISH,NONE,52,1810,1,SUBURBAN
2018,HH00001183,PARENT,NONFAMILY,NEVER_MARRIED,1,0,1,0,4.96,11.0,1.2,3,FIXED_WIRELESS,ARABIC,MULTIPLE_MEMBERS,20,2565,1,RURAL
2023,HH00001184,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,SEPARATED,5,1,1,1,0.29,58.1,0.95,1,MOBILE_ONLY,VIETNAMESE,MULTIPLE_MEMBERS,37,823,1,URBAN_CORE
2024,HH00001185,SPOUSE,MARRIED_COUPLE,DIVORCED,2,0,1,0,3.19,62.3,2.17,5,FIBER,TAGALOG,MULTIPLE_MEMBERS,59,259,1,SMALL_TOWN
2021,HH00001186,PARENT,MALE_HH_NO_SPOUSE,MARRIED,2,1,0,0,4.89,54.5,1.95,3,CABLE,KOREAN,ONE_MEMBER,49,1560,0,SMALL_TOWN
2019,HH00001187,SIBLING,MALE_HH_NO_SPOUSE,SEPARATED,5,1,0,0,3.49,23.7,2.26,2,FIXED_WIRELESS,KOREAN,NONE,34,1973,1,SMALL_TOWN
2023,HH00001188,NONREL,MALE_HH_NO_SPOUSE,DIVORCED,2,1,1,1,5.59,56.6,1.12,4,DSL,KOREAN,ONE_MEMBER,18,1545,0,SMALL_TOWN
2019,HH00001189,SPOUSE,NONFAMILY,WIDOWED,4,0,1,0,0.37,8.5,2.03,1,DSL,VIETNAMESE,ONE_MEMBER,13,3032,1,SMALL_TOWN
2018,HH00001190,PARENT,MARRIED_COUPLE,DIVORCED,5,1,1,1,5.66,46.1,2.15,2,FIXED_WIRELESS,ARABIC,ONE_MEMBER,24,17,0,SUBURBAN
2022,HH00001191,SIBLING,MARRIED_COUPLE,DIVORCED,0,1,0,0,4.55,12.4,2.49,4,CABLE,CHINESE,ONE_MEMBER,51,3186,1,SUBURBAN
2023,HH00001192,HOUSEHOLDER,MALE_HH_NO_SPOUSE,MARRIED,2,0,0,1,2.1,5.8,2.01,1,FIBER,ARABIC,MULTIPLE_MEMBERS,13,841,1,RURAL
2024,HH00001193,SIBLING,NONFAMILY,DIVORCED,2,1,1,0,3.84,15.5,2.19,1,CABLE,CHINESE,MULTIPLE_MEMBERS,46,3108,1,SMALL_TOWN
2020,HH00001194,SPOUSE,NONFAMILY,DIVORCED,4,1,0,0,3.46,62.8,0.97,1,DSL,KOREAN,MULTIPLE_MEMBERS,53,1469,1,RURAL
2020,HH00001195,HOUSEHOLDER,MARRIED_COUPLE,MARRIED,1,0,1,0,5.48,50.3,1.77,2,CABLE,OTHER,NONE,44,2538,0,RURAL
2025,HH00001196,CHILD,FEMALE_HH_NO_SPOUSE,WIDOWED,5,0,0,1,2.59,36.1,1.76,1,MOBILE_ONLY,VIETNAMESE,NONE,0,578,1,SUBURBAN
2018,HH00001197,SPOUSE,NONFAMILY,NEVER_MARRIED,3,0,0,0,0.78,61.2,1.58,3,CABLE,OTHER,ONE_MEMBER,54,929,1,URBAN_CORE
2024,HH00001198,CHILD,NONFAMILY,SEPARATED,3,0,0,1,0.6,30.0,2.42,3,DSL,KOREAN,ONE_MEMBER,37,280,1,SUBURBAN
2018,HH00001199,SIBLING,MALE_HH_NO_SPOUSE,SEPARATED,4,0,1,0,2.6,7.4,1.22,5,FIXED_WIRELESS,KOREAN,MULTIPLE_MEMBERS,54,243,0,URBAN_CORE
2019,HH00001200,OTHER_REL,MARRIED_COUPLE,DIVORCED,0,1,0,0,5.92,40.7,2.21,2,NONE,SPANISH,ONE_MEMBER,57,1757,0,URBAN_CORE
2018,HH00001201,OTHER_REL,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,5,0,0,0,3.79,54.7,0.42,2,FIXED_WIRELESS,KOREAN,MULTIPLE_MEMBERS,50,760,1,URBAN_CORE
2025,HH00001202,PARENT,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,1,0,0,0,4.5,22.2,1.2,1,FIBER,VIETNAMESE,NONE,16,2831,0,URBAN_CORE
2024,HH00001203,NONREL,NONFAMILY,DIVORCED,2,1,1,1,5.78,24.0,0.46,3,CABLE,ARABIC,MULTIPLE_MEMBERS,52,494,0,SUBURBAN
2019,HH00001204,HOUSEHOLDER,MALE_HH_NO_SPOUSE,SEPARATED,1,0,0,0,4.05,45.3,1.61,1,SATELLITE,OTHER,NONE,21,1102,0,URBAN_CORE
2021,HH00001205,SPOUSE,FEMALE_HH_NO_SPOUSE,SEPARATED,0,1,1,0,3.69,53.3,1.6,5,FIXED_WIRELESS,SPANISH,ONE_MEMBER,25,1722,1,SMALL_TOWN
2019,HH00001206,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,5,1,1,0,1.29,31.0,1.06,5,MOBILE_ONLY,ENGLISH,MULTIPLE_MEMBERS,3,2200,1,SUBURBAN
2019,HH00001207,SIBLING,MARRIED_COUPLE,NEVER_MARRIED,2,0,1,0,1.88,10.3,2.29,4,MOBILE_ONLY,SPANISH,NONE,39,3020,1,URBAN_CORE
2021,HH00001208,OTHER_REL,FEMALE_HH_NO_SPOUSE,DIVORCED,4,1,0,1,5.3,49.8,0.66,1,MOBILE_ONLY,SPANISH,ONE_MEMBER,42,14,1,RURAL
2019,HH00001209,SIBLING,MALE_HH_NO_SPOUSE,SEPARATED,4,0,0,0,3.14,30.6,1.32,5,NONE,KOREAN,NONE,50,3168,0,SMALL_TOWN
2025,HH00001210,OTHER_REL,NONFAMILY,SEPARATED,2,0,0,1,5.21,59.6,1.6,5,SATELLITE,FRENCH,NONE,58,1901,1,SUBURBAN
2020,HH00001211,NONREL,NONFAMILY,DIVORCED,2,1,1,1,0.29,20.2,0.74,3,CABLE,SPANISH,NONE,39,2978,0,RURAL
2019,HH00001212,PARENT,MALE_HH_NO_SPOUSE,DIVORCED,4,0,1,1,3.13,32.8,2.1,2,CABLE,SPANISH,ONE_MEMBER,46,416,0,SUBURBAN
2025,HH00001213,PARENT,MARRIED_COUPLE,WIDOWED,0,1,1,1,2.03,47.5,1.3,4,NONE,OTHER,ONE_MEMBER,52,798,1,SMALL_TOWN
2018,HH00001214,NONREL,MARRIED_COUPLE,NEVER_MARRIED,0,1,0,1,1.83,19.7,1.45,5,FIXED_WIRELESS,SPANISH,NONE,8,868,0,URBAN_CORE
2019,HH00001215,SPOUSE,NONFAMILY,NEVER_MARRIED,4,1,1,1,5.19,18.6,1.19,3,NONE,OTHER,MULTIPLE_MEMBERS,60,1074,1,RURAL
2021,HH00001216,OTHER_REL,MARRIED_COUPLE,NEVER_MARRIED,1,0,0,1,5.06,48.7,1.63,2,DSL,ARABIC,ONE_MEMBER,26,2765,0,SMALL_TOWN
2018,HH00001217,HOUSEHOLDER,MALE_HH_NO_SPOUSE,MARRIED,0,1,1,0,5.4,15.8,2.09,0,DSL,ENGLISH,ONE_MEMBER,24,3200,0,URBAN_CORE
2023,HH00001218,SPOUSE,MARRIED_COUPLE,MARRIED,0,1,1,1,2.69,12.1,1.04,4,FIXED_WIRELESS,ARABIC,NONE,36,185,1,URBAN_CORE
2021,HH00001219,CHILD,MALE_HH_NO_SPOUSE,DIVORCED,0,1,1,0,5.78,20.5,0.97,5,FIBER,ENGLISH,ONE_MEMBER,58,1185,1,SMALL_TOWN
2021,HH00001220,SIBLING,MALE_HH_NO_SPOUSE,WIDOWED,3,1,0,0,2.06,54.2,2.31,1,DSL,ARABIC,NONE,10,935,1,URBAN_CORE
2020,HH00001221,NONREL,MARRIED_COUPLE,MARRIED,3,0,0,0,5.94,56.8,2.5,2,FIBER,ENGLISH,ONE_MEMBER,3,797,1,URBAN_CORE
2023,HH00001222,CHILD,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,2,1,0,1,4.59,11.3,0.8,1,NONE,ARABIC,NONE,12,935,1,SUBURBAN
2022,HH00001223,CHILD,MARRIED_COUPLE,WIDOWED,0,1,1,0,4.0,11.6,0.78,1,NONE,CHINESE,ONE_MEMBER,31,1221,1,URBAN_CORE
2020,HH00001224,HOUSEHOLDER,MALE_HH_NO_SPOUSE,SEPARATED,3,0,1,0,5.37,55.2,0.63,2,MOBILE_ONLY,ARABIC,NONE,19,2121,1,URBAN_CORE
2024,HH00001225,CHILD,NONFAMILY,DIVORCED,0,1,0,1,3.86,61.8,0.94,0,CABLE,CHINESE,NONE,16,112,1,SMALL_TOWN
2021,HH00001226,NONREL,NONFAMILY,MARRIED,0,1,0,1,2.64,33.8,1.39,4,SATELLITE,ARABIC,MULTIPLE_MEMBERS,22,2445,1,RURAL
2024,HH00001227,CHILD,NONFAMILY,WIDOWED,5,0,1,0,2.3,55.9,0.31,0,FIXED_WIRELESS,ARABIC,MULTIPLE_MEMBERS,3,2360,0,SUBURBAN
2021,HH00001228,PARENT,FEMALE_HH_NO_SPOUSE,MARRIED,5,0,0,1,1.02,58.4,0.83,3,SATELLITE,FRENCH,MULTIPLE_MEMBERS,21,2827,0,URBAN_CORE
2024,HH00001229,SPOUSE,MARRIED_COUPLE,MARRIED,2,1,0,1,2.99,26.6,2.19,0,CABLE,ARABIC,MULTIPLE_MEMBERS,38,435,0,SMALL_TOWN
2021,HH00001230,NONREL,FEMALE_HH_NO_SPOUSE,DIVORCED,4,0,0,1,4.78,35.3,0.57,5,NONE,ARABIC,ONE_MEMBER,31,2502,1,URBAN_CORE
2021,HH00001231,PARENT,MALE_HH_NO_SPOUSE,MARRIED,4,1,1,0,1.0,39.3,2.14,0,CABLE,ARABIC,NONE,21,1796,0,SUBURBAN
2021,HH00001232,HOUSEHOLDER,MARRIED_COUPLE,DIVORCED,5,1,0,0,5.58,51.5,1.53,0,NONE,OTHER,NONE,10,278,0,SMALL_TOWN
2025,HH00001233,SPOUSE,MARRIED_COUPLE,DIVORCED,5,0,1,0,1.48,32.6,0.88,1,DSL,FRENCH,NONE,1,127,1,SUBURBAN
2020,HH00001234,NONREL,NONFAMILY,SEPARATED,0,0,1,1,5.77,35.4,1.3,1,NONE,KOREAN,MULTIPLE_MEMBERS,24,2213,0,RURAL
2022,HH00001235,SPOUSE,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,2,1,1,0,2.85,9.5,0.68,2,DSL,SPANISH,ONE_MEMBER,15,218,0,RURAL
2021,HH00001236,SIBLING,MARRIED_COUPLE,SEPARATED,3,0,0,1,1.0,8.3,1.61,1,MOBILE_ONLY,CHINESE,ONE_MEMBER,29,1028,1,RURAL
2023,HH00001237,OTHER_REL,NONFAMILY,MARRIED,1,0,0,0,0.85,49.4,0.48,2,FIBER,SPANISH,ONE_MEMBER,36,1347,0,URBAN_CORE
2022,HH00001238,SIBLING,FEMALE_HH_NO_SPOUSE,SEPARATED,5,0,0,1,4.04,33.9,1.64,0,FIBER,VIETNAMESE,MULTIPLE_MEMBERS,11,1673,1,SUBURBAN
2018,HH00001239,CHILD,FEMALE_HH_NO_SPOUSE,WIDOWED,2,1,1,1,4.9,10.4,1.35,5,FIBER,KOREAN,NONE,44,492,1,SUBURBAN
2019,HH00001240,SPOUSE,MALE_HH_NO_SPOUSE,SEPARATED,0,0,1,0,0.53,19.5,0.3,1,FIBER,VIETNAMESE,ONE_MEMBER,31,1076,0,SMALL_TOWN
2023,HH00001241,SPOUSE,MARRIED_COUPLE,SEPARATED,4,1,1,1,5.51,45.6,2.34,1,DSL,SPANISH,MULTIPLE_MEMBERS,1,476,1,URBAN_CORE
2021,HH00001242,SIBLING,FEMALE_HH_NO_SPOUSE,SEPARATED,3,1,0,1,0.42,35.3,0.37,3,NONE,SPANISH,NONE,32,332,0,SMALL_TOWN
2023,HH00001243,CHILD,FEMALE_HH_NO_SPOUSE,DIVORCED,2,1,1,1,3.36,52.7,2.17,4,FIBER,SPANISH,NONE,42,1214,0,SMALL_TOWN
2024,HH00001244,SIBLING,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,5,1,1,1,3.19,28.6,0.86,4,FIBER,TAGALOG,ONE_MEMBER,51,1171,0,RURAL
2024,HH00001245,SPOUSE,FEMALE_HH_NO_SPOUSE,SEPARATED,4,0,0,1,4.87,11.9,2.46,0,FIXED_WIRELESS,VIETNAMESE,ONE_MEMBER,3,1753,1,URBAN_CORE
2025,HH00001246,HOUSEHOLDER,MALE_HH_NO_SPOUSE,SEPARATED,2,0,0,1,3.58,21.1,2.5,0,CABLE,ARABIC,NONE,56,2662,1,URBAN_CORE
2025,HH00001247,SIBLING,MARRIED_COUPLE,NEVER_MARRIED,1,0,1,0,2.15,11.6,0.81,4,DSL,FRENCH,ONE_MEMBER,49,523,0,RURAL
2024,HH00001248,NONREL,MARRIED_COUPLE,SEPARATED,2,1,0,1,3.57,33.8,0.85,2,DSL,KOREAN,NONE,48,1745,0,SUBURBAN
2024,HH00001249,PARENT,MALE_HH_NO_SPOUSE,NEVER_MARRIED,5,0,0,0,5.72,33.5,2.17,2,FIXED_WIRELESS,VIETNAMESE,MULTIPLE_MEMBERS,7,2360,1,URBAN_CORE
2023,HH00001250,OTHER_REL,MARRIED_COUPLE,SEPARATED,1,1,1,1,0.91,9.4,0.61,4,FIXED_WIRELESS,CHINESE,ONE_MEMBER,27,52,0,SUBURBAN
2021,HH00001251,SIBLING,MALE_HH_NO_SPOUSE,SEPARATED,3,1,1,1,4.01,16.5,0.31,3,FIXED_WIRELESS,VIETNAMESE,ONE_MEMBER,10,2203,1,URBAN_CORE
2023,HH00001252,NONREL,NONFAMILY,WIDOWED,0,1,1,1,1.18,63.2,1.69,1,CABLE,ENGLISH,ONE_MEMBER,19,674,0,RURAL
2021,HH00001253,SPOUSE,MARRIED_COUPLE,WIDOWED,5,0,0,1,1.39,64.0,0.9,3,DSL,FRENCH,ONE_MEMBER,33,708,0,SUBURBAN
2023,HH00001254,NONREL,NONFAMILY,WIDOWED,5,0,0,1,5.84,25.6,1.11,3,FIXED_WIRELESS,KOREAN,MULTIPLE_MEMBERS,55,2872,0,RURAL
2024,HH00001255,CHILD,FEMALE_HH_NO_SPOUSE,DIVORCED,0,0,1,0,4.99,13.7,1.28,3,FIBER,ARABIC,ONE_MEMBER,12,385,0,RURAL
2019,HH00001256,NONREL,MALE_HH_NO_SPOUSE,MARRIED,1,1,0,1,5.48,16.3,0.88,1,FIBER,ARABIC,MULTIPLE_MEMBERS,44,1423,0,SUBURBAN
2025,HH00001257,OTHER_REL,MARRIED_COUPLE,WIDOWED,3,0,1,1,1.08,9.9,0.56,2,NONE,OTHER,ONE_MEMBER,15,1110,1,SUBURBAN
2022,HH00001258,SPOUSE,FEMALE_HH_NO_SPOUSE,MARRIED,2,0,0,1,2.6,10.1,1.86,2,FIXED_WIRELESS,FRENCH,NONE,55,122,1,URBAN_CORE
2023,HH00001259,CHILD,NONFAMILY,NEVER_MARRIED,2,0,1,1,4.65,16.6,1.38,2,FIXED_WIRELESS,KOREAN,NONE,0,1359,1,RURAL
2020,HH00001260,SPOUSE,MALE_HH_NO_SPOUSE,MARRIED,3,0,1,0,3.96,33.2,1.99,5,DSL,ARABIC,MULTIPLE_MEMBERS,51,3197,0,SUBURBAN
2021,HH00001261,PARENT,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,1,0,0,1,1.08,47.8,2.29,3,DSL,VIETNAMESE,MULTIPLE_MEMBERS,9,1334,0,SMALL_TOWN
2019,HH00001262,PARENT,NONFAMILY,MARRIED,1,0,1,0,2.75,14.5,0.8,0,MOBILE_ONLY,FRENCH,ONE_MEMBER,57,2910,0,RURAL
2018,HH00001263,CHILD,MALE_HH_NO_SPOUSE,NEVER_MARRIED,0,0,0,1,1.61,30.0,2.27,3,FIXED_WIRELESS,TAGALOG,ONE_MEMBER,12,482,0,RURAL
2019,HH00001264,PARENT,MALE_HH_NO_SPOUSE,WIDOWED,5,0,1,1,2.16,10.1,2.4,0,SATELLITE,VIETNAMESE,MULTIPLE_MEMBERS,52,98,1,SMALL_TOWN
2021,HH00001265,NONREL,NONFAMILY,WIDOWED,0,1,1,0,5.5,42.3,0.95,1,CABLE,ARABIC,NONE,32,2296,1,SMALL_TOWN
2024,HH00001266,HOUSEHOLDER,MALE_HH_NO_SPOUSE,WIDOWED,3,0,1,0,1.63,30.8,2.18,4,CABLE,OTHER,MULTIPLE_MEMBERS,46,154,0,SUBURBAN
2025,HH00001267,OTHER_REL,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,2,1,1,1,2.38,53.0,0.9,3,MOBILE_ONLY,SPANISH,ONE_MEMBER,53,1234,0,URBAN_CORE
2024,HH00001268,NONREL,MARRIED_COUPLE,DIVORCED,4,1,0,1,3.2,57.9,2.14,2,NONE,FRENCH,NONE,16,1193,1,SUBURBAN
2022,HH00001269,NONREL,NONFAMILY,MARRIED,1,1,0,1,0.61,19.6,2.3,0,CABLE,VIETNAMESE,ONE_MEMBER,49,2282,1,SUBURBAN
