agri_nutrition_reference_year,agri_nutrition_country_iso2,agri_nutrition_region_nuts_code,agri_nutrition_age_group,agri_nutrition_sex,agri_nutrition_bmi_category,agri_nutrition_obesity_rate_pct,agri_nutrition_fruit_veg_intake_servings_day,agri_nutrition_ultra_processed_food_share_pct,agri_nutrition_food_desert_index,agri_nutrition_school_meal_program_flag,agri_nutrition_front_of_pack_label_scheme_code,agri_nutrition_sugar_sweetened_tax_flag,agri_nutrition_salt_reduction_policy_flag,agri_nutrition_breastfeeding_rate_pct,agri_nutrition_household_food_insecurity_rate_pct,agri_nutrition_nutri_score_distribution,agri_nutrition_ehis_table_code,agri_nutrition_data_source,agri_nutrition_data_extract_date
2016,FI,HU581,20-34,T,UNDERWEIGHT,27.83,2.97,29.9,0.9128,1,NORDIC_KEYHOLE,0,0,36.44,6.71,A:0.34;B:0.1;C:0.14;D:0.1;E:0.32,hlth_ehis_bm1e,EHIS,2025-10-01
2017,IE,BG8,15-19,F,NORMAL,16.29,4.74,33.1,0.7699,0,KEYHOLE,0,1,27.13,11.84,A:0.25;B:0.24;C:0.3;D:0.21;E:0.0,hlth_ehis_dn1e,ECDC_NUTRITION,2025-03-17
2018,MT,RO7,10-14,M,OVERWEIGHT,5.49,4.67,51.37,0.821,1,NUTRI_SCORE,0,0,27.62,12.69,A:0.31;B:0.15;C:0.1;D:0.23;E:0.21,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-07-16
2019,SK,EE540,5-9,T,OBESE,4.35,1.93,19.54,0.5491,1,NONE,0,1,30.91,14.07,A:0.13;B:0.28;C:0.24;D:0.23;E:0.12,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-09-08
2020,BE,SI1,0-4,F,UNDERWEIGHT,28.63,1.46,42.4,0.1336,0,TRAFFIC_LIGHTS,1,1,66.37,16.5,A:0.12;B:0.16;C:0.22;D:0.12;E:0.38,hlth_ehis_sk1e,WHO_EURO,2025-11-19
2021,DK,BE432,65+,M,NORMAL,24.11,6.21,21.35,0.5601,0,BATTERY_LABEL,0,0,59.82,16.33,A:0.12;B:0.18;C:0.3;D:0.2;E:0.2,hlth_ehis_bm1e,EHIS,2024-12-01
2022,GR,IE291,50-64,T,OVERWEIGHT,28.24,4.54,42.84,0.2077,1,NORDIC_KEYHOLE,0,1,61.31,12.24,A:0.29;B:0.16;C:0.22;D:0.14;E:0.19,hlth_ehis_dn1e,ECDC_NUTRITION,2025-03-27
2023,LT,ES35,35-49,F,OBESE,22.84,2.14,25.39,0.2351,1,KEYHOLE,0,1,63.35,2.33,A:0.13;B:0.21;C:0.31;D:0.1;E:0.25,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-08-22
2024,PT,SE5,20-34,M,UNDERWEIGHT,22.02,3.14,35.09,0.1699,1,NUTRI_SCORE,0,0,64.66,6.15,A:0.11;B:0.31;C:0.3;D:0.23;E:0.05,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-11-26
2025,SE,CZ48,15-19,T,NORMAL,17.46,3.41,26.84,0.5502,1,NONE,1,1,27.51,5.31,A:0.15;B:0.32;C:0.25;D:0.18;E:0.1,hlth_ehis_sk1e,WHO_EURO,2025-11-27
2026,CY,CY30,10-14,F,OVERWEIGHT,19.22,6.22,49.27,0.4116,1,TRAFFIC_LIGHTS,1,0,63.24,9.28,A:0.15;B:0.28;C:0.32;D:0.12;E:0.13,hlth_ehis_bm1e,EHIS,2025-10-03
2010,FR,LU68,5-9,M,OBESE,26.18,2.43,30.65,0.073,1,BATTERY_LABEL,0,1,69.0,7.64,A:0.13;B:0.15;C:0.31;D:0.08;E:0.33,hlth_ehis_dn1e,ECDC_NUTRITION,2024-10-21
2011,IT,PT841,0-4,T,UNDERWEIGHT,34.63,3.68,11.27,0.2348,1,NORDIC_KEYHOLE,0,0,35.57,17.08,A:0.16;B:0.3;C:0.26;D:0.11;E:0.17,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-09-18
2012,NL,LV3,65+,F,NORMAL,27.85,3.32,46.32,0.5829,0,KEYHOLE,0,1,61.64,14.41,A:0.2;B:0.3;C:0.33;D:0.07;E:0.1,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-09-06
2013,SI,LV56,50-64,M,OVERWEIGHT,34.39,1.28,55.48,0.8547,1,NUTRI_SCORE,1,1,67.69,7.0,A:0.11;B:0.32;C:0.34;D:0.23;E:0.0,hlth_ehis_sk1e,WHO_EURO,2025-01-09
2014,BG,BE4,35-49,T,OBESE,29.57,3.54,38.29,0.5277,0,NONE,1,0,44.08,7.75,A:0.11;B:0.3;C:0.33;D:0.24;E:0.02,hlth_ehis_bm1e,EHIS,2024-01-21
2015,EE,DE126,20-34,F,UNDERWEIGHT,24.25,2.26,42.42,0.3116,1,TRAFFIC_LIGHTS,0,1,53.26,6.36,A:0.12;B:0.24;C:0.32;D:0.12;E:0.2,hlth_ehis_dn1e,ECDC_NUTRITION,2026-02-08
2016,HU,LU25,15-19,M,NORMAL,30.3,5.52,42.69,0.4642,0,BATTERY_LABEL,1,0,60.11,1.36,A:0.31;B:0.23;C:0.23;D:0.08;E:0.15,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-05-07
2017,LU,SK318,10-14,T,OVERWEIGHT,11.12,4.0,60.71,0.8583,1,NORDIC_KEYHOLE,1,0,56.32,5.96,A:0.27;B:0.28;C:0.2;D:0.22;E:0.03,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-12-02
2018,RO,BE2,5-9,F,OBESE,11.18,5.88,30.52,0.0724,1,KEYHOLE,0,1,39.88,13.75,A:0.23;B:0.29;C:0.26;D:0.22;E:0.0,hlth_ehis_sk1e,WHO_EURO,2025-10-07
2019,AT,EE8,0-4,M,UNDERWEIGHT,29.29,1.39,11.4,0.9242,1,NUTRI_SCORE,0,1,59.92,14.34,A:0.31;B:0.13;C:0.32;D:0.14;E:0.1,hlth_ehis_bm1e,EHIS,2025-03-13
2020,CZ,NL79,65+,T,NORMAL,23.25,5.32,27.87,0.6852,0,NONE,1,0,46.39,6.36,A:0.23;B:0.19;C:0.3;D:0.13;E:0.15,hlth_ehis_dn1e,ECDC_NUTRITION,2025-08-21
2021,DE,AT4,50-64,F,OVERWEIGHT,4.76,3.73,23.54,0.3083,1,TRAFFIC_LIGHTS,0,1,35.22,10.55,A:0.11;B:0.18;C:0.13;D:0.16;E:0.42,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-01-12
2022,LV,PT24,35-49,M,OBESE,10.8,3.0,56.08,0.2544,0,BATTERY_LABEL,0,0,39.12,2.12,A:0.16;B:0.18;C:0.27;D:0.13;E:0.26,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-11-03
2023,PL,PT66,20-34,T,UNDERWEIGHT,26.56,6.12,44.33,0.9453,0,NORDIC_KEYHOLE,1,1,30.25,10.21,A:0.18;B:0.2;C:0.3;D:0.25;E:0.07,hlth_ehis_sk1e,WHO_EURO,2025-03-04
2024,ES,MT12,15-19,F,NORMAL,16.74,4.92,55.93,0.3088,1,KEYHOLE,0,0,41.59,7.97,A:0.32;B:0.1;C:0.31;D:0.18;E:0.09,hlth_ehis_bm1e,EHIS,2025-09-05
2025,HR,LU91,10-14,M,OVERWEIGHT,22.74,5.44,40.31,0.6865,1,NUTRI_SCORE,1,1,70.21,7.94,A:0.17;B:0.1;C:0.21;D:0.13;E:0.39,hlth_ehis_dn1e,ECDC_NUTRITION,2025-01-06
2026,FI,CZ602,5-9,T,OBESE,32.87,5.7,53.5,0.7396,0,NONE,0,1,37.57,3.8,A:0.31;B:0.13;C:0.31;D:0.08;E:0.17,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-11-27
2010,IE,IE2,0-4,F,UNDERWEIGHT,4.2,2.47,9.08,0.636,1,TRAFFIC_LIGHTS,1,0,61.29,3.22,A:0.12;B:0.21;C:0.33;D:0.18;E:0.16,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-10-03
2011,MT,HU2,65+,M,NORMAL,30.32,5.35,53.33,0.1808,1,BATTERY_LABEL,0,1,34.7,7.83,A:0.14;B:0.24;C:0.15;D:0.2;E:0.27,hlth_ehis_sk1e,WHO_EURO,2024-01-29
2012,SK,DK85,50-64,T,OVERWEIGHT,19.1,3.25,17.36,0.2218,0,NORDIC_KEYHOLE,0,0,42.03,14.2,A:0.34;B:0.31;C:0.15;D:0.2;E:0.0,hlth_ehis_bm1e,EHIS,2024-07-16
2013,BE,SE58,35-49,F,OBESE,11.5,3.32,49.33,0.416,1,KEYHOLE,1,0,30.18,5.03,A:0.16;B:0.2;C:0.12;D:0.13;E:0.39,hlth_ehis_dn1e,ECDC_NUTRITION,2026-02-22
2014,DK,LT346,20-34,M,UNDERWEIGHT,34.91,5.98,33.03,0.5199,1,NUTRI_SCORE,0,1,27.44,16.85,A:0.18;B:0.12;C:0.19;D:0.07;E:0.44,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-03-25
2015,GR,HR3,15-19,T,NORMAL,5.83,3.48,52.71,0.7156,1,NONE,0,0,58.76,1.21,A:0.28;B:0.19;C:0.34;D:0.18;E:0.0,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-07-12
2016,LT,PT9,10-14,F,OVERWEIGHT,26.31,1.86,12.74,0.8156,1,TRAFFIC_LIGHTS,0,1,45.68,15.67,A:0.26;B:0.14;C:0.21;D:0.1;E:0.29,hlth_ehis_sk1e,WHO_EURO,2024-09-15
2017,PT,AT91,5-9,M,OBESE,9.7,5.87,59.07,0.3455,1,BATTERY_LABEL,1,0,63.57,2.93,A:0.32;B:0.2;C:0.25;D:0.23;E:0.0,hlth_ehis_bm1e,EHIS,2024-03-03
2018,SE,HU974,0-4,T,UNDERWEIGHT,23.71,2.45,14.25,0.1908,1,NORDIC_KEYHOLE,1,1,22.72,6.57,A:0.16;B:0.29;C:0.34;D:0.16;E:0.05,hlth_ehis_dn1e,ECDC_NUTRITION,2024-02-09
2019,CY,DE71,65+,F,NORMAL,9.12,2.87,17.77,0.9106,1,KEYHOLE,0,1,41.67,15.41,A:0.26;B:0.34;C:0.11;D:0.13;E:0.16,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-07-17
2020,FR,AT94,50-64,M,OVERWEIGHT,18.64,4.94,35.34,0.4728,0,NUTRI_SCORE,1,1,58.34,16.47,A:0.15;B:0.27;C:0.23;D:0.17;E:0.18,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-02-02
2021,IT,LT16,35-49,T,OBESE,27.07,6.33,35.09,0.7791,1,NONE,0,1,19.3,11.54,A:0.24;B:0.21;C:0.18;D:0.05;E:0.32,hlth_ehis_sk1e,WHO_EURO,2024-06-05
2022,NL,IT5,20-34,F,UNDERWEIGHT,20.12,6.09,31.3,0.3463,1,TRAFFIC_LIGHTS,0,0,31.15,11.05,A:0.34;B:0.17;C:0.25;D:0.1;E:0.14,hlth_ehis_bm1e,EHIS,2025-07-12
2023,SI,EE9,15-19,M,NORMAL,6.89,1.53,8.17,0.0699,1,BATTERY_LABEL,0,1,47.83,4.63,A:0.13;B:0.24;C:0.25;D:0.05;E:0.33,hlth_ehis_dn1e,ECDC_NUTRITION,2025-05-05
2024,BG,SI77,10-14,T,OVERWEIGHT,7.0,6.75,55.38,0.4228,1,NORDIC_KEYHOLE,0,1,52.69,13.42,A:0.15;B:0.34;C:0.16;D:0.17;E:0.18,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-02-17
2025,EE,ES3,5-9,F,OBESE,19.28,4.42,31.93,0.6762,0,KEYHOLE,0,1,54.84,11.37,A:0.19;B:0.29;C:0.25;D:0.16;E:0.11,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-04-24
2026,HU,IE63,0-4,M,UNDERWEIGHT,25.99,2.25,46.4,0.3797,0,NUTRI_SCORE,0,1,62.46,17.36,A:0.24;B:0.28;C:0.32;D:0.16;E:0.0,hlth_ehis_sk1e,WHO_EURO,2024-07-23
2010,LU,LU87,65+,T,NORMAL,33.17,3.71,35.77,0.8805,1,NONE,0,1,24.35,9.46,A:0.28;B:0.23;C:0.28;D:0.14;E:0.07,hlth_ehis_bm1e,EHIS,2024-12-29
2011,RO,PL14,50-64,F,OVERWEIGHT,11.79,2.65,17.92,0.6999,0,TRAFFIC_LIGHTS,0,1,29.64,15.34,A:0.11;B:0.24;C:0.16;D:0.08;E:0.41,hlth_ehis_dn1e,ECDC_NUTRITION,2024-11-03
2012,AT,SK6,35-49,M,OBESE,11.66,4.29,43.69,0.6343,1,BATTERY_LABEL,0,0,52.21,2.38,A:0.3;B:0.27;C:0.11;D:0.14;E:0.18,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-06-06
2013,CZ,DK32,20-34,T,UNDERWEIGHT,27.8,3.05,44.25,0.8952,1,NORDIC_KEYHOLE,0,0,39.87,1.46,A:0.33;B:0.25;C:0.24;D:0.07;E:0.11,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-04-20
2014,DE,AT972,15-19,F,NORMAL,6.09,6.09,55.82,0.6978,0,KEYHOLE,0,1,61.9,17.97,A:0.15;B:0.32;C:0.14;D:0.23;E:0.16,hlth_ehis_sk1e,WHO_EURO,2024-09-10
2015,LV,IE55,10-14,M,OVERWEIGHT,15.64,2.89,49.58,0.3396,1,NUTRI_SCORE,1,0,18.27,12.43,A:0.32;B:0.28;C:0.26;D:0.15;E:0.0,hlth_ehis_bm1e,EHIS,2025-11-16
2016,PL,LT67,5-9,T,OBESE,26.73,3.5,43.26,0.3503,0,NONE,0,1,24.11,3.8,A:0.28;B:0.27;C:0.28;D:0.17;E:0.0,hlth_ehis_dn1e,ECDC_NUTRITION,2025-09-18
2017,ES,NL49,0-4,F,UNDERWEIGHT,23.69,1.92,28.84,0.2299,0,TRAFFIC_LIGHTS,0,1,22.43,12.25,A:0.2;B:0.3;C:0.35;D:0.11;E:0.04,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-03-01
2018,HR,SI96,65+,M,NORMAL,22.41,1.4,39.99,0.6212,0,BATTERY_LABEL,0,0,61.17,12.66,A:0.24;B:0.14;C:0.24;D:0.2;E:0.18,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-09-08
2019,FI,AT469,50-64,T,OVERWEIGHT,11.02,2.76,9.44,0.1529,1,NORDIC_KEYHOLE,0,0,34.61,10.12,A:0.11;B:0.27;C:0.18;D:0.22;E:0.22,hlth_ehis_sk1e,WHO_EURO,2024-06-12
2020,IE,SE62,35-49,F,OBESE,6.05,5.9,18.04,0.6423,1,KEYHOLE,0,1,59.58,9.82,A:0.31;B:0.21;C:0.1;D:0.21;E:0.17,hlth_ehis_bm1e,EHIS,2024-10-08
2021,MT,MT28,20-34,M,UNDERWEIGHT,16.27,2.51,24.32,0.1749,0,NUTRI_SCORE,1,1,50.37,14.02,A:0.26;B:0.21;C:0.19;D:0.11;E:0.23,hlth_ehis_dn1e,ECDC_NUTRITION,2025-12-17
2022,SK,MT25,15-19,T,NORMAL,14.79,2.7,20.05,0.5299,1,NONE,0,1,39.4,4.43,A:0.21;B:0.26;C:0.18;D:0.18;E:0.17,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-01-03
2023,BE,DK2,10-14,F,OVERWEIGHT,8.61,3.7,34.21,0.3198,0,TRAFFIC_LIGHTS,0,1,60.53,7.04,A:0.33;B:0.18;C:0.27;D:0.07;E:0.15,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-01-11
2024,DK,IE20,5-9,M,OBESE,19.29,6.44,22.83,0.2188,1,BATTERY_LABEL,0,1,29.06,15.73,A:0.23;B:0.15;C:0.26;D:0.22;E:0.14,hlth_ehis_sk1e,WHO_EURO,2024-01-28
2025,GR,LV147,0-4,T,UNDERWEIGHT,24.64,2.25,27.33,0.8999,0,NORDIC_KEYHOLE,0,0,61.18,17.66,A:0.14;B:0.14;C:0.21;D:0.23;E:0.28,hlth_ehis_bm1e,EHIS,2024-04-15
2026,LT,BE894,65+,F,NORMAL,18.99,2.34,11.68,0.0748,0,KEYHOLE,0,0,39.02,17.84,A:0.28;B:0.22;C:0.2;D:0.09;E:0.21,hlth_ehis_dn1e,ECDC_NUTRITION,2024-07-28
2010,PT,EE4,50-64,M,OVERWEIGHT,29.19,6.53,33.02,0.6717,1,NUTRI_SCORE,1,0,35.05,4.76,A:0.18;B:0.34;C:0.22;D:0.18;E:0.08,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-08-04
2011,SE,CY75,35-49,T,OBESE,24.7,6.61,32.51,0.7627,1,NONE,1,0,61.65,10.65,A:0.19;B:0.29;C:0.11;D:0.13;E:0.28,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-03-22
2012,CY,DE937,20-34,F,UNDERWEIGHT,9.53,2.36,42.72,0.1237,1,TRAFFIC_LIGHTS,0,1,23.32,17.82,A:0.17;B:0.16;C:0.2;D:0.17;E:0.3,hlth_ehis_sk1e,WHO_EURO,2024-09-12
2013,FR,NL6,15-19,M,NORMAL,10.05,5.96,54.54,0.8223,1,BATTERY_LABEL,1,0,38.12,11.14,A:0.18;B:0.21;C:0.3;D:0.06;E:0.25,hlth_ehis_bm1e,EHIS,2025-12-08
2014,IT,HR55,10-14,T,OVERWEIGHT,18.5,1.52,22.27,0.5433,1,NORDIC_KEYHOLE,1,0,59.64,13.94,A:0.34;B:0.24;C:0.29;D:0.13;E:0.0,hlth_ehis_dn1e,ECDC_NUTRITION,2024-11-30
2015,NL,LT50,5-9,F,OBESE,34.99,1.7,59.89,0.8725,1,KEYHOLE,0,1,61.12,11.31,A:0.11;B:0.2;C:0.18;D:0.23;E:0.28,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-05-12
2016,SI,DE382,0-4,M,UNDERWEIGHT,14.56,1.84,53.97,0.5859,0,NUTRI_SCORE,0,0,65.48,9.91,A:0.1;B:0.1;C:0.21;D:0.22;E:0.37,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-08-03
2017,BG,BE500,65+,T,NORMAL,10.57,1.23,15.48,0.2372,1,NONE,1,0,54.37,17.12,A:0.17;B:0.34;C:0.33;D:0.16;E:0.0,hlth_ehis_sk1e,WHO_EURO,2024-04-26
2018,EE,LV496,50-64,F,OVERWEIGHT,17.37,1.88,56.71,0.2562,0,TRAFFIC_LIGHTS,0,0,34.25,10.62,A:0.16;B:0.27;C:0.27;D:0.23;E:0.07,hlth_ehis_bm1e,EHIS,2025-11-04
2019,HU,RO3,35-49,M,OBESE,25.35,2.76,10.28,0.5615,0,BATTERY_LABEL,0,1,30.49,9.42,A:0.25;B:0.23;C:0.21;D:0.24;E:0.07,hlth_ehis_dn1e,ECDC_NUTRITION,2024-09-04
2020,LU,PL216,20-34,T,UNDERWEIGHT,22.22,3.42,25.49,0.2474,1,NORDIC_KEYHOLE,0,0,26.7,15.72,A:0.24;B:0.23;C:0.26;D:0.22;E:0.05,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-04-26
2021,RO,NL752,15-19,F,NORMAL,11.54,4.85,47.08,0.1464,1,KEYHOLE,1,0,55.3,15.89,A:0.21;B:0.21;C:0.35;D:0.12;E:0.11,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-10-14
2022,AT,PT29,10-14,M,OVERWEIGHT,16.52,5.27,40.59,0.9075,0,NUTRI_SCORE,0,0,56.36,4.66,A:0.15;B:0.12;C:0.31;D:0.19;E:0.23,hlth_ehis_sk1e,WHO_EURO,2024-07-25
2023,CZ,DK30,5-9,T,OBESE,12.22,3.52,19.39,0.1143,0,NONE,0,1,67.22,10.02,A:0.31;B:0.14;C:0.19;D:0.18;E:0.18,hlth_ehis_bm1e,EHIS,2025-08-07
2024,DE,LV28,0-4,F,UNDERWEIGHT,5.04,2.7,25.25,0.6029,1,TRAFFIC_LIGHTS,1,0,30.52,15.89,A:0.34;B:0.26;C:0.12;D:0.19;E:0.09,hlth_ehis_dn1e,ECDC_NUTRITION,2025-02-15
2025,LV,ES1,65+,M,NORMAL,20.69,1.42,33.41,0.2399,1,BATTERY_LABEL,0,1,32.2,8.37,A:0.19;B:0.25;C:0.29;D:0.2;E:0.07,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-07-16
2026,PL,AT684,50-64,T,OVERWEIGHT,25.34,6.34,36.06,0.9223,0,NORDIC_KEYHOLE,1,1,19.62,15.92,A:0.31;B:0.29;C:0.12;D:0.19;E:0.09,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2026-02-20
2010,ES,MT3,35-49,F,OBESE,4.97,4.4,52.01,0.5707,1,KEYHOLE,1,0,61.38,16.52,A:0.34;B:0.12;C:0.22;D:0.17;E:0.15,hlth_ehis_sk1e,WHO_EURO,2025-06-19
2011,HR,CZ269,20-34,M,UNDERWEIGHT,5.94,6.62,53.76,0.4389,1,NUTRI_SCORE,0,0,25.01,5.49,A:0.23;B:0.18;C:0.16;D:0.1;E:0.33,hlth_ehis_bm1e,EHIS,2025-03-14
2012,FI,GR90,15-19,T,NORMAL,7.96,4.66,10.22,0.5458,1,NONE,1,1,44.27,4.76,A:0.3;B:0.24;C:0.2;D:0.11;E:0.15,hlth_ehis_dn1e,ECDC_NUTRITION,2024-08-11
2013,IE,RO9,10-14,F,OVERWEIGHT,9.02,3.82,10.86,0.7302,0,TRAFFIC_LIGHTS,0,1,22.03,17.63,A:0.3;B:0.19;C:0.34;D:0.07;E:0.1,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2026-02-21
2014,MT,GR450,5-9,M,OBESE,33.43,3.84,45.62,0.1387,1,BATTERY_LABEL,0,1,20.44,8.17,A:0.29;B:0.3;C:0.15;D:0.17;E:0.09,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-10-16
2015,SK,RO885,0-4,T,UNDERWEIGHT,24.84,2.45,8.12,0.5997,0,NORDIC_KEYHOLE,0,0,69.77,10.72,A:0.2;B:0.14;C:0.13;D:0.12;E:0.41,hlth_ehis_sk1e,WHO_EURO,2025-12-04
2016,BE,RO84,65+,F,NORMAL,32.43,2.27,21.54,0.3743,0,KEYHOLE,0,1,67.35,10.03,A:0.26;B:0.28;C:0.26;D:0.11;E:0.09,hlth_ehis_bm1e,EHIS,2024-12-24
2017,DK,SE33,50-64,M,OVERWEIGHT,14.38,2.88,26.21,0.3739,0,NUTRI_SCORE,0,0,44.27,15.43,A:0.13;B:0.27;C:0.21;D:0.05;E:0.34,hlth_ehis_dn1e,ECDC_NUTRITION,2025-06-15
2018,GR,AT2,35-49,T,OBESE,33.76,4.47,61.81,0.4625,1,NONE,0,1,39.06,8.43,A:0.3;B:0.26;C:0.15;D:0.2;E:0.09,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-02-11
2019,LT,SK912,20-34,F,UNDERWEIGHT,15.85,4.8,36.68,0.592,1,TRAFFIC_LIGHTS,1,1,52.97,4.29,A:0.21;B:0.27;C:0.12;D:0.19;E:0.21,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-05-25
2020,PT,LU813,15-19,M,NORMAL,4.73,1.76,11.03,0.7776,0,BATTERY_LABEL,0,0,48.75,3.97,A:0.3;B:0.11;C:0.34;D:0.12;E:0.13,hlth_ehis_sk1e,WHO_EURO,2024-08-05
2021,SE,CY18,10-14,T,OVERWEIGHT,7.68,5.97,44.76,0.2644,0,NORDIC_KEYHOLE,0,1,46.84,8.38,A:0.23;B:0.18;C:0.18;D:0.07;E:0.34,hlth_ehis_bm1e,EHIS,2024-11-21
2022,CY,RO15,5-9,F,OBESE,14.97,3.97,40.52,0.4802,1,KEYHOLE,0,0,61.27,6.35,A:0.19;B:0.21;C:0.24;D:0.05;E:0.31,hlth_ehis_dn1e,ECDC_NUTRITION,2025-04-14
2023,FR,BG3,0-4,M,UNDERWEIGHT,4.68,6.55,51.48,0.1281,0,NUTRI_SCORE,0,1,44.28,6.75,A:0.24;B:0.11;C:0.25;D:0.25;E:0.15,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-10-06
2024,IT,HR4,65+,T,NORMAL,22.43,5.71,9.93,0.3776,1,NONE,1,0,33.56,16.77,A:0.29;B:0.28;C:0.16;D:0.09;E:0.18,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-03-05
2025,NL,AT30,50-64,F,OVERWEIGHT,10.11,4.23,27.33,0.3851,1,TRAFFIC_LIGHTS,1,0,18.01,3.17,A:0.19;B:0.17;C:0.12;D:0.24;E:0.28,hlth_ehis_sk1e,WHO_EURO,2025-10-12
2026,SI,MT86,35-49,M,OBESE,31.71,4.88,61.92,0.8905,0,BATTERY_LABEL,0,1,47.45,3.47,A:0.17;B:0.34;C:0.27;D:0.14;E:0.08,hlth_ehis_bm1e,EHIS,2025-08-06
2010,BG,PT466,20-34,T,UNDERWEIGHT,34.57,4.81,61.69,0.5295,1,NORDIC_KEYHOLE,0,1,50.08,7.58,A:0.22;B:0.11;C:0.27;D:0.08;E:0.32,hlth_ehis_dn1e,ECDC_NUTRITION,2025-03-13
2011,EE,HU19,15-19,F,NORMAL,18.32,3.63,46.14,0.7688,1,KEYHOLE,1,0,31.03,16.14,A:0.33;B:0.15;C:0.3;D:0.19;E:0.03,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-06-03
2012,HU,GR486,10-14,M,OVERWEIGHT,15.59,4.24,53.29,0.1572,0,NUTRI_SCORE,0,1,28.17,2.85,A:0.29;B:0.32;C:0.13;D:0.13;E:0.13,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-04-14
2013,LU,LU975,5-9,T,OBESE,4.99,5.4,21.46,0.5872,1,NONE,1,0,58.33,7.76,A:0.22;B:0.11;C:0.21;D:0.09;E:0.37,hlth_ehis_sk1e,WHO_EURO,2025-11-09
2014,RO,LV851,0-4,F,UNDERWEIGHT,10.55,1.43,14.74,0.0688,1,TRAFFIC_LIGHTS,0,1,54.51,14.49,A:0.26;B:0.15;C:0.23;D:0.16;E:0.2,hlth_ehis_bm1e,EHIS,2024-02-25
2015,AT,GR60,65+,M,NORMAL,32.36,2.23,32.02,0.803,0,BATTERY_LABEL,1,1,47.03,6.11,A:0.28;B:0.29;C:0.27;D:0.16;E:0.0,hlth_ehis_dn1e,ECDC_NUTRITION,2024-04-04
2016,CZ,CZ63,50-64,T,OVERWEIGHT,30.96,3.29,39.16,0.6591,0,NORDIC_KEYHOLE,0,1,22.5,8.49,A:0.33;B:0.25;C:0.13;D:0.11;E:0.18,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-09-04
2017,DE,MT4,35-49,F,OBESE,15.48,5.55,61.16,0.6059,1,KEYHOLE,1,1,28.15,15.62,A:0.3;B:0.29;C:0.18;D:0.23;E:0.0,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2026-02-01
2018,LV,LU612,20-34,M,UNDERWEIGHT,10.15,5.83,57.53,0.7363,0,NUTRI_SCORE,0,1,62.89,7.63,A:0.2;B:0.32;C:0.34;D:0.06;E:0.08,hlth_ehis_sk1e,WHO_EURO,2024-11-19
2019,PL,NL798,15-19,T,NORMAL,26.71,4.49,41.58,0.7388,1,NONE,0,0,49.34,11.38,A:0.32;B:0.29;C:0.26;D:0.13;E:0.0,hlth_ehis_bm1e,EHIS,2025-03-21
2020,ES,LV1,10-14,F,OVERWEIGHT,26.75,2.14,24.66,0.2315,1,TRAFFIC_LIGHTS,0,1,43.57,1.76,A:0.2;B:0.32;C:0.11;D:0.2;E:0.17,hlth_ehis_dn1e,ECDC_NUTRITION,2025-01-31
