gov_debt_reporting_year,gov_debt_issuer_id,gov_debt_debt_type_code,gov_debt_principal_outstanding_usd,gov_debt_principal_issued_usd,gov_debt_principal_retired_usd,gov_debt_interest_cost_usd,gov_debt_average_coupon_rate,gov_debt_maturity_years_weighted,gov_debt_debt_service_coverage_ratio,gov_debt_days_cash_on_hand,gov_debt_liquidity_ratio,gov_debt_net_position_change_usd,gov_debt_unfunded_pension_liability,gov_debt_opeb_liability,gov_debt_bond_rating_agency,gov_debt_bond_rating_value,gov_debt_default_event_flag,gov_debt_refinancing_savings_usd,gov_debt_fiscal_distress_flag
2002,ISSUER0001026,GO_BOND,209391422669.29,19631214346.49,11840499960.73,5608862733.31,3.055,13.171,4.178,336.25,1.033,1554083445.48,64986854887.96,66531200627.91,FITCH,A+,0,1010634188.77,0
2001,ISSUER0001027,GO_BOND,18092021551.21,31081889377.01,7165753695.94,205386284.14,7.161,28.508,1.969,375.65,1.109,-2302009993.61,53056430458.25,38566495262.63,MOODYS,NR,0,285320646.4,1
2020,ISSUER0001028,CERT_PARTICIPATION,177599001470.8,1299335941.43,2349834022.24,7800568820.96,5.406,29.754,4.329,270.58,1.046,-3637741987.09,67488385521.69,24761809656.92,S&P,AA+,0,5356255.26,0
2023,ISSUER0001029,REVENUE_BOND,124230567071.02,18473573429.46,20680269185.65,9241033596.0,0.875,1.643,2.745,435.21,1.029,50654768.14,3968507234.16,71306746125.76,NONE,A-,0,827550901.83,0
2012,ISSUER0001030,GO_BOND,48346907814.03,27811509523.63,3603679594.87,2896964864.18,1.889,27.629,2.542,498.26,1.641,7959714253.7,149427831118.28,9312917370.16,KBRA,AA-,0,1425231934.9,0
2018,ISSUER0001031,REVENUE_BOND,169154623197.16,23760740469.48,19023706511.75,7674998993.99,6.382,14.581,0.754,349.14,2.033,-2120026161.5,64701452152.76,39624265323.46,S&P,A-,0,1193024472.83,0
2025,ISSUER0001032,GO_BOND,124840976133.99,35334944455.43,38657407288.69,8738615368.13,0.959,25.31,3.098,243.43,0.079,-3911379026.79,151597336111.51,64509068620.82,MOODYS,AA,0,1456838553.08,0
2007,ISSUER0001033,CERT_PARTICIPATION,121135396434.01,43491924031.08,13126552045.7,5328547370.9,3.767,25.926,2.163,8.4,0.051,-7066542967.37,21637321804.14,30452288945.12,FITCH,BBB+,0,1904541307.67,0
2013,ISSUER0001034,GO_BOND,81023304523.6,35940868098.25,19200462928.98,2275283122.17,5.575,9.329,1.194,191.09,1.248,6440057863.66,156561963253.4,75160544731.47,S&P,AA-,0,870721463.35,0
2008,ISSUER0001035,NOTES,182760357899.02,22009805833.06,22836155163.61,4497650467.43,4.661,11.209,3.423,187.06,1.746,960092928.69,33170866647.71,70922718578.3,MOODYS,A,0,1096571088.07,0
2004,ISSUER0001036,REVENUE_BOND,111035690869.31,39016807597.47,33612315849.71,8533745766.01,2.114,15.044,2.061,29.22,0.494,4548551704.66,158857437613.73,69229955597.43,MOODYS,AA-,0,2168121695.19,0
2023,ISSUER0001037,CERT_PARTICIPATION,25097545084.86,41536704684.62,23773343371.29,1160848912.53,6.41,6.706,2.185,263.73,1.112,-5091036094.19,60103486047.6,75818673057.82,NONE,AA,0,878271098.65,1
2009,ISSUER0001038,REVENUE_BOND,224947288633.56,34609793062.42,23605380253.2,16920497679.72,4.384,17.232,2.264,271.49,2.087,-192338726.0,93447871755.41,53636068950.38,S&P,AA-,0,1754314336.3,0
2020,ISSUER0001039,REVENUE_BOND,74600937392.19,31985131186.48,7129754019.88,3258915039.09,3.018,18.965,0.436,38.73,1.959,3596046641.78,110944156281.56,32204348791.78,S&P,BBB-,0,2167181894.4,0
2001,ISSUER0001040,GO_BOND,237469515427.38,1590860634.42,36030214971.5,8670892492.11,1.537,18.381,1.098,322.87,2.955,-4812644646.21,70947265215.7,59081441456.48,S&P,AA-,0,1729549554.87,0
2006,ISSUER0001041,GO_BOND,124463793573.04,20673501816.66,9153251060.6,3693518958.86,3.478,9.78,1.407,499.79,0.184,1326810082.76,103179339134.04,79999748558.56,MOODYS,AA-,0,2353250162.04,0
2020,ISSUER0001042,GO_BOND,214521925572.08,31039635378.04,16522067106.69,7408781422.04,6.593,5.892,0.533,413.78,0.037,6762616452.53,79740931348.19,46098587235.96,S&P,BBB,0,2117263896.65,0
2002,ISSUER0001043,GO_BOND,28081628006.46,21456681147.38,39512833176.26,874369465.93,2.56,16.466,2.246,461.45,2.447,-6268955919.04,141194101093.2,68739281879.89,MOODYS,BBB+,0,1125794330.64,0
2018,ISSUER0001044,CERT_PARTICIPATION,98226297866.7,39393114872.97,27284879321.51,7745714831.6,7.464,7.106,2.767,508.89,0.943,380828074.22,138979222143.05,52717251756.56,KBRA,AA,0,2490818909.37,1
2018,ISSUER0001045,LEASE,194923528864.35,43406193843.42,18878375928.92,7377314909.24,3.628,22.804,0.398,8.25,1.66,3107176290.17,34259584922.63,51027082971.0,S&P,NR,0,683379082.72,0
2013,ISSUER0001046,PENSION_OBLIGATION,22834670437.58,16990039907.09,5196796238.12,1547307798.75,0.72,13.267,1.865,228.22,1.061,2128988047.59,16275022526.48,40229821795.28,MOODYS,AA-,0,1769388139.17,0
2012,ISSUER0001047,GO_BOND,166430906873.06,17084291012.02,30759331738.84,1834455893.43,7.023,11.419,4.369,44.3,2.533,-6681174345.61,154923534433.93,9916088422.31,S&P,AA+,0,1513563682.42,0
2012,ISSUER0001048,GO_BOND,13818968623.26,34512481957.39,30215427809.73,1065450543.54,2.445,7.391,4.251,85.84,1.38,-409460760.76,58908042708.66,11959753663.06,MOODYS,A,0,243887586.08,0
2000,ISSUER0001049,GO_BOND,147638412276.03,8133627036.53,35256190808.8,3780095799.3,7.094,15.448,4.316,117.06,1.229,644187819.01,3442810577.56,54252936017.16,S&P,BBB+,0,626570113.6,0
2008,ISSUER0001050,GO_BOND,186962809259.26,2130003931.83,39057363788.99,9542926914.62,0.516,7.81,1.834,376.11,0.138,3389154185.71,84749256302.71,27026072395.33,MOODYS,AA,0,89143462.51,0
2014,ISSUER0001051,GO_BOND,218078457776.56,15304464881.24,23815150604.3,12006794159.66,7.868,7.739,0.643,3.79,0.56,2076308059.89,29006650539.03,70878173707.85,NONE,BB+,0,170243499.15,0
2006,ISSUER0001052,LEASE,120047235405.61,39259451046.71,24817375349.68,8198125304.68,4.344,0.762,2.471,125.14,1.672,-1110760708.93,103328999228.11,51341336399.3,S&P,A,0,1435203751.26,0
2024,ISSUER0001053,GO_BOND,53814209714.42,37737043758.21,4450277254.57,1087498598.78,4.355,14.51,2.114,465.24,2.195,-1250519095.28,64801569608.65,25348744631.7,FITCH,NR,0,2152883423.36,0
2019,ISSUER0001054,REVENUE_BOND,223925926844.14,6624000426.9,16468932126.73,12035394443.81,2.111,23.768,0.631,339.35,2.11,752334307.05,40048415635.59,36050101812.35,MOODYS,AA+,0,208967968.9,0
2012,ISSUER0001055,GO_BOND,219779609777.53,41644229438.28,617218922.33,12790618617.76,3.454,23.863,0.616,85.56,2.659,1030615332.54,68947452751.79,38063378941.63,KBRA,BBB-,0,1657993888.65,0
2003,ISSUER0001056,GO_BOND,20101326708.13,34895919790.87,29717046373.78,1232211730.03,4.487,1.106,3.917,514.84,0.597,5965527093.31,905310804.29,9289354479.51,MOODYS,A+,0,2261572628.63,0
2007,ISSUER0001057,LEASE,241022899491.37,14621984622.92,17226417172.28,17945168064.88,3.814,29.645,1.417,413.74,0.726,2647631917.36,44118915784.2,78365424199.66,MOODYS,BBB-,0,398255432.39,0
2025,ISSUER0001058,REVENUE_BOND,117411141364.82,23205229444.36,5827195485.57,1280785426.78,7.597,12.493,3.863,426.36,0.703,-2651097624.54,154641476835.16,36411598238.61,KBRA,A+,0,2404118094.43,0
2007,ISSUER0001059,REVENUE_BOND,202457162169.35,30200864274.41,30317761939.77,13538231306.23,6.235,6.994,2.165,272.87,0.799,-162956789.45,14548693962.51,31221261145.85,FITCH,BBB-,0,1127526217.74,0
2024,ISSUER0001060,GO_BOND,9948093748.77,42046599940.07,2379350469.64,593819372.6,1.47,13.238,4.146,384.58,1.879,-5675502440.88,19971449692.23,60007290992.02,FITCH,AA+,0,194113968.69,0
2007,ISSUER0001061,GO_BOND,91898794035.8,37616710691.32,27150614979.4,2414434562.03,5.765,6.343,3.605,133.2,1.861,7242719123.88,14464941770.84,72943558137.75,MOODYS,A,0,31161074.9,0
2013,ISSUER0001062,REVENUE_BOND,162571337756.1,32084145463.9,22263952563.95,4892182632.99,3.397,8.194,2.469,402.17,0.024,1040362404.01,11074479322.38,75899225286.39,S&P,BBB+,0,702179371.51,0
2016,ISSUER0001063,GO_BOND,110365483222.44,18503497224.75,14550591352.66,1989383549.46,3.68,0.705,3.944,36.59,2.779,-5552822092.35,91419955453.97,63287794330.35,FITCH,AA-,0,1520606776.97,0
2017,ISSUER0001064,NOTES,91635491278.68,12870013492.17,15654567859.77,5821775558.27,7.514,1.988,2.916,154.37,0.783,4328578298.76,103805312522.4,52916633990.57,FITCH,NR,0,2323059062.75,0
2021,ISSUER0001065,GO_BOND,76285499839.54,38349773820.93,18769987615.84,4800002746.73,1.6,11.819,1.06,280.07,0.388,3888684477.06,89055064620.72,43140392326.33,S&P,AA,0,2094816224.65,0
2002,ISSUER0001066,REVENUE_BOND,239101774082.36,3444061331.56,34406294063.77,10631939685.41,0.754,27.552,2.637,448.29,2.362,6944737018.46,151757168944.5,74623764903.2,MOODYS,BBB+,0,1696780002.12,0
2010,ISSUER0001067,GO_BOND,73197626660.62,2347728625.04,36164428731.06,4280999181.1,2.671,16.164,4.075,25.19,1.412,541008777.76,2251322795.38,73319734034.41,MOODYS,AA-,0,1298806788.14,0
2004,ISSUER0001068,NOTES,77825482443.03,6680136351.29,34283807720.03,2055902050.06,3.86,25.248,1.073,341.03,1.039,-4624943687.05,58358179578.9,58957997678.62,MOODYS,AAA,0,2390141068.21,0
2011,ISSUER0001069,CERT_PARTICIPATION,17310499911.42,16066598178.76,16154209095.64,234930745.03,4.193,1.023,4.17,508.17,1.882,-6361980235.52,44145392188.78,28033230175.03,MOODYS,BB+,0,1645225993.73,0
2020,ISSUER0001070,REVENUE_BOND,70823261528.62,23778185787.28,29738781152.9,4302592361.21,4.74,27.301,1.615,454.74,0.294,-605497115.46,75313329401.28,36380909503.45,S&P,A-,0,2269109236.64,0
2025,ISSUER0001071,CERT_PARTICIPATION,189174797917.31,14569133002.33,14592302644.55,10823785093.72,4.326,19.836,2.393,161.54,2.302,1443047003.55,42450768738.74,31714800937.34,S&P,AA+,0,249786404.35,0
2025,ISSUER0001072,REVENUE_BOND,9514481423.04,11967230336.6,16934807735.07,335232802.84,4.8,19.732,0.812,512.42,1.49,2671232229.36,39772368051.9,630707544.06,S&P,A-,0,146649220.15,1
2013,ISSUER0001073,REVENUE_BOND,31016294944.43,22185133366.1,26472807719.11,1002589128.1,2.934,14.117,1.254,202.69,0.989,-5587918109.8,121879247788.49,58678401251.64,NONE,BBB,0,378056335.85,0
2014,ISSUER0001074,CERT_PARTICIPATION,90760162567.81,36395426837.06,21450280291.9,2412648114.17,7.765,10.839,0.773,15.41,2.078,-4071302584.51,85843316819.49,66208250347.33,MOODYS,AA-,0,1529257195.32,0
2017,ISSUER0001075,GO_BOND,128843838481.38,7277143317.79,26931385532.64,4597149776.48,5.737,18.524,3.094,355.95,1.327,5422961074.01,73532665275.56,56173743210.17,S&P,AA+,0,2461510535.81,0
2002,ISSUER0001076,REVENUE_BOND,192454775519.5,3719496917.07,36024214863.34,12739424473.77,0.78,18.06,3.802,175.44,1.363,-6617866547.24,59151254519.54,64342772505.17,S&P,AA-,0,1825971296.43,0
2013,ISSUER0001077,NOTES,144272331307.55,14067452828.3,14003005856.92,10837248712.81,8.157,27.939,0.977,3.43,2.222,-1436733342.92,8052105275.53,38714368417.17,NONE,AA-,0,534800088.82,0
2016,ISSUER0001078,REVENUE_BOND,109964798130.71,40937475899.91,34141427724.85,4032730492.97,2.276,23.376,2.988,133.21,0.509,-2959740403.28,108965629264.06,65516295012.13,S&P,AAA,1,1595760420.85,0
2002,ISSUER0001079,CERT_PARTICIPATION,236584593226.0,41699560487.35,35671432311.58,7173542172.06,5.791,3.634,1.007,201.94,2.33,-1021884711.19,69807514636.38,49566344868.24,NONE,A,0,1889347235.9,0
2013,ISSUER0001080,NOTES,66985241572.56,7371214414.57,10091187185.64,3457664030.44,5.897,26.647,0.901,479.31,0.005,-2269721679.15,58220457854.44,17747501327.54,MOODYS,BB+,0,1200939702.49,0
2015,ISSUER0001081,PENSION_OBLIGATION,232166745831.74,2109703551.83,8066759799.93,10744064964.72,5.29,25.251,1.436,479.77,2.579,5666891639.28,136782491491.88,21190495399.19,S&P,BBB+,0,1045658582.45,0
2021,ISSUER0001082,CERT_PARTICIPATION,72221797890.08,8093543596.62,3842091112.94,1357575818.42,8.074,21.782,2.309,282.48,2.665,-5714527708.17,114794920814.84,43039615301.17,FITCH,AA-,0,1971166448.8,0
2003,ISSUER0001083,CERT_PARTICIPATION,122621983112.36,44556448254.95,25389845766.46,8837394757.51,3.733,4.006,0.788,366.84,1.696,-4812443473.57,101340720862.08,68255523111.77,S&P,A+,0,1291710878.7,0
2005,ISSUER0001084,GO_BOND,139379957707.07,43595287654.4,19387727680.65,8905267802.05,7.271,3.419,1.925,213.03,0.533,-7743735199.07,115996825089.32,62525190788.06,FITCH,AAA,0,249140427.29,0
2013,ISSUER0001085,CERT_PARTICIPATION,217427761592.53,2881145772.72,32725979468.41,12563418843.71,5.257,23.056,4.208,103.99,2.961,-276789118.71,109218453084.2,66386383339.79,NONE,AA+,0,1023206514.96,0
2005,ISSUER0001086,REVENUE_BOND,119425372967.05,2452188024.92,31927688365.74,9510314159.83,7.814,19.352,1.237,281.98,1.019,2261021806.45,83733863970.45,60591512629.7,S&P,AA-,0,580954635.54,1
2014,ISSUER0001087,LEASE,25626440933.4,22633832622.46,26321769720.55,1965020091.26,2.88,6.225,2.907,287.97,0.626,-7568965615.43,94538283819.28,7509504276.49,KBRA,BBB+,1,491496938.65,1
2016,ISSUER0001088,GO_BOND,200166273133.55,43764523850.74,24044506311.17,13701141896.08,1.323,5.771,2.835,168.43,1.99,-2219219551.19,125989356959.89,71918268075.58,MOODYS,AA,0,285658023.74,0
2016,ISSUER0001089,REVENUE_BOND,34283783861.22,14979691565.8,28364775136.01,2013736388.26,4.266,14.406,1.181,369.75,2.199,6157053526.69,114142494912.26,33946677944.95,MOODYS,AA,0,2000731027.86,0
2000,ISSUER0001090,GO_BOND,97667797345.24,34144241552.68,39372199101.41,1291568518.11,3.953,13.101,3.628,214.87,0.644,215985752.13,71469610232.44,60842083574.14,KBRA,BBB,0,888751679.56,0
2015,ISSUER0001091,REVENUE_BOND,125712976664.3,21146693353.65,6313207867.1,7050554601.22,7.504,11.504,1.934,357.9,0.838,-7027173702.79,58130738389.34,13358764884.82,S&P,AAA,0,1661670668.5,0
2015,ISSUER0001092,NOTES,24407823958.85,42028155324.9,20109046088.3,1114209080.33,5.357,26.613,1.584,103.91,0.952,-4883574606.36,134189184770.68,35912978199.29,S&P,A,0,1031494507.98,0
2018,ISSUER0001093,REVENUE_BOND,36330131943.84,11202433385.72,9107620036.88,2083010155.68,4.082,8.692,2.896,64.57,1.751,-3374174546.04,131288318652.35,52593765618.82,S&P,A+,0,865914240.38,0
2010,ISSUER0001094,GO_BOND,65465985272.86,26634116491.14,39262451204.2,971592526.55,6.397,5.784,0.581,162.14,2.282,-5369859654.85,141630783535.69,46136157852.02,NONE,BBB+,0,1424297465.73,0
2014,ISSUER0001095,GO_BOND,216209061358.42,42743898879.21,23293900460.9,11816679049.59,3.847,27.228,2.147,291.89,0.182,6919327551.62,18970846424.46,44085492521.61,S&P,AA,0,1401940659.77,0
2021,ISSUER0001096,LEASE,47066977849.16,16710713523.65,16978183163.09,2863613115.73,6.522,19.942,3.914,212.31,2.675,268624362.67,109452676843.17,11980995604.23,NONE,AA,0,2381771127.74,0
2011,ISSUER0001097,GO_BOND,24407758223.33,9641662330.35,29028571752.48,1923572837.99,2.206,28.542,2.487,333.41,0.114,745907107.3,3845399935.37,42189118095.07,S&P,AA+,0,2370062567.99,0
2014,ISSUER0001098,NOTES,172799246977.89,37226855543.94,31718449381.5,10348097848.38,6.362,22.133,3.165,271.53,1.94,3081177486.45,146676494698.41,25098672749.99,MOODYS,A,0,1795803336.34,0
2008,ISSUER0001099,NOTES,248879105715.89,28646891530.43,8857683613.26,9027611229.95,2.109,15.823,0.976,29.54,1.96,5668994434.52,108686817702.02,63720814901.97,MOODYS,BBB+,0,470418400.43,0
2019,ISSUER0001100,REVENUE_BOND,196463384976.81,16104242017.0,38733266754.22,5119503924.21,1.983,17.68,0.596,263.02,1.399,5646026905.93,120998246415.34,17859915546.87,FITCH,AA,0,29896060.91,0
2002,ISSUER0001101,REVENUE_BOND,30958457600.51,5568498559.2,1186257989.05,1602027012.77,2.749,17.069,1.372,171.44,0.187,-3309755138.03,141135394326.25,56929233107.44,FITCH,A-,0,461011034.39,0
2024,ISSUER0001102,GO_BOND,61513509995.94,14592387127.09,38777602180.8,4913875623.95,4.066,2.364,1.346,27.72,2.883,-2562286755.15,3108000492.62,6602824733.56,S&P,AAA,0,1727636004.38,0
2023,ISSUER0001103,REVENUE_BOND,49139247252.88,43569344246.75,4411427210.95,1574993535.08,1.931,16.73,2.386,348.28,2.275,2635732317.48,156415219587.53,28020677084.94,MOODYS,A,0,2175024488.18,0
2007,ISSUER0001104,GO_BOND,52269727556.57,40789656365.0,10377828799.52,1156523726.01,1.95,9.513,2.262,305.31,0.032,7748768598.21,65291004016.16,32234210679.59,NONE,BBB,0,1230820253.91,0
2005,ISSUER0001105,NOTES,222860174574.36,28995728949.66,10597625583.77,9496924590.15,7.412,22.983,1.634,63.23,0.749,-2757980954.97,149275790687.61,21439000974.71,MOODYS,AA,0,2028669476.73,1
2024,ISSUER0001106,REVENUE_BOND,190795502489.66,9259189871.04,37592947816.32,4933547632.55,5.916,29.937,1.93,82.4,0.707,4076996561.27,34127058411.56,68663328073.96,S&P,NR,0,135249847.37,0
2004,ISSUER0001107,REVENUE_BOND,179077556612.35,33990322724.65,10519575980.53,12514376029.23,3.551,12.562,2.465,368.56,1.315,-4935620381.16,4813721904.57,75453062352.88,MOODYS,A,0,647881946.37,0
2011,ISSUER0001108,GO_BOND,156620689746.29,22800219732.35,4280689379.84,10796025373.65,7.605,25.583,3.655,89.25,1.576,-1794876345.79,130001050953.88,2946314933.24,S&P,BBB+,0,1776078835.17,0
2019,ISSUER0001109,CERT_PARTICIPATION,192846541732.02,8137887537.88,25081077115.0,11485843652.21,6.611,14.49,2.177,220.67,2.944,-924777649.75,4862483117.21,18278632750.48,KBRA,A,0,1774913735.22,0
2012,ISSUER0001110,GO_BOND,130239363189.12,23357544325.68,35647221819.7,2801463279.79,4.77,24.416,4.474,484.65,2.779,1095213116.58,40564252969.35,70143658728.1,S&P,BBB-,0,1673499593.16,0
2010,ISSUER0001111,GO_BOND,41258363689.69,3146795913.24,31887652094.41,963293173.96,6.339,28.582,1.655,289.9,0.36,3177654062.99,132638880921.09,69430524546.04,S&P,BB+,0,876157447.91,0
2023,ISSUER0001112,GO_BOND,89866239671.0,9408597979.06,17542053169.4,1818912072.5,1.582,15.595,0.918,9.59,1.714,-1845545517.86,13058079231.83,22270494761.3,S&P,A+,0,308003844.42,0
2014,ISSUER0001113,CERT_PARTICIPATION,170334675208.68,23037909244.96,22027216107.93,12147803372.77,2.954,12.462,3.079,482.49,2.621,379264254.15,104973460717.31,52537012009.95,MOODYS,A+,0,166680492.71,0
2013,ISSUER0001114,PENSION_OBLIGATION,36797100983.75,12592746808.62,10453697688.28,1346563540.15,2.225,9.683,2.751,213.76,1.52,4303753342.88,14524974018.24,15323105990.39,FITCH,AA+,0,1226943289.79,0
2008,ISSUER0001115,GO_BOND,107774382089.59,12620164518.22,504408285.26,1737852985.82,8.143,2.36,2.187,234.81,2.858,-3238888810.52,51061531137.23,77219867497.71,S&P,BB+,0,1607856638.8,0
2025,ISSUER0001116,REVENUE_BOND,108894967372.65,9042292617.94,24772632018.9,7889871193.86,3.133,4.004,2.303,267.96,2.575,1496131006.98,34625047530.72,79460662808.95,NONE,AAA,0,1951209508.73,0
2011,ISSUER0001117,REVENUE_BOND,69738315397.71,20487042316.3,3379630496.31,3257481587.67,8.391,11.799,2.542,22.47,2.255,-6050084799.82,20594532440.4,77947605719.91,S&P,A,0,121846985.39,0
2025,ISSUER0001118,REVENUE_BOND,70428889808.16,16855392660.05,15713982937.8,2989788428.87,4.92,12.554,3.751,200.51,0.275,-2411172474.25,157472482344.98,3290341304.1,MOODYS,A+,0,2455346661.41,0
2020,ISSUER0001119,GO_BOND,108657970445.04,1244958080.2,25947685965.03,5973076938.21,2.466,9.672,1.093,166.18,0.459,2068943464.3,36547004268.71,17695776919.86,S&P,A-,0,1581480584.11,0
2013,ISSUER0001120,LEASE,201801665762.23,31521897084.75,36442782747.1,2345954888.6,6.566,2.221,2.809,44.98,2.59,327690847.9,132100554323.31,72245117527.07,KBRA,AA+,0,2077059030.35,1
2014,ISSUER0001121,GO_BOND,149825442383.66,20168646034.73,2235771964.37,11634807294.35,5.719,20.711,2.349,3.29,2.2,1885380522.15,152425468528.73,24046966860.07,FITCH,BBB-,0,324030522.75,0
2017,ISSUER0001122,GO_BOND,57002883499.76,7912590246.18,7799598058.94,1990496608.96,3.234,25.6,4.132,210.56,1.619,334502843.31,123875639133.98,49570242550.11,MOODYS,AA+,0,1424344068.07,0
2010,ISSUER0001123,GO_BOND,71579150614.46,17725108035.21,2517136086.89,5154147028.97,6.674,5.494,2.282,392.0,0.362,7110677195.16,80197405414.6,9540625071.16,NONE,NR,0,298333194.25,0
2012,ISSUER0001124,GO_BOND,223599694065.08,40593913598.03,32266885660.66,16135467901.65,5.84,2.394,3.46,98.23,2.427,4895267688.73,21938944497.64,12749920071.45,FITCH,NR,0,2302976127.85,0
2021,ISSUER0001125,GO_BOND,208319578022.64,3204850740.81,6179774966.59,11922670521.75,8.248,12.219,2.111,295.87,0.462,-6493863949.72,141774072304.43,54110131565.1,NONE,A-,0,1211222566.42,0
2012,ISSUER0001126,REVENUE_BOND,215373699274.7,5825476702.4,5576338274.84,10703264145.01,7.404,11.406,1.356,5.12,2.825,1599363231.69,142759665109.67,25479666642.16,FITCH,AA,0,2308831590.66,0
2008,ISSUER0001127,GO_BOND,71869149863.0,8820270232.29,24720958038.36,5117650751.81,1.597,3.529,2.235,505.54,2.994,-2910517497.13,142369941721.12,58546600205.47,S&P,AA,0,447324652.8,0
2008,ISSUER0001128,NOTES,246904284287.99,33420682057.25,8729280573.4,19554225864.43,5.033,15.663,0.55,292.01,0.234,7708937948.66,63134284991.16,11095840902.17,S&P,BBB-,0,1911818554.07,0
2022,ISSUER0001129,REVENUE_BOND,35491376702.58,10668156948.44,17882776656.12,1515638514.27,5.259,18.138,1.765,21.91,0.595,-4230472375.85,135451115566.68,11786542976.57,FITCH,A-,0,1000665155.16,0
2000,ISSUER0001130,GO_BOND,74055588705.12,35802381928.25,17379905593.75,1514626169.33,3.766,5.019,3.21,367.82,2.706,-5780331856.91,73845792513.46,28074232333.38,FITCH,BBB-,0,463358148.66,0
2015,ISSUER0001131,REVENUE_BOND,225865177745.84,17872175900.42,26833110344.79,11606833093.14,7.073,21.72,0.516,443.92,2.744,3799965008.51,154949751138.03,69081514793.8,S&P,BBB,0,764464779.14,0
2023,ISSUER0001132,CERT_PARTICIPATION,27677977073.95,17936723336.15,639578765.51,1153282638.53,7.063,19.34,2.927,321.33,0.433,-4542789380.69,5223695911.24,66758083130.93,S&P,A,0,1725656549.77,0
2003,ISSUER0001133,LEASE,240435218766.99,42089478764.52,28064402898.31,8238597614.09,7.542,7.638,2.859,260.25,1.021,238862967.73,13149765501.46,50267479620.7,MOODYS,BB+,0,1345459961.78,0
2003,ISSUER0001134,PENSION_OBLIGATION,8604905230.98,3733297670.44,35408632433.0,276590257.91,1.412,22.615,2.217,168.69,1.578,3292188881.54,15600842106.73,26886490469.67,S&P,NR,0,1416574049.16,0
2007,ISSUER0001135,GO_BOND,216707429433.63,40366190039.64,11184857817.89,7629240489.52,8.207,14.991,0.437,183.36,2.232,1364411326.23,14703353285.81,8280663978.35,S&P,AAA,0,1159520214.86,0
2000,ISSUER0001136,GO_BOND,110004523553.06,17588092286.61,15083415129.49,7753459194.34,2.874,0.709,0.703,338.11,1.086,6960001700.36,61679114448.37,49822123925.96,FITCH,BBB+,0,272041165.5,0
2020,ISSUER0001137,CERT_PARTICIPATION,246165925630.44,16409523214.81,5734937071.38,16360304756.71,0.962,6.914,3.382,373.88,1.006,-6484572640.97,14942737591.81,19819953715.51,NONE,A,0,739242694.21,0
