qol_amen_inventory_year,qol_amen_service_area_id,qol_amen_park_acres_per_1k,qol_amen_playground_count,qol_amen_trail_miles_total,qol_amen_library_branches_count,qol_amen_library_visits_per_capita,qol_amen_public_pool_count,qol_amen_recreation_program_participation,qol_amen_arts_venue_count,qol_amen_community_center_count,qol_amen_clinic_access_points_count,qol_amen_childcare_slots_per_1k,qol_amen_senior_center_count,qol_amen_public_restroom_count,qol_amen_tree_canopy_acres,qol_amen_streetlight_density,qol_amen_sidewalk_coverage_pct,qol_amen_accessibility_score_ada,qol_amen_amenity_equity_index
2022,SVC000001168,90.7277,131,253.09,84,34.986,26,0.643,32,23,174,74.61,21,83,17019.86,169.925,32.93,65.58,0.535
2023,SVC000001169,70.6018,316,468.08,82,25.647,12,0.0668,36,58,161,99.45,19,83,31069.16,32.859,3.61,39.61,0.132
2025,SVC000001170,43.8429,61,686.57,62,27.482,33,0.7946,52,79,86,77.7,11,8,1597.13,93.784,67.23,40.47,0.8961
2019,SVC000001171,80.579,132,549.67,94,33.589,45,0.9197,108,1,48,110.17,41,641,43960.37,94.06,68.15,90.65,0.0779
2016,SVC000001172,14.9341,326,97.31,25,35.426,47,0.9082,36,47,93,39.12,49,295,14785.64,113.619,49.3,53.21,0.1774
2009,SVC000001173,51.9852,205,722.8,14,37.488,16,0.3044,15,16,176,17.04,56,473,10809.87,219.687,8.74,76.52,0.7624
2014,SVC000001174,24.0663,470,133.33,74,39.645,11,0.5886,37,69,198,104.65,9,237,9447.74,233.802,19.89,35.32,0.0562
2024,SVC000001175,21.8544,467,11.16,20,38.999,43,0.8632,51,28,117,63.74,15,632,29993.06,22.085,75.93,33.65,0.0669
2024,SVC000001176,96.8665,51,244.25,35,3.867,16,0.1473,112,25,87,87.99,20,683,25.22,207.882,32.8,64.34,0.6028
2012,SVC000001177,73.1626,179,794.14,55,30.335,10,0.4667,31,49,130,6.75,50,435,36667.15,74.334,29.78,45.62,0.3161
2016,SVC000001178,67.9967,328,664.99,20,13.401,13,0.345,12,51,191,113.62,31,76,39878.92,88.006,97.5,79.21,0.4274
2017,SVC000001179,2.0638,416,753.66,91,27.66,37,0.4853,20,0,91,107.81,49,329,28289.79,100.343,24.41,55.02,0.5629
2023,SVC000001180,8.2929,131,76.82,92,10.558,2,0.6796,41,32,149,113.65,39,210,25814.54,66.649,86.44,49.75,0.9083
2018,SVC000001181,35.473,151,700.29,84,25.912,30,0.5803,70,65,99,26.14,18,339,40037.92,203.427,29.99,28.94,0.7513
2016,SVC000001182,12.9601,485,633.91,3,35.588,19,0.0851,106,50,142,39.24,58,226,31678.74,220.202,34.37,33.03,0.613
2014,SVC000001183,49.3092,422,604.68,27,35.187,29,0.7357,53,18,197,54.12,42,95,23121.92,89.045,19.44,15.63,0.9632
2011,SVC000001184,82.4713,488,372.77,66,26.384,10,0.0962,61,56,1,24.8,7,336,20348.19,2.21,71.69,49.51,0.1486
2011,SVC000001185,81.6804,379,475.79,87,9.192,47,0.1106,52,66,54,2.31,40,486,29195.65,21.958,3.54,87.28,0.5844
2013,SVC000001186,87.2055,207,668.4,78,34.234,11,0.5785,105,8,8,80.08,26,504,28480.91,21.622,62.35,83.04,0.8355
2018,SVC000001187,63.5826,257,678.33,74,13.633,13,0.5547,30,36,50,48.35,58,576,20459.69,92.115,20.35,33.35,0.7476
2015,SVC000001188,119.3867,51,624.11,98,3.685,27,0.0747,3,54,88,63.39,44,545,16159.41,11.597,37.54,27.46,0.5161
2018,SVC000001189,112.0728,238,832.21,33,12.788,50,0.1272,30,25,59,94.45,32,61,26681.44,71.354,59.15,57.72,0.5327
2024,SVC000001190,102.5899,236,579.87,22,36.592,13,0.5259,92,61,30,25.87,9,417,22362.56,51.549,33.26,37.65,0.6067
2025,SVC000001191,5.968,254,718.05,72,34.481,29,0.6007,55,44,134,46.08,20,188,38936.16,176.245,20.52,0.2,0.215
2014,SVC000001192,83.7431,53,283.64,81,26.256,36,0.3031,137,39,103,60.37,19,59,35468.46,162.762,56.84,39.16,0.9722
2010,SVC000001193,52.0112,335,665.64,98,14.435,45,0.5242,30,77,178,109.16,24,602,11584.12,194.767,73.47,72.76,0.7214
2017,SVC000001194,10.9463,157,303.9,8,18.128,24,0.4794,98,69,144,49.25,37,199,14484.63,229.409,97.35,99.36,0.7192
2015,SVC000001195,77.8574,163,489.96,28,25.866,12,0.4432,29,73,51,25.16,30,453,36878.35,68.987,70.48,79.32,0.9899
2016,SVC000001196,118.9375,411,110.68,95,15.38,39,0.6942,92,58,111,54.76,51,194,10738.91,116.214,93.77,69.95,0.6178
2020,SVC000001197,89.5306,357,173.13,68,33.897,21,0.1881,1,18,174,10.19,58,521,5144.78,216.879,92.19,77.65,0.0702
2016,SVC000001198,115.2697,136,521.82,77,27.591,50,0.2545,34,43,35,10.14,20,418,48389.0,63.642,12.94,40.99,0.1366
2025,SVC000001199,109.3738,165,271.92,94,32.285,0,0.2689,41,45,119,50.1,29,562,16450.16,21.906,90.75,30.79,0.6972
2023,SVC000001200,46.7609,221,569.55,31,10.771,36,0.0533,45,49,115,90.55,22,35,28750.83,134.491,22.87,4.87,0.9286
2024,SVC000001201,22.398,379,380.72,46,36.585,31,0.4417,27,9,26,24.35,38,191,36352.6,64.167,62.76,72.93,0.5153
2025,SVC000001202,92.1161,27,277.59,75,0.949,16,0.27,113,39,161,61.09,13,440,33360.53,195.987,95.73,55.05,0.6375
2015,SVC000001203,13.0432,241,403.51,70,38.137,41,0.4334,5,57,99,50.43,18,37,10330.22,220.225,48.07,0.04,0.949
2018,SVC000001204,58.7703,130,394.49,33,2.218,20,0.023,78,24,141,80.71,6,88,44757.73,49.536,9.76,10.53,0.0597
2018,SVC000001205,46.4644,187,590.17,58,6.632,43,0.3518,38,58,156,49.64,20,553,12360.39,22.135,20.16,34.46,0.1764
2020,SVC000001206,27.8275,54,522.6,80,7.062,22,0.7518,94,20,12,52.39,20,181,46936.82,208.458,44.94,15.85,0.7944
2016,SVC000001207,107.3566,240,357.28,20,33.371,22,0.9135,62,2,146,61.64,57,514,47811.19,115.44,7.85,12.41,0.2531
2014,SVC000001208,112.6357,1,277.88,91,32.436,22,0.5409,75,32,76,26.77,49,434,17389.71,223.36,24.35,76.67,0.9589
2009,SVC000001209,59.3088,319,810.08,70,8.336,15,0.8401,56,31,147,75.69,46,678,5625.19,189.981,81.3,51.95,0.6095
2013,SVC000001210,33.1249,497,187.44,96,18.207,16,0.4889,116,55,200,114.25,4,341,33067.63,0.941,85.65,38.14,0.7358
2015,SVC000001211,11.561,195,446.68,25,17.972,2,0.3521,94,79,168,33.53,31,271,28152.36,136.423,66.81,82.35,0.7712
2013,SVC000001212,115.5731,109,767.31,9,33.647,45,0.0988,16,70,192,65.85,54,691,22278.53,195.806,28.2,81.97,0.8594
2019,SVC000001213,83.0632,145,107.96,10,28.019,36,0.7939,137,6,195,31.75,4,554,24943.7,163.821,99.26,6.01,0.2376
2012,SVC000001214,2.8913,410,166.08,82,3.448,49,0.6943,149,77,86,49.06,18,252,8106.13,138.862,60.14,3.76,0.1126
2009,SVC000001215,86.0844,457,474.14,77,17.941,36,0.483,73,42,173,108.59,25,289,1183.15,228.296,45.24,17.24,0.3216
2010,SVC000001216,31.6915,490,75.64,72,13.955,35,0.0171,45,67,47,51.96,0,390,1378.78,199.56,75.53,46.05,0.5983
2011,SVC000001217,37.3066,56,73.18,33,19.702,38,0.8882,22,62,122,12.54,36,232,2802.79,135.924,97.84,40.61,0.4315
2019,SVC000001218,33.0417,279,476.54,11,19.723,2,0.8089,100,39,37,14.04,55,574,7496.71,172.922,12.66,16.43,0.1981
2025,SVC000001219,13.4898,168,34.96,55,16.02,9,0.8149,55,20,180,66.5,11,485,3279.66,152.459,98.34,34.66,0.6526
2019,SVC000001220,45.3729,164,839.84,91,31.756,14,0.1059,24,50,145,34.28,48,169,19859.47,52.215,71.62,97.5,0.4065
2011,SVC000001221,64.9,65,625.79,76,28.885,3,0.0397,150,45,68,59.93,28,192,1593.25,96.987,9.38,42.33,0.192
2019,SVC000001222,11.6561,395,76.22,95,14.786,9,0.8396,74,64,134,51.96,22,641,49125.94,106.208,61.37,56.74,0.015
2009,SVC000001223,82.6772,356,505.66,15,16.735,34,0.5508,150,53,127,62.38,8,658,11031.14,187.151,32.66,70.23,0.6359
2015,SVC000001224,87.4353,28,426.64,60,27.342,38,0.4765,62,44,112,52.15,36,166,5898.9,22.746,75.04,62.34,0.631
2017,SVC000001225,109.4194,293,152.18,4,36.893,33,0.0522,93,10,123,0.04,20,443,37565.36,68.227,96.66,15.27,0.1965
2014,SVC000001226,14.3355,43,326.03,73,9.624,4,0.764,22,43,151,53.68,21,483,20937.73,228.961,78.37,37.12,0.5835
2018,SVC000001227,103.2436,15,508.95,51,35.974,50,0.0539,74,77,19,30.21,55,634,40103.49,247.018,41.35,9.01,0.3493
2013,SVC000001228,22.2317,19,79.09,51,13.712,35,0.2654,120,43,91,95.27,9,659,15781.01,67.443,61.44,80.4,0.8549
2025,SVC000001229,65.0558,8,871.82,9,15.526,34,0.8862,1,33,195,61.16,13,7,28385.8,142.291,74.36,2.73,0.8145
2013,SVC000001230,37.4779,70,518.1,28,27.114,22,0.1975,52,64,88,10.68,41,267,37276.5,207.756,27.62,5.21,0.8628
2009,SVC000001231,13.995,488,283.01,83,21.83,12,0.2863,30,58,133,90.61,55,235,24963.28,37.701,6.1,0.2,0.285
2009,SVC000001232,16.8831,308,317.55,67,27.837,28,0.7899,12,49,194,92.11,60,270,15391.06,109.843,78.51,11.91,0.1595
2025,SVC000001233,80.5892,11,350.54,13,9.109,6,0.7034,133,75,88,79.93,49,667,24491.65,61.175,84.81,93.4,0.8094
2022,SVC000001234,23.4263,9,402.17,49,32.149,18,0.4214,142,13,39,96.8,16,625,25616.5,198.111,45.87,10.14,0.1553
2022,SVC000001235,114.3604,434,339.9,89,9.139,18,0.9374,90,46,25,91.4,32,202,14940.64,201.731,71.4,0.84,0.3999
2016,SVC000001236,78.4985,176,356.43,24,14.055,34,0.5713,88,77,116,18.78,51,607,49469.74,88.654,12.21,47.95,0.7163
2020,SVC000001237,63.2316,370,16.5,10,38.15,4,0.4338,76,15,17,101.53,28,650,4871.76,18.512,34.26,26.89,0.9723
2024,SVC000001238,47.7097,72,491.84,75,8.696,3,0.4471,146,62,194,38.01,49,505,3369.85,215.875,91.3,80.05,0.0509
2014,SVC000001239,38.0208,311,56.28,96,36.041,25,0.5584,110,2,98,24.91,4,528,24750.01,0.467,10.75,15.25,0.3316
2014,SVC000001240,99.0559,75,405.81,84,11.373,31,0.5995,0,47,105,51.44,21,269,10085.47,168.923,65.43,73.24,0.5543
2012,SVC000001241,87.288,159,625.64,58,13.09,34,0.2748,15,21,36,82.09,36,396,41467.79,63.461,39.11,5.84,0.1016
2018,SVC000001242,76.9411,112,55.19,69,9.532,28,0.0129,91,42,123,89.56,6,144,36281.77,128.421,60.82,29.44,0.044
2014,SVC000001243,119.9592,429,885.45,51,7.093,5,0.5048,137,59,22,105.64,19,594,18108.67,158.981,15.16,72.96,0.5371
2010,SVC000001244,50.5733,175,108.33,94,36.526,30,0.5135,121,39,146,58.5,8,278,18806.72,107.944,40.18,4.15,0.3663
2024,SVC000001245,44.2834,488,492.25,28,30.887,7,0.3323,125,74,152,69.84,12,264,6152.55,105.435,58.15,2.12,0.4294
2017,SVC000001246,26.6785,416,513.59,85,7.033,44,0.7211,146,53,20,96.57,38,184,4789.49,150.518,76.9,39.77,0.1091
2009,SVC000001247,38.0616,96,380.49,44,7.79,25,0.3526,27,61,137,86.66,26,343,36024.77,242.955,60.78,75.69,0.8558
2022,SVC000001248,34.7447,202,808.94,1,0.112,3,0.4044,76,19,29,54.92,33,487,910.09,72.055,77.01,36.29,0.4902
2024,SVC000001249,100.5578,469,369.37,48,15.772,28,0.8498,79,9,85,119.1,48,106,39167.96,171.041,79.58,61.84,0.3916
2009,SVC000001250,4.7199,199,149.75,82,23.633,16,0.9274,38,46,7,73.93,51,553,35379.61,210.987,40.37,7.52,0.0477
2009,SVC000001251,50.99,254,253.39,56,37.412,23,0.759,97,41,98,118.5,21,119,21365.61,226.784,30.48,13.78,0.9222
2016,SVC000001252,111.7711,90,115.68,92,1.349,9,0.2966,145,66,173,41.37,56,628,19242.73,201.017,3.18,11.18,0.4426
2012,SVC000001253,65.8952,189,692.21,6,33.816,26,0.8511,5,58,162,118.82,18,409,17690.53,107.655,61.5,43.04,0.8512
2025,SVC000001254,37.8023,168,16.07,79,23.684,24,0.2194,49,12,162,34.06,50,425,5282.1,159.485,6.9,69.52,0.2363
2022,SVC000001255,48.7724,261,197.46,27,18.876,4,0.7651,49,9,185,52.86,35,122,27798.28,71.959,3.98,76.62,0.0158
2017,SVC000001256,68.8455,199,304.36,17,21.164,3,0.8087,44,41,9,27.1,42,447,27856.23,240.528,74.6,1.71,0.069
2021,SVC000001257,85.4726,331,56.59,49,27.215,10,0.3078,66,17,177,58.47,55,321,27607.83,0.814,29.07,21.4,0.1376
2010,SVC000001258,43.4727,229,550.14,8,16.804,39,0.7516,120,41,198,63.05,34,271,33556.34,44.004,25.45,51.66,0.4172
2014,SVC000001259,96.5698,252,250.31,11,6.401,45,0.8882,130,30,100,118.13,45,649,44379.26,197.338,48.26,87.65,0.2063
2017,SVC000001260,46.6949,287,470.05,89,18.811,18,0.0377,96,12,111,82.19,51,484,1969.1,40.247,57.03,74.67,0.8108
2022,SVC000001261,45.221,463,146.02,58,0.712,39,0.7301,81,55,40,16.71,57,190,48690.59,220.951,39.83,39.56,0.0952
2024,SVC000001262,7.6911,470,897.41,23,11.826,15,0.793,32,65,13,110.17,60,351,3829.59,224.856,40.17,67.21,0.0621
2013,SVC000001263,36.9502,14,889.42,13,10.866,5,0.8538,13,80,40,46.94,14,624,43003.48,86.569,8.79,93.01,0.4928
2020,SVC000001264,73.4143,180,790.93,2,14.145,20,0.4124,33,37,122,36.69,49,5,38171.57,41.766,52.46,40.02,0.9913
2019,SVC000001265,114.8504,376,173.97,97,20.932,21,0.4957,109,23,197,50.32,0,138,13117.19,93.499,39.46,24.85,0.853
2016,SVC000001266,106.0515,442,354.55,47,4.77,23,0.6402,122,44,148,67.89,4,478,44187.64,37.332,10.38,97.23,0.3032
2009,SVC000001267,94.1436,435,623.23,66,28.057,45,0.4086,21,23,10,82.59,25,329,42136.51,187.718,7.88,10.74,0.4059
2015,SVC000001268,18.9567,24,856.9,58,22.96,30,0.1554,83,65,111,56.95,37,388,45403.49,184.065,96.52,72.25,0.0848
2024,SVC000001269,50.4868,259,206.49,54,11.71,23,0.8499,31,62,73,101.85,52,596,33013.97,83.659,15.07,90.26,0.1115
2011,SVC000001270,44.0739,457,376.07,59,25.036,49,0.7169,60,43,21,53.86,12,237,45860.29,223.931,57.78,49.6,0.0858
2015,SVC000001271,90.319,158,854.58,71,18.283,31,0.0794,146,46,147,59.79,4,324,44261.37,190.526,98.33,2.31,0.711
2024,SVC000001272,41.1881,218,417.99,35,39.565,13,0.0768,9,75,65,69.96,2,343,23169.85,94.003,67.27,71.13,0.3381
2018,SVC000001273,95.1882,104,574.24,29,5.579,26,0.5183,86,49,18,57.26,60,236,19898.81,66.46,21.32,30.04,0.2099
2009,SVC000001274,33.7283,1,567.27,24,19.901,5,0.4783,111,31,116,26.4,46,386,46737.33,88.928,64.04,32.18,0.7346
2012,SVC000001275,67.4904,477,389.98,93,37.622,16,0.8956,10,54,170,31.66,24,549,26707.33,68.024,21.42,53.9,0.1046
2019,SVC000001276,110.2395,351,282.26,59,22.051,2,0.3658,109,1,28,3.82,57,405,48894.96,15.423,89.1,90.23,0.4624
2022,SVC000001277,25.3606,483,722.78,84,22.512,34,0.3204,141,3,128,114.21,34,468,28891.88,127.576,36.28,98.04,0.98
2020,SVC000001278,2.1687,259,833.13,85,10.283,49,0.1532,48,77,30,90.66,54,109,49192.7,93.843,52.85,92.57,0.4625
2011,SVC000001279,8.9128,356,783.47,32,25.681,12,0.654,13,48,48,42.68,29,99,20215.04,183.995,34.84,79.81,0.7956
2021,SVC000001280,63.3089,88,34.6,16,3.398,23,0.8097,137,55,1,81.26,48,382,44891.98,199.379,35.84,85.26,0.1451
2018,SVC000001281,7.883,215,210.07,75,0.756,38,0.0194,111,74,12,103.09,3,134,26032.05,241.962,4.37,84.49,0.2372
2023,SVC000001282,100.5341,433,874.23,37,7.978,16,0.0393,50,39,117,42.95,56,147,32922.84,231.589,66.73,56.48,0.9018
2012,SVC000001283,29.5932,266,703.91,24,25.905,7,0.3578,116,43,26,10.96,56,105,14438.0,143.667,26.83,80.86,0.4279
2025,SVC000001284,106.0303,243,183.4,25,1.176,19,0.7801,115,59,142,46.12,31,182,22013.1,108.773,56.15,21.21,0.6348
2019,SVC000001285,80.9804,234,51.13,54,31.364,45,0.5148,31,9,7,80.85,14,11,37967.91,57.988,80.93,2.17,0.6541
2024,SVC000001286,77.1635,486,830.82,96,29.826,30,0.7044,99,28,185,84.85,38,182,3276.44,207.709,30.81,79.59,0.6086
2017,SVC000001287,100.6626,59,810.91,100,8.533,12,0.2345,87,57,123,47.65,6,300,10165.95,202.829,76.95,43.46,0.1463
2020,SVC000001288,103.2007,206,281.37,3,22.643,2,0.1851,42,12,141,25.11,18,105,11976.75,141.681,1.78,26.65,0.8627
2023,SVC000001289,95.0268,491,116.09,60,25.667,13,0.3165,64,48,108,44.37,24,50,6649.84,238.709,75.36,68.96,0.9363
2018,SVC000001290,16.8809,414,349.23,23,31.33,7,0.7277,106,58,157,13.63,37,249,20065.68,112.235,31.28,96.87,0.9289
2018,SVC000001291,101.621,451,860.13,36,34.146,39,0.6077,42,26,190,76.76,22,542,30732.4,119.652,85.42,11.22,0.4549
2017,SVC000001292,6.0481,16,422.54,50,5.486,5,0.0254,104,56,115,13.64,45,30,3248.4,127.249,15.54,71.79,0.5774
2022,SVC000001293,26.6122,186,818.05,23,11.994,0,0.4127,65,1,166,12.37,5,609,47278.92,168.489,44.05,58.85,0.559
2016,SVC000001294,75.2353,241,74.63,22,24.886,28,0.9994,124,29,77,43.8,10,484,2184.59,166.462,0.7,98.49,0.3897
2017,SVC000001295,38.1404,435,216.05,55,21.822,40,0.4075,55,46,116,66.3,42,23,37021.14,15.114,3.3,84.41,0.6961
2012,SVC000001296,32.7145,418,465.71,37,12.803,36,0.4952,1,21,184,11.15,10,650,10559.55,52.521,15.12,54.78,0.6337
2024,SVC000001297,31.3736,91,311.58,79,14.536,5,0.8429,140,3,112,68.06,51,225,26472.67,182.53,33.74,43.95,0.1175
2019,SVC000001298,45.8827,195,330.05,59,39.607,4,0.2537,15,19,10,69.82,25,150,12241.22,73.106,50.85,34.98,0.1289
2021,SVC000001299,104.3118,179,378.35,65,34.318,42,0.6606,60,41,198,39.08,8,367,42684.58,8.752,69.57,3.71,0.2036
2024,SVC000001300,15.1639,129,27.58,40,31.925,42,0.8083,148,68,95,92.09,3,63,20515.33,5.719,63.82,53.67,0.5665
2016,SVC000001301,111.297,432,191.93,25,20.373,2,0.2552,129,29,34,42.73,39,245,39992.74,142.909,32.79,59.7,0.3267
2022,SVC000001302,119.8381,162,147.46,83,20.241,4,0.7163,35,22,102,16.31,2,221,5336.34,28.312,28.32,3.83,0.5349
2011,SVC000001303,47.9062,92,130.92,61,29.006,21,0.8889,60,61,12,97.91,22,642,9969.16,218.591,45.86,85.22,0.446
2013,SVC000001304,1.4373,371,708.72,17,11.653,13,0.0185,68,25,157,70.78,22,533,10964.36,6.753,35.02,3.18,0.7751
2009,SVC000001305,40.1434,272,800.76,13,4.687,16,0.4694,90,1,83,106.75,41,534,1371.64,218.936,71.62,14.25,0.4406
2016,SVC000001306,75.8845,363,522.95,46,39.985,29,0.237,101,68,138,43.75,52,103,23162.72,86.923,59.16,69.08,0.8654
2018,SVC000001307,110.4586,48,446.41,95,11.544,42,0.7399,20,49,36,87.33,20,672,4918.73,147.885,48.41,85.54,0.4629
2009,SVC000001308,17.2017,246,240.86,50,24.649,46,0.2397,18,65,69,51.34,11,210,48673.0,85.454,59.63,73.54,0.2963
2013,SVC000001309,1.6878,144,574.65,9,33.282,21,0.8187,91,7,90,5.37,39,91,408.17,84.786,45.69,88.6,0.9884
2012,SVC000001310,62.8939,489,279.94,44,14.093,25,0.7485,59,49,128,3.36,55,412,9233.9,230.56,98.42,62.81,0.5954
2009,SVC000001311,86.964,8,488.82,46,8.387,9,0.5808,51,64,169,41.23,11,10,42146.96,211.297,94.94,24.93,0.9813
2025,SVC000001312,111.9821,206,678.71,81,16.018,43,0.8105,88,68,154,102.37,36,90,36952.9,40.411,52.96,69.13,0.2041
2014,SVC000001313,86.1542,76,464.66,29,9.016,15,0.1927,79,57,81,53.54,14,376,45128.84,131.096,47.05,38.46,0.6986
2014,SVC000001314,62.6193,56,202.11,53,37.927,40,0.5585,0,5,150,41.12,50,662,13864.26,35.042,35.24,43.4,0.8597
2011,SVC000001315,55.9684,455,224.33,93,3.21,30,0.5202,65,35,129,96.48,52,210,27942.49,101.044,74.29,80.94,0.8209
2020,SVC000001316,11.5905,421,6.75,59,6.81,1,0.4511,102,12,184,2.32,5,268,1755.08,181.046,6.6,29.55,0.3196
2013,SVC000001317,19.2406,79,341.08,57,30.599,23,0.3834,39,7,114,79.17,6,566,45196.93,224.802,84.14,31.07,0.5145
2009,SVC000001318,111.7537,449,798.85,18,2.334,47,0.3918,117,22,91,54.69,29,51,27762.68,61.762,13.21,58.08,0.5786
2019,SVC000001319,81.2898,262,484.54,6,10.284,27,0.9156,102,67,117,69.02,11,291,25933.77,165.117,2.32,25.38,0.5686
2014,SVC000001320,57.2519,441,468.81,65,28.223,45,0.4663,45,24,179,87.2,60,330,3003.25,34.631,56.79,38.86,0.0003
2024,SVC000001321,79.959,252,287.95,94,15.406,36,0.9979,67,2,93,53.66,52,170,44253.68,106.412,88.3,64.88,0.3385
2019,SVC000001322,84.5261,220,368.51,35,37.744,22,0.2838,0,52,120,6.21,40,682,32897.39,83.978,61.11,3.91,0.0481
2022,SVC000001323,14.1542,472,282.34,22,16.744,25,0.7568,19,18,1,78.29,58,513,6228.17,76.419,88.71,12.16,0.4654
2019,SVC000001324,68.2783,420,238.26,30,32.977,16,0.7524,56,28,192,61.93,14,96,16124.98,142.431,50.76,59.05,0.5806
2010,SVC000001325,92.7544,330,99.81,81,7.372,15,0.3146,144,45,0,99.33,2,222,11090.02,117.96,27.33,71.41,0.3508
2025,SVC000001326,68.4635,185,800.44,68,10.394,40,0.3096,105,47,130,103.58,39,106,40814.79,103.675,63.74,86.68,0.8676
2025,SVC000001327,27.0376,459,602.36,37,34.51,9,0.8157,81,70,59,101.45,31,330,23951.78,161.707,38.89,35.33,0.249
2011,SVC000001328,10.5017,121,430.02,13,36.43,25,0.8457,51,46,106,10.12,20,415,28826.22,109.995,75.98,57.25,0.8398
2018,SVC000001329,37.2238,217,498.29,40,26.022,36,0.1939,115,25,174,10.94,40,358,30671.39,176.01,7.52,55.7,0.2464
2022,SVC000001330,120.0169,257,460.16,100,9.961,29,0.1034,103,33,96,38.96,39,551,28258.14,88.233,4.93,81.09,0.3788
2023,SVC000001331,102.18,384,565.38,83,31.397,38,0.4011,131,71,141,7.2,12,673,340.49,0.93,55.16,5.56,0.1927
2017,SVC000001332,51.9071,168,115.31,62,8.977,10,0.4857,15,62,167,69.66,44,243,86.06,68.088,64.57,6.28,0.1985
2012,SVC000001333,78.5092,412,737.29,58,15.857,30,0.4765,83,8,179,76.5,7,79,29966.86,213.921,16.56,81.31,0.502
2018,SVC000001334,76.4613,276,2.97,64,6.906,16,0.1056,48,11,114,59.14,37,236,31582.65,127.238,8.79,12.86,0.8047
2015,SVC000001335,95.7344,452,749.63,34,2.729,23,0.7943,14,1,109,77.35,19,150,6064.32,67.239,45.07,57.07,0.3084
2020,SVC000001336,70.7725,338,593.73,82,8.632,15,0.5473,104,0,5,100.39,37,347,40446.35,61.983,28.67,22.41,0.8649
2025,SVC000001337,17.6376,368,736.06,12,29.139,24,0.5672,105,4,134,1.28,59,391,9670.87,177.335,32.08,26.47,0.6825
2020,SVC000001338,56.7407,499,697.93,23,39.706,15,0.0603,45,29,34,77.84,6,435,32284.1,191.473,43.1,8.89,0.8115
2024,SVC000001339,43.5798,152,176.59,24,21.726,16,0.8526,122,76,140,106.07,27,302,43185.28,130.583,59.95,76.2,0.758
2016,SVC000001340,21.3109,144,308.06,32,1.97,18,0.6446,47,22,101,6.48,55,643,28494.87,180.45,70.76,10.34,0.6348
2016,SVC000001341,107.891,337,324.31,13,10.845,41,0.8987,52,0,197,87.35,23,310,672.07,4.411,78.16,52.88,0.8911
2013,SVC000001342,108.4181,418,4.74,77,21.434,25,0.8166,25,33,42,11.77,20,516,16740.72,96.52,97.65,11.02,0.0506
2021,SVC000001343,84.8782,264,894.5,84,0.668,24,0.9487,48,51,110,97.85,40,597,39546.14,131.86,79.52,82.14,0.735
2012,SVC000001344,61.9723,4,324.08,44,4.021,50,0.5547,15,30,101,84.96,13,120,11978.94,246.323,67.25,3.48,0.5335
2016,SVC000001345,87.4494,200,765.78,0,26.476,21,0.2578,22,23,27,75.48,59,313,12106.83,81.906,57.86,0.84,0.1938
2010,SVC000001346,44.4075,477,777.04,1,15.048,43,0.8826,70,58,42,31.3,30,576,47560.59,198.13,76.37,88.47,0.1534
2020,SVC000001347,14.0046,361,815.03,62,34.403,17,0.7476,111,38,127,71.1,26,105,11452.48,136.85,10.15,7.02,0.8354
2021,SVC000001348,54.8187,133,405.57,6,23.234,35,0.4407,17,25,198,56.54,0,669,1035.37,32.654,33.81,61.64,0.0633
2021,SVC000001349,13.8838,117,423.69,19,11.858,31,0.124,18,69,44,98.65,60,244,36236.3,99.435,59.66,44.81,0.9408
2019,SVC000001350,101.6939,148,821.96,57,8.689,35,0.5168,120,34,99,91.46,0,417,8604.22,144.349,26.77,77.93,0.9375
2013,SVC000001351,18.199,236,258.41,62,28.897,4,0.5331,140,25,66,91.96,58,362,35853.75,26.528,74.89,35.45,0.0145
2020,SVC000001352,48.8411,362,764.81,5,28.549,34,0.2568,76,32,178,70.58,17,526,21261.53,227.338,77.25,62.54,0.8177
2020,SVC000001353,101.0522,323,189.68,15,36.468,6,0.6592,41,28,0,3.24,49,415,5000.26,151.393,78.35,93.83,0.9515
2025,SVC000001354,98.5553,369,332.04,98,21.504,0,0.5384,89,35,5,102.05,19,509,48874.8,102.049,2.78,55.69,0.0206
2018,SVC000001355,79.8294,255,390.6,87,2.971,25,0.3784,88,12,37,89.35,7,621,34960.01,114.457,82.12,21.36,0.6888
2009,SVC000001356,12.6945,163,784.44,62,31.061,46,0.763,45,46,112,2.85,33,565,12334.65,149.921,57.68,94.22,0.7776
2022,SVC000001357,21.0186,334,734.08,46,39.518,29,0.4325,32,17,174,15.72,31,329,42329.66,188.947,23.68,19.39,0.1388
2018,SVC000001358,116.9697,343,123.59,84,20.608,15,0.6643,93,47,115,18.18,3,401,43096.88,180.529,67.31,9.21,0.6831
2018,SVC000001359,64.2358,442,692.21,75,34.794,26,0.0679,107,43,156,22.71,41,366,38395.03,70.741,32.4,45.14,0.6419
2010,SVC000001360,63.5199,174,214.33,55,26.128,40,0.5206,116,40,10,35.96,12,47,3475.34,192.246,19.38,77.77,0.4121
2011,SVC000001361,50.371,282,829.41,34,14.953,19,0.7183,113,68,104,39.59,46,659,28200.73,222.879,24.96,86.35,0.1497
2014,SVC000001362,81.9871,124,176.7,55,35.131,42,0.3835,47,80,99,3.78,15,82,31227.28,118.281,98.51,62.37,0.758
2013,SVC000001363,56.8132,436,81.97,26,18.845,34,0.4285,62,72,17,34.2,44,285,32976.14,40.421,22.53,96.32,0.221
