edu_att_reference_year,edu_att_country_iso2,edu_att_region_nuts_code,edu_att_age_group,edu_att_sex,edu_att_isc_level,edu_att_early_school_leavers_rate_pct,edu_att_tertiary_attainment_rate_pct,edu_att_vet_participation_rate_pct,edu_att_adult_learning_rate_pct,edu_att_neet_rate_pct,edu_att_pisa_reading_score,edu_att_pisa_math_score,edu_att_pisa_science_score,edu_att_digital_skills_students_pct,edu_att_teacher_shortage_index,edu_att_education_expenditure_pct_gdp,edu_att_eurostat_table_code,edu_att_survey_weight,edu_att_data_extract_date
2013,ES,IT963,35_44,M,ISCED_5_8,10.56,42.98,40.83,7.68,8.59,493,538,510,55.32,12.38,3.91,edat_lfse_03,2.3042,2025-11-26
2014,CZ,BG867,45_54,X,ISCED_3_4,9.79,36.72,14.96,6.65,16.42,411,442,406,37.96,24.27,6.87,edat_lfse_14,2.64,2025-03-16
2015,HU,LT70,55_64,F,ISCED_0_2,10.41,39.08,28.95,17.11,10.8,501,461,505,47.41,54.88,6.39,edat_lfse_29,4.1555,2024-01-08
2016,NL,FI828,15_24,M,ISCED_5_8,17.88,49.34,42.06,13.52,9.27,481,499,465,55.38,45.59,7.97,edat_lfs_9912,3.1005,2024-08-15
2017,SE,DK868,25_34,X,ISCED_3_4,8.22,47.33,28.07,3.39,10.35,486,500,458,36.0,29.42,3.6,edat_lfse_03,3.1551,2025-01-26
2018,DK,PL602,35_44,F,ISCED_0_2,14.83,51.88,34.73,17.94,18.19,515,515,491,74.12,47.04,5.08,edat_lfse_14,4.021,2025-09-15
2019,IE,MT673,45_54,M,ISCED_5_8,5.87,53.31,21.4,15.31,11.93,514,525,529,70.4,50.43,5.9,edat_lfse_29,1.2248,2025-10-02
2020,PL,HR38,55_64,X,ISCED_3_4,11.18,38.21,13.8,8.85,7.93,440,454,471,86.8,14.92,6.54,edat_lfs_9912,4.1427,2025-07-24
2021,AT,SI17,15_24,F,ISCED_0_2,17.41,40.83,17.84,4.19,13.65,428,460,453,41.59,77.57,3.71,edat_lfse_03,4.6434,2025-09-04
2022,EE,RO98,25_34,M,ISCED_5_8,15.1,23.06,19.82,11.19,10.17,496,511,490,66.01,30.63,5.34,edat_lfse_14,0.7997,2024-03-10
2023,IT,FI32,35_44,X,ISCED_3_4,14.21,38.64,39.59,11.61,11.15,444,445,422,38.48,67.81,4.17,edat_lfse_29,3.7328,2025-10-04
2024,PT,AT5,45_54,F,ISCED_0_2,17.23,19.88,22.92,15.32,13.95,480,444,440,68.1,68.87,4.32,edat_lfs_9912,4.5558,2026-01-18
2025,BE,IE728,55_64,M,ISCED_5_8,8.15,53.22,41.51,9.95,14.21,464,460,513,80.67,50.55,6.41,edat_lfse_03,2.9266,2025-04-22
2006,FI,CZ4,15_24,X,ISCED_3_4,4.6,27.22,12.03,5.48,15.95,516,571,502,56.43,23.24,7.22,edat_lfse_14,3.6524,2026-01-25
2007,LV,BE1,25_34,F,ISCED_0_2,7.31,52.72,46.43,6.12,16.71,504,469,501,55.92,13.67,4.82,edat_lfse_29,3.9325,2025-08-28
2008,RO,IE874,35_44,M,ISCED_5_8,11.39,47.34,46.29,7.89,10.22,387,385,433,60.91,65.71,6.0,edat_lfs_9912,1.5306,2024-08-31
2009,BG,GR49,45_54,X,ISCED_3_4,8.07,46.45,22.89,10.21,10.94,436,460,476,31.3,32.7,7.32,edat_lfse_03,4.5664,2024-10-17
2010,FR,HR925,55_64,F,ISCED_0_2,6.2,40.08,25.73,17.89,18.37,457,461,501,41.93,49.06,7.04,edat_lfse_14,3.7207,2025-07-27
2011,LT,CZ857,15_24,M,ISCED_5_8,9.14,20.83,35.75,8.4,20.4,527,496,482,59.98,31.03,5.92,edat_lfse_29,3.5078,2025-11-22
2012,SK,DK54,25_34,X,ISCED_3_4,9.07,53.83,11.24,14.17,8.08,486,474,475,77.27,33.94,7.22,edat_lfs_9912,0.439,2025-05-10
2013,HR,HU152,35_44,F,ISCED_0_2,4.03,40.31,34.28,8.78,7.59,521,535,479,58.25,26.32,4.44,edat_lfse_03,2.7807,2025-09-07
2014,DE,LV62,45_54,M,ISCED_5_8,7.39,27.09,56.59,3.77,10.85,450,449,436,30.13,38.67,5.36,edat_lfse_14,3.0183,2025-07-03
2015,LU,BG89,55_64,X,ISCED_3_4,14.13,48.72,23.2,9.26,14.91,423,427,458,42.22,22.7,4.18,edat_lfse_29,4.5767,2025-01-11
2016,SI,HU2,15_24,F,ISCED_0_2,8.49,20.59,25.14,12.29,18.49,470,468,504,67.4,29.72,3.69,edat_lfs_9912,4.3733,2024-08-02
2017,CY,DK777,25_34,M,ISCED_5_8,14.74,50.34,28.15,10.64,11.81,472,428,451,65.47,29.44,4.0,edat_lfse_03,1.7178,2026-02-15
2018,GR,MT771,35_44,X,ISCED_3_4,10.84,63.73,43.0,7.85,11.13,431,489,468,36.29,20.93,6.05,edat_lfse_14,1.2668,2026-01-14
2019,MT,DK1,45_54,F,ISCED_0_2,9.19,20.09,18.01,3.82,18.53,518,491,526,93.59,49.5,5.51,edat_lfse_29,1.5995,2025-05-24
2020,ES,LU28,55_64,M,ISCED_5_8,9.07,31.91,23.44,12.69,21.94,501,466,466,50.51,76.75,3.67,edat_lfs_9912,0.6019,2026-02-13
2021,CZ,DE528,15_24,X,ISCED_3_4,16.11,35.66,12.3,4.66,26.02,446,495,455,77.94,50.76,5.48,edat_lfse_03,3.2912,2024-05-06
2022,HU,HR438,25_34,F,ISCED_0_2,8.96,24.48,31.96,12.72,8.37,458,476,438,32.56,37.43,5.17,edat_lfse_14,2.4114,2024-10-23
2023,NL,SI53,35_44,M,ISCED_5_8,15.25,28.34,11.02,15.7,7.28,492,472,438,25.73,30.41,4.33,edat_lfse_29,0.966,2025-08-13
2024,SE,SK393,45_54,X,ISCED_3_4,5.3,44.57,15.69,17.03,10.46,550,535,535,55.54,77.59,8.14,edat_lfs_9912,1.5923,2025-08-03
2025,DK,LT356,55_64,F,ISCED_0_2,3.78,37.25,13.61,11.33,7.98,478,467,446,28.59,42.63,3.92,edat_lfse_03,1.7779,2025-09-04
2006,IE,EE96,15_24,M,ISCED_5_8,14.67,42.32,12.42,17.9,21.13,571,556,572,25.19,48.67,6.88,edat_lfse_14,2.9775,2024-02-06
2007,PL,DE833,25_34,X,ISCED_3_4,13.32,50.02,38.87,10.99,13.05,488,506,502,67.34,8.5,4.33,edat_lfse_29,1.6236,2024-12-07
2008,AT,RO95,35_44,F,ISCED_0_2,10.56,47.17,34.18,5.19,7.21,439,437,461,39.87,7.63,5.21,edat_lfs_9912,3.5326,2025-06-03
2009,EE,LV149,45_54,M,ISCED_5_8,9.87,17.88,29.31,10.22,13.19,560,590,568,39.41,59.92,3.88,edat_lfse_03,4.3672,2025-07-08
2010,IT,SI8,55_64,X,ISCED_3_4,8.87,21.96,36.08,8.28,6.42,477,506,529,22.39,24.8,4.45,edat_lfse_14,4.6107,2024-05-26
2011,PT,FR714,15_24,F,ISCED_0_2,10.86,34.29,17.45,6.96,9.65,445,492,440,42.88,59.93,4.0,edat_lfse_29,4.6208,2024-03-09
2012,BE,SK367,25_34,M,ISCED_5_8,8.25,44.0,13.75,10.07,4.33,404,429,426,76.91,47.25,5.69,edat_lfs_9912,1.0733,2025-09-11
2013,FI,BG5,35_44,X,ISCED_3_4,14.99,44.15,31.63,11.73,6.71,510,513,457,24.51,26.43,4.31,edat_lfse_03,3.7085,2025-07-16
2014,LV,LU87,45_54,F,ISCED_0_2,3.62,55.16,50.85,11.15,18.1,501,501,492,64.46,65.33,7.23,edat_lfse_14,4.2758,2024-05-31
2015,RO,MT374,55_64,M,ISCED_5_8,16.96,36.44,41.87,5.62,7.68,492,475,512,81.0,46.33,7.32,edat_lfse_29,2.349,2024-06-12
2016,BG,LV1,15_24,X,ISCED_3_4,18.57,27.71,41.26,2.83,10.11,430,434,438,62.21,21.88,4.86,edat_lfs_9912,2.9897,2024-11-27
2017,FR,MT725,25_34,F,ISCED_0_2,10.32,51.8,41.78,6.39,9.26,476,459,447,62.73,51.65,5.81,edat_lfse_03,3.1544,2025-02-03
2018,LT,LT2,35_44,M,ISCED_5_8,6.34,53.85,22.07,16.81,17.86,405,406,439,56.04,19.36,5.46,edat_lfse_14,2.8974,2025-10-25
2019,SK,ES63,45_54,X,ISCED_3_4,7.39,25.4,13.06,5.12,8.21,491,536,533,46.32,53.04,4.34,edat_lfse_29,3.74,2024-04-08
2020,HR,ES34,55_64,F,ISCED_0_2,6.0,41.4,29.76,5.88,17.35,447,454,446,75.18,69.48,4.76,edat_lfs_9912,1.8456,2024-10-21
2021,DE,FR43,15_24,M,ISCED_5_8,15.4,29.52,11.95,14.38,23.77,455,442,433,90.75,75.61,6.61,edat_lfse_03,4.5225,2026-01-30
2022,LU,EE472,25_34,X,ISCED_3_4,15.17,48.28,36.61,13.65,8.25,466,461,446,61.42,44.27,3.71,edat_lfse_14,0.9651,2024-03-17
2023,SI,ES85,35_44,F,ISCED_0_2,6.02,31.58,37.34,14.68,12.42,444,472,446,36.83,45.31,3.71,edat_lfse_29,0.8113,2024-09-17
2024,CY,NL54,45_54,M,ISCED_5_8,8.31,38.72,29.86,4.36,15.96,464,456,498,42.11,76.08,4.77,edat_lfs_9912,2.642,2025-04-22
2025,GR,FR6,55_64,X,ISCED_3_4,7.71,26.86,20.25,14.02,15.27,429,413,414,63.28,12.66,7.39,edat_lfse_03,1.2204,2025-03-29
2006,MT,GR39,15_24,F,ISCED_0_2,16.92,22.65,19.53,6.09,6.38,483,465,513,42.84,66.24,6.81,edat_lfse_14,3.1445,2025-07-07
2007,ES,PL43,25_34,M,ISCED_5_8,9.16,48.57,23.4,9.02,8.43,435,442,439,58.05,35.53,7.3,edat_lfse_29,3.5328,2025-05-25
2008,CZ,LU3,35_44,X,ISCED_3_4,5.39,26.79,33.72,6.15,12.16,511,508,481,67.25,15.74,5.16,edat_lfs_9912,1.8065,2025-01-09
2009,HU,CY21,45_54,F,ISCED_0_2,5.06,44.19,38.11,13.69,8.33,453,397,436,25.74,48.09,3.97,edat_lfse_03,0.9659,2025-09-10
2010,NL,IT910,55_64,M,ISCED_5_8,9.94,39.35,51.77,13.8,14.75,512,519,502,65.16,56.42,7.82,edat_lfse_14,0.7257,2026-02-04
2011,SE,GR87,15_24,X,ISCED_3_4,17.67,40.48,34.18,15.16,21.69,536,539,567,32.87,56.87,5.02,edat_lfse_29,2.9679,2026-02-12
2012,DK,FR444,25_34,F,ISCED_0_2,8.73,36.52,30.6,3.66,8.31,562,513,559,48.59,56.73,4.73,edat_lfs_9912,4.1125,2024-04-22
2013,IE,BG985,35_44,M,ISCED_5_8,14.88,23.84,47.84,16.04,16.8,430,436,488,46.61,55.67,6.68,edat_lfse_03,1.7731,2024-07-10
2014,PL,DE651,45_54,X,ISCED_3_4,7.14,41.64,35.8,18.85,14.88,468,436,471,47.06,37.37,7.34,edat_lfse_14,4.1799,2026-01-21
2015,AT,HR288,55_64,F,ISCED_0_2,5.96,27.01,49.34,10.16,10.21,485,492,480,41.5,21.2,6.29,edat_lfse_29,3.407,2025-04-05
2016,EE,IE84,15_24,M,ISCED_5_8,7.89,51.59,17.32,11.77,10.8,480,496,484,66.93,65.67,7.12,edat_lfs_9912,1.4881,2025-07-26
2017,IT,LU2,25_34,X,ISCED_3_4,8.52,37.81,22.52,3.35,5.56,520,532,510,55.34,62.22,3.5,edat_lfse_03,3.2087,2025-12-11
2018,PT,BE8,35_44,F,ISCED_0_2,17.25,26.32,49.42,3.72,14.98,506,521,497,26.12,65.78,4.39,edat_lfse_14,2.5782,2025-04-28
2019,BE,IE647,45_54,M,ISCED_5_8,11.48,42.81,11.49,14.76,16.49,481,475,488,33.52,62.39,3.34,edat_lfse_29,3.2513,2024-10-07
2020,FI,PL22,55_64,X,ISCED_3_4,9.02,36.01,16.5,12.81,20.75,580,590,540,29.27,62.37,5.26,edat_lfs_9912,2.5118,2026-02-02
2021,LV,IT8,15_24,F,ISCED_0_2,15.94,45.32,29.47,8.64,9.57,475,480,485,35.82,11.13,7.03,edat_lfse_03,3.8306,2024-07-16
2022,RO,HR47,25_34,M,ISCED_5_8,15.04,39.16,22.88,12.2,16.03,451,401,435,79.35,19.46,5.78,edat_lfse_14,4.796,2025-05-11
2023,BG,FI2,35_44,X,ISCED_3_4,16.19,37.28,25.93,6.53,13.08,461,456,473,37.5,16.64,5.8,edat_lfse_29,1.2417,2024-01-15
2024,FR,LT380,45_54,F,ISCED_0_2,11.48,38.29,25.34,17.24,16.98,472,417,449,85.4,52.93,5.47,edat_lfs_9912,1.2461,2024-04-26
2025,LT,LU4,55_64,M,ISCED_5_8,15.34,57.3,22.24,17.09,13.51,457,411,404,53.81,49.31,6.57,edat_lfse_03,0.4942,2024-07-09
2006,SK,PL945,15_24,X,ISCED_3_4,15.84,40.77,45.72,16.71,8.59,449,462,456,72.42,34.1,5.78,edat_lfse_14,2.5018,2024-07-08
2007,HR,FR913,25_34,F,ISCED_0_2,13.5,28.23,36.81,9.7,12.29,487,495,451,53.33,46.74,3.35,edat_lfse_29,3.0074,2025-01-20
2008,DE,SI38,35_44,M,ISCED_5_8,10.31,23.32,46.57,5.55,8.87,523,503,505,64.32,63.96,5.82,edat_lfs_9912,0.3954,2026-01-27
2009,LU,SI34,45_54,X,ISCED_3_4,8.4,47.94,18.14,5.65,4.39,482,492,448,79.36,36.27,7.21,edat_lfse_03,1.8022,2025-12-31
2010,SI,FR746,55_64,F,ISCED_0_2,3.79,53.63,22.18,16.18,14.87,481,491,502,26.33,58.93,7.05,edat_lfse_14,4.1894,2024-01-16
2011,CY,BG49,15_24,M,ISCED_5_8,7.16,42.41,18.39,10.56,20.55,475,523,512,61.6,21.59,4.51,edat_lfse_29,3.894,2024-08-11
2012,GR,FR4,25_34,X,ISCED_3_4,10.84,26.01,34.08,5.16,12.83,432,440,417,45.95,44.6,4.21,edat_lfs_9912,2.552,2024-04-06
2013,MT,DK82,35_44,F,ISCED_0_2,6.56,34.48,16.75,5.37,14.67,483,473,451,65.49,37.53,4.27,edat_lfse_03,3.6048,2025-11-24
2014,ES,IT9,45_54,M,ISCED_5_8,17.55,21.88,32.16,11.35,15.3,505,468,490,66.44,8.24,3.26,edat_lfse_14,2.4101,2025-05-08
2015,CZ,FR967,55_64,X,ISCED_3_4,10.67,21.13,24.06,9.69,14.44,514,528,523,71.36,64.97,6.83,edat_lfse_29,0.4525,2025-03-02
2016,HU,IE281,15_24,F,ISCED_0_2,5.46,34.05,22.65,16.14,14.45,428,443,427,69.17,59.26,6.28,edat_lfs_9912,0.3993,2025-01-22
2017,NL,CY845,25_34,M,ISCED_5_8,12.72,58.36,16.6,6.4,13.88,485,444,467,32.45,53.2,5.84,edat_lfse_03,0.4162,2025-05-22
2018,SE,ES666,35_44,X,ISCED_3_4,13.33,33.91,32.98,13.88,15.16,577,532,518,40.65,29.86,3.49,edat_lfse_14,3.4294,2025-11-28
2019,DK,LV5,45_54,F,ISCED_0_2,7.73,52.22,39.21,12.08,4.58,521,575,572,32.6,33.48,6.23,edat_lfse_29,4.6166,2024-01-01
2020,IE,EE75,55_64,M,ISCED_5_8,10.14,20.99,46.53,13.94,20.0,540,530,515,80.25,76.92,6.32,edat_lfs_9912,2.3491,2024-02-01
2021,PL,DK66,15_24,X,ISCED_3_4,4.24,46.49,15.41,9.97,6.81,512,483,481,45.24,18.02,4.63,edat_lfse_03,1.9227,2025-10-19
2022,AT,PT8,25_34,F,ISCED_0_2,5.14,21.77,39.83,4.81,7.68,514,512,491,41.76,59.5,3.46,edat_lfse_14,4.6157,2025-11-10
2023,EE,SE642,35_44,M,ISCED_5_8,9.95,57.68,34.43,10.59,14.86,501,454,465,48.13,76.44,3.95,edat_lfse_29,3.2797,2025-08-17
2024,IT,CZ653,45_54,X,ISCED_3_4,9.54,25.34,20.24,9.19,14.73,446,482,450,30.55,53.58,5.08,edat_lfs_9912,4.0522,2025-06-05
2025,PT,HR99,55_64,F,ISCED_0_2,11.88,48.12,19.16,10.63,10.8,511,508,453,85.65,66.19,6.3,edat_lfse_03,1.6858,2024-08-22
2006,BE,GR935,15_24,M,ISCED_5_8,12.22,41.54,32.33,11.58,21.32,453,489,483,55.95,19.37,3.79,edat_lfse_14,1.2108,2024-06-06
2007,FI,CZ90,25_34,X,ISCED_3_4,10.16,52.86,14.56,16.88,12.84,462,456,497,34.17,45.27,6.19,edat_lfse_29,2.6461,2025-11-01
2008,LV,RO325,35_44,F,ISCED_0_2,10.25,54.53,38.83,12.15,4.52,428,414,411,59.26,22.84,4.39,edat_lfs_9912,0.5342,2025-04-12
2009,RO,RO431,45_54,M,ISCED_5_8,8.65,25.98,48.03,10.2,9.64,478,481,438,34.48,32.77,5.12,edat_lfse_03,3.1304,2025-04-05
2010,BG,SE136,55_64,X,ISCED_3_4,14.04,20.88,38.47,5.47,14.15,447,405,395,31.07,7.61,3.9,edat_lfse_14,1.4139,2025-05-08
2011,FR,CY261,15_24,F,ISCED_0_2,11.83,33.95,15.18,11.62,18.68,496,478,526,24.23,61.24,3.96,edat_lfse_29,4.2166,2025-07-24
2012,LT,PT82,25_34,M,ISCED_5_8,10.46,48.86,39.33,14.28,7.58,509,478,478,34.33,27.94,5.84,edat_lfs_9912,1.342,2024-07-22
2013,SK,IT64,35_44,X,ISCED_3_4,7.98,49.25,40.29,18.85,11.79,411,432,433,79.78,34.48,5.77,edat_lfse_03,2.9704,2025-12-03
2014,HR,AT789,45_54,F,ISCED_0_2,7.53,29.01,31.29,15.27,6.82,475,509,534,31.68,64.13,4.65,edat_lfse_14,0.4141,2024-04-06
2015,DE,GR74,55_64,M,ISCED_5_8,8.64,22.14,36.01,5.65,11.12,502,465,470,28.31,58.89,6.28,edat_lfse_29,4.5016,2025-04-19
2016,LU,IE120,15_24,X,ISCED_3_4,8.51,36.75,36.31,10.07,10.12,426,437,416,37.7,10.9,5.01,edat_lfs_9912,4.5849,2024-11-04
2017,SI,ES32,25_34,F,ISCED_0_2,8.39,57.86,54.79,6.65,8.94,467,412,467,51.84,21.34,6.13,edat_lfse_03,0.3598,2024-08-15
2018,CY,NL58,35_44,M,ISCED_5_8,11.81,58.72,31.06,6.81,14.1,469,438,450,34.46,42.02,5.46,edat_lfse_14,1.4901,2026-01-18
2019,GR,HR567,45_54,X,ISCED_3_4,13.99,26.77,25.39,7.42,15.77,402,404,446,57.08,68.33,4.96,edat_lfse_29,1.4314,2024-02-21
2020,MT,FR395,55_64,F,ISCED_0_2,14.51,43.78,39.05,12.16,7.18,449,401,410,76.94,25.55,3.16,edat_lfs_9912,3.4458,2026-02-08
2021,ES,FR423,15_24,M,ISCED_5_8,21.19,36.62,52.06,14.49,11.41,416,422,412,71.85,14.17,4.21,edat_lfse_03,0.7233,2026-01-05
2022,CZ,IE251,25_34,X,ISCED_3_4,9.14,28.12,16.47,17.44,6.1,437,439,415,43.87,28.0,5.06,edat_lfse_14,2.6472,2025-11-03
2023,HU,IT33,35_44,F,ISCED_0_2,14.69,29.3,50.19,13.87,6.58,424,399,439,53.21,12.02,3.88,edat_lfse_29,2.286,2025-01-14
2024,NL,HU35,45_54,M,ISCED_5_8,14.38,50.4,48.24,8.33,10.28,452,451,436,25.52,45.08,3.81,edat_lfs_9912,1.3099,2024-10-27
2025,SE,LU1,55_64,X,ISCED_3_4,4.0,32.67,36.33,3.3,15.06,491,451,458,64.38,61.61,7.03,edat_lfse_03,4.1103,2025-06-19
2006,DK,BG252,15_24,F,ISCED_0_2,16.83,50.54,44.64,8.16,14.57,460,492,495,61.13,16.54,6.91,edat_lfse_14,1.1618,2026-02-03
2007,IE,LU72,25_34,M,ISCED_5_8,15.34,65.21,49.22,19.4,15.39,477,417,478,76.48,33.19,6.13,edat_lfse_29,4.5806,2025-12-31
2008,PL,DE892,35_44,X,ISCED_3_4,6.97,31.93,16.15,13.81,12.66,417,431,390,24.18,29.19,3.15,edat_lfs_9912,2.3298,2025-09-13
2009,AT,DE818,45_54,F,ISCED_0_2,8.6,45.83,24.17,7.23,14.66,424,445,442,55.82,52.65,4.97,edat_lfse_03,4.6452,2026-02-25
2010,EE,BE663,55_64,M,ISCED_5_8,6.04,42.26,11.53,7.13,18.49,472,492,468,32.03,21.46,3.35,edat_lfse_14,1.8143,2025-12-04
2011,IT,CZ67,15_24,X,ISCED_3_4,11.28,22.83,32.21,13.33,10.97,495,485,515,26.78,9.06,4.02,edat_lfse_29,0.8558,2024-12-24
2012,PT,GR553,25_34,F,ISCED_0_2,7.36,31.43,24.7,18.54,16.87,429,396,409,39.32,8.49,6.89,edat_lfs_9912,2.1846,2024-07-17
2013,BE,IT55,35_44,M,ISCED_5_8,15.17,23.52,38.3,7.71,11.28,422,403,465,70.69,51.9,5.58,edat_lfse_03,1.8253,2024-02-03
2014,FI,ES494,45_54,X,ISCED_3_4,5.39,32.81,45.08,7.32,6.97,480,495,460,61.37,35.98,6.18,edat_lfse_14,2.0599,2025-04-30
2015,LV,EE399,55_64,F,ISCED_0_2,13.2,54.32,39.51,7.4,8.81,482,454,462,34.11,34.19,6.99,edat_lfse_29,1.5404,2025-10-03
2016,RO,PT975,15_24,M,ISCED_5_8,14.35,26.3,47.8,14.86,13.84,395,399,403,38.45,48.47,3.99,edat_lfs_9912,3.1503,2024-09-10
2017,BG,ES716,25_34,X,ISCED_3_4,7.59,58.5,35.64,11.4,5.8,484,454,453,28.82,46.48,5.59,edat_lfse_03,2.2054,2025-01-02
2018,FR,IT1,35_44,F,ISCED_0_2,7.69,35.81,25.74,13.0,6.8,521,470,468,66.14,12.08,5.17,edat_lfse_14,2.389,2026-01-07
2019,LT,SE37,45_54,M,ISCED_5_8,3.43,53.73,10.63,6.08,5.78,444,410,427,32.0,39.94,5.57,edat_lfse_29,4.6958,2025-03-04
2020,SK,LU18,55_64,X,ISCED_3_4,10.05,30.46,42.43,8.36,7.76,504,471,439,47.79,51.99,4.64,edat_lfs_9912,4.3049,2025-12-12
2021,HR,DE749,15_24,F,ISCED_0_2,5.92,20.66,19.67,5.05,25.91,510,518,471,56.24,36.84,5.85,edat_lfse_03,1.9931,2025-09-08
2022,DE,GR54,25_34,M,ISCED_5_8,13.95,28.78,11.97,14.81,15.39,482,480,499,79.51,15.15,5.33,edat_lfse_14,3.5445,2025-05-04
2023,LU,EE84,35_44,X,ISCED_3_4,5.44,50.36,32.14,9.32,5.26,467,440,435,94.26,26.35,6.79,edat_lfse_29,4.6011,2024-03-16
2024,SI,CZ81,45_54,F,ISCED_0_2,10.66,28.61,60.05,10.12,10.01,488,454,460,49.86,70.96,6.7,edat_lfs_9912,3.9071,2024-05-28
2025,CY,LU6,55_64,M,ISCED_5_8,12.88,33.33,50.43,13.44,7.33,507,525,511,24.81,55.58,4.3,edat_lfse_03,1.6294,2025-11-01
2006,GR,FR3,15_24,X,ISCED_3_4,15.45,30.16,40.75,12.87,13.81,438,389,434,29.76,13.66,5.82,edat_lfse_14,0.4613,2025-04-29
2007,MT,LT317,25_34,F,ISCED_0_2,10.7,38.48,43.7,10.42,6.34,468,443,424,38.43,57.58,4.0,edat_lfse_29,0.5751,2025-02-11
2008,ES,BG4,35_44,M,ISCED_5_8,14.05,43.32,42.49,5.36,11.28,483,444,477,49.28,56.46,3.56,edat_lfs_9912,3.3462,2025-07-28
2009,CZ,HU1,45_54,X,ISCED_3_4,8.72,43.19,24.34,3.84,17.82,462,466,473,37.36,50.2,5.07,edat_lfse_03,2.9582,2024-03-24
2010,HU,HU4,55_64,F,ISCED_0_2,11.32,19.61,12.07,3.89,10.93,495,480,522,48.41,12.29,4.81,edat_lfse_14,4.0362,2025-10-28
2011,NL,RO29,15_24,M,ISCED_5_8,10.88,23.1,47.84,9.63,12.81,534,526,572,35.79,34.29,7.46,edat_lfse_29,0.7829,2025-12-30
2012,SE,AT986,25_34,X,ISCED_3_4,6.05,57.72,52.12,11.4,5.96,519,461,521,36.02,17.43,5.27,edat_lfs_9912,0.3342,2024-06-16
2013,DK,IT2,35_44,F,ISCED_0_2,5.08,57.44,42.94,15.17,13.25,580,531,527,25.08,39.79,4.33,edat_lfse_03,4.1674,2025-05-06
2014,IE,AT569,45_54,M,ISCED_5_8,14.35,55.72,38.51,9.94,16.61,466,488,443,34.06,38.99,6.39,edat_lfse_14,3.1092,2024-04-08
2015,PL,MT7,55_64,X,ISCED_3_4,5.03,25.17,50.18,6.5,4.36,422,455,470,27.59,47.37,3.3,edat_lfse_29,2.9054,2025-01-02
2016,AT,SE539,15_24,F,ISCED_0_2,14.38,48.11,18.85,12.03,18.25,479,478,457,64.84,27.68,7.08,edat_lfs_9912,2.7767,2025-01-13
2017,EE,SI69,25_34,M,ISCED_5_8,12.41,43.8,37.99,15.06,4.61,467,472,448,35.18,48.94,3.84,edat_lfse_03,3.5859,2025-04-18
2018,IT,LT14,35_44,X,ISCED_3_4,12.28,56.8,44.45,14.3,8.78,482,506,503,87.78,65.89,5.47,edat_lfse_14,1.8909,2025-03-05
2019,PT,FI82,45_54,F,ISCED_0_2,9.91,54.02,27.46,18.48,13.17,441,398,413,74.56,29.63,7.15,edat_lfse_29,1.8244,2024-11-19
2020,BE,DE150,55_64,M,ISCED_5_8,8.74,23.55,10.82,3.54,9.21,469,527,492,53.14,54.75,3.28,edat_lfs_9912,2.7902,2025-02-20
2021,FI,CZ188,15_24,X,ISCED_3_4,8.59,33.66,19.81,5.7,20.27,481,448,458,76.02,23.78,4.23,edat_lfse_03,2.9417,2025-03-26
2022,LV,DK68,25_34,F,ISCED_0_2,5.36,32.85,51.36,19.55,7.61,493,504,482,39.4,76.2,6.7,edat_lfse_14,2.1681,2024-10-31
2023,RO,SK31,35_44,M,ISCED_5_8,7.92,25.1,26.33,9.52,11.4,501,504,470,88.39,68.71,6.33,edat_lfse_29,2.3224,2024-09-21
2024,BG,AT9,45_54,X,ISCED_3_4,12.78,36.91,46.91,11.58,8.62,436,466,417,68.3,15.65,4.73,edat_lfs_9912,0.4094,2024-10-24
2025,FR,BE868,55_64,F,ISCED_0_2,14.22,39.84,35.79,8.75,13.29,478,483,520,37.87,61.73,5.75,edat_lfse_03,1.5143,2025-06-18
2006,LT,PL522,15_24,M,ISCED_5_8,14.71,33.75,21.64,10.6,5.29,515,535,521,57.25,26.2,4.43,edat_lfse_14,4.256,2024-04-11
2007,SK,RO8,25_34,X,ISCED_3_4,9.66,51.46,42.31,12.2,14.36,436,437,399,41.34,27.2,5.77,edat_lfse_29,0.5981,2025-08-20
2008,HR,SI794,35_44,F,ISCED_0_2,14.57,30.71,9.92,6.77,8.39,482,467,507,49.52,29.68,5.36,edat_lfs_9912,0.2855,2024-02-17
2009,DE,LT4,45_54,M,ISCED_5_8,14.62,50.5,14.52,4.59,14.86,430,426,426,25.21,22.6,6.78,edat_lfse_03,3.6662,2025-11-07
2010,LU,LU691,55_64,X,ISCED_3_4,3.57,41.99,15.93,15.09,4.82,466,437,498,51.78,51.06,5.68,edat_lfse_14,0.2327,2025-11-13
2011,SI,ES17,15_24,F,ISCED_0_2,6.24,27.19,16.34,7.31,6.5,417,440,388,22.78,9.28,4.68,edat_lfse_29,2.0104,2024-03-14
2012,CY,PL4,25_34,M,ISCED_5_8,3.81,52.82,32.44,15.3,9.46,501,472,487,35.6,34.63,4.65,edat_lfs_9912,0.3368,2024-07-19
2013,GR,NL71,35_44,X,ISCED_3_4,8.62,49.41,32.97,13.67,9.38,430,416,447,37.37,61.04,3.46,edat_lfse_03,0.8825,2024-08-08
2014,MT,DK835,45_54,F,ISCED_0_2,15.16,45.82,30.17,10.4,17.66,486,482,511,55.88,52.14,4.02,edat_lfse_14,4.3286,2025-07-21
