imm_refugee_arrival_month,imm_refugee_resettlement_agency_id,imm_refugee_case_size,imm_refugee_nationality_code,imm_refugee_refugee_category_code,imm_refugee_special_immigrant_visa_flag,imm_refugee_screening_completed_flag,imm_refugee_medical_clearance_flag,imm_refugee_travel_loan_amount_inr,imm_refugee_initial_cash_assistance_inr,imm_refugee_housing_placement_days,imm_refugee_school_enrollment_within_30d,imm_refugee_employment_within_90d,imm_refugee_english_training_enrollment,imm_refugee_healthcare_linkage_within_30d,imm_refugee_trauma_services_referral_flag,imm_refugee_secondary_migration_within_1yr,imm_refugee_public_benefit_uptake_rate,imm_refugee_self_sufficiency_score,imm_refugee_followup_contact_count
2019-02,RA041,8,SSD,HUMANITARIAN_PAROLE,1,1,0,248967,126343,173,1,1,1,1,1,0,56.94,12.4,17
2022-07,RA028,4,AFG,UNHCR,1,1,1,167820,49316,92,1,1,1,0,0,0,95.14,11.2,26
2022-07,RA029,7,UKR,HUMANITARIAN_PAROLE,0,1,1,168223,10183,74,1,1,0,0,0,1,83.16,65.1,21
2024-03,RA036,4,IRQ,ASYLUM,1,1,0,313320,121937,144,0,1,0,1,0,1,44.03,1.3,29
2025-01,RA011,1,UKR,HUMANITARIAN_PAROLE,0,1,0,257825,141003,57,1,1,1,0,1,1,74.26,66.1,3
2023-10,RA021,8,UKR,TEMP_PROTECTION,1,0,0,44689,104706,37,0,1,0,1,1,0,99.81,78.2,25
2022-12,RA054,9,LKA,FAMILY_REUN,1,1,1,39630,115815,5,1,0,1,1,1,0,87.1,30.3,17
2019-05,RA038,9,IRQ,SIV,1,1,1,328490,140833,137,0,1,0,0,1,1,0.12,74.6,1
2025-04,RA026,9,SSD,TEMP_PROTECTION,0,0,1,10647,139133,25,0,1,0,1,1,0,73.79,16.5,9
2021-11,RA018,4,BGD,SIV,1,1,1,362478,368,57,0,0,0,0,1,1,89.79,96.0,11
2020-04,RA004,9,ERI,FAMILY_REUN,0,1,1,340884,126277,16,0,0,0,1,0,0,32.78,23.2,6
2025-11,RA044,4,IRN,SIV,0,1,1,6033,55015,52,1,0,0,1,1,0,97.75,48.8,26
2023-01,RA041,2,IRQ,UNHCR,1,0,1,211853,5304,4,1,0,0,0,0,0,40.13,98.0,15
2023-12,RA015,3,BGD,FAMILY_REUN,0,1,0,231348,55689,66,1,0,1,0,1,0,42.12,90.7,16
2023-03,RA023,2,SYR,FAMILY_REUN,1,1,1,368402,28806,106,1,0,1,1,0,1,16.09,65.9,13
2025-10,RA041,1,SOM,SIV,0,1,0,254668,51244,147,1,1,0,1,0,1,9.66,36.9,23
2023-11,RA006,6,SOM,TEMP_PROTECTION,1,1,0,197432,64412,178,0,0,0,1,1,1,53.66,70.0,28
2024-04,RA043,4,SOM,HUMANITARIAN_PAROLE,0,1,1,165567,594,173,0,1,1,0,0,1,60.28,46.0,20
2020-01,RA007,7,SDN,ASYLUM,0,0,1,236879,17829,66,1,0,1,0,1,1,36.69,10.9,25
2021-02,RA057,7,LKA,HUMANITARIAN_PAROLE,0,1,0,234497,22424,130,1,0,0,0,0,0,60.66,79.6,23
2024-10,RA046,1,LKA,UNHCR,0,0,1,244385,124220,150,1,0,0,1,0,0,39.47,87.2,17
2019-03,RA060,9,MMR,FAMILY_REUN,1,1,0,136752,21015,136,0,1,1,0,1,0,86.82,40.8,0
2019-12,RA048,8,MMR,FAMILY_REUN,1,1,1,203353,25209,138,0,0,0,0,0,0,95.38,66.6,28
2022-05,RA015,1,SOM,UNHCR,0,1,1,138677,120880,174,0,0,1,0,0,1,59.35,3.0,1
2025-07,RA052,8,IRN,ASYLUM,0,0,0,164602,122841,176,1,0,0,1,0,1,84.23,19.7,13
2024-05,RA009,5,SOM,FAMILY_REUN,0,0,0,248019,21140,171,0,0,0,0,1,0,85.37,57.0,5
2024-03,RA051,1,IRN,HUMANITARIAN_PAROLE,0,1,0,37329,105144,112,1,0,0,1,0,1,71.38,27.4,14
2023-02,RA030,4,SOM,UNHCR,1,1,0,121820,59816,140,1,0,0,0,0,1,19.2,94.4,3
2022-11,RA044,7,LKA,FAMILY_REUN,1,0,1,134377,103154,135,0,1,1,0,1,1,15.49,83.7,28
2019-08,RA043,5,ERI,HUMANITARIAN_PAROLE,1,0,0,225451,83813,21,1,0,1,0,0,0,91.95,65.5,23
2021-07,RA028,3,UKR,UNHCR,0,0,0,171610,47764,37,1,0,1,0,0,1,26.51,99.9,27
2019-11,RA030,4,LKA,UNHCR,1,1,0,54044,92227,26,0,0,1,1,1,0,24.63,24.3,24
2020-05,RA008,2,PAK,UNHCR,1,0,1,258291,82428,25,0,0,1,1,0,1,16.61,91.9,8
2021-03,RA035,8,SSD,ASYLUM,0,0,1,8612,71889,22,1,0,1,1,0,0,52.75,30.5,14
2021-03,RA051,2,SYR,UNHCR,1,0,0,194938,2751,119,1,1,0,0,1,0,67.7,59.7,4
2025-06,RA035,6,LKA,TEMP_PROTECTION,0,0,1,372184,46379,102,1,0,0,1,1,0,67.62,43.4,5
2023-08,RA057,7,ERI,SIV,0,1,0,266580,10363,64,1,1,1,1,1,0,26.11,44.3,10
2024-09,RA026,7,ERI,SIV,0,0,1,367545,19227,73,1,1,0,1,0,0,9.48,76.3,12
2022-11,RA030,1,IRN,UNHCR,0,0,0,157631,74019,46,1,0,1,1,0,1,31.02,34.8,11
2020-07,RA035,8,UKR,FAMILY_REUN,0,1,0,335994,108414,60,1,0,1,0,0,0,50.34,50.8,26
2023-09,RA038,9,BGD,SIV,0,0,1,119655,115499,173,1,0,0,0,0,1,61.24,21.2,6
2021-07,RA011,7,NPL,HUMANITARIAN_PAROLE,0,1,0,41393,116785,131,1,1,1,1,0,1,27.06,76.3,27
2020-04,RA020,8,SDN,HUMANITARIAN_PAROLE,1,0,0,278479,108505,158,0,1,0,1,0,0,18.32,55.2,19
2022-09,RA046,4,SYR,FAMILY_REUN,1,1,0,284859,49008,3,1,0,1,0,0,1,84.16,25.5,11
2021-03,RA031,8,SDN,HUMANITARIAN_PAROLE,0,0,1,390157,66185,28,0,0,1,1,0,1,85.79,26.6,9
2024-01,RA034,3,IRN,TEMP_PROTECTION,1,1,1,266309,98864,72,1,1,1,1,0,1,28.0,29.4,2
2021-02,RA012,1,SDN,FAMILY_REUN,1,1,0,127626,41729,78,0,1,0,1,0,0,56.01,69.9,1
2021-05,RA048,8,SSD,HUMANITARIAN_PAROLE,1,1,0,118170,32034,43,0,1,0,0,1,1,43.98,59.5,25
2022-08,RA028,6,IRN,UNHCR,0,1,0,379716,66039,2,1,0,0,0,0,1,14.2,82.2,19
2021-05,RA003,9,SOM,HUMANITARIAN_PAROLE,1,1,1,51790,25203,78,0,0,0,0,1,0,94.06,57.2,24
2019-02,RA053,3,BGD,UNHCR,0,1,0,184101,14996,120,0,0,1,1,0,0,0.98,30.7,29
2019-06,RA048,8,MMR,HUMANITARIAN_PAROLE,0,0,0,96573,109880,180,0,1,0,1,1,1,18.76,96.3,20
2019-09,RA042,9,LKA,HUMANITARIAN_PAROLE,0,1,0,280143,32602,138,0,0,0,1,1,1,34.56,88.6,0
2020-03,RA052,9,MMR,HUMANITARIAN_PAROLE,0,1,1,15505,27935,133,1,0,0,1,1,1,85.65,27.9,27
2025-12,RA005,7,BGD,UNHCR,0,1,0,22388,30425,46,0,1,0,0,0,1,78.87,91.3,20
2023-10,RA013,3,IRN,HUMANITARIAN_PAROLE,0,1,1,102112,121339,6,1,0,1,0,0,1,57.99,72.0,5
2019-02,RA012,3,NPL,HUMANITARIAN_PAROLE,0,0,0,245986,62534,114,0,1,0,0,1,0,69.5,41.5,12
2019-03,RA059,2,IRQ,TEMP_PROTECTION,1,1,0,308605,45216,109,0,0,1,0,0,0,34.09,46.7,29
2023-04,RA001,1,SDN,ASYLUM,1,0,0,374774,79632,67,1,0,0,0,1,1,94.05,44.6,27
2023-07,RA052,2,SSD,UNHCR,0,1,1,360983,34942,0,0,0,0,1,0,1,2.68,79.7,9
2023-05,RA043,5,UKR,TEMP_PROTECTION,1,0,0,184589,3527,76,1,0,0,0,1,1,10.09,17.6,12
2024-12,RA058,1,MMR,SIV,1,0,0,39857,13993,42,1,0,0,1,1,1,92.56,5.9,21
2022-04,RA019,4,NPL,FAMILY_REUN,0,0,0,218205,30224,155,1,0,0,1,1,0,94.51,49.8,28
2022-03,RA029,1,IRN,ASYLUM,1,1,1,79639,5423,156,0,0,0,1,1,0,49.06,29.0,4
2022-07,RA047,8,ERI,TEMP_PROTECTION,0,0,0,130828,27113,17,0,1,0,0,1,1,57.65,56.4,7
2020-01,RA050,5,SDN,TEMP_PROTECTION,1,1,0,82578,43246,86,1,1,0,0,0,1,90.25,97.8,20
2022-01,RA048,4,NPL,HUMANITARIAN_PAROLE,0,1,0,310293,26833,72,1,0,0,0,0,0,85.34,67.1,10
2023-07,RA039,3,BGD,SIV,0,1,1,14337,145379,106,0,1,1,0,1,0,86.2,95.9,25
2021-08,RA042,9,AFG,SIV,1,0,1,391270,15928,5,0,1,0,1,0,0,37.18,73.2,18
2020-02,RA025,6,LKA,HUMANITARIAN_PAROLE,0,0,1,227276,121190,143,1,0,0,0,0,1,83.05,7.6,18
2024-05,RA016,1,SYR,TEMP_PROTECTION,1,1,1,27683,46268,128,0,1,0,1,1,1,6.93,88.9,29
2021-03,RA017,8,SYR,TEMP_PROTECTION,0,0,1,63269,60924,21,1,0,1,1,0,1,48.7,19.9,3
2020-12,RA028,2,MMR,HUMANITARIAN_PAROLE,0,1,0,334898,89643,45,0,0,1,1,0,0,23.74,86.5,9
2020-10,RA039,9,MMR,ASYLUM,1,0,1,369806,81814,150,1,1,0,0,1,1,3.58,74.9,23
2025-06,RA043,7,ERI,UNHCR,1,1,1,341474,74361,148,0,0,0,1,0,0,61.72,83.9,8
2022-09,RA060,3,PAK,ASYLUM,1,1,1,108467,24372,50,0,1,1,0,1,0,7.62,25.4,6
2019-08,RA049,4,SOM,UNHCR,0,0,1,116591,49652,127,0,1,1,0,1,1,12.02,80.7,17
2024-07,RA005,3,NPL,SIV,1,0,1,398613,1563,94,0,1,0,1,0,0,8.17,61.0,8
2024-04,RA001,6,MMR,FAMILY_REUN,0,1,1,372346,20459,37,1,1,1,1,1,0,97.5,8.2,5
2022-11,RA003,9,IRN,HUMANITARIAN_PAROLE,1,0,0,196021,89606,155,0,1,0,0,0,1,3.92,88.9,5
2020-09,RA048,9,AFG,ASYLUM,1,0,0,385459,89219,43,1,1,1,0,1,1,26.98,87.7,12
2021-08,RA024,1,PAK,SIV,1,0,1,176103,147975,90,1,1,0,1,1,0,65.2,57.2,21
2022-09,RA029,6,ERI,ASYLUM,1,0,1,231380,42877,166,1,1,0,0,1,1,82.34,45.3,16
2022-08,RA015,1,IRN,TEMP_PROTECTION,1,0,1,68269,34096,169,0,0,0,0,1,0,60.82,40.1,14
2022-05,RA004,4,MMR,UNHCR,0,1,1,119939,14134,41,1,0,0,0,0,0,97.65,60.3,8
2023-04,RA044,7,SSD,HUMANITARIAN_PAROLE,0,0,0,155910,23902,59,1,1,0,0,0,1,33.77,84.2,5
2019-11,RA001,4,SYR,TEMP_PROTECTION,1,0,1,248201,26117,125,1,1,1,1,0,0,47.2,56.6,22
2020-06,RA049,9,IRN,UNHCR,1,0,0,22425,2766,56,1,1,0,0,0,0,82.13,13.0,30
2019-11,RA056,5,AFG,TEMP_PROTECTION,1,0,0,39119,51979,76,1,0,1,1,0,0,68.17,30.6,16
2021-03,RA015,9,MMR,UNHCR,0,1,0,392417,97520,95,0,1,1,0,0,0,21.41,66.8,28
2022-07,RA024,1,NPL,UNHCR,0,0,0,376508,142372,6,0,1,1,0,1,1,49.87,64.7,4
2024-05,RA052,4,IRN,TEMP_PROTECTION,1,1,1,295269,26360,50,0,1,1,0,0,0,97.6,51.9,2
2023-06,RA031,7,SDN,SIV,0,0,0,166241,5605,110,0,1,0,0,0,1,86.3,24.0,24
2021-05,RA020,2,MMR,HUMANITARIAN_PAROLE,0,1,1,110967,99437,31,0,1,1,0,0,0,19.18,27.1,15
2020-09,RA010,9,PAK,FAMILY_REUN,1,0,1,343284,44349,6,0,1,1,1,0,1,17.98,48.4,1
2021-05,RA011,3,SYR,ASYLUM,0,0,0,278545,116546,75,1,1,1,0,0,1,82.84,39.4,19
2019-09,RA018,4,NPL,UNHCR,0,0,0,399844,55371,167,1,0,0,0,0,0,19.89,31.6,2
2024-01,RA034,4,SDN,HUMANITARIAN_PAROLE,0,0,0,224181,126733,142,1,1,0,0,0,0,45.28,82.9,8
2024-02,RA028,8,PAK,ASYLUM,0,1,1,113015,37473,58,0,0,1,1,0,1,18.08,50.4,18
2024-11,RA038,2,UKR,HUMANITARIAN_PAROLE,1,0,0,50065,120305,112,1,1,1,0,1,0,1.47,50.3,13
2019-05,RA016,5,SYR,TEMP_PROTECTION,0,1,1,172597,102878,84,1,0,0,1,0,0,87.54,42.8,13
2020-03,RA024,2,IRQ,ASYLUM,0,1,1,253093,16294,139,0,1,1,0,1,1,77.9,68.1,29
2023-09,RA039,6,ERI,HUMANITARIAN_PAROLE,0,0,1,379744,4683,76,0,0,0,1,0,0,47.06,17.6,16
2019-05,RA055,9,MMR,FAMILY_REUN,1,1,1,353608,126745,169,0,0,1,1,0,1,15.96,94.4,7
2020-08,RA051,9,UKR,HUMANITARIAN_PAROLE,1,1,0,294542,100715,38,0,1,1,1,0,1,80.64,10.5,16
2025-09,RA012,1,MMR,HUMANITARIAN_PAROLE,1,0,0,330843,33076,62,0,0,0,1,0,0,35.94,71.0,26
2019-04,RA050,4,IRN,UNHCR,1,0,0,283899,71712,129,1,1,0,0,0,0,66.19,70.4,16
2023-08,RA042,4,SOM,UNHCR,1,0,0,107107,100136,28,1,1,1,1,0,0,31.67,11.4,6
2021-10,RA007,1,IRQ,UNHCR,1,0,0,91174,22567,60,0,1,0,0,0,1,43.23,99.3,8
2022-04,RA036,2,AFG,TEMP_PROTECTION,1,0,0,90759,78509,28,0,0,1,1,0,0,53.55,3.4,3
2024-09,RA017,6,PAK,HUMANITARIAN_PAROLE,0,0,1,4017,16094,37,0,0,0,1,1,1,76.2,36.5,9
2024-08,RA049,3,UKR,FAMILY_REUN,0,0,0,199217,22794,6,0,0,0,1,1,0,83.21,42.5,28
2020-10,RA004,9,SYR,ASYLUM,0,1,1,32850,2000,29,0,1,0,1,1,1,44.35,80.3,3
2020-02,RA053,3,SDN,UNHCR,0,1,1,100093,139930,114,1,1,1,1,0,0,23.3,3.0,20
2024-08,RA037,3,IRN,SIV,1,0,1,308931,65287,163,1,0,1,0,0,0,15.36,55.7,4
2019-08,RA033,9,NPL,HUMANITARIAN_PAROLE,0,1,1,139045,81120,169,0,1,1,1,0,1,34.07,20.4,1
2024-07,RA019,3,IRN,FAMILY_REUN,0,1,0,225022,6782,3,0,1,0,0,1,0,80.18,57.3,14
2022-10,RA054,6,AFG,FAMILY_REUN,1,1,0,364564,101380,4,0,0,1,1,1,1,27.4,64.6,27
2021-05,RA026,6,IRQ,UNHCR,0,0,1,29913,136188,45,0,1,0,1,0,0,4.75,3.4,24
2019-12,RA055,1,SOM,TEMP_PROTECTION,1,1,1,13356,41405,74,1,1,0,1,1,0,56.43,6.7,25
2025-07,RA011,7,NPL,UNHCR,1,0,0,111545,135455,129,0,0,0,1,1,0,3.36,8.5,24
2023-04,RA031,9,PAK,TEMP_PROTECTION,0,1,1,103830,25657,104,0,0,0,0,0,1,88.49,85.2,8
2023-10,RA001,9,BGD,SIV,0,0,0,314037,144153,53,0,0,1,1,1,0,67.81,92.7,29
2019-02,RA040,9,SOM,SIV,1,1,1,231902,69287,107,1,1,1,0,1,0,25.68,43.8,8
2019-01,RA036,2,BGD,UNHCR,0,1,1,21135,46620,58,1,1,1,0,0,0,46.91,87.5,0
2023-07,RA029,1,AFG,ASYLUM,1,0,0,122419,131016,32,0,1,0,0,1,0,73.92,47.6,23
2021-10,RA025,6,IRQ,UNHCR,0,1,0,180986,97361,21,0,0,1,0,0,1,91.57,40.1,23
2024-04,RA059,6,BGD,UNHCR,0,0,0,172649,111366,46,1,1,0,0,0,0,87.45,53.1,11
2024-08,RA059,4,BGD,FAMILY_REUN,0,0,0,208680,7785,133,0,0,1,0,1,1,6.95,79.0,28
2025-10,RA054,8,ERI,UNHCR,1,0,0,143696,12564,23,1,1,1,1,0,0,8.11,22.4,12
2019-12,RA047,5,PAK,UNHCR,1,1,0,20247,22479,176,0,1,1,0,1,1,59.77,30.2,19
2023-02,RA049,7,BGD,UNHCR,0,1,0,277651,127938,116,1,1,1,0,1,1,49.65,84.9,12
2020-09,RA018,9,IRN,ASYLUM,0,0,1,380518,90225,125,1,1,1,0,0,0,29.29,91.6,13
2019-10,RA003,1,BGD,FAMILY_REUN,1,0,0,128410,145564,50,0,1,1,0,1,1,97.62,12.3,9
2025-09,RA018,9,SSD,HUMANITARIAN_PAROLE,1,0,1,327169,148468,117,0,1,0,0,0,0,74.63,70.5,16
2024-10,RA058,4,SDN,HUMANITARIAN_PAROLE,1,1,0,148223,122084,40,1,1,0,0,1,0,68.73,1.0,16
2020-02,RA007,7,AFG,HUMANITARIAN_PAROLE,1,1,0,375602,28259,66,0,0,0,1,0,1,18.13,24.6,30
2022-04,RA028,4,IRQ,HUMANITARIAN_PAROLE,0,0,1,87521,63742,88,0,1,1,1,0,1,28.39,6.9,13
2025-10,RA017,4,ERI,FAMILY_REUN,1,1,1,261220,40302,91,0,0,0,0,0,1,60.5,51.5,16
2021-06,RA025,4,LKA,UNHCR,1,1,1,35953,125982,120,0,1,1,0,0,0,79.56,34.3,18
2025-01,RA018,6,MMR,HUMANITARIAN_PAROLE,1,0,1,58364,118891,80,1,0,0,1,0,1,93.11,13.8,25
2020-02,RA052,5,SDN,UNHCR,1,0,0,318725,53529,129,1,0,1,0,0,1,69.77,0.0,2
2023-04,RA040,2,SDN,HUMANITARIAN_PAROLE,0,1,0,322981,133740,90,1,0,1,1,0,0,41.86,38.8,3
2020-05,RA043,9,LKA,ASYLUM,0,0,0,17461,22917,99,0,1,0,1,0,0,69.11,29.4,10
2024-02,RA003,6,SOM,UNHCR,0,0,0,175291,92688,77,0,0,1,1,1,1,6.92,4.7,15
2020-10,RA025,6,UKR,FAMILY_REUN,1,1,0,208410,101545,42,0,0,1,0,1,0,60.01,85.2,28
2023-05,RA007,9,ERI,TEMP_PROTECTION,1,0,1,108271,66413,122,0,0,0,1,1,1,89.46,41.1,12
2021-08,RA047,1,PAK,ASYLUM,0,0,0,275645,115886,31,1,1,0,1,1,0,63.69,77.5,17
2025-04,RA010,7,SOM,TEMP_PROTECTION,0,1,0,273214,146505,139,0,0,0,0,1,1,0.75,42.2,10
2023-07,RA044,3,IRN,ASYLUM,1,0,1,100194,33221,22,1,0,0,0,1,1,69.45,6.8,10
2025-08,RA044,4,BGD,FAMILY_REUN,1,1,1,394842,116831,143,0,0,0,1,1,1,72.64,39.4,8
2020-10,RA051,1,BGD,ASYLUM,0,0,1,326713,110081,171,1,0,1,0,1,1,54.12,88.6,25
2022-02,RA019,3,SDN,UNHCR,1,1,0,39414,105508,1,0,1,1,0,0,1,81.61,0.8,24
2023-02,RA015,7,IRQ,SIV,0,1,1,28860,143450,6,1,0,0,1,1,0,20.23,89.5,25
2024-06,RA021,6,SYR,SIV,1,0,1,161532,144018,20,0,0,1,0,1,1,40.9,65.7,22
2022-09,RA021,1,UKR,HUMANITARIAN_PAROLE,0,0,1,116259,9103,94,1,0,0,1,1,1,80.76,99.6,1
2019-08,RA058,9,SOM,HUMANITARIAN_PAROLE,1,0,1,226149,112892,150,0,0,1,0,1,1,60.37,91.6,2
2024-05,RA037,4,SYR,UNHCR,1,1,1,118363,91579,125,0,0,1,1,0,1,99.44,86.9,13
2022-04,RA028,7,ERI,FAMILY_REUN,1,1,0,386615,131512,120,0,1,1,0,0,0,6.93,3.8,15
2019-05,RA045,4,SSD,UNHCR,0,0,0,322114,99299,24,0,0,0,1,1,1,24.43,28.0,7
2022-09,RA032,7,SYR,HUMANITARIAN_PAROLE,1,0,1,54584,67647,34,1,1,1,0,1,1,19.91,37.5,24
2022-10,RA057,5,AFG,ASYLUM,1,1,1,326430,36868,172,1,0,0,1,0,0,97.64,70.0,15
2021-12,RA041,1,ERI,TEMP_PROTECTION,1,0,1,260226,38983,134,1,0,0,0,0,0,86.93,64.9,3
2020-05,RA054,4,AFG,UNHCR,0,1,1,70309,36236,31,0,1,0,0,0,1,13.31,17.2,8
2022-05,RA027,3,UKR,UNHCR,1,0,1,37812,111208,52,0,1,1,1,1,1,35.38,73.7,3
2021-06,RA059,6,BGD,FAMILY_REUN,0,0,1,259635,39241,68,0,1,1,0,0,0,5.26,15.6,12
2023-04,RA023,6,MMR,HUMANITARIAN_PAROLE,1,0,0,356503,146979,24,0,0,1,1,0,1,63.26,45.6,1
2025-07,RA010,1,SYR,UNHCR,0,1,1,173160,21650,94,1,1,0,0,0,1,33.12,57.9,22
2020-08,RA040,2,ERI,ASYLUM,0,0,1,42075,130462,85,1,1,0,0,0,1,25.76,87.1,24
2021-12,RA041,2,ERI,TEMP_PROTECTION,1,1,1,119496,143103,101,1,0,0,1,0,0,52.31,63.1,17
2024-06,RA006,4,SOM,ASYLUM,0,1,1,141172,48867,76,1,0,0,0,0,0,79.56,95.5,23
2022-09,RA024,9,SOM,SIV,1,0,0,196314,55644,129,1,0,0,1,1,1,40.39,99.4,21
2019-04,RA018,2,ERI,HUMANITARIAN_PAROLE,1,0,1,29103,4460,85,0,0,0,0,1,0,75.74,50.9,24
2023-02,RA010,8,SSD,ASYLUM,1,1,0,390722,31135,60,1,1,1,1,0,0,44.61,5.1,4
2023-07,RA056,1,UKR,FAMILY_REUN,1,0,1,296240,94832,136,1,1,0,0,0,0,21.45,2.8,16
2023-11,RA015,8,MMR,TEMP_PROTECTION,0,0,1,200731,111098,50,1,1,1,0,0,1,44.62,85.6,20
2022-06,RA045,3,UKR,HUMANITARIAN_PAROLE,0,1,1,364898,8714,1,1,0,0,1,1,0,53.81,50.0,9
2019-02,RA043,5,PAK,ASYLUM,0,0,1,77766,65785,172,0,0,0,0,1,0,46.16,36.7,22
2022-10,RA034,1,PAK,UNHCR,0,1,0,255956,6591,31,0,0,1,0,1,0,27.43,28.4,26
2019-02,RA008,1,UKR,HUMANITARIAN_PAROLE,0,1,1,11807,26402,79,0,0,1,1,1,1,18.51,28.2,29
2023-02,RA050,6,BGD,ASYLUM,1,1,0,232101,108626,96,1,1,1,0,0,0,94.7,7.3,22
2019-01,RA035,3,SOM,UNHCR,1,1,0,56723,73244,74,1,1,1,1,1,1,29.75,30.3,3
2020-01,RA055,8,AFG,SIV,0,1,1,34951,6482,159,1,0,1,0,0,0,70.54,64.5,25
2024-10,RA027,4,SOM,TEMP_PROTECTION,0,0,0,277571,88158,7,0,0,1,0,0,1,34.07,38.5,5
2020-10,RA025,6,SYR,HUMANITARIAN_PAROLE,1,1,0,153,129935,84,0,0,1,1,0,0,96.96,94.8,21
2020-05,RA003,9,PAK,HUMANITARIAN_PAROLE,0,1,1,54734,44953,120,0,0,0,1,0,0,98.83,66.8,26
2023-11,RA021,8,IRN,ASYLUM,0,0,1,63813,121784,19,1,1,0,0,0,1,82.51,86.4,25
2024-10,RA057,4,NPL,SIV,0,1,1,328495,99208,148,0,0,0,1,0,1,58.15,11.4,9
2019-03,RA039,8,MMR,FAMILY_REUN,0,1,1,394335,21426,6,0,1,0,0,0,0,54.21,45.1,16
2024-10,RA032,7,IRN,ASYLUM,1,0,1,191684,84059,120,0,0,1,0,0,1,32.9,4.1,4
2025-09,RA050,5,AFG,ASYLUM,1,0,1,215147,136215,121,1,0,1,1,1,0,12.2,89.5,6
2023-01,RA053,7,IRQ,FAMILY_REUN,0,0,0,328889,130865,136,1,0,0,1,0,1,7.91,14.7,4
2023-02,RA021,7,MMR,FAMILY_REUN,1,1,1,63810,69683,85,0,0,1,1,1,0,46.54,80.5,7
2021-11,RA009,2,SDN,FAMILY_REUN,0,1,0,219420,67883,129,0,0,0,1,0,1,97.88,92.4,0
2020-11,RA050,7,IRQ,TEMP_PROTECTION,1,1,1,361554,47448,146,0,0,1,0,0,0,24.69,44.2,24
2024-12,RA001,3,IRQ,FAMILY_REUN,0,0,0,211593,54653,59,0,0,0,0,0,0,41.1,38.9,1
2019-07,RA004,8,BGD,FAMILY_REUN,1,1,0,161094,14720,68,1,0,0,1,0,1,64.14,60.0,15
2023-02,RA004,8,PAK,UNHCR,1,1,0,289516,25430,44,1,1,0,0,0,1,35.11,74.0,7
2019-10,RA049,9,AFG,UNHCR,1,1,1,127424,144755,61,0,0,1,1,1,0,0.36,64.6,20
2023-07,RA026,4,NPL,FAMILY_REUN,0,0,0,365712,57063,137,0,0,0,0,0,0,39.62,0.1,30
2025-02,RA055,3,MMR,TEMP_PROTECTION,1,0,1,78101,126929,122,0,0,0,1,1,0,80.46,78.6,25
2020-07,RA034,9,MMR,TEMP_PROTECTION,1,0,0,289379,92479,25,0,1,0,0,0,1,94.4,14.7,14
2020-11,RA027,9,BGD,SIV,0,0,1,66573,6535,17,0,1,1,0,1,0,27.51,45.0,22
2024-04,RA015,2,MMR,TEMP_PROTECTION,0,1,1,331013,96225,58,1,0,0,1,1,1,92.16,28.2,10
2021-09,RA045,6,ERI,SIV,0,1,0,213405,63402,148,1,0,1,0,1,1,86.71,92.8,15
2024-06,RA032,3,LKA,FAMILY_REUN,0,1,1,109037,6156,45,1,1,1,1,0,1,40.67,50.2,26
2019-09,RA041,5,ERI,TEMP_PROTECTION,0,0,1,100243,64896,11,0,1,0,1,1,1,0.47,52.2,6
2021-05,RA007,2,IRN,UNHCR,1,1,1,213647,80561,112,0,1,1,0,1,1,84.49,7.6,16
2025-07,RA044,4,BGD,SIV,0,1,0,277699,18688,159,1,0,1,0,0,1,28.68,89.7,23
2020-06,RA044,3,ERI,UNHCR,0,1,1,162560,131179,166,0,0,1,0,0,1,75.59,23.9,28
2025-10,RA014,2,BGD,ASYLUM,1,1,1,18863,51060,54,1,1,1,1,0,1,57.15,41.4,2
2024-11,RA023,6,SDN,UNHCR,0,0,0,388885,65199,9,0,1,0,0,1,0,22.17,98.5,30
2025-06,RA047,3,ERI,FAMILY_REUN,0,1,0,97211,116918,34,1,0,1,0,0,0,64.82,11.4,28
2021-05,RA001,4,NPL,TEMP_PROTECTION,1,0,1,114092,126657,79,1,0,0,1,0,1,76.48,71.9,14
2025-11,RA032,6,LKA,TEMP_PROTECTION,1,1,0,121208,24942,5,0,0,1,0,1,0,47.44,26.0,28
2024-01,RA041,5,SOM,HUMANITARIAN_PAROLE,0,0,1,267347,127806,126,0,0,1,0,0,1,74.79,42.0,3
2019-05,RA026,4,ERI,FAMILY_REUN,0,0,0,323326,52746,67,0,1,0,0,0,1,40.5,41.8,2
2024-09,RA048,4,AFG,ASYLUM,1,0,0,162839,2921,8,1,0,1,0,0,1,98.03,93.2,10
2023-08,RA009,2,UKR,TEMP_PROTECTION,0,1,0,102362,64770,156,1,0,1,0,0,1,23.98,1.0,1
2023-04,RA016,4,IRN,UNHCR,1,0,0,186692,94380,70,0,1,0,0,1,1,77.79,36.7,6
2020-03,RA031,8,SYR,SIV,1,0,1,106319,1740,133,1,0,1,1,0,1,74.96,85.2,25
2025-11,RA002,5,AFG,FAMILY_REUN,1,1,0,147771,137212,43,1,1,0,0,1,1,52.94,91.1,14
2020-08,RA032,8,SDN,TEMP_PROTECTION,0,1,1,32293,61880,63,1,1,0,0,0,1,35.03,31.1,13
2025-01,RA010,6,IRQ,SIV,0,1,1,385244,108942,66,0,0,1,0,1,1,44.58,24.2,20
2020-04,RA025,5,SOM,UNHCR,0,1,1,384471,60853,43,1,0,0,1,1,0,62.95,46.1,6
