mig_permits_reference_year,mig_permits_host_country_iso2,mig_permits_nuts_code,mig_permits_applicant_citizenship_iso2,mig_permits_permit_type_code,mig_permits_permit_reason_code,mig_permits_duration_months,mig_permits_first_permit_flag,mig_permits_renewal_flag,mig_permits_blue_card_flag,mig_permits_family_reunification_flag,mig_permits_student_permit_flag,mig_permits_seasonal_worker_flag,mig_permits_biometrics_collected_flag,mig_permits_processing_time_days_median,mig_permits_decision_outcome_code,mig_permits_appeal_lodged_flag,mig_permits_residence_permit_count,mig_permits_eurostat_table_code,mig_permits_data_extract_date
2017,MT,LV894,BE,D_VISA,WORK,1,1,0,0,1,0,0,1,128,PARTIALLY_GRANTED,0,204,migr_reslt,2024-08-10
2018,SK,DE965,HU,D_VISA,OTHER,9,1,0,0,0,0,0,1,140,REFUSED,0,199,migr_asyappctza,2024-11-04
2019,BE,FI3,SK,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,146,PENDING,0,202,migr_resfirst,2024-01-06
2020,DK,HR98,GB,D_VISA,INVESTOR,1,0,1,0,0,0,0,1,138,GRANTED,0,11,migr_resvalid,2024-12-25
2021,GR,SK28,ME,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,130,WITHDRAWN,0,13,migr_resbc,2025-11-13
2022,LT,RO296,US,D_VISA,FAMILY,36,1,0,0,1,0,0,1,135,PARTIALLY_GRANTED,0,29,migr_reslt,2026-02-03
2023,PT,GR5,FR,D_VISA,STUDY,1,1,0,0,0,1,0,1,136,REFUSED,0,10,migr_asyappctza,2025-05-11
2024,SE,CY11,PL,D_VISA,WORK,9,0,1,0,0,0,0,1,139,PENDING,0,30,migr_resfirst,2026-01-24
2025,CY,ES586,CN,D_VISA,OTHER,36,1,0,0,0,0,0,1,154,GRANTED,0,19,migr_resvalid,2024-08-14
2026,FR,LT7,KE,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,131,WITHDRAWN,0,8,migr_resbc,2025-03-29
2010,IT,IE7,TN,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,136,PARTIALLY_GRANTED,0,21,migr_reslt,2026-01-24
2011,NL,CZ99,DK,D_VISA,PROTECTION,36,0,0,0,0,0,0,1,144,REFUSED,0,25,migr_asyappctza,2024-01-26
2012,SI,SE5,LU,D_VISA,FAMILY,1,1,0,0,1,0,0,1,147,PENDING,0,15,migr_resfirst,2026-01-08
2013,BG,IE258,BA,D_VISA,STUDY,9,1,0,0,0,1,0,1,149,GRANTED,0,35,migr_resvalid,2025-10-30
2014,EE,AT35,IR,D_VISA,WORK,36,1,0,0,0,0,0,1,139,WITHDRAWN,0,12,migr_resbc,2024-07-22
2015,HU,BE945,RS,D_VISA,OTHER,1,0,1,0,0,0,0,1,166,PARTIALLY_GRANTED,0,40,migr_reslt,2025-03-01
2016,LU,AT96,HR,D_VISA,RESEARCH,9,1,0,0,0,0,0,0,138,REFUSED,0,33,migr_asyappctza,2024-01-25
2017,RO,FI19,IT,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,162,PENDING,0,36,migr_resfirst,2024-07-26
2018,AT,GR48,ES,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,148,GRANTED,0,17,migr_resvalid,2025-08-29
2019,CZ,CZ78,GH,D_VISA,FAMILY,9,0,1,0,1,0,0,0,154,WITHDRAWN,0,24,migr_resbc,2025-07-01
2020,DE,CY244,NG,D_VISA,STUDY,36,1,0,0,0,1,0,1,144,PARTIALLY_GRANTED,0,25,migr_reslt,2024-11-29
2021,LV,SI2,AT,D_VISA,WORK,1,1,1,0,0,0,0,1,169,REFUSED,0,38,migr_asyappctza,2025-08-17
2022,PL,CZ937,GR,D_VISA,OTHER,9,1,0,0,0,0,0,1,165,PENDING,0,47,migr_resfirst,2025-01-24
2023,ES,LV288,RO,D_VISA,RESEARCH,36,0,1,0,0,0,0,1,154,GRANTED,0,25,migr_resvalid,2024-02-26
2024,HR,LU656,EG,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,168,WITHDRAWN,0,52,migr_resbc,2024-03-07
2025,FI,GR276,MD,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,150,PARTIALLY_GRANTED,0,28,migr_reslt,2024-11-12
2026,IE,PL889,UA,D_VISA,FAMILY,36,1,0,0,0,0,0,1,162,REFUSED,0,52,migr_asyappctza,2024-03-31
2010,MT,LV2,FI,D_VISA,STUDY,1,0,1,0,0,1,0,1,159,PENDING,0,42,migr_resfirst,2025-08-09
2011,SK,HU897,NL,D_VISA,WORK,9,1,0,1,0,0,0,1,174,GRANTED,0,53,migr_resvalid,2025-06-05
2012,BE,IT2,CH,D_VISA,OTHER,36,1,0,0,0,0,0,0,177,WITHDRAWN,0,49,migr_resbc,2024-03-22
2013,DK,BG376,JP,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,170,PARTIALLY_GRANTED,0,57,migr_reslt,2024-08-07
2014,GR,SE137,SY,D_VISA,INVESTOR,9,0,1,0,0,0,0,1,164,REFUSED,0,40,migr_asyappctza,2024-01-21
2015,LT,BE7,CZ,D_VISA,PROTECTION,36,1,1,0,1,0,0,1,176,PENDING,0,58,migr_resfirst,2024-03-25
2016,PT,DE619,LT,D_VISA,FAMILY,1,1,0,0,0,0,0,1,185,GRANTED,0,61,migr_resvalid,2025-09-11
2017,SE,CY9,AL,D_VISA,STUDY,9,1,0,0,0,1,0,1,186,WITHDRAWN,0,60,migr_resbc,2024-11-26
2018,CY,SK774,IQ,D_VISA,WORK,36,0,0,0,0,0,0,1,177,PARTIALLY_GRANTED,0,57,migr_reslt,2025-03-01
2019,FR,PT376,PK,D_VISA,OTHER,1,1,0,0,0,0,0,1,172,REFUSED,0,57,migr_asyappctza,2024-08-18
2020,IT,CZ77,BG,D_VISA,RESEARCH,9,1,1,0,0,0,0,1,174,PENDING,0,54,migr_resfirst,2025-03-20
2021,NL,PL21,IE,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,184,GRANTED,0,48,migr_resvalid,2024-10-18
2022,SI,HR30,SI,D_VISA,PROTECTION,1,0,1,0,0,0,0,1,181,WITHDRAWN,0,47,migr_resbc,2026-02-15
2023,BG,SE544,GE,D_VISA,FAMILY,9,1,0,0,1,0,0,1,169,PARTIALLY_GRANTED,0,64,migr_reslt,2025-06-07
2024,EE,GR80,MK,D_VISA,STUDY,36,1,0,0,0,1,0,1,183,REFUSED,1,45,migr_asyappctza,2025-04-14
2025,HU,IE2,VN,D_VISA,WORK,1,1,0,0,0,0,0,1,191,PENDING,0,53,migr_resfirst,2025-11-03
2026,LU,SK99,DE,D_VISA,OTHER,9,0,1,0,0,0,0,1,186,GRANTED,0,67,migr_resvalid,2024-02-06
2010,RO,RO8,PT,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,175,WITHDRAWN,0,43,migr_resbc,2025-11-01
2011,AT,DK24,DZ,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,197,PARTIALLY_GRANTED,0,73,migr_reslt,2024-01-04
2012,CZ,BE653,MA,D_VISA,PROTECTION,9,1,0,0,0,0,0,0,174,REFUSED,0,67,migr_asyappctza,2025-11-05
2013,DE,BE975,TR,D_VISA,FAMILY,36,0,1,0,1,0,0,1,174,PENDING,0,51,migr_resfirst,2024-08-22
2014,LV,IT4,EE,D_VISA,STUDY,1,1,0,0,0,1,0,1,173,GRANTED,0,64,migr_resvalid,2025-02-26
2015,PL,CZ574,MT,D_VISA,WORK,9,1,0,0,0,0,0,0,188,WITHDRAWN,0,71,migr_resbc,2025-02-21
2016,ES,SI373,BY,D_VISA,OTHER,36,1,0,0,0,0,0,1,196,PARTIALLY_GRANTED,0,71,migr_reslt,2024-09-13
2017,HR,BG81,IS,D_VISA,RESEARCH,1,0,1,0,0,0,0,1,201,REFUSED,1,54,migr_asyappctza,2024-09-29
2018,FI,AT775,RU,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,174,PENDING,0,62,migr_resfirst,2025-10-16
2019,IE,ES1,CY,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,175,GRANTED,0,57,migr_resvalid,2025-06-28
2020,MT,HR90,LV,D_VISA,FAMILY,1,1,0,0,1,0,0,1,183,WITHDRAWN,0,69,migr_resbc,2025-10-04
2021,SK,HU795,SE,D_VISA,STUDY,9,0,1,0,0,1,0,1,200,PARTIALLY_GRANTED,0,56,migr_reslt,2024-10-19
2022,BE,HU1,IN,D_VISA,WORK,36,1,0,0,0,0,1,1,181,REFUSED,0,55,migr_asyappctza,2026-01-28
2023,DK,CZ9,NO,D_VISA,OTHER,1,1,0,0,0,0,0,1,190,PENDING,0,68,migr_resfirst,2024-02-20
2024,GR,NL844,BE,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,185,GRANTED,0,58,migr_resvalid,2026-01-15
2025,LT,AT744,HU,D_VISA,INVESTOR,36,0,1,0,0,0,0,0,199,WITHDRAWN,0,76,migr_resbc,2025-01-15
2026,PT,MT976,SK,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,207,PARTIALLY_GRANTED,0,86,migr_reslt,2024-08-19
2010,SE,CZ416,GB,D_VISA,FAMILY,9,1,0,0,1,0,0,1,195,REFUSED,1,59,migr_asyappctza,2025-09-09
2011,CY,CZ571,ME,D_VISA,STUDY,36,1,0,0,0,1,0,1,194,PENDING,0,67,migr_resfirst,2025-05-28
2012,FR,GR560,US,D_VISA,WORK,1,0,0,0,0,0,1,1,20,GRANTED,0,65,migr_resvalid,2024-04-07
2013,IT,MT644,FR,D_VISA,OTHER,9,1,0,0,0,0,0,1,36,WITHDRAWN,0,86,migr_resbc,2026-01-20
2014,NL,LV436,PL,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,29,PARTIALLY_GRANTED,0,89,migr_reslt,2025-06-20
2015,SI,AT661,CN,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,30,REFUSED,0,82,migr_asyappctza,2024-04-29
2016,BG,PL280,KE,D_VISA,PROTECTION,9,0,1,0,0,0,0,0,18,PENDING,0,91,migr_resfirst,2026-01-14
2017,EE,RO76,TN,D_VISA,FAMILY,36,1,0,0,1,0,0,0,14,GRANTED,0,74,migr_resvalid,2025-08-15
2018,HU,NL95,DK,D_VISA,STUDY,1,1,0,0,0,1,0,1,36,WITHDRAWN,0,91,migr_resbc,2024-10-30
2019,LU,CY2,LU,D_VISA,WORK,9,1,0,0,0,0,0,1,39,PARTIALLY_GRANTED,0,93,migr_reslt,2024-04-21
2020,RO,DE478,BA,D_VISA,OTHER,36,0,1,0,0,0,0,1,24,REFUSED,1,90,migr_asyappctza,2024-09-12
2021,AT,LT5,IR,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,19,PENDING,0,91,migr_resfirst,2024-08-19
2022,CZ,SE683,RS,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,27,GRANTED,0,80,migr_resvalid,2024-01-03
2023,DE,HU649,HR,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,34,WITHDRAWN,0,101,migr_resbc,2025-03-21
2024,LV,NL270,IT,D_VISA,FAMILY,1,0,1,0,1,0,0,1,27,PARTIALLY_GRANTED,0,97,migr_reslt,2025-10-09
2025,PL,LU37,ES,D_VISA,STUDY,9,1,0,0,0,1,0,1,48,REFUSED,0,85,migr_asyappctza,2024-11-14
2026,ES,HU676,GH,D_VISA,WORK,36,1,0,0,0,0,0,1,33,PENDING,0,87,migr_resfirst,2025-01-26
2010,HR,IT476,NG,D_VISA,OTHER,1,1,0,0,0,0,0,1,24,GRANTED,0,89,migr_resvalid,2026-02-05
2011,FI,HR92,AT,D_VISA,RESEARCH,9,0,1,0,0,0,0,1,21,WITHDRAWN,0,81,migr_resbc,2025-03-30
2012,IE,HR57,GR,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,22,PARTIALLY_GRANTED,0,88,migr_reslt,2026-01-25
2013,MT,SE479,RO,D_VISA,PROTECTION,1,1,0,0,1,0,0,1,29,REFUSED,0,101,migr_asyappctza,2025-03-20
2014,SK,FR18,EG,D_VISA,FAMILY,9,1,0,0,1,0,0,1,31,PENDING,0,98,migr_resfirst,2025-04-02
2015,BE,AT535,MD,D_VISA,STUDY,36,0,1,0,0,1,0,0,50,GRANTED,0,102,migr_resvalid,2024-11-06
2016,DK,FR978,UA,D_VISA,WORK,1,1,0,0,0,0,0,1,30,WITHDRAWN,0,85,migr_resbc,2025-11-28
2017,GR,IT10,FI,D_VISA,OTHER,9,1,0,0,0,0,0,1,29,PARTIALLY_GRANTED,0,87,migr_reslt,2024-09-13
2018,LT,GR349,NL,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,30,REFUSED,0,87,migr_asyappctza,2024-02-28
2019,PT,CZ5,CH,D_VISA,INVESTOR,1,0,1,0,0,0,0,1,40,PENDING,0,99,migr_resfirst,2024-09-01
2020,SE,HR667,JP,D_VISA,PROTECTION,9,1,0,0,1,0,0,1,45,GRANTED,0,90,migr_resvalid,2025-01-12
2021,CY,AT28,SY,D_VISA,FAMILY,36,1,0,0,1,0,0,1,33,WITHDRAWN,0,88,migr_resbc,2024-11-12
2022,FR,IT40,CZ,D_VISA,STUDY,1,1,0,0,0,1,0,1,35,PARTIALLY_GRANTED,0,97,migr_reslt,2024-11-30
2023,IT,HR795,LT,D_VISA,WORK,9,0,1,0,0,0,0,1,34,REFUSED,0,109,migr_asyappctza,2025-03-12
2024,NL,BE403,AL,D_VISA,OTHER,36,1,0,0,0,0,0,0,55,PENDING,0,119,migr_resfirst,2025-12-26
2025,SI,CY185,IQ,D_VISA,RESEARCH,1,1,1,0,0,0,0,1,35,GRANTED,0,102,migr_resvalid,2025-09-22
2026,BG,PL63,PK,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,56,WITHDRAWN,0,118,migr_resbc,2025-08-09
2010,EE,NL9,BG,D_VISA,PROTECTION,36,0,1,0,0,0,0,1,39,PARTIALLY_GRANTED,0,93,migr_reslt,2025-03-29
2011,HU,SK696,IE,D_VISA,FAMILY,1,1,1,0,1,0,0,1,62,REFUSED,0,124,migr_asyappctza,2025-01-17
2012,LU,SI4,SI,D_VISA,STUDY,9,1,0,0,0,1,0,1,67,PENDING,0,125,migr_resfirst,2025-10-22
2013,RO,IT24,GE,D_VISA,WORK,36,1,0,0,0,0,0,1,70,GRANTED,0,116,migr_resvalid,2025-09-29
2014,AT,DE51,MK,D_VISA,OTHER,1,0,1,0,0,0,0,1,63,WITHDRAWN,0,109,migr_resbc,2024-12-15
2015,CZ,LV894,VN,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,50,PARTIALLY_GRANTED,0,108,migr_reslt,2025-05-08
2016,DE,DE965,DE,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,48,REFUSED,0,114,migr_asyappctza,2024-11-07
2017,LV,FI3,PT,D_VISA,PROTECTION,1,1,0,0,0,0,0,0,69,PENDING,0,105,migr_resfirst,2024-05-03
2018,PL,HR98,DZ,D_VISA,FAMILY,9,0,1,0,1,0,0,1,54,GRANTED,0,110,migr_resvalid,2025-12-05
2019,ES,SK28,MA,D_VISA,STUDY,36,1,0,0,0,1,0,1,74,WITHDRAWN,0,109,migr_resbc,2025-12-06
2020,HR,RO296,TR,D_VISA,WORK,1,1,0,0,0,0,0,1,47,PARTIALLY_GRANTED,0,104,migr_reslt,2024-11-20
2021,FI,GR5,EE,D_VISA,OTHER,9,1,0,0,0,0,0,1,75,REFUSED,0,128,migr_asyappctza,2025-03-16
2022,IE,CY11,MT,D_VISA,RESEARCH,36,0,0,0,0,0,0,1,50,PENDING,0,105,migr_resfirst,2025-10-23
2023,MT,ES586,BY,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,75,GRANTED,0,109,migr_resvalid,2025-03-01
2024,SK,LT7,IS,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,66,WITHDRAWN,0,117,migr_resbc,2025-03-07
2025,BE,IE7,RU,D_VISA,FAMILY,36,1,0,0,1,0,0,1,70,PARTIALLY_GRANTED,0,124,migr_reslt,2024-03-05
2026,DK,CZ99,CY,D_VISA,STUDY,1,0,1,0,0,1,0,1,80,REFUSED,0,129,migr_asyappctza,2025-02-16
2010,GR,SE5,LV,D_VISA,WORK,9,1,1,0,0,0,0,1,67,PENDING,0,123,migr_resfirst,2024-06-13
2011,LT,IE258,SE,D_VISA,OTHER,36,1,1,0,0,0,0,1,60,GRANTED,0,141,migr_resvalid,2024-04-02
2012,PT,AT35,IN,D_VISA,RESEARCH,1,1,0,0,0,0,0,0,71,WITHDRAWN,0,127,migr_resbc,2025-03-24
2013,SE,BE945,NO,D_VISA,INVESTOR,9,0,0,0,0,0,0,1,73,PARTIALLY_GRANTED,0,139,migr_reslt,2025-10-06
2014,CY,AT96,BE,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,62,REFUSED,1,116,migr_asyappctza,2024-06-10
2015,FR,FI19,HU,D_VISA,FAMILY,1,1,0,0,0,0,0,1,65,PENDING,0,130,migr_resfirst,2025-07-12
2016,IT,GR48,SK,D_VISA,STUDY,9,1,0,0,0,1,0,1,78,GRANTED,0,118,migr_resvalid,2024-09-30
2017,NL,CZ78,GB,D_VISA,WORK,36,0,1,0,0,0,0,1,69,WITHDRAWN,0,131,migr_resbc,2024-06-10
2018,SI,CY244,ME,D_VISA,OTHER,1,1,0,0,0,0,0,1,64,PARTIALLY_GRANTED,0,124,migr_reslt,2025-10-03
2019,BG,SI2,US,D_VISA,RESEARCH,9,1,1,0,0,0,0,1,64,REFUSED,1,141,migr_asyappctza,2024-11-17
2020,EE,CZ937,FR,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,68,PENDING,0,131,migr_resfirst,2025-08-21
2021,HU,LV288,PL,D_VISA,PROTECTION,1,0,1,0,0,0,0,1,82,GRANTED,0,132,migr_resvalid,2025-08-08
2022,LU,LU656,CN,D_VISA,FAMILY,9,1,0,0,1,0,0,1,81,WITHDRAWN,0,142,migr_resbc,2024-08-03
2023,RO,GR276,KE,D_VISA,STUDY,36,1,0,0,0,1,0,1,88,PARTIALLY_GRANTED,0,134,migr_reslt,2025-11-09
2024,AT,PL889,TN,D_VISA,WORK,1,1,0,0,0,0,1,0,83,REFUSED,0,132,migr_asyappctza,2025-09-22
2025,CZ,LV2,DK,D_VISA,OTHER,9,0,1,0,0,0,0,1,98,PENDING,0,148,migr_resfirst,2024-03-01
2026,DE,HU897,LU,D_VISA,RESEARCH,36,1,1,0,0,0,0,1,80,GRANTED,0,153,migr_resvalid,2025-08-18
2010,LV,IT2,BA,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,78,WITHDRAWN,0,145,migr_resbc,2025-06-26
2011,PL,BG376,IR,D_VISA,PROTECTION,9,1,1,0,0,0,0,1,90,PARTIALLY_GRANTED,0,137,migr_reslt,2024-04-26
2012,ES,SE137,RS,D_VISA,FAMILY,36,0,1,0,1,0,0,1,80,REFUSED,1,138,migr_asyappctza,2025-06-05
2013,HR,BE7,HR,D_VISA,STUDY,1,1,0,0,0,1,0,1,100,PENDING,0,157,migr_resfirst,2025-03-01
2014,FI,DE619,IT,D_VISA,WORK,9,1,0,0,1,0,0,0,88,GRANTED,0,136,migr_resvalid,2026-02-01
2015,IE,CY9,ES,D_VISA,OTHER,36,1,0,0,0,0,0,0,89,WITHDRAWN,0,160,migr_resbc,2024-11-07
2016,MT,SK774,GH,D_VISA,RESEARCH,1,0,1,0,0,0,0,1,86,PARTIALLY_GRANTED,0,157,migr_reslt,2025-10-13
2017,SK,PT376,NG,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,79,REFUSED,0,163,migr_asyappctza,2026-01-29
2018,BE,CZ77,AT,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,106,PENDING,0,136,migr_resfirst,2024-10-31
2019,DK,PL21,GR,D_VISA,FAMILY,1,1,0,0,1,0,0,1,103,GRANTED,0,165,migr_resvalid,2025-09-17
2020,GR,HR30,RO,D_VISA,STUDY,9,0,1,0,0,1,0,1,104,WITHDRAWN,0,146,migr_resbc,2025-01-02
2021,LT,SE544,EG,D_VISA,WORK,36,1,0,0,0,0,0,1,84,PARTIALLY_GRANTED,0,144,migr_reslt,2025-12-09
2022,PT,GR80,MD,D_VISA,OTHER,1,1,0,0,0,0,0,1,95,REFUSED,0,151,migr_asyappctza,2024-04-13
2023,SE,IE2,UA,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,112,PENDING,0,155,migr_resfirst,2025-10-15
2024,CY,SK99,FI,D_VISA,INVESTOR,36,0,1,0,0,0,0,1,104,GRANTED,0,142,migr_resvalid,2025-04-19
2025,FR,RO8,NL,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,103,WITHDRAWN,0,152,migr_resbc,2025-06-13
2026,IT,DK24,CH,D_VISA,FAMILY,9,1,0,0,1,0,0,1,90,PARTIALLY_GRANTED,0,171,migr_reslt,2024-07-20
2010,NL,BE653,JP,D_VISA,STUDY,36,1,0,0,1,0,0,1,99,REFUSED,0,166,migr_asyappctza,2026-02-23
2011,SI,BE975,SY,D_VISA,WORK,1,0,1,0,0,0,0,0,101,PENDING,0,169,migr_resfirst,2025-08-11
2012,BG,IT4,CZ,D_VISA,OTHER,9,1,0,0,0,0,0,1,118,GRANTED,0,146,migr_resvalid,2026-02-19
2013,EE,CZ574,LT,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,120,WITHDRAWN,0,173,migr_resbc,2025-11-12
2014,HU,SI373,AL,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,100,PARTIALLY_GRANTED,0,172,migr_reslt,2024-02-22
2015,LU,BG81,IQ,D_VISA,PROTECTION,9,0,1,0,0,0,0,1,119,REFUSED,0,165,migr_asyappctza,2025-06-27
2016,RO,AT775,PK,D_VISA,FAMILY,36,1,0,0,1,0,0,1,118,PENDING,0,171,migr_resfirst,2025-01-10
2017,AT,ES1,BG,D_VISA,STUDY,1,1,0,0,0,1,0,1,125,GRANTED,0,163,migr_resvalid,2025-08-03
2018,CZ,HR90,IE,D_VISA,WORK,9,1,0,0,0,0,0,1,105,WITHDRAWN,0,172,migr_resbc,2025-05-04
2019,DE,HU795,SI,D_VISA,OTHER,36,0,1,0,0,0,0,0,117,PARTIALLY_GRANTED,0,160,migr_reslt,2024-03-08
2020,LV,HU1,GE,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,109,REFUSED,0,180,migr_asyappctza,2024-02-28
2021,PL,CZ9,MK,D_VISA,INVESTOR,9,1,0,0,0,0,0,0,115,PENDING,0,156,migr_resfirst,2025-11-29
2022,ES,NL844,VN,D_VISA,PROTECTION,36,1,1,0,0,0,0,1,106,GRANTED,0,181,migr_resvalid,2025-08-18
2023,HR,AT744,DE,D_VISA,FAMILY,1,0,1,0,1,0,0,1,115,WITHDRAWN,0,162,migr_resbc,2024-06-29
2024,FI,MT976,PT,D_VISA,STUDY,9,1,0,0,0,1,0,1,117,PARTIALLY_GRANTED,0,184,migr_reslt,2025-02-12
2025,IE,CZ416,DZ,D_VISA,WORK,36,1,0,1,1,0,0,1,133,REFUSED,0,166,migr_asyappctza,2025-03-13
2026,MT,CZ571,MA,D_VISA,OTHER,1,1,0,0,0,0,0,1,129,PENDING,0,172,migr_resfirst,2025-08-08
2010,SK,GR560,TR,D_VISA,RESEARCH,9,0,1,0,0,0,0,1,120,GRANTED,0,186,migr_resvalid,2024-10-12
2011,BE,MT644,EE,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,132,WITHDRAWN,0,175,migr_resbc,2025-04-06
2012,DK,LV436,MT,D_VISA,PROTECTION,1,1,0,0,1,0,0,1,131,PARTIALLY_GRANTED,0,188,migr_reslt,2024-02-08
2013,GR,AT661,BY,D_VISA,FAMILY,9,1,0,0,1,0,0,1,134,REFUSED,0,187,migr_asyappctza,2025-08-30
2014,LT,PL280,IS,D_VISA,STUDY,36,0,1,0,0,0,0,1,130,PENDING,0,193,migr_resfirst,2025-04-12
2015,PT,RO76,RU,D_VISA,WORK,1,1,0,0,0,0,0,1,119,GRANTED,0,168,migr_resvalid,2024-02-19
2016,SE,NL95,CY,D_VISA,OTHER,9,1,0,0,0,0,0,1,126,WITHDRAWN,0,172,migr_resbc,2026-02-17
2017,CY,CY2,LV,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,120,PARTIALLY_GRANTED,0,175,migr_reslt,2024-04-23
2018,FR,DE478,SE,D_VISA,INVESTOR,1,0,0,0,0,0,0,1,120,REFUSED,1,175,migr_asyappctza,2024-12-31
2019,IT,LT5,IN,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,131,PENDING,0,174,migr_resfirst,2024-08-04
2020,NL,SE683,NO,D_VISA,FAMILY,36,1,0,0,1,0,0,0,142,GRANTED,0,187,migr_resvalid,2024-08-25
2021,SI,HU649,BE,D_VISA,STUDY,1,1,0,0,0,1,0,1,134,WITHDRAWN,0,196,migr_resbc,2024-03-12
2022,BG,NL270,HU,D_VISA,WORK,9,0,1,0,0,0,0,1,129,PARTIALLY_GRANTED,0,198,migr_reslt,2025-10-11
2023,EE,LU37,SK,D_VISA,OTHER,36,1,1,0,0,0,0,1,138,REFUSED,1,188,migr_asyappctza,2024-04-26
2024,HU,HU676,GB,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,141,PENDING,0,181,migr_resfirst,2024-06-23
2025,LU,IT476,ME,D_VISA,INVESTOR,9,1,0,0,0,0,0,0,134,GRANTED,0,189,migr_resvalid,2024-05-06
2026,RO,HR92,US,D_VISA,PROTECTION,36,0,1,0,0,0,0,1,131,WITHDRAWN,0,182,migr_resbc,2024-07-23
2010,AT,HR57,FR,D_VISA,FAMILY,1,1,0,0,1,0,0,1,127,PARTIALLY_GRANTED,0,197,migr_reslt,2025-06-06
2011,CZ,SE479,PL,D_VISA,STUDY,9,1,0,0,0,1,0,1,142,REFUSED,0,181,migr_asyappctza,2025-01-29
2012,DE,FR18,CN,D_VISA,WORK,36,1,0,0,1,0,1,1,151,PENDING,0,205,migr_resfirst,2024-03-12
2013,LV,AT535,KE,D_VISA,OTHER,1,0,0,0,0,0,0,1,128,GRANTED,0,198,migr_resvalid,2025-01-15
2014,PL,FR978,TN,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,153,WITHDRAWN,0,194,migr_resbc,2024-05-22
2015,ES,IT10,DK,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,157,PARTIALLY_GRANTED,0,206,migr_reslt,2024-06-03
2016,HR,GR349,LU,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,149,REFUSED,0,202,migr_asyappctza,2025-11-03
2017,FI,CZ5,BA,D_VISA,FAMILY,9,0,1,0,1,0,0,1,142,PENDING,0,196,migr_resfirst,2025-03-18
2018,IE,HR667,IR,D_VISA,STUDY,36,1,0,0,0,1,0,1,156,GRANTED,0,203,migr_resvalid,2024-11-02
2019,MT,AT28,RS,D_VISA,WORK,1,1,0,0,0,0,0,1,152,WITHDRAWN,0,191,migr_resbc,2024-09-20
2020,SK,IT40,HR,D_VISA,OTHER,9,1,0,0,0,0,0,1,143,PARTIALLY_GRANTED,0,215,migr_reslt,2024-01-08
2021,BE,HR795,IT,D_VISA,RESEARCH,36,0,1,0,0,0,0,1,153,REFUSED,0,190,migr_asyappctza,2025-01-03
2022,DK,BE403,ES,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,139,PENDING,0,218,migr_resfirst,2025-12-26
2023,GR,CY185,GH,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,152,GRANTED,0,209,migr_resvalid,2025-02-12
2024,LT,PL63,NG,D_VISA,FAMILY,36,1,0,0,1,0,0,1,151,WITHDRAWN,0,211,migr_resbc,2025-01-30
2025,PT,NL9,AT,D_VISA,STUDY,1,0,1,0,0,1,0,1,155,PARTIALLY_GRANTED,0,216,migr_reslt,2024-11-13
