safe_traffic_reference_year,safe_traffic_country_iso2,safe_traffic_region_nuts_code,safe_traffic_enforcement_type_code,safe_traffic_checks_count,safe_traffic_speed_cameras_count,safe_traffic_speeding_tickets_count,safe_traffic_dui_tickets_count,safe_traffic_phone_use_tickets_count,safe_traffic_seatbelt_tickets_count,safe_traffic_penalty_points_total,safe_traffic_fines_total_eur,safe_traffic_license_suspensions_count,safe_traffic_roadside_drug_tests_count,safe_traffic_vehicle_inspections_count,safe_traffic_tachograph_violations_count,safe_traffic_cross_border_enforcement_directive_flag,safe_traffic_data_source,safe_traffic_revision_round,safe_traffic_data_extract_date
2023,DE,DE351,DUI_ENFORCEMENT,1274305,732,49163,63199,3591,27553,596605,128276743.18,31734,4784,4012,1253,0,INTERIOR_MINISTRY_STATS,FIRST,2026-02-21
2024,LV,MT25,SPEED_ENFORCEMENT,610221,2012,101687,10123,810,6336,273381,21469173.98,7794,16640,36508,2912,0,TRANSPORT_INSPECTORATE,SECOND,2024-01-30
2025,PL,RO56,ROADWORTHINESS_INSPECTIONS,2913494,744,140741,5902,15932,74138,664250,38232456.83,4445,60567,262793,2310,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-11-09
2006,ES,CY91,COMMERCIAL_VEHICLE_CHECKS,399604,496,36220,5660,3143,10970,109547,17965528.34,1738,16096,57441,1455,0,ROAD_POLICING_AGENCY,FLASH,2024-08-28
2007,HR,FI920,DISTRACTED_DRIVING,779754,201,57445,644,16851,17228,110027,11161397.95,1161,10322,5513,2084,0,INTERIOR_MINISTRY_STATS,FIRST,2025-06-08
2008,FI,PT618,SEATBELT_ENFORCEMENT,1061779,331,120831,11919,7155,45305,390388,31512506.68,5546,1421,41015,2943,0,TRANSPORT_INSPECTORATE,SECOND,2024-09-29
2009,IE,DK37,DUI_ENFORCEMENT,1949028,46,81019,47628,35223,15274,836746,57648005.48,29276,217813,93560,10458,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-08-12
2010,MT,SK26,SPEED_ENFORCEMENT,2727116,1630,494299,23726,51434,29386,1685087,137132735.85,28742,66916,140649,4228,0,ROAD_POLICING_AGENCY,FLASH,2025-03-13
2011,SK,PL8,ROADWORTHINESS_INSPECTIONS,2565125,244,244082,44668,25739,68740,719044,113602598.95,25375,61298,297746,8192,0,INTERIOR_MINISTRY_STATS,FIRST,2025-07-01
2012,BE,HR912,COMMERCIAL_VEHICLE_CHECKS,2541701,1010,288309,24535,14731,34523,1299273,67410510.85,11516,240392,45194,37546,0,TRANSPORT_INSPECTORATE,SECOND,2025-08-05
2013,DK,BG362,DISTRACTED_DRIVING,1218208,956,76549,5608,67556,8283,427777,18080654.99,2717,5121,48929,463,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-01-22
2014,GR,FI3,SEATBELT_ENFORCEMENT,817728,366,48547,14121,9617,6427,237222,20969287.11,8411,9365,15881,4466,1,ROAD_POLICING_AGENCY,FLASH,2024-12-04
2015,LT,DE1,DUI_ENFORCEMENT,457260,269,23094,9126,8841,895,183742,14697992.15,1548,8381,23032,1802,0,INTERIOR_MINISTRY_STATS,FIRST,2024-02-25
2016,PT,CY8,SPEED_ENFORCEMENT,2984290,1977,637446,31624,14988,68070,1734590,127907201.68,31680,40193,128500,16869,1,TRANSPORT_INSPECTORATE,SECOND,2026-02-11
2017,SE,SK2,ROADWORTHINESS_INSPECTIONS,1297581,581,138778,9754,5110,23079,578935,31595911.37,10232,16875,61028,5167,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-02-29
2018,CY,EE1,COMMERCIAL_VEHICLE_CHECKS,2121220,617,172719,23498,30553,49040,517411,78324319.32,10524,227655,454386,12608,0,ROAD_POLICING_AGENCY,FLASH,2024-01-17
2019,FR,LV43,DISTRACTED_DRIVING,799271,825,104506,6093,13868,23962,337720,29493890.2,2903,20995,14784,2627,0,INTERIOR_MINISTRY_STATS,FIRST,2026-01-21
2020,IT,RO43,SEATBELT_ENFORCEMENT,785331,1109,78535,10318,3414,19525,352814,14949788.25,3884,2233,32789,4112,0,TRANSPORT_INSPECTORATE,SECOND,2026-02-21
2021,NL,LV518,DUI_ENFORCEMENT,3200844,1036,194304,109264,4490,84623,1752843,159123867.65,63667,269703,119028,11617,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-05-29
2022,SI,PL803,SPEED_ENFORCEMENT,32054,875,4913,325,450,886,19571,1118982.26,171,897,1161,145,0,ROAD_POLICING_AGENCY,FLASH,2024-01-20
2023,BG,SK544,ROADWORTHINESS_INSPECTIONS,770437,1240,90656,13711,8851,3169,375076,18001272.9,10541,11456,158601,3183,0,INTERIOR_MINISTRY_STATS,FIRST,2025-10-18
2024,EE,SK10,COMMERCIAL_VEHICLE_CHECKS,555766,184,21816,5984,1722,15675,134679,8842777.66,1224,63109,93698,11273,0,TRANSPORT_INSPECTORATE,SECOND,2024-10-18
2025,HU,BE44,DISTRACTED_DRIVING,2121450,401,508759,40563,76223,20947,1199651,180719146.75,25127,54201,84649,9718,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-07-19
2006,LU,HR7,SEATBELT_ENFORCEMENT,1025743,1268,117846,19211,2533,71166,541333,44607906.94,7438,5932,58293,2927,0,ROAD_POLICING_AGENCY,FLASH,2024-07-22
2007,RO,ES66,DUI_ENFORCEMENT,286032,157,32815,1436,628,4506,132643,8077995.96,1202,3564,14739,1314,1,INTERIOR_MINISTRY_STATS,FIRST,2025-08-20
2008,AT,SK42,SPEED_ENFORCEMENT,784610,20,138344,8279,5126,19002,391019,23747769.17,4398,18769,24235,246,1,TRANSPORT_INSPECTORATE,SECOND,2024-10-14
2009,CZ,HR81,ROADWORTHINESS_INSPECTIONS,1058533,759,97747,18018,16819,17230,471701,40278672.73,3861,25713,195460,5308,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-08-20
2010,DE,FI85,COMMERCIAL_VEHICLE_CHECKS,155456,918,7766,437,2203,2812,31570,2226117.64,252,1143,24747,704,1,ROAD_POLICING_AGENCY,FLASH,2025-08-24
2011,LV,LU81,DISTRACTED_DRIVING,3195525,1356,424846,32151,193175,74689,2195203,93258277.72,19663,83047,165456,13161,0,INTERIOR_MINISTRY_STATS,FIRST,2024-07-06
2012,PL,IE69,SEATBELT_ENFORCEMENT,1715803,864,81670,1493,32854,13529,276177,16196261.93,857,23025,42188,6436,0,TRANSPORT_INSPECTORATE,SECOND,2025-02-28
2013,ES,SI49,DUI_ENFORCEMENT,801726,1205,12246,5597,1093,13501,92432,10100969.47,1753,76867,31403,4771,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-04-22
2014,HR,LU9,SPEED_ENFORCEMENT,1490275,1961,86952,5523,3327,33331,336396,26096345.44,2013,11568,70663,1016,1,ROAD_POLICING_AGENCY,FLASH,2025-12-31
2015,FI,NL643,ROADWORTHINESS_INSPECTIONS,1044200,852,121122,17998,11958,4258,324127,50991626.55,4734,11617,150868,2896,0,INTERIOR_MINISTRY_STATS,FIRST,2025-11-14
2016,IE,CZ3,COMMERCIAL_VEHICLE_CHECKS,1378193,727,17268,9055,13858,31103,195404,10523135.27,1857,162933,51347,18694,1,TRANSPORT_INSPECTORATE,SECOND,2025-07-16
2017,MT,AT9,DISTRACTED_DRIVING,2598241,730,343307,14221,74776,7019,1110271,97333807.95,10432,67119,15350,4853,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-03-01
2018,SK,IE732,SEATBELT_ENFORCEMENT,1421266,76,69279,22187,5386,122057,469338,44544071.7,8649,9321,25854,7643,0,ROAD_POLICING_AGENCY,FLASH,2024-11-29
2019,BE,HU915,DUI_ENFORCEMENT,1706251,1278,65958,48784,28095,8810,629622,91581861.12,14878,170435,97711,3567,0,INTERIOR_MINISTRY_STATS,FIRST,2025-04-15
2020,DK,CZ263,SPEED_ENFORCEMENT,578935,4999,117341,1765,7193,8130,179746,20452930.81,555,13826,31718,2060,0,TRANSPORT_INSPECTORATE,SECOND,2024-10-03
2021,GR,LT5,ROADWORTHINESS_INSPECTIONS,679288,1098,27463,2982,12501,3565,110231,6018309.13,2634,17986,22068,292,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-06-16
2022,LT,LT737,COMMERCIAL_VEHICLE_CHECKS,444620,1031,15969,3228,500,3134,48033,5234477.67,2074,7421,58272,5769,0,ROAD_POLICING_AGENCY,FLASH,2024-05-16
2023,PT,AT1,DISTRACTED_DRIVING,1778741,543,343857,6209,23571,28750,1231194,44373961.41,3431,46350,80074,3698,0,INTERIOR_MINISTRY_STATS,FIRST,2025-01-16
2024,SE,MT835,SEATBELT_ENFORCEMENT,17085,888,567,243,21,307,3757,332557.94,104,447,55,32,1,TRANSPORT_INSPECTORATE,SECOND,2025-09-18
2025,CY,DE49,DUI_ENFORCEMENT,64708,827,2046,597,785,819,9484,1029604.55,379,2173,2512,115,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-12-07
2006,FR,SE964,SPEED_ENFORCEMENT,856355,738,18768,8715,7778,23868,131559,14801494.78,3728,18354,33356,3447,1,ROAD_POLICING_AGENCY,FLASH,2025-02-23
2007,IT,SK29,ROADWORTHINESS_INSPECTIONS,173282,659,2898,828,2001,3229,30446,2397690.88,271,3413,21366,509,1,INTERIOR_MINISTRY_STATS,FIRST,2025-12-18
2008,NL,DK863,COMMERCIAL_VEHICLE_CHECKS,1039169,1299,11776,4644,19530,20924,108494,14983988.06,2802,58878,140496,1150,0,TRANSPORT_INSPECTORATE,SECOND,2024-10-15
2009,SI,IE8,DISTRACTED_DRIVING,2173711,591,584147,5401,79429,33432,1390204,118767116.89,7510,13557,121504,11836,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-09-20
2010,BG,LU2,SEATBELT_ENFORCEMENT,34574,912,3892,491,316,2625,14301,1790910.48,291,619,1518,132,0,ROAD_POLICING_AGENCY,FLASH,2024-03-08
2011,EE,MT588,DUI_ENFORCEMENT,1217874,709,36817,40572,2270,22996,401693,70705894.19,15524,45061,61551,6212,0,INTERIOR_MINISTRY_STATS,FIRST,2025-03-01
2012,HU,BG76,SPEED_ENFORCEMENT,1774543,1076,320708,17381,5150,42544,797372,51021560.86,16187,7621,49783,4338,0,TRANSPORT_INSPECTORATE,SECOND,2024-10-07
2013,LU,IT810,ROADWORTHINESS_INSPECTIONS,2260078,396,141907,8168,27696,40831,413996,33067065.63,4336,48437,371711,1454,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-01-12
2014,RO,FI467,COMMERCIAL_VEHICLE_CHECKS,2208967,449,203360,8721,26196,33897,593511,44346681.34,6000,97392,116567,41531,1,ROAD_POLICING_AGENCY,FLASH,2025-06-30
2015,AT,GR29,DISTRACTED_DRIVING,132392,1177,28589,500,877,1946,87190,3445268.73,724,1666,3260,443,0,INTERIOR_MINISTRY_STATS,FIRST,2024-06-21
2016,CZ,DE24,SEATBELT_ENFORCEMENT,1243979,416,99201,7451,2325,55232,423247,21299621.21,5701,11889,38930,4791,1,TRANSPORT_INSPECTORATE,SECOND,2026-02-25
2017,DE,IE792,DUI_ENFORCEMENT,393455,739,18638,12356,1819,10500,129096,15912713.32,5768,41346,12295,1070,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-02-01
2018,LV,SE158,SPEED_ENFORCEMENT,532770,3326,81412,3433,6967,4298,300752,9066111.1,1900,13741,19852,278,1,ROAD_POLICING_AGENCY,FLASH,2025-10-08
2019,PL,CY661,ROADWORTHINESS_INSPECTIONS,679978,353,25049,6312,7024,5458,104552,15535411.34,2776,11028,60123,1155,0,INTERIOR_MINISTRY_STATS,FIRST,2025-12-08
2020,ES,DK68,COMMERCIAL_VEHICLE_CHECKS,1341129,857,69824,20056,23520,13820,248277,29961155.98,4767,124921,14873,11424,0,TRANSPORT_INSPECTORATE,SECOND,2025-09-16
2021,HR,CZ38,DISTRACTED_DRIVING,1615622,1198,84059,24011,125430,24070,798872,64392718.98,7182,41060,59017,9331,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-07-07
2022,FI,SK732,SEATBELT_ENFORCEMENT,2160457,716,82340,24361,13875,128715,752112,52704266.42,5816,29257,20511,8870,1,ROAD_POLICING_AGENCY,FLASH,2025-11-09
2023,IE,MT552,DUI_ENFORCEMENT,1648840,125,79032,50514,31824,43598,653750,127663000.5,10022,51503,88761,2533,0,INTERIOR_MINISTRY_STATS,FIRST,2025-08-07
2024,MT,MT803,SPEED_ENFORCEMENT,455405,4431,35882,6681,930,4737,156432,10789223.26,3802,5537,1466,26,0,TRANSPORT_INSPECTORATE,SECOND,2025-01-16
2025,SK,BE68,ROADWORTHINESS_INSPECTIONS,2168631,197,225375,31165,37022,15385,979889,79460967.77,11054,17621,120655,12364,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-06-05
2006,BE,AT35,COMMERCIAL_VEHICLE_CHECKS,2422104,841,67634,19637,19938,51527,539756,47845265.08,13239,277377,223358,71571,0,ROAD_POLICING_AGENCY,FLASH,2024-08-21
2007,DK,EE34,DISTRACTED_DRIVING,1182348,1237,239829,4767,60614,11983,709387,33161833.58,4754,14853,52619,5500,1,INTERIOR_MINISTRY_STATS,FIRST,2025-12-31
2008,GR,DK6,SEATBELT_ENFORCEMENT,1311303,12,120556,16288,9648,33403,588699,41842903.11,6894,34604,29992,2142,1,TRANSPORT_INSPECTORATE,SECOND,2024-09-12
2009,LT,LU94,DUI_ENFORCEMENT,1535959,566,90730,59146,26934,8705,568973,68526917.31,29312,99923,49688,6602,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-01-28
2010,PT,DE328,SPEED_ENFORCEMENT,1866858,4044,308663,34852,30334,48692,1357455,78753398.78,25143,1376,48756,6194,0,ROAD_POLICING_AGENCY,FLASH,2025-11-10
2011,SE,BE8,ROADWORTHINESS_INSPECTIONS,312006,555,36303,991,6073,6618,136129,4373652.01,1219,1252,16901,1620,1,INTERIOR_MINISTRY_STATS,FIRST,2024-10-30
2012,CY,SI1,COMMERCIAL_VEHICLE_CHECKS,127537,1174,9885,604,1815,2066,31405,2719395.11,274,6171,3141,2390,0,TRANSPORT_INSPECTORATE,SECOND,2024-07-04
2013,FR,FI28,DISTRACTED_DRIVING,12071,316,2492,23,218,301,9039,230744.15,39,239,575,39,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-10-30
2014,IT,GR716,SEATBELT_ENFORCEMENT,635642,1127,18766,11095,3498,29266,194085,19351212.0,2748,12867,21790,1925,1,ROAD_POLICING_AGENCY,FLASH,2024-12-24
2015,NL,ES67,DUI_ENFORCEMENT,2602411,617,257851,5371,27099,12643,624031,42196487.75,6621,299790,103707,1798,0,INTERIOR_MINISTRY_STATS,FIRST,2024-05-04
2016,SI,HU719,SPEED_ENFORCEMENT,1867579,1963,187245,5518,19347,29721,593975,40845153.92,5277,48939,103212,4197,0,TRANSPORT_INSPECTORATE,SECOND,2024-11-10
2017,BG,SI640,ROADWORTHINESS_INSPECTIONS,565599,1239,21636,6270,2281,11669,137468,11681471.66,1688,12977,44155,2176,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-07-02
2018,EE,SK5,COMMERCIAL_VEHICLE_CHECKS,1306508,150,98233,14792,9434,37811,550418,32594666.07,6654,155706,46055,33618,1,ROAD_POLICING_AGENCY,FLASH,2025-02-01
2019,HU,DE916,DISTRACTED_DRIVING,761986,1164,129945,15027,23403,2001,602910,37071749.86,9000,2506,32854,531,0,INTERIOR_MINISTRY_STATS,FIRST,2024-11-08
2020,LU,LV293,SEATBELT_ENFORCEMENT,2756888,1219,188358,24035,22429,132193,923505,72989369.97,15890,32841,100613,2906,1,TRANSPORT_INSPECTORATE,SECOND,2025-07-05
2021,RO,DK732,DUI_ENFORCEMENT,1789438,694,178608,97871,12870,25791,1401501,85037787.4,17872,137101,42794,4740,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-08-11
2022,AT,PL93,SPEED_ENFORCEMENT,797441,327,47179,15442,9183,5651,195041,16867120.13,7586,8035,31566,4009,1,ROAD_POLICING_AGENCY,FLASH,2025-05-30
2023,CZ,GR7,ROADWORTHINESS_INSPECTIONS,935724,1173,58792,11592,5686,7095,181783,13608681.33,7925,15239,129550,2416,0,INTERIOR_MINISTRY_STATS,FIRST,2025-08-21
2024,DE,MT75,COMMERCIAL_VEHICLE_CHECKS,1535792,408,54527,26933,13619,26741,461441,46465242.64,9322,133065,149653,26974,1,TRANSPORT_INSPECTORATE,SECOND,2025-08-22
2025,LV,RO66,DISTRACTED_DRIVING,782621,1072,32616,12647,6160,18580,145378,22391028.26,7447,15973,28233,1950,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-08-04
2006,PL,SE27,SEATBELT_ENFORCEMENT,273869,376,19832,3759,2538,12890,84788,10769257.58,1506,8061,2841,586,1,ROAD_POLICING_AGENCY,FLASH,2024-08-10
2007,ES,AT501,DUI_ENFORCEMENT,1494181,321,107634,33202,5195,6933,519366,53965869.3,9621,50975,35831,5575,1,INTERIOR_MINISTRY_STATS,FIRST,2024-09-14
2008,HR,PL88,SPEED_ENFORCEMENT,446942,3861,123024,4728,1920,13149,373324,21372008.24,4276,7488,10925,1712,0,TRANSPORT_INSPECTORATE,SECOND,2024-09-13
2009,FI,IT125,ROADWORTHINESS_INSPECTIONS,1835891,1318,19769,20033,19757,51559,244560,52400535.45,7995,11859,88243,2459,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-11-20
2010,IE,NL58,COMMERCIAL_VEHICLE_CHECKS,1899260,1313,130613,5400,29358,40919,616781,16694631.11,4072,71557,116954,13132,1,ROAD_POLICING_AGENCY,FLASH,2026-02-16
2011,MT,HR6,DISTRACTED_DRIVING,1817514,172,211660,19427,105030,13084,917454,44940537.81,10456,17302,24763,5630,0,INTERIOR_MINISTRY_STATS,FIRST,2025-09-30
2012,SK,IE3,SEATBELT_ENFORCEMENT,1533636,282,110430,12519,13589,60787,355104,21077228.69,4545,24265,74925,722,0,TRANSPORT_INSPECTORATE,SECOND,2025-10-22
2013,BE,CZ48,DUI_ENFORCEMENT,2321794,1241,256015,45937,17940,14848,1125207,85433920.97,32786,116062,46580,2440,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-09-06
2014,DK,AT761,SPEED_ENFORCEMENT,172006,1297,18948,2793,561,3351,94166,5518395.38,623,3149,3546,571,1,ROAD_POLICING_AGENCY,FLASH,2024-01-23
2015,GR,LU620,ROADWORTHINESS_INSPECTIONS,1373603,31,83727,18713,19237,33327,398000,45662925.07,5324,37287,174339,7704,0,INTERIOR_MINISTRY_STATS,FIRST,2024-01-03
2016,LT,RO328,COMMERCIAL_VEHICLE_CHECKS,1746208,115,135772,12403,12422,17295,436229,33017963.09,5086,117178,198764,23413,0,TRANSPORT_INSPECTORATE,SECOND,2025-12-29
2017,PT,LT40,DISTRACTED_DRIVING,2183982,771,159806,23859,104745,47756,874154,84113257.81,12473,43687,114037,812,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-11-08
2018,SE,PL78,SEATBELT_ENFORCEMENT,1086840,1123,114660,7467,8545,78266,628482,35095516.46,3972,29242,49091,2001,1,ROAD_POLICING_AGENCY,FLASH,2025-08-17
2019,CY,FR547,DUI_ENFORCEMENT,67645,706,7227,3140,158,501,45230,5067644.64,1093,7232,3269,112,1,INTERIOR_MINISTRY_STATS,FIRST,2025-05-27
2020,FR,BE758,SPEED_ENFORCEMENT,1115732,3856,290609,1961,20300,15292,401237,47292350.76,8611,19747,11706,4716,0,TRANSPORT_INSPECTORATE,SECOND,2025-09-05
2021,IT,NL9,ROADWORTHINESS_INSPECTIONS,1832271,486,205382,31283,23383,2077,760751,37246284.08,21184,17822,393746,864,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-06-12
2022,NL,PL110,COMMERCIAL_VEHICLE_CHECKS,1862368,1210,75714,10397,11020,11547,248532,15272420.39,5952,36301,113568,36024,1,ROAD_POLICING_AGENCY,FLASH,2024-10-18
2023,SI,ES992,DISTRACTED_DRIVING,2079470,430,537046,19914,158516,10253,1717621,102785519.68,9873,44745,97366,956,0,INTERIOR_MINISTRY_STATS,FIRST,2025-04-14
2024,BG,PT5,SEATBELT_ENFORCEMENT,2168054,608,221243,10333,37612,124217,838265,49536292.28,11051,45807,69320,4519,0,TRANSPORT_INSPECTORATE,SECOND,2024-06-13
2025,EE,SI33,DUI_ENFORCEMENT,2032627,395,212458,86602,26565,8874,904846,168851105.01,55462,54007,16615,4949,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-06-30
2006,HU,RO134,SPEED_ENFORCEMENT,1479212,282,243497,21846,14958,25367,627609,65155725.74,12321,6858,82862,8746,1,ROAD_POLICING_AGENCY,FLASH,2024-10-01
2007,LU,CY968,ROADWORTHINESS_INSPECTIONS,55354,1377,4575,865,715,792,18224,1876112.77,304,184,4405,134,0,INTERIOR_MINISTRY_STATS,FIRST,2024-07-15
2008,RO,MT190,COMMERCIAL_VEHICLE_CHECKS,38103,324,1769,505,288,630,8997,927259.51,252,2606,824,244,0,TRANSPORT_INSPECTORATE,SECOND,2025-03-21
2009,AT,RO57,DISTRACTED_DRIVING,1549371,41,203533,2696,123398,42135,869397,30469581.29,5074,17035,61476,4721,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-11-05
2010,CZ,FR56,SEATBELT_ENFORCEMENT,1609462,1183,78217,19985,26887,53049,539672,36686282.57,12098,27668,51145,3028,1,ROAD_POLICING_AGENCY,FLASH,2025-03-27
2011,DE,ES592,DUI_ENFORCEMENT,1397860,28,155960,70904,17787,13301,733832,90634430.4,13400,15408,60446,2119,0,INTERIOR_MINISTRY_STATS,FIRST,2024-06-23
2012,LV,LV57,SPEED_ENFORCEMENT,2116264,4780,306807,23967,24949,58623,1012170,84212039.19,13701,1572,86985,5826,1,TRANSPORT_INSPECTORATE,SECOND,2025-05-18
2013,PL,IE169,ROADWORTHINESS_INSPECTIONS,449734,766,5861,6357,767,7442,73470,8891680.34,1888,4207,68105,913,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-08-01
2014,ES,DK409,COMMERCIAL_VEHICLE_CHECKS,1439122,1026,44138,23200,25022,31227,394891,34889302.33,14887,108471,302669,42089,1,ROAD_POLICING_AGENCY,FLASH,2025-02-23
2015,HR,LV50,DISTRACTED_DRIVING,1479068,969,252423,21174,19706,40464,825169,68919486.84,14012,29748,60320,3596,0,INTERIOR_MINISTRY_STATS,FIRST,2024-12-03
2016,FI,LT431,SEATBELT_ENFORCEMENT,463646,459,48609,2612,3776,13407,123396,15217661.01,1860,643,18874,876,1,TRANSPORT_INSPECTORATE,SECOND,2024-10-03
2017,IE,DE57,DUI_ENFORCEMENT,208907,795,9012,12058,1597,386,108532,14172058.86,5289,16133,7266,199,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-03-29
2018,MT,HR32,SPEED_ENFORCEMENT,430401,3822,69983,935,6627,9771,222872,11282389.29,2478,8516,24313,1197,1,ROAD_POLICING_AGENCY,FLASH,2025-11-23
2019,SK,PT41,ROADWORTHINESS_INSPECTIONS,3082679,965,309935,15964,38902,11894,1017126,59603005.1,10488,41703,524980,11256,1,INTERIOR_MINISTRY_STATS,FIRST,2025-11-30
2020,BE,BE29,COMMERCIAL_VEHICLE_CHECKS,1530941,159,42518,27315,27558,26717,363890,61519320.61,4939,93865,179171,22886,0,TRANSPORT_INSPECTORATE,SECOND,2025-05-09
2021,DK,CZ17,DISTRACTED_DRIVING,1537079,667,275070,25556,108581,20836,1397908,52178873.92,8395,17563,68745,7173,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-01-23
2022,GR,HU2,SEATBELT_ENFORCEMENT,1569921,939,22834,25047,29247,74453,428403,26471469.43,14245,16095,6843,7888,0,ROAD_POLICING_AGENCY,FLASH,2024-06-08
2023,LT,BG887,DUI_ENFORCEMENT,112252,1304,7749,708,1028,2456,39844,2090158.89,621,9910,5179,604,0,INTERIOR_MINISTRY_STATS,FIRST,2025-12-12
2024,PT,PT441,SPEED_ENFORCEMENT,590475,3015,17663,477,1896,11277,42095,3163568.82,179,17593,27040,2865,1,TRANSPORT_INSPECTORATE,SECOND,2024-05-17
2025,SE,SE19,ROADWORTHINESS_INSPECTIONS,897584,619,16132,5627,17919,7152,82229,11143872.29,2326,8870,154259,2646,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-11-24
2006,CY,SI45,COMMERCIAL_VEHICLE_CHECKS,1101686,1223,56848,9999,7724,21064,328036,31469902.16,2449,63006,57209,5475,1,ROAD_POLICING_AGENCY,FLASH,2024-06-18
2007,FR,DK218,DISTRACTED_DRIVING,286557,795,29176,3112,20098,2301,135820,13192376.48,1826,6253,12958,172,1,INTERIOR_MINISTRY_STATS,FIRST,2024-03-07
2008,IT,RO864,SEATBELT_ENFORCEMENT,1200808,248,128886,19437,12734,6910,506525,61121728.43,6007,35238,22319,5907,1,TRANSPORT_INSPECTORATE,SECOND,2024-08-25
2009,NL,PL623,DUI_ENFORCEMENT,25546,238,2377,532,415,525,11953,1037808.12,241,2429,448,119,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-03-18
2010,SI,SE50,SPEED_ENFORCEMENT,742925,2315,170211,3918,14259,1748,585454,28281635.44,4444,10558,28477,3256,1,ROAD_POLICING_AGENCY,FLASH,2025-07-03
2011,BG,LV7,ROADWORTHINESS_INSPECTIONS,1846727,186,28151,17449,22833,34443,314313,38954330.55,5687,4072,257565,387,1,INTERIOR_MINISTRY_STATS,FIRST,2024-09-08
2012,EE,MT73,COMMERCIAL_VEHICLE_CHECKS,1514962,995,46488,4828,10955,3813,148539,11932058.06,2473,38492,162757,6274,1,TRANSPORT_INSPECTORATE,SECOND,2025-08-27
2013,HU,RO18,DISTRACTED_DRIVING,695394,538,59496,13292,35476,20576,311027,39445195.08,9051,17070,34284,2941,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-05-20
2014,LU,CZ223,SEATBELT_ENFORCEMENT,193628,641,19387,1067,2588,8358,48066,4132881.64,1170,5192,3768,684,0,ROAD_POLICING_AGENCY,FLASH,2025-07-23
2015,RO,CY25,DUI_ENFORCEMENT,1043404,7,31850,29478,15593,21641,291819,32806534.12,16336,30423,46147,5373,0,INTERIOR_MINISTRY_STATS,FIRST,2024-03-22
2016,AT,NL59,SPEED_ENFORCEMENT,1451100,4205,100250,27283,9387,21572,358385,28295859.33,5753,28780,10017,6548,1,TRANSPORT_INSPECTORATE,SECOND,2025-12-05
2017,CZ,DE730,ROADWORTHINESS_INSPECTIONS,620982,686,35728,9968,1286,8540,176870,22715983.81,2652,1406,20777,2990,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-06-16
2018,DE,MT690,COMMERCIAL_VEHICLE_CHECKS,1002222,270,62306,8468,6566,4435,207405,28009381.03,4310,24497,15153,13036,0,ROAD_POLICING_AGENCY,FLASH,2024-05-30
2019,LV,HR33,DISTRACTED_DRIVING,1858087,1063,135063,7212,15060,45599,239663,40584918.61,4210,13544,83896,32,0,INTERIOR_MINISTRY_STATS,FIRST,2024-05-11
2020,PL,GR77,SEATBELT_ENFORCEMENT,1335540,1340,18963,14720,11963,84309,336694,29794513.69,7924,11494,59929,7354,0,TRANSPORT_INSPECTORATE,SECOND,2025-04-17
