care_coverage_coverage_year,care_coverage_state_ut_code,care_coverage_district_lgd_code,care_coverage_scheme_type_code,care_coverage_pmjay_beneficiary_count,care_coverage_abha_id_linked_share_pct,care_coverage_premium_benchmark_inr,care_coverage_deductible_individual_inr,care_coverage_oop_max_individual_inr,care_coverage_network_tier_type,care_coverage_covered_lives_count,care_coverage_uninsured_rate_estimate,care_coverage_esic_enrollment,care_coverage_cghs_enrollment,care_coverage_employer_covered_share_pct,care_coverage_subsidy_eligible_share_pct,care_coverage_plan_switch_rate_pct,care_coverage_special_enrollment_count,care_coverage_rate_review_status,care_coverage_data_source_agency
2020,IN-NL,LGD-D-8282777,CommunityBased,1907271,71.97,10570.82,7688.71,67510.43,Tiered,4198164,15.7,5909269,161347,49.48,16.58,26.86,89994,NotApplicable,StateHealthDept
2018,IN-JH,LGD-D-4283537,StateScheme,2221823,68.98,12144.31,18709.1,103705.71,Preferred,10384685,8.53,4481984,498494,37.33,10.27,13.85,187335,Rejected,ESIC
2025,IN-TN,LGD-D-8881866,PrivateGroup,2945068,63.09,3340.56,731.26,104706.8,Tiered,3226110,10.35,2433148,680017,25.92,47.33,29.69,236396,Rejected,StateHealthDept
2016,IN-GA,LGD-D-6643102,ESIC,1609988,92.69,27245.18,19449.47,113635.16,Tiered,6504916,16.64,3572049,113349,3.09,81.95,29.48,26832,Approved,ESIC
2021,IN-AN,LGD-D-4764177,ESIC,2715552,57.04,32692.14,22584.32,75768.72,Open,6598747,32.54,4462066,411089,33.85,18.66,0.39,49146,NotApplicable,IRDAI
2021,IN-TR,LGD-D-9766897,CommunityBased,501776,70.69,18732.9,2158.81,107343.98,EHS_Network,1643891,6.33,721966,649342,18.17,43.67,14.68,149459,Rejected,StateHealthDept
2024,IN-MN,LGD-D-8131875,CGHS,3379266,16.55,2908.1,23460.27,139989.11,Tiered,3843094,19.41,1189033,231434,19.85,60.12,17.28,163245,PendingDocs,MoHFW
2018,IN-DH,LGD-D-8925726,PrivateGroup,1567424,44.09,15595.8,10244.0,4589.48,EHS_Network,4292808,11.14,1843699,17531,13.65,58.19,33.42,150997,Rejected,NHA
2020,IN-MN,LGD-D-4905801,CommunityBased,2673055,96.68,28200.37,22015.66,41548.37,Preferred,2361959,24.73,5084370,617838,30.24,40.61,32.33,154283,Rejected,IRDAI
2019,IN-KA,LGD-D-6586389,CGHS,964515,52.82,20270.58,11051.49,48995.51,EHS_Network,3577062,14.87,430333,146514,35.1,69.39,20.75,74225,UnderReview,NIC
2022,IN-HR,LGD-D-2541241,PrivateGroup,1602556,15.24,21738.19,13245.36,46418.0,EHS_Network,4870130,8.42,5473119,303037,18.84,72.62,8.85,121759,UnderReview,NHA
2018,IN-BR,LGD-D-9236367,ESIC,229456,77.87,13058.09,20270.44,75617.76,Tiered,9093988,2.37,5817557,41642,23.53,41.52,4.84,216247,Approved,StateHealthDept
2022,IN-DH,LGD-D-1109582,ESIC,2601556,51.97,8605.59,22311.68,15274.33,Preferred,9824769,19.78,1396782,553265,53.31,33.16,14.59,95994,UnderReview,ESIC
2023,IN-PB,LGD-D-3733148,CommunityBased,400940,43.57,17134.58,9752.38,128740.09,Tiered,4641373,26.67,5762047,600673,15.45,78.1,26.69,2691,Rejected,ESIC
2017,IN-AN,LGD-D-3872423,PMJAY,2608040,65.51,23618.6,2521.88,139706.23,Tiered,3130949,11.87,3853830,171514,45.64,18.98,18.77,51558,Approved,NIC
2017,IN-AN,LGD-D-5941595,PMJAY,3384884,16.47,6510.92,17957.06,36337.15,EHS_Network,11273539,10.49,1701623,641697,24.42,28.73,25.24,193072,NotApplicable,StateHealthDept
2024,IN-LD,LGD-D-5440591,PMJAY,1262963,58.24,30283.37,7231.08,10722.46,Preferred,11363356,24.25,1385859,3683,27.23,52.74,8.72,88405,Rejected,ESIC
2016,IN-UP,LGD-D-7719066,CGHS,2934595,1.71,27864.35,1990.45,136378.58,Open,10107685,32.25,458710,409836,26.22,2.14,26.03,196576,Approved,StateHealthDept
2022,IN-WB,LGD-D-6705744,CommunityBased,3196759,76.95,2581.74,20884.62,68463.97,Tiered,2612980,32.34,1247204,268731,39.59,80.11,25.6,149483,NotApplicable,CGHS
2023,IN-JK,LGD-D-5913849,CommunityBased,1664874,6.45,31783.93,18600.02,11461.24,Tiered,1942584,9.46,3545434,537638,9.66,79.81,12.92,204857,NotApplicable,CGHS
2017,IN-LA,LGD-D-6692522,CGHS,3401875,53.14,20421.52,22111.91,110761.25,Restricted,11783053,11.53,2546428,267021,35.98,65.2,29.55,142490,PendingDocs,StateHealthDept
2017,IN-TS,LGD-D-3175315,CGHS,160865,25.75,28024.16,9668.39,103043.87,EHS_Network,3730695,29.89,5576822,330011,16.59,57.6,34.57,195977,Rejected,CGHS
2020,IN-LD,LGD-D-7715691,PMJAY,3261782,59.4,19619.7,9929.28,92093.63,Tiered,11019575,17.44,1945066,266683,50.94,75.95,9.86,27944,UnderReview,NIC
2017,IN-LA,LGD-D-5534960,Mixed,2376352,43.29,16859.87,22352.01,69298.11,Open,6100507,21.92,4818576,39921,49.63,41.37,29.96,83541,NotApplicable,NHA
2020,IN-MZ,LGD-D-4689048,CGHS,495793,35.4,24654.95,22289.64,139202.59,Open,9843758,14.9,5124293,216769,47.45,15.1,34.52,238353,NotApplicable,StateHealthDept
2017,IN-UP,LGD-D-2357243,PrivateGroup,971233,88.99,24387.56,17545.34,49754.94,Open,11268257,24.31,3967386,640746,24.56,78.23,14.24,220312,NotApplicable,StateHealthDept
2017,IN-OD,LGD-D-4169943,ESIC,441119,55.21,2345.26,3248.33,134592.84,Tiered,1853325,10.97,1418226,205767,26.43,8.69,27.56,60193,UnderReview,MoHFW
2016,IN-ML,LGD-D-8254077,Mixed,769583,65.32,18471.0,2884.07,76920.94,Tiered,981702,25.92,4930574,195678,39.72,58.52,3.84,98032,Approved,CGHS
2024,IN-UP,LGD-D-1831159,PrivateGroup,2287576,51.9,5431.26,22509.63,83010.22,Open,6474791,6.07,1993711,372475,50.29,29.99,7.22,44665,Approved,CGHS
2016,IN-AS,LGD-D-8051352,StateScheme,1562937,49.05,10042.24,9986.88,148492.78,EHS_Network,899579,21.16,2475413,520077,13.97,1.07,24.28,37132,PendingDocs,StateHealthDept
2019,IN-GJ,LGD-D-9999616,StateScheme,2811254,4.9,3634.01,1841.09,77335.7,Preferred,10211031,23.52,5826829,578202,39.54,3.76,14.45,14300,NotApplicable,CGHS
2025,IN-AP,LGD-D-1430650,CGHS,2822906,65.34,31079.31,5974.08,61051.23,Preferred,7272940,24.19,248301,698006,31.0,65.44,22.3,14021,Approved,NHA
2025,IN-TN,LGD-D-8436496,CGHS,244095,38.79,1859.54,19426.38,138202.35,Tiered,4313922,8.77,742168,80480,17.82,36.29,20.4,209649,NotApplicable,MoHFW
2022,IN-LA,LGD-D-1389850,PrivateGroup,1120476,53.77,8381.58,16777.29,115159.11,Open,2912623,3.72,5222290,75113,46.71,75.73,15.64,214926,UnderReview,CGHS
2016,IN-NL,LGD-D-2495314,ESIC,233608,27.87,31118.77,310.06,93671.86,Restricted,7495394,26.83,2415711,343182,31.2,32.44,32.16,237782,UnderReview,CGHS
2025,IN-KA,LGD-D-1741266,CGHS,193858,24.89,8318.52,24890.32,6855.57,Open,10170936,18.73,150588,97737,14.76,51.11,30.9,94967,UnderReview,NIC
2016,IN-PY,LGD-D-5406632,Mixed,13974,49.82,4856.25,17032.19,85636.9,Open,815112,2.98,4589052,460809,17.26,77.7,30.52,226916,NotApplicable,NIC
2018,IN-LA,LGD-D-1437559,ESIC,776105,51.19,20689.57,18459.73,50930.01,Open,6859957,5.13,1798940,512836,37.63,13.3,32.38,3346,UnderReview,StateHealthDept
2016,IN-PY,LGD-D-1032920,CGHS,2875538,24.86,22760.71,3253.33,31511.35,Restricted,974272,6.87,754549,663237,31.27,26.46,30.48,8069,PendingDocs,MoHFW
2019,IN-JH,LGD-D-6471449,Mixed,1201467,15.42,30523.43,18179.34,13167.91,Open,11038882,28.09,259072,674985,27.88,81.17,23.57,161203,UnderReview,MoHFW
2021,IN-KA,LGD-D-3731629,StateScheme,511422,84.2,4488.16,13765.65,35950.99,Preferred,360526,23.02,216255,591538,30.04,6.06,27.64,170131,NotApplicable,NIC
2023,IN-TS,LGD-D-8889664,Mixed,255099,76.94,18171.56,20506.96,112172.67,Restricted,5406750,10.84,4269076,682311,11.89,60.35,12.6,55785,Approved,ESIC
2018,IN-UK,LGD-D-4051740,StateScheme,3130431,90.38,34618.03,20916.21,67453.3,Restricted,10475954,26.09,2576704,656595,13.01,63.22,11.49,2685,Approved,NHA
2017,IN-KA,LGD-D-1591377,StateScheme,2831972,79.32,17158.1,23707.17,20269.0,Preferred,5945419,27.02,4679142,695485,43.17,58.47,7.24,176585,PendingDocs,IRDAI
2024,IN-TR,LGD-D-1230646,Mixed,786536,15.78,20706.34,15740.94,102104.2,Open,4138420,9.58,1554991,430465,37.62,81.45,5.07,199396,Rejected,NHA
2020,IN-RJ,LGD-D-3329206,CommunityBased,2725245,75.89,1373.35,9668.6,9789.49,Restricted,7694006,5.7,3004191,122207,51.8,52.03,22.62,45554,NotApplicable,NIC
2019,IN-SK,LGD-D-8463427,ESIC,1780421,22.37,14921.94,19253.48,110160.29,Tiered,3128261,31.94,5310872,200375,18.22,77.13,14.09,201472,Rejected,IRDAI
2018,IN-HP,LGD-D-8746148,ESIC,1718084,64.22,13473.14,7199.38,23284.43,Open,7457526,29.84,3455920,556367,24.6,78.04,5.84,210049,Approved,MoHFW
2022,IN-UP,LGD-D-6911803,Mixed,2217732,20.83,17640.85,16801.91,18253.96,Open,8799531,1.68,4408846,655113,46.48,45.97,19.12,168210,PendingDocs,NHA
2022,IN-RJ,LGD-D-6794650,CGHS,1099758,55.83,33580.01,4680.41,60357.83,Open,10936872,21.06,1112658,636533,20.08,16.61,31.94,177677,PendingDocs,NIC
2025,IN-MH,LGD-D-6388010,ESIC,1669036,74.1,5480.26,10751.0,13685.88,Restricted,2104815,4.61,182596,416643,45.44,12.37,7.86,154872,Approved,NHA
2020,IN-AS,LGD-D-7219884,CGHS,759131,73.78,31395.5,2858.5,65670.25,EHS_Network,4524116,33.03,2033041,91200,44.96,80.9,5.17,197777,NotApplicable,StateHealthDept
2021,IN-AP,LGD-D-5105081,PMJAY,2548334,90.47,12857.07,922.48,142216.75,Restricted,8658264,17.0,2265826,3841,39.28,18.54,8.22,130695,PendingDocs,IRDAI
2019,IN-MN,LGD-D-9605296,CommunityBased,1138508,75.18,23171.89,19922.86,80394.08,Open,3377839,32.32,3293864,380256,3.04,14.82,7.03,135659,Rejected,IRDAI
2020,IN-OD,LGD-D-5768119,CommunityBased,1269826,69.93,22687.67,8129.38,24556.04,Restricted,2342864,19.62,2930163,41935,1.35,9.07,16.12,94587,PendingDocs,StateHealthDept
2021,IN-AN,LGD-D-4689989,PMJAY,908370,18.54,18321.46,3991.5,2267.02,Open,10324048,14.65,4052853,35716,53.95,55.94,30.52,90089,PendingDocs,ESIC
2024,IN-KA,LGD-D-1403823,CommunityBased,1763287,55.87,25960.58,11488.06,84476.6,Open,2639677,5.87,5146959,35879,28.29,56.93,9.19,19978,PendingDocs,MoHFW
2017,IN-OD,LGD-D-1422344,CommunityBased,523295,67.82,29847.21,4130.28,6144.2,Preferred,9362851,20.85,1705001,312733,51.4,0.71,13.46,145814,UnderReview,NIC
2017,IN-AS,LGD-D-6183826,CGHS,352146,45.55,20682.68,18189.28,134169.75,EHS_Network,4097795,13.89,4409208,223288,10.97,66.61,16.57,143324,NotApplicable,MoHFW
2020,IN-GJ,LGD-D-8266020,PrivateGroup,853855,76.43,15932.21,14680.62,114820.13,Open,4509346,28.34,1653519,545277,22.93,18.23,21.58,174836,Approved,IRDAI
2021,IN-TN,LGD-D-1414451,PrivateGroup,201215,51.05,13558.1,3483.93,148723.56,Tiered,10012565,26.89,630766,124414,45.71,48.74,12.77,3679,NotApplicable,StateHealthDept
2021,IN-JK,LGD-D-7539941,PrivateGroup,3047479,52.6,30011.89,300.24,47169.34,Tiered,5400475,24.98,1404605,267611,6.23,55.22,15.69,122069,PendingDocs,ESIC
2019,IN-LA,LGD-D-6983825,PMJAY,3279544,49.02,3738.92,1766.9,53404.33,Restricted,7266796,23.64,38832,532926,18.97,8.53,0.8,129198,Rejected,ESIC
2020,IN-DL,LGD-D-2454884,StateScheme,2894460,35.03,32925.51,23217.51,47658.08,Preferred,6968936,4.14,5286817,495076,52.74,19.6,26.31,174122,Approved,NHA
2023,IN-BR,LGD-D-7898412,ESIC,3124894,63.22,13700.89,11618.89,15688.55,Open,772990,26.44,2723249,357345,32.96,3.78,1.23,150182,UnderReview,NHA
2023,IN-LD,LGD-D-7065032,CGHS,1076727,20.59,13661.08,6386.79,118451.48,Tiered,10577883,34.17,3984983,236668,18.35,36.37,4.86,171663,PendingDocs,IRDAI
2021,IN-KA,LGD-D-2374294,PrivateGroup,1301048,14.81,29612.17,5409.32,6398.03,Tiered,11390407,20.22,40768,328205,17.17,4.05,24.63,34913,UnderReview,IRDAI
2025,IN-PY,LGD-D-7136289,PrivateGroup,2019591,41.77,22722.3,6952.23,147072.54,Preferred,10479187,23.14,1406406,487176,35.0,81.97,3.94,61556,Rejected,ESIC
2016,IN-KL,LGD-D-8156370,ESIC,517413,16.55,33866.42,24278.9,68734.93,Restricted,8311632,0.89,1803796,88723,19.0,21.92,23.03,52067,NotApplicable,NHA
2016,IN-TR,LGD-D-5578769,StateScheme,3373535,21.78,24549.51,873.87,136947.79,Preferred,2970970,20.13,4154557,411293,50.9,0.43,30.43,49997,UnderReview,IRDAI
2016,IN-AP,LGD-D-6470049,CGHS,344807,51.57,34477.47,22457.07,96598.78,Preferred,2410583,28.7,2203162,613663,8.51,58.82,19.62,128658,Rejected,CGHS
2019,IN-AR,LGD-D-8375812,StateScheme,3289181,24.81,17693.71,13549.99,115853.46,Restricted,5678520,28.63,2215171,409063,35.39,5.63,22.32,224851,NotApplicable,NIC
2021,IN-LD,LGD-D-4257475,ESIC,407771,56.21,12559.35,18091.94,70606.06,Preferred,9504456,11.45,2141817,186109,50.72,47.56,18.66,129181,PendingDocs,StateHealthDept
2020,IN-MN,LGD-D-4241934,PrivateGroup,2232246,55.68,10911.07,11219.13,75792.56,Preferred,4602720,27.1,44804,555051,2.98,22.8,5.14,144909,NotApplicable,ESIC
2021,IN-AR,LGD-D-1703177,StateScheme,2175368,1.61,19504.48,5997.09,82282.27,Open,1999827,9.79,1883835,437575,38.49,17.9,7.79,207902,UnderReview,IRDAI
2017,IN-MN,LGD-D-6076330,CommunityBased,3325414,30.04,17077.44,7490.86,118391.61,Open,5533126,17.41,3233325,55538,50.34,34.22,19.89,246408,UnderReview,CGHS
2018,IN-LA,LGD-D-4514174,StateScheme,1963486,78.51,6127.65,13708.45,147871.95,Preferred,4261695,11.75,5840574,516875,47.97,71.22,11.76,60653,UnderReview,NHA
2021,IN-MH,LGD-D-7284179,CommunityBased,294638,24.07,4851.87,15187.93,26905.74,Preferred,10121844,8.41,1434186,187954,50.73,39.74,9.42,20079,UnderReview,IRDAI
2017,IN-TR,LGD-D-8376640,Mixed,2111042,44.88,32422.27,19893.07,76747.55,Tiered,305202,16.02,3817803,310756,25.09,33.93,10.21,98791,NotApplicable,ESIC
2021,IN-GJ,LGD-D-6422769,CGHS,3029320,18.91,31477.02,1036.66,22579.98,Open,8341731,11.83,4567580,108614,52.74,2.87,8.3,226318,Approved,IRDAI
2024,IN-LD,LGD-D-5551283,Mixed,2290602,38.64,28624.08,539.22,55447.8,Tiered,4536452,13.25,4209082,197133,7.72,76.48,19.91,2027,Rejected,CGHS
2017,IN-MN,LGD-D-1352264,StateScheme,3137680,9.11,8824.0,22902.23,50090.4,Tiered,7027386,30.28,145793,582006,7.1,74.87,13.41,210845,UnderReview,NHA
2024,IN-PY,LGD-D-2946014,Mixed,1857798,83.01,15995.56,19048.74,133996.69,Tiered,10887716,24.92,3589521,658877,45.63,47.22,1.41,45641,Approved,MoHFW
2024,IN-TR,LGD-D-7721013,CGHS,836532,86.75,19022.83,10008.68,40109.69,Tiered,5442002,18.94,5393779,57992,3.12,27.12,24.95,196637,Rejected,NHA
2018,IN-KL,LGD-D-6028167,StateScheme,3337203,24.34,17722.94,9915.73,23138.84,EHS_Network,3418700,28.09,2765487,462598,36.47,70.68,14.2,95199,Rejected,IRDAI
2023,IN-WB,LGD-D-1926724,Mixed,778038,92.59,30013.78,16116.32,35219.18,Tiered,9084111,2.25,1367523,121026,31.96,70.53,30.34,233125,Approved,NIC
2016,IN-HP,LGD-D-3573251,PrivateGroup,2922245,24.49,12562.5,22579.4,104875.35,EHS_Network,10658876,20.36,3937667,171471,6.9,71.45,5.79,79878,Rejected,ESIC
2020,IN-ML,LGD-D-3465058,CommunityBased,50869,10.5,18503.55,2963.6,30566.69,Restricted,3631001,2.11,4112012,579637,9.4,84.75,0.99,20689,PendingDocs,CGHS
2024,IN-JH,LGD-D-4251653,StateScheme,1227883,74.75,30677.7,23706.52,105984.82,Tiered,3569924,4.9,3757944,434174,14.43,45.93,22.2,67006,PendingDocs,NIC
2019,IN-MH,LGD-D-1222220,StateScheme,2390174,91.54,6528.2,7811.34,129407.93,Restricted,1939984,26.18,5560919,334312,53.25,69.09,33.66,4086,NotApplicable,NIC
2021,IN-RJ,LGD-D-2513468,ESIC,1070379,56.42,21047.87,10121.35,43283.23,EHS_Network,6245750,19.56,5710446,309205,7.09,51.82,2.14,37681,Approved,StateHealthDept
2016,IN-UP,LGD-D-5034047,StateScheme,794995,69.25,16577.11,18623.89,89952.29,Open,3250887,15.43,5641204,599520,35.62,22.61,4.05,127958,NotApplicable,CGHS
2024,IN-SK,LGD-D-8993905,CommunityBased,300149,78.98,9456.09,15318.26,143959.91,Preferred,549535,27.72,252162,678981,16.7,76.01,17.46,135610,Rejected,CGHS
2016,IN-MN,LGD-D-5029330,Mixed,2153622,61.98,18934.65,16110.76,9502.92,Preferred,8206298,4.19,5485826,637420,39.21,73.7,11.84,838,PendingDocs,NHA
2017,IN-DL,LGD-D-8671705,Mixed,2164909,94.11,11375.03,1078.61,111981.96,Preferred,5475289,1.68,2379949,583597,8.31,77.32,12.92,77009,PendingDocs,MoHFW
2020,IN-MH,LGD-D-5212288,CGHS,1809716,80.76,27725.05,14904.73,120212.2,Tiered,5996006,13.64,508172,512956,13.04,35.79,28.87,172263,Approved,IRDAI
2021,IN-JH,LGD-D-8951198,StateScheme,3450672,27.33,6850.8,13475.22,110672.94,Restricted,2654116,1.77,1679022,272928,54.81,63.37,22.11,135570,PendingDocs,CGHS
2021,IN-GJ,LGD-D-8521516,ESIC,166595,62.06,14322.18,5547.26,116337.15,EHS_Network,2287259,17.21,3378060,541649,11.12,77.63,17.71,210857,Rejected,StateHealthDept
2016,IN-WB,LGD-D-7346933,PMJAY,2239519,85.72,2058.07,11587.82,38961.95,Preferred,6369529,26.72,1283705,206443,52.15,23.3,18.74,166634,Approved,NHA
2017,IN-JH,LGD-D-6380402,PMJAY,64712,63.88,10549.5,11799.45,117314.8,Restricted,845928,3.37,4082955,668451,40.2,70.14,8.02,235179,NotApplicable,StateHealthDept
2016,IN-WB,LGD-D-1478601,ESIC,1806870,88.71,31827.94,12873.2,62380.61,Preferred,11704272,9.67,2558201,535143,50.21,17.91,26.73,40857,PendingDocs,NIC
2017,IN-JK,LGD-D-3176844,ESIC,1454318,87.93,21548.01,4771.21,58415.66,Tiered,7587033,7.39,5385331,132589,14.18,68.84,7.39,70573,PendingDocs,CGHS
2018,IN-PB,LGD-D-2371248,ESIC,2843423,7.25,17192.89,8861.21,21533.11,EHS_Network,7682272,15.9,2278707,505212,22.53,30.26,21.22,228351,Approved,StateHealthDept
2018,IN-CG,LGD-D-3334493,PrivateGroup,1153019,64.1,16126.37,12173.34,23802.0,Open,6549308,8.39,2992504,183818,34.67,19.77,14.83,137849,Rejected,CGHS
2016,IN-PY,LGD-D-3320126,ESIC,448348,20.84,18227.29,24606.54,81543.24,Tiered,5681372,27.38,5713396,68973,3.26,61.59,34.28,46605,Rejected,NHA
2023,IN-CG,LGD-D-3508952,Mixed,2682551,57.61,24317.32,5237.49,148397.37,Preferred,7737630,30.29,3607657,79776,31.1,83.3,27.39,18035,NotApplicable,CGHS
2025,IN-TR,LGD-D-6985807,CGHS,1357990,29.99,33199.41,11745.0,126793.14,Preferred,3738058,12.97,3683526,388339,41.23,46.63,14.08,249691,Rejected,IRDAI
2018,IN-LD,LGD-D-3377029,PMJAY,1629029,93.12,2929.31,6463.57,130424.45,Preferred,10496937,32.04,757156,532203,24.36,7.93,0.76,171161,PendingDocs,NHA
2019,IN-TS,LGD-D-2324958,Mixed,2453502,39.15,21113.95,1871.18,57092.07,Preferred,10293471,28.09,4119651,174477,0.57,4.2,9.84,194674,Approved,ESIC
2018,IN-TS,LGD-D-4434291,StateScheme,1934505,12.14,15269.98,849.01,31303.72,Preferred,3489508,26.0,3856304,481144,16.72,63.61,18.94,111881,UnderReview,NHA
2023,IN-KA,LGD-D-9447574,Mixed,154653,81.71,34963.96,11824.95,116196.67,Tiered,9293366,7.41,112600,75279,3.3,83.44,13.76,118054,NotApplicable,MoHFW
2018,IN-OD,LGD-D-1935848,Mixed,1675807,27.12,3341.54,9413.62,54074.02,EHS_Network,5184774,5.71,3830512,200956,14.35,47.79,27.78,117851,NotApplicable,CGHS
2018,IN-OD,LGD-D-9245126,PrivateGroup,1853858,12.52,18316.19,5677.0,140618.78,Preferred,11831737,24.08,3129480,623434,35.09,68.67,19.18,137641,Approved,StateHealthDept
2017,IN-KA,LGD-D-1062083,Mixed,3118637,68.29,29113.51,2327.85,69775.9,Preferred,2603567,27.62,5228466,201033,10.85,12.26,0.89,226061,NotApplicable,NHA
2020,IN-DH,LGD-D-2722980,PMJAY,2048829,16.75,14825.43,10808.95,122268.36,Open,4510695,2.59,169061,512820,52.5,2.34,3.83,190851,Rejected,CGHS
2025,IN-GA,LGD-D-9736907,StateScheme,1879841,80.57,5098.72,9313.82,87820.74,Restricted,11869024,10.19,4413651,618673,24.63,61.17,22.24,39524,Approved,CGHS
2017,IN-ML,LGD-D-5319603,ESIC,2957365,18.14,5142.65,7264.94,86758.03,Open,1665556,14.92,3780820,334041,28.21,34.49,3.63,246346,UnderReview,CGHS
2022,IN-BR,LGD-D-3209805,CommunityBased,2124962,86.8,17468.35,21720.51,35330.77,Tiered,3495191,19.86,1507882,546102,15.06,34.29,18.41,197997,PendingDocs,IRDAI
2024,IN-MN,LGD-D-6146940,StateScheme,1340217,33.03,30390.33,24041.02,7596.87,EHS_Network,2372680,27.29,1955996,353074,11.07,1.68,34.33,121324,PendingDocs,CGHS
2020,IN-RJ,LGD-D-5800974,PMJAY,2151872,14.15,16681.11,24603.73,64121.42,Restricted,8151953,32.14,3906394,603269,19.73,79.9,18.33,136964,NotApplicable,NHA
2024,IN-UP,LGD-D-1860873,ESIC,319074,62.26,6471.84,14982.52,74093.88,EHS_Network,9071042,22.37,5077269,265825,13.97,28.94,6.9,120694,PendingDocs,IRDAI
2023,IN-MN,LGD-D-1588678,PMJAY,932255,73.12,26320.3,12831.7,72858.95,Preferred,11926900,8.37,2921901,201052,50.25,76.7,8.86,235219,Approved,IRDAI
2016,IN-LD,LGD-D-7066554,PMJAY,332058,26.13,9643.19,8688.81,6295.63,EHS_Network,7224041,26.87,5574341,8203,10.32,79.73,27.87,31837,NotApplicable,IRDAI
2017,IN-CG,LGD-D-7213298,CGHS,1847720,74.63,18212.1,23427.85,43556.79,EHS_Network,3720260,13.97,4423289,564828,1.47,84.97,1.56,138977,Approved,ESIC
2019,IN-UK,LGD-D-3904375,CommunityBased,3495386,0.41,5217.0,5020.4,127300.3,Preferred,4984249,0.96,3267646,128316,4.59,19.56,9.04,59261,NotApplicable,MoHFW
2021,IN-AR,LGD-D-8324597,StateScheme,567125,25.9,12019.74,4937.47,98463.86,EHS_Network,9455071,7.04,4069474,84693,10.98,42.8,20.9,146349,Rejected,MoHFW
2016,IN-ML,LGD-D-2946318,CommunityBased,2263089,84.36,29470.29,14214.05,63832.92,Open,11242995,33.98,5941005,606197,30.92,59.14,29.64,99515,NotApplicable,MoHFW
2023,IN-AP,LGD-D-3660595,CGHS,573885,84.58,3544.89,5817.79,145684.6,Tiered,65060,25.05,186420,565221,4.14,13.35,23.35,125676,NotApplicable,CGHS
2020,IN-MP,LGD-D-2929969,PrivateGroup,3452300,41.88,20315.68,17639.09,129966.5,EHS_Network,2564427,27.89,3304873,60553,28.11,22.8,29.69,119622,NotApplicable,ESIC
2024,IN-KL,LGD-D-2440426,ESIC,1507317,95.38,24385.03,17843.74,71148.11,Open,4107381,30.3,3656119,520129,20.06,40.3,7.07,129367,PendingDocs,IRDAI
2016,IN-AS,LGD-D-9127396,StateScheme,836049,9.69,15557.34,15025.85,61658.29,Open,6626569,31.47,5705421,121817,19.57,34.7,10.35,23151,Approved,ESIC
2021,IN-UP,LGD-D-4319268,StateScheme,1975468,57.63,16377.54,8984.46,119487.2,EHS_Network,1027570,32.93,3419605,58071,53.28,59.14,3.01,29208,NotApplicable,NIC
2024,IN-PY,LGD-D-4608238,PMJAY,1079396,22.78,7393.91,23758.97,92373.51,Restricted,2641156,31.23,804759,53972,30.86,23.86,17.87,85801,UnderReview,StateHealthDept
2021,IN-LA,LGD-D-2377246,Mixed,1257192,1.72,7443.04,2021.72,76497.06,Tiered,4817499,25.81,3582208,491209,51.43,15.56,23.36,10985,Rejected,ESIC
2024,IN-TS,LGD-D-9323071,Mixed,3286104,46.28,9535.21,5182.82,130644.46,Restricted,10957734,27.83,3720975,264875,17.3,52.09,16.72,87404,Approved,StateHealthDept
2019,IN-CH,LGD-D-9573336,CommunityBased,1523295,74.04,15704.89,21129.42,62600.7,EHS_Network,8981020,28.46,1301851,649464,26.23,62.82,22.81,136946,UnderReview,ESIC
2021,IN-OD,LGD-D-9250081,PMJAY,1116934,57.08,18210.49,368.97,11918.54,Open,8997396,20.3,5277188,252189,45.73,35.12,0.84,133228,Rejected,IRDAI
2024,IN-OD,LGD-D-1901206,Mixed,2572751,19.5,16761.42,20890.26,86074.46,EHS_Network,1169996,2.39,2808882,565778,14.94,38.0,7.47,47898,UnderReview,CGHS
2022,IN-KA,LGD-D-1875848,CGHS,3315711,50.72,31150.36,22689.91,89331.41,Tiered,2790250,22.95,4098612,36269,30.1,14.35,5.11,153530,PendingDocs,IRDAI
2023,IN-GA,LGD-D-8211811,PMJAY,2788857,41.16,4920.85,15313.21,93201.84,Preferred,1181985,18.33,5468375,561574,4.04,61.23,5.2,170712,NotApplicable,ESIC
2019,IN-LD,LGD-D-3983947,CommunityBased,466084,68.46,10623.65,23585.33,68602.0,Preferred,9737844,20.08,5605715,665298,47.36,39.52,8.43,162397,NotApplicable,NHA
2020,IN-NL,LGD-D-2422890,CommunityBased,1681928,28.36,18489.27,2505.64,39738.42,Restricted,9229655,6.9,2299056,462144,19.81,66.64,13.98,228820,PendingDocs,ESIC
2023,IN-NL,LGD-D-1704687,Mixed,97869,29.76,19452.41,10870.27,41718.41,EHS_Network,4250658,33.92,344511,643778,46.31,18.63,12.87,9264,Rejected,IRDAI
2023,IN-JK,LGD-D-2139562,Mixed,1944399,15.95,28402.04,23307.69,54646.91,Tiered,6234802,30.57,4153093,241224,21.56,20.6,23.87,160310,Rejected,StateHealthDept
2022,IN-RJ,LGD-D-8865574,Mixed,2672882,48.06,30500.02,18414.82,64851.63,Tiered,8636867,23.3,447165,479677,33.83,83.57,13.46,233846,PendingDocs,StateHealthDept
2019,IN-UK,LGD-D-3720761,PMJAY,2680568,80.59,26780.06,14311.46,84853.64,EHS_Network,2939247,24.03,1498261,498672,54.31,76.17,11.02,233285,UnderReview,CGHS
