safe_terror_reference_year,safe_terror_country_iso2,safe_terror_attack_type_code,safe_terror_attack_count,safe_terror_fatalities_count,safe_terror_injuries_count,safe_terror_arrests_count,safe_terror_plot_disrupted_count,safe_terror_radicalisation_channel_code,safe_terror_online_propaganda_takedowns_count,safe_terror_foreign_fighter_returnees_count,safe_terror_financing_case_count,safe_terror_ct_policy_measure_code,safe_terror_public_alert_level_code,safe_terror_critical_infrastructure_threat_flag,safe_terror_cross_border_cooperation_flag,safe_terror_eu_agency_dataset,safe_terror_data_source,safe_terror_revision_round,safe_terror_data_extract_date
2018,IT,ATTACK_ATTEMPTED,8,2,59,158,6,TRAVEL_RELATED,565,19,22,FINANCIAL_SANCTIONS,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-02-07
2019,NL,STABBING,7,3,16,71,15,UNKNOWN,3060,23,54,INTELLIGENCE_SHARING,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-01-20
2020,SI,FIREARM,5,1,36,88,37,ONLINE,11636,0,10,ONLINE_CONTENT_ACTION,GUARDED,0,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-03-29
2021,BG,ATTACK_COMPLETED,1,0,2,127,26,PRISON,3515,17,91,DERADICALISATION_PROGRAM,LOW,1,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-10-01
2022,EE,VEHICLE_ATTACK,5,7,38,30,25,IN_PERSON_NETWORK,297,21,58,BORDER_SCREENING,SEVERE,1,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2026-02-08
2023,HU,SABOTAGE,9,7,12,47,42,FAMILY_PEER,666,23,16,CRITICAL_INFRA_PROTECTION,HIGH,0,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-07-21
2024,LU,ARSON,11,1,52,240,22,TRAVEL_RELATED,278,30,6,CT_STRATEGY_UPDATE,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-04-23
2025,RO,EXPLOSIVE_DEVICE,9,13,5,79,34,UNKNOWN,443,33,38,FINANCIAL_SANCTIONS,GUARDED,1,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2024-10-24
2006,AT,ATTACK_ATTEMPTED,8,14,50,98,27,ONLINE,4837,1,53,INTELLIGENCE_SHARING,LOW,0,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2025-05-10
2007,CZ,STABBING,4,8,7,143,36,PRISON,1489,77,20,ONLINE_CONTENT_ACTION,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-08-10
2008,DE,FIREARM,3,8,12,15,7,IN_PERSON_NETWORK,1519,69,0,DERADICALISATION_PROGRAM,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-10-19
2009,LV,ATTACK_COMPLETED,3,6,12,7,21,FAMILY_PEER,3068,37,61,BORDER_SCREENING,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2024-03-07
2010,PL,VEHICLE_ATTACK,3,9,45,91,37,TRAVEL_RELATED,3964,30,37,CRITICAL_INFRA_PROTECTION,GUARDED,0,1,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-02-06
2011,ES,SABOTAGE,3,4,20,147,1,UNKNOWN,3318,7,14,CT_STRATEGY_UPDATE,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-01-04
2012,HR,ARSON,1,2,8,17,19,ONLINE,14680,60,36,FINANCIAL_SANCTIONS,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-08-18
2013,FI,EXPLOSIVE_DEVICE,1,4,5,120,24,PRISON,1915,1,10,INTELLIGENCE_SHARING,HIGH,0,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-09-16
2014,IE,ATTACK_ATTEMPTED,1,1,8,211,22,IN_PERSON_NETWORK,66,49,19,ONLINE_CONTENT_ACTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-07-28
2015,MT,STABBING,10,20,89,6,11,FAMILY_PEER,130,29,26,DERADICALISATION_PROGRAM,GUARDED,0,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-04-18
2016,SK,FIREARM,11,17,97,189,27,TRAVEL_RELATED,3286,27,54,BORDER_SCREENING,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-04-08
2017,BE,ATTACK_COMPLETED,1,1,4,175,13,UNKNOWN,498,17,63,CRITICAL_INFRA_PROTECTION,SEVERE,0,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-04-03
2018,DK,VEHICLE_ATTACK,11,4,105,83,36,ONLINE,1077,28,21,CT_STRATEGY_UPDATE,HIGH,0,1,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-05-08
2019,GR,SABOTAGE,1,0,7,239,14,PRISON,1818,0,17,FINANCIAL_SANCTIONS,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-03-28
2020,LT,ARSON,0,0,0,155,32,IN_PERSON_NETWORK,3681,35,47,INTELLIGENCE_SHARING,GUARDED,0,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-12-08
2021,PT,EXPLOSIVE_DEVICE,11,24,117,63,4,FAMILY_PEER,446,23,29,ONLINE_CONTENT_ACTION,LOW,1,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2024-10-10
2022,SE,ATTACK_ATTEMPTED,6,12,14,193,33,TRAVEL_RELATED,3599,46,55,DERADICALISATION_PROGRAM,SEVERE,0,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-07-10
2023,CY,STABBING,4,7,34,232,26,UNKNOWN,698,6,98,BORDER_SCREENING,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-03-02
2024,FR,FIREARM,1,3,4,123,37,ONLINE,9096,10,29,CRITICAL_INFRA_PROTECTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-12-01
2025,IT,ATTACK_COMPLETED,0,0,0,59,37,PRISON,1981,22,20,CT_STRATEGY_UPDATE,GUARDED,1,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-01-21
2006,NL,VEHICLE_ATTACK,6,8,25,199,16,IN_PERSON_NETWORK,2966,24,24,FINANCIAL_SANCTIONS,LOW,1,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-01-07
2007,SI,SABOTAGE,3,3,7,81,17,FAMILY_PEER,4002,1,7,INTELLIGENCE_SHARING,SEVERE,0,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-12-31
2008,BG,ARSON,2,1,6,242,20,TRAVEL_RELATED,1139,35,20,ONLINE_CONTENT_ACTION,HIGH,1,1,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-06-25
2009,EE,EXPLOSIVE_DEVICE,10,37,97,147,21,UNKNOWN,2284,38,28,DERADICALISATION_PROGRAM,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-12-03
2010,HU,ATTACK_ATTEMPTED,11,3,70,101,9,ONLINE,6958,12,54,BORDER_SCREENING,GUARDED,0,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-09-22
2011,LU,STABBING,9,13,20,45,19,PRISON,3821,47,56,CRITICAL_INFRA_PROTECTION,LOW,0,0,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-06-22
2012,RO,FIREARM,3,4,22,247,42,IN_PERSON_NETWORK,2343,20,19,CT_STRATEGY_UPDATE,SEVERE,0,1,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-10-14
2013,AT,ATTACK_COMPLETED,2,1,2,43,24,FAMILY_PEER,4142,16,9,FINANCIAL_SANCTIONS,HIGH,0,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-05-04
2014,CZ,VEHICLE_ATTACK,8,25,99,247,12,TRAVEL_RELATED,2963,63,66,INTELLIGENCE_SHARING,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-01-22
2015,DE,SABOTAGE,8,17,71,70,17,UNKNOWN,4149,48,19,ONLINE_CONTENT_ACTION,GUARDED,0,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-02-09
2016,LV,ARSON,9,3,59,193,37,ONLINE,7195,4,85,DERADICALISATION_PROGRAM,LOW,1,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-06-15
2017,PL,EXPLOSIVE_DEVICE,4,16,14,199,8,PRISON,1110,71,30,BORDER_SCREENING,SEVERE,0,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-10-20
2018,ES,ATTACK_ATTEMPTED,4,5,5,171,13,IN_PERSON_NETWORK,4001,53,45,CRITICAL_INFRA_PROTECTION,HIGH,1,1,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-03-15
2019,HR,STABBING,2,4,1,246,34,FAMILY_PEER,1958,2,55,CT_STRATEGY_UPDATE,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-05-04
2020,FI,FIREARM,10,11,72,163,4,TRAVEL_RELATED,2861,50,31,FINANCIAL_SANCTIONS,GUARDED,1,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-05-15
2021,IE,ATTACK_COMPLETED,11,19,47,161,17,UNKNOWN,339,47,59,INTELLIGENCE_SHARING,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2024-08-14
2022,MT,VEHICLE_ATTACK,5,22,64,40,26,ONLINE,11969,44,49,ONLINE_CONTENT_ACTION,SEVERE,1,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-08-31
2023,SK,SABOTAGE,0,0,0,47,27,PRISON,509,15,31,DERADICALISATION_PROGRAM,HIGH,0,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-02-16
2024,BE,ARSON,5,9,35,164,38,IN_PERSON_NETWORK,2395,25,97,BORDER_SCREENING,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-05-06
2025,DK,EXPLOSIVE_DEVICE,1,4,10,156,17,FAMILY_PEER,647,20,53,CRITICAL_INFRA_PROTECTION,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2024-12-25
2006,GR,ATTACK_ATTEMPTED,2,2,10,236,13,TRAVEL_RELATED,3360,0,5,CT_STRATEGY_UPDATE,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-05-30
2007,LT,STABBING,1,0,0,141,10,UNKNOWN,1020,35,22,FINANCIAL_SANCTIONS,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-02-09
2008,PT,FIREARM,1,2,7,252,31,ONLINE,11687,71,57,INTELLIGENCE_SHARING,HIGH,0,1,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-10-25
2009,SE,ATTACK_COMPLETED,1,1,1,78,22,PRISON,4159,63,59,ONLINE_CONTENT_ACTION,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2024-10-26
2010,CY,VEHICLE_ATTACK,11,10,99,251,41,IN_PERSON_NETWORK,2245,68,57,DERADICALISATION_PROGRAM,GUARDED,0,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-08-21
2011,FR,SABOTAGE,5,11,20,2,22,FAMILY_PEER,1870,24,99,BORDER_SCREENING,LOW,0,0,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-09-25
2012,IT,ARSON,10,10,71,235,20,TRAVEL_RELATED,3250,3,3,CRITICAL_INFRA_PROTECTION,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-02-09
2013,NL,EXPLOSIVE_DEVICE,3,3,43,230,19,UNKNOWN,3351,76,54,CT_STRATEGY_UPDATE,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-06-01
2014,SI,ATTACK_ATTEMPTED,1,1,5,181,29,ONLINE,13950,47,23,FINANCIAL_SANCTIONS,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-12-26
2015,BG,STABBING,2,0,14,30,6,PRISON,2921,28,46,INTELLIGENCE_SHARING,GUARDED,1,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-10-31
2016,EE,FIREARM,4,1,8,252,4,IN_PERSON_NETWORK,1027,3,44,ONLINE_CONTENT_ACTION,LOW,1,1,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-07-02
2017,HU,ATTACK_COMPLETED,7,15,12,249,0,FAMILY_PEER,4032,30,58,DERADICALISATION_PROGRAM,SEVERE,0,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-08-25
2018,LU,VEHICLE_ATTACK,4,15,48,153,43,TRAVEL_RELATED,3352,73,97,BORDER_SCREENING,HIGH,0,1,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-02-15
2019,RO,SABOTAGE,9,3,25,20,14,UNKNOWN,2322,36,4,CRITICAL_INFRA_PROTECTION,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-07-30
2020,AT,ARSON,2,2,17,66,14,ONLINE,2172,66,43,CT_STRATEGY_UPDATE,GUARDED,0,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-07-15
2021,CZ,EXPLOSIVE_DEVICE,5,12,8,185,3,PRISON,3935,35,69,FINANCIAL_SANCTIONS,LOW,0,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-12-04
2022,DE,ATTACK_ATTEMPTED,3,2,5,161,40,IN_PERSON_NETWORK,2035,28,52,INTELLIGENCE_SHARING,SEVERE,0,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-12-24
2023,LV,STABBING,10,9,20,96,27,FAMILY_PEER,3657,4,25,ONLINE_CONTENT_ACTION,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-01-13
2024,PL,FIREARM,1,4,2,235,22,TRAVEL_RELATED,570,0,31,DERADICALISATION_PROGRAM,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-03-06
2025,ES,ATTACK_COMPLETED,9,10,27,19,25,UNKNOWN,2217,6,25,BORDER_SCREENING,GUARDED,1,1,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-01-26
2006,HR,VEHICLE_ATTACK,10,3,116,144,40,ONLINE,7647,9,43,CRITICAL_INFRA_PROTECTION,LOW,0,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-12-15
2007,FI,SABOTAGE,0,0,0,102,19,PRISON,4004,72,50,CT_STRATEGY_UPDATE,SEVERE,0,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-02-22
2008,IE,ARSON,0,0,0,134,9,IN_PERSON_NETWORK,2215,46,10,FINANCIAL_SANCTIONS,HIGH,0,1,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-03-18
2009,MT,EXPLOSIVE_DEVICE,9,10,126,174,19,FAMILY_PEER,3588,58,33,INTELLIGENCE_SHARING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-08-05
2010,SK,ATTACK_ATTEMPTED,0,0,0,139,34,TRAVEL_RELATED,1822,38,58,ONLINE_CONTENT_ACTION,GUARDED,0,1,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-10-26
2011,BE,STABBING,8,17,8,171,11,UNKNOWN,432,4,27,DERADICALISATION_PROGRAM,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-06-01
2012,DK,FIREARM,3,11,8,144,24,ONLINE,13179,28,41,BORDER_SCREENING,SEVERE,0,1,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-11-09
2013,GR,ATTACK_COMPLETED,8,8,33,209,1,PRISON,258,10,54,CRITICAL_INFRA_PROTECTION,HIGH,0,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2025-01-08
2014,LT,VEHICLE_ATTACK,1,1,11,73,32,IN_PERSON_NETWORK,98,55,50,CT_STRATEGY_UPDATE,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-05-12
2015,PT,SABOTAGE,6,13,38,83,9,FAMILY_PEER,1445,39,15,FINANCIAL_SANCTIONS,GUARDED,1,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-04-05
2016,SE,ARSON,6,6,30,133,41,TRAVEL_RELATED,3352,28,39,INTELLIGENCE_SHARING,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-01-19
2017,CY,EXPLOSIVE_DEVICE,1,0,7,178,8,UNKNOWN,1897,74,48,ONLINE_CONTENT_ACTION,SEVERE,0,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-07-23
2018,FR,ATTACK_ATTEMPTED,9,13,12,160,42,ONLINE,1554,68,30,DERADICALISATION_PROGRAM,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-11-19
2019,IT,STABBING,1,1,3,183,33,PRISON,3696,49,31,BORDER_SCREENING,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-05-12
2020,NL,FIREARM,5,2,13,94,2,IN_PERSON_NETWORK,3203,66,21,CRITICAL_INFRA_PROTECTION,GUARDED,0,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-08-14
2021,SI,ATTACK_COMPLETED,0,0,0,7,15,FAMILY_PEER,3865,25,16,CT_STRATEGY_UPDATE,LOW,0,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2024-02-24
2022,BG,VEHICLE_ATTACK,11,24,57,251,10,TRAVEL_RELATED,1079,32,26,FINANCIAL_SANCTIONS,SEVERE,1,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-02-17
2023,EE,SABOTAGE,0,0,0,60,0,UNKNOWN,2628,0,58,INTELLIGENCE_SHARING,HIGH,1,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-03-18
2024,HU,ARSON,10,21,36,27,23,ONLINE,13410,28,27,ONLINE_CONTENT_ACTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-09-15
2025,LU,EXPLOSIVE_DEVICE,1,1,6,54,26,PRISON,3505,1,19,DERADICALISATION_PROGRAM,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2024-03-14
2006,RO,ATTACK_ATTEMPTED,6,4,9,81,7,IN_PERSON_NETWORK,21,12,38,BORDER_SCREENING,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-02-08
2007,AT,STABBING,10,9,39,201,40,FAMILY_PEER,107,12,36,CRITICAL_INFRA_PROTECTION,SEVERE,0,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-01-15
2008,CZ,FIREARM,4,13,27,81,18,TRAVEL_RELATED,257,37,41,CT_STRATEGY_UPDATE,HIGH,1,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-06-11
2009,DE,ATTACK_COMPLETED,9,17,13,235,39,UNKNOWN,74,23,41,FINANCIAL_SANCTIONS,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-01-16
2010,LV,VEHICLE_ATTACK,10,3,73,14,7,ONLINE,13022,6,55,INTELLIGENCE_SHARING,GUARDED,0,1,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-02-23
2011,PL,SABOTAGE,3,3,16,191,22,PRISON,2651,60,51,ONLINE_CONTENT_ACTION,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-04-08
2012,ES,ARSON,5,6,13,70,16,IN_PERSON_NETWORK,2042,26,18,DERADICALISATION_PROGRAM,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-06-07
2013,HR,EXPLOSIVE_DEVICE,5,1,12,156,43,FAMILY_PEER,410,3,56,BORDER_SCREENING,HIGH,0,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-05-13
2014,FI,ATTACK_ATTEMPTED,8,8,20,128,39,TRAVEL_RELATED,917,74,72,CRITICAL_INFRA_PROTECTION,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2026-01-06
2015,IE,STABBING,7,8,8,193,8,UNKNOWN,639,53,47,CT_STRATEGY_UPDATE,GUARDED,0,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-11-05
2016,MT,FIREARM,3,2,18,113,26,ONLINE,710,48,38,FINANCIAL_SANCTIONS,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-05-15
2017,SK,ATTACK_COMPLETED,11,14,105,36,19,PRISON,3131,35,92,INTELLIGENCE_SHARING,SEVERE,0,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2026-01-20
2018,BE,VEHICLE_ATTACK,11,3,168,74,36,IN_PERSON_NETWORK,1670,67,33,ONLINE_CONTENT_ACTION,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-12-26
2019,DK,SABOTAGE,3,4,11,183,21,FAMILY_PEER,2043,52,51,DERADICALISATION_PROGRAM,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-01-01
2020,GR,ARSON,1,0,8,179,26,TRAVEL_RELATED,3729,9,45,BORDER_SCREENING,GUARDED,0,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-01-04
2021,LT,EXPLOSIVE_DEVICE,5,13,14,75,3,UNKNOWN,3593,7,20,CRITICAL_INFRA_PROTECTION,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2026-02-21
2022,PT,ATTACK_ATTEMPTED,10,5,21,242,12,ONLINE,1251,11,36,CT_STRATEGY_UPDATE,SEVERE,0,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-02-27
2023,SE,STABBING,5,9,8,62,8,PRISON,1752,34,46,FINANCIAL_SANCTIONS,HIGH,0,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-11-02
2024,CY,FIREARM,11,3,97,199,15,IN_PERSON_NETWORK,2342,8,63,INTELLIGENCE_SHARING,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-11-12
2025,FR,ATTACK_COMPLETED,2,2,8,48,19,FAMILY_PEER,3501,4,19,ONLINE_CONTENT_ACTION,GUARDED,0,1,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-07-19
2006,IT,VEHICLE_ATTACK,8,28,106,107,13,TRAVEL_RELATED,3021,34,34,DERADICALISATION_PROGRAM,LOW,0,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2025-04-22
2007,NL,SABOTAGE,6,10,19,197,31,UNKNOWN,3855,21,22,BORDER_SCREENING,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-01-08
2008,SI,ARSON,11,16,35,249,15,ONLINE,14828,66,40,CRITICAL_INFRA_PROTECTION,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-09-25
2009,BG,EXPLOSIVE_DEVICE,1,3,4,135,11,PRISON,103,38,17,CT_STRATEGY_UPDATE,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2024-06-14
2010,EE,ATTACK_ATTEMPTED,10,11,13,168,43,IN_PERSON_NETWORK,1693,38,39,FINANCIAL_SANCTIONS,GUARDED,1,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-03-28
2011,HU,STABBING,6,9,15,163,15,FAMILY_PEER,969,37,54,INTELLIGENCE_SHARING,LOW,0,0,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-03-16
2012,LU,FIREARM,11,46,65,143,18,TRAVEL_RELATED,561,27,4,ONLINE_CONTENT_ACTION,SEVERE,1,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-04-02
2013,RO,ATTACK_COMPLETED,7,2,28,64,37,UNKNOWN,590,69,64,DERADICALISATION_PROGRAM,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2025-09-11
2014,AT,VEHICLE_ATTACK,6,22,56,89,36,ONLINE,3987,72,58,BORDER_SCREENING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-02-06
2015,CZ,SABOTAGE,8,8,31,171,31,PRISON,2325,65,39,CRITICAL_INFRA_PROTECTION,GUARDED,0,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-10-06
2016,DE,ARSON,9,1,29,104,24,IN_PERSON_NETWORK,785,24,9,CT_STRATEGY_UPDATE,LOW,0,1,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-01-21
2017,LV,EXPLOSIVE_DEVICE,1,3,3,5,24,FAMILY_PEER,3355,18,61,FINANCIAL_SANCTIONS,SEVERE,0,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-05-13
2018,PL,ATTACK_ATTEMPTED,7,13,65,240,40,TRAVEL_RELATED,2146,23,31,INTELLIGENCE_SHARING,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2026-01-30
2019,ES,STABBING,10,2,3,54,9,UNKNOWN,2652,3,5,ONLINE_CONTENT_ACTION,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-02-12
2020,HR,FIREARM,7,27,40,221,12,ONLINE,1302,32,92,DERADICALISATION_PROGRAM,GUARDED,1,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-08-24
