tax_env_reference_year,tax_env_country_iso2,tax_env_tax_type_code,tax_env_tax_base_unit,tax_env_tax_rate_value,tax_env_tax_revenue_eur,tax_env_tax_revenue_pct_gdp,tax_env_ets_auction_revenue_eur,tax_env_ets_allowances_auctioned_count,tax_env_cbam_revenue_eur,tax_env_energy_tax_revenue_eur,tax_env_transport_tax_revenue_eur,tax_env_pollution_tax_revenue_eur,tax_env_resource_tax_revenue_eur,tax_env_revenue_recycled_to_households_flag,tax_env_green_budget_tagging_flag,tax_env_fossil_fuel_subsidy_eur,tax_env_policy_reference_fit55_flag,tax_env_data_source,tax_env_data_extract_date
2014,CZ,TRANSPORT,EUR_PER_TONNE,24.4589,12238077.76,0.003,2170490100.85,39216554,63580787.14,871348.96,1932169.8,1310844.25,8123714.75,1,1,350561340.08,0,ETS_AUCTION_PLATFORM,2026-01-26
2015,DE,RESOURCE,EUR_PER_VEHICLE,23.3321,4878527.03,0.0012,1469610935.67,39123507,185813899.76,668384.19,615291.33,281047.03,3313804.48,0,1,3197401700.17,0,NATIONAL_ENV_MINISTRY,2025-02-27
2016,LV,ENERGY,EUR_PER_TCO2,113.7535,13270749.57,0.0032,1660682704.23,39204935,27727966.53,3506693.44,810691.11,1209599.05,7743765.97,1,1,4450880261.32,0,BUDGET_REPORTING,2025-07-21
2017,PL,POLLUTION,EUR_PER_MWH,80.9691,28034359.24,0.0068,759730942.69,39210389,70717937.96,2859852.11,1409065.67,4450935.71,19314505.75,0,1,2172775725.59,0,EUROSTAT_ENV_TAX,2024-09-04
2018,ES,CARBON,EUR_PER_LITRE,59.155,77339196.3,0.0186,2562336531.97,39373198,158606688.49,44841854.19,15272248.02,6662521.72,10562572.37,1,1,2454827298.3,0,ETS_AUCTION_PLATFORM,2025-01-03
2019,HR,TRANSPORT,EUR_PER_TONNE,51.3917,41649582.62,0.01,3586466513.41,39378695,173298863.38,8504117.38,11559409.9,4011392.63,17574662.71,0,0,7827414035.55,1,NATIONAL_ENV_MINISTRY,2025-02-12
2020,FI,RESOURCE,EUR_PER_VEHICLE,64.176,85198622.87,0.0202,4255172612.11,39423488,67509879.31,18026876.82,4276408.75,10556888.88,52338448.42,0,1,4044923499.64,0,BUDGET_REPORTING,2024-05-03
2021,IE,ENERGY,EUR_PER_TCO2,30.3856,11858838.56,0.0028,2714543143.55,39362910,45334985.75,6361162.02,2033419.12,1090370.1,2373887.32,1,1,265662046.61,1,EUROSTAT_ENV_TAX,2025-11-30
2022,MT,POLLUTION,EUR_PER_MWH,29.6815,66422535.19,0.0156,1925236028.78,39349488,165376805.0,8131185.7,10146934.99,18962742.12,29181672.38,1,1,4029872431.99,0,ETS_AUCTION_PLATFORM,2025-10-16
2023,SK,CARBON,EUR_PER_LITRE,157.6456,29520095.19,0.0069,554988577.08,39561346,251441985.77,8299943.83,4244067.3,1843806.72,15132277.34,1,1,7242950466.84,1,NATIONAL_ENV_MINISTRY,2026-01-21
2024,BE,TRANSPORT,EUR_PER_TONNE,82.5158,41108487.49,0.0095,809110118.01,39485245,551872516.58,6580194.38,16628978.2,6157664.34,11741650.57,0,1,3626131905.57,1,BUDGET_REPORTING,2024-11-27
2025,DK,RESOURCE,EUR_PER_VEHICLE,165.0774,149432690.58,0.0344,1205638128.66,39488331,118956198.69,13829362.45,11843883.39,9353157.37,114406287.37,0,1,7732284092.71,0,EUROSTAT_ENV_TAX,2024-07-13
2026,GR,ENERGY,EUR_PER_TCO2,86.751,60624819.63,0.0139,317201221.75,39589492,566286250.88,20968812.57,11523139.9,1239955.57,26892911.59,0,1,1593033574.84,1,ETS_AUCTION_PLATFORM,2024-06-15
2010,LT,POLLUTION,EUR_PER_MWH,116.4174,216131806.6,0.0492,3153690143.79,39541897,36614620.62,36209740.59,26283347.47,35202337.88,118436380.66,1,1,1069052951.51,0,NATIONAL_ENV_MINISTRY,2024-08-04
2011,PT,CARBON,EUR_PER_LITRE,66.4535,84447989.26,0.0191,2720550506.3,39671839,70909687.62,40730206.91,9726554.34,8603164.72,25388063.29,0,1,4958728746.13,1,BUDGET_REPORTING,2025-09-24
2012,SE,TRANSPORT,EUR_PER_TONNE,70.493,13361934.19,0.003,569908342.04,39735900,118902061.94,751861.47,4563469.89,1666605.21,6379997.62,0,1,5354147582.43,0,EUROSTAT_ENV_TAX,2024-12-19
2013,CY,RESOURCE,EUR_PER_VEHICLE,23.0087,29045816.77,0.0065,639630358.98,39794226,48609864.4,2700023.51,4698657.26,3283575.58,18363560.42,0,0,4325903964.02,0,ETS_AUCTION_PLATFORM,2024-10-03
2014,FR,ENERGY,EUR_PER_TCO2,127.5773,8330621.12,0.0019,1119322121.52,39803629,52530488.43,2834956.9,1110526.7,726645.42,3658492.1,0,1,7239360646.78,0,NATIONAL_ENV_MINISTRY,2025-03-11
2015,IT,POLLUTION,EUR_PER_MWH,13.9,7789929.11,0.0017,1166659221.28,39871493,111347170.97,795108.69,1331966.26,2598651.81,3064202.35,1,0,6300901155.66,0,BUDGET_REPORTING,2024-05-26
2016,NL,CARBON,EUR_PER_LITRE,59.4641,102013059.17,0.0224,3126954016.64,39928572,90043622.13,62417424.49,18954736.9,8858048.18,11782849.6,0,1,5856336266.24,0,EUROSTAT_ENV_TAX,2025-11-16
2017,SI,TRANSPORT,EUR_PER_TONNE,6.877,3219788.57,0.0007,2843099806.69,39840371,70007725.11,545583.55,1067004.22,275423.18,1331777.62,0,1,865166813.62,1,ETS_AUCTION_PLATFORM,2025-11-20
2018,BG,RESOURCE,EUR_PER_VEHICLE,154.3809,99034129.74,0.0215,3249730439.28,39872339,211764267.0,8800000.42,6588403.55,13612885.51,70032840.26,0,1,1547137999.31,0,NATIONAL_ENV_MINISTRY,2024-01-15
2019,EE,ENERGY,EUR_PER_TCO2,152.4402,19874508.13,0.0043,1938508838.04,40048921,187320597.94,7072230.63,3552327.21,2664064.99,6585885.3,0,1,1847557651.68,1,BUDGET_REPORTING,2024-02-24
2020,HU,POLLUTION,EUR_PER_MWH,116.1,57713368.63,0.0124,2942728182.4,40067057,52495104.0,7795911.15,7661123.57,6718120.46,35538213.45,0,0,3005930053.13,1,EUROSTAT_ENV_TAX,2024-10-19
2021,LU,CARBON,EUR_PER_LITRE,123.5895,172231031.21,0.0368,2372717191.31,39990431,119658266.67,69302032.16,22226345.42,21707114.2,58995539.43,1,1,3692289105.54,1,ETS_AUCTION_PLATFORM,2025-09-16
2022,RO,TRANSPORT,EUR_PER_TONNE,66.714,86603605.71,0.0184,1304464250.08,40181269,89911526.14,18734193.26,18422441.92,4033409.02,45413561.51,0,0,1813606626.46,0,NATIONAL_ENV_MINISTRY,2025-11-04
2023,AT,RESOURCE,EUR_PER_VEHICLE,86.8443,89701688.07,0.019,1297933688.53,40169169,570604918.23,7317720.17,6326654.74,8685729.63,67371583.53,1,1,4045130341.47,0,BUDGET_REPORTING,2024-08-10
2024,CZ,ENERGY,EUR_PER_TCO2,172.1673,265346055.51,0.0558,4656636554.3,40136662,571280097.46,145999445.86,35254254.82,6875219.28,77217135.55,1,0,2831420500.53,1,EUROSTAT_ENV_TAX,2025-10-06
2025,DE,POLLUTION,EUR_PER_MWH,15.7879,28466055.94,0.006,2259235993.65,40264476,298777808.45,6114659.83,3701663.25,9329648.85,9320084.01,0,1,4269125652.32,1,ETS_AUCTION_PLATFORM,2025-08-09
2026,LV,CARBON,EUR_PER_LITRE,42.1424,30543445.44,0.0063,1570423894.34,40240867,133609159.7,10568192.75,2793289.74,3446317.24,13735645.71,0,0,146074002.53,0,NATIONAL_ENV_MINISTRY,2025-03-27
2010,PL,TRANSPORT,EUR_PER_TONNE,92.1847,153182552.51,0.0316,124649302.23,40221699,7820465.17,19259416.1,26897727.23,13039882.17,93985527.01,1,1,3027464116.47,0,BUDGET_REPORTING,2024-11-28
2011,ES,RESOURCE,EUR_PER_VEHICLE,102.9972,33230208.23,0.0068,2670398196.99,40438679,39621683.21,3833517.81,5591382.15,670198.49,23135109.78,1,1,4982727587.36,0,EUROSTAT_ENV_TAX,2025-01-03
2012,HR,ENERGY,EUR_PER_TCO2,138.1712,117148436.51,0.0239,3667057243.97,40382065,66014304.49,45038459.85,13467202.8,2843238.84,55799535.02,1,1,2861163941.21,0,ETS_AUCTION_PLATFORM,2025-04-21
2013,FI,POLLUTION,EUR_PER_MWH,41.5494,47924370.28,0.0097,3578288786.81,40410005,65831379.01,2730481.92,6225305.94,10224654.56,28743927.86,0,1,3350915621.83,0,NATIONAL_ENV_MINISTRY,2025-09-19
2014,IE,CARBON,EUR_PER_LITRE,150.6464,48373373.39,0.0098,3138930124.2,40544423,31796039.93,19244519.05,4692809.0,6806126.27,17629919.07,1,1,4872046112.65,0,BUDGET_REPORTING,2024-11-12
2015,MT,TRANSPORT,EUR_PER_TONNE,135.7886,6118595.9,0.0012,665280356.49,40430286,135101201.11,1359587.31,1110846.22,357836.5,3290325.87,0,1,2849667417.54,0,EUROSTAT_ENV_TAX,2025-04-01
2016,SK,RESOURCE,EUR_PER_VEHICLE,53.754,20766517.58,0.0042,2472951029.25,40544040,33934263.93,4065365.95,1695617.0,2552298.98,12453235.65,1,1,1174651077.09,0,ETS_AUCTION_PLATFORM,2024-02-27
2017,BE,ENERGY,EUR_PER_TCO2,39.5735,45416665.83,0.009,4747661996.06,40528744,176220173.68,25759016.45,7319042.7,3804548.65,8534058.03,0,1,1579957449.12,0,NATIONAL_ENV_MINISTRY,2024-07-04
2018,DK,POLLUTION,EUR_PER_MWH,65.3815,44891547.17,0.0089,3406272631.49,40669606,110277242.95,8822401.24,5643840.79,6605093.34,23820211.8,0,1,629624778.83,0,BUDGET_REPORTING,2025-11-23
2019,GR,CARBON,EUR_PER_LITRE,176.5247,187552670.53,0.037,2265153596.89,40721642,157682071.14,72715630.45,21956396.95,9247087.74,83633555.39,1,1,475625420.83,0,EUROSTAT_ENV_TAX,2024-01-22
2020,LT,TRANSPORT,EUR_PER_TONNE,16.7481,13083700.69,0.0026,536634981.13,40786904,67040980.58,2567796.47,3531689.96,452184.47,6532029.79,0,0,7225802396.39,1,ETS_AUCTION_PLATFORM,2025-02-19
2021,PT,RESOURCE,EUR_PER_VEHICLE,158.4627,94817194.23,0.0185,286654252.14,40843855,210372251.15,22382415.91,12270837.68,13165350.18,46998590.46,1,1,1696510584.35,0,NATIONAL_ENV_MINISTRY,2024-05-20
2022,SE,ENERGY,EUR_PER_TCO2,35.6575,12927945.69,0.0025,1051222651.22,40857644,131451488.13,8239672.28,2242018.41,700728.25,1745526.75,1,1,6500988127.17,1,BUDGET_REPORTING,2024-07-19
2023,CY,POLLUTION,EUR_PER_MWH,148.1691,111127439.69,0.0215,522550842.63,40833606,4299763.86,26917910.19,19749153.23,23689119.14,40771257.13,1,1,3311532108.08,1,EUROSTAT_ENV_TAX,2025-12-10
2024,FR,CARBON,EUR_PER_LITRE,160.9202,217891027.91,0.0419,2305246688.97,40975824,283711171.7,82171848.09,20615064.93,7723919.23,107380195.66,0,1,6886937095.72,1,ETS_AUCTION_PLATFORM,2025-01-03
2025,IT,TRANSPORT,EUR_PER_TONNE,111.9876,24744030.94,0.0047,252840120.72,40821807,113019939.13,2356738.42,3218079.39,654190.26,18515022.87,0,1,3801927269.75,1,NATIONAL_ENV_MINISTRY,2025-12-06
2026,NL,RESOURCE,EUR_PER_VEHICLE,64.8097,8231054.03,0.0016,1885739731.4,41004130,420347777.3,905866.98,1045929.38,1188098.99,5091158.68,1,0,2725621424.02,1,BUDGET_REPORTING,2025-07-22
2010,SI,ENERGY,EUR_PER_TCO2,102.2808,158328491.01,0.03,595209500.4,40958767,118917686.52,101498002.16,21410703.89,22283104.87,13136680.09,1,0,1405100548.88,0,EUROSTAT_ENV_TAX,2024-02-24
2011,BG,POLLUTION,EUR_PER_MWH,115.1252,30034223.11,0.0057,548245296.58,41007361,606595.5,4389015.48,2524236.86,3508610.89,19612359.88,1,0,404169816.29,0,ETS_AUCTION_PLATFORM,2025-07-17
2012,EE,CARBON,EUR_PER_LITRE,152.1576,13088853.16,0.0025,776300672.42,41079714,189842720.92,6495807.69,1434541.1,813787.39,4344716.98,1,0,91435842.6,1,NATIONAL_ENV_MINISTRY,2024-04-01
2013,HU,TRANSPORT,EUR_PER_TONNE,4.027,7822746.77,0.0015,3374288147.24,41021499,207148836.65,908105.09,3341863.25,789226.28,2783552.15,0,1,73557877.39,0,BUDGET_REPORTING,2025-09-30
2014,LU,RESOURCE,EUR_PER_VEHICLE,147.6297,100936013.51,0.0188,3708780672.58,41244703,61602381.5,13052620.5,10481810.51,8668121.29,68733461.21,0,0,3519079664.73,0,EUROSTAT_ENV_TAX,2024-09-04
2015,RO,ENERGY,EUR_PER_TCO2,168.2954,58139678.35,0.0107,760889130.54,41191947,22350905.82,17467556.38,4101610.94,1615339.88,34955171.15,1,0,4604696925.7,0,ETS_AUCTION_PLATFORM,2025-07-14
2016,AT,POLLUTION,EUR_PER_MWH,9.7544,8021567.69,0.0015,1807885524.04,41232962,147136402.11,1776026.98,1010795.81,1760976.98,3473767.92,1,0,6325347298.45,0,NATIONAL_ENV_MINISTRY,2024-10-13
2017,CZ,CARBON,EUR_PER_LITRE,68.4217,144445561.92,0.0265,629234023.89,41255735,9923513.15,89727449.83,21526955.66,17176331.94,16014824.49,1,0,3999653119.54,0,BUDGET_REPORTING,2024-05-24
2018,DE,TRANSPORT,EUR_PER_TONNE,27.8009,7351273.7,0.0013,70325112.39,41252762,119401151.69,1445264.98,2117588.46,720238.12,3068182.14,1,1,3408966266.42,0,EUROSTAT_ENV_TAX,2025-11-19
2019,LV,RESOURCE,EUR_PER_VEHICLE,84.3127,30243191.49,0.0055,2011279644.68,41370442,21981680.44,4550515.3,2952099.69,1694232.94,21046343.56,0,1,5675698802.35,0,ETS_AUCTION_PLATFORM,2026-02-03
2020,PL,ENERGY,EUR_PER_TCO2,15.5424,23031632.55,0.0042,880281977.77,41343309,197346662.49,11270861.9,2321658.05,1817392.25,7621720.35,0,1,3247670229.94,1,NATIONAL_ENV_MINISTRY,2024-05-18
2021,ES,POLLUTION,EUR_PER_MWH,72.3686,12581782.79,0.0023,2613245565.33,41434494,123005425.34,760281.95,631235.27,3314736.11,7875529.46,0,1,1095453608.58,1,BUDGET_REPORTING,2025-04-25
2022,HR,CARBON,EUR_PER_LITRE,159.4878,95609720.92,0.0171,4009195987.5,41572746,67662251.18,25716477.02,7712567.52,8853709.1,53326967.28,0,0,1091257711.87,1,EUROSTAT_ENV_TAX,2025-04-25
2023,FI,TRANSPORT,EUR_PER_TONNE,141.4938,32562160.96,0.0058,703410542.11,41515029,352508347.23,7606490.85,11065090.34,4659610.41,9230969.36,1,1,8094787320.24,1,ETS_AUCTION_PLATFORM,2024-04-08
2024,IE,RESOURCE,EUR_PER_VEHICLE,81.5074,11760816.18,0.0021,3958643092.94,41656284,567944690.4,2586496.9,989116.84,763119.14,7422083.3,1,0,2977847547.07,1,NATIONAL_ENV_MINISTRY,2024-06-02
2025,MT,ENERGY,EUR_PER_TCO2,100.9722,59916422.01,0.0106,502585136.53,41547431,38634245.56,38154083.59,10511275.08,6977549.41,4273513.93,0,1,5078168205.44,0,BUDGET_REPORTING,2025-03-04
2026,SK,POLLUTION,EUR_PER_MWH,119.4137,41817256.89,0.0073,597028313.7,41709347,16090064.06,8981919.67,5463786.46,7344260.75,20027290.01,0,1,414182881.51,1,EUROSTAT_ENV_TAX,2025-05-01
2010,BE,CARBON,EUR_PER_LITRE,84.5675,30903883.24,0.0054,1965763281.57,41694776,210498244.84,12728509.44,5277793.39,634563.05,12263017.36,1,0,234477130.25,0,ETS_AUCTION_PLATFORM,2024-08-03
2011,DK,TRANSPORT,EUR_PER_TONNE,138.9236,301654204.43,0.0525,3029184280.49,41808875,180380603.97,60401431.2,95761811.86,34977860.7,110513100.67,1,1,1856362636.82,0,NATIONAL_ENV_MINISTRY,2024-11-02
2012,GR,RESOURCE,EUR_PER_VEHICLE,149.5631,113147792.19,0.0196,135312234.71,41808027,203616341.56,16739538.71,11803270.3,14721525.32,69883457.86,1,1,4274744550.92,0,BUDGET_REPORTING,2025-05-24
2013,LT,ENERGY,EUR_PER_TCO2,14.1274,10311051.78,0.0018,2304466222.3,41850665,167788282.29,6610181.95,1172859.45,262313.95,2265696.43,0,0,2382285186.79,0,EUROSTAT_ENV_TAX,2025-08-19
2014,PT,POLLUTION,EUR_PER_MWH,164.1569,228242447.64,0.0391,1953881569.91,41925190,41201867.86,45150172.56,14069862.2,66513346.28,102509066.6,0,1,6434504575.68,0,ETS_AUCTION_PLATFORM,2024-04-10
2015,SE,CARBON,EUR_PER_LITRE,149.825,212819893.87,0.0364,626844475.75,41905136,118158300.28,81524517.27,21994557.29,14400611.09,94900208.22,1,1,173921647.98,0,NATIONAL_ENV_MINISTRY,2024-09-13
2016,CY,TRANSPORT,EUR_PER_TONNE,118.2073,124143073.89,0.0211,176077995.6,41860536,148256949.43,23811535.54,45958836.63,14607342.22,39765359.5,0,1,3575401355.41,0,BUDGET_REPORTING,2026-02-03
2017,FR,RESOURCE,EUR_PER_VEHICLE,177.359,234589601.64,0.0397,3979440424.47,41862433,187845197.5,36235829.31,33998760.79,6979128.59,157375882.95,0,0,1709896401.62,0,EUROSTAT_ENV_TAX,2024-09-11
2018,IT,ENERGY,EUR_PER_TCO2,25.9497,32277912.18,0.0054,1103470210.66,41914974,191717027.05,15082449.67,4463502.0,3627111.12,9104849.39,0,1,2642448442.97,0,ETS_AUCTION_PLATFORM,2024-12-22
2019,NL,POLLUTION,EUR_PER_MWH,148.03,106218445.08,0.0178,1027617602.32,42042243,119869416.72,12146524.5,14602039.67,30953660.88,48516220.03,0,0,1870109362.93,0,NATIONAL_ENV_MINISTRY,2025-03-16
2020,SI,CARBON,EUR_PER_LITRE,36.9205,10148960.18,0.0017,2677025149.71,42071209,47622541.9,5946748.3,2024817.0,875598.08,1301796.8,1,1,4574735324.41,1,BUDGET_REPORTING,2024-06-03
2021,BG,TRANSPORT,EUR_PER_TONNE,113.7447,143235739.34,0.0238,1907970118.82,42139262,191507282.03,10253105.0,15018952.75,20890786.83,97072894.76,0,0,2283085038.79,1,EUROSTAT_ENV_TAX,2025-08-18
2022,EE,RESOURCE,EUR_PER_VEHICLE,41.4597,15817916.76,0.0026,2451670692.02,42177086,124907529.23,1671519.06,1007443.33,1335412.89,11803541.48,1,0,1292117431.92,1,ETS_AUCTION_PLATFORM,2024-01-23
2023,HU,ENERGY,EUR_PER_TCO2,145.1273,1604197.47,0.0003,2961968343.14,42191225,350611055.06,679623.6,217358.24,235672.19,471543.44,0,0,6184227592.0,1,NATIONAL_ENV_MINISTRY,2026-01-18
2024,LU,POLLUTION,EUR_PER_MWH,87.0365,3681398.26,0.0006,1555192585.25,42140289,500912158.53,732118.9,262637.79,797731.4,1888910.17,1,0,7366486920.64,0,BUDGET_REPORTING,2024-09-02
2025,RO,CARBON,EUR_PER_LITRE,160.6162,357390932.47,0.0585,1168008194.97,42313671,342764165.14,129657652.18,31953878.39,17585417.22,178193984.68,0,1,4205708868.08,0,EUROSTAT_ENV_TAX,2024-02-29
2026,AT,TRANSPORT,EUR_PER_TONNE,125.609,91042653.76,0.0148,2620134208.11,42282240,791773345.91,22297427.38,37427458.74,6707800.8,24609966.84,1,0,4083794296.84,1,ETS_AUCTION_PLATFORM,2025-07-15
2010,CZ,RESOURCE,EUR_PER_VEHICLE,72.4102,110495100.47,0.0179,265004124.6,42350640,166127609.08,19554106.81,21969707.22,13959245.54,55012040.9,1,0,2215011610.88,0,NATIONAL_ENV_MINISTRY,2025-07-26
2011,DE,ENERGY,EUR_PER_TCO2,178.4975,67792980.76,0.011,4203557121.96,42460021,65590254.01,34796115.73,9849364.37,2698273.65,20449227.01,0,1,1006950081.17,0,BUDGET_REPORTING,2024-03-29
2012,LV,POLLUTION,EUR_PER_MWH,58.3577,59083821.19,0.0095,1099855427.79,42518916,88568906.02,8823722.75,6394193.16,18809186.15,25056719.13,0,0,3342000444.7,0,EUROSTAT_ENV_TAX,2025-01-21
2013,PL,CARBON,EUR_PER_LITRE,88.2865,54194116.29,0.0087,124359092.75,42488907,153107565.61,25487641.58,8050490.86,4444370.36,16211613.49,0,1,766931863.83,0,ETS_AUCTION_PLATFORM,2026-01-29
2014,ES,TRANSPORT,EUR_PER_TONNE,135.6962,1354568.85,0.0002,32372567.92,42438520,120740265.95,156672.56,473514.25,126215.95,598166.09,1,0,3922716343.89,0,NATIONAL_ENV_MINISTRY,2025-02-07
2015,HR,RESOURCE,EUR_PER_VEHICLE,110.3031,111801341.48,0.0178,3081545229.81,42521972,63980275.24,17912327.02,8961595.84,13408042.41,71519376.21,0,1,6404164073.96,1,BUDGET_REPORTING,2026-02-14
2016,FI,ENERGY,EUR_PER_TCO2,117.1633,20601688.19,0.0033,282452286.99,42582416,118220872.33,13375793.95,2391887.12,2736059.3,2097947.82,1,0,4101428405.29,0,EUROSTAT_ENV_TAX,2025-10-18
2017,IE,POLLUTION,EUR_PER_MWH,68.9266,101569227.93,0.016,1999550379.41,42630184,112214736.05,13596014.41,16980824.88,25650859.19,45341529.45,0,1,2039311150.35,0,ETS_AUCTION_PLATFORM,2024-04-14
2018,MT,CARBON,EUR_PER_LITRE,168.8195,188957910.89,0.0296,72764660.5,42680272,88853984.44,111812022.6,14763116.87,16774186.4,45608585.02,0,0,6439103438.75,0,NATIONAL_ENV_MINISTRY,2024-08-01
2019,SK,TRANSPORT,EUR_PER_TONNE,50.874,33892735.16,0.0053,4520860608.48,42683928,60009732.38,5833285.53,12057945.55,4062861.77,11938642.31,0,0,3751410345.05,0,BUDGET_REPORTING,2024-12-18
2020,BE,RESOURCE,EUR_PER_VEHICLE,94.123,41632238.59,0.0065,248205373.69,42804696,7029704.59,2403752.59,5882869.87,1325998.57,32019617.56,1,0,3056497983.97,1,EUROSTAT_ENV_TAX,2024-06-13
2021,DK,ENERGY,EUR_PER_TCO2,73.1653,16492307.14,0.0026,4601352360.42,42748174,7725609.83,5253446.94,1097371.76,885243.83,9256244.61,1,0,3758187764.51,1,ETS_AUCTION_PLATFORM,2024-11-11
2022,GR,POLLUTION,EUR_PER_MWH,120.2941,4037312.81,0.0006,2482577863.45,42797959,78651348.84,768169.57,260806.92,649016.18,2359320.14,1,1,7095514139.77,1,NATIONAL_ENV_MINISTRY,2024-09-11
2023,LT,CARBON,EUR_PER_LITRE,98.6843,104114581.88,0.016,1446436125.36,42851878,242886413.95,43501917.69,9645536.18,7308853.4,43658274.61,0,0,3719219430.76,1,BUDGET_REPORTING,2025-09-14
2024,PT,TRANSPORT,EUR_PER_TONNE,99.7769,56907800.51,0.0087,2863495479.29,42950676,672909951.32,3184716.89,7890943.56,7830427.42,38001712.64,0,1,2005800532.27,1,EUROSTAT_ENV_TAX,2024-09-23
2025,SE,RESOURCE,EUR_PER_VEHICLE,63.9156,75942133.79,0.0116,525470325.95,42879011,303128205.92,15359469.95,6596578.12,2941837.66,51044248.06,0,0,1875034582.6,0,ETS_AUCTION_PLATFORM,2024-04-26
2026,CY,ENERGY,EUR_PER_TCO2,57.1081,2175274.69,0.0003,1340860897.98,42966330,794720343.92,752211.97,147573.55,292505.59,982983.58,1,1,1642176753.27,1,NATIONAL_ENV_MINISTRY,2025-09-15
2010,FR,POLLUTION,EUR_PER_MWH,111.3487,125906086.0,0.0191,82314453.45,43052593,142400938.56,26821045.26,22478666.88,21614060.93,54992312.93,0,0,4032520616.19,0,BUDGET_REPORTING,2026-01-28
2011,IT,CARBON,EUR_PER_LITRE,91.5751,11864727.95,0.0018,4070806717.02,43177164,183553083.38,3065173.67,1997655.06,1053341.72,5748557.5,1,0,2153779518.12,0,EUROSTAT_ENV_TAX,2024-12-23
2012,NL,TRANSPORT,EUR_PER_TONNE,122.4939,231618890.58,0.0348,3019627930.1,43162836,99911668.78,27942050.37,62500170.97,23157046.68,118019622.56,0,0,1406893521.08,0,ETS_AUCTION_PLATFORM,2025-01-13
2013,SI,RESOURCE,EUR_PER_VEHICLE,111.4232,147610016.64,0.0221,1101535438.62,43132314,59472267.94,35319507.95,26079686.82,6875869.52,79334952.35,0,0,3900023789.26,0,NATIONAL_ENV_MINISTRY,2025-05-27
2014,BG,ENERGY,EUR_PER_TCO2,96.4565,30593180.87,0.0046,1336134834.81,43145588,151148123.53,17713677.06,4848156.45,3456950.33,4574397.03,0,1,1948814501.25,0,BUDGET_REPORTING,2024-04-15
2015,EE,POLLUTION,EUR_PER_MWH,174.808,289632594.69,0.043,734787187.88,43212149,126588460.85,60833002.01,43967334.51,57315658.14,127516600.03,0,1,3546353388.21,0,EUROSTAT_ENV_TAX,2024-07-18
2016,HU,CARBON,EUR_PER_LITRE,56.1862,34418298.13,0.0051,1673917386.82,43362165,75166898.99,13477788.63,3739968.13,4714639.93,12485901.44,0,0,5375092894.47,0,ETS_AUCTION_PLATFORM,2024-10-27
2017,LU,TRANSPORT,EUR_PER_TONNE,152.6835,89051017.39,0.0131,1210683275.75,43228738,18075062.05,4813572.55,36215428.39,5986093.34,42035923.11,0,0,4745591105.04,1,NATIONAL_ENV_MINISTRY,2024-09-13
2018,RO,RESOURCE,EUR_PER_VEHICLE,60.1508,84290585.61,0.0124,2563965395.65,43308855,60785123.73,20280575.18,12032044.49,7602730.82,44375235.12,1,1,343627257.31,0,BUDGET_REPORTING,2025-02-05
2019,AT,ENERGY,EUR_PER_TCO2,60.8662,34918826.64,0.0051,3894611445.29,43445068,134616110.71,12737723.46,3240978.47,3418686.82,15521437.89,0,1,7497655788.93,0,EUROSTAT_ENV_TAX,2025-11-13
2020,CZ,POLLUTION,EUR_PER_MWH,65.1912,4871706.18,0.0007,1633333095.22,43381641,39078816.94,510934.2,530984.79,1615861.86,2213925.33,0,1,1253099550.85,1,ETS_AUCTION_PLATFORM,2024-08-14
2021,DE,CARBON,EUR_PER_LITRE,69.2287,32789939.13,0.0048,1078200162.57,43452242,39484798.21,12908582.74,6201861.4,1062048.46,12617446.53,0,0,3146609938.65,1,NATIONAL_ENV_MINISTRY,2025-11-23
2022,LV,TRANSPORT,EUR_PER_TONNE,126.9391,111867921.48,0.0162,2244917155.22,43582310,25133074.72,15411675.02,46332961.04,2495979.02,47627306.4,1,1,1171957158.85,0,BUDGET_REPORTING,2025-07-02
2023,PL,RESOURCE,EUR_PER_VEHICLE,72.8508,77473038.27,0.0112,2117744055.23,43614923,557220405.01,19053411.47,8757363.14,5847067.02,43815196.64,0,1,4847506278.77,1,EUROSTAT_ENV_TAX,2024-03-07
2024,ES,ENERGY,EUR_PER_TCO2,74.9183,7612870.22,0.0011,2826805315.04,43581067,665615547.63,4214906.92,766444.83,275654.99,2355863.48,1,1,3110336158.47,0,ETS_AUCTION_PLATFORM,2024-09-18
2025,HR,POLLUTION,EUR_PER_MWH,108.3627,122989469.31,0.0176,2697241425.36,43612087,801314246.53,7836120.7,8451215.24,28420471.04,78281662.33,1,0,738867072.28,1,NATIONAL_ENV_MINISTRY,2025-01-18
2026,FI,CARBON,EUR_PER_LITRE,102.4672,35278203.9,0.005,1106530832.66,43737715,541213875.74,20234883.63,5719829.39,2206718.67,7116772.21,0,1,2387024424.87,1,BUDGET_REPORTING,2026-02-19
2010,IE,TRANSPORT,EUR_PER_TONNE,82.8354,162215473.41,0.023,1888072935.85,43815375,187259182.2,26784201.0,20810659.85,20209940.25,94410672.31,1,1,2584608146.63,0,EUROSTAT_ENV_TAX,2025-12-14
2011,MT,RESOURCE,EUR_PER_VEHICLE,149.6008,21951900.31,0.0031,3792560520.99,43694892,23234377.88,4049533.89,4280514.23,1473577.28,12148274.91,0,0,2372147637.25,0,ETS_AUCTION_PLATFORM,2025-06-03
