tax_property_assessment_year,tax_property_parcel_geocode,tax_property_property_class_code,tax_property_assessed_value_total,tax_property_market_value_estimate,tax_property_tax_rate_millage,tax_property_tax_bill_amount_usd,tax_property_homestead_exemption_flag,tax_property_senior_exemption_flag,tax_property_disabled_exemption_flag,tax_property_appeal_filed_flag,tax_property_appeal_outcome_code,tax_property_assessment_ratio,tax_property_equalization_factor,tax_property_delinquency_rate_pct,tax_property_foreclosure_initiation_flag,tax_property_tax_increment_district_flag,tax_property_school_levy_share_pct,tax_property_municipal_levy_share_pct,tax_property_payment_plan_enrolled_flag
2009,PARCEL0000001195,MIXED,88880792.39,116929320.92,1.2073,107896.73,0,1,1,1,PENDING,0.6396,0.991,3.39,0,0,0.4336,0.485,0
2015,PARCEL0000001196,VACANT,59829775.19,74376053.66,6.3681,397689.97,1,0,0,0,REDUCED,1.1089,1.0606,15.55,0,1,0.3466,0.4915,0
2024,PARCEL0000001197,COMM,115560716.58,150893057.93,35.4389,3965046.06,1,0,0,1,NONE,0.5149,1.213,14.74,0,0,0.4975,0.4102,0
2008,PARCEL0000001198,RES_SF,186704642.95,226234079.02,31.0926,5711169.8,0,1,0,0,NONE,0.7408,1.1702,1.7,0,0,0.6905,0.1292,0
2025,PARCEL0000001199,RES_MF,227817955.47,289722730.87,22.3192,4951714.34,0,0,0,0,PENDING,1.0477,1.0784,10.67,0,1,0.6075,0.36,0
2010,PARCEL0000001200,RES_SF,167593621.23,187405593.22,9.671,1606543.72,1,0,0,1,NONE,1.0084,1.1133,16.82,0,1,0.5403,0.3239,0
2024,PARCEL0000001201,IND,55824726.25,59723330.45,44.8407,2564437.11,1,0,0,0,WITHDRAWN,0.9526,0.9385,7.57,0,0,0.3082,0.5929,0
2019,PARCEL0000001202,COMM,171677759.38,192703260.13,35.7253,5663024.92,1,1,0,0,REDUCED,1.0464,1.2452,3.95,0,0,0.7049,0.209,0
2006,PARCEL0000001203,AG,170700828.34,165888607.78,21.8817,3604196.04,0,0,0,0,UPHELD,0.7375,0.977,15.03,0,1,0.4055,0.4063,0
2022,PARCEL0000001204,IND,53682210.66,49329883.88,37.0372,2121317.92,1,0,1,1,NONE,0.7809,0.8937,1.1,0,0,0.7246,0.176,0
2018,PARCEL0000001205,VACANT,86657175.44,109703688.21,40.7897,3597536.47,1,0,1,0,NONE,0.7913,1.0316,3.65,0,0,0.549,0.3946,0
2021,PARCEL0000001206,IND,37749970.49,45236577.68,44.362,1770918.29,0,0,0,0,UPHELD,1.1586,0.9001,6.22,0,0,0.1762,0.6438,0
2011,PARCEL0000001207,AG,191916608.63,170747728.66,24.6754,4680097.18,1,0,0,1,REDUCED,0.7848,1.2154,6.12,0,0,0.5213,0.3492,0
2024,PARCEL0000001208,VACANT,224521706.63,258815456.72,30.7017,6522659.07,1,0,0,0,NONE,0.6803,0.9669,5.51,0,0,0.4235,0.3973,0
2008,PARCEL0000001209,RES_SF,107528261.88,123297829.63,13.5523,1538870.53,1,1,0,1,UPHELD,1.0989,1.0673,12.77,0,0,0.2683,0.4808,0
2017,PARCEL0000001210,RES_SF,97841924.84,119470761.79,31.2542,2875951.65,0,0,0,0,NONE,1.0093,0.9548,8.97,0,1,0.2856,0.3378,0
2021,PARCEL0000001211,RES_SF,7782452.77,8102725.99,32.7437,263661.71,0,0,0,1,NONE,0.5302,1.1311,15.48,0,1,0.4534,0.2348,0
2011,PARCEL0000001212,RES_MF,39145408.57,38903259.18,43.8155,1699864.52,0,0,1,0,NONE,0.825,1.2347,6.95,0,0,0.4334,0.4218,0
2011,PARCEL0000001213,RES_MF,5656196.64,5379240.53,3.7358,19666.91,0,0,0,0,REDUCED,0.8453,0.9567,6.19,0,0,0.2127,0.7446,0
2014,PARCEL0000001214,RES_SF,241207394.0,250826369.72,6.6878,1485616.85,1,0,0,0,INCREASED,0.6966,0.913,5.82,0,0,0.2926,0.51,0
2007,PARCEL0000001215,COMM,100819020.36,94607965.29,16.5763,1799576.12,1,0,0,1,PENDING,0.8406,1.0045,3.56,0,0,0.4008,0.3967,0
2012,PARCEL0000001216,RES_SF,160222331.32,164134935.58,32.2711,4997370.27,0,0,0,0,NONE,1.0934,1.0644,8.64,0,0,0.2678,0.6298,0
2007,PARCEL0000001217,RES_SF,63864042.1,72658858.93,30.0554,1950206.29,1,0,0,0,WITHDRAWN,1.0392,1.0992,1.45,0,0,0.2821,0.3288,1
2006,PARCEL0000001218,COMM,1158146.99,1342717.18,14.1566,17023.49,1,1,0,0,UPHELD,0.6737,1.0528,11.37,0,0,0.4409,0.299,0
2010,PARCEL0000001219,RES_SF,102153930.67,98769977.37,17.2963,1841204.4,1,0,0,0,PENDING,0.7914,0.8534,17.93,0,0,0.419,0.2366,0
2023,PARCEL0000001220,RES_SF,98432976.31,103556865.11,44.9225,4096682.51,1,0,0,0,NONE,1.1278,1.2029,12.25,0,0,0.5218,0.3456,1
2024,PARCEL0000001221,COMM,33218784.35,34957873.62,29.232,932792.59,0,1,0,0,NONE,0.6452,1.1356,17.77,0,0,0.1885,0.6803,0
2019,PARCEL0000001222,RES_MF,15554049.95,14194449.0,18.7539,277720.91,1,1,0,1,REDUCED,0.6943,1.2366,12.41,0,0,0.4461,0.2667,0
2006,PARCEL0000001223,COMM,142958052.81,148120334.48,34.9833,5253086.64,1,0,0,1,REDUCED,1.18,1.0016,5.99,0,0,0.7048,0.2095,1
2021,PARCEL0000001224,COMM,45796212.42,52672500.04,39.8147,1879683.21,1,0,0,0,REDUCED,0.6024,0.9659,3.29,0,0,0.6261,0.2185,0
2024,PARCEL0000001225,RES_SF,302050.54,337280.9,4.8605,1468.67,0,1,0,0,UPHELD,0.7688,1.0429,10.99,0,1,0.5395,0.3266,0
2016,PARCEL0000001226,RES_SF,93505132.21,87601836.31,44.4125,4224721.3,0,0,0,0,WITHDRAWN,0.6377,1.1601,12.01,0,0,0.2986,0.4969,0
2017,PARCEL0000001227,AG,79463899.3,87882736.02,19.5009,1447064.93,0,0,0,0,NONE,0.8193,1.1468,15.8,0,0,0.2618,0.3267,0
2025,PARCEL0000001228,RES_SF,158474721.8,180148697.9,36.171,5478123.85,0,0,0,0,REDUCED,1.0102,0.8697,16.3,0,0,0.3424,0.5597,1
2007,PARCEL0000001229,COMM,161434213.08,145690187.55,20.4778,3237300.26,0,0,0,0,NONE,0.7004,0.9536,11.96,0,0,0.3969,0.3352,0
2007,PARCEL0000001230,COMM,92202398.83,86399668.01,1.1468,102325.7,1,0,0,0,NONE,0.9639,1.076,15.04,0,0,0.1822,0.5789,0
2022,PARCEL0000001231,VACANT,73258019.32,93520165.92,37.484,2660769.78,0,0,0,0,REDUCED,0.9195,0.9003,14.7,0,1,0.7047,0.2273,1
2008,PARCEL0000001232,AG,43310568.57,37011945.32,34.6206,1507566.66,1,0,0,0,UPHELD,0.5966,1.0913,8.19,0,0,0.425,0.4608,0
2025,PARCEL0000001233,COMM,136736022.4,175285899.24,0.4205,58744.11,0,0,0,1,NONE,0.564,1.0898,11.63,0,1,0.1666,0.6724,0
2014,PARCEL0000001234,RES_SF,100991694.63,117854091.44,9.0973,984941.76,1,0,0,0,REDUCED,0.8036,1.0905,12.33,1,0,0.559,0.1902,0
2007,PARCEL0000001235,RES_MF,63066110.89,64425257.64,43.3035,2666697.79,1,0,0,0,NONE,1.1311,1.1835,15.53,0,0,0.2995,0.4112,0
2009,PARCEL0000001236,RES_SF,237123640.67,247604686.66,17.984,4341430.8,1,0,0,0,NONE,0.8462,0.9957,17.21,0,0,0.672,0.2608,0
2013,PARCEL0000001237,RES_SF,149006485.13,188382996.96,12.5319,1784877.06,1,0,0,0,UPHELD,0.836,1.1252,6.83,0,0,0.5894,0.3632,0
2025,PARCEL0000001238,RES_SF,141940102.53,173376397.87,27.1515,3770358.73,1,0,0,1,NONE,1.1447,0.8671,6.14,0,0,0.3501,0.6085,0
2013,PARCEL0000001239,RES_SF,179815969.13,232248286.3,14.9996,2529848.6,1,0,0,0,NONE,0.6538,1.0731,9.93,0,1,0.2259,0.6491,1
2020,PARCEL0000001240,RES_SF,127762181.64,162560036.57,20.0694,2703675.55,1,0,0,0,PENDING,0.9465,1.0776,2.18,1,0,0.425,0.2689,0
2010,PARCEL0000001241,COMM,193007674.44,201614100.03,40.3508,7239869.23,1,0,0,1,REDUCED,0.5075,0.903,15.45,0,0,0.7254,0.1967,0
2021,PARCEL0000001242,RES_SF,157389412.72,196919434.13,44.2667,6686696.63,1,0,0,0,REDUCED,0.8291,1.1902,16.82,0,0,0.3643,0.352,0
2021,PARCEL0000001243,COMM,231049455.51,218078058.41,28.7098,7018818.04,1,0,0,1,WITHDRAWN,0.6104,0.9435,16.98,1,0,0.4445,0.4904,0
2015,PARCEL0000001244,VACANT,25423200.61,33405761.37,0.9468,22653.97,1,0,0,0,WITHDRAWN,1.001,1.0363,9.26,0,0,0.7045,0.1337,0
2016,PARCEL0000001245,COMM,229016376.67,264968322.18,33.3474,7573643.87,0,0,0,0,NONE,0.8297,1.2288,10.87,0,1,0.2716,0.6551,0
2014,PARCEL0000001246,RES_SF,101383659.36,102313621.34,40.4733,3923481.71,0,0,0,0,NONE,0.5764,1.0528,11.14,0,0,0.43,0.5358,0
2016,PARCEL0000001247,COMM,135735497.17,174829260.23,16.0063,2306880.27,1,1,0,0,INCREASED,1.194,1.193,17.33,0,0,0.2585,0.5609,0
2021,PARCEL0000001248,RES_SF,10250643.34,13137473.81,11.6198,121937.55,0,1,0,0,PENDING,1.061,1.0966,4.37,0,0,0.2705,0.6802,0
2007,PARCEL0000001249,RES_MF,159523444.4,167397625.3,42.116,6340523.99,1,0,0,0,REDUCED,0.9349,1.0948,13.26,0,0,0.518,0.2373,0
2013,PARCEL0000001250,IND,194208807.69,170994926.96,3.7094,772125.76,0,0,0,0,PENDING,0.8466,1.0523,2.04,0,0,0.3697,0.4581,0
2016,PARCEL0000001251,RES_SF,64660030.53,81391648.89,39.0897,2679080.83,1,0,0,0,PENDING,0.5706,1.1465,0.71,0,0,0.3958,0.3765,0
2012,PARCEL0000001252,VACANT,120334630.91,119204460.35,31.0472,3604197.02,0,1,0,0,UPHELD,1.1263,1.1281,9.61,0,0,0.6829,0.215,0
2019,PARCEL0000001253,AG,21172363.11,22152970.31,29.5045,627476.1,0,0,0,0,REDUCED,1.0467,0.9634,10.56,0,0,0.2553,0.3386,1
2017,PARCEL0000001254,AG,195936995.74,248272383.58,40.1342,8391920.76,1,0,0,0,NONE,0.6611,1.0353,16.26,0,0,0.2252,0.3751,0
2024,PARCEL0000001255,RES_MF,148102131.12,190488579.57,22.8062,3261652.21,1,1,0,0,REDUCED,0.9982,1.1964,8.52,0,0,0.3453,0.411,0
2016,PARCEL0000001256,RES_SF,103539452.8,119353739.47,20.0504,2238935.03,1,0,0,0,UPHELD,1.0664,1.0188,16.45,0,0,0.3439,0.615,0
2017,PARCEL0000001257,RES_MF,39825036.9,39595779.77,34.5046,1274095.71,1,0,0,1,NONE,0.8768,0.8678,9.77,0,0,0.1624,0.7934,0
2006,PARCEL0000001258,MIXED,214035099.92,262247433.62,15.3381,3190478.99,0,0,1,0,WITHDRAWN,1.1316,1.2219,10.01,0,0,0.6057,0.3378,0
2017,PARCEL0000001259,RES_SF,41699291.27,46763993.37,12.8016,567339.62,1,0,0,0,UPHELD,0.9783,1.2323,3.32,0,1,0.3695,0.2973,0
2025,PARCEL0000001260,COMM,50768823.88,61524680.76,30.1459,1516695.22,1,0,0,0,UPHELD,1.0114,1.1101,4.12,0,0,0.3579,0.3589,0
2012,PARCEL0000001261,RES_SF,119405223.53,120019971.64,20.7883,2465021.32,1,0,0,0,NONE,0.9277,1.0572,15.4,1,0,0.6058,0.3617,0
2025,PARCEL0000001262,RES_SF,54473427.58,51811434.08,11.4083,635122.0,1,0,0,0,UPHELD,1.1998,1.0042,7.6,0,0,0.3537,0.3716,0
2007,PARCEL0000001263,COMM,40990045.52,46055494.33,31.4613,1228486.63,1,0,0,0,NONE,1.1534,1.0049,8.59,0,1,0.3006,0.5685,1
2021,PARCEL0000001264,RES_MF,107130899.62,131971887.37,24.9786,2639978.17,1,0,0,0,NONE,0.8093,1.0148,11.21,0,0,0.2612,0.4417,0
2008,PARCEL0000001265,IND,21594913.75,20997629.79,39.7597,798898.13,0,0,0,0,REDUCED,1.1688,0.9689,13.25,0,0,0.3144,0.4175,0
2017,PARCEL0000001266,RES_SF,167806617.31,198467013.62,31.1086,4940658.19,1,1,0,0,UPHELD,0.579,1.1685,15.52,1,0,0.2102,0.3406,1
2014,PARCEL0000001267,RES_SF,181451848.47,173663811.25,32.3137,5798085.49,0,0,0,0,PENDING,0.6563,0.9381,11.67,0,0,0.6219,0.2201,0
2022,PARCEL0000001268,COMM,141936096.07,123150573.11,35.5907,4685828.95,1,0,0,0,NONE,0.5285,0.9939,11.64,0,0,0.2786,0.6725,0
2020,PARCEL0000001269,RES_SF,34785276.96,38366636.77,9.2664,316464.44,1,0,0,1,NONE,0.9908,1.1936,6.47,0,1,0.1905,0.5107,0
2022,PARCEL0000001270,RES_SF,220343527.43,289697241.56,28.3571,6652166.97,1,0,0,1,NONE,0.9365,1.0855,17.39,0,0,0.3317,0.3868,1
2016,PARCEL0000001271,RES_SF,226680897.4,213781246.33,36.509,8547975.26,1,0,0,0,UPHELD,0.7075,1.0596,8.48,0,0,0.2396,0.3092,0
2018,PARCEL0000001272,RES_SF,177109349.08,155594155.48,38.7135,6577116.36,1,0,0,0,NONE,0.9959,1.1747,4.04,0,1,0.2558,0.543,0
2010,PARCEL0000001273,IND,104029493.32,106003470.74,4.9958,508404.21,1,0,0,0,REDUCED,0.6468,1.1508,17.75,0,0,0.5584,0.2338,0
2020,PARCEL0000001274,RES_MF,83273295.15,70879976.97,4.6645,367796.22,1,0,0,0,NONE,0.8607,1.0505,1.78,0,0,0.2407,0.5287,0
2011,PARCEL0000001275,RES_SF,248374367.12,298776038.23,42.4211,10986954.91,1,1,0,0,NONE,0.7397,0.9806,0.3,0,0,0.516,0.3725,0
2014,PARCEL0000001276,RES_MF,35734879.1,47041061.67,43.1662,1649747.67,0,0,0,0,REDUCED,1.0499,1.144,9.8,0,0,0.505,0.348,0
2021,PARCEL0000001277,RES_SF,234857922.69,281404262.26,2.8705,648907.44,0,0,0,0,UPHELD,0.9051,0.9732,8.11,0,0,0.479,0.4021,0
2009,PARCEL0000001278,COMM,57755294.48,60389978.96,15.8892,966430.87,1,0,0,1,NONE,0.7169,0.8604,0.04,0,0,0.6075,0.2312,0
2023,PARCEL0000001279,RES_SF,207710220.17,203222145.68,30.5411,5934276.14,1,0,0,0,NONE,0.8927,1.0915,3.06,0,1,0.1503,0.7116,0
2025,PARCEL0000001280,RES_SF,60799899.38,78431682.48,44.8371,2633962.34,1,1,0,0,NONE,1.0869,1.0083,0.28,0,0,0.6418,0.2848,0
2008,PARCEL0000001281,COMM,80798953.57,86210586.03,14.111,1056688.65,1,1,1,0,REDUCED,0.987,0.9082,16.01,0,1,0.6467,0.2485,0
2006,PARCEL0000001282,RES_SF,244327164.88,317873544.14,31.5375,7209697.67,1,0,0,0,UPHELD,0.7461,1.1749,15.46,0,0,0.5109,0.2115,0
2025,PARCEL0000001283,COMM,237459065.63,206200632.66,23.8985,5249915.83,1,0,0,0,REDUCED,1.1128,0.9725,12.31,0,0,0.1824,0.4183,0
2009,PARCEL0000001284,RES_SF,177462771.82,217735926.59,3.9879,764247.4,1,0,0,1,NONE,1.1296,0.899,8.1,0,1,0.3694,0.44,0
2006,PARCEL0000001285,RES_MF,24023588.01,30295632.14,5.1775,120524.74,1,0,0,0,NONE,0.9962,0.9408,0.92,0,0,0.701,0.1303,0
2019,PARCEL0000001286,AG,102354138.09,136416618.49,44.3097,4512760.92,1,0,0,0,NONE,0.7771,1.0697,15.78,0,1,0.1864,0.5605,0
2018,PARCEL0000001287,RES_SF,131334838.96,162825482.8,25.6666,3426558.56,1,1,0,0,UPHELD,0.6561,0.9635,14.11,1,0,0.2321,0.6855,0
2007,PARCEL0000001288,RES_SF,75482247.05,96205842.37,40.0526,2900050.95,1,0,0,0,UPHELD,0.5502,1.186,12.56,0,0,0.534,0.2914,1
2013,PARCEL0000001289,AG,87793268.23,110140750.06,40.4504,3451647.66,1,0,1,1,WITHDRAWN,0.5453,0.8531,10.97,0,1,0.2738,0.4494,0
2025,PARCEL0000001290,RES_SF,26296161.77,24064599.05,39.5667,1073220.22,0,0,0,0,PENDING,0.8601,1.1271,15.11,1,0,0.5537,0.3017,0
2021,PARCEL0000001291,VACANT,53238087.07,46050850.08,15.3846,882854.6,1,0,0,0,NONE,1.1427,1.1013,13.43,0,0,0.3845,0.392,0
2016,PARCEL0000001292,RES_SF,50720078.87,67714479.94,10.4354,509385.12,1,1,0,0,UPHELD,0.5251,1.1641,13.22,0,1,0.177,0.3362,0
2010,PARCEL0000001293,COMM,93078858.38,98142593.89,38.8654,3773670.46,1,0,0,0,WITHDRAWN,0.9756,1.0861,13.09,0,1,0.4062,0.2523,0
2015,PARCEL0000001294,RES_SF,168252964.87,217396145.7,9.8887,1741475.25,0,1,0,1,NONE,1.0661,0.9937,9.59,0,1,0.4631,0.4724,0
2007,PARCEL0000001295,COMM,195001791.96,175272622.56,38.6691,7995505.25,0,0,1,0,NONE,0.5624,0.8811,3.78,0,1,0.3412,0.4011,0
2007,PARCEL0000001296,RES_MF,72440937.02,71623050.74,8.0106,624185.31,0,1,1,0,NONE,0.61,1.0095,16.14,0,0,0.5591,0.2011,0
2006,PARCEL0000001297,COMM,227567314.18,205298680.31,21.0294,4519192.08,1,1,1,0,NONE,0.9658,1.0703,17.35,0,0,0.4189,0.5058,0
2016,PARCEL0000001298,RES_SF,197902977.85,234872180.48,22.7127,4754499.16,0,0,0,0,REDUCED,1.139,0.9729,11.17,0,1,0.484,0.2349,0
2023,PARCEL0000001299,RES_SF,149919458.51,168364930.44,44.8334,7234029.5,1,0,0,0,REDUCED,1.1931,1.2097,14.77,0,0,0.3093,0.4839,0
2022,PARCEL0000001300,RES_SF,195650063.96,212595231.18,43.5522,8819541.05,0,0,0,0,NONE,0.872,1.0749,14.04,0,1,0.6878,0.2901,1
2025,PARCEL0000001301,VACANT,237148832.61,247429177.2,13.5272,3029255.28,1,0,0,0,NONE,0.7942,0.9782,11.53,0,1,0.5411,0.3073,0
2013,PARCEL0000001302,COMM,106823718.24,131858222.32,43.7504,4833502.74,1,0,0,0,NONE,1.1734,1.0953,10.53,1,0,0.6036,0.1909,0
2009,PARCEL0000001303,RES_SF,88943419.08,82669692.71,39.2974,3472392.92,1,1,0,1,NONE,0.7311,1.2059,7.87,0,0,0.1781,0.7216,0
2023,PARCEL0000001304,RES_MF,44866178.3,51221690.21,12.606,534724.25,1,0,0,0,REDUCED,1.0932,1.1496,9.53,0,0,0.55,0.1909,0
2016,PARCEL0000001305,IND,42116588.28,54164871.43,25.7667,1159848.45,1,0,0,0,UPHELD,1.1241,1.2335,17.91,0,0,0.522,0.2599,0
2007,PARCEL0000001306,RES_MF,187649674.7,170436182.49,23.0064,4316627.27,1,0,0,1,PENDING,1.15,0.9382,6.79,0,0,0.4667,0.3136,1
2020,PARCEL0000001307,RES_MF,242977252.04,250918337.11,32.8013,7468152.35,0,1,0,0,WITHDRAWN,0.9194,1.1837,0.56,0,1,0.2861,0.5934,0
2025,PARCEL0000001308,RES_SF,26668454.95,24032742.46,17.4463,493529.01,1,0,1,1,UPHELD,0.7898,0.8686,7.69,0,0,0.7421,0.1714,0
2006,PARCEL0000001309,RES_SF,85280402.48,95005507.24,41.5055,3438342.74,1,0,0,0,NONE,0.6704,1.0848,3.33,0,0,0.7002,0.2611,0
2018,PARCEL0000001310,RES_SF,29333823.2,33822243.65,10.5411,313597.75,0,0,0,0,REDUCED,0.7598,1.0898,4.13,0,0,0.73,0.186,0
2019,PARCEL0000001311,AG,212933075.04,264929014.5,42.8814,9101162.99,0,0,0,0,NONE,0.9046,1.1118,4.88,0,0,0.3273,0.3511,0
2010,PARCEL0000001312,RES_MF,228385280.07,237891376.49,7.9391,1735510.8,1,0,0,0,PENDING,0.5952,1.0683,17.78,0,0,0.5466,0.3525,0
2019,PARCEL0000001313,IND,125176334.42,112640933.82,33.6191,3975996.35,1,0,0,1,NONE,0.9691,1.2039,1.2,1,0,0.6339,0.3315,0
2008,PARCEL0000001314,COMM,11375575.54,11654212.67,29.6787,335082.91,1,0,1,0,REDUCED,0.5088,1.2104,1.81,0,0,0.7114,0.1614,0
2023,PARCEL0000001315,IND,150181245.93,199284022.47,44.891,6656866.86,1,0,0,1,UPHELD,1.166,0.9703,7.97,0,1,0.68,0.1821,1
2023,PARCEL0000001316,RES_SF,243917113.89,229309986.17,5.3178,1270754.57,0,0,0,0,PENDING,0.7363,1.0647,16.37,0,0,0.4816,0.3367,1
2022,PARCEL0000001317,RES_SF,140307917.15,163544355.9,26.7345,3554198.63,1,0,0,0,NONE,0.7217,1.0595,9.59,1,0,0.6073,0.2766,0
2022,PARCEL0000001318,RES_SF,199158200.6,223682824.48,10.1864,2181914.64,1,0,0,0,WITHDRAWN,0.9613,0.9263,17.35,0,0,0.6174,0.3255,1
2015,PARCEL0000001319,RES_SF,120835734.96,105685841.62,38.1451,4626880.64,0,0,0,1,NONE,1.0354,1.0821,0.89,0,0,0.4079,0.3014,0
2013,PARCEL0000001320,RES_MF,54311137.43,53008363.03,5.8355,310397.22,0,0,0,0,REDUCED,0.536,0.8897,11.06,0,1,0.2939,0.3468,0
2007,PARCEL0000001321,RES_SF,232117835.25,290064635.73,4.7874,1066878.44,1,0,0,0,REDUCED,0.9492,0.9037,4.66,0,0,0.2612,0.4674,0
2016,PARCEL0000001322,RES_SF,109508383.54,106546441.36,37.1584,3994184.67,0,0,0,0,NONE,0.9476,1.056,14.18,0,0,0.3212,0.3135,0
2008,PARCEL0000001323,AG,93694431.89,90211178.03,20.4695,1816953.32,1,0,0,1,UPHELD,0.8044,1.0427,6.7,0,0,0.2069,0.6727,0
2017,PARCEL0000001324,COMM,170210235.76,216850139.95,43.1088,7757053.97,1,0,0,0,UPHELD,0.642,1.1324,16.9,0,0,0.7084,0.2609,0
2015,PARCEL0000001325,RES_SF,22994062.26,28158777.54,6.3313,150823.02,0,0,0,0,NONE,1.1703,1.0302,0.79,0,0,0.2557,0.6508,1
2013,PARCEL0000001326,RES_SF,30005991.14,31390355.28,22.838,695571.79,1,0,0,0,REDUCED,0.93,1.2235,13.03,0,0,0.6105,0.1709,0
2017,PARCEL0000001327,RES_SF,138177484.39,173457900.0,24.491,3230126.17,0,0,0,0,UPHELD,0.8458,1.2475,5.39,0,1,0.4357,0.3485,0
2019,PARCEL0000001328,VACANT,20191907.68,20393516.3,36.5918,783756.29,0,0,0,0,REDUCED,0.9,0.9364,17.69,0,0,0.566,0.2306,0
2012,PARCEL0000001329,IND,154119637.03,153635750.81,1.3505,208518.95,0,0,0,0,PENDING,1.083,0.9943,10.01,0,1,0.4983,0.3523,0
2014,PARCEL0000001330,RES_SF,198829787.75,205139025.08,25.6938,4917899.51,1,0,1,0,NONE,0.624,1.2112,14.37,0,0,0.2459,0.6841,0
2006,PARCEL0000001331,IND,120469166.16,161300387.62,43.2062,5162551.01,1,0,0,0,PENDING,1.1076,1.2242,14.62,0,0,0.4395,0.513,0
2012,PARCEL0000001332,COMM,139985784.88,150009194.82,4.8293,722881.91,0,0,0,0,REDUCED,1.1785,0.8609,11.38,0,0,0.3588,0.6059,0
2015,PARCEL0000001333,RES_SF,56861169.44,63935094.86,10.9357,658212.86,1,0,0,0,NONE,0.6164,0.8992,2.9,0,0,0.636,0.3046,0
2014,PARCEL0000001334,RES_MF,243241502.56,279556166.89,34.6263,7805231.69,0,0,0,0,UPHELD,1.0986,1.039,12.61,0,0,0.692,0.2032,0
2025,PARCEL0000001335,IND,84857436.64,101988202.37,0.2822,24733.52,1,0,0,1,REDUCED,1.1617,1.0594,17.32,0,0,0.447,0.4212,0
2021,PARCEL0000001336,RES_SF,108334754.12,136167540.73,13.8055,1483196.48,1,0,0,0,REDUCED,1.0196,1.0654,5.26,0,1,0.3499,0.4967,0
2009,PARCEL0000001337,COMM,95972527.83,105180339.86,41.9301,4095299.89,0,0,0,0,NONE,1.0868,0.91,1.42,0,0,0.3754,0.3234,0
2022,PARCEL0000001338,RES_SF,100343164.45,92604672.27,34.4712,3183249.5,0,0,0,0,REDUCED,0.6111,1.2099,7.25,0,0,0.366,0.3715,0
2024,PARCEL0000001339,VACANT,244157689.58,238572524.34,1.3346,313729.36,1,0,0,1,NONE,1.0716,0.8818,1.46,0,0,0.7238,0.1338,0
2010,PARCEL0000001340,RES_MF,27640791.68,31094361.82,42.1218,1158926.64,0,0,0,0,UPHELD,1.1328,1.0087,14.76,0,0,0.4328,0.4253,0
2018,PARCEL0000001341,COMM,18806224.3,21839028.38,9.4434,168780.66,1,0,0,0,PENDING,0.6702,1.0883,2.4,0,0,0.3557,0.4905,0
2020,PARCEL0000001342,COMM,160678280.45,212077523.68,5.6866,868953.48,0,0,0,0,NONE,0.6847,1.0943,15.49,0,1,0.4109,0.2548,0
2012,PARCEL0000001343,IND,41367401.66,38346581.27,14.0105,597944.45,1,0,0,1,NONE,0.6556,0.978,0.24,0,0,0.5669,0.1853,0
2016,PARCEL0000001344,IND,150321447.39,180583818.3,31.2312,4572871.73,0,0,0,1,WITHDRAWN,0.737,0.9933,7.39,0,0,0.686,0.1619,1
2024,PARCEL0000001345,RES_MF,7192640.1,9507265.55,44.0975,330272.74,1,0,0,0,REDUCED,1.1172,0.9406,5.32,0,0,0.7459,0.2231,0
2007,PARCEL0000001346,IND,2966129.16,3788765.62,29.5829,90485.57,1,0,0,0,NONE,0.8999,0.9704,9.07,0,0,0.2441,0.4617,0
2022,PARCEL0000001347,RES_MF,219582680.43,279359896.44,16.8098,3812216.86,1,0,1,1,NONE,1.0815,1.1257,10.87,0,1,0.7387,0.1189,0
2024,PARCEL0000001348,RES_SF,184859129.35,239088893.06,33.0983,6188810.76,1,0,0,0,NONE,0.5405,1.1401,7.42,0,1,0.534,0.426,0
2012,PARCEL0000001349,RES_MF,138238390.0,117715940.77,8.3704,1193492.39,1,1,0,1,UPHELD,1.1667,0.9528,17.24,0,0,0.2589,0.612,0
2017,PARCEL0000001350,COMM,51820112.17,57005329.53,17.5628,920535.51,1,0,0,0,REDUCED,0.5757,0.9859,14.72,0,0,0.3427,0.3987,0
2024,PARCEL0000001351,RES_SF,46774527.16,48329683.58,44.9457,2223299.26,1,0,0,0,UPHELD,0.6247,0.9787,1.27,0,0,0.5887,0.3438,0
2013,PARCEL0000001352,AG,230325493.58,265959629.78,0.6982,173203.49,0,0,0,0,REDUCED,0.9752,1.1773,14.23,0,0,0.6475,0.3061,1
2020,PARCEL0000001353,RES_MF,12444343.99,16257398.1,18.7017,215698.2,0,0,0,0,REDUCED,0.8054,1.0121,0.62,0,1,0.4703,0.2608,0
2018,PARCEL0000001354,IND,4933775.93,6524271.39,25.7404,132197.71,0,0,1,0,UPHELD,1.0754,0.9639,0.95,0,1,0.2284,0.547,0
2012,PARCEL0000001355,RES_SF,18501762.06,16260631.6,44.314,768055.82,1,0,0,0,NONE,1.0594,1.0246,13.7,0,0,0.4456,0.478,0
2016,PARCEL0000001356,RES_MF,108860833.69,105318865.4,10.1703,1153220.61,1,0,0,0,NONE,0.5828,1.1996,4.09,0,0,0.6363,0.158,0
2018,PARCEL0000001357,RES_SF,200789827.16,190419968.55,11.7786,2248877.4,1,1,1,0,REDUCED,0.6228,1.1448,14.99,0,0,0.6165,0.262,0
2024,PARCEL0000001358,RES_SF,40546726.33,40800469.76,20.3215,782624.28,1,0,0,0,NONE,0.7113,0.9737,3.27,0,0,0.2623,0.4432,0
