biz_output_reporting_quarter,biz_output_industry_cluster_code,biz_output_shipment_value_usd,biz_output_new_orders_value_usd,biz_output_capacity_utilization_pct,biz_output_unit_labor_cost_index,biz_output_export_share_pct,biz_output_import_penetration_pct,biz_output_domestic_market_share_pct,biz_output_price_competitiveness_index,biz_output_innovation_intensity_score,biz_output_capital_investment_usd,biz_output_r_and_d_spend_usd,biz_output_automation_adoption_index,biz_output_supply_chain_concentration_index,biz_output_supplier_risk_score,biz_output_customer_concentration_index,biz_output_energy_intensity_btu_output,biz_output_carbon_intensity_tons_output,biz_output_benchmark_peer_group
2307Q1,CL001181,236880433722.83,230429353588.39,78.69,151.47,83.4,69.61,70.84,120.03,48.24,73370135896.17,6633320435.07,0.2305,0.5335,49.26,0.8032,7664.2,138.0208,PEER_C
2307Q2,CL001182,89527242849.36,69136710421.62,42.1,132.44,73.27,36.8,72.73,101.38,41.59,31800165379.35,5133259028.41,0.7405,0.9274,34.61,0.7294,23169.0,182.2104,PEER_D
2307Q3,CL001183,304461001392.91,326382069346.42,90.6,112.14,46.68,54.69,59.97,106.22,54.08,88607723760.12,43456028394.37,0.207,0.9601,24.56,0.9363,9531.18,31.9331,PEER_E
2307Q4,CL001184,192603881691.38,205107375888.96,97.58,136.36,25.2,58.46,64.7,91.96,80.9,109894271972.38,19055045525.79,0.9495,0.3435,83.46,0.1795,46406.16,6.1424,PEER_B
2308Q1,CL001185,376305404406.71,409628377516.3,27.94,83.78,16.02,11.38,90.75,73.1,35.48,96527538413.39,17199501630.11,0.7419,0.6739,81.57,0.6584,38325.23,176.8469,PEER_D
2308Q2,CL001186,427259872197.44,284040031325.23,65.69,146.67,70.44,14.81,92.87,89.01,87.22,105996920950.59,50163130423.02,0.2138,0.1212,82.35,0.2359,44035.84,99.5241,PEER_A
2308Q3,CL001187,158151224562.45,115078379393.26,60.64,102.58,62.91,27.56,88.38,84.59,60.68,50223107860.37,33322917390.55,0.0019,0.8621,8.63,0.1499,4897.76,182.1279,PEER_A
2308Q4,CL001188,250363425985.36,258051407911.85,61.44,87.9,20.81,78.44,71.23,77.58,14.74,112042922788.21,18173406199.38,0.2534,0.8756,80.55,0.4081,760.41,34.4904,PEER_D
2309Q1,CL001189,246007249678.35,223114602652.79,88.1,158.81,1.83,3.12,97.37,125.37,86.03,45531770905.35,26723248607.17,0.3893,0.1845,35.87,0.735,25813.67,33.9334,PEER_D
2309Q2,CL001190,80223443378.42,77457727107.04,33.46,101.66,15.26,41.0,76.34,100.07,59.58,21716906046.76,55485055040.97,0.7693,0.0602,18.28,0.1858,15520.37,16.5321,PEER_E
2309Q3,CL001191,29338577571.19,24643961488.84,38.21,145.57,9.82,60.6,67.33,105.49,12.93,7415269731.12,49256355708.15,0.3929,0.9268,46.81,0.9667,46261.98,70.7181,PEER_D
2309Q4,CL001192,5971730620.48,5596124793.77,81.57,142.29,46.74,39.59,80.17,113.91,51.7,28452598103.15,1316618056.73,0.9819,0.578,32.31,0.658,38756.94,180.53,PEER_E
2310Q1,CL001193,149485070733.23,145174911545.81,80.27,62.26,56.91,22.33,90.03,85.07,45.24,96273233131.11,33866851544.53,0.25,0.3728,47.44,0.149,26909.16,13.932,PEER_B
2310Q2,CL001194,279988297236.1,202606933030.17,48.95,92.79,1.45,39.05,70.68,114.04,92.0,87559556632.71,18679886268.04,0.7756,0.192,19.93,0.506,42311.04,9.7134,PEER_B
2310Q3,CL001195,59608666771.06,44751338066.89,53.3,101.61,27.51,14.1,93.35,62.81,59.15,3796120803.07,42591882269.75,0.7572,0.3948,8.4,0.8866,33882.75,185.0862,PEER_C
2310Q4,CL001196,61290286640.38,56893465513.53,80.15,119.59,49.79,67.0,66.24,113.28,6.68,58076554853.05,12603881428.23,0.1157,0.8332,30.78,0.1637,895.52,80.543,PEER_B
2311Q1,CL001197,174852227278.88,193696403553.74,41.58,63.48,71.98,4.08,96.68,137.11,6.85,44691971854.16,24315696080.7,0.9309,0.8471,91.78,0.6417,4139.17,146.5477,PEER_A
2311Q2,CL001198,6995079642.22,5981065409.34,82.12,135.11,26.01,86.99,26.75,135.1,93.66,22875407673.24,4865586011.67,0.394,0.5503,81.59,0.6674,45407.98,67.741,PEER_E
2311Q3,CL001199,236028165051.44,244513462832.19,97.0,88.11,3.27,41.33,66.73,134.26,51.79,118799326733.62,23132195722.97,0.4829,0.8653,27.38,0.7515,15151.92,30.3252,PEER_F
2311Q4,CL001200,33530127307.93,33980083392.24,56.63,97.24,41.64,31.82,79.04,125.24,48.93,111779444768.64,15599018184.85,0.5019,0.394,33.68,0.6262,18334.82,45.3333,PEER_F
2312Q1,CL001201,176681119629.62,186664839578.91,93.42,144.59,41.82,52.03,73.9,91.09,56.33,62787713412.59,42733845997.33,0.8533,0.4871,6.52,0.3048,4455.88,44.2113,PEER_B
2312Q2,CL001202,342897567201.53,263394673935.52,91.13,113.13,83.55,73.11,60.78,64.44,56.51,98443375919.8,55011462227.32,0.2376,0.3112,52.76,0.1932,8111.0,215.192,PEER_D
2312Q3,CL001203,45452979013.65,38804936115.96,36.23,71.44,26.34,78.36,69.8,72.53,12.97,45916538747.76,24525335966.33,0.8756,0.4156,25.07,0.7233,31472.68,204.2066,PEER_A
2312Q4,CL001204,9626620831.32,10766521876.89,81.78,89.95,65.72,75.77,60.27,84.31,31.89,64413496670.65,38117234650.76,0.7372,0.0681,97.79,0.3071,49853.05,95.9772,PEER_B
2313Q1,CL001205,29796438142.63,33560190626.09,37.82,81.85,9.23,60.31,67.19,76.99,20.36,74163024874.39,12038182161.29,0.5149,0.0599,97.59,0.2116,28993.55,91.2201,PEER_B
2313Q2,CL001206,182313460392.22,131623910048.38,28.98,127.92,14.13,59.59,60.97,81.67,78.39,18385728123.81,16255948104.24,0.3903,0.8983,9.54,0.3046,46147.92,195.9464,PEER_C
2313Q3,CL001207,215095229583.79,189795116348.24,61.55,146.89,2.01,60.6,70.46,65.77,50.97,71449658722.18,5305049167.56,0.2942,0.086,91.57,0.1051,32745.18,148.4257,PEER_E
2313Q4,CL001208,443661708328.2,395436552455.35,24.98,91.69,80.34,7.48,93.68,79.15,51.78,39363827041.98,6928026041.7,0.7126,0.6179,53.86,0.8279,12259.69,167.7102,PEER_F
2314Q1,CL001209,167634836216.35,137422183220.14,80.08,137.1,64.14,85.27,71.71,66.42,44.1,34379356126.45,18734071351.71,0.4746,0.1215,2.78,0.2298,19074.71,14.2893,PEER_B
2314Q2,CL001210,251274812168.42,216569574091.26,94.75,157.09,54.24,23.55,80.87,132.55,4.35,94944400454.37,3449404677.69,0.2573,0.9434,44.76,0.0994,21589.02,166.819,PEER_F
2314Q3,CL001211,407981891424.88,330711306189.82,47.19,67.0,36.66,88.29,52.98,77.44,15.58,83068363761.76,55377778340.95,0.9871,0.9904,15.7,0.0742,45350.87,29.1,PEER_D
2314Q4,CL001212,282997158765.46,215822923278.54,21.48,82.97,12.28,45.87,81.45,113.94,57.97,11833698166.65,26683469132.92,0.2346,0.2245,39.8,0.696,25250.07,79.1373,PEER_F
2315Q1,CL001213,261218305510.04,240678872798.5,34.69,146.95,61.03,39.77,81.38,79.96,16.16,110572417857.55,9789239059.51,0.5266,0.1456,7.91,0.1261,11283.52,88.1703,PEER_D
2315Q2,CL001214,243805413799.58,163908787579.66,35.34,148.81,41.83,20.63,82.26,112.11,31.57,117942648401.42,17691001659.22,0.6894,0.331,55.0,0.6384,8802.06,46.8722,PEER_A
2315Q3,CL001215,225270386408.65,147912152947.36,56.7,101.93,8.37,70.18,53.84,115.7,18.86,106355018058.99,21578375898.79,0.473,0.953,65.51,0.8154,33236.48,160.8354,PEER_A
2315Q4,CL001216,280124201501.26,314154474180.04,87.6,127.53,4.4,65.32,61.98,79.05,10.71,16816454104.93,51122814007.53,0.692,0.5246,63.82,0.7302,32001.41,146.2829,PEER_F
2316Q1,CL001217,397526467335.32,387853808085.3,29.67,92.53,69.81,87.08,51.73,63.17,28.77,38162543716.97,49341473043.83,0.7617,0.0964,99.09,0.6245,14214.99,58.5521,PEER_D
2316Q2,CL001218,35459089742.97,40467729925.87,55.66,144.63,12.77,85.64,41.02,83.04,96.73,18766347177.29,53736196269.99,0.9899,0.6773,62.66,0.1138,30755.59,100.9076,PEER_B
2316Q3,CL001219,335269856044.1,355813925316.9,69.18,107.13,38.08,72.16,58.19,81.38,46.72,88239047667.42,50472551027.17,0.2319,0.7916,58.62,0.7127,3523.58,140.3865,PEER_D
2316Q4,CL001220,370761826476.77,306790963579.28,29.05,148.6,48.63,43.39,79.69,103.75,53.62,48385602549.63,46378768915.0,0.1005,0.3883,3.95,0.5217,12027.86,136.171,PEER_F
2317Q1,CL001221,423557115141.76,449759630845.96,72.42,148.25,19.3,23.83,79.32,112.5,84.82,54565005821.55,58864528767.89,0.9858,0.6917,55.75,0.1551,39637.11,101.852,PEER_F
2317Q2,CL001222,195942845657.03,214011959401.72,41.15,150.34,26.46,57.33,54.74,79.7,35.98,11507207874.59,23128181684.27,0.0034,0.2974,85.67,0.6583,35106.43,78.514,PEER_E
2317Q3,CL001223,146905506594.83,160538392470.76,27.52,152.2,48.16,36.35,75.8,137.05,84.64,51892912951.65,7825574722.45,0.1503,0.0662,11.54,0.8244,37415.86,46.5756,PEER_B
2317Q4,CL001224,117735350421.53,123771648937.08,66.43,112.81,46.3,28.61,83.7,135.81,51.37,47588005927.61,26095610369.99,0.4392,0.9286,14.44,0.125,772.36,239.804,PEER_D
2318Q1,CL001225,61898044283.52,56455719711.98,21.3,108.52,36.06,11.72,90.69,115.04,76.44,98616671138.37,29994720007.73,0.7767,0.6695,31.38,0.4794,24250.1,89.6869,PEER_C
2318Q2,CL001226,11782378385.49,12724768782.71,20.0,82.62,70.65,70.1,59.17,73.93,11.25,98951297251.83,36461572964.66,0.9882,0.2361,8.44,0.575,27856.92,22.5648,PEER_D
2318Q3,CL001227,126532029783.43,110655778165.39,42.36,81.63,32.79,84.02,56.42,78.98,32.64,60535709726.59,27006529714.89,0.1983,0.1612,69.34,0.6832,41413.12,126.4242,PEER_C
2318Q4,CL001228,229712027481.86,251612397180.81,67.08,78.51,76.61,8.24,96.68,62.36,65.32,89181874618.51,51154783622.26,0.6033,0.6235,77.71,0.1982,47558.44,41.547,PEER_A
2319Q1,CL001229,102746382616.36,76467625590.97,62.31,111.99,12.6,71.46,62.84,120.88,0.55,42959900351.93,10589860950.27,0.1601,0.6859,81.78,0.3151,7864.48,208.241,PEER_E
2319Q2,CL001230,250073111565.34,278806047063.49,88.47,112.61,51.72,55.37,64.16,87.1,87.86,69220955272.51,18705341230.17,0.1531,0.3613,60.76,0.3989,7651.52,23.69,PEER_D
2319Q3,CL001231,21141669458.11,15870399468.85,70.79,94.56,77.17,88.53,49.34,109.21,56.48,56134050745.92,55972874994.5,0.3838,0.8005,91.36,0.944,46334.52,35.4254,PEER_A
2319Q4,CL001232,13625568392.35,11793490800.28,91.69,156.77,71.7,89.21,66.33,111.72,96.67,70336530329.69,36385316544.32,0.3561,0.7117,22.2,0.6261,23229.54,23.6861,PEER_B
2320Q1,CL001233,229890985051.59,218758882708.47,67.54,130.37,64.18,12.08,90.78,116.43,2.3,14430557728.29,33508341112.92,0.4725,0.0493,26.43,0.1884,41037.03,125.8485,PEER_D
2320Q2,CL001234,295518740534.33,334610476967.02,47.42,120.83,21.16,66.06,57.15,101.51,29.4,83906538722.01,20174539011.56,0.1333,0.5128,94.75,0.1164,49370.44,100.7752,PEER_A
2320Q3,CL001235,209510260244.59,143960603142.21,68.89,121.75,73.54,16.58,89.85,136.27,20.46,83326694602.53,53465798910.44,0.5149,0.1331,63.22,0.4377,46113.79,161.9334,PEER_B
2320Q4,CL001236,360174117109.98,328252503374.05,87.44,156.06,28.61,81.11,50.99,72.87,74.62,97344623016.54,55707451973.58,0.2472,0.9066,76.95,0.3175,8471.95,244.9987,PEER_C
2321Q1,CL001237,272379428282.42,260239137260.34,88.64,82.31,25.94,25.02,79.2,117.6,94.28,79334717192.24,59385007200.04,0.9363,0.0369,5.25,0.0363,19688.75,219.5644,PEER_B
2321Q2,CL001238,352198523611.04,346022112609.72,82.45,143.07,46.94,26.72,83.53,119.07,32.33,97162462830.45,42069604499.58,0.5751,0.7086,14.29,0.3281,39585.01,28.8399,PEER_B
2321Q3,CL001239,17672787934.88,19085663609.58,66.96,116.91,39.5,89.78,72.88,137.48,59.3,82578211049.15,21909485565.21,0.2588,0.0194,26.16,0.0321,43475.77,225.5844,PEER_E
2321Q4,CL001240,429114304598.53,470181344775.56,68.93,75.16,23.19,46.58,64.1,125.78,47.99,78379872597.62,29380885419.53,0.854,0.6318,87.9,0.8231,26802.59,235.0627,PEER_F
2322Q1,CL001241,297917591723.95,341050674292.73,68.39,86.42,63.72,21.13,88.63,63.8,75.25,108821123834.15,28680314969.87,0.7161,0.0135,44.53,0.1417,42413.74,208.2493,PEER_B
2322Q2,CL001242,426552701373.28,372231951798.42,28.51,69.46,70.95,35.97,79.93,128.78,43.98,65388721859.72,20393378926.66,0.4627,0.1523,92.01,0.2979,18323.19,48.7601,PEER_D
2322Q3,CL001243,43498515788.25,42460101349.31,64.63,145.84,66.98,78.06,66.33,81.63,11.2,60272617921.29,29588826284.72,0.1155,0.0498,45.63,0.3737,1402.64,206.3472,PEER_F
2322Q4,CL001244,444439428419.29,466416709061.31,30.21,64.39,62.15,13.88,91.12,83.29,94.46,61302450262.16,35598050987.78,0.1329,0.3202,97.48,0.7658,5456.06,91.9147,PEER_C
2323Q1,CL001245,351127576436.45,270778518619.75,63.31,77.6,10.17,51.4,76.98,119.84,84.87,41882729717.61,29254941554.11,0.7313,0.5721,86.01,0.6635,39389.04,228.7306,PEER_A
2323Q2,CL001246,224510252616.84,201267323171.05,29.38,80.95,33.57,16.81,93.4,117.01,17.58,83497669665.5,27753637298.09,0.0137,0.6515,34.5,0.6694,32670.31,34.5059,PEER_E
2323Q3,CL001247,382482169373.38,428524833793.36,54.43,95.41,26.19,75.83,45.94,79.66,74.2,15243955755.68,38128024673.2,0.5504,0.1767,51.59,0.9641,27417.51,96.1009,PEER_E
2323Q4,CL001248,284928063907.93,291564841130.25,85.04,96.81,17.98,48.0,65.04,117.49,83.64,27585005279.87,28035223019.74,0.006,0.1063,13.91,0.8657,4344.78,185.9932,PEER_F
2324Q1,CL001249,84471096802.4,63313490529.67,94.07,143.62,22.77,86.32,69.2,136.82,27.81,51386468095.2,55519155831.06,0.811,0.2099,0.91,0.6471,7254.89,147.5468,PEER_B
2324Q2,CL001250,375531464050.86,411822054486.07,70.73,95.44,9.69,21.1,84.44,137.37,97.37,94264557750.9,43586992517.64,0.1834,0.515,60.43,0.7494,31270.7,82.2598,PEER_E
2324Q3,CL001251,154672688164.05,144499174841.45,20.05,76.37,30.17,17.75,84.43,114.58,96.91,95871241754.49,56616925037.28,0.9701,0.4854,72.03,0.0973,31800.18,111.1884,PEER_A
2324Q4,CL001252,272149949292.66,234385487333.44,20.7,110.39,83.66,0.29,99.83,69.99,1.69,111913165955.79,10122898052.64,0.7206,0.2927,32.25,0.1403,45828.17,120.4378,PEER_A
2325Q1,CL001253,379026400294.76,331644782857.82,62.22,135.52,60.1,22.04,93.03,80.08,93.31,87493557897.43,54688973053.83,0.2868,0.0501,43.26,0.5415,37348.62,81.7797,PEER_E
2325Q2,CL001254,67968531043.23,52411465527.4,70.93,135.79,44.94,62.12,62.68,60.07,86.09,99371865257.43,32350905188.02,0.8723,0.1779,38.6,0.0956,27357.37,40.9301,PEER_C
2325Q3,CL001255,151577499479.57,147697866954.91,49.5,63.99,71.97,68.38,46.05,62.99,83.99,59800333927.07,54690690047.91,0.5933,0.6798,39.76,0.8114,11939.17,54.6238,PEER_C
2325Q4,CL001256,170560871510.39,130701860959.42,35.38,123.35,43.51,38.23,70.54,65.15,73.07,105492009463.17,25980144723.81,0.8226,0.9128,68.97,0.5396,8866.36,17.9413,PEER_F
2326Q1,CL001257,200532804550.31,161079767619.6,31.14,77.88,67.81,59.94,73.69,113.78,68.21,65053437825.73,38340897103.5,0.0504,0.2193,90.13,0.202,6055.04,134.0014,PEER_E
2326Q2,CL001258,141832414303.44,115984020043.14,63.55,116.77,4.13,27.91,76.06,112.5,72.74,77965231512.03,46267927430.1,0.7545,0.9372,46.34,0.2217,24828.47,166.178,PEER_E
2326Q3,CL001259,182547341679.02,164731451280.95,60.18,71.11,80.96,0.28,99.91,63.3,46.02,112014312823.57,35590801284.78,0.6456,0.0268,42.83,0.1793,42727.9,210.7016,PEER_B
2326Q4,CL001260,336210290686.15,327579209243.79,35.91,144.58,5.04,41.79,79.52,138.84,71.04,40267010567.38,18020149479.39,0.0971,0.8979,98.27,0.6733,32141.98,197.568,PEER_B
2327Q1,CL001261,391685811513.81,396243965501.54,59.77,143.13,1.98,63.02,58.76,100.61,31.57,43783330848.29,41467718928.32,0.736,0.8026,91.6,0.2314,15870.35,24.9423,PEER_E
2327Q2,CL001262,38760899833.53,31261634533.1,64.43,123.35,74.51,75.43,64.96,79.11,21.56,21918667145.42,28232244870.22,0.9831,0.1057,62.84,0.4695,25450.55,144.2282,PEER_B
2327Q3,CL001263,235863559595.01,178401595177.34,29.51,152.41,49.2,20.58,83.52,122.67,35.37,78033408649.13,5453526318.17,0.1678,0.5375,41.61,0.3453,33189.52,198.0506,PEER_C
2327Q4,CL001264,57632379662.53,60390019347.14,75.67,70.02,51.38,63.45,72.27,83.01,49.69,94074286334.57,27977561791.73,0.3486,0.1743,56.77,0.1415,38032.76,61.3617,PEER_C
2328Q1,CL001265,154538388104.74,138132690061.47,71.88,82.05,83.6,84.69,32.08,95.26,70.22,36919196586.12,18797623840.22,0.204,0.0841,94.11,0.9474,18362.73,151.2426,PEER_F
2328Q2,CL001266,261020152567.93,299076521460.06,83.05,108.88,46.06,40.06,78.5,62.98,73.95,20042261146.31,39007700837.39,0.4206,0.2058,66.73,0.46,5333.29,230.3191,PEER_E
2328Q3,CL001267,104353547292.22,96861180591.06,61.78,99.99,29.02,46.18,66.09,69.22,66.71,14335211621.97,18460092254.79,0.7218,0.3438,61.88,0.3355,234.05,67.8068,PEER_F
2328Q4,CL001268,289713502199.07,286508649602.42,50.19,84.37,60.88,14.64,93.31,86.64,39.37,77338668029.18,55385193968.78,0.4935,0.2355,56.2,0.5221,47458.28,45.0852,PEER_C
2329Q1,CL001269,263222612241.48,277591005927.15,47.38,93.73,81.74,22.86,87.63,67.0,69.74,93974094839.75,42613788202.46,0.7846,0.3725,45.89,0.4258,49410.9,63.1311,PEER_A
2329Q2,CL001270,366886382303.68,385881041008.35,90.24,153.29,19.85,54.7,79.87,68.99,99.29,89520848644.23,1333528679.64,0.5443,0.4294,32.85,0.3725,9903.53,184.7057,PEER_B
2329Q3,CL001271,43179767170.91,29214329176.77,22.93,123.44,15.91,60.71,66.31,121.96,48.64,57219748816.47,1297100851.59,0.0684,0.9659,31.31,0.7604,7306.21,59.4358,PEER_D
2329Q4,CL001272,236451801492.64,192172194924.28,43.69,124.32,58.27,47.94,74.97,103.44,91.54,81273532502.86,23315339770.6,0.4551,0.5141,52.7,0.4045,21834.71,108.5878,PEER_B
2330Q1,CL001273,446290152276.32,443144578789.29,71.09,60.46,20.42,79.96,29.14,136.5,90.55,106423215867.73,7554617294.49,0.3899,0.7819,62.63,0.2814,44137.65,174.7664,PEER_D
2330Q2,CL001274,377846680582.54,371085221883.32,96.39,92.13,82.84,14.85,89.3,84.0,71.73,42627034236.56,5863409480.35,0.0835,0.8675,46.66,0.3045,18947.03,192.9935,PEER_A
2330Q3,CL001275,92027869463.29,80673909036.02,97.27,128.93,43.39,52.97,52.65,114.91,95.2,99895899302.61,11372696179.81,0.4844,0.1513,64.38,0.9384,1895.05,165.0691,PEER_C
2330Q4,CL001276,11394688840.77,9539924872.89,57.25,83.51,51.81,49.28,67.55,87.6,23.78,82183543551.78,649010655.15,0.1173,0.2651,61.5,0.2595,413.41,180.8125,PEER_C
2331Q1,CL001277,142767396145.45,101092289984.12,63.86,81.69,38.94,42.75,80.99,71.66,86.08,98693846116.44,8500508314.36,0.8948,0.3006,18.39,0.8825,34850.2,83.9509,PEER_D
2331Q2,CL001278,47168947776.7,48250631092.36,66.69,149.91,5.28,17.07,88.78,111.0,97.63,87721038338.82,13082493923.35,0.9362,0.1496,92.63,0.6654,46622.21,13.9451,PEER_E
2331Q3,CL001279,322790912703.23,359755548306.66,54.23,92.39,16.25,10.05,94.65,64.54,29.73,76278388340.0,22561693827.27,0.0539,0.0818,26.89,0.146,18550.28,2.5101,PEER_C
2331Q4,CL001280,133335207915.87,96881848910.73,75.71,126.58,59.65,6.7,97.05,91.78,14.1,51891634988.61,42610428151.65,0.9843,0.8043,57.38,0.8123,1140.55,32.6792,PEER_A
2332Q1,CL001281,377470624157.31,318863769297.51,86.32,151.82,10.55,72.08,62.68,90.58,79.33,45263424811.71,15846823059.32,0.4242,0.0971,85.81,0.4234,16851.87,123.8227,PEER_E
2332Q2,CL001282,45854252924.38,42505653693.95,86.85,77.96,64.3,57.05,77.96,71.87,77.87,83139879218.18,48297105857.25,0.793,0.3427,90.33,0.8328,32023.8,39.1365,PEER_E
2332Q3,CL001283,344470486308.71,228260875850.91,36.32,150.28,30.52,76.26,69.21,122.94,23.07,71420829635.17,57501041114.99,0.691,0.8392,39.91,0.2627,35844.34,56.5769,PEER_E
2332Q4,CL001284,181150544382.3,126647830628.76,85.62,97.24,29.98,59.76,77.16,114.63,78.59,101299695228.0,16330591263.78,0.8948,0.7525,58.22,0.9508,38722.2,145.9752,PEER_E
2333Q1,CL001285,21712766721.93,24512630546.0,79.26,88.67,22.06,6.62,95.35,79.04,65.18,40744965214.79,42918539024.56,0.4027,0.6918,68.84,0.0148,37441.11,182.2927,PEER_B
2333Q2,CL001286,176953886321.92,184821295832.3,50.23,149.18,83.16,19.47,90.73,67.16,42.9,13523901838.31,15504467294.51,0.666,0.425,57.15,0.6031,42462.15,216.2335,PEER_A
2333Q3,CL001287,57787794913.81,48839923870.03,78.14,119.99,15.86,82.76,65.25,88.09,95.52,86721497890.08,24001788479.69,0.1169,0.3418,14.98,0.5755,29974.59,41.5354,PEER_B
2333Q4,CL001288,50715724833.41,40212745667.15,68.39,73.3,75.3,41.65,76.65,108.55,0.05,83177298008.01,11513517011.56,0.7973,0.2154,40.45,0.2192,16869.94,35.2567,PEER_D
2334Q1,CL001289,107829838499.98,83729163844.11,31.69,93.05,33.67,79.52,41.54,101.51,25.81,90267735090.83,23374445723.27,0.3486,0.4736,29.43,0.898,24892.44,120.6905,PEER_E
2334Q2,CL001290,10364002616.05,8728259667.9,34.28,107.5,23.3,14.45,89.89,76.96,96.81,97838757747.82,23962675872.75,0.9314,0.5267,86.29,0.7399,35908.41,99.9654,PEER_E
2334Q3,CL001291,308287081812.9,298274802487.63,37.47,148.28,71.94,2.81,99.08,100.69,88.25,56191193221.96,35444283364.6,0.9262,0.8335,29.05,0.2395,25790.04,36.7441,PEER_F
2334Q4,CL001292,294054367362.64,214780067856.26,52.15,108.74,12.69,85.6,67.26,78.45,95.75,533968206.42,51220731266.38,0.3248,0.1159,52.21,0.9643,2024.88,133.1387,PEER_D
2335Q1,CL001293,431305196521.07,290590199255.9,97.58,75.07,63.25,18.14,85.36,130.76,17.89,14383192549.18,36799542051.49,0.8217,0.757,22.24,0.0578,25094.22,193.4357,PEER_D
2335Q2,CL001294,187273928448.03,162333218964.43,26.65,138.64,12.67,3.34,98.88,78.77,48.14,30832121649.64,55270618827.27,0.6649,0.845,75.01,0.5453,36629.62,157.5679,PEER_E
2335Q3,CL001295,393560641480.9,438125443694.9,81.74,92.46,74.93,47.62,65.92,65.31,40.64,82463695308.98,9580080033.6,0.294,0.3506,7.4,0.3199,33293.05,12.7861,PEER_A
2335Q4,CL001296,160112346807.99,111231268535.29,45.53,146.6,1.93,70.91,54.07,134.7,69.07,68260425536.68,44585240027.31,0.7891,0.6448,3.29,0.9225,36538.87,178.4162,PEER_C
2336Q1,CL001297,91367620249.75,81891129841.42,31.65,117.33,7.22,23.86,81.32,112.22,88.78,52077851160.1,28253626699.18,0.8119,0.9279,19.89,0.6042,41614.97,1.4663,PEER_B
2336Q2,CL001298,427708668588.36,370339171335.66,37.13,69.1,58.03,37.43,71.89,62.68,34.79,50241532695.62,33256565932.98,0.2463,0.1698,76.37,0.9513,16129.17,241.9253,PEER_D
2336Q3,CL001299,3467066105.52,2741403925.52,36.16,155.71,24.25,7.81,94.62,127.92,81.36,89127899283.92,50670554547.82,0.3029,0.2993,78.58,0.9047,15490.83,53.6206,PEER_B
2336Q4,CL001300,120300047315.43,115205349423.78,66.52,67.15,66.89,60.43,62.11,75.87,60.29,106627621442.7,25123475710.27,0.1958,0.1886,88.26,0.5204,38211.64,162.8657,PEER_A
2337Q1,CL001301,84493536466.89,82047106053.41,55.86,66.29,51.12,28.66,82.01,89.96,61.08,78948677552.1,51846708118.41,0.1727,0.8791,20.32,0.121,20536.83,243.4808,PEER_A
2337Q2,CL001302,312310783817.61,328358358756.93,82.81,126.17,11.91,81.82,72.49,73.75,64.77,26063366266.38,46880797910.95,0.5199,0.9166,73.68,0.3956,5152.77,200.1711,PEER_C
2337Q3,CL001303,221911176225.11,222174656081.24,60.01,106.42,16.77,89.68,45.96,93.01,50.03,29103185257.19,11658983852.41,0.1229,0.0194,90.56,0.4036,38506.22,42.8387,PEER_A
2337Q4,CL001304,69225562558.27,62307496654.94,35.01,112.44,60.39,27.42,85.59,138.2,83.78,68760761736.03,49328278262.58,0.7779,0.7723,89.41,0.0611,32003.96,132.0203,PEER_C
2338Q1,CL001305,253720277495.95,268311483896.98,43.48,131.64,17.46,54.08,76.6,132.64,1.46,34437577117.8,22097398524.03,0.6137,0.0851,18.23,0.8356,26819.85,237.6636,PEER_D
2338Q2,CL001306,161786224734.26,145108217154.87,72.03,132.72,12.83,23.56,83.85,106.18,31.21,71055008761.1,6326980031.53,0.6751,0.8642,81.32,0.954,43919.58,239.3394,PEER_F
2338Q3,CL001307,41606589877.53,29115460381.23,45.91,79.38,29.69,15.85,91.8,115.37,86.02,17076234662.06,19477654362.44,0.6097,0.7185,45.38,0.1908,19988.74,2.2931,PEER_E
2338Q4,CL001308,263691791711.13,232135610182.28,63.34,136.68,55.34,6.72,94.01,138.95,44.61,51581538525.74,47581778689.95,0.2404,0.8001,84.54,0.6117,228.42,147.2884,PEER_E
2339Q1,CL001309,82209373182.26,65850127116.76,25.57,140.51,46.04,66.78,50.24,86.88,2.33,114346435528.98,42425728377.39,0.276,0.9382,85.98,0.9421,30872.46,20.8953,PEER_D
2339Q2,CL001310,440881159279.18,456630760302.22,62.19,116.85,62.71,66.85,65.7,122.99,34.12,47942193994.47,16108981842.34,0.9969,0.9769,71.45,0.3978,19377.7,147.472,PEER_F
2339Q3,CL001311,60815954713.74,62888140464.19,91.42,138.56,50.71,20.84,89.95,132.16,84.49,12840786705.32,48170407540.71,0.0673,0.3433,88.66,0.9684,23749.9,204.2549,PEER_F
2339Q4,CL001312,386599858152.52,442837162808.99,48.89,152.91,74.07,84.78,55.35,139.28,6.48,97272158864.61,56689478813.12,0.6219,0.7583,68.78,0.8221,15079.56,44.2241,PEER_A
