energy_renew_reference_year,energy_renew_country_iso2,energy_renew_sector_code,energy_renew_share_pct,energy_renew_target_2030_pct,energy_renew_fit55_alignment_flag,energy_renew_installed_capacity_mw,energy_renew_new_installations_mw,energy_renew_permitting_time_months_median,energy_renew_grid_connection_queue_count,energy_renew_curtailment_rate_pct,energy_renew_storage_capacity_mwh,energy_renew_hydrogen_production_tonnes,energy_renew_rfnsbo_compliance_flag,energy_renew_renewable_guarantees_of_origin_count,energy_renew_support_scheme_code,energy_renew_support_amount_eur,energy_renew_repower_eu_flag,energy_renew_data_source,energy_renew_data_extract_date
2018,DE,ELECTRICITY,55.61,41.88,0,209473.47,2441.25,56.17,2178,7.15,874701.78,103490.22,0,22970977,FEED_IN_PREMIUM,6029886582.55,0,NATIONAL_ENERGY_STAT,2024-01-01
2019,LV,INDUSTRY,75.45,38.5,1,158356.1,3773.58,34.54,10738,7.31,178894.64,108174.97,0,8586658,NET_METERING,5525925854.17,0,ENTSOE_RENEWABLES,2026-02-03
2020,PL,TRANSPORT,53.08,53.15,1,51229.43,2786.61,36.06,7638,0.23,211737.6,342497.43,0,4923034,AUCTION_CFD,1238438405.55,0,COMMISSION_PROGRESS_REPORT,2024-07-07
2021,ES,HEATING_COOLING,57.06,37.33,1,267219.89,21009.8,15.25,414,0.13,483271.48,198899.4,0,5909414,CONTRACTS_FOR_DIFFERENCE,6661872068.01,0,GO_REGISTRY,2024-09-30
2022,HR,ELECTRICITY,27.72,41.49,0,118523.91,1039.71,24.1,3583,7.4,501501.81,222242.47,0,16254160,CAPEX_GRANT,1965200514.5,1,NATIONAL_ENERGY_STAT,2024-02-12
2023,FI,INDUSTRY,34.82,41.36,1,249044.78,11048.3,10.03,3657,12.13,123821.26,271603.5,1,988925,FEED_IN_TARIFF,2069614161.31,1,ENTSOE_RENEWABLES,2025-02-13
2024,IE,TRANSPORT,51.3,42.98,1,229155.2,5999.78,30.83,5681,5.42,167270.56,152213.95,0,12029621,TAX_CREDIT,8008799399.47,1,COMMISSION_PROGRESS_REPORT,2024-12-14
2025,MT,HEATING_COOLING,48.13,54.84,1,342419.01,29597.72,14.97,807,1.51,267326.59,211626.01,1,2276456,FEED_IN_PREMIUM,1151443661.32,1,GO_REGISTRY,2025-09-20
2004,SK,ELECTRICITY,23.64,57.52,1,234951.69,11230.01,46.36,11810,11.14,201952.44,46296.33,0,13978940,NET_METERING,4754125344.07,0,NATIONAL_ENERGY_STAT,2025-12-11
2005,BE,INDUSTRY,46.75,53.72,0,214597.63,1946.6,42.86,10939,12.49,463214.97,7250.3,0,7970015,AUCTION_CFD,10428076418.8,0,ENTSOE_RENEWABLES,2025-07-17
2006,DK,TRANSPORT,34.37,43.76,1,306039.17,20584.41,13.78,11151,8.23,450145.5,1619.36,0,11913760,CONTRACTS_FOR_DIFFERENCE,7789568517.9,0,COMMISSION_PROGRESS_REPORT,2025-06-23
2007,GR,HEATING_COOLING,23.25,34.52,0,235156.9,6491.39,27.66,3867,6.0,391165.49,108362.8,0,6089822,CAPEX_GRANT,5379441656.64,0,GO_REGISTRY,2025-07-17
2008,LT,ELECTRICITY,56.91,49.08,1,173793.78,6625.89,4.06,8083,11.77,585116.09,20882.46,0,12424302,FEED_IN_TARIFF,1293935284.17,0,NATIONAL_ENERGY_STAT,2024-03-02
2009,PT,INDUSTRY,16.36,57.79,0,189138.82,1374.55,26.29,6091,0.37,360554.85,59313.46,0,2882964,TAX_CREDIT,6039450372.39,0,ENTSOE_RENEWABLES,2025-04-14
2010,SE,TRANSPORT,10.26,46.17,0,356274.35,9836.61,4.74,911,5.49,2828.1,35324.19,0,11897819,FEED_IN_PREMIUM,5653219828.85,0,COMMISSION_PROGRESS_REPORT,2025-06-29
2011,CY,HEATING_COOLING,73.95,41.63,1,378255.88,24338.98,45.09,3730,5.69,284200.66,37204.29,0,9840531,NET_METERING,877123445.37,0,GO_REGISTRY,2025-03-02
2012,FR,ELECTRICITY,62.29,43.81,1,341307.72,18095.41,4.49,9548,9.02,111804.77,80752.31,0,5212825,AUCTION_CFD,1086661001.17,0,NATIONAL_ENERGY_STAT,2025-07-28
2013,IT,INDUSTRY,20.01,48.39,1,203662.53,2966.89,46.55,1178,0.65,469553.55,5737.33,0,2005259,CONTRACTS_FOR_DIFFERENCE,3273556578.16,0,ENTSOE_RENEWABLES,2024-07-26
2014,NL,TRANSPORT,73.68,33.16,1,175230.48,11507.16,28.51,6752,1.31,175728.94,82256.27,0,11793355,CAPEX_GRANT,8214898656.72,0,COMMISSION_PROGRESS_REPORT,2024-10-29
2015,SI,HEATING_COOLING,6.53,57.79,1,258175.78,4857.03,48.92,3145,6.5,229903.31,13221.01,0,11410986,FEED_IN_TARIFF,314602087.14,0,GO_REGISTRY,2024-08-31
2016,BG,ELECTRICITY,43.76,52.35,1,345865.93,3003.85,26.5,8185,8.33,420714.7,25200.94,0,10753066,TAX_CREDIT,6075367368.12,0,NATIONAL_ENERGY_STAT,2025-06-26
2017,EE,INDUSTRY,34.67,36.25,1,304180.78,14837.06,40.64,9404,3.26,12571.29,9063.57,0,5370013,FEED_IN_PREMIUM,4568802970.72,0,ENTSOE_RENEWABLES,2024-03-21
2018,HU,TRANSPORT,61.07,52.21,1,308570.37,12831.07,16.65,5444,4.11,452774.29,47512.31,0,10132757,NET_METERING,8466622309.75,0,COMMISSION_PROGRESS_REPORT,2025-07-23
2019,LU,HEATING_COOLING,83.71,43.68,0,153463.84,9601.0,35.53,6598,5.35,300215.12,84369.77,0,7409927,AUCTION_CFD,469300641.56,0,GO_REGISTRY,2026-02-08
2020,RO,ELECTRICITY,5.06,53.6,0,185631.42,5919.89,34.34,7228,0.8,346761.0,25905.31,0,11522281,CONTRACTS_FOR_DIFFERENCE,2913443133.11,0,NATIONAL_ENERGY_STAT,2024-01-29
2021,AT,INDUSTRY,26.79,43.41,1,23749.53,1487.58,36.2,8585,5.46,51867.8,125093.81,0,2192348,CAPEX_GRANT,8058562950.76,0,ENTSOE_RENEWABLES,2024-01-11
2022,CZ,TRANSPORT,63.85,33.98,1,206023.08,11181.82,38.24,10854,11.17,97676.31,76055.05,0,11939513,FEED_IN_TARIFF,3877697442.91,1,COMMISSION_PROGRESS_REPORT,2024-01-07
2023,DE,HEATING_COOLING,25.35,32.5,0,159507.75,13887.69,40.56,10060,6.18,22944.29,374948.23,0,3997540,TAX_CREDIT,3334617215.85,1,GO_REGISTRY,2025-03-22
2024,LV,ELECTRICITY,83.32,38.81,1,269557.37,23204.57,32.6,6084,5.83,833991.35,291818.61,0,24457918,FEED_IN_PREMIUM,3397049623.01,1,NATIONAL_ENERGY_STAT,2024-02-05
2025,PL,INDUSTRY,10.05,51.16,1,286184.42,19588.64,11.14,10984,5.3,265215.68,140192.79,1,3213708,NET_METERING,5149024928.43,1,ENTSOE_RENEWABLES,2024-01-16
2004,ES,TRANSPORT,58.49,50.23,1,323499.74,984.83,11.63,10481,12.26,432738.98,65210.46,0,3396058,AUCTION_CFD,2269127988.7,0,COMMISSION_PROGRESS_REPORT,2024-07-06
2005,HR,HEATING_COOLING,65.96,43.59,1,128421.26,3621.59,51.06,1517,11.51,306889.41,78657.61,0,11941537,CONTRACTS_FOR_DIFFERENCE,790703336.7,0,GO_REGISTRY,2024-03-02
2006,FI,ELECTRICITY,55.35,39.9,0,343562.73,3336.7,47.2,3563,2.4,901404.82,94306.42,0,6307115,CAPEX_GRANT,6022796973.71,0,NATIONAL_ENERGY_STAT,2025-05-11
2007,IE,INDUSTRY,67.24,34.54,1,35972.66,3088.41,27.57,7934,6.11,192685.66,99013.49,0,6995122,FEED_IN_TARIFF,338042588.38,0,ENTSOE_RENEWABLES,2025-08-09
2008,MT,TRANSPORT,80.64,33.65,1,133965.66,2988.65,34.38,7326,11.34,427960.4,31179.05,0,12781684,TAX_CREDIT,5714274152.71,0,COMMISSION_PROGRESS_REPORT,2024-03-20
2009,SK,HEATING_COOLING,49.21,35.33,1,96144.9,7826.69,23.71,11393,2.9,451165.7,40129.12,0,6424700,FEED_IN_PREMIUM,627991289.25,0,GO_REGISTRY,2024-04-14
2010,BE,ELECTRICITY,19.42,50.35,1,218617.44,4582.72,38.49,3579,6.65,234133.1,75652.1,0,4243811,NET_METERING,8376693627.21,0,NATIONAL_ENERGY_STAT,2024-11-13
2011,DK,INDUSTRY,77.3,49.63,1,270301.97,13587.24,15.71,1373,7.53,94366.55,46817.21,0,7028552,AUCTION_CFD,2488238641.86,0,ENTSOE_RENEWABLES,2024-01-11
2012,GR,TRANSPORT,51.26,53.71,1,218072.79,19295.65,49.01,1807,6.4,338747.12,81568.52,0,11396471,CONTRACTS_FOR_DIFFERENCE,319555602.04,0,COMMISSION_PROGRESS_REPORT,2025-12-12
2013,LT,HEATING_COOLING,79.08,46.68,1,120077.91,6034.55,28.98,3866,4.55,20295.67,21596.35,0,3765745,CAPEX_GRANT,3904959641.8,0,GO_REGISTRY,2024-09-26
2014,PT,ELECTRICITY,5.92,53.11,0,202458.86,7038.16,57.47,6930,2.78,726539.61,55578.52,0,24604573,FEED_IN_TARIFF,3464125236.02,0,NATIONAL_ENERGY_STAT,2026-01-03
2015,SE,INDUSTRY,49.77,54.22,1,162434.22,11653.58,35.56,1123,4.22,33998.16,109943.96,0,12759481,TAX_CREDIT,4488838320.92,0,ENTSOE_RENEWABLES,2024-08-17
2016,CY,TRANSPORT,50.34,45.22,0,48233.26,3465.3,11.96,8323,5.88,334342.03,34255.99,0,8407320,FEED_IN_PREMIUM,9214066075.44,0,COMMISSION_PROGRESS_REPORT,2024-04-23
2017,FR,HEATING_COOLING,80.59,48.99,1,120859.95,7254.15,52.03,10374,1.85,275030.03,102731.18,0,9034790,NET_METERING,5938589060.22,0,GO_REGISTRY,2026-01-01
2018,IT,ELECTRICITY,83.95,49.23,0,151744.06,13077.53,27.29,7790,2.23,1029370.02,107501.76,0,7557075,AUCTION_CFD,4535728362.24,0,NATIONAL_ENERGY_STAT,2024-08-22
2019,NL,INDUSTRY,40.4,38.7,1,317626.29,14031.94,15.17,3115,8.35,344826.25,94567.13,0,4295643,CONTRACTS_FOR_DIFFERENCE,8985547539.33,0,ENTSOE_RENEWABLES,2024-07-16
2020,SI,TRANSPORT,57.61,37.78,1,42116.8,240.35,37.91,4015,9.14,335754.74,53627.55,0,3683050,CAPEX_GRANT,1062087631.83,0,COMMISSION_PROGRESS_REPORT,2025-10-29
2021,BG,HEATING_COOLING,62.22,47.12,1,43862.27,1918.16,22.31,3261,9.16,364769.25,185758.57,0,8941300,FEED_IN_TARIFF,6323555244.41,0,GO_REGISTRY,2024-03-07
2022,EE,ELECTRICITY,64.06,49.91,1,186022.66,13179.39,15.35,13959,9.73,737073.05,181849.87,0,13058936,TAX_CREDIT,7504327706.8,1,NATIONAL_ENERGY_STAT,2024-08-29
2023,HU,INDUSTRY,81.14,47.9,1,258857.73,21135.16,33.91,214,11.35,433181.19,83798.38,1,8854975,FEED_IN_PREMIUM,4563071744.57,0,ENTSOE_RENEWABLES,2026-01-03
2024,LU,TRANSPORT,6.59,50.61,0,316545.7,15218.62,24.05,11197,9.73,492006.63,146031.67,0,7632683,NET_METERING,8037659469.28,1,COMMISSION_PROGRESS_REPORT,2025-04-23
2025,RO,HEATING_COOLING,57.79,34.4,1,188849.62,1511.85,17.04,8697,0.96,450683.76,311644.16,1,13503749,AUCTION_CFD,5482133387.32,1,GO_REGISTRY,2024-06-01
2004,AT,ELECTRICITY,65.65,35.55,1,141141.99,11248.09,24.48,6775,10.66,265473.71,22281.84,0,25132389,CONTRACTS_FOR_DIFFERENCE,5846037014.2,1,NATIONAL_ENERGY_STAT,2026-02-19
2005,CZ,INDUSTRY,80.07,59.24,1,82500.17,2631.48,17.09,7709,12.42,516637.73,26136.03,0,1523825,CAPEX_GRANT,7897536434.38,0,ENTSOE_RENEWABLES,2024-09-16
2006,DE,TRANSPORT,33.43,36.87,1,25191.59,583.0,41.51,6613,11.7,246450.01,7076.76,0,6318542,FEED_IN_TARIFF,1619954496.14,0,COMMISSION_PROGRESS_REPORT,2026-01-19
2007,LV,HEATING_COOLING,49.3,34.35,0,1888.23,6.83,44.47,10415,5.16,322437.8,45444.34,0,1223674,TAX_CREDIT,4313739765.76,0,GO_REGISTRY,2024-11-15
2008,PL,ELECTRICITY,30.0,53.11,0,166705.16,4557.35,13.78,4785,5.38,786014.48,2040.72,0,21187541,FEED_IN_PREMIUM,9437166902.15,0,NATIONAL_ENERGY_STAT,2024-12-05
2009,ES,INDUSTRY,76.44,48.61,1,110203.84,2444.88,17.96,1060,10.38,504992.23,8455.58,0,435667,NET_METERING,8413926341.33,0,ENTSOE_RENEWABLES,2025-05-13
2010,HR,TRANSPORT,23.88,45.58,1,289798.78,3348.11,48.64,3099,2.75,460185.17,36884.77,0,7386670,AUCTION_CFD,8617329967.0,0,COMMISSION_PROGRESS_REPORT,2024-05-26
2011,FI,HEATING_COOLING,55.63,50.19,1,99689.27,1910.68,57.58,3436,6.23,143624.63,44039.93,0,731784,CONTRACTS_FOR_DIFFERENCE,986491694.98,0,GO_REGISTRY,2025-04-20
2012,IE,ELECTRICITY,22.2,44.33,0,11754.06,1015.3,57.26,2490,2.6,702024.92,100001.53,0,14932450,CAPEX_GRANT,888858847.59,0,NATIONAL_ENERGY_STAT,2024-04-29
2013,MT,INDUSTRY,42.69,46.77,1,63302.84,725.03,42.73,9568,9.68,427321.83,77464.5,0,5635381,FEED_IN_TARIFF,8208358507.47,0,ENTSOE_RENEWABLES,2024-08-15
2014,SK,TRANSPORT,35.41,35.56,1,10926.37,777.26,47.57,7324,4.28,180177.97,32553.97,0,11183214,TAX_CREDIT,437530866.76,0,COMMISSION_PROGRESS_REPORT,2025-12-10
2015,BE,HEATING_COOLING,36.27,40.04,1,134001.96,8131.89,22.58,7189,8.72,345366.64,106635.17,0,10288091,FEED_IN_PREMIUM,1925685137.48,0,GO_REGISTRY,2025-09-09
2016,DK,ELECTRICITY,81.21,46.57,1,255304.87,13444.64,29.9,700,1.67,860556.44,95528.05,0,27304806,NET_METERING,2975966903.68,0,NATIONAL_ENERGY_STAT,2024-09-15
2017,GR,INDUSTRY,12.57,49.08,0,10463.56,665.73,43.55,325,8.05,120178.81,50532.6,0,4591735,AUCTION_CFD,1400613819.59,0,ENTSOE_RENEWABLES,2024-10-23
2018,LT,TRANSPORT,74.53,59.44,1,184303.52,7038.34,38.77,6352,11.23,383339.12,7482.4,0,12810569,CONTRACTS_FOR_DIFFERENCE,718006763.68,0,COMMISSION_PROGRESS_REPORT,2025-09-13
2019,PT,HEATING_COOLING,8.93,38.07,0,217672.43,7252.2,33.52,668,0.89,380964.97,35925.34,0,3068678,CAPEX_GRANT,7607589460.84,0,GO_REGISTRY,2025-12-09
2020,SE,ELECTRICITY,83.48,58.52,1,103956.52,313.65,22.97,5222,6.91,25846.25,87984.91,0,13967327,FEED_IN_TARIFF,6977098809.9,0,NATIONAL_ENERGY_STAT,2024-08-08
2021,CY,INDUSTRY,56.66,33.0,1,98136.43,5095.07,12.68,6355,6.02,127941.94,246771.03,0,4507224,TAX_CREDIT,554458660.99,0,ENTSOE_RENEWABLES,2025-06-30
2022,FR,TRANSPORT,45.47,54.49,0,162007.5,13155.23,22.07,11303,7.63,253079.18,236815.18,0,9180314,FEED_IN_PREMIUM,4172118010.7,0,COMMISSION_PROGRESS_REPORT,2025-03-15
2023,IT,HEATING_COOLING,44.59,56.33,1,144337.82,7921.68,29.68,1044,10.11,244996.16,20647.83,1,7105161,NET_METERING,5951817884.2,1,GO_REGISTRY,2024-03-04
2024,NL,ELECTRICITY,68.46,38.53,1,275668.84,9536.07,34.98,8690,3.36,864406.35,6010.05,1,12232243,AUCTION_CFD,1645692126.16,1,NATIONAL_ENERGY_STAT,2025-11-12
2025,SI,INDUSTRY,48.05,48.47,1,345094.89,27459.05,13.37,6196,1.79,150203.36,49043.98,0,12426576,CONTRACTS_FOR_DIFFERENCE,373501369.08,0,ENTSOE_RENEWABLES,2025-09-21
2004,BG,TRANSPORT,30.26,55.24,0,378673.36,18343.07,25.22,6009,6.47,53654.71,2915.23,0,944633,CAPEX_GRANT,1369148725.79,0,COMMISSION_PROGRESS_REPORT,2024-12-12
2005,EE,HEATING_COOLING,37.49,35.76,0,130869.68,7335.4,50.42,7876,0.0,395037.09,30105.35,0,4384667,FEED_IN_TARIFF,10164145.3,1,GO_REGISTRY,2025-01-04
2006,HU,ELECTRICITY,33.54,47.78,1,175222.24,749.39,10.46,5641,5.53,656916.92,88199.03,0,13525503,TAX_CREDIT,4987614378.64,0,NATIONAL_ENERGY_STAT,2024-05-19
2007,LU,INDUSTRY,27.38,50.1,0,58340.83,1084.23,52.24,11583,5.3,502129.63,70617.6,0,1737082,FEED_IN_PREMIUM,1364103114.78,0,ENTSOE_RENEWABLES,2025-11-08
2008,RO,TRANSPORT,80.36,53.33,1,254243.61,5308.94,38.48,1942,5.07,397996.08,60563.17,0,12838210,NET_METERING,6160585841.2,0,COMMISSION_PROGRESS_REPORT,2024-06-10
2009,AT,HEATING_COOLING,55.94,41.24,0,70987.65,5266.72,42.85,7594,12.49,429388.97,84775.53,0,10070805,AUCTION_CFD,2628958240.69,0,GO_REGISTRY,2025-06-11
2010,CZ,ELECTRICITY,7.35,49.32,0,165721.51,10666.18,16.26,2675,0.33,1033395.51,85518.7,0,26009017,CONTRACTS_FOR_DIFFERENCE,3759917154.17,0,NATIONAL_ENERGY_STAT,2025-02-07
2011,DE,INDUSTRY,54.33,37.77,1,91090.14,7917.33,53.22,6998,6.75,261956.0,87308.93,0,9845231,CAPEX_GRANT,1536077390.66,0,ENTSOE_RENEWABLES,2025-12-31
2012,LV,TRANSPORT,16.34,38.92,0,265061.03,18009.22,39.17,3479,5.52,280401.91,37703.36,0,2776199,FEED_IN_TARIFF,2194108982.48,1,COMMISSION_PROGRESS_REPORT,2025-07-18
2013,PL,HEATING_COOLING,28.36,51.01,0,65132.34,5725.03,26.41,8402,0.48,102169.8,73498.15,0,4478237,TAX_CREDIT,6118677794.57,0,GO_REGISTRY,2025-06-23
2014,ES,ELECTRICITY,83.38,47.13,1,210464.18,5921.21,4.32,11733,7.54,663502.56,65621.48,0,29405960,FEED_IN_PREMIUM,111700193.76,0,NATIONAL_ENERGY_STAT,2025-05-07
2015,HR,INDUSTRY,23.69,49.05,0,186163.98,7906.92,48.86,2654,11.94,180178.81,81431.69,0,6439774,NET_METERING,5319823994.51,0,ENTSOE_RENEWABLES,2026-01-24
2016,FI,TRANSPORT,72.82,42.13,0,249967.59,18533.96,54.36,8524,8.37,199040.08,77147.67,0,2168405,AUCTION_CFD,7070410406.31,0,COMMISSION_PROGRESS_REPORT,2024-05-02
2017,IE,HEATING_COOLING,47.97,48.11,1,6947.68,275.03,32.6,9676,7.6,508460.79,8187.46,0,13090893,CONTRACTS_FOR_DIFFERENCE,4108829989.84,0,GO_REGISTRY,2025-07-19
2018,MT,ELECTRICITY,17.16,49.67,1,5233.64,83.71,36.98,11744,3.85,549946.43,56397.91,0,29110036,CAPEX_GRANT,7102330372.59,0,NATIONAL_ENERGY_STAT,2024-06-29
2019,SK,INDUSTRY,30.63,40.69,1,180490.07,14803.36,29.54,2513,12.39,421063.25,86815.52,0,11897696,FEED_IN_TARIFF,107513740.59,0,ENTSOE_RENEWABLES,2025-06-15
2020,BE,TRANSPORT,13.06,43.27,1,273078.75,2654.31,26.36,6559,9.54,381727.64,363949.39,0,5948195,TAX_CREDIT,806807325.72,0,COMMISSION_PROGRESS_REPORT,2024-03-20
2021,DK,HEATING_COOLING,10.48,49.01,1,205973.36,11268.67,39.5,3837,9.02,197530.11,249307.11,0,12738199,FEED_IN_PREMIUM,4162027004.24,0,GO_REGISTRY,2024-11-04
2022,GR,ELECTRICITY,49.96,33.74,1,40422.94,1331.78,24.04,4393,12.02,227156.02,280709.75,0,23865607,NET_METERING,4800044821.22,1,NATIONAL_ENERGY_STAT,2024-03-29
2023,LT,INDUSTRY,30.35,47.36,0,191689.61,8767.46,32.39,11065,6.0,256210.85,29148.72,0,10868705,AUCTION_CFD,7753835222.77,1,ENTSOE_RENEWABLES,2025-02-12
2024,PT,TRANSPORT,20.03,54.22,0,184461.54,6349.7,17.69,2303,9.09,306638.3,177405.47,1,4036430,CONTRACTS_FOR_DIFFERENCE,2944987972.22,1,COMMISSION_PROGRESS_REPORT,2024-01-04
2025,SE,HEATING_COOLING,45.43,48.51,1,297869.62,13275.43,26.57,6452,11.05,293998.76,355232.78,0,2429787,CAPEX_GRANT,11655366430.02,1,GO_REGISTRY,2025-08-01
2004,CY,ELECTRICITY,14.8,56.87,0,100363.51,2456.88,11.13,7657,9.79,864995.95,80816.6,0,1286287,FEED_IN_TARIFF,9630335926.41,0,NATIONAL_ENERGY_STAT,2025-05-03
2005,FR,INDUSTRY,30.33,32.5,1,25068.27,1312.43,34.46,11534,8.12,486203.14,54375.47,0,2732728,TAX_CREDIT,7244147364.04,0,ENTSOE_RENEWABLES,2025-10-05
2006,IT,TRANSPORT,71.73,33.11,1,61952.93,1859.89,39.51,8867,5.99,376920.01,54321.29,0,5029052,FEED_IN_PREMIUM,6934752390.66,0,COMMISSION_PROGRESS_REPORT,2024-06-09
2007,NL,HEATING_COOLING,40.92,45.53,1,98526.6,8591.1,53.72,4827,6.51,84266.64,83647.93,0,10855004,NET_METERING,2124281591.16,0,GO_REGISTRY,2025-03-28
2008,SI,ELECTRICITY,27.64,36.74,1,56516.13,1065.3,46.3,6356,9.87,63079.2,1600.22,0,29343836,AUCTION_CFD,10112384291.61,0,NATIONAL_ENERGY_STAT,2025-08-10
2009,BG,INDUSTRY,49.71,50.59,1,189075.99,5906.87,4.51,2493,0.94,266713.91,82399.9,0,8877675,CONTRACTS_FOR_DIFFERENCE,7123008139.46,0,ENTSOE_RENEWABLES,2025-09-15
2010,EE,TRANSPORT,76.34,32.48,1,342524.43,18545.2,23.51,6857,6.27,104391.27,102588.35,0,3799108,CAPEX_GRANT,4460580776.34,0,COMMISSION_PROGRESS_REPORT,2025-11-16
2011,HU,HEATING_COOLING,58.55,43.05,1,109928.67,9233.07,56.91,4707,7.54,302360.6,15845.89,0,3143250,FEED_IN_TARIFF,1726985373.81,1,GO_REGISTRY,2024-06-19
2012,LU,ELECTRICITY,73.97,42.76,1,10902.55,398.98,16.12,4033,7.25,91948.86,92610.27,0,4953651,TAX_CREDIT,1913262323.76,0,NATIONAL_ENERGY_STAT,2026-01-26
2013,RO,INDUSTRY,37.73,40.94,1,272711.76,21475.66,16.77,11104,1.14,261637.06,1914.35,0,6263664,FEED_IN_PREMIUM,685414786.06,0,ENTSOE_RENEWABLES,2025-06-23
2014,AT,TRANSPORT,61.38,41.74,1,120314.16,5319.95,9.96,11007,3.46,188257.98,104397.39,0,2915064,NET_METERING,5406139899.75,0,COMMISSION_PROGRESS_REPORT,2024-01-17
2015,CZ,HEATING_COOLING,53.45,45.94,1,242157.96,14704.55,19.76,9469,10.5,290184.4,25425.07,0,5727157,AUCTION_CFD,12053041.76,0,GO_REGISTRY,2025-01-07
2016,DE,ELECTRICITY,77.03,47.85,1,415219.62,13172.1,38.24,11347,7.61,307834.51,13510.08,0,1462886,CONTRACTS_FOR_DIFFERENCE,9880568307.74,0,NATIONAL_ENERGY_STAT,2025-11-25
2017,LV,INDUSTRY,61.69,32.71,1,239725.32,6417.84,55.88,4137,11.64,303590.21,99289.1,0,11238380,CAPEX_GRANT,5915441426.01,1,ENTSOE_RENEWABLES,2024-11-04
2018,PL,TRANSPORT,45.17,40.24,0,133746.61,376.64,5.14,6452,1.38,19993.15,93432.77,0,10379992,FEED_IN_TARIFF,9947637810.84,0,COMMISSION_PROGRESS_REPORT,2025-11-06
2019,ES,HEATING_COOLING,67.54,53.09,1,51325.73,4616.21,13.98,8380,0.46,60902.14,11241.61,0,1846453,TAX_CREDIT,4719417424.04,0,GO_REGISTRY,2025-12-14
2020,HR,ELECTRICITY,4.56,57.45,0,205621.7,9346.76,14.28,7148,0.19,1090109.89,276599.26,0,20110324,FEED_IN_PREMIUM,584890775.21,0,NATIONAL_ENERGY_STAT,2025-03-09
2021,FI,INDUSTRY,60.17,37.74,1,231411.1,6547.07,4.81,8487,2.71,258743.76,107114.55,0,5826981,NET_METERING,630643163.71,1,ENTSOE_RENEWABLES,2024-12-28
2022,IE,TRANSPORT,33.38,50.21,1,63386.67,5040.83,3.67,9402,8.24,114192.11,311777.3,0,6429096,AUCTION_CFD,2339336078.59,1,COMMISSION_PROGRESS_REPORT,2024-12-07
2023,MT,HEATING_COOLING,15.41,52.37,0,73606.37,1035.06,9.37,10336,6.66,342884.72,266124.75,0,3708728,CONTRACTS_FOR_DIFFERENCE,3654736245.17,0,GO_REGISTRY,2024-01-18
2024,SK,ELECTRICITY,27.52,35.15,1,151130.16,12519.57,14.31,4833,4.14,656204.62,179413.59,0,18889164,CAPEX_GRANT,1999274955.41,0,NATIONAL_ENERGY_STAT,2025-12-04
2025,BE,INDUSTRY,14.33,49.53,0,54326.04,4118.96,42.24,2529,7.69,123680.8,161290.66,1,12508360,FEED_IN_TARIFF,2041560880.08,0,ENTSOE_RENEWABLES,2024-09-30
2004,DK,TRANSPORT,74.8,55.07,1,201982.39,3109.47,21.94,1235,5.92,66239.42,26998.02,0,7256598,TAX_CREDIT,1044598281.73,0,COMMISSION_PROGRESS_REPORT,2025-09-05
2005,GR,HEATING_COOLING,77.52,59.55,1,179810.21,15273.07,23.53,9051,6.06,262740.86,20688.38,0,6711829,FEED_IN_PREMIUM,367384678.37,0,GO_REGISTRY,2024-01-10
2006,LT,ELECTRICITY,50.29,33.02,1,316730.27,14924.21,13.6,13034,5.92,248188.41,75870.57,0,17946245,NET_METERING,6338942239.82,1,NATIONAL_ENERGY_STAT,2024-03-12
2007,PT,INDUSTRY,55.62,43.92,1,61502.35,3704.94,3.67,11346,4.19,294473.16,28772.89,0,10701386,AUCTION_CFD,1008337083.94,0,ENTSOE_RENEWABLES,2024-04-04
2008,SE,TRANSPORT,28.95,47.61,0,418244.18,11371.28,32.05,8496,10.89,88308.86,4972.07,0,1134933,CONTRACTS_FOR_DIFFERENCE,1382150991.74,0,COMMISSION_PROGRESS_REPORT,2025-03-21
2009,CY,HEATING_COOLING,19.91,58.38,0,74276.97,4817.33,57.0,9128,1.89,223839.81,54646.87,0,10031804,CAPEX_GRANT,3119960746.38,0,GO_REGISTRY,2026-02-24
2010,FR,ELECTRICITY,61.27,55.05,1,89220.54,3312.85,54.04,2220,10.76,286438.86,65700.91,0,23893359,FEED_IN_TARIFF,405449692.75,0,NATIONAL_ENERGY_STAT,2025-09-30
2011,IT,INDUSTRY,41.1,43.56,1,24726.77,2009.55,15.95,9358,8.91,86357.03,23524.82,0,7964358,TAX_CREDIT,9473575227.25,0,ENTSOE_RENEWABLES,2024-01-26
2012,NL,TRANSPORT,29.43,45.95,0,43357.61,3226.72,21.53,4470,5.04,258670.76,83971.62,0,7472336,FEED_IN_PREMIUM,5641749093.67,1,COMMISSION_PROGRESS_REPORT,2024-12-25
2013,SI,HEATING_COOLING,62.59,58.95,1,219311.38,7752.67,7.02,9414,8.68,46137.48,107532.3,0,5392356,NET_METERING,5745395167.57,0,GO_REGISTRY,2026-01-27
2014,BG,ELECTRICITY,24.74,37.77,1,80814.63,1635.87,24.22,6921,4.41,311786.9,40282.75,0,8248969,AUCTION_CFD,5189537372.78,0,NATIONAL_ENERGY_STAT,2024-08-10
2015,EE,INDUSTRY,83.68,56.6,0,299111.27,5703.41,40.16,285,8.2,209206.45,19436.67,0,4803994,CONTRACTS_FOR_DIFFERENCE,2937607257.11,0,ENTSOE_RENEWABLES,2025-07-17
