qol_cult_reference_year,qol_cult_country_iso2,qol_cult_region_nuts_code,qol_cult_cultural_venue_type_code,qol_cult_visits_per_capita,qol_cult_participation_rate_pct,qol_cult_public_spend_culture_eur_per_capita,qol_cult_employment_cultural_sector_pct,qol_cult_creative_industries_turnover_eur,qol_cult_libraries_per_100k,qol_cult_museums_per_100k,qol_cult_cinema_admissions_per_capita,qol_cult_festival_events_count,qol_cult_european_capital_of_culture_flag,qol_cult_cross_border_cultural_projects_count,qol_cult_digital_culture_consumption_pct,qol_cult_copyright_collecting_society_revenues_eur,qol_cult_data_source,qol_cult_methodology_version,qol_cult_data_extract_date
2020,BG,CZ11,FESTIVAL_SITE,3.22,60.59,110.05,2.35,14940978622.24,18.85,13.09,1.65,236,0,65,33.5,878543478.01,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-02-10
2021,FR,PT383,THEATRE,11.6,32.57,230.29,3.22,26593618869.03,28.95,13.94,1.04,30,0,126,60.47,938057422.91,EUROSTAT_CULT,CULT_V1,2024-01-30
2022,LT,LT246,CONCERT_HALL,3.56,30.24,113.49,3.42,21455711403.01,9.71,3.02,4.95,225,0,120,35.56,750539216.3,CULTURE_STATS_SURVEY,CULT_V3,2025-07-07
2023,SK,IE11,HERITAGE_SITE,7.54,44.49,56.52,3.89,10041371841.09,17.32,8.72,1.25,196,0,174,46.09,296987640.44,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-11-23
2024,HR,LT3,CINEMA,7.15,60.88,54.72,3.85,11862494415.05,18.1,11.79,4.63,270,0,47,92.18,278951778.41,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-11-12
2025,DE,BE627,CULTURAL_CENTRE,8.12,85.09,173.67,2.02,32551867660.09,25.28,11.94,2.93,417,0,0,55.46,510170718.38,EUROSTAT_CULT,CULT_V3,2025-12-17
2006,LU,IT855,MUSEUM,10.04,49.04,189.74,2.1,14456917615.86,16.41,4.36,4.31,87,0,61,47.23,191587143.5,CULTURE_STATS_SURVEY,CULT_V2,2024-11-23
2007,SI,FR77,LIBRARY,7.45,30.83,246.72,1.82,5597787430.14,16.68,4.5,4.18,19,0,162,23.53,440560178.67,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-03-04
2008,CY,DE7,FESTIVAL_SITE,3.42,43.82,172.23,2.22,11728834115.38,21.28,2.48,2.78,42,0,118,28.48,76052520.67,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-01-19
2009,GR,GR48,THEATRE,5.07,51.9,179.71,3.16,13671928185.34,19.63,14.84,4.14,106,0,49,23.57,151724688.66,EUROSTAT_CULT,CULT_V2,2024-05-10
2010,MT,HU12,CONCERT_HALL,5.01,59.66,152.33,2.46,11692179895.78,18.64,13.83,4.85,324,0,91,25.82,299250374.19,CULTURE_STATS_SURVEY,CULT_V1,2025-06-18
2011,ES,SI9,HERITAGE_SITE,7.51,36.69,114.19,4.26,22560680174.97,10.22,5.13,4.28,224,0,77,52.72,1155636342.88,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-12-02
2012,CZ,LU61,CINEMA,5.89,46.06,115.09,3.29,10853978553.66,17.35,6.29,2.89,9,0,151,16.72,300401144.5,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-04-25
2013,HU,NL323,CULTURAL_CENTRE,2.03,44.92,210.72,2.52,15391266168.15,30.39,8.19,1.38,303,0,35,42.1,249308040.36,EUROSTAT_CULT,CULT_V1,2024-12-13
2014,NL,BE82,MUSEUM,6.03,72.95,232.99,2.97,21088363895.94,19.94,15.28,5.09,324,0,162,38.02,681381213.95,CULTURE_STATS_SURVEY,CULT_V3,2024-05-29
2015,SE,IT3,LIBRARY,5.44,31.87,164.39,2.58,6779646813.82,15.72,3.14,2.62,87,0,89,40.11,1204268018.12,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-07-14
2016,DK,FI692,FESTIVAL_SITE,5.18,56.85,130.71,2.88,22326636021.06,13.63,13.82,2.05,271,0,73,32.89,681731737.89,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-03-31
2017,IE,MT305,THEATRE,3.71,47.12,181.09,2.34,1006904733.66,26.67,15.88,1.94,43,0,118,39.26,885909966.29,EUROSTAT_CULT,CULT_V3,2025-07-18
2018,PL,IT858,CONCERT_HALL,6.7,44.79,193.16,1.43,17109220672.44,12.74,9.0,3.59,295,0,47,24.86,646862334.09,CULTURE_STATS_SURVEY,CULT_V2,2024-08-25
2019,AT,IE84,HERITAGE_SITE,9.78,79.1,255.72,1.35,15473394292.6,7.8,8.65,3.41,165,0,134,39.12,20484293.01,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-12-13
2020,EE,PL757,CINEMA,2.44,29.26,185.75,3.21,18134342304.39,21.5,5.73,2.04,173,0,120,80.19,930385285.65,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-10-31
2021,IT,ES9,CULTURAL_CENTRE,1.72,85.0,161.28,1.57,36462614358.98,8.06,7.47,3.32,185,0,59,82.56,556629015.23,EUROSTAT_CULT,CULT_V2,2024-04-04
2022,PT,DK81,MUSEUM,6.29,29.81,104.39,2.61,12555959652.01,23.93,12.11,4.2,53,0,90,68.83,674233973.85,CULTURE_STATS_SURVEY,CULT_V1,2024-03-21
2023,BE,CY489,LIBRARY,10.72,54.11,283.92,3.43,15687962746.49,12.31,3.49,1.23,85,0,170,51.1,316741815.27,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-05-26
2024,FI,DK205,FESTIVAL_SITE,3.2,62.85,239.08,3.6,23172419219.79,24.3,7.12,4.26,377,0,117,48.93,850109126.73,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-06-27
2025,LV,BE46,THEATRE,5.72,65.77,75.39,2.09,2939482226.6,12.68,15.42,1.26,358,0,123,68.21,235568860.52,EUROSTAT_CULT,CULT_V1,2024-01-06
2006,RO,SE5,CONCERT_HALL,8.53,50.32,122.46,3.07,5233717387.74,28.52,5.16,4.14,237,0,78,66.91,761565556.31,CULTURE_STATS_SURVEY,CULT_V3,2025-12-22
2007,BG,IE380,HERITAGE_SITE,6.81,54.52,167.2,1.22,19173712858.06,9.84,5.45,3.81,108,0,132,26.16,150286308.62,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-07-21
2008,FR,EE62,CINEMA,9.97,29.64,132.34,1.97,13003661406.05,26.85,4.46,2.95,223,0,50,44.74,1422864580.09,NATIONAL_CULTURE_MINISTRY,CULT_V1,2026-01-29
2009,LT,SI58,CULTURAL_CENTRE,5.64,50.88,137.67,2.06,15969969865.76,23.24,15.8,6.08,129,0,116,42.08,214681270.69,EUROSTAT_CULT,CULT_V3,2025-08-17
2010,SK,FI585,MUSEUM,9.28,44.07,65.19,1.18,4378827822.68,29.47,2.46,6.39,318,0,22,47.36,260941702.29,CULTURE_STATS_SURVEY,CULT_V2,2025-09-10
2011,HR,LU386,LIBRARY,2.03,27.87,213.75,2.56,16265977249.47,13.32,8.11,6.21,368,0,90,54.72,76824484.24,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-01-24
2012,DE,BE90,FESTIVAL_SITE,9.83,73.58,218.02,3.1,3877784530.31,10.96,9.19,5.02,229,0,95,23.07,615103989.33,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-01-24
2013,LU,BG551,THEATRE,2.51,43.03,86.19,3.18,14746392282.33,27.95,5.85,3.76,193,0,2,58.68,537104274.97,EUROSTAT_CULT,CULT_V2,2024-07-25
2014,SI,CY920,CONCERT_HALL,7.06,52.48,157.69,1.67,17969607958.38,8.86,12.97,4.97,32,0,1,35.04,798669834.86,CULTURE_STATS_SURVEY,CULT_V1,2025-03-15
2015,CY,BG78,HERITAGE_SITE,7.02,49.65,165.18,3.67,1510100649.82,27.62,6.92,4.49,285,0,129,28.36,859220923.46,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-01-09
2016,GR,ES316,CINEMA,7.22,48.95,209.16,1.14,12074945752.49,18.36,12.91,4.04,195,0,123,81.67,56489129.66,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-11-22
2017,MT,SI380,CULTURAL_CENTRE,2.57,41.6,57.51,1.49,5439702094.17,14.4,5.23,2.24,354,1,59,88.5,850750135.67,EUROSTAT_CULT,CULT_V1,2025-09-29
2018,ES,RO9,MUSEUM,6.5,71.46,268.09,3.16,36394004860.67,13.92,9.82,6.23,284,0,59,62.06,1605549587.61,CULTURE_STATS_SURVEY,CULT_V3,2024-09-07
2019,CZ,CY8,LIBRARY,10.09,72.48,137.73,1.42,13491554188.95,19.82,2.21,2.99,262,1,26,83.0,621605032.47,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-09-29
2020,HU,SI415,FESTIVAL_SITE,8.91,71.43,82.6,2.79,1454424923.97,26.91,5.1,3.61,241,0,51,29.94,522449447.17,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-07-03
2021,NL,SK30,THEATRE,3.06,85.26,161.17,4.21,35272578929.58,21.27,18.05,3.31,91,0,101,39.14,816509753.61,EUROSTAT_CULT,CULT_V3,2025-12-15
2022,SE,LV30,CONCERT_HALL,4.46,34.49,118.18,2.05,20542070992.96,30.88,6.58,5.34,258,0,46,41.4,1324556907.03,CULTURE_STATS_SURVEY,CULT_V2,2025-07-22
2023,DK,IT317,HERITAGE_SITE,4.96,74.03,76.03,2.21,21497395356.62,21.36,6.39,3.15,301,0,80,80.59,742947609.51,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-01-15
2024,IE,CZ520,CINEMA,3.48,38.24,168.83,1.89,28929078336.7,27.42,8.88,1.76,151,0,102,28.09,772610357.38,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-09-30
2025,PL,LU332,CULTURAL_CENTRE,9.36,65.13,155.6,2.7,818250797.31,16.45,4.25,4.67,72,0,114,64.5,659335214.27,EUROSTAT_CULT,CULT_V2,2025-01-01
2006,AT,BE25,MUSEUM,13.35,34.78,100.15,2.04,2539059060.54,15.75,13.5,1.11,58,0,41,20.11,631083272.37,CULTURE_STATS_SURVEY,CULT_V1,2025-05-16
2007,EE,BE342,LIBRARY,5.14,36.4,158.48,2.15,5687173953.14,23.13,3.81,6.33,214,0,82,55.05,187812952.3,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-03-27
2008,IT,CY42,FESTIVAL_SITE,10.98,28.12,89.53,3.42,15692934106.57,11.17,12.55,1.62,9,0,61,42.92,1190717608.08,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-03-04
2009,PT,LT8,THEATRE,7.39,70.54,91.99,2.8,4203484878.36,23.46,14.82,3.25,334,0,135,17.85,637706615.05,EUROSTAT_CULT,CULT_V1,2025-10-18
2010,BE,IT72,CONCERT_HALL,4.59,75.66,79.05,3.59,4188385100.64,30.11,18.45,2.38,92,0,112,44.83,943707612.5,CULTURE_STATS_SURVEY,CULT_V3,2025-10-12
2011,FI,IT665,HERITAGE_SITE,7.52,61.92,113.86,1.3,6204491784.36,33.37,6.62,5.4,158,0,76,56.99,169438280.9,CREATIVE_ECON_ACCOUNTS,CULT_V2,2026-02-06
2012,LV,LV980,CINEMA,3.02,38.94,161.27,2.53,10840292783.03,16.94,17.07,4.21,314,0,2,34.67,627105859.0,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-09-27
2013,RO,BG96,CULTURAL_CENTRE,10.02,66.96,237.2,1.25,12484266981.39,16.86,10.25,3.9,11,0,62,59.12,787849649.45,EUROSTAT_CULT,CULT_V3,2024-05-10
2014,BG,GR22,MUSEUM,1.17,73.35,55.64,1.3,13380769668.43,19.16,3.27,5.23,18,0,25,31.08,341509783.59,CULTURE_STATS_SURVEY,CULT_V2,2025-03-24
2015,FR,IE424,LIBRARY,6.08,32.69,255.77,4.24,16888515898.15,29.95,19.71,6.35,423,0,54,38.69,512308974.03,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-06-18
2016,LT,CZ49,FESTIVAL_SITE,9.11,65.96,91.57,3.61,5359250699.3,19.47,2.24,6.11,7,0,125,42.52,786871371.11,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-10-13
2017,SK,FI66,THEATRE,2.19,40.63,88.55,2.17,19255526975.66,11.99,16.56,1.71,377,0,149,59.59,443197464.41,EUROSTAT_CULT,CULT_V2,2026-01-20
2018,HR,SI43,CONCERT_HALL,1.21,51.39,82.54,3.3,2759332557.38,12.48,9.62,2.84,153,0,62,43.11,200703111.69,CULTURE_STATS_SURVEY,CULT_V1,2025-02-16
2019,DE,SE488,HERITAGE_SITE,9.33,43.67,150.63,3.07,28880767580.94,24.75,13.28,2.33,188,0,22,51.4,1386754264.58,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-02-02
2020,LU,LT11,CINEMA,1.32,25.92,198.34,2.88,15845104931.75,16.5,8.41,3.95,218,0,3,61.42,474316123.88,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-06-09
2021,SI,AT127,CULTURAL_CENTRE,3.74,32.85,199.91,1.98,10225847208.39,27.58,3.47,2.62,60,0,43,87.92,804105035.69,EUROSTAT_CULT,CULT_V1,2024-11-01
2022,CY,SE826,MUSEUM,9.27,44.0,77.0,2.89,15485306030.31,28.24,8.17,5.96,195,0,26,71.76,13123056.38,CULTURE_STATS_SURVEY,CULT_V3,2026-02-01
2023,GR,PT355,LIBRARY,4.43,24.5,220.81,2.83,10736509687.81,9.3,16.95,5.42,327,0,94,31.87,139461190.67,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-04-27
2024,MT,AT86,FESTIVAL_SITE,8.41,68.68,160.28,3.48,23754720847.08,12.65,13.05,1.13,230,1,53,91.97,400445502.86,NATIONAL_CULTURE_MINISTRY,CULT_V1,2026-01-28
2025,ES,LU70,THEATRE,7.82,56.99,75.98,1.57,35044070650.02,14.38,15.64,3.28,312,0,94,29.59,356050929.2,EUROSTAT_CULT,CULT_V3,2025-10-13
2006,CZ,LU66,CONCERT_HALL,10.62,43.17,120.22,2.39,16030349506.22,27.55,2.19,1.05,142,0,101,19.3,456080374.23,CULTURE_STATS_SURVEY,CULT_V2,2024-02-29
2007,HU,ES41,HERITAGE_SITE,9.99,43.28,145.87,3.01,12638622963.28,16.25,14.15,2.71,12,0,128,22.13,59359729.55,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-06-07
2008,NL,HR882,CINEMA,12.21,84.79,109.57,2.48,11397361570.7,11.57,16.57,3.66,302,1,95,54.49,1590296033.7,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-06-08
2009,SE,FR592,CULTURAL_CENTRE,2.41,44.01,199.83,2.92,2807619550.47,24.55,8.13,1.36,96,0,117,44.2,424997530.61,EUROSTAT_CULT,CULT_V2,2025-02-15
2010,DK,CY12,MUSEUM,7.11,70.06,203.54,3.75,9913328397.34,15.98,9.09,3.25,314,0,12,22.36,777099926.91,CULTURE_STATS_SURVEY,CULT_V1,2026-01-21
2011,IE,LT5,LIBRARY,2.73,37.0,235.82,3.09,4752031721.61,28.57,8.19,1.21,258,0,103,27.7,749862653.94,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-01-02
2012,PL,PL54,FESTIVAL_SITE,7.95,42.96,128.62,1.84,13509681784.14,26.56,10.64,5.5,183,0,39,49.91,505236945.75,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-07-25
2013,AT,FI6,THEATRE,2.21,40.35,65.06,1.91,933956155.31,12.03,13.02,5.99,225,0,57,43.86,891524801.51,EUROSTAT_CULT,CULT_V1,2024-08-19
2014,EE,IT769,CONCERT_HALL,6.67,67.78,77.15,1.19,22472513812.47,28.18,6.69,3.73,126,0,64,64.2,329496192.2,CULTURE_STATS_SURVEY,CULT_V3,2024-05-11
2015,IT,HR717,HERITAGE_SITE,2.35,28.32,123.24,3.82,25885921740.21,9.38,18.14,3.44,23,0,12,58.84,1398633414.84,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-01-11
2016,PT,CZ118,CINEMA,3.78,34.76,156.69,2.31,15200547094.31,16.6,8.13,4.62,248,0,2,51.09,202177740.27,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-08-29
2017,BE,BG638,CULTURAL_CENTRE,4.34,84.82,256.86,3.65,9165726503.71,10.82,9.66,1.68,335,0,116,81.7,503039649.07,EUROSTAT_CULT,CULT_V3,2024-05-17
2018,FI,SK55,MUSEUM,4.38,53.54,101.12,2.43,21769443881.37,15.89,14.1,5.29,7,0,10,22.98,842587806.97,CULTURE_STATS_SURVEY,CULT_V2,2024-10-22
2019,LV,SI377,LIBRARY,1.52,65.48,164.24,1.33,5215405750.13,10.68,6.85,3.49,236,0,59,90.87,771255525.16,CREATIVE_ECON_ACCOUNTS,CULT_V1,2026-01-27
2020,RO,IT546,FESTIVAL_SITE,4.76,31.66,68.76,3.58,21500561699.14,19.86,5.41,2.04,262,0,134,55.69,271021408.63,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-08-11
2021,BG,LU47,THEATRE,6.49,43.68,147.93,1.56,14851164993.56,24.09,15.43,5.1,169,0,47,32.42,907170993.37,EUROSTAT_CULT,CULT_V2,2025-08-28
2022,FR,CZ17,CONCERT_HALL,12.17,51.78,211.74,3.75,1048512937.46,12.92,2.35,4.45,50,0,84,75.8,207551633.6,CULTURE_STATS_SURVEY,CULT_V1,2026-02-06
2023,LT,GR354,HERITAGE_SITE,11.18,73.3,241.0,1.85,11789646004.55,18.31,9.31,4.04,243,1,19,67.53,654243393.89,CREATIVE_ECON_ACCOUNTS,CULT_V3,2026-02-07
2024,SK,GR8,CINEMA,6.57,63.15,168.27,1.47,18733086407.48,11.9,10.09,1.18,373,0,140,61.94,637407757.91,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-12-05
2025,HR,FR71,CULTURAL_CENTRE,2.72,27.05,82.64,2.2,10013426490.32,23.02,6.15,2.24,9,1,54,52.62,614588862.3,EUROSTAT_CULT,CULT_V1,2024-08-29
2006,DE,CY742,MUSEUM,5.08,50.6,243.19,2.72,23765763771.41,7.8,18.88,4.85,256,0,80,44.66,1518090467.61,CULTURE_STATS_SURVEY,CULT_V3,2024-07-10
2007,LU,GR73,LIBRARY,9.61,28.71,105.35,2.87,12776924740.01,10.43,2.91,2.71,312,0,63,38.32,550171375.76,CREATIVE_ECON_ACCOUNTS,CULT_V2,2026-01-20
2008,SI,AT4,FESTIVAL_SITE,2.2,49.36,146.04,2.29,9969184749.56,19.06,10.96,1.31,366,0,81,41.79,205668216.18,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-06-03
2009,CY,HR312,THEATRE,3.28,66.45,99.97,2.92,13251090337.56,14.11,11.68,2.67,303,0,111,44.77,936876197.84,EUROSTAT_CULT,CULT_V3,2024-08-25
2010,GR,SE61,CONCERT_HALL,5.14,53.52,130.45,2.82,3892906713.2,22.53,5.33,4.15,17,0,40,42.14,619057625.79,CULTURE_STATS_SURVEY,CULT_V2,2025-07-10
2011,MT,HU75,HERITAGE_SITE,4.43,38.25,169.15,2.49,17929921827.21,9.54,11.67,5.15,72,0,108,18.19,296153362.15,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-09-21
2012,ES,BG50,CINEMA,4.78,35.4,95.29,1.92,27244440756.21,16.39,16.85,3.91,386,0,99,64.8,372710895.8,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-05-01
2013,CZ,HR406,CULTURAL_CENTRE,10.71,68.04,56.57,1.91,13658884493.81,23.11,17.0,5.52,133,0,44,25.69,687283105.05,EUROSTAT_CULT,CULT_V2,2025-05-23
2014,HU,CY993,MUSEUM,3.44,66.31,116.7,3.35,17510168410.74,22.61,14.82,4.13,263,0,41,36.09,897521032.87,CULTURE_STATS_SURVEY,CULT_V1,2024-07-20
2015,NL,EE264,LIBRARY,11.29,41.4,198.0,2.46,15799939979.45,29.97,10.29,3.19,450,0,67,21.92,9434770.68,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-08-24
2016,SE,FI81,FESTIVAL_SITE,4.53,28.09,224.79,3.09,14638413887.24,34.52,17.07,1.75,60,0,119,62.87,691553425.87,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-06-02
2017,DK,IE612,THEATRE,8.2,52.57,157.73,1.35,12284477039.27,16.99,14.4,3.65,118,0,20,23.97,902117245.95,EUROSTAT_CULT,CULT_V1,2025-01-10
2018,IE,NL2,CONCERT_HALL,7.68,34.21,203.15,3.07,21001220199.03,27.98,6.35,5.47,146,0,93,79.94,32735293.78,CULTURE_STATS_SURVEY,CULT_V3,2025-06-08
2019,PL,MT93,HERITAGE_SITE,6.3,73.9,197.1,2.98,11243846255.26,17.79,14.29,4.91,349,0,47,88.42,36933777.93,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-07-15
2020,AT,IT558,CINEMA,3.12,39.01,152.78,2.32,21758846878.42,15.55,15.29,3.13,189,0,15,28.8,186451400.62,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-03-02
2021,EE,SI512,CULTURAL_CENTRE,1.28,37.14,151.66,2.98,20258650010.49,8.51,4.62,1.23,208,0,68,95.71,354397080.54,EUROSTAT_CULT,CULT_V3,2024-02-04
2022,IT,SK38,MUSEUM,7.75,39.17,283.07,1.98,28899335423.85,20.55,7.48,3.38,450,0,122,23.14,740409310.36,CULTURE_STATS_SURVEY,CULT_V2,2026-02-04
2023,PT,MT369,LIBRARY,3.45,50.7,89.09,1.67,17269922239.25,21.95,8.45,4.54,257,1,100,36.81,158346462.83,CREATIVE_ECON_ACCOUNTS,CULT_V1,2026-02-23
2024,BE,SE881,FESTIVAL_SITE,6.29,59.01,214.62,4.43,21507298004.21,23.32,6.19,3.39,207,0,39,69.48,682042191.35,NATIONAL_CULTURE_MINISTRY,CULT_V3,2026-01-27
2025,FI,RO8,THEATRE,2.69,25.49,132.57,1.54,22182634809.49,12.52,10.43,5.92,198,0,7,60.11,254769072.17,EUROSTAT_CULT,CULT_V2,2025-08-02
2006,LV,FI431,CONCERT_HALL,9.47,59.02,91.69,1.16,5830367475.75,18.76,8.45,3.4,265,0,8,34.85,696214988.01,CULTURE_STATS_SURVEY,CULT_V1,2025-09-09
2007,RO,RO966,HERITAGE_SITE,7.92,72.52,216.37,1.68,9134006645.44,8.59,12.62,3.68,91,0,59,48.33,51362160.01,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-09-02
2008,BG,DE933,CINEMA,9.55,71.24,199.67,3.75,8181478100.11,9.34,4.21,5.66,159,0,56,18.27,498331893.63,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-02-08
2009,FR,FR736,CULTURAL_CENTRE,3.49,36.35,98.54,3.35,8111306895.61,20.32,16.65,4.07,147,0,136,53.3,965744881.82,EUROSTAT_CULT,CULT_V1,2024-05-14
2010,LT,HR336,MUSEUM,11.93,50.29,110.17,2.12,18276320122.32,22.06,14.51,2.83,252,0,28,47.55,531514293.96,CULTURE_STATS_SURVEY,CULT_V3,2024-02-22
2011,SK,SE73,LIBRARY,6.21,70.32,163.7,2.21,864786912.31,16.55,9.94,3.85,101,0,140,65.7,294002277.8,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-06-30
2012,HR,DE8,FESTIVAL_SITE,6.9,60.2,123.89,3.89,19991043894.65,26.93,10.71,3.24,188,0,124,24.65,26938911.79,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-11-30
2013,DE,SI8,THEATRE,7.94,63.96,65.16,4.51,13817848623.85,28.12,4.89,5.8,66,0,72,63.02,12148966.73,EUROSTAT_CULT,CULT_V3,2024-04-25
2014,LU,HR666,CONCERT_HALL,7.08,62.56,179.83,2.33,8296551461.89,22.56,14.2,4.05,182,0,111,19.07,702997437.33,CULTURE_STATS_SURVEY,CULT_V2,2024-10-25
2015,SI,HR642,HERITAGE_SITE,9.48,55.1,195.32,2.08,12607459741.02,13.43,7.17,2.59,33,0,81,66.71,290142677.77,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-03-31
2016,CY,HU80,CINEMA,5.96,59.47,242.66,1.67,13296626737.63,27.02,3.97,3.38,361,0,34,25.28,247781602.03,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-04-22
2017,GR,EE245,CULTURAL_CENTRE,8.33,35.96,114.09,3.56,15800719201.95,10.4,2.93,6.14,319,0,4,85.16,710599399.87,EUROSTAT_CULT,CULT_V2,2024-04-04
2018,MT,RO605,MUSEUM,8.36,43.51,124.09,3.14,844540065.07,20.16,12.85,6.17,191,0,32,74.66,560462027.92,CULTURE_STATS_SURVEY,CULT_V1,2025-04-13
2019,ES,EE701,LIBRARY,2.89,85.22,148.92,3.39,21935288815.45,17.58,3.28,5.9,446,0,78,49.9,1244012593.15,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-07-06
2020,CZ,HU3,FESTIVAL_SITE,10.52,47.81,173.72,1.51,15358470975.73,24.0,12.31,3.97,28,0,165,79.95,568015169.62,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-06-28
2021,HU,MT17,THEATRE,5.66,72.0,54.6,1.87,4534108573.82,23.22,7.82,1.11,106,0,64,71.73,410633089.99,EUROSTAT_CULT,CULT_V1,2025-12-30
2022,NL,HU5,CONCERT_HALL,7.66,38.36,259.31,3.57,15989932143.62,20.06,3.1,2.26,28,0,85,54.29,892772231.61,CULTURE_STATS_SURVEY,CULT_V3,2024-07-16
2023,SE,BG54,HERITAGE_SITE,1.13,46.12,242.56,1.47,5933797467.65,31.58,7.56,6.1,9,0,8,63.81,307617187.84,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-11-06
2024,DK,EE41,CINEMA,3.28,52.53,182.34,3.78,27497957037.39,9.0,3.43,5.54,114,0,29,29.85,166209909.84,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-08-20
2025,IE,RO20,CULTURAL_CENTRE,9.64,71.58,150.36,3.65,13953081674.2,10.58,2.44,4.99,247,0,21,43.5,197484196.75,EUROSTAT_CULT,CULT_V3,2026-01-08
2006,PL,DE390,MUSEUM,6.84,33.57,87.86,1.67,2841335897.74,23.34,12.63,3.69,291,0,109,32.93,934555293.96,CULTURE_STATS_SURVEY,CULT_V2,2024-05-29
2007,AT,SE9,LIBRARY,8.04,74.89,257.27,3.79,4398855296.21,14.74,16.49,1.17,379,0,49,55.41,643966164.27,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-11-13
2008,EE,IE909,FESTIVAL_SITE,2.32,55.62,67.37,2.04,17042968545.01,16.39,16.9,5.2,17,0,71,17.67,385461855.65,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-11-10
2009,IT,EE4,THEATRE,5.63,60.22,101.21,4.49,17372393480.09,23.15,12.64,6.08,420,0,9,29.67,1275158156.54,EUROSTAT_CULT,CULT_V2,2024-12-26
2010,PT,CZ782,CONCERT_HALL,0.92,49.16,137.07,2.73,18547537409.3,23.15,15.13,5.31,96,0,97,42.16,78583220.53,CULTURE_STATS_SURVEY,CULT_V1,2024-06-10
2011,BE,BG24,HERITAGE_SITE,7.17,48.58,133.81,2.83,12522198600.98,18.75,5.38,1.09,147,0,120,53.67,893799987.16,CREATIVE_ECON_ACCOUNTS,CULT_V3,2026-01-13
2012,FI,PL2,CINEMA,8.47,71.54,78.53,2.16,7012923367.3,29.91,5.56,5.71,306,0,132,57.06,388080889.09,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-05-06
2013,LV,FI96,CULTURAL_CENTRE,9.3,24.22,229.22,1.71,14752078092.97,28.47,5.68,2.61,257,0,64,25.02,437779095.85,EUROSTAT_CULT,CULT_V1,2025-08-18
2014,RO,HR548,MUSEUM,6.32,52.77,221.61,3.83,22274692502.23,14.59,14.37,6.41,280,0,15,58.16,193465494.63,CULTURE_STATS_SURVEY,CULT_V3,2024-11-02
