edu_credential_reporting_quarter,edu_credential_training_provider_id,edu_credential_credential_type,edu_credential_credential_framework_level,edu_credential_program_duration_hours,edu_credential_tuition_cost_usd,edu_credential_completion_count,edu_credential_completion_rate_pct,edu_credential_employment_placement_rate,edu_credential_median_wage_post_training,edu_credential_industry_alignment_naics,edu_credential_occupation_alignment_soc,edu_credential_work_based_learning_flag,edu_credential_apprenticeship_registered_flag,edu_credential_license_required_flag,edu_credential_exam_pass_rate_pct,edu_credential_recredentialing_interval_months,edu_credential_stackable_credential_flag,edu_credential_online_delivery_flag,edu_credential_equity_access_index
2014Q1,TP101199,LICENSE,LEVEL_5,2023,638,490,43.29,95.88,100463,622,222199,0,0,1,80.69,84,0,0,0.6473
2014Q1,TP101200,APPRENTICESHIP,LEVEL_7,953,30245,2171,96.36,52.49,73549,921,232200,0,0,0,77.96,69,1,1,0.4686
2017Q3,TP101201,MICROCREDENTIAL,LEVEL_7,957,15523,1098,63.89,36.91,125517,511,242201,1,0,1,71.5,109,0,0,0.1054
2019Q4,TP101202,CEU,LEVEL_7,1993,11285,779,63.15,74.15,119286,611,252202,0,0,0,87.38,112,0,0,0.8829
2015Q1,TP101203,CERTIFICATE,LEVEL_2,389,21658,34,77.28,49.22,103393,311,262203,0,0,1,50.53,65,0,1,0.0043
2019Q2,TP101204,MICROCREDENTIAL,LEVEL_5,1525,27214,1759,56.33,83.42,128957,621,272204,0,0,0,60.17,66,0,1,0.6801
2014Q4,TP101205,ASSOCIATE,LEVEL_1,1526,21915,1281,52.86,61.89,134810,921,282205,0,0,0,52.23,82,0,1,0.8566
2023Q3,TP101206,BOOTCAMP_BADGE,LEVEL_3,1873,17479,1157,74.25,82.0,133096,522,292206,0,0,0,43.59,109,1,1,0.6173
2024Q2,TP101207,ASSOCIATE,LEVEL_4,309,30138,1360,51.72,89.55,104780,311,302207,0,0,1,87.77,74,1,0,0.5955
2023Q4,TP101208,CEU,LEVEL_7,1420,19205,1988,82.37,39.16,40906,541,312208,0,0,1,79.04,97,0,0,0.3062
2021Q1,TP101209,CEU,LEVEL_1,306,31095,306,54.5,77.9,15254,221,322209,0,0,0,75.47,60,0,0,0.1941
2014Q4,TP101210,ASSOCIATE,LEVEL_4,896,16618,2058,83.27,44.21,36481,221,332210,0,0,1,69.91,5,0,1,0.4275
2015Q1,TP101211,CEU,LEVEL_6,799,28279,2195,55.06,89.99,20296,522,342211,0,0,1,88.61,71,0,1,0.4302
2021Q2,TP101212,CEU,LEVEL_7,1071,1942,783,68.1,35.8,44604,811,352212,1,0,0,58.7,89,1,1,0.7169
2022Q1,TP101213,CERTIFICATE,LEVEL_6,612,1760,682,77.76,57.34,90751,112,362213,1,0,0,79.09,114,1,1,0.109
2024Q3,TP101214,BOOTCAMP_BADGE,LEVEL_5,1599,1930,1212,50.51,62.17,81502,531,372214,1,0,0,96.82,82,0,0,0.106
2024Q1,TP101215,MICROCREDENTIAL,LEVEL_4,70,23789,2197,52.51,66.44,40990,811,382215,0,0,0,61.49,20,1,1,0.6087
2022Q2,TP101216,BOOTCAMP_BADGE,LEVEL_5,378,31160,637,49.95,46.71,30253,236,392216,0,0,0,97.58,80,0,0,0.7334
2023Q4,TP101217,APPRENTICESHIP,LEVEL_1,1995,19399,1428,37.72,74.23,87068,211,402217,0,0,0,97.21,29,1,1,0.5596
2021Q4,TP101218,LICENSE,LEVEL_7,1039,5923,321,78.73,46.55,60587,484,412218,1,0,0,46.65,22,0,1,0.1344
2021Q3,TP101219,BOOTCAMP_BADGE,LEVEL_3,2000,30490,506,83.55,91.47,39315,221,422219,1,1,1,43.26,8,1,1,0.0551
2016Q3,TP101220,APPRENTICESHIP,LEVEL_6,624,1837,468,51.22,89.12,60774,511,432220,0,0,0,45.51,79,0,1,0.208
2019Q4,TP101221,MICROCREDENTIAL,LEVEL_7,879,17485,542,92.71,56.69,47366,484,442221,0,0,1,97.98,90,0,0,0.2126
2014Q1,TP101222,MICROCREDENTIAL,LEVEL_6,1467,2906,447,62.74,92.6,66202,445,452222,1,0,0,59.45,59,0,0,0.9009
2022Q2,TP101223,ASSOCIATE,LEVEL_3,1511,13359,2026,50.18,88.85,67369,517,462223,1,1,0,69.43,2,0,1,0.3326
2024Q2,TP101224,ASSOCIATE,LEVEL_4,1636,8806,256,43.62,84.81,104079,221,472224,1,0,0,44.57,88,0,0,0.8589
2021Q2,TP101225,ASSOCIATE,LEVEL_1,935,9069,2083,58.51,55.99,119177,921,482225,1,0,0,56.15,69,0,1,0.6003
2024Q4,TP101226,MICROCREDENTIAL,LEVEL_4,1599,14455,58,65.87,89.8,52764,517,492226,1,0,0,88.22,89,0,0,0.2338
2019Q3,TP101227,APPRENTICESHIP,LEVEL_5,1143,13379,2056,74.02,32.78,43140,511,502227,0,0,0,90.32,35,0,1,0.0148
2014Q3,TP101228,MICROCREDENTIAL,LEVEL_6,309,21195,2121,41.7,33.82,48108,531,512228,0,1,1,53.3,118,1,1,0.2356
2018Q1,TP101229,MICROCREDENTIAL,LEVEL_5,710,28031,82,92.18,64.36,84063,921,522229,1,1,0,97.5,67,1,1,0.8091
2017Q1,TP101230,MICROCREDENTIAL,LEVEL_1,1551,25190,731,54.98,35.27,63415,112,532230,1,0,1,80.88,12,0,0,0.9862
2015Q2,TP101231,BOOTCAMP_BADGE,LEVEL_7,1014,28735,1835,84.57,66.15,114379,311,542231,0,0,1,88.14,30,0,1,0.3378
2022Q2,TP101232,BOOTCAMP_BADGE,LEVEL_4,2084,15745,268,62.92,73.98,122567,445,112232,0,0,0,57.94,1,0,0,0.6851
2015Q1,TP101233,BOOTCAMP_BADGE,LEVEL_2,523,25874,2030,89.27,53.74,102221,511,122233,1,1,1,60.94,61,0,1,0.0885
2025Q2,TP101234,LICENSE,LEVEL_3,1166,9063,1404,70.71,82.31,82273,311,132234,1,0,1,85.78,112,1,1,0.3645
2016Q3,TP101235,LICENSE,LEVEL_4,193,2194,2146,69.63,29.54,117260,517,142235,1,0,1,56.59,64,1,1,0.7483
2015Q1,TP101236,LICENSE,LEVEL_2,160,28213,2154,86.95,69.24,57882,921,152236,0,0,0,75.64,21,1,0,0.6518
2015Q2,TP101237,ASSOCIATE,LEVEL_2,1103,8979,627,83.56,93.83,21983,221,162237,1,0,0,58.88,47,1,0,0.2886
2025Q2,TP101238,CEU,LEVEL_4,710,14448,1957,66.01,73.95,68709,621,172238,0,0,0,72.87,63,0,0,0.7318
2025Q2,TP101239,CERTIFICATE,LEVEL_3,606,6896,1471,38.41,37.94,70369,921,182239,0,1,0,72.99,101,1,0,0.5235
2018Q3,TP101240,CEU,LEVEL_6,899,27623,1868,94.08,52.78,100366,423,192240,1,0,1,89.07,84,0,1,0.725
2020Q1,TP101241,CEU,LEVEL_1,183,30322,2201,64.96,93.34,30875,517,202241,1,0,0,46.51,69,0,1,0.7471
2014Q1,TP101242,CEU,LEVEL_4,1883,28047,2161,68.67,71.74,107812,211,212242,0,0,0,99.19,85,0,0,0.1952
2014Q3,TP101243,CERTIFICATE,LEVEL_2,366,5290,1098,45.65,76.3,72234,511,222243,1,1,0,80.17,14,0,1,0.9271
2020Q3,TP101244,LICENSE,LEVEL_5,1128,30999,1026,87.86,83.93,26749,623,232244,0,0,0,88.86,88,1,1,0.501
2020Q4,TP101245,MICROCREDENTIAL,LEVEL_2,793,17209,1762,51.75,84.56,117599,611,242245,0,0,0,82.26,37,1,1,0.9813
2020Q4,TP101246,CEU,LEVEL_7,1937,12263,2240,75.74,88.33,71163,517,252246,1,0,1,59.22,29,1,1,0.1653
2017Q4,TP101247,APPRENTICESHIP,LEVEL_4,280,27625,2213,60.55,91.09,109028,112,262247,1,0,0,65.73,79,0,1,0.2288
2025Q3,TP101248,ASSOCIATE,LEVEL_6,1307,18857,969,45.96,45.96,24443,531,272248,0,0,0,66.95,27,0,0,0.0157
2015Q4,TP101249,MICROCREDENTIAL,LEVEL_5,2020,30733,1839,96.03,82.48,17755,311,282249,1,0,0,56.67,47,1,1,0.6916
2015Q2,TP101250,BOOTCAMP_BADGE,LEVEL_4,2070,21344,105,78.48,53.29,82912,236,292250,1,0,0,68.43,21,1,1,0.6709
2019Q4,TP101251,CEU,LEVEL_5,831,25352,796,52.73,29.56,36492,236,302251,0,0,0,76.58,109,1,1,0.7794
2016Q1,TP101252,CEU,LEVEL_3,1596,17025,2034,56.35,34.12,110605,423,312252,0,1,0,80.37,90,1,0,0.1384
2021Q4,TP101253,LICENSE,LEVEL_6,1920,16607,1401,60.07,90.43,127080,423,322253,0,1,0,45.89,55,0,0,0.785
2014Q3,TP101254,ASSOCIATE,LEVEL_7,1787,28684,2044,73.01,57.55,54541,531,332254,0,0,0,44.33,109,1,0,0.5376
2024Q3,TP101255,CEU,LEVEL_1,191,9567,2295,39.06,79.94,123483,623,342255,0,0,0,62.86,63,0,1,0.0072
2022Q1,TP101256,LICENSE,LEVEL_1,1577,4462,1057,54.99,28.03,129972,221,352256,0,0,0,89.83,114,0,0,0.4067
2018Q1,TP101257,CEU,LEVEL_4,1914,7305,179,83.2,42.12,35074,541,362257,0,0,0,68.16,35,0,0,0.53
2020Q3,TP101258,MICROCREDENTIAL,LEVEL_3,1581,17153,462,48.01,58.46,24432,722,372258,0,0,0,84.98,5,1,0,0.5718
2019Q4,TP101259,CEU,LEVEL_6,120,10625,984,41.87,85.95,86929,112,382259,1,0,0,58.08,61,0,0,0.9888
2017Q3,TP101260,CERTIFICATE,LEVEL_2,1090,28919,2138,95.22,80.92,35092,621,392260,1,1,0,83.16,87,1,1,0.1773
2021Q1,TP101261,BOOTCAMP_BADGE,LEVEL_5,1155,150,18,82.79,73.11,94948,622,402261,0,0,0,58.06,86,1,1,0.1038
2020Q1,TP101262,APPRENTICESHIP,LEVEL_5,2192,15609,2352,36.0,76.54,33576,111,412262,1,0,1,45.13,94,0,1,0.183
2023Q1,TP101263,LICENSE,LEVEL_2,71,2486,1357,51.14,44.07,116313,511,422263,0,0,0,58.4,47,1,0,0.5104
2016Q1,TP101264,APPRENTICESHIP,LEVEL_4,780,5042,1818,83.62,66.1,100266,236,432264,0,0,0,92.95,42,0,0,0.4928
2015Q4,TP101265,LICENSE,LEVEL_7,760,6348,1304,58.99,78.35,70806,611,442265,1,0,0,50.46,22,0,0,0.6834
2022Q1,TP101266,APPRENTICESHIP,LEVEL_7,175,18437,2366,82.68,79.63,17797,111,452266,1,0,0,47.54,56,1,1,0.0574
2022Q4,TP101267,BOOTCAMP_BADGE,LEVEL_2,1060,25299,354,78.47,81.18,116627,112,462267,0,0,0,89.27,99,0,1,0.7211
2022Q4,TP101268,CERTIFICATE,LEVEL_4,1010,1332,242,47.41,79.37,92154,531,472268,1,0,0,97.06,89,0,1,0.6905
2016Q1,TP101269,LICENSE,LEVEL_4,893,12144,1733,41.76,37.02,103482,622,482269,0,0,0,92.24,24,0,0,0.7228
2014Q3,TP101270,APPRENTICESHIP,LEVEL_4,127,13432,1959,61.1,77.74,76617,221,492270,0,0,1,52.41,48,0,1,0.9772
2019Q2,TP101271,CEU,LEVEL_1,203,19958,2296,64.13,65.72,103292,311,502271,0,0,0,73.69,40,0,1,0.8942
2023Q4,TP101272,LICENSE,LEVEL_4,1601,17006,1904,64.47,45.76,139787,484,512272,0,0,0,89.91,24,1,0,0.1097
2016Q3,TP101273,LICENSE,LEVEL_4,21,12140,1762,66.53,59.06,64953,531,522273,1,0,0,79.3,64,1,1,0.2322
2024Q4,TP101274,MICROCREDENTIAL,LEVEL_1,1880,1526,2176,53.19,55.56,139459,611,532274,0,0,1,40.25,79,0,1,0.4888
2020Q1,TP101275,BOOTCAMP_BADGE,LEVEL_7,1596,10504,72,94.46,59.96,124816,211,542275,1,1,1,61.65,51,0,0,0.9842
2017Q3,TP101276,CEU,LEVEL_5,1974,18877,908,62.92,38.24,129028,112,112276,1,0,1,41.24,76,1,1,0.1209
2022Q4,TP101277,CERTIFICATE,LEVEL_7,1083,11125,269,76.16,62.24,54928,111,122277,0,0,0,81.86,96,1,0,0.844
2019Q3,TP101278,LICENSE,LEVEL_5,2101,1140,1303,47.38,73.27,40220,531,132278,0,0,0,76.34,77,0,1,0.0618
2016Q2,TP101279,MICROCREDENTIAL,LEVEL_7,1376,27616,2042,74.44,49.61,130980,445,142279,0,0,0,75.22,108,1,0,0.1343
2019Q2,TP101280,ASSOCIATE,LEVEL_3,1375,24179,1017,48.99,35.99,128930,621,152280,0,0,1,48.46,87,1,1,0.1166
2023Q3,TP101281,CEU,LEVEL_2,425,16214,2395,53.01,69.77,24049,423,162281,1,1,0,47.62,55,1,0,0.8288
2015Q3,TP101282,ASSOCIATE,LEVEL_6,1572,19992,1017,88.29,68.37,76891,423,172282,0,0,0,79.71,33,0,1,0.7979
2023Q2,TP101283,CERTIFICATE,LEVEL_2,954,5277,2165,71.97,89.13,17399,445,182283,0,0,0,96.66,65,0,0,0.6272
2017Q4,TP101284,APPRENTICESHIP,LEVEL_3,735,251,961,56.28,88.63,42558,722,192284,1,0,0,51.82,22,1,0,0.4301
2014Q3,TP101285,CEU,LEVEL_7,411,26205,1037,87.54,55.91,29665,531,202285,0,0,0,41.92,50,0,0,0.3734
2018Q1,TP101286,ASSOCIATE,LEVEL_1,749,31578,437,54.81,44.94,117453,541,212286,0,0,1,49.65,67,0,1,0.1459
2023Q4,TP101287,CEU,LEVEL_1,56,24413,890,68.89,72.86,36652,511,222287,0,0,0,44.09,114,0,1,0.1859
2018Q1,TP101288,APPRENTICESHIP,LEVEL_2,759,14164,365,74.54,54.02,91609,623,232288,0,1,0,87.83,50,1,1,0.5199
2020Q4,TP101289,ASSOCIATE,LEVEL_2,1972,26014,712,75.4,77.09,125818,211,242289,0,0,0,62.48,12,0,0,0.0084
2019Q3,TP101290,CERTIFICATE,LEVEL_5,1059,8703,1813,39.28,61.42,30508,811,252290,1,0,1,76.74,1,0,1,0.7843
2025Q4,TP101291,CERTIFICATE,LEVEL_5,725,28207,1288,93.43,32.26,52488,921,262291,0,0,1,61.27,28,1,0,0.6261
2025Q4,TP101292,CERTIFICATE,LEVEL_4,1633,9865,1124,77.1,70.43,18776,621,272292,0,0,0,51.77,71,1,1,0.9905
2023Q3,TP101293,LICENSE,LEVEL_3,2088,1606,100,60.99,75.01,123595,112,282293,0,0,0,68.42,65,0,0,0.2104
2023Q3,TP101294,CERTIFICATE,LEVEL_2,208,2530,1684,42.44,87.16,104763,561,292294,1,0,0,81.22,45,1,0,0.6384
2018Q2,TP101295,APPRENTICESHIP,LEVEL_3,500,29869,915,48.88,30.26,73646,611,302295,0,1,1,94.5,19,1,0,0.7721
2021Q2,TP101296,LICENSE,LEVEL_1,280,233,1870,88.68,38.44,40908,221,312296,0,0,0,94.37,48,0,0,0.7239
2024Q4,TP101297,CEU,LEVEL_6,1000,15033,698,90.58,36.73,125644,622,322297,0,1,0,58.68,119,1,0,0.5672
2023Q1,TP101298,APPRENTICESHIP,LEVEL_7,2158,9126,2196,39.24,33.48,136759,111,332298,1,0,0,70.04,33,1,1,0.0182
2018Q1,TP101299,LICENSE,LEVEL_2,442,20462,1143,66.45,49.54,130930,111,342299,0,0,0,79.98,77,1,0,0.3622
2018Q3,TP101300,LICENSE,LEVEL_5,2089,15194,366,56.68,83.29,122564,511,352300,0,1,0,58.18,84,0,1,0.3762
2021Q1,TP101301,BOOTCAMP_BADGE,LEVEL_4,1735,13559,500,42.73,79.97,28152,623,362301,0,0,1,49.22,80,0,0,0.5445
2018Q1,TP101302,LICENSE,LEVEL_6,239,1057,1665,53.37,41.35,139538,511,372302,1,0,0,80.35,87,0,0,0.5201
2015Q2,TP101303,CEU,LEVEL_6,1962,22724,912,95.11,32.42,116457,511,382303,0,0,1,66.64,52,0,0,0.5014
2024Q3,TP101304,APPRENTICESHIP,LEVEL_1,241,11253,1315,48.4,59.0,56383,423,392304,0,1,0,74.33,78,0,0,0.7584
2022Q4,TP101305,ASSOCIATE,LEVEL_1,1378,2245,187,91.65,88.63,50662,921,402305,1,0,0,71.59,32,0,0,0.416
2022Q2,TP101306,MICROCREDENTIAL,LEVEL_7,668,18553,2196,68.81,91.52,134735,541,412306,0,0,0,47.29,64,0,1,0.3626
2017Q1,TP101307,MICROCREDENTIAL,LEVEL_1,740,2178,1849,90.25,32.77,93778,111,422307,0,0,0,47.99,116,0,1,0.4373
2025Q3,TP101308,ASSOCIATE,LEVEL_4,1008,7140,1769,51.52,37.86,59540,611,432308,0,0,1,66.22,46,1,1,0.751
2020Q1,TP101309,MICROCREDENTIAL,LEVEL_3,1047,5290,268,43.7,65.27,19163,522,442309,1,0,0,97.51,3,0,1,0.8211
2014Q3,TP101310,MICROCREDENTIAL,LEVEL_6,1396,27787,842,46.56,34.14,81807,921,452310,0,0,0,47.89,114,0,1,0.9293
2014Q2,TP101311,MICROCREDENTIAL,LEVEL_7,1728,13641,736,97.01,77.2,95706,236,462311,0,1,0,43.38,68,1,1,0.6111
2024Q4,TP101312,CEU,LEVEL_3,130,27860,1739,65.37,75.67,86742,921,472312,0,0,1,84.87,99,1,1,0.5892
2022Q1,TP101313,MICROCREDENTIAL,LEVEL_4,250,3444,1394,57.42,29.83,22524,531,482313,0,0,0,55.86,42,0,0,0.0282
2015Q4,TP101314,BOOTCAMP_BADGE,LEVEL_3,1710,5277,755,38.6,89.41,50806,623,492314,0,0,0,61.92,34,1,0,0.667
2023Q3,TP101315,CEU,LEVEL_5,162,22393,1194,35.72,88.52,19811,221,502315,0,0,0,45.88,81,0,0,0.6704
2023Q2,TP101316,LICENSE,LEVEL_3,1179,7346,939,37.43,34.17,73671,111,512316,1,0,0,73.78,77,0,1,0.9807
2016Q2,TP101317,CEU,LEVEL_2,336,13033,1540,67.78,31.62,24963,511,522317,0,1,0,68.95,89,0,1,0.4409
2015Q1,TP101318,MICROCREDENTIAL,LEVEL_4,209,28262,1878,37.58,33.22,120039,522,532318,0,0,0,54.71,38,0,1,0.2233
2015Q4,TP101319,BOOTCAMP_BADGE,LEVEL_7,964,26556,1988,64.43,61.12,81384,445,542319,0,0,0,72.88,42,1,1,0.7145
2024Q2,TP101320,APPRENTICESHIP,LEVEL_5,1369,19831,759,80.49,90.89,31975,531,112320,0,0,0,93.6,109,1,0,0.4681
2019Q3,TP101321,CEU,LEVEL_3,847,10097,2249,55.33,34.1,125244,484,122321,0,0,1,42.13,118,0,1,0.0817
2015Q3,TP101322,LICENSE,LEVEL_3,243,8740,1106,59.69,72.56,51207,236,132322,0,0,0,95.77,34,0,0,0.7121
2016Q2,TP101323,APPRENTICESHIP,LEVEL_7,872,2797,1347,83.16,37.37,76374,623,142323,0,0,0,67.6,120,0,1,0.1261
2023Q2,TP101324,ASSOCIATE,LEVEL_1,2076,2537,905,82.16,73.22,71102,921,152324,1,0,0,44.19,74,0,1,0.7651
2017Q3,TP101325,MICROCREDENTIAL,LEVEL_5,1076,6330,931,46.51,69.52,68472,722,162325,1,0,0,45.08,114,1,0,0.2851
2020Q3,TP101326,MICROCREDENTIAL,LEVEL_7,1445,30104,2006,95.92,31.3,109179,236,172326,0,0,0,95.65,4,0,1,0.5831
2015Q2,TP101327,CERTIFICATE,LEVEL_3,937,4753,1308,87.59,87.23,98542,611,182327,0,0,0,62.86,64,0,0,0.5046
2016Q3,TP101328,BOOTCAMP_BADGE,LEVEL_1,412,16269,1157,88.96,56.48,132832,517,192328,0,0,0,77.91,52,1,0,0.6024
2016Q2,TP101329,MICROCREDENTIAL,LEVEL_2,666,17831,1070,55.48,76.8,102282,722,202329,1,0,1,83.4,53,1,0,0.2616
2017Q2,TP101330,MICROCREDENTIAL,LEVEL_7,1414,415,640,90.81,32.04,17533,531,212330,0,0,0,94.71,116,0,1,0.8394
2019Q4,TP101331,LICENSE,LEVEL_2,570,21282,1503,48.46,83.91,68325,722,222331,0,0,0,56.66,47,0,1,0.233
2025Q4,TP101332,APPRENTICESHIP,LEVEL_1,1029,17023,94,75.85,36.01,139278,112,232332,0,0,0,65.68,103,1,0,0.615
2024Q2,TP101333,CEU,LEVEL_2,1021,21733,1889,62.6,56.51,66127,921,242333,1,0,0,52.41,30,1,1,0.2621
2021Q3,TP101334,LICENSE,LEVEL_6,556,30184,1796,92.06,55.91,77795,484,252334,0,0,0,64.44,0,1,1,0.3189
2023Q2,TP101335,ASSOCIATE,LEVEL_1,1416,18049,1221,78.62,86.75,118686,311,262335,1,0,0,49.39,89,0,1,0.173
2014Q3,TP101336,CERTIFICATE,LEVEL_4,1796,7848,1969,86.94,86.73,52172,111,272336,0,0,0,63.8,74,0,1,0.581
2014Q4,TP101337,BOOTCAMP_BADGE,LEVEL_6,1009,16401,1823,69.54,41.79,18800,811,282337,1,0,0,60.01,90,1,1,0.1522
2025Q2,TP101338,LICENSE,LEVEL_1,645,17034,2184,47.75,34.96,62561,311,292338,0,0,1,79.84,35,1,0,0.0398
2025Q1,TP101339,LICENSE,LEVEL_2,1246,24707,1872,58.61,57.7,101135,111,302339,1,0,0,98.88,11,1,1,0.5595
2021Q4,TP101340,LICENSE,LEVEL_5,965,28931,132,70.99,63.08,62378,611,312340,0,0,1,48.01,8,1,0,0.8182
2020Q3,TP101341,APPRENTICESHIP,LEVEL_1,1723,31092,1790,40.9,40.96,130592,722,322341,1,0,0,78.15,48,0,0,0.4425
2022Q1,TP101342,APPRENTICESHIP,LEVEL_7,618,3013,1634,83.08,89.3,102015,531,332342,1,0,0,60.16,89,1,0,0.3777
2014Q1,TP101343,CERTIFICATE,LEVEL_4,807,12325,2348,50.79,63.74,16070,921,342343,0,0,0,45.89,34,1,1,0.2011
2015Q3,TP101344,MICROCREDENTIAL,LEVEL_3,2178,14384,1414,55.78,69.76,99468,921,352344,1,0,1,65.66,58,1,0,0.1304
2018Q2,TP101345,ASSOCIATE,LEVEL_1,952,712,1305,86.77,46.86,129787,311,362345,0,1,0,61.9,57,0,1,0.1657
2014Q3,TP101346,CEU,LEVEL_2,2158,24076,975,87.93,89.59,17748,511,372346,0,0,0,70.04,90,0,1,0.6392
2019Q2,TP101347,BOOTCAMP_BADGE,LEVEL_2,886,20356,749,74.67,68.11,88220,423,382347,1,0,1,84.82,103,1,0,0.3306
2017Q1,TP101348,MICROCREDENTIAL,LEVEL_3,352,13268,1855,87.3,84.3,113244,722,392348,0,0,0,54.53,32,1,1,0.9157
2018Q2,TP101349,ASSOCIATE,LEVEL_6,1437,4001,1716,87.85,31.62,84542,445,402349,1,0,0,63.5,61,1,1,0.4057
2023Q1,TP101350,LICENSE,LEVEL_4,53,15019,1471,72.67,61.72,138883,211,412350,0,0,0,86.2,49,0,0,0.0507
2016Q1,TP101351,CERTIFICATE,LEVEL_5,500,16202,1132,62.47,82.9,130773,423,422351,1,0,0,51.26,8,1,0,0.3628
2024Q4,TP101352,ASSOCIATE,LEVEL_1,729,4198,1701,93.94,91.77,18697,811,432352,0,0,0,75.71,48,0,1,0.6478
2024Q1,TP101353,CERTIFICATE,LEVEL_5,2081,4746,1911,53.32,71.28,32620,484,442353,0,0,0,96.89,19,1,1,0.1972
2014Q4,TP101354,CERTIFICATE,LEVEL_1,1456,5652,813,86.6,63.19,124022,622,452354,1,0,1,89.84,86,0,0,0.3102
2024Q4,TP101355,LICENSE,LEVEL_4,997,5283,1906,66.77,67.43,126739,811,462355,1,0,0,64.79,39,0,1,0.1141
2020Q3,TP101356,APPRENTICESHIP,LEVEL_2,1398,26518,6,83.42,56.21,138693,611,472356,0,0,0,53.15,80,0,1,0.2704
2016Q4,TP101357,APPRENTICESHIP,LEVEL_1,2055,25318,1397,61.15,90.32,73759,622,482357,0,0,1,78.04,95,0,0,0.4962
2022Q4,TP101358,MICROCREDENTIAL,LEVEL_3,340,6481,1053,60.17,80.45,44119,921,492358,0,0,1,91.72,73,0,0,0.3338
2017Q3,TP101359,LICENSE,LEVEL_3,188,13592,1620,95.85,62.79,125358,111,502359,0,0,0,47.31,24,0,1,0.0082
2019Q3,TP101360,LICENSE,LEVEL_5,1895,21698,1132,35.7,94.92,127457,561,512360,0,1,0,97.59,115,0,0,0.8331
2023Q3,TP101361,CERTIFICATE,LEVEL_6,2081,12394,408,78.37,82.15,109708,611,522361,1,0,1,59.86,4,1,0,0.1597
2016Q4,TP101362,APPRENTICESHIP,LEVEL_7,1484,13638,1004,39.17,67.5,26590,561,532362,0,0,0,51.23,99,0,0,0.9809
2017Q4,TP101363,CEU,LEVEL_2,1070,1129,1258,61.79,34.28,116409,511,542363,1,0,0,68.54,92,0,1,0.1953
2023Q2,TP101364,ASSOCIATE,LEVEL_1,750,11984,1679,37.11,73.36,34831,445,112364,1,1,0,40.82,119,0,0,0.6604
2021Q4,TP101365,LICENSE,LEVEL_7,2152,12381,1988,96.4,35.08,83423,236,122365,0,0,0,52.13,103,1,1,0.5795
2014Q1,TP101366,CEU,LEVEL_2,2065,2739,60,35.47,74.36,85982,511,132366,0,1,0,91.46,101,0,0,0.9115
2024Q2,TP101367,BOOTCAMP_BADGE,LEVEL_6,978,15684,1234,45.51,38.79,125170,484,142367,0,0,0,67.29,111,0,0,0.0191
2023Q3,TP101368,CEU,LEVEL_2,708,14961,2303,83.87,91.54,129587,221,152368,0,0,0,49.01,89,0,1,0.3209
2022Q2,TP101369,ASSOCIATE,LEVEL_2,273,12369,176,78.74,49.22,32753,423,162369,1,0,1,51.61,84,0,1,0.8766
2022Q4,TP101370,MICROCREDENTIAL,LEVEL_5,1078,25064,655,69.79,50.99,77990,561,172370,0,0,0,99.09,69,0,0,0.7353
2015Q1,TP101371,MICROCREDENTIAL,LEVEL_7,2022,4875,1067,53.74,63.96,20964,211,182371,0,0,0,56.6,24,1,0,0.1874
2016Q4,TP101372,APPRENTICESHIP,LEVEL_4,752,23369,1308,48.88,37.71,25152,112,192372,0,0,0,41.61,102,1,1,0.736
2024Q4,TP101373,CEU,LEVEL_6,1067,24473,307,81.74,28.29,133066,111,202373,0,1,0,43.88,88,0,0,0.29
2019Q4,TP101374,MICROCREDENTIAL,LEVEL_5,1204,31121,860,76.17,55.85,102641,621,212374,0,0,0,67.66,3,1,1,0.9106
2024Q1,TP101375,BOOTCAMP_BADGE,LEVEL_7,1033,24115,469,84.63,93.06,119686,445,222375,0,0,0,68.18,63,0,0,0.081
2020Q1,TP101376,BOOTCAMP_BADGE,LEVEL_2,878,29041,2053,68.52,75.53,137859,511,232376,1,0,0,69.83,36,0,1,0.9716
2016Q2,TP101377,APPRENTICESHIP,LEVEL_4,359,4241,2082,87.51,41.08,83880,722,242377,1,0,0,67.22,81,1,1,0.4368
2016Q2,TP101378,MICROCREDENTIAL,LEVEL_2,90,24386,1603,83.02,82.88,114225,511,252378,0,1,1,71.17,94,0,0,0.2429
2019Q1,TP101379,ASSOCIATE,LEVEL_6,2069,10165,1819,76.68,39.85,17497,445,262379,1,0,0,61.49,109,1,1,0.4425
2023Q1,TP101380,CERTIFICATE,LEVEL_6,184,7623,1552,38.02,92.54,68889,531,272380,1,0,1,68.1,103,1,1,0.1292
2024Q2,TP101381,BOOTCAMP_BADGE,LEVEL_1,1162,5700,460,81.81,93.04,46591,611,282381,0,0,0,88.99,82,1,1,0.8173
2022Q3,TP101382,MICROCREDENTIAL,LEVEL_5,1996,15503,59,47.45,64.12,24138,112,292382,1,0,0,48.32,20,0,1,0.6009
2017Q4,TP101383,ASSOCIATE,LEVEL_3,2164,17591,2304,66.02,89.73,19262,623,302383,1,0,1,77.06,34,0,1,0.4386
2014Q3,TP101384,MICROCREDENTIAL,LEVEL_2,222,8927,2249,92.55,66.89,112944,517,312384,1,0,0,73.99,47,0,1,0.9491
2016Q4,TP101385,BOOTCAMP_BADGE,LEVEL_3,1231,11466,1655,44.13,30.68,37850,621,322385,0,0,1,81.05,54,1,0,0.8192
