health_cap_reference_year,health_cap_country_iso2,health_cap_region_nuts_code,health_cap_hospital_type_code,health_cap_hospitals_count,health_cap_beds_total,health_cap_icu_beds_total,health_cap_doctors_per_1000,health_cap_nurses_per_1000,health_cap_gps_per_1000,health_cap_specialists_per_1000,health_cap_occupancy_rate_pct,health_cap_avg_length_of_stay_days,health_cap_surgery_wait_time_days_median,health_cap_emergency_wait_time_minutes_median,health_cap_staff_vacancy_rate_pct,health_cap_cross_border_patient_flows_count,health_cap_data_source,health_cap_revision_round,health_cap_data_extract_date
2014,FI,DE785,SPECIALISED,121,23855,916,5.02,12.08,1.69,3.66,65.44,7.01,81.72,77.85,6.58,64375,OECD_HEALTH_STAT,FLASH,2025-03-03
2015,IE,PT77,UNIVERSITY,13,4686,201,5.42,5.92,0.89,4.47,74.51,7.89,34.0,44.13,13.28,102416,EUROSTAT_HEALTH,FIRST,2025-04-23
2016,MT,BG656,GENERAL_ACUTE,259,68752,5289,4.35,10.0,0.45,4.56,79.82,9.69,169.69,59.62,7.41,94975,NATIONAL_HEALTH_MINISTRY,SECOND,2024-01-22
2017,SK,FI22,DAY_SURGERY,11,564,48,2.07,4.86,1.36,0.69,63.99,11.72,47.23,83.68,11.54,83112,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-11-26
2018,BE,BG7,PSYCHIATRIC,3,623,55,4.93,11.71,1.32,4.18,80.98,8.79,123.92,79.53,7.06,21303,OECD_HEALTH_STAT,FLASH,2025-05-20
2019,DK,SK10,REHABILITATION,146,16104,519,2.86,5.73,1.09,2.09,63.2,5.27,132.14,71.69,7.24,81326,EUROSTAT_HEALTH,FIRST,2025-06-06
2020,GR,PT18,SPECIALISED,41,14325,505,6.04,13.96,1.5,4.84,75.51,8.6,203.51,179.86,20.32,60302,NATIONAL_HEALTH_MINISTRY,SECOND,2025-10-15
2021,LT,RO345,UNIVERSITY,96,52079,4565,5.06,11.94,1.61,3.64,79.84,7.35,150.73,14.9,15.35,82474,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-03-02
2022,PT,SE1,GENERAL_ACUTE,187,5728,352,1.89,3.67,0.64,1.47,64.22,11.12,171.74,26.97,20.66,13240,OECD_HEALTH_STAT,FLASH,2025-08-04
2023,SE,PL20,DAY_SURGERY,77,21043,461,3.52,8.49,0.87,2.25,83.1,7.85,37.99,144.01,1.91,173408,EUROSTAT_HEALTH,FIRST,2024-01-20
2024,CY,DK489,PSYCHIATRIC,133,39208,2529,1.84,10.36,1.47,1.6,65.93,11.66,127.16,181.5,6.68,18808,NATIONAL_HEALTH_MINISTRY,SECOND,2024-12-29
2025,FR,PL52,REHABILITATION,140,25775,873,4.42,11.98,1.43,3.98,52.99,6.07,71.29,139.0,5.66,207418,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-12-30
2006,IT,DE65,SPECIALISED,179,71047,5893,5.3,6.05,1.57,4.91,79.99,10.17,92.89,63.68,5.45,101539,OECD_HEALTH_STAT,FLASH,2024-02-08
2007,NL,HU917,UNIVERSITY,46,2659,147,4.06,10.23,1.0,4.18,59.32,7.59,170.55,152.2,8.54,83467,EUROSTAT_HEALTH,FIRST,2024-05-30
2008,SI,PL24,GENERAL_ACUTE,221,40707,2554,5.98,5.63,1.01,5.66,73.19,8.33,57.86,18.93,3.45,5223,NATIONAL_HEALTH_MINISTRY,SECOND,2024-01-09
2009,BG,SK832,DAY_SURGERY,49,9408,472,3.14,6.39,0.53,2.46,73.92,8.51,165.65,174.77,10.48,122015,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-01-19
2010,EE,SE58,PSYCHIATRIC,9,3449,259,2.94,3.96,1.46,2.73,85.93,10.03,36.15,225.8,7.66,6475,OECD_HEALTH_STAT,FLASH,2025-11-21
2011,HU,LU173,REHABILITATION,120,7012,474,4.37,14.4,0.81,3.96,60.15,6.58,147.94,22.57,15.07,5338,EUROSTAT_HEALTH,FIRST,2024-02-19
2012,LU,CY31,SPECIALISED,233,78113,4326,3.01,9.51,1.68,0.92,74.65,12.15,193.81,99.87,11.45,87797,NATIONAL_HEALTH_MINISTRY,SECOND,2024-04-15
2013,RO,HU825,UNIVERSITY,21,11078,337,2.29,7.62,1.84,0.6,78.26,12.04,56.61,185.28,10.88,83703,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-01-24
2014,AT,DK5,GENERAL_ACUTE,199,59579,1261,4.04,4.0,1.24,2.93,94.51,3.13,189.7,28.83,7.69,136476,OECD_HEALTH_STAT,FLASH,2024-11-04
2015,CZ,CY470,DAY_SURGERY,120,48000,757,6.29,13.98,1.6,4.84,63.21,6.21,150.2,69.62,10.23,110050,EUROSTAT_HEALTH,FIRST,2024-02-20
2016,DE,DE71,PSYCHIATRIC,46,19904,369,4.03,13.1,1.16,3.3,73.83,6.54,117.03,80.6,7.96,48252,NATIONAL_HEALTH_MINISTRY,SECOND,2025-06-15
2017,LV,PT4,REHABILITATION,61,27134,1989,2.64,4.67,1.6,1.43,71.89,4.72,101.24,84.69,5.98,99740,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-12-11
2018,PL,HR2,SPECIALISED,22,5144,169,5.58,5.67,2.03,3.61,83.13,4.29,149.25,133.36,0.99,115885,OECD_HEALTH_STAT,FLASH,2026-02-09
2019,ES,SE16,UNIVERSITY,134,10523,724,4.43,11.74,1.6,4.17,57.42,9.24,20.86,168.95,13.53,3455,EUROSTAT_HEALTH,FIRST,2024-12-01
2020,HR,RO591,GENERAL_ACUTE,20,8112,643,3.06,9.11,1.07,1.87,89.51,11.92,201.33,155.61,15.5,66439,NATIONAL_HEALTH_MINISTRY,SECOND,2025-04-16
2021,FI,BE511,DAY_SURGERY,14,897,69,4.23,5.81,2.05,2.85,55.48,9.0,173.86,161.32,8.72,33644,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-08-02
2022,IE,BE2,PSYCHIATRIC,50,17582,718,4.9,4.34,1.16,3.35,75.69,5.18,131.21,143.02,10.83,106201,OECD_HEALTH_STAT,FLASH,2024-05-15
2023,MT,GR60,REHABILITATION,2,671,53,2.52,6.75,0.81,2.78,60.52,5.45,207.01,184.07,15.5,67065,EUROSTAT_HEALTH,FIRST,2024-06-27
2024,SK,HR393,SPECIALISED,245,96341,8663,1.81,12.26,0.42,2.08,55.57,3.59,114.63,80.56,19.06,107013,NATIONAL_HEALTH_MINISTRY,SECOND,2025-12-07
2025,BE,IT326,UNIVERSITY,38,14110,731,1.88,9.54,1.35,0.73,54.48,4.7,62.88,153.62,5.52,134745,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-08-22
2006,DK,SE81,GENERAL_ACUTE,246,15497,621,3.89,13.9,1.85,3.16,91.68,11.42,68.66,63.18,0.76,109467,OECD_HEALTH_STAT,FLASH,2024-03-06
2007,GR,CY547,DAY_SURGERY,4,931,42,3.11,8.53,0.53,3.08,80.48,11.79,86.65,163.15,1.85,29275,EUROSTAT_HEALTH,FIRST,2024-10-26
2008,LT,CY211,PSYCHIATRIC,45,7706,555,2.81,3.88,2.12,1.75,75.55,14.92,68.64,154.65,11.77,98475,NATIONAL_HEALTH_MINISTRY,SECOND,2024-05-22
2009,PT,NL245,REHABILITATION,93,15840,962,6.36,9.07,1.12,6.35,55.4,9.81,86.03,34.91,3.29,66158,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-02-06
2010,SE,FR904,SPECIALISED,54,14487,764,4.17,7.01,1.13,2.53,66.15,4.5,136.29,131.38,2.33,145009,OECD_HEALTH_STAT,FLASH,2024-07-26
2011,CY,PT680,UNIVERSITY,88,40233,3061,5.15,14.4,1.92,3.8,72.74,11.88,9.48,154.68,10.4,46556,EUROSTAT_HEALTH,FIRST,2025-02-02
2012,FR,BE661,GENERAL_ACUTE,164,63707,4302,2.0,5.75,0.52,2.26,63.56,11.6,126.39,10.03,11.56,96067,NATIONAL_HEALTH_MINISTRY,SECOND,2024-07-09
2013,IT,DK8,DAY_SURGERY,108,16846,1173,4.3,11.63,0.67,4.04,57.89,3.04,194.86,78.97,13.43,38289,HOSPITAL_ADMIN_REPORT,BENCHMARK,2026-01-06
2014,NL,EE757,PSYCHIATRIC,67,27457,1143,4.44,12.73,1.15,4.53,70.5,15.81,95.93,114.21,1.35,11831,OECD_HEALTH_STAT,FLASH,2024-06-10
2015,SI,LT439,REHABILITATION,145,39155,1566,5.31,9.73,0.82,5.42,62.88,6.91,193.27,28.72,9.87,125719,EUROSTAT_HEALTH,FIRST,2024-05-20
2016,BG,CZ99,SPECIALISED,237,90596,5781,4.95,14.22,1.45,3.78,74.61,3.68,188.29,39.43,1.24,40872,NATIONAL_HEALTH_MINISTRY,SECOND,2025-01-26
2017,EE,AT5,UNIVERSITY,27,12757,130,3.64,11.13,1.61,3.26,76.63,11.7,50.94,101.75,3.65,82304,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-11-18
2018,HU,CY40,GENERAL_ACUTE,105,20292,818,3.99,6.94,1.33,2.75,60.52,3.5,64.71,133.47,4.84,119353,OECD_HEALTH_STAT,FLASH,2025-12-01
2019,LU,DK115,DAY_SURGERY,98,20634,894,4.6,8.01,0.43,4.1,66.51,10.79,106.94,62.89,6.96,61855,EUROSTAT_HEALTH,FIRST,2024-03-02
2020,RO,FR82,PSYCHIATRIC,116,25752,950,6.13,13.81,0.71,5.82,65.65,16.28,54.13,120.91,16.51,28576,NATIONAL_HEALTH_MINISTRY,SECOND,2024-11-14
2021,AT,DK16,REHABILITATION,129,46446,553,4.71,9.68,1.97,3.4,83.56,5.91,201.73,151.25,5.74,122418,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-02-09
2022,CZ,SE983,SPECIALISED,128,40808,3627,4.92,9.45,0.84,5.4,60.5,4.67,14.82,60.21,14.98,3239,OECD_HEALTH_STAT,FLASH,2025-06-30
2023,DE,CY60,UNIVERSITY,67,10518,773,5.14,8.29,0.64,4.77,58.99,7.5,190.28,84.77,22.18,11854,EUROSTAT_HEALTH,FIRST,2024-11-19
2024,LV,EE891,GENERAL_ACUTE,271,23075,1528,2.64,14.13,1.35,1.86,88.04,3.64,120.2,25.03,6.36,5755,NATIONAL_HEALTH_MINISTRY,SECOND,2024-10-18
2025,PL,AT865,DAY_SURGERY,93,27516,894,3.89,9.65,1.69,2.47,80.65,8.04,77.07,150.78,14.71,28405,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-06-04
2006,ES,SE338,PSYCHIATRIC,113,11250,830,2.72,10.28,0.84,3.24,87.0,8.94,83.94,126.06,9.75,111289,OECD_HEALTH_STAT,FLASH,2025-11-19
2007,HR,CY345,REHABILITATION,146,9864,428,6.0,5.38,1.34,4.85,76.79,8.48,11.85,71.76,15.12,28642,EUROSTAT_HEALTH,FIRST,2024-06-03
2008,FI,FR8,SPECIALISED,59,6507,417,2.3,5.51,1.39,1.24,57.42,3.49,33.66,22.93,13.96,110625,NATIONAL_HEALTH_MINISTRY,SECOND,2024-09-12
2009,IE,FI7,UNIVERSITY,52,18484,1267,5.83,3.2,1.48,3.89,73.89,11.47,127.33,149.86,12.21,123670,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-03-20
2010,MT,LT372,GENERAL_ACUTE,58,9663,339,2.17,6.86,2.16,0.6,83.27,10.87,179.94,14.83,6.51,3188,OECD_HEALTH_STAT,FLASH,2024-02-24
2011,SK,FI43,DAY_SURGERY,160,38611,1335,2.07,8.68,0.7,1.02,55.01,8.21,125.54,79.13,8.25,10442,EUROSTAT_HEALTH,FIRST,2024-05-05
2012,BE,LT6,PSYCHIATRIC,25,2765,222,2.74,8.49,1.34,0.82,62.66,14.75,174.99,164.89,6.36,22640,NATIONAL_HEALTH_MINISTRY,SECOND,2026-01-12
2013,DK,LU3,REHABILITATION,41,15992,367,4.51,5.53,0.81,4.85,81.8,7.37,96.64,105.94,12.11,75236,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-03-15
2014,GR,SK37,SPECIALISED,160,71551,3567,4.42,12.2,1.92,2.07,78.6,8.96,46.47,136.27,14.88,44304,OECD_HEALTH_STAT,FLASH,2025-05-21
2015,LT,FI8,UNIVERSITY,142,28592,1258,5.5,9.47,1.09,4.53,82.66,8.32,207.5,37.5,4.38,116525,EUROSTAT_HEALTH,FIRST,2024-07-29
2016,PT,HU526,GENERAL_ACUTE,202,72689,4417,2.57,11.88,0.76,2.56,80.01,8.86,153.56,48.07,2.19,106424,NATIONAL_HEALTH_MINISTRY,SECOND,2024-04-18
2017,SE,PL5,DAY_SURGERY,105,12632,724,4.47,7.51,0.88,3.51,85.66,10.94,70.38,59.92,13.59,10325,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-11-04
2018,CY,LV640,PSYCHIATRIC,58,10867,322,5.23,12.05,0.79,5.54,74.83,11.22,197.51,28.05,11.04,24756,OECD_HEALTH_STAT,FLASH,2025-10-15
2019,FR,FR362,REHABILITATION,91,23744,1771,4.12,13.36,1.96,2.48,61.55,5.63,203.19,54.84,3.76,171822,EUROSTAT_HEALTH,FIRST,2025-06-04
2020,IT,RO6,SPECIALISED,251,132525,7751,6.15,7.32,1.5,4.68,77.65,8.75,18.47,118.58,12.24,37252,NATIONAL_HEALTH_MINISTRY,SECOND,2024-09-22
2021,NL,BG561,UNIVERSITY,112,31428,2090,4.8,10.68,1.97,3.71,58.9,5.4,248.07,64.0,9.25,42601,HOSPITAL_ADMIN_REPORT,BENCHMARK,2026-01-18
2022,SI,IT4,GENERAL_ACUTE,24,2587,56,5.9,5.13,1.35,4.93,58.49,8.17,162.1,116.32,22.01,82077,OECD_HEALTH_STAT,FLASH,2025-01-15
2023,BG,SK9,DAY_SURGERY,93,29895,377,4.41,13.32,1.0,4.33,85.89,5.54,103.08,238.73,10.49,35716,EUROSTAT_HEALTH,FIRST,2026-01-15
2024,EE,ES3,PSYCHIATRIC,31,13095,955,3.24,6.27,1.03,2.18,79.46,15.25,196.06,90.84,21.34,57124,NATIONAL_HEALTH_MINISTRY,SECOND,2025-12-10
2025,HU,LV560,REHABILITATION,144,25128,1082,4.66,11.95,1.65,3.0,79.56,7.99,25.29,174.55,10.72,32791,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-01-11
2006,LU,IT166,SPECIALISED,84,20965,986,5.03,9.73,0.45,4.94,86.42,5.2,140.12,220.59,13.76,40079,OECD_HEALTH_STAT,FLASH,2025-08-14
2007,RO,MT292,UNIVERSITY,48,5802,123,5.54,9.89,2.18,2.87,62.21,7.31,50.95,154.11,9.65,84957,EUROSTAT_HEALTH,FIRST,2025-11-29
2008,AT,PT96,GENERAL_ACUTE,105,29851,839,6.33,10.91,0.53,5.68,83.72,10.97,166.59,112.84,1.71,103199,NATIONAL_HEALTH_MINISTRY,SECOND,2025-06-30
2009,CZ,GR65,DAY_SURGERY,14,3469,256,6.11,12.43,1.51,5.2,55.44,3.1,81.16,89.05,5.16,39068,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-04-25
2010,DE,AT9,PSYCHIATRIC,112,60749,2379,3.6,5.55,0.56,3.21,79.39,16.29,89.75,21.4,5.95,19909,OECD_HEALTH_STAT,FLASH,2024-07-08
2011,LV,FR35,REHABILITATION,121,27468,685,4.73,11.11,1.95,3.74,55.88,7.4,106.38,69.72,10.45,47645,EUROSTAT_HEALTH,FIRST,2024-05-10
2012,PL,SE41,SPECIALISED,133,11073,706,5.81,8.97,1.99,4.93,63.05,5.94,97.79,52.95,1.96,119133,NATIONAL_HEALTH_MINISTRY,SECOND,2024-09-10
2013,ES,HR86,UNIVERSITY,148,34160,1850,4.38,3.62,0.67,4.08,61.96,7.2,45.63,83.69,14.75,4097,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-11-11
2014,HR,BE52,GENERAL_ACUTE,153,41516,2812,4.01,12.22,1.58,2.45,80.83,3.83,149.77,177.64,6.93,19815,OECD_HEALTH_STAT,FLASH,2025-08-03
2015,FI,IE3,DAY_SURGERY,99,50784,4523,4.46,6.16,2.19,2.64,79.77,5.59,42.74,108.24,11.31,115190,EUROSTAT_HEALTH,FIRST,2024-07-14
2016,IE,HU3,PSYCHIATRIC,109,24737,2208,3.9,7.75,0.96,3.49,56.21,6.79,18.52,133.75,1.89,17013,NATIONAL_HEALTH_MINISTRY,SECOND,2025-02-23
2017,MT,NL7,REHABILITATION,29,2827,170,4.08,4.59,0.87,3.01,75.4,12.58,6.38,63.49,6.62,13837,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-03-31
2018,SK,ES389,SPECIALISED,172,42714,2648,2.59,10.05,2.12,0.6,80.77,3.94,99.62,168.29,4.16,77255,OECD_HEALTH_STAT,FLASH,2025-05-15
2019,BE,CY6,UNIVERSITY,34,6951,548,3.86,6.45,1.79,1.72,60.16,8.81,183.96,83.44,11.51,1257,EUROSTAT_HEALTH,FIRST,2025-10-12
2020,DK,BE50,GENERAL_ACUTE,161,53329,3272,2.54,3.79,2.0,0.74,89.19,10.83,57.98,24.93,15.8,90748,NATIONAL_HEALTH_MINISTRY,SECOND,2024-06-16
2021,GR,LV8,DAY_SURGERY,43,9202,334,5.68,13.25,0.62,6.38,63.44,3.99,95.55,31.28,13.59,104000,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-06-05
2022,LT,BE249,PSYCHIATRIC,36,1778,102,3.08,3.74,1.61,0.88,81.47,12.68,78.73,167.49,21.15,27051,OECD_HEALTH_STAT,FLASH,2024-06-16
2023,PT,PT326,REHABILITATION,48,11153,347,1.75,6.32,1.39,0.6,76.62,11.31,176.54,147.27,16.55,106311,EUROSTAT_HEALTH,FIRST,2025-10-08
2024,SE,EE9,SPECIALISED,200,51276,906,4.51,13.33,1.19,3.76,63.83,7.22,69.37,172.16,20.74,28530,NATIONAL_HEALTH_MINISTRY,SECOND,2025-07-26
2025,CY,GR26,UNIVERSITY,120,57541,4803,5.05,7.31,1.39,3.39,68.51,6.56,97.52,186.33,3.67,3345,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-02-12
2006,FR,SI1,GENERAL_ACUTE,12,458,30,6.37,14.29,0.59,5.32,76.05,8.89,196.43,137.78,12.39,144668,OECD_HEALTH_STAT,FLASH,2026-01-06
2007,IT,BG863,DAY_SURGERY,73,32278,2456,2.45,8.75,2.17,1.55,78.88,7.08,58.83,138.31,8.7,91066,EUROSTAT_HEALTH,FIRST,2025-09-20
2008,NL,SE2,PSYCHIATRIC,162,57300,1185,3.6,8.67,1.43,3.41,70.35,5.04,179.72,92.06,6.91,13569,NATIONAL_HEALTH_MINISTRY,SECOND,2025-08-04
2009,SI,LU992,REHABILITATION,21,10013,807,4.5,3.3,2.16,2.71,56.98,13.01,74.48,133.25,9.41,45221,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-04-04
2010,BG,ES904,SPECIALISED,236,104255,7048,3.8,11.59,0.7,3.24,55.43,10.59,110.27,79.61,7.45,73842,OECD_HEALTH_STAT,FLASH,2025-05-13
2011,EE,CZ239,UNIVERSITY,52,6007,244,6.21,3.34,1.83,4.5,77.86,10.36,144.88,63.63,2.5,36787,EUROSTAT_HEALTH,FIRST,2024-12-12
2012,HU,BE918,GENERAL_ACUTE,35,12354,949,1.7,7.01,1.85,0.94,93.28,4.97,48.24,240.48,12.56,20081,NATIONAL_HEALTH_MINISTRY,SECOND,2025-09-16
2013,LU,EE410,DAY_SURGERY,56,12185,931,2.25,7.4,1.3,0.9,69.17,4.25,202.6,8.32,11.76,138476,HOSPITAL_ADMIN_REPORT,BENCHMARK,2026-01-02
2014,RO,RO264,PSYCHIATRIC,119,15307,784,2.86,9.72,1.45,2.44,54.02,12.64,34.21,141.37,15.19,3160,OECD_HEALTH_STAT,FLASH,2025-04-04
2015,AT,PT6,REHABILITATION,61,11413,713,5.14,9.03,0.82,4.53,81.22,10.53,41.82,36.36,7.68,209647,EUROSTAT_HEALTH,FIRST,2026-01-21
2016,CZ,CZ449,SPECIALISED,1,269,24,1.72,13.46,1.65,0.6,84.62,9.14,138.1,108.56,12.56,81905,NATIONAL_HEALTH_MINISTRY,SECOND,2024-02-01
2017,DE,SI13,UNIVERSITY,45,11818,1061,1.73,13.56,1.66,0.6,74.38,8.3,192.55,118.0,13.71,201016,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-11-07
2018,LV,SI2,GENERAL_ACUTE,86,17114,1319,1.87,3.54,0.87,1.2,85.94,8.7,47.86,179.2,15.18,15,OECD_HEALTH_STAT,FLASH,2026-02-24
2019,PL,DK517,DAY_SURGERY,7,3577,173,2.56,8.36,0.64,2.0,73.8,7.1,73.6,53.96,8.77,98766,EUROSTAT_HEALTH,FIRST,2025-05-14
2020,ES,DK560,PSYCHIATRIC,95,16817,334,4.83,8.08,0.52,5.47,85.6,15.22,26.09,93.1,13.94,97986,NATIONAL_HEALTH_MINISTRY,SECOND,2025-02-19
2021,HR,LV53,REHABILITATION,113,40942,1304,5.11,12.6,2.03,3.53,61.14,9.94,57.59,57.53,15.13,100087,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-05-05
2022,FI,SI124,SPECIALISED,136,44848,3561,2.02,8.5,1.86,1.04,61.92,10.11,127.26,13.08,5.36,55342,OECD_HEALTH_STAT,FLASH,2024-05-16
2023,IE,RO25,UNIVERSITY,72,22209,1407,4.6,9.3,1.42,2.74,78.59,10.73,199.74,21.4,2.08,98017,EUROSTAT_HEALTH,FIRST,2024-01-20
2024,MT,BE941,GENERAL_ACUTE,200,68189,1882,5.59,9.93,1.11,5.12,76.69,3.83,9.44,126.98,13.52,40354,NATIONAL_HEALTH_MINISTRY,SECOND,2024-08-17
2025,SK,ES263,DAY_SURGERY,73,25394,1141,3.46,6.89,1.24,3.29,70.03,7.73,183.88,149.13,10.21,95341,HOSPITAL_ADMIN_REPORT,BENCHMARK,2026-01-24
2006,BE,MT95,PSYCHIATRIC,157,33660,2943,4.0,13.5,1.71,3.34,63.73,5.21,58.68,145.19,11.53,101912,OECD_HEALTH_STAT,FLASH,2025-09-17
2007,DK,BG8,REHABILITATION,104,44697,1716,3.94,13.9,1.18,3.6,85.58,3.7,70.46,27.69,1.38,118792,EUROSTAT_HEALTH,FIRST,2026-02-06
2008,GR,NL235,SPECIALISED,59,20251,1545,6.12,5.31,0.96,4.79,68.26,10.75,151.97,133.59,14.11,97273,NATIONAL_HEALTH_MINISTRY,SECOND,2024-05-30
2009,LT,LU97,UNIVERSITY,151,60416,4308,6.34,6.5,0.89,6.61,56.41,5.77,81.91,98.47,8.12,48862,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-03-13
2010,PT,GR39,GENERAL_ACUTE,12,3192,246,2.82,8.27,0.97,1.38,74.7,3.86,146.16,111.01,9.67,3751,OECD_HEALTH_STAT,FLASH,2025-04-30
2011,SE,SI67,DAY_SURGERY,1,487,7,6.3,12.03,1.73,5.41,81.55,11.12,88.44,140.29,2.36,206629,EUROSTAT_HEALTH,FIRST,2024-09-15
2012,CY,LV81,PSYCHIATRIC,129,43656,3052,3.59,12.23,1.07,3.43,74.32,9.92,157.82,59.08,8.23,10858,NATIONAL_HEALTH_MINISTRY,SECOND,2025-01-15
2013,FR,FI364,REHABILITATION,31,6465,571,3.47,6.64,1.38,1.55,75.07,12.75,118.9,154.47,3.31,159612,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-08-13
2014,IT,NL4,SPECIALISED,237,91256,4296,2.94,7.07,0.52,2.06,76.94,8.58,36.26,114.47,6.23,122923,OECD_HEALTH_STAT,FLASH,2024-08-07
2015,NL,AT7,UNIVERSITY,106,32791,1769,2.19,12.54,0.56,1.71,57.75,6.91,58.4,80.62,5.84,65676,EUROSTAT_HEALTH,FIRST,2024-08-25
2016,SI,CY88,GENERAL_ACUTE,212,42870,978,6.11,5.03,1.57,5.01,95.94,7.76,152.77,63.76,11.26,113937,NATIONAL_HEALTH_MINISTRY,SECOND,2024-06-28
2017,BG,NL531,DAY_SURGERY,132,12547,245,4.52,6.5,0.44,5.15,81.5,12.03,169.79,95.69,1.7,125860,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-11-15
2018,EE,FI71,PSYCHIATRIC,147,39046,806,6.12,14.03,1.05,5.7,58.99,7.62,63.27,127.96,4.92,92478,OECD_HEALTH_STAT,FLASH,2026-01-21
2019,HU,LT3,REHABILITATION,44,12557,471,3.88,6.68,1.84,3.17,56.58,4.16,199.14,174.31,5.67,115697,EUROSTAT_HEALTH,FIRST,2024-11-06
2020,LU,BG27,SPECIALISED,61,5144,414,3.25,8.93,1.68,2.56,62.03,4.0,220.75,10.73,4.29,59172,NATIONAL_HEALTH_MINISTRY,SECOND,2024-05-12
2021,RO,FI762,UNIVERSITY,82,12779,841,6.4,9.54,0.72,5.47,73.88,8.04,249.57,74.33,18.15,49168,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-03-14
2022,AT,LT59,GENERAL_ACUTE,12,5803,284,2.31,8.35,1.43,0.6,93.68,10.87,188.75,194.92,4.78,12979,OECD_HEALTH_STAT,FLASH,2024-01-15
2023,CZ,SK13,DAY_SURGERY,127,43488,1857,5.87,5.72,1.82,5.09,82.59,10.53,74.5,11.76,6.84,6749,EUROSTAT_HEALTH,FIRST,2024-08-08
2024,DE,CZ403,PSYCHIATRIC,137,25060,480,4.87,9.51,1.2,3.62,69.68,12.65,166.6,66.82,16.75,100181,NATIONAL_HEALTH_MINISTRY,SECOND,2025-06-02
2025,LV,SI33,REHABILITATION,68,22963,572,1.75,8.53,1.77,0.71,76.98,4.65,170.48,39.19,11.94,43349,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-01-24
2006,PL,EE1,SPECIALISED,217,98898,7884,1.77,12.64,2.09,0.9,57.89,5.71,62.09,86.27,6.73,7967,OECD_HEALTH_STAT,FLASH,2024-03-11
2007,ES,BG25,UNIVERSITY,20,6912,357,3.2,4.06,0.64,2.75,80.79,8.47,136.46,64.76,0.96,42427,EUROSTAT_HEALTH,FIRST,2026-02-25
2008,HR,CY2,GENERAL_ACUTE,84,14423,334,2.11,12.46,0.69,1.2,78.37,8.38,130.17,147.08,13.36,113072,NATIONAL_HEALTH_MINISTRY,SECOND,2024-10-18
2009,FI,GR56,DAY_SURGERY,96,14078,358,2.39,11.42,0.42,1.8,52.68,3.11,137.71,91.28,7.85,44719,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-07-03
2010,IE,EE92,PSYCHIATRIC,74,7905,137,2.19,4.69,1.36,1.26,87.26,7.06,169.25,98.33,13.79,71214,OECD_HEALTH_STAT,FLASH,2024-09-10
2011,MT,DE3,REHABILITATION,162,36634,2655,2.53,4.07,1.46,1.97,53.01,14.2,116.26,131.77,13.86,43868,EUROSTAT_HEALTH,FIRST,2026-02-23
2012,SK,PT7,SPECIALISED,170,61578,2442,5.19,7.8,0.55,4.76,63.72,6.86,101.33,75.18,14.9,5310,NATIONAL_HEALTH_MINISTRY,SECOND,2024-01-19
2013,BE,SE886,UNIVERSITY,22,2528,139,4.21,6.96,0.5,3.99,54.37,6.05,125.8,131.82,14.96,44160,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-05-29
2014,DK,IT881,GENERAL_ACUTE,78,14985,972,4.5,11.26,2.18,2.98,85.27,7.61,83.46,26.04,11.32,148597,OECD_HEALTH_STAT,FLASH,2024-10-13
2015,GR,ES6,DAY_SURGERY,36,11124,586,5.02,5.39,2.1,3.59,59.44,7.56,44.71,28.86,6.7,57735,EUROSTAT_HEALTH,FIRST,2024-07-03
2016,LT,HU57,PSYCHIATRIC,95,30463,1345,4.89,10.39,1.1,4.7,58.92,11.68,31.29,67.36,4.28,22639,NATIONAL_HEALTH_MINISTRY,SECOND,2025-08-15
