labor_wage_wage_survey_year,labor_wage_occupation_soc_6,labor_wage_industry_naics_3,labor_wage_pay_period_type,labor_wage_wage_p10,labor_wage_wage_p25,labor_wage_wage_median,labor_wage_wage_p75,labor_wage_wage_p90,labor_wage_annualized_wage_mean,labor_wage_overtime_share_pct,labor_wage_bonus_share_pct,labor_wage_benefits_cost_share_pct,labor_wage_union_coverage_rate_pct,labor_wage_gender_pay_gap_pct,labor_wage_race_pay_gap_pct,labor_wage_education_premium_pct,labor_wage_experience_premium_pct,labor_wage_cost_adjusted_wage_index,labor_wage_sampling_error_margin
2019,392109,811,BIWEEKLY,16.28,19.94,34.91,38.9,59.06,79615,7.71,16.02,32.86,15.28,27.49,-2.94,39.51,1.06,81.31,6.36
2021,402110,236,HOURLY,22.95,25.24,39.19,48.2,51.46,102750,1.08,7.16,15.24,15.29,27.7,31.75,11.12,26.06,78.52,2.29
2022,412111,811,BIWEEKLY,34.44,37.82,43.97,61.5,71.19,112790,1.95,10.76,26.95,38.41,19.18,13.51,10.4,37.05,135.3,1.51
2019,422112,322,BIWEEKLY,20.96,30.77,38.79,52.69,61.59,209003,6.22,15.4,11.84,7.47,-2.1,1.56,17.83,34.55,95.53,3.79
2020,432113,238,HOURLY,28.84,29.97,32.26,46.71,69.31,164215,8.05,7.16,28.22,2.12,3.81,-4.65,50.65,12.15,118.85,4.23
2025,442114,334,HOURLY,33.87,36.03,41.61,49.02,59.07,140361,7.78,16.8,25.75,3.25,9.01,-8.63,11.55,25.41,126.44,4.92
2020,452115,811,BIWEEKLY,12.02,17.55,30.2,39.56,51.46,51911,5.08,3.16,28.38,25.04,17.74,6.61,24.58,7.97,115.82,2.4
2020,462116,238,HOURLY,20.65,28.48,30.22,35.21,53.36,44603,11.68,8.57,19.24,40.3,26.43,6.48,15.19,34.09,87.68,2.99
2025,472117,921,ANNUAL,28.75,34.05,48.14,51.43,76.17,104820,9.67,16.1,34.16,31.2,-1.92,-1.06,40.22,20.59,118.53,4.88
2019,482118,441,ANNUAL,30.35,38.77,51.17,62.25,65.11,36972,1.17,5.31,29.97,3.72,10.48,-9.36,12.33,9.25,124.06,2.46
2025,492119,311,HOURLY,28.56,36.83,40.68,51.36,67.88,138373,10.0,14.55,18.15,4.6,-9.85,-10.78,49.76,23.25,77.12,6.11
2015,502120,811,MONTHLY,34.92,41.93,44.51,46.67,63.29,195625,2.51,7.81,34.82,28.39,14.38,25.02,48.59,10.19,107.17,3.35
2015,512121,336,ANNUAL,20.78,28.69,41.46,55.08,67.51,199231,2.22,13.75,8.03,34.96,8.12,-10.1,9.89,25.45,89.4,6.41
2020,522122,314,HOURLY,28.46,31.15,37.23,48.62,71.7,153634,4.61,17.17,25.58,23.59,12.14,12.23,10.98,34.52,73.53,5.33
2018,532123,511,HOURLY,26.76,30.21,32.46,44.92,63.66,59391,6.09,1.39,27.77,31.77,2.31,19.94,24.62,32.38,129.86,5.47
2022,542124,425,ANNUAL,22.74,28.26,32.15,41.79,55.75,199371,0.66,4.28,10.87,14.9,3.39,5.46,7.49,37.44,76.23,1.07
2015,102125,316,WEEKLY,13.42,14.87,21.91,26.25,40.24,172829,8.02,14.86,31.45,33.35,16.72,17.03,16.18,5.16,107.94,3.25
2015,112126,316,BIWEEKLY,29.05,31.12,35.41,53.96,74.06,84128,8.63,3.73,34.57,10.99,-6.42,9.02,41.73,2.69,82.53,4.11
2018,122127,441,BIWEEKLY,26.05,29.24,43.36,45.85,66.58,192036,9.4,4.7,21.34,0.42,14.08,-7.18,8.95,22.91,99.68,4.08
2015,132128,452,ANNUAL,13.66,18.24,19.92,23.72,43.46,181685,3.75,9.36,32.09,8.19,25.27,6.15,18.23,5.7,87.0,0.93
2015,142129,236,HOURLY,19.18,26.26,31.5,37.47,53.91,72510,9.23,11.84,34.98,12.24,-2.36,8.91,54.9,35.69,123.92,4.53
2022,152130,324,MONTHLY,31.92,40.24,50.22,62.06,70.86,133645,11.66,5.12,27.92,4.0,20.99,-6.72,37.57,38.7,74.89,5.14
2021,162131,811,ANNUAL,19.61,22.87,26.08,32.84,41.8,183952,4.18,11.14,31.76,42.5,2.72,31.5,7.63,7.78,92.09,6.09
2024,172132,481,WEEKLY,25.94,30.57,36.9,49.57,53.3,60174,3.25,17.59,10.63,44.67,14.14,-7.5,45.92,1.18,106.0,3.64
2016,182133,333,MONTHLY,23.05,28.52,42.38,51.49,63.22,169028,2.36,9.67,34.85,2.26,2.01,13.29,34.41,20.17,133.1,3.02
2018,192134,311,HOURLY,25.98,30.95,41.76,48.96,53.04,172243,1.26,11.51,22.16,13.95,24.05,8.46,24.93,26.32,78.42,1.0
2025,202135,211,WEEKLY,14.49,18.79,27.32,33.28,38.7,181782,11.4,3.66,24.0,14.83,11.75,-2.38,52.64,24.89,133.65,5.51
2017,212136,423,BIWEEKLY,21.3,30.82,32.18,48.64,52.81,160791,6.62,5.65,23.64,2.4,-9.0,20.99,30.58,23.84,78.36,4.12
2025,222137,519,BIWEEKLY,20.32,22.54,30.49,41.36,54.5,181907,4.63,10.25,14.35,5.9,0.84,21.4,7.15,6.52,139.65,5.61
2023,232138,481,ANNUAL,9.42,17.84,29.18,48.44,71.1,170374,11.97,6.47,22.97,20.31,-4.89,-4.53,23.54,32.11,75.36,1.24
2016,242139,441,MONTHLY,19.45,21.8,32.71,41.91,46.11,117247,9.21,12.45,27.04,19.35,-9.99,22.99,33.0,19.06,110.78,5.96
2024,252140,111,ANNUAL,19.91,25.57,39.59,55.64,73.11,29021,3.51,11.04,17.15,26.36,14.56,7.09,7.1,26.22,115.01,3.81
2020,262141,518,MONTHLY,20.67,24.83,29.97,39.28,62.46,35859,10.16,3.43,9.68,16.28,1.51,-11.1,5.94,23.82,90.42,3.17
2016,272142,711,MONTHLY,23.63,27.4,29.6,49.06,73.81,135956,4.18,1.99,24.56,4.27,23.16,23.66,24.99,28.74,103.62,4.82
2016,282143,522,MONTHLY,31.99,37.2,39.87,59.38,79.18,171589,0.16,2.37,27.96,23.22,10.01,-0.05,18.86,33.28,96.13,2.73
2020,292144,452,HOURLY,22.23,28.16,34.43,47.04,70.61,72619,11.08,14.43,29.9,32.41,-4.58,19.24,24.63,14.62,88.3,5.13
2023,302145,518,ANNUAL,10.11,19.13,28.0,35.01,50.96,98958,8.6,16.0,12.94,6.71,15.81,0.51,4.48,31.28,75.7,5.27
2018,312146,323,HOURLY,16.97,24.89,39.66,43.84,62.89,201858,8.97,14.79,18.89,5.06,20.38,21.04,33.44,9.71,105.52,0.45
2021,322147,441,MONTHLY,33.83,41.01,46.37,63.29,75.41,180866,3.22,2.62,9.72,8.37,8.97,-6.18,38.59,23.9,123.23,4.13
2020,332148,561,ANNUAL,10.2,19.55,22.76,29.87,35.11,112579,2.5,14.22,17.24,39.7,-5.97,30.81,33.19,38.35,137.72,5.11
2024,342149,316,HOURLY,25.14,28.31,39.84,52.7,72.33,70193,3.16,3.76,12.17,33.39,-2.63,18.23,54.86,19.44,85.32,0.91
2018,352150,339,ANNUAL,30.4,31.75,39.21,57.35,59.8,123201,9.96,8.97,30.67,34.93,-5.49,11.47,48.02,37.79,137.92,2.11
2025,362151,337,MONTHLY,34.79,37.15,44.16,62.12,72.1,198403,11.39,13.31,32.5,7.41,20.38,26.02,17.41,3.34,114.22,4.2
2019,372152,322,BIWEEKLY,19.57,24.83,27.12,34.86,46.45,70731,9.26,8.19,11.44,16.17,-4.82,7.47,53.29,17.36,86.78,4.29
2020,382153,492,ANNUAL,13.52,18.05,29.74,41.35,54.57,119324,0.69,13.99,32.44,27.07,11.83,21.58,44.33,9.46,128.6,1.65
2020,392154,517,MONTHLY,25.36,31.14,39.06,55.82,64.34,126605,8.66,1.11,11.63,41.93,19.17,-0.13,44.54,16.95,115.73,4.48
2022,402155,237,BIWEEKLY,14.92,20.88,32.35,41.9,62.64,86281,9.69,9.73,26.33,32.14,1.6,10.76,45.41,20.73,103.03,4.67
2019,412156,326,BIWEEKLY,24.16,32.41,39.69,44.55,61.62,86242,4.34,0.71,31.04,9.96,-1.07,-11.33,0.5,8.25,78.92,2.45
2021,422157,511,HOURLY,27.89,35.48,41.32,54.5,74.93,136791,6.79,8.22,15.86,0.86,26.54,19.61,34.28,29.88,101.41,1.89
2024,432158,314,ANNUAL,29.79,39.44,48.52,62.57,85.06,168617,4.43,11.67,25.54,5.84,21.34,13.94,22.39,18.38,138.07,6.28
2016,442159,611,WEEKLY,32.72,35.15,45.36,53.54,57.23,194178,3.02,8.79,18.05,24.73,-6.46,27.27,2.54,30.75,86.81,4.25
2016,452160,316,WEEKLY,12.1,13.94,16.02,35.85,43.57,85006,7.41,10.67,12.37,42.6,11.74,21.24,41.16,20.6,73.28,0.47
2023,462161,517,ANNUAL,18.75,19.76,23.28,38.07,40.53,94306,11.91,7.64,26.43,39.35,27.09,-5.73,35.8,13.87,74.26,2.38
2023,472162,325,MONTHLY,20.21,23.47,35.0,39.47,57.41,204572,9.28,13.46,14.04,24.13,17.82,-11.21,46.86,29.62,109.62,6.27
2024,482163,327,MONTHLY,28.97,36.62,40.0,52.04,65.13,169360,1.81,6.67,13.64,39.87,20.98,-3.32,22.27,16.2,82.22,0.67
2024,492164,524,WEEKLY,13.46,14.62,21.49,30.79,49.88,144830,9.83,14.24,29.88,19.65,13.42,-11.97,54.47,29.36,71.27,0.32
2021,502165,111,MONTHLY,32.97,36.21,38.47,45.28,69.94,204629,11.02,3.09,11.84,41.13,14.71,29.26,12.05,16.54,95.96,2.55
2021,512166,236,BIWEEKLY,27.73,30.81,45.05,61.51,78.29,152526,11.72,10.56,10.75,22.03,-1.8,16.49,47.99,17.98,118.74,5.3
2023,522167,316,BIWEEKLY,18.26,20.08,29.91,39.61,55.06,183175,0.18,14.65,31.78,36.26,14.8,2.2,36.19,2.44,84.84,1.51
2020,532168,492,ANNUAL,15.7,22.83,26.04,39.29,61.83,130923,9.64,9.07,24.42,18.08,6.63,22.16,17.55,15.59,136.01,6.28
2015,542169,326,ANNUAL,12.44,19.79,23.93,26.54,33.56,111073,1.25,8.35,13.63,3.23,-1.25,2.74,49.75,20.27,121.37,5.42
2022,102170,112,MONTHLY,23.11,24.24,33.23,35.79,50.73,208401,0.89,2.27,11.48,26.58,-3.52,26.36,52.31,32.68,139.39,4.29
2019,112171,711,WEEKLY,31.61,38.63,44.9,62.4,79.6,143967,8.87,0.4,12.86,7.01,16.93,28.85,35.57,25.64,100.73,2.94
2022,122172,445,WEEKLY,21.86,27.47,33.88,49.95,58.53,89538,3.99,16.04,32.04,0.82,1.07,29.45,34.01,2.01,125.83,0.42
2015,132173,326,ANNUAL,13.11,15.86,24.92,35.27,55.02,73832,8.47,13.41,24.34,39.74,9.01,30.46,20.35,28.29,106.7,4.1
2019,142174,322,HOURLY,19.56,27.27,30.04,33.61,57.46,179527,7.53,7.66,15.09,1.53,25.02,1.26,13.34,12.75,84.1,5.32
2017,152175,339,HOURLY,17.49,26.72,38.48,53.89,56.99,119153,10.21,6.67,20.97,40.39,-0.75,14.13,23.79,37.75,118.82,5.29
2019,162176,327,BIWEEKLY,34.45,36.53,43.14,51.96,61.7,66639,2.6,7.53,32.19,41.55,15.66,16.73,38.07,10.66,91.66,3.57
2017,172177,112,BIWEEKLY,24.33,32.74,35.14,52.61,65.3,199485,6.39,17.73,18.87,11.67,10.65,18.31,27.78,16.79,93.71,1.49
2020,182178,238,WEEKLY,24.99,29.99,36.99,49.0,62.83,169678,6.76,0.76,21.06,5.82,5.96,23.2,40.37,0.29,80.42,4.4
2017,192179,445,BIWEEKLY,13.85,19.13,26.04,40.11,59.64,195241,6.76,2.46,31.67,31.0,17.15,13.31,35.28,1.57,83.45,5.4
2016,202180,326,HOURLY,26.74,27.86,31.29,42.84,61.61,31956,2.96,4.56,28.81,25.38,9.46,24.88,32.02,29.7,135.93,4.15
2020,212181,522,BIWEEKLY,28.33,30.19,41.4,60.6,64.59,169676,1.83,8.63,30.1,21.99,-1.51,-5.93,18.97,27.37,92.86,4.93
2017,222182,531,BIWEEKLY,16.53,24.75,30.02,39.52,50.19,83317,10.3,7.52,30.17,20.03,7.32,6.76,34.54,8.29,136.15,1.47
2022,232183,315,BIWEEKLY,21.27,31.14,34.04,39.54,61.08,61076,0.28,8.97,16.81,11.16,-6.76,16.58,8.32,22.68,94.38,6.26
2015,242184,326,BIWEEKLY,32.83,38.08,49.58,52.8,67.33,168036,10.72,17.77,21.67,16.83,23.68,31.37,25.95,24.43,111.14,0.33
2015,252185,335,MONTHLY,9.89,17.74,23.82,30.29,41.61,196614,7.88,3.44,17.52,7.6,21.91,-8.01,4.23,3.43,125.43,3.98
2019,262186,334,ANNUAL,24.96,28.98,36.85,45.86,59.97,174255,7.89,5.88,13.56,26.5,-0.94,12.34,43.64,38.13,126.31,0.65
2020,272187,315,MONTHLY,34.72,42.2,54.04,72.23,88.76,174610,7.79,6.71,28.0,13.94,12.63,18.86,4.98,0.36,94.13,6.0
2025,282188,336,HOURLY,25.0,30.72,37.89,41.44,55.12,147827,3.29,13.39,31.9,22.17,-8.98,4.67,28.52,24.55,117.54,5.01
2024,292189,621,ANNUAL,24.04,32.57,35.48,52.79,67.44,197715,5.0,11.48,19.49,16.27,0.55,17.99,34.93,29.57,118.3,2.6
2016,302190,315,HOURLY,21.68,31.04,32.75,42.32,51.42,173288,6.33,12.75,18.23,17.42,-1.73,-0.18,54.36,34.91,129.54,2.18
2017,312191,324,HOURLY,12.97,16.18,31.1,37.27,57.81,57811,1.01,8.38,16.28,36.42,4.0,1.48,32.91,39.66,130.14,3.96
2017,322192,722,ANNUAL,20.58,24.09,33.93,49.55,73.83,195575,8.18,0.37,9.78,13.6,-6.47,16.38,48.99,14.39,103.12,5.96
2019,332193,322,MONTHLY,17.25,22.41,34.21,47.37,61.82,76735,11.06,11.22,9.09,4.84,-8.08,1.64,13.13,15.35,104.94,5.21
2022,342194,541,HOURLY,23.41,27.09,30.14,32.28,42.79,28974,6.34,7.31,14.01,34.62,13.51,-1.62,40.04,16.49,134.56,1.15
2017,352195,541,MONTHLY,22.59,24.25,37.46,53.88,77.41,66982,1.55,1.57,33.22,39.22,-3.91,27.37,34.05,19.94,133.1,3.9
2020,362196,311,WEEKLY,33.54,35.81,49.03,54.71,68.73,67011,3.45,5.23,33.26,27.86,13.59,21.67,8.52,19.18,88.0,1.81
2024,372197,339,MONTHLY,21.38,28.4,38.91,45.0,49.44,173042,3.92,16.62,10.35,19.03,-1.27,28.77,47.9,17.06,101.17,4.0
2017,382198,213,ANNUAL,13.05,20.25,21.46,40.82,60.66,93874,4.14,12.14,10.19,34.51,-6.75,8.29,42.04,12.69,112.96,2.26
2018,392199,423,WEEKLY,28.29,35.79,44.68,53.37,74.66,73494,8.6,12.39,32.04,29.94,-5.03,17.01,31.61,16.09,120.8,4.99
2017,402200,484,WEEKLY,16.03,25.84,32.7,48.37,67.27,92782,8.45,3.98,34.56,14.75,27.15,-7.98,29.89,4.81,97.64,5.11
2016,412201,337,HOURLY,19.55,26.98,28.69,36.24,50.05,103359,7.28,1.68,23.38,17.74,22.65,-3.9,31.24,17.06,130.91,5.33
2018,422202,335,WEEKLY,15.4,18.83,31.72,36.83,45.75,194362,8.96,1.18,24.87,28.69,-1.85,29.13,4.67,37.86,74.61,5.45
2021,432203,511,MONTHLY,24.8,32.6,43.34,54.33,73.21,175283,7.69,6.46,29.8,11.67,-9.97,23.88,20.08,39.97,71.05,4.17
2015,442204,314,WEEKLY,9.78,13.08,24.57,35.93,41.5,177841,11.98,9.87,8.43,15.6,16.86,8.2,29.1,16.11,82.48,1.14
2024,452205,326,MONTHLY,30.02,31.47,41.94,44.63,51.86,108002,3.32,17.4,15.12,35.22,-0.16,3.14,43.73,17.45,110.07,2.35
2023,462206,324,WEEKLY,27.05,36.5,46.72,50.08,58.75,185147,8.67,6.82,20.88,8.37,16.23,4.16,15.08,6.52,123.55,4.12
2025,472207,326,HOURLY,30.1,35.6,38.93,52.43,69.59,78074,1.02,10.17,33.54,14.01,7.93,0.56,30.55,37.5,81.02,4.08
2021,482208,111,BIWEEKLY,9.51,12.82,20.99,34.66,40.98,196176,1.7,12.14,10.48,10.22,3.46,27.2,4.17,15.13,99.94,2.06
2016,492209,523,ANNUAL,18.53,22.46,35.64,45.51,56.72,142415,10.3,8.9,29.43,19.25,26.95,2.06,15.17,1.45,101.46,4.97
2020,502210,623,MONTHLY,24.98,27.79,40.6,45.75,57.85,84087,2.21,14.06,28.4,13.02,-4.8,0.95,34.22,26.0,100.72,2.89
2022,512211,322,BIWEEKLY,29.41,33.19,45.38,48.4,52.87,81945,0.1,0.56,26.39,30.67,26.64,23.49,10.56,23.91,80.58,2.95
2025,522212,484,MONTHLY,34.04,36.73,44.6,55.2,64.52,168685,5.54,7.77,10.22,4.22,16.8,25.62,46.65,29.52,122.16,5.22
2017,532213,316,MONTHLY,11.6,14.85,16.24,28.59,35.7,70454,9.5,14.56,27.25,13.36,19.23,16.65,45.26,6.76,133.51,3.35
2016,542214,622,ANNUAL,23.91,33.15,46.99,64.94,73.43,127906,5.75,16.23,25.08,3.51,14.83,19.86,20.89,26.08,79.56,0.95
2016,102215,811,MONTHLY,31.4,37.21,44.58,56.49,67.96,115259,3.93,9.37,23.97,44.88,6.0,14.64,47.72,24.1,74.62,1.15
2016,112216,452,MONTHLY,21.95,30.8,37.75,40.53,51.71,79815,5.88,13.12,9.44,27.53,6.4,9.36,30.67,18.8,110.79,3.11
2016,122217,811,MONTHLY,34.65,41.89,52.18,56.16,68.38,176185,2.7,3.06,32.05,38.66,-6.44,29.02,34.26,28.54,106.08,5.37
2023,132218,621,ANNUAL,27.6,29.36,41.32,60.54,71.6,93552,0.76,1.67,16.42,26.48,14.08,-7.7,48.78,32.87,128.32,6.44
2025,142219,335,HOURLY,15.05,18.21,29.24,49.19,66.56,198483,8.36,16.53,20.01,15.23,18.98,13.54,1.94,29.06,82.11,3.04
2015,152220,531,MONTHLY,11.97,19.97,23.41,27.42,38.08,178555,9.76,6.89,24.26,29.66,3.42,-10.12,11.03,31.06,104.55,4.02
2019,162221,711,MONTHLY,24.61,30.08,33.82,45.2,62.45,195081,4.47,13.55,12.93,12.29,18.44,13.24,50.81,34.89,114.11,1.34
2021,172222,327,HOURLY,23.41,25.8,32.95,38.86,43.99,199318,11.49,8.17,27.29,26.66,-2.13,21.84,19.33,32.61,98.05,6.31
2017,182223,424,MONTHLY,12.11,17.0,21.52,23.57,31.68,30752,11.48,6.87,13.1,37.28,1.48,27.66,9.62,25.68,131.69,4.97
2015,192224,531,ANNUAL,32.64,42.53,46.81,65.77,75.41,63322,3.35,13.15,34.64,40.84,18.34,30.26,13.61,31.09,81.38,3.04
2019,202225,523,MONTHLY,13.38,22.49,34.96,48.24,71.91,140477,1.41,16.84,33.78,30.3,-3.76,31.76,0.47,25.25,95.63,4.25
2019,212226,441,WEEKLY,11.77,14.28,18.22,34.22,39.59,76304,11.94,5.53,17.98,23.59,11.16,13.35,41.7,10.28,106.41,2.23
2017,222227,322,HOURLY,26.95,33.98,48.24,50.72,74.63,160234,1.17,11.86,19.67,29.89,5.28,31.6,49.17,31.5,139.84,3.14
2022,232228,541,MONTHLY,32.03,39.21,41.69,49.3,57.15,45455,5.55,13.64,23.42,5.19,15.32,7.18,19.84,17.12,109.66,2.85
2018,242229,811,HOURLY,23.66,30.47,39.75,59.06,77.11,178654,6.95,13.6,14.64,13.51,26.36,29.82,35.06,24.52,136.51,2.62
2025,252230,315,ANNUAL,11.08,13.45,22.86,32.37,35.06,75677,7.31,16.75,9.27,22.14,19.55,-7.37,38.15,6.05,75.12,4.03
2021,262231,314,MONTHLY,31.45,39.49,40.86,56.23,69.87,118266,4.79,9.55,11.62,5.97,8.65,11.89,0.7,29.74,113.24,6.11
2015,272232,623,MONTHLY,9.5,16.7,22.49,40.94,63.84,96788,0.2,6.1,20.12,35.27,-4.61,-10.84,52.48,20.41,87.72,0.88
2019,282233,481,HOURLY,24.75,30.15,43.89,47.88,62.18,82646,0.74,14.66,26.68,29.05,12.28,22.17,15.07,23.75,136.83,1.71
2021,292234,519,BIWEEKLY,32.99,37.48,50.29,64.61,82.28,126034,10.89,6.35,12.54,2.12,-5.09,-0.12,46.05,25.8,78.11,2.04
2022,302235,337,HOURLY,26.71,28.67,31.04,36.01,56.27,151018,0.66,13.82,15.16,39.38,-6.92,27.7,45.56,19.0,116.33,5.23
2022,312236,332,HOURLY,21.8,28.43,36.7,39.43,61.17,112564,6.76,10.26,19.18,33.43,7.83,22.17,39.82,38.68,99.51,5.68
2024,322237,511,ANNUAL,31.84,36.19,49.45,56.93,59.12,68293,4.04,11.9,32.85,42.79,16.18,6.51,11.48,28.84,133.95,0.72
2018,332238,221,MONTHLY,27.59,30.59,34.62,50.54,65.2,32589,6.11,0.02,32.4,17.66,24.76,15.89,17.69,12.53,87.13,0.54
2022,342239,316,WEEKLY,14.12,16.65,20.33,38.45,59.87,36381,1.86,13.01,27.68,11.91,23.95,7.8,44.0,11.28,99.21,0.77
2025,352240,921,ANNUAL,9.98,11.12,25.67,41.71,56.08,116099,8.71,10.73,8.13,6.5,2.62,-7.85,40.99,15.78,76.62,1.37
2016,362241,339,WEEKLY,14.07,16.17,21.93,41.61,44.3,109692,5.1,16.82,25.76,6.86,9.18,25.45,7.03,28.34,89.79,1.05
2025,372242,523,WEEKLY,27.35,33.4,41.21,44.98,66.94,131330,1.84,17.53,18.89,8.57,13.8,9.64,17.32,28.58,137.06,3.65
2021,382243,524,ANNUAL,32.41,35.62,38.17,42.55,54.77,146785,11.13,1.28,25.99,3.35,27.43,-11.07,38.82,28.3,102.72,2.54
2018,392244,441,HOURLY,16.54,25.13,37.24,53.25,72.02,48004,11.04,13.12,23.06,25.61,2.84,6.22,21.26,8.77,88.84,6.36
2019,402245,811,WEEKLY,13.81,23.37,36.64,51.17,60.13,183495,11.61,11.88,28.68,0.2,-9.26,13.86,4.1,22.45,90.25,1.76
2016,412246,335,ANNUAL,34.45,38.31,43.76,53.47,64.54,60039,10.6,13.28,26.6,17.32,8.52,8.38,6.44,30.62,128.99,4.51
2025,422247,334,BIWEEKLY,24.16,27.7,29.85,45.75,54.83,99359,0.37,14.96,14.71,25.72,-4.44,0.72,18.07,19.14,111.19,1.44
2019,432248,622,BIWEEKLY,32.92,40.27,54.59,70.14,83.77,60783,4.45,14.16,9.16,25.84,9.54,-1.62,43.62,27.81,76.79,0.45
2025,442249,313,HOURLY,18.96,20.52,26.64,29.86,48.78,179094,1.11,12.7,34.76,40.95,22.79,19.82,17.64,20.82,135.33,0.42
2025,452250,561,BIWEEKLY,19.6,28.09,40.05,58.27,63.09,124775,0.21,16.59,14.21,15.4,14.51,-0.34,17.46,20.41,70.22,4.66
2024,462251,522,HOURLY,30.81,35.57,39.39,42.52,59.73,131347,2.2,17.1,20.89,2.32,-7.4,20.37,30.5,9.67,130.42,1.85
2022,472252,326,BIWEEKLY,13.49,18.98,26.77,30.06,53.01,83091,4.19,7.38,9.26,16.56,7.85,18.89,52.97,26.92,125.54,0.54
2023,482253,518,ANNUAL,18.48,24.93,35.83,55.38,65.62,151741,10.28,6.87,19.85,22.82,-2.84,12.98,11.98,5.76,108.45,4.25
2024,492254,324,HOURLY,25.33,31.04,39.91,47.85,62.76,208611,1.51,9.12,25.75,9.45,10.23,6.17,25.12,6.28,133.85,3.49
2021,502255,314,ANNUAL,16.78,20.79,32.93,41.04,59.48,85144,10.05,14.45,8.47,11.23,-0.51,23.18,44.33,29.24,83.68,3.91
2019,512256,326,HOURLY,10.37,15.34,21.77,25.29,38.45,90430,10.1,9.4,20.96,13.79,-4.99,28.18,27.13,14.12,137.45,5.11
2022,522257,722,WEEKLY,14.93,24.31,33.49,46.76,63.8,108812,4.4,10.03,29.36,2.49,5.53,16.67,1.72,19.85,77.64,0.42
2020,532258,445,MONTHLY,30.26,36.2,44.95,59.23,71.21,51904,0.45,17.0,24.45,41.15,-9.82,18.34,52.92,5.54,100.35,5.64
2024,542259,112,BIWEEKLY,34.71,39.49,41.45,59.96,71.57,152534,9.75,6.39,34.65,8.18,4.2,18.86,48.21,28.87,96.02,5.13
2021,102260,335,ANNUAL,10.83,14.05,15.63,23.77,47.86,41324,4.77,9.29,15.12,1.34,-0.13,10.11,38.03,39.27,127.61,1.23
2018,112261,488,ANNUAL,26.21,34.43,36.35,50.19,55.1,78514,4.2,0.23,23.2,22.98,25.43,1.54,51.2,35.37,93.3,0.99
2025,122262,622,WEEKLY,15.2,24.26,35.05,43.77,49.1,98511,8.23,7.37,21.86,18.5,-2.5,-5.46,1.29,8.14,131.5,5.46
2018,132263,511,MONTHLY,25.72,35.27,37.68,44.11,68.12,73449,1.08,10.24,27.7,19.84,14.88,-3.85,20.68,12.61,74.58,2.43
2020,142264,523,WEEKLY,30.02,32.73,44.26,58.24,78.94,134362,9.18,6.41,20.65,16.22,9.19,21.95,32.47,2.58,70.03,5.65
2023,152265,331,ANNUAL,9.21,12.18,14.04,25.07,35.94,73800,7.02,17.53,29.42,20.27,23.22,22.34,51.07,20.54,71.04,3.08
2024,162266,237,MONTHLY,30.08,35.69,44.11,63.64,82.84,36890,8.98,14.83,17.4,18.71,-8.23,-0.47,5.49,27.55,129.86,4.17
2018,172267,323,WEEKLY,26.8,31.67,35.27,49.34,52.2,149803,9.69,1.6,23.39,21.83,1.18,-1.62,1.13,0.62,129.23,4.18
2015,182268,322,WEEKLY,18.68,22.98,37.46,40.71,60.44,179494,0.41,2.23,24.49,23.64,4.74,-6.45,40.22,37.14,90.09,5.7
2015,192269,315,ANNUAL,17.42,19.6,26.7,32.84,34.89,179683,5.18,12.73,16.44,37.11,27.23,19.27,45.59,22.98,103.66,1.01
2019,202270,331,WEEKLY,26.65,29.24,31.87,38.82,45.56,118397,10.99,10.38,29.69,9.73,9.83,3.43,35.27,21.56,77.13,6.5
2018,212271,236,BIWEEKLY,33.55,42.53,46.93,64.44,86.85,199120,4.39,16.6,30.78,17.27,-4.33,10.97,37.23,29.09,76.42,0.95
2022,222272,518,MONTHLY,29.41,33.19,44.12,47.59,70.41,133203,3.81,12.0,9.22,30.3,3.63,-11.33,33.32,0.71,125.49,0.74
2025,232273,112,BIWEEKLY,30.64,37.39,47.57,63.84,74.52,142953,9.53,7.38,17.51,33.07,14.45,1.56,5.08,22.07,75.11,1.49
2025,242274,425,WEEKLY,15.96,19.45,28.35,31.72,50.54,97422,2.64,12.34,25.28,16.78,-2.38,21.27,17.01,8.39,99.47,0.84
2024,252275,211,HOURLY,27.64,33.81,45.08,50.5,74.32,184465,4.93,17.55,14.26,37.42,-3.77,-3.97,35.41,6.48,101.39,1.5
2023,262276,337,BIWEEKLY,14.82,19.03,27.8,44.32,49.13,103285,0.25,10.57,10.81,43.3,-7.71,27.15,0.53,13.01,88.3,1.34
2024,272277,213,MONTHLY,15.13,22.97,30.79,35.4,52.22,194957,6.25,4.08,15.88,18.44,1.12,5.77,16.45,8.24,74.2,3.83
2020,282278,339,ANNUAL,21.94,28.61,38.47,54.04,61.98,193590,0.43,11.45,33.31,0.45,-9.18,-6.94,45.88,5.98,129.61,3.86
2018,292279,213,WEEKLY,33.57,39.89,42.48,61.39,83.15,180259,6.26,10.1,15.38,4.49,25.4,-8.46,46.02,4.71,131.8,0.67
2022,302280,519,BIWEEKLY,34.14,40.03,52.39,69.72,92.69,125499,9.59,14.49,22.13,3.67,-6.83,20.73,38.19,30.6,113.7,1.82
2025,312281,445,ANNUAL,12.8,21.09,29.84,48.17,72.76,155592,7.78,13.29,33.03,35.3,-7.54,-0.68,33.0,9.02,73.93,2.14
2017,322282,623,ANNUAL,31.7,35.35,47.61,56.0,59.6,72126,5.57,2.67,11.34,11.65,-5.67,17.76,22.01,8.26,103.25,4.86
