gov_rrf_reference_year,gov_rrf_member_state_iso2,gov_rrf_plan_component_code,gov_rrf_measure_id,gov_rrf_milestone_id,gov_rrf_target_id,gov_rrf_milestone_due_date,gov_rrf_milestone_status_code,gov_rrf_payment_request_date,gov_rrf_payment_disbursed_eur,gov_rrf_total_allocation_eur,gov_rrf_green_share_pct,gov_rrf_digital_share_pct,gov_rrf_reforms_flag,gov_rrf_investments_flag,gov_rrf_procurement_linked_flag,gov_rrf_state_aid_compliance_flag,gov_rrf_audit_findings_count,gov_rrf_data_source,gov_rrf_data_extract_date
2023,PT,C16,PT_C16_M216,PT_C16_M216_MS16,PT_C16_M216_T16,2024-01-27,DELAYED,2021-11-12,222913383.47,24434104052.53,45.42,23.4,0,1,1,0,66,NATIONAL_RRF_REPORT,2025-06-22
2024,SE,C17,SE_C17_M217,SE_C17_M217_MS17,SE_C17_M217_T17,2024-09-14,CANCELLED,,1461934009.02,33348499414.47,21.84,25.02,1,0,0,1,27,RRF_SCOREBOARD,2025-01-03
2025,CY,C18,CY_C18_M218,CY_C18_M218_MS18,CY_C18_M218_T18,2025-02-26,REVISED,,53521568.77,5907304054.03,40.24,34.68,1,1,1,0,31,ECA_AUDIT_SUMMARY,2025-03-11
2026,FR,C01,FR_C01_M219,FR_C01_M219_MS19,FR_C01_M219_T19,2026-01-27,PLANNED,,1116549531.88,23940975326.88,23.61,30.4,1,0,0,1,24,COMMISSION_IMPLEMENTING_DECISIONS,2025-11-17
2020,IT,C02,IT_C02_M220,IT_C02_M220_MS20,IT_C02_M220_T20,2024-12-07,IN_PROGRESS,,415041536.13,17545119227.56,47.11,30.09,0,1,0,1,0,NATIONAL_RRF_REPORT,2024-01-11
2021,NL,C03,NL_C03_M001,NL_C03_M001_MS21,NL_C03_M001_T21,2024-08-28,COMPLETED,2026-02-11,136779246.93,2321758712.56,24.67,35.67,1,0,0,1,2,RRF_SCOREBOARD,2026-02-18
2022,SI,C04,SI_C04_M002,SI_C04_M002_MS22,SI_C04_M002_T22,2026-01-11,DELAYED,2025-07-04,546524644.51,25017769377.76,44.4,39.11,1,0,0,0,23,ECA_AUDIT_SUMMARY,2025-01-09
2023,BG,C05,BG_C05_M003,BG_C05_M003_MS23,BG_C05_M003_T23,2026-02-06,CANCELLED,2021-04-30,459177650.29,30947027454.85,23.14,16.89,1,0,1,1,41,COMMISSION_IMPLEMENTING_DECISIONS,2024-08-27
2024,EE,C06,EE_C06_M004,EE_C06_M004_MS24,EE_C06_M004_T24,2024-07-25,REVISED,2021-05-28,557921501.55,32591781474.96,46.5,35.09,1,1,1,0,40,NATIONAL_RRF_REPORT,2024-06-08
2025,HU,C07,HU_C07_M005,HU_C07_M005_MS25,HU_C07_M005_T25,2026-01-20,PLANNED,,735724365.84,26082846981.24,32.44,22.41,0,1,1,1,33,RRF_SCOREBOARD,2024-07-21
2026,LU,C08,LU_C08_M006,LU_C08_M006_MS26,LU_C08_M006_T26,2026-02-01,IN_PROGRESS,2021-12-19,498849741.85,21025315369.1,22.65,16.43,0,0,0,1,37,ECA_AUDIT_SUMMARY,2025-03-30
2020,RO,C09,RO_C09_M007,RO_C09_M007_MS27,RO_C09_M007_T27,2022-05-07,COMPLETED,2023-11-17,760513366.26,25784229520.52,39.98,33.51,1,1,1,1,44,COMMISSION_IMPLEMENTING_DECISIONS,2024-06-08
2021,AT,C10,AT_C10_M008,AT_C10_M008_MS28,AT_C10_M008_T28,2025-12-13,DELAYED,2020-11-20,12809987.26,7968456990.41,28.04,29.43,0,1,1,0,19,NATIONAL_RRF_REPORT,2024-02-13
2022,CZ,C11,CZ_C11_M009,CZ_C11_M009_MS29,CZ_C11_M009_T29,2024-01-13,CANCELLED,2020-08-29,935253180.76,33263751298.22,50.1,31.54,1,1,0,0,52,RRF_SCOREBOARD,2024-07-13
2023,DE,C12,DE_C12_M010,DE_C12_M010_MS30,DE_C12_M010_T30,2025-09-04,REVISED,,105609432.37,3767960736.86,27.29,36.0,0,1,1,1,20,ECA_AUDIT_SUMMARY,2025-03-13
2024,LV,C13,LV_C13_M011,LV_C13_M011_MS31,LV_C13_M011_T01,2024-02-12,PLANNED,2025-07-04,367246065.46,42382309923.84,29.15,20.95,0,0,0,0,2,COMMISSION_IMPLEMENTING_DECISIONS,2025-07-30
2025,PL,C14,PL_C14_M012,PL_C14_M012_MS32,PL_C14_M012_T02,2025-05-09,IN_PROGRESS,,33666589.95,1194797760.47,54.81,27.2,1,1,1,0,29,NATIONAL_RRF_REPORT,2024-04-26
2026,ES,C15,ES_C15_M013,ES_C15_M013_MS33,ES_C15_M013_T03,2026-01-13,COMPLETED,2026-01-13,3625205666.31,34363296296.22,50.48,18.25,1,1,1,1,5,RRF_SCOREBOARD,2025-05-11
2020,HR,C16,HR_C16_M014,HR_C16_M014_MS34,HR_C16_M014_T04,2020-03-22,DELAYED,,448835969.99,16776882970.06,40.32,27.4,0,1,1,1,39,ECA_AUDIT_SUMMARY,2025-08-05
2021,FI,C17,FI_C17_M015,FI_C17_M015_MS35,FI_C17_M015_T05,2024-05-15,CANCELLED,2021-05-30,651193302.48,35469606596.17,27.55,33.8,1,1,0,1,43,COMMISSION_IMPLEMENTING_DECISIONS,2024-07-09
2022,IE,C18,IE_C18_M016,IE_C18_M016_MS36,IE_C18_M016_T06,2022-02-28,REVISED,,1367939249.74,51251051697.86,51.8,30.92,0,1,1,1,43,NATIONAL_RRF_REPORT,2024-06-05
2023,MT,C01,MT_C01_M017,MT_C01_M017_MS37,MT_C01_M017_T07,2025-06-12,PLANNED,,184477695.85,8111086711.53,35.09,22.07,0,1,1,0,10,RRF_SCOREBOARD,2025-07-05
2024,SK,C02,SK_C02_M018,SK_C02_M018_MS38,SK_C02_M018_T08,2025-07-30,IN_PROGRESS,,222532892.72,16686398727.2,49.45,32.35,1,1,1,1,34,ECA_AUDIT_SUMMARY,2025-01-24
2025,BE,C03,BE_C03_M019,BE_C03_M019_MS39,BE_C03_M019_T09,2025-10-06,COMPLETED,2026-02-16,324579357.08,6407951263.37,31.62,30.96,1,0,0,0,30,COMMISSION_IMPLEMENTING_DECISIONS,2025-11-01
2026,DK,C04,DK_C04_M020,DK_C04_M020_MS40,DK_C04_M020_T10,2026-02-09,DELAYED,,79489991.91,1762952425.25,36.73,38.6,1,1,0,0,50,NATIONAL_RRF_REPORT,2025-05-21
2020,GR,C05,GR_C05_M021,GR_C05_M021_MS01,GR_C05_M021_T11,2025-02-11,CANCELLED,,1280590807.73,36709913069.68,48.51,34.12,1,1,1,1,12,RRF_SCOREBOARD,2025-08-25
2021,LT,C06,LT_C06_M022,LT_C06_M022_MS02,LT_C06_M022_T12,2023-12-06,REVISED,,414685296.86,26128578182.25,47.76,38.57,0,1,1,1,50,ECA_AUDIT_SUMMARY,2024-01-02
2022,PT,C07,PT_C07_M023,PT_C07_M023_MS03,PT_C07_M023_T13,2023-06-14,PLANNED,2021-09-04,1620385056.37,44809191671.58,54.36,37.21,1,1,1,1,4,COMMISSION_IMPLEMENTING_DECISIONS,2025-10-19
2023,SE,C08,SE_C08_M024,SE_C08_M024_MS04,SE_C08_M024_T14,2025-07-22,IN_PROGRESS,2021-11-09,9531447.99,3913524958.13,34.18,39.56,0,1,1,1,19,NATIONAL_RRF_REPORT,2024-02-29
2024,CY,C09,CY_C09_M025,CY_C09_M025_MS05,CY_C09_M025_T15,2024-10-03,COMPLETED,2025-03-29,13753754.13,1793310981.56,37.06,38.94,1,1,0,1,19,RRF_SCOREBOARD,2025-12-18
2025,FR,C10,FR_C10_M026,FR_C10_M026_MS06,FR_C10_M026_T16,2025-01-11,DELAYED,,418067847.47,14590133339.89,27.2,20.09,0,0,0,1,9,ECA_AUDIT_SUMMARY,2025-06-21
2026,IT,C11,IT_C11_M027,IT_C11_M027_MS07,IT_C11_M027_T17,2026-01-14,CANCELLED,,1558826640.78,44957779442.31,37.16,17.4,0,0,0,0,37,COMMISSION_IMPLEMENTING_DECISIONS,2025-11-01
2020,NL,C12,NL_C12_M028,NL_C12_M028_MS08,NL_C12_M028_T18,2023-09-16,REVISED,,128094913.92,5194605902.57,46.22,15.28,0,1,1,0,12,NATIONAL_RRF_REPORT,2025-12-04
2021,SI,C13,SI_C13_M029,SI_C13_M029_MS09,SI_C13_M029_T19,2023-07-10,PLANNED,2021-05-15,156646416.43,12024361688.83,22.26,36.27,1,1,0,0,42,RRF_SCOREBOARD,2025-02-21
2022,BG,C14,BG_C14_M030,BG_C14_M030_MS10,BG_C14_M030_T20,2022-07-26,IN_PROGRESS,2021-07-20,182381385.06,35674532432.85,31.0,21.34,0,0,0,0,14,ECA_AUDIT_SUMMARY,2024-06-04
2023,EE,C15,EE_C15_M031,EE_C15_M031_MS11,EE_C15_M031_T21,2024-03-11,COMPLETED,2026-02-02,3864469769.03,35217674231.69,27.2,35.72,1,1,1,0,28,COMMISSION_IMPLEMENTING_DECISIONS,2025-07-25
2024,HU,C16,HU_C16_M032,HU_C16_M032_MS12,HU_C16_M032_T22,2024-10-14,DELAYED,,131242933.42,26624526197.13,46.99,23.56,1,1,0,1,12,NATIONAL_RRF_REPORT,2026-01-02
2025,LU,C17,LU_C17_M033,LU_C17_M033_MS13,LU_C17_M033_T23,2025-07-16,CANCELLED,2021-04-22,387577463.63,19301124754.04,40.53,36.03,1,1,1,1,17,RRF_SCOREBOARD,2024-10-03
2026,RO,C18,RO_C18_M034,RO_C18_M034_MS14,RO_C18_M034_T24,2026-01-23,REVISED,2025-02-23,1495637646.12,32349921477.33,37.88,22.26,1,1,1,1,36,ECA_AUDIT_SUMMARY,2024-11-11
2020,AT,C01,AT_C01_M035,AT_C01_M035_MS15,AT_C01_M035_T25,2021-05-27,PLANNED,2022-04-08,383939012.0,36532426533.49,39.04,28.38,1,1,1,0,55,COMMISSION_IMPLEMENTING_DECISIONS,2025-01-12
2021,CZ,C02,CZ_C02_M036,CZ_C02_M036_MS16,CZ_C02_M036_T26,2024-11-20,IN_PROGRESS,2022-01-07,50560085.81,30199074432.85,43.5,21.77,1,1,1,0,21,NATIONAL_RRF_REPORT,2024-12-05
2022,DE,C03,DE_C03_M037,DE_C03_M037_MS17,DE_C03_M037_T27,2024-11-27,COMPLETED,2025-12-01,86813713.15,17583932107.64,35.31,38.19,0,1,1,0,13,RRF_SCOREBOARD,2025-08-07
2023,LV,C04,LV_C04_M038,LV_C04_M038_MS18,LV_C04_M038_T28,2023-11-08,DELAYED,,293937865.69,16250046878.82,32.69,17.41,1,1,1,0,53,ECA_AUDIT_SUMMARY,2024-11-09
2024,PL,C05,PL_C05_M039,PL_C05_M039_MS19,PL_C05_M039_T29,2025-07-22,CANCELLED,2024-10-21,120165188.86,14918345200.19,26.12,22.4,0,1,1,1,48,COMMISSION_IMPLEMENTING_DECISIONS,2026-01-22
2025,ES,C06,ES_C06_M040,ES_C06_M040_MS20,ES_C06_M040_T30,2026-02-17,REVISED,2023-09-06,1750762967.56,43047221613.63,40.63,33.96,0,1,1,1,5,NATIONAL_RRF_REPORT,2025-07-29
2026,HR,C07,HR_C07_M041,HR_C07_M041_MS21,HR_C07_M041_T01,2026-02-19,PLANNED,2024-03-31,93957188.84,4219430087.28,38.33,34.9,0,1,1,1,19,RRF_SCOREBOARD,2026-02-13
2020,FI,C08,FI_C08_M042,FI_C08_M042_MS22,FI_C08_M042_T02,2024-07-19,IN_PROGRESS,,1352927413.19,35756304612.35,21.43,25.65,1,1,1,0,52,ECA_AUDIT_SUMMARY,2025-11-11
2021,IE,C09,IE_C09_M043,IE_C09_M043_MS23,IE_C09_M043_T03,2025-07-25,COMPLETED,2026-02-07,2278292072.99,34201116524.03,31.36,20.71,0,1,1,1,8,COMMISSION_IMPLEMENTING_DECISIONS,2024-12-07
2022,MT,C10,MT_C10_M044,MT_C10_M044_MS24,MT_C10_M044_T04,2023-10-04,DELAYED,,578877121.88,19787201905.26,25.31,17.14,1,0,0,1,37,NATIONAL_RRF_REPORT,2025-08-10
2023,SK,C11,SK_C11_M045,SK_C11_M045_MS25,SK_C11_M045_T05,2024-06-22,CANCELLED,,462203184.57,14716322360.88,35.84,31.92,1,1,1,0,30,RRF_SCOREBOARD,2025-04-27
2024,BE,C12,BE_C12_M046,BE_C12_M046_MS26,BE_C12_M046_T06,2025-06-13,REVISED,,293114451.87,32910808937.13,36.19,22.82,1,0,1,1,24,ECA_AUDIT_SUMMARY,2024-01-14
2025,DK,C13,DK_C13_M047,DK_C13_M047_MS27,DK_C13_M047_T07,2025-04-12,PLANNED,,827691166.98,18256774795.93,24.03,24.66,0,0,1,1,21,COMMISSION_IMPLEMENTING_DECISIONS,2026-02-08
2026,GR,C14,GR_C14_M048,GR_C14_M048_MS28,GR_C14_M048_T08,2026-01-30,IN_PROGRESS,,408029841.04,9750296505.02,30.25,16.1,1,1,1,1,17,NATIONAL_RRF_REPORT,2024-05-17
2020,LT,C15,LT_C15_M049,LT_C15_M049_MS29,LT_C15_M049_T09,2021-03-24,COMPLETED,2024-08-05,1244412100.61,26453669866.0,26.78,28.82,1,1,0,1,11,RRF_SCOREBOARD,2024-07-23
2021,PT,C16,PT_C16_M050,PT_C16_M050_MS30,PT_C16_M050_T10,2023-09-26,DELAYED,,410846907.98,21689851968.66,53.83,28.72,1,0,0,1,34,ECA_AUDIT_SUMMARY,2025-05-23
2022,SE,C17,SE_C17_M051,SE_C17_M051_MS31,SE_C17_M051_T11,2024-02-01,CANCELLED,,263466497.37,30252273213.77,41.75,24.3,1,0,1,0,21,COMMISSION_IMPLEMENTING_DECISIONS,2025-03-01
2023,CY,C18,CY_C18_M052,CY_C18_M052_MS32,CY_C18_M052_T12,2025-09-01,REVISED,2023-07-09,1304909495.34,44472524540.65,51.34,26.75,1,1,0,1,42,NATIONAL_RRF_REPORT,2026-02-16
2024,FR,C01,FR_C01_M053,FR_C01_M053_MS33,FR_C01_M053_T13,2025-08-09,PLANNED,,607426435.68,24278352308.21,21.7,35.46,1,1,1,1,3,RRF_SCOREBOARD,2024-11-16
2025,IT,C02,IT_C02_M054,IT_C02_M054_MS34,IT_C02_M054_T14,2025-08-20,IN_PROGRESS,2020-06-26,101133744.59,2907667045.34,50.44,36.05,1,1,1,1,26,ECA_AUDIT_SUMMARY,2024-12-25
2026,NL,C03,NL_C03_M055,NL_C03_M055_MS35,NL_C03_M055_T15,2026-01-14,COMPLETED,2022-02-25,2263452614.24,25852979291.87,33.52,32.89,0,1,1,0,19,COMMISSION_IMPLEMENTING_DECISIONS,2024-03-01
2020,SI,C04,SI_C04_M056,SI_C04_M056_MS36,SI_C04_M056_T16,2022-02-22,DELAYED,2022-04-02,370278087.69,12515157158.49,20.8,27.61,1,1,1,1,41,NATIONAL_RRF_REPORT,2025-09-03
2021,BG,C05,BG_C05_M057,BG_C05_M057_MS37,BG_C05_M057_T17,2021-11-11,CANCELLED,2023-12-30,196428720.95,40000983543.41,52.11,32.31,1,0,0,0,15,RRF_SCOREBOARD,2025-11-07
2022,EE,C06,EE_C06_M058,EE_C06_M058_MS38,EE_C06_M058_T18,2025-01-18,REVISED,,845848353.52,28139322434.23,50.28,29.62,0,0,0,0,31,ECA_AUDIT_SUMMARY,2024-02-07
2023,HU,C07,HU_C07_M059,HU_C07_M059_MS39,HU_C07_M059_T19,2023-04-04,PLANNED,2025-07-15,406594556.42,8481792934.4,37.93,25.19,1,1,1,1,45,COMMISSION_IMPLEMENTING_DECISIONS,2025-02-15
2024,LU,C08,LU_C08_M060,LU_C08_M060_MS40,LU_C08_M060_T20,2025-03-02,IN_PROGRESS,,663585793.94,23221007114.26,36.43,35.52,0,0,0,0,31,NATIONAL_RRF_REPORT,2025-02-25
2025,RO,C09,RO_C09_M061,RO_C09_M061_MS01,RO_C09_M061_T21,2025-03-26,COMPLETED,2025-07-31,673658848.36,30403099525.15,29.22,26.59,1,1,1,1,41,RRF_SCOREBOARD,2025-07-21
2026,AT,C10,AT_C10_M062,AT_C10_M062_MS02,AT_C10_M062_T22,2026-02-09,DELAYED,2022-01-14,960705042.27,32751394565.27,26.03,28.07,0,0,0,1,35,ECA_AUDIT_SUMMARY,2025-12-23
2020,CZ,C11,CZ_C11_M063,CZ_C11_M063_MS03,CZ_C11_M063_T23,2024-12-16,CANCELLED,,454664569.7,10964708290.7,33.91,35.24,0,0,0,1,30,COMMISSION_IMPLEMENTING_DECISIONS,2025-12-29
2021,DE,C12,DE_C12_M064,DE_C12_M064_MS04,DE_C12_M064_T24,2024-11-28,REVISED,2022-03-09,1446140915.64,37112571926.5,22.99,17.12,1,1,1,0,54,NATIONAL_RRF_REPORT,2025-01-17
2022,LV,C13,LV_C13_M065,LV_C13_M065_MS05,LV_C13_M065_T25,2025-05-23,PLANNED,,448647905.49,40762716012.2,22.31,30.66,0,0,0,0,22,RRF_SCOREBOARD,2024-09-21
2023,PL,C14,PL_C14_M066,PL_C14_M066_MS06,PL_C14_M066_T26,2025-12-25,IN_PROGRESS,,26787051.0,768808038.86,26.22,37.67,0,1,0,1,32,ECA_AUDIT_SUMMARY,2025-01-27
2024,ES,C15,ES_C15_M067,ES_C15_M067_MS07,ES_C15_M067_T27,2025-03-12,COMPLETED,,592490574.18,15047364327.56,42.16,36.24,1,1,1,1,2,COMMISSION_IMPLEMENTING_DECISIONS,2024-01-21
2025,HR,C16,HR_C16_M068,HR_C16_M068_MS08,HR_C16_M068_T28,2025-04-16,DELAYED,2024-07-23,103563370.55,35227761567.88,38.87,20.81,1,1,0,1,42,NATIONAL_RRF_REPORT,2025-04-27
2026,FI,C17,FI_C17_M069,FI_C17_M069_MS09,FI_C17_M069_T29,2026-01-24,CANCELLED,2025-03-19,38251940.94,26246076731.29,22.04,23.01,0,0,0,0,5,RRF_SCOREBOARD,2024-03-11
2020,IE,C18,IE_C18_M070,IE_C18_M070_MS10,IE_C18_M070_T30,2024-08-01,REVISED,2026-02-15,1527846043.83,46198573038.15,20.89,24.63,1,1,1,1,24,ECA_AUDIT_SUMMARY,2024-04-26
2021,MT,C01,MT_C01_M071,MT_C01_M071_MS11,MT_C01_M071_T01,2026-01-07,PLANNED,2020-08-03,106112307.45,28200195266.16,36.96,35.25,0,1,0,0,13,COMMISSION_IMPLEMENTING_DECISIONS,2024-01-31
2022,SK,C02,SK_C02_M072,SK_C02_M072_MS12,SK_C02_M072_T02,2024-11-18,IN_PROGRESS,,218937398.09,12000848225.84,51.25,23.31,1,1,1,1,4,NATIONAL_RRF_REPORT,2024-10-08
2023,BE,C03,BE_C03_M073,BE_C03_M073_MS13,BE_C03_M073_T03,2025-01-20,COMPLETED,2025-03-26,320733081.61,21269263098.46,25.95,33.42,1,1,1,0,8,RRF_SCOREBOARD,2024-09-11
2024,DK,C04,DK_C04_M074,DK_C04_M074_MS14,DK_C04_M074_T04,2024-05-23,DELAYED,2021-09-05,978611464.25,25444978404.42,23.48,36.11,1,0,0,1,0,ECA_AUDIT_SUMMARY,2025-07-11
2025,GR,C05,GR_C05_M075,GR_C05_M075_MS15,GR_C05_M075_T05,2025-12-19,CANCELLED,2024-04-10,540360956.65,17322759591.97,39.35,33.95,1,1,1,1,52,COMMISSION_IMPLEMENTING_DECISIONS,2026-01-21
2026,LT,C06,LT_C06_M076,LT_C06_M076_MS16,LT_C06_M076_T06,2026-01-03,REVISED,2020-10-25,1073782185.91,37854272604.18,34.53,17.54,1,1,1,0,38,NATIONAL_RRF_REPORT,2024-02-11
2020,PT,C07,PT_C07_M077,PT_C07_M077_MS17,PT_C07_M077_T07,2025-06-23,PLANNED,,178266997.06,28567075344.82,39.72,18.3,0,1,1,0,26,RRF_SCOREBOARD,2025-01-03
2021,SE,C08,SE_C08_M078,SE_C08_M078_MS18,SE_C08_M078_T08,2023-11-04,IN_PROGRESS,,506892693.68,16513911504.57,53.08,32.53,0,0,0,0,8,ECA_AUDIT_SUMMARY,2025-12-22
2022,CY,C09,CY_C09_M079,CY_C09_M079_MS19,CY_C09_M079_T09,2024-08-20,COMPLETED,,1197627378.95,13233720707.41,51.76,28.29,0,1,0,1,33,COMMISSION_IMPLEMENTING_DECISIONS,2025-06-20
2023,FR,C10,FR_C10_M080,FR_C10_M080_MS20,FR_C10_M080_T10,2024-07-23,DELAYED,,836463325.07,26582095793.57,26.94,22.27,0,0,0,1,10,NATIONAL_RRF_REPORT,2024-07-15
2024,IT,C11,IT_C11_M081,IT_C11_M081_MS21,IT_C11_M081_T11,2025-05-31,CANCELLED,,712304863.78,29049457973.07,38.68,33.59,1,1,1,1,24,RRF_SCOREBOARD,2024-02-06
2025,NL,C12,NL_C12_M082,NL_C12_M082_MS22,NL_C12_M082_T12,2025-10-07,REVISED,2023-10-07,792523153.64,32392309383.82,51.04,33.31,0,1,1,1,48,ECA_AUDIT_SUMMARY,2025-05-05
2026,SI,C13,SI_C13_M083,SI_C13_M083_MS23,SI_C13_M083_T13,2026-02-07,PLANNED,2025-02-03,119269220.21,22722799820.25,48.99,27.16,1,1,0,1,40,COMMISSION_IMPLEMENTING_DECISIONS,2026-02-07
2020,BG,C14,BG_C14_M084,BG_C14_M084_MS24,BG_C14_M084_T14,2023-12-17,IN_PROGRESS,,282081989.73,6731962880.18,40.43,27.66,1,0,0,1,47,NATIONAL_RRF_REPORT,2025-04-22
2021,EE,C15,EE_C15_M085,EE_C15_M085_MS25,EE_C15_M085_T15,2024-08-02,COMPLETED,2025-01-22,1962305400.91,22979556062.98,42.32,22.87,1,1,0,1,8,RRF_SCOREBOARD,2024-06-28
2022,HU,C16,HU_C16_M086,HU_C16_M086_MS26,HU_C16_M086_T16,2025-01-28,DELAYED,2021-10-02,1099110684.7,43116332852.25,54.37,31.14,0,1,1,0,48,ECA_AUDIT_SUMMARY,2025-08-11
2023,LU,C17,LU_C17_M087,LU_C17_M087_MS27,LU_C17_M087_T17,2024-11-14,CANCELLED,,1013313884.5,24999646235.65,26.01,24.26,0,1,1,0,37,COMMISSION_IMPLEMENTING_DECISIONS,2024-08-18
2024,RO,C18,RO_C18_M088,RO_C18_M088_MS28,RO_C18_M088_T18,2025-06-18,REVISED,,912415658.26,22893058375.02,48.11,21.77,0,1,0,1,53,NATIONAL_RRF_REPORT,2025-11-09
2025,AT,C01,AT_C01_M089,AT_C01_M089_MS29,AT_C01_M089_T19,2025-08-01,PLANNED,2020-11-21,513811371.08,13782071135.41,29.23,33.29,1,1,1,1,7,RRF_SCOREBOARD,2024-04-18
2026,CZ,C02,CZ_C02_M090,CZ_C02_M090_MS30,CZ_C02_M090_T20,2026-01-04,IN_PROGRESS,2023-12-02,243982540.95,14852300826.18,44.4,18.61,0,1,0,1,10,ECA_AUDIT_SUMMARY,2025-06-05
2020,DE,C03,DE_C03_M091,DE_C03_M091_MS31,DE_C03_M091_T21,2024-11-30,COMPLETED,2025-12-17,1211405703.01,43204476456.68,51.07,34.87,0,0,0,1,54,COMMISSION_IMPLEMENTING_DECISIONS,2024-12-14
2021,LV,C04,LV_C04_M092,LV_C04_M092_MS32,LV_C04_M092_T22,2023-02-17,DELAYED,,612232439.45,15410287989.07,45.51,18.2,1,1,1,0,10,NATIONAL_RRF_REPORT,2024-08-18
2022,PL,C05,PL_C05_M093,PL_C05_M093_MS33,PL_C05_M093_T23,2024-11-23,CANCELLED,,836213136.98,27950260977.89,53.4,34.41,0,0,0,1,66,RRF_SCOREBOARD,2024-02-25
2023,ES,C06,ES_C06_M094,ES_C06_M094_MS34,ES_C06_M094_T24,2024-07-26,REVISED,,410567839.35,34806065860.35,35.75,26.18,1,1,0,1,0,ECA_AUDIT_SUMMARY,2026-01-17
2024,HR,C07,HR_C07_M095,HR_C07_M095_MS35,HR_C07_M095_T25,2025-07-29,PLANNED,,1612267131.67,34533513959.96,54.14,19.98,1,1,1,0,25,COMMISSION_IMPLEMENTING_DECISIONS,2025-12-04
2025,FI,C08,FI_C08_M096,FI_C08_M096_MS36,FI_C08_M096_T26,2025-02-23,IN_PROGRESS,2025-07-23,74750294.85,12245656140.89,38.95,17.23,1,1,1,1,25,NATIONAL_RRF_REPORT,2024-07-15
2026,IE,C09,IE_C09_M097,IE_C09_M097_MS37,IE_C09_M097_T27,2026-01-22,COMPLETED,2026-02-22,2492193758.95,25559110015.6,45.83,30.39,1,1,0,0,52,RRF_SCOREBOARD,2025-06-14
2020,MT,C10,MT_C10_M098,MT_C10_M098_MS38,MT_C10_M098_T28,2025-03-21,DELAYED,,558295387.6,15474531095.43,37.52,19.11,0,1,1,1,48,ECA_AUDIT_SUMMARY,2024-07-22
2021,SK,C11,SK_C11_M099,SK_C11_M099_MS39,SK_C11_M099_T29,2023-07-26,CANCELLED,2021-11-03,795909116.39,31114394599.21,40.17,39.26,1,0,0,1,32,COMMISSION_IMPLEMENTING_DECISIONS,2024-08-03
2022,BE,C12,BE_C12_M100,BE_C12_M100_MS40,BE_C12_M100_T30,2022-08-14,REVISED,2020-02-08,1280030791.77,27440904642.37,27.54,21.19,1,1,0,1,43,NATIONAL_RRF_REPORT,2026-02-05
2023,DK,C13,DK_C13_M101,DK_C13_M101_MS01,DK_C13_M101_T01,2024-12-03,PLANNED,,769988072.94,27193181155.24,30.94,35.44,1,1,1,0,49,RRF_SCOREBOARD,2024-06-19
2024,GR,C14,GR_C14_M102,GR_C14_M102_MS02,GR_C14_M102_T02,2024-01-10,IN_PROGRESS,,903767172.14,19726360865.49,25.35,33.22,0,1,1,0,48,ECA_AUDIT_SUMMARY,2025-07-06
2025,LT,C15,LT_C15_M103,LT_C15_M103_MS03,LT_C15_M103_T03,2025-04-24,COMPLETED,2022-04-16,2725712574.29,43476524218.48,36.11,28.32,0,1,1,1,13,COMMISSION_IMPLEMENTING_DECISIONS,2024-11-26
2026,PT,C16,PT_C16_M104,PT_C16_M104_MS04,PT_C16_M104_T04,2026-01-07,DELAYED,,88961355.76,7200637330.16,33.58,26.44,0,0,0,1,29,NATIONAL_RRF_REPORT,2026-02-19
2020,SE,C17,SE_C17_M105,SE_C17_M105_MS05,SE_C17_M105_T05,2023-02-01,CANCELLED,,229285644.59,9224503192.47,32.78,38.66,1,0,0,1,25,RRF_SCOREBOARD,2025-07-13
2021,CY,C18,CY_C18_M106,CY_C18_M106_MS06,CY_C18_M106_T06,2021-06-13,REVISED,2026-02-04,152646500.73,5822976604.95,46.27,17.96,0,1,1,0,16,ECA_AUDIT_SUMMARY,2025-08-29
2022,FR,C01,FR_C01_M107,FR_C01_M107_MS07,FR_C01_M107_T07,2025-05-30,PLANNED,,342582843.48,13764992001.0,30.98,36.2,0,1,1,0,12,COMMISSION_IMPLEMENTING_DECISIONS,2024-12-04
2023,IT,C02,IT_C02_M108,IT_C02_M108_MS08,IT_C02_M108_T08,2025-07-13,IN_PROGRESS,,144189687.54,6626580619.75,49.88,15.45,1,1,1,0,3,NATIONAL_RRF_REPORT,2025-12-02
2024,NL,C03,NL_C03_M109,NL_C03_M109_MS09,NL_C03_M109_T09,2024-04-29,COMPLETED,,2578880693.74,24215167572.98,35.44,27.61,1,1,0,1,14,RRF_SCOREBOARD,2024-09-28
2025,SI,C04,SI_C04_M110,SI_C04_M110_MS10,SI_C04_M110_T10,2025-01-29,DELAYED,,240253027.22,10759171915.76,43.88,39.61,0,1,1,1,25,ECA_AUDIT_SUMMARY,2026-01-29
2026,BG,C05,BG_C05_M111,BG_C05_M111_MS11,BG_C05_M111_T11,2026-01-12,CANCELLED,,75217446.15,1968038937.73,32.74,23.15,1,1,0,1,44,COMMISSION_IMPLEMENTING_DECISIONS,2024-07-16
2020,EE,C06,EE_C06_M112,EE_C06_M112_MS12,EE_C06_M112_T12,2023-11-26,REVISED,2021-12-03,35022792.88,21222926218.62,31.89,15.31,0,1,0,1,4,NATIONAL_RRF_REPORT,2024-11-25
