ph_mental_reference_year,ph_mental_country_iso2,ph_mental_region_nuts_code,ph_mental_age_group,ph_mental_sex,ph_mental_depressive_symptoms_rate_pct,ph_mental_anxiety_rate_pct,ph_mental_wellbeing_index_score,ph_mental_self_harm_rate_per_100k,ph_mental_suicide_rate_per_100k,ph_mental_psych_services_access_rate_pct,ph_mental_waiting_time_days_median,ph_mental_antidepressant_use_did,ph_mental_sick_leave_due_to_mental_health_days,ph_mental_work_stress_index,ph_mental_loneliness_rate_pct,ph_mental_mental_health_strategy_flag,ph_mental_ehis_table_code,ph_mental_survey_weight,ph_mental_data_extract_date
2007,LV,LT3,65_74,F,5.43,26.16,46.46,45.94,18.65,66.01,93.39,71.09,3948,67.16,37.19,0,HLTH_EHIS_MH2,1.262,2025-02-04
2008,RO,SK20,35_44,M,6.41,16.81,62.93,64.46,9.9,55.65,128.28,31.95,7718,77.85,6.35,0,HLTH_EHIS_MH3,0.7429,2025-09-10
2009,BG,FI92,75_PLUS,X,16.39,8.18,44.35,67.87,11.75,51.56,49.63,28.63,3517,19.69,29.95,0,HLTH_EHIS_MH4,2.6304,2025-03-29
2010,FR,PL82,45_54,F,4.85,5.94,51.5,81.92,16.53,62.81,136.09,34.18,3089,49.0,31.01,0,HLTH_EHIS_MH1,4.0995,2024-12-08
2011,LT,IT558,15_24,M,22.03,15.02,49.68,67.23,14.25,55.31,130.86,16.15,3007,34.61,29.71,0,HLTH_EHIS_MH2,0.6506,2024-10-17
2012,SK,PL43,55_64,X,12.13,12.7,63.88,11.86,15.0,55.79,69.06,120.34,3127,24.01,5.96,0,HLTH_EHIS_MH3,3.5597,2026-02-13
2013,HR,FI90,25_34,F,18.88,25.97,61.38,73.54,16.17,36.22,51.12,20.85,6109,65.15,19.85,0,HLTH_EHIS_MH4,3.2888,2024-11-21
2014,DE,HU50,65_74,M,6.73,10.69,60.0,53.44,13.79,40.08,86.34,188.2,13549,73.83,10.51,1,HLTH_EHIS_MH1,4.504,2024-01-08
2015,LU,DE993,35_44,X,4.04,5.35,49.08,79.1,13.97,64.6,78.77,37.06,3855,79.66,24.72,0,HLTH_EHIS_MH2,0.4734,2025-09-05
2016,SI,PL15,75_PLUS,F,11.83,8.87,55.62,64.31,9.51,81.4,100.17,168.04,3222,20.94,8.19,0,HLTH_EHIS_MH3,4.1366,2024-02-11
2017,CY,FR89,45_54,M,12.45,13.2,36.81,60.45,17.82,50.62,85.24,113.34,3662,19.04,15.78,0,HLTH_EHIS_MH4,4.7044,2024-04-22
2018,GR,CZ54,15_24,X,4.43,25.92,56.16,22.61,10.84,22.53,144.57,139.9,5747,63.41,7.83,1,HLTH_EHIS_MH1,3.2491,2024-06-14
2019,MT,LV2,55_64,F,13.16,28.09,49.31,36.37,20.12,53.79,103.23,171.01,5497,65.44,27.84,1,HLTH_EHIS_MH2,3.8238,2025-01-07
2020,ES,PL6,25_34,M,20.14,27.3,65.14,71.33,7.57,76.86,160.61,107.79,9438,99.73,32.33,0,HLTH_EHIS_MH3,4.2298,2025-06-16
2021,CZ,SE19,65_74,X,26.34,9.05,39.41,44.49,4.96,75.79,44.24,178.3,4174,38.18,51.81,0,HLTH_EHIS_MH4,0.5245,2024-03-02
2022,HU,CY38,35_44,F,14.62,15.26,58.43,36.77,8.15,71.85,82.67,60.64,16171,23.52,7.02,1,HLTH_EHIS_MH1,2.9738,2025-09-16
2023,NL,HU677,75_PLUS,M,15.86,12.92,53.05,50.52,17.73,25.93,24.18,115.61,15800,17.49,21.58,1,HLTH_EHIS_MH2,1.9943,2025-11-11
2024,SE,BE3,45_54,X,16.09,23.12,35.91,11.13,18.23,47.33,84.17,102.13,3629,78.07,27.85,1,HLTH_EHIS_MH3,4.3308,2024-11-14
2025,DK,GR901,15_24,F,10.91,6.85,47.44,107.07,10.77,53.09,44.28,34.5,458,38.22,16.01,1,HLTH_EHIS_MH4,1.9213,2024-09-06
2006,IE,LU5,55_64,M,17.41,19.97,53.84,47.86,11.68,22.63,46.88,49.85,5750,27.97,8.52,0,HLTH_EHIS_MH1,2.0966,2025-09-30
2007,PL,SE2,25_34,X,20.42,11.92,60.31,54.01,12.36,59.3,81.82,133.35,3111,61.01,28.09,0,HLTH_EHIS_MH2,0.7011,2024-05-19
2008,AT,LT183,65_74,F,7.39,10.27,46.63,57.67,17.54,80.12,134.93,133.56,278,71.39,33.87,0,HLTH_EHIS_MH3,0.7302,2024-06-19
2009,EE,LT760,35_44,M,7.07,14.74,65.25,83.82,6.01,81.34,34.96,109.92,4348,59.9,9.27,0,HLTH_EHIS_MH4,3.2043,2025-05-08
2010,IT,CZ46,75_PLUS,X,19.95,23.26,46.65,68.77,6.19,67.42,110.25,114.52,162,19.92,10.9,0,HLTH_EHIS_MH1,0.8925,2024-04-10
2011,PT,DK898,45_54,F,18.89,7.03,55.34,7.44,10.12,26.33,66.85,50.44,7989,57.92,27.49,0,HLTH_EHIS_MH2,1.6824,2024-05-06
2012,BE,BG387,15_24,M,18.58,13.81,59.62,32.52,6.07,82.94,133.53,32.84,13442,55.52,9.49,1,HLTH_EHIS_MH3,2.7634,2024-05-22
2013,FI,DE9,55_64,X,12.74,13.88,36.91,79.12,9.04,41.7,66.22,123.81,16738,63.9,16.26,0,HLTH_EHIS_MH4,3.9388,2025-07-05
2014,LV,AT87,25_34,F,23.7,26.86,28.78,35.46,4.65,23.56,104.78,100.39,6709,54.79,19.16,1,HLTH_EHIS_MH1,4.5916,2024-08-10
2015,RO,DK35,65_74,M,13.66,16.33,53.87,73.1,25.69,81.81,125.52,90.3,13430,44.57,20.64,1,HLTH_EHIS_MH2,3.3678,2025-07-24
2016,BG,SE357,35_44,X,12.68,6.99,67.58,55.98,6.29,52.17,45.62,74.53,7566,69.04,34.28,1,HLTH_EHIS_MH3,3.469,2025-08-27
2017,FR,BE28,75_PLUS,F,12.21,13.63,54.77,13.67,12.89,54.12,104.8,24.38,6923,63.27,22.95,0,HLTH_EHIS_MH4,1.2318,2024-05-23
2018,LT,DE305,45_54,M,14.12,14.12,42.91,8.53,28.33,69.97,76.87,54.08,3008,84.73,11.5,1,HLTH_EHIS_MH1,1.7424,2026-02-19
2019,SK,GR6,15_24,X,16.3,8.15,34.96,52.95,13.44,71.13,52.11,15.41,17961,60.89,19.45,1,HLTH_EHIS_MH2,3.4727,2024-02-06
2020,HR,CZ146,55_64,F,7.8,32.41,56.39,60.88,17.77,73.19,35.42,65.53,4820,86.37,14.84,1,HLTH_EHIS_MH3,4.2152,2024-09-10
2021,DE,ES388,25_34,M,22.25,14.91,55.97,121.32,17.22,46.39,39.23,58.01,21942,95.76,36.35,1,HLTH_EHIS_MH4,0.3771,2024-07-24
2022,LU,LT68,65_74,X,20.8,6.7,60.13,32.97,4.22,67.83,58.51,149.49,14464,18.27,28.97,0,HLTH_EHIS_MH1,0.4759,2026-01-22
2023,SI,SI51,35_44,F,22.8,25.73,42.37,51.54,12.2,70.04,26.5,53.35,1784,19.69,8.47,0,HLTH_EHIS_MH2,2.9515,2025-04-15
2024,CY,DK413,75_PLUS,M,6.48,12.84,39.37,79.12,27.05,68.98,94.26,178.13,12661,30.65,40.95,1,HLTH_EHIS_MH3,0.8571,2024-01-11
2025,GR,RO680,45_54,X,14.26,5.3,51.29,47.09,17.43,38.49,151.53,21.83,11559,63.76,26.75,1,HLTH_EHIS_MH4,1.9786,2024-04-15
2006,MT,LT66,15_24,F,19.25,26.13,32.6,112.59,14.2,68.56,87.3,137.42,6748,47.75,18.06,1,HLTH_EHIS_MH1,4.6195,2025-09-27
2007,ES,IE10,55_64,M,5.72,17.1,58.75,21.52,20.79,27.58,60.44,111.96,724,31.11,8.92,0,HLTH_EHIS_MH2,1.505,2024-12-31
2008,CZ,NL663,25_34,X,13.22,14.79,60.14,81.56,9.91,27.06,77.21,101.0,9967,31.82,12.75,0,HLTH_EHIS_MH3,4.2277,2025-08-03
2009,HU,BG608,65_74,F,12.98,24.36,62.87,12.0,15.0,68.14,93.27,17.79,6679,30.62,41.57,0,HLTH_EHIS_MH4,3.4089,2024-12-31
2010,NL,SE63,35_44,M,11.13,17.1,52.68,24.87,13.26,77.04,46.1,30.92,4837,76.45,25.0,0,HLTH_EHIS_MH1,2.9485,2025-05-23
2011,SE,LT85,75_PLUS,X,11.19,20.76,34.72,68.05,13.06,71.55,91.1,170.18,6259,53.73,25.68,0,HLTH_EHIS_MH2,2.0575,2025-05-07
2012,DK,BG322,45_54,F,18.9,11.54,51.47,33.18,5.65,81.39,119.85,65.67,9374,26.92,5.95,0,HLTH_EHIS_MH3,4.3504,2025-07-14
2013,IE,LU2,15_24,M,18.76,25.5,59.41,14.69,5.32,76.03,134.2,91.72,7819,41.84,30.56,0,HLTH_EHIS_MH4,1.3534,2025-09-06
2014,PL,MT496,55_64,X,19.85,6.24,32.79,63.77,8.9,58.27,110.6,179.73,6284,70.44,13.18,1,HLTH_EHIS_MH1,3.8158,2024-06-23
2015,AT,PL117,25_34,F,11.83,25.27,63.07,46.01,13.6,70.16,51.37,56.22,7300,47.92,24.95,1,HLTH_EHIS_MH2,2.8642,2025-06-25
2016,EE,FR308,65_74,M,18.33,13.88,42.33,20.26,16.21,33.93,57.87,69.12,8557,68.19,37.77,1,HLTH_EHIS_MH3,4.4504,2025-01-27
2017,IT,GR355,35_44,X,4.21,21.73,39.54,58.65,3.11,82.44,118.64,100.06,8884,40.82,15.71,0,HLTH_EHIS_MH4,4.2426,2025-12-08
2018,PT,ES674,75_PLUS,F,23.31,11.29,41.24,85.44,19.02,73.57,33.6,23.78,10444,21.23,28.19,1,HLTH_EHIS_MH1,3.7777,2025-10-25
2019,BE,FR431,45_54,M,7.49,22.46,61.16,53.35,16.94,71.7,32.23,81.6,6519,32.38,31.58,1,HLTH_EHIS_MH2,1.05,2025-05-12
2020,FI,SK21,15_24,X,18.15,21.78,42.87,53.52,14.12,56.09,69.33,96.65,12418,68.55,19.62,1,HLTH_EHIS_MH3,3.4637,2024-04-29
2021,LV,SI475,55_64,F,8.38,22.18,52.26,88.24,15.29,56.17,114.3,76.8,7048,30.17,13.05,0,HLTH_EHIS_MH4,1.879,2024-12-15
2022,RO,SI64,25_34,M,18.89,13.97,40.3,90.45,17.18,72.22,86.09,109.8,5321,79.43,22.66,0,HLTH_EHIS_MH1,2.2637,2024-07-25
2023,BG,NL387,65_74,X,12.7,12.14,73.22,34.46,13.17,63.34,25.66,99.96,15470,64.71,19.72,1,HLTH_EHIS_MH2,0.7863,2025-05-29
2024,FR,SI9,35_44,F,16.86,11.38,45.16,57.55,11.06,27.43,75.42,43.4,11033,55.88,34.42,1,HLTH_EHIS_MH3,2.1839,2026-01-10
2025,LT,BE659,75_PLUS,M,11.47,9.39,73.25,17.34,13.51,25.0,160.45,142.25,1870,73.24,31.82,1,HLTH_EHIS_MH4,2.5173,2025-08-23
2006,SK,ES369,45_54,X,13.28,9.66,41.56,29.39,15.04,31.7,152.45,54.48,12592,74.79,20.15,0,HLTH_EHIS_MH1,4.4166,2025-11-03
2007,HR,HU25,15_24,F,19.68,22.05,56.97,90.36,9.71,63.21,60.94,67.31,15051,77.5,34.8,0,HLTH_EHIS_MH2,2.8923,2024-10-27
2008,DE,NL291,55_64,M,8.3,14.37,32.01,20.19,20.03,49.14,24.22,96.61,6038,32.42,17.22,0,HLTH_EHIS_MH3,1.8704,2025-09-17
2009,LU,DK89,25_34,X,14.56,17.29,56.67,15.39,16.64,37.97,147.06,82.49,3750,81.69,15.49,1,HLTH_EHIS_MH4,1.1562,2025-09-18
2010,SI,HU228,65_74,F,23.41,14.38,51.75,71.96,4.13,71.57,69.21,180.9,6863,49.24,35.1,0,HLTH_EHIS_MH1,4.6528,2025-01-14
2011,CY,HR130,35_44,M,10.88,22.84,51.95,71.26,5.9,67.94,120.49,120.75,7028,59.1,29.42,1,HLTH_EHIS_MH2,0.2462,2024-11-18
2012,GR,BE1,75_PLUS,X,11.24,5.69,36.82,36.75,4.69,66.85,105.79,143.82,11955,65.53,39.04,0,HLTH_EHIS_MH3,4.5598,2025-08-13
2013,MT,EE27,45_54,F,9.59,15.3,38.9,16.81,4.38,81.62,107.91,55.35,9535,67.18,14.3,0,HLTH_EHIS_MH4,1.5749,2024-10-06
2014,ES,FR455,15_24,M,19.27,18.52,66.63,34.73,19.16,71.26,29.46,124.11,7878,19.19,8.61,1,HLTH_EHIS_MH1,4.3956,2024-01-30
2015,CZ,LV233,55_64,X,4.49,24.46,58.87,57.7,8.2,61.33,84.21,67.52,13845,22.79,19.64,1,HLTH_EHIS_MH2,0.7041,2024-10-03
2016,HU,SE293,25_34,F,5.96,21.73,35.94,42.96,8.66,34.93,103.2,136.99,3963,50.77,12.32,1,HLTH_EHIS_MH3,0.2357,2025-07-01
2017,NL,GR982,65_74,M,17.94,20.38,38.34,10.46,22.28,78.27,28.91,20.79,16433,36.71,29.12,1,HLTH_EHIS_MH4,3.7154,2025-05-14
2018,SE,BG310,35_44,X,12.81,14.9,34.84,27.6,5.83,68.31,112.76,46.42,6193,85.59,31.83,1,HLTH_EHIS_MH1,0.6464,2024-06-25
2019,DK,NL438,75_PLUS,F,14.5,7.07,46.55,48.2,8.35,57.4,49.2,149.9,15424,70.37,33.42,1,HLTH_EHIS_MH2,0.7093,2024-08-15
2020,IE,FI133,45_54,M,18.06,14.13,27.97,19.21,8.14,29.11,26.46,70.45,13055,58.05,31.13,1,HLTH_EHIS_MH3,1.3065,2024-09-19
2021,PL,EE943,15_24,X,24.27,32.49,53.62,142.92,5.99,67.6,10.75,31.91,11892,46.97,12.46,1,HLTH_EHIS_MH4,3.0062,2024-02-17
2022,AT,FR26,55_64,F,21.75,18.0,31.12,9.01,18.83,62.62,41.48,69.34,3135,76.15,25.32,1,HLTH_EHIS_MH1,4.4114,2025-10-13
2023,EE,PT62,25_34,M,10.91,18.97,39.62,44.41,15.49,49.86,22.83,89.63,5298,67.92,21.27,1,HLTH_EHIS_MH2,0.2568,2025-12-23
2024,IT,IT42,65_74,X,15.99,5.57,37.15,77.76,20.29,21.11,11.96,130.11,2979,65.11,9.32,1,HLTH_EHIS_MH3,1.2087,2025-01-30
2025,PT,CY564,35_44,F,8.9,13.62,42.56,78.42,16.46,71.89,72.97,127.24,4617,40.33,29.06,1,HLTH_EHIS_MH4,0.3031,2025-01-27
2006,BE,PL9,75_PLUS,M,4.67,10.6,52.03,32.03,7.83,64.36,115.21,73.55,1738,39.72,38.81,0,HLTH_EHIS_MH1,2.8541,2024-07-18
2007,FI,RO78,45_54,X,6.31,7.71,60.1,65.19,5.58,69.88,77.23,22.42,1041,23.1,14.0,0,HLTH_EHIS_MH2,4.5858,2024-03-20
2008,LV,CZ713,15_24,F,7.15,12.83,71.4,57.52,13.82,55.75,53.78,100.77,905,53.45,26.34,0,HLTH_EHIS_MH3,3.1189,2025-03-11
2009,RO,FR535,55_64,M,20.64,20.3,36.86,70.46,10.03,63.86,23.0,134.62,654,38.34,20.31,0,HLTH_EHIS_MH4,2.2979,2024-08-18
2010,BG,EE89,25_34,X,20.7,5.51,43.9,12.78,7.93,65.46,49.32,139.56,12140,31.58,7.88,0,HLTH_EHIS_MH1,0.8175,2026-01-21
2011,FR,AT65,65_74,F,6.12,13.17,66.71,55.62,19.23,86.4,71.47,71.95,3928,66.53,33.19,0,HLTH_EHIS_MH2,3.8674,2024-01-19
2012,LT,CY29,35_44,M,15.49,21.28,51.34,30.88,19.2,61.07,68.92,59.31,13917,36.82,30.64,0,HLTH_EHIS_MH3,3.5318,2024-02-26
2013,SK,ES713,75_PLUS,X,16.2,9.06,52.08,63.96,8.68,42.94,104.53,167.92,5103,26.27,14.52,0,HLTH_EHIS_MH4,4.1185,2025-06-14
2014,HR,FI75,45_54,F,5.23,26.03,50.24,42.11,12.17,33.16,75.99,57.75,9012,31.73,29.59,1,HLTH_EHIS_MH1,4.4331,2024-01-11
2015,DE,CY27,15_24,M,19.23,14.25,39.52,86.77,17.44,49.85,37.42,58.85,1951,72.3,30.51,0,HLTH_EHIS_MH2,2.0185,2025-07-09
2016,LU,LT72,55_64,X,5.83,15.18,63.23,52.64,9.16,72.62,76.26,167.8,13532,51.84,31.78,1,HLTH_EHIS_MH3,3.0998,2025-08-14
2017,SI,DK23,25_34,F,6.02,6.17,55.57,59.25,3.36,56.42,18.35,89.61,9828,51.08,13.89,1,HLTH_EHIS_MH4,0.7851,2025-01-22
2018,CY,EE980,65_74,M,5.59,9.59,33.55,57.6,19.71,25.88,132.52,33.51,12027,46.75,17.28,1,HLTH_EHIS_MH1,2.4972,2024-02-12
2019,GR,HR4,35_44,X,11.23,18.92,61.85,37.52,5.98,62.34,62.45,77.56,164,70.26,24.01,1,HLTH_EHIS_MH2,2.3642,2025-12-25
2020,MT,LV298,75_PLUS,F,16.29,34.96,66.66,88.26,6.16,42.37,191.24,175.27,1300,94.38,45.53,1,HLTH_EHIS_MH3,0.3781,2025-04-04
2021,ES,ES88,45_54,M,7.5,7.99,61.87,74.26,23.36,79.16,111.45,88.05,15771,83.38,22.87,1,HLTH_EHIS_MH4,3.7564,2024-09-08
2022,CZ,BG66,15_24,X,13.09,7.11,50.19,54.74,3.69,21.98,46.98,72.65,7397,55.09,26.28,1,HLTH_EHIS_MH1,3.5862,2025-07-28
2023,HU,AT91,55_64,F,21.95,9.0,36.38,49.57,3.84,79.15,13.84,106.69,8178,23.85,33.25,0,HLTH_EHIS_MH2,0.2893,2024-02-24
2024,NL,CZ8,25_34,M,17.36,18.05,63.96,35.95,15.34,79.62,102.19,130.55,7532,34.93,23.99,1,HLTH_EHIS_MH3,4.3968,2024-12-26
2025,SE,PL575,65_74,X,17.0,19.02,45.1,47.98,18.01,49.78,65.36,150.9,12614,53.46,25.07,1,HLTH_EHIS_MH4,0.8746,2024-08-25
2006,DK,CY365,35_44,F,4.6,25.64,37.01,80.29,6.97,31.84,122.29,122.95,1533,64.93,36.0,1,HLTH_EHIS_MH1,2.604,2024-09-22
2007,IE,FR998,75_PLUS,M,16.6,21.04,67.07,61.34,12.77,74.91,110.56,57.31,14035,39.55,29.44,0,HLTH_EHIS_MH2,1.8154,2024-06-02
2008,PL,BG205,45_54,X,9.72,8.3,60.07,57.9,6.65,39.34,127.78,15.38,13301,44.7,30.16,0,HLTH_EHIS_MH3,4.1859,2025-04-07
2009,AT,DE40,15_24,F,8.39,19.85,44.63,16.59,5.19,32.45,37.26,56.52,10680,69.17,29.95,0,HLTH_EHIS_MH4,0.7105,2024-10-14
2010,EE,DK542,55_64,M,4.73,18.42,60.06,80.92,6.43,36.3,142.03,120.34,11291,74.22,8.68,0,HLTH_EHIS_MH1,3.9035,2025-07-29
2011,IT,LT6,25_34,X,11.91,6.23,44.87,118.2,11.95,28.42,89.21,74.89,12621,85.31,19.08,0,HLTH_EHIS_MH2,3.1065,2024-07-22
2012,PT,IT401,65_74,F,9.9,20.98,40.1,10.55,18.31,44.78,36.66,123.67,12606,48.16,17.3,0,HLTH_EHIS_MH3,1.5554,2025-10-26
2013,BE,EE318,35_44,M,19.59,20.31,38.63,15.95,9.19,41.53,75.64,78.87,1901,54.54,26.59,0,HLTH_EHIS_MH4,3.7358,2024-05-30
2014,FI,GR36,75_PLUS,X,11.62,24.52,62.28,40.3,8.84,67.7,43.58,97.65,7001,77.41,23.86,1,HLTH_EHIS_MH1,3.4652,2025-11-28
2015,LV,ES966,45_54,F,9.81,20.18,46.19,18.15,14.76,30.87,88.97,44.63,2938,66.54,17.04,1,HLTH_EHIS_MH2,0.4537,2025-10-09
2016,RO,AT879,15_24,M,5.58,17.76,65.13,118.26,17.51,75.49,54.45,91.11,13598,50.66,15.51,0,HLTH_EHIS_MH3,2.7625,2024-08-07
2017,BG,SK9,55_64,X,17.41,18.62,37.29,68.38,5.09,41.79,136.74,86.15,16156,23.25,34.83,0,HLTH_EHIS_MH4,1.1611,2025-07-12
2018,FR,CZ60,25_34,F,5.39,8.51,61.44,27.17,5.38,23.25,19.36,91.91,7428,62.78,8.52,1,HLTH_EHIS_MH1,2.5132,2025-06-09
2019,LT,RO207,65_74,M,11.95,20.38,32.21,76.14,13.12,62.92,101.93,157.3,4878,56.25,9.21,1,HLTH_EHIS_MH2,0.2175,2025-09-16
2020,SK,LT84,35_44,X,10.64,27.51,68.79,87.88,14.45,73.72,16.79,33.2,8482,100.0,33.55,1,HLTH_EHIS_MH3,1.8574,2025-02-15
2021,HR,CZ1,75_PLUS,F,30.2,24.21,46.89,61.66,16.93,32.08,78.71,86.16,2020,45.37,39.4,0,HLTH_EHIS_MH4,2.0478,2024-03-30
2022,DE,LT83,45_54,M,18.71,13.73,40.69,61.6,21.99,88.37,119.69,33.86,4607,75.6,32.41,1,HLTH_EHIS_MH1,1.4778,2024-05-11
2023,LU,BG6,15_24,X,7.25,6.41,53.35,78.51,7.52,70.76,80.41,20.52,6241,20.09,12.74,0,HLTH_EHIS_MH2,4.5777,2024-08-09
2024,SI,HR22,55_64,F,21.01,17.37,58.72,24.97,9.08,49.52,57.09,167.7,6986,60.58,21.4,1,HLTH_EHIS_MH3,3.6363,2024-03-09
2025,CY,DK138,25_34,M,12.24,17.94,47.1,116.6,17.01,50.13,69.71,104.55,4355,41.48,8.44,0,HLTH_EHIS_MH4,4.112,2024-10-07
2006,GR,IT7,65_74,X,14.51,22.4,36.32,54.94,18.5,79.13,133.18,161.5,13221,44.5,11.43,0,HLTH_EHIS_MH1,3.2467,2024-04-18
2007,MT,LT4,35_44,F,20.92,14.89,49.04,51.81,13.31,44.22,156.84,71.3,11688,76.58,31.75,0,HLTH_EHIS_MH2,4.4537,2024-08-11
2008,ES,RO77,75_PLUS,M,9.15,16.26,35.34,51.36,12.26,67.73,48.38,102.19,2801,27.9,22.1,0,HLTH_EHIS_MH3,2.6165,2024-03-07
2009,CZ,CZ64,45_54,X,16.58,8.27,49.74,76.28,20.42,41.9,107.22,98.87,1768,28.51,30.29,0,HLTH_EHIS_MH4,4.2143,2024-06-26
2010,HU,BE167,15_24,F,22.95,15.45,48.12,66.42,13.76,57.37,83.76,106.39,14882,70.19,19.18,0,HLTH_EHIS_MH1,1.6543,2024-07-29
2011,NL,RO8,55_64,M,11.59,10.32,43.12,70.55,9.91,32.99,142.76,112.59,12856,31.24,21.5,0,HLTH_EHIS_MH2,0.2974,2024-12-05
2012,SE,HU99,25_34,X,8.28,24.15,49.41,46.23,3.73,47.69,87.7,63.77,5807,22.24,22.16,0,HLTH_EHIS_MH3,1.5008,2025-04-01
2013,DK,SE45,65_74,F,17.04,11.57,41.02,73.28,5.09,46.43,85.66,22.66,4671,38.36,28.99,0,HLTH_EHIS_MH4,0.358,2025-09-14
2014,IE,DE4,35_44,M,12.55,9.83,50.22,22.81,21.09,80.73,46.28,96.07,10251,24.42,36.04,0,HLTH_EHIS_MH1,3.8499,2025-03-04
2015,PL,IT808,75_PLUS,X,5.09,5.08,62.78,22.37,4.17,60.66,67.42,148.68,12555,32.26,41.25,1,HLTH_EHIS_MH2,4.4186,2024-05-07
2016,AT,IE107,45_54,F,11.07,5.83,47.62,21.83,14.34,83.5,22.09,77.96,6881,47.72,7.75,0,HLTH_EHIS_MH3,2.904,2024-11-17
2017,EE,DK29,15_24,M,6.63,8.41,47.75,54.84,14.17,44.47,81.39,33.46,1564,63.02,30.04,0,HLTH_EHIS_MH4,2.0607,2026-02-09
2018,IT,SK3,55_64,X,11.36,20.34,42.58,83.9,12.64,56.58,86.31,19.87,3794,29.19,8.66,0,HLTH_EHIS_MH1,1.3372,2024-05-30
2019,PT,IE5,25_34,F,11.35,19.87,43.05,24.21,6.71,41.12,48.9,78.2,6257,43.78,6.93,1,HLTH_EHIS_MH2,0.5413,2025-01-13
2020,BE,DE88,65_74,M,13.57,18.12,45.2,22.26,10.95,64.99,161.88,85.08,20130,86.43,17.84,1,HLTH_EHIS_MH3,4.5646,2025-02-12
2021,FI,EE32,35_44,X,11.93,27.39,36.85,86.94,12.01,33.95,35.46,130.97,1953,83.6,32.18,1,HLTH_EHIS_MH4,3.0534,2024-08-05
2022,LV,CY31,75_PLUS,F,7.41,29.08,40.67,34.64,13.74,81.32,18.55,92.01,12330,21.62,13.02,1,HLTH_EHIS_MH1,4.3915,2024-09-11
2023,RO,PT9,45_54,M,15.87,17.03,51.99,7.22,14.59,29.03,55.48,120.95,17873,80.25,28.5,1,HLTH_EHIS_MH2,3.8414,2024-10-25
2024,BG,SE4,15_24,X,20.15,9.44,45.01,77.74,3.24,53.35,47.62,82.04,2824,34.83,32.54,1,HLTH_EHIS_MH3,0.6762,2024-03-14
2025,FR,DK13,55_64,F,15.67,27.66,35.55,35.82,8.15,86.38,115.36,93.71,15035,47.85,11.03,1,HLTH_EHIS_MH4,1.3111,2024-04-24
2006,LT,LT174,25_34,M,18.44,7.99,45.37,106.44,23.03,66.89,29.34,17.64,6479,64.02,23.21,0,HLTH_EHIS_MH1,0.5023,2024-05-02
2007,SK,CY36,65_74,X,16.02,20.16,33.39,60.16,19.46,61.81,113.81,185.23,14639,76.0,16.71,0,HLTH_EHIS_MH2,2.5943,2024-05-31
2008,HR,IE457,35_44,F,19.78,22.27,34.14,61.35,11.9,21.82,75.64,34.7,2562,73.0,13.96,0,HLTH_EHIS_MH3,1.2042,2024-02-28
2009,DE,AT653,75_PLUS,M,17.46,22.41,44.6,62.42,27.3,82.21,117.79,164.94,7028,66.25,33.32,0,HLTH_EHIS_MH4,4.3387,2025-11-08
2010,LU,FI91,45_54,X,20.27,5.73,34.04,7.47,20.19,57.18,49.98,129.99,15195,50.11,6.43,0,HLTH_EHIS_MH1,2.5654,2024-10-30
2011,SI,LU815,15_24,F,12.23,29.83,46.2,72.83,13.47,33.16,116.68,17.25,8133,77.77,21.7,0,HLTH_EHIS_MH2,0.3367,2025-05-09
2012,CY,FI152,55_64,M,7.19,7.52,40.97,68.51,16.11,64.86,114.09,161.11,7267,53.05,7.95,0,HLTH_EHIS_MH3,0.5441,2024-03-20
2013,GR,BG68,25_34,X,4.91,10.03,64.74,58.93,7.11,66.84,74.22,78.79,9838,57.87,22.7,0,HLTH_EHIS_MH4,3.8187,2024-08-10
2014,MT,BG14,65_74,F,18.64,26.18,30.94,71.23,6.96,67.27,39.98,64.95,9940,62.79,43.4,1,HLTH_EHIS_MH1,2.9018,2026-02-01
2015,ES,RO5,35_44,M,16.03,8.4,34.38,36.42,11.89,82.95,77.21,69.33,12765,48.7,8.39,1,HLTH_EHIS_MH2,4.5621,2025-09-14
2016,CZ,HR9,75_PLUS,X,8.84,20.19,37.47,66.12,14.15,81.0,121.55,74.51,820,34.44,36.66,1,HLTH_EHIS_MH3,4.1358,2025-05-30
2017,HU,RO701,45_54,F,21.78,16.53,35.39,36.33,6.94,23.7,58.32,121.16,3392,33.49,19.26,1,HLTH_EHIS_MH4,3.8401,2025-02-10
2018,NL,ES781,15_24,M,4.33,19.19,46.57,58.06,5.71,42.76,151.36,123.76,547,20.39,10.26,0,HLTH_EHIS_MH1,1.014,2024-01-30
2019,SE,PT49,55_64,X,11.54,11.55,37.69,20.34,15.34,41.88,21.41,181.14,144,27.17,21.82,1,HLTH_EHIS_MH2,2.6978,2025-11-22
2020,DK,GR429,25_34,F,26.73,8.44,40.13,13.72,6.95,67.16,14.62,18.29,11154,67.03,27.01,1,HLTH_EHIS_MH3,3.2484,2024-01-13
2021,IE,LV82,65_74,M,8.72,31.56,51.43,26.24,23.79,69.63,136.46,77.01,16027,91.31,38.4,1,HLTH_EHIS_MH4,1.1543,2024-04-24
2022,PL,PT99,35_44,X,14.33,8.49,36.43,34.79,3.34,44.5,151.07,127.67,7354,47.35,21.17,1,HLTH_EHIS_MH1,1.3355,2024-01-31
