gov_budget_budget_fiscal_year,gov_budget_government_unit_id,gov_budget_fund_type_code,gov_budget_revenue_taxes_total,gov_budget_revenue_fees_total,gov_budget_revenue_intergov_total,gov_budget_revenue_charges_services,gov_budget_expenditure_public_safety,gov_budget_expenditure_education,gov_budget_expenditure_health,gov_budget_expenditure_transport,gov_budget_expenditure_housing,gov_budget_expenditure_general_gov,gov_budget_capital_outlay_total,gov_budget_debt_service_total,gov_budget_pension_contribution_total,gov_budget_rainy_day_fund_balance,gov_budget_general_fund_balance,gov_budget_audit_opinion_code,gov_budget_cash_flow_stress_index
2010,GOV97401044,GOVRKJ8W,790232,34072283,55774640,533223027,751527,43661,6048726,57229031,40441,5978980,467624,val_974e_01044,val_974e_01044,586919720,4946313,GOVEJLFX,50.29
2010,GOV97401045,GOVJ4J27,616679802,65026,402802134,439456,589489,958770,26427643,413940486,611753540,6543030,31822,val_974e_01045,val_974e_01045,37140,67630,GOV9AIWW,63.08
2011,GOV97401046,GOVA34IB,370838822,42779738,8895758,34451035,6230421,6127158,420143685,615248961,51742006,198538,89367798,val_974e_01046,val_974e_01046,385080,599224,GOVBYXNP,85.55
2016,GOV97401047,GOV2LZX0,212964,670509019,54208781,48984723,35571092,6915293,4107271,254496519,435594,493352,4736629,val_974e_01047,val_974e_01047,54589,609219343,GOVC3BRL,85.52
2022,GOV97401048,GOV2OGOP,40025070,650083,2610432,41647930,7642895,466138209,5500982,35907,565931,45532246,27294,val_974e_01048,val_974e_01048,6306659,489324,GOVXICGD,75.67
2020,GOV97401049,GOVWEGCI,59200084,4436800,66213025,1965232,165863,340007043,485099332,50167267,52402,427159,515422,val_974e_01049,val_974e_01049,34686,44963,GOVX7KTG,2.55
2014,GOV97401050,GOVJW0WP,473361993,213098262,3822577,701025,736782,369196057,387764,372591,722526,8101015,56080,val_974e_01050,val_974e_01050,59638199,517833381,GOV9ETWM,53.42
2011,GOV97401051,GOV5QTKG,47260,997669152,13826602,331827,856620684,94689660,53804,465383772,43729,2562674,528927,val_974e_01051,val_974e_01051,6903545,923938,GOVH3MC8,78.21
2021,GOV97401052,GOV9N9U3,546443657,395119771,485016144,50457824,4265304,768650,42326131,362062097,4194859,37106,4823809,val_974e_01052,val_974e_01052,24286,40987258,GOVL87CQ,63.6
2020,GOV97401053,GOVFH23A,232209,4736584,61801929,7324542,783375700,297438,79272,442988459,1180127,38832700,680366323,val_974e_01053,val_974e_01053,212722111,59530593,GOVYVI16,97.4
2012,GOV97401054,GOVYB3EY,2308607,97283,27539531,468014141,574663,26656632,47059,4280817,45082,33814340,60276684,val_974e_01054,val_974e_01054,27665622,31476,GOV9CUJL,39.05
2022,GOV97401055,GOVO0QT5,555243,506054,49276177,4574312,668470,4926985,654600108,48176693,26868163,61532767,64691,val_974e_01055,val_974e_01055,8899263,26800784,GOVSJEBF,8.13
2026,GOV97401056,GOVDF9LW,3490827,13433652,7009360,55951464,13543755,42352653,7079563,4419985,617786419,29904,2439681,val_974e_01056,val_974e_01056,4806818,4354229,GOV5BCV6,86.0
2025,GOV97401057,GOVWCYEN,287008,67338,38964204,74923,573482,41980,6394868,30794,6115949,68392,71893628,val_974e_01057,val_974e_01057,150885,48646,GOVZOYM0,0.38
2023,GOV97401058,GOVNYYCE,376348382,7890935,4039124,75351580,37243,63854,408872307,22309,226492,743387,4373410,val_974e_01058,val_974e_01058,378987868,59701,GOVYMLJZ,47.01
2015,GOV97401059,GOV5CJIA,567938,50464,444206276,411751,65098657,3407556,18020005,446950275,23722,70873,540233,val_974e_01059,val_974e_01059,850725,32209541,GOV22M7B,39.98
2018,GOV97401060,GOVBDCXU,36791,2734605,416452708,63296,23416,564712121,217727,33167695,648285633,56972,4983312,val_974e_01060,val_974e_01060,493497362,281313,GOVW9WJW,17.55
2016,GOV97401061,GOVB4JWO,50136,3955149,517511797,672784,59312,3597072,514307,7624886,316192010,69540780,126376562,val_974e_01061,val_974e_01061,105993,63370,GOVG12XE,88.97
2026,GOV97401062,GOVOUHDD,792178,962157146,8059698,60515,34158,27037155,849904,7061916,34444,657900,305254860,val_974e_01062,val_974e_01062,60598,51640181,GOVVUVRB,57.27
2025,GOV97401063,GOVFHGYH,2122018,627102245,4193025,366579,6898297,594563,674046086,577661,126489,278899,2364403,val_974e_01063,val_974e_01063,71905384,35893729,GOVCBD4G,55.13
2020,GOV97401064,GOVGRBV5,390657731,70898,583514124,44142531,821965042,4452418,61282284,630192,49789374,3582341,22385985,val_974e_01064,val_974e_01064,314848,57159471,GOVR9N7B,99.9
2022,GOV97401065,GOVXYOXK,507153421,573703,499006,518071530,404969917,64654,589835,8622755,8154889,65385,6323902,val_974e_01065,val_974e_01065,59331,34169792,GOVQ2PRJ,49.8
2023,GOV97401066,GOVVX4JN,525030299,3884923,772070455,854115205,6714658,5954002,4862626,617137,591653,27385429,28765,val_974e_01066,val_974e_01066,363383965,31094,GOVU5Y8I,45.22
2010,GOV97401067,GOV1FETV,621505030,892014,5785034,53597,7424001,34608,543464,460792,30322,77128806,67700,val_974e_01067,val_974e_01067,30246,71071,GOV9O9A3,56.27
2012,GOV97401068,GOV0Q3UZ,355860,5725897,31148,542352,1005135,52029323,43058,1669756,5279816,574961,66258881,val_974e_01068,val_974e_01068,48812,370473,GOVU6FLY,98.43
2016,GOV97401069,GOVAKNE2,464830,310794547,1901635,78954077,63076542,309365,19012,707727,539910,2539760,642065939,val_974e_01069,val_974e_01069,3024927,51140447,GOVY7PUM,52.53
2012,GOV97401070,GOVELBKG,754175,41110121,502135792,59784,6834750,336065650,532601,4005729,451168120,71584,66415711,val_974e_01070,val_974e_01070,410365201,469859968,GOV52T4V,22.76
2020,GOV97401071,GOV3R6O0,492895,50154244,49461,184981672,43402137,39394391,5487817,3655486,10239997,5952473,637044,val_974e_01071,val_974e_01071,36487575,385777,GOV8GHLB,6.94
2026,GOV97401072,GOVNMVYZ,262048304,37365000,42007,417364,57605,541994360,5599349,287331438,5903974,1450869,65157,val_974e_01072,val_974e_01072,633263,9242,GOVHN8TZ,99.78
2018,GOV97401073,GOVD7VPA,466460414,21337919,3049193,5048358,12517822,6901462,410493,2761385,607743060,530085769,560772,val_974e_01073,val_974e_01073,41983,45594,GOVVK6PR,25.02
2010,GOV97401074,GOVSQ7D5,574014369,4497948,961840,3825921,7290525,587634271,542723,7217312,32440,49115915,847632144,val_974e_01074,val_974e_01074,91258604,6208611,GOVV6M1M,22.34
2026,GOV97401075,GOV05HP6,371099,390196886,5141526,50431760,70062065,670621,26420487,35472650,30354,5451690,20758,val_974e_01075,val_974e_01075,19532565,397519930,GOVZG3OM,35.06
2015,GOV97401076,GOV3J524,76838264,5871580,353011,50102,950761195,46193133,20617,762645,387326663,4539232,46550,val_974e_01076,val_974e_01076,103677,77309844,GOV495F7,21.85
2018,GOV97401077,GOV2AI9C,457768,616176,921522888,491225945,60332705,314558,318934640,8951901,57606,101447931,55611643,val_974e_01077,val_974e_01077,21701,76396646,GOV13UFB,7.73
2017,GOV97401078,GOV8N3EI,3300628,7221890,39669,638708,7203036,57674857,460006,52886,60222,390001529,655058,val_974e_01078,val_974e_01078,6791644,482579230,GOVV2MPR,27.66
2010,GOV97401079,GOV0LOW9,583166990,6777082,366471918,48733407,54667914,370462,578826600,6170077,55903,54096,1915129,val_974e_01079,val_974e_01079,80412,31941,GOV9QAVB,96.62
2021,GOV97401080,GOVQ1RZW,681044,3468571,660033,70597155,339206296,17830,34822,4821259,85729122,331731,5983610,val_974e_01080,val_974e_01080,9449311,536905,GOVOM6MX,29.7
2015,GOV97401081,GOVG04HX,86917865,41648292,55421,78331,3606013,40782950,3622993,554690,713636,5787359,68312,val_974e_01081,val_974e_01081,57864,54936343,GOV3JWBH,70.41
2015,GOV97401082,GOVESC0E,465921731,6534899,645063,18600,338165,5744984,58618,360340,41975,24228245,92529759,val_974e_01082,val_974e_01082,516408310,381545,GOVN5YW3,84.23
2010,GOV97401083,GOVB9R75,366751698,616986264,29854,323030,32312,8486,426234648,76578,32282,44259890,283963354,val_974e_01083,val_974e_01083,4663049,36167305,GOV3SL9C,4.6
2016,GOV97401084,GOVI7V2F,497551,1361948,4599344,709925667,452284,31487969,3842572,2285202,61191362,58792392,709716121,val_974e_01084,val_974e_01084,519678,5861084,GOV1RG9E,94.31
2016,GOV97401085,GOVVVUT5,31365,432009,718311,39556829,3858835,399139300,508945355,508700397,44881843,414536247,3794011,val_974e_01085,val_974e_01085,56684843,43705435,GOVXZ5CE,60.71
2013,GOV97401086,GOV83IPM,333369,39053,252542,5485593,4814852,58842689,490840,662936,76549792,4524729,3359629,val_974e_01086,val_974e_01086,83525702,1700479,GOVXV3WM,7.37
2022,GOV97401087,GOVKKAHL,3632937,4508199,104099,4208944,1606848,650577576,483348588,26446,12002075,724997,298134,val_974e_01087,val_974e_01087,1938871,51534,GOV21XLG,79.41
2013,GOV97401088,GOV555VC,24404648,4433737,50821598,708675252,53456101,540583161,4524196,26212249,499142719,63801082,5200732,val_974e_01088,val_974e_01088,621757153,69848,GOVUGAAM,9.76
2020,GOV97401089,GOVC7Y00,3422385,283375,622664473,216210328,581737,34427632,88986082,3781351,53140,610344,58991,val_974e_01089,val_974e_01089,62715119,241248,GOV3Q2LD,48.31
2019,GOV97401090,GOVQXC9J,495081,195434265,586038,430534,11964,88900614,791092,43164,5960814,109250301,267996,val_974e_01090,val_974e_01090,60118082,464271781,GOV59F41,55.52
2015,GOV97401091,GOVTWPA3,70759697,738022695,63357637,465036004,31635,51755,19462199,8036376,5601469,453004,69641,val_974e_01091,val_974e_01091,49604,64807,GOV9U4AV,66.13
2016,GOV97401092,GOVP1DFF,21113,66947,46962653,83345694,355264592,46933899,480922555,6554038,589553,638332,282821,val_974e_01092,val_974e_01092,381190,736644463,GOVYXL3Z,59.24
2026,GOV97401093,GOV0XJ9P,44346,3628853,17833,723129,86668224,43301,37613974,62098,401884,108723546,514119205,val_974e_01093,val_974e_01093,42283939,736927037,GOVY5CDB,16.52
2022,GOV97401094,GOVCOTT7,63431910,6375868,6144363,47011,2278331,71520,29195,428648,295127587,504162393,418541235,val_974e_01094,val_974e_01094,7965392,501180433,GOVV9E7A,73.36
2014,GOV97401095,GOVSE8A7,348545600,350021,310598471,663336860,364722,421844,1611166,4540704,4561881,38643522,35875544,val_974e_01095,val_974e_01095,74563,30350258,GOVKVXF6,44.6
2023,GOV97401096,GOVUXDH2,695839,546055,519440687,752320,429686,83995494,570133585,863435758,7118913,42791,78888,val_974e_01096,val_974e_01096,3457565,6008299,GOV5XZ5E,57.33
2010,GOV97401097,GOVRLW4S,78170107,23729,4543922,31727434,18964,154615270,18534576,481542961,692030,389681262,69574520,val_974e_01097,val_974e_01097,65277,48010922,GOVCRMKE,89.8
2024,GOV97401098,GOVC0RKW,273422,7547590,11757321,528332346,119915,656911,12314569,69636,123595282,295471322,435411039,val_974e_01098,val_974e_01098,352591204,439121630,GOVHO84V,97.36
2021,GOV97401099,GOVV2WIA,41628,2169325,30980646,81679450,876539,49505,530493,202951,10186931,457803,9563221,val_974e_01099,val_974e_01099,357112,309580,GOVZ93SV,25.49
2018,GOV97401100,GOV75D8J,23349,623409645,308958,87050982,59862,4311598,39368,27548,218664,4794418,680924620,val_974e_01100,val_974e_01100,398680,584533984,GOVR4RJ7,72.08
2015,GOV97401101,GOV2SFSU,877544471,3801668,784512,194080834,37484112,217571,6097975,38118195,322601335,265076,35426,val_974e_01101,val_974e_01101,5863101,60788,GOV2BWJ0,65.69
2020,GOV97401102,GOVWHTK5,655655,622451,3713168,2856667,4231701,344,53768,29443726,32988970,47919458,6349942,val_974e_01102,val_974e_01102,43658318,329895,GOVDCZ6A,14.36
2019,GOV97401103,GOVYOI87,7884375,70999982,755052,190255,163437,116570,549650,5306082,605058,202509,67149,val_974e_01103,val_974e_01103,6500000,765252542,GOV6LYGI,1.81
2017,GOV97401104,GOVJSMFZ,57223606,47352287,383276,4972155,28691,60746,6079876,736859,1818802,594075564,100078,val_974e_01104,val_974e_01104,659190148,579621,GOV3IGSF,69.47
2015,GOV97401105,GOVMCX8E,1090,90618,6818880,77699468,9037454,2747390,7688298,60435,557343,5953576,29111835,val_974e_01105,val_974e_01105,5677776,92010388,GOV6CX7H,60.11
2015,GOV97401106,GOVG8DQP,431462,44126819,63060125,5422170,4750908,255834547,497147060,46416262,74275001,3141509,766555,val_974e_01106,val_974e_01106,528762,29065124,GOVUH9LD,98.28
2021,GOV97401107,GOVI6BFZ,724335993,4142670,653697702,70419242,668181420,339803,361939,8131173,266505933,32096167,604516,val_974e_01107,val_974e_01107,505421,635769613,GOVZAEWS,40.23
2010,GOV97401108,GOV9OM3J,37090,54449,762946,482530,142663488,767425892,579097,48428584,434225741,539066,508381,val_974e_01108,val_974e_01108,257939765,67575,GOVTCYRZ,46.75
2016,GOV97401109,GOV5E2LD,6156986,421989,163866932,285039432,290225831,51121,5673146,731996585,43563496,69477,747769,val_974e_01109,val_974e_01109,47700312,4257397,GOVOVWUJ,26.45
2010,GOV97401110,GOVG321Q,360289668,38953403,5314308,4548999,49091237,775590172,602698,402981559,6136259,241602568,170129,val_974e_01110,val_974e_01110,2246,69665,GOVPGT08,0.34
2023,GOV97401111,GOV9I73D,465586,522668746,4295410,38872309,440111,580413,640483,626867,582191591,1466113,3872795,val_974e_01111,val_974e_01111,640749,335736790,GOVEX44V,54.15
2012,GOV97401112,GOVSQCPG,331387,565028391,542880473,57768996,709775368,750007,1017038,416650324,140497472,359040,4023163,val_974e_01112,val_974e_01112,315553,600102706,GOV75V9N,92.54
2020,GOV97401113,GOVV9T89,590101,74338,47436,813155,75096,32476581,480930406,698101,61693,73586,2261419,val_974e_01113,val_974e_01113,53244984,59037022,GOVYXPJZ,93.09
2020,GOV97401114,GOVE7FE9,75226,4889709,88306,4596444,3062701,607044980,326869,3597944,739034,398030,3830416,val_974e_01114,val_974e_01114,19902,32960080,GOVSLMEP,49.98
2011,GOV97401115,GOVHJ50G,294530,284275748,898734,74164519,65687,88662,3637174,62617578,439699412,4011246,70688,val_974e_01115,val_974e_01115,270247,525658681,GOVI4QJP,69.38
2012,GOV97401116,GOVDBP87,72320488,625289071,22144,41780,392865482,81018563,63576095,38664886,70803606,33007657,556976,val_974e_01116,val_974e_01116,373510935,6359634,GOV1FUL8,2.87
2019,GOV97401117,GOVD8AYB,19913,271075,22506,239680162,349754150,5413668,17590,68016,44551426,6764204,387768201,val_974e_01117,val_974e_01117,668329611,57588,GOVP71BJ,5.53
2017,GOV97401118,GOVIU5O6,5227818,334978,4415333,422394,69263443,7669925,49497,62856,44988522,61552190,12249,val_974e_01118,val_974e_01118,435554804,786471,GOVTKOHG,14.55
2019,GOV97401119,GOVTZD09,30819724,791503878,3333812,78901678,37167,451147730,278809,559907492,416625,66001,850046644,val_974e_01119,val_974e_01119,1169300,47819842,GOVZLOF8,58.99
2024,GOV97401120,GOVFDAQ0,587798657,27813689,5531910,6588653,775765539,40231063,255583078,67650,72718122,968225,345386417,val_974e_01120,val_974e_01120,63557933,848442745,GOVP5CJZ,53.36
2010,GOV97401121,GOV4961E,3257613,277983,53855468,21736,5868100,90500398,19878925,50372,464925,44815,4382131,val_974e_01121,val_974e_01121,49058126,778809,GOVKJCHW,19.59
2017,GOV97401122,GOVFNVXH,635028981,56999038,397457,349708222,1114190181,559129910,528070423,416875,55807561,2969876,43709631,val_974e_01122,val_974e_01122,401979,642965,GOVK1V9S,48.1
2019,GOV97401123,GOVBLKBA,73039,39117118,5546481,47994,560800970,19942,40344,82433395,375914,59809,5885664,val_974e_01123,val_974e_01123,365425,399443674,GOVGE7AX,44.61
2020,GOV97401124,GOVZ8ZBE,74938,300393,73438,565375233,616759,376975517,45626,869523,745912994,58720,24992,val_974e_01124,val_974e_01124,39379,59812806,GOVTUDJY,59.43
2023,GOV97401125,GOV9RP9D,207400,437527725,6807137,2657907,36605,76569,35314307,504563,9501,474713,777659032,val_974e_01125,val_974e_01125,61956378,19862216,GOV13TRY,11.25
2011,GOV97401126,GOVGKBIP,61779,7878802,4883484,59373448,4047472,425395182,438090020,33346,65492409,3166863,56774644,val_974e_01126,val_974e_01126,4815828,658233314,GOVNL2IE,14.88
2021,GOV97401127,GOVA7BUK,398856693,49741995,382095,51939,56916654,692422853,595832,70441858,56063340,547701,21189023,val_974e_01127,val_974e_01127,3528196,8013052,GOVZLIJQ,51.21
2014,GOV97401128,GOVV61LY,549412,5389139,2792230,603459,53536147,7188388,45169,405262,5585764,499867,56794,val_974e_01128,val_974e_01128,4702462,37146088,GOVPMY4L,90.86
2022,GOV97401129,GOVL2CP8,62658,553284175,56917933,38478,52693366,48090,641147503,4916359,50844998,8143786,397533,val_974e_01129,val_974e_01129,53676562,4902347,GOVHAKJS,52.36
2022,GOV97401130,GOVNM49O,15074667,43234250,4767910,6187811,2704446,495513589,36606127,438160544,4065137,49135,5924826,val_974e_01130,val_974e_01130,393304,40114558,GOVZ14YM,18.67
2019,GOV97401131,GOVD732W,28021713,44807,21915354,499032740,45244809,637299883,64535386,62368718,1850753,8592421,63727,val_974e_01131,val_974e_01131,49858,3138267,GOVEGO00,53.81
2026,GOV97401132,GOVRXVVP,45680,3058760,586694758,54382,514116104,640429608,7704599,209617,5750597,3520122,636524,val_974e_01132,val_974e_01132,119697,492176,GOVHQE0H,28.61
2016,GOV97401133,GOV3EGV2,11329,177118093,505322710,4525884,8007648,712698,655918,35812,95396,45404526,29363783,val_974e_01133,val_974e_01133,36971,723120957,GOV3YZAQ,90.51
2012,GOV97401134,GOV4J966,62588,459944,4327000,72491554,6588818,629920,165287,36391,285533,421564309,732439802,val_974e_01134,val_974e_01134,656594,4219215,GOVQ8PNJ,12.0
2023,GOV97401135,GOVDR00J,398003016,595672269,668013,7985118,7361811,374477751,47902822,178479,47043097,680857813,5017704,val_974e_01135,val_974e_01135,573421,35831453,GOV94YD4,86.27
2014,GOV97401136,GOVJC3ZV,566434,659474483,56948,519094391,45576015,1179028,5977117,451924,25178,444886,32191,val_974e_01136,val_974e_01136,5392917,13665,GOV4BGEI,90.06
2016,GOV97401137,GOVFSCLK,758564152,418394097,416913,6053014,4148603,586819457,70876866,74548248,574572401,55323502,522874723,val_974e_01137,val_974e_01137,2989458,45443,GOV4F23I,46.71
2011,GOV97401138,GOV8FFKJ,16227376,633968496,30178103,19661,5518302,1788000,6312712,448034,49534,44390,55319,val_974e_01138,val_974e_01138,7525502,9888428,GOVUL67K,4.53
2011,GOV97401139,GOV7MP82,428261651,6426463,797287320,65516,27663124,80609,600505,50136292,4627401,56529,71079,val_974e_01139,val_974e_01139,5612754,220271942,GOVX7OKL,88.74
2017,GOV97401140,GOVX7TZY,582810,92364,65560,694385,1472425,53908842,50046,3691915,77088,873521958,6591587,val_974e_01140,val_974e_01140,647068,2371821,GOVOAQXU,37.12
2023,GOV97401141,GOV7MIEW,28601850,43171261,56592,532722798,677227,28018702,25780,32403516,1724459,7499793,459947068,val_974e_01141,val_974e_01141,496366,424195845,GOVCBDMW,9.81
2022,GOV97401142,GOVVB4PT,319566,6858504,844005,129208,11150407,248506,61102,45620512,695337,468363,523856506,val_974e_01142,val_974e_01142,61670,590948,GOVN2H6C,89.16
2020,GOV97401143,GOVOR7V7,351462341,4343418,7141336,64731,6391162,67530,448939503,628646,456958,531604,62929,val_974e_01143,val_974e_01143,53275839,5129595,GOVQ6NI1,47.3
2019,GOV97401144,GOV772AQ,3809556,754905,55529758,314184152,877684,42656645,662668488,404696,374641,419122,3026557,val_974e_01144,val_974e_01144,506207,362943,GOVQXXSC,74.88
2023,GOV97401145,GOVG60V4,42565,52740645,49821,771562118,3595142,861064,73291,51676,65821,864318,602996,val_974e_01145,val_974e_01145,72632784,45743,GOVZ9CXK,91.11
2013,GOV97401146,GOVKOQF6,6197592,31097357,38966607,2716923,70855891,559615,37588856,57730358,543765715,7445319,62001,val_974e_01146,val_974e_01146,587731781,431668,GOVHZXXU,77.43
2018,GOV97401147,GOVKUSS2,42015886,7701908,52435626,55263196,67994173,49373,470093,58948,7869557,49826,83768452,val_974e_01147,val_974e_01147,33435443,580394873,GOV9VF47,92.67
2025,GOV97401148,GOV38S7V,92714755,480424505,1031220,2584747,2075888,68408,577877906,30538,5113457,10802,64525564,val_974e_01148,val_974e_01148,964649,25107671,GOVGXB08,2.81
2010,GOV97401149,GOVOB5A0,574453913,513675631,2224733,5293079,245423227,7344217,52093907,328251,301897,6091277,58126,val_974e_01149,val_974e_01149,54611923,424818,GOVCJ3DQ,74.36
2014,GOV97401150,GOV9UZ53,5396805,533585,51777067,56753765,8736145,800779,49809,3477048,597371,505252080,374086618,val_974e_01150,val_974e_01150,6678169,725129,GOVLV9C9,66.65
2024,GOV97401151,GOV72EUY,611010,803189,212393,602704,74027683,415718654,5761833,561430,170262361,28592,565608,val_974e_01151,val_974e_01151,29821085,6531749,GOV714DT,1.08
2012,GOV97401152,GOV799T0,91721,788735,7559216,69552,35637963,40974346,1806740,41908,3612087,712746,54693,val_974e_01152,val_974e_01152,346899795,779571898,GOVPX942,82.76
2014,GOV97401153,GOVFBGEY,51463939,393704275,5258508,5492379,49245711,708844,55179909,4741698,584212727,377158639,53218705,val_974e_01153,val_974e_01153,502475,60295794,GOVXN5F8,6.4
2025,GOV97401154,GOV4Y45J,76257648,29284,5918852,74945540,31753,471394,603986,579902173,6472191,15310534,48565,val_974e_01154,val_974e_01154,22201,4320865,GOVWVI0I,60.34
2020,GOV97401155,GOVC1E66,28702,61982,717196992,5939397,2279988,63094,450586,55054916,347104,507310951,7022875,val_974e_01155,val_974e_01155,584500,42198890,GOVHTSUD,44.85
2025,GOV97401156,GOVUIB84,502081,318368,84533527,61174,30437,42303877,323956,2615182,49162813,585927475,3547002,val_974e_01156,val_974e_01156,41624696,3925056,GOVNQX3O,34.32
2011,GOV97401157,GOVAGO20,7221231,978550,7388280,462451,517346,519102,505284,33636,3988564,466301768,53854358,val_974e_01157,val_974e_01157,35915,425556016,GOV831QE,97.9
