labor_indmix_establishment_year,labor_indmix_county_business_pattern_code,labor_indmix_industry_naics_4,labor_indmix_establishment_size_class,labor_indmix_employment_march,labor_indmix_employment_annual_avg,labor_indmix_payroll_q1,labor_indmix_payroll_annual,labor_indmix_average_weekly_wage,labor_indmix_job_creation_count,labor_indmix_job_destruction_count,labor_indmix_churn_rate_pct,labor_indmix_new_establishment_count,labor_indmix_closures_count,labor_indmix_multiunit_share_pct,labor_indmix_women_owned_share_pct,labor_indmix_minority_owned_share_pct,labor_indmix_veteran_owned_share_pct,labor_indmix_rural_urban_class,labor_indmix_confidentiality_flag
2010,CBP101237,5611,1_4,71604,62158,1199002518,4932739116,1216.75,381,10754,16.45,106,1173,21.99,6.01,39.0,4.01,RURAL,0
2025,CBP101238,6211,50_99,46539,47079,580186110,2200342224,2419.91,4872,10357,1.35,1324,1343,61.01,44.76,29.99,12.83,RURAL,0
2013,CBP101239,3341,1_4,23623,20653,206133212,757739171,1483.49,8682,8581,24.87,916,1615,22.8,50.24,15.18,30.36,RURAL,1
2023,CBP101240,1112,1_4,74650,64679,1088580097,3931126770,1677.83,542,4826,34.0,741,864,74.33,21.34,16.5,13.58,SMALL_TOWN,0
2012,CBP101241,7221,50_99,73921,81696,1220862320,5005486550,2211.75,3320,6555,35.32,298,753,67.12,31.42,72.0,17.56,SMALL_TOWN,0
2012,CBP101242,4241,500_999,63124,63492,623654658,2170356604,2040.42,4383,3083,54.21,4,1182,79.06,11.62,33.53,8.25,URBAN_CORE,0
2010,CBP101243,3261,50_99,61260,66889,403432950,1681835253,900.91,10067,7795,9.85,258,1788,0.29,42.69,31.75,29.72,SUBURBAN,0
2015,CBP101244,5111,100_249,68769,71433,1336158345,5452203329,1377.52,4036,7719,5.75,675,119,69.24,13.98,40.69,3.97,SUBURBAN,0
2025,CBP101245,3311,1000_PLUS,21459,21379,153618723,624056109,842.83,1570,2854,24.45,380,682,52.87,31.27,20.22,30.15,SMALL_TOWN,0
2024,CBP101246,5191,500_999,62921,62278,1275524748,4633757499,1009.36,9435,4232,27.33,1549,1383,12.64,22.75,1.88,7.92,SMALL_TOWN,0
2019,CBP101247,5411,250_499,50682,45721,912737167,3321040229,941.31,2854,10650,15.56,120,623,33.73,26.83,56.59,8.84,URBAN_CORE,0
2024,CBP101248,4811,1_4,65592,57297,1173346870,4540741069,1454.99,3080,3655,19.57,1555,85,24.1,0.62,47.52,5.42,SUBURBAN,0
2022,CBP101249,4921,500_999,31883,28923,290777157,1088094058,981.16,2352,8557,35.88,994,388,45.36,1.08,66.03,29.66,SUBURBAN,0
2020,CBP101250,3391,20_49,2958,2739,26781108,104986636,2340.05,1710,1901,17.4,1688,363,4.82,33.95,39.57,1.14,RURAL,0
2010,CBP101251,5241,10_19,46285,42424,955485033,3672688291,2354.52,3253,10023,28.41,474,853,3.44,18.35,44.58,18.63,SUBURBAN,0
2011,CBP101252,3271,100_249,52143,55940,1340712856,4630806036,2127.12,257,2783,18.03,234,1056,21.36,20.8,0.51,31.85,RURAL,0
2025,CBP101253,5231,100_249,1402,1386,8842171,36101872,1867.33,3078,1083,39.93,709,971,2.23,44.29,54.45,25.93,SMALL_TOWN,0
2014,CBP101254,3131,1000_PLUS,49763,43121,719071843,2484118700,1784.39,6339,4262,23.77,718,1348,0.02,45.83,43.62,8.6,RURAL,0
2013,CBP101255,1111,50_99,8341,9178,98926423,369921889,685.5,4663,5256,54.98,1202,1442,55.14,55.17,58.79,13.66,SMALL_TOWN,0
2017,CBP101256,3251,100_249,33641,34993,278883533,1123008063,778.7,418,10250,26.59,505,1481,29.92,38.09,45.73,23.62,SMALL_TOWN,0
2010,CBP101257,6111,250_499,15653,16814,367048089,1351976753,2290.53,4726,4927,32.44,704,1472,58.49,2.98,46.11,12.49,URBAN_CORE,0
2012,CBP101258,2111,250_499,63022,55594,1195453698,4740390379,1679.3,6153,4229,2.56,1186,897,36.03,13.03,17.2,3.18,RURAL,0
2013,CBP101259,3251,250_499,9230,9484,82654779,342669108,1970.88,78,7252,17.99,1253,54,81.48,16.85,17.96,22.11,RURAL,0
2010,CBP101260,5311,50_99,70991,69814,646403718,2568491555,1735.49,5814,278,48.17,1482,688,22.49,4.12,28.58,33.97,URBAN_CORE,0
2017,CBP101261,4521,1_4,33759,31406,309205510,1208870772,1775.33,8529,5164,37.64,1350,1240,31.28,50.93,5.28,10.58,SMALL_TOWN,0
2018,CBP101262,4231,1000_PLUS,25505,26608,629073222,2618058898,1568.92,3927,6670,19.44,250,236,3.12,45.65,66.93,7.22,SUBURBAN,0
2020,CBP101263,1112,20_49,67031,64725,545552230,2245803973,1808.11,1797,5027,39.63,1034,1427,16.67,44.03,10.3,4.69,RURAL,0
2023,CBP101264,4451,10_19,19997,19390,440679093,1823894859,960.71,3574,5622,17.84,1201,1046,62.09,61.18,55.22,3.92,URBAN_CORE,0
2012,CBP101265,3321,100_249,31085,31444,609908554,2076945293,1964.3,2500,834,38.8,1526,750,70.72,52.13,55.26,25.13,SUBURBAN,0
2018,CBP101266,4241,1000_PLUS,3458,3361,58341117,206322423,2360.42,6619,8597,18.92,426,299,18.05,44.37,56.3,17.22,RURAL,0
2020,CBP101267,1121,250_499,8041,8497,184705711,705405358,988.03,10137,4589,6.03,1139,337,42.59,34.96,7.86,9.22,RURAL,0
2010,CBP101268,3151,50_99,14010,12621,279336066,1167015619,1889.34,7792,1513,22.67,1053,1458,65.99,58.57,32.01,0.49,SMALL_TOWN,0
2019,CBP101269,6231,1_4,5116,4898,81713841,296425269,754.93,936,9241,31.86,111,1479,78.62,9.74,58.25,15.26,RURAL,0
2022,CBP101270,5311,100_249,49470,49964,716007347,2577609146,770.51,839,9529,2.7,1477,421,33.65,41.7,0.08,26.31,SUBURBAN,0
2011,CBP101271,3391,5_9,47473,49620,423724223,1763569235,1632.22,10063,2953,42.04,1086,1282,50.28,3.82,8.99,4.89,RURAL,0
2018,CBP101272,6111,5_9,31693,27396,174760835,699582624,1137.18,3764,8184,12.92,1141,1593,52.35,45.66,38.29,14.63,SUBURBAN,0
2025,CBP101273,4521,1000_PLUS,1133,1207,22938383,92119183,1608.33,8849,2792,7.72,49,249,29.12,46.51,41.38,17.75,RURAL,0
2017,CBP101274,2371,500_999,64896,60501,829296409,3180063074,1311.96,7815,7503,23.92,1179,354,55.75,63.01,63.28,17.13,URBAN_CORE,1
2021,CBP101275,5191,1_4,31871,31203,690028716,2607523466,984.1,972,4107,46.26,1197,1079,29.46,49.96,38.56,21.12,SUBURBAN,0
2011,CBP101276,3341,50_99,37241,39122,453166680,1851945898,2405.91,7189,9921,36.69,950,498,13.5,16.85,5.31,0.53,SUBURBAN,0
2017,CBP101277,3271,5_9,46436,49009,1031970875,3999747586,1820.43,7100,1037,42.3,251,1550,58.35,54.08,57.94,8.12,SMALL_TOWN,0
2015,CBP101278,3341,20_49,59008,58050,507930052,1983481529,2064.68,11405,5469,45.0,372,1106,53.42,17.96,51.5,3.69,SUBURBAN,0
2024,CBP101279,5191,50_99,54217,53762,1010667838,3683180294,1434.38,2659,6857,43.11,85,1761,43.5,16.0,74.12,8.48,RURAL,0
2015,CBP101280,3131,10_19,35333,32744,245989533,1023823302,1988.94,2740,2500,25.95,272,222,2.66,40.07,55.93,11.33,RURAL,0
2019,CBP101281,4411,10_19,51846,47258,616257039,2207646898,1757.67,6499,6923,27.75,875,1366,75.48,64.04,48.7,16.64,RURAL,1
2025,CBP101282,6231,1000_PLUS,28173,28353,573399607,2039511167,1338.47,5445,1754,40.42,161,1001,38.73,9.43,23.52,9.88,SMALL_TOWN,1
2011,CBP101283,4451,100_249,1826,1911,29434020,120475123,491.57,5332,10650,48.83,1012,588,63.62,39.54,54.84,12.92,SMALL_TOWN,0
2021,CBP101284,9211,100_249,63035,65415,593556197,2369187633,1767.91,3873,7995,16.35,813,1714,25.18,59.43,73.89,21.27,URBAN_CORE,0
2019,CBP101285,5221,5_9,900,955,10664802,38488129,1921.0,6589,5530,11.85,30,1377,30.53,47.24,42.05,32.18,URBAN_CORE,0
2013,CBP101286,5311,50_99,43962,45223,1048215320,3686054965,1006.08,6762,256,46.65,1057,529,19.93,33.38,15.87,7.31,RURAL,0
2013,CBP101287,3141,50_99,67807,61570,892737667,3198487466,1394.07,10416,8645,35.55,504,1494,33.31,18.22,5.64,17.67,SMALL_TOWN,1
2010,CBP101288,5611,5_9,45766,50862,447126200,1775321479,1004.69,2252,2107,25.88,1314,575,14.63,9.92,18.21,4.41,SMALL_TOWN,0
2012,CBP101289,5111,250_499,50698,48687,902639022,3583308393,641.03,2921,11349,52.74,551,683,67.37,32.49,60.68,15.54,RURAL,0
2010,CBP101290,7221,500_999,23074,24506,228722591,859822188,895.07,2413,6109,12.98,1592,1015,70.15,52.57,31.65,25.75,RURAL,0
2016,CBP101291,3251,50_99,37456,32995,657277056,2420159703,2506.06,2998,1224,46.84,528,982,63.02,53.41,2.84,0.02,URBAN_CORE,0
2014,CBP101292,3231,1_4,19381,18832,181722249,644033667,1680.43,4452,4878,42.4,926,473,82.51,47.14,66.21,19.02,RURAL,0
2024,CBP101293,5231,1_4,2657,2351,19817574,74095047,1770.68,6266,10815,38.59,1592,887,39.21,59.62,50.97,18.54,URBAN_CORE,0
2021,CBP101294,5221,5_9,42363,36285,301524329,1081652873,2040.07,8497,6051,6.45,1065,11,31.67,33.98,0.86,5.17,URBAN_CORE,0
2024,CBP101295,2361,500_999,6283,6719,139371648,564495150,1409.16,4743,3564,39.94,1746,872,82.07,64.2,54.27,15.68,RURAL,0
2021,CBP101296,4241,500_999,5117,4827,88290376,322094753,1218.21,9517,11310,6.01,1619,750,54.91,45.04,8.38,31.3,SMALL_TOWN,0
2019,CBP101297,5221,100_249,62213,60415,508264954,1830155070,1622.19,6962,4882,33.84,628,1389,27.23,13.79,48.51,22.76,SUBURBAN,0
2018,CBP101298,2381,10_19,20403,20186,319421883,1191849332,1700.23,9012,7752,43.41,1044,578,13.44,7.61,31.01,25.5,SUBURBAN,0
2022,CBP101299,3131,250_499,50599,52196,1190026081,4683261009,1644.29,1756,6070,20.11,969,325,36.11,47.25,8.08,13.93,URBAN_CORE,0
2023,CBP101300,4241,500_999,67582,63260,1094158676,4072276524,618.14,11212,8681,0.02,1631,249,53.09,15.38,14.53,6.98,RURAL,0
2017,CBP101301,5231,20_49,41684,38678,593478710,2203932723,1879.48,834,10479,6.12,1669,928,57.97,0.44,65.48,0.37,RURAL,0
2013,CBP101302,3231,1_4,48572,44374,900382085,3382533097,2340.35,6302,3865,38.26,538,1088,83.96,58.83,12.53,0.3,URBAN_CORE,0
2018,CBP101303,5411,100_249,60012,52924,1234128347,4241831405,2172.12,7331,2754,7.43,821,825,56.2,18.39,37.18,24.59,URBAN_CORE,0
2022,CBP101304,2211,20_49,61717,66087,441040944,1593170777,1498.8,771,1073,13.8,1235,352,33.61,44.94,32.05,24.16,SUBURBAN,0
2019,CBP101305,5411,500_999,59405,57858,1217489179,4742943018,1229.75,4463,10219,10.33,1682,695,76.92,50.38,10.65,10.32,SUBURBAN,0
2019,CBP101306,4231,5_9,14752,13705,145547700,520299254,1832.39,4079,3599,10.83,135,811,54.82,63.56,13.78,25.15,RURAL,0
2024,CBP101307,3221,10_19,55032,60487,496661473,2030560598,900.31,5679,1487,6.65,141,1318,26.95,54.25,6.53,8.37,RURAL,0
2015,CBP101308,6231,250_499,39111,40737,404293065,1390811571,1140.97,11373,347,32.17,1573,58,25.88,27.09,16.58,24.94,SUBURBAN,0
2011,CBP101309,4411,1000_PLUS,64658,62030,882751868,3170076573,498.96,5078,6040,49.83,490,1230,20.05,62.87,65.35,10.97,SUBURBAN,0
2022,CBP101310,3391,1_4,70019,62746,767301422,2829356291,1629.45,6109,8570,28.52,544,132,41.13,35.44,13.96,24.31,SMALL_TOWN,0
2016,CBP101311,4241,100_249,52912,45470,844560080,3410948548,799.02,2946,9617,26.48,206,769,52.99,50.88,42.09,5.51,SUBURBAN,0
2010,CBP101312,5171,1_4,13549,15137,336563318,1406051678,1077.83,5500,7301,8.28,1652,1534,53.74,41.28,6.81,12.63,URBAN_CORE,0
2020,CBP101313,1121,250_499,7552,8429,92666838,370950133,756.04,5454,11446,25.95,290,983,42.45,11.69,10.14,17.3,URBAN_CORE,0
2014,CBP101314,2381,5_9,20619,19335,190563104,718770344,1444.18,789,11870,29.22,1783,1758,39.55,1.36,48.48,34.56,SMALL_TOWN,0
2014,CBP101315,4521,500_999,2020,2078,40054220,161138656,741.04,1022,10245,31.61,1575,771,63.06,14.51,32.87,13.16,RURAL,0
2019,CBP101316,4841,1_4,72063,62706,575341160,2127774379,1400.06,6361,6788,29.29,878,711,61.0,31.28,13.44,27.06,SUBURBAN,0
2025,CBP101317,4241,5_9,33670,32649,470550156,1798310378,2165.48,10138,10808,31.12,1234,1285,42.32,53.13,14.21,17.02,URBAN_CORE,0
2024,CBP101318,3141,5_9,24270,23564,397724472,1630606712,951.53,99,405,18.5,1363,1233,14.96,15.56,60.16,13.85,SUBURBAN,0
2021,CBP101319,4811,20_49,62905,67270,613713339,2126570821,1187.2,441,4781,54.77,976,505,29.71,0.95,59.12,18.71,RURAL,0
2012,CBP101320,3151,5_9,36072,34999,624630744,2546483663,873.89,5896,11658,18.51,110,523,33.62,15.84,16.39,9.06,SUBURBAN,0
2023,CBP101321,2381,5_9,50246,46381,421626696,1765155355,1904.6,9094,8632,11.07,1023,784,16.77,56.82,67.94,14.95,RURAL,0
2024,CBP101322,5241,5_9,50687,43342,580079472,2088221352,2530.96,2179,806,23.07,1636,161,53.64,18.64,40.88,22.78,SMALL_TOWN,0
2019,CBP101323,5311,250_499,26160,26902,345829452,1433181371,520.38,10137,8583,37.67,465,983,48.57,41.87,27.17,17.43,SUBURBAN,0
2016,CBP101324,4521,50_99,44409,39401,237370476,978643534,925.38,10506,7247,27.4,85,67,15.29,15.06,29.86,33.06,URBAN_CORE,1
2013,CBP101325,4231,50_99,48513,43742,688699928,2525719830,2257.06,6926,2562,33.74,1637,127,56.48,13.53,31.62,24.42,SUBURBAN,0
2017,CBP101326,5181,250_499,4473,3853,27658180,112062338,639.8,11397,1631,40.74,1016,1144,71.97,59.92,71.84,34.02,SUBURBAN,0
2017,CBP101327,9211,50_99,56811,58844,919786702,3295540018,1699.42,6917,2099,39.88,1075,953,30.44,46.33,39.54,12.07,SUBURBAN,0
2016,CBP101328,5611,10_19,29788,29413,273615421,1098167317,1395.64,6082,1407,48.88,210,1125,82.41,15.02,3.27,27.49,SUBURBAN,0
2025,CBP101329,3361,250_499,12682,11873,151717104,530254760,1191.81,2715,6429,12.4,142,1177,15.95,60.06,32.54,29.49,RURAL,0
2017,CBP101330,5411,1000_PLUS,16617,14531,141822414,540381203,2107.23,868,368,14.26,908,1298,39.85,31.93,39.07,27.2,SMALL_TOWN,0
2024,CBP101331,5171,500_999,61886,57718,1244044317,4891312857,991.23,10313,1565,8.81,945,1795,9.74,23.14,18.2,18.97,RURAL,0
2022,CBP101332,3351,500_999,17611,19398,232097759,884762708,1493.08,32,3311,29.28,664,1280,36.06,52.62,14.86,9.37,SMALL_TOWN,0
2025,CBP101333,1121,250_499,61360,61819,513852841,1787296578,1694.32,10590,10761,4.37,907,647,43.56,39.11,19.35,1.84,RURAL,0
2018,CBP101334,4411,5_9,74362,75477,961159404,3854640239,1412.02,3218,4700,32.16,688,1168,22.11,0.16,11.88,30.66,URBAN_CORE,0
2012,CBP101335,9211,20_49,49659,52634,1052102295,4312085072,1317.53,10819,10061,27.14,976,1603,83.93,6.2,21.29,1.11,RURAL,0
2025,CBP101336,6231,10_19,9605,10392,172696211,656679709,1345.57,3700,10069,27.38,641,1453,57.6,41.24,53.67,27.07,RURAL,0
2017,CBP101337,2111,10_19,65244,56830,1011309450,3923321924,1266.87,883,9844,3.52,985,1221,8.74,35.84,73.4,29.56,URBAN_CORE,0
2022,CBP101338,4811,5_9,35778,31282,687278498,2883462621,1770.46,3407,4166,27.76,242,1542,12.44,54.08,33.18,24.37,SMALL_TOWN,0
2019,CBP101339,3311,1000_PLUS,34706,34031,369357488,1291483405,2097.62,617,11159,33.16,1183,1220,29.23,22.14,21.07,13.88,URBAN_CORE,0
2018,CBP101340,8111,100_249,63338,55735,1070973845,4408269342,1353.82,308,1165,54.29,952,1579,3.44,26.5,64.8,24.36,SUBURBAN,0
2015,CBP101341,2211,1000_PLUS,52130,46156,530081222,1851444385,2161.64,8166,4354,19.4,1377,665,79.9,19.16,49.43,2.57,SMALL_TOWN,0
2017,CBP101342,3131,100_249,22990,25530,169429405,657875661,2581.33,9434,8159,40.59,732,1322,37.14,36.27,7.35,10.96,URBAN_CORE,0
2016,CBP101343,2371,100_249,14833,13120,236542903,926561071,2531.76,8274,8681,54.45,1139,1204,68.86,30.54,47.86,26.05,RURAL,0
2019,CBP101344,6231,500_999,56403,55849,946418900,3332683906,1808.54,7444,2759,40.93,454,980,26.24,10.73,28.89,32.24,SUBURBAN,0
2019,CBP101345,2361,100_249,6474,6809,54732003,222538698,464.55,2046,4995,52.03,508,1139,11.54,21.28,19.06,23.53,RURAL,0
2019,CBP101346,4811,1_4,31929,30560,378437069,1502600725,453.71,10550,1113,37.53,580,355,40.98,52.85,6.13,16.28,RURAL,1
2017,CBP101347,3391,1000_PLUS,74011,69128,1605748339,6209627536,1702.21,4705,6854,51.84,892,1024,3.42,40.14,5.46,17.65,SMALL_TOWN,0
2015,CBP101348,5611,1_4,47489,48426,957159145,3702627164,1608.01,5829,6068,24.63,484,382,69.83,25.84,59.45,7.57,SMALL_TOWN,0
2016,CBP101349,9211,500_999,6043,5361,79748880,276339810,1397.6,9215,7875,7.9,1757,185,32.95,48.58,18.91,23.96,SMALL_TOWN,0
2021,CBP101350,4811,1_4,68874,62045,1323319565,5443349721,2228.43,1030,6427,48.76,414,860,77.2,12.93,54.1,28.66,SMALL_TOWN,0
2013,CBP101351,3261,1000_PLUS,17084,14648,148267645,550890424,1596.49,826,4857,42.31,1250,1791,25.88,42.83,17.05,15.47,RURAL,0
2024,CBP101352,3331,5_9,66571,64025,1290409012,4945225138,1232.21,8690,5895,49.24,1190,1594,59.15,4.65,9.1,22.12,URBAN_CORE,0
2019,CBP101353,2111,500_999,28125,24357,283611847,966295062,605.72,11949,1645,31.96,1084,1051,54.7,6.73,35.32,26.89,RURAL,0
2011,CBP101354,3221,250_499,27399,27736,380497766,1557508387,2038.09,1599,10582,21.27,1441,1531,42.18,53.52,57.24,13.75,SUBURBAN,0
2011,CBP101355,3331,20_49,70247,74018,1219282857,4160094825,694.18,6311,8505,47.84,125,201,6.32,13.28,63.34,31.45,SMALL_TOWN,0
2023,CBP101356,3321,1000_PLUS,67167,61494,428331790,1686908449,2025.06,1918,8799,37.8,1695,959,56.1,23.37,17.05,17.61,SUBURBAN,0
2018,CBP101357,3371,500_999,66169,73866,575789193,1981962328,984.49,5716,5708,35.15,488,51,43.9,64.74,0.58,8.09,SMALL_TOWN,0
2017,CBP101358,3261,5_9,44669,44598,388935459,1575902074,671.91,10991,6324,7.25,719,1173,5.28,45.06,56.23,0.75,SUBURBAN,0
2021,CBP101359,1111,5_9,32252,30233,694068633,2471781907,2462.48,11146,11251,36.34,559,1415,28.98,64.88,58.08,11.89,URBAN_CORE,0
2016,CBP101360,4921,100_249,16844,14729,166679884,611273419,2448.99,7460,10171,20.81,839,1726,19.64,24.28,47.28,30.1,RURAL,0
2018,CBP101361,5241,10_19,44486,39577,455085471,1813273559,1046.0,9401,7907,16.4,1179,1732,30.82,31.38,7.69,21.79,SMALL_TOWN,0
2021,CBP101362,5411,50_99,57372,49304,699103915,2480927660,2174.09,7319,37,16.06,1055,349,50.37,37.04,20.41,22.7,RURAL,0
2017,CBP101363,3231,100_249,56172,53930,563130114,2170600286,1013.39,11197,4489,40.2,608,806,6.16,32.52,21.19,20.69,RURAL,0
2024,CBP101364,6231,1_4,21538,21956,356686086,1466437586,2209.83,7800,8543,22.6,1701,1184,83.77,28.09,39.61,8.33,RURAL,1
2024,CBP101365,4231,500_999,49969,44162,812329050,3230467674,2047.22,6755,6442,13.21,1469,529,32.11,36.82,11.49,31.99,RURAL,0
2010,CBP101366,5171,20_49,60031,62689,1479834885,5690508999,2467.98,304,4770,35.56,616,1767,18.32,39.07,14.92,2.3,SUBURBAN,1
2022,CBP101367,4451,250_499,51869,51211,1100157114,4453188608,2133.51,8097,5822,10.28,77,336,57.08,6.49,27.67,24.37,SMALL_TOWN,0
2017,CBP101368,2111,250_499,51795,53458,614084899,2204008568,800.18,2509,2405,46.96,877,494,2.51,64.12,13.21,24.07,SUBURBAN,0
2021,CBP101369,5191,50_99,7651,7299,147710199,613798069,548.24,3208,11046,39.88,346,812,79.89,63.16,47.81,5.24,SUBURBAN,0
2013,CBP101370,4241,50_99,52594,53731,856999966,3492315825,624.13,5339,8854,51.26,905,949,41.42,63.38,26.92,17.44,URBAN_CORE,0
2023,CBP101371,4241,1_4,74954,83216,1383685579,5004327496,1855.63,8522,3872,22.75,1197,1084,82.26,34.19,2.51,9.22,SUBURBAN,0
2017,CBP101372,3311,1_4,69944,70653,1356120060,5458185431,2186.84,2755,3437,8.86,1681,640,56.7,25.17,17.89,12.67,SMALL_TOWN,0
2015,CBP101373,3111,10_19,12790,13895,165914878,654878296,1687.8,9660,5556,23.73,1226,998,79.18,55.41,69.1,7.38,SUBURBAN,0
2022,CBP101374,2371,5_9,62400,62015,821635973,3431844169,1979.7,8314,6897,23.96,106,659,26.91,25.27,33.01,24.57,SUBURBAN,0
2020,CBP101375,5221,20_49,53377,51643,1089101693,4508427989,1106.48,8704,7112,48.17,323,1123,77.72,45.85,29.08,18.58,URBAN_CORE,0
2024,CBP101376,5231,50_99,52844,53350,1259812845,4944570382,934.5,10149,6302,6.88,585,418,16.28,52.94,30.4,3.19,SUBURBAN,0
2024,CBP101377,5191,100_249,43827,47411,1077907011,4275204810,1735.59,3817,6878,8.85,1677,1784,14.69,14.21,17.46,24.08,URBAN_CORE,0
2021,CBP101378,4241,50_99,69374,69800,706725592,2682854994,1088.36,10261,11126,31.73,1636,207,21.65,51.85,13.54,30.1,SMALL_TOWN,0
2013,CBP101379,3271,100_249,41241,41623,629820705,2298157303,2027.29,9209,7606,3.75,1129,1192,63.93,52.11,55.62,16.51,URBAN_CORE,0
2015,CBP101380,5311,5_9,22332,22814,246655084,1008663993,2393.55,1381,2446,27.54,1534,1440,0.12,12.38,35.6,10.49,SUBURBAN,0
2017,CBP101381,1112,50_99,68924,65222,845301116,3282410033,1724.29,4230,8189,11.51,1754,953,48.27,8.99,69.27,2.73,RURAL,0
2017,CBP101382,8111,10_19,14930,13175,146966091,521566545,2424.52,8567,6621,34.49,646,684,54.84,37.1,21.59,3.67,SUBURBAN,0
2021,CBP101383,6221,5_9,63811,56792,807292247,3029670327,901.63,48,1178,29.91,612,1502,5.39,50.83,64.38,6.1,URBAN_CORE,0
2014,CBP101384,5241,500_999,26426,22639,141025554,541133549,1522.13,190,6687,0.08,1705,178,27.27,25.7,2.9,9.3,URBAN_CORE,0
2014,CBP101385,3261,100_249,35859,30601,473632638,1903179138,826.85,5550,8811,18.84,564,310,33.05,21.3,3.64,16.78,SUBURBAN,0
2013,CBP101386,3111,250_499,3811,3964,66839661,261115285,2326.54,6682,654,21.3,1397,1247,81.09,32.04,29.38,12.94,SUBURBAN,0
2018,CBP101387,3371,1_4,39500,36862,242516217,880976583,1817.54,1887,7332,26.78,951,141,67.08,48.94,1.61,16.6,SMALL_TOWN,0
2013,CBP101388,4231,5_9,67066,65185,1297940755,4785794521,1499.65,5249,10613,30.75,43,404,80.36,61.5,27.16,15.97,SMALL_TOWN,0
2020,CBP101389,5181,50_99,56922,57041,913233012,3446361860,917.4,9044,8472,52.84,709,412,11.26,7.25,17.89,23.64,RURAL,0
2025,CBP101390,5611,500_999,39709,42161,941601303,3553591801,2558.17,2908,3259,18.46,1067,695,70.54,58.59,24.65,18.16,SMALL_TOWN,0
2022,CBP101391,3111,5_9,8954,8222,170880224,661556316,2497.17,7460,2695,51.55,344,841,51.52,18.69,39.17,4.87,URBAN_CORE,0
2018,CBP101392,5181,20_49,71850,70419,631018078,2522680007,1443.56,8606,8000,28.34,313,327,15.39,15.57,69.34,29.04,RURAL,0
2011,CBP101393,4411,1000_PLUS,26439,26003,531601450,1808564240,2222.75,1843,4406,48.16,532,830,30.94,20.9,63.29,7.83,SMALL_TOWN,0
2018,CBP101394,5181,1_4,58653,57207,956792321,3639257161,2249.6,11536,4788,38.58,121,354,65.09,0.23,35.73,9.13,SUBURBAN,0
2011,CBP101395,2361,1000_PLUS,16297,18126,224860459,944059438,2333.07,7013,616,20.3,352,1177,12.68,4.52,9.73,23.99,RURAL,0
2012,CBP101396,3221,50_99,30664,32790,611258914,2557613099,829.48,286,11408,33.73,692,340,65.27,37.73,41.9,19.9,SUBURBAN,0
2015,CBP101397,1112,5_9,43251,44403,821155985,3153772103,2171.54,11723,10756,33.06,273,1127,23.97,31.81,73.44,20.39,SUBURBAN,0
2012,CBP101398,1112,100_249,73012,73138,1618849656,6226067758,734.93,10256,6823,16.64,1299,1050,14.36,44.81,39.19,33.68,SUBURBAN,0
2022,CBP101399,6211,250_499,68320,65466,1091945486,4344649701,1004.03,762,753,47.0,1347,235,81.55,54.28,74.45,10.79,SMALL_TOWN,0
2011,CBP101400,5311,250_499,71640,63238,937814529,3869168951,1755.0,11951,750,1.82,23,1196,62.35,7.8,74.37,23.24,SUBURBAN,0
2021,CBP101401,4811,50_99,66980,60726,723549749,2665671684,2077.03,5104,3056,46.54,446,584,42.74,33.17,17.79,29.35,SUBURBAN,0
2015,CBP101402,3271,100_249,30686,33101,752043786,2988726233,2346.78,9048,125,46.32,135,681,19.95,61.24,35.85,31.31,URBAN_CORE,0
2018,CBP101403,3111,250_499,21011,21295,263558029,929116107,894.12,6170,4620,14.94,468,1550,65.71,2.72,24.5,30.67,SUBURBAN,0
2014,CBP101404,4921,500_999,49904,54089,669364377,2495942999,2241.41,7268,2263,34.53,624,1546,64.86,53.36,29.26,33.5,URBAN_CORE,0
2016,CBP101405,3361,10_19,46105,40473,307523970,1059792898,2013.15,10317,11198,12.33,900,268,29.92,55.11,44.73,31.62,RURAL,0
2012,CBP101406,5241,100_249,47644,45622,977296667,4033932639,2403.98,11970,5839,9.9,1248,157,12.4,39.27,12.65,1.88,SMALL_TOWN,0
2016,CBP101407,5311,50_99,70000,78139,1109748475,4409560568,2162.34,4700,3733,29.31,797,750,66.98,19.64,6.44,19.19,SUBURBAN,0
2023,CBP101408,4811,50_99,64161,65922,448176975,1726765741,1248.23,7980,3057,20.35,1427,468,42.89,49.19,39.14,23.14,SMALL_TOWN,0
2015,CBP101409,1121,5_9,74933,69266,1219465230,4728287728,2490.1,5137,10882,49.2,449,325,55.45,57.3,34.14,20.11,RURAL,0
2014,CBP101410,5221,50_99,6307,6583,115927905,441183094,2515.37,11427,7867,3.23,1231,70,44.96,19.23,57.1,2.88,SUBURBAN,0
2025,CBP101411,4921,1000_PLUS,32895,34574,647042150,2205885928,1222.76,10259,9067,22.24,389,256,10.43,32.77,71.73,11.11,URBAN_CORE,0
2011,CBP101412,4921,5_9,26491,27933,214125147,749290090,1881.11,11197,3487,14.51,581,720,82.53,48.36,66.5,7.81,SUBURBAN,0
2024,CBP101413,9211,20_49,56656,56391,1028389286,3752127796,520.01,7738,6597,32.04,472,1237,58.88,24.55,0.5,1.33,SMALL_TOWN,1
2025,CBP101414,5111,20_49,31001,34051,314550570,1268686655,1831.08,3246,1024,38.11,167,1035,83.73,64.39,73.25,23.11,RURAL,0
2016,CBP101415,5221,50_99,27931,28186,365635928,1449371185,1007.21,3451,3686,27.27,1023,412,54.92,19.19,34.52,27.34,SMALL_TOWN,0
