demo_nativity_estimate_year,demo_nativity_subdistrict_lgd_code,demo_nativity_nativity_category,demo_nativity_country_of_birth,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_english_proficiency_level,demo_nativity_primary_language,demo_nativity_secondary_language,demo_nativity_ancestry_first,demo_nativity_ancestry_second,demo_nativity_language_isolates_count,demo_nativity_foreign_language_speaker_count,demo_nativity_limited_english_households,demo_nativity_naturalization_rate_estimate,demo_nativity_visa_class_at_entry,demo_nativity_refugee_admission_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_cultural_linguistic_diversity_index
2018,33510093,Interstate_migrant,India,2018,Citizen,Advanced,Malayalam,Tamil,Gujarati,Malayalam,10,81109,6413,0.166,Family,Y,N,Y,0.49
2018,78763491,Interstate_migrant,Bangladesh,2006,Citizen,Intermediate,Hindi,Marathi,Marathi,Tamil,1,129912,6573,0.284,Work,Y,N,N,0.29
2020,27887910,Native,Other,2019,Resident,Advanced,Assamese,Odia,Odia,Tamil,2,144002,34832,0.823,Study,N,N,N,0.79
2018,37398716,International_migrant,Other,2004,Citizen,Intermediate,Bengali,Tamil,Punjabi,Tamil,3,128799,38808,0.313,Study,Y,Y,N,0.08
2019,78841254,International_migrant,Other,1998,Citizen,Advanced,Urdu,Assamese,Punjabi,Gujarati,3,28555,16933,0.056,Tourist,Y,Y,Y,0.451
2020,16977606,International_migrant,Sri_Lanka,2023,OCI,Advanced,Hindi,Punjabi,Other,Kannada,3,123899,7288,0.055,Other,N,N,Y,0.16
2021,64575201,Interstate_migrant,Bhutan,2004,Citizen,Basic,Odia,Hindi,Marathi,Tamil,9,142536,16765,0.286,Study,Y,N,Y,0.357
2022,25089293,Native,Myanmar,1998,OCI,Advanced,Other,Tamil,Urdu,Urdu,7,87787,4678,0.643,Work,Y,N,N,0.028
2023,99773266,Native,Nepal,2003,Other,Advanced,Telugu,Tamil,Malayalam,Assamese,4,3811,7499,0.872,Tourist,Y,N,N,0.834
2025,87794362,Interstate_migrant,Nepal,1994,Resident,Intermediate,Other,Kannada,Malayalam,Marathi,8,94795,2201,0.465,Other,Y,N,N,0.014
2019,24736583,International_migrant,Sri_Lanka,2020,Citizen,Intermediate,Bengali,Urdu,Kannada,Hindi,8,103482,4038,0.483,Study,N,N,N,0.64
2023,90251914,Native,Bangladesh,2003,Other,Intermediate,Assamese,Urdu,Gujarati,Odia,7,90700,28143,0.553,Work,N,N,Y,0.279
2024,95911720,International_migrant,Sri_Lanka,1999,OCI,Advanced,Kannada,Tamil,Telugu,Tamil,5,12191,21216,0.726,Refugee,N,N,N,0.935
2021,85322239,Interstate_migrant,Bangladesh,2008,Other,Advanced,Odia,Other,Kannada,Kannada,9,199230,37148,0.969,Study,N,N,N,0.591
2022,33175055,Interstate_migrant,Sri_Lanka,1994,Resident,Advanced,Malayalam,Punjabi,Punjabi,Marathi,0,91130,8267,0.622,Work,N,N,Y,0.798
2024,42797089,Native,Bangladesh,1991,Resident,Intermediate,Assamese,Malayalam,Bengali,Kannada,0,182718,5519,0.858,Work,Y,Y,N,0.72
2022,23045947,International_migrant,Other,1994,Resident,None,Bengali,Odia,Hindi,Hindi,8,159906,11882,0.17,Tourist,Y,Y,N,0.611
2021,25681858,Interstate_migrant,Sri_Lanka,1992,OCI,Intermediate,Odia,Other,Malayalam,Kannada,1,169979,33055,0.519,Tourist,Y,N,N,0.749
2023,21772128,International_migrant,Sri_Lanka,1991,Other,Advanced,Odia,Urdu,Assamese,Marathi,7,181729,4550,0.768,Work,N,Y,Y,0.021
2018,29169226,International_migrant,Other,1999,Other,None,Bengali,Urdu,Malayalam,Gujarati,3,166693,3915,0.066,Study,Y,Y,Y,0.644
2025,12715801,Interstate_migrant,Sri_Lanka,1998,Other,Advanced,Assamese,Punjabi,Bengali,Tamil,0,47334,8915,0.905,Study,N,Y,N,0.959
2019,51444096,Interstate_migrant,Sri_Lanka,2022,Resident,None,Tamil,Bengali,Urdu,Odia,2,123472,30473,0.273,Other,N,Y,Y,0.437
2024,20176659,Native,Nepal,2018,Other,Intermediate,Malayalam,Punjabi,Punjabi,Malayalam,6,119686,37811,0.193,Tourist,Y,N,Y,0.674
2024,20041747,Native,India,2003,Other,Advanced,Bengali,Odia,Other,Bengali,5,174419,24940,0.634,Study,N,Y,N,0.025
2019,55859011,International_migrant,Bhutan,2008,Citizen,Intermediate,Kannada,Hindi,Odia,Telugu,7,170844,31262,0.787,Family,Y,Y,N,0.898
2019,83217703,Interstate_migrant,Bhutan,2004,Other,Basic,Odia,Malayalam,Tamil,Malayalam,7,35441,24057,0.769,Study,Y,Y,Y,0.188
2019,74871100,International_migrant,Nepal,2019,Other,Intermediate,Gujarati,Assamese,Bengali,Gujarati,10,26761,18777,0.489,Work,Y,Y,N,0.908
2023,75660932,Interstate_migrant,India,2013,Citizen,Intermediate,Marathi,Kannada,Other,Malayalam,1,24413,24754,0.255,Other,N,N,Y,0.266
2021,17469149,International_migrant,Myanmar,2014,Other,None,Telugu,Gujarati,Hindi,Punjabi,5,148424,11053,0.987,Family,Y,N,Y,0.726
2021,36341363,Interstate_migrant,India,2006,Other,Intermediate,Gujarati,Kannada,Hindi,Marathi,2,36885,8867,0.759,Study,Y,Y,Y,0.627
2023,65388777,Interstate_migrant,Myanmar,2013,OCI,Intermediate,Kannada,Gujarati,Telugu,Hindi,3,50823,9398,0.865,Tourist,N,Y,Y,0.083
2023,78839356,International_migrant,Bangladesh,1993,OCI,None,Malayalam,Kannada,Gujarati,Gujarati,0,172571,17464,0.55,Refugee,Y,N,Y,0.352
2022,68524493,International_migrant,Myanmar,2006,Other,Basic,Marathi,Kannada,Punjabi,Odia,2,182503,15935,0.158,Tourist,N,Y,N,0.615
2018,47180982,International_migrant,Bangladesh,2004,Citizen,Advanced,Hindi,Gujarati,Telugu,Bengali,10,97837,3219,0.154,Study,N,Y,Y,0.924
2019,54652250,Interstate_migrant,Nepal,2022,Resident,Basic,Urdu,Bengali,Odia,Telugu,3,70469,36559,0.574,Other,N,Y,N,0.827
2025,80591186,Interstate_migrant,Sri_Lanka,2001,Citizen,None,Kannada,Hindi,Gujarati,Marathi,5,58730,5593,0.304,Family,Y,N,N,0.288
2022,95594357,Interstate_migrant,Bangladesh,1997,OCI,None,Kannada,Hindi,Odia,Malayalam,7,145037,39042,0.743,Work,Y,Y,N,0.614
2020,15042625,Interstate_migrant,Bhutan,1992,Resident,Intermediate,Assamese,Gujarati,Kannada,Gujarati,6,153841,119,0.224,Family,Y,Y,N,0.103
2023,52383054,International_migrant,Other,1995,Citizen,None,Marathi,Kannada,Urdu,Bengali,6,35945,30711,0.365,Other,Y,N,Y,0.418
2025,94813794,Interstate_migrant,India,2002,OCI,None,Bengali,Marathi,Punjabi,Other,9,168755,25775,0.361,Family,Y,Y,N,0.962
2023,26352624,International_migrant,Myanmar,2011,OCI,Intermediate,Telugu,Bengali,Odia,Punjabi,7,152814,12754,0.991,Study,Y,N,N,0.531
2023,87027781,International_migrant,India,2003,OCI,Basic,Other,Punjabi,Bengali,Punjabi,9,197604,25426,0.877,Study,N,N,Y,0.578
2023,47410961,Interstate_migrant,Myanmar,2013,Resident,Intermediate,Hindi,Malayalam,Urdu,Marathi,0,142541,5386,0.423,Tourist,N,Y,N,0.448
2020,30882280,Native,India,2017,Resident,Basic,Tamil,Gujarati,Odia,Tamil,4,25056,38538,0.703,Work,Y,Y,N,0.333
2024,62770120,Native,India,2000,Citizen,None,Bengali,Urdu,Malayalam,Telugu,8,78585,34878,0.907,Family,Y,Y,N,0.837
2023,96880216,International_migrant,Nepal,2021,Resident,None,Malayalam,Hindi,Urdu,Gujarati,4,44553,27839,0.1,Other,Y,Y,Y,0.836
2021,85336357,Native,Other,2023,Citizen,Basic,Telugu,Urdu,Urdu,Assamese,6,129265,21622,0.629,Tourist,N,Y,N,0.445
2019,89821497,International_migrant,Bangladesh,2015,Resident,Advanced,Punjabi,Odia,Assamese,Punjabi,3,99398,330,0.17,Tourist,N,Y,Y,0.78
2024,28385110,Native,India,2000,Citizen,Basic,Punjabi,Punjabi,Assamese,Punjabi,10,44427,29783,0.282,Refugee,Y,N,Y,0.117
2023,55604273,Interstate_migrant,Bangladesh,1992,Other,Basic,Other,Odia,Marathi,Malayalam,5,192180,7897,0.452,Tourist,N,N,Y,0.563
2025,88513931,Native,Bangladesh,1991,Other,None,Kannada,Punjabi,Malayalam,Kannada,2,90209,34620,0.098,Study,Y,N,N,0.347
2022,49536016,International_migrant,Bhutan,1997,Citizen,Basic,Odia,Marathi,Punjabi,Telugu,10,170057,23995,0.302,Study,Y,N,N,0.303
2019,53120962,Interstate_migrant,India,2008,OCI,Intermediate,Malayalam,Gujarati,Assamese,Kannada,2,73007,15961,0.179,Family,Y,N,Y,0.384
2023,69436675,Native,Pakistan,2014,Resident,Advanced,Bengali,Kannada,Malayalam,Marathi,8,131673,15444,0.509,Study,N,Y,N,0.602
2022,60066991,Native,Sri_Lanka,2002,Other,None,Urdu,Hindi,Telugu,Punjabi,5,115947,5087,0.531,Refugee,Y,N,Y,0.442
2025,16125570,Native,Nepal,2020,Resident,Advanced,Punjabi,Kannada,Other,Telugu,3,136979,32223,0.014,Other,Y,Y,N,0.796
2021,91829185,Native,Bhutan,1992,Resident,Basic,Assamese,Punjabi,Other,Malayalam,8,36184,11369,0.597,Refugee,Y,Y,N,0.435
2018,91614708,Native,India,1998,Citizen,Intermediate,Punjabi,Kannada,Assamese,Hindi,6,173375,18628,0.775,Refugee,Y,N,N,0.84
2019,75757754,Interstate_migrant,Myanmar,2009,Resident,Advanced,Kannada,Bengali,Malayalam,Gujarati,10,165814,11983,0.763,Other,Y,Y,Y,0.025
2023,31676554,Native,Pakistan,2019,Citizen,None,Urdu,Hindi,Odia,Kannada,9,35389,4544,0.226,Refugee,N,N,Y,0.195
2025,32152320,Interstate_migrant,Sri_Lanka,2013,OCI,Basic,Bengali,Gujarati,Kannada,Gujarati,0,49066,37432,0.79,Other,Y,Y,Y,0.664
2018,31471582,Native,Nepal,1996,OCI,Intermediate,Other,Odia,Hindi,Gujarati,5,83516,13690,0.843,Tourist,N,Y,N,0.411
2022,82172844,International_migrant,Nepal,2009,Other,None,Gujarati,Punjabi,Kannada,Kannada,3,117605,10459,0.06,Study,Y,N,N,0.931
2020,95179175,International_migrant,Sri_Lanka,1998,Other,None,Hindi,Odia,Telugu,Gujarati,9,193464,12486,0.236,Family,N,N,N,0.951
2025,49941848,Interstate_migrant,Pakistan,2014,Other,Advanced,Urdu,Tamil,Gujarati,Kannada,0,154373,23135,0.118,Other,Y,Y,Y,0.901
2025,71770565,Interstate_migrant,Bhutan,2008,OCI,Advanced,Hindi,Urdu,Tamil,Assamese,6,181384,37520,0.3,Tourist,N,N,N,0.955
2021,60323557,Interstate_migrant,Pakistan,2000,Other,Basic,Punjabi,Hindi,Bengali,Marathi,5,147394,5653,0.798,Other,N,N,Y,0.503
2021,46381449,Interstate_migrant,India,2019,OCI,Intermediate,Assamese,Hindi,Marathi,Urdu,0,82633,4797,0.912,Refugee,Y,Y,N,0.35
2023,82648148,International_migrant,Sri_Lanka,1997,Resident,Advanced,Gujarati,Bengali,Hindi,Urdu,6,123538,29829,0.558,Work,Y,N,Y,0.869
2021,67620272,Interstate_migrant,Myanmar,2014,OCI,Intermediate,Assamese,Urdu,Kannada,Telugu,1,181824,11425,0.76,Family,N,N,Y,0.422
2019,41134033,International_migrant,Bhutan,2022,OCI,None,Malayalam,Marathi,Odia,Bengali,6,17240,26304,0.064,Tourist,Y,N,N,0.161
2020,86422377,International_migrant,Myanmar,2023,Other,Basic,Punjabi,Kannada,Bengali,Punjabi,10,66766,9197,0.353,Tourist,N,Y,N,0.459
2024,23725075,Native,Sri_Lanka,1994,OCI,Basic,Odia,Urdu,Odia,Punjabi,7,165307,36660,0.355,Tourist,N,Y,Y,0.824
2020,68706442,International_migrant,Other,2017,Citizen,Advanced,Gujarati,Other,Other,Assamese,2,60521,31304,0.02,Refugee,N,N,Y,0.872
2023,93003325,Interstate_migrant,Sri_Lanka,2019,OCI,Advanced,Gujarati,Tamil,Odia,Odia,7,159347,25409,0.919,Study,N,N,Y,0.313
2021,84560659,Native,India,1998,Resident,Advanced,Other,Tamil,Odia,Odia,3,78121,2840,0.247,Family,Y,N,Y,0.595
2023,29316639,Native,Bhutan,2000,Citizen,Intermediate,Telugu,Marathi,Urdu,Malayalam,8,67781,2399,0.99,Other,N,N,N,0.834
2022,25011610,Native,Sri_Lanka,2018,Other,Basic,Bengali,Gujarati,Odia,Marathi,9,164129,8284,0.322,Refugee,Y,N,Y,0.529
2023,81276374,Native,Bangladesh,2021,Other,Intermediate,Bengali,Tamil,Tamil,Telugu,3,67373,13462,0.256,Study,Y,Y,Y,0.73
2025,86022162,Interstate_migrant,Bangladesh,2020,Resident,None,Bengali,Hindi,Other,Other,7,85263,12723,0.529,Study,Y,N,N,0.212
2022,30797404,International_migrant,India,2003,OCI,None,Assamese,Punjabi,Assamese,Tamil,1,11093,31783,0.8,Refugee,N,N,Y,0.598
2021,49216950,Native,Sri_Lanka,2013,Other,Advanced,Assamese,Kannada,Marathi,Urdu,2,55430,4989,0.904,Other,N,N,N,0.273
2019,99512839,Native,Nepal,1994,Other,None,Marathi,Assamese,Bengali,Bengali,7,98013,17993,0.188,Family,Y,N,Y,0.777
2020,55057462,International_migrant,Nepal,2003,OCI,Intermediate,Hindi,Malayalam,Bengali,Other,7,118545,11927,0.815,Study,N,Y,Y,0.375
2023,56447845,Interstate_migrant,Nepal,2004,Other,None,Assamese,Telugu,Punjabi,Kannada,9,132116,30708,0.966,Refugee,N,Y,N,0.255
2024,58801614,International_migrant,India,2023,Citizen,None,Hindi,Punjabi,Assamese,Tamil,8,126115,26421,0.545,Study,Y,N,Y,0.399
2018,17008945,Interstate_migrant,Bhutan,2017,Resident,Basic,Hindi,Telugu,Other,Odia,8,125469,39118,0.636,Study,N,Y,Y,0.448
2019,21854355,International_migrant,Nepal,2010,OCI,None,Malayalam,Telugu,Bengali,Gujarati,5,109865,8919,0.647,Work,Y,Y,Y,0.993
2018,83726149,Interstate_migrant,India,1998,Resident,Advanced,Malayalam,Hindi,Bengali,Odia,9,103873,24083,0.066,Refugee,N,Y,N,0.487
2021,30765724,Native,India,2007,Other,Basic,Odia,Marathi,Kannada,Malayalam,3,144274,36919,0.42,Other,N,Y,N,0.89
2022,74432539,Interstate_migrant,Bangladesh,1990,Citizen,Advanced,Bengali,Odia,Kannada,Marathi,3,153415,17117,0.612,Family,N,N,N,0.57
2022,90724885,International_migrant,Other,2018,Other,Intermediate,Tamil,Assamese,Odia,Punjabi,8,29101,27653,0.696,Work,N,N,N,0.373
2020,43546996,Interstate_migrant,Myanmar,1993,Citizen,Advanced,Kannada,Hindi,Tamil,Malayalam,3,151546,34822,0.701,Tourist,N,N,Y,0.393
2022,93014990,Native,Pakistan,1993,OCI,Intermediate,Assamese,Kannada,Punjabi,Urdu,0,2081,8281,0.21,Work,N,Y,Y,0.229
2020,81301301,International_migrant,Pakistan,2012,OCI,None,Gujarati,Marathi,Urdu,Malayalam,5,130131,19058,0.623,Study,N,Y,N,0.001
2019,86479435,Native,Sri_Lanka,2023,OCI,None,Tamil,Gujarati,Marathi,Kannada,0,142338,37756,0.412,Other,Y,N,Y,0.305
2021,25811840,Native,Bhutan,2011,OCI,None,Odia,Hindi,Tamil,Bengali,5,91384,21127,0.777,Refugee,Y,N,N,0.252
2025,92482844,International_migrant,India,2025,Resident,Advanced,Telugu,Punjabi,Other,Punjabi,1,108291,6669,0.036,Refugee,Y,Y,N,0.487
2021,65742416,Interstate_migrant,India,2000,Resident,None,Telugu,Assamese,Punjabi,Punjabi,9,51631,16939,0.72,Tourist,Y,Y,Y,0.788
2022,72954818,International_migrant,Myanmar,2015,OCI,None,Punjabi,Odia,Odia,Urdu,8,197422,31031,0.045,Refugee,Y,N,N,0.707
2024,89203221,Native,Other,2019,Resident,Basic,Other,Kannada,Tamil,Assamese,5,189001,38795,0.192,Other,N,Y,N,0.289
2025,32455518,International_migrant,Myanmar,2014,OCI,Basic,Other,Urdu,Punjabi,Punjabi,5,126232,34533,0.406,Refugee,N,N,N,0.072
2022,61392562,International_migrant,India,2012,Other,None,Kannada,Urdu,Urdu,Telugu,0,2530,31563,0.265,Family,N,N,Y,0.506
2021,36202325,International_migrant,Sri_Lanka,2000,Resident,Advanced,Bengali,Other,Malayalam,Kannada,4,153228,12270,0.536,Study,Y,Y,Y,0.087
2025,12585057,Interstate_migrant,Pakistan,1999,Resident,Basic,Gujarati,Kannada,Kannada,Odia,8,175151,31135,0.586,Work,Y,Y,Y,0.571
2025,31455347,International_migrant,Other,2022,Citizen,Advanced,Malayalam,Urdu,Marathi,Urdu,6,50755,13550,0.087,Other,N,N,Y,0.065
2023,60018384,Interstate_migrant,Bhutan,2025,Other,Intermediate,Tamil,Punjabi,Telugu,Kannada,0,16253,31670,0.116,Other,N,N,Y,0.846
2025,95266866,Interstate_migrant,Sri_Lanka,2001,Other,None,Tamil,Assamese,Other,Tamil,5,79619,24642,0.834,Other,Y,Y,Y,0.715
2021,48576943,Native,Sri_Lanka,2012,Other,Basic,Tamil,Telugu,Bengali,Punjabi,8,93666,6763,0.436,Refugee,N,N,N,0.098
2018,38570905,Native,Myanmar,1990,Other,Advanced,Telugu,Odia,Malayalam,Tamil,7,187993,21676,0.873,Other,N,Y,N,0.099
2021,24588883,International_migrant,Other,2006,OCI,Advanced,Hindi,Assamese,Urdu,Punjabi,5,73609,39401,0.592,Other,N,Y,Y,0.98
2020,42124107,Interstate_migrant,Bangladesh,2002,Resident,Intermediate,Urdu,Assamese,Other,Malayalam,10,153531,28396,0.29,Tourist,N,Y,N,0.457
2023,33817654,International_migrant,Nepal,2007,Citizen,Basic,Kannada,Telugu,Kannada,Kannada,7,77463,10250,0.728,Other,N,Y,Y,0.077
2023,37967189,Interstate_migrant,Sri_Lanka,1991,Resident,Intermediate,Malayalam,Kannada,Assamese,Odia,10,58508,6081,0.135,Study,Y,Y,Y,0.848
2023,40715733,Interstate_migrant,Bangladesh,2011,OCI,Basic,Hindi,Telugu,Odia,Urdu,3,79561,34452,0.592,Other,Y,N,Y,0.09
2022,71848210,International_migrant,Sri_Lanka,2009,Other,Basic,Marathi,Assamese,Punjabi,Urdu,2,92967,26188,0.322,Study,Y,Y,Y,0.184
2024,36046523,Interstate_migrant,India,2022,Resident,None,Odia,Malayalam,Assamese,Gujarati,5,172847,9173,0.139,Study,Y,N,N,0.84
2021,10339264,International_migrant,Nepal,1998,Other,Advanced,Other,Urdu,Telugu,Malayalam,10,2609,13714,0.235,Family,Y,N,Y,0.467
2018,94249097,Native,Nepal,2007,Resident,Advanced,Malayalam,Punjabi,Telugu,Assamese,5,154937,37305,0.949,Family,Y,N,Y,0.869
2020,43425828,International_migrant,India,2001,OCI,Basic,Malayalam,Hindi,Punjabi,Assamese,6,89364,1223,0.318,Other,Y,Y,Y,0.179
2022,59400032,Interstate_migrant,Bhutan,2001,Resident,None,Telugu,Malayalam,Odia,Hindi,8,137232,38279,0.16,Study,N,N,N,0.366
2020,60736641,Interstate_migrant,Bhutan,2007,Other,Advanced,Telugu,Hindi,Malayalam,Assamese,8,165513,11089,0.209,Refugee,N,N,N,0.055
2018,90306389,International_migrant,Bhutan,1994,OCI,Intermediate,Marathi,Kannada,Urdu,Odia,8,65867,13319,0.017,Study,Y,Y,N,0.786
2023,50864853,Native,Myanmar,2024,OCI,Basic,Other,Hindi,Telugu,Tamil,6,46669,20142,0.208,Study,Y,N,Y,0.302
2021,48071425,International_migrant,Myanmar,2016,Other,Advanced,Gujarati,Odia,Punjabi,Odia,3,26549,17492,0.352,Study,N,Y,N,0.022
2024,91776957,Interstate_migrant,Pakistan,2011,Other,Basic,Bengali,Telugu,Telugu,Gujarati,4,37399,39136,0.759,Refugee,Y,Y,Y,0.37
2021,60975367,Native,India,2014,OCI,Advanced,Tamil,Gujarati,Bengali,Urdu,4,111970,39542,0.853,Work,N,N,Y,0.094
2023,43386597,Interstate_migrant,Myanmar,1991,Other,Basic,Tamil,Urdu,Hindi,Kannada,3,78042,9400,0.074,Study,N,Y,Y,0.499
2025,17529291,International_migrant,Bangladesh,2008,Resident,Advanced,Malayalam,Marathi,Bengali,Assamese,9,122999,22800,0.954,Work,Y,Y,N,0.689
2023,83256543,Interstate_migrant,Bhutan,1995,Resident,Intermediate,Other,Bengali,Other,Gujarati,1,134799,31782,0.233,Work,Y,N,N,0.108
2024,75701466,International_migrant,Nepal,2018,Citizen,None,Urdu,Marathi,Gujarati,Other,1,38216,9467,0.576,Tourist,N,N,N,0.233
2021,84857585,Interstate_migrant,Nepal,1999,OCI,Basic,Kannada,Tamil,Hindi,Punjabi,8,99111,17153,0.083,Other,Y,Y,Y,0.242
2018,34192468,Interstate_migrant,Bangladesh,1999,Citizen,None,Punjabi,Marathi,Other,Assamese,9,175115,19685,0.705,Tourist,Y,Y,Y,0.876
2023,23120253,Interstate_migrant,Nepal,1996,Other,None,Punjabi,Hindi,Punjabi,Tamil,3,55615,14150,0.505,Study,N,N,Y,0.664
2022,29035640,International_migrant,Nepal,2008,OCI,Basic,Gujarati,Urdu,Urdu,Gujarati,6,106299,2948,0.578,Tourist,N,N,N,0.779
2021,24419696,Native,Sri_Lanka,2006,OCI,Intermediate,Other,Malayalam,Assamese,Odia,3,121405,5744,0.353,Study,N,N,N,0.591
2021,70178803,Interstate_migrant,Bangladesh,2007,Resident,Intermediate,Punjabi,Odia,Urdu,Bengali,2,88324,30914,0.811,Family,Y,N,Y,0.767
2025,56227631,International_migrant,Sri_Lanka,2002,Citizen,Advanced,Marathi,Hindi,Assamese,Tamil,10,39949,35386,0.921,Study,Y,Y,N,0.907
2019,27265670,Native,Pakistan,1993,Other,None,Hindi,Tamil,Other,Marathi,4,196185,39941,0.8,Work,N,Y,N,0.73
2021,11179008,Interstate_migrant,Nepal,2004,OCI,Basic,Hindi,Assamese,Gujarati,Tamil,5,163935,16596,0.757,Refugee,N,N,N,0.092
2021,84301553,International_migrant,Bhutan,2024,Other,Advanced,Odia,Tamil,Assamese,Punjabi,4,15463,7674,0.479,Tourist,N,N,Y,0.899
2023,81959397,Native,India,1990,Other,Basic,Marathi,Hindi,Telugu,Other,4,2446,26217,0.604,Study,N,N,Y,0.679
2018,76674081,Interstate_migrant,Nepal,2023,OCI,Advanced,Tamil,Hindi,Telugu,Urdu,1,124593,11363,0.149,Tourist,N,Y,Y,0.819
2021,48607066,Interstate_migrant,Sri_Lanka,2002,OCI,Basic,Hindi,Malayalam,Tamil,Punjabi,2,38930,23132,0.812,Refugee,N,N,N,0.056
2023,64160418,Interstate_migrant,Bhutan,2004,Citizen,None,Malayalam,Bengali,Telugu,Bengali,4,183707,33488,0.623,Tourist,Y,N,Y,0.606
2025,89420728,Native,Nepal,2003,Citizen,Basic,Odia,Tamil,Punjabi,Odia,2,101615,13316,0.904,Other,N,Y,Y,0.988
2019,61840320,Native,India,2019,Resident,None,Bengali,Gujarati,Odia,Odia,2,55607,4690,0.426,Study,Y,N,N,0.675
2025,29185759,Native,Sri_Lanka,1996,Other,Advanced,Assamese,Hindi,Other,Odia,8,521,17199,0.522,Family,Y,N,Y,0.093
2018,58145057,Native,Sri_Lanka,2010,Resident,Basic,Telugu,Marathi,Hindi,Bengali,5,152985,6546,0.841,Refugee,Y,Y,N,0.299
2021,30654420,International_migrant,Bhutan,2017,Resident,None,Punjabi,Telugu,Punjabi,Odia,1,97319,36221,0.028,Family,Y,Y,Y,0.708
2023,59103576,Native,Sri_Lanka,1997,Other,None,Hindi,Malayalam,Odia,Urdu,10,187338,20307,0.577,Refugee,N,N,N,0.174
2025,51057297,Interstate_migrant,Myanmar,1993,Citizen,Advanced,Urdu,Odia,Hindi,Malayalam,8,132145,879,0.883,Study,Y,N,N,0.126
2021,42254576,International_migrant,Bhutan,2013,Resident,Basic,Malayalam,Bengali,Urdu,Odia,10,8388,38782,0.71,Other,N,Y,N,0.049
2018,18287064,International_migrant,Pakistan,1997,Citizen,Intermediate,Bengali,Other,Tamil,Assamese,9,53012,35558,0.94,Family,N,Y,Y,0.57
2023,14443252,Native,Pakistan,2004,OCI,Advanced,Odia,Other,Tamil,Assamese,0,27914,12760,0.526,Study,Y,Y,N,0.158
2020,37800177,Native,Sri_Lanka,2011,Resident,Advanced,Odia,Kannada,Kannada,Assamese,6,24447,9172,0.362,Other,N,N,N,0.38
2022,76906505,Interstate_migrant,Bangladesh,2001,Other,Advanced,Telugu,Malayalam,Marathi,Other,10,199518,29933,0.002,Tourist,Y,N,N,0.011
2021,38167264,Native,Other,2024,OCI,Intermediate,Urdu,Kannada,Marathi,Assamese,3,130437,13455,0.689,Family,Y,N,N,0.339
2020,34917347,International_migrant,India,2013,Citizen,Advanced,Tamil,Telugu,Tamil,Other,2,68900,11445,0.377,Tourist,Y,Y,N,0.4
2024,15213939,Native,Myanmar,2015,Resident,Basic,Telugu,Bengali,Urdu,Assamese,0,71519,28443,0.492,Refugee,Y,N,Y,0.657
2018,91373671,Native,Bhutan,2001,OCI,Intermediate,Punjabi,Hindi,Odia,Malayalam,9,12636,17156,0.958,Study,N,Y,Y,0.108
2022,36401101,Interstate_migrant,Myanmar,2023,Resident,Intermediate,Telugu,Urdu,Kannada,Hindi,8,10347,13347,0.314,Study,N,N,Y,0.745
2022,76420491,Native,Bhutan,2016,Other,Advanced,Hindi,Punjabi,Urdu,Urdu,5,104527,27883,0.382,Study,Y,Y,Y,0.154
2025,98380539,Native,Pakistan,2013,Other,Advanced,Gujarati,Kannada,Marathi,Other,10,7452,24598,0.782,Tourist,Y,Y,N,0.104
2023,92202777,International_migrant,India,1994,Citizen,Intermediate,Odia,Tamil,Hindi,Punjabi,5,103245,33118,0.724,Study,N,N,N,0.728
2024,37788416,Interstate_migrant,Other,1997,OCI,Basic,Malayalam,Gujarati,Assamese,Other,10,72584,15780,0.171,Study,N,N,N,0.173
2019,34509547,International_migrant,Bangladesh,2021,Resident,Advanced,Punjabi,Other,Odia,Telugu,8,4336,7160,0.615,Tourist,Y,Y,N,0.851
2023,14259378,Native,Bangladesh,1997,Citizen,Advanced,Malayalam,Odia,Odia,Urdu,6,160802,4081,0.504,Other,Y,Y,Y,0.436
2022,50593651,Native,Other,2016,Other,Advanced,Other,Marathi,Bengali,Malayalam,1,3826,11388,0.971,Other,N,Y,N,0.679
2019,82320283,Interstate_migrant,Bhutan,2024,Other,Basic,Hindi,Odia,Assamese,Bengali,6,119386,1777,0.272,Study,N,Y,Y,0.815
2019,79691327,Interstate_migrant,Nepal,2023,Other,Intermediate,Telugu,Punjabi,Urdu,Urdu,10,163236,33259,0.553,Tourist,Y,Y,N,0.142
2021,17026559,Interstate_migrant,Nepal,2012,Citizen,Intermediate,Kannada,Hindi,Urdu,Tamil,8,184462,21239,0.159,Work,Y,Y,Y,0.834
2025,56324608,Interstate_migrant,India,2009,Other,Advanced,Punjabi,Hindi,Marathi,Tamil,1,152676,34676,0.048,Study,N,N,Y,0.22
2021,75168717,Native,Nepal,1993,Resident,Basic,Tamil,Marathi,Odia,Other,9,94193,7722,0.209,Family,Y,N,N,0.771
2023,95367293,International_migrant,Sri_Lanka,2009,OCI,Advanced,Malayalam,Other,Gujarati,Malayalam,1,50215,30128,0.224,Refugee,Y,N,N,0.929
2021,83412971,Interstate_migrant,Bangladesh,2020,Resident,Advanced,Hindi,Bengali,Telugu,Assamese,5,140600,8655,0.713,Study,Y,Y,N,0.416
2024,32919096,Native,Pakistan,2014,Other,Advanced,Hindi,Malayalam,Kannada,Tamil,2,55338,16290,0.999,Other,N,N,Y,0.672
