econ_consumer_transaction_week,econ_consumer_merchant_category_code,econ_consumer_payment_channel_type,econ_consumer_spend_amount_inr,econ_consumer_transaction_count,econ_consumer_unique_cardholders,econ_consumer_median_ticket_size,econ_consumer_share_online_pct,econ_consumer_share_instore_pct,econ_consumer_refund_rate_pct,econ_consumer_chargeback_rate_pct,econ_consumer_new_customer_share_pct,econ_consumer_repeat_customer_share_pct,econ_consumer_income_segment,econ_consumer_age_segment,econ_consumer_device_type,econ_consumer_daypart_peak,econ_consumer_holiday_effect_flag,econ_consumer_weather_sensitivity_score,econ_consumer_privacy_aggregation_level
2024-W10,5812,Card,8448361.31,185591,115973,2186.81,49.22,50.78,9.84,2.065,27.63,38.95,Low,25_34,FeaturePhone,Morning,N,0.0787,PinCodeCluster
2020-W06,5912,Wallet,59914155.65,78162,5568,2892.95,83.13,16.87,2.21,2.994,33.84,32.6,Upper_Middle,25_34,FeaturePhone,Night,N,0.7796,City
2021-W38,4722,Wallet,50058595.74,68698,114877,2271.68,57.57,42.43,3.04,1.264,39.29,46.09,High,18_24,Web,Night,Y,0.0709,National
2020-W09,5732,BNPL,16992514.64,18535,99653,2079.73,96.74,3.26,0.56,1.592,17.32,91.97,Upper_Middle,65_plus,iOS,Morning,N,0.0133,District
2020-W01,5311,BNPL,13600691.28,160974,31094,3336.59,55.07,44.93,0.16,0.229,30.3,49.32,High,35_44,POS,Night,N,0.6631,PinCodeCluster
2023-W22,5411,Wallet,33185734.66,135676,66565,486.42,44.57,55.43,9.09,2.691,28.72,90.97,Upper_Middle,25_34,POS,Evening,Y,0.7187,PinCodeCluster
2023-W51,5541,CashOnDelivery,7789909.8,231474,38074,1524.57,31.73,68.27,11.06,2.896,28.77,35.69,Upper_Middle,25_34,FeaturePhone,Midday,Y,0.9609,City
2019-W07,5912,BNPL,12420856.55,43904,46655,1820.98,47.97,52.03,7.26,1.016,22.87,23.25,Low,35_44,Web,Night,Y,0.9514,State
2021-W01,8062,UPI,43132023.81,145163,61412,191.63,53.41,46.59,5.93,0.34,24.35,63.35,Low,55_64,FeaturePhone,Evening,N,0.3403,City
2022-W02,4111,CashOnDelivery,57100780.23,181738,4452,702.26,42.42,57.58,8.84,1.708,20.38,34.47,Lower_Middle,65_plus,Web,Evening,Y,0.663,District
2020-W02,4900,CashOnDelivery,26705235.63,218755,53218,2831.09,71.23,28.77,2.25,1.495,22.4,14.99,Upper_Middle,25_34,Web,Midday,Y,0.8608,State
2022-W43,5311,NetBanking,33777201.32,35433,109406,1033.77,75.77,24.23,7.84,1.913,22.52,40.62,Upper_Middle,35_44,iOS,Midday,Y,0.7972,State
2020-W18,8062,BNPL,19961136.15,173605,23076,317.19,73.12,26.88,6.75,0.329,38.26,83.34,Lower_Middle,18_24,FeaturePhone,Evening,N,0.2309,PinCodeCluster
2019-W02,4111,Wallet,23619295.12,112212,13620,1763.17,74.41,25.59,4.04,1.227,25.66,47.69,Middle,25_34,Web,Morning,N,0.5147,District
2024-W32,4722,CashOnDelivery,35042742.05,209389,77265,342.33,19.81,80.19,1.17,0.291,22.55,97.14,Middle,45_54,POS,Night,N,0.0743,State
2025-W31,5311,UPI,49586894.29,93059,57623,2877.87,49.81,50.19,10.68,2.094,30.01,11.05,High,35_44,POS,Midday,N,0.1363,State
2023-W04,4511,Card,17425492.5,100070,75118,2283.75,66.78,33.22,1.46,0.103,7.48,71.86,High,65_plus,Web,Midday,Y,0.8152,City
2024-W04,5732,Card,31210704.86,70502,20076,806.03,69.05,30.95,11.45,0.151,26.47,23.13,Upper_Middle,55_64,iOS,Night,N,0.1628,PinCodeCluster
2020-W48,4814,CashOnDelivery,32176029.34,17668,53655,1336.51,54.77,45.23,3.19,1.351,34.22,60.07,Middle,25_34,FeaturePhone,Morning,Y,0.3842,City
2023-W31,5999,UPI,39890325.45,77581,73814,736.81,69.8,30.2,8.1,0.72,39.2,42.97,Upper_Middle,55_64,Android,Morning,Y,0.7823,PinCodeCluster
2020-W36,4111,BNPL,23451327.65,206715,13899,3846.16,79.32,20.68,11.64,2.589,22.81,90.58,Low,65_plus,iOS,Midday,Y,0.6089,National
2020-W30,4814,NetBanking,6139667.85,28206,7724,2452.47,41.87,58.13,2.47,2.239,15.37,27.59,Middle,55_64,Android,Morning,N,0.6484,State
2019-W22,4814,CashOnDelivery,42733298.18,227665,119911,264.08,37.05,62.95,6.52,0.182,15.96,45.35,Upper_Middle,55_64,FeaturePhone,Night,N,0.6998,National
2024-W07,4789,Card,24505608.96,123339,23359,3987.12,60.78,39.22,4.87,1.516,22.99,51.89,High,35_44,FeaturePhone,Evening,Y,0.0193,National
2022-W14,4111,CashOnDelivery,50850143.22,1312,115104,3003.9,65.62,34.38,3.93,1.252,5.16,77.65,Low,65_plus,Android,Night,N,0.7428,City
2021-W07,5912,NetBanking,51532957.65,21000,57372,2907.81,46.83,53.17,8.38,2.898,7.55,11.35,Middle,35_44,POS,Morning,Y,0.637,National
2022-W33,4789,Wallet,37078725.36,236966,31101,2163.98,45.96,54.04,11.03,0.896,14.41,60.4,Low,55_64,Android,Midday,N,0.9669,PinCodeCluster
2024-W39,8062,UPI,5345842.31,193350,57953,2566.65,38.31,61.69,8.9,1.712,37.35,61.3,Lower_Middle,45_54,iOS,Evening,N,0.8589,State
2024-W26,4111,Card,36949219.64,19876,92230,3711.03,49.41,50.59,1.14,1.292,28.76,37.51,High,65_plus,POS,Midday,Y,0.9776,State
2022-W49,4111,CashOnDelivery,8411218.94,111319,14743,1838.75,67.88,32.12,11.87,1.118,11.48,30.37,High,35_44,Web,Midday,N,0.8117,District
2019-W24,5411,BNPL,42181868.56,122341,44107,1238.75,48.03,51.97,4.09,2.332,17.23,25.94,High,25_34,Android,Evening,N,0.497,State
2024-W15,4789,Wallet,9360520.41,151148,1099,769.29,45.24,54.76,3.46,2.575,12.69,88.44,Lower_Middle,25_34,iOS,Midday,Y,0.0912,PinCodeCluster
2022-W08,5912,UPI,9109896.6,29816,34252,2928.06,41.18,58.82,6.8,0.062,10.84,90.62,Middle,35_44,Android,Midday,Y,0.0332,State
2025-W48,4722,UPI,33128260.42,84442,85370,1467.6,33.94,66.06,4.91,0.872,8.97,17.84,Middle,55_64,FeaturePhone,Morning,N,0.491,District
2022-W49,4111,UPI,37878648.41,245245,112884,382.57,55.84,44.16,8.62,1.82,6.4,27.06,Middle,65_plus,iOS,Midday,Y,0.1569,PinCodeCluster
2021-W02,4814,CashOnDelivery,53414660.4,235850,78290,2766.12,19.03,80.97,4.89,2.167,23.75,52.13,Low,65_plus,Android,Evening,N,0.7428,City
2025-W28,5732,Card,23168563.95,162247,30535,2844.6,57.68,42.32,9.12,0.553,7.77,90.76,High,25_34,iOS,Evening,N,0.1706,National
2021-W08,5999,NetBanking,27721174.37,249739,64543,2124.25,77.12,22.88,3.33,1.847,39.22,72.52,High,45_54,iOS,Night,Y,0.8251,National
2025-W17,5999,CashOnDelivery,4336074.72,226315,48993,2185.53,36.47,63.53,11.1,1.744,12.66,18.04,Upper_Middle,25_34,POS,Night,N,0.0317,District
2020-W06,5912,NetBanking,29674273.9,101848,30823,555.04,57.79,42.21,0.62,0.212,17.75,31.78,Upper_Middle,55_64,FeaturePhone,Night,N,0.7303,City
2020-W19,4789,NetBanking,5579531.2,106346,84757,3465.25,52.88,47.12,4.43,2.047,7.1,39.83,Lower_Middle,35_44,FeaturePhone,Night,Y,0.5391,District
2019-W09,5999,Card,49966870.44,25657,93002,479.92,29.43,70.57,4.17,1.659,29.78,23.94,Middle,45_54,iOS,Evening,N,0.0385,City
2019-W36,5812,Wallet,21522920.49,23317,5109,2866.14,6.82,93.18,0.05,2.759,11.15,27.57,Low,35_44,iOS,Evening,N,0.7072,State
2025-W06,4814,UPI,8623363.42,176750,115873,4016.81,64.54,35.46,11.86,0.932,20.72,95.76,Middle,45_54,Web,Evening,N,0.5403,PinCodeCluster
2025-W15,5912,Card,150025.46,59391,95635,4400.2,7.62,92.38,0.62,0.328,30.15,84.62,Middle,55_64,POS,Morning,N,0.7758,State
2023-W18,4789,BNPL,5737296.48,88253,84689,4116.01,39.55,60.45,2.15,2.732,3.27,80.97,Low,35_44,POS,Evening,Y,0.8757,State
2023-W45,8062,BNPL,11439909.37,93031,72407,3660.45,30.42,69.58,9.31,2.015,9.21,55.08,Low,35_44,iOS,Night,N,0.61,State
2024-W22,4814,BNPL,28303234.56,107442,63737,3998.49,39.62,60.38,10.34,0.706,26.35,87.13,Lower_Middle,55_64,FeaturePhone,Evening,Y,0.0817,District
2023-W17,5311,UPI,26300157.81,234388,54488,4331.65,67.53,32.47,11.0,1.902,34.45,71.82,Low,45_54,POS,Night,Y,0.0617,City
2023-W45,5732,Card,39567729.16,173729,116049,1715.54,30.42,69.58,9.91,1.846,15.22,67.74,Middle,18_24,iOS,Morning,N,0.9309,District
2025-W06,5311,Wallet,24620964.23,93806,24759,511.94,54.71,45.29,9.19,0.931,36.19,48.72,Upper_Middle,35_44,POS,Morning,Y,0.2804,City
2024-W10,4789,BNPL,27730857.01,12546,117282,3978.35,50.65,49.35,6.65,2.132,22.04,31.59,Upper_Middle,55_64,iOS,Morning,N,0.0298,PinCodeCluster
2025-W06,5732,BNPL,57842521.46,77501,56010,2763.21,32.78,67.22,0.73,0.965,27.27,79.66,High,18_24,POS,Evening,Y,0.8646,City
2020-W14,5541,CashOnDelivery,45619995.97,87663,24032,3936.33,4.25,95.75,5.98,1.906,33.66,44.16,High,25_34,iOS,Midday,Y,0.2889,National
2020-W20,5812,NetBanking,51810061.19,58244,10895,1452.71,33.99,66.01,11.36,0.552,1.68,64.47,Low,18_24,POS,Morning,N,0.2858,National
2020-W26,8062,Wallet,42788750.6,214792,28281,2127.77,10.76,89.24,6.76,2.202,18.87,39.09,Lower_Middle,25_34,FeaturePhone,Evening,Y,0.6216,National
2019-W27,4789,NetBanking,10211433.14,79077,2403,2676.85,57.45,42.55,0.0,1.722,24.41,36.94,Upper_Middle,18_24,POS,Morning,Y,0.5933,State
2023-W10,4789,CashOnDelivery,30934482.59,111837,80853,3703.82,65.46,34.54,0.8,2.365,17.23,49.93,Upper_Middle,65_plus,Web,Morning,Y,0.4988,City
2022-W07,4814,UPI,38571147.57,93499,17090,3457.1,31.05,68.95,7.31,1.774,35.96,72.86,Middle,35_44,FeaturePhone,Morning,Y,0.2617,District
2019-W09,5999,Wallet,56089705.1,142870,30581,3053.52,13.78,86.22,5.88,1.052,8.09,16.24,Lower_Middle,65_plus,FeaturePhone,Evening,Y,0.5115,District
2021-W27,5411,CashOnDelivery,22381380.81,128187,3100,746.47,35.37,64.63,5.89,2.478,34.98,10.8,Low,65_plus,iOS,Morning,N,0.7018,City
2025-W46,5541,UPI,29499087.69,105939,91373,3080.66,91.65,8.35,2.42,1.26,28.96,94.76,Middle,55_64,POS,Midday,Y,0.004,State
2022-W23,5311,NetBanking,21052036.76,44696,95816,4054.47,80.54,19.46,11.3,1.402,16.2,79.18,Middle,18_24,Web,Morning,Y,0.0095,National
2023-W16,4511,UPI,10977427.08,92834,106574,4292.23,47.04,52.96,9.86,2.38,31.5,14.1,Upper_Middle,65_plus,iOS,Evening,Y,0.9947,District
2024-W37,4900,UPI,26231123.38,11715,38167,4143.68,48.71,51.29,10.35,0.167,13.76,95.92,Lower_Middle,18_24,Android,Morning,N,0.2013,City
2019-W16,5999,BNPL,34850159.99,81474,70227,2247.92,64.55,35.45,8.95,0.418,4.14,51.05,Low,45_54,Android,Morning,Y,0.0113,PinCodeCluster
2025-W28,5812,NetBanking,24053728.96,126355,24731,1438.54,29.28,70.72,8.51,1.482,29.01,35.61,Low,18_24,POS,Evening,Y,0.5408,District
2024-W46,5812,CashOnDelivery,44394568.11,106547,115276,1442.04,96.56,3.44,6.36,2.654,27.75,69.78,Upper_Middle,45_54,FeaturePhone,Night,N,0.0621,State
2019-W12,5411,UPI,46712387.87,146107,117458,1901.02,30.29,69.71,2.28,2.507,25.01,30.22,High,35_44,POS,Evening,N,0.199,City
2025-W16,5732,Wallet,45228287.6,136854,86557,1395.78,59.46,40.54,3.95,2.986,33.09,18.04,Middle,55_64,FeaturePhone,Night,Y,0.1444,District
2020-W01,4722,BNPL,30724319.26,181180,4423,2404.83,46.47,53.53,0.77,2.988,25.93,71.11,Middle,45_54,iOS,Night,Y,0.0413,State
2020-W46,4789,NetBanking,20742685.01,138936,79011,1256.02,22.13,77.87,6.39,2.385,14.68,60.22,Upper_Middle,55_64,Web,Evening,N,0.0397,National
2021-W52,5999,Card,34272794.22,216499,110126,723.67,55.85,44.15,11.85,2.769,14.87,78.07,Middle,45_54,iOS,Midday,Y,0.3985,State
2019-W02,4722,UPI,36471193.18,159793,40466,4402.75,64.2,35.8,9.94,2.675,38.63,13.86,Lower_Middle,55_64,POS,Night,N,0.0614,National
2025-W26,4814,CashOnDelivery,35241078.02,191459,114135,3400.2,32.45,67.55,2.67,1.0,29.83,57.65,High,25_34,POS,Night,Y,0.6854,City
2022-W25,4111,UPI,43076524.1,223271,66693,2011.23,36.64,63.36,9.01,2.844,17.55,62.67,High,55_64,Web,Midday,Y,0.6901,District
2022-W26,4511,CashOnDelivery,23644408.24,155879,24731,2334.87,16.86,83.14,7.14,2.462,5.7,28.07,Lower_Middle,18_24,Web,Morning,Y,0.0552,PinCodeCluster
2022-W33,5541,Card,84699.63,106484,70884,1974.48,43.74,56.26,11.48,2.847,9.46,43.03,Lower_Middle,35_44,POS,Midday,N,0.4537,District
2023-W48,4789,UPI,26605499.21,30332,34862,2395.46,61.48,38.52,2.64,2.518,37.19,46.74,Lower_Middle,18_24,Web,Morning,Y,0.1038,PinCodeCluster
2022-W51,4900,CashOnDelivery,21797618.59,109667,113210,521.3,6.88,93.12,8.35,1.174,5.87,73.06,Lower_Middle,35_44,Android,Midday,Y,0.8701,PinCodeCluster
2022-W21,4722,NetBanking,53834694.46,107907,72454,1658.96,44.56,55.44,5.34,1.213,32.52,24.53,Low,35_44,POS,Night,N,0.9636,PinCodeCluster
2023-W27,4900,BNPL,26061768.66,216381,63402,3843.67,63.41,36.59,4.9,2.426,26.68,50.81,High,45_54,iOS,Night,N,0.8996,PinCodeCluster
2023-W45,5912,Wallet,133226.99,234726,83666,3288.84,80.55,19.45,4.09,0.468,7.79,25.69,High,55_64,FeaturePhone,Evening,N,0.9486,State
2024-W32,5999,CashOnDelivery,639920.03,103954,55434,1885.22,19.99,80.01,6.29,2.321,33.62,50.68,Middle,18_24,POS,Night,Y,0.6897,National
2021-W15,5812,BNPL,24441711.81,92324,87961,3003.1,63.97,36.03,8.34,1.079,32.89,81.84,Middle,35_44,POS,Night,N,0.2836,National
2021-W26,5411,Wallet,18574460.01,157154,16417,2248.8,57.74,42.26,0.15,2.919,11.86,80.52,High,25_34,Web,Night,Y,0.6591,State
2022-W24,5912,CashOnDelivery,58508550.98,240103,74484,1619.7,46.58,53.42,6.23,0.148,25.5,74.1,High,45_54,Android,Midday,N,0.9602,District
2025-W13,4511,BNPL,44214601.21,56829,95357,1953.83,45.47,54.53,7.33,0.319,1.52,48.12,Upper_Middle,55_64,Android,Evening,Y,0.3916,City
2024-W01,4511,Wallet,27207180.43,41934,67649,4485.22,38.73,61.27,4.81,0.308,22.57,96.81,Middle,25_34,Android,Morning,N,0.1992,City
2020-W14,5311,UPI,30636833.52,17635,4397,189.12,41.54,58.46,2.98,0.72,6.21,73.23,Low,65_plus,Web,Evening,N,0.1975,PinCodeCluster
2023-W37,4111,Card,15608316.45,242017,3790,201.7,44.74,55.26,7.81,2.38,3.48,49.96,High,65_plus,iOS,Midday,N,0.9652,City
2021-W24,5311,NetBanking,21091826.71,151260,106953,1010.11,57.95,42.05,4.1,0.262,14.11,56.17,Upper_Middle,45_54,iOS,Midday,N,0.3017,City
2020-W18,5311,CashOnDelivery,50617453.51,213734,98753,2926.0,36.47,63.53,3.13,0.937,12.46,55.32,Low,55_64,Android,Morning,Y,0.4199,PinCodeCluster
2022-W18,5732,Wallet,59733470.55,125832,42848,3403.64,18.86,81.14,5.29,2.482,34.26,80.18,Middle,25_34,Web,Night,N,0.1564,National
2023-W45,8062,Card,11327681.49,111491,77438,3696.01,60.37,39.63,3.73,0.492,24.1,97.97,High,45_54,Web,Evening,Y,0.1722,District
2025-W21,4722,Card,39744621.68,10780,16974,3627.21,53.07,46.93,11.95,0.904,30.76,71.3,High,55_64,POS,Morning,N,0.9481,National
2020-W50,4814,BNPL,59556069.39,234407,108815,1581.43,96.75,3.25,1.44,2.345,15.63,86.34,Middle,18_24,Web,Midday,Y,0.307,PinCodeCluster
2023-W26,5411,Card,42779632.84,197984,29145,3510.5,16.76,83.24,5.93,1.034,4.53,86.43,High,35_44,Android,Midday,N,0.711,City
2021-W27,4900,CashOnDelivery,44379099.76,10618,78556,3570.43,96.66,3.34,7.81,1.37,34.61,29.34,Middle,18_24,iOS,Night,Y,0.029,State
2025-W18,4900,CashOnDelivery,8270714.92,44083,40363,2988.64,48.82,51.18,9.94,2.011,31.59,11.22,Low,18_24,Web,Evening,N,0.7512,National
2023-W01,5812,Wallet,25598914.24,146992,84517,559.22,53.38,46.62,8.79,0.749,28.7,20.68,Upper_Middle,55_64,FeaturePhone,Morning,N,0.3734,City
2023-W41,4511,BNPL,57929438.57,163208,73511,4371.33,34.46,65.54,3.89,1.264,18.99,48.36,Lower_Middle,18_24,iOS,Evening,N,0.2533,City
2019-W51,5411,Wallet,8202312.06,152792,1902,4284.09,40.01,59.99,4.52,2.342,34.57,60.34,Upper_Middle,35_44,FeaturePhone,Morning,N,0.5082,PinCodeCluster
2021-W49,5541,CashOnDelivery,23280895.33,150711,98081,3437.23,51.4,48.6,3.8,0.446,16.25,16.78,Lower_Middle,18_24,iOS,Midday,Y,0.6915,National
2022-W18,5411,BNPL,14843939.46,221758,70929,3856.61,54.59,45.41,5.68,1.599,9.58,59.67,Upper_Middle,18_24,POS,Morning,N,0.6126,National
2024-W19,5812,UPI,29283625.75,178253,101792,920.78,24.7,75.3,1.4,0.836,17.5,51.44,Low,25_34,Web,Night,N,0.0364,State
2022-W13,4111,CashOnDelivery,6737710.16,154066,11272,3269.66,33.9,66.1,6.3,1.145,9.37,72.01,High,25_34,Web,Night,Y,0.3056,PinCodeCluster
2019-W23,4722,UPI,17094036.87,25691,110434,4274.38,2.91,97.09,10.89,2.864,16.26,32.19,Lower_Middle,45_54,iOS,Morning,Y,0.4406,District
2021-W24,5812,NetBanking,10835743.99,41080,34680,1808.02,43.09,56.91,3.07,0.822,4.85,62.26,Middle,25_34,Web,Evening,N,0.3791,PinCodeCluster
2020-W21,5311,Wallet,40093910.1,151600,31921,2456.3,48.52,51.48,4.28,1.478,13.71,60.24,Upper_Middle,45_54,Web,Evening,Y,0.0292,PinCodeCluster
2019-W45,5999,UPI,5917459.79,89742,100065,3388.83,21.46,78.54,7.8,1.228,18.17,87.36,Upper_Middle,35_44,FeaturePhone,Midday,N,0.4451,State
2019-W11,4900,UPI,16907180.19,224355,28005,2378.66,49.72,50.28,8.75,1.076,7.49,53.97,Lower_Middle,18_24,Android,Night,Y,0.1552,PinCodeCluster
2021-W51,5732,NetBanking,3500453.45,11533,7434,4121.21,51.56,48.44,1.57,0.311,13.59,73.26,Upper_Middle,55_64,iOS,Night,Y,0.1001,State
2019-W48,4511,Card,33083459.47,130601,106505,3300.28,83.75,16.25,5.22,0.134,31.82,80.06,Middle,25_34,Android,Morning,Y,0.0835,National
2024-W24,5732,UPI,51109260.8,24409,25462,2061.27,21.54,78.46,1.57,1.187,21.61,84.21,High,35_44,iOS,Evening,Y,0.9629,District
2019-W39,5732,Wallet,58350669.37,89952,115127,3868.16,64.21,35.79,7.49,1.886,27.52,29.79,Low,25_34,Web,Night,Y,0.7658,PinCodeCluster
2023-W13,5912,NetBanking,32860696.55,48548,110282,2489.27,36.27,63.73,5.64,0.337,32.36,65.47,High,45_54,POS,Morning,Y,0.0644,State
2024-W47,4511,BNPL,6334353.32,39694,85119,3064.57,33.0,67.0,4.65,0.779,3.4,64.72,Middle,45_54,iOS,Night,N,0.4432,National
2024-W49,5999,NetBanking,9523436.65,38120,38269,727.0,33.12,66.88,8.04,0.1,30.92,31.91,High,55_64,iOS,Night,Y,0.9633,National
2023-W41,5311,UPI,16605210.0,94515,40286,3252.85,63.73,36.27,10.46,2.068,18.52,49.84,Upper_Middle,65_plus,FeaturePhone,Midday,N,0.6968,City
2022-W22,5912,Card,58393188.79,105420,90358,3733.91,41.91,58.09,11.16,0.154,3.69,33.81,Low,18_24,Web,Morning,N,0.7299,City
2019-W16,4722,BNPL,19433318.26,181323,54426,1959.03,53.08,46.92,11.86,2.582,17.72,69.37,Lower_Middle,45_54,Android,Night,Y,0.5945,PinCodeCluster
2019-W52,5999,BNPL,22690980.34,153871,2156,664.6,9.69,90.31,8.81,1.997,28.59,92.7,Upper_Middle,25_34,iOS,Evening,N,0.799,State
2024-W10,4814,Card,17062613.08,24731,36032,2263.46,51.55,48.45,9.93,0.103,12.73,61.87,Lower_Middle,18_24,Android,Midday,Y,0.6719,District
2022-W48,4814,Card,28260780.26,84295,83512,3069.02,86.54,13.46,7.29,1.987,25.73,63.93,High,35_44,iOS,Evening,N,0.579,City
2023-W31,5541,UPI,12843656.5,93977,91,970.83,73.47,26.53,6.09,2.396,10.8,65.77,High,55_64,POS,Morning,N,0.648,District
2022-W41,4814,UPI,22766615.54,104651,30055,3312.76,61.1,38.9,5.03,1.286,21.67,86.21,Upper_Middle,35_44,iOS,Night,Y,0.2845,National
2023-W01,4814,Wallet,48174719.51,93133,62281,4316.58,25.09,74.91,4.87,1.838,19.54,78.26,Lower_Middle,65_plus,Web,Evening,N,0.0279,State
2024-W23,5732,UPI,3777110.98,209190,92330,2268.37,46.76,53.24,3.64,1.937,22.77,56.55,Low,55_64,iOS,Midday,N,0.7769,National
2025-W27,4900,UPI,20724054.49,68393,43590,3702.88,48.15,51.85,0.31,2.408,34.33,59.74,Low,25_34,FeaturePhone,Evening,Y,0.0389,National
2021-W39,5732,UPI,57879097.12,82308,56805,3370.09,82.11,17.89,6.34,2.95,14.04,12.61,Lower_Middle,18_24,iOS,Evening,Y,0.7319,State
2021-W15,5541,NetBanking,23047468.42,212070,44469,1166.89,69.76,30.24,2.43,1.422,24.69,69.2,High,35_44,Android,Morning,N,0.3762,District
2024-W29,4511,CashOnDelivery,2517398.14,29079,808,3030.03,48.34,51.66,7.14,0.588,8.29,26.25,Lower_Middle,18_24,Web,Midday,Y,0.3917,PinCodeCluster
2021-W35,5311,UPI,16600461.78,140520,23476,1068.12,13.77,86.23,8.4,2.438,15.36,25.47,Lower_Middle,25_34,POS,Morning,N,0.0207,State
2025-W44,4722,CashOnDelivery,19075660.1,119767,27549,2357.23,48.56,51.44,9.57,2.288,12.95,31.85,High,25_34,POS,Morning,Y,0.3116,State
2025-W45,5812,NetBanking,35297355.12,86855,93979,351.92,91.34,8.66,8.49,2.79,23.35,81.67,Middle,55_64,Android,Morning,N,0.5444,National
2021-W33,5311,Card,59424536.27,232946,52597,2150.61,59.42,40.58,3.8,0.585,12.63,14.71,Lower_Middle,35_44,POS,Midday,N,0.9433,City
2022-W40,5812,Card,13295765.2,176553,67290,253.44,45.15,54.85,0.13,1.361,28.08,64.92,Lower_Middle,35_44,POS,Midday,Y,0.0293,City
2021-W23,5999,NetBanking,19004475.75,214777,49272,2613.94,42.11,57.89,3.98,0.539,15.05,39.64,Middle,35_44,POS,Midday,Y,0.0361,National
2019-W06,4111,BNPL,12334587.91,129149,96466,4058.97,61.96,38.04,1.08,0.182,5.28,76.42,High,55_64,iOS,Morning,Y,0.0338,National
2024-W22,4789,Card,47521743.87,133654,28495,2051.97,55.18,44.82,6.65,0.121,35.33,14.87,Middle,45_54,iOS,Night,N,0.1988,National
2023-W34,5732,UPI,42392706.36,101355,30679,3748.8,25.67,74.33,0.83,1.304,24.75,42.68,Middle,35_44,Android,Evening,N,0.2957,State
2024-W35,8062,UPI,13774062.58,68458,46747,1514.69,44.15,55.85,9.04,2.0,19.65,42.69,Middle,35_44,POS,Morning,Y,0.4304,State
2021-W35,5999,NetBanking,1851330.05,230761,34140,451.05,63.77,36.23,7.16,1.064,5.64,70.26,Low,55_64,Web,Morning,N,0.3639,PinCodeCluster
2021-W39,4511,Wallet,33518207.98,130045,78324,2601.17,56.16,43.84,8.16,2.793,18.02,52.38,Upper_Middle,18_24,POS,Morning,Y,0.5189,PinCodeCluster
2021-W05,5812,UPI,55485368.66,112689,42825,1712.55,75.31,24.69,8.94,0.473,26.73,76.45,Low,18_24,POS,Morning,N,0.9179,District
2025-W22,5732,BNPL,52789841.97,93197,69403,3344.98,84.65,15.35,6.59,2.013,26.24,53.37,Low,35_44,FeaturePhone,Night,Y,0.7731,National
2022-W44,5541,BNPL,45797966.87,153923,114145,4464.78,74.84,25.16,2.37,2.211,7.53,97.44,High,18_24,FeaturePhone,Night,N,0.1066,PinCodeCluster
2021-W43,8062,CashOnDelivery,39263734.59,37460,23193,1586.36,63.67,36.33,1.17,0.291,35.94,74.93,Lower_Middle,65_plus,Web,Midday,Y,0.6672,National
2024-W44,5912,BNPL,56664619.2,163573,44826,1162.04,67.69,32.31,1.04,2.875,31.23,35.29,Low,55_64,Web,Midday,Y,0.3515,PinCodeCluster
2023-W46,8062,Wallet,21963734.28,39438,85336,2515.73,10.39,89.61,10.31,1.269,22.1,59.2,Middle,65_plus,FeaturePhone,Evening,Y,0.0276,PinCodeCluster
2021-W11,5411,CashOnDelivery,58931461.53,249448,817,2244.35,80.88,19.12,5.62,2.737,8.45,46.53,Low,65_plus,Android,Night,N,0.4693,National
2025-W26,4789,BNPL,11233230.64,134707,93541,935.25,50.18,49.82,4.96,0.026,37.28,21.88,Upper_Middle,18_24,FeaturePhone,Night,N,0.8468,PinCodeCluster
2019-W05,5541,Wallet,52569275.07,191615,16451,2850.9,91.45,8.55,10.24,0.004,27.9,17.33,Low,45_54,iOS,Evening,Y,0.4131,District
2024-W05,4722,BNPL,36299453.5,142748,54239,3749.29,82.83,17.17,0.67,1.273,33.84,89.29,Low,35_44,Android,Morning,Y,0.1882,National
2025-W34,5732,CashOnDelivery,50553074.45,242682,41491,2243.51,33.55,66.45,5.3,2.558,8.49,96.62,Low,35_44,POS,Midday,N,0.538,District
2024-W47,4900,NetBanking,13815684.14,54200,18460,1919.97,68.59,31.41,7.08,0.317,21.73,10.31,High,45_54,POS,Night,Y,0.6265,State
2023-W39,5732,BNPL,40573447.74,106087,80508,3380.62,59.24,40.76,4.11,1.38,15.49,96.98,Lower_Middle,45_54,Android,Evening,N,0.7956,National
2021-W23,4900,UPI,49384890.21,37427,18906,1970.34,69.76,30.24,2.01,1.494,0.84,70.69,Low,18_24,POS,Evening,N,0.6957,National
2021-W18,5411,Card,1515197.1,123963,102932,3565.85,17.54,82.46,11.8,0.746,6.66,48.9,High,35_44,iOS,Morning,Y,0.0755,City
2025-W18,4814,CashOnDelivery,6417333.04,210705,34554,787.05,65.73,34.27,1.19,1.343,32.08,50.02,Low,65_plus,iOS,Night,N,0.6758,National
2023-W17,5411,Wallet,41428341.51,192056,90362,1152.62,66.29,33.71,5.56,0.015,17.02,60.43,Middle,65_plus,POS,Evening,N,0.1368,District
2025-W06,4511,CashOnDelivery,42520593.45,67357,70389,4373.48,56.87,43.13,11.55,0.751,17.92,62.04,Low,35_44,Web,Morning,N,0.6899,PinCodeCluster
2025-W52,4511,CashOnDelivery,50242738.17,116151,6885,3135.64,58.76,41.24,4.59,0.011,31.0,46.27,Upper_Middle,45_54,iOS,Night,N,0.3869,State
2024-W14,4789,BNPL,49358212.84,8510,60585,4328.05,96.26,3.74,1.74,1.354,32.07,12.7,Low,18_24,Android,Evening,Y,0.2619,National
