econ_fiscal_reference_year,econ_fiscal_country_iso2,econ_fiscal_gov_sector_esa2010,econ_fiscal_deficit_surplus_eur,econ_fiscal_deficit_surplus_pct_gdp,econ_fiscal_gross_debt_eur,econ_fiscal_gross_debt_pct_gdp,econ_fiscal_interest_expenditure_eur,econ_fiscal_primary_balance_pct_gdp,econ_fiscal_structural_balance_pct_gdp,econ_fiscal_excessive_deficit_procedure_status,econ_fiscal_sgp_corrective_arm_flag,econ_fiscal_sgp_preventive_arm_flag,econ_fiscal_debt_reduction_benchmark_flag,econ_fiscal_expenditure_benchmark_flag,econ_fiscal_one_off_measures_eur,econ_fiscal_revenue_total_eur,econ_fiscal_expenditure_total_eur,econ_fiscal_eurostat_table_code,econ_fiscal_data_extract_date
2018,FI,S1313,3491180467.39,2.032,102946871272.42,59.919,3419591038.7,3.207,3.294,UNKNOWN,0,0,0,1,1267230497.0,81474427384.5,77983246917.11,gov_10dd_ma,2025-12-18
2019,IE,S13,9905038425.96,5.638,189353484673.27,107.781,4163962110.85,4.687,5.072,ON_WATCHLIST,0,1,1,0,-343441535.41,72343453384.65,62438414958.69,gov_10dd_edpt1,2024-10-13
2020,MT,S1312,6674155102.08,3.761,322180152991.82,181.554,13677162778.3,5.301,4.87,OUT_EDP,0,1,1,1,-80219295.21,90302881095.72,83628725993.64,gov_10q_ggdebt,2024-06-15
2021,SK,S1314,9018766377.81,5.003,47002861190.29,26.074,1159718924.93,5.638,5.719,IN_EDP,1,0,0,1,-1214391119.98,77508546173.49,68489779795.68,gov_10dd_edpt2,2025-11-04
2022,BE,S1311,-17810881735.12,-9.751,226012435891.39,123.736,3674506546.3,-7.952,-8.615,UNKNOWN,0,0,1,1,-1739080924.38,77139301528.52,94950183263.64,gov_10dd_sgpe,2025-06-07
2023,DK,S1313,6802360951.31,3.671,172942290914.42,93.331,6888118858.96,5.901,3.381,ON_WATCHLIST,0,1,1,1,-289002378.43,72820321533.92,66017960582.61,gov_10dd_ma,2024-02-05
2024,GR,S13,-16825633165.51,-9.001,112850069348.04,60.37,1539406298.33,-7.165,-10.861,OUT_EDP,0,1,1,1,358532705.27,93207698202.4,110033331367.91,gov_10dd_edpt1,2025-03-21
2025,LT,S1312,-13297447412.72,-7.002,95818724537.11,50.455,1103014221.13,-7.439,-8.788,IN_EDP,1,0,0,1,1911456145.23,85256474254.39,98553921667.11,gov_10q_ggdebt,2026-01-17
2026,PT,S1314,10606770280.4,5.521,291813940404.2,151.894,7902216549.99,7.764,7.081,UNKNOWN,0,0,1,0,1618555120.37,79569571060.08,68962800779.68,gov_10dd_edpt2,2025-07-22
2010,SE,S1311,-20689918178.34,-10.644,182389676117.22,93.831,6960051122.66,-11.179,-9.83,ON_WATCHLIST,0,1,0,0,-1560315095.63,76620648390.53,97310566568.87,gov_10dd_sgpe,2024-12-14
2011,CY,S1313,-15505676515.74,-7.854,137444575165.46,69.619,3888548384.19,-7.893,-6.601,OUT_EDP,0,1,1,1,-1949670916.43,95091195418.02,110596871933.76,gov_10dd_ma,2024-04-22
2012,FR,S13,1861269219.01,0.933,329233189238.99,165.035,9056420710.97,3.132,0.956,IN_EDP,1,0,0,1,766748212.67,93330195341.92,91468926122.91,gov_10dd_edpt1,2024-01-03
2013,IT,S1312,-9986669372.07,-4.931,60256213173.36,29.752,1670421529.77,-2.568,-5.301,UNKNOWN,0,0,0,0,1283834281.18,79403071960.9,89389741332.97,gov_10q_ggdebt,2024-10-05
2014,NL,S1314,-12099124176.69,-5.912,65092142010.13,31.806,1620229234.13,-6.471,-6.769,ON_WATCHLIST,0,1,0,1,-283201476.65,100576194795.29,112675318971.98,gov_10dd_edpt2,2024-06-08
2015,SI,S1311,-5925311834.97,-2.852,235171720844.19,113.194,8203077909.39,-1.589,-3.669,OUT_EDP,0,1,1,0,167634034.66,80280763189.53,86206075024.5,gov_10dd_sgpe,2024-09-25
2016,BG,S1313,-10279053334.27,-4.905,363153400886.47,173.291,14402716754.18,-4.195,-3.571,IN_EDP,1,0,0,1,1394661542.85,82661752278.48,92940805612.75,gov_10dd_ma,2025-01-28
2017,EE,S13,11175712358.43,5.265,126027648595.89,59.373,3462029834.44,4.294,4.266,UNKNOWN,0,0,0,0,1905277975.74,89530089601.87,78354377243.44,gov_10dd_edpt1,2025-06-23
2018,HU,S1312,-9310097390.1,-4.317,403079555848.95,186.904,15254721594.79,-2.913,-6.014,ON_WATCHLIST,0,1,0,1,1230864721.92,109611734032.19,118921831422.29,gov_10q_ggdebt,2024-10-05
2019,LU,S1314,1703710808.61,0.782,283833427665.54,130.279,10971374134.02,2.557,1.321,OUT_EDP,0,1,1,1,-1944836275.84,100650449688.82,98946738880.21,gov_10dd_edpt2,2025-04-18
2020,RO,S1311,-16582954909.39,-7.536,169304135851.02,76.939,6623449074.17,-7.872,-5.806,IN_EDP,1,0,0,1,1745273863.84,110555294057.59,127138248966.98,gov_10dd_sgpe,2024-10-03
2021,AT,S1313,-23147745839.08,-10.412,316120574730.75,142.193,13494536754.31,-9.011,-10.972,UNKNOWN,0,0,1,0,-1843427613.85,96161466888.32,119309212727.4,gov_10dd_ma,2025-02-14
2022,CZ,S13,-7850818380.62,-3.496,419625793312.7,186.861,9915576018.13,-3.621,-4.871,ON_WATCHLIST,0,1,0,0,-771299741.87,90490371749.39,98341190130.01,gov_10dd_edpt1,2025-12-20
2023,DE,S1312,11182633674.34,4.916,130843183268.49,57.52,5497220340.95,5.406,6.722,OUT_EDP,0,1,0,0,473675804.73,99108151082.53,87925517408.19,gov_10q_ggdebt,2025-11-21
2024,LV,S1314,-19683733610.8,-8.573,97536998427.64,42.481,3646995605.07,-9.465,-9.533,IN_EDP,1,0,0,1,-220830834.27,112422555492.84,132106289103.64,gov_10dd_edpt2,2025-06-02
2025,PL,S1311,11042229864.96,4.749,384648136891.98,165.428,8952782879.89,4.326,3.946,UNKNOWN,0,0,0,1,-613309677.38,96718615270.36,85676385405.4,gov_10dd_sgpe,2024-12-28
2026,ES,S1313,-5155602971.92,-2.199,346961060758.99,147.988,12050483079.5,-3.244,-3.496,ON_WATCHLIST,0,1,1,0,-810646156.71,115099976237.65,120255579209.57,gov_10dd_ma,2024-11-15
2010,HR,S13,-13608548288.48,-5.731,230046441840.57,96.88,8745522637.62,-4.907,-7.238,OUT_EDP,0,1,1,0,393450507.52,90606600464.49,104215148752.97,gov_10dd_edpt1,2024-05-22
2011,FI,S1312,-13608751062.83,-5.677,102860295817.33,42.909,3540876480.67,-6.848,-6.801,IN_EDP,1,0,0,1,1415312224.13,124118145559.42,137726896622.25,gov_10q_ggdebt,2024-09-22
2012,IE,S1314,-25853768302.69,-10.65,235497484438.99,97.009,4620686565.03,-9.32,-9.954,UNKNOWN,0,0,0,1,163302258.82,106501094091.91,132354862394.6,gov_10dd_edpt2,2024-01-31
2013,MT,S1311,-20863212482.4,-8.505,379138905920.56,154.558,11680753843.95,-8.643,-8.218,ON_WATCHLIST,0,1,0,1,-1893935065.53,117861132651.51,138724345133.91,gov_10dd_sgpe,2026-01-14
2014,SK,S1313,-12651594281.3,-5.114,171875149138.34,69.475,4288545459.8,-5.947,-4.446,OUT_EDP,0,1,1,1,15454655.12,111264093554.74,123915687836.04,gov_10dd_ma,2025-04-11
2015,BE,S13,12139214272.53,4.854,293424365756.34,117.329,4499118955.23,5.415,4.446,IN_EDP,1,0,0,1,202279316.54,106226076491.39,94086862218.86,gov_10dd_edpt1,2025-06-17
2016,DK,S1312,-839163717.66,-0.333,405658797147.97,160.975,17332105582.24,-0.068,-1.253,UNKNOWN,0,0,1,1,-436029869.4,108088424214.06,108927587931.72,gov_10q_ggdebt,2024-06-17
2017,GR,S1314,8937034846.18,3.515,50990678190.63,20.055,1114902334.89,4.89,2.533,ON_WATCHLIST,0,1,0,1,109665664.61,104986238055.78,96049203209.6,gov_10dd_edpt2,2024-12-13
2018,LT,S1311,-36055825.98,-0.014,286360520755.2,111.19,12811123980.04,-1.28,-0.499,OUT_EDP,0,1,1,1,1121056794.38,108136852788.81,108172908614.79,gov_10dd_sgpe,2025-12-07
2019,PT,S1313,-4747250118.31,-1.828,157048798498.23,60.474,6168987746.43,-1.104,-0.47,IN_EDP,1,0,1,0,1596048485.13,105884753046.83,110632003165.14,gov_10dd_ma,2024-12-27
2020,SE,S13,-27397430839.52,-10.445,305156755290.44,116.338,8846842022.81,-8.007,-9.528,UNKNOWN,0,0,1,0,1168402123.96,132279204400.16,159676635239.68,gov_10dd_edpt1,2025-03-05
2021,CY,S1312,-23673146860.59,-8.922,205583848005.49,77.481,4556670700.63,-8.258,-10.656,ON_WATCHLIST,0,1,1,1,-1794704849.89,133270371274.52,156943518135.11,gov_10q_ggdebt,2024-04-17
2022,FR,S1314,-30512963273.94,-11.427,276913085709.03,103.703,7275168785.0,-12.353,-11.819,OUT_EDP,0,1,1,0,-1279596123.23,117045387953.56,147558351227.5,gov_10dd_edpt2,2025-04-24
2023,IT,S1311,-32172061213.15,-11.911,272064733251.28,100.726,10316741053.89,-12.624,-13.612,IN_EDP,1,0,0,1,-134908475.46,121387396268.42,153559457481.57,gov_10dd_sgpe,2025-03-08
2024,NL,S1313,-9295344558.66,-3.402,317694767157.43,116.273,13622755137.19,-1.672,-4.438,UNKNOWN,0,0,1,1,-439331387.01,108194353411.13,117489697969.79,gov_10dd_ma,2024-04-05
2025,SI,S13,-19364969031.2,-7.061,493610619757.98,179.984,17369664323.0,-6.337,-6.114,ON_WATCHLIST,0,1,0,0,-358473758.63,122630845897.17,141995814928.37,gov_10dd_edpt1,2025-11-20
2026,BG,S1312,-27152954863.45,-9.778,352038698501.68,126.772,14259378007.29,-8.55,-10.037,OUT_EDP,0,1,1,0,-964758945.57,119627686050.23,146780640913.68,gov_10q_ggdebt,2024-08-28
2010,EE,S1314,-9897857416.36,-3.527,209861517808.44,74.782,8993533312.71,-4.04,-3.537,IN_EDP,1,0,1,1,1289672703.37,143406266950.2,153304124366.56,gov_10dd_edpt2,2024-05-20
2011,HU,S1311,-32597578645.33,-11.507,96229003997.83,33.969,1117521129.6,-10.193,-11.895,UNKNOWN,0,0,0,1,-144251273.7,112460281519.01,145057860164.34,gov_10dd_sgpe,2024-04-21
2012,LU,S1313,-18030561689.88,-6.315,160579068883.65,56.241,2655646847.6,-5.193,-8.061,ON_WATCHLIST,0,1,0,1,-46397452.66,117900859723.65,135931421413.53,gov_10dd_ma,2024-04-01
2013,RO,S13,9736819111.33,3.385,239367544806.16,83.216,8625864387.98,5.687,3.289,OUT_EDP,0,1,0,1,-245546348.27,112596495831.93,102859676720.6,gov_10dd_edpt1,2025-01-02
2014,AT,S1312,15666780651.61,5.398,120905288696.69,41.658,1474259142.29,4.896,4.37,IN_EDP,1,0,0,1,752953832.63,118452296703.33,102785516051.72,gov_10q_ggdebt,2024-11-03
2015,CZ,S1314,-25844574651.22,-8.847,503736963844.6,172.437,11870328846.48,-9.1,-9.519,UNKNOWN,0,0,1,1,51265232.42,120872805603.81,146717380255.03,gov_10dd_edpt2,2024-04-09
2016,DE,S1311,-15290955490.51,-5.185,452358662042.23,153.39,10561899517.59,-6.372,-3.549,ON_WATCHLIST,0,1,0,0,535954986.18,142299580937.61,157590536428.12,gov_10dd_sgpe,2025-02-14
2017,LV,S1313,-23875309329.17,-8.004,440121222587.61,147.547,5948041630.42,-6.288,-8.26,OUT_EDP,0,1,1,0,-1727725812.43,146389787336.12,170265096665.29,gov_10dd_ma,2024-04-11
2018,PL,S13,-26139083664.23,-8.695,422719637659.0,140.615,10838966188.85,-7.762,-7.069,IN_EDP,1,0,0,1,1947455506.63,121201096561.15,147340180225.38,gov_10dd_edpt1,2026-01-17
2019,ES,S1312,9141588497.58,3.019,378229817566.15,124.91,3280491629.67,4.304,1.978,UNKNOWN,0,0,1,0,-1616571365.59,117640397948.92,108498809451.34,gov_10q_ggdebt,2024-04-04
2020,HR,S1314,-30950001488.2,-10.168,195863468308.51,64.347,8031940026.42,-9.341,-10.989,ON_WATCHLIST,0,1,1,1,861318026.69,148709893379.96,179659894868.16,gov_10dd_edpt2,2024-05-19
2021,FI,S1311,1385174006.29,0.451,91366200308.2,29.748,3900555889.81,0.714,-0.593,OUT_EDP,0,1,0,1,1187387594.18,135693679475.9,134308505469.61,gov_10dd_sgpe,2024-01-13
2022,IE,S1313,-19983416238.48,-6.441,88384965347.27,28.488,1544372638.86,-4.37,-5.318,IN_EDP,1,0,0,1,-1344030675.66,132742890905.86,152726307144.34,gov_10dd_ma,2024-03-18
2023,MT,S13,-17072993628.73,-5.467,589453927275.58,188.751,18314585740.74,-4.812,-6.214,UNKNOWN,0,0,1,0,-815522402.68,153825538947.57,170898532576.3,gov_10dd_edpt1,2024-05-31
2024,SK,S1312,-952030095.95,-0.302,268746747383.13,85.251,4053560469.6,0.739,-1.897,ON_WATCHLIST,0,1,1,1,1539193930.59,135305003792.94,136257033888.89,gov_10q_ggdebt,2024-08-27
2025,BE,S1314,-28147569358.74,-8.862,545815736453.72,171.845,21237847258.18,-6.832,-10.255,OUT_EDP,0,1,1,1,-1438978627.32,138363239652.36,166510809011.1,gov_10dd_edpt2,2024-05-10
2026,DK,S1311,-2021888543.75,-0.631,316033035152.9,98.629,4529645723.57,0.775,0.239,IN_EDP,1,0,0,0,-1780769774.28,154378932449.91,156400820993.66,gov_10dd_sgpe,2025-06-22
2010,GR,S1313,-30135288073.16,-9.351,118062910764.66,36.635,4089674720.52,-9.566,-10.024,UNKNOWN,0,0,0,0,64939305.96,146152654558.47,176287942631.63,gov_10dd_ma,2025-06-20
2011,LT,S13,10041812311.91,3.097,501617220504.46,154.704,4584067779.14,5.172,2.838,ON_WATCHLIST,0,1,0,1,-1253194340.92,148843896427.03,138802084115.12,gov_10dd_edpt1,2024-07-12
2012,PT,S1312,11004504315.18,3.352,535369791527.0,163.075,5928051508.83,3.845,1.487,OUT_EDP,0,1,1,1,1701694064.34,130913447190.69,119908942875.51,gov_10q_ggdebt,2024-04-17
2013,SE,S1314,-3226346886.22,-0.976,68768129379.1,20.803,2146835989.83,-0.188,-1.211,IN_EDP,1,0,0,0,463475644.28,161153678012.27,164380024898.49,gov_10dd_edpt2,2024-02-27
2014,CY,S1311,-9340396190.77,-2.812,573417949930.94,172.632,16748955678.63,-3.26,-2.588,UNKNOWN,0,0,0,0,1188166214.94,131976648646.32,141317044837.09,gov_10dd_sgpe,2024-05-13
2015,FR,S1313,-25793985996.59,-7.704,307987692608.31,91.988,13502147741.19,-6.517,-8.134,ON_WATCHLIST,0,1,0,0,528116404.22,132577395157.07,158371381153.66,gov_10dd_ma,2025-01-18
2016,IT,S13,-11914440420.85,-3.531,448065291272.82,132.79,11425753462.08,-4.725,-1.78,OUT_EDP,0,1,0,0,1483604445.16,129200556469.83,141114996890.68,gov_10dd_edpt1,2025-11-30
2017,NL,S1312,-29686689946.86,-8.736,516812105526.31,152.084,7960565537.13,-10.013,-6.944,IN_EDP,1,0,1,0,-1192068896.26,152893508279.88,182580198226.74,gov_10q_ggdebt,2024-05-12
2018,SI,S1314,-6096903942.08,-1.777,328436818660.46,95.726,4530859822.7,-1.177,-1.957,UNKNOWN,0,0,0,1,-1381648730.95,174821031253.26,180917935195.34,gov_10dd_edpt2,2024-07-21
2019,BG,S1311,-8229274365.95,-2.384,636726296557.98,184.458,25085338821.38,-2.658,-1.536,ON_WATCHLIST,0,1,0,0,-360664136.6,163619829740.46,171849104106.41,gov_10dd_sgpe,2024-02-07
2020,EE,S1313,-5237705505.85,-1.51,424823009352.9,122.474,9086092967.86,-2.296,-1.819,OUT_EDP,0,1,1,0,625595560.0,167008022800.81,172245728306.66,gov_10dd_ma,2024-12-24
2021,HU,S13,5716774218.59,1.631,180921357964.88,51.617,7697390987.39,1.815,2.357,IN_EDP,1,0,0,1,-699562169.37,148142346093.15,142425571874.56,gov_10dd_edpt1,2025-07-12
2022,LU,S1312,-34985664604.54,-9.943,394089250867.25,112.001,7526195550.46,-8.325,-8.103,UNKNOWN,0,0,0,1,-918082098.87,139885364968.98,174871029573.52,gov_10q_ggdebt,2024-06-29
2023,RO,S1314,-20837856740.34,-5.858,533343129116.33,149.935,14086945789.94,-6.513,-5.179,ON_WATCHLIST,0,1,1,1,35118521.17,158198507955.2,179036364695.54,gov_10dd_edpt2,2024-06-04
2024,AT,S1311,3491200715.74,0.975,539195361413.84,150.583,19945108751.62,1.019,0.331,OUT_EDP,0,1,0,1,-1394711908.2,180731752268.61,177240551552.87,gov_10dd_sgpe,2024-06-16
2025,CZ,S1313,5630686745.45,1.562,577426565267.1,160.183,14061664458.63,0.415,2.045,IN_EDP,1,0,1,0,-62567267.79,173946159192.39,168315472446.94,gov_10dd_ma,2024-07-20
2026,DE,S13,16957410043.0,4.687,651208684845.16,179.993,28477982677.56,5.622,6.586,UNKNOWN,0,0,0,0,1049327322.73,182661068667.53,165703658624.53,gov_10dd_edpt1,2026-01-04
2010,LV,S1312,3387104493.39,0.928,478607354648.78,131.129,14021411478.39,-0.068,0.531,ON_WATCHLIST,0,1,1,0,1320309253.73,147238012122.21,143850907628.82,gov_10q_ggdebt,2024-09-13
2011,PL,S1314,2376789228.81,0.646,179182681474.06,48.701,2221230378.68,2.936,0.148,OUT_EDP,0,1,0,1,-1627462506.51,170244613796.37,167867824567.56,gov_10dd_edpt2,2024-02-03
2012,ES,S1311,-40436826698.51,-10.916,332585120432.87,89.782,6312314261.23,-11.407,-9.289,IN_EDP,1,0,1,0,-1470278356.02,170876787267.98,211313613966.49,gov_10dd_sgpe,2024-03-21
2013,HR,S1313,4087497510.74,1.099,466737170264.37,125.491,5256160634.76,1.313,1.242,UNKNOWN,0,0,1,0,1274008172.38,142552125130.13,138464627619.39,gov_10dd_ma,2024-05-25
2014,FI,S13,-42911529968.13,-11.42,303939135247.97,80.887,12258569693.56,-11.888,-9.472,ON_WATCHLIST,0,1,1,1,349565136.61,162546823438.29,205458353406.42,gov_10dd_edpt1,2025-07-23
2015,IE,S1312,-21252378432.59,-5.624,644014330436.3,170.425,20161951740.34,-6.156,-6.534,OUT_EDP,0,1,1,1,-991401462.14,148883816626.77,170136195059.36,gov_10q_ggdebt,2025-01-10
2016,MT,S1314,1247838591.49,0.329,220389535062.76,58.107,1802611812.05,-0.844,-0.683,IN_EDP,1,0,0,1,1936218546.37,190277334056.64,189029495465.15,gov_10dd_edpt2,2025-05-24
2017,SK,S1311,-43446687797.64,-11.362,445318990277.93,116.458,18212632069.95,-10.59,-11.276,UNKNOWN,0,0,0,0,619022947.83,178970791146.74,222417478944.38,gov_10dd_sgpe,2025-04-23
2018,BE,S1313,-16154534305.54,-4.196,173149195866.92,44.974,2497896022.81,-2.519,-3.266,ON_WATCHLIST,0,1,0,0,-503136466.64,149990320294.05,166144854599.59,gov_10dd_ma,2025-05-22
2019,DK,S13,-39734121451.06,-10.255,285461862301.95,73.675,9340711427.81,-8.634,-10.939,OUT_EDP,0,1,0,1,-39031778.61,158344173632.25,198078295083.31,gov_10dd_edpt1,2024-11-30
2020,GR,S1312,-27630205018.98,-7.077,335712652107.8,85.987,9138573097.0,-8.045,-8.608,IN_EDP,1,0,1,1,409217253.41,151701410836.79,179331615855.77,gov_10q_ggdebt,2024-07-25
2021,LT,S1314,11816652762.89,3.006,554899164123.95,141.159,21720939616.06,3.806,3.791,UNKNOWN,0,0,1,0,-1835831632.21,191121182245.89,179304529483.0,gov_10dd_edpt2,2025-06-30
2022,PT,S1311,-13370736220.74,-3.386,694713600879.91,175.929,17248047094.32,-4.761,-1.416,ON_WATCHLIST,0,1,1,1,1296432979.67,177655902880.81,191026639101.55,gov_10dd_sgpe,2025-01-29
2023,SE,S1313,3803988061.25,0.957,706826295745.17,177.822,31137704452.89,1.417,0.165,OUT_EDP,0,1,1,1,863987838.76,158986284147.05,155182296085.8,gov_10dd_ma,2025-05-21
2024,CY,S13,23835041272.3,5.947,568638274873.51,141.879,7597469433.75,5.606,4.7,IN_EDP,1,0,1,0,1730767593.11,197264599030.68,173429557758.38,gov_10dd_edpt1,2025-02-21
2025,FR,S1312,-24938244329.96,-6.201,363581183179.17,90.406,10504305630.74,-4.283,-6.891,UNKNOWN,0,0,0,1,-272731730.03,204409122639.17,229347366969.13,gov_10q_ggdebt,2025-11-19
2026,IT,S1314,-28306276956.77,-6.998,254032453803.37,62.803,9170001862.9,-4.631,-5.592,ON_WATCHLIST,0,1,0,1,-1520797652.53,172686957882.99,200993234839.76,gov_10dd_edpt2,2025-09-10
2010,NL,S1311,-14670703444.54,-3.603,179167441844.8,44.002,6511489097.71,-4.245,-2.214,OUT_EDP,0,1,0,0,-1602815295.7,171125191606.15,185795895050.69,gov_10dd_sgpe,2024-11-12
2011,SI,S1313,14025247517.11,3.427,567611220861.03,138.693,23167436337.86,2.532,4.791,IN_EDP,1,0,0,1,446476870.57,171367937185.66,157342689668.55,gov_10dd_ma,2025-07-08
2012,BG,S13,-29525827770.67,-7.166,390679523219.0,94.819,8552533035.23,-8.282,-5.817,UNKNOWN,0,0,0,1,-681115741.09,165576065982.35,195101893753.02,gov_10dd_edpt1,2024-03-05
2013,EE,S1312,-13504673468.78,-3.248,318345235263.84,76.565,8393129332.52,-3.587,-1.382,ON_WATCHLIST,0,1,0,0,986788420.15,194720849134.4,208225522603.18,gov_10q_ggdebt,2024-01-29
2014,HU,S1314,-10296575564.34,-2.462,193945327059.5,46.374,4867643426.39,-0.268,-3.462,OUT_EDP,0,1,0,0,1274787742.99,212061742766.19,222358318330.53,gov_10dd_edpt2,2025-02-27
2015,LU,S1311,-10583566036.76,-2.516,161710663414.58,38.443,6317863162.95,-2.182,-1.879,IN_EDP,1,0,0,0,2709625.97,216237035969.55,226820602006.31,gov_10dd_sgpe,2024-02-05
2016,RO,S1313,14437983203.14,3.418,277498206128.38,65.694,9627421456.96,3.767,4.976,UNKNOWN,0,0,1,1,1353158520.7,189886258964.62,175448275761.48,gov_10dd_ma,2026-01-04
2017,AT,S13,-39897357537.01,-9.379,680450092148.73,159.959,20222010308.29,-7.335,-10.74,ON_WATCHLIST,0,1,0,0,-1034879803.52,174997078705.08,214894436242.09,gov_10dd_edpt1,2025-05-28
2018,CZ,S1312,7664962172.59,1.796,89073176784.05,20.871,3038110682.18,0.527,0.959,OUT_EDP,0,1,0,1,1148813678.9,171548953160.9,163883990988.31,gov_10q_ggdebt,2024-01-21
2019,DE,S1314,-7112172857.66,-1.655,487465319494.21,113.433,20504498431.79,-2.953,-1.547,IN_EDP,1,0,1,1,1112458464.1,169788631153.15,176900804010.81,gov_10dd_edpt2,2025-04-29
2020,LV,S1311,22977010648.32,5.319,111848234575.36,25.892,1193962318.6,7.563,3.764,UNKNOWN,0,0,0,0,-1811183576.55,182197356891.37,159220346243.05,gov_10dd_sgpe,2025-10-22
2021,PL,S1313,-8352075951.11,-1.922,729059749503.32,167.773,16246692946.34,-2.903,-2.123,ON_WATCHLIST,0,1,0,0,-1665937150.58,197098087058.3,205450163009.41,gov_10dd_ma,2024-12-16
2022,ES,S13,18885057123.29,4.314,608239798767.1,138.943,6969509096.9,5.318,4.81,OUT_EDP,0,1,0,0,-820901784.93,225849241851.72,206964184728.43,gov_10dd_edpt1,2025-06-18
2023,HR,S1312,11735864795.78,2.67,343808093056.5,78.219,15170723521.05,2.14,2.901,IN_EDP,1,0,0,1,792134418.08,218892954273.2,207157089477.42,gov_10q_ggdebt,2026-02-25
2024,FI,S1314,5606246623.0,1.265,591288393828.78,133.419,6621320973.69,3.355,1.652,UNKNOWN,0,0,0,1,1654931108.61,210042492461.01,204436245838.01,gov_10dd_edpt2,2024-03-12
2025,IE,S1311,-51002918641.97,-11.463,626579954440.79,140.825,13300493646.63,-11.314,-13.303,ON_WATCHLIST,0,1,0,1,-173452502.05,181331535321.73,232334453963.7,gov_10dd_sgpe,2025-03-08
2026,MT,S1313,-24231120235.18,-5.415,460458406685.17,102.9,17680697848.72,-3.827,-6.475,OUT_EDP,0,1,0,0,-1023290633.19,191749015700.44,215980135935.62,gov_10dd_ma,2025-06-22
2010,SK,S13,3154079471.61,0.7,621804238689.71,138.0,23058433100.3,0.547,1.98,IN_EDP,1,0,0,0,-650058582.91,188044590058.8,184890510587.19,gov_10dd_edpt1,2026-02-05
2011,BE,S1312,-36814617875.48,-8.144,774223528751.31,171.271,12828820618.97,-5.988,-9.016,UNKNOWN,0,0,0,1,-578620207.59,209473809192.9,246288427068.38,gov_10q_ggdebt,2024-03-09
2012,DK,S1314,14005909665.05,3.077,459204481848.89,100.884,14237279989.46,2.079,4.364,ON_WATCHLIST,0,1,0,1,-1566563868.54,208185889362.75,194179979697.7,gov_10dd_edpt2,2025-08-07
2013,GR,S1311,-41757009870.99,-9.137,496856775327.12,108.719,5445945263.5,-9.397,-9.426,OUT_EDP,0,1,1,1,883019281.76,204307956582.44,246064966453.43,gov_10dd_sgpe,2024-04-06
2014,LT,S1313,6260958015.19,1.363,810295666822.5,176.4,33352532217.12,1.09,2.435,IN_EDP,1,0,1,1,1750516030.29,232193769304.4,225932811289.21,gov_10dd_ma,2026-02-01
2015,PT,S13,-41092698787.01,-8.9,815957866037.83,176.723,23979494403.04,-8.322,-8.159,UNKNOWN,0,0,1,1,103249366.53,177011459130.17,218104157917.18,gov_10dd_edpt1,2025-04-03
2016,SE,S1312,-28578359375.16,-6.147,614497490166.34,132.174,13470704604.18,-4.074,-7.394,ON_WATCHLIST,0,1,0,1,1682100763.31,229907933840.08,258486293215.24,gov_10q_ggdebt,2025-12-30
2017,CY,S1314,-24943709696.64,-5.335,281950416034.88,60.304,2545811422.98,-5.672,-6.593,OUT_EDP,0,1,1,1,-1241832063.76,202672831426.7,227616541123.34,gov_10dd_edpt2,2024-05-07
2018,FR,S1311,-46620705673.07,-9.924,727220058333.08,154.801,8209879199.29,-8.427,-8.792,IN_EDP,1,0,0,1,-1051236191.02,182915872506.34,229536578179.41,gov_10dd_sgpe,2024-06-18
2019,IT,S1313,-2980395458.92,-0.631,706325384029.93,149.541,27035016453.75,0.092,-0.846,UNKNOWN,0,0,1,1,-914214208.6,214385659375.12,217366054834.04,gov_10dd_ma,2025-09-26
2020,NL,S13,-25229419124.37,-5.304,300550687664.69,63.185,8612855994.33,-5.177,-6.147,ON_WATCHLIST,0,1,0,1,731675163.18,182205864037.74,207435283162.11,gov_10dd_edpt1,2025-03-30
2021,SI,S1312,-45488798971.21,-9.541,809077004152.06,169.699,7266312343.58,-9.797,-11.235,OUT_EDP,0,1,0,1,-1715462992.59,202328835289.33,247817634260.54,gov_10q_ggdebt,2024-04-28
2022,BG,S1314,-29381494900.36,-6.117,260590852187.22,54.253,4146334136.76,-6.171,-5.574,IN_EDP,1,0,0,1,-792204918.84,221534475989.39,250915970889.75,gov_10dd_edpt2,2024-07-23
2023,EE,S1311,16811404521.69,3.489,869340904329.99,180.421,8277776207.79,5.674,2.69,UNKNOWN,0,0,0,0,-1756875482.31,240370196539.76,223558792018.07,gov_10dd_sgpe,2025-06-13
2024,HU,S1313,-30277319100.89,-6.237,295549742103.63,60.882,8551187241.96,-6.278,-4.765,ON_WATCHLIST,0,1,0,1,-94164292.47,207712367307.26,237989686408.15,gov_10dd_ma,2024-05-15
2025,LU,S13,-7104453230.5,-1.458,471915011294.84,96.848,20032392284.34,-0.256,-1.277,OUT_EDP,0,1,1,1,997876540.13,211341511182.95,218445964413.45,gov_10dd_edpt1,2025-09-02
2026,RO,S1312,-33584579101.78,-6.854,790153908321.63,161.256,16194492489.69,-7.627,-5.083,IN_EDP,1,0,1,1,-1268751197.22,253074654274.29,286659233376.07,gov_10q_ggdebt,2025-08-12
