agri_livestock_reference_year,agri_livestock_country_iso2,agri_livestock_region_nuts_code,agri_livestock_species_code,agri_livestock_herd_count,agri_livestock_slaughtered_count,agri_livestock_meat_production_tonnes,agri_livestock_milk_production_tonnes,agri_livestock_egg_production_million,agri_livestock_feed_price_index,agri_livestock_veterinary_medicines_use_index,agri_livestock_antimicrobial_use_mg_pcu,agri_livestock_notifiable_disease_code,agri_livestock_outbreak_count,agri_livestock_animal_welfare_compliance_flag,agri_livestock_carbon_footprint_tco2e,agri_livestock_manure_management_type,agri_livestock_eurostat_table_code,agri_livestock_data_source,agri_livestock_data_extract_date
2022,FI,LT871,POULTRY,2535,4175,5.67,0.0,7.229,129.016,142.812,8.66,NONE,0,1,87.73,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2025-11-03
2023,IE,BE626,EQUINE,2660,1760,187.43,0.0,0.0,129.019,143.47,31.06,BRUCELLOSIS,6,1,2443.03,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-07-08
2024,MT,BG57,BOVINE,3072,2386,500.68,7221.82,0.0,130.168,142.385,115.33,AVIAN_INFLUENZA,7,1,10394.52,LAGOON,apro_mt_lscatl,EUROSTAT,2024-06-06
2025,SK,PT715,PIGS,2896,1137,87.03,0.0,0.0,131.0,143.91,67.09,TB,8,1,1901.04,OTHER,agr_r_animal,ECDC_ZOONOSES,2025-08-21
2026,BE,FR703,SHEEP,2490,2681,65.94,10122.95,0.0,130.436,144.565,121.51,BSE,9,1,8737.61,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2024-08-28
2010,DK,IT170,GOATS,3116,3726,83.01,9281.55,0.0,131.158,143.634,47.07,ASF,10,0,4592.63,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2024-01-25
2011,GR,GR837,POULTRY,2871,1850,4.14,0.0,8.765,131.537,145.343,214.93,BLUETONGUE,11,1,83.5,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-08-25
2012,LT,PT983,EQUINE,2782,2322,196.61,0.0,0.0,131.2,144.775,70.23,FMD,12,0,1338.91,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2024-06-11
2013,PT,FI957,BOVINE,3162,5122,1458.68,2635.05,0.0,132.224,144.779,72.42,NONE,0,1,22348.04,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-03-16
2014,SE,DE56,PIGS,2991,4788,403.64,0.0,0.0,131.694,147.067,36.9,BRUCELLOSIS,2,0,6513.25,OTHER,apro_mk_pobta,EFSA,2024-04-23
2015,CY,GR844,SHEEP,3008,3112,79.18,10455.46,0.0,133.822,146.856,34.72,AVIAN_INFLUENZA,3,1,2868.24,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2025-04-28
2016,FR,MT6,GOATS,2945,3517,81.73,13054.01,0.0,133.789,147.628,79.35,TB,4,0,2332.57,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2025-08-28
2017,IT,ES42,POULTRY,3191,2560,6.22,0.0,10.151,133.535,146.665,98.32,BSE,5,1,106.62,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-07-19
2018,NL,AT1,EQUINE,3008,1911,178.19,0.0,0.0,133.65,147.461,31.57,ASF,6,1,796.25,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2024-10-22
2019,SI,SK589,BOVINE,3108,3232,747.66,6138.48,0.0,135.298,148.664,195.94,BLUETONGUE,7,0,12278.26,LAGOON,apro_mk_pobta,EFSA,2025-09-08
2020,BG,BE80,PIGS,2912,3664,384.39,0.0,0.0,136.036,146.951,54.96,FMD,8,1,5406.11,OTHER,apro_mk_pobta,FARM_REPORTING,2026-02-07
2021,EE,FR34,SHEEP,3006,1631,46.54,13560.21,0.0,136.154,148.143,36.61,NONE,0,0,8550.41,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-12-30
2022,HU,AT6,GOATS,2927,1597,24.86,12521.34,0.0,135.732,149.332,94.74,BRUCELLOSIS,10,1,10695.33,COMPOSTING,apro_mt_lscatl,EUROSTAT,2024-09-15
2023,LU,ES864,POULTRY,2881,1985,3.03,0.0,15.949,135.557,148.959,216.28,AVIAN_INFLUENZA,11,1,53.75,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2025-02-08
2024,RO,RO268,EQUINE,2979,3464,281.58,0.0,0.0,137.65,149.519,209.31,TB,12,1,4008.05,SOLID_STORAGE,apro_mk_pobta,EFSA,2024-04-06
2025,AT,NL62,BOVINE,3344,5425,1704.33,17072.66,0.0,137.125,150.061,174.49,BSE,1,1,39070.02,LAGOON,apro_mk_pobta,FARM_REPORTING,2025-12-09
2026,CZ,LV383,PIGS,2670,4802,530.89,0.0,0.0,136.875,149.29,198.11,ASF,2,0,10302.29,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2025-01-03
2010,DE,BE633,SHEEP,3219,4822,104.05,1528.9,0.0,138.748,151.116,105.52,BLUETONGUE,3,1,1426.79,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2024-04-23
2011,LV,DK6,GOATS,2981,3698,64.25,752.4,0.0,138.464,152.033,186.82,FMD,4,1,1696.35,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2024-09-18
2012,PL,DE47,POULTRY,2655,2098,3.94,0.0,30.391,139.829,151.89,65.01,NONE,0,1,53.62,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2025-05-16
2013,ES,PT4,EQUINE,3190,2029,200.58,0.0,0.0,139.653,152.202,184.06,BRUCELLOSIS,6,1,1221.28,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2024-05-01
2014,HR,SE130,BOVINE,3275,4147,831.36,8657.88,0.0,139.713,151.437,195.74,AVIAN_INFLUENZA,7,1,16115.42,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2025-06-15
2015,FI,SI52,PIGS,2585,1139,81.26,0.0,0.0,140.498,151.298,200.74,TB,8,0,1476.63,OTHER,apro_mt_lscatl,EUROSTAT,2026-01-11
2016,IE,DE2,SHEEP,3170,4078,92.88,11177.54,0.0,141.141,153.205,175.8,BSE,9,1,8361.82,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-04-02
2017,MT,PL71,GOATS,3018,3137,57.91,75.15,0.0,140.741,152.1,9.96,ASF,10,1,440.76,COMPOSTING,apro_mk_pobta,EFSA,2024-09-02
2018,SK,RO116,POULTRY,3210,5323,9.02,0.0,32.876,142.003,153.004,218.33,BLUETONGUE,11,0,168.76,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2024-02-19
2019,BE,RO37,EQUINE,2995,2255,191.71,0.0,0.0,142.206,153.447,58.56,FMD,12,1,2421.51,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-10-28
2020,DK,SI861,BOVINE,3300,3705,791.03,6717.8,0.0,143.093,71.19,165.27,NONE,0,1,12064.17,LAGOON,apro_mt_lscatl,EUROSTAT,2024-06-09
2021,GR,FR576,PIGS,3153,5669,620.62,0.0,0.0,142.015,69.606,18.01,BRUCELLOSIS,2,1,10676.34,OTHER,agr_r_animal,ECDC_ZOONOSES,2024-02-24
2022,LT,PT1,SHEEP,2507,909,18.92,12249.78,0.0,142.894,70.439,184.56,AVIAN_INFLUENZA,3,1,10384.79,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2025-07-15
2023,PT,HU93,GOATS,2822,1543,28.19,6998.47,0.0,143.671,71.17,114.54,TB,4,1,4704.76,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2025-06-24
2024,SE,MT34,POULTRY,2637,2187,4.61,0.0,26.286,143.076,70.82,172.59,BSE,5,0,12.36,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-03-13
2025,CY,FR81,EQUINE,3244,3876,324.55,0.0,0.0,143.651,72.385,195.46,ASF,6,1,5112.75,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2025-08-24
2026,FR,LT991,BOVINE,2959,4165,781.09,16928.97,0.0,144.298,72.814,171.27,BLUETONGUE,7,1,17703.62,LAGOON,agr_r_animal,ECDC_ZOONOSES,2026-01-02
2010,IT,SK847,PIGS,2682,3994,365.56,0.0,0.0,145.088,73.022,68.21,FMD,8,1,4915.57,OTHER,apro_mk_pobta,EFSA,2024-05-07
2011,NL,ES92,SHEEP,2647,2180,46.62,10179.73,0.0,146.515,71.637,82.39,NONE,0,1,6324.89,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2024-12-23
2012,SI,HU523,GOATS,2865,1045,25.73,1367.09,0.0,146.899,74.32,185.17,BRUCELLOSIS,10,1,1033.96,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2025-05-23
2013,BG,GR6,POULTRY,3258,4922,10.82,0.0,34.415,146.925,74.521,18.31,AVIAN_INFLUENZA,11,1,241.1,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2025-05-26
2014,EE,IE25,EQUINE,3193,2376,166.94,0.0,0.0,146.988,72.87,199.81,TB,12,1,1106.69,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2025-06-16
2015,HU,DE4,BOVINE,2790,2951,649.9,12361.73,0.0,147.543,74.098,120.77,BSE,1,1,21794.0,LAGOON,apro_mk_pobta,EFSA,2026-01-21
2016,LU,DK813,PIGS,3309,5281,527.93,0.0,0.0,147.596,75.11,217.13,ASF,2,1,10745.02,OTHER,apro_mk_pobta,FARM_REPORTING,2025-05-04
2017,RO,EE2,SHEEP,2921,3270,67.41,5717.98,0.0,147.453,74.008,79.63,BLUETONGUE,3,1,2870.76,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-09-11
2018,AT,PT979,GOATS,2959,1659,34.49,12163.44,0.0,147.51,75.771,61.69,FMD,4,1,8307.38,COMPOSTING,apro_mt_lscatl,EUROSTAT,2026-01-30
2019,CZ,SK33,POULTRY,2809,4169,7.14,0.0,29.999,149.343,76.005,116.23,NONE,0,1,94.19,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2025-07-10
2020,DE,DK29,EQUINE,2832,999,66.95,0.0,0.0,150.293,74.963,174.92,BRUCELLOSIS,6,1,1137.83,SOLID_STORAGE,apro_mk_pobta,EFSA,2025-11-28
2021,LV,LU4,BOVINE,2563,1746,327.41,20.11,0.0,149.499,76.752,169.55,AVIAN_INFLUENZA,7,1,7738.91,LAGOON,apro_mk_pobta,FARM_REPORTING,2024-06-24
2022,PL,IE7,PIGS,3013,4422,379.01,0.0,0.0,149.343,77.674,59.07,TB,8,1,4854.41,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2024-10-09
2023,ES,CZ58,SHEEP,2619,934,19.72,15514.46,0.0,151.346,75.959,27.88,BSE,9,1,7750.67,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2025-11-21
2024,HR,GR508,GOATS,2551,4013,66.72,12570.7,0.0,151.298,77.809,65.48,ASF,10,1,8905.73,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2024-02-25
2025,FI,LU2,POULTRY,2782,1808,3.5,0.0,16.77,150.903,77.031,108.37,BLUETONGUE,11,1,80.21,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2025-11-29
2026,IE,DE742,EQUINE,3097,4171,338.98,0.0,0.0,151.047,78.365,88.43,FMD,12,1,3224.08,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2025-08-04
2010,MT,ES206,BOVINE,3128,2543,540.3,11747.4,0.0,153.229,77.428,153.76,NONE,0,1,10783.57,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2024-08-27
2011,SK,LU787,PIGS,3289,1239,88.69,0.0,0.0,153.588,78.029,47.67,BRUCELLOSIS,2,1,1880.79,OTHER,apro_mt_lscatl,EUROSTAT,2024-09-09
2012,BE,FR323,SHEEP,3040,1704,34.83,6885.84,0.0,152.464,79.44,219.96,AVIAN_INFLUENZA,3,1,6454.47,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-01-10
2013,DK,BG16,GOATS,3026,4438,70.93,7472.58,0.0,153.145,78.504,126.62,TB,4,0,2766.4,COMPOSTING,apro_mk_pobta,EFSA,2026-01-19
2014,GR,LU61,POULTRY,2727,3104,6.0,0.0,6.038,153.224,80.73,212.1,BSE,5,1,109.9,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2026-01-29
2015,LT,FI708,EQUINE,3214,5013,432.23,0.0,0.0,153.611,79.897,137.47,ASF,6,1,5119.9,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-05-25
2016,PT,FR84,BOVINE,2803,1743,319.34,8942.65,0.0,155.441,79.332,120.44,BLUETONGUE,7,1,8773.79,LAGOON,apro_mt_lscatl,EUROSTAT,2024-06-03
2017,SE,BE6,PIGS,3131,1888,195.97,0.0,0.0,154.414,80.519,129.38,FMD,8,1,2657.64,OTHER,agr_r_animal,ECDC_ZOONOSES,2024-11-03
2018,CY,HU75,SHEEP,3151,1265,33.39,1407.09,0.0,155.506,80.342,157.36,NONE,0,1,1895.39,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2025-12-11
2019,FR,GR3,GOATS,2964,4113,97.76,7351.77,0.0,155.245,82.537,80.59,BRUCELLOSIS,10,1,3202.0,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2024-08-15
2020,IT,DE8,POULTRY,2884,2761,5.82,0.0,18.327,155.619,81.088,100.46,AVIAN_INFLUENZA,11,1,51.19,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-05-12
2021,NL,LV99,EQUINE,2773,4173,275.93,0.0,0.0,157.761,83.095,111.94,TB,12,1,1742.39,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2024-12-31
2022,SI,RO564,BOVINE,2618,1635,400.42,4744.8,0.0,157.698,83.492,82.09,BSE,1,1,9870.71,LAGOON,agr_r_animal,ECDC_ZOONOSES,2026-01-29
2023,BG,PT309,PIGS,3321,5282,569.03,0.0,0.0,158.346,82.728,138.79,ASF,2,1,13920.8,OTHER,apro_mk_pobta,EFSA,2024-11-06
2024,EE,NL72,SHEEP,2921,3547,77.43,4597.82,0.0,157.195,82.473,65.71,BLUETONGUE,3,1,1565.74,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2024-09-05
2025,HU,ES57,GOATS,2705,1683,26.58,9339.48,0.0,158.165,84.121,81.68,FMD,4,1,6763.65,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2024-01-23
2026,LU,LV158,POULTRY,2729,2057,4.57,0.0,16.213,159.35,84.051,217.17,NONE,0,1,82.39,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2025-08-22
2010,RO,AT947,EQUINE,3328,2571,231.22,0.0,0.0,159.413,83.546,174.43,BRUCELLOSIS,6,1,3979.44,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2025-05-26
2011,AT,HU71,BOVINE,3237,3804,1055.67,846.91,0.0,159.787,83.916,143.8,AVIAN_INFLUENZA,7,1,5757.15,LAGOON,apro_mk_pobta,EFSA,2025-11-13
2012,CZ,CZ870,PIGS,2652,1570,110.39,0.0,0.0,160.492,83.933,160.79,TB,8,1,345.4,OTHER,apro_mk_pobta,FARM_REPORTING,2025-11-28
2013,DE,LT813,SHEEP,3029,1719,42.58,12666.66,0.0,161.289,85.369,77.66,BSE,9,0,5288.92,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-03-02
2014,LV,PT777,GOATS,3448,4769,82.65,4800.19,0.0,161.028,85.757,183.92,ASF,10,0,4041.36,COMPOSTING,apro_mt_lscatl,EUROSTAT,2024-11-08
2015,PL,SK7,POULTRY,3457,4542,9.76,0.0,12.418,161.243,85.862,203.34,BLUETONGUE,11,0,128.24,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2025-12-15
2016,ES,LU7,EQUINE,2869,1795,166.38,0.0,0.0,161.8,86.469,114.07,FMD,12,0,2658.55,SOLID_STORAGE,apro_mk_pobta,EFSA,2025-12-30
2017,HR,GR31,BOVINE,2604,3750,1060.62,12677.15,0.0,162.899,87.401,17.58,NONE,0,0,18277.89,LAGOON,apro_mk_pobta,FARM_REPORTING,2024-05-17
2018,FI,DK81,PIGS,2759,4760,340.17,0.0,0.0,163.754,86.045,73.37,BRUCELLOSIS,2,1,4780.69,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2024-12-24
2019,IE,NL521,SHEEP,3315,2705,64.65,10533.13,0.0,163.131,86.896,33.63,AVIAN_INFLUENZA,3,1,2356.45,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2025-08-23
2020,MT,IE712,GOATS,2945,3488,76.69,14262.64,0.0,163.872,88.703,39.52,TB,4,0,10447.88,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2024-01-21
2021,SK,MT9,POULTRY,3072,2675,5.52,0.0,39.99,164.601,88.144,216.71,BSE,5,1,90.17,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2025-02-14
2022,BE,ES5,EQUINE,2961,2966,299.52,0.0,0.0,164.195,88.149,125.5,ASF,6,1,5511.73,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2024-02-24
2023,DK,DE538,BOVINE,2721,3009,606.74,6157.49,0.0,165.229,88.623,161.91,BLUETONGUE,7,1,5977.74,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2024-01-06
2024,GR,LT393,PIGS,2672,3507,280.15,0.0,0.0,165.078,90.331,88.52,FMD,8,1,4097.3,OTHER,apro_mt_lscatl,EUROSTAT,2024-03-26
2025,LT,MT134,SHEEP,3268,3244,75.73,5411.52,0.0,165.784,90.265,60.23,NONE,0,1,3676.92,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2025-04-04
2026,PT,SI108,GOATS,2637,3137,73.27,5732.89,0.0,165.584,90.137,54.18,BRUCELLOSIS,10,1,5007.07,COMPOSTING,apro_mk_pobta,EFSA,2024-09-02
2010,SE,SE2,POULTRY,2713,1733,3.03,0.0,6.154,167.447,90.839,192.84,AVIAN_INFLUENZA,11,0,29.24,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2025-10-17
2011,CY,FI52,EQUINE,3267,5463,369.52,0.0,0.0,166.678,89.835,99.28,TB,12,1,813.47,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-10-15
2012,FR,AT57,BOVINE,3081,1694,339.32,15032.06,0.0,168.25,90.563,178.41,BSE,1,1,17377.06,LAGOON,apro_mt_lscatl,EUROSTAT,2025-10-24
2013,IT,BG1,PIGS,3189,5071,455.82,0.0,0.0,167.589,91.752,133.71,ASF,2,1,1245.95,OTHER,agr_r_animal,ECDC_ZOONOSES,2025-04-16
2014,NL,BG71,SHEEP,3022,1829,38.23,6358.68,0.0,168.433,90.957,6.39,BLUETONGUE,3,0,4032.57,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2024-03-18
2015,SI,BE51,GOATS,3198,5373,112.15,18976.43,0.0,167.935,91.902,195.21,FMD,4,0,12155.51,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2025-04-10
2016,BG,FI22,POULTRY,2807,4457,7.02,0.0,36.095,169.547,93.559,42.3,NONE,0,1,109.78,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-06-23
2017,EE,ES39,EQUINE,3247,4837,483.33,0.0,0.0,169.771,91.993,179.83,BRUCELLOSIS,6,1,1605.64,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2025-04-19
2018,HU,EE39,BOVINE,3098,5458,1248.27,1384.28,0.0,170.198,94.239,132.34,AVIAN_INFLUENZA,7,1,29475.88,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-11-08
2019,LU,IE652,PIGS,3434,2033,234.56,0.0,0.0,170.169,93.75,91.3,TB,8,1,1668.49,OTHER,apro_mk_pobta,EFSA,2024-03-07
2020,RO,BG916,SHEEP,3252,2528,51.48,16752.29,0.0,170.065,93.727,116.47,BSE,9,0,4819.97,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2024-06-14
2021,AT,FI46,GOATS,3034,2598,68.19,13306.87,0.0,170.78,93.535,188.7,ASF,10,1,2894.78,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2024-02-29
2022,CZ,RO29,POULTRY,2739,2513,3.36,0.0,10.775,172.198,94.937,193.77,BLUETONGUE,11,1,70.97,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-01-22
2023,DE,BG7,EQUINE,2765,2831,253.91,0.0,0.0,172.307,95.027,204.4,FMD,12,1,647.15,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2024-09-20
2024,LV,FI1,BOVINE,2802,4701,966.5,2351.27,0.0,173.353,94.836,22.61,NONE,0,1,5078.16,LAGOON,apro_mk_pobta,EFSA,2025-12-20
2025,PL,BE228,PIGS,2989,2009,196.57,0.0,0.0,173.779,95.363,134.16,BRUCELLOSIS,2,1,2164.51,OTHER,apro_mk_pobta,FARM_REPORTING,2024-10-03
2026,ES,SI61,SHEEP,3072,1355,38.01,17094.2,0.0,172.631,94.712,47.64,AVIAN_INFLUENZA,3,1,3724.52,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-03-31
2010,HR,SI581,GOATS,3465,4448,106.28,740.71,0.0,174.48,95.766,100.5,TB,4,0,1590.78,COMPOSTING,apro_mt_lscatl,EUROSTAT,2024-05-27
2011,FI,FR180,POULTRY,3515,5004,7.83,0.0,31.191,175.077,95.939,63.3,BSE,5,1,22.57,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2025-03-16
2012,IE,LV114,EQUINE,3465,3645,309.31,0.0,0.0,173.845,97.31,100.84,ASF,6,1,6697.27,SOLID_STORAGE,apro_mk_pobta,EFSA,2024-02-05
2013,MT,NL61,BOVINE,3261,5763,1462.57,3739.75,0.0,175.378,97.309,206.71,BLUETONGUE,7,1,26102.97,LAGOON,apro_mk_pobta,FARM_REPORTING,2024-07-27
2014,SK,DE31,PIGS,3512,5111,531.45,0.0,0.0,174.444,97.825,107.32,FMD,8,0,6226.97,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2024-05-20
2015,BE,AT768,SHEEP,3313,4203,93.22,19273.43,0.0,174.92,98.415,32.45,NONE,0,1,3568.63,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2024-12-24
2016,DK,SI41,GOATS,3544,6219,153.98,21169.32,0.0,176.232,98.091,49.12,BRUCELLOSIS,10,1,11993.63,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2024-01-08
2017,GR,NL1,POULTRY,2957,1833,2.23,0.0,8.407,175.666,98.555,39.06,AVIAN_INFLUENZA,11,1,14.95,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2024-11-01
2018,LT,ES44,EQUINE,3052,4559,521.95,0.0,0.0,176.287,99.226,194.34,TB,12,0,5919.78,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2024-02-27
2019,PT,SE24,BOVINE,3530,4956,1195.0,19177.23,0.0,177.025,99.647,78.75,BSE,1,1,20809.82,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2024-10-12
2020,SE,BE200,PIGS,2722,3750,384.26,0.0,0.0,176.974,100.917,184.06,ASF,2,1,1939.12,OTHER,apro_mt_lscatl,EUROSTAT,2025-12-12
2021,CY,DE724,SHEEP,3289,3870,111.57,18999.24,0.0,178.651,100.613,26.07,BLUETONGUE,3,1,4355.28,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2025-04-08
2022,FR,PT43,GOATS,3477,3428,90.25,3151.9,0.0,178.729,100.318,182.56,FMD,4,0,523.11,COMPOSTING,apro_mk_pobta,EFSA,2025-10-13
2023,IT,DE5,POULTRY,2884,2728,6.18,0.0,26.085,178.723,99.862,6.97,NONE,0,1,49.56,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2024-07-06
2024,NL,IT6,EQUINE,2787,1368,138.51,0.0,0.0,179.354,100.021,84.94,BRUCELLOSIS,6,1,457.4,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2025-05-24
2025,SI,CY67,BOVINE,3100,4198,1174.2,13852.33,0.0,179.449,100.606,80.78,AVIAN_INFLUENZA,7,1,17049.27,LAGOON,apro_mt_lscatl,EUROSTAT,2024-03-05
2026,BG,FR439,PIGS,3207,1600,162.57,0.0,0.0,180.57,102.479,92.91,TB,8,0,3401.16,OTHER,agr_r_animal,ECDC_ZOONOSES,2024-09-20
2010,EE,HU3,SHEEP,3025,4236,126.5,7990.78,0.0,180.213,101.894,159.01,BSE,9,1,8502.62,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2024-07-14
2011,HU,SE264,GOATS,3578,5148,131.69,3443.31,0.0,180.876,102.798,21.32,ASF,10,1,3648.22,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2024-05-15
2012,LU,LV43,POULTRY,2766,4745,5.88,0.0,26.924,181.524,104.045,201.35,BLUETONGUE,11,0,16.02,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-11-23
2013,RO,IT2,EQUINE,3580,2469,272.55,0.0,0.0,182.46,102.982,165.04,FMD,12,1,6060.43,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2024-09-23
2014,AT,RO64,BOVINE,2940,3590,953.63,2689.83,0.0,182.027,102.693,160.39,NONE,0,1,9222.88,LAGOON,agr_r_animal,ECDC_ZOONOSES,2024-07-20
2015,CZ,IE4,PIGS,3200,4043,319.78,0.0,0.0,181.973,102.911,171.54,BRUCELLOSIS,2,0,1954.12,OTHER,apro_mk_pobta,EFSA,2024-12-30
2016,DE,LT864,SHEEP,3305,5896,129.4,4231.97,0.0,182.603,104.773,81.01,AVIAN_INFLUENZA,3,1,1526.76,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2024-02-09
2017,LV,BE97,GOATS,3150,2083,31.96,1744.44,0.0,184.534,105.556,25.22,TB,4,1,1175.4,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2025-08-11
2018,PL,FI4,POULTRY,3159,1733,3.95,0.0,46.89,74.17,105.529,30.16,BSE,5,1,47.2,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2025-03-19
2019,ES,LV645,EQUINE,3331,5732,409.88,0.0,0.0,76.016,104.568,45.71,ASF,6,1,8881.49,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2025-04-23
2020,HR,EE927,BOVINE,3423,1305,302.3,17507.16,0.0,76.414,105.055,213.24,BLUETONGUE,7,1,9008.81,LAGOON,apro_mk_pobta,EFSA,2024-11-07
2021,FI,CY12,PIGS,2942,2535,269.04,0.0,0.0,76.145,106.992,218.34,FMD,8,1,1361.7,OTHER,apro_mk_pobta,FARM_REPORTING,2025-03-18
2022,IE,IE402,SHEEP,3465,5749,154.22,14719.55,0.0,77.186,107.202,162.48,NONE,0,0,8884.29,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-08-17
2023,MT,SE67,GOATS,2994,1743,44.1,3783.91,0.0,77.544,107.623,95.09,BRUCELLOSIS,10,1,3689.35,COMPOSTING,apro_mt_lscatl,EUROSTAT,2024-05-03
