health_eh_reference_year,health_eh_country_iso2,health_eh_region_nuts_code,health_eh_ehr_coverage_pct,health_eh_e_prescription_coverage_pct,health_eh_e_referral_coverage_pct,health_eh_patient_portal_usage_pct,health_eh_interoperability_level_code,health_eh_eidas_authentication_supported_flag,health_eh_cross_border_ehealth_enabled_flag,health_eh_cyber_incidents_count,health_eh_gdpr_breach_notifications_count,health_eh_digital_health_apps_certified_count,health_eh_ai_in_clinical_use_cases_count,health_eh_telemedicine_visits_per_1k,health_eh_remote_monitoring_patients_count,health_eh_data_spaces_health_flag,health_eh_data_source,health_eh_methodology_version,health_eh_data_extract_date
2014,CZ,CZ449,53.51,34.57,51.34,51.78,LEVEL_3_SEMANTIC,0,0,0,4,988,105,55.59,117255,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-08-25
2015,HU,AT45,65.35,41.39,46.7,34.69,LEVEL_4_FEDERATED,0,0,51,64,416,65,75.62,9182,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2025-05-21
2016,NL,FI32,59.72,62.32,56.85,31.17,LEVEL_0_NONE,1,0,15,28,600,9,142.6,133985,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-10-21
2017,SE,FR538,63.5,58.42,53.85,39.89,LEVEL_1_BASIC,1,0,51,5,1451,37,107.02,139953,0,EHDS_PILOT_REPORT,EHEALTH_V2,2025-03-24
2018,DK,DE44,43.91,36.95,57.07,48.0,LEVEL_2_STRUCTURED,1,0,54,3,632,95,35.16,118886,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-05-20
2019,IE,PT8,64.24,70.31,64.54,45.37,LEVEL_3_SEMANTIC,1,0,18,12,746,88,51.72,32634,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-01-27
2020,PL,SI26,77.31,67.42,39.81,43.85,LEVEL_4_FEDERATED,0,0,91,30,2751,38,365.0,165081,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-05-16
2021,AT,LV53,83.49,55.08,60.37,62.43,LEVEL_0_NONE,1,0,87,61,2457,93,108.35,85816,0,EHDS_PILOT_REPORT,EHEALTH_V1,2025-03-06
2022,EE,LU47,57.03,70.31,79.71,56.73,LEVEL_1_BASIC,0,1,22,37,2297,143,233.66,124811,1,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-01-14
2023,IT,GR3,100.0,83.2,54.44,50.57,LEVEL_2_STRUCTURED,1,1,87,51,466,251,223.46,205400,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2024-02-28
2024,PT,IE25,84.7,69.11,71.4,61.73,LEVEL_3_SEMANTIC,1,1,73,30,1523,379,155.99,109777,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-01-26
2025,BE,CY183,91.21,73.94,76.37,82.58,LEVEL_4_FEDERATED,0,0,8,44,2375,385,130.32,167542,1,EHDS_PILOT_REPORT,EHEALTH_V3,2025-11-11
2006,FI,PL73,6.24,28.63,6.48,27.13,LEVEL_0_NONE,0,0,31,23,233,14,195.72,80287,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-05-27
2007,LV,AT371,35.5,23.25,28.91,16.38,LEVEL_1_BASIC,0,0,42,46,1535,106,64.51,73204,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2025-04-11
2008,RO,MT95,36.54,18.58,21.88,31.08,LEVEL_2_STRUCTURED,0,0,5,36,1304,61,107.88,117918,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-09-30
2009,BG,LU49,19.01,26.65,44.35,25.84,LEVEL_3_SEMANTIC,0,0,27,37,771,109,61.57,138071,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-10-28
2010,FR,LU40,32.35,39.75,42.35,31.78,LEVEL_4_FEDERATED,0,0,41,39,742,42,0.95,78719,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-09-29
2011,LT,SE34,62.59,24.22,44.91,37.23,LEVEL_0_NONE,0,1,8,34,647,100,77.93,136680,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-02-21
2012,SK,SI27,44.4,38.52,47.37,45.67,LEVEL_1_BASIC,0,0,22,21,642,91,222.37,88441,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-10-15
2013,HR,SK6,26.82,37.26,44.57,39.46,LEVEL_2_STRUCTURED,0,0,17,15,50,103,175.86,105867,0,EHDS_PILOT_REPORT,EHEALTH_V1,2025-06-05
2014,DE,BG68,58.33,45.23,53.09,44.97,LEVEL_3_SEMANTIC,1,0,41,28,1258,75,31.11,4507,1,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-12-07
2015,LU,SI67,49.13,70.65,38.79,42.83,LEVEL_4_FEDERATED,0,0,54,49,805,14,187.78,25162,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2024-02-10
2016,SI,SE18,62.13,67.69,51.82,53.44,LEVEL_0_NONE,1,0,30,13,594,19,229.75,3992,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-12-17
2017,CY,LV762,47.93,47.15,41.81,39.92,LEVEL_1_BASIC,0,0,47,44,792,105,91.4,11277,0,EHDS_PILOT_REPORT,EHEALTH_V3,2024-06-30
2018,GR,IE49,69.14,58.82,40.2,53.19,LEVEL_2_STRUCTURED,0,0,48,23,234,80,81.39,140990,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-05-06
2019,MT,PL72,63.76,74.57,47.24,52.5,LEVEL_3_SEMANTIC,1,1,2,28,1455,22,180.87,119333,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-11-10
2020,ES,EE14,67.26,47.01,48.04,43.21,LEVEL_4_FEDERATED,1,1,64,59,212,19,377.65,267056,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-06-30
2021,CZ,CZ804,77.85,88.72,50.65,68.22,LEVEL_0_NONE,1,0,60,66,306,190,274.46,247785,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-11-28
2022,HU,CY88,82.49,47.84,54.79,66.7,LEVEL_1_BASIC,1,1,55,52,17,46,212.2,146005,1,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-10-08
2023,NL,LV586,74.01,83.22,88.99,55.23,LEVEL_2_STRUCTURED,1,1,99,51,682,31,144.19,171799,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2024-04-16
2024,SE,IE19,56.79,100.0,85.35,84.32,LEVEL_3_SEMANTIC,0,0,90,46,66,195,64.97,245796,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-09-21
2025,DK,EE43,94.06,72.95,85.77,83.38,LEVEL_4_FEDERATED,0,0,53,3,338,355,53.65,54691,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-10-28
2006,IE,LT109,18.1,17.96,21.55,18.95,LEVEL_0_NONE,0,0,11,3,741,101,51.66,363,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-03-07
2007,PL,EE8,27.68,29.91,14.96,16.11,LEVEL_1_BASIC,0,0,54,47,74,45,149.35,89359,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2026-01-30
2008,AT,LV74,37.94,45.1,16.01,30.83,LEVEL_2_STRUCTURED,0,0,54,58,918,103,158.67,11472,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-06-28
2009,EE,FI762,27.87,43.38,36.76,26.6,LEVEL_3_SEMANTIC,0,0,21,4,1202,107,10.05,61614,1,EHDS_PILOT_REPORT,EHEALTH_V3,2025-08-24
2010,IT,BE41,32.44,48.24,31.21,39.9,LEVEL_4_FEDERATED,1,0,11,5,702,51,80.8,581,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-02-02
2011,PT,BE9,40.73,20.14,22.86,29.25,LEVEL_0_NONE,0,0,24,32,411,47,94.37,13969,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-09-19
2012,BE,SK63,46.37,33.77,43.41,33.76,LEVEL_1_BASIC,0,0,21,38,1386,83,211.61,113701,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-12-04
2013,FI,SK95,51.03,65.03,23.67,46.94,LEVEL_2_STRUCTURED,0,0,6,38,467,72,39.71,53173,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-12-31
2014,LV,HU30,68.48,60.62,42.03,43.16,LEVEL_3_SEMANTIC,0,0,53,61,748,110,244.32,31060,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-07-04
2015,RO,MT21,48.2,51.97,61.09,29.23,LEVEL_4_FEDERATED,0,0,39,34,475,103,144.36,50854,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-11-29
2016,BG,EE1,46.13,76.78,48.16,36.1,LEVEL_0_NONE,0,0,21,9,1098,70,104.42,31790,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-11-16
2017,FR,PT3,80.71,54.55,49.89,37.75,LEVEL_1_BASIC,1,0,55,26,1477,71,44.06,47798,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-03-12
2018,LT,HU7,61.71,56.74,68.82,52.58,LEVEL_2_STRUCTURED,1,0,9,30,1128,103,200.09,47422,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2026-02-02
2019,SK,IT943,60.31,40.1,50.99,47.46,LEVEL_3_SEMANTIC,1,1,21,22,1223,6,160.23,84060,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2024-04-23
2020,HR,IE68,60.94,43.51,60.84,71.97,LEVEL_4_FEDERATED,1,0,39,11,2141,21,76.55,34652,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-04-22
2021,DE,PT75,65.25,70.84,59.06,78.51,LEVEL_0_NONE,0,1,8,31,1210,300,84.39,163485,0,EHDS_PILOT_REPORT,EHEALTH_V3,2025-10-01
2022,LU,RO399,59.0,83.53,83.18,74.07,LEVEL_1_BASIC,1,0,89,65,1961,167,41.69,134695,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-04-17
2023,SI,DE3,66.44,82.68,79.77,68.87,LEVEL_2_STRUCTURED,0,1,7,16,2343,200,42.15,166636,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-02-24
2024,CY,BG656,100.0,61.01,76.37,49.62,LEVEL_3_SEMANTIC,1,1,86,67,764,335,33.16,242224,1,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-04-05
2025,GR,LT953,94.36,100.0,94.73,83.69,LEVEL_4_FEDERATED,1,1,58,45,1660,245,106.81,39181,1,EHDS_PILOT_REPORT,EHEALTH_V2,2024-11-22
2006,MT,RO249,9.78,19.39,19.92,8.62,LEVEL_0_NONE,0,0,60,47,585,55,137.02,81362,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-06-14
2007,ES,SE508,19.37,26.25,28.8,11.0,LEVEL_1_BASIC,0,0,1,10,1303,43,42.35,39971,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-07-08
2008,CZ,AT99,50.12,30.25,29.05,25.36,LEVEL_2_STRUCTURED,0,1,62,66,65,0,117.39,113955,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-10-05
2009,HU,DK76,16.05,18.61,15.21,14.04,LEVEL_3_SEMANTIC,0,0,56,11,576,84,106.46,19480,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-09-01
2010,NL,HU57,28.22,30.91,40.11,19.46,LEVEL_4_FEDERATED,0,0,16,44,1525,71,194.42,99543,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-05-15
2011,SE,RO345,27.54,34.66,26.82,37.75,LEVEL_0_NONE,1,0,38,55,1082,37,142.63,11972,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-04-28
2012,DK,IE844,22.7,47.63,33.82,25.7,LEVEL_1_BASIC,0,0,23,29,801,104,78.39,3827,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-10-28
2013,IE,SE441,64.37,24.89,42.07,30.52,LEVEL_2_STRUCTURED,0,0,53,18,895,75,126.2,37921,0,EHDS_PILOT_REPORT,EHEALTH_V3,2024-07-28
2014,PL,SE505,50.43,43.74,34.2,38.02,LEVEL_3_SEMANTIC,0,0,26,64,9,63,60.32,137638,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-08-19
2015,AT,DE971,59.76,52.56,59.08,35.26,LEVEL_4_FEDERATED,0,0,3,2,787,56,86.55,142572,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-05-04
2016,EE,HR82,36.97,54.32,62.19,53.07,LEVEL_0_NONE,1,0,5,13,1113,6,214.31,10754,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-06-07
2017,IT,AT2,65.84,37.31,48.05,42.23,LEVEL_1_BASIC,0,0,19,21,1457,103,127.15,63617,0,EHDS_PILOT_REPORT,EHEALTH_V2,2025-03-20
2018,PT,DE65,83.16,73.17,66.6,28.54,LEVEL_2_STRUCTURED,0,0,36,52,2287,17,28.57,3360,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-07-26
2019,BE,SI83,55.27,60.38,31.29,48.33,LEVEL_3_SEMANTIC,1,1,29,8,1297,75,172.43,65840,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-07-06
2020,FI,FR34,62.49,57.74,51.19,76.8,LEVEL_4_FEDERATED,0,0,83,13,1587,86,36.84,175594,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-09-14
2021,LV,BE55,58.01,62.69,70.82,45.53,LEVEL_0_NONE,1,0,80,30,3025,297,351.67,237593,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-07-07
2022,RO,BG32,91.68,78.7,50.64,41.91,LEVEL_1_BASIC,0,1,103,62,1623,357,99.1,160568,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-04-11
2023,BG,NL78,73.82,70.25,62.86,68.55,LEVEL_2_STRUCTURED,0,0,3,9,1514,109,141.46,251211,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2026-01-12
2024,FR,LU4,75.38,60.99,84.27,56.9,LEVEL_3_SEMANTIC,1,1,1,35,1732,247,38.42,127939,1,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-06-08
2025,LT,LU173,94.61,72.65,96.79,46.19,LEVEL_4_FEDERATED,0,0,59,41,1592,359,182.58,108823,1,EHDS_PILOT_REPORT,EHEALTH_V3,2025-08-19
2006,SK,IE802,22.6,33.58,18.07,26.19,LEVEL_0_NONE,1,0,25,35,996,65,183.73,92633,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2024-09-24
2007,HR,CY324,33.58,9.61,15.77,8.66,LEVEL_1_BASIC,0,0,45,9,1498,30,120.04,122110,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-11-08
2008,DE,BE8,14.94,10.25,9.19,31.4,LEVEL_2_STRUCTURED,0,0,6,18,343,57,122.97,113213,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-04-07
2009,LU,LT10,32.44,22.81,31.52,21.01,LEVEL_3_SEMANTIC,0,0,3,46,1483,0,120.42,32967,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-04-27
2010,SI,PL18,45.71,31.24,19.1,37.14,LEVEL_4_FEDERATED,1,0,19,7,24,77,42.03,71514,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-10-21
2011,CY,AT442,31.47,31.15,49.13,43.24,LEVEL_0_NONE,0,0,2,2,17,110,49.56,28175,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-10-27
2012,GR,DE71,51.7,50.53,24.76,32.38,LEVEL_1_BASIC,0,0,54,29,1337,24,46.71,130137,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-12-29
2013,MT,ES64,51.13,31.79,32.45,36.67,LEVEL_2_STRUCTURED,0,0,17,12,1442,91,179.98,100136,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-04-24
2014,ES,PT45,49.56,36.23,37.45,28.17,LEVEL_3_SEMANTIC,0,0,16,34,1538,14,172.02,81580,1,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-11-04
2015,CZ,AT74,40.27,66.75,26.31,41.46,LEVEL_4_FEDERATED,0,0,11,8,1118,91,37.07,119534,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-07-27
2016,HU,HU50,41.98,50.85,57.15,35.57,LEVEL_0_NONE,0,0,55,48,1382,24,129.05,76890,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-05-18
2017,NL,FI399,46.9,59.82,42.74,52.32,LEVEL_1_BASIC,1,0,24,23,1215,73,76.35,76706,0,EHDS_PILOT_REPORT,EHEALTH_V3,2025-02-10
2018,SE,LU53,50.97,35.15,48.47,60.51,LEVEL_2_STRUCTURED,1,0,30,61,3254,0,45.76,83533,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-09-09
2019,DK,BE511,72.07,50.23,38.89,46.0,LEVEL_3_SEMANTIC,1,1,43,46,3164,26,114.12,131866,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-02-04
2020,IE,SI32,80.46,75.54,40.47,72.46,LEVEL_4_FEDERATED,0,1,45,14,2971,58,314.12,62714,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-03-01
2021,PL,EE4,88.82,76.34,64.41,60.14,LEVEL_0_NONE,1,1,54,44,2546,338,298.66,47534,0,EHDS_PILOT_REPORT,EHEALTH_V2,2025-03-27
2022,AT,SI635,77.81,85.0,83.02,39.64,LEVEL_1_BASIC,0,0,23,39,1391,252,94.55,184437,1,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-03-23
2023,EE,LV71,57.02,85.74,76.19,58.28,LEVEL_2_STRUCTURED,1,0,93,59,1222,359,226.07,79866,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-09-14
2024,IT,SK380,67.93,89.47,43.55,62.52,LEVEL_3_SEMANTIC,0,1,35,39,80,334,50.12,8271,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-02-11
2025,PT,HR299,90.16,96.95,65.75,89.43,LEVEL_4_FEDERATED,0,0,67,24,567,268,95.95,95467,1,EHDS_PILOT_REPORT,EHEALTH_V1,2025-11-10
2006,BE,SE81,5.98,8.76,15.34,11.24,LEVEL_0_NONE,0,0,57,11,1410,44,194.45,142749,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-11-22
2007,FI,DE354,12.27,19.55,6.24,20.18,LEVEL_1_BASIC,0,0,38,36,1110,4,0.67,48992,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-05-14
2008,LV,PT693,17.93,30.03,23.55,15.2,LEVEL_2_STRUCTURED,0,1,52,59,942,55,185.05,122571,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-06-18
2009,RO,PL21,33.21,25.72,24.53,16.48,LEVEL_3_SEMANTIC,0,0,2,20,1195,97,192.2,101536,0,EHDS_PILOT_REPORT,EHEALTH_V3,2025-04-03
2010,BG,EE782,35.16,18.45,29.47,32.72,LEVEL_4_FEDERATED,0,0,51,38,409,45,202.11,119006,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-11-29
2011,FR,HU192,60.92,49.01,25.53,21.1,LEVEL_0_NONE,0,0,10,46,869,9,206.84,67821,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-09-10
2012,LT,DK83,40.1,28.27,30.98,35.91,LEVEL_1_BASIC,0,0,23,32,981,41,69.07,56804,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-11-14
2013,SK,PT680,57.39,32.75,28.12,31.04,LEVEL_2_STRUCTURED,0,0,58,64,1514,2,117.12,118546,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-09-25
2014,HR,EE643,51.14,38.41,55.85,40.68,LEVEL_3_SEMANTIC,0,0,52,16,936,46,17.64,39243,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-04-20
2015,DE,IE352,55.46,64.92,54.99,47.24,LEVEL_4_FEDERATED,1,0,7,23,930,79,76.64,48637,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-05-14
2016,LU,SE147,73.93,37.91,34.4,35.83,LEVEL_0_NONE,1,0,42,8,978,34,195.76,113265,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-12-18
2017,SI,MT547,64.94,56.5,71.79,33.12,LEVEL_1_BASIC,1,1,59,51,1241,44,96.75,61790,0,EHDS_PILOT_REPORT,EHEALTH_V1,2026-01-26
2018,CY,AT47,45.56,32.35,42.37,52.99,LEVEL_2_STRUCTURED,1,0,10,9,588,71,20.04,85450,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-04-08
2019,GR,AT948,57.83,59.41,58.22,53.65,LEVEL_3_SEMANTIC,1,1,52,50,1759,18,25.97,116675,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2024-02-03
2020,MT,CZ99,60.91,62.76,35.71,60.44,LEVEL_4_FEDERATED,1,1,54,33,3431,14,262.92,44781,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-10-04
2021,ES,DE60,76.43,63.34,39.2,50.83,LEVEL_0_NONE,0,0,59,34,2537,356,255.58,40411,0,EHDS_PILOT_REPORT,EHEALTH_V3,2024-11-28
2022,CZ,CZ3,51.09,88.74,53.56,69.27,LEVEL_1_BASIC,1,0,64,52,839,379,121.98,93091,1,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-04-06
2023,HU,LT362,71.09,68.49,60.1,81.85,LEVEL_2_STRUCTURED,0,1,20,24,1485,310,167.51,242137,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-12-29
2024,NL,DE18,100.0,92.04,59.42,46.76,LEVEL_3_SEMANTIC,1,0,48,47,746,200,118.55,142250,1,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-05-28
2025,SE,ES9,79.02,81.3,78.15,44.74,LEVEL_4_FEDERATED,0,1,7,29,1297,197,232.72,118484,0,EHDS_PILOT_REPORT,EHEALTH_V2,2025-02-11
2006,DK,ES509,32.88,7.53,31.66,8.13,LEVEL_0_NONE,0,0,14,0,527,86,22.6,58919,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-09-22
2007,IE,DK16,29.41,6.04,16.94,11.41,LEVEL_1_BASIC,0,0,40,39,1124,110,128.38,22287,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2024-03-06
2008,PL,BG9,16.36,32.35,28.44,20.45,LEVEL_2_STRUCTURED,0,0,26,58,1149,60,125.89,134133,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-10-23
2009,AT,CZ1,38.0,22.65,40.63,24.09,LEVEL_3_SEMANTIC,0,0,51,40,474,24,213.34,133931,0,EHDS_PILOT_REPORT,EHEALTH_V1,2025-06-15
2010,EE,AT761,33.46,37.63,32.06,36.25,LEVEL_4_FEDERATED,0,0,12,25,11,56,131.45,20969,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-05-24
2011,IT,SE710,37.26,40.96,25.37,13.07,LEVEL_0_NONE,0,0,0,4,625,29,63.53,10673,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2024-09-11
2012,PT,LT63,52.3,36.69,33.32,37.5,LEVEL_1_BASIC,0,0,63,29,1266,63,114.73,90352,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-10-31
2013,BE,PT2,27.48,49.52,49.11,29.94,LEVEL_2_STRUCTURED,0,0,23,32,906,23,202.64,29740,0,EHDS_PILOT_REPORT,EHEALTH_V3,2025-08-10
2014,FI,SE338,45.67,27.43,42.45,39.64,LEVEL_3_SEMANTIC,0,0,18,37,1272,27,74.29,125608,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2024-01-19
2015,LV,PL971,53.69,54.76,56.93,35.01,LEVEL_4_FEDERATED,0,0,18,6,864,63,177.01,73198,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2025-02-23
2016,RO,FI75,50.81,50.69,45.62,55.7,LEVEL_0_NONE,1,0,63,56,616,0,169.72,46043,1,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-08-12
2017,BG,LV9,42.95,75.29,49.11,43.12,LEVEL_1_BASIC,1,0,25,40,658,110,182.38,18378,0,EHDS_PILOT_REPORT,EHEALTH_V2,2025-03-30
2018,FR,CY963,56.13,65.63,64.47,42.31,LEVEL_2_STRUCTURED,1,1,14,29,1615,3,99.69,811,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-08-03
2019,LT,MT83,69.42,65.5,56.78,47.11,LEVEL_3_SEMANTIC,1,1,27,26,3497,59,139.02,69157,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-11-06
2020,SK,MT4,45.07,75.58,61.55,67.3,LEVEL_4_FEDERATED,1,1,85,49,1653,95,206.27,138781,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-03-28
2021,HR,FI43,55.35,56.25,65.58,63.36,LEVEL_0_NONE,1,1,101,5,574,69,206.41,235133,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-05-27
2022,DE,BG5,61.74,86.36,72.99,60.39,LEVEL_1_BASIC,1,1,76,18,1083,2,184.01,242849,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-06-06
2023,LU,IT719,55.24,73.11,63.14,48.1,LEVEL_2_STRUCTURED,1,1,81,29,2255,190,235.82,243299,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-03-19
2024,SI,DK2,55.29,100.0,73.62,55.44,LEVEL_3_SEMANTIC,1,0,20,37,3108,117,163.96,164594,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-03-14
2025,CY,CY3,57.09,100.0,58.99,71.59,LEVEL_4_FEDERATED,1,1,44,47,2347,204,69.81,161244,1,EHDS_PILOT_REPORT,EHEALTH_V3,2025-12-26
2006,GR,PT32,35.94,35.46,26.83,13.34,LEVEL_0_NONE,0,1,23,9,370,63,85.76,63914,1,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-05-11
2007,MT,RO4,34.96,10.36,25.39,6.95,LEVEL_1_BASIC,0,0,4,0,114,65,212.12,69518,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-10-03
2008,ES,HU526,35.82,26.34,38.89,33.78,LEVEL_2_STRUCTURED,0,0,51,6,310,106,12.9,7818,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-04-12
2009,CZ,HR4,13.14,35.71,10.15,24.15,LEVEL_3_SEMANTIC,1,0,50,0,89,16,93.18,44111,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-04-02
2010,HU,SK2,53.55,23.17,21.13,34.54,LEVEL_4_FEDERATED,0,0,24,34,34,108,189.96,48,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-07-27
2011,NL,CY46,49.95,25.32,49.19,37.28,LEVEL_0_NONE,0,0,52,23,990,7,62.44,65417,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-03-12
2012,SE,LV2,36.4,46.8,35.44,30.23,LEVEL_1_BASIC,0,0,41,32,207,50,24.97,63176,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-06-15
2013,DK,RO54,66.01,35.46,53.05,27.34,LEVEL_2_STRUCTURED,0,0,0,15,369,75,123.19,61471,0,EHDS_PILOT_REPORT,EHEALTH_V1,2026-02-18
2014,IE,LT1,40.93,27.89,29.42,35.68,LEVEL_3_SEMANTIC,0,0,34,15,758,102,73.74,15491,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-12-15
