tech_adopt_survey_year,tech_adopt_community_digital_id,tech_adopt_households_with_internet_pct,tech_adopt_households_with_computer_pct,tech_adopt_smartphone_only_households_pct,tech_adopt_digital_literacy_score,tech_adopt_affordability_barrier_rate,tech_adopt_language_barrier_rate,tech_adopt_disability_access_barrier_rate,tech_adopt_public_wifi_access_points,tech_adopt_library_device_loan_count,tech_adopt_digital_navigator_program_flag,tech_adopt_training_sessions_completed,tech_adopt_telehealth_use_rate,tech_adopt_online_learning_use_rate,tech_adopt_remote_work_enablement_rate,tech_adopt_banking_online_adoption_rate,tech_adopt_cyber_safety_incident_rate,tech_adopt_privacy_concern_score,tech_adopt_equity_gap_index
2020,LGD435814816,27.82,8.37,20.07,75.3,37.83,20.23,16.0,1037,2562,0,4871,47.19,60.32,5.53,26.53,28.58,72.6,0.057
2025,LGD052335157,86.47,62.41,72.08,35.3,3.68,15.25,1.57,266,4781,0,2829,5.56,23.29,25.82,55.64,24.22,68.8,0.418
2019,LGD429006942,40.45,37.18,47.94,31.1,10.98,8.51,17.08,645,1179,0,3739,74.1,36.08,0.32,52.97,34.15,55.2,0.54
2025,LGD702091144,20.78,17.95,58.88,61.5,16.61,0.48,10.09,1090,1175,1,4773,58.04,40.13,7.67,19.89,5.3,98.7,0.355
2022,LGD222927166,55.15,38.0,53.68,82.0,10.35,18.85,9.21,830,2239,0,7983,64.71,58.38,53.81,49.36,1.27,37.9,0.241
2022,LGD239196440,58.81,20.49,35.18,10.3,7.98,17.43,24.61,500,4434,1,5931,25.23,50.72,49.35,42.65,25.29,77.0,0.36
2024,LGD021145198,17.76,16.05,14.18,3.7,1.16,7.0,19.84,11,1265,0,3734,21.17,55.46,24.62,13.69,0.79,68.5,0.795
2023,LGD096177923,32.3,10.18,33.32,35.4,46.08,19.88,1.02,413,386,0,2636,15.55,87.39,44.7,63.15,10.67,78.7,0.203
2019,LGD177916984,18.91,10.07,44.73,48.3,56.76,21.86,5.86,813,2103,1,6277,2.17,28.73,2.6,93.57,26.53,65.5,0.219
2023,LGD755299680,35.36,28.41,10.61,58.4,53.31,1.36,4.71,424,847,1,3366,38.21,42.42,36.19,17.85,27.44,70.6,0.935
2024,LGD962512016,89.67,80.01,51.07,18.3,28.98,34.3,24.56,1196,4234,0,4659,36.53,6.51,18.33,62.53,21.18,28.0,0.391
2020,LGD987379063,36.83,30.97,66.07,49.4,53.54,0.53,13.38,3,3664,0,2352,44.64,73.48,13.58,74.25,32.08,50.2,0.384
2021,LGD378689632,40.06,32.35,17.27,70.4,25.39,24.65,0.66,123,3777,0,6393,73.53,87.43,57.01,12.6,13.83,63.4,0.663
2020,LGD580633671,23.98,16.39,34.01,8.0,41.58,5.74,1.61,591,4190,0,8083,25.37,87.08,64.75,69.72,7.47,20.5,0.887
2021,LGD956271993,17.34,12.51,61.85,48.6,14.6,33.71,21.51,1131,1334,0,975,49.53,80.13,20.66,40.84,1.71,49.9,0.65
2020,LGD017421394,36.28,23.97,82.32,70.9,23.61,1.17,9.78,340,1373,0,933,22.77,88.27,43.23,16.72,10.25,15.1,0.278
2023,LGD342744050,46.01,44.44,44.78,26.0,32.15,12.56,3.82,687,1493,1,5330,40.42,54.7,12.6,21.68,10.51,16.3,0.258
2025,LGD233408437,94.49,60.07,47.24,35.3,55.09,20.53,8.99,965,2932,0,1050,74.26,89.79,21.02,93.58,6.47,76.3,0.88
2025,LGD896901337,55.63,25.47,25.09,52.4,19.65,29.88,0.96,411,1659,1,2519,28.2,58.27,32.82,26.44,14.29,53.4,0.927
2023,LGD065381590,55.27,25.92,78.32,13.9,32.02,22.42,18.72,1023,1977,0,7071,33.16,12.73,60.65,73.35,11.88,52.2,0.435
2019,LGD381502085,55.91,6.94,3.66,49.0,11.31,30.94,20.75,943,4862,0,5605,51.57,89.94,49.68,35.08,8.76,9.1,0.24
2020,LGD355715151,60.28,54.83,29.71,85.3,56.8,6.12,12.0,563,4879,0,844,30.96,66.68,25.5,84.03,18.31,46.3,0.866
2021,LGD673579940,27.15,15.13,49.58,91.5,2.18,22.31,11.67,763,190,0,5951,60.06,42.88,8.73,47.22,14.92,47.2,0.85
2018,LGD960509800,86.21,69.22,50.43,12.4,33.71,26.73,22.07,856,2755,1,3775,72.58,50.7,4.28,43.43,30.96,86.1,0.206
2025,LGD162613791,55.87,43.07,23.56,54.8,25.36,0.16,10.86,1031,1767,0,1521,26.27,70.88,52.91,33.58,14.16,16.9,0.761
2025,LGD113433739,81.69,63.08,81.01,100.0,27.39,22.59,4.76,136,1657,1,8882,27.72,31.52,3.04,95.92,20.47,49.4,0.346
2022,LGD043113544,18.78,7.47,4.29,78.1,32.85,33.65,11.89,544,1630,0,4719,63.61,34.37,36.42,41.86,26.31,67.4,0.229
2022,LGD730152412,76.89,51.24,15.43,82.0,33.88,23.48,10.87,871,4304,0,2305,63.2,69.63,14.71,11.4,18.41,63.0,0.589
2022,LGD669401617,59.18,19.7,4.63,88.1,48.87,33.36,24.53,736,1781,0,4362,64.66,28.81,26.62,56.91,26.07,84.4,0.21
2019,LGD304539145,87.09,63.84,47.19,90.3,27.08,21.11,23.96,934,862,0,3034,0.89,58.76,15.07,77.97,6.49,99.4,0.412
2025,LGD914442215,67.7,5.41,30.0,73.3,31.75,19.45,14.06,146,4662,0,7723,33.42,78.34,28.75,71.37,14.46,74.3,0.038
2024,LGD680629082,92.93,9.11,2.35,62.2,31.92,30.09,16.07,105,4277,0,7126,51.66,35.43,57.98,21.03,5.76,87.0,0.054
2020,LGD445221376,47.56,6.24,9.55,37.0,21.27,13.94,0.18,366,4412,0,8791,65.58,34.88,33.39,30.11,34.4,51.5,0.224
2024,LGD438040493,54.9,16.92,81.8,35.1,22.09,32.05,2.23,582,2933,1,5077,5.24,24.17,43.35,20.19,25.25,90.9,0.785
2023,LGD850087281,92.07,41.83,48.84,34.3,33.26,7.64,11.76,64,399,0,5138,38.46,62.09,44.18,83.04,6.32,88.6,0.823
2021,LGD986020856,56.29,35.65,75.3,37.5,14.36,22.36,14.0,636,1270,0,4077,44.49,38.35,38.1,45.54,25.13,23.8,0.767
2025,LGD013192389,68.79,29.84,84.38,57.1,17.01,4.66,19.87,673,2525,1,5257,25.92,53.9,10.0,70.81,31.63,94.6,0.803
2021,LGD168464525,36.89,16.33,59.49,56.2,35.13,13.67,1.24,755,1572,0,8387,12.0,72.86,37.29,89.38,19.94,1.6,0.465
2019,LGD447341048,97.52,57.28,55.93,91.6,57.63,28.62,3.86,675,1462,0,6767,60.66,14.53,38.08,17.85,22.07,82.8,0.194
2018,LGD356923337,80.41,57.61,19.24,96.0,33.18,13.87,4.81,696,993,1,948,54.77,76.15,23.0,85.61,19.73,44.6,0.828
2023,LGD453392076,34.68,15.3,31.44,42.6,18.11,28.4,15.5,968,3715,0,3252,72.2,36.11,4.54,91.66,28.13,27.1,0.312
2018,LGD276927474,36.62,26.19,56.79,51.6,36.63,1.48,24.03,28,3078,0,689,47.38,17.48,47.56,63.63,32.45,37.8,0.559
2021,LGD771877334,41.72,35.57,16.38,88.7,21.54,22.13,7.57,781,2716,1,9,6.46,82.41,35.03,36.23,8.99,90.5,0.306
2025,LGD790134158,44.8,13.74,5.84,88.0,24.47,6.82,13.31,6,2492,0,6720,33.96,66.42,51.89,67.13,21.3,8.5,0.209
2022,LGD706601201,94.61,34.91,6.58,40.6,50.8,19.48,23.24,968,1142,1,5823,49.04,66.7,14.56,46.16,20.29,24.4,0.51
2019,LGD371851656,62.67,46.73,62.07,55.0,52.72,7.39,8.24,932,2386,0,5494,47.17,52.22,24.11,29.93,8.77,6.0,0.198
2024,LGD454949410,82.09,26.88,26.01,87.5,18.4,19.67,18.56,1087,168,0,7489,63.43,35.61,47.44,33.3,33.02,69.9,0.531
2018,LGD354680879,23.41,11.15,66.91,10.8,45.83,19.88,15.14,461,4622,0,8618,58.78,29.48,49.84,44.27,15.23,47.3,0.651
2022,LGD499578042,80.35,53.24,64.49,48.6,42.63,29.64,7.34,1137,2830,1,8118,58.36,73.34,0.87,40.86,21.4,47.0,0.109
2018,LGD161229196,44.8,31.92,19.24,47.4,38.44,16.93,17.11,523,3842,0,4870,71.7,72.37,30.77,30.87,18.14,41.4,0.021
2018,LGD113808878,53.73,10.52,13.01,15.2,52.45,19.34,7.43,582,1030,1,1937,28.6,76.76,51.39,13.83,32.81,48.7,0.597
2023,LGD373357256,52.09,45.92,84.96,20.0,52.79,8.8,5.72,444,1592,0,4380,70.43,45.75,37.21,14.49,0.16,82.3,0.95
2018,LGD524666674,93.67,21.19,73.89,12.6,40.15,25.99,5.0,459,4689,0,3707,21.06,0.63,51.51,78.56,26.12,71.9,0.356
2023,LGD973192647,67.49,66.36,6.28,17.4,50.25,20.72,1.37,902,3611,1,7103,24.59,33.21,49.37,88.1,25.59,80.7,0.393
2020,LGD187169372,57.85,53.96,16.85,58.4,57.04,3.65,19.7,380,176,1,846,12.07,20.64,44.49,34.13,0.24,72.6,0.394
2024,LGD161567957,71.25,67.33,31.34,46.8,56.29,14.87,19.7,509,396,0,8414,52.94,66.78,1.33,14.73,24.02,44.7,0.932
2020,LGD965801795,15.16,11.35,3.06,64.5,48.35,30.62,8.54,1156,2365,0,594,54.77,80.04,64.54,36.82,20.06,18.4,0.289
2021,LGD712961323,62.36,54.66,48.64,61.7,9.36,15.04,12.23,266,2014,0,2917,59.67,49.29,38.29,96.5,16.04,42.5,0.239
2025,LGD352273543,78.06,68.46,35.75,45.7,24.4,28.75,17.77,690,2088,1,3287,24.13,68.65,55.66,50.33,10.47,13.4,0.964
2020,LGD570106099,79.07,63.65,31.52,92.3,2.12,16.57,19.49,334,1131,0,7034,31.05,89.39,4.97,52.1,31.34,98.0,0.152
2022,LGD779750276,79.2,34.16,65.43,54.7,53.01,22.07,9.58,1151,2190,1,4911,47.9,78.25,64.14,63.01,16.92,35.5,0.769
2021,LGD129021841,93.04,53.07,6.21,64.8,48.52,19.14,4.93,756,1583,0,1286,1.1,38.83,25.75,25.61,27.68,86.3,0.276
2021,LGD160682875,82.84,64.39,82.08,57.5,49.95,4.99,8.22,179,3483,1,3836,62.67,51.15,61.08,81.63,23.3,59.5,0.027
2020,LGD193882617,89.71,11.92,18.29,26.7,26.03,21.49,14.85,1099,3678,0,5391,41.89,84.34,28.99,39.45,14.42,20.5,0.388
2018,LGD040187737,19.7,19.69,58.01,8.7,48.82,26.45,19.3,747,1694,0,7203,3.65,86.56,48.61,54.83,13.36,93.2,0.12
2025,LGD169751699,35.73,20.01,36.88,17.2,1.46,1.87,5.12,1000,529,0,7638,29.76,46.33,28.55,86.3,17.33,92.2,0.381
2021,LGD737911832,53.59,42.07,25.12,6.6,35.95,12.63,17.75,203,70,0,5521,31.18,67.42,41.3,78.24,13.35,11.3,0.835
2023,LGD319726580,47.9,25.9,45.18,52.2,53.45,30.82,12.7,272,4048,0,4795,50.67,34.93,25.52,21.22,10.63,59.9,0.804
2020,LGD944876045,24.97,16.57,19.22,78.9,48.47,5.01,10.47,633,1735,1,1915,37.74,48.94,7.3,23.39,25.93,40.4,0.766
2018,LGD809956574,59.61,5.21,84.14,36.8,56.16,23.96,19.44,43,814,0,3890,74.08,22.33,4.04,56.33,16.8,59.3,0.815
2021,LGD619267041,73.94,21.88,31.98,16.6,7.2,21.98,5.62,127,1529,0,3556,43.4,63.8,37.01,36.15,15.0,23.5,0.214
2019,LGD008730562,59.82,22.58,38.11,99.8,41.14,20.56,16.32,659,3100,1,3283,60.91,73.88,42.64,40.05,13.68,25.7,0.851
2024,LGD516496110,33.41,32.29,12.16,39.8,11.63,29.05,8.65,31,2645,0,4749,52.19,15.36,50.82,24.64,18.32,45.4,0.194
2018,LGD192629615,94.03,45.93,38.3,42.3,38.73,24.86,16.68,980,575,0,5158,28.97,34.01,28.18,41.36,32.25,86.6,0.386
2025,LGD773905127,67.65,48.06,10.42,8.2,35.53,23.79,4.76,953,389,1,6885,71.54,51.51,6.8,62.65,30.66,11.5,0.487
2024,LGD396796469,28.28,11.14,49.15,89.0,12.29,27.49,8.31,1109,2075,0,629,30.18,63.51,63.42,40.25,18.86,7.6,0.829
2022,LGD738639605,58.95,12.73,19.06,43.6,44.29,24.66,12.12,1136,285,1,6378,30.92,14.99,32.22,70.72,3.73,16.6,0.049
2025,LGD377036097,23.7,21.34,32.69,29.1,5.65,6.26,19.04,689,579,0,8464,48.4,7.63,31.9,12.62,6.55,80.0,0.483
2021,LGD615197675,69.43,8.55,6.65,22.5,50.87,2.18,0.69,337,881,1,8494,68.51,49.45,48.67,72.58,28.62,29.2,0.174
2018,LGD159232485,16.74,16.28,65.31,72.1,6.79,14.9,3.63,936,3608,0,2694,60.02,29.9,8.71,13.29,22.49,82.6,0.299
2019,LGD967124231,89.69,35.49,10.85,36.8,28.42,21.47,13.89,891,3401,0,3261,45.89,19.21,52.7,16.2,12.82,5.6,0.172
2022,LGD809331063,59.89,30.92,52.36,17.2,12.55,27.24,4.6,558,1448,1,5161,16.17,37.48,58.37,12.25,34.99,57.7,0.925
2023,LGD386848499,58.6,34.73,58.79,87.8,12.12,33.34,11.97,864,743,0,5088,16.99,19.9,14.27,42.74,14.25,56.8,0.675
2022,LGD228644669,86.01,17.82,81.6,54.3,26.98,17.09,23.37,864,2967,1,1054,32.87,0.29,7.46,53.48,16.55,90.2,0.407
2022,LGD697333667,65.16,9.5,27.89,37.3,19.24,2.06,20.13,514,236,0,2597,29.73,57.52,55.43,64.29,1.28,71.6,0.8
2023,LGD781041598,17.33,10.57,60.44,36.2,34.03,28.89,18.5,1151,1961,1,3162,35.99,15.37,56.27,13.93,5.91,90.7,0.365
2024,LGD720794249,54.75,54.66,22.8,75.9,27.6,1.01,9.78,381,405,1,1791,58.33,56.85,52.66,14.59,15.61,96.1,0.705
2021,LGD168716723,90.15,38.91,77.93,51.6,27.61,26.21,24.82,780,4878,0,3921,37.22,62.19,43.33,19.04,7.72,31.7,0.727
2021,LGD514141903,57.98,5.36,65.92,27.8,59.01,30.86,20.48,441,3874,0,2758,37.29,4.25,41.09,20.35,28.75,2.8,0.998
2023,LGD558999747,49.5,29.71,73.67,89.9,32.69,0.44,13.33,755,1841,0,1160,34.2,28.66,53.71,51.79,18.11,36.4,0.655
2022,LGD685062715,17.02,15.63,60.81,10.3,6.34,27.32,20.82,948,2136,0,5150,21.73,60.35,52.54,38.71,25.46,45.8,0.38
2020,LGD023727969,90.07,38.99,47.24,47.9,17.52,17.66,10.9,262,2933,1,8211,21.0,29.06,35.49,76.65,17.65,81.6,0.515
2020,LGD259011064,28.21,18.47,24.21,67.6,41.5,29.45,22.86,960,3323,0,3853,64.02,59.14,16.97,97.42,15.91,13.7,0.337
2018,LGD754500509,52.69,6.73,34.28,87.4,34.12,25.36,0.98,508,3059,0,6062,29.47,11.47,8.53,67.36,4.44,25.2,0.282
2023,LGD910555667,77.67,72.65,75.19,69.9,59.13,23.32,17.67,134,4056,1,298,49.98,7.73,26.26,12.64,3.65,74.3,0.59
2025,LGD462417039,50.94,10.53,3.09,78.4,25.12,28.69,2.59,1126,3621,0,4698,16.87,70.56,55.51,71.25,27.75,96.4,0.021
2020,LGD724627601,80.22,78.91,70.93,9.7,13.0,33.51,5.4,273,4627,0,8917,8.69,44.16,16.22,86.12,31.67,65.3,0.856
2019,LGD879052099,93.79,29.15,16.39,48.3,7.77,2.86,20.65,587,3177,1,6516,13.14,70.56,5.86,78.2,5.48,30.2,0.993
2024,LGD682016917,50.98,44.66,66.64,38.5,42.68,33.26,22.33,729,3201,1,2697,73.6,35.32,26.95,74.29,22.51,90.2,0.229
2020,LGD727059752,48.58,9.95,29.47,31.1,13.4,9.23,13.79,193,1008,0,6541,61.61,62.23,11.71,54.4,25.51,17.5,0.111
2025,LGD164704957,60.63,38.78,71.41,22.6,29.23,26.98,4.55,371,2935,1,5433,17.33,84.94,26.96,76.01,31.82,0.6,0.699
2024,LGD839440556,34.08,13.34,35.99,51.8,5.34,34.36,20.78,690,3012,0,8661,42.94,72.83,63.27,80.86,17.11,93.9,0.056
2018,LGD854028065,66.8,17.54,51.29,53.1,44.35,32.23,5.84,516,2449,1,1906,25.62,69.89,13.79,83.46,17.46,23.4,0.62
2024,LGD341418176,91.09,70.73,48.03,83.0,45.01,34.31,0.18,22,2525,1,5505,48.17,22.38,3.39,69.0,29.96,69.7,0.826
2022,LGD841012889,95.32,68.53,83.81,4.9,23.71,31.56,3.7,643,952,1,4419,51.12,54.9,38.54,65.72,23.73,52.2,0.605
2018,LGD000731815,19.06,8.6,76.26,16.9,46.51,25.43,0.33,211,4154,0,3145,64.52,32.72,57.74,82.49,8.46,3.1,0.258
2023,LGD537712701,83.09,24.14,70.4,25.3,33.74,27.3,1.23,99,2423,0,5341,9.24,84.98,58.97,47.16,20.82,48.0,0.555
2022,LGD362780735,38.73,10.29,69.06,83.5,40.53,28.79,6.72,1059,592,0,3411,22.34,84.57,6.1,52.85,20.76,61.3,0.14
2019,LGD154161045,21.37,14.43,65.55,91.1,6.22,2.05,21.31,1188,4844,0,2574,47.38,72.9,28.98,60.92,8.99,11.2,0.478
2020,LGD207314092,50.75,22.46,77.75,66.1,54.26,6.85,7.79,857,1169,1,1415,29.71,85.2,11.01,91.03,3.42,44.1,0.249
2020,LGD589099712,83.12,21.41,17.64,32.6,51.47,9.63,13.51,254,3147,0,3392,0.38,53.51,29.37,53.84,31.42,83.0,0.653
2019,LGD065461755,18.94,17.03,33.49,72.6,48.41,29.03,12.23,458,4899,0,3654,48.99,74.18,11.88,39.4,4.33,41.5,0.504
2021,LGD204620085,86.35,10.67,5.68,32.2,44.48,16.44,20.92,697,4533,1,7709,22.49,81.1,57.79,34.95,21.36,44.9,0.024
2023,LGD596994610,29.85,19.57,56.3,86.2,21.31,21.48,0.14,153,3454,0,261,71.86,39.57,39.51,93.46,22.18,14.6,0.756
2019,LGD797759097,61.44,33.38,53.13,48.4,8.66,27.32,7.74,729,3119,1,6365,28.82,37.05,36.51,26.68,31.74,53.9,0.393
2020,LGD096106145,42.9,32.14,57.29,10.0,50.68,23.24,3.67,446,1293,0,4741,1.2,52.68,38.33,20.49,17.44,2.8,0.942
2020,LGD790258966,22.85,20.41,20.35,49.2,10.84,25.81,2.14,1145,1590,1,4690,6.14,8.22,50.03,75.2,18.51,38.3,0.64
2018,LGD588774782,43.55,42.45,52.9,70.9,59.12,33.52,4.21,802,3568,1,4681,26.44,57.51,60.95,10.82,9.61,4.6,0.79
2022,LGD613721838,39.77,15.46,38.53,5.8,47.0,31.57,24.6,641,96,1,7999,60.8,82.34,4.5,21.12,13.88,95.2,0.724
2019,LGD074253875,25.62,19.35,67.87,82.7,3.63,16.0,14.02,474,2928,0,3563,10.2,48.06,50.08,82.39,14.72,11.2,0.043
2025,LGD648996459,84.12,19.17,10.68,87.0,30.51,10.14,3.58,1171,4163,1,6262,58.67,53.79,6.29,67.5,30.13,62.6,0.332
2023,LGD945111941,74.22,8.12,57.67,93.9,4.36,7.39,4.69,899,4804,0,7032,11.51,73.05,15.7,45.91,7.17,57.8,0.002
2018,LGD402004451,36.26,31.5,68.85,64.9,11.46,5.05,19.15,798,160,1,8224,0.22,79.36,28.99,80.52,22.43,87.6,0.099
2021,LGD142660991,92.9,12.99,43.55,4.0,52.79,19.84,15.31,137,2210,0,8081,18.61,65.98,23.6,33.72,0.38,63.6,0.918
2020,LGD497800775,89.96,52.47,81.58,4.3,51.51,19.28,17.27,265,302,1,5864,24.63,48.91,62.78,63.99,17.53,81.6,0.677
2022,LGD342145595,46.53,8.96,21.93,1.7,9.58,2.44,5.89,895,1050,0,4003,40.41,25.84,28.17,39.16,5.15,5.7,0.106
2020,LGD452868773,16.47,11.43,16.24,23.9,54.76,24.31,22.53,213,3893,0,307,55.16,23.49,55.34,16.78,6.11,68.8,0.136
2019,LGD613215426,58.65,15.23,54.46,51.0,42.8,16.46,2.43,771,2697,1,744,65.97,10.68,0.23,74.0,8.13,43.0,0.689
2020,LGD010872343,97.65,45.6,56.68,57.3,27.58,34.97,17.06,772,4007,1,7600,33.42,84.23,5.16,26.1,11.27,40.2,0.765
2025,LGD705827884,35.19,29.4,5.64,15.1,7.09,5.54,13.3,128,4850,0,3066,59.52,65.46,42.47,47.63,27.28,77.3,0.677
2022,LGD442392687,59.65,28.38,63.35,40.3,26.96,11.82,5.46,708,2913,0,7545,15.36,11.82,1.32,49.67,33.38,19.1,0.376
2020,LGD778585579,95.31,34.37,74.74,76.4,9.7,34.8,9.9,416,2020,0,6340,48.59,73.52,40.12,20.18,9.63,56.0,0.326
2023,LGD865287747,29.77,5.73,46.42,66.7,53.97,30.89,9.16,1135,4572,0,4322,58.23,15.46,39.91,30.48,28.1,84.7,0.808
2024,LGD230652212,88.82,71.94,20.76,44.7,51.35,28.26,19.63,1080,2148,0,1844,27.92,68.61,7.24,63.49,0.06,35.3,0.863
2019,LGD832232868,96.77,44.24,60.68,81.6,46.47,5.15,19.85,381,2901,0,2794,29.79,32.31,21.62,84.9,28.3,66.0,0.33
2018,LGD503855035,76.28,46.63,24.82,59.8,23.7,2.24,16.71,590,2188,1,92,35.26,29.12,8.62,87.31,10.02,53.2,0.901
2025,LGD972972509,70.59,57.11,23.37,96.4,50.19,9.33,16.97,603,2882,0,2470,19.67,58.29,38.7,94.0,32.49,83.0,0.122
2018,LGD496829386,60.74,45.52,68.82,7.9,56.23,23.99,10.97,1172,599,1,8559,72.32,73.95,33.24,21.88,3.77,56.6,0.375
2023,LGD171313920,45.29,13.86,2.56,8.6,48.18,6.15,0.27,1003,1507,0,4944,70.29,35.73,10.74,13.58,18.0,78.4,0.938
2020,LGD341273638,85.18,33.97,39.68,38.4,34.88,2.84,15.06,943,439,0,5868,48.59,65.49,2.44,29.3,30.81,71.0,0.181
2020,LGD004037130,76.26,19.75,36.13,20.6,0.6,13.05,7.48,83,3606,0,7749,3.74,7.73,2.83,38.96,3.94,88.2,0.172
2025,LGD415719669,86.51,60.42,57.34,55.3,25.8,12.62,17.65,267,4159,1,5365,53.7,2.97,21.19,31.9,29.94,70.6,0.813
2024,LGD445006235,79.92,33.35,25.91,7.8,5.59,17.11,22.14,472,4652,1,6403,16.13,5.03,50.19,93.67,12.65,13.6,0.798
2020,LGD615154159,32.62,26.55,49.17,65.7,34.55,9.73,9.64,4,39,0,5420,8.15,68.15,56.38,38.85,15.92,48.5,0.034
2022,LGD063421611,90.6,40.06,80.17,67.1,34.9,14.34,18.84,983,4200,0,8946,4.27,59.1,63.64,56.06,19.6,65.0,0.84
2018,LGD791259091,45.89,36.03,18.17,25.3,55.99,29.31,10.83,137,4181,0,727,56.09,44.87,45.39,81.52,18.85,49.3,0.97
2025,LGD034136489,87.31,44.16,2.69,88.6,10.99,0.24,23.47,1191,3962,0,1789,31.42,47.69,17.82,94.2,17.35,31.1,0.02
2020,LGD624440508,17.09,16.35,16.97,51.3,50.5,20.85,0.92,692,1172,0,665,46.96,60.97,62.26,55.05,3.72,11.5,0.634
2022,LGD606909570,65.15,15.93,36.75,65.0,23.91,30.97,22.22,238,4554,0,8576,52.08,17.19,5.59,71.15,3.44,20.6,0.739
2019,LGD062931099,56.24,5.05,20.78,93.0,4.5,34.52,15.46,1129,4012,0,2274,46.0,22.27,7.17,13.56,30.85,38.3,0.898
2022,LGD752775276,61.67,47.78,30.25,59.1,16.49,28.64,10.97,1102,2666,0,1770,52.19,48.04,16.22,20.52,19.77,58.5,0.078
2020,LGD421552081,33.96,7.82,37.22,3.8,13.21,33.75,11.27,1184,116,0,5120,50.44,45.08,5.99,90.82,11.83,70.3,0.81
2021,LGD612343701,71.34,50.67,55.31,26.8,50.45,19.75,17.32,452,316,0,7370,57.18,62.83,10.7,25.23,5.86,36.1,0.829
2020,LGD822466949,53.0,35.93,55.25,94.9,50.6,12.72,0.9,109,2639,1,8049,31.76,8.93,2.08,71.48,3.63,43.6,0.489
2020,LGD960562199,46.6,11.4,52.3,57.4,13.4,13.52,14.09,428,1712,1,3013,15.98,87.22,30.7,35.5,33.77,21.3,0.064
2025,LGD869599348,34.2,26.56,13.21,41.8,31.36,4.27,16.93,401,3913,0,5507,14.05,25.22,8.68,66.77,29.43,75.9,0.668
2023,LGD771007875,30.26,10.94,31.8,8.6,41.36,11.15,1.71,1088,2177,0,1264,17.63,66.99,62.58,50.75,31.61,20.9,0.287
2019,LGD425851383,88.98,46.21,50.46,11.3,38.27,27.61,4.33,414,557,1,3816,8.38,22.1,29.39,73.64,8.13,38.5,0.587
2021,LGD861991425,59.41,17.96,30.65,5.4,4.53,27.34,20.86,315,4464,0,7992,72.49,60.48,32.58,39.06,28.54,77.8,0.47
2025,LGD670287219,37.81,36.92,3.16,42.1,2.6,13.26,20.01,502,1428,0,3191,30.79,1.8,61.36,93.73,25.0,10.8,0.974
2018,LGD366092997,59.0,14.16,29.63,8.1,23.2,19.92,1.11,833,767,0,3903,72.47,65.08,51.89,44.61,3.97,22.9,0.455
2020,LGD324198198,81.2,21.46,17.75,79.9,32.74,22.53,0.47,866,323,0,25,58.9,0.86,25.17,29.75,14.6,58.8,0.967
2020,LGD411567136,83.57,52.48,78.79,86.8,32.6,21.06,6.53,53,3242,0,5927,28.79,11.52,6.75,27.81,13.01,37.8,0.684
2019,LGD294765521,97.97,60.88,65.66,56.2,15.1,27.86,14.62,44,1586,1,7576,52.28,73.45,64.0,13.71,30.5,36.3,0.984
2019,LGD928289266,64.17,55.58,4.27,84.3,38.88,7.21,17.21,28,1446,0,2035,6.36,40.29,13.37,38.0,16.48,91.5,0.8
2019,LGD178083936,16.04,5.93,9.34,65.7,56.72,28.64,6.92,508,4404,0,205,43.38,75.01,42.66,94.61,19.18,15.5,0.577
2018,LGD022687276,54.47,48.22,17.17,56.6,55.48,24.38,5.79,349,2781,0,3472,47.31,82.49,19.32,96.62,2.41,2.2,0.898
2019,LGD283912063,90.48,87.63,3.63,29.9,44.68,24.32,11.14,296,3062,0,8016,13.67,26.06,6.62,76.27,0.83,16.8,0.834
2020,LGD536488933,17.22,17.14,60.57,39.7,27.15,31.12,22.27,836,4142,0,1013,42.03,76.7,44.94,88.03,21.32,47.0,0.141
2024,LGD993050661,28.01,17.62,53.42,69.6,58.16,2.71,11.73,125,3674,1,5133,73.55,59.34,19.58,83.55,3.78,63.4,0.895
2019,LGD424176712,57.04,32.92,45.36,12.9,26.47,26.05,1.4,1008,1798,1,3708,13.2,61.05,55.31,76.32,4.56,3.4,0.249
2018,LGD674649263,23.75,13.26,51.14,13.7,3.61,13.08,2.67,573,2916,0,6475,9.41,41.26,21.11,50.45,0.9,83.1,0.79
2024,LGD514462231,51.65,12.35,9.25,26.5,15.08,29.59,10.75,530,2934,0,6483,1.55,59.11,0.1,36.24,15.85,62.0,0.556
2019,LGD224560782,92.19,85.09,35.65,48.1,56.55,6.86,21.35,626,1508,1,7136,28.81,10.12,33.79,12.8,25.92,91.6,0.646
2023,LGD415377418,82.45,56.08,67.13,11.9,17.2,17.27,10.24,714,3920,0,3184,47.44,72.47,43.39,79.49,25.92,77.6,0.293
2020,LGD438632921,46.37,41.02,65.74,87.5,3.4,10.34,13.59,269,40,1,5589,47.08,39.78,44.8,71.05,11.51,35.7,0.794
2023,LGD036763258,20.97,17.05,75.18,92.3,10.83,18.5,5.21,35,665,0,4423,54.07,49.71,4.35,34.87,22.83,20.6,0.745
2018,LGD527627069,80.5,43.46,48.9,14.9,9.63,23.36,23.52,509,780,0,129,60.01,14.15,63.99,88.73,9.96,6.6,0.381
2024,LGD192169658,36.24,16.74,77.63,28.5,2.31,18.25,12.01,167,3649,0,57,35.19,16.14,21.22,73.31,8.71,39.5,0.708
2018,LGD910482669,65.43,55.0,67.91,41.5,9.83,31.91,0.11,475,2457,0,94,8.89,66.0,15.5,30.59,12.26,49.5,0.872
