soc_vuln_index_year,soc_vuln_community_geoid,soc_vuln_poverty_rate_pct,soc_vuln_unemployment_rate_local,soc_vuln_housing_cost_burden_rate,soc_vuln_single_parent_households_rate,soc_vuln_disability_prevalence_rate,soc_vuln_limited_english_rate,soc_vuln_no_vehicle_rate,soc_vuln_crowding_rate,soc_vuln_broadband_gap_rate,soc_vuln_health_insurance_gap_rate,soc_vuln_food_insecurity_rate,soc_vuln_violent_crime_rate_local,soc_vuln_heat_vulnerability_score,soc_vuln_flood_vulnerability_score,soc_vuln_social_isolation_index,soc_vuln_community_resilience_score,soc_vuln_resource_access_score,soc_vuln_overall_vulnerability_rank
2014,GEO00000001156,8.4,31.5,15.02,12.16,25.36,21.97,24.05,0.663,58.49,12.62,5.97,791.6,16.77,78.65,0.6821,97.13,93.64,920
2024,GEO00000001157,23.7,15.83,27.99,7.23,17.01,4.99,18.06,1.628,57.3,3.03,32.86,27.52,70.04,27.5,0.5512,6.66,58.71,1163
2011,GEO00000001158,32.46,4.63,29.24,34.2,39.44,38.43,36.26,12.508,33.26,8.76,39.59,1148.06,91.03,85.84,0.7189,6.15,31.4,1820
2020,GEO00000001159,52.08,8.57,66.56,40.49,35.46,33.61,28.86,16.155,25.92,25.19,4.18,627.75,49.83,29.78,0.2513,16.02,29.15,448
2023,GEO00000001160,54.67,17.58,23.96,47.76,33.33,24.27,21.46,2.887,45.54,22.21,13.69,256.34,15.23,31.87,0.5379,28.99,8.66,550
2025,GEO00000001161,21.1,7.34,29.94,43.9,23.57,0.28,33.95,5.058,27.42,29.84,15.58,303.45,62.28,65.95,0.7798,43.35,94.8,341
2022,GEO00000001162,43.64,27.35,1.29,35.51,21.02,1.15,7.49,2.946,12.75,12.93,4.15,277.31,79.93,36.1,0.055,31.81,28.36,1905
2015,GEO00000001163,20.28,12.35,72.23,19.03,39.4,43.14,6.7,10.742,20.95,24.75,19.34,836.21,85.7,59.05,0.2391,14.19,22.76,65
2010,GEO00000001164,34.53,18.31,23.42,9.75,23.61,19.66,19.74,11.765,57.9,15.08,33.59,1101.05,99.71,37.75,0.362,93.39,88.59,71
2008,GEO00000001165,26.54,0.49,68.96,53.02,19.95,41.21,2.05,18.853,48.72,5.32,8.66,531.49,1.13,64.58,0.1491,61.62,55.77,620
2019,GEO00000001166,8.5,15.81,57.16,35.2,32.44,13.86,5.17,2.653,57.73,28.55,29.02,1488.26,10.73,22.88,0.9566,67.41,86.49,1885
2009,GEO00000001167,23.52,4.11,25.41,34.24,32.68,23.0,31.44,1.999,33.51,19.83,15.94,714.18,79.89,51.59,0.1705,89.04,82.52,1993
2016,GEO00000001168,27.15,5.71,23.99,5.32,5.89,13.9,19.47,1.667,38.01,16.06,13.21,717.73,75.59,39.04,0.4218,71.43,52.19,621
2020,GEO00000001169,41.23,26.78,49.22,33.92,34.24,44.91,7.76,9.13,4.59,26.62,4.15,74.38,59.35,45.76,0.7692,76.68,22.49,932
2019,GEO00000001170,54.03,14.99,41.66,17.39,0.09,43.97,21.4,7.616,37.34,10.87,38.2,241.85,15.08,29.07,0.1519,49.67,65.81,1239
2019,GEO00000001171,50.61,13.13,14.99,53.18,37.85,43.35,13.63,14.058,41.25,29.83,10.55,429.17,46.19,38.43,0.3924,33.61,35.85,1596
2024,GEO00000001172,3.79,20.21,13.32,23.41,38.8,19.48,28.95,10.352,45.63,10.03,16.34,1246.59,53.28,48.89,0.8109,11.9,14.61,806
2013,GEO00000001173,9.01,33.02,24.19,35.28,11.98,27.59,14.17,6.36,21.42,29.37,7.22,914.88,50.84,7.95,0.8711,59.22,13.08,445
2022,GEO00000001174,40.99,34.74,51.23,5.54,23.22,29.75,5.96,19.685,25.82,8.11,24.14,297.66,42.01,96.77,0.3061,36.06,70.61,1578
2018,GEO00000001175,52.55,24.7,10.01,11.55,13.43,43.78,17.2,14.626,20.7,18.7,16.36,1497.58,43.16,33.29,0.9118,56.54,0.21,97
2010,GEO00000001176,44.37,12.64,45.76,39.85,14.55,13.69,1.73,13.193,40.7,20.1,29.69,407.16,5.21,82.06,0.6451,34.45,78.75,1635
2016,GEO00000001177,36.42,15.89,1.06,30.35,28.18,2.93,11.62,9.79,11.14,8.26,25.99,808.33,55.1,47.3,0.0729,84.47,87.1,55
2023,GEO00000001178,14.67,27.81,34.84,3.97,7.54,43.36,6.3,5.32,34.95,28.46,31.09,107.14,7.69,35.1,0.2943,54.64,27.99,1798
2019,GEO00000001179,16.65,27.13,13.42,53.56,3.81,4.05,17.51,15.601,3.68,3.21,21.46,996.54,86.48,40.57,0.8771,63.96,39.91,1630
2007,GEO00000001180,38.25,21.45,50.96,53.17,17.22,6.64,7.57,18.158,22.52,11.68,3.96,364.68,14.91,73.03,0.5138,76.18,0.93,640
2016,GEO00000001181,52.21,30.53,57.32,47.74,38.62,11.97,5.88,11.281,53.84,13.22,0.35,472.48,70.42,32.63,0.2892,2.38,16.41,182
2016,GEO00000001182,45.82,17.14,5.01,35.14,10.07,25.82,14.34,13.657,51.61,23.05,4.69,251.59,61.71,0.87,0.8039,38.61,31.49,48
2014,GEO00000001183,48.17,13.01,74.76,50.85,12.14,14.01,27.38,15.099,34.3,7.86,39.59,913.6,48.55,58.54,0.2622,78.3,44.18,871
2022,GEO00000001184,8.13,8.91,0.49,48.26,35.5,21.13,30.54,14.785,30.12,7.42,8.34,642.34,94.27,42.01,0.8731,84.76,85.13,1403
2023,GEO00000001185,28.01,33.26,50.87,53.04,38.6,20.04,14.94,19.034,30.03,6.71,22.25,254.58,40.69,23.87,0.9919,24.78,47.51,885
2012,GEO00000001186,39.29,9.85,65.52,6.18,36.19,36.4,22.7,10.074,31.33,23.4,9.21,467.61,60.82,34.28,0.4312,5.09,91.73,600
2016,GEO00000001187,28.49,33.28,1.68,10.03,8.47,16.44,8.07,14.498,47.72,27.58,25.93,981.52,42.81,33.81,0.521,39.53,8.08,1157
2024,GEO00000001188,12.83,34.76,20.57,45.51,11.94,11.2,37.78,14.783,20.54,0.83,34.58,120.09,44.7,51.65,0.1686,82.49,89.87,1082
2014,GEO00000001189,48.28,5.68,2.01,3.08,18.33,5.85,24.83,4.038,26.89,18.8,18.36,284.57,34.47,46.04,0.3449,25.64,23.02,1095
2014,GEO00000001190,54.42,29.94,7.83,7.55,13.79,36.46,34.56,5.226,1.02,24.51,31.4,352.75,88.15,40.29,0.1661,55.1,31.6,1336
2011,GEO00000001191,24.03,28.22,16.64,48.51,33.9,43.42,9.67,14.529,48.51,18.94,1.64,1006.85,9.01,16.87,0.625,52.1,77.74,862
2015,GEO00000001192,17.98,20.59,36.59,12.74,36.84,24.89,17.79,0.634,7.91,17.64,3.37,683.73,61.88,16.87,0.369,36.57,28.41,1153
2011,GEO00000001193,29.4,31.43,41.59,21.0,38.06,31.59,30.07,6.51,3.55,0.53,38.49,357.8,47.4,24.53,0.9004,12.82,2.94,751
2008,GEO00000001194,21.38,1.34,22.71,5.75,21.41,23.93,21.61,15.499,38.28,4.76,39.5,100.63,88.48,62.01,0.5613,12.55,86.07,1660
2017,GEO00000001195,38.09,16.89,44.3,37.21,24.81,35.64,30.5,17.833,30.12,27.58,9.8,668.1,60.03,26.01,0.3883,64.59,95.07,1375
2012,GEO00000001196,47.35,3.31,55.68,10.19,23.49,6.51,15.63,19.79,50.28,16.81,37.67,1208.92,81.18,93.0,0.368,14.99,81.53,671
2008,GEO00000001197,24.56,31.11,29.63,38.22,8.75,33.62,14.11,1.185,23.09,16.71,0.5,1459.41,24.76,11.6,0.1141,57.05,64.23,104
2013,GEO00000001198,7.65,32.74,60.86,27.61,10.82,22.64,8.65,14.757,29.6,23.46,10.17,1289.12,64.19,62.03,0.173,85.09,12.78,1743
2017,GEO00000001199,21.96,0.39,73.06,53.51,22.06,9.8,24.22,17.957,24.82,4.14,12.59,992.0,56.11,34.53,0.8613,55.04,38.45,1974
2007,GEO00000001200,38.49,7.63,23.31,23.71,17.26,30.53,29.6,7.075,28.93,9.9,13.11,277.32,39.89,20.25,0.7059,40.89,80.67,1926
2025,GEO00000001201,10.58,14.69,38.58,16.38,17.79,27.95,20.82,16.609,15.27,10.53,32.11,1461.76,19.05,87.12,0.8433,48.97,97.78,959
2012,GEO00000001202,25.86,3.4,14.0,52.95,39.88,18.86,23.31,2.939,43.29,28.06,25.97,148.73,46.74,76.18,0.2416,5.44,95.36,119
2017,GEO00000001203,29.11,26.08,20.65,3.71,18.65,37.61,24.63,9.954,13.53,5.22,16.91,1217.1,96.64,96.48,0.1323,13.19,93.94,1756
2014,GEO00000001204,9.04,11.26,37.26,27.24,21.43,31.43,2.56,10.175,53.14,29.43,24.46,1122.77,81.93,83.7,0.4539,59.81,48.82,852
2016,GEO00000001205,13.33,34.32,63.73,16.49,12.39,32.48,26.47,17.663,33.58,21.58,29.97,94.32,29.81,77.47,0.324,19.14,10.36,1565
2012,GEO00000001206,2.82,5.47,46.92,32.13,37.03,9.27,10.24,3.333,49.18,17.38,19.68,557.13,86.93,30.19,0.2223,64.54,42.85,12
2019,GEO00000001207,41.54,9.14,1.05,24.57,35.89,40.8,36.01,19.807,34.14,27.16,22.84,1082.06,29.99,66.35,0.5762,69.61,77.43,1180
2018,GEO00000001208,51.17,16.27,24.72,24.89,5.34,44.3,22.65,10.206,33.57,27.72,33.98,94.68,12.4,48.5,0.7812,15.6,85.98,751
2016,GEO00000001209,32.15,21.33,16.04,36.17,36.04,1.32,39.49,9.093,43.68,15.56,28.87,152.41,78.97,59.86,0.4433,2.72,60.47,192
2015,GEO00000001210,45.05,11.06,18.45,23.64,6.59,23.63,23.02,5.494,10.09,26.56,13.48,554.34,43.16,65.64,0.0018,62.1,72.14,1125
2008,GEO00000001211,26.93,11.08,30.78,12.91,0.64,14.0,10.89,9.583,53.64,18.19,0.65,1412.54,56.57,8.26,0.7165,23.63,35.25,1896
2010,GEO00000001212,52.1,27.24,5.03,26.07,12.04,0.03,14.29,6.344,50.47,20.02,5.95,813.67,16.23,43.92,0.5979,57.77,40.31,104
2007,GEO00000001213,48.3,33.38,72.46,45.8,5.77,37.57,29.0,6.48,6.92,22.42,10.44,1286.9,51.15,93.44,0.6782,62.22,10.71,517
2014,GEO00000001214,9.2,7.68,71.69,39.77,8.05,42.53,4.99,10.093,4.65,12.62,27.69,1109.04,41.01,71.52,0.7502,65.73,7.1,1775
2009,GEO00000001215,26.79,14.39,64.11,14.82,36.3,10.97,2.66,5.589,56.19,8.93,27.33,1030.56,89.22,70.19,0.2583,16.73,74.63,3
2010,GEO00000001216,19.7,0.11,41.69,54.01,32.08,20.75,31.35,17.783,13.78,16.83,16.99,1328.7,85.26,2.3,0.1778,56.59,44.43,1523
2017,GEO00000001217,5.31,30.2,68.56,14.84,38.47,27.12,37.95,18.862,46.42,27.71,15.76,216.82,64.37,90.82,0.843,21.38,34.27,1231
2008,GEO00000001218,10.27,22.3,1.76,11.22,2.69,22.36,4.01,12.515,18.67,26.56,11.94,884.09,0.66,36.1,0.1816,4.84,65.59,459
2018,GEO00000001219,6.21,1.71,17.53,5.48,12.24,19.66,3.21,2.678,54.55,11.03,31.19,749.18,10.3,12.93,0.2466,9.3,66.38,789
2021,GEO00000001220,8.26,23.68,35.9,36.45,0.14,27.22,36.58,7.353,33.33,26.5,13.39,486.69,40.34,47.4,0.1086,94.16,89.37,1244
2011,GEO00000001221,47.51,16.34,27.33,42.87,31.55,17.17,23.65,9.866,4.88,13.1,14.66,221.68,64.64,71.23,0.1446,18.1,86.61,1879
2023,GEO00000001222,44.25,15.4,44.73,52.14,3.06,11.36,13.8,19.492,31.48,16.17,5.92,769.73,32.8,8.13,0.7444,83.03,1.12,1891
2025,GEO00000001223,2.27,4.24,1.57,15.5,37.76,2.91,27.16,2.842,15.73,13.07,17.74,958.22,95.9,43.66,0.442,98.59,58.35,1096
2012,GEO00000001224,24.87,3.44,19.54,32.61,22.75,14.34,22.7,11.594,2.55,6.53,0.89,1401.94,24.23,34.03,0.2202,71.42,62.05,638
2025,GEO00000001225,37.02,25.6,32.33,8.48,8.97,28.76,36.82,19.511,53.12,5.89,32.44,1483.82,72.67,6.8,0.7333,16.94,47.92,1146
2021,GEO00000001226,21.65,20.79,35.95,33.55,19.76,9.98,36.34,2.55,40.08,19.51,12.82,563.98,48.9,71.7,0.4244,26.57,41.38,853
2022,GEO00000001227,27.47,2.78,52.89,19.6,29.62,18.22,4.64,9.616,30.89,0.28,8.89,1143.02,49.18,28.67,0.7044,67.35,92.95,80
2020,GEO00000001228,20.78,1.71,20.05,43.6,2.07,27.7,38.31,5.501,22.02,15.86,12.46,1001.75,46.49,99.56,0.6247,2.43,50.77,1404
2017,GEO00000001229,10.63,7.07,43.25,28.58,15.19,4.44,39.03,17.224,16.54,20.76,2.55,1412.95,27.19,63.93,0.8139,90.64,77.52,791
2008,GEO00000001230,14.68,5.38,6.53,29.04,26.95,17.08,38.84,7.406,2.83,17.26,27.59,597.41,70.19,57.94,0.5871,96.49,85.58,799
2020,GEO00000001231,2.67,4.39,22.4,51.12,1.13,24.25,20.42,13.435,10.07,10.78,2.81,697.62,99.06,83.72,0.507,88.72,89.98,614
2021,GEO00000001232,48.38,30.79,22.62,54.03,15.45,17.59,5.79,14.561,34.07,7.06,25.17,557.25,0.51,31.93,0.6265,68.23,33.16,419
2023,GEO00000001233,11.04,33.8,51.1,46.98,11.21,21.62,39.61,4.168,40.82,0.66,7.92,826.3,98.12,39.13,0.7768,43.89,16.44,1171
2014,GEO00000001234,37.19,26.5,68.63,54.64,18.33,39.6,10.6,19.854,6.16,28.49,5.5,296.32,31.23,0.85,0.7348,76.85,40.81,1406
2023,GEO00000001235,22.28,25.26,27.82,46.71,24.58,15.11,17.42,0.392,55.62,17.1,19.42,143.1,4.33,90.24,0.3095,51.66,65.86,1919
2017,GEO00000001236,44.75,5.4,6.51,53.0,16.34,23.54,22.43,12.419,11.78,27.28,8.98,622.12,82.2,10.34,0.0504,28.62,20.76,318
2016,GEO00000001237,35.33,14.29,61.2,31.24,35.5,25.01,28.53,17.97,17.77,12.95,9.54,408.43,48.64,36.9,0.0518,91.21,69.49,1816
2008,GEO00000001238,30.01,6.53,45.84,40.32,36.69,31.77,34.27,14.088,37.05,12.13,8.67,719.75,62.05,37.58,0.567,57.28,65.89,1936
2012,GEO00000001239,14.98,22.25,21.47,26.86,8.78,1.54,26.42,6.536,56.99,23.15,15.94,1003.57,84.37,59.59,0.5879,95.31,0.83,76
2023,GEO00000001240,11.88,23.38,5.5,11.08,25.79,19.3,25.94,0.674,11.97,13.27,5.86,320.33,68.71,82.45,0.057,73.73,32.57,740
2022,GEO00000001241,18.03,16.56,27.94,1.98,12.99,6.66,38.2,5.307,32.24,12.19,6.43,1413.19,52.09,56.24,0.5517,8.47,93.59,1052
2017,GEO00000001242,51.35,9.16,51.2,15.36,31.48,0.51,14.68,0.888,29.8,8.18,30.02,11.84,87.89,48.98,0.0818,89.67,84.35,1587
2009,GEO00000001243,32.78,2.58,35.81,7.45,39.37,20.27,20.59,9.061,34.79,0.84,20.71,308.53,98.62,7.16,0.9278,66.74,2.37,483
2017,GEO00000001244,2.37,9.02,52.62,31.83,6.86,24.8,34.58,6.218,47.85,21.99,17.48,352.21,67.93,18.94,0.9081,10.89,6.31,1927
2008,GEO00000001245,29.78,7.48,37.14,21.94,28.03,35.09,39.45,14.473,49.0,28.45,16.63,368.78,14.0,26.68,0.9886,66.76,49.4,263
2024,GEO00000001246,50.48,1.63,17.56,5.02,5.67,32.33,19.1,3.495,57.47,17.55,18.81,1120.87,76.95,55.84,0.7086,82.38,5.81,1835
2018,GEO00000001247,43.31,12.48,11.27,15.94,3.44,30.28,31.17,2.402,55.34,22.7,30.83,1485.43,19.13,30.81,0.6261,26.33,62.53,818
2023,GEO00000001248,36.62,28.61,54.14,50.4,20.73,5.62,27.2,1.977,50.14,29.46,3.29,88.16,54.17,50.13,0.3072,0.14,57.32,762
2016,GEO00000001249,52.44,33.34,14.2,38.02,8.13,44.65,22.95,5.544,39.59,22.77,39.14,1265.24,78.28,94.97,0.2862,57.51,66.34,1443
2010,GEO00000001250,23.81,6.63,20.16,21.23,27.17,8.9,32.2,6.469,16.81,29.51,10.55,1079.57,0.49,35.82,0.5281,82.47,81.26,260
2016,GEO00000001251,17.02,14.82,65.99,36.26,5.99,7.05,14.22,13.386,1.27,7.1,21.83,74.39,83.27,21.95,0.7498,31.11,88.13,1266
2020,GEO00000001252,1.83,15.48,23.0,29.87,10.47,30.81,13.64,19.838,33.07,12.75,28.26,1116.76,27.03,99.89,0.0367,39.21,92.31,187
2025,GEO00000001253,15.61,12.27,17.46,26.91,36.74,23.94,35.67,8.367,31.94,17.19,35.09,895.06,14.82,2.46,0.8561,29.89,40.91,617
2019,GEO00000001254,25.14,29.47,42.53,35.01,16.29,31.6,18.46,7.26,12.06,25.14,20.64,1136.96,33.23,26.94,0.3832,75.72,92.74,1034
2017,GEO00000001255,49.88,8.83,31.17,1.39,35.11,39.87,12.93,19.024,59.6,12.47,24.82,323.76,58.78,89.29,0.8864,48.93,89.29,738
2025,GEO00000001256,7.65,8.62,25.43,52.37,22.92,37.98,24.27,7.65,55.82,23.06,39.71,227.84,44.65,32.09,0.7225,11.84,13.94,318
2015,GEO00000001257,17.29,5.43,52.25,53.4,8.76,34.84,9.01,15.757,38.29,6.6,36.63,215.03,66.61,51.22,0.2168,94.03,86.44,1039
2010,GEO00000001258,47.0,19.67,52.5,10.56,10.84,3.7,22.75,15.779,36.1,16.2,25.49,969.55,1.01,55.46,0.7884,93.78,8.45,1940
2014,GEO00000001259,10.37,24.77,28.06,32.68,24.8,41.06,12.08,19.598,46.48,29.99,29.76,1319.1,43.43,20.15,0.2898,50.52,13.67,1752
2009,GEO00000001260,53.05,12.57,43.38,41.19,15.25,33.13,16.43,11.364,6.09,13.24,15.28,836.38,67.78,97.43,0.8429,71.86,31.17,321
2025,GEO00000001261,34.33,31.52,25.25,21.0,37.68,21.11,36.76,9.766,33.15,27.54,16.45,713.69,53.27,11.02,0.5123,12.38,63.08,773
2011,GEO00000001262,5.2,21.79,16.31,18.21,6.37,11.41,15.75,12.834,23.06,21.3,26.46,11.96,33.99,71.05,0.2898,76.8,74.11,641
2019,GEO00000001263,40.16,16.84,72.47,36.51,4.43,28.3,19.18,11.785,29.18,4.69,1.87,617.28,21.6,14.9,0.8596,43.97,67.3,813
2014,GEO00000001264,5.29,11.98,74.23,30.38,32.81,16.57,16.45,1.45,30.92,14.71,37.99,1442.59,28.78,49.91,0.1242,13.59,49.01,1480
2016,GEO00000001265,13.46,18.42,33.17,44.76,2.01,13.53,27.59,16.758,50.29,29.9,26.36,419.98,23.53,64.91,0.281,77.94,79.87,1952
2012,GEO00000001266,35.1,12.52,42.33,31.19,32.29,14.04,13.83,7.79,25.95,14.73,37.53,435.17,60.85,11.08,0.2869,38.97,65.63,1091
2022,GEO00000001267,10.17,0.84,58.06,49.21,36.09,34.23,27.11,16.423,27.01,10.7,9.72,419.22,44.44,55.12,0.421,33.27,68.55,673
2019,GEO00000001268,47.64,31.62,23.55,27.08,32.68,30.12,28.51,10.251,27.07,28.63,25.43,22.24,3.66,48.2,0.1924,58.88,92.52,1981
2011,GEO00000001269,31.3,2.63,17.0,37.84,20.91,8.29,26.74,13.135,25.49,23.83,38.95,1197.06,69.66,21.94,0.3986,70.57,62.61,499
2011,GEO00000001270,13.52,27.57,33.86,22.71,26.82,15.0,38.45,3.775,19.65,8.75,37.69,320.84,67.55,79.38,0.4847,40.27,60.72,1204
2016,GEO00000001271,36.95,20.26,69.81,37.09,25.8,26.44,39.51,16.644,39.88,22.77,6.76,23.72,27.23,19.65,0.7131,67.04,24.19,1654
2008,GEO00000001272,8.24,29.93,69.68,32.88,30.89,22.85,35.79,19.919,18.29,12.18,39.51,176.67,51.24,49.77,0.3708,44.68,26.71,458
2013,GEO00000001273,21.96,14.45,58.31,37.26,0.38,21.53,35.57,15.001,53.44,29.15,8.87,23.89,88.51,60.5,0.5695,1.55,8.0,1698
2021,GEO00000001274,17.4,27.1,48.91,45.52,27.11,7.01,7.34,18.817,40.01,16.66,20.11,972.12,35.77,80.44,0.627,17.16,34.23,1093
2016,GEO00000001275,54.24,30.38,44.28,39.73,35.79,8.89,12.52,14.661,33.47,19.18,21.75,200.48,13.17,55.81,0.387,0.67,38.05,634
2021,GEO00000001276,4.99,21.57,42.29,22.95,12.41,0.55,8.45,6.64,20.49,5.28,5.89,762.33,94.89,22.72,0.6471,62.55,5.97,54
2013,GEO00000001277,5.39,0.6,35.51,8.37,15.92,29.67,35.31,1.514,20.19,1.15,17.0,672.67,4.12,87.11,0.2974,1.05,92.52,359
2010,GEO00000001278,35.85,30.28,34.63,33.84,12.26,24.92,4.6,4.647,31.67,9.4,5.77,452.2,44.11,79.21,0.5557,73.09,86.21,1065
2021,GEO00000001279,10.52,33.92,39.57,45.07,18.74,4.36,39.63,17.814,55.8,26.76,24.14,726.28,24.92,26.46,0.8989,89.65,32.92,977
2009,GEO00000001280,32.11,9.73,11.6,17.59,15.69,17.97,20.93,15.732,32.71,15.65,6.17,390.88,2.36,90.31,0.6457,86.79,11.76,1471
2025,GEO00000001281,34.73,0.83,15.34,43.87,0.35,10.79,12.91,0.12,1.75,13.11,35.46,230.73,82.0,65.45,0.5226,42.47,44.83,88
2007,GEO00000001282,34.07,18.92,3.48,33.16,17.53,4.34,8.77,8.391,19.11,18.76,12.4,886.82,78.57,31.18,0.4336,47.14,68.08,806
2019,GEO00000001283,15.5,18.37,44.75,37.35,12.65,23.33,17.92,1.139,3.55,25.64,33.23,139.16,45.33,2.63,0.378,67.62,67.5,331
2014,GEO00000001284,11.0,14.25,31.55,23.71,10.05,30.81,1.86,1.68,8.34,8.61,15.02,1429.41,22.52,85.98,0.1403,39.21,11.56,1164
2014,GEO00000001285,30.13,12.69,67.3,30.75,27.35,5.02,5.08,2.846,21.17,24.38,12.36,1180.04,79.33,39.05,0.419,15.93,74.84,824
2025,GEO00000001286,44.79,26.53,20.54,6.93,15.52,18.85,36.63,4.382,26.44,24.66,19.44,785.3,55.78,1.44,0.1301,52.56,89.96,1100
2024,GEO00000001287,13.97,8.93,22.2,36.23,4.22,38.79,38.17,11.942,1.37,5.5,28.14,494.98,43.78,24.0,0.8317,1.8,74.37,171
2025,GEO00000001288,31.98,24.78,37.49,15.78,28.53,40.97,29.23,10.147,28.13,17.64,32.4,991.42,18.09,45.1,0.2543,53.61,77.94,120
2007,GEO00000001289,29.97,28.72,18.93,30.36,28.15,25.64,9.02,6.233,5.73,14.44,33.98,220.57,28.62,83.01,0.9875,78.23,98.81,542
2013,GEO00000001290,6.58,12.02,62.09,54.04,27.52,32.83,37.16,1.667,46.06,5.82,21.88,1044.97,28.89,79.87,0.2568,74.53,83.58,226
2013,GEO00000001291,0.14,12.34,15.09,8.34,31.0,32.33,8.63,15.758,45.35,3.2,23.4,1193.33,92.85,54.06,0.0394,74.02,72.12,1759
2011,GEO00000001292,34.23,14.69,48.02,43.28,12.55,5.47,6.52,14.411,5.24,23.71,30.38,1463.17,45.29,81.83,0.2155,42.11,21.15,1481
2024,GEO00000001293,15.34,16.15,24.99,7.11,3.3,17.21,5.0,6.565,10.57,26.44,7.3,1124.44,24.32,45.17,0.2352,78.18,80.22,1308
2016,GEO00000001294,37.04,21.58,40.87,7.84,35.05,43.8,12.38,13.999,22.55,24.46,36.73,913.87,93.97,44.82,0.918,41.93,55.38,531
2013,GEO00000001295,3.61,25.86,34.47,6.02,36.48,8.29,25.32,9.327,24.96,8.76,23.18,117.92,57.73,4.74,0.5633,19.62,64.27,1740
2024,GEO00000001296,40.46,30.65,38.46,2.32,37.02,30.91,15.89,11.845,19.53,22.56,37.75,1155.88,0.8,9.01,0.4468,57.17,79.46,1294
2020,GEO00000001297,35.37,27.95,26.8,33.56,14.58,41.32,16.67,5.12,51.91,25.72,8.36,1196.97,3.14,96.28,0.4763,15.54,2.96,767
2022,GEO00000001298,17.01,10.42,54.46,48.68,25.89,17.73,31.27,7.143,6.87,12.46,15.06,820.08,45.4,18.63,0.9972,97.06,4.41,751
2007,GEO00000001299,4.36,23.58,49.18,15.59,20.94,23.84,16.56,6.642,39.83,20.33,3.62,389.7,22.65,40.12,0.7834,73.19,17.78,1915
2013,GEO00000001300,14.92,21.33,67.27,44.28,7.45,9.42,22.09,12.299,39.74,25.32,14.99,923.43,34.36,64.01,0.2832,50.57,19.39,73
2023,GEO00000001301,24.71,4.77,12.88,43.56,31.39,25.81,8.71,16.2,47.02,6.17,11.92,193.25,17.87,63.22,0.5578,81.25,94.49,1134
2017,GEO00000001302,49.92,8.82,42.67,34.26,32.56,3.68,3.07,16.849,10.34,8.39,6.84,1340.62,89.81,35.02,0.7096,59.33,96.56,265
2014,GEO00000001303,44.28,0.83,58.46,43.98,32.1,14.36,33.01,11.747,54.38,12.04,34.35,577.36,58.72,69.3,0.3903,45.36,17.66,1289
2016,GEO00000001304,14.53,29.53,40.66,33.45,35.9,16.11,20.42,14.124,42.11,14.84,31.19,231.69,85.14,87.26,0.1857,99.45,88.46,155
2012,GEO00000001305,54.47,1.59,74.94,6.67,28.78,26.17,19.35,16.169,42.31,21.22,30.99,1313.67,46.5,81.85,0.6088,38.64,48.29,1161
2008,GEO00000001306,28.5,27.33,35.55,8.65,29.81,25.87,21.36,3.7,56.67,27.49,32.17,116.0,43.59,43.65,0.2715,29.82,59.67,991
2011,GEO00000001307,11.95,9.1,66.85,1.9,35.44,32.59,4.75,3.419,32.35,13.94,34.17,894.28,25.16,70.51,0.245,76.1,54.91,665
2016,GEO00000001308,34.04,20.83,42.01,42.51,14.43,15.68,25.63,3.367,5.78,12.71,21.05,363.83,2.69,98.74,0.8838,98.29,13.58,881
2011,GEO00000001309,28.12,6.72,27.68,32.34,14.89,8.86,9.34,7.902,14.21,5.52,9.6,559.05,49.66,75.26,0.6374,62.57,76.66,1290
2024,GEO00000001310,12.15,8.22,56.28,8.46,11.3,5.51,16.86,2.281,31.07,4.2,36.6,1237.21,58.24,43.18,0.6175,48.29,74.26,187
2008,GEO00000001311,18.65,4.33,36.13,50.55,14.07,11.71,35.31,1.222,35.7,24.1,31.49,1351.92,21.23,41.08,0.7454,52.48,91.89,814
2023,GEO00000001312,37.46,25.09,26.64,53.81,4.41,15.72,36.41,6.519,5.98,3.14,35.83,689.27,6.47,17.49,0.8418,3.73,31.39,1404
2008,GEO00000001313,25.91,10.53,37.59,22.55,6.99,32.18,35.22,3.391,48.48,12.45,18.53,691.99,24.52,26.89,0.2205,5.55,64.54,1763
2021,GEO00000001314,42.78,22.02,26.59,23.58,2.09,31.87,33.32,5.267,47.05,19.81,35.26,951.03,87.44,14.89,0.1401,76.77,55.7,729
2015,GEO00000001315,29.84,5.5,52.06,3.39,22.57,4.24,7.12,6.14,1.0,24.86,13.53,357.73,6.67,78.22,0.9889,34.42,1.7,1958
2020,GEO00000001316,19.99,18.23,27.26,53.05,29.33,42.49,1.27,19.82,21.69,27.24,18.22,498.71,3.67,36.73,0.9938,22.48,55.89,1158
2009,GEO00000001317,27.55,21.24,48.45,26.04,20.49,17.61,28.93,8.902,28.26,25.34,6.49,1433.08,82.79,81.96,0.4703,92.04,95.74,264
2010,GEO00000001318,21.31,32.35,33.27,41.65,3.72,6.84,11.46,11.148,37.66,6.41,18.14,662.43,7.32,81.24,0.5264,30.91,8.37,157
2017,GEO00000001319,51.09,33.16,49.22,52.36,29.18,39.1,9.66,4.311,17.05,3.04,32.0,868.62,60.94,29.31,0.0011,14.06,44.69,1861
2009,GEO00000001320,0.3,9.14,51.87,9.17,8.42,10.67,38.38,17.378,50.74,17.26,25.23,292.6,98.77,69.1,0.8905,55.92,61.67,1109
